Malayalam,Assamese
നഷ്ടപരിഹാര പക്ഷപാതം,ক্ষতিপূৰণমূলক পক্ষপাতিত্ব
നഷ്ടപരിഹാര ലോഡ്,ক্ষতিপূৰণমূলক বোজা
പ്രതികാര പശ്ചാത്താപം,প্ৰতিশোধমূলক অনুশোচনা
നഷ്ടപരിഹാര അന്വേഷണം,ক্ষতিপূৰণমূলক অনুসন্ধান
കമ്പൈലർ,কম্পাইলাৰ
കമ്പൈലർ ഡിസൈൻ,কম্পাইলাৰ ডিজাইন
സപ്ലിമെന്റ്,পৰিপূৰক
സപ്ലിമെന്റ് ഡെലിവറി,পৰিপূৰক ডেলিভাৰী
പൂരക പിശക്,পৰিপূৰক ভুল
കോംപ്ലിമെന്ററി സമമിതി ഔട്ട്പുട്ട്,পৰিপূৰক প্ৰতিসমতা আউটপুট
പൂർണ്ണ ആംപ്ലിഫയർ,সম্পূৰ্ণ এম্প্লিফায়াৰ
സംയോജിത ആവൃത്തി,কম্পোজিট ফ্ৰিকুৱেন্সি
സംയുക്ത ശക്തി,সংমিশ্ৰিত শক্তি
ഫോളോ അപ്പ്,খতিয়ান লোৱা
പൂരക പിശക് പ്രവർത്തനം,পৰিপূৰক ভুল ফলন
കോംപ്ലിമെന്ററി ലോജിക് സർക്യൂട്ട്,পৰিপূৰক লজিক বৰ্তনী
ഘടകഭാഗം,সমষ্টিবাসী
അലോയ് വീഡിയോ സിഗ്നൽ,মিশ্ৰণ ভিডিঅ&#39; সংকেত
മിക്സഡ് റെസിസ്റ്റർ,মিশ্ৰিত ৰেজিষ্টৰ
സംയുക്ത അർദ്ധചാലകം,সংমিশ্ৰিত অৰ্ধপৰিবাহী
കംപ്രഷൻ,সংকোচন
കംപ്രഷൻ ആവൃത്തി,সংকোচন কম্পাঙ্ক
"കംപ്രസർ, കംപ്രസർ, കംപ്രസർ","কম্প্ৰেছাৰ, কম্প্ৰেছাৰ, কম্প্ৰেছাৰ"
കമ്പ്യൂട്ടർ സഹായത്തോടെയുള്ള ഡിസൈൻ,কম্পিউটাৰ সহায়ক ডিজাইন
കമ്പ്യൂട്ടർ സഹായത്തോടെയുള്ള നിർമ്മാണം,কম্পিউটাৰ সহায়ক উৎপাদন
കമ്പ്യൂട്ടർ ഗ്രാഫ്,কম্পিউটাৰ গ্ৰাফ
കമ്പ്യൂട്ടർ ഭാഷ,কম্পিউটাৰ ভাষা
കമ്പ്യൂട്ടർ മെമ്മറി,কম্পিউটাৰৰ মেমৰি
കമ്പ്യൂട്ടർ ശൃംഖല,কম্পিউটাৰ নেটৱৰ্ক
കമ്പ്യൂട്ടർ പ്രോഗ്രാം,কম্পিউটাৰ প্ৰগ্ৰেম
കമ്പ്യൂട്ടർ വൈറസ്,কম্পিউটাৰ ভাইৰাছ
കമ്പ്യൂട്ടർ വൈറസ്,কম্পিউটাৰ ভাইৰাছ
"ഏകാഗ്രത, ഏകാഗ്രത","কনচেন্ট্ৰেটৰ, কনচেন্ট্ৰেটৰ"
നിയന്ത്രിത ശാഖ,নিষিদ্ধ শাখা
നിയന്ത്രിത ജമ്പ്,নিষিদ্ধ জাম্প
നിയന്ത്രിത സ്ഥിരത,নিষিদ্ধ স্থায়িত্ব
ഡ്രൈവർ ഗ്ലാസ്,ড্ৰাইভাৰ গ্লাছ
ഡ്രൈവർ പ്ലാസ്റ്റിക്,ড্ৰাইভাৰ প্লাষ্টিক
ഡ്രൈവർ പോളിമർ,ড্ৰাইভাৰ পলিমাৰ
ചാലക കോൺ,পৰিবাহী কোণ
ചാലക ബാൻഡ്,পৰিবাহী বেণ্ড
ചാലക വ്യാപനം,পৰিবাহী প্ৰসাৰণ
ചാലകത,পৰিবাহীতা
കോൺ ആന്റിന,শঙ্কু এন্টেনা
കോണാകൃതിയിലുള്ള കൊമ്പ്,শংকু আকৃতিৰ শিং
സംയോജിത പ്രതിരോധം,কনজুগেট ইম্পিডেন্স
നിശ്ചിത വേഗത റെക്കോർഡർ,ফিক্সড বেগ ৰেকৰ্ডাৰ
സംരക്ഷണ നിയമം,সংৰক্ষণৰ নিয়ম
കൺസോൾ,কনছ&#39;ল
സ്ഥിരമായ നിലവിലെ ഉറവിടം,স্থিৰ বিদ্যুৎ প্ৰবাহৰ উৎস
ഫിക്സഡ് കെ-ഫിൽട്ടർ,ফিক্সড কে-ফিল্টাৰ
നിശ്ചിത വോൾട്ടേജ് ട്രാൻസ്ഫോർമർ,ফিক্সড ভল্টেজ ট্ৰেন্সফৰ্মাৰ
ഉപഭോക്തൃ ഇലക്ട്രോണിക്സ്,গ্ৰাহক ইলেক্ট্ৰনিকছ
ബന്ധപ്പെടുക,যোগাযোগ কৰক
കോൺടാക്റ്റ് ജമ്പ്,যোগাযোগ জাম্প
ബന്ധപ്പെടാനുള്ള സാധ്യത,সংস্পৰ্শ বিভৱ
സ്പ്രിംഗ് ബന്ധപ്പെടുക,যোগাযোগ বসন্ত
തുടർച്ച,ধাৰাবাহিকতা
തുടർച്ചയായ പ്രവർത്തനം,কন্টিনিউম ফাংচন
തുടർച്ചയായ സ്പെക്ട്രം,অবিৰত বৰ্ণালী
തുടർച്ചയായ വേവ് ഓസിലേറ്റർ,অবিৰত তৰংগ দোলক
വൈരുദ്ധ്യം,বিষমতা
കോൺട്രാസ്റ്റ് അനുപാതം,কনট্ৰাষ্ট ৰেচিঅ&#39;
കൺട്രോളർ ബസ്,নিয়ন্ত্ৰক বাছ
കൺട്രോളർ ഗ്രിഡ്,নিয়ন্ত্ৰক গ্ৰীড
നിയന്ത്രണ കീ,নিয়ন্ত্ৰণ কি&#39;
നിയന്ത്രണ പാനൽ,নিয়ন্ত্ৰণ পেনেল
നിയന്ത്രണ മുറി,নিয়ন্ত্ৰণ কক্ষ
നിയന്ത്രണ പാത,নিয়ন্ত্ৰণ পথ
നിയന്ത്രണ യൂണിറ്റ്,নিয়ন্ত্ৰণ একক
ഒത്തുചേരൽ,অভিসৰণ
പരിവർത്തന കാര്യക്ഷമത,ৰূপান্তৰ দক্ষতা
പരിവർത്തന സമയം,ৰূপান্তৰ সময়
നാശം,জাৰণ
പകർത്തുക,কপি কৰক
"ചെമ്പ്, ചെമ്പ്","তাম, তাম"
ചെമ്പ് നഷ്ടം,তামৰ ক্ষতি
ചെമ്പ് വയർ,তামৰ তাঁৰ
കോപ്രൊസസർ,কোপ্ৰচেছৰ
കാമ്പ്,মুখ্য
കാതലായ നഷ്ടം,মূল লোকচান
കോർ മെറ്റീരിയൽ,মূল উপাদান
സർക്കിൾ നിമജ്ജനം,বৃত্ত বিসৰ্জন
കോസ്റ്റ-ലൂപ്പ്,কোষ্টা-লুপ
ഗണിത ആവൃത്തി,গণিতৰ কম্পাঙ্ক
കൗണ്ടിംഗ് റേറ്റ് ഗേജ്,গণনাৰ হাৰ গেজ
കോംവെൽ പാലം,কম্পৱেল দলং
കപ്പിൾഡ് സർക്യൂട്ട്,সংযুক্ত বৰ্তনী
കപ്ലിംഗ് കപ്പാസിറ്റർ,কাপলিং কেপাচিটৰ
ജോടിയാക്കൽ രീതി,যোৰ কৰা পদ্ধতি
കോവാലന്റ് ബോണ്ട്,সসঙ্কেত বন্ধন
ഉത്ഭവ ബട്ടൺ,উৎপত্তি বুটাম
തകര്ച്ച,খুন্দা মৰা
കൊടുമുടി,শৃংগ
കൊടുമുടി,শৃংগ
പ്രക്ഷുബ്ധത,অস্থিৰতা
നിർണായക ആംഗിൾ,জটিল কোণ
ക്രിട്ടിക്കൽ കപ്ലിംഗ്,ক্ৰিটিকেল কাপলিং
ഗുരുതരമായ വിഷാദം,সংকটজনকভাৱে হতাশগ্ৰস্ত
ഗുരുതരമായ ആവൃത്തി,জটিল কম্পাঙ্ক
വിമർശനാത്മക പ്രചോദനം,সমালোচনাত্মক প্ৰেৰণা
നിർണായക വംശം,জটিল জাতি
വിമർശനാത്മക പ്രതിരോധം,জটিল প্ৰতিৰোধ ক্ষমতা
ക്രോസ് അസംബ്ലർ,ক্ৰছ এছেম্বলাৰ
ക്രോസ് കപ്ലിംഗ്,ক্ৰছ কাপলিং
ലംബ ചിത്രം,উলম্ব ছবি
സംക്രമണ വക്രീകരണം,পৰিৱৰ্তন বিকৃতি
പരിവർത്തന മോഡുലേഷൻ,ট্ৰেঞ্জিচন মডুলেচন
അപ്രസക്തമായ സിഗ്നൽ,অপ্রাসংগিক সংকেত
ക്രോസ്ബാർ എക്സ്ചേഞ്ച്,ক্ৰছবাৰ এক্সচেঞ্জ
തിരശ്ചീന ഫീൽഡ് ആംപ്ലിഫയർ,ট্ৰেন্সভাৰ্ছ ফিল্ড এম্প্লিফায়াৰ
ക്രോസ്ഓവർ ഡിറ്റക്ടർ,ক্ৰছঅভাৰ ডিটেক্টৰ
ട്രാൻസിഷൻ സർക്യൂട്ട്,ট্ৰেঞ্জিচন চাৰ্কিট
ക്രിസ്റ്റൽ മൈക്രോഫോൺ,স্ফটিক মাইক্ৰ&#39;ফোন
ക്രിസ്റ്റൽ ഓസിലേറ്റർ,স্ফটিক দোলক
ക്യൂറി പോയിന്റ്,curie পইন্ট
സ്ട്രീം ആംപ്ലിഫയർ,ষ্ট্ৰিম এম্প্লিফায়াৰ
നിലവിലെ നിയന്ത്രിത നിലവിലെ ഉറവിടം (CCCS),বিদ্যুৎ প্ৰবাহ নিয়ন্ত্ৰিত বিদ্যুৎ প্ৰবাহৰ উৎস (CCCS)
നിലവിലെ നിയന്ത്രിത വോൾട്ടേജ് ഉറവിടം (CCVS),কাৰেণ্ট নিয়ন্ত্ৰিত ভল্টেজ উৎস (CCVS)
സ്ട്രീം റീചാർജ്,ষ্ট্ৰিম ৰিচাৰ্জ
നിലവിലെ ലിവറേജ്,বৰ্তমানৰ লিভাৰেজ
നിലവിലെ പരിധി,বৰ্তমানৰ সীমা
മാർജിനൽ കറന്റ് റെസിസ്റ്റർ,প্ৰান্তীয় কাৰেণ্ট ৰেজিষ্টৰ
സ്ട്രീം പ്രതിഫലനം,ধাৰা প্ৰতিফলন
സ്ട്രീം മോഡ് ലോജിക്,ষ্ট্ৰিম মোড লজিক
സ്ട്രീം ആക്സസ്,ষ্ট্ৰিম অভিগম
സ്ട്രീം ഉറവിടം,ষ্ট্ৰিম উৎস
നിലവിലെ വോൾട്ടേജ് കൺവെർട്ടർ,কাৰেণ্ট-ভোল্টেজ কনভাৰ্টাৰ
നിലവിലെ ട്രാൻസ്ഫർ അനുപാതം,বৰ্তমান স্থানান্তৰ অনুপাত
നിലവിലെ ട്രാൻസ്ഫോർമർ,কাৰেণ্ট ট্ৰেন্সফৰ্মাৰ
നിശ്ചിത കറന്റ്,ফিক্সড কাৰেণ্ট
"പോയിന്റർ, കഴ്സർ","পইণ্টাৰ, কাৰ্চাৰ"
കുറഞ്ഞ ഡ്രൈവർ വോൾട്ടേജ്,কম ড্ৰাইভাৰ ভল্টেজ
"അവസാനം പക്ഷപാതം, അവസാന പക്ഷപാതം","end bias, শেষ পক্ষপাতিত্ব"
അവസാന ആവൃത്തി,শেষ কম্পাঙ্ক
അവസാന മേഖല,শেষৰ মণ্ডল
കർവ് ട്രെയ്സ്,বক্ৰ ট্ৰেচ
ചക്രം,চক্ৰ
ചക്ര ചൗര്യ,চক্ৰ চৌৰ্য
സിലിണ്ടർ ലെൻസ്,নলাকাৰ লেন্স
ക്രിസ്റ്റൽ ഡിസ്പ്ലേ,স্ফটিক প্ৰদৰ্শন
ഡിജിറ്റൽ ടു അനലോഗ് കൺവെർട്ടർ,ডিজিটেল টু এনালগ কনভাৰ্টাৰ
ഡിസി റിസ്റ്റോർ സർക്യൂട്ട്,ডিচি পুনৰুদ্ধাৰ চাৰ্কিট
ഡിജിറ്റൽ/അനലോഗ് കൺവെർട്ടർ,ডিজিটেল/এনালগ কনভাৰ্টাৰ
"ഡിജിറ്റൽ അനലോഗ് കൺവെർട്ടർ, DAC","ডিজিটেল এনালগ কনভাৰ্টাৰ, DAC"
മോശം നിക്ഷേപം,বেয়া বিনিয়োগ
നനഞ്ഞ ആന്ദോളനം,ডেম্পড দোলন
വിഷാദിച്ച സമയം,হতাশগ্ৰস্ত সময়
നനവ്,ডেম্পিং
ഡാംപിംഗ് വോർട്ടക്സ് കറന്റ്,ডেম্পিং ঘূৰ্ণীবতাহ কাৰেণ্ট
ഡാംപിംഗ് കോഫിഫിഷ്യന്റ്,ডেম্পিং সহগ
ഇരുണ്ട കറന്റ്,ডাৰ্ক কাৰেণ্ট
ഡാർലിംഗ്ടൺ ആംപ്ലിഫയർ,ডাৰ্লিংটন এম্প্লিফায়াৰ
ഡാർലിംഗ്ടൺ സർക്യൂട്ട്,ডাৰ্লিংটন চাৰ্কিট
ഡാർലിംഗ്ടൺ ജോഡി,ডাৰ্লিংটন যোৰ
ഡോസ്,dos
"ഡാറ്റ, വിശ്വാസം","ডাটা, বিশ্বাস"
വിശ്വാസം സമ്പാദിക്കുന്ന ശരീരം,বিশ্বাস উপাৰ্জনকাৰী শৰীৰ
ഡാറ്റ സംഭരണം,ডাটা সংৰক্ষণ
ഡാറ്റ കോഡ്,ডাটা ক&#39;ড
ഡാറ്റ എഴുത്തുകാരൻ,ডাটা ৰাইটাৰ
ഡാറ്റ മൾട്ടിപ്ലക്സർ,ডাটা মাল্টিপ্লেক্সাৰ
"ഡാറ്റ പോർട്ട്, ഡാറ്റ പോർട്ട്","ডাটা পৰ্ট, ডাটা পৰ্ট"
ഡാറ്റ പിക്കർ,ডাটা পিকাৰ
ഡാറ്റ ഷീറ്റ്,ডাটা শ্বীট
dB/oct,dB/অক্টোবৰ
ഡിസി ആംപ്ലിഫയർ,dc এম্প্লিফায়াৰ
ഡിസി മോട്ടോർ,ডিচি মটৰ
ഡിസി ഓഫ്സെറ്റ്,dc অফছেট
ഡിസി. വൈദ്യുതി വിതരണം,ডি চি। শক্তি যোগান
ഡിസി. പുനരധിവാസം,ডি চি। পুনৰ সংস্থাপন
ഡിസി. പുനഃസ്ഥാപകൻ,ডি চি। পুনৰুদ্ধাৰকাৰী
dc to ac പരിവർത്തന,dc ৰ পৰা ac লৈ ৰূপান্তৰক
ഡിസി. ഉച്ചത്തിലുള്ള നിയന്ത്രണം,ডি চি। উচ্চতা নিয়ন্ত্ৰণ
Mh-കണക്റ്റർ,Mh-সংযোগকাৰী
ഡയറക്ട് കപ്പിൾഡ് ട്രാൻസിസ്റ്റർ ലോജിക് ഗേറ്റ്/ഡിസി ടി.എൽ.,ডাইৰেক্ট কাপল্ড ট্ৰেঞ্জিষ্টৰ লজিক গেট/ডিচি টি.এল.
ഡിസി. കേടായ പ്രവർത്തന ആംപ്ലിഫയർ,ডি চি। ক্ষতিগ্ৰস্ত অপাৰেচনেল এম্প্লিফায়াৰ
നോൺ-റെൻഫോഴ്സ്മെന്റ്,অশক্তিশালীকৰণ
ഡിമോർഗന്റെ നിയമം,ডিমৰ্গানৰ আইন
ദേ സൌതി പാലം,দে সৌতি দলং
വിശ്രമ സമയം,জিৰণিৰ সময়
വിശ്രമ മേഖല,জিৰণিৰ অঞ্চল
തെറ്റ് ക്ലിയറൻസ്,দোষ নিষ্কাশন
ദശാബ്ദ കാൽക്കുലേറ്റർ,দশক কেলকুলেটৰ
ഡെസിബെൽ,ডেচিবেল
ദശാംശ കാൽക്കുലേറ്റർ,দশমিক কেলকুলেটৰ
ദശാംശ-ബൈനറി പരിവർത്തനം,দশমিক-বাইনাৰী ৰূপান্তৰ
വിലാസം ഡീകോഡിംഗ്,ঠিকনা ডিকোডিং
ഡീകോഡർ,ডিকোডাৰ
അല്ലീലുകൾ,এলিল
സമർപ്പിത അപേക്ഷ,ডেডিকেটেড এপ্লিকেচন
സമർപ്പിത കൺട്രോളർ,নিবেদিত নিয়ন্ত্ৰক
ഡിസി. പ്രീ-റൈൻഫോഴ്സ്മെന്റ് സർക്യൂട്ട്,ডি চি। প্ৰি-ৰিইনফৰ্চমেণ্ট চাৰ্কিট
വൈകല്യ സാന്ദ്രത,দোষ ঘনত্ব
ഡിഫ്ലെക്ഷൻ കോയിൽ,ডিফ্লেকচন কইল
ഡിഫ്ലെക്ഷൻ പ്ലേറ്റ്,বিক্ষেপণ প্লেট
ഡിഫ്ലെക്ഷൻ യൂണിറ്റ്,বিক্ষেপণ একক
പരാജയം,বিফল হোৱা
(കാന്തിക) വ്യാപനം,(চুম্বকীয়) বিক্ষিপ্ততা
ഡി ഗൗസൺ ജാതകം,ডি গাউছন ৰাশিফল
ഡി ഗോസൺ,ডি গোছন
കാലതാമസം സർക്യൂട്ട്,বিলম্ব বৰ্তনী
കാലതാമസം ലൈൻ,বিলম্ব লাইন
കാലതാമസം സമയം,বিলম্বৰ সময়
വൈകിയ ഓട്ടോമാറ്റിക് ഗെയിൻ കൺട്രോളർ,বিলম্বিত স্বয়ংক্ৰিয় লাভ নিয়ন্ত্ৰক
വൈകിയ ഓട്ടോമാറ്റിക് ഗെയിൻ കൺട്രോളർ,বিলম্বিত স্বয়ংক্ৰিয় লাভ নিয়ন্ত্ৰক
വൈകിയ ഓട്ടോമാറ്റിക് ലൗഡ്‌നെസ് കൺട്രോളർ / വൈകിയ എവിസി,বিলম্বিত স্বয়ংক্ৰিয় উচ্চতা নিয়ন্ত্ৰক / বিলম্বিত এভিচি
ഡെലോൺ മെക്കാനിക്കൽ റക്റ്റിഫയർ,ডেলন মেকানিকেল ৰেক্টিফায়াৰ
ഡെൽറ്റ കണക്ഷൻ,ডেল্টা সংযোগ
ഡെൽറ്റ തോക്ക്,ডেল্টা বন্দুক
ഡെൽറ്റ തോക്ക് ഹോസ്,ডেল্টা বন্দুকৰ নলী
ഡെൽറ്റ മോഡുലേഷൻ,ডেল্টা মডুলেচন
ഡെൽറ്റ-സിഗ്മ അനലോഗ് അക്ക കൺവെർട്ടർ,ডেল্টা-চিগমা এনালগ-ডিজিট ৰূপান্তৰক
demagnetization,বিচুম্বকীয়কৰণ
demagnetization കർവ്,বিচুম্বকীয়কৰণ বক্ৰ
ഡീമാഗ്നെറ്റൈസേഷൻ മൾട്ടിപ്ലയർ,বিচুম্বকীয়কৰণ বহুগুণক
demodulation,ডিমডুলেচন
demodulator,ডিমডুলেটৰ
ഡി മാർഗൻ സിദ്ധാന്തം,ডি মাৰ্গানৰ উপপাদ্য
മൾട്ടിപ്ലക്സർ,মাল্টিপ্লেক্সাৰ
ഡീനോർമലൈസ്ഡ് സ്കോർ,ডিনৰ্মালাইজড স্ক&#39;ৰ
ശോഷണം കപ്പാസിറ്റർ,ডিপ্লিচন কেপাচিটৰ
ശോഷണം,ডিপ্লিচন
depletion mode mosfet,ডিপ্লিচন মোড mosfet
"depletion zone, depletion zone","ডিপ্লিচন জ&#39;ন, ডিপ্লিচন জ&#39;ন"
റേറ്റിംഗ്,ৰেটিং
ശൂന്യമായ പ്രതീകങ്ങൾ,ডিচেচুৰেটেড চৰিত্ৰ
സംവേദനക്ഷമത,অসংবেদনশীলতা
ഡിസൈൻ നിയമങ്ങൾ,ডিজাইনৰ নিয়ম
ടെസ്റ്റ് ഡിസൈൻ,পৰীক্ষাৰ ডিজাইন
വിനാശകരമായ അനുരണനം,ধ্বংসাত্মক অনুনাদ
ഡിറ്റക്ടർ,ডিটেক্টৰ
ആൾട്ടർനേറ്റിംഗ് കറന്റ് ബ്രിഡ്ജ് ഡിറ്റക്ടർ,বিকল্প বিদ্যুৎ প্ৰবাহৰ দলং ডিটেক্টৰ
ഫ്രീക്വൻസി ഡീവിയേഷൻ സ്ഥിരാങ്കം,কম্পাঙ্ক বিচ্যুতি ধ্ৰুৱক
വ്യതിയാനത്തിന്റെ ആവൃത്തി,বিচ্যুতি কম্পাঙ্ক
ഉപകരണം,ডিভাইচ
N പാർട്ടീഷനുകൾ,N বিভাজন
വിഭജന കാൽക്കുലേറ്റർ,দ্বিবিভাজন কেলকুলেটৰ
സെപ്പറേറ്റർ,বিভাজক
ഡി-ഫ്ലിപ്പ്-ഫ്ലോപ്പ്,ডি-ফ্লিপ-ফ্লপ
d ഫ്ലിപ്പ് ഫ്ലോപ്പ്,d ফ্লিপ ফ্লপ
വൈദ്യുത സ്ഥിരാങ്കം,ডাইলেক্ট্ৰিক ধ্ৰুৱক
വൈദ്യുതചാലകങ്ങൾ,ডাইলেক্ট্ৰিকছ
ഡൈക്ക്,ডাইক
ഡയോഡ് മണ്ണൊലിപ്പ്,ডাইঅ&#39;ড খহনীয়া
ഡയൽ ചെയ്യുക,ডায়েল কৰক
ടേപ്പർഡ് ഡയഫ്രം,টেপাৰ ডায়েফ্ৰাম
ഡെയ്സി ചെയിൻ,ডেইজী চেইন
സ്റ്റാമ്പ് വലിപ്പം,ডাকটিকটৰ আকাৰ
വൈദ്യുത ആഗിരണം,ডাইলেক্ট্ৰিক শোষণ
വൈദ്യുത പൂശുന്നു,ডাইলেক্ট্ৰিক আৱৰণ
വൈദ്യുത സൂചിക,ডাইলেক্ট্ৰিক পইণ্ট
"വൈദ്യുത നഷ്ടം, വൈദ്യുത നഷ്ടം","ডাইলেক্ট্ৰিক ক্ষতি, ডাইলেক্ট্ৰিক ক্ষতি"
ഡിഫറൻഷ്യൽ ആംപ്ലിഫയർ,ডিফাৰেন্সিয়েল এম্প্লিফায়াৰ
ഡിഫറൻഷ്യൽ ആംപ്ലിഫയർ,ডিফাৰেন্সিয়েল এম্প্লিফায়াৰ
ഡിഫറൻഷ്യൽ കാഥോഡ് ട്രെയിലിംഗ്,ডিফাৰেন্সিয়েল কেথ’ড ট্ৰেইলিং
ഡിഫറൻഷ്യൽ ഓപ്പറേറ്റർ,ডিফাৰেন্সিয়েল অপাৰেটৰ
ഡിഫറൻഷ്യൽ ഇൻപുട്ട് വോൾട്ടേജ്,ডিফাৰেন্সিয়েল ইনপুট ভল্টেজ
ഡിഫറൻഷ്യൽ മോഡ്,ডিফাৰেন্সিয়েল মোড
ഡിഫറൻഷ്യൽ മോഡ് സൂചന,ডিফাৰেন্সিয়েল মোড ইংগিত
ഡിഫറൻഷ്യൽ ജോഡി,ডিফাৰেন্সিয়েল যোৰ
ഡിഫറൻഷ്യൽ PSK,ডিফাৰেন্সিয়েল পি এছ কে
ഡിഫറൻഷ്യൽ സർക്യൂട്ട്,ডিফাৰেন্সিয়েল চাৰ্কিট
ഡിഫറൻഷ്യൽ,ডিফাৰেন্সিয়েল
ഡിഫ്യൂസ് ജംഗ്ഷൻ ട്രാൻസിസ്റ്റർ,ডিফ্য়ুজ জংচন ট্ৰেঞ্জিষ্টৰ
ഡിഫ്യൂസ് റെസിസ്റ്റർ,বিক্ষিপ্ত ৰেজিষ্টৰ
വ്യാപനം,প্ৰসাৰণ
ഡിഫ്യൂഷൻ കപ്പാസിറ്റർ,প্ৰসাৰণ কেপাচিটৰ
ഡിജിറ്റൽ ഫിൽട്ടർ,ডিজিটেল ফিল্টাৰ
സ്കോർ,মানংক
ഡിജിറ്റൽ സർക്യൂട്ട്,ডিজিটেল বৰ্তনী
ഡിജിറ്റൽ ആശയവിനിമയം,ডিজিটেল যোগাযোগ
ഡിജിറ്റൽ താരതമ്യം,ডিজিটেল তুলনাকাৰী
ഡിജിറ്റൽ കമ്പ്യൂട്ടർ,ডিজিটেল কম্পিউটাৰ
ഡിജിറ്റൽ കാലതാമസം,ডিজিটেল বিলম্ব
ഡിജിറ്റൽ ഡിസൈൻ മൈക്രോ പവർ,ডিজিটেল ডিজাইন মাইক্ৰ&#39;পাৱাৰ
ഡിജിറ്റൽ ഡിസ്പ്ലേ,ডিজিটেল প্ৰদৰ্শন
ഡിജിറ്റൽ ഫിൽട്ടർ,ডিজিটেল ফিল্টাৰ
ഡിജിറ്റൽ ഫിൽട്ടറിംഗ്,ডিজিটেল ফিল্টাৰিং
സംഖ്യാപരമായ ന്യായവാദം,সংখ্যাগত যুক্তি
സംഖ്യാപരമായ ന്യായവാദം,সংখ্যাগত যুক্তি
ഡിജിറ്റൽ പോളിമീറ്റർ,ডিজিটেল পলিমিটাৰ
ഡിജിറ്റൽ പോളിമീറ്റർ,ডিজিটেল মাল্টিমিটাৰ
ഡിജിറ്റൽ പൾസ്,ডিজিটেল পালছ
ഡിജിറ്റൽ സിഗ്നൽ പ്രോസസ്സിംഗ്,ডিজিটেল সংকেত প্ৰক্ৰিয়াকৰণ
ഡിജിറ്റൽ ടെലിവിഷൻ,ডিজিটেল টেলিভিছন
ഡിജിറ്റൽ അനലോഗ് കൺവെർട്ടർ,ডিজিটেল এনালগ কনভাৰ্টাৰ
ഇൻഷുറൻസ്,বীমা
ഡൈമൻഷണൽ സമവാക്യം,মাত্ৰিক সমীকৰণ
ഡയോഡ്,ডাইঅ&#39;ড
ഡയോഡ് സവിശേഷതകൾ,ডাইঅ&#39;ডৰ বৈশিষ্ট্য
ഡയോഡ് സ്വഭാവ വക്രം,ডাইঅ&#39;ডৰ বৈশিষ্ট্যপূৰ্ণ বক্ৰ
ഡയോഡ് ഡിറ്റക്ടർ,ডাইঅ&#39;ড ডিটেক্টৰ
ഡയോഡ് മൾട്ടിപ്ലയർ,ডাইঅ&#39;ড বহুগুণক
ഡയോഡ് ട്രാൻസിസ്റ്റർ ലോജിക്/ഡിടിഎസ്,ডাইঅ&#39;ড ট্ৰেঞ্জিষ্টৰ লজিক/ডিটিএছ
മകൾ,জীয়েক
നാറ്റി സ്വിച്ച്,নাতি চুইচ
ഡിപ്ലോയിഡ്,ডিপ্লয়ড
ദ്വിധ്രുവം,ডাইপোল
ദ്വിധ്രുവ ആന്റിന,ডাইপোল এন্টেনা
ഡയറക്,dirac
നേരിട്ടുള്ള വിലാസം,প্ৰত্যক্ষ ঠিকনা
നേരിട്ടുള്ള സംയോജനം,প্ৰত্যক্ষ সংযোজন
ഡയറക്ട് മെമ്മറി ആക്സസ് (DMA),প্ৰত্যক্ষ মেমৰি অভিগম (DMA)
നേരിട്ടുള്ള എഴുത്ത് ശരീരം,প্ৰত্যক্ষ লিখাৰ দেহ
ദിശാസൂചന ഗെയിമറ്റ്,দিশগত গেমেট
ദിശാസൂചന നേട്ടം,দিশগত লাভ
ദിശാബോധം,দিশগততা
ദിശ ആന്റിന,দিশ এন্টেনা
പ്രവർത്തനരഹിതമായ അന്വേഷണം,অক্ষম কৰা অনুসন্ধান
വേർപെടുത്തുക,ডিএসেম্বল
നിമജ്ജനം,বিসৰ্জন
"നിമജ്ജന വിളക്ക്, നിമജ്ജന വിളക്ക്","ইমাৰ্চন লেম্প, ইমাৰ্চন লেম্প"
കണികാ ദ്രവ്യം,কণাযুক্ত পদাৰ্থ
വിതരണ നികുതി,বিতৰণ কৰ
കോൺകേവ് ആന്റിന,অৱতল এন্টেনা
ഡിസ്ക്,ডিস্ক
സ്ഥാനചലന സ്ഥിരാങ്കം (സ്ഥിരമായ),বিচ্যুতি ধ্ৰুৱক (ধ্ৰুৱক)
ഡിസ്പ്ലേസ്മെന്റ് കറന്റ്,বিচ্যুতি কাৰেণ্ট
സ്ഥാനചലന പിശക്,বিচ্যুতিৰ ভুল
പ്രദർശനം,প্ৰদৰ্শন
ക്ഷയം,পচি যোৱা
വളച്ചൊടിക്കൽ,বিকৃতি
രൂപഭേദം കേടുപാടുകൾ,বিকৃতিৰ ক্ষতি
വക്രീകരണ നിലവിലെ ശ്രേണി,বিকৃতি বিদ্যুৎ প্ৰবাহৰ পৰিসৰ
വക്രീകരണം സ്ട്രീം ചെംചീയൽ,বিকৃতি ধাৰা rot
വക്രീകരണ സംവേദനക്ഷമത,বিকৃতি সংবেদনশীলতা
വക്രീകരണം നേട്ടം മാർജിൻ,বিকৃতি লাভৰ মাৰ্জিন
രൂപഭേദം ഇൻപുട്ട് പ്രതിരോധം,বিকৃতি ইনপুট ৰেজিষ্টেন্স
വക്രീകരണം ലൂപ്പ് നേട്ടം,বিকৃতি লুপ লাভ
