Malayalam,Assamese
പൊതുവായ ലൊക്കേഷൻ പ്ലാൻ,সাধাৰণ স্থান পৰিকল্পনা
പൊതു വെന്റിലേഷൻ,সাধাৰণ বায়ু চলাচল
ജി ചക്രവാളം അല്ലെങ്കിൽ ഗ്ലേ ചക്രവാളം,G দিগন্ত বা গ্লে দিগন্ত
വരെ ഗ്ലേഷ്യൽ,হিমবাহৰ টিল
ഗ്നീസ്,গ্নেইছ
ഗുഡ്സ് യാർഡ്,সামগ্ৰীৰ চোতাল
ഗ്രേഡിയന്റ് പ്രതിരോധം,গ্ৰেডিয়েণ্ট ৰেজিষ্টেন্স
ഗ്രാനൈറ്റ്,গ্ৰেনাইট
ഗ്രാനുലാർ ഘടന,দানাদাৰ গঠন
ഗ്രാനുലേഷൻ,গ্ৰেনুলেচন
ഗ്രാനുൾ,গ্ৰেনুল
ഗുരുത്വാകർഷണ ജല രഹിത ജലം,মহাকৰ্ষণীয় পানীমুক্ত পানী
ഗുരുത്വാകർഷണ മുറ്റം,মহাকৰ্ষণীয় চোতাল
വലിയ മണ്ണ് ഗ്രൂപ്പ്,মহান মাটিৰ গোট
ഗ്രില്ലേജ് അടിസ്ഥാനം,গ্ৰীলেজ ফাউণ্ডেচন
ഗ്രൗണ്ട് ഹാൻഡ് മോൾഡിംഗ്,গ্ৰাউণ্ড হেণ্ড মল্ডিং
ഗ്രൂപ്പുചെയ്ത ഡോക്ക്,গ্ৰুপ কৰা ডক
ഗ്രൂപ്പ് ഭവനം,গ্ৰুপ হাউছিং
അതിഥി മുറി,অতিথিশালা
ഗട്ടർ,নালা
ഗട്ടർ വഹിക്കുന്നയാൾ,নালা বাহক
ഗട്ടർ പരിശോധന,নালা পৰীক্ষা
ചുറ്റിക ഡ്രസ്സിംഗ്,হাতুৰীৰে ড্ৰেছিং
തുറമുഖം,বন্দৰ
അഭയകേന്ദ്രം,আশ্ৰয়ৰ বন্দৰ
ഹാർഡ് പാൻ,কঠিন কেৰাহী
തലക്കെട്ട്,হেডাৰ
തലക്കെട്ട് ബോണ്ട്,হেডাৰ বণ্ড
ഹെഡ്ഡർ കോഴ്സ്,হেডাৰ পাঠ্যক্ৰম
ഹെഡ് ഗേറ്റ് ഘടന,হেড গেটৰ গঠন
കനാലിന്റെ തലവൻ,খালৰ মূৰ
ഹെഡ് റെഗുലേറ്റർ,হেড ৰেগুলেটৰ
മത്തി അസ്ഥിബന്ധം,হেৰিং হাড়ৰ বন্ধন
ഹൃദയം,হৃদয়স্পৰ্শী
നനവിന്റെ ചൂട്,তিয়াই থোৱাৰ তাপ
ഉയർന്ന അലുമിന സിമന്റ്,উচ্চ এলুমিনা চিমেণ্ট
ഹിപ്,কঁকাল
ഹിപ് ക്യാപ്പിംഗ്,হিপ কেপিং
ഇടുങ്ങിയ അറ്റം,হিপড এণ্ড
ഹുഡ്,ডকাইত
ഹുഡ് മോൾഡിംഗ്,হুড মল্ডিং
ഹുക്കിന്റെ നിയമം,হুক’ৰ আইন
വളയം ഇരുമ്പ്,হুপ লোহা
ചക്രവാളം,দিগন্ত
ഹ്യുമിഡിഫിക്കേഷൻ,আৰ্দ্ৰকৰণ
"ഈർപ്പം, കേവല","আৰ্দ্ৰতা, নিৰপেক্ষ"
"ഈർപ്പം, ആപേക്ഷികം","আৰ্দ্ৰতা, আপেক্ষিক"
ഹമ്പ് യാർഡ്,হাম্প চোতাল
ഹൈഡ്രോളിക് മർദ്ദം,হাইড্ৰলিক চাপ
ജലാംശം,জলসিঞ্চন
ജലവിശ്ലേഷണം,হাইড্ৰ’লাইছিছ
ഹൈഡ്രോലൈറ്റിക് അസിഡിറ്റി,হাইড্ৰ’লাইটিক এচিডিটি
ഹൈഡ്രോമോർഫിക് മണ്ണ്,জলৰূপী মাটি
ഹൈഡ്രോഫിലിക് കൊളോയിഡ്,হাইড্ৰফিলিক কলয়ড
ഹൈഡ്രോഫോബിക് കൊളോയിഡ്,হাইড্ৰ’ফ’বিক কলয়ড
ഹൈഡ്രോസ്റ്റാറ്റിക് മർദ്ദം അനുപാതം,হাইড্ৰ’ষ্টেটিক চাপৰ অনুপাত
ഹൈഗ്രോസ്കാപ്റ്റിക് ഗുണകം,হাইগ্ৰ’স্কেপ্টিক সহগ
ഹൈഗ്രോസ്കോപ്പിക് ഈർപ്പം,হাইগ্ৰস্কোপিক আৰ্দ্ৰতা
ഹൈഡ്രോസ്കോപ്പിസിറ്റി,হাইড্ৰস্কোপিচিটি
ഹൈഗ്രോസ്കോപ്പിക് ഈർപ്പം,হাইগ্ৰস্কোপিক আৰ্দ্ৰতা
ഹൈപ്പർബാറിക് ചേംബർ,হাইপাৰবেৰিক চেম্বাৰ
ഹൈപ്പർസ്റ്റാറ്റിക് ഫ്രെയിം,হাইপাৰষ্টেটিক ফ্ৰেম
ഹൈപ്സോമീറ്റർ,হাইপছ’মিটাৰ
പ്രകാശം,আলোকসজ্জা
ഇംബിബേഷൻ ഈർപ്പം,ইম্বিবেচন আৰ্দ্ৰতা
പാകമാകാത്ത മണ്ണ്,অপৰিপক্ক মাটি
പിടിച്ചെടുത്ത ഡോക്ക്,জব্দ কৰা ডক
ഭൂമിയുടെ വരുമാനം വർദ്ധിപ്പിക്കുക,ভূমিৰ ৰাজহ বৃদ্ধি
സ്വതന്ത്ര സ്കാർഫോൾഡ്,স্বতন্ত্ৰ মৰাপাট
ഇൻഡുറേറ്റഡ്,কঠিন
പ്രാരംഭ പ്രിസ്ട്രെസ്,প্ৰাৰম্ভিক প্ৰিষ্ট্ৰেছ
പ്രാരംഭ ടെൻഷൻ,প্ৰাৰম্ভিক উত্তেজনা
ഉൾനാടൻ ജലപാത തുറമുഖം,অভ্যন্তৰীণ জলপথ বন্দৰ
ഇൻസുലേറ്റിംഗ് ബോർഡ്,ইনচুলেটিং বৰ্ড
ഇന്റർമീഡിയറ്റ് പോർട്ട്,মধ্যৱৰ্তী বন্দৰ
ആന്തരിക ഘർഷണം,আভ্যন্তৰীণ ঘৰ্ষণ
ഇൻട്രാസോണൽ മണ്ണ്,ইন্ট্ৰাজ’নেল মাটি
അയോൺ,আয়ন
അയോൺ എക്സ്ചേഞ്ച്,আয়ন বিনিময়
ഇരുമ്പ് പാൻ,লোহাৰ কেৰাহী
ജലസേചന ഭൂമി,জলসিঞ্চিত মাটি
ജലസേചനം,জলসিঞ্চন
ജലസേചന സെസ്,জলসিঞ্চনৰ চেছ
ജാംബ്,জাম্ব
ജോഗിൾ,জগল কৰক
ജോഗിൾ പിൻ,জগল পিন
ജൂൾ,জৌলে
ജമ്പർ,জাম্পাৰ
കിലോഗ്രാം,কিলোগ্ৰাম
കിലോഗ്രാം ശക്തി,কিলোগ্ৰাম বল
കിലോഗ്രാം ഫോഴ്സ് മീറ്റർ,কিলোগ্ৰাম বল মিটাৰ
കിലോവാട്ട് മണിക്കൂർ,কিলোৱাট ঘন্টা
രാജാവ് അടച്ചുപൂട്ടൽ,ৰজা বন্ধ
അടുക്കള,পাকঘৰ
ലേസ്ഡ് കോളം,লেচযুক্ত স্তম্ভ
ലാഗിംഗ്,পিছ পৰি থকা
ലാമെല്ല റൂട്ട്,লেমেলা শিপা
ലാമിനാർ ഒഴുക്ക്,লেমিনাৰ প্ৰবাহ
വിളക്ക് ദ്വാരം,লেম্পৰ ফুটা
ഭൂമി ശേഖരിക്കൽ,ভূমি বৃদ্ধি
ലാൻഡ് സ്ലൈഡിംഗ്,ভূমি পিছলি যোৱা
ലാറ്ററൈറ്റ്,লেটাৰাইট
ലാറ്ററൈറ്റ് മണ്ണ്,লেটাৰাইট মাটি
വലിയ സംഖ്യകളുടെ നിയമം,বৃহৎ সংখ্যকৰ নিয়ম
ലേഔട്ട് പ്ലാൻ,বিন্যাস পৰিকল্পনা
ലെഡ്ജർ,লেজাৰ
നാരങ്ങ പാൻ,চূণৰ কেৰাহী
ലിന്റൽ,লিণ্টেল
ദ്രാവക പരിധി,তৰল সীমা
ലൈവ് ലോഡ്,লাইভ লোড
പശിമരാശി,লোম
പ്രാദേശിക എക്‌സ്‌ഹോസ്റ്റ് വെന്റിലേഷൻ,স্থানীয় এক্সজেষ্ট ভেণ্টিলেচন
ലോക്കോ യാർഡ്,লোকো চোতাল
ലോസ്,ল&#39;ছ
കുറഞ്ഞ പ്ലാസ്റ്റിക് പരിധി,প্লাষ্টিকৰ সীমা কম কৰা
കുറഞ്ഞ ചൂട് സിമന്റ്,কম তাপত চিমেণ্ট
മെഷീൻ മോൾഡിംഗ്,মেচিন মল্ডিং
മാക്രോസ്ട്രക്ചർ,বৃহৎ গঠন
പ്രധാന ഹെഡ് റെഗുലേറ്റർ,মূল মূৰ নিয়ন্ত্ৰক
പ്രധാന തുറമുഖം,মূল বন্দৰ
മേക്കപ്പ് എയർ,মেকআপ এয়াৰ
മാൻസാർഡ്,মানচাৰ্ড
മാർഷലിംഗ് യാർഡ്,মাৰ্শ্বেলিং গজ
കൊത്തുപണി,শিলৰ কাম
പക്വത താപനില,পৰিপক্ক উষ্ণতা
മെസാനൈൻ തറ,মেজেনিন মজিয়া
മെക്കാനിക്കൽ വിശകലനം,যান্ত্ৰিক বিশ্লেষণ
മെക്കാനിക്കൽ വെന്റിലേഷൻ,যান্ত্ৰিক বায়ু চলাচল
മെട്രിക് സിസ്റ്റം,মেট্ৰিক ব্যৱস্থা
മൈക്രോസ്ട്രക്ചർ,অণুগাঁথনি
മില്ലി തുല്യം,মিলি সমতুল্য
ഒരു ലിറ്ററിന് തുല്യമായ മില്ലി,প্ৰতি লিটাৰত মিলি সমতুল্য
ധാതു,খনিজ পদাৰ্থ
ധാതു മണ്ണ്,খনিজ মাটি
ചെറിയ തുറമുഖം,সৰু বন্দৰ
മിട്രഡ് ക്ലോഷർ,মাইট্ৰেড বন্ধ
മൊബൈൽ മണ്ണ് കൊളോയിഡ്,চলন্ত মাটিৰ কলয়ড
ഈർപ്പത്തിന്റെ ഉള്ളടക്കം,আৰ্দ্ৰতা
ഈർപ്പം ഗ്രേഡിയന്റ്,আৰ্দ্ৰতাৰ গ্ৰেডিয়েণ্ট
മോണോലിത്ത്,মনোলিথ
മോണോറെയിൽ,মনোৰেল
നാഷണൽ ഹാർബർ കൗൺസിൽ,ৰাষ্ট্ৰীয় বন্দৰ পৰিষদ
സ്വാഭാവിക കിടക്ക,প্ৰাকৃতিক বিচনা
സ്വാഭാവിക ഫിനിഷ്,প্ৰাকৃতিক ফিনিচিং
സ്വാഭാവിക തുറമുഖം,প্ৰাকৃতিক বন্দৰ
സ്വാഭാവിക വെന്റിലേഷൻ,প্ৰাকৃতিক বায়ু চলাচল
നാവിക തുറമുഖം,নৌসেনাৰ বন্দৰ
ന്യൂട്ടൺ,নিউটন
ഏകീകൃതമല്ലാത്ത ഒഴുക്ക്,নন ইউনিফৰ্ম প্ৰবাহ
ജലനിരക്ക് ഉൾക്കൊള്ളുന്നു,পানীৰ হাৰ দখল কৰে
ഓയിൽ പെയിന്റ്,তেলৰ ৰং
എണ്ണ കിണർ സിമന്റ്,তেলৰ কুঁৱাৰ চিমেণ্ট
ചാനൽ ഫ്ലോ തുറക്കുക,মুকলি চেনেলৰ প্ৰবাহ
ഒപ്റ്റിമൽ ഈർപ്പം,অনুকূল আৰ্দ্ৰতা
ജൈവ മണ്ണ്,জৈৱিক মাটি
ഓറിയന്റേഷൻ,অভিবিন্যাস
ഓർത്തോഗണൽ,অৰ্থোগনেল
ഒർട്ട്സ്റ്റീൻ,অৰ্টষ্টেইন
ബാഹ്യ സിഗ്നൽ,বাহিৰৰ সংকেত
ഓക്സിഡേഷൻ,অক্সিডেচন
കലവറ,পেণ্ট্ৰি
പാരപെറ്റ്,পেৰাপেট
പാരപെറ്റ് മതിൽ,পেৰাপেটৰ দেৱাল
പാരന്റ് മെറ്റീരിയൽ,অভিভাৱকৰ সামগ্ৰী
പെബിൾ കാസ്റ്റ് പ്ലാസ്റ്റർ,শিলগুটি ঢালাই প্লাষ্টাৰ
പെഡൽഫർ,পেডালফাৰ
പെഡോക്കൽ,পেড&#39;কেল
പെഡോജെനിസിസ്,পেড’জেনেছিছ
പെഡോളജി,পেড’লজি
പെഡോസ്ഫിയർ,পেড’স্ফিয়াৰ
പെനെട്രോമീറ്റർ,পেনেট্ৰ’মিটাৰ
പെന്റ് മേൽക്കൂര,পেণ্ট ছাদ
പെപ്റ്റിസിംഗ് ഏജന്റ്,পেপটাইজিং এজেণ্ট
വിശകലന കാലയളവ്,বিশ্লেষণৰ সময়ছোৱা
പെർപെൻഡ്,পাৰ্পেণ্ড
പെർസോർപ്ഷൻ,পাৰ্চৰ্পচন
പിയർ,ঘাট
പിലാസ്റ്റർ,পিলাষ্টাৰ
പിച്ച്,চূড়া
പിച്ചിട്ട മേൽക്കൂര,পিচড ছাদ
പ്ലെയിൻ കോൺക്രീറ്റ്,সাধাৰণ কংক্ৰিট
തലം ആംഗിൾ,সমতল কোণ
സമതല മുറ്റം,সাধাৰণ চোতাল
പ്ലാൻസോൾ,প্লেনছল
പ്ലാസ്റ്റിക് സ്ഥിരത,প্লাষ্টিকৰ স্থায়িত্ব
പ്ലാസ്റ്റിറ്റി,প্লাষ্টিচিটি
പ്ലാസ്റ്റിറ്റി സൂചിക,প্লাষ্টিচিটি সূচকাংক
പ്ലാസ്റ്റിറ്റി പരിധി,প্লাষ্টিচিটিৰ সীমা
പ്ലാസ്റ്റിറ്റി ശ്രേണി,প্লাষ্টিচিটিৰ পৰিসৰ
പ്ലാറ്റി ഘടന,প্লেটি গঠন
സ്തംഭം,প্লিন্থ
ഉഴുതുമണ്ണ്,হাল বোৱা মাটি
പ്ലം കല്ല്,প্লামৰ শিল
പോഡ്സോൾ,পডজোলে
ചൂണ്ടിക്കാണിക്കുന്നു,আঙুলিয়াই দি
ബഹുഭുജ മതിൽ,বহুভুজীয়া বেৰ
പോർ സ്പേസ്,ছিদ্ৰৰ স্থান
തുറമുഖം,বন্দৰ
പോസിറ്റീവ് വെന്റിലേഷൻ,পজিটিভ ভেন্টিলেচন
പുൽമേടുള്ള മണ്ണ്,প্ৰেয়ৰী মাটি
കൃത്യത,নিখুঁততা
പ്രാഥമിക കണിക,প্ৰাথমিক কণা
പ്രിസ്മാറ്റിക് ഘടന,প্ৰিজমেটিক গঠন
ഉൽപ്പാദനപരമായ ജോലി,উৎপাদনশীল কাম
പദ്ധതിയുടെ ന്യായീകരണം,প্ৰকল্পৰ ন্যায্যতা
സംരക്ഷണ പ്രവർത്തനം,সুৰক্ষামূলক কাম
കപട-മൈസീലിയം,ছ্যুড’-মাইচেলিয়াম
പുഡിൽ,পুখুৰী
പഗ്ഗിംഗ്,পাগিং
പ്യൂമിസ്,পিউমিচ
പഞ്ച്യോൺ,পাঞ্চিয়ন
പാവ,পুতলা
പുട്ട്ലോഗ്,পুটলগ
പുട്ട്ലോഗ് സ്കാർഫോൾഡ്,পুটলগ মৰাপাট
അളവ് തൂക്ക നിരീക്ഷകൻ,পৰিমাণ জৰীপকাৰী
ക്വാറി സ്രവം,শিলৰ ৰস
കടവ,ঘাট
രാജ്ഞി അടച്ചുപൂട്ടൽ,কুইন বন্ধ
ക്വോയിൻ,কুইইন
റാഫ്റ്റ് അടിത്തറ,ৰাফ্ট ফাউণ্ডেচন
റാക്കർ,ৰেকাৰ
റാക്കിംഗ്,ৰেকিং
റാക്കിംഗ് ബോണ്ട്,ৰেকিং বণ্ড
റാക്കിംഗ് ഫ്ലാഷിംഗ്,ৰেকিং ফ্লেছিং
അതിവേഗം മാറിക്കൊണ്ടിരിക്കുന്ന ഒഴുക്ക്,দ্ৰুতগতিত পৰিৱৰ্তনশীল প্ৰবাহ
വീണ്ടെടുക്കാവുന്ന പേയ്മെന്റ്,আদায়যোগ্য পেমেণ্ট
ചുവന്ന ഭൂമി,ৰঙা মাটি
ചുവന്ന പശിമരാശി,ৰঙা লোম
റെഗുലേറ്റർ,নিয়ন্ত্ৰক
റെഗുർ അല്ലെങ്കിൽ കറുത്ത പരുത്തി മണ്ണ്,ৰেগুৰ বা ক’লা কপাহী মাটি
തിരിച്ചടവ് കരാർ,ৰিপেমেণ্ট চুক্তি
ശേഷിക്കുന്ന ചുരുങ്ങൽ,অৱশিষ্ট সংকোচন
ശേഷിക്കുന്ന മണ്ണ്,অৱশিষ্ট মাটি
വെളിപ്പെടുത്തുക,প্ৰকাশ কৰা
പിൻ വെളിപ്പെടുത്തുക,পিন প্ৰকাশ কৰক
സമനില വെളിപ്പെടുത്തുക,টাই প্ৰকাশ কৰক
റിഡ്ജ്,ৰিজ
റിഡ്ജ് ക്യാപ്പിംഗ്,ৰিজ কেপিং
നദി,নদী
റോഡ് സ്റ്റെഡ്,ৰোড ষ্টেড
പരുക്കൻ പ്ലാസ്റ്റർ,ৰুক্ষ প্লাষ্টাৰ
അവശിഷ്ടങ്ങൾ,ধ্বংসাৱশেষ
അവശിഷ്ടങ്ങൾ,ধ্বংসাৱশেষৰ শিলৰ কাম
അവശിഷ്ടങ്ങൾ ചുവരുകൾ,ধ্বংসাৱশেষৰ দেৱাল
റണ്ണിംഗ് മെഷർമെന്റ്,চলি থকা জোখ-মাখ
സുരക്ഷിതമായ വഹിക്കാനുള്ള ശേഷി,নিৰাপদ বহন ক্ষমতা
ഉപ്പ് ഗ്ലേസ്,নিমখৰ গ্লেজ
സാമ്പിൾ വലിപ്പം,নমুনাৰ আকাৰ
സാമ്പിൾ വിതരണം,নমুনা বিতৰণ
സാമ്പിൾ പിശക്,নমুনা সংগ্ৰহৰ ভুল
മണല്,বালি
സാൻഡ് ഫിനിഷ്,বালিৰ ফিনিচিং
മണൽ കൈ മോൾഡിംഗ്,বালিৰ হাতৰ মল্ডিং
സാൻഡിംഗ്,ছেণ্ডিং
പൂരിത മണ്ണ്,সংপৃক্ত মাটি
പൂരിത മണ്ണ് പേസ്റ്റ്,সংপৃক্ত মাটিৰ পেষ্ট
സാച്ചുറേഷൻ എക്സ്ട്രാക്റ്റ്,চেচুৰেচন এক্সট্ৰেক্ট
സാച്ചുറേഷൻ ശതമാനം,চেচুৰেচন শতাংশ
സോസർ ഡോം,চচৰ গম্বুজ
സ്കാർഫോൾഡ്,মৰাপাট
ഷിസ്റ്റ്,শ্বিষ্ট
കടൽ തുറമുഖം,সাগৰীয় বন্দৰ
രഹസ്യ ഗട്ടർ,গোপন নালা
രണ്ടാമത്,দ্বিতীয়
സെഡിമെന്റേഷൻ വിശകലനം,পলস বিশ্লেষণ
അർദ്ധ കൃത്രിമ തുറമുഖം,অৰ্ধকৃত্ৰিম বন্দৰ
സെമി ടൈഡൽ ഡോക്ക്,অৰ্ধ জোৱাৰ-ভাটাৰ ডক
സെനൈൽ,চেনিল
ഷെയ്ൽ,শ্বেল
ഷീറ്റ് കൂമ്പാരം,শ্বীটৰ স্তূপ
ചുരുങ്ങൽ പരിധി,সংকোচনৰ সীমা
ഷട്ടറിംഗ്,শ্বাটাৰিং
സിയാലിറ്റിക് മണ്ണ്,চিয়ালিটিক মাটি
സീറോസെം,ছিয়েৰ’জেম
സിൽ,চিল
ചെളി,পলি
ഏക മാംസ രക്തം,একক ফ্লেমিছ তেজ
ഒറ്റ തരി ഘടന,একক দানাযুক্ত গঠন
എല്ലിൻറെ മണ്ണ്,কংকালৰ মাটি
സ്കിർട്ടിംഗ്,স্কাৰ্টিং
സ്ലീപ്പർ മതിൽ,স্লিপাৰ ৱাল
സൈഡ് ഗട്ടർ,কাষৰ নালা
സ്ലൈഡ് നിയമം,স্লাইড নিয়ম
സ്ലിപ്പ് ഡോക്ക്,স্লিপ ডক
സ്മോനിസ,স্মোনিজা
കുതിർക്കുന്നു,তিয়াই থোৱা
മണ്ണ് അസോസിയേഷൻ,মাটিৰ সংঘ
മണ്ണ് ക്ലാസ്,মাটিৰ শ্ৰেণী
മണ്ണിന്റെ സമുച്ചയം,মাটিৰ জটিলতা
മണ്ണിന്റെ സ്ഥിരത,মাটিৰ স্থায়িত্ব
മണ്ണിന്റെ കുടുംബം,মাটি পৰিয়াল
മണ്ണ് ഫ്രെയിം വർക്ക്,মাটিৰ ফ্ৰেমৰ কাম
മണ്ണിലെ ഈർപ്പം,মাটিৰ আৰ্দ্ৰতা
മണ്ണിലെ ഈർപ്പം ശേഖരിക്കൽ,মাটিৰ আৰ্দ্ৰতা বৃদ্ধি
മണ്ണിന്റെ ഈർപ്പം കുറവ്,মাটিৰ আৰ্দ্ৰতাৰ ঘাটি
മണ്ണിന്റെ രൂപഘടന,মাটিৰ আকৃতিবিজ্ঞান
മണ്ണിന്റെ കണിക,মাটিৰ কণা
മണ്ണിന്റെ ഘട്ടം,মাটিৰ পৰ্যায়
മണ്ണിന്റെ പ്രൊഫൈൽ,মাটিৰ প্ৰফাইল
മണ്ണിന്റെ പ്രതികരണം,মাটিৰ বিক্ৰিয়া
മണ്ണ് വേർതിരിക്കുന്നു,মাটি পৃথক হয়
മണ്ണ് പരമ്പര,মাটিৰ শৃংখলা
മണ്ണ് പരിഹാരം,মাটিৰ দ্ৰৱ
മണ്ണിന്റെ ഘടന,মাটিৰ গঠন
മണ്ണിന്റെ ഘടന,মাটিৰ টেক্সচাৰ
മണ്ണിന്റെ തരം,মাটিৰ প্ৰকাৰ
സോലം,ছলুম
സോർപ്ഷൻ,শোষণ
സ്പാൾസ്,Spalls
പ്രത്യേക അയോൺ പ്രഭാവം,নিৰ্দিষ্ট আয়ন প্ৰভাৱ
ചതുരാകൃതിയിലുള്ള പാടശേഖരം,বৰ্গক্ষেত্ৰৰ কোৰ্চযুক্ত ধ্বংসাৱশেষৰ শিলৰ কাম
ചതുരാകൃതിയിലുള്ള പതിവ് കോഴ്‌സ് ചെയ്ത അവശിഷ്ടങ്ങൾ,বৰ্গক্ষেত্ৰৰ নিয়মীয়া কোৰ্চযুক্ত ধ্বংসাৱশেষ শিলৰ কাম
സ്ഥിരതയുള്ള ഒഴുക്ക്,স্থিৰ প্ৰবাহ
സ്റ്റെപ്പ് ഫ്ലാഷിംഗ്,ফিচফিচাই ষ্টেপ কৰিলে
ഒട്ടിപ്പിടിക്കുക,আঠাযুক্ততা
സ്റ്റിക്കിംഗ് പോയിന്റ്,ষ্টিক পইণ্ট
കല്ല്,শিল
സ്ലോപ്പ് ഹാൻഡ് മോൾഡിംഗ്,স্লপ হেণ্ড মল্ডিং
സ്ട്രാപ്പ് ഹിഞ്ച്,ষ্ট্ৰেপ হিঞ্জ
വൈക്കോൽ ബോർഡ്,ষ্ট্ৰ’ বৰ্ড
ധാര,নিজৰা
സമ്മർദ്ദം,চাপ
സ്ട്രെച്ചർ,ষ্ট্ৰেচাৰ
സ്ട്രെച്ചർ ബോണ്ട്,ষ্ট্ৰেচাৰ বণ্ড
സ്ട്രെച്ചർ കോഴ്സ്,ষ্ট্ৰেচাৰ কোৰ্চ
സ്ട്രിംഗ്,তাঁৰ
സ്ട്രിംഗ് കോഴ്സ്,ষ্ট্ৰিং কোৰ্চ
ഘടന ഘടകം,গঠন কাৰক
ഘടനാ സൂചിക,গঠন সূচকাংক
സ്റ്റക്കോ,ষ্টুকো
സ്റ്റഡ്,ষ্টড
സ്റ്റൈലോബേറ്റ്,ষ্টাইলবেট
ഉപ മണ്ണ്,উপ মাটি
ഉപ ഘടന,উপ গঠন
സമ്മേഷൻ വക്രം,যোগফল বক্ৰ
സൺ മൈക്ക,সূৰ্য্যৰ মাইকা
സൂപ്പർ ഘടന,চুপাৰ ষ্ট্ৰাকচাৰ
സർവേയർ,জৰীপকাৰী
എസ്-മൂല്യം,S-মান
കൊള്ളമുതൽ,লুট
സ്വാൻ കഴുത്ത്,হাঁসৰ ডিঙি
കൂടാരം,তম্বু
ടേബിൾ ഹാൻഡ് മോൾഡിംഗ്,টেবুল হেণ্ড মল্ডিং
ടാങ്കിംഗ്,টেংকিং
ടെമ്പിയറ്റോ,টেম্পিয়েট্টো
ടെമ്പറിംഗ്,টেম্পাৰিং
ടെംപ്ലേറ്റ്,টেমপ্লেট
ടെംപ്ലേറ്റ്,টেমপ্লেট
ടെപ്പിഡാരിയം,টেপিডাৰিয়াম
ടെറാക്കോട്ട,টেৰাকোটা
ടെറ റോസ,টেৰা ৰোজা
ടെറാസോ,টেৰাজো
ടെട്ര ശൈലി,টেট্ৰা ষ্টাইল
പരിധി പരിധി മൂല്യം,থ্ৰেছহ&#39;ল্ড সীমা মান
തൊണ്ട,নেলু
കല്ലിലൂടെ,শিলৰ মাজেৰে
ടൈഡൽ ബേസിൻ,জোৱাৰ-ভাটাৰ অৱবাহিকা
ടൈ ബാർ,টাই বাৰ
ബീം കെട്ടുക,টাই বিম
വടി കെട്ടുക,টাই ৰড
ടയർ,তিৰছ
സഹിഷ്ണുത,সহনশীলতা
പല്ലുവേദന,দাঁত ওলোৱা
മുകളിലെ മണ്ണ് അല്ലെങ്കിൽ ഉപരിതല മണ്ണ്,ওপৰৰ মাটি বা পৃষ্ঠৰ মাটি
ആകെ പൊറോസിറ്റി,মুঠ ছিদ্ৰতা
ട്രേസറി,ট্ৰেচাৰী
ട്രെയിൻ പ്രതിരോധം,ট্ৰেইন ৰেজিষ্টেন্স
ട്രാൻസെപ്റ്റ്,ট্ৰেন্সেপ্ট
പരിവർത്തന മണ്ണ്,সংক্ৰমণকালীন মাটি
ട്രാൻസോം,ট্ৰেন্সম
മണ്ണ് ഗതാഗതം,পৰিবহণ মাটি
പോഷകനദി,ট্ৰিবিউটাৰী
ട്രിഫോറിയം,ট্ৰাইফ’ৰিয়াম
ട്രൈഗ്ലിഫ്,ট্ৰিগ্লিফ
വെട്ടിച്ചുരുക്കിയ മണ്ണ്,ছেদ কৰা মাটি
പ്രക്ഷുബ്ധമായ ഒഴുക്ക്,অশান্ত প্ৰবাহ
ടററ്റ്,টাৰেট
ടൈംപാർ നമ്പർ,টিম্পাৰ num
ആത്യന്തികമായി വഹിക്കാനുള്ള ശേഷി,চূড়ান্ত বহন ক্ষমতা
ആത്യന്തിക പിഎച്ച്,চূড়ান্ত ph
ക്രമരഹിതമായ റാൻഡം അവശിഷ്ടങ്ങൾ കൊത്തുപണികൾ,আনকোৰ্চড ৰেণ্ডম ধ্বংসাৱশেষ শিলৰ কাম
കോഴ്‌സ് ചെയ്യാത്ത ചതുരാകൃതിയിലുള്ള അവശിഷ്ടങ്ങൾ,আনকোৰ্চড বৰ্গক্ষেত্ৰৰ ধ্বংসাৱশেষৰ শিলৰ কাম
അണ്ടർക്രോഫ്റ്റ്,আণ্ডাৰক্ৰফ্ট
നിറയാത്ത സുഷിരം,ভৰোৱা নোহোৱা ছিদ্ৰতা
ഏകീകൃത ഒഴുക്ക്,একেধৰণৰ প্ৰবাহ
യൂണിറ്റ് ഫ്രെയിം തരം സ്കാർഫോൾഡ്,ইউনিট ফ্ৰেম ধৰণৰ মৰাপাট
ഉൽപ്പാദനക്ഷമമല്ലാത്ത ജോലി,অনুত্পাদনশীল কাম
അപൂരിത മണ്ണ്,অসংপৃক্ত মাটি
അസ്ഥിരമായ ഒഴുക്ക്,অস্থিৰ প্ৰবাহ
മുകളിലെ പ്ലാസ്റ്റിക് പരിധി,প্লাষ্টিকৰ ওপৰৰ সীমা
താഴ്വര ഗട്ടർ,উপত্যকাৰ নালা
നിലവറ,ভল্ট
വെറ്റേറിയം,ভেটেৰিয়াম
വെന്റിലേഷൻ,বায়ু চলাচল কৰা
വെന്റിലേറ്റർ,ভেন্টিলেটৰ
വരംദഹ്,ভেৰামদহ
വെസ്റ്റിബ്യൂൾ,ভেষ্টিবুল
വില്ല,ভিলা
