Punjabi,Hindi
ਵਿਕਾਸਕਾਰ,विकासक
ਵਿਕਾਸ ਸਿਸਟਮ,विकास तन्त्र
ਜੰਤਰ,युक्ति
ਜੰਤਰ ਕੰਟਰੋਲ ਯੂਨਿਟ,युक्ति नियंत्रण एकक
ਜੰਤਰ ਕੰਟਰੋਲਰ,युक्ति नियंत्रक
ਜੰਤਰ ਪ੍ਰਬੰਧਨ,युक्ति प्रबंधन
ਜੰਤਰ ਮੋਡ,युक्ति विधा
ਨਿਦਾਨ,निदान
ਡਾਇਗਨੌਸਟਿਕ ਸਿਸਟਮ,निदानी तंत्र
ਡਾਇਗਨੌਸਟਿਕਸ,"1.निदान, 2. निदानिकी"
ਚਿੱਤਰ,आरेख
ਡਾਇਲ,डायल
ਡਾਇਲ ਲਾਈਨ,डायल लाइन
ਡਾਇਲ ਟੋਨ,डायल टोन
ਡਾਇਲ ਕਰੋ,डायल अप
ਡਾਇਲਾਗ,"1.संवाद, 2. वार्तालाप"
ਡਾਇਲਾਗ ਬਾਕਸ,वार्तालाप कोष्ठ
ਡਾਇਲਅੱਪ ਮਾਡਮ,डायलअप मॉडम
ਮਾਪ,विमा
ਸ਼ਬਦਕੋਸ਼,शब्दकोश
ਭਿੰਨਤਾ,"1. अवकलन ,2. विभेदन"
ਡਿਜੀਟਲ,अंकीय
ਡਿਜ਼ੀਟਲ ਚੈਨਲ,अंकीय प्रणाल
ਡਿਜ਼ੀਟਲ ਸਰਕਟ,अंकीय परिपथ
ਡਿਜ਼ੀਟਲ ਕੰਪਿਊਟਰ,अंकीय कंप्यूटर
ਡਿਜ਼ੀਟਲ ਡਾਟਾ,"1.अंकीय आँकड़ा, 2.अंकीय डाटा"
ਡਿਜੀਟਲ ਸਹੂਲਤ,अंकीय सुविधा
ਡਿਜ਼ੀਟਲ ਫਿਲਟਰ,अंकीय फिल्टर
ਡਿਜੀਟਲ ਲਾਇਬ੍ਰੇਰੀ,अंकीय लाइब्रेरी
ਡਿਜ਼ੀਟਲ ਮੋਡੂਲੇਸ਼ਨ,अंकीय माडुलन
ਡਿਜ਼ੀਟਲ ਮਾਨੀਟਰ,"1.अंकीय प्रदर्श, 2. डिजीटल मॉनीटर"
ਡਿਜ਼ੀਟਲ ਤਸਵੀਰ,अंकीय चित्र
ਡਿਜੀਟਲ ਦਸਤਖਤ,"1.अंकीय हस्ताक्षर, 2. अंकीय चिन्हक"
ਡਿਜ਼ੀਟਲ ਸਵਿੱਚ,अंकीय स्विच
ਡਿਜੀਟਲ ਤੋਂ ਐਨਾਲਾਗ (D/A) ਕਨਵਰਟਰ,अंकीय अनुरूप रूपांतरक
ਡਿਜੀਟਾਈਜ਼ੇਸ਼ਨ,अंकरूपण
digitize,अंकीकरण
ਡਿਜੀਟਾਈਜ਼ਰ,अंकरूपक
ਡਾਇਓਡ,डायोड
ਸਿੱਧਾ,प्रत्यक्ष
ਸਿੱਧਾ ਪਤਾ,प्रत्यक्ष पता
ਸਿੱਧਾ ਪਰਿਵਰਤਨ,प्रत्यक्ष रुपांतरण
ਸਿੱਧੀ ਜੋੜੀ,प्रत्यक्ष युग्मन
ਡਾਇਰੈਕਟ ਮੈਮੋਰੀ ਐਕਸੈਸ (DMA),"1.प्रत्यक्ष स्मृति अभिगम, 2. प्रत्यक्ष मैमोरी अभिगम (डी एम ए)"
ਡਾਇਰੈਕਟ ਮੈਮੋਰੀ ਐਕਸੈਸ (DMA),प्रत्यक्ष स्मृति अभिगम (डी एम ए)
ਸਿੱਧੀ ਵਿਧੀ,प्रत्यक्ष विधि
ਨਿਰਦੇਸ਼,निदेश
ਡਾਇਰੈਕਟਰੀ,निर्देशिका
ਡਾਇਰੈਕਟਰੀ ਸਰਵਰ,"1.निर्देशिका परिसेवक, 2. निर्देशिका सर्वर"
ਡਾਇਰੈਕਟਰੀ ਸੇਵਾ,निर्देशिका सेवा
ਅਯੋਗ,असमर्थ
ਅਸਮਰੱਥ ਸਿਗਨਲ,असमर्थकारी संकेत
ਡਿਸਕਨੈਕਟ ਕਰੋ,"1.असंबंधन, 2. विसंबंधन"
ਵੱਖਰਾ,"1.असतत , 2. विविक्त"
ਡਿਸਕ,"1.चक्रिका, 2. डिस्क"
ਡਿਸਕ ਪਤਾ,"1.चक्रिका पता, 2. डिस्क पता"
ਡਿਸਕ ਐਰੇ,"1.चक्रिका सरणी, 2. डिस्क सरणी"
ਡਿਸਕ ਸਮਰੱਥਾ,"1.चक्रिका क्षमता, 2. डिस्क क्षमता"
ਡਿਸਕ ਡਰਾਈਵ,"1.चक्रिका चालक, 2.डिस्क ड्रािव"
ਡਿਸਕ ਫਾਈਲ,चक्रिका संचिका
ਡਿਸਕ ਮੈਮੋਰੀ,"1.चक्रिका स्मृति, 2. चक्रिका मेमोरी, 3.डिस्क स्मृति,4. डिस्क मेमोरी"
ਡਿਸਕ ਓਪਰੇਟਿੰਗ ਸਿਸਟਮ (DOS),चक्रिका परिचालन तंत्र (डी ओ एस)
ਡਿਸਕ ਪੈਕ,चक्रिका संकुल
ਡਿਸਕ ਸਰਵਰ,"1.चक्रिका परिसेवक, 2. डिस्क सर्वर"
ਡਿਸਕ ਸਟੋਰੇਜ਼,"1.चक्रिका भंडारण, 2. डिस्क भंडारण"
ਡਿਸਕੇਟ,डिस्केट
ਡਿਸਪਲੇ ਫਾਇਲ,प्रदर्श संचिका
ਡਿਸਪਲੇ ਚਿੱਤਰ,प्रदर्श प्रतिबिंब
ਨਿਪਟਾਰੇ,निपटान
ਦੂਰੀ,दूरी
ਦੂਰੀ ਫੰਕਸ਼ਨ,दूरी फलन
ਵਿਗਾੜ,विरूपण
ਵੰਡਿਆ,वितरित
ਵੰਡਿਆ ਡਾਟਾ,वितरित आँकड़ा
ਵੰਡਿਆ ਸਰਵਰ,वितरित परिसेवक
ਵੰਡਿਆ ਸਿਸਟਮ,"1.वितरित प्रणाली, 2. वितरित तंत्र"
ਵੰਡਣ ਵਾਲਾ,वितरक
ਦਸਤਾਵੇਜ਼,प्रलेख
ਦਸਤਾਵੇਜ਼ ਮੁੜ ਪ੍ਰਾਪਤ ਕੀਤਾ,प्रलेख प्रत्यानयित
ਦਸਤਾਵੇਜ਼ ਵਿੰਡੋ,"1.प्रलेख खिडक़ी, 2. प्रलेख विंडो"
ਦਸਤਾਵੇਜ਼,प्रलेखन
ਡੋਮੇਨ,"डोमेन, प्रक्षेत्र"
ਡੋਮੇਨ ਨਾਮ,डोमेन नाम
ਡਾਟ ਮੈਟਰਿਕਸ ਪ੍ਰਿੰਟਰ,"1.डॉट मैट्रिक्स मुद्रक, 2. डॉट मैट्रिक्स प्रिंटर"
"ਥੱਲੇ, ਹੇਠਾਂ, ਨੀਂਵਾ","अध:, नीचे"
ਡਾਊਨ ਲਿੰਕ,"1.अवलिंक , 2.अवकड़ी"
ਡਾਊਨ ਲੋਡਿੰਗ,अधोभारण
ਘੱਟ ਸਮਾਂ,अधोभारण काल
ਖਿੱਚਣਾ,कर्षण
DRAM (ਡਾਇਨਾਮਿਕ ਰੈਮ),डीरैम (गतिक रैम)
ਵਹਿਣਾ,अपवाह
ਡਰਾਈਵਰ,चालक
ਸੁੱਟੋ,पात
ਡ੍ਰੌਪ ਡਾਊਨ ਸੂਚੀ ਬਾਕਸ,निपात सूची बॉक्स
ਡਰੱਮ ਡਰਾਈਵ,ड्रम ड्रािव
ਡਰੱਮ ਪ੍ਰਿੰਟਰ,"1.ड्रम मुद्रक, 2. ड्रम प्रिंटर"
ਡਰੱਮ ਯੂਨਿਟ,"1.इम एकक, 2. ड्रम इकाई"
ਦੋਹਰਾ,"1.द्वैत,2. द्वि"
ਦੋਹਰੀ ਘਣਤਾ,द्वैत घनत्व
ਨਕਲੀ ਪਤਾ,"1.मूक पता, 2. छद्म पता"
ਡੰਪ,सन्निक्षेप
ਡੁਪਲੈਕਸ ਸਰਕਟ,दवैध परिपथ
ਡੁਪਲੈਕਸਿੰਗ,दवैधीकरण
ਡੁਪਲੀਕੇਟ,केय्प्रतिकुंजी
DVD R/W,"1.डी वी डी आर./डब्ल्यू ,2. डी वी डी पठन, 3.लेखन"
DVD ROM,डी वी डी रॉम
ਗਤੀਸ਼ੀਲ ਹਦਾਇਤ,गतिक अनुदेश
ਗਤੀਸ਼ੀਲ ਮੈਮੋਰੀ,"1.गतिक स्मृति, 2.गतिक मेमोरी"
ਗਤੀਸ਼ੀਲਤਾ,"1.गति विज्ञान, 2. गतिकी"
ਈ.ਬੀ.ਸੀ.ਡੀ.ਆਈ.ਸੀ,ई बी सी डी आई सी
ਈ-ਕਾਰੋਬਾਰ,ई व्यवसाय
echo,प्रतिध्वनि
ਈ-ਕਾਮਰਸ,"1.ई-कॉमर्स, 2.ई-वाणिज्य"
ਸੰਪਾਦਿਤ ਕਰੋ,संपादन
ਸੰਪਾਦਕ,संपादक
ਵਿਦਿਅਕ ਤਕਨਾਲੋਜੀ,शैक्षिक प्रौद्योगिकी
EEP ਰੋਮ,ई ई पी रॉम
ਪ੍ਰਭਾਵੀ ਪਤਾ (ਫਲੋਟਿੰਗ ਪਤਾ),"1.सार्थक पता , 2.प्रभावी पता"
ਪ੍ਰਭਾਵਸ਼ਾਲੀ ਸੰਚਾਲਨ ਪਤਾ,सार्थक संकार्य पता
ਪ੍ਰਭਾਵਸ਼ਾਲੀ ਵਿਧੀ,प्रभावी क्रिया
ਪ੍ਰਭਾਵਸ਼ਾਲੀ UID (ਉਪਭੋਗਤਾ ਪਛਾਣ),प्रभावी यू.आई.डी.
ਪ੍ਰਭਾਵਸ਼ਾਲੀ ਪ੍ਰਸਾਰਣ ਸੰਚਾਲਨ,प्रभावी संचरण संकार्य
ਅੱਠ-ਬਿੱਟ ਬਾਈਟ,अष्टबिट बािट
ਈ-ਲਰਨਿੰਗ,"इलेक्ट्रॉनिक अधिगम, ई अधिगम"
ਚੋਣ-ਅਲਗਰਥਮ,चुनाव एल्गोरिथम
ਇਲੈਕਟ੍ਰਿਕ ਮੇਲਿੰਗ (ਈ-ਮੇਲ),इलेक्ट्रोनिक डाकसेवा (ई. मेल)
ਇਲੈਕਟ੍ਰਿਕ ਪ੍ਰਿੰਟਰ,"1.इलेक्ट्रोनिक मुद्रण, 2.इलेक्ट्रोनिक प्रिटर"
ਇਲੈਕਟ੍ਰੀਕਲ ਲੇਖਾ ਮਸ਼ੀਨ,विद्युत लेखा मशीन
ਇਲੈਕਟ੍ਰਾਨਿਕ,इलेक्ट्रोनिकी
ਇਲੈਕਟ੍ਰਾਨਿਕ ਕਲੀਅਰੈਂਸ ਸਿਸਟਮ (ECS),इलैक्ट्रॉनिक निकास प्रणाली (ई.सी.एस.)
ਇਲੈਕਟ੍ਰਾਨਿਕ ਡਾਟਾ ਇੰਟਰਚੇਂਜ (EDI),इलेक्ट्रॉनिक आँकड़ा विनिमय (इ.डी.आई.)
ਇਲੈਕਟ੍ਰਾਨਿਕ ਡਾਟਾ ਪ੍ਰੋਸੈਸਿੰਗ,इलेक्ट्रोनिक आंकड़ा संसाधन
ਇਲੈਕਟ੍ਰਾਨਿਕ ਫਾਈਲਿੰਗ,इलेक्ट्रॉनिक विवरणिक
ਇਲੈਕਟ੍ਰਾਨਿਕ ਫੰਡ ਟ੍ਰਾਂਸਫਰ ਸਿਸਟਮ (EFTS),इलेक्ट्रोनिक निधि अंतरण तंत्र (ई.एफ.टी.एस)
ਇਲੈਕਟ੍ਰਾਨਿਕ ਰਸਾਲੇ,"1.इलेक्ट्रॉनिक जर्नल, 2.इलेक्ट्रानिक पत्रिका"
ਇਲੈਕਟ੍ਰਾਨਿਕ ਪ੍ਰਕਾਸ਼ਨ,इलेक्ट्रॉनिक प्रकाशन
ਇਲੈਕਟ੍ਰਾਨਿਕ ਸਵਿੱਚ,इलेक्ट्रॉनिक स्विच
ਤੱਤ,"तत्व, अवयव"
ਈ - ਮੇਲ,ई-मेल
ਈਮੇਲ ਖਾਤਾ,"1.ई-मेल पता, 2. इलेक्ट्रॉनिक डाक पता"
ਏਮਬੈਡਡ ਸਿਸਟਮ,अंत:स्थापित तंत्र
ਏਮਬੈਡਿੰਗ,अंत:स्थापन
ਐਮੀਟਰ ਜੋੜੇ ਤਰਕ (ECL),उत्सर्जक युग्मित तर्क (ई.सी.एल.)
ਖਾਲੀ ਸਟੈਕ,रिक्त चिति
ਖਾਲੀ ਸਤਰ,"1.रिक्त श्रृंखला, 2. रिक्त माला"
ਇਮੂਲੇਸ਼ਨ,यंत्रानुकरण
encapsulation,"1.केप्सूलीकरण, 2. केप्सूलन"
ਐਨਸਾਈਫਰ,कूटलेखक
ਇੰਕੋਡ,कूटलेखन
ਏਨਕੋਡਰ,"1.कूटलेखक, 2. कोडक"
ਐਨਕ੍ਰਿਪਟਡ ਡੇਟਾ,गूढ आंकडा
ਐਨਕ੍ਰਿਪਟਿੰਗ ਫਾਈਲ ਸਿਸਟਮ,गूढ फािल सिस्टम
ਇਨਕ੍ਰਿਪਸ਼ਨ,"1.गोपन, 2. कोडन, 3. कूटलेखन"
ਬਲਾਕ ਦਾ ਅੰਤ,खंडक अंत
ਫਾਈਲ ਦਾ ਅੰਤ (EOF),संचिका-अन्त
ਆਖਰੀ ਉਪਭੋਗਤਾ,प्रयोक्ता
ਦਾਖਲ ਕਰੋ,प्रवेश
ਐਂਟਰ-ਕੁੰਜੀ,प्रवेश कुंजी
ਐਂਟਰਪ੍ਰਾਈਜ਼ ਸਰਵਰ,"1.उद्यम सरवर, 2. उद्यम सेवक"
ਐਂਟਰਪ੍ਰਾਈਜ਼ ਸਿਸਟਮ,उद्यम तंत्र
ਹਸਤੀ,सत्ता
ਹਸਤੀ-ਰਿਸ਼ਤਾ,सत्ता संबंधता
ਦਾਖਲਾ ਸਮਾਂ,प्रवेश काल
ਇੰਦਰਾਜ਼ ਵੇਰੀਏਬਲ,प्रविष्ट चर
ਅਣਗਿਣਤ,गणनीय
ਵਾਤਾਵਰਣ,परिवेश
ਯੁੱਗ,"1.ईपोच,2. युग,3. निर्देश क्षण"
EPROM,ईप्राम (वित्तोरण प्रोग्राम्य पठन मात्र स्मृति)
epsilon ਬੰਦ,एपसिलॉन संवरक
ਬਰਾਬਰੀ ਕਰਨ ਵਾਲਾ,तुल्यकारक
ਉਪਕਰਨ,उपस्कर
ਸਮਾਨਤਾ ਵਰਗ,तुल्यता वर्ग
ਸਮਾਨਤਾ ਸਬੰਧ,तुल्य संबंध
ਮਿਟਾਓ,"1.विलोपन, 2.मिटान"
ਗਲਤੀ ਠੀਕ ਕਰਨ ਵਾਲਾ ਕੋਡ,त्रुटि संशोधन कूट
ਗਲਤੀ ਸੁਧਾਰ,त्रुटि संशोधन
ਗਲਤੀ ਖੋਜ,त्रुटि संसूचन
ਗਲਤੀ ਹੈਂਡਲਿੰਗ,त्रुटि प्रहस्तन
ਗਲਤੀ ਸੁਨੇਹਾ,त्रुटि संदेश
ਗਲਤੀ ਦਰ,त्रुटि दर
ਗਲਤੀ ਰਿਕਵਰੀ,त्रुटि पुनर्डद्धार
ਗਲਤੀ ਰੁਟੀਨ,त्रुटि नेमक
ਬਚਣ ਦਾ ਕਿਰਦਾਰ,पलायन संप्रतीक
ਈਥਰਨੈੱਟ,ईथरनेट
ਘਟਨਾ,घटना
ਘਟਨਾ ਲੜੀ,घटना श्रृंखला
ਘਟਨਾ ਨਿਯੰਤਰਣ,घटना नियंत्रण
ਘਟਨਾ ਕਾਊਂਟਰ,घटना गणक
ਅਪਵਾਦ ਹੈਂਡਲਿੰਗ,अपवाद प्रहस्तन
ਐਕਸਚੇਂਜਯੋਗ ਡਿਸਕ ਸਟੋਰੇਜ,विनिमय डिस्क भंडारण
ਬੇਦਖਲੀ,अपवर्जन
ਵਿਸ਼ੇਸ਼ ਜਾਂ (XOR),अनन्य और (एक्स ऑर)
ਚੱਲਣਯੋਗ ਪ੍ਰੋਗਰਾਮ,निष्पाद्य क्रमादेश
ਕਾਰਜਕਾਰੀ ਬਿਆਨ,निष्पादन कथन
ਪੂਰੀ ਖੋਜ,चयनिक खोज
ਮੌਜੂਦ ਹੈ,विदयमान
ਨਿਕਾਸ,निर्गम
ਮਾਹਰ ਸਿਸਟਮ,विशेषज्ञ तंत्र
ਸਮੀਕਰਨ,"1. अभिव्यक्ति ,2. व्यंजक"
ਵਿਸਤ੍ਰਿਤ ਗ੍ਰਾਫਿਕ ਐਰੇ (XGA),विस्तारित आलेखीय आव्यूह (एक्स जी ए)
ਵਿਸਤ੍ਰਿਤ ਉਦਯੋਗ ਮਿਆਰ (EIS),विस्तारित औदयोगिक मानक (इ.आई.एस.)
ਵਿਸਤ੍ਰਿਤ ਮਸ਼ੀਨ,अतिदेशित मशीन
ਵਿਸਤ੍ਰਿਤ ਮੈਮੋਰੀ,विस्तारित स्मृति
ਵਿਸਤ੍ਰਿਤ ਸ਼ੁੱਧਤਾ,"1.विस्तारित परिशुद्धता, 2.विस्तारित यर्थाथता"
ਵਿਸਤ੍ਰਿਤ ਛਾਂਟੀ,"1.विस्तारित छंटाी, 2. विस्तारित पृथक्करण"
ਬਾਹਰੀ ਕਾਲ,वाह्य आह्वान
ਬਾਹਰੀ ਗਲਤੀ,वाह्य त्रुटि
ਬਾਹਰੀ ਫੰਕਸ਼ਨ,वाह्य फलन
ਬਾਹਰੀ ਰੁਕਾਵਟ,वाह्य अंतरायन
ਬਾਹਰੀ ਮੈਮੋਰੀ,"1.वाह्य स्मृति, 2. वाह्य मेमोरी"
ਬਾਹਰੀ ਮੈਮੋਰੀ,वाह्य स्मृति
ਬਾਹਰੀ ਮਾਡਮ,वाह्य मॉडेम
ਬਾਹਰੀ ਹਵਾਲਾ,वाह्य संदर्भ
ਬਾਹਰੀ ਖੋਜ,वाह्य खोज
ਬਾਹਰੀ ਸਟੋਰੇਜ਼ ਜੰਤਰ,वाह्य भंडारण युक्ति
ਕੱਢਣਾ,निष्कर्षण
ਐਕਸਟਰਪੋਲੇਸ਼ਨ,बहिर्वेशन
ਚਿਹਰਾ-ਚਰਿੱਤਰ ਪ੍ਰਿੰਟਰ,फलक संप्रतीक मुद्रक
ਅਸਫਲ-ਸੁਰੱਖਿਅਤ ਕਾਰਵਾਈ,विफल-सुरक्षा संक्रिया
ਅਸਫਲਤਾ ਦੀ ਦਰ,विफलता दर
ਅਸਫਲਤਾ ਰਿਕਵਰੀ,विफलता मुक्ति
ਗਲਤ ਕੋਡ,मिथ्या कूट
ਗਲਤ ਗਲਤੀ,मिथ्या त्रुटि
ਪੱਖਾ-ਵਿੱਚ,"1.निवेशाँक, 2. निवेश-अंक"
ਪੱਖਾ-ਬਾਹਰ,"1.निर्गताँक, 2. निर्गत-अंक"
fascimile I/O ਡਿਵਾਈਸ,"1.प्रतिकृति आई/ ओ युक्ति ,2. प्रतिकृति निवेश युक्ति/निर्गम"
ਫਾਸਟ ਫੋਰੀਅਰ ਟ੍ਰਾਂਸਫਾਰਮ (FFT),द्रुत फौरिएर अन्तरण
ਘਾਤਕ ਗਲਤੀ,घातक त्रुटि
ਨੁਕਸ ਖੋਜ,दोष संसूचन
ਨੁਕਸ ਨਿਦਾਨ,दोष निदान
ਨੁਕਸ ਸਹਿਣਸ਼ੀਲਤਾ,दोष सहिष्णुता
ਫੈਕਸ,फैक्स
ਫੈਕਸ ਸੁਨੇਹਾ,फैक्स संदेश
FDC,एफ डी सी
ਵਿਸ਼ੇਸ਼ਤਾ ਖੋਜ,लक्षण संसूचन
ਫੀਡ ਚੱਕਰ,भरण चक्र
ਸੁਝਾਅ,पुनर्निवेश
ਫੀਡਰ,"1.प्रदायक,2.पोषक, 3.फीडर"
ਪ੍ਰਾਪਤ ਕਰੋ,आनयन
ਫਿਬੋਨਾਚੀ ਖੋਜ,फिबोनेकी खोज
ਫਿਬੋਨਾਚੀ ਕ੍ਰਮ,फिबोनेकी अनुक्रम
ਫਿਬੋਨਾਚੀ ਲੜੀ,फिबोनेकी श्रेणी
ਫਾਈਬਰ ਆਪਟਿਕਸ,तंतु प्रकाशिकी
ਫਿਡੋ ਜਾਲ,फिडो जाल
ਖੇਤਰ,क्षेत्र
ਪੰਜਵੀਂ ਪੀੜ੍ਹੀ ਦੇ ਕੰਪਿਊਟਰ,पंचम पीढ़ी कम्प्यूटर
ਫਾਈਲ,"1.संचिका,2. फािल"
ਫਾਇਲ ਪਹੁੰਚ ਵਿਧੀ,संचिका अभिगम विधि
ਫਾਇਲ ਵੰਡ ਸਾਰਣੀ,संचिका नियतन सारणी
ਫਾਈਲ ਕੰਪਰੈਸ਼ਨ,संचिका संपीडन
ਫਾਇਲ ਦੀ ਨਕਲ,संचिका प्रतिलिपिकरण
ਫਾਈਲ ਲੇਆਉਟ,संचिका विन्यास
ਫਾਈਲ ਅਭੇਦ,संचिका विलय
ਫਾਇਲ ਰਿਕਵਰੀ,संचिका पुन:प्राप्ति
ਫਾਇਲ ਸਟੋਰੇਜ਼,संचिका भंडारण
ਫਾਇਲ ਬਣਤਰ,संचिका संरचना
ਫਾਇਲ ਸਿਸਟਮ,संचिका तंत्र
ਫਾਈਲ ਟ੍ਰਾਂਸਫਰ,संचिका अंतरण
ਫਾਈਲ ਟ੍ਰਾਂਸਫਰ ਪ੍ਰੋਟੋਕੋਲ (FTP),फाील अंतरण प्रोटोकॉल (एफ टी पी)
ਫਿਲਟਰ,फिल्टर
ਅੰਤਮ ਰਾਜ,अंतिम स्थिति
ਲੱਭੋ,खोज
ਸੀਮਿਤ ਰਾਜ ਮਸ਼ੀਨ,परिमित अवस्था यंत्र
ਅੱਗ ਦੀ ਕੰਧ,फायर वॉल
ਫਰਮਵੇਅਰ,फर्मवेयर
ਪਹਿਲਾਂ ਆਓ ਪਹਿਲਾਂ ਸੇਵਾ ਕਰੋ,पहले आो पहले पाो
ਪਹਿਲੀ ਪੀੜ੍ਹੀ ਦਾ ਕੰਪਿਊਟਰ,प्रथम पीढ़ी कंप्यूटर
ਫਸਟ ਇਨ ਫਸਟ ਆਊਟ (FIFO),प्रथम निवेश प्रथम निर्गम (फीफो )
ਪਹਿਲਾ ਆਰਡਰ ਤਰਕ,प्रथम कोटि तर्क
ਪਹਿਲੀ ਆਰਡਰ ਥਿਊਰੀ,प्रथम कोटि सिद्धांत
ਸਥਿਰ ਭਾਗ,नियत विभाजन
ਝੰਡਾ,चिन्ह
ਲਚਕਦਾਰ ਡਿਸਕ,नम्य डिस्क
ਫਲਾਪੀ ਡਿਸਕ,फ्लॉपी डिस्क
ਫਲਾਪੀ ਡਿਸਕ ਡਰਾਈਵ (Fdd),फ्लापी डिस्क चालन (एफ डी डी)
ਵਹਾਅ ਚਾਰਟ,प्रवाह संचित्र
ਕੰਟਰੋਲ ਦਾ ਵਹਾਅ,नियंत्रण प्रवाह
ਫਲੱਸ਼,प्रधावन
ਫੋਲਡਰ,फोल्डर
ਫੌਂਟ,फाँट
ਫੌਂਟ ਪਰਿਵਾਰ,फाँट परिवार
ਵਿਦੇਸ਼ੀ ਕੁੰਜੀ,वाह्य कुंजी
ਫਾਰਮ,रूप
ਰਸਮੀ ਭਾਸ਼ਾ,प्रतीकात्मक भाषा
ਰਸਮੀ ਸਿਸਟਮ,प्रतीकात्मक विधि
ਫਾਰਮੈਟ,"1.फॉरमैट, 2.आरूप"
ਫਾਰਮੈਟਿੰਗ,आरूपण
fortran,फोरट्रॉन
fortran ਪ੍ਰੋਗਰਾਮਿੰਗ,"1.फोरट्रॉन (एक कंप्यूटर भाषा) प्रोग्राम, 2.फोरट्रान क्रमादेशन"
ਅੱਗੇ ਸਲੈਸ਼,अग्रतिर्यक स्लैश
ਚੌਥੀ ਪੀੜ੍ਹੀ ਦਾ ਕੰਪਿਊਟਰ,चतुर्थ पीढ़ी कंप्यूटर
ਟੁਕੜਾ,खंड
ਫਰੇਮ,फ्रेम
ਮੁਫ਼ਤ ਨੈੱਟ,"1.मुक्त नेट, 2.मुक्त जाल"
ਮੁਫਤ ਸਾਫਟਵੇਅਰ ਫਾਊਂਡੇਸ਼ਨ,मुक्त सॉफ्टवेयर न्यास
ਮੁਫ਼ਤ ਸਟੋਰੇਜ਼,मुक्त भंडारण
ਮੁਫ਼ਤਵੇਅਰ,फ्रीवेयर
ਅਗਰਾਂਤ,अग्रांत
ਸਾਹਮਣੇ ਪੈਨਲ,"1.अग्र पट्टिका, 2.अग्र पैनल"
ਫੰਕਸ਼ਨ,"1.प्रकार्य,2. फलन"
ਫੰਕਸ਼ਨ ਕੁੰਜੀ,प्रकार्य कुंजी
ਫੰਕਸ਼ਨ ਦਾ ਹਵਾਲਾ,प्रकार्य संदर्भ
ਕਾਰਜਾਤਮਕ ਨਿਰਭਰਤਾ,प्रकार्यात्मक निर्भरता
ਕਾਰਜਾਤਮਕ ਟੈਸਟਿੰਗ,प्रकार्य परीक्षण
ਫਜ਼ੀ ਤਰਕ,"1.अस्पष्ट तर्क, 2.फज्जी लॉजिक"
ਫਜ਼ੀ ਸੈੱਟ,"1.अस्पष्ट समुच्चय, 2.फज्जी सेट"
ਲਾਭ,लब्धि
ਖੇਡ ਦਾ ਰੁੱਖ,खेल तरू
ਪਾੜਾ ਅੱਖਰ,अंतराल संप्रतीक
ਕੂੜਾ,कचरा
ਕੂੜਾ ਇਕੱਠਾ ਕਰਨਾ,कचरा संग्रहण
ਕੂੜਾ ਇਕੱਠਾ ਕਰਨਾ,कचरा संग्रहण
ਕੂੜਾ ਬਾਹਰ ਕੂੜਾ (GIGO),कचरा अंदर कचरा बाहर (गीगो)
ਕਪਾਟ,द्वार
ਗੇਟਵੇ,दवार पथ (नेटवर्क के संदर्भ में)
ਆਮ ਪ੍ਰੋਗਰਾਮ,व्यापक क्रमादेश
ਆਮ ਪ੍ਰੋਗਰਾਮ,व्यापक क्रमादेश
ਆਮ ਮਕਸਦ ਕੰਪਿਊਟਰ,व्यापक उद्देश्य कंप्यूटर
ਆਮ ਮਕਸਦ ਕੰਪਿਊਟਰ,व्यापकीकृत उद्देश्य कंप्यूटर
ਆਮ ਰਜਿਸਟਰ,सामान्य पंजी
ਸਧਾਰਣਕਰਨ,व्यापकीकरण
ਸਧਾਰਣਕਰਨ,व्यापकीकरण
ਆਮ-ਉਦੇਸ਼ ਭਾਸ਼ਾ,व्यापक उद्देशीय भाषा
ਆਮ-ਉਦੇਸ਼ ਓਪਰੇਟਿੰਗ ਸਿਸਟਮ,व्यापक उद्देश्य संक्रिया प्रणाली
ਆਮ ਮਕਸਦ ਰਜਿਸਟਰ,व्यापक उद्देश्य पंजी
ਪੈਦਾ ਕੀਤੀ ਗਲਤੀ,जनित त्रुटि
ਬਣਾਉਣ ਫੰਕਸ਼ਨ,जनन प्रकार्य
ਆਮ ਵਰਗ,वर्ग सामान्य
ਆਮ ਫੰਕਸ਼ਨ,वर्ग प्रकार्य
ਆਮ ਨਾਮ,सामान्य वर्गनाम
gigo,गीगो
ਗਲੋਬਲ,"1.सार्वत्रिक, 2.वैश्विक"
ਗਲੋਬਲ ਕੋਡ,सार्वत्रिक कूट
ਗਲੋਬਲ ਲਾਕ,सार्वत्रिक ताला
ਗਲੋਬਲ ਨੈੱਟਵਰਕ,"1.सार्वत्रिक जालक्रम,2.सार्वत्रिक नेटवर्क"
ਗਲੋਬਲ ਨੈੱਟਵਰਕ,सार्वत्रिक जालक्रम
ਗਲੋਬਲ ਉਪਭੋਗਤਾ,"1.विश्व प्रयोक्ता, 2.सार्व प्रयोक्ता, 3.सार्वत्रिक प्रयोगकर्ता"
ਗਲੋਬਲ ਵੇਰੀਏਬਲ,सार्वत्रिक चर
ਵਿਸ਼ਵੀਕਰਨ,"1.वैश्वीकरण, 2.भूमण्डलीकरण"
ਗੋਫਰ,गोफर (नेटवर्क में एक प्रोटोकॉल)
