Assamese,Hindi
১.নিষ্কাশন ২.কলি আঁতৰোৱা,1. निष्कलिकायन 2. कलिका निकालना
১.হালোৱা হাল বাই ২.ঘূৰোৱা,1. तवेदार हल चलाना 2. चक्काकरण
ৰেহাই,छूट
বীজাণুনাশক,रोगाणुनाशन
১.বিক্ষিপ্ততা ২.বিক্ষিপ্ততা,1. परिक्षेपण 2. प्रकीर्णन
1.বিক্ষিপ্ততা 2.ভেৰিয়েন্স,1.प्रकीर्णन 2.प्रसरण
বৈচিত্ৰ্যতা,विविधीकरण
বৈচিত্ৰময় কৃষি,विविधीकृत कृषि
dna পদক্ষেপ,डी एन ए सोपान
ডি এন এ ৰিচিভাৰ,डी.एन.ए. ग्राही
ডক ভাড়া,गोदी-भाड़ा
কাৰ্যকৰী,प्रभावी
নিদ্ৰাহীনতা,प्रसुप्ति
১/ পৰিমাণ ২. মাত্ৰা ৩. মাত্ৰা,1. मात्रा 2. खुराक 3. डोज
ডাবল চিগম&#39;ইড বক্ৰ,दोहरा सिग्माभ वक्र
1. gust 2. টানিব পৰা,1. झोंका 2. खिंचाव
1. এক্সজেষ্ট ড্ৰেইন 2. এফ্লুৱেণ্ট,1. निकास नाली 2. अपवाहिका
নিষ্কাশন,जलनिकास
ট্ৰেকচন,कर्षण
1. ঔষধ দিয়া 2. তিয়াই পেলোৱা,1.दवा पिलाना 2. दवाई से तर करना
প্ৰসাধন সামগ্ৰী (বীজ),प्रसाधन (बीज)
1. অগাৰ 2. অগভীৰ দোষ 3. ড্ৰিল 4. অগাৰ,1.बरमा 2. उथली भूल 3. ड्रिल 4. वपित्र
১. ফুটা ২. ড্ৰিল ৩. ড্ৰিল,1.सूराख करना 2. बेधन 3. बरमाना
১.ড্ৰিল কৰা ২.ড্ৰিলেৰে বীজ সিঁচা ৩.ড্ৰিলেৰে ঢালি দিয়া,1.वेधना 2. ड्रिल से बोना 3. ड्रिल से डालना
ড্ৰিপ জলসিঞ্চন,बूंद-बूंद सिंचाई
শুকান খেতি কৰা,शुष्क खेती
১.ধূলি ২.বুকনি,1.धूल 2. बुकनी
১.ডাষ্টাৰ ২.বিকিৰণকাৰী,1.धूलित्र 2. प्रकीर्णक
ছটিয়াই দিয়া,बुरकना
১.বামন ২.ৱামন,1. बौना 2. वामन
বামন পিৰামিড,वामन पिरामिड
বামিণী ভৱন,वामिनीभवन
পৰিৱেশ বিজ্ঞান,पारिस्थितिकी
অৰ্থনীতি,अर्थमिति
অৰ্থনৈতিক দক্ষতা,आर्थिक दक्षता
পৰিস্থিতিগত ধৰণ,परिस्थितिक प्ररूप
অতিৰিক্ত স্তৰযুক্ত,बहिःस्तरपोषित
কোমল,मृदीय
soil বিজ্ঞান,मृदा विज्ञान
1. ব্ৰীজিং 2. এজিং 3. ষ্ট্ৰেণ্ড বন্ধ কৰা,1. मेड़बंदी 2. किनारा बनाना 3. किनारा बंदी
খাদ্যৰ অংশ,खाद्य अंश
চাহিদাৰ স্থিতিস্থাপকতা,मांग की लोच
উৎপাদন স্থিতিস্থাপকতা,उत्पादन लोच
ইলেক্ট্ৰ&#39;লাইছিছ,विद्युत्-अपघटन
ইলেক্ট্ৰ&#39;ফ&#39;ৰেচিছ,वैद्युतकण-संचलन
বাষ্পীভৱন,अवक्षालन
১.ডিকেপিটেটৰ ২.ষ্টেৰাইলাইজাৰ ৩.ডিকেপিটেটৰ ৪.ষ্টেৰাইলাইজাৰ,1.विपुंसीकारित्र 2. बंधकारित्र 3.विपुंसीकार 4. बंध्यकार
১/ ৱেইৰ বাণ্ডি ২.ষ্ট্ৰবন্দী,1.मेड़ बंदी 2. डौलबंदी
ভ্ৰূণ,भ्रूण
১.ভ্ৰূণবিজ্ঞান ২.পদাৰ্থ বিজ্ঞান,1. भ्रूणविज्ञान 2. भौणिकी
1. প্ৰস্থান 2. প্ৰস্থান,1. निकलना 2. निर्गमन
ইমালচাইফায়াৰ,पायसीकारक
অন্তৰ্জাতীয়,अंतर्जात
ইন্ট্ৰা-পইণ্ট ডিভিজন,अंतः सूत्री विभाजन
অন্তঃপৰজীৱী,अंतः परजीवी
এণ্ডোস্পাৰ্ম,भ्रूणपोष
উদ্যোগ,उद्यम
পতংগবিজ্ঞান,कीटविज्ञान
পৰিৱেশ,पर्यावरण
১.এনজাইম ২.এনজাইম,1. प्रकिण्व 2. एन्जाइम
ক্লাষ্টাৰ গ্ৰাফটিং,दलपुंज कलमबंदी
১.এপিফাইট ২.এপিফাইট,1. अधिपादप 2. एपिफाइट
ন্যায়,समानधारिता
নিৰ্মূলকৰণ,उन्मूलन
প্ৰয়োজনীয় পুষ্টিকৰ উপাদান,आवश्यक पोषक तत्व
1. জোখ-মাখ 2. জাম্প 3. মূল্যায়ন,1. परिमापन 2. कूतना 3. आकलन
সূক্ষ্মতা,पांडुरता
সুজাননিক,सुजननिक
মূল্যায়ন,मूल्यांकन
ভাপ গেজ,वाष्पनमापी
বাষ্পীভৱন,वाष्पन-वाष्पोत्सर्जन
চিৰন্তন বিপ্লৱ,सदाहरित क्रांति
১.চিৰসেউজ ২.চিৰসেউজ,1. सदाहरित 2. सदापर्णी
বিকাশ,विकास
কাটি পেলোৱা,उच्छेद करना
পৰীক্ষয় (উৰ্বৰতা),परिक्षय (उर्वरता)
শোষণ,शोषण
১.অন্বেষণ ২.অন্বেষণ,1. खोज 2. अन्वेषण
১.এক্সট্ৰুচন ২.নিগমন,1. बहिर्वेधन 2. उत्सारण
নয়ন,आंख
1. কাৰক 2. উপাদান 3. কাৰক 4. সম্পদ,1. कारक 2. घटक 3. उपादान 4. साधन
কাৰক উৎপাদনশীলতা,कारक उत्पादकता
ট্ৰেডছমেনৰ ৰেহাই,आढ़तिये का बट्टा
ফেক্টৰিয়েল ব্লক ডিজাইন,क्रमगुणित ब्लॉक डिजाइन
বিকল্প,विकल्पी
১.পট্টি ২.পালিহাৰ,1. पड़ती 2. पलिहर
গোটেই অংশ,कुल
ক্ষেত্ৰ মূল্যায়ন,प्रक्षेत्र मूल्यांकन
ফাৰ্ম বাজেট,प्रक्षेत्र का बजट बनाना
কৃষি ব্যৱসায়,कृषि व्यवसाय
ক্ষেত্ৰ পৰিকল্পনা,प्रक्षेत्र नियोजन
১.কৃষক ২.কৃষক,1. किसान 2. कृषक
১.কৃষি ২.খেতি কৰা,1. कृषि 2. खेती
সংঘৰ্ষ,संघट्टन
একাধিক প্ৰজনন,बहुप्रजनन
কিম্বন,किण्वन
উৰ্বৰতা,उर्वरता
সাৰ,उर्वरक
সাৰৰ ব্যৱহাৰৰ কাৰ্যক্ষমতা,उर्वरक उपयोग दक्षता
আঁহযুক্ত,रेशेदार
১.পাম ২.এলেকা ৩.অৱস্থান,1. खेत 2. क्षेत्र 3. स्थान
মাটিৰ পানী ধৰি ৰখা,मृदा जलधारिता
ক্ষেত্ৰ প্ৰদৰ্শন,प्रक्षेत्र प्रदर्शन
1. স্থিৰতা 2. স্থিৰকৰণ 3. স্থিৰতা,1. स्थिरीकरण 2. यौगिकीकरण 3. निर्धारण
1. প্লাৱন 2. গৰ্ভধাৰণ,1. आप्लावन 2. अधिसिंचन
ফ্ল&#39; ডায়াগ্ৰাম,प्रवाह आरेख
খাদ্য মূল্য,खाद्य मान
পশুখাদ্য,चारा
পুৰ্বানুমান,पूर्वानुमान
অৰণ্য,वन
বনানীকৰণ,वनरोपण
১.তাদপৰ্ণ ২.ফৰ্ম,1. ताड़पर्ण 2. प्रपर्ण
হিম প্ৰতিৰোধী,तुषार रोधी
১.পালা ২.ব্লাইট,1.पाला 2. तुषार
1. ফ্ৰ&#39;জেন 2. ফ্ৰ&#39;জেন,1. हिमशीतित 2. हिमीकृत
অনুষ্ঠান,फलन
১/ ফলৰ পতন ২.ফলৰ পতন,1. फल पातन 2. फल का झड़ना
ফল হৈ পৰে,फल बनना
1. ধূমপান 2. ধূমপান,1. धूमन 2. धूम देना
ভেঁকুৰনাশক,कवकनाशी
এন্টিফাংগেল,कवकरोधी
ভেঁকুৰ,कवक
১.খুদ ২.সীতা,1. खूड़ 2. सीता
1. সংযোজন 2. সংযোজন,1. संलयन 2. संगलन
কপাহী উল,रूआं
লোমশ,रोएंदार
১/ গছৰ ঘা ২.পিতিকা,1. वृक्ष व्रण 2. पिटिका
1. গেমেট 2. গেমেট,1. युग्मक 2. गैमीट
১.বাৰী ২.বাগিচা,1. उद्यान 2. बाग
১.পান্সাল ২.হাইড্ৰমিটাৰ,1. पनसाल 2. जलमापी
জিন সংগ্ৰহ,जीन संग्रह
জিন টেগন,जीन टैगन
বংশাৱলী,वंशावली विज्ञान
জিন মেপ,जीन मानचित्र
জেনেটিক্স,आनुवंशिकी
১/ জিনম ২.সাংগেনে,1. जीनोम 2. संजीन
সঞ্জিনী সংগ্ৰহ,संजीनी संग्रह
জিনমিক্স,जीनोमिक्स
জিন প্ৰকাৰ,जीनप्ररूपी
১.জিনৰ গঠন ২.জিনৰ প্ৰকাৰ,1. जीनी संरचना 2. जीन प्ररूप
বংশ,वंश
১. প্ৰজাতি ২. বংশ,1. जीनस 2. वंश
১.বীজাণু ২.বীজাণু,1. रोगाणु 2. जर्म
বীজাণুনাশক,रोगाणुनाशी
অংকুৰণ,अंकुरण
১/ জীৱাণুপ্লাজম ২.জীৱাণুপ্লাজম,1. जननद्रव्य 2. जर्मप्लाज्म
জিবেৰেলিক এচিড,जिबरेलिक अम्ल
গোটাওক,ओटना
তুষ,तुष
১/ গ্লুটেন ২,1. लसदार 2. ग्लूटिनी
গ্লাইকোলাইছিছ,ग्लाइकोलिसिस
বঢ়িয়া,नाइस
সোণালী বিপ্লৱ,स्वर्णिम क्रांति
1. শ্ৰেণীবিভাজন 2. শ্ৰেণীবিভাজন 3. স্তৰবিন্যাস,1. श्रेणीकरण 2. वर्गीकरण 3. स्तरीकरण
1. গ্ৰাফ্ট কৰা উদ্ভিদ 2. পেনুম্ব্ৰেল উদ্ভিদ,1. कलमबंद पादप 2. कलमी पौधा
কলম অসামঞ্জস্যপূৰ্ণ,कलम असंगत
গ্ৰানা,ग्रैना
গ্ৰেনুলেচন,कणिकायन
সেউজীয়া গোবৰ,हरी खाद
সেউজ বিপ্লৱ,हरित क्रांति
বৃদ্ধি আৰু বিকাশ,वृद्धि और परिवर्धन
১/ আঁঠুৰ ৰোগ,1. गोंद रोग 2. गोंदार्ति
বিষমযৌন,भिन्नस्थ - उभयस्त्रीलिंगी
1. প্ৰকৃতি 2. প্ৰকৃতি 3. ৰূপগুণ 4. ৰূপ,1. प्रकृति 2. स्वभाव 3. रूपगुण 4. स्वरूप
১.অলা ২.কৰকাপাট ৩.কৰ্কা,1. ओला 2. करकापात 3. करका
ৰোমিলৱাচ,रोमिलवैच
চেলাইন চিষ্ট,लवणमृदोद्भिद्
harrow,हैरो
১.চপোৱা সূচকাংক ২.চপোৱা সূচকাংক,1. तुड़ाई सूचकांक 2. कटाई सूचकांक
১.চপোৱা ২.চপোৱা শস্য ৩.সমাপ্ত শস্য ৪.উৎপাদন,1.कटाई 2. कटी फसल 3. तैयार फसल 4. उपज
১. ছিঙি যোৱা ২. চপোৱা ৩. ছিঙি যোৱা,1. तोड़ना 2. कटाई 3. तुड़ाई
১/ কণী পৰা ২) কণী বল,1. अंडे से निकलना 2. अंडा सेना
শুকান ঘাঁহ,सूखी घास
শুকান খাদ্য,सूखा चारा
গঞ্জি,गंजी
কুঁৱলী,धुंध
কুঁৱলীময়,धुंधता
১.বালি ২.সিত্ত ৩.মুণ্ডক ৪.উপৰ ৫.মূৰ ৬.চিৰা,1. बाली 2. सिट्टा 3.मुंडक 4. शीर्ष 5. सिर 6. सिरा
খাঁজৰ শেষ,सिरा (नाली का)
শীৰ্ষ ছাঁটনি,शीर्ष छंटाई
বেৰা,बाड़
জিম্মাত ৰখা,अधिरक्षण
কুণ্ডলিনী,कुंडलिनी
হেমাটাইট,हेमैटाइट
১.বনৌষধি ২.বনৌষধি,1. शाक 2. बूटी
১.উদ্ভিদ সংগ্ৰহ ২.উদ্ভিদ সংগ্ৰহালয়,1.वनस्पति संग्रह 2. वनस्पति संग्रहालय
ঘাঁহনিনাশক,शाकनाशी
বংশগততা,आनुवंशिकता
বংশগততা,वंशागतित्व
উভলিংগী,उभयलिंगी
হেটেৰ&#39;ক্ৰ&#39;মেটিক,विषमवर्णी
হেটেৰ&#39;ফাৰ্টিলাইজেচন,विषम-निषेचन
১.হাইব্ৰিড’জ ২.হেটেৰ’ছিছ,1. संकरओज 2. हेटेरोसिस
লিংগক্ৰম&#39;জম,लिंगक्रोमोसोम
লালন-পালন কৰা,परपोषित
হেক্সাডেচিমেল,षड्गुणित
ঠাণ্ডা নিদ্ৰা,शीत निष्क्रियता
উচ্চ ঘনত্বৰ ৰোপণ কৰা,उच्च सघनता रोपण
১.পিণ্ডলক ২.পাহাৰ (ধান),1. पिंडलक 2. हिल (धान)
হিষ্টোগ্ৰাম,आयतचित्र
হাই টেক উদ্যান শস্য,उच्च तकनीकी औद्यानिकी
১.দৈ ২.মৌচাক,1.करंड 2. छत्ता
1. অপতৃণ কাটিব পৰা 2. অপতৃণ কাটিব পৰা,1.गुड़ाई 2. गोड़ना
ধৰি ৰখা,जोत
ব্যক্তিগত পাম,निजी फार्म
হোমিঅ&#39;ষ্টেছিছ,समस्थिति
গৃহভূমি,वासभूमि
সমতা,समांगता
1. সমজাতীয় 2. সমজাতীয়,1.सजातीय 2. समांगी
সহানুভূতিশীল,समधर्मी
সমযোজী,समयुग्मज
১.খুৰিকা ২.খাদ্যৰ পাত্ৰ ৩.হাপাৰ,1.खुरलिका 2. खाद्यधानी 3. हापर
১.স্তৰ ২.দিগন্ত,1.संस्तर 2. क्षितिज
উদ্যান শস্য,औद्यानिक फसलें
১/ উদ্যান শস্য ২. উদ্যান শস্য ৩. উদ্যান শস্য ৪. উদ্যান শস্য,1. उद्यान विज्ञान 2. बागवानी 3. उद्यान कृषि 4.औदयानिकी
