Assamese,Tamil
ডাবল ইন্টিগ্ৰেচন,இரட்டை ஒருங்கிணைப்பு
ডাবল লিমিট,இரட்டை வரம்பு
ডাবল নমুনা সংগ্ৰহৰ পৰিকল্পনা,இரட்டை மாதிரி திட்டம்
ডাবল ক্ৰম,இரட்டை வரிசை
ডাবল ছিৰিজ,இரட்டை தொடர்
ডাবল প্ৰত্যয় সংকেত,இரட்டை பின்னொட்டு குறியீடு
ডাবল যোগফল,இரட்டை கூட்டுத்தொகை
তললৈ ত্বৰণ,கீழ்நோக்கிய முடுக்கம்
তললৈ স্থানান্তৰিত হোৱা,கீழ்நோக்கிய இடப்பெயர்ச்சி
তললৈ গতি,கீழ்நோக்கிய இயக்கம்
তললৈ যোৱা বেগ,கீழ்நோக்கிய வேகம்
টানি নিয়া,இழுத்து
টানিব পৰা বল,இழுவிசை
দ্বৈত,இரட்டை
দ্বৈত ভিত্তি,இரட்டை அடிப்படையில்
ডুৱেল ইনাৰ প্ৰডাক্ট,இரட்டை உள் தயாரிப்பு
ডুৱেল ৰৈখিক প্ৰগ্ৰেমিং সমস্যা,இரட்டை நேரியல் நிரலாக்க சிக்கல்
ডুৱেল অপাৰেচন,இரட்டை செயல்பாடு
দ্বৈত সমস্যা,இரட்டை பிரச்சனை
ডুৱেল ছিমপ্লেক্স এলগৰিদম,இரட்டை சிம்ப்ளக்ஸ் அல்காரிதம்
ডুৱেল ছিমপ্লেক্স কৌশল,இரட்டை எளிய நுட்பம்
দ্বৈত স্থান,இரட்டை இடம்
ডুৱেল ভেৰিয়েবল,இரட்டை மாறி
দ্বৈত ভেক্টৰ স্থান,இரட்டை திசையன் இடம்
ডামি সূচী,போலி குறியீடு
ডামি চাবস্ক্ৰিপ্ট,போலி சந்தா
ডামি প্ৰত্যয়,போலி பின்னொட்டு
ডামি চলক,போலி மாறி
ডুপ্লিকেটৰ প্ৰক্ৰিয়া,நகல் செயல்முறை
গতিশীল,மாறும்
গতিশীল ব্যৱস্থা,இயக்க அமைப்பு
গতিশীল চাহিদা কাৰ্য্য,மாறும் தேவை செயல்பாடு
গতিশীল আৰ্হি,டைனமிக் மாதிரி
ডাইনামিক প্ৰগ্ৰেমিং,மாறும் நிரலாக்க
ডাইনামিক প্ৰগ্ৰেমিং পদ্ধতি,மாறும் நிரலாக்க அணுகுமுறை
ডাইনামিক প্ৰগ্ৰেমিং কৌশল,டைனமிக் நிரலாக்க நுட்பம்
গতিশীলতা,இயக்கவியல்
এটা কণিকাৰ গতিশীলতা,ஒரு துகள் இயக்கவியல்
কঠিন বস্তুৰ গতিশীলতা,திடமான உடல்களின் இயக்கவியல்
পৃথিৱী,பூமி
ভূমিকম্পৰ তীব্ৰতা,பூகம்பத்தின் தீவிரம்
কেন্দ্ৰীয়তা,விசித்திரத்தன்மை
গ্ৰহণ,கிரகணம்
অৰ্থনৈতিক পূৰ্বাভাস,பொருளாதார கணிப்பு
অৰ্থনীতিবিদ,பொருளாதார நிபுணர்
অৰ্থনীতি,பொருளாதார அளவியல்
অৰ্থনীতি,பொருளாதாரம்
প্ৰান্ত,விளிம்பு
উত্তল সমষ্টিৰ প্ৰান্ত,ஒரு குவிந்த தொகுப்பின் விளிம்பு
দক্ষতা কাৰক,செயல்திறன் காரணி
eigen মৌল,ஈஜென் உறுப்பு
eigen ফাংচন,ஈஜென் செயல்பாடு
eigen মান,ஈஜென் மதிப்பு
eigen মান সমীকৰণ,ஈஜென் மதிப்பு சமன்பாடு
eigen ভেক্টৰ,ஈஜென் திசையன்
ইলাষ্টিক,மீள்
ইলাষ্টিক ধ্ৰুৱক,மீள் மாறிலி
ইলাষ্টিক ভাৰসাম্য,மீள் சமநிலை
ইলাষ্টিকতা,நெகிழ்ச்சி
ইলাষ্টিক পৃষ্ঠ,நெகிழ்ச்சி மேற்பரப்பு
ইলেক্ট্ৰনিক কম্পিউটাৰ,மின்னணு கணினி
উপাদান,உறுப்பு
প্ৰাথমিক স্তম্ভ কাৰ্য্য,அடிப்படை நிரல் செயல்பாடு
প্ৰাথমিক পৰিঘটনা,ஆரம்ப நிகழ்வு
মৌলিক ফলন,அடிப்படை செயல்பாடு
প্ৰাথমিক কাৰ্য্য,அடிப்படை செயல்பாடு
প্ৰাথমিক ফলাফল,அடிப்படை முடிவு
মৌলিক সম্ভাৱনা নিয়ম,அடிப்படை நிகழ்தகவு சட்டம்
প্ৰাথমিক শাৰীৰ কাৰ্য্য,அடிப்படை வரிசை செயல்பாடு
নিষ্কাশন,ஒழிக்க
এনিমেচন পদ্ধতি,நீக்குதல் செயல்முறை
উপবৃত্তাকাৰ,நீள்வட்டம்
উপবৃত্তাকাৰ,நீள்வட்டம்
উপবৃত্তাকাৰ,நீள்வட்டம்
উপবৃত্তাকাৰ পৃষ্ঠ,நீள்வட்ட மேற்பரப்பு
উপবৃত্তাকাৰ দেহ,நீள்வட்ட உடல்
এম্বেডিং,உட்பொதித்தல்
নিৰ্গমন,உமிழ்வு
অভিজ্ঞতাভিত্তিক তথ্য,அனுபவ தரவு
অভিজ্ঞতাভিত্তিক সূত্ৰ,அனுபவ சூத்திரம்
অভিজ্ঞতাভিত্তিক সম্ভাৱনা,அனுபவ நிகழ்தகவு
অভিজ্ঞতাভিত্তিক সম্পৰ্ক,அனுபவ உறவு
খালী ছেট,வெற்று தொகுப்பு
আবদ্ধ কৰা হৈছে,மூடப்பட்டது
এনকোডিং,குறியாக்கம்
এণ্ডোমৰ্ফিজম,எண்டோமார்பிசம்
শেষ বিন্দু,இறுதி புள்ளி
শ্ৰেণীৰ ব্যৱধানৰ শেষ বিন্দু,வகுப்பு இடைவெளியின் இறுதிப் புள்ளி
শক্তি,ஆற்றல்
শক্তি গতিবেগ উপাদান,ஆற்றல் வேக கூறு
চলক প্ৰৱেশ কৰা,மாறி நுழைகிறது
গণনাযোগ্য গোট,எண்ணற்ற தொகுப்பு
গণনা,கணக்கீடு
সমান,சமமான
সমতা,சமத்துவம்
সমানে সম্ভাৱনা আছে,சமமாக வாய்ப்பு
সমান সম্ভাৱনা নিৰ্বাচন পদ্ধতি (=epsem),சம நிகழ்தகவு தேர்வு முறை (=epsem)
সমান কৰা,சமன்
সমীকৰণ,சமன்பாடு
প্ৰথম ডিগ্ৰীৰ সমীকৰণ,முதல் பட்டத்தின் சமன்பாடு
দ্বিতীয় ডিগ্ৰীৰ সমীকৰণ,இரண்டாம் பட்டத்தின் சமன்பாடு
তৃতীয় ডিগ্ৰীৰ সমীকৰণ,மூன்றாம் பட்டத்தின் சமன்பாடு
বিষুৱৰেখা,பூமத்திய ரேகை
সমঅবিৰত,சமமான
সমপক্ষীয়,சமபக்க
ভাৰসাম্যতা,சமநிலை
বলৰ ভাৰসাম্যতা,சக்திகளின் சமநிலை
ভাৰসাম্য বিন্দু,சமநிலை புள்ளி
সমতুল্যতা,சமத்துவம்
সমতুল্যতা শ্ৰেণী,சமநிலை வகுப்பு
সমতুল্যতা সম্পৰ্ক,சமமான உறவு
সমান্তৰাল,இணையான
সমতুল্য মেট্ৰিক্স,சமமான அணி
সমতুল্য গোট,சமமான தொகுப்பு
ergodicity,எர்கோடிசிட்டி
আঁসোৱাহ,பிழை
ভুল বিশ্লেষণ,பிழை பகுப்பாய்வு
ভুল ক&#39;ড,பிழை குறியீடு
ভুল সহগ,பிழை குணகம்
গড় বৰ্গৰ ভুল,சராசரி சதுரத்தின் பிழை
প্ৰথম ধৰণৰ ভুল,முதல் வகை பிழை
দ্বিতীয় প্ৰকাৰৰ ভুল,இரண்டாவது வகையான பிழை
পলায়নৰ সম্ভাৱনা,தப்பிக்கும் நிகழ்தகவு
পলায়নৰ বেগ,தப்பிக்கும் வேகம்
ই শ্বমিটৰ অৰ্থগনালাইজেচন প্ৰক্ৰিয়া,E. ஷ்மிட்டின் ஆர்த்தோகனலைசேஷன் செயல்முறை
বৰ্ণনা কৰা বৃত্ত,குறிப்பிடப்பட்ட வட்டம்
আৱশ্যকীয়,அத்தியாவசியமான
মূলতঃ অনন্য,அடிப்படையில் தனித்துவமானது
অনুমানিক,மதிப்பீடு
অনুমান পদ্ধতি,மதிப்பீட்டு முறை
ইউক্লিডীয় স্থানাংক,யூக்ளிடியன் ஒருங்கிணைப்பு
ইউক্লিডীয় ডমেইন,யூக்ளிடியன் களம்
ইউক্লিডীয় জ্যামিতি,யூக்ளிடியன் வடிவியல்
ইউক্লিডীয় n-স্থান,யூக்ளிடியன் n-வெளி
ইউক্লিডীয় সমতল,யூக்ளிடியன் விமானம்
অইলাৰৰ উপপাদ্য,ஆய்லரின் தேற்றம்
মূল্যায়ন কৰা,மதிப்பீடு
যুগ্ম,கூட
আনকি বক্ৰতাও,கூட வளைவு
আনকি কাৰ্য্যও,கூட செயல்பாடு
আনকি একাধিক,கூட பல
যুগ্ম সংখ্যা,இரட்டைப்படை எண்
আনকি অদ্ভুত প্ৰতিসমতাও,ஒற்றைப்படை சமச்சீர்
আনকি ক্ৰমবিন্যাসও,வரிசைமாற்றம் கூட
কাৰ্যক্ৰম,நிகழ்வு
আনকি শব্দটোও,கூட கால
সঠিক,சரியான
সঠিক কাই-স্কেয়াৰ পৰীক্ষা,சரியான சி-சதுர சோதனை
সঠিক পাৰ্থক্য,சரியான வேறுபாடு
সঠিক সমীকৰণ,சரியான சமன்பாடு
উদাহৰণ,உதாரணமாக
বিনিময়,பரிமாற்றம்
বিস্তৃত ইভেন্ট,முழுமையான நிகழ்வு
অস্তিত্বৰ স্বতন্ত্ৰতা,இருப்பு கோட்பாடு
অস্তিত্বৰ সম্ভাৱনা(= a priori probability),இருப்பு நிகழ்தகவு (= ஒரு முதன்மை நிகழ்தகவு)
অস্তিত্ব উপপাদ্য,இருப்பு தேற்றம்
বহিৰ্জাতীয় চলক,வெளிப்புற மாறி
সম্প্ৰসাৰণ,விரிவாக்கம்
প্ৰত্যাশা কাৰ্য্য,எதிர்பார்ப்பு செயல்பாடு
আশা কৰা কম্পাঙ্ক,எதிர்பார்க்கப்படும் அதிர்வெண்
আশা কৰা মূল্য,எதிர்பார்க்கப்படும் மதிப்பு
পৰীক্ষণ,பரிசோதனை
পৰীক্ষামূলক ভুল,சோதனை பிழை
ব্যাখ্যা,விளக்கம்
স্পষ্ট সমীকৰণ,வெளிப்படையான சமன்பாடு
স্পষ্ট ৰূপ,வெளிப்படையான வடிவம்
স্পষ্ট ফলন,வெளிப்படையான செயல்பாடு
স্পষ্ট সমাধান,வெளிப்படையான தீர்வு
ঘাতক,அடுக்கு
ঘাতীয় বক্ৰ,அதிவேக வளைவு
ঘাতীয় ঘনত্ব ফলন,அதிவேக அடர்த்தி செயல்பாடு
ঘাতীয় বিতৰণ,அதிவேக விநியோகம்
ঘাতীয় সমীকৰণ,அதிவேக சமன்பாடு
ঘাতীয় ফলন,அதிவேக செயல்பாடு
ঘাতীয় বৃদ্ধি,அதிவேகமான வளர்ச்சி
ঘাতীয় নিয়ম,அதிவேக சட்டம்
ঘাতীয় মানচিত্ৰ,அதிவேக வரைபடம்
ঘাতীয় শৃংখলা,அதிவேக தொடர்
অভিব্যক্তি,வெளிப்பாடு
বৰ্ধিত ব্যৱধান,நீட்டிக்கப்பட்ட இடைவெளி
বৰ্ধিত বাস্তৱ ৰেখা,நீட்டிக்கப்பட்ட உண்மையான வரி
বৰ্ধিত বাস্তৱ সংখ্যা ব্যৱস্থা,நீட்டிக்கப்பட்ட உண்மையான எண் அமைப்பு
এটা মেপিঙৰ সম্প্ৰসাৰণ,மேப்பிங்கின் நீட்டிப்பு
বাহ্যিক কোণ,வெளிப்புற கோணம்
বাহিৰৰ অংশ,வெளிப்புற பகுதி
বাহ্যিক বিন্দু,வெளிப்புற புள்ளி
বাহ্যিক,வெளிப்புற
ট্ৰেণ্ড ভেলুৰ এক্সট্ৰাপ&#39;লেচন,போக்கு மதிப்பின் விரிவாக்கம்
এক্সট্ৰাপলেচন কৌশল,எக்ஸ்ட்ராபோலேஷன் நுட்பம்
চৰম মান,தீவிர மதிப்பு
চৰম,தீவிர
চৰম বিন্দু,தீவிர புள்ளி
উত্তল সমষ্টিৰ চৰম বিন্দু,குவிந்த தொகுப்பின் தீவிர புள்ளி
এটা ফলনৰ চৰম,ஒரு செயல்பாட்டின் உச்சம்
চৰম সম্পত্তি,தீவிர சொத்து
চেহেৰা,முகம்
মুখৰ মূল্য,முக மதிப்பு
কাৰক,காரணி
কাৰক বিশ্লেষণ,காரணி பகுப்பாய்வு
ফ্যাক্টৰ কৰা হৈছে,காரணியாக்கப்பட்டது
ফেক্টৰিয়েল,காரணியான
ফেক্টৰিয়েল ডিজাইন,காரணி வடிவமைப்பு
ফ্যাক্টৰাইজেচন,காரணியாக்கம்
ফ্যাক্টৰাইজ,காரணியாக்கு
ন্যায্য খেল,நியாயமான விளையாட்டு
মিছা,பொய்
পৰিয়াল,குடும்பம்
বৃত্তৰ পৰিয়াল,வட்டங்களின் குடும்பம்
পৰিয়ালৰ বক্ৰতা,குடும்ப வளைவுகள்
কাৰ্য্যসমূহৰ পৰিয়াল,செயல்பாடுகளின் குடும்பம்
ৰেখাৰ পৰিয়াল,வரிகளின் குடும்பம்
ফেক্সিমিল,முகநூல்
F-বিতৰণ,எஃப்-விநியோகம்
সম্ভৱপৰ মৌলিক সমাধান,சாத்தியமான அடிப்படை தீர்வு
সম্ভৱপৰ সমাধান,சாத்தியமான தீர்வு
মতামত,பின்னூட்டம்
ফাৰ্মেট নীতি,ஃபெர்மாட் கொள்கை
ফাৰ্মেটৰ উপপাদ্য,ஃபெர்மட்டின் தேற்றம்
ফাৰ্মি-ডিৰাকৰ পৰিসংখ্যা,ஃபெர்மி-டிராக் புள்ளிவிவரங்கள்
ফিবোনাচি নম্বৰ,ஃபைபோனச்சி எண்
ফিবোনাচি ছিৰিজ,ஃபைபோனச்சி தொடர்
ক্ষেত্ৰ,களம்
চূড়ান্ত বেগ,இறுதி வேகம்
সসীম,வரையறுக்கப்பட்ட
সসীম ভিত্তি,வரையறுக்கப்பட்ட அடிப்படை
সসীম দশমিক,வரையறுக்கப்பட்ட தசம
সসীম পাৰ্থক্য,வரையறுக்கப்பட்ட வேறுபாடு
সসীম পাৰ্থক্য পদ্ধতি,வரையறுக்கப்பட்ட வேறுபாடு முறை
সসীম মাত্ৰিক,வரையறுக்கப்பட்ட பரிமாணம்
সসীম মাত্ৰিক ভেক্টৰ স্থান,வரையறுக்கப்பட்ட பரிமாண திசையன் இடம்
সসীম খেল,வரையறுக்கப்பட்ட விளையாட்டு
সসীম জ্যামিতি,வரையறுக்கப்பட்ட வடிவியல்
সসীম ছেদ,வரையறுக்கப்பட்ட குறுக்குவெட்டு
সসীম বহুত,வரையறுக்கப்பட்ட பல
সসীম মাৰ্কভ শৃংখল,வரையறுக்கப்பட்ட மார்கோவ் சங்கிலி
সসীমতা প্ৰমাণ,finiteness ஆதாரம்
সসীম সংখ্যা,வரையறுக்கப்பட்ட எண்
সসীম জনসংখ্যা,வரையறுக்கப்பட்ட மக்கள் தொகை
সসীম সম্ভাৱনা,வரையறுக்கப்பட்ட நிகழ்தகவு
সসীম শৃংখলা,வரையறுக்கப்பட்ட தொடர்
সসীম গোট,வரையறுக்கப்பட்ட தொகுப்பு
সসীম বেগ,வரையறுக்கப்பட்ட வேகம்
সসীম আয়তন,வரையறுக்கப்பட்ட அளவு
ফিটিং,பொருத்தி
বক্ৰৰ ফিটিং,வளைவு பொருத்துதல்
সৰলৰেখাৰ ফিটিং,நேர்கோட்டின் பொருத்துதல்
স্থিৰ বিন্দু উপপাদ্য,நிலையான புள்ளி தேற்றம்
স্থিৰ নমুনা,நிலையான மாதிரி
উৰণৰ বেগ,விமான வேகம்
ভাসমান বিন্দু গাণিতিক,மிதக்கும் புள்ளி எண்கணிதம்
ফ্লটিং পইণ্ট চিষ্টেম,மிதக்கும் புள்ளி அமைப்பு
ফ্ল&#39; চাৰ্ট,ஓட்ட விளக்கப்படம்
প্ৰবাহৰ বেগ,ஓட்டம் வேகம்
তৰল গতিবিদ্যা,திரவ இயக்கவியல்
focal,குவிய
ফোকাচ কৰ্ড,குவிய நாண்
ফোকাচ দূৰত্ব,குவிய தூரம்
ফোকাচ দৈৰ্ঘ্য,குவியத்தூரம்
ধ্যান কেন্দ্ৰিত,கவனம்
ফুট,கால்
লম্বৰ ফুট,செங்குத்தாக அடி
মাধ্যাকৰ্ষণ বল,புவியீர்ப்பு விசை
পূৰ্বাভাস কৰা,முன்னறிவிப்பு
সূত্ৰ,சூத்திரம்
প্ৰস্তুত কৰা,முறைப்படுத்து
প্ৰস্তুতি,உருவாக்கம்
ফৰৱাৰ্ড পাৰ্থক্য,முன்னோக்கி வேறுபாடு
ফৰৱাৰ্ড ইন্টাৰপ&#39;লেচন,முன்னோக்கி இடைச்செருகல்
গণিতৰ ভেটি,கணிதத்தின் அடித்தளம்
ফুৰিয়েৰৰ বিশ্লেষণ,ஃபோரியரின் பகுப்பாய்வு
ফুৰিয়েৰৰ ছিৰিজ,ஃபோரியரின் தொடர்
ফুৰিয়েৰৰ ৰূপান্তৰ,ஃபோரியரின் மாற்றம்
ভগ্নাংশ,பின்னம்
ভগ্নাংশ স্থানাংক,பகுதி ஒருங்கிணைப்பு
ভগ্নাংশ সংখ্যা,பின்ன எண்
ভগ্নাংশ প্ৰগ্ৰেমিং,பகுதி நிரலாக்கம்
মুক্ত পথ,இலவச பாதை
মুক্ত ভেক্টৰ,இலவச திசையன்
কম্পনাংক,அதிர்வெண்
কম্পাঙ্ক স্তম্ভ,அதிர்வெண் நெடுவரிசை
কম্পাঙ্ক বক্ৰ,அதிர்வெண் வளைவு
কম্পাঙ্ক বিতৰণ,அதிர்வெண் விநியோகம்
কম্পাঙ্ক হিষ্টোগ্ৰাম,அதிர்வெண் ஹிஸ்டோகிராம்
সংঘটিত হোৱাৰ কম্পাঙ্ক,நிகழ்வின் அதிர்வெண்
কম্পাঙ্ক বহুভুজ,அதிர்வெண் பலகோணம்
কম্পাঙ্ক টেবুল,அதிர்வெண் அட்டவணை
frustum,விரக்தி
এটা পিৰামিডৰ frustum,ஒரு பிரமிட்டின் விரக்தி
এটা গোলকৰ frustum,ஒரு கோளத்தின் விரக்தி
সম্পূৰ্ণ সম্প্ৰসাৰণ,முழு விரிவாக்கம்
অনুষ্ঠান,செயல்பாடு
কাৰ্য্যকৰী বিশ্লেষণ,செயல்பாட்டு பகுப்பாய்வு
মৌলিক,அடிப்படை
মৌলিক উপপাদ্য,அடிப்படை தேற்றம்
বীজগণিতৰ মৌলিক উপপাদ্য,இயற்கணிதத்தின் அடிப்படை தேற்றம்
তাৰকাৰাজ্য,விண்மீன் மண்டலம்
গেল&#39;ইছ ফিল্ড,கலோயிஸ் புலம்
গেল&#39;ইছ গ্ৰুপ,கலோயிஸ் குழு
জুৱাৰীৰ ধ্বংসাৱশেষ,சூதாடியின் அழிவு
খেল আৰু গতি,விளையாட்டு மற்றும் நகர்வு
খেলৰ সুযোগ,வாய்ப்பு விளையாட்டு
পাশাৰ খেল,பகடை விளையாட்டு
গেম তত্ত্ব,விளையாட்டு கோட்பாடு
নিখুঁত ৰিকালৰ সৈতে গেমসমূহ,சரியான நினைவுடன் கூடிய விளையாட்டுகள்
গেম মূল্য,விளையாட்டு மதிப்பு
গামা ফাংচন,காமா செயல்பாடு
গাউছ-আৰ্গাণ্ড সমতল,காஸ்-அர்கண்ட் விமானம்
গাউছিয়ান বক্ৰ,காஸியன் வளைவு
গাউছিয়ান এলিমিনেচন,காஸியன் நீக்கம்
গাউছিয়ান সমতল,காஸியன் விமானம்
গাউছ-জৰ্ডান হ্ৰাস,காஸ்-ஜோர்டான் குறைப்பு
সাধাৰণ গোচৰ,பொது வழக்கு
সাধাৰণ অভিসৰণ উপপাদ্য,பொது ஒருங்கிணைப்பு தேற்றம்
সাধাৰণ সমীকৰণ,பொது சமன்பாடு
সাধাৰণ কাৰক,பொது காரணி
সাধাৰণ ৰূপ,பொது வடிவம்
সাধাৰণ সূত্ৰ,பொது சூத்திரம்
সাধাৰণ খেল,பொது விளையாட்டு
সাধাৰণ অনুমান,பொது அனுமானம்
সাধাৰণ অখণ্ড,பொது ஒருங்கிணைப்பு
সাধাৰণীকৰণ,பொதுமைப்படுத்தல்
সাধাৰণীকৃত সংগত আইন,பொதுவான இணை சட்டம்
সাধাৰণীকৃত ধাৰাবাহিকতা অনুমান,பொதுவான தொடர்ச்சியான கருதுகோள்
সাধাৰণীকৃত উত্তল ফলন,பொதுவான குவிந்த செயல்பாடு
সাধাৰণীকৃত স্থানাংক,பொதுவான ஆயத்தொகுப்புகள்
সাধাৰণীকৃত আইগেন মূল্যৰ সমস্যা,பொதுவான ஈஜென் மதிப்பு சிக்கல்
সাধাৰণ অভিসৰণ উপপাদ্য,பொது ஒருங்கிணைப்பு தேற்றம்
সাধাৰণ সমীকৰণ,பொது சமன்பாடு
সাধাৰণ কাৰক,பொது காரணி
সাধাৰণ ৰূপ,பொது வடிவம்
সাধাৰণ সূত্ৰ,பொது சூத்திரம்
সাধাৰণ খেল,பொது விளையாட்டு
সাধাৰণ অনুমান,பொது அனுமானம்
সাধাৰণ অখণ্ড,பொது ஒருங்கிணைப்பு
সাধাৰণীকৰণ,பொதுமைப்படுத்தல்
সাধাৰণীকৃত সংগত আইন,பொதுவான இணை சட்டம்
সাধাৰণীকৃত ধাৰাবাহিকতা অনুমান,பொதுவான தொடர்ச்சியான கருதுகோள்
সাধাৰণীকৃত উত্তল ফলন,பொதுவான குவிந்த செயல்பாடு
সাধাৰণীকৃত স্থানাংক,பொதுவான ஆயத்தொகுப்புகள்
সাধাৰণীকৃত আইগেন মূল্যৰ সমস্যা,பொதுவான ஈஜென் மதிப்பு சிக்கல்
জেনেৰিক নাম,பொதுப்பெயர்
পৃষ্ঠৰ প্ৰজাতি,மேற்பரப்பு இனம்
জিঅ&#39;ডেচিক,புவியியல்
জ্যামিতিক,வடிவியல்
জ্যামিতিক নিৰ্মাণ,வடிவியல் கட்டுமானம்
জ্যামিতিক গড়,வடிவியல் சராசரி
জ্যামিতিক বহুগুণতা,வடிவியல் பெருக்கம்
জ্যামিতিক সম্ভাৱনা,வடிவியல் நிகழ்தகவு
জ্যামিতিক অগ্ৰগতি,வடிவியல் முன்னேற்றம்
জ্যামিতিক শৃংখলা,வடிவியல் தொடர்
জ্যামিতিক আকৃতি,வடிவியல் வடிவம்
জ্যামিতিক গাণিতিক শৃংখলা,வடிவியல் எண்கணிதத் தொடர்
জ্যামিতি,வடிவியல்
গোলকীয় সৰ্বোচ্চ,உலகளாவிய அதிகபட்சம்
গোলকীয় সম্পত্তি,உலகளாவிய சொத்து
গোলকীয় নূন্যতম,உலகளாவிய குறைந்தபட்சம்
গোলকীয় অনুকূল,உலகளாவிய உகந்தது
গোলকীয় সম্পত্তি,உலகளாவிய சொத்து
গ্লোবেল চেডেল পইণ্ট,உலகளாவிய சேணம் புள்ளி
ফিটৰ ভালপোৱা,பொருத்தத்தின் நன்மை
গ্ৰেড সম্পৰ্ক,தர தொடர்பு
গ্ৰেড কৰা তথ্য,தரப்படுத்தப்பட்ட தரவு
গ্ৰেডিয়েন্ট,சாய்வு
গ্ৰেডিয়েন্ট ঘনত্ব,சாய்வு அடர்த்தி
ৰেখাৰ গ্ৰেডিয়েণ্ট,கோட்டின் சாய்வு
বেগৰ গ্ৰেডিয়েণ্ট,வேகத்தின் சாய்வு
গ্ৰেডিয়েন্ট ভেক্টৰ,சாய்வு திசையன்
গ্ৰেডিয়েন্ট বেগ,சாய்வு வேகம்
গ্ৰেডিং,தரப்படுத்துதல்
গ্ৰেডিং বিশ্লেষণ,தர பகுப்பாய்வு
গ্ৰাম,கிராம்
গ্ৰাম নিৰ্ণায়ক,கிராம் தீர்மானிப்பான்
গ্ৰাম - শ্বমিট অৰ্থগনালাইজেচন প্ৰক্ৰিয়া,கிராம் - ஷ்மிட் ஆர்த்தோகனலைசேஷன் செயல்முறை
গ্ৰেণ্ড মিন,பெரிய சராசரி
সৰ্বমুঠ,பெரும் மொத்தம்
গ্ৰাফ,வரைபடம்
গ্ৰাফিক,வரைகலை
গ্ৰাফিকেল,வரைகலை
চিত্ৰাঙ্কিত গণনা,வரைகலை கணக்கீடு
গ্ৰাফিকেল নিৰ্মাণ,வரைகலை கட்டுமானம்
চিত্ৰাঙ্কিত সংহতি,வரைகலை ஒருங்கிணைப்பு
গ্ৰাফিকেল ইন্টাৰপলেচন,வரைகலை இடைச்செருகல்
গ্ৰাফিকেল পদ্ধতি,வரைகலை முறை
চিত্ৰাঙ্কিত উপস্থাপন,வரைகலை பிரதிநிதித்துவம்
গ্ৰাফিক এক্সপ্ৰেচন,வரைகலை வெளிப்பாடு
গ্ৰাফ পেপাৰ,வரைபட தாள்
মহাকৰ্ষণ,ஈர்ப்பு
মহাকৰ্ষণীয় ত্বৰণ,ஈர்ப்பு முடுக்கம்
মহাকৰ্ষণীয় আকৰ্ষণ,ஈர்ப்பு ஈர்ப்பு
মহাকৰ্ষণীয় ধ্ৰুৱক,ஈர்ப்பு மாறிலி
মহাকৰ্ষণীয় বক্ৰতা,ஈர்ப்பு வளைவு
মহাকৰ্ষণ বল,புவியீர்ப்பு விசை
মহাকৰ্ষণীয় টান,ஈர்ப்பு விசை
মাধ্যাকৰ্ষণ ক্ষমতা,புவியீர்ப்பு
মহান ভালুক,பெரிய கரடி
মহান বৃত্ত,பெரிய வட்டம்
মহান - বৃত্ত সমতল,பெரிய வட்ட விமானம்
গ্ৰেট চাৰ্কল ৰুট,பெரிய வட்ட பாதை
সৰ্বোচ্চ সাধাৰণ পৰিমাপ,மிகப்பெரிய பொதுவான நடவடிக்கை
সৰ্বশ্ৰেষ্ঠ উপাদান,மிகப்பெரிய உறுப்பு
সৰ্বোচ্চ নিম্ন সীমা,மிகப் பெரிய கீழ் எல்லை
ডাঙৰ সংখ্যা,பெரிய எண்
মহান ত্ৰিভুজ,பெரிய முக்கோணம்
গ্ৰেগৰিয়ান কেলেণ্ডাৰ,கிரேக்க நாட்காட்டி
গ্ৰেগৰিয়ান সংশোধন,கிரிகோரியன் திருத்தம்
গ্ৰেগৰী সূত্ৰ,கிரிகோரி சூத்திரம்
গ্ৰেগৰী - নিউটনৰ সূত্ৰ,கிரிகோரி - நியூட்டன் சூத்திரம்
গ্ৰেগৰী ছিৰিজ,கிரிகோரி தொடர்
গোটেই অংশ,மொத்த
স্থূল সম্পৰ্ক,மொத்த தொடர்பு
স্থূল ভুল,மொத்த பிழை
মুঠ আয়,மொத்த வருமானம் ரூ
গোট,குழு
গোট স্বৰূপতা,குழு ஆட்டோமார்பிசம்
গোটৰ স্বতন্ত্ৰতা,குழு கோட்பாடு
গোট নিয়ন্ত্ৰণ,குழு கட்டுப்பாடு
গোট কৰা শৃংখলা,தொகுக்கப்பட்ட தொடர்
প্ৰতিসমতাৰ গোট,சமச்சீர் குழு
ৰূপান্তৰৰ গোট,மாற்றத்தின் குழு
গ্ৰুপ&#39;ইড,குழுவாக
গোট তাত্ত্বিক ধাৰণা,குழு தத்துவார்த்த அனுமானம்
গোট তত্ত্ব,குழு கோட்பாடு
বৃদ্ধি,வளர்ச்சி
বৃদ্ধিৰ সূত্ৰ,வளர்ச்சி சூத்திரம்
বৃদ্ধিৰ হাৰ,வளர்ச்சி விகிதம்
g-পৰিসংখ্যা,g-புள்ளிவிவரம்
অনুমান কৰা গড়,சராசரியாக யூகிக்கப்பட்டது
হাফ এডাৰ,அரை சேர்ப்பான்
আধা মুকলি ব্যৱধান,பாதி திறந்த இடைவெளி
আধা স্থান,அரை இடம்
হেমিল্টন কেলি উপপাদ্য,ஹாமில்டன் கேலி தேற்றம்
