Hindi,Assamese
"वस्त्र, परिधान",ইফোদ
"दंडाधीश, एफोर",এফোৰ
वीरयुग,মহাকাব্যিক যুগ
महाकाव्य-नायक,মহাকাব্যিক নায়ক
पुरालेख,এপিগ্ৰাফ
बिशपतंत्र,এপিস্কোপেচি
विशप-पीठ,এপিস্কোপেট
घटना,খণ্ড
युग,যুগ
युगांतरकारी घटना,যুগ সৃষ্টিকাৰী অনুষ্ঠান
युग-प्रवर्तक व्यक्ति,যুগ সৃষ্টিকাৰী মানুহ
नाम-स्रोत,ইপ&#39;নিম
अश्वपाल,ইকুৱেৰী
2. एक्यरी,ইকুৱেৰী
अश्वारोही मूर्ति,অশ্বাৰোহীৰ মূৰ্তি
"काल, संवत्",যুগ
दास-कारागार,এৰগাষ্টুলাম
यूखेरिस्त,ইউখাৰিষ্ট
"शुभ संदेशवाद, इंजीलवाद",ইভানজেলিজম
इंजीली आंदोलन,ইভানজেলিকেল আন্দোলন
"इंजीली प्रचारक, इंजीलवादी",ইভানজেলিষ্ট
एक्सार्क,Exarch
"निष्कासितों का शासक, निर्वासितों का शासक",এক্সাইলাৰ্ক
फैलेंजवादी,ফেলেংগিষ্ট
() पितृभूमि,পিতৃ ভূমি
(2) स्वदेश,পিতৃ ভূমি
पर्व,ফেৰিয়া
जड़-पूजा,ফেটিছ
सामंती-क्षेत्र,সামন্তীয় হোল্ডিংছ
"सामंतवाद, सामंतशाही",সামন্তবাদ (=সামন্তীয় ব্যৱস্থা)
सामंती व्यवस्था,সামন্তীয় ব্যৱস্থা
सामंत,সামন্তীয়
धर्मत्राता,ফিডেই ডিফেন্সৰ (=বিশ্বাসৰ ৰক্ষক)
जागीर,ফিফ
क्षेत्र-व्यवस्था,ক্ষেত্ৰ ব্যৱস্থা
पंचदशांश कर,পোন্ধৰতম কৰ
नाम मात्र का अध्यक्ष,চিত্ৰৰ মূৰ
अवसानमुखी शताब्दी,ফিন ডি ছিকেল
फायर ईटर,জুই খোৱা
पाँच मील अधिनियम,পাঁচ মাইল আইন
"पताका, ध्वज",পতাকা
जुपिटर के पुजारी,ফ্লেমেন ডায়েলিছ
मार्स के पुजारी,ফ্লেমেন মাৰ্চিয়ালিছ
"दीप्त शिला, जलती मशाल",জ্বলি থকা টৰ্চ
"पार्श्व, बाजू",ফ্লেংক
"तुलुग़मा, पार्श्वग्राह",ফ্লেংকিং মুভমেণ্ট
उन्नतिशील सभ्यता,ফুলি উঠা সভ্যতা
नदी संबंधी विश्वास,নদীবাদী বিশ্বাস
"लोक-देवता, जन-देवता",লোক দেৱতা
जन-देवी,লোক দেৱী
लोक-स्मृति,লোক স্মৃতি
लोक कथा,লোক মিথ (=folklore)
रसदमारी धावा,খাদ্য বিচাৰি ফুৰা
धावा,আক্ৰমণ
"पुरखा, पूर्वज",পূৰ্বপুৰুষ
"पूर्वज, पुरखा",পূৰ্বপুৰুষ
पूर्वगामी,আগশাৰীৰ
"जोखिम दल, अग्रदल",নিঃসংগ আশা
निर्माण-अवस्था,গঠনমূলক পৰ্যায়
"किला, दुर्ग, गढ़",দুৰ্গ
क़िलाबंदी,দুৰ্গ নিৰ্মাণ
"प्राचीरयुक्त नगर, परकोटेवाला नगर",দুৰ্গম চহৰ
"दुर्ग, कोटला, गढ़ी",দুৰ্গ
फॉर्चूना,ফৰ্তুনা
रोमन फोरम,ফ&#39;ৰাম ৰোমানম
फ्रांसिस श्रमण,ফ্ৰান্সিস্কান
मध्यवर्गीय ज़मींदार,ফ্ৰেংকলিন
भ्रातृघातक युद्ध,ভাতৃঘাতী যুদ্ধ
"स्वतंत्र चर्च, अबद्ध गिरजा",ফ্ৰী চাৰ্চ
"उन्मुक्त भूमिधर, स्वतंत्र माफीदार",ফ্ৰীহোল্ডাৰ
() शस्त्रोपजीवी सैनिक,ফ্ৰীলান্স সৈনিক
(2) स्वच्छंद सैनिक,ফ্ৰীলান্স সৈনিক
() स्वाधीन नागरिक,ফ্ৰীমেন
(2) पर्ण नागरिक,ফ্ৰীমেন
दस्तक,ফ্ৰীপাছ
फ्रांसीसी क्रांति,ফৰাচী বিপ্লৱ
भिक्षु,ফ্ৰাইয়াৰ
फ्रिजी भृतक सैनिक,ফ্ৰিয়াছিয়ান ভাড়াতীয়া
सीमांतवासी व्यक्ति,সীমান্ত&#39;এ মানুহ
"दीर्घ नौपोत, दीर्घ नौका",গেলিয়ন
"फ्राँसीसी, गॉलीय व्यक्ति",গ্যালিকান (=গ্যালিকানিষ্ট)
गैलीयवाद,গ্যালিকানিজম
"दुर्ग सेना, गैरिसन",গেৰিছন
गॉल,গল
"() लौह हस्तक, धातु का दस्ताना",গাউণ্টলেট
(2) हस्त-कवच,গাউণ্টলেট
() सावन-भादों,গেজেবো
(2) धारागृह,গেজেবো
(3) झरोखा,গেজেবো
वंशावली-इतिहास,বংশাৱলীৰ ইতিহাস
"वंशावली-इतिहास, वंशावली अभिलेख",বংশাৱলীৰ ৰেকৰ্ড
"वंशसारणी, वंशावली",বংশাৱলীৰ তালিকা
वंश-वृक्ष,বংশাৱলীৰ গছ
"वंशावली, वंश-वृक्ष",বংশাৱলী
2. वंशिकी,বংশাৱলী
पीढ़ी,প্ৰজন্ম
"जन-संहार, जाति-संहार",গণহত্যা
() सामान्य जन,অনা-ইহুদী
(2) गैर यहूदी,অনা-ইহুদী
(3) ईसाई,অনা-ইহুদী
(4) मूर्त‍ि पूजक,অনা-ইহুদী
"() घेटो, यहूदी बस्ती",গেট্টো
(2) पृथक बस्ती,গেট্টো
"टिकटी, फाँसी का तख्ता",গিবেট
श्रेणी,গিল্ড (=গিল্ড)
"खड्गमल्ल, असिक्रीड़क",গ্লেডিয়েটাৰ
गौरवमय क्रांति,গৌৰৱময় বিপ্লৱ
तातारी महासंघ,গোল্ডেন হৰ্ড
"यूरोपीय सहबंध, यूरोपीय संश्रय",গ্ৰেণ্ড এলায়েন্স
अमीर,গ্ৰেণ্ডী
() तुर्की का सुल्तान,গ্ৰেণ্ড চাইন&#39;ৰ
(2) महासामंत,গ্ৰেণ্ড চাইন&#39;ৰ
महा गृहयुद्ध,মহান গৃহযুদ্ধ
(महात्मा बुद्ध का) महाभिनिष्क्रमण,মহান প্ৰস্থান (বুদ্ধৰ)
बृहत्तर भारत,বৃহত্তৰ ভাৰত
बृहत यूनान,গ্ৰেট হেলাছ
ग्रेट होर्ड,গ্ৰেট হৰ্ড
महाभिनिष्क्रमण,মহান পৰিত্যাগ (=মহান প্ৰস্থান)
"राज-मुद्रा, राजा की मुहर",গ্ৰেট ছিল
महाप्रवासन,গ্ৰেট ট্ৰেক
महायान,গ্ৰেট ভেহিকেল
"चीन की महाप्राचीर, चीन की विशाल दीवार",চীনৰ গ্ৰেট ৱাল
"पिंडलीत्राण, पिंडलीकवच",গ্ৰেভ
() रक्षक कक्ष,গাৰ্ড-চেম্বাৰ
(2) रक्षक चौकी,গাৰ্ড-চেম্বাৰ
(3) अस्थायी कारावास,গাৰ্ড-চেম্বাৰ
गुप्त वंश,গুপ্তাছ
() संत चरित संग्रह,হেজিঅ’গ্ৰাফী
(2) संत चरित लेखन,হেজিঅ’গ্ৰাফী
() संत चरित,হেজিঅ’লজি
(2) संत साहित्य,হেজিঅ’লজি
दीवाने ख़ास,ব্যক্তিগত দৰ্শকৰ হল
"दीवाने आम, आम दरबार",ৰাজহুৱা দৰ্শকৰ হল
"शस्त्रांकित पट्टिका, कुल-चिह्नाँकित पट्टिका",হেচমেণ্ট
() अवधर्मी,হেথেন
"(2) क़ाफिर, बुतपरस्त",হেথেন
देव-पूजा,হেথেনিজম
हिज़र,হেগিৰা (হেজেৰা)
यूनानी संस्कृति,হেলেনিজম
"भूमिदास, दास",হেলট
कुल-चिह्रांकन कला,হেৰাল্ড্ৰি
विरासत,ঐতিহ্য
चित्रात्मक रेखीय अक्षर या प्रतीक,হাইৰ’গ্লিফিক ৰৈখিক আখৰ
चित्रात्मक लिपि,হাইৰ&#39;গ্লিফিক লিপি
हाई चर्च,হাই চাৰ্চ
हाई लैन्डर,হাই লেণ্ডাৰ
हिंदू धर्म,হিন্দু ধৰ্ম
() इतिहासज्ञ,ইতিহাসবিদ
(2) इतिहासकार,ইতিহাসবিদ
ऐतिहासिक भौतिकवाद,ঐতিহাসিক বস্তুবাদ
ऐतिहासिक युग ऐतिहासिक काल,ঐতিহাসিক যুগ
ऐतिहासिक सीमांत,ঐতিহাসিক সীমান্ত
इतिहास-लेखक,ইতিহাসবিদ
2. इतिवृत्त लेखक,ইতিহাসবিদ
इतिहास-लेखनकला,ইতিহাস লেখা
2. इतिहास-लेखन,ইতিহাস লেখা
इतिहास,ইতিহাস
हित्ती साम्राज्य,হিট্টী সাম্ৰাজ্য
"पवित्र मैत्री, पवित्र सहबंध",পবিত্ৰ মিত্ৰতা
"() पुण्य पुरी, पवित्र नगर",পবিত্ৰ নগৰ
(2) होली सिटी,পবিত্ৰ নগৰ
() पुण्य भूमि,পবিত্ৰ ভূমি
(2) होली लैंड,পবিত্ৰ ভূমি
"() होली लीग, पवित्र संघ",হলি লীগ
"() सन्  से  ईo की अवधि में, पोप जूलियस द्वितीय (पदकाल सन् - ईo) ने फ्रांसिसियों को इटली से निष्कासित करने के उद्देश्य से इटली के नगर राज्य वेनिस को विजित कर और स्पेन के फर्डिनेन्ड (सन् - ईo) के साथ मिलकर पवित्र संघ की स्थापना की। आगे चलकर इंग्लैंड के राजा हेनरी अष्टम (सन् -) और सम्राट मैक्सिमिलियन प्रथम् (पदकाल सन् - ईo) भी संघ में सम्मिलित हो गए। हेनरी अष्टम् ने ‘एड़ युद्ध’ (बैटिल आफ द स्पर्स) में फ्रांसीसियों को पराजित किया और यह संघ भी उसी के साथ समाप्त हो गया।",হলি লীগ
"पवित्र रोमन साम्राज्य, रोम का धर्म-राज्य",পবিত্ৰ ৰোমান সাম্ৰাজ্য (=The Empire)
() पोप का अधिकार-क्षेत्र,পবিত্ৰ সাগৰ
(2) धर्ममंडल,পবিত্ৰ সাগৰ
जिहाद,পবিত্ৰ যুদ্ধ
2. धर्म-युद्ध,পবিত্ৰ যুদ্ধ
बर्तानिया सरकार,গৃহ চৰকাৰ
"होम गार्ड, गृह रक्षक दल",হোম গাৰ্ড
स्वदेश,গৃহভূমি
स्वशासन,গৃহ শাসন
होम रूल,হোম ৰুল
ओर्दु,হৰ্ড
2. झुंड,হৰ্ড
विरोधी देश,শত্ৰুতাপূৰ্ণ দেশ
शत्रु-प्रदेश,শত্ৰুতাপূৰ্ণ ভূমি
"क्षिप्र अनुघर्षण, सरगर्मी से पीछा करना",hot pursuit
सदन,ঘৰ
2. घराना,ঘৰ
हाउस ऑफ कॉमन्स,হাউচ অৱ কমনছ
हाउस ऑफ लॉर्डस,হাউচ অৱ লৰ্ডছ
हाउस ऑफ रिप्रेजेन्टेटिव्स,প্ৰতিনিধি সদন
"हयूजिनात, फ्रांसीसी प्रोटेस्टैन्ट",হুগুয়েনট
"मानवतावाद, मानवता",মানৱতাবাদ
मानव (ता) वादी,মানৱতাবাদী
शतवर्षीय युद्ध,শত Yesrs&#39; যুদ্ধ
"हंकर, अनुदारदली (य)",হাংকাৰ
"इबादतखाना, उपासना-गृह",ইবাদাত খানা (পূজাৰ ঘৰ)
"मूर्ति भंजक, बुतशिकन",আইকনক্লাষ্ট
मूर्त्तिपूजक,মূৰ্তিপূজক
"इलाही संवत्, इलाही काल",ইলাহি যুগ
अवैध युद्ध,অবৈধ যুদ্ধ
"अलंकृत पांडुलिपि, चमकदार पांडुलिपि",আলোকিত পাণ্ডুলিপি
सचित्र पांडुलिपि,সচিত্ৰ পাণ্ডুলিপি
2. सचित्र हस्तलेख,সচিত্ৰ পাণ্ডুলিপি
इमाम,ইমাম (ইমাউম)
इमाम-राज्य,ইমামত
2. इमाम पद,ইমামত
इमामबाड़ा,ইমাম্বৰা
"साम्राज्यिक, साम्राज्य संबंधी",ইম্পেৰিয়েল
साम्राज्यिक नगर,ইম্পেৰিয়েল চিটি
साम्राज्यवाद,সাম্ৰাজ্যবাদ
साम्राज्यिक अधिमानात्मकता,ইম্পেৰিয়েল পছন্দ
दुःनीति,নীতিহীনতা
झूठा दावेदार; प्रतारक,ভণ্ড
कैद,কাৰাবাস
2. कारावास,কাৰাবাস
"क्षिप्र आक्रमण, अचानक हमला",আক্ৰমণ
"आक्रमणकारी, धावामार",আক্ৰমণকাৰী
स्वाधीनता,স্বাধীনতা
स्वाधीनता-दिवस,স্বাধীনতা দিৱস
इंडिपेन्डेंस हाल,স্বাধীনতা প্ৰেক্ষাগৃহ
अमरीकी इंडियन,ভাৰতীয় আমেৰিকান (=ৰেড ইণ্ডিয়ান=আমেৰিকান ইণ্ডিয়ান)
"भारतीय होम रूल लीग, इंडियन होम रूल लीग",ইণ্ডিয়ান হোম ৰুল লীগ
औद्योगिक क्रांति,ঔদ্যোগিক বিপ্লৱ
"क़ाफिर, अविश्वासी",কাফিৰ
"2. क़ाफिर, विधर्मी",কাফিৰ
घुसपैठ,অনুপ্ৰৱেশ
घुसपैठिया,অনুপ্ৰৱেশকাৰী
ज्ञापक,তথ্যদাতা
2. भेदिया,তথ্যদাতা
सूचनादाता,তথ্যদাতা
2. मुखबिर,তথ্যদাতা
प्रवेश,প্ৰৱেশ
2. अंतः प्रवेश,প্ৰৱেশ
3. प्रवेशाधिकार,প্ৰৱেশ
निवास,বাসস্থান
निवासी,বাসিন্দা
वंशागति,উত্তৰাধিকাৰ
2. उत्तराधिकार,উত্তৰাধিকাৰ
3. दाय,উত্তৰাধিকাৰ
"उत्कीर्ण लेख, अभिलेख",শিলালিপি
लक्षण,চিহ্ন
अधिमिलन-पत्र,যোগদানৰ যন্ত্ৰ
इन्स्ट्रूमेंट ऑफ गवर्नमेंट,চৰকাৰৰ আহিলা
उपप्लव,বিদ্ৰোহ (বিদ্ৰোহ)
उपप्लवी,বিদ্ৰোহী
विप्लव,বিদ্ৰোহ
2. परिद्रोह,বিদ্ৰোহ
"एकीकरण, समेकीकरण",সংহতি
अभिलेखों (रिकार्डों) की अविकलता,ৰেকৰ্ডৰ অখণ্ডতা
राज्यों की अखंडता,ৰাজ্যসমূহৰ অখণ্ডতা
बुद्धिजीवी वर्ग,বুদ্ধিমান (Intelligentzia)
"अंतःस्थता, बीच-बचाव",মধ্যস্থতা
अंतःस्थ,মধ্যস্থতাকাৰী
मध्यस्थ,মধ্যস্থতাকাৰী
अंतर्राष्ट्रीयता,আন্তৰ্জাতিকতাবাদ
"2. अंतर्राष्ट्रीयतावाद, अंतर्राष्ट्रवाद",আন্তৰ্জাতিকতাবাদ
"अंतर्राष्ट्रीयतावादी, अंतर्राष्ट्रवादी",আন্তৰ্জাতিকতাবাদী
अन्यान्यध्वंसी युद्ध,আন্তঃসংযোগী যুদ্ধ
नज़रबंद व्यक्ति,ইণ্টাৰনী
2. स्थानबद्ध व्यक्ति,ইণ্টাৰনী
युद्धबंदी शिविर,ইণ্টাৰনী শিবিৰ
नज़रबंदी,আৱদ্ধ কৰি ৰখা
2. स्थानबद्धता,আৱদ্ধ কৰি ৰখা
3. नज़रबंदी का दंड,আৱদ্ধ কৰি ৰখা
अंतरनंसियों,Internuncio
दुभाषिया,ব্যাখ্যাকৰোতা
2. भाषान्तरकार,ব্যাখ্যাকৰোতা
3. व्याख्याकार,ব্যাখ্যাকৰোতা
"अंतः क्षेप, हस्तक्षेप",হস্তক্ষেপ
निर्वसीयता,ইনটেষ্টেচি
"निर्वसीयती, इच्छा-पत्र रहित",ইনটেষ্টেট
"साजिश, षड़यंत्र",কুটিলতা
"बल-प्रवेष्टा, बल पूर्वक प्रवेश करने या घुस आने वाला",অনুপ্ৰৱেশকাৰী
2. अतिक्रमी,অনুপ্ৰৱেশকাৰী
बल-प्रवेश,অনুপ্ৰৱেশ
आक्रमण,আক্ৰমণ
2. चढ़ाई,আক্ৰমণ
घेर लेना,বিনিয়োগ কৰা
2. खिलअत देना,বিনিয়োগ কৰা
3. मान प्रदान करना,বিনিয়োগ কৰা
4. पद प्रदान करना,বিনিয়োগ কৰা
खिलअत देना,বিনিয়োগ
2. पद-स्थापन,বিনিয়োগ
3. मान-प्रदान,বিনিয়োগ
मान-प्रदान समारोह,বিনিয়োগ অনুষ্ঠান
राष्ट्रीयता प्रदान करना,জাতীয়তাৰ সৈতে বিনিয়োগ কৰক
अजेय आर्मेडा,অজেয় আৰ্মাডা
राज्य की अनुल्लंघनीयता,অলংঘনীয়তা (ৰাষ্ট্ৰৰ)
अभेद्य राज्य,অলংঘিত অৱস্থা
अभेद्य दुर्ग,অক্ষম দুৰ্গ
लौह युग,লোৰ যুগ
"लौह पट, लोहे का पर्दा, दुर्भेद्य आवरण",লোহাৰ পৰ্দা
"आयरन गार्ड, लौहरक्षक दल",লোহাৰ ৰক্ষক
"आपाती राशन, आपाती रसद",লোহাৰ ৰেচন
आयरन साइड्स,লোহাৰ কাষ
लोहाग्रयुक्त बाण,লোহাৰ টিপযুক্ত কাঁড়
इस्थिमियायी खेल,ইষ্টমিয়ান খেল
"जांनिसार, तुर्की पैदल सैनिक",জেনিছাৰী
द्वारपाल,জেনিটৰ
2. फर्राश,জেনিটৰ
"बरछी, बरछा",জেভেলিন
"जिम क्रो लॉ, जिम क्रो क़ानून",জিম ক&#39;ৰ&#39; ল&#39;ছ
उद्धत राष्ट्रवादी,জিংগো
2. जिंगो,জিংগো
"3. युयुत्सु, युद्धप्रिय",জিংগো
युयुत्सुवाद,জিংগোবাদ
संयुक्त कार्यवाही,যৌথ ব্যৱস্থা
संयुक्त नियंत्रण,যৌথ নিয়ন্ত্ৰণ
"संयुक्त संधारण, संयुक्त दख़ल",যৌথ দখল
जूरी,জুৰী
न्यायोचित उद्देश्य,মাত্ৰ কাৰণ
अंतः कोट,ৰাখক
पुरालेखपाल,আৰ্কাইভৰ ৰক্ষক
"नगाड़ा, नक्कारा",কেটলি-ড্ৰাম
संकेत शब्द,মূল শব্দ
राजा,ৰজা
"राज्य, राजा",ৰাজ্য
क्षुद्र राज,কিংলেট
"भूपकर्त्ता, राजविधाता",ৰজা নিৰ্মাতা
राजपद,ৰজাৰ পদ
2. राजतंत्र,ৰজাৰ পদ
गुप्त सलाहकार,পাকঘৰৰ কেবিনেট
नाइट,ৰজা
नाइट पद,ৰজাৰত্ব
नाइट्स हॉसपिटेलर्स,Kinghts হস্পিতালৰ লোক
नाइट्स ऑफ सेन्ट जॉन,নাইটছ অৱ চেণ্ট জন
नाइट टेम्पलर,নাইট টেম্পলাৰ
कू क्लक्स क्लान,কু ক্লাক্স ক্লান (KKK)
"कोमिंतांग, कूमिंतांग",কুমিনতাং
"सामान्य धर्मोपासक वर्ग, उपासक वर्ग",লেইটি
"भाला, कुंत",লেন্স
"भालाधारी, भालासवार, कुंतधारी",লেন্সাৰ
उत्तर गुप्तवंश,পিছলৈ গুপ্তাছ
वैधा उत्तराधिकारी,বৈধ উত্তৰাধিকাৰী
अव्यवस्था,আইন-শৃংখলাহীনতা (=বিকাৰ)
2. अराजकता,আইন-শৃংখলাহীনতা (=বিকাৰ)
लॉ लॉर्डस,আইন প্ৰভুসকল
(अशोक द्वार प्रवर्तित) धर्म,ধৰ্মপৰায়ণতাৰ নিয়ম
राष्ट्र संघ,লীগ অৱ নেচনছ
() रिक्थ,লিগেচি (=উইল)
(2) वसीयत संपदा,লিগেচি (=উইল)
"वैध उत्तराधिकारी, कानूनी वारिस",আইনী উত্তৰাধিকাৰী
पोपदूत,লেগেট
2. लीगेट,লেগেট
"3. प्रणिधि, मितार्थ दूत",লেগেট
आख्यान,কিংবদন্তী
2. लेख,কিংবদন্তী
लीजन,লিজিয়ন
2. सैन्य दल,লিজিয়ন
लीजन ऑफ ऑनर,লিজিয়ন অৱ অনাৰ
राजद्रोह,লেচে মহিমা (=lese majeste)
लघु राज्य,ক্ষুদ্ৰ ৰাজ্য
प्रत्यय-पत्र,বিশ্বাসযোগ্যতাৰ পত্ৰ
सीमांत स्वामी,লিয়েজ-লৰ্ড
() सेवाबद्ध सामंत,লিয়েজ মানুহ
"(2) परिचर, खिदमतगार",লিয়েজ মানুহ
आजीवन कारावास,আজীৱন কাৰাদণ্ড
वंश परम्परा,বংশ
लिटिल इंग्लैंडर,লিটিল ইংলেণ্ডৰ
हीनयान,লিটল ভেহিকেল (=ক্ষুদ্ৰ বাহন)
समुद्र तटवर्त्ती राज्य,উপকূলীয় অৱস্থা
प्रार्थना-विधि,লিটাৰ্জী
प्रार्थना विधि,লিটাৰ্জী
स्थानीय निष्ठा,স্থানীয় আনুগত্য
"स्थानीय स्वशासन, स्थानीय स्वायत्त शासन",স্থানীয়-আত্ম চৰকাৰ
लौंग पार्लियामैंट,দীঘলীয়া সংসদ
"लो कंट्रीज़, निम्नतल देश",নিম্ন দেশ
निष्ठावान,অনুগত
निष्ठा,আনুগত্য
मैकियाविली नीति,মেকিয়াভেলিয়ান নীতি
मेग्ना कार्टा,মেগনা কাৰ্টা
"मैगनम कान्सिलियम, उच्च परिषद्",মেগনাম কনচিলিয়াম
राज्यवर्जित कृत्य,মালুম প্ৰহিবিটাম
परमाधिदेश,মাণ্ডামছ
अधिदेश,আদেশ
अधिदेश वर्ग 'क',"আদেশ, ক্লাছ &#39;ক&#39;।"
अधिदेश वर्ग 'ख',"আদেশ, ক্লাছ &#39;খ&#39;।"
अधिदेश वर्ग 'ग',"আদেশ, শ্ৰেণী &#39;গ&#39;।"
अधिदेश पद्धति,আদেশ ব্যৱস্থা
अधिदेश प्राप्त राज्य,বাধ্যতামূলক ৰাজ্য
"मेंगोनेल, प्रक्षेपास्त्र",মেংগোনেল
घोषणा-पत्र,ইস্তাহাৰ
"सैन्यव्यूहन, स्थिति परिवर्तन-कौशल",কৌশল
"युद्धपोत, जंगी जहाज",যুদ্ধৰ মানুহ
"मेनर, सामंत-भूमि",মেন&#39;ৰ
2. सामंत गढ़ी,মেন&#39;ৰ
"जनशक्ति, जन बल",মানুহ-শক্তি
2. श्रमिक शक्ति,মানুহ-শক্তি
दासत्वमुक्ति,মানুমিচন
दासत्व से मुक्ति,মনুমিত
हस्तलेख ग्रथ,পাণ্ডুলিপি
2. पांडुलिपि,পাণ্ডুলিপি
3. हस्तलिखित ग्रंथ,পাণ্ডুলিপি
लुटेरा,মাৰাউডাৰ
"समुद्र तटवर्ती प्रदेश, समुद्र तटवर्ती क्षेत्र",সামুদ্ৰিক বেল্ট
"समुद्री सभ्यता, समुद्री तटवर्ती सभ्यता",সামুদ্ৰিক সভ্যতা
"समुद्री ध्वज, समुद्री पताका",সামুদ্ৰিক পতাকা
समुद्री शक्तियाँ,সামুদ্ৰিক শক্তিসমূহ
समुद्री प्रभुसत्ता,সামুদ্ৰিক সাৰ্বভৌমত্ব
समुद्री युद्ध,সামুদ্ৰিক যুদ্ধ
मार्क्विस,মাৰ্কিছ
मार्क्विस का पद,মাৰ্কিজেট
"मार्शल लॉ, फौजी शासन",সামৰিক আইন
लड़ाकू जातियाँ,যুদ্ধ দৌৰ
शहीद,শ্বহীদ
"हत्याकांड, जनसंहार",হত্যাকাণ্ড
सैन्य पुंज,কৌশলৰ ভৰ
मास्टर एट आर्म्स,মাষ্টাৰ-এট-আৰ্মছ
"मास्टर आफ सेरीमोनीज, समारोह-अधीक्षक, समारोह प्रबन्धक",অনুষ্ঠানৰ মাষ্টাৰ
राजभवन प्रबन्धक,মাষ্টাৰ অৱ হাউচহ’ল্ড
मास्टर ऑफ हॉर्स,ঘোঁৰাৰ মাষ্টাৰ
मास्टर ऑफ द रोल्स,মাষ্টাৰ অৱ দ্য ৰোলছ
"तोड़ा, टोटा",মিল থকা
2. पलीता,মিল থকা
तोड़ेदार बंदूक,মেচলক
"वैवाहिक संबंध, विवाह द्वारा मैत्री",বৈবাহিক মিত্ৰতা
"भूमध्य सागरीय शक्तियाँ, भूमध्य सागरीय राष्ट्र",ভূমধ্যসাগৰীয় শক্তিসমূহ
"मेन्शेविक, नरम दलीय रूसी साम्यवादी",মেনশ্বেভিক
भृतक सेना,ভাড়াতীয়া সেনাবাহিনী
"भृतक सैनिक, भाड़े का सिपाही",ভাড়াতীয়া সৈনিক
व्यापारी जहाज़,ব্যৱসায়ী
"मध्य युग, मध्य काल",মধ্যযুগ
"पश्चिमी एशिया, (यूरोपीय दृष्टि से) मध्य पूर्व",মৈদ্ধ পূৰ্ব
मध्य समुद्री मार्ग,মধ্যম অংশ
मध्यम मार्ग,মধ্যম পথ
"मध्य मार्ग, बीच का रास्ता",মধ্যম পথ (=মধ্যম পথ)
प्रवासी,প্ৰব্ৰজনকাৰী
प्रवास,প্ৰব্ৰজন
2. स्थानांतर गमन,প্ৰব্ৰজন
3. देशांतर गमन,প্ৰব্ৰজন
सैन्यवाद,সামৰিকতাবাদ
2. फ़ौजी शासन व्यवस्था,সামৰিকতাবাদ
3. सैन्य युद्धवाद,সামৰিকতাবাদ
4. युद्ध प्रियता,সামৰিকতাবাদ
सैन्यवादी,সামৰিকবাদী
2. युद्धवादी,সামৰিকবাদী
सैन्यीकरण,সামৰিককৰণ
2. सैनिकीकरण,সামৰিককৰণ
3. फ़ौजी शासन,সামৰিককৰণ
समरतंत्री,সামৰিক কৌশলবিদ (=কৌশলবিদ)
2. व्यूह कुशन,সামৰিক কৌশলবিদ (=কৌশলবিদ)
"समरतंत्र, समर विद्या, युद्ध विद्या",সামৰিক কৌশল (=কৌশল)
"नागरिक सेना, सिंहबंदी",মিলিচীয়া
2. मिलिशिया,মিলিচীয়া
कुशासन,অপশাসন
लुप्त कड़ी,লিংক হেৰাই গৈছে
"दूतमंडल, मिशन",উদ্দেশ্য
2. सेवादल गठित मंडल,উদ্দেশ্য
3. दौत्यकर्म,উদ্দেশ্য
मिश्र प्रजाति,মিশ্ৰ জাতিৰ
आधुनिक इतिहास,আধুনিক ইতিহাস
"अस्थायी व्यवस्था, आरज़ी समझौता, कार्यनिर्वाहक व्यवस्था",মডাছ ভিভেণ্ডি
मठवास,মনাচিজম
एकराष्ट्र,মনাৰ্ক
2. राजा,মনাৰ্ক
राजतंत्रवाद,ৰাজতন্ত্ৰবাদ
2. राजतंत्र से सिद्धान्त,ৰাজতন্ত্ৰবাদ
राजतंत्रवादी,ৰাজতন্ত্ৰবাদী
"राजतंत्र, एकराट्तंत्र",ৰাজতন্ত্ৰ
मठ,মঠ
2. बिहार,মঠ
3. संधाराम,মঠ
मठजीवन,মঠ-মন্দিৰ
2. मठतंत्र,মঠ-মন্দিৰ
भिक्षु,সন্ন্যাসী
"मूल देश, मातृदेश",মাতৃ দেশ
मातृभूमि,মাতৃভূমি
संसद जननी,সংসদৰ মাতৃ
"मकरेकर, कीचड़ उछालने वाला",মাকৰেকাৰছ
"ममी, चिरशव",মামী
"संग्रहालय, अजायबघर",সংগ্ৰাহালয়
"तुपक, लंबी बंदूक, तुफंग",মাস্কেট
"बंदकूची, बरकंदाज़",মাস্কেটিয়াৰ
बरकंदाज़ों का दस्ता,মাস্কেট্ৰি
2. बरकंदाज़ी,মাস্কেট্ৰি
सैनिक उपस्थिति अधिकारी,মাষ্টাৰ মাষ্টাৰ
सैनिक नामावली,মাষ্টাৰ-ৰোল
2. उपस्थिति नामावली,মাষ্টাৰ-ৰোল
"सैनिक विद्रोह, सैन्य विद्रोह ग़दर, फ़ौजी बग़ावत",বিদ্ৰোহ
"विद्रोह विधि, म्यूटिनी एक्ट",বিদ্ৰোহ আইন
रहस्यपूर्ण जहाज,ৰহস্য জাহাজ
वर्णन,বৰ্ণনা
राष्ट्र,জাতি
"दैशवासी, देशीय व्यक्ति",স্থানীয়
रजवाड़ा,থলুৱা ৰাজ্য
प्रकृतिवाद,প্ৰকৃতিবাদ
