Punjabi,Odiya
ਕਲਾਸੀਕਲ ਭੌਤਿਕ ਵਿਗਿਆਨ,ଶାସ୍ତ୍ରୀୟ ପଦାର୍ଥ ବିଜ୍ଞାନ
ਵਰਗੀਕਰਣ,ବର୍ଗୀକରଣ
ਸਫਾਈ ਏਜੰਟ,ସଫା କରିବା ଏଜେଣ୍ଟ |
ਸਾਫ,ସଫା
ਸਾਫ ਚੈਨਲ,ଚ୍ୟାନେଲ ସଫା କରନ୍ତୁ |
ਕਲਿਕ ਕਰੋ,କ୍ଲିକ୍ କରନ୍ତୁ |
ਗਾਹਕ,କ୍ଲାଏଣ୍ଟ
ਕਲਾਇੰਟ ਰਿਲੇਸ਼ਨਸ਼ਿਪ (ਸਰਵਰ ਸੰਬੰਧ),କ୍ଲାଏଣ୍ଟ ସମ୍ପର୍କ (ସର୍ଭର ସମ୍ପର୍କ)
ਕਲਿਫ ਪ੍ਰਭਾਵ,କ୍ଲିଫ୍ ପ୍ରଭାବ
ਕਲਿੱਪ ਬੋਰਡ,କ୍ଲିପ୍ ବୋର୍ଡ |
ਕਲਿੱਪਿੰਗ,କ୍ଲିପ୍
ਘੜੀ ਨਬਜ਼,ଘଣ୍ଟା ନାଜ୍ |
ਕਲਿੱਪ ਫਲਿੱਪ,ଘଣ୍ଟା ଫ୍ଲିପ୍ ଫ୍ଲପ୍ |
ਘੁਰਕੀਡ ਮਾਈਕ,ଘଣ୍ଟା ପାଇଁ ମାଇକ୍ |
ਘੜੀ-ਬਾਰੰਬਾਰਤਾ,ଘଣ୍ଟା-ଆବୃତ୍ତି
ਘੜੀ ਦੇ ਦੁਆਲੇ,ଘଣ୍ଟା ବୁଲାଇ |
ਬੰਦ ਸਰਕਟ,ବନ୍ଦ ସର୍କିଟ |
ਬੰਦ ਲੂਪ,ବନ୍ଦ ଲୁପ୍ |
ਕਲੱਸਟਰ,କ୍ଲଷ୍ଟର
ਕਲੱਸਟਰਿੰਗ,କ୍ଲଷ୍ଟରିଙ୍ଗ
ਗੜਬੜ,କ୍ଲଟର୍
ਗੜਬੜ ਦਾ ਨੁਕਸਾਨ,କ୍ଲଟର୍ କ୍ଷତି |
ਕੋਟਿੰਗ,ଆବରଣ
ਕੋਐਕਸਿਅਲ ਕੇਬਲ,କୋକ୍ସିଆଲ୍ କେବୁଲ୍ |
Coaxial ਲਾਈਨ,କୋକ୍ିଆଲ୍ ଲାଇନ୍ |
ਕੋਜੀਸੀਅਲ ਟ੍ਰਾਂਸਮਿਸ਼ਨ ਲਾਈਨ,କୋଇସିଆଲ୍ ଟ୍ରାନ୍ସମିସନ୍ ଲାଇନ୍ |
ਸਹਿ-ਚੈਨਲ,ସହ-ଚ୍ୟାନେଲ |
ਸਹਿ ਚੈਨਲ ਦਖਲ,ସହ-ଚ୍ୟାନେଲ ହସ୍ତକ୍ଷେପ |
ਕੋਚਲਿਆ,କୋଚେଲା
ਕੋਡ,କୋଡ୍
ਕੋਡ ਨੰਬਰ,କୋଡ୍ ସଂଖ୍ୟା
ਕੋਡ ਦੀ ਦਰ,କୋଡ୍ ହାର
ਕੋਡ ਸ਼ਬਦ,କୋଡ୍ ଶବ୍ଦ
ਕੋਡਕ (ਕੋਡਿੰਗ ਡੀਕੋਡਿੰਗ),କୋଡେକ୍ (କୋଡିଂ ଡିକୋଡିଂ)
ਕੋਡਡ ਆਡੀਓ,କୋଡ୍ ଅଡିଓ |
ਕੋਡਰ,Couder
ਕੋਡਿੰਗ,ସହଯୋଗ
ਕੋਡਿੰਗ ਡੀਕੋਡਿੰਗ ਤਕਨੀਕ,କୋଡିଂ ଡିକୋଡିଂ କ techni ଶଳ |
ਕੋਡਿੰਗ ਗਲਤੀ,କୋଡିଂ ତ୍ରୁଟି |
ਕੋਡਿੰਗ ਰੇਟ,କୋଡିଙ୍ଗ୍ ହାର
ਕੋਡਿੰਗ ਤਕਨੀਕ,କୋଡିଂ କ techni ଶଳ |
ਕੁਸ਼ਲ,ସହଯୋଗୀ
ਿਵਕਾਰ,ବାଧ୍ୟତାମୂଳକ
ਇਕਸਾਰ ਸੰਜੋਗ,ସମନ୍ୱିତ ମୋଡୁଲେସନ୍ |
ਤਾਰ,କୋଇଲା |
ਸਹਿਕਾਰਤਾ,ସହଯୋଗ
Collapse ਹਿਣ,ଭୁଶୁଡ଼ିବା
ਕੁਲੈਕਟਰ,କଲେକ୍ଟର |
ਕੁਲੈਕਟਰ ਮੌਜੂਦਾ,ସଂଗୃହକ କରେଣ୍ଟ୍ |
ਅਧਾਰਿਤ ਚਾਲ ਨੂੰ ਇਕੱਠਾ ਕਰਨ ਵਾਲਾ,କେନିୟରମାନେ ବେସ୍ ଆଚରଣକୁ |
ਕੁਲੈਕਟਰ-ਬੇਸ ਜੰਕਸ਼ਨ,କଲେକ୍ଟର-ବେସ୍ ଜଙ୍କସନ |
ਰੰਗ,ରଙ୍ଗ
ਰੰਗ ਵਿਸ਼ਲੇਸ਼ਕ,ରଙ୍ଗ ଆନାଲିଜର |
ਰੰਗ ਸੰਤੁਲਨ,ରଙ୍ଗ ବାଲାନ୍ସ |
ਰੰਗ ਬਰਸਟ,ରଙ୍ଗ ଫାଟିଗଲା
ਰੰਗ ਚਾਰਟ,ରଙ୍ଗ ଚାର୍ଟ |
ਰੰਗ ਸੰਜਮ,ରଙ୍ଗ ମିଶ୍ରଣ |
ਰੰਗ ਸਥਿਰ,ରଙ୍ଗ ସ୍ଥିର |
ਰੰਗ ਨਿਯੰਤਰਣ (ਕ੍ਰੋਮ ਨਿਯੰਤਰਣ),ରଙ୍ଗ ନିୟନ୍ତ୍ରଣ (କ୍ରୋମ୍ କଣ୍ଟ୍ରୋଲ୍)
ਰੰਗ ਡੂੰਘਾਈ,ରଙ୍ଗ ଗଭୀରତା
ਰੰਗ ਥਕਾਵਟ,ରଙ୍ଗ ଥକ୍କୁମାନେ |
ਰੰਗ ਫਿਲਟਰ,ରଙ୍ଗ ଫିଲ୍ଟର୍ |
ਰੰਗ ਕਿੱਲਰ ਸਰਕਟ,ରଙ୍ଗ ଘନକାରୀ ସର୍କିଟ୍ |
ਰੰਗ ਰਿਸ਼ਤੇਦਾਰ,ରଙ୍ଗ କିନ୍ସୋପେପ୍ |
ਰੰਗ ਮਿਕਸਰ,ରଙ୍ଗ ମିକ୍ସର୍ |
ਰੰਗ ਪੈਟਰਨ,ରଙ୍ଗ pattern ାଞ୍ଚା |
ਰੰਗ ਧਾਰਨਾ,ରଙ୍ଗ ଧାରଣା
ਰੰਗ ਤਸਵੀਰ ਸਕਰੀਨ,ରଙ୍ଗ ଚିତ୍ର ପରଦା |
ਰੰਗ ਸਪੇਸ,ରଙ୍ଗ ସ୍ଥାନ |
ਰੰਗ ਉਪ-ਸਮੂਹ,ରଙ୍ଗ ସବ୍କରାରିର୍ |
ਰੰਗ ਦਾ ਤਾਪਮਾਨ,ରଙ୍ଗ ତାପମାତ୍ରା |
ਰੰਗ ਸੰਚਾਰ,ରଙ୍ଗ ଟ୍ରାନ୍ସମିସନ୍ |
ਰੰਗ ਟਿ .ਬ,ରଙ୍ଗ ଟ୍ୟୁବ୍ |
ਰੰਗਤ,ରଙ୍ଗ
ਰੰਗਹੀਣ,ରଙ୍ଗହୀନ |
ਸੁਮੇਲ,ମିଶ୍ରଣ
ਕੰਫਾਈਨਰ,ମିଶ୍ରଣ
ਸੰਚਾਲਨ ਦੀ ਪ੍ਰਕਿਰਿਆ,ମିଶ୍ରଣ ପ୍ରକ୍ରିୟା
ਜਲਣ,ଜଜ୍
ਕਮਾਂਡ,ନିର୍ଦ୍ଦେଶ
ਸ਼ੁਰੂ,ଆରମ୍ଭ
ਵਪਾਰਕ ਪ੍ਰਸਾਰਣ,ବାଣିଜ୍ୟିକ ପ୍ରସାରଣକାରୀ |
ਵਪਾਰਕ ਟੈਲੀਵਿਜ਼ਨ,ବାଣିଜ୍ୟିକ ଟେଲିଭିଜନ |
ਆਮ ਕੁਲੈਕਟਰ ਸਰਕਟ,ସାଧାରଣ ସଂଗ୍ରହକାରୀ ସର୍କିଟ୍ |
ਸੰਚਾਰ,ଯୋଗାଯୋଗ |
ਸੰਚਾਰ ਸੈਟੇਲਾਈਟ,ଯୋଗାଯୋଗ ସାଟେଲାଇଟ୍ |
ਕਮਿ Community ਨਿਟੀ ਰੇਡੀਓ ਕੇਂਦਰ,ସମ୍ପ୍ରଦାୟ ରେଡିଓ ସେଣ୍ଟର |
ਕਮਿ Community ਨਿਟੀ ਰੇਡੀਓ ਸਟੇਸ਼ਨ,ସମ୍ପ୍ରଦାୟ ରେଡିଓ ଷ୍ଟେସନ |
ਕੌਮਪੈਕਟ ਡਿਸਕ (ਸੀਡੀ),କମ୍ପାକ୍ଟ ଡିସ୍କ (CD)
ਕੌਮਪੈਕਟ ਡਿਸਕ ਪਲੇਅਰ,କମ୍ପାକ୍ଟ ଡିସ୍କ ପ୍ଲେୟାର |
ਰਚਨਾ,ତୁଳନା
ਰਚਨਾ,ତୁଳନା
ਅਨੁਕੂਲਤਾ,ସୁସଙ୍ଗତତା
ਅਨੁਕੂਲ,ସୁସଙ୍ଗତ
ਕੰਪਾਈਲਰ,ସଙ୍କଳନକାରୀ
ਪੂਰਕ,ସମ୍ପୃକ୍ତ
ਪੂਰਕ ਟ੍ਰਾਂਸਟੋਰ,ସଂପନ୍ନ ଟ୍ରାନଜିଷ୍ଟର |
ਗੁੰਝਲਦਾਰ ਵੇਵ,ଜଟିଳ ତରଙ୍ଗ |
ਭਾਗ,ଉପାଦାନ
ਕੰਪੋਜ਼ਿਟ,ମିଶ୍ରିତ
ਮਿਸ਼ਰਿਤ ਸਰਕਟ,ରଚନା ସର୍କିଟ୍ |
ਮਿਸ਼ਰਿਤ ਡਿਜੀਟਲ,ମିଶ୍ରିତ ଡିଜିଟାଲ୍ |
ਕੰਪੋਜ਼ਿਟ ਰੇਡੀਓ ਬਾਰੰਬਾਰਤਾ ਸੰਕੇਤ,କମ୍ପୋଜିଟ୍ ରେଡିଓ ଫ୍ରିକ୍ୱେନ୍ସି ସିଗ୍ନଙ୍କ ସଙ୍କେତ |
ਕੰਪੋਜ਼ਿਟ ਸਿਗਨਲ,ମିଶ୍ରିତ ସଙ୍କେତ |
ਕੰਪੋਜ਼ਿਟ ਵੀਡੀਓ,ମିଶ୍ରିତ ଭିଡିଓ
ਕੰਪੋਜ਼ਿਟ ਵੀਡੀਓ ਸਿਗਨਲ,ମିଶ୍ରିତ ଭିଡିଓ ସଙ୍କେତ |
ਰਚਨਾ,ରଚନା
ਸੰਕੁਚਿਤ ਡੇਟਾ,ସଙ୍କଳନ ତଥ୍ୟ
ਸੰਕੁਚਿਤ ਡਿਜੀਟਾਈਜ਼ਡ ਵੀਡੀਓ,ସଙ୍କୋଚିତ ଡିଜିଟାଇଜଡ୍ ଭିଡିଓ |
ਸੰਕੁਚਿਤ ਵੀਡੀਓ,ସଙ୍କୋଚିତ ଭିଡିଓ |
ਸੰਕੁਚਨ,ସଙ୍କୋଚନ
ਕੰਪਰੈੱਸ ਆਰਟੀਫੈਕਟ,ସଙ୍କୋଚନ କଳାକୃତି |
ਕੰਪਰੈੱਸ ਖ਼ਤਰੇ,ସଙ୍କୋଚନ ବିପଦ |
ਸੰਕੁਚਨ ਤਕਨੀਕ,ସଙ୍କୋଚନ କ techni ଶଳ |
ਕੰਪ੍ਰੈਸਰ,ସଙ୍କଣଶକ
ਗਣਨਾ,ଗଣଯୋଗୀ
ਕੰਪਿ computer ਟਰ,କମ୍ପ୍ୟୁଟର
ਕੰਪਿ computer ਟਰ ਅਧਾਰਤ ਮਲਟੀਮੀਡੀਆ,କମ୍ପ୍ୟୁଟର ଆଧାରିତ ମଲ୍ଟିମିଡିଆ |
ਕੰਪਿ computer ਟਰ ਪ੍ਰੋਗਰਾਮਿੰਗ,କମ୍ପ୍ୟୁଟର ପ୍ରୋଗ୍ରାମିଂ |
ਕੰਪਿ computer ਟਰ ਤਕਨਾਲੋਜੀ,କମ୍ପ୍ୟୁଟର ଟେକ୍ନୋଲୋଜି |
ਕਨਸੈਵ ਲੈਂਜ਼,କନକଭ୍ ଲେନ୍ସ
ਮਾਹੌਲ,କନକଭ୍ ଦର୍ପଣ |
ਛੁਪਾਓ,ଲୁଚାନ୍ତୁ
ਕੇਂਦਰਿਤ,ଏକାଗ୍ର
ਧਿਆਨ ਟਿਕਾਉਣਾ,ଏକାଗ୍ରତା
ਦਿਮਾਗੀ ਲੈਂਜ਼,ଏକାଗ୍ର ଲେନ୍ସ
ਕੰਡੈਂਸਰ ਮਾਈਕ੍ਰੋਫੋਨ,ଘନିଷ୍ଠ ମାଇକ୍ରୋଫୋନ୍ |
ਸੰਤੁਲਨ ਦੀ ਸਥਿਤੀ,ସନ୍ତୁଳନର ଅବସ୍ଥା |
ਸੰਚਾਲਨ,ଧାଜାକରଣ
ਚਾਲਾਂ ਦਾ ਮੌਜੂਦਾ,କଣ୍ଡନ୍ସ କରେଣ୍ଟ୍ |
ਚਾਲਕਤਾ,ପରିଚୟ
ਕੰਡਕਟਰ,କଣ୍ଡକ୍ଟର |
ਕੌਨਫਿਗਰੇਸ਼ਨ,ବିନ୍ୟାସ
ਕੁਨੈਕਸ਼ਨ,ସଂଯୋଗ
ਕਨੈਕਟੀਵਿਟੀ,ସଂଯୋଗ
ਕੁਨੈਕਟਰ,ସଂଯୋଜକ |
ਇਕਸਾਰਤਾ,ସ୍ଥିରତା
ਨਿਰੰਤਰ,କ୍ରମାଗତ ଭାବରେ |
ਕੰਸੋਲ,କନସୋଲ୍ |
ਨਿਰੰਤਰ,ସ୍ଥିର
ਨਿਰੰਤਰ ਐਪਲੀਟਿ .ਡ,ନିରନ୍ତର ପ୍ରଶସ୍ତତା |
ਮਾਈਕ੍ਰੋਫੋਨ ਨਾਲ ਸੰਪਰਕ ਕਰੋ,ମାଇକ୍ରୋଫୋନ୍ ସହିତ ଯୋଗାଯୋଗ କରନ୍ତୁ |
ਕੰਟੇਨਰ ਫਾਰਮੈਟ,ପାତ୍ର ଫର୍ମାଟ୍ |
ਗੰਦਗੀ,ପ୍ରଦୂଷଣ
ਸਮੱਗਰੀ,ବିଷୟବସ୍ତୁ
ਸੰਖੇਪ,ସଂଲଗ୍ନ
ਨਿਰੰਤਰਤਾ,ନିରନ୍ତରତା
ਨਿਰੰਤਰਤਾ ਬੂਥ,ନିରନ୍ତରତା ବୁଥ୍ |
ਨਿਰੰਤਰਤਾ ਨੋਬ,ନିରନ୍ତର ଗଣ୍ଠି |
ਨਿਰੰਤਰ,ନିରନ୍ତର |
ਨਿਰੰਤਰ ਚਾਪ,କ୍ରମାଗତ ଆର୍କ
ਨਿਰੰਤਰ ਵੇਵ,କ୍ରମାଗତ ତରଙ୍ଗ |
ਕੋਠੇ ਦੀ ਲਾਈਨ,ବିଷୟବସ୍ତୁ ଧାଡ଼ି
ਕੁੱਲ ਯੋਜਨਾ,ବିଷୟବସ୍ତୁ ଯୋଜନା
ਇਕਰਾਰਨਾਮਾ,ଚୁକ୍ତିନାମା
ਸੁੰਗੜਨ,ସଂକୋଚନ
ਇਸ ਦੇ ਉਲਟ ਅਨੁਪਾਤ,ବିପରୀତ ଅନୁପାତ
ਕੰਟਰੋਲ ਸਰਕਟ,କଣ୍ଟ୍ରୋଲ୍ ସର୍କିଟ୍ |
ਇਲੈਕਟ੍ਰੋਡ ਕੰਟਰੋਲ ਕਰੋ,ଇଲେକ୍ଟ୍ରୋଡ୍ ନିୟନ୍ତ୍ରଣ କରନ୍ତୁ |
ਕੰਟਰੋਲ ਉਪਕਰਣ,ନିୟନ୍ତ୍ରଣ ଉପକରଣ |
ਕੰਟਰੋਲ ਗਰਿੱਡ,କଣ୍ଟ୍ରୋଲ୍ ଗ୍ରୀଡ୍
ਕੰਟਰੋਲ ਲਾਈਨ,ନିୟନ୍ତ୍ରଣ ରେଖା
ਕਨ੍ਟ੍ਰੋਲ ਪੈਨਲ,କଣ୍ଟ୍ରୋଲ୍ ପ୍ୟାନେଲ୍ |
ਕੰਟਰੋਲ ਰੂਮ,ନିୟନ୍ତ୍ରଣ କକ୍ଷ |
ਕੰਟਰੋਲ ਟੇਬਲ,ନିୟନ୍ତ୍ରଣ ଟେବୁଲ୍ |
ਕੰਟਰੋਲ ਟਾਵਰ,ନିୟନ୍ତ୍ରଣ ଟାୱାର |
ਕੰਟਰੋਲਰ,ନିୟନ୍ତ୍ରକ
ਪਰਿਵਰਤਨ,ଏକତ୍ରିତତା
ਕੰਵਰਜੈਂਟ ਲੈਂਜ਼,ଏକତ୍ରିତ ଲେନ୍ସ |
ਕਨਵਰਟਰ,Contenker
ਕਨਵੈਕਸ ਲੈਂਜ਼,କନଭକ୍ସ ଲେନ୍ସ |
ਕਨਵੋਲਕ,ଦୋଷ
ਕਨਵੀਸ਼ਨ ਕੋਡਡ,Convolution cended
ਪੱਕਾ ਇੰਟਰਲੇਵ,ଦୋଷୀ ଜଣା
ਪੱਕਾ ਇੰਟਰਲੇਵਿੰਗ,ଦୋଷୀ ଅସହଯୋଗୀ |
ਕੂਕੀ,କୁକି |
ਕੂਕੀਅਰ,କୁକିଅର୍
ਕੋਪ੍ਰੋਸੈਸਰ,ତମ୍ବାସେସୋର
ਰੱਸੀ,କର୍ଡ
ਕੋਰੋਨਾ,କରୋନା |
ਕੋਰੋਨਾ ਡਿਸਚਾਰਜ,କରୋନା ଡିସଚାର୍ଜ |
ਇਕ ਦੂਸਰੇ ਨਾਲ ਸੰਬੰਧ,ସମ୍ପର୍କ |
ਕੋਸਾਈਨ ਭਾਗ,କସିନ୍ ଉପାଦାନ |
ਕੋਸਾਈਨ ਵੇਵ,କସିନ୍ ତରଙ୍ଗ |
ਬ੍ਰਹਿਮੰਡੀ ਸ਼ੋਰ,କସମିକ୍ ଶବ୍ଦ
ਕਾ counter ਂਟਰ,କାଉଣ୍ଟର
ਕਾਉਂਟਰ ਕਲਾਕਵਾਈਸ,ଘଣ୍ଟା ବୁଲାଇ କାଉଣ୍ଟର କରନ୍ତୁ |
ਕਪਲਰ,କପଟର୍ |
ਜੋੜੀ,ଯୋଡିଙ୍ଗ୍
ਕਪਲਿੰਗ ਕੰਡੇਲੈਨਜ਼ਰ,ସହଯୋଗୀ କଣ୍ଡେନ୍ସର୍ |
ਜੋੜਣ ਵਾਲਾ ਨੈਟਵਰਕ,Coupling ନେଟୱାର୍କ
ਜੋੜਣ ਦਾ ਵਿਰੋਧ,ସହଯୋଗ ପ୍ରତିରୋଧ
ਸਹਿਕਾਰਤਾ,ସହଯୋଗୀ ବଣ୍ଡ |
ਕਵਰੇਜ,କଭରେଜ୍
ਕਰੈਸ਼,ଦୁର୍ଘଟଣା
ਆਲੋਚਨਾਤਮਕ ਬੈਂਡ,ଜଟିଳ ବ୍ୟାଣ୍ଡ |
ਗੰਭੀਰ ਸਥਿਤੀ,ଗୁରୁତର ଅବସ୍ଥା |
ਨਾਜ਼ੁਕ,ଗୁରୁତର ଚିନ୍ତା |
ਨਾਜ਼ੁਕ ਬਾਰੰਬਾਰਤਾ,ଅହଂକାରୀ ଫ୍ରିକ୍ୱେନ୍ସି |
ਆਲੋਚਨਾਤਮਕ ਪੈਰਾਮੀਟਰ,ଗୁରୁତର ପାରାମିଟର |
ਮਗਰਮੱਛ ਕਲਿੱਪ,କୁମ୍ଭୀର କ୍ଲିପ୍ |
ਕਰਾਸ ਫੇਡਿੰਗ,କ୍ରସ୍ କ୍ଷୀଣ |
ਕਰਾਸ ਮੈਨੂਲੇਸ਼ਨ,କ୍ରସ୍ ମୋଡୁଲେସନ୍ |
ਕਰਾਸ ਟਾਕ,କ୍ରସ୍ ଟକ୍ |
ਕਰਾਸਫੈਡ,କ୍ରସଫେଡ୍
ਕ੍ਰਿਪਟੋਗ੍ਰਾਫੀ,କ୍ରିପ୍ଟୋଗ୍ରାଫି
ਕ੍ਰਿਸਟਲ,ସ୍ଫଟିକ୍
ਕ੍ਰਿਸਟਲ ਫਿਲਟਰ,ସ୍ଫଟିକ୍ ଫିଲ୍ଟର୍ |
Cue,କ୍ୟୁ
ਕਿ ue ਦੇ ਨਿਸ਼ਾਨ,କ୍ୟୁ ମାର୍କ
ਕਯੂਅਰ ਡਿਵਾਈਸ,କ୍ୟୁରିଂ ଉପକରଣ
ਮੌਜੂਦਾ ਡਰੇਨ,ସାମ୍ପ୍ରତିକ ଡ୍ରେନ୍ |
ਮੌਜੂਦਾ ਮੀਟਰ,ସାମ୍ପ୍ରତିକ ମିଟର
ਮੌਜੂਦਾ ਟਰਾਂਸਫਾਰਮਰ,ସାମ୍ପ୍ରତିକ ଟ୍ରାନ୍ସଫର୍ମର |
ਕਰਸਰ,କର୍ସର୍
ਕਰਵ,ବକ୍ର
ਬਾਰੰਬਾਰਤਾ ਨੂੰ ਕੱਟੋ,ଫ୍ରିକ୍ୱେନ୍ସି କାଟନ୍ତୁ |
ਕਟਰ,କଟର
ਸਾਈਬਰ ਕੈਫੇ,ସାଇବର କାଫେ |
ਸਾਈਬਰ ਸੁਰੱਖਿਆ,ସାଇବର ସୁରକ୍ଷା |
ਸਾਈਬਰ ਸਪੇਸ,ସାଇବର ସ୍ଥାନ |
ਚੱਕਰ,ଚକ୍ର
ਚੱਕਰਵਾਤ,ସାଇକ୍ଲିକ୍ |
D.C. ਭਾਗ,D.C. ଉପାଦାନ
D.C. ਪਲੇਟ ਪਾਵਰ,D.C. ଥାଳି ଶକ୍ତି
D.C. ਬਹਾਲੀ,D.C. ପୁନରୁଦ୍ଧାର
ਡੈਂਪਰ ਡਾਈਵਰ,ଡ୍ୟାମ୍ପର୍ ଡିଏଡ୍ |
ਗਿੱਲੇ,ବନ୍ଧପ
ਹਨੇਰ,ଅନ୍ଧାର
ਡਾਟਾ,ତଥ୍ୟ
ਡਾਟਾ ਪ੍ਰਸਾਰਣ,ଡାଟା ପ୍ରସାରଣ |
ਡਾਟਾ ਸੰਕੁਚਨ,ତଥ୍ୟ ସଙ୍କୋଚନ |
ਡਾਟਾ ਡ੍ਰਿਲਿੰਗ,ଡାଟା ଡ୍ରିଲିଂ |
ਡਾਟਾ ਇਨਕ੍ਰਿਪਸ਼ਨ,ତଥ୍ୟ ଏନକ୍ରିପସନ୍
ਡਾਟਾ ਫਾਈਲ,ଡାଟା ଫାଇଲ୍ |
ਡਾਟਾ ਹੈਂਡਲਿੰਗ,ତଥ୍ୟ ନିୟନ୍ତ୍ରଣ
ਡਾਟਾ ਮਾਈਨਿੰਗ,ତଥ୍ୟ ଖଣି
ਡਾਟਾ ਪ੍ਰੋਸੈਸਿੰਗ,ଡାଟା ପ୍ରକ୍ରିୟାକରଣ |
ਡਾਟਾ ਪ੍ਰੋਸੈਸਰ,ଡାଟା ସଞ୍ଚାଳକ |
ਡਾਟਾ ਘਟੀਆ ਸਿਸਟਮ,ଡାଟା ହ୍ରାସ ବିଟ୍ ସିଷ୍ଟମ୍ |
ਡਾਟਾ ਸੇਵਾ,ଡାଟା ସେବା |
ਡਾਟਾ ਸ਼ੀਟ,ତଥ୍ୟ ଫର୍ଦ୍ଦ
ਡਾਟਾ ਸਟੋਰੇਜ,ତଥ୍ୟ ସଂରକ୍ଷଣ
ਡਾਟਾ ਸਟ੍ਰੀਮ,ଡାଟା ଷ୍ଟ୍ରିମ୍ |
ਡਾਟਾ ਤਬਦੀਲੀ,ତଥ୍ୟ ଟ୍ରାନ୍ସଫର୍ମାେସନ୍
ਡਾਟਾ ਸੰਚਾਰ,ତଥ୍ୟ ଟ୍ରାନ୍ସମିସନ୍ |
ਡਾਟਾਬੇਸ,ଡାଟାବେସ୍ |
ਡੈਟਾਕਾਸਟਿੰਗ,ଡେସ୍କାଷ୍ଟିଂ |
ਡਾਟਾਗ੍ਰਾਮ,ଡାଟାଗ୍ରାମ୍
ਡੀ ਬੀ ਮੀਟਰ,DB ମିଟର
ਮਰੇ ਹਵਾ,ମୃତ ପବନ
ਮਰੇ ਸ਼ੌਰਟ ਸਰਕਟ,ମୃତ ସର୍ଟ ସର୍କିଟ୍ |
ਮਰੇ ਹੋਏ ਸਥਾਨ,ମୃତ ସ୍ପଟ୍
ਡੈੱਡਲਾਕ,ଜଳଖିଆ
ਡੀਬੱਗ ਪ੍ਰੋਗਰਾਮ,କିବଗ୍ ପ୍ରୋଗ୍ରାମ୍
ਡੀਬੱਗਿੰਗ,ତ୍ରୁଟି ନିବାରଣ କରୁଛି |
ਆਵਾਜ਼ ਦਾ ਵਿਗਾੜ,ଶବ୍ଦର କ୍ଷୟ |
ਡੈਸੀਬੈਲ (ਡੀ ਬੀ),ଡେକ୍ସିବେଲ୍ (DB)
ਦਸ਼ਮਲਵ,ଦଶମିକ
ਦਸ਼ਮਲਵ ਕੋਡ,ଦଶମିକ କୋଡ୍ |
ਦਸ਼ਮਲਵ ਅੰਕ,ଦଶମିକ ଅଙ୍କ |
ਸਮਝਦਾਰੀ,ଡିସପିଅର୍ କରିବା
ਡੀਕੋਡਰ,ଡେକୋଡର୍
ਡੀਕੋਡਿੰਗ,ଡିକୋଡିଂ
ਡਿਜੀਟਲ ਟ੍ਰਾਂਸਮਿਸ਼ਨ ਵਿੱਚ ਡੀਕੋਡਿੰਗ,ଡିଜିଟାଲ୍ ଟ୍ରାନ୍ସମିସନ୍ ରେ ଡିକୋଡିଂ |
ਕੰਪੋਪ੍ਰੈਸ਼ਨ,ସଙ୍କଳନ
ਬਰਖਾਸਤ ਕਰਨਾ,ସଜାଇବା
ਸਰਕਟ ਨੂੰ ਘਟਾਉਣਾ,ସିକ୍ୟୁପିଙ୍ଗ୍ ସର୍କିଟ୍ |
ਨੈੱਟਵਰਕ ਨੂੰ ਘਟਾਓ,ନେଟୱର୍କ ନେଟୱାର୍କ |
ਡਿਕ੍ਰਿਪਸ਼ਨ,ଡିକ୍ରିପ୍ସନ୍
ਸਮਰਪਿਤ ਲਾਈਨ,ଉତ୍ସର୍ଗୀକୃତ ରେଖା |
ਡੀ-ਏਮਬਿੰਗ,ଦେ-ଏମ୍ବେଡିଂ |
ਡੀ-ਜ਼ੋਰ,ଡି-ଫାଟିସ୍ |
ਮੂਲ,ଡିଫଲ୍ଟ |
ਗੁਣਵੱਤਾ ਵਿੱਚ ਨੁਕਸ,ଗୁଣବତ୍ତାରେ ତ୍ରୁଟି |
ਨੁਕਸਦਾਰ,ତ୍ରୁଟିଯୁକ୍ତ
ਨੁਕਸ ਇਕਾਈ,ତ୍ରୁଟିପୂର୍ଣ୍ଣ ଏକକ
ਪਰਿਭਾਸ਼ਾ,ସଂଜ୍ଞା
ਘਟੀ,ଡିସଲେନେକସନ |
ਵਿਗਾੜਨਾ,ବିକଳାଙ୍ଗ
ਡੀਫ੍ਰੇਸ਼ਨੇਸ਼ਨ,ନବିଣ୍ଡେସନ୍
ਡੀ-ਮੈਨਿੰਗ ਕੋਇਲ,ଡି-ଗସିଂ କୋଇଲ୍ |
ਡਿਗਰੀ,ଡିଗ୍ରୀ
ਡੀ-ਇੰਟਰਲੇਵਰ,ଡି-ଇଣ୍ଟରଲିଭେଭର |
ਦੇਰੀ ਲਾਈਨ,ବିଳମ୍ବ ରେଖା
ਦੇਰੀ ਦਾ ਸਮਾਂ,ବିଳମ୍ବ ସମୟ
ਫਰੇਮ ਮੈਮੋਰੀ ਦੇਰੀ ਨਾਲ,ବିଳମ୍ବିତ ଫ୍ରେମ୍ ମେମୋରୀ |
ਦੇਰੀ ਸਕੈਨਿੰਗ,ବିଳମ୍ବିତ ସ୍କାନିଂ |
