Gujarati,Tamil
વિતરિત ડેટા,விநியோகிக்கப்பட்ட தரவு
વિતરિત સર્વર,விநியோகிக்கப்பட்ட சேவையகம்
વિતરણ સિસ્ટમ,விநியோகிக்கப்பட்ட அமைப்பு
વિતરણકારી,விநியோகிக்கக்கூடிய
દસ્તાવેજ,ஆவணம்
દસ્તાવેજ પુનઃપ્રાપ્ત,ஆவணம் மீட்டெடுக்கப்பட்டது
દસ્તાવેજ વિન્ડો,ஆவண சாளரம்
દસ્તાવેજીકરણ,ஆவணங்கள்
ડોમેન,களம்
ડોમેન નામ,டொமைன் பெயர்
ડોટ મેટ્રિક્સ પ્રિન્ટર,டாட் மேட்ரிக்ஸ் பிரிண்டர்
નીચે,கீழ்
ડાઉન લિંક,கீழ் இணைப்பு
ડાઉન લોડિંગ,பதிவிறக்கம்
ડાઉન સમય,செயலற்ற நேரம்
ખેંચીને,இழுத்தல்
DRAM (ડાયનેમિક રેમ),DRAM (டைனமிக் ரேம்)
ડ્રિફ્ટ,சறுக்கல்
ડ્રાઈવર,இயக்கி
ડ્રોપ,கைவிட
ડ્રોપ ડાઉન સૂચિ બોક્સ,கீழ்தோன்றும் பட்டியல் பெட்டி
ડ્રમ ડ્રાઇવ,டிரம் டிரைவ்
ડ્રમ પ્રિન્ટર,டிரம் பிரிண்டர்
ડ્રમ યુનિટ,டிரம் அலகு
દ્વિ,இரட்டை
બેવડી ઘનતા,இரட்டை அடர்த்தி
બનાવટી સરનામું,போலி முகவரி
ડમ્પ,திணிப்பு
ડુપ્લેક્સ સર્કિટ,இரட்டை சுற்று
દ્વિગુણિત,டூப்ளெக்சிங்
ડુપ્લિકેટ,நகல்
ડીવીડી આર/ડબલ્યુ,டிவிடி ஆர்/டபிள்யூ
ડીવીડી રોમ,டிவிடி ரோம்
ગતિશીલ સૂચના,மாறும் அறிவுறுத்தல்
ગતિશીલ મેમરી,மாறும் நினைவகம்
ગતિશીલતા,இயக்கவியல்
EBCDIC,EBCDIC
ઈ-વ્યવસાય,மின் வணிகம்
પડઘો,எதிரொலி
ઈ-કોમર્સ,மின் வணிகம்
ફેરફાર કરો,தொகு
સંપાદક,ஆசிரியர்
શૈક્ષણિક ટેકનોલોજી,கல்வி தொழில்நுட்பம்
EEP રોમ,EEP ரோம்
અસરકારક સરનામું (ફ્લોટિંગ સરનામું),பயனுள்ள முகவரி (மிதக்கும் முகவரி)
અસરકારક ઓપરેન્ડ સરનામું,பயனுள்ள செயல்பாட்டு முகவரி
અસરકારક પ્રક્રિયા,பயனுள்ள செயல்முறை
અસરકારક UID (વપરાશકર્તા ઓળખ),பயனுள்ள UID (பயனர் அடையாளம்)
અસરકારક ટ્રાન્સમિશન ઓપરેન્ડ,பயனுள்ள பரிமாற்ற செயல்பாடு
આઠ-બીટ બાઈટ,எட்டு பிட் பைட்
ઈ-લર્નિંગ,மின் கற்றல்
ચૂંટણી-અલગર્થમ,தேர்தல்-அல்கிரிதம்
ઇલેક્ટ્રિક મેઇલિંગ (ઇ-મેલ),மின் அஞ்சல் (மின்னஞ்சல்)
ઇલેક્ટ્રિક પ્રિન્ટર,மின்சார அச்சுப்பொறி
ઇલેક્ટ્રિકલ એકાઉન્ટિંગ મશીન,மின் கணக்கியல் இயந்திரம்
ઇલેક્ટ્રોનિક,மின்னணு
ઇલેક્ટ્રોનિક ક્લિયરન્સ સિસ્ટમ (ECS),மின்னணு அனுமதி அமைப்பு (ECS)
ઇલેક્ટ્રોનિક ડેટા ઇન્ટરચેન્જ (EDI),மின்னணு தரவு பரிமாற்றம் (EDI)
ઇલેક્ટ્રોનિક ડેટા પ્રોસેસિંગ,மின்னணு தரவு செயலாக்கம்
ઇલેક્ટ્રોનિક ફાઇલિંગ,மின்னணு தாக்கல்
ઇલેક્ટ્રોનિક ફંડ ટ્રાન્સફર સિસ્ટમ (EFTS),மின்னணு நிதி பரிமாற்ற அமைப்பு (EFTS)
ઇલેક્ટ્રોનિક જર્નલ્સ,மின்னணு இதழ்கள்
ઇલેક્ટ્રોનિક પ્રકાશન,மின்னணு வெளியீடு
ઇલેક્ટ્રોનિક સ્વીચ,மின்னணு சுவிட்ச்
તત્વ,உறுப்பு
ઈ-મેલ,மின்னஞ்சல்
ઈ - મેઈલ સરનામું,மின்னஞ்சல் முகவரி
એમ્બેડેડ સિસ્ટમ,உட்பொதிக்கப்பட்ட அமைப்பு
એમ્બેડિંગ,உட்பொதித்தல்
એમિટર કપલ લોજિક (ECL),உமிழ்ப்பான் ஜோடி தர்க்கம் (ECL)
ખાલી સ્ટેક,வெற்று அடுக்கு
ખાલી શબ્દમાળા,வெற்று சரம்
અનુકરણ,முன்மாதிரி
એન્કેપ્સ્યુલેશન,அடைப்பு
સંકેતલિપી,குறியாக்கி
એન્કોડ,குறியாக்கம்
એન્કોડર,குறியாக்கி
એન્ક્રિપ્ટેડ ડેટા,மறைகுறியாக்கப்பட்ட தரவு
એન્ક્રિપ્ટીંગ ફાઇલ સિસ્ટમ,என்கிரிப்ட் கோப்பு முறைமை
એન્ક્રિપ્શન,குறியாக்கம்
બ્લોકનો અંત,தொகுதியின் முடிவு
ફાઇલનો અંત (EOF),கோப்பின் முடிவு (EOF)
અંતિમ વપરાશકર્તા,கடைசி பயனாளி
દાખલ કરો,நுழைய
એન્ટર-કી,நுழைவு விசை
એન્ટરપ્રાઇઝ સર્વર,நிறுவன சேவையகம்
એન્ટરપ્રાઇઝ સિસ્ટમ,நிறுவன அமைப்பு
એન્ટિટી,நிறுவனம்
અસ્તિત્વ-સંબંધ,நிறுவனம்-உறவு
પ્રવેશ સમય,நுழைவு நேரம்
પ્રવેશ ચલ,நுழைவு மாறி
ગણી શકાય તેવું,எண்ணத்தக்க
પર્યાવરણ,சூழல்
યુગ,சகாப்தம்
EPROM,EPROM
એપ્સીલોન બંધ,எப்சிலன் மூடல்
બરાબરી,சமநிலைப்படுத்தி
સાધનસામગ્રી,உபகரணங்கள்
સમાનતા વર્ગ,சமநிலை வகுப்பு
સમાનતા સંબંધ,சமமான உறவு
ભુસવું,அழிக்க
કોડ સુધારવામાં ભૂલ,பிழை திருத்தும் குறியீடு
ભૂલ સુધારણા,பிழை திருத்தம்
ભૂલ શોધ,பிழை கண்டறிதல்
ભૂલ હેન્ડલિંગ,பிழை கையாளுதல்
ક્ષતી સંદેશ,பிழை செய்தி
ભૂલ દર,பிழை விகிதம்
ભૂલ પુનઃપ્રાપ્તિ,பிழை மீட்பு
ભૂલ નિયમિત,பிழை வழக்கமான
એસ્કેપ પાત્ર,தப்பிக்கும் தன்மை
ઈથરનેટ,ஈதர்நெட்
ઘટના,நிகழ்வு
ઘટના સાંકળ,நிகழ்வு சங்கிலி
ઘટના નિયંત્રણ,நிகழ்வு கட்டுப்பாடு
ઇવેન્ટ કાઉન્ટર,நிகழ்வு கவுண்டர்
અપવાદ હેન્ડલિંગ,விதிவிலக்கு கையாளுதல்
વિનિમયક્ષમ ડિસ્ક સંગ્રહ,பரிமாற்றக்கூடிய வட்டு சேமிப்பு
બાકાત,விலக்குதல்
વિશિષ્ટ અથવા (XOR),பிரத்தியேக அல்லது (XOR)
એક્ઝિક્યુટેબલ પ્રોગ્રામ,இயங்கக்கூடிய நிரல்
એક્ઝિક્યુટિવ નિવેદન,நிர்வாக அறிக்கை
સંપૂર્ણ શોધ,முழுமையான தேடல்
અસ્તિત્વમાં છે,உள்ளன
બહાર નીકળો,வெளியேறு
નિષ્ણાત સિસ્ટમ,நிபுணர் அமைப்பு
અભિવ્યક્તિ,வெளிப்பாடு
વિસ્તૃત ગ્રાફિક એરે (XGA),நீட்டிக்கப்பட்ட வரைகலை வரிசை (XGA)
વિસ્તૃત ઉદ્યોગ ધોરણ (EIS),விரிவாக்கப்பட்ட தொழில் தரநிலை (EIS)
વિસ્તૃત મશીન,நீட்டிக்கப்பட்ட இயந்திரம்
વિસ્તૃત મેમરી,நீட்டிக்கப்பட்ட நினைவகம்
વિસ્તૃત ચોકસાઇ,நீட்டிக்கப்பட்ட துல்லியம்
વિસ્તૃત વર્ગીકરણ,நீட்டிக்கப்பட்ட வரிசையாக்கம்
બાહ્ય કૉલ,வெளிப்புற அழைப்பு
બાહ્ય ભૂલ,வெளிப்புற பிழை
બાહ્ય કાર્ય,வெளிப்புற செயல்பாடு
બાહ્ય વિક્ષેપ,வெளிப்புற குறுக்கீடு
બાહ્ય મેમરી,வெளிப்புற நினைவகம்
બાહ્ય મેમરી,வெளிப்புற நினைவகம்
બાહ્ય મોડેમ,வெளிப்புற மோடம்
બાહ્ય સંદર્ભ,வெளிப்புற குறிப்பு
બાહ્ય શોધ,வெளிப்புற தேடல்
બાહ્ય સંગ્રહ ઉપકરણ,வெளிப்புற சேமிப்பக சாதனம்
નિષ્કર્ષણ,பிரித்தெடுத்தல்
એક્સ્ટ્રાપોલેશન,எக்ஸ்ட்ராபோலேஷன்
ફેસ કેરેક્ટર પ્રિન્ટર,முக எழுத்து அச்சுப்பொறி
નિષ્ફળ-સલામત કામગીરી,தோல்வி-பாதுகாப்பான செயல்பாடு
નિષ્ફળતા દર,தோல்வி விகிதம்
નિષ્ફળતા પુનઃપ્રાપ્તિ,தோல்வி மீட்பு
ખોટો કોડ,தவறான குறியீடு
ખોટી ભૂલ,தவறான பிழை
ફેન-ઇન,ரசிகர்-இன்
ફેન-આઉટ,ரசிகர்-அவுட்
ફેસિમિલ I/O ઉપકરણ,பாசிமைல் I/O சாதனம்
ફાસ્ટ ફોરિયર ટ્રાન્સફોર્મ (FFT),வேகமான நான்கு உருமாற்றம் (FFT)
જીવલેણ ભૂલ,கொடிய பிழை
ખામી શોધ,தவறு கண்டறிதல்
ખામી નિદાન,தவறு கண்டறிதல்
સહનશીલતા દોષ,தவறு சகிப்புத்தன்மை
ફેક્સ,தொலைநகல்
ફેક્સ સંદેશ,தொலைநகல் செய்தி
FDC,FDC
લક્ષણ શોધ,அம்சம் கண்டறிதல்
ફીડ ચક્ર,உணவு சுழற்சி
પ્રતિસાદ,பின்னூட்டம்
ફીડર,ஊட்டி
મેળવો,எடுக்க
ફિબોનાકી શોધ,ஃபைபோனச்சி தேடல்
ફિબોનાકી ક્રમ,ஃபைபோனச்சி வரிசை
ફિબોનાકી શ્રેણી,ஃபைபோனச்சி தொடர்
ફાઇબર ઓપ્ટિક્સ,ஃபைபர் ஆப்டிக்ஸ்
ફિડો નેટ,fido net
ક્ષેત્ર,களம்
પાંચમી પેઢીના કમ્પ્યુટર્સ,ஐந்தாம் தலைமுறை கணினிகள்
ફાઇલ,கோப்பு
ફાઇલ એક્સેસ પદ્ધતિ,கோப்பு அணுகல் முறை
ફાઈલ ફાળવણી ટેબલ,கோப்பு ஒதுக்கீடு அட்டவணை
ફાઇલ કમ્પ્રેશન,கோப்பு சுருக்கம்
ફાઇલ નકલ,கோப்பு நகலெடுக்கிறது
ફાઇલ લેઆઉટ,கோப்பு தளவமைப்பு
ફાઇલ મર્જ,கோப்பு ஒன்றிணைத்தல்
ફાઇલ પુનઃપ્રાપ્તિ,கோப்பு மீட்பு
ફાઇલ સંગ્રહ,கோப்பு சேமிப்பு
ફાઇલ માળખું,கோப்பு அமைப்பு
ફાઇલ સિસ્ટમ,கோப்பு முறை
ફાઇલ ટ્રાન્સફર,கோப்பு பரிமாற்றம்
ફાઇલ ટ્રાન્સફર પ્રોટોકોલ (FTP),கோப்பு பரிமாற்ற நெறிமுறை (FTP)
ફિલ્ટર,வடிகட்டி
અંતિમ સ્થિતિ,இறுதி நிலை
શોધો,கண்டுபிடிக்க
મર્યાદિત રાજ્ય મશીન,வரையறுக்கப்பட்ட நிலை இயந்திரம்
આગ દિવાલ,தீ சுவர்
ફર્મવેર,நிலைபொருள்
વહેલા તે પહેલાં,முதலில் வருபவர்களுக்கு முன்னுரிமை
પ્રથમ પેઢીના કમ્પ્યુટર,முதல் தலைமுறை கணினி
ફર્સ્ટ ઇન ફર્સ્ટ આઉટ (FIFO),ஃபர்ஸ்ட் இன் ஃபர்ஸ்ட் அவுட் (FIFO)
પ્રથમ ઓર્ડર તર્ક,முதல் வரிசை தர்க்கம்
પ્રથમ ઓર્ડર સિદ્ધાંત,முதல் வரிசை கோட்பாடு
નિશ્ચિત પાર્ટીશન,நிலையான பகிர்வு
ધ્વજ,கொடி
લવચીક ડિસ્ક,நெகிழ்வான வட்டு
ફ્લોપી ડિસ્ક,நெகிழ் வட்டு
ફ્લોપી ડિસ્ક ડ્રાઇવ (Fdd),நெகிழ் வட்டு இயக்கி (Fdd)
ફ્લો ચાર્ટ,ஓட்ட விளக்கப்படம்
નિયંત્રણનો પ્રવાહ,கட்டுப்பாட்டு ஓட்டம்
ફ્લશ,பறிப்பு
ફોલ્ડર,கோப்புறை
ફોન્ટ,எழுத்துரு
ફોન્ટ કુટુંબ,எழுத்துரு குடும்பம்
બહાર ની ચાવી,வெளிநாட்டு விசை
ફોર્મ,வடிவம்
ઔપચારિક ભાષા,முறையான மொழி
ઔપચારિક સિસ્ટમ,முறையான அமைப்பு
ફોર્મેટ,வடிவம்
ફોર્મેટિંગ,வடிவமைத்தல்
ફોરટ્રાન,ஃபோர்ட்ரான்
ફોરટ્રાન પ્રોગ્રામિંગ,fortran நிரலாக்க
ફોરવર્ડ સ્લેશ,முன்னோக்கி சாய்வு
ચોથી પેઢીના કમ્પ્યુટર,நான்காம் தலைமுறை கணினி
ટુકડો,துண்டு
ફ્રેમ,சட்டகம்
મફત નેટ,இலவச வலை
મફત સોફ્ટવેર ફાઉન્ડેશન,இலவச மென்பொருள் அடித்தளம்
મફત સંગ્રહ,இலவச சேமிப்பு
ફ્રીવેર,இலவச மென்பொருள்
આગળનો છેડો,முன் முனை
ફ્રન્ટ પેનલ,முன் குழு
કાર્ય,செயல்பாடு
કાર્ય કી,செயல்பாட்டு விசை
કાર્ય સંદર્ભ,செயல்பாடு குறிப்பு
કાર્યાત્મક નિર્ભરતા,செயல்பாட்டு சார்பு
કાર્યાત્મક પરીક્ષણ,செயல்பாட்டு சோதனை
અસ્પષ્ટ તર્ક,தெளிவற்ற தர்க்கம்
અસ્પષ્ટ સમૂહ,தெளிவற்ற தொகுப்பு
લાભ,ஆதாயம்
રમત વૃક્ષ,விளையாட்டு மரம்
ગેપ પાત્ર,இடைவெளி பாத்திரம்
કચરો,குப்பை
કચરો સંગ્રહ,குப்பை சேகரிப்பு
કચરો સંગ્રહ,குப்பை சேகரிப்பு
ગાર્બેજ ઇન ગાર્બેજ આઉટ (GIGO),குப்பையில் குப்பை (GIGO)
દરવાજો,வாயில்
પ્રવેશદ્વાર,நுழைவாயில்
સામાન્ય કાર્યક્રમ,பொது திட்டம்
સામાન્ય કાર્યક્રમ,பொது திட்டம்
સામાન્ય હેતુ કમ્પ્યુટર,பொது நோக்கம் கணினி
સામાન્ય હેતુ કમ્પ્યુટર,பொது நோக்கம் கணினி
સામાન્ય રજીસ્ટર,பொது பதிவு
સામાન્યીકરણ,பொதுமைப்படுத்தல்
સામાન્યીકરણ,பொதுமைப்படுத்தல்
સામાન્ય હેતુની ભાષા,பொது நோக்க மொழி
સામાન્ય હેતુ ઓપરેટિંગ સિસ્ટમ,பொது நோக்க இயக்க முறைமை
સામાન્ય હેતુ રજીસ્ટર,பொது நோக்கப் பதிவேடு
જનરેટ કરેલ ભૂલ,உருவாக்கப்பட்ட பிழை
જનરેટીંગ ફંક્શન,செயல்பாடு உருவாக்கும்
સામાન્ય વર્ગ,பொதுவான வகுப்பு
સામાન્ય કાર્ય,பொதுவான செயல்பாடு
સામાન્ય નામ,பொதுப்பெயர்
ગીગો,ஜிகோ
વૈશ્વિક,உலகளாவிய
વૈશ્વિક કોડ,உலகளாவிய குறியீடு
વૈશ્વિક લોક,உலகளாவிய பூட்டு
વૈશ્વિક નેટવર્ક,உலகளாவிய நெட்வொர்க்
વૈશ્વિક નેટવર્ક,உலகளாவிய நெட்வொர்க்
વૈશ્વિક વપરાશકર્તા,உலகளாவிய பயனர்
વૈશ્વિક ચલ,உலகளாவிய மாறி
વૈશ્વિકરણ,உலகமயமாக்கல்
ગોફર,கோபர்
ગોફર ક્લાયંટ,கோபர் வாடிக்கையாளர்
ગોફર સર્વર,கோபர் சர்வர்
ગોફર સાઇટ,கோபர் தளம்
ગોફર જગ્યા,கோபர் விண்வெளி
આકર્ષક અધોગતિ,அழகான சீரழிவு
વ્યાકરણ તપાસનાર,இலக்கண சரிபார்ப்பவர்
વ્યાકરણ આકર્ષક બહાર નીકળો,இலக்கணம் நேர்த்தியான வெளியேற்றம்
કુલ,பெரும் மொத்தம்
ગ્રાફ,வரைபடம்
ગ્રાફ પ્લોટિંગ,வரைபடம் வரைதல்
ગ્રાફિક પાત્ર,வரைகலை பாத்திரம்
ગ્રાફિક નિયંત્રક,வரைகலை கட்டுப்படுத்தி
ગ્રાફિક ડેટા માળખું,வரைகலை தரவு அமைப்பு
ગ્રાફિક ડિસ્પ્લે પ્રોગ્રામ,வரைகலை காட்சி நிரல்
ગ્રાફિક ડિસ્પ્લે રીઝોલ્યુશન,கிராஃபிக் காட்சி தீர்மானம்
ગ્રાફિક ભાષા,வரைகலை மொழி
ગ્રાફિક ભાષા,வரைகலை மொழி
ગ્રાફિક પેનલ,வரைகலை குழு
ગ્રાફિકલ એનિમેશન,வரைகலை அனிமேஷன்
ગ્રાફિકલ ઇન્ટરફેસ ફોર્મેટ (GIF),வரைகலை இடைமுக வடிவம் (GIF)
ગ્રાફિકલ યુઝર ઈન્ટરફેસ (GUI),வரைகலை பயனர் இடைமுகம் (GUI)
ગ્રાફિક્સ,கிராபிக்ஸ்
ગ્રાફિક્સ એપ્લિકેશન,கிராபிக்ஸ் பயன்பாடு
ગ્રાફિક્સ કર્સર,கிராபிக்ஸ் கர்சர்
ગ્રાફિક્સ મોડ,கிராபிக்ஸ் முறை
ગ્રાફિક્સ પેકેજ,கிராபிக்ஸ் தொகுப்பு
ગ્રાફિક્સ સોફ્ટવેર,வரைகலை மென்பொருள்
ગ્રાફિક્સ સોફ્ટવેર,வரைகலை மென்பொருள்
ગ્રાફિક્સ સોફ્ટવેર પેકેજ,வரைகலை மென்பொருள் தொகுப்பு
ગ્રે સ્કેલ,சாம்பல் அளவு
લોભી પદ્ધતિ,பேராசை முறை
grep,grep
ગ્રીડ,கட்டம்
ગ્રીડ ચાર્ટ,கட்ட விளக்கப்படம்
ગ્રીડ કમ્પ્યુટિંગ,கட்டம் கம்ப்யூட்டிங்
ગ્રીડ મોડ્યુલેશન,கட்டம் பண்பேற்றம்
જમીન તરંગ,தரை அலை
જૂથ,குழு
જૂથ સરનામું,குழு முகவரி
જૂથ કોડ,குழு குறியீடு
જૂથ સંચાર,குழு தொடர்பு
જૂથ સંચાર,குழு தொடர்பு
જૂથ ઓળખ,குழு அடையாளம்
જૂથનું નામ,குழு பெயர்
ગ્રુપવેર,குழுபொருள்
વૃદ્ધિ,வளர்ச்சி
રક્ષક,காவலர்
માર્ગદર્શિત મીડિયા,வழிகாட்டப்பட்ட ஊடகங்கள்
ગનઝિપ,துப்பாக்கி சிப்
હેક,ஊடுருவு
હેકર,ஹேக்கர்
હેકરનો શબ્દકોશ,ஹேக்கர் அகராதி
અડધા ઉમેરનાર,அரை சேர்ப்பான்
અડધો પુલ,அரை பாலம்
અડધા ડુપ્લેક્સ,அரை இரட்டை
હાફ ડુપ્લેક્સ લાઇન,அரை இரட்டை வரி
હાફ ડુપ્લેક્સ મોડ,அரை இரட்டை முறை
અડધી તીવ્રતા,பாதி தீவிரம்
અડધા રાઉટર,அரை திசைவி
અડધા બાદબાકી કરનાર,அரை கழிப்பான்
અડધા ટોનિંગ,அரை டோனிங்
અડધો શબ્દ,அரை வார்த்தை
હેમિલટોનિયસ ચક્ર,வலிமிகுந்த சுழற்சி
હેમિંગ કોડ,ஹாமிங் குறியீடு
હાથ,கை
હાથ નકલ,கை நகல்
હેન્ડલ,கைப்பிடி
હેન્ડલિંગ,கையாளுதல்
અટકવું,தொங்கும்
ખુશ ચોખ્ખી,மகிழ்ச்சி வலை
હાર્ડ કોપી ઉપકરણ,கடின நகல் சாதனம்
હાર્ડ ડિસ્ક,வன் வட்டு
હાર્ડ ડિસ્ક ક્રેશ,ஹார்ட் டிஸ்க் செயலிழப்பு
સખત ભૂલ,கடினமான பிழை
હાર્ડવેર પ્રવાહ નિયંત્રણ,வன்பொருள் ஓட்டம் கட்டுப்பாடு
હાર્મોનિક,இசைவான
હાર્મોનિક સરેરાશ,ஹார்மோனிக் சராசரி
હેશ,ஹாஷ்
હેશ ડાયાગ્રામ,ஹாஷ் வரைபடம்
હેશ ટેબલ,ஹாஷ் அட்டவணை
હેશિંગ તકનીક,ஹாஷிங் நுட்பம்
હેડર,தலைப்பு
ઢગલો,குவியல்
ઢગલો સૉર્ટ,குவியல் வகை
મદદ,உதவி
મદદ સ્ક્રીન,உதவி திரை
હેલ્પનેટ,ஹெல்ப்நெட்
હર્ટ્ઝ,ஹெர்ட்ஸ்
સંશોધનાત્મક,ஹூரிஸ்டிக்
હ્યુરિસ્ટિક પદ્ધતિ,ஹூரிஸ்டிக் முறை
હેક્સાડેસિમલ સંખ્યાઓ,பதின்ம எண்கள்
છુપાયેલ રેખા,மறைக்கப்பட்ட வரி
અધિક્રમિક ડેટા બેઝ,படிநிலை தரவு தளம்
અધિક્રમિક ફાઇલ સિસ્ટમ,படிநிலை கோப்பு முறைமை
વંશવેલો ટોપોગ્રાફી,படிநிலை நிலப்பரப்பு
ઉચ્ચ સ્તરની ભાષા,உயர் மட்ட மொழி
ઉચ્ચ મેમરી વિસ્તાર,அதிக நினைவக பகுதி
સારો પ્રદ્સન,உயர் செயல்திறன்
ફટકો,தாக்கியது
હિટ રેટ,வீதம்
હિટ રેશિયો,வெற்றி விகிதம்
છિદ્ર,துளை
હોમ ડિરેક્ટરી,முகப்பு அடைவு
હોમ પેજ,முகப்பு பக்கம்
સજાતીય સંકલન,ஒரே மாதிரியான ஒருங்கிணைப்பு
હોપ,ஹாப்
હોપ ગણતરી,ஹாப் எண்ணிக்கை
હોર્ન,கொம்பு
હોસ્ટ કમ્પ્યુટર,ஹோஸ்ட் கணினி
હોસ્ટ કમ્પ્યુટર,ஹோஸ்ட் கணினி
યજમાન ભાષા,புரவலன் மொழி
ગરમ કી,சூடான சாவி
હાઇપર ટેક્સ્ટ માર્કઅપ લેંગ્વેજ (HTML),ஹைப்பர் டெக்ஸ்ட் மார்க்அப் மொழி (HTML)
પૂર્વધારણા,கருதுகோள்
હું પોડ,நான் போட்
I/O બફર,I/O தாங்கல்
I/O પોર્ટ,I/O போர்ட்
I/O એકમ,I/O அலகு
ઓળખકર્તા,அடையாளங்காட்டி
ઓળખ,அடையாளம்
છબી,படம்
ઇમેજ સેન્સર,பட சென்சார்
અસર પ્રિન્ટર,தாக்க அச்சுப்பொறி
અવરોધ,தடை
અનિવાર્ય પ્રોગ્રામ ભાષા,கட்டாய நிரல் மொழி
અનિવાર્ય નિવેદન,கட்டாய அறிக்கை
ગર્ભિત સરનામું,மறைமுக முகவரி
અશક્ય ઘટના,சாத்தியமற்ற நிகழ்வு
નિષ્ક્રિય નોડ,செயலற்ற முனை
અસંગતતા,முரண்பாடு
વધારો,அதிகரிப்பு
અનુક્રમણિકા,குறியீட்டு
ઇન્ડેક્સ ડેટા આઇટમ,குறியீட்டு தரவு உருப்படி
ઇન્ડેક્સ ફાઇલ,குறியீட்டு கோப்பு
ઇન્ડેક્સ રજિસ્ટર,குறியீட்டு பதிவு
અનુક્રમણિકા,குறியீட்டு வரிசை
અનુક્રમિત સંબોધન,குறியிடப்பட்ட முகவரி
અનુક્રમિત ભાષા,குறியிடப்பட்ட மொழி
અનુક્રમિત ક્રમ ફાઇલ,அட்டவணைப்படுத்தப்பட்ட வரிசை கோப்பு
અનુક્રમિત અનુક્રમિક સ્કેસ પદ્ધતિ (ISAM),அட்டவணைப்படுத்தப்பட்ட வரிசைமுறை sccess முறை (ISAM)
પરોક્ષ સંબોધન,மறைமுக முகவரி
ઇન્ફોર્મેટિક્સ,தகவலியல்
માહિતી,தகவல்
માહિતી બીટ,தகவல் பிட்
માહિતી વ્યવસ્થાપન,தகவல் மேலாண்மை
માહિતી વ્યવસ્થાપન સિસ્ટમ (IMS),தகவல் மேலாண்மை அமைப்பு (IMS)
માહિતી પુનઃપ્રાપ્તિ,தகவல் மீட்பு
ઇન્ફર્મેશન સિસ્ટમ,தகவல் அமைப்பு
માહિતી ટેકનોલોજી (IT),தகவல் தொழில்நுட்பம் (IT)
ઈન્ફ્રાસ્ટ્રક્ચર મેનેજમેન્ટ,உள்கட்டமைப்பு மேலாண்மை
વારસો,பரம்பரை
વારસાગત ભૂલ,பரம்பரை பிழை
પ્રારંભિક,ஆரம்ப
પ્રારંભિક સરનામું,ஆரம்ப முகவரி
પ્રારંભિક સ્થિતિ,ஆரம்ப நிலை
આરંભ,துவக்கம்
શાહી જેટ પ્રિન્ટર,மை ஜெட் அச்சுப்பொறி
અસંખ્ય,எண்ணிலடங்கா
i-નોડ ટેબલ,நான் முனை அட்டவணை
બિનકાર્યક્ષમ સમય,செயல்பட முடியாத நேரம்
ઇનપુટ બફર રજિસ્ટર,உள்ளீடு தாங்கல் பதிவு
ઇનપુટ આઉટપુટ પ્રોસેસર (I/O પ્રોસેસર),உள்ளீட்டு வெளியீட்டு செயலி (I/O செயலி)
ઇનપુટ આઉટપુટ રજિસ્ટર (I/O રજિસ્ટર),உள்ளீடு வெளியீடு பதிவு (I/O பதிவு)
ઇનપુટ આઉટપુટ સ્ટેટમેન્ટ (I/O સ્ટેટમેન્ટ),உள்ளீட்டு வெளியீட்டு அறிக்கை (I/O அறிக்கை)
ઇનપુટ/આઉટપુટ (I/O),உள்ளீடு/வெளியீடு (I/O)
ઇનપુટ/આઉટપુટ બફર (I/O બફર),உள்ளீடு/வெளியீடு இடையக (I/O இடையக)
ઇનપુટ/આઉટપુટ ઉપકરણ (I/O ઉપકરણ),உள்ளீடு/வெளியீட்டு சாதனம் (I/O சாதனம்)
દાખલ કરો,செருகு
નિવેશ સૉર્ટ,செருகும் வகை
સ્થાપન સમય,நிறுவல் நேரம்
દાખલો,உதாரணம்
સૂચના,அறிவுறுத்தல்
સૂચના કાઉન્ટર,அறிவுறுத்தல் கவுண்டர்
સૂચના ચક્ર,அறிவுறுத்தல் சுழற்சி
સૂચના સમૂહ,அறிவுறுத்தல் தொகுப்பு
પૂર્ણાંક પ્રોગ્રામિંગ,முழு எண் நிரலாக்கம்
પૂર્ણાંક ચલ,முழு எண் மாறி
સંકલિત મોડેમ,ஒருங்கிணைந்த மோடம்
સંકલિત સેવાઓ ડિજિટલ નેટવર્ક (ISDN),ஒருங்கிணைந்த சேவைகள் டிஜிட்டல் நெட்வொர்க் (ISDN)
અખંડિતતા,நேர்மை
બુદ્ધિશાળી નિયંત્રક,அறிவார்ந்த கட்டுப்படுத்தி
બુદ્ધિશાળી ટર્મિનલ,அறிவார்ந்த முனையம்
આંતર બ્લોક,இடைப்பட்ட தொகுதி
આંતર બ્લોક ગેપ,இடைத் தொகுதி இடைவெளி
આંતર સંદેશાવ્યવહાર સિસ્ટમ,தொடர்பு அமைப்பு
ક્રિયાપ્રતિક્રિયા,தொடர்பு
ઇન્ટરેક્ટિવ ગ્રાફિક્સ,ஊடாடும் கிராபிக்ஸ்
ઇન્ટરેક્ટિવ કીબોર્ડ પ્રિન્ટર,ஊடாடும் விசைப்பலகை அச்சுப்பொறி
ઇન્ટરકોમ સેવા,இண்டர்காம் சேவை
ઈન્ટરફેસ,இடைமுகம்
ઇન્ટરલીવિંગ,இடைச்செருகல்
મધ્યવર્તી બફર,இடைநிலை தாங்கல்
આંતરિક બ્લોક,உள் தொகுதி
