Bengali,Telugu
কমপ্যাক্ট ডিস্ক (সিডি),కాంపాక్ట్ డిస్క్ (సిడి)
কমপ্যাক্ট ডিস্ক প্লেয়ার,కాంపాక్ట్ డిస్క్ ప్లేయర్
সামরিক,కంపాండర్
তুলনা করা,కంపాండింగ్
সামঞ্জস্যতা,అనుకూలత
উপযুক্ত,అనుకూలంగా
সংকলক,కంపైలర్
পরিপূরক,పరిపూరకరమైనది
পরিপূরক ট্রানজিস্টর,కాంప్లిమెంటరీ ట్రాన్సిస్టర్
জটিল তরঙ্গ,సంక్లిష్ట తరంగం
উপাদান,భాగం
সংমিশ্রণ,మిశ్రమ
যৌগিক সার্কিট,మిశ్రమ సర్క్యూట్
যৌগিক ডিজিটাল,మిశ్రమ డిజిటల్
যৌগিক রেডিও ফ্রিকোয়েন্সি সিগন্যাল,మిశ్రమ రేడియో ఫ్రీక్వెన్సీ సిగ్నల్
যৌগিক সংকেত,మిశ్రమ సిగ్నల్
যৌগিক ভিডিও,మిశ్రమ వీడియో
যৌগিক ভিডিও সংকেত,మిశ్రమ వీడియో సిగ్నల్
গঠন,కూర్పు
সংকুচিত ডেটা,కంప్రెస్డ్ డేటా
সংকুচিত ডিজিটাইজড ভিডিও,కంప్రెస్డ్ డిజిటలైజ్డ్ వీడియో
সংকুচিত ভিডিও,కంప్రెస్డ్ వీడియో
সঙ্কোচন,కుదింపు
সংক্ষেপণ শিল্পকর্ম,కంప్రెషన్ ఆర్టిఫ్యాక్ట్
সংকোচনের ঝুঁকি,కుదింపు ప్రమాదం
সংক্ষেপণ কৌশল,కంప్రెషన్ టెక్నిక్
সংক্ষেপক,కంప్రెసర్
গণনা,కంప్యూట్
কম্পিউটার,కంప్యూటర్
কম্পিউটার ভিত্তিক মাল্টিমিডিয়া,కంప్యూటర్ ఆధారిత మల్టీమీడియా
কম্পিউটার প্রোগ্রামিং,కంప్యూటర్ ప్రోగ్రామింగ్
কম্পিউটার প্রযুক্তি,"కంప్యూటర్ సాంకేతిక పరిజ్ఞానం, కంప్యూటర్ విజ్ఞానం, ధీయంత్ర పరిజ్ఞానం, ధీయంత్ర విజ్ఞానం"
অবতল লেন্স,పుటాకార లెన్స్
অবতল আয়না,పుటాకార అద్దం
গোপন,దాచడం
কেন্দ্রীভূত,సాంద్రీకృత
একাগ্রতা,ఏకాగ్రత
কেন্দ্রীভূত লেন্স,కేంద్రీకృత లెన్స్
কনডেনসার মাইক্রোফোন,కండెన్సర్ మైక్రోఫోన్
ভারসাম্য শর্ত,సమతుల్యత యొక్క పరిస్థితి
চালনা,ప్రసరణ
পরিবাহিতা বর্তমান,ప్రసరణ ప్రస్తుత
পরিবাহিতা,వాహకత
কন্ডাক্টর,కండక్టర్
কনফিগারেশন,ఆకృతీకరణ
সংযোগ,కనెక్షన్
সংযোগ,కనెక్టివిటీ
সংযোগকারী,కనెక్టర్
ধারাবাহিকতা,స్థిరత్వం
ধারাবাহিকভাবে,స్థిరంగా
কনসোল,కన్సోల్
ধ্রুবক,స్థిరాంకం
ধ্রুবক প্রশস্ততা,స్థిరమైన వ్యాప్తి
মাইক্রোফোনের সাথে যোগাযোগ করুন,మైక్రోఫోన్‌ను సంప్రదించండి
ধারক ফর্ম্যাট,కంటైనర్ ఫార్మాట్
দূষণ,కాలుష్యం
বিষয়বস্তু,విషయము
সংলগ্ন,పరస్పర
ধারাবাহিকতা,కొనసాగింపు
ধারাবাহিকতা বুথ,కొనసాగింపు బూత్
ধারাবাহিকতা গিঁট,కొనసాగింపు నాబ్
একটানা,నిరంతర
অবিচ্ছিন্ন চাপ,నిరంతర ఆర్క్
অবিচ্ছিন্ন তরঙ্গ,నిరంతర వేవ్
কনট্যুর লাইন,ఆకృతి రేఖ
কনট্যুর পরিকল্পনা,ఆకృతి ప్రణాళిక
চুক্তি,ఒప్పందం
সংকোচন,సంకోచం
বৈপরীত্য অনুপাত,కాంట్రాస్ట్ రేషియో
নিয়ন্ত্রণ বর্তনী,కంట్రోల్ సర్క్యూట్
বৈদ্যুতিন নিয়ন্ত্রণ করুন,కంట్రోల్ ఎలక్ట్రోడ్
নিয়ন্ত্রণ সরঞ্জাম,నియంత్రణ పరికరాలు
গ্রিড নিয়ন্ত্রণ করুন,కంట్రోల్ గ్రిడ్
নিয়ন্ত্রণ লাইন,నియంత్రణ రేఖ
নিয়ন্ত্রণ প্যানেল,నియంత్రణ ప్యానెల్
নিয়ন্ত্রণ কক্ষ,నియంత్రణ గది
নিয়ন্ত্রণ টেবিল,నియంత్రణ పట్టిక
নিয়ন্ত্রণ টাওয়ার,కంట్రోల్ టవర్
নিয়ামক,నియంత్రిక
রূপান্তর,కన్వర్జెన్స్
কনভারজেন্ট লেন্স,కన్వర్జెంట్ లెన్స్
রূপান্তরকারী,కన్వర్టర్
উত্তল লেন্স,కుంభాకార లెన్స్
সমঝোতা,కన్విల్యూషన్
কনভোলিউশন কোডড,కన్వల్యూషన్ కోడెడ్
কনভোলিউশনাল ইন্টারলিভ,కన్వల్యూషనల్ ఇంటర్‌లీవ్
কনভোলিউশনাল ইন্টারলিভিং,కన్వల్యూషనల్ ఇంటర్‌లీవింగ్
কুকি,కుకీ
কুকিয়ার,కుకీయర్
Coprocessor,కోప్రాసెసర్
কর্ড,త్రాడు
করোনা,కరోనా
করোনার স্রাব,కరోనా ఉత్సర్గ
পারস্পরিক সম্পর্ক,సహసంబంధం
কোসাইন উপাদান,కొసైన్ భాగం
কোসাইন ওয়েভ,కొసైన్ వేవ్
মহাজাগতিক শব্দ,విశ్వ శబ్దం
কাউন্টার,కౌంటర్
ঘড়ির কাঁটার বিপরীতে,కౌంటర్ సవ్యదిశలో
কাপলার,కప్లర్
কাপলিং,కలపడం
কাপলিং কনডেনসার,కప్లింగ్ కండెన్సర్
কাপলিং নেটওয়ার্ক,కలపడం నెట్‌వర్క్
কাপলিং প্রতিরোধের,కలపడం నిరోధకత
সমযোজী বন্ধন,సమయోజనీయ బంధం
কভারেজ,కవరేజ్
ক্র্যাশ,క్రాష్
সমালোচনামূলক ব্যান্ড,క్రిటికల్ బ్యాండ్
গুরুতর অবস্থায়,క్లిష్ట పరిస్థితి
সমালোচনামূলক কাপলিং,క్లిష్టమైన కలపడం
সমালোচনামূলক ফ্রিকোয়েন্সি,క్లిష్టమైన ఫ్రీక్వెన్సీ
সমালোচনামূলক প্যারামিটার,క్లిష్టమైన పరామితి
কুমির ক্লিপ,క్రోకోడైల్ క్లిప్
ক্রস বিবর্ণ,క్రాస్ ఫేడింగ్
ক্রস মড্যুলেশন,క్రాస్ మాడ్యులేషన్
ক্রস টক,క్రాస్ టాక్
ক্রসফ্যাড,క్రాస్ఫేడ్
ক্রিপ্টোগ্রাফি,క్రిప్టోగ్రఫీ
স্ফটিক,క్రిస్టల్
স্ফটিক ফিল্টার,క్రిస్టల్ ఫిల్టర్
কিউ,క్యూ
কিউ চিহ্ন,క్యూ మార్కులు
কিউইং ডিভাইস,క్యూయింగ్ పరికరం
বর্তমান ড্রেন,ప్రస్తుత కాలువ
বর্তমান মিটার,ప్రస్తుత మీటర్
বর্তমান ট্রান্সফরমার,ప్రస్తుత ట్రాన్స్ఫార్మర్
কার্সার,కర్సర్
বক্ররেখা,వక్రరేఖ
ফ্রিকোয়েন্সি কেটে ফেলুন,ఫ్రీక్వెన్సీని కత్తిరించండి
কাটার,కట్టర్
সাইবার ক্যাফে,సైబర్ కేఫ్
সাইবার নিরাপত্তা,సైబర్ భద్రతా
সাইবার স্পেস,సైబర్ స్థలం
সাইকেল,చక్రం
চক্রীয়,చక్రీయ
ডিসি উপাদান,డి.సి. భాగం
ডিসি প্লেট পাওয়ার,డి.సి. ప్లేట్ శక్తి
ডিসি পুন: প্রতিষ্ঠা,డి.సి. పునరుద్ధరణ
ড্যাম্পার ডায়োড,డంపర్ డయోడ్
স্যাঁতসেঁতে,డంపింగ్
অন্ধকার,చీకటి
ডেটা,సమాచారం
ডেটা সম্প্রচার,డేటా ప్రసారం
তথ্য সংকোচন,డేటా కుదింపు
ডেটা ড্রিলিং,డేటా డ్రిల్లింగ్
তথ্য এনক্রিপশন,డేటా గుప్తీకరణ
আমার স্নাতকের,సమాచార దస్తా
ডেটা হ্যান্ডলিং,డేటా నిర్వహణ
ডেটা মাইনিং,డేటా మైనింగ్
তথ্য প্রক্রিয়াজাতকরণ,డేటా ప్రాసెసింగ్
ডাটা প্রসেসর,డేటా ప్రాసెసర్
ডেটা হ্রাস বিট সিস্টেম,డేటా తగ్గించిన బిట్ సిస్టమ్
তথ্য সেবা,డేటా సేవ
তথ্য তালিকা,సమాచార పట్టిక
তথ্য ভান্ডার,డేటా నిల్వ
তথ্য প্রবাহ,డేటా స్ట్రీమ్
ডেটা রূপান্তর,డేటా పరివర్తన
ডেটা ট্রান্সমিশন,డేటా ప్రసారం
তথ্যশালা,డేటాబేస్
ডেটাকাস্টিং,డేటాకాస్టింగ్
ডেটাগ্রাম,డేటాగ్రామ్
ডিবি মিটার,DB మీటర్
মৃত বায়ু,చనిపోయిన గాలి
মৃত শর্ট সার্কিট,డెడ్ షార్ట్ సర్క్యూట్
ডেড স্পট,డెడ్ స్పాట్
অচলাবস্থা,డెడ్లాక్
ডিবাগ প্রোগ্রাম,డీబగ్ ప్రోగ్రామ్
ডিবাগিং,డీబగ్గింగ్
শব্দ ক্ষয়,ధ్వని క్షయం
ডেসিবেল (ডিবি),డిసిబెల్
দশমিক,దశాంశం
দশমিক কোড,దశాంశ కోడ్
দশমিক অঙ্ক,దశాంశ అంకె
ডেসিফারিং,డెసిఫరింగ్
ডিকোডার,డీకోడర్
ডিকোডিং,డీకోడింగ్
ডিজিটাল সংক্রমণে ডিকোডিং,డిజిటల్ ట్రాన్స్మిషన్లో డీకోడింగ్
ডিকম্প্রেশন,డికంప్రెషన్
ডিকোপলিং,డికప్లింగ్
ডিকোপলিং সার্কিট,డికప్లింగ్ సర్క్యూట్
ডিকোপলিং নেটওয়ার্ক,డికప్లింగ్ నెట్‌వర్క్
ডিক্রিপশন,డిక్రిప్షన్
ডেডিকেটেড লাইন,అంకితమైన పంక్తి
ডি-এমবেডিং,డి-ఎంబెడింగ్
ডি-জোর,డి-ఎంఫాసిస్
ডিফল্ট,డిఫాల్ట్
গুণমান ত্রুটি,నాణ్యతలో లోపం
ত্রুটিযুক্ত,లోపభూయిష్ట
ত্রুটিযুক্ত ইউনিট,లోపభూయిష్ట యూనిట్
সংজ্ঞা,నిర్వచనం
ডিফ্লেশন,విక్షేపం
বিকৃতি,వైకల్యం
ডিফ্র্যাগমেন্টেশন,డీఫ్రాగ్మెంటేషన్
ডি-গাউসিং কয়েল,డి-గాస్సింగ్ కాయిల్
ডিগ্রি,డిగ్రీ
ডি-ইন্টারলিভার,డి-ఇంటర్‌లీవర్
বিলম্ব লাইন,ఆలస్యం లైన్
বিলম্ব সময়,సమయం ఆలస్యం
বিলম্বিত ফ্রেম মেমরি,ఫ్రేమ్ మెమరీ ఆలస్యం
বিলম্বিত স্ক্যানিং,ఆలస్యం స్కానింగ్
বিলম্বিত সিঙ্ক্রোনাইজেশন সংকেত,ఆలస్యం సమకాలీకరణ సిగ్నల్
বিতরণ,డెలివరీ
বিতরণ ব্যবস্থাপনা,బట్వాడా వ్యవస్థ
ডিমোডুলেশন,డెమోడ్యులేషన్
ডেমোডুলেটর কার্ড,డెమోడ్యులేటర్ కార్డ్
ডেমাল্টিপ্লেক্সার,డెమల్టిప్లెక్సర్
মাঠের গভীরতা,ఫీల్డ్ యొక్క లోతు
অবতরণ,అవరోహణ
নকশার সবিস্তার বিবরণী,డిజైన్ స్పెసిఫికేషన్
ডেস্কটপ,డెస్క్‌టాప్
ডিটেক্টর আউটপুট,డిటెక్టర్ అవుట్పుట్
বিচ্যুতি,విచలనం
যন্ত্র,పరికరం
ডিভাইস ড্রাইভার,పరికర డ్రైవర్
কারণ নির্ণয়,విశ్లేషణ
চিত্র,రేఖాచిత్రం
ডায়ালগ ট্র্যাক,డైలాగ్ ట్రాక్
ব্যাস মোড,వ్యాసమైన మోడ్
ডায়মন্ড স্টাইলাস,డైమండ్ స్టైలస్
ডায়াফ্রাম,ఉదరవితానం
ডায়াফ্রাম্যাটিক শোষণকারী,డయాఫ్రాగ్మాటిక్ అబ్జార్బర్
ডাইচোটিক শ্রবণ,డైకోటిక్ లిజనింగ్
ডাইলেট্রিক,విద్యుద్వాహక
ডাইলেট্রিক ব্রেক- ডাউন,విద్యుద్వాహక విచ్ఛిన్నం- డౌన్
ডাইলেট্রিক ক্ষতি,విద్యుద్వాహక నష్టం
পার্থক্য ফ্রিকোয়েন্সি,తేడా ఫ్రీక్వెన్సీ
পার্থক্য ফ্রিকোয়েন্সি বিকৃতি (ডিএফডি),తేడా ఫ్రీక్వెన్సీ వక్రీకరణ (DFD)
পার্থক্য টোন,తేడా టోన్
ডিফারেনশিয়াল এম্প্লিফায়ার,అవకలన యాంప్లిఫైయర్
বিচ্ছুরণ,విక్షేపం
ডিফিউজার,డిఫ్యూజర్
অঙ্ক,అంకె
ডিজিটাল,డిజిటల్
ডিজিটাল আর্টিফ্যাক্ট,డిజిటల్ ఆర్టిఫ్యాక్ట్
ডিজিটাল অডিও,డిజిటల్ ఆడియో
ডিজিটাল অডিও ফিল্টার,డిజిటల్ ఆడియో ఫిల్టర్
ডিজিটাল অডিও ওয়ার্ক স্টেশন,డిజిటల్ ఆడియో వర్క్ స్టేషన్
ডিজিটাল ক্যামেরা,డిజిటల్ కెమెరా
ডিজিটাল কম্পিউটার,డిజిటల్ కంప్యూటర్
ডিজিটাল ডেটা,డిజిటల్ డేటా
ডিজিটাল সম্পাদনা,డిజిటల్ ఎడిటింగ్
ডিজিটাল এক্সাইটার,డిజిటల్ ఎక్సైటర్
ডিজিটাল ফিল্টার,డిజిటల్ ఫిల్టర్
ডিজিটাল ফ্রেম সিঙ্ক্রোনাইজার,డిజిటల్ ఫ్రేమ్ సింక్రొనైజర్
ডিজিটাল heritage তিহ্য,డిజిటల్ వారసత్వం
ডিজিটাল চিত্র,డిజిటల్ చిత్రం
ডিজিটাল লাইব্রেরি,డిజిటల్ లైబ్రరీ
ডিজিটাল মিটার,డిజిటల్ మీటర్
ডিজিটাল মড্যুলেশন,డిజిటల్ మాడ్యులేషన్
ডিজিটাল মাল্টিপ্লেক্স,డిజిటల్ మల్టీప్లెక్స్
ডিজিটাল নেটওয়ার্ক,డిజిటల్ నెట్‌వర్క్
ডিজিটাল ফলাফল,డిజిటల్ అవుట్పుట్
ডিজিটাল প্লেব্যাক,డిజిటల్ ప్లేబ్యాక్
ডিজিটাল রেডিও মন্ডিয়াল (ডিআরএম),డిజిటల్ రేడియో మొండియాల్ (DRM)
ডিজিটাল রেকর্ডিং,డిజిటల్ రికార్డింగ్
ডিজিটাল বিপ্লব,డిజిటల్ విప్లవం
ডিজিটাল সিগন্যাল,డిజిటల్ సిగ్నల్
ডিজিটাল সিগন্যাল প্রসেসিং (ডিএসপি),డిజిటల్ సిగ్నల్ ప్రాసెసింగ్ (DSP)
ডিজিটাল স্বাক্ষর,డిజిటల్ సంతకం
ডিজিটাল প্রযুক্তি,డిజిటల్ టెక్నాలజీ
অ্যানালগ রূপান্তরকারী ডিজিটাল,డిజిటల్ టు అనలాగ్ కన్వర్టర్
ডিজিটাল ভিডিও,డిజిటల్ వీడియో
ডিজিটাল ভোল্টমিটার,డిజిటల్ వోల్టమీటర్
ডিজিটালাইজেশন,డిజిటలైజేషన్
ডিজিটাইজেশন,డిజిటలైజేషన్
ডিজিটাইজড ভিডিও,డిజిటలైజ్డ్ వీడియో
ডিজিটাইজার,డిజిటైజర్
ম্লান,మసక
মাত্রা,పరిమాణం
ডিমার,మసకబారిన
ডায়োড,డయోడ్
ডুব,ముంచు
ডিপ্লেক্সার,డిప్లెక్సర్
ডিপোল অ্যান্টেনা,డైపోల్ యాంటెన్నా
সরাসরি সম্প্রচার,ప్రత్యక్ష ప్రసారం
সরাসরি কারেন্ট (ডি সি),ప్రత్యక్ష కరెంట్
সরাসরি বাছাই,ప్రత్యక్ష పికప్
সরাসরি পড়ার যন্ত্র,ప్రత్యక్ష పఠన పరికరం
সরাসরি রেকর্ডিং,ప్రత్యక్ష రికార్డింగ్
দিকনির্দেশক অ্যান্টেনা,డైరెక్షనల్ యాంటెన్నా
দিকনির্দেশক কাপলার,డైరెక్షనల్ కప్లర్
দিকনির্দেশক মাইক্রোফোন,డైరెక్షనల్ మైక్రోఫోన్
নির্দেশিকা,డైరెక్టివిటీ
ডিরেক্টরি,డైరెక్టరీ
অক্ষম করুন,డిసేబుల్
ডিস্ক অ্যান্টেনা,డిస్క్ యాంటెన్నా
ডিস্ক ভিত্তিক স্টোরেজ,డిస్క్ ఆధారిత నిల్వ
বিচ্ছিন্ন,వివిక్త
ডিস্ক,డిస్క్
তথ্য ধারণ করে যে চাকতি,డిస్క్ డ్రైవ్
ডিস্ক কোটা,డిస్క్ కోటా
ডিস্কেট,డిస్కెట్
স্থানচ্যুতি,తొలగుట
বিচ্ছুরণ,చెదరగొట్టడం
উত্পাটন,స్థానభ్రంశం
প্রদর্শন,ప్రదర్శన
প্রদর্শন ইউনিট (কনসোল),ప్రదర్శన యూనిట్ (కన్సోల్)
অপচয়,వెదజల్లడం
বিচ্ছিন্নতা,వైరుధ్యం
বিশুদ্ধ পানি,పరిశుద్ధమైన నీరు
বিকৃতি,వక్రీకరణ
বিতরণ,పంపిణీ
বিতরণ পরিবর্ধক,పంపిణీ యాంప్లిఫైయర్
বিভাগ,విభజన
বিভাজক,విభజన
নথি,పత్రం
Dolby ডিজিটাল,డాల్బీ డిజిటల్
ডোমেইন,డొమైన్
ডোমেন নিয়ন্ত্রক,డొమైన్ కంట్రోలర్
ডপলার এফেক্ট,డాప్లర్ ప్రభావం
ডাবল মেরু (ডিপোল),ద్వారం)
ডাবল মেরু একক থ্রো সুইচ,డబుల్ పోల్ సింగిల్ త్రో స్విచ్
ডাবল পার্শ্বযুক্ত ডিস্ক,డబుల్ సైడెడ్ డిస్క్
ডাবল্ট,డబుల్
ডাউন ওয়েভ ডাউন,డౌన్ రాబోయే వేవ్
ডাউন স্ট্রিম,డౌన్ స్ట్రీమ్
ডাউনলিংক,డౌన్‌లింక్
ডাউনলোড,డౌన్‌లోడ్
ডাউনলোড করা,డౌన్‌లోడ్
অঙ্কন,డ్రాయింగ్
ড্রিলিং বিট,డ్రిల్లింగ్ బిట్
ড্রিলিং মেশিন,డ్రిల్లింగ్ మెషిన్
ড্রাইভ,డ్రైవ్
ড্রাম,డ్రమ్
শুকনো বাল্ব তাপমাত্রা,పొడి బల్బ్ ఉష్ణోగ్రత
শুকনো সেল,పొడి సెల్
শুকনো সোল্ডার,డ్రై టంకము
দ্বৈত চ্যানেল মোড,ద్వంద్వ ఛానల్ మోడ్
ডাবিং,డబ్బింగ్
ডুড,డడ్
ডাম্প,డంప్
দ্বৈত,డ్యూప్లెక్స్
সময়কাল,వ్యవధి
ধুলো,దుమ్ము
ডাস্ট বাগ,డస్ట్ బగ్
ধুলা প্রমাণ,డస్ట్ ప్రూఫ్
ডাস্টার,డస్టర్
গতিশীল,డైనమిక్
গতিশীল বিট বরাদ্দ,డైనమిక్ బిట్ కేటాయింపు
গতিশীল ইন্টারমোডুলেশন বিকৃতি (ডিম),డైనమిక్ ఇంటర్మోడ్యులేషన్ వక్రీకరణ (DIM)
গতিশীল পরিমাণ,డైనమిక్ పరిమాణీకరణ
গতিশীল পরিসীমা,డైనమిక్ పరిధి
গতিশীল পরিসীমা নিয়ন্ত্রণ,డైనమిక్ పరిధి నియంత్రణ
ডায়নামো,డైనమో
কানের ফোন,చెవి ఫోన్
পৃথিবী,భూమి
পৃথিবী বাল্জ,భూమి ఉబ్బెత్తు
পৃথিবী প্রতিরোধ,భూమి నిరోధకత
আর্থ রড,ఎర్త్ రాడ్
আর্থ স্যাটেলাইট,ఎర్త్ ఉపగ్రహం
আর্থ স্টেশন,ఎర్త్ స్టేషన్
আর্থ টার্মিনাল,ఎర్త్ టెర్మినల్
আর্থিং,ఎర్తింగ్
প্রতিধ্বনি,ఎకో
প্রতিধ্বনির কামরা,ఎకో చాంబర్
এডি কারেন্ট,ఎడ్డీ కరెంట్
এডি বর্তমান ক্ষতি,ఎడ్డీ కరెంట్ నష్టం
এজওয়াইজ মিটার,ఎడ్జ్వైస్ మీటర్
সম্পাদনা,ఎడిటింగ్
কার্যকর অ্যান্টেনা উচ্চতা,ప్రభావవంతమైన యాంటెన్నా ఎత్తు
কার্যকর অ্যান্টেনার দৈর্ঘ্য,ప్రభావవంతమైన యాంటెన్నా పొడవు
কার্যকর ভোল্টেজ,ప్రభావవంతమైన వోల్టేజ్
দক্ষতা,సామర్థ్యం
স্থিতিস্থাপকতা,స్థితిస్థాపకత
বৈদ্যুতিক স্রাব,విద్యుత్ ఉత్సర్గ
বৈদ্যুতিক ক্ষেত্র,ఎలక్ట్రిక్ ఫీల్డ్
বৈদ্যুতিন ফ্ল্যাশ,ఎలక్ట్రిక్ ఫ్లాష్
বৈদ্যুতিক চুলা,విద్యుత్ హీటర్
বৈদ্যুতিক মিটার,ఎలక్ట్రిక్ మీటర్
বৈদ্যুতিক মটর,విద్యుత్ మోటారు
বৈদ্যুতিক শক,విద్యుదాఘాతం
বৈদ্যুতিক স্পার্ক,ఎలక్ట్రిక్ స్పార్క్
বৈদ্যুতিক সরঞ্জাম,విద్యుత్ ఉపకరణం
বৈদ্যুতিক শব্দ,విద్యుత్ శబ్దం
বৈদ্যুতিক ঝড়,విద్యుత్ తుఫాను
বৈদ্যুতিকভাবে পরিচালিত বাদ্যযন্ত্র,విద్యుత్తుతో పనిచేసే సంగీత పరికరం
বিদ্যুৎ,విద్యుత్
বিদ্যুৎ সরবরাহ,విద్యుత్ సరఫరా
ইলেক্ট্রোডাইনামিক,ఎలెక్ట్రోడైనమిక్
তড়িৎ - ধারক,ఎలక్ట్రోలైటిక్ కెపాసిటర్
বৈদ্যুতিন চৌম্বক,విద్యుదయస్కాంత
বৈদ্যুতিন চৌম্বকীয় ব্যাঘাত,విద్యుదయస్కాంత భంగం
বৈদ্যুতিন চৌম্বকীয় হস্তক্ষেপ,విద్యుదయస్కాంత ఇంటర్‌ఫెరెన్స్
ইলেক্ট্রোম্যাগনেটিক বর্ণালী,విద్యుదయస్కాంత వర్ణపటం
ইলেক্ট্রোম্যাগনেটিক তরঙ্গ,విద్యుదయస్కాంత తరంగం
বৈদ্যুতিন চৌম্বকীয় তরঙ্গ প্রচার,విద్యుదయస్కాంత తరంగ ప్రచారం
ইলেক্ট্রন একাধিক ফটোোট ्यूब,ఎలక్ట్రాన్ మల్టిపుల్ ఫోటోట్యూబ్
বৈদ্যূতিক গণকযন্ত্র,ఎలక్ట్రానిక్ కాలిక్యులేటర్
বৈদ্যুতিন ডেটা প্রসেসিং (ইডিপি),ఎలక్ట్రనిక్ డేటా ప్రాసెసింగ్ (ఇడిపి)
বৈদ্যুতিন মেল (ই-মেইল),ఇ-మెయిల్
বৈদ্যুতিন স্যুইচিং সিস্টেম,ఎలక్ట్రానిక్ స్విచింగ్ సిస్టమ్
ইলেকট্রনিক্স,ఎలక్ట్రానిక్స్
ইলেক্ট্রোপ্লেটিং,ఎలక్ట్రోప్లేటింగ్
ইলেক্ট্রোস্ট্যাটিক,ఎలెక్ట్రోస్టాటిక్
উচ্চতা,ఎలివేషన్
এম্বেড,పొందుపరచబడింది
এম্বেডড অডিও,పొందుపరిచిన ఆడియో
এম্বেডেড সিস্টেম,పొందుపర్చిన వ్యవస్థ
প্রতীক,చిహ్నం
উঠতি প্রবণতা,అభివృద్ధి చెందుతున్న పోకడలు
নিঃসরণ,ఉద్గార
ইমিটার,ఉద్గారిణి
ইমিটার অনুসরণকারী,ఉద్గారిణి అనుచరుడు
ইমিটার টার্মিনাল,ఉద్గారిణి టెర్మినల్
ইমিটার-বেস-জংশন,ఉద్గారిణి-బేస్-జంక్షన్
সক্ষম করুন,ఎనేబుల్
Enamelled তার,ఎనామెల్డ్ వైర్
এনসিফার,ఎన్‌సిఫర్
ঘের,ఆవరణ
এনকোড,ఎన్కోడ్
এনকোডার,ఎన్కోడర్
এনকোডিং,ఎన్కోడింగ్
জোড়া লাগানো,గుప్తీకరణ
শেষ চিহ্ন,ముగింపు గుర్తు
শেষ ব্যবহারকারী,తుది వినియోగదారుడు
শক্তি,శక్తి
শক্তি ছত্রভঙ্গ,శక్తి వ్యాప్తి
শক্তি বিতরণ,శక్తి పంపిణీ
প্রয়োগ,అమలు
ইঞ্জিন,ఇంజిన్
প্রকৌশলী,ఇంజనీర్
প্রকৌশল,ఇంజనీరింగ్
ইঞ্জিনিয়ারিং স্টোর,ఇంజనీరింగ్ స్టోర్
খোদাই করা,చెక్కడం
উন্নত,మెరుగుపరచండి
এনসেম্বল,సమిష్టి
কী প্রবেশ করান,కీని నమోదు చేయండి
এন্টারপ্রাইজ আর্কিটেকচার,ఎంటర్ప్రైజ్ ఆర్కిటెక్చర్
এনথালপি,ఎంథాల్పీ
এনট্রপি,ఎంట్రోపీ
এনট্রপি কোডিং,ఎంట్రోపీ కోడింగ్
এনট্রপি অপ্রয়োজনীয়তা,ఎంట్రోపీ రిడెండెన్సీ
সমান,సమం
সমতা,ఈక్వలైజేషన్
সমতুল্য,ఈక్వలైజర్
সরঞ্জাম,పరికరాలు
সরঞ্জাম কভার,పరికరాల కవర్
সমতুল্য,సమానం
মুছুন,చెరిపివేయండి
মাথা মুছুন,తల తొలగించండి
ক্ষয়,ఎరోషన్
অনিশ্চিত,అవాంఛనీయ
ত্রুটি,లోపం
ত্রুটি নিয়ন্ত্রণ কোডিং,లోపం నియంత్రణ కోడింగ్
ত্রুটি সংশোধন,లోపం దిద్దుబాటు
ত্রুটি সনাক্তকরণ,లోపం గుర్తించడం
শিল্প খাত,లోపం నిర్వహణ
ত্রুটি সম্ভাবনা,లోపం సంభావ్యత
ইথারনেট,ఈథర్నెట్
ইথারনেট তারের,ఈథర్నెట్ కేబుల్
ইউজেনিক্স,యూజెనిక్స్
খালি করা,ఖాళీ చేయండి
বিনিময়,మార్పిడి
উত্তেজনাপূর্ণ,ఎక్సైటర్
এক্সিকিউট,అమలు చేయండి
সঞ্চালনের সময়,అమలు సమయం
নিষ্কাশন,ఎగ్జాస్ట్
প্রস্থান,బయటకి దారి
প্রসারিত,విస్తరించబడింది
সম্প্রসারণ ভালভ,విస్తరణ వాల్వ్
পরীক্ষা,ప్రయోగం
দক্ষ পদ্ধতি,నిపుణుల వ్యవస్థ
অন্বেষণ,అన్వేషించండి
অনুসন্ধানকারী,ఎక్స్‌ప్లోరర్
এক্সপো (প্রদর্শনী),గుడ్డ
বিদ্যুৎ সরবরাহের বর্ধন,విద్యుత్ సరఫరా పొడిగింపు
বাহ্যিক নিয়ন্ত্রণ,బాహ్య నియంత్రణ
বাহ্যিক স্মৃতি,బాహ్య మెమరీ
বাহ্যিক সংগ্রহস্থল,బాహ్య నిల్వ
বাহ্যিক থ্রেড,బాహ్య థ్రెడ్
নির্যাস,సారం
এক্সট্রানেট,ఎక్స్‌ట్రానెట్
বানোয়াট,కల్పించండి
দিক,ముఖభాగం
ফ্যাসিমাইল,ఫేస్‌సిమైల్
ফ্যাক্টর,కారకం
বিবর্ণ,వాడిపోవు
বিবর্ণ,ఫేడ్ ఇన్
বিবর্ণ,వెళ్లి పోవడం
ফাদার,ఫేడర్
বিবর্ণ,క్షీణించడం
বিবর্ণ অঞ্চল,క్షీణిస్తున్న జోన్
ফ্যান্টম (= ফ্যান্টম),ఫాంటమ్
