Punjabi,Tamil
ਇਕਾਗਰਤਾ-ਆਵਾਜ਼,செறிவு-தொகுதி
ਵਿਭਾਜਨ ਮਾਤਰਾ,விலகல் அளவு
ਆਜ਼ਾਦੀ ਦੀ ਡਿਗਰੀ. ਆਜ਼ਾਦੀ ਦੀ ਡਿਗਰੀ,சுதந்திரம் பட்டம். சுதந்திரம் பட்டம்
ionization ਦੀ ਮਾਤਰਾ,அயனியாக்கம் அளவு
ਧਰੁਵੀਕਰਨ ਦੀ ਤੀਬਰਤਾ,துருவமுனைப்பு அளவு
ਸ਼ੁੱਧਤਾ ਦੀ ਮਾਤਰਾ,துல்லியத்தின் அளவு
dehumidification,ஈரப்பதம் நீக்குதல்
ਡੀਓਨਾਈਜ਼ੇਸ਼ਨ,டீயோனைசேஷன்
ਦੇਰੀ,தாமதம்
ਦੇਰੀ ਨਾਲ,தாமதமாக
ਸਥਾਨੀਕਰਨ,உள்ளூர்மயமாக்கல்
ਡੈਲਟਾ ਫੰਕਸ਼ਨ,டெல்டா செயல்பாடு
demagnetization,demagnetization
demagnetized ਕਰਵ,demagnetized வளைவு
demagnetizer,காந்தமாக்கி
demodulation,டிமாடுலேஷன்
ਸੰਘਣੀ ਭੀੜ,அடர்த்தியான நெரிசல்
ਘਣਤਾ ਗੇਜ,அடர்த்தி அளவுகோல்
"ਘਣਤਾ, ਘਣਤਾ","அடர்த்தி, அடர்த்தி"
ਘਟਾਓ ਪੱਧਰ,தேய்மான நிலை
ਡਿਪਲੇਸ਼ਨ ਜ਼ੋਨ,குறைப்பு மண்டலம்
depolarization,depolarization
depolarized,துருவப்படுத்தப்பட்டது
ਡੀਪੋਲਰਾਈਜ਼ਰ,டிபோலரைசர்
"ਖੇਤਰ ਦੀ ਡੂੰਘਾਈ, ਖੇਤਰ ਦੀ ਤੀਬਰਤਾ","புலத்தின் ஆழம், புலத்தின் தீவிரம்"
"derived polarogram, derived polarogram","பெறப்பட்ட போலரோகிராம், பெறப்பட்ட போலரோகிராம்"
ਲਿਆ ਗਿਆ,பெறப்பட்டது
"ਉਤਰਦਾ, ਉਤਰਦਾ","இறங்குதல், இறங்குதல்"
"ਵੰਸ਼, ਉਤਰਾਧਿਕਾਰੀ","இறங்குதல், இறங்குதல்"
"ਵਰਣਨ ਕਰੋ, ਬਣਾਓ, ਖਿੱਚੋ","விவரிக்க, கட்ட, வரைய"
ਭਾਅ,வகுக்கும்
"ਡਿਜ਼ਾਈਨ ਕਰਨਾ, ਡਿਜ਼ਾਈਨ ਕਰਨਾ (n.) ਡਿਜ਼ਾਈਨ ਕਰਨਾ, ਡਿਜ਼ਾਈਨ ਕਰਨਾ (n.)","வடிவமைக்க, வடிவமைக்க (n.) வடிவமைக்க, வடிவமைக்க (n.)"
ਤਬਾਹੀ,அழிவு
ਵਿਨਾਸ਼ਕਾਰੀ ਦਖਲਅੰਦਾਜ਼ੀ,அழிவு குறுக்கீடு
"ਵਿਨਾਸ਼ਕਾਰੀ, ਵਿਨਾਸ਼ਕਾਰੀ","அழிவு, அழிவு"
"ਪਛਾਣ, ਖੋਜ","அடையாளம், கண்டறிதல்"
ਕੁਲੈਕਟਰ,ஆட்சியர்
ਨਿਰਧਾਰਨਵਾਦ,தீர்மானவாதம்
ਨਿਰਧਾਰਕ,தீர்மானிப்பவர்
ਨਿਰਧਾਰਨ,உறுதியை
ਨਿਰਧਾਰਤ ਕਰਨ ਲਈ,தீர்மானிக்க
ਨਿਰਧਾਰਿਤ,தீர்மானிக்கப்பட்டது
ਡਿਊਟਰੋਨ,டியூடெரான்
"ਪ੍ਰਗਟ, ਵਿਕਾਸ, ਵਿਕਾਸ","வெளிப்படுத்த, அபிவிருத்தி, அபிவிருத்தி"
"ਵਿਕਾਸਕਾਰ, ਵਿਕਾਸਕਾਰ","டெவலப்பர், டெவலப்பர்"
"ਵਿਕਾਸ, ਵਿਕਾਸ","வளர்ச்சி, வளர்ச்சி"
ਭਟਕਣਾ,விலகல்
ਤ੍ਰੇਲ,பனி
ਤ੍ਰੇਲ ਬਿੰਦੂ,பனி புள்ளி
ਦੱਖਣੀ ਪੋਲਰਾਈਜ਼ਰ,தென் துருவமுனைப்பான்
ਡਾਇਗਨੌਸਟਿਕ ਟੈਸਟ,கண்டறியும் சோதனை
ਵਿਕਰਣ,மூலைவிட்டமான
ਚਿੱਤਰ,வரைபடம்
ਚਿੱਤਰ,வரைபடம்
ਡਾਇਲ,டயல்
ਡਾਇਮੈਗਨੈਟਿਕ,காந்தவியல்
"ਡਾਇਮੈਗਨੇਟੋਲੋਜੀ, ਡਾਇਮੈਗਨੈਟਿਕ ਸਮੱਗਰੀ","diamagnetology, diamagnetic பொருள்"
diamagnetism,காந்தவியல்
ਵਿਆਸ,விட்டம்
ਵਿਆਸ ਦੇ ਉਲਟ,முற்றிலும் எதிர்
"ਹੀਰਾ, ਹੀਰਾ","வைரம், வைரம்"
ਡਾਇਆਫ੍ਰਾਮ ਡਾਇਆਫ੍ਰਾਮ,"உதரவிதானம், உதரவிதானம்"
ਗਰਮੀ ਐਕਸਚੇਂਜ,வெப்ப பரிமாற்றம்
ਗਰਮੀ ਐਕਸਚੇਂਜ,வெப்ப பரிமாற்றம்
"diatonic swaragram, diatonic swaragram","diatonic swaragram, diatonic swaragram"
"ਵਿਭਾਜਨ, ਅਰਧ-ਕਲਾ","பிளவு, அரை கலை"
dichromate ਸੈੱਲ,இருகுரோமேட் செல்
"ਦੁਚਿੱਤੀ, ਵਿਜ਼ੂਅਲ ਡਿਕੋਟੋਮੀ, ਲੈਵਲ ਡਿਕੋਟੋਮੀ","இருவகை, காட்சி இருவகை, நிலை இருவகை"
ਡਿਕਟਾਫੋਨ,டிக்டாஃபோன்
ਡਾਇਲੈਕਟ੍ਰਿਕ,மின்கடத்தா
ਡਾਇਲੈਕਟ੍ਰਿਕਸ,மின்கடத்தா
ਡੀਜ਼ਲ ਚੱਕਰ,டீசல் சுழற்சி
ਪਾੜਾ,இடைவெளி
"ਡਿਫਰੈਂਸ਼ੀਅਲ ਫ੍ਰੀਕੁਐਂਸੀ, ਡਿਵੀਏਸ਼ਨ ਬਾਰੰਬਾਰਤਾ","வேறுபட்ட அதிர்வெண், விலகல் அதிர்வெண்"
"ਅੰਤਰ, ਅੰਤਰ, ਅੰਤਰ, ਅੰਤਰ, ਅੰਤਰ, ਅੰਤਰ","வேற்றுமை, வேற்றுமை, வேறுபாடு, வேறுபாடு, இடைநிலை, வேறுபாடு"
ਵਿਭਿੰਨ ਸਮਾਈ,வேறுபட்ட உறிஞ்சுதல்
ਡਿਸਟਿੰਕਸ਼ਨ ਐਂਪਲੀਫਾਇਰ,வேறுபாடு பெருக்கி
"ਪ੍ਰਵੇਸ਼ਯੋਗ ਕੈਲੋਰੀਮੀਟਰ, ਪ੍ਰਵੇਸ਼ਯੋਗ ਕੈਲੋਰੀਮੀਟਰ","ஊடுருவக்கூடிய கலோரிமீட்டர், ஊடுருவக்கூடிய கலோரிமீட்டர்"
ਵਿਭਿੰਨ ਕੈਪਸੀਟਰ,வேறுபட்ட மின்தேக்கி
ਅੰਤਰ ਜ਼ੋਨ,வேறுபட்ட மண்டலம்
ਵਿਭਿੰਨ ਪ੍ਰਸਾਰ,வேறுபட்ட பரவல்
ਅੰਤਰ ਸਮੀਕਰਨ,வகையீட்டு சமன்பாடு
ਵਿਭਿੰਨ ਵਿਸਥਾਪਨ ਗੁਣਾਂਕ,வேறுபட்ட அழிவு குணகம்
ਇੰਟਰਮੀਟਰ ionization ਚੈਂਬਰ,இடைநிலை அயனியாக்கம் அறை
ਵਿਭਿੰਨ ਆਈਸੋਟੋਪ ਵਿਧੀ,வேறுபட்ட ஐசோடோப்பு முறை
ਅੰਤਰ ਵੇਗ,வேறுபட்ட வேகம்
ਵੱਖਰਾ,வேறுபடுத்தி
"ਵਿਭਿੰਨ, ਵਿਭਿੰਨਤਾ","வேறுபடுத்தப்பட்ட, வேறுபடுத்தப்பட்ட"
"ਭਿੰਨਤਾ, ਵਿਭਿੰਨਤਾ","வேறுபாடு, வேறுபாடு"
ਭਿੰਨਤਾ,மாறுபாடு
ਡਿਫ੍ਰੈਕਟੋਮੀਟਰ,டிஃப்ராக்டோமீட்டர்
"ਫੈਲਿਆ ਹੋਇਆ, ਫੈਲਿਆ ਹੋਇਆ","பரவிய, பரவிய"
ਫੈਲਿਆ,பரவியது
ਫੈਲਾ,பரவல்
ਵਿਭਿੰਨਤਾ,பரவல்
"ਅੰਕ, ਵਿਆਸ, ਉਂਗਲੀ","இலக்கம், விட்டம், விரல்"
ਡਿਜ਼ੀਟਲ ਰਿਕਾਰਡਿੰਗ,டிஜிட்டல் பதிவு
ਡਿਜ਼ੀਟਲ ਵੋਲਟਮੀਟਰ,டிஜிட்டல் வோல்ட்மீட்டர்
ਦੋ-ਆਈਸੋਟੋਪਿਕ ਤੱਤ,இரு-ஐசோடோபிக் கூறுகள்
ਫੈਲਾ,பரவல்
ਵਿਸਤਾਰ ਵਿਕਾਰ,விரிவாக்கம் சிதைவு
ਐਕਸੋਮੀਟਰ,எக்ஸோமீட்டர்
ਵਿਸਫਾਰਿਨੀ,விஸ்ஃபரினி
"ਐਕਸਟੈਂਸ਼ਨ, ਲੰਬਾਈ-ਚੌੜਾਈ, ਮਾਪ, ਸ਼ਕਤੀ","நீட்டிப்பு, நீளம்-அகலம், பரிமாணம், சக்தி"
ਆਯਾਮੀ,பரிமாணமானது
ਆਯਾਮ,பரிமாணம்
ਬੀਮਾ ਯੂਨਿਟ,காப்பீட்டு அலகு
ਅਯਾਮ ਰਹਿਤ ਅਯਾਮ,பரிமாணமற்ற பரிமாணம்
"ਘਟਾਓ, ਕਮੀ","தேய்மானம், குறைப்பு"
ਚਮਕਦਾਰ,கதிர்வீச்சு
ਡਾਇਓਡ,டையோடு
diopter,டையோப்டர்
ਅਪਵਰਤਨ ਜ਼ੋਨ,ஒளிவிலகல் மண்டலம்
ਰਿਫ੍ਰੈਕਟਿੰਗ ਲੈਂਸ,ஒளிவிலகல் லென்ஸ்
"ਝੁਕਣਾ, ਮੱਥਾ ਟੇਕਣਾ, ਕੁੰਡ","bow down, bow down, தொட்டி"
ਡਿੱਗਣ ਦਾ ਕੋਣ,வீழ்ச்சியின் கோணம்
dipole,இருமுனை
ਬਾਇਪੋਲਰ ਪਰਤ,இருமுனை அடுக்கு
dirac ਡੈਲਟਾ ਫੰਕਸ਼ਨ,dirac டெல்டா செயல்பாடு
"ਸਿੱਧਾ, ਸਿੱਧਾ, ਸਿੱਧਾ, ਸਿੱਧਾ, ਉਲਟ","நேராக, நேராக, நேராக, நேர், எதிர்"
ਅਨੁਲੋਮ ਸਬੰਧ,அனுலோம் தொடர்பு
ਸਿੱਧਾ ਮੌਜੂਦਾ,நேரடி மின்னோட்டம்
ਸਿੱਧਾ,நேரடி
"ਸਿੱਧੀ ਹਿੱਟ, ਸਿੱਧੀ ਹਿੱਟ","நேரடி அடி, நேராக அடி"
"ਦਿਸ਼ਾ, ਦਿਸ਼ਾ","திசை, திசை"
ਦਿਸ਼ਾਤਮਕ,திசை
ਸਪੇਸ ਸਥਿਰਤਾ,விண்வெளி நிலைத்தன்மை
"dicosine, dico-cosine","டிகோசின், டிகோ-கொசைன்"
"ਦਿਸ਼ਾ-ਨਿਰਦੇਸ਼, ਦਿਸ਼ਾ-ਨਿਰਦੇਸ਼, ਦਿਸ਼ਾ-ਨਿਰਦੇਸ਼","திசை, திசை, திசை"
ਦਿਸ਼ਾ,திசை
ਆਮ ਜਾਲੀ,பொதுவான லட்டு
ਸਿੱਧੀ ਲਾਈਨ,நேர் கோடு
ਕ੍ਰਮਵਾਰ ਅਨੁਪਾਤ,வரிசை விகிதம்
ਸਿੱਧੀ ਵਿਧੀ,நேரடி முறை
ਦਿਸ਼ਾ,திசையில்
ਡਾਇਰੈਕਟ ਰੀਡਿੰਗ ਡਿਵਾਈਸ,நேரடி வாசிப்பு சாதனம்
ਸਾਹਮਣੇ ਦੂਰਬੀਨ,முன்னால் தொலைநோக்கி
"ਵਸਤੂ, ਚੱਕਰ, ਡਿਸਕ, ਡਿਸਕ","பொருள், வட்டம், வட்டு, வட்டு"
"ਇਮਰਸ਼ਨ, ਇਫਿਊਜ਼ਨ, ਬਲੀਚਿੰਗ","மூழ்குதல், வெளியேற்றம், வெளுக்கும்"
ਪਾਣੀ ਵਿੱਚ ਡੁੱਬਣਾ,நீர் மூழ்குதல்
"ਵਿਗਾੜ, ਵਿਗਾੜ, ਫ੍ਰੈਕਚਰ","இடைநிறுத்தம், இடைநிறுத்தம், முறிவு"
ਲਗਾਤਾਰ,தொடர்ச்சியற்ற
"ਖੋਜ, ਖੋਜ","ஆராய்ச்சி, தேடல்"
ਅੰਤਰ,முரண்பாடு
ਕਣ,துகள்கள்
"ਕਨਕੇਵ ਐਂਟੀਨਾ, ਡਿਸ਼ ਐਂਟੀਨਾ","குழிவான ஆண்டெனா, டிஷ் ஆண்டெனா"
"ਭੰਗ, granulation","கரைதல், கிரானுலேஷன்"
ਭੰਗ ਸਥਿਰ,கரைதல் மாறிலி
ਖਰਾਬੀ ਊਰਜਾ,சிதறல் ஆற்றல்
ਭੰਗ ਅੱਧਾ ਜੀਵਨ,கரைதல் அரை ஆயுள்
ਭੰਗ ਸੀਮਾ ਹੈ,கலைப்பு தரம்
"dislocation, dislocation, dislocation, dislocation","இடப்பெயர்ச்சி, இடப்பெயர்ச்சி, இடப்பெயர்ச்சி, இடப்பெயர்ச்சி"
"ਫਾਲਟ ਲਾਈਨ, ਫਾਲਟ ਕੋਰ","தவறு வரி, தவறு கோர்"
ਨੁਕਸ ਲੂਪ,தவறு வளையம்
"ਵਿਕਾਰ, ਵਿਕਾਰ, ਵਿਕਾਰ","கோளாறு, சீர்குலைவு, சீர்குலைவு"
ਹਫੜਾ-ਦਫੜੀ,குழப்பம்
"ਉਲਝਣ, ਉਲਝਣ","குழப்பம், குழப்பம்"
"ਖਿੰਡੇ ਹੋਏ, ਖਿੰਡੇ ਹੋਏ","சிதறி, சிதறி"
"ਖਿੰਡਾਉਣਾ, ਖਿੰਡਾਉਣਾ","சிதறல், சிதறல்"
ਪ੍ਰੋਜੈਕਟਾਈਲ,எறிபொருள்
dispersant,சிதறி
ਪ੍ਰਤੀਬਿੰਬਤਾ,பிரதிபலிப்பு
ਵਿਸਥਾਪਨ,இடப்பெயர்ச்சி
ਪ੍ਰਦਰਸ਼ਨੀ,கண்காட்சி
ਕੰਸੋਲ,பணியகம்
ਬੰਦ ਕਰਨ ਦੀ ਤਾਕਤ,விலகல் படை
ਅਸਮਾਨ,சமமற்ற
ਸੜਨ ਗੁਣਾਂਕ,சிதைவு குணகம்
ਖਰਾਬ ਕਰਨ ਵਾਲਾ,அரிக்கும்
ਸੜਨ ਸਿਸਟਮ,சிதைவு அமைப்பு
ਵੱਖ ਕਰਨ ਯੋਗ,பிரிக்கக்கூடிய
ਵੱਖ ਕੀਤਾ,பிரிக்கப்பட்டது
ਸੁਭਾਅ,மனநிலை
ਗੈਰ-ਅਨੁਕੂਲਤਾ,இணக்கமின்மை
ਦੂਰੀ,தூரம்
ਦੂਰ,தொலைவில்
"ਵੱਖਰਾ, ਵੱਖਰਾ, ਵੱਖਰਾ, ਭਾਵਪੂਰਤ","தனித்துவமான, வேறுபட்ட, தனித்துவமான, வெளிப்படையான"
ਵਿਤਕਰਾ,பாகுபாடு
ਵੱਖਰੀ ਜਾਇਦਾਦ,தனித்துவமான சொத்து
"ਵੱਖਰਾ ਕਰਨਾ, ਵੱਖਰਾ ਕਰਨਾ","வேறுபடுத்து, வேறுபடுத்து"
ਵਿਗਾੜਨਾ,வக்கிரம்
ਵਿਕਾਰ,சிதைவு
deformation ਲਚਕਤਾ,உருமாற்றம் நெகிழ்ச்சி
ਵੰਡਿਆ ਐਂਪਲੀਫਾਇਰ,விநியோகிக்கப்பட்ட பெருக்கி
"ਵੰਡ, ਵੰਡ","விநியோகம், விநியோகம்"
"ਵੰਡ ਨਿਯਮ, ਵੰਡ ਨਿਯਮ","விநியோக விதி, விநியோக விதி"
ਗੜਬੜ,தொந்தரவு
"ਦੁਖੀ, ਵਿਗੜਿਆ ਸੰਤੁਲਨ","மனச்சோர்வடைந்த, சமநிலை சீர்குலைந்துள்ளது"
ਪਰੇਸ਼ਾਨ ਕਰਨ ਵਾਲੀ ਤਾਕਤ,தொந்தரவு சக்தி
"ਅਹਨਿਕ, ਦਿਵਾਚਰ, ਦਿਵਾ, ਨਿੱਤ","அஹ்னிக், திவாச்சர், திவா, தினசரி"
ਰੋਜ਼ਾਨਾ ਦੀ ਗਤੀ,தினசரி வேகம்
ਦੋ-ਪੱਖੀ,இருவகை
"ਖਿਲਾਰਨਾ, ਵਿਗਾੜਨਾ","சிதறு, சிதறு"
"ਵਿਭਿੰਨਤਾ, ਵਿਭਿੰਨਤਾ, ਵਿਭਿੰਨਤਾ","வேற்றுமை, வேறுபாடு, வேறுபாடு"
ਵੱਖਰੇ,மாறுபட்ட
ਡਾਇਵਰਸ਼ਨ,திசை திருப்புதல்
"ਵੰਡਿਆ, ਵੰਡਿਆ","பிரிக்கப்பட்ட, பிரிக்கப்பட்ட"
"ਵੰਡ, ਵੰਡ, ਵੰਡ","பிரிவு, பிரிவு, பிரிவு"
ਆਇਨੋਸਫੀਅਰ ਦੀ ਡੀ ਪਰਤ,அயனோஸ்பியரின் D அடுக்கு
"ਖੇਤਰ, ਸੂਬਾ, ਖੇਤਰ, ਡੋਮੇਨ","பிராந்தியம், மாகாணம், பிராந்தியம், டொமைன்"
"ਗੁੰਬਦ, ਗੁੰਬਦ","குவிமாடம், குவிமாடம்"
ਪ੍ਰਭਾਵਸ਼ਾਲੀ ਸਥਿਤੀ,செல்வாக்குமிக்க நிலை
ਦਾਨੀ ਪੱਧਰ,நன்கொடையாளர் நிலை
ਮਦਿਤ ਸੰਧੀ,மடிட் ஒப்பந்தம்
"ਮਿਲਾਵਟ, ਮਿਲਾਵਟ","கலப்படம், கலப்படம்"
ਡੋਪਲਰ ਪ੍ਰਭਾਵ,டாப்ளர் விளைவு
"ਖੁਰਾਕ, ਖੁਰਾਕ","மருந்தளவு, மருந்தளவு"
ਕੁਆਂਟੋਮੀਟਰ,குவாண்டோமீட்டர்
"ਬਿੰਦੀ ਵਾਲਾ, ਬਿੰਦੀ ਵਾਲਾ","புள்ளியிடப்பட்ட, புள்ளியிடப்பட்ட"
"ਡਬਲ, ਡਿਪਲੋਇਡ, ਜੋੜਾ, ਦੋਹਰਾ, ਆਮ, ਦੋਹਰਾ","இரட்டை, டிப்ளாய்டு, ஜோடி, இரட்டை, பொதுவான, இருவகை"
ਡਬਲ ਬਾਂਡ,இரட்டை பிணைப்பு
biconvex ਲੈਨਜ,பைகான்வெக்ஸ் லென்ஸ்
biconvex ਲੈਨਜ,பைகான்வெக்ஸ் லென்ஸ்
ਬਾਈਨਰੀ ਅੰਤਰ,பைனரி வேறுபாடு
ਡਬਲ ionization,இரட்டை அயனியாக்கம்
ਡਬਲ ਅਣੂ,இரட்டை மூலக்கூறு
ਡਬਲ ਸ਼ੁੱਧਤਾ,இரட்டை துல்லியம்
ਦੋਹਰਾ ਅਪਵਰਤਨ,இரட்டை ஒளிவிலகல்
ਡਬਲ ਸੀਰੀਜ਼,இரட்டை தொடர்
ਤਾਰਿਆਂ ਦੀ ਜੋੜੀ,ஜோடி நட்சத்திரங்கள்
ਡਬਲ,இரட்டை
ਅਕ੍ਰੋਮੈਟਿਕ ਲੈਂਸ ਜੋੜਾ,நிறமற்ற லென்ஸ் ஜோடி
"ਫੈਲਾਉਣਾ, ਫੈਲਾਉਣਾ","பரவல், விரிவாக்கம்"
ਦੁੱਗਣਾ ਚਾਰਜ ਵਾਲਾ ਕਣ,இரட்டிப்பு மின்னூட்டப்பட்ட துகள்
ਭ੍ਰਿਸ਼ਟ,ஆம்பிபியஸ் ஊழல்
ਡਬਲ ionized,இரட்டை அயனியாக்கம்
ਹੇਠਾਂ ਵੱਲ,கீழ்நோக்கி
ਟ੍ਰੈਕਸ਼ਨ ਧਾਤੂ ਧਾਤੂ ਅਰਧ ਸੰਖੇਪ,இழுவை தாது அரை கச்சிதமான
ਟ੍ਰੈਕਸ਼ਨ ਫੋਰਸ,இழுவை சக்தி
"ਵਾਹ, ਵਹਾਅ, ਅਪੋਧ, ਵਹਿਣਾ (ਖਨਨ), ਪੰਝ (ਭੋਜਨ), ਵਿਸਥਾਪਨ","வா, ஓடுதல், அபோத், சறுக்கல் (சுரங்கம்), பஞ்ச் (உணவு), இடப்பெயர்ச்சி"
ਰਨਆਫ ਸਟ੍ਰੀਮ,ஓடை ஓடை
ਕਾਰਜਸ਼ੀਲ,செயல்பாட்டு
ਸੰਚਾਲਨ ਵੋਲਟੇਜ,கடத்தல் மின்னழுத்தம்
ਛੋਟੀ ਗੇਂਦ,குட்டி பந்து
ਅਚਾਨਕ ਬਰੇਕ,திடீர் இடைவேளை
"ਬਿੰਦੀ, ਮਾਈਕ੍ਰੋ ਪੁਆਇੰਟ, ਬੂੰਦ","புள்ளி, நுண் புள்ளி, துளி"
ਗਿਰਾਵਟ,வீழ்ச்சி
ਸੁੱਕਾ,உலர்
ਸੁੱਕਾ ਸੁੱਕਾ ਹਾਈਗਰੋਮੀਟਰ,உலர் உலர் ஹைக்ரோமீட்டர்
ਅਸਫਲ ਸੰਪਰਕ,தோல்வியுற்ற தொடர்பு
"ਡਬਲ ਓਪਰੇਸ਼ਨ, ਦੋਹਰੀ ਕਾਰਵਾਈ","இரட்டை செயல்பாடு, இரட்டை செயல்பாடு"
"ਨਲੀ, ਨਲਕੀ",குழாய்
ਤਣਾਅ ਵਾਲਾ,இழுவிசை
ਤਣਾਅ ਵਾਲਾ,இழுவிசை
ਮੱਧਮ,மங்கலான
ਚੁੱਪ,முடக்கு
ਪੇਸ਼ਗੀ,படிவு
ਵਾਮਨ ਤਾਰਾ,வாமன் தாரா
ਦੋਹਰਾ ਧੁਰਾ,இரட்டை அச்சு
ਗਤੀਸ਼ੀਲ,மாறும்
ਗਤੀਸ਼ੀਲ,மாறும்
"ਗਤੀਸ਼ੀਲਤਾ, ਗਤੀਸ਼ੀਲਤਾ","இயக்கவியல், இயக்கவியல்"
ਡਾਇਨਾਮੋ,டைனமோ
ਖਾਣਾ,சாப்பிடு
"ਧਰਤੀ, ਧਰਤੀ","பூமி, பூமி"
ਭੂਚਾਲ ਦੀ ਤੀਬਰਤਾ,பூகம்பத்தின் தீவிரம்
ਧਰਤੀ ਸੈਟੇਲਾਈਟ,பூமி செயற்கைக்கோள்
ਧਰਤੀ ਕੁਨੈਕਸ਼ਨ ਸਿਸਟਮ,பூமி இணைப்பு அமைப்பு
ਜ਼ਮੀਨੀ ਤਾਰ,தரையில் கம்பி
"ਕੇਂਦਰ, centripetal","மையம், மையவிலக்கு"
ਸਨਕੀਤਾ,விசித்திரத்தன்மை
Echelon,எச்சிலோன்
echo,எதிரொலி
ਧਾਰਨਾ,அனுமானம்
ਸਰਕੂਲਰ ਕੋਆਰਡੀਨੇਟਸ,புரட்சி வட்ட ஒருங்கிணைப்புகள்
ਵਰਲਪੂਲ,நீர்ச்சுழி
ਕਿਨਾਰੇ ਨੁਕਸ,விளிம்பு தவறு
ਕੋਰ-ਪ੍ਰਭਾਵ,முக்கிய விளைவு
ਐਡੀਸਨ ਸੈੱਲ,எடிசன் செல்
ਸੰਪਾਦਿਤ ਕਰੋ,தொகு
ਅਸਰਦਾਰ,பயனுள்ள
ਕੁਸ਼ਲਤਾ,திறன்
ਕੋਸ਼ਿਸ਼,முயற்சி
ਡਿਸਚਾਰਜ,வெளியேற்றம்
"ਅਲੰਕਾਰਿਕ, eigen","உருவக, ஈஜென்"
ਅੱਠਭੁਜ,எண்கோணம்
ਆਈਨਸਟਾਈਨ-ਬੋਸ ਵੰਡ ਕਾਨੂੰਨ,ஐன்ஸ்டீன்-போஸ் விநியோக சட்டம்
ਤੁਰੰਤ ਪ੍ਰਭਾਵ,உடனடி விளைவு
ਆਈਨਸਟਾਈਨੀਅਮ,ஐன்ஸ்டீனியம்
ਆਈਨਸਟਾਈਨ ਸਮੋਲੁਚੌਸਕੀ ਸਮੀਕਰਨ,ஐன்ஸ்டீன் ஸ்மோலுச்சோவ்ஸ்கி சமன்பாடு
ਆਈਨਸਟਾਈਨ-ਜਨਸੰਖਿਆ,ஐன்ஸ்டீன்-மக்கள் தொகை
ਬਰਖਾਸਤਗੀ,வெளியேற்றம்
ਬਾਹਰ ਕੱਢਣ ਵਾਲਾ ਕੈਪਸੂਲ,வெளியேற்றும் காப்ஸ்யூல்
ਬਾਹਰ ਕੱਢਣ ਵਾਲਾ,வெளியேற்றி
ਕਲੀਅਰੈਂਸ ਬੋਰਡ,அனுமதி பலகை
ਉਲਟ ਸਮਰੱਥਾ,தலைகீழ் கொள்ளளவு
ਲਚਕੀਲੇ,மீள்
"ਲਚਕੀਲੇ ਜਵਾਬ ਪ੍ਰਭਾਵ, ਲਚਕੀਲੇ ਪਿਛਲਾ","மீள் தோரணை விளைவு, மீள் தோரணை"
oscillatory ਸਰੀਰ,ஊசலாட்ட உடல்
ਲਚਕਤਾ,நெகிழ்ச்சி
"ਇਲਾਸਟਿਕੋਮੀਟਰ, ਇਲਾਸਟਿਕੋਮੀਟਰ","எலாஸ்டிகோமீட்டர், எலாஸ்டிகோமீட்டர்"
ਲਚਕੀਲੇ ਖਰਾਬੀ,மீள் இணக்கத்தன்மை
ਆਇਨੋਸਫੀਅਰ ਦੀ ਈ-ਪਰਤ,அயனோஸ்பியர் மின் அடுக்கு
ਇਲੈਕਟ੍ਰੇਟ,மின்சாரம்
"ਇਲੈਕਟ੍ਰੀਕਲ, ਇਲੈਕਟ੍ਰੀਕਲ","மின், மின்"
ਬਿਜਲੀ,மின்சாரம்
"ਬਿਜਲੀਕਰਨ, ਚਾਰਜਿੰਗ","மின்மயமாக்கல், சார்ஜ் செய்தல்"
ਬਿਜਲੀ,மின்மயமாக்கப்பட்டது
"ਚਾਰਜ ਕੀਤਾ ਕਣ, ਚਾਰਜ ਕੀਤਾ ਕਣ","மின்னூட்டப்பட்ட துகள், மின்னூட்டப்பட்ட துகள்"
ਇਲੈਕਟ੍ਰੋਕੋਸਟਿਕ,மின் ஒலி
ਇਲੈਕਟ੍ਰੋ-ਧੁਨੀ ਵਿਗਿਆਨ,மின் ஒலியியல்
ਇਲੈਕਟ੍ਰੋ-ਥਰਮਲ,மின் வெப்ப
ਇਲੈਕਟ੍ਰੋਕੈਮੀਕਲ,மின்வேதியியல்
ਬਰਾਬਰ,இணையான
ਇਲੈਕਟ੍ਰੋਡ,மின்முனை
ਇਲੈਕਟ੍ਰੋਡਾਇਨਾਮਿਕਸ,மின் இயக்கவியல்
ਇਲੈਕਟ੍ਰੋਡਾਇਨਾਮਿਕ ਪ੍ਰਭਾਵ,எலக்ட்ரோடைனமிக் விளைவு
galvanic ਅਲੱਗ-ਥਲੱਗ,கால்வனிக் தனிமைப்படுத்தல்
ਇਲੈਕਟ੍ਰੋਲਾਈਟ,எலக்ட்ரோலைட்
ਇਲੈਕਟ੍ਰੋਲਾਈਟਿਕ,மின்னாற்பகுப்பு
"electrophoresis, electrophoresis","எலக்ட்ரோபோரேசிஸ், எலக்ட்ரோபோரேசிஸ்"
ਇਲੈਕਟ੍ਰੋਮੈਗਨੇਟ,மின்காந்தம்
ਇਲੈਕਟ੍ਰੋਮੈਗਨੈਟਿਕ ਖੇਤਰ,மின்காந்த புலம்
ਇਲੈਕਟ੍ਰੋਮੈਗਨੇਟਿਜ਼ਮ,மின்காந்தவியல்
