Kannada,Telugu
ಕ್ಲೆರಿಕಲಿಸಂ,మతాధికారం
ಕ್ಲರುಚ್,క్లర్చ్
ಕ್ಲಿನಿಯಾಕ್ ಚಲನೆ,క్లినియాక్ ఉద్యమం
ಕೋಟ್ ರಕ್ಷಾಕವಚ,కోటు కవచం
ಕೋಟ್ ಆಫ್ ಆರ್ಮ್ಸ್,కోట్ ఆఫ్ ఆర్మ్స్
ಕೋಟ್ ಆಫ್ ಆರ್ಮ್ಸ್,కోట్ ఆఫ్ ఆర్మ్స్
ಕೋಟ್ ಆಫ್ ಆರ್ಮ್ಸ್,కోట్ ఆఫ్ ఆర్మ్స్
ಕೋಟ್ ಆಫ್ ಮೇಲ್,కోట్ ఆఫ్ మెయిల్
ಕೋಹಾರ್ಟ್,కోహోర్ట్
ಕಾಮಿಟಿಯಾ,కమిటియా
ಕಾಮಿಟಿಯಾ ಸೆಂಚುರಿಯಾಟಾ,కమిటియా సెంచురియాటా
ಕಮಿಟಿಯಾ ಕ್ಯುರಿಯಾಟಾ,కమిటియా క్యూరియాటా
ಕಮಿಟಿಯಾ ಟ್ರಿಬುಟಾ,కమిటియా ట్రిబ్యూటా
ಸ್ಮರಣಾರ್ಥ ಕಮಾನು,స్మారక వంపు
ಸ್ಮರಣಾರ್ಥ ನಾಣ್ಯ,స్మారక నాణెం
ಸ್ಮರಣಾರ್ಥ ಮುದ್ರೆ,స్మారక ముద్ర
ಸಾಮಾನ್ಯ ಕ್ಷೇತ್ರ,సాధారణ క్షేత్రం
ಕಮ್ಯುನಾರ್ಡ್,కమ్యూనార్డ్
ಕಾನ್ಕಾರ್ಡಾಟ್,కాంకోర్డాట్
ಕಾನ್ಕಾರ್ಡಾಟ್,కాంకోర్డాట్
ಕಾಂಡೋಟಿಯರ್,కండోటియర్
ದೃಢೀಕರಣ ಕಾರ್ಟಾರಮ್,నిర్ధారణ కార్టరమ్
ಸಂಘರ್ಷ,సంఘర్షణ
ಸಭೆ,సభ
ರಾಜ್ಯವನ್ನು ವಶಪಡಿಸಿಕೊಳ್ಳುವುದು,రాష్ట్రాన్ని జయించడం
ವಿಜಯಶಾಲಿ,విజేత
ವಿಜಯಶಾಲಿ,విజేత
ಕಾನ್ಸಿಲಿಯಮ್,కన్సిలియం
ಸಂಯೋಜಿತ,క్రమబద్ధమైన
ಪಿತೂರಿ,కుట్ర
ಪಿತೂರಿ,కుట్ర
ದೂತಾವಾಸ,కాన్సులేట్
ಸಮಾಲೋಚನೆ ಪುಸ್ತಕ,సలహా పుస్తకం
ಕಾಂಟಿನೆಂಟಲ್ ಸಿಸ್ಟಮ್,ఖండాంతర వ్యవస్థ
ಕನ್ವೆನ್ಷನ್ ಪಾರ್ಲಿಮೆಂಟ್,కన్వెన్షన్ పార్లమెంట్
ಕಾಪರ್ ಹೆಡ್ಸ್ (=ಶಾಂತಿ ಪ್ರಜಾಪ್ರಭುತ್ವವಾದಿಗಳು),కాపర్ హెడ్స్ (=శాంతి ప్రజాస్వామ్యవాదులు)
ಕಾಪಿಹೋಲ್ಡ್,కాపీహోల్డ్
ಕಾರ್ಡನಿಂಗ್,కార్డనింగ్
ಕರೋನಾ,కరోనా
ಪಟ್ಟಾಭಿಷೇಕ,పట్టాభిషేకం
ಪಟ್ಟಾಭಿಷೇಕದ ಕಲ್ಲು,పట్టాభిషేక రాయి
ಕಾರ್ಪಸ್,కార్పస్
ಕೋರ್ಸೇರ್,కోర్సెయిర్
ಕೋರ್ಸೇರ್,కోర్సెయిర్
ಕಾರ್ಸೆಟ್ (=ಕಾರ್ಸೆಲೆಟ್),కార్సెట్ (=కోర్సెలెట్)
ಕಾರ್ಟೆಸ್,కోర్టెస్
ಕೋಟರ್ (=ಕೋಟಿಯರ್),కోటార్ (=కోటియర్)
ಕೋಟರ್ (=ಕೋಟಿಯರ್),కోటార్ (=కోటియర్)
ಕೌಂಟ್ ಪ್ಯಾಲಟಿನೇಟ್,కౌంట్ పాలటినేట్
ಹಳ್ಳಿ ಮನೆ,పూరిల్లు
ಕೌಂಟಿ,కౌంటీ
ಕೌಂಟಿ ಬರೋ,కౌంటీ బరో
ಕೌಂಟಿ ನ್ಯಾಯಾಲಯಗಳು,కౌంటీ కోర్టులు
ಕೌಂಟಿ ಪ್ಯಾಲಟೈನ್,కౌంటీ పాలటైన్
ನ್ಯಾಯಾಲಯ,కోర్టు
ನ್ಯಾಯಾಲಯ,కోర్టు
ನ್ಯಾಯಾಲಯದ ಸುತ್ತೋಲೆ,కోర్టు సర్క్యులర్
ನ್ಯಾಯಾಲಯದ ಶಿಷ್ಟಾಚಾರ,కోర్టు మర్యాదలు
ಆಸ್ಥಾನಿಕ,సభికుడు
ಕ್ಯಾಸೇಶನ್ ನ್ಯಾಯಾಲಯ,కోర్ట్ ఆఫ్ కాసేషన్
ನಿರ್ದೇಶಕರ ನ್ಯಾಯಾಲಯ (EIC),కోర్ట్ ఆఫ్ డైరెక్టర్స్ (EIC)
ಮಾಲೀಕರ ನ್ಯಾಯಾಲಯ,యాజమాన్యాల న్యాయస్థానం
ಆಸ್ಥಾನ ಕವಿ,ఆస్థాన కవి
ಒಪ್ಪಂದದ ಕ್ಯಾಮರೋನಿಯನ್ನರು,ఒప్పందం చేసుకున్న కామెరోనియన్లు
ಕ್ರೌನ್,కిరీటం
ಕ್ರೌನ್,కిరీటం
ಕ್ರೌನ್,కిరీటం
ಕ್ರೌನ್ ಭೂಮಿ,కిరీటం భూమి
ಕ್ರೌನ್ ಭೂಮಿ,కిరీటం భూమి
ಕ್ರೌನ್ ಪ್ರಿನ್ಸ್,క్రౌన్ ప్రిన్స్
ಧರ್ಮಯುದ್ಧ,క్రూసేడ్
ಕ್ರುಸೇಡರ್,క్రూసేడర్
ಕ್ರಿಪ್ಟೋಗ್ರಾಮ್,క్రిప్టోగ్రామ్
ಕ್ಯುರಾಸ್,క్యూరాస్
ಕ್ಯುರಾಸಿಯರ್,క్యూరాసియర్
ಆರಾಧನಾ ದೇವತೆ,కల్ట్ దేవత
ಕ್ಯೂರಿಯಾ,క్యూరియా
ಕ್ಯೂರಿಯಾ,క్యూరియా
ಜಾರಿಸಂ,జారిజం
ಡಾರ್ಕ್ ಖಂಡ,చీకటి ఖండం
ತೀರ್ಪಿನ ದಿನ,తీర్పు రోజు
ತೀರ್ಪಿನ ದಿನ,తీర్పు రోజు
ಡೀನ್,డీన్
ದಶಕ,దశాబ్దం
ಡೆನಾರಿಯಸ್,డెనారియస్
ಪದಚ್ಯುತ ದೊರೆ,పదవీచ్యుతుడైన చక్రవర్తి
ಹಾಳುಮಾಡು,పాడుచేయు
ಹಾಳಾಗುವಿಕೆ,చెడిపోవడం
ಸಿಂಹಾಸನವನ್ನು ಇಳಿಸು,సింహాసనాన్ని తొలగించు
ಡೈಡೆಮ್,డయాడెమ్
ಡೈಡೆಮ್,డయాడెమ్
ಡೈಡೆಮ್,డయాడెమ్
ಡಯಾಸಿಯಾ,డయాసియా
ಡಿಕಾಸ್ಟರಿಯಮ್,డికాస్టీరియం
ಡಿಲುವಿಯಲಿಸ್ಟ್,డైలువియలిస్ట్
ಧರ್ಮಪ್ರಾಂತ್ಯ,డియోసెస్
ಧರ್ಮಪ್ರಾಂತ್ಯ,డియోసెస్
ಡೈರೆಕ್ಟರಿ (=ಡೈರೆಕ್ಟರಿ),డైరెక్టరీ (=డైరెక్టరీ)
ಡೈರೆಕ್ಟರಿ (=ಡೈರೆಕ್ಟರಿ),డైరెక్టరీ (=డైరెక్టరీ)
ದಿರ್ಹಮ್,దిర్హమ్
ವಿಶ್ವಾಸದ್ರೋಹಿ,నమ్మకద్రోహం
ವಿಶ್ವಾಸದ್ರೋಹಿ,నమ్మకద్రోహం
ವಿಳಂಬದ ಸಿದ್ಧಾಂತ,లోపము యొక్క సిద్ధాంతము
ಡಾಕ್ಯುಮೆಂಟ್,పత్రం
ಸಾಕ್ಷ್ಯಚಿತ್ರ ಸಾಕ್ಷ್ಯ,డాక్యుమెంటరీ సాక్ష్యం
ಡೋಮ್ಸ್‌ಡೇ ಪುಸ್ತಕ,డోమ్స్‌డే బుక్
ಕಾನ್ಸ್ಟಂಟೈನ್ ಕೊಡುಗೆ,కాన్స్టాంటైన్ విరాళం
ಡೂಮ್,డూమ్
ವರದಕ್ಷಿಣೆ ರಾಣಿ,వరవరపు రాణి
ಡ್ರ್ಯಾಗನ್,డ్రాగన్
ಡ್ರೋಮೆಡಿಯನ್,డ్రోమెడిరియన్
ಡ್ರೊಮೆಡರಿ,డ్రోమెడరీ
ಡ್ರೊಮಂಡ್,డ్రోమండ్
ದ್ವಂದ್ವ,ద్వంద్వ
ಉಭಯ ಮೈತ್ರಿ,ద్వంద్వ కూటమి
ಡ್ಯುಯಲ್ ಎಂಟೆಂಟೆ,ద్వంద్వ ఉద్దేశం
ಉಭಯ ವ್ಯವಸ್ಥೆ (=ದ್ವಿ ಸರ್ಕಾರ),ద్వంద్వ వ్యవస్థ (=ద్వంద్వ ప్రభుత్వం)
ಡ್ಯೂಕ್,డ్యూక్
ಡುಮಾ,డూమా
ಕುಬ್ಜ ಅವತಾರ,వామన అవతారం
ರಾಜವಂಶ,రాజవంశం
ರಾಜವಂಶ,రాజవంశం
ಹದ್ದು,డేగ
ಹಿರಿಯ ಮನುಷ್ಯ,పెద్ద మనిషి
ಅರ್ಲ್,ఎర్ల్
ಅರ್ಲ್ಡಮ್,ఎర్ల్డమ్
ಆರಂಭಿಕ ಗುಪ್ತರು,తొలి గుప్తులు
ಆರಂಭಿಕ (ಐತಿಹಾಸಿಕ) ತಾಣಗಳು,ప్రారంభ (చారిత్రక) సైట్లు
ಆರಂಭಿಕ ವೇದ ಕಾಲ,ప్రారంభ వేద కాలం
ಎಕ್ಲೇಷಿಯಾ,ఎక్లేసియా
ಮರುಸ್ಥಾಪನೆಯ ಶಾಸನ,పునరుద్ధరణ శాసనం
ಎಂಟು ಪಟ್ಟು ಮಾರ್ಗ,ఎనిమిది రెట్లు మార్గం
ಹಿರಿಯರು,పెద్దలు
ಹಿರಿಯ ರಾಜಕಾರಣಿ (=ಜೆರೋ),పెద్ద రాజనీతిజ్ఞుడు (=జెన్రో)
ಆನೆ ಮೇಡು,ఏనుగు మేడ
ಹನ್ನೊಂದು ವರ್ಷಗಳ ದಬ್ಬಾಳಿಕೆ,పదకొండు సంవత్సరాల నిరంకుశత్వం
ಎಲಿಸೇ (=ಎಲಿಸೀ),ఎలిసే (=ఎలీసీ)
ಆವರಣ ಚಳುವಳಿ,ఎన్‌క్లోజర్ ఉద్యమం
ಎನ್ಸೈಕ್ಲಿಕಲ್,ఎన్సైక్లికల్
ಎನ್ಸೈಕ್ಲೋಪೀಡಿಸ್ಟ್ ಚಳುವಳಿ,ఎన్సైక్లోపెడిస్ట్ ఉద్యమం
ಎಂಟೆಂಟೆ,ఎంటెంటే
ಎಂಟೆಂಟೆ ಕಾರ್ಡಿಯಾಲ್,ఎంటెంటే కార్డియాల్
ಸಿಂಹಾಸನ,సింహాసనం
ಪರಿವಾರ,పరివారం
ಎಫೋಡ್,ఎఫోడ్
ಎಫೋರ್,ఎఫోర్
ಮಹಾಕಾವ್ಯ ಯುಗ,పురాణ యుగం
ಮಹಾಕಾವ್ಯದ ನಾಯಕ,పురాణ వీరుడు
ಎಪಿಗ್ರಾಫ್,ఎపిగ్రాఫ్
ಎಪಿಸ್ಕೋಪಸಿ,ఎపిస్కోపసీ
ಎಪಿಸ್ಕೋಪೇಟ್,ఎపిస్కోపేట్
ಸಂಚಿಕೆ,ఎపిసోడ్
ಯುಗ,యుగం
ಯುಗ ನಿರ್ಮಾಣದ ಘಟನೆ,యుగాన్ని సృష్టించే సంఘటన
ಯುಗಪುರುಷ,యుగపురుషుడు
ನಾಮಪದ,పేరుపేరు
ಇಕ್ವೆರಿ,ఎక్వెరీ
ಇಕ್ವೆರಿ,ఎక్వెరీ
ಅಶ್ವಾರೋಹಿ ಪ್ರತಿಮೆ,గుర్రపుస్వారీ విగ్రహం
ಯುಗ,యుగం
ಎರ್ಗಸ್ಟುಲಮ್,ఎర్గస్టులం
ಯೂಕರಿಸ್ಟ್,యూకారిస్ట్
ಸುವಾರ್ತಾಬೋಧನೆ,సువార్తవాదం
ಇವಾಂಜೆಲಿಕಲ್ ಚಳುವಳಿ,సువార్త ఉద్యమం
ಸುವಾರ್ತಾಬೋಧಕ,మత ప్రచారకుడు
ಎಕ್ಸಾರ್ಚ್,Exarch
ಎಕ್ಸಿಲಾರ್ಚ್,Exilarch
ಫಾಲಂಗಿಸ್ಟ್,ఫలాంగిస్ట్
ತಂದೆ ಭೂಮಿ,తండ్రి భూమి
ತಂದೆ ಭೂಮಿ,తండ్రి భూమి
ಫೆರಿಯಾ,ఫెరియాయే
ಫೆಟಿಶ್,ఫెటిష్
ಊಳಿಗಮಾನ್ಯ ಹಿಡುವಳಿಗಳು,ఫ్యూడల్ హోల్డింగ్స్
ಊಳಿಗಮಾನ್ಯ ಪದ್ಧತಿ (=ಊಳಿಗಮಾನ್ಯ ಪದ್ಧತಿ),ఫ్యూడలిజం (=ఫ్యూడల్ వ్యవస్థ)
ಊಳಿಗಮಾನ್ಯ ವ್ಯವಸ್ಥೆ,భూస్వామ్య వ్యవస్థ
ಊಳಿಗಮಾನ್ಯ,భూస్వామ్య
ಫಿಡೆ ಡಿಫೆನ್ಸರ್ (=ನಂಬಿಕೆಯ ರಕ್ಷಕ),ఫిడే డిఫెన్సర్ (=డిఫెండర్ ఆఫ్ ది ఫెయిత్)
ಫೈಫ್,ఫైఫ్
ಕ್ಷೇತ್ರ ವ್ಯವಸ್ಥೆ,ఫీల్డ్ సిస్టమ్
ಹದಿನೈದನೇ ತೆರಿಗೆ,పదిహేనవ పన్ను
ಚಿತ್ರ ತಲೆ,ఫిగర్ హెడ్
ಫಿನ್ ಡಿ ಸೈಕಲ್,ఫిన్ డి సైకిల్
ಬೆಂಕಿ ತಿನ್ನುವವನು,అగ్ని తినేవాడు
ಐದು ಮೈಲಿ ಕಾಯಿದೆ,ఫైవ్ మైల్ చట్టం
ಧ್ವಜ,జెండా
ಫ್ಲೇಮೆನ್ ಡಯಾಲಿಸ್,ఫ్లేమెన్ డయాలిస్
ಫ್ಲೇಮೆನ್ ಮಾರ್ಟಿಯಾಲಿಸ್,ఫ్లేమెన్ మార్టియాలిస్
ಉರಿಯುವ ಟಾರ್ಚ್,జ్వలించే జ్యోతి
ಪಾರ್ಶ್ವ,పార్శ్వము
ಪಾರ್ಶ್ವ ಚಲನೆ,పార్శ్వ కదలిక
ಪ್ರವರ್ಧಮಾನಕ್ಕೆ ಬರುತ್ತಿರುವ ನಾಗರಿಕತೆ,వర్ధిల్లుతున్న నాగరికత
ಫ್ಲೂವಿಯಲಿಸ್ಟಿಕ್ ನಂಬಿಕೆ,ఫ్లూవియలిస్టిక్ నమ్మకం
ಜನಪದ ದೇವರು,జానపద దేవుడు
ಜನಪದ ದೇವತೆ,జానపద దేవత
ಜಾನಪದ ಸ್ಮರಣೆ,జానపద జ్ఞాపకం
ಜಾನಪದ ಪುರಾಣ (=ಜಾನಪದ),జానపద పురాణం (=జానపదం)
ಆಹಾರ ಹುಡುಕುವುದು,మేత వెదకడం
ಮುನ್ನುಗ್ಗಿ,ఫోరే
ಮುಂದಾಳು,ముందరివాడు
ಪೂರ್ವಜ,పూర్వీకుడు
ಮುಂದಾಳು,ముందున్నవాడు
ನಿರಾಶಾದಾಯಕ ಭರವಸೆ,చితికిపోయిన ఆశ
ರಚನಾತ್ಮಕ ಹಂತ,నిర్మాణ దశ
ಕೋಟೆ,కోట
ಕೋಟೆ,కోట
ಕೋಟೆಯ ಪಟ್ಟಣ,పటిష్టమైన పట్టణం
ಕೋಟೆ,కోట
ಫಾರ್ಚುನಾ,ఫార్చ్యూనా
ಫೋರಮ್ ರೋಮನಮ್,ఫోరమ్ రోమనుమ్
ಫ್ರಾನ್ಸಿಸ್ಕನ್,ఫ్రాన్సిస్కాన్
ಫ್ರಾಂಕ್ಲಿನ್,ఫ్రాంక్లిన్
ಭ್ರಾತೃಹತ್ಯಾ ಯುದ್ಧ,భ్రాతృహత్య యుద్ధం
ಉಚಿತ ಚರ್ಚ್,ఉచిత చర్చి
ಫ್ರೀಹೋಲ್ಡರ್,ఫ్రీహోల్డర్
ಸ್ವತಂತ್ರ ಸೈನಿಕ,స్వతంత్ర సైనికుడు
ಸ್ವತಂತ್ರ ಸೈನಿಕ,స్వతంత్ర సైనికుడు
ಫ್ರೀಮನ್,ఫ్రీమాన్
ಫ್ರೀಮನ್,ఫ్రీమాన్
ಫ್ರೀಪಾಸ್,ఫ్రీపాస్
ಫ್ರೆಂಚ್ ಕ್ರಾಂತಿ,ఫ్రెంచ్ విప్లవం
ಫ್ರಿಯರ್,సన్యాసి
ಫ್ರೇಸಿಯನ್ ಕೂಲಿ ಸೈನಿಕರು,ఫ్రైసియన్ కిరాయి సైనికులు
ಗಡಿನಾಡಿನ ಮನುಷ್ಯ,సరిహద్దు మనిషి
ಗ್ಯಾಲಿಯನ್,గాలియన్
ಗ್ಯಾಲಿಕನ್ (=ಗ್ಯಾಲಿಕಾನಿಸ್ಟ್),గల్లికన్ (=గల్లికనిస్ట్)
ಗ್ಯಾಲಿಕಾನಿಸಂ,గల్లికానిజం
ಗ್ಯಾರಿಸನ್,దండు
ಗೌಲ್,గౌల్
ಗೌಂಟ್ಲೆಟ್,గాంట్లెట్
ಗೌಂಟ್ಲೆಟ್,గాంట్లెట్
ಗೆಜೆಬೋ,గెజిబో
ಗೆಜೆಬೋ,గెజిబో
ಗೆಜೆಬೋ,గెజిబో
ವಂಶಾವಳಿಯ ಇತಿಹಾಸ,వంశ చరిత్ర
ವಂಶಾವಳಿಯ ದಾಖಲೆ,వంశపారంపర్య రికార్డు
ವಂಶಾವಳಿಯ ಕೋಷ್ಟಕ,వంశపారంపర్య పట్టిక
ವಂಶಾವಳಿಯ ಮರ,వంశవృక్షం
ವಂಶಾವಳಿ,వంశావళి
ವಂಶಾವಳಿ,వంశావళి
ಪೀಳಿಗೆ,తరం
ನರಮೇಧ,మారణహోమం
ಅನ್ಯಜಾತಿ,అన్యజనుడు
ಅನ್ಯಜಾತಿ,అన్యజనుడు
ಅನ್ಯಜಾತಿ,అన్యజనుడు
ಅನ್ಯಜಾತಿ,అన్యజనుడు
ಘೆಟ್ಟೋ,ఘెట్టో
ಘೆಟ್ಟೋ,ఘెట్టో
ಗಿಬೆಟ್,గిబ్బెట్
ಗಿಲ್ಡ್ (=ಗಿಲ್ಡ್),గిల్డ్ (=గిల్డ్)
ಗ್ಲಾಡಿಯೇಟರ್,గ్లాడియేటర్
ಅದ್ಭುತ ಕ್ರಾಂತಿ,అద్భుతమైన విప్లవం
ಗೋಲ್ಡನ್ ಹಾರ್ಡ್,గోల్డెన్ హోర్డ్
ಮಹಾಮೈತ್ರಿಕೂಟ,మహా కూటమి
ಗ್ರ್ಯಾಂಡಿ,గ్రాండీ
ಗ್ರ್ಯಾಂಡ್ ಸಿಗ್ನರ್,గ్రాండ్ సిగ్నర్
ಗ್ರ್ಯಾಂಡ್ ಸಿಗ್ನರ್,గ్రాండ్ సిగ్నర్
ಮಹಾ ಅಂತರ್ಯುದ್ಧ,గొప్ప అంతర్యుద్ధం
ಮಹಾ ನಿರ್ಗಮನ (ಬುದ್ಧನ),గొప్ప నిష్క్రమణ (బుద్ధుని)
ಬೃಹತ್ ಭಾರತ,గ్రేటర్ ఇండియా
ಗ್ರೇಟ್ ಹೆಲ್ಲಾಸ್,గ్రేట్ హెల్లాస్
ಗ್ರೇಟ್ ಹೋರ್ಡ್,గ్రేట్ హోర్డ్
ಮಹಾತ್ಯಾಗ (=ಮಹಾನ್ ನಿರ್ಗಮನ),గొప్ప పరిత్యాగం (=గొప్ప నిష్క్రమణ)
ಗ್ರೇಟ್ ಸೀಲ್,గొప్ప ముద్ర
ಗ್ರೇಟ್ ಟ್ರ್ಯಾಕ್,గ్రేట్ ట్రాక్
ದೊಡ್ಡ ವಾಹನ,గొప్ప వాహనం
ಚೀನಾದ ಮಹಾಗೋಡೆ,గ్రేట్ వాల్ ఆఫ్ చైనా
ಗ್ರೀವ್,గ్రీవ్
ಗಾರ್ಡ್-ಚೇಂಬರ್,గార్డ్-ఛాంబర్
ಗಾರ್ಡ್-ಚೇಂಬರ್,గార్డ్-ఛాంబర్
ಗಾರ್ಡ್-ಚೇಂಬರ್,గార్డ్-ఛాంబర్
ಗುಪ್ತರು,గుప్తులు
ಹ್ಯಾಜಿಯೋಗ್ರಫಿ,హాజియోగ్రఫీ
ಹ್ಯಾಜಿಯೋಗ್ರಫಿ,హాజియోగ్రఫీ
ಹ್ಯಾಜಿಯಾಲಜಿ,హగియాలజీ
ಹ್ಯಾಜಿಯಾಲಜಿ,హగియాలజీ
ಖಾಸಗಿ ಪ್ರೇಕ್ಷಕರ ಹಾಲ್,ప్రైవేట్ ప్రేక్షకుల హాల్
ಸಾರ್ವಜನಿಕ ಪ್ರೇಕ್ಷಕರ ಸಭಾಂಗಣ,పబ్లిక్ ప్రేక్షకుల హాల్
ಹ್ಯಾಚ್ಮೆಂಟ್,హాచ్మెంట్
ಹೀತೆನ್,హీతేన్
ಹೀಥೆನ್,హీతేన్
ಹೀಥೆನಿಸಂ,హీతేనిజం
ಹೆಗಿರಾ (ಹೆಜೆರಾ),హెగిరా (హెజెరా)
ಹೆಲೆನಿಸಂ,హెలెనిజం
ಹೆಲೋಟ್,హెలట్
ಹೆರಾಲ್ಡ್ರಿ,హెరాల్డ్రీ
ಪರಂಪರೆ,వారసత్వం
ಚಿತ್ರಲಿಪಿಯ ರೇಖೀಯ ಅಕ್ಷರಗಳು,చిత్రలిపి సరళ అక్షరాలు
ಚಿತ್ರಲಿಪಿ ಲಿಪಿ,చిత్రలిపి స్క్రిప్ట్
ಹೈ ಚರ್ಚ್,హై చర్చి
ಹೈ ಲ್ಯಾಂಡರ್,హై ల్యాండర్
ಹಿಂದೂ ಧರ್ಮ,హిందూమతం
ಇತಿಹಾಸಕಾರ,చరిత్రకారుడు
ಇತಿಹಾಸಕಾರ,చరిత్రకారుడు
ಐತಿಹಾಸಿಕ ಭೌತವಾದ,చారిత్రక భౌతికవాదం
ಐತಿಹಾಸಿಕ ಯುಗ,చారిత్రక యుగం
ಐತಿಹಾಸಿಕ ಗಡಿ,చారిత్రక సరిహద్దు
ಇತಿಹಾಸಕಾರ,చరిత్రకారుడు
ಇತಿಹಾಸಕಾರ,చరిత్రకారుడు
ಇತಿಹಾಸಶಾಸ್ತ್ರ,చరిత్ర చరిత్ర
ಇತಿಹಾಸಶಾಸ್ತ್ರ,చరిత్ర చరిత్ర
ಇತಿಹಾಸ,చరిత్ర
ಹಿಟ್ಟೈಟ್ ಸಾಮ್ರಾಜ್ಯ,హిట్టైట్ సామ్రాజ్యం
ಪವಿತ್ರ ಮೈತ್ರಿ,పవిత్ర కూటమి
ಪವಿತ್ರ ನಗರ,పవిత్ర నగరం
ಪವಿತ್ರ ನಗರ,పవిత్ర నగరం
ಪವಿತ್ರ ಭೂಮಿ,పవిత్ర భూమి
ಪವಿತ್ರ ಭೂಮಿ,పవిత్ర భూమి
ಹೋಲಿ ಲೀಗ್,హోలీ లీగ్
ಹೋಲಿ ಲೀಗ್,హోలీ లీగ్
ಪವಿತ್ರ ರೋಮನ್ ಸಾಮ್ರಾಜ್ಯ (=ಸಾಮ್ರಾಜ್ಯ),పవిత్ర రోమన్ సామ్రాజ్యం (=సామ్రాజ్యం)
ಪವಿತ್ರ ಸಮುದ್ರ,పవిత్ర సముద్రం
ಪವಿತ್ರ ಸಮುದ್ರ,పవిత్ర సముద్రం
ಪವಿತ್ರ ಯುದ್ಧ,పవిత్ర యుద్ధం
ಪವಿತ್ರ ಯುದ್ಧ,పవిత్ర యుద్ధము
ಗೃಹ ಸರ್ಕಾರ,హోం ప్రభుత్వం
ಗೃಹರಕ್ಷಕ,హోంగార్డు
ತಾಯ್ನಾಡು,జన్మభూమి
ಗೃಹ ನಿಯಮ,గృహ నియమం
ಹೋಮ್ ರೂಲ್,హోమ్ రూల్
ತಂಡ,గుంపు
ತಂಡ,గుంపు
ಪ್ರತಿಕೂಲ ದೇಶ,శత్రు దేశం
ಪ್ರತಿಕೂಲ ಭೂಮಿ,శత్రుభూమి
ಬಿಸಿ ಅನ್ವೇಷಣೆ,వేడి ముసుగులో
ಮನೆ,ఇల్లు
ಮನೆ,ఇల్లు
ಹೌಸ್ ಆಫ್ ಕಾಮನ್ಸ್,హౌస్ ఆఫ్ కామన్స్
ಹೌಸ್ ಆಫ್ ಲಾರ್ಡ್ಸ್,హౌస్ ఆఫ్ లార్డ్స్
ಹೌಸ್ ಆಫ್ ರೆಪ್ರೆಸೆಂಟೇಟಿವ್ಸ್,ప్రతినిధుల సభ
ಹುಗೆನೋಟ್ಸ್,హ్యూగ్నోట్స్
ಮಾನವತಾವಾದ,మానవతావాదం
ಮಾನವತಾವಾದಿ,మానవతావాది
ಹಂಡ್ರೆಡ್ ಯೆಸರ್ಸ್ ವಾರ್,హండ్రెడ్ యెస్సర్స్ వార్
ಹಂಕರ್,హంకర్
ಇಬಾದತ್ ಖಾನಾ (ಆರಾಧನೆಯ ಮನೆ),ఇబాదత్ ఖానా (ఆరాధనా గృహం)
ಐಕಾನೊಕ್ಲಾಸ್ಟ್,ఐకానోక్లాస్ట్
ವಿಗ್ರಹಾರಾಧಕ,విగ్రహారాధకుడు
ಇಲಾಹಿ ಯುಗ,ఇలాహి యుగం
ಕಾನೂನುಬಾಹಿರ ಯುದ್ಧ,చట్టవిరుద్ధమైన యుద్ధం
ಪ್ರಕಾಶಿತ ಹಸ್ತಪ್ರತಿ,ప్రకాశవంతమైన మాన్యుస్క్రిప్ట్
ಸಚಿತ್ರ ಹಸ್ತಪ್ರತಿ,ఇలస్ట్రేటెడ్ మాన్యుస్క్రిప్ట్
ಸಚಿತ್ರ ಹಸ್ತಪ್ರತಿ,ఇలస్ట్రేటెడ్ మాన్యుస్క్రిప్ట్
ಇಮಾಮ್ (ಇಮ್ಮಾಮ್),ఇమామ్ (ఇమ్మామ్)
ಇಮಾಮತ್,ఇమామత్
ಇಮಾಮತ್,ఇమామత్
ಇಮಾಂಬರಃ,ఇమాంబరః
ಸಾಮ್ರಾಜ್ಯಶಾಹಿ,ఇంపీరియల్
ಇಂಪೀರಿಯಲ್ ನಗರ,ఇంపీరియల్ నగరం
ಸಾಮ್ರಾಜ್ಯಶಾಹಿ,సామ్రాజ్యవాదం
ಸಾಮ್ರಾಜ್ಯಶಾಹಿ ಆದ್ಯತೆ,ఇంపీరియల్ ప్రాధాన్యత
ಅಸಮರ್ಥತೆ,అసంబద్ధం
ವಂಚಕ,మోసగాడు
ಸೆರೆವಾಸ,జైలు శిక్ష
ಸೆರೆವಾಸ,జైలు శిక్ష
ಆಕ್ರಮಣ,చొరబాటు
ಆಕ್ರಮಣಕಾರ,చొరబాటుదారుడు
ಸ್ವಾತಂತ್ರ್ಯ,స్వాతంత్ర్యం
ಸ್ವಾತಂತ್ರ್ಯ ದಿನ,స్వాతంత్ర్య దినోత్సవం
ಸ್ವಾತಂತ್ರ್ಯ ಸಭಾಂಗಣ,ఇండిపెండెన్స్ హాల్
ಇಂಡಿಯನ್ ಅಮೆರಿಯನ್ (=ರೆಡ್ ಇಂಡಿಯನ್=ಅಮೇರಿಕನ್ ಇಂಡಿಯನ್),ఇండియన్ అమెరియన్ (=రెడ్ ఇండియన్=అమెరికన్ ఇండియన్)
ಇಂಡಿಯನ್ ಹೋಮ್ ರೂಲ್ ಲೀಗ್,ఇండియన్ హోమ్ రూల్ లీగ్
