English,Gujarati
Sill,સીલ
Silt,કાંપ
Single flemish blood,સિંગલ ફ્લેમિશ લોહી
Single grained structure,એક દાણાદાર માળખું
Skeletal soil,હાડપિંજરની માટી
Skirting,સ્કર્ટિંગ
Sleeper wall,સ્લીપર દિવાલ
Side gutter,બાજુની ગટર
Slide rule,સ્લાઇડ નિયમ
Slip dock,સ્લિપ ડોક
Smoniza,સ્મોનીઝા
Soaking,પલાળીને
Soil association,માટીનું જોડાણ
Soil class,માટી વર્ગ
Soil complex,માટી સંકુલ
Soil consistency,જમીનની સુસંગતતા
Soil family,માટી કુટુંબ
Soil frame work,માટી ફ્રેમ વર્ક
Soil moisture,જમીનની ભેજ
Soil moisture accretion,જમીનમાં ભેજનું સંવર્ધન
Soil moisture deficit,જમીનમાં ભેજની ઉણપ
Soil morphology,માટી મોર્ફોલોજી
Soil particle,માટીનો કણ
Soil phase,માટીનો તબક્કો
Soil profile,માટી પ્રોફાઇલ
Soil reaction,માટીની પ્રતિક્રિયા
Soil separates,માટી અલગ પડે છે
Soil series,માટી શ્રેણી
Soil solution,માટી ઉકેલ
Soil structure,માટીનું માળખું
Soil texture,માટીની રચના
Soil type,માટીનો પ્રકાર
Solum,સોલમ
Sorption,સોર્પ્શન
Spalls,spalls
Specific ion effect,ચોક્કસ આયન અસર
Squared coursed rubble masonry,ચોરસ કોર્સ્ડ રોડાં ચણતર
Squared regular coursed rubble masonry,ચોરસ નિયમિત કોર્સ્ડ રોડાં ચણતર
Steady flow,સ્થિર પ્રવાહ
Stepped flashing,સ્ટેપ્ડ ફ્લેશિંગ
Stickiness,સ્ટીકીનેસ
Sticking point,સ્ટિકિંગ પોઈન્ટ
Stone,પથ્થર
Slop hand moulding,સ્લોપ હેન્ડ મોલ્ડિંગ
Strap hinge,પટ્ટા મિજાગરું
Straw board,સ્ટ્રો બોર્ડ
Stream,પ્રવાહ
Stress,તણાવ
Stretcher,સ્ટ્રેચર
Stretcher bond,સ્ટ્રેચર બોન્ડ
Stretcher course,સ્ટ્રેચર કોર્સ
String,તાર
String course,શબ્દમાળા કોર્સ
Structure factor,માળખું પરિબળ
Structure index,સ્ટ્રક્ચર ઇન્ડેક્સ
Stucco,સાગોળ
Stud,સંવર્ધન
Stylobate,સ્ટાયલોબેટ
Sub soil,સબ માટી
Sub structure,પેટા માળખું
Summation curve,સમીકરણ વળાંક
Sun mica,સૂર્ય અભ્રક
Super structure,સુપર સ્ટ્રક્ચર
Surveyor,સર્વેયર
S-value,એસ-મૂલ્ય
Swag,સ્વેગ
Swan neck,હંસની ગરદન
Tabernacle,ટેબરનેકલ
Table hand moulding,ટેબલ હેન્ડ મોલ્ડિંગ
Tanking,ટેન્કીંગ
Tempietto,ટેમ્પીએટ્ટો
Tempering,ટેમ્પરિંગ
Template,ઢાંચો
Template,ઢાંચો
Tepidarium,ટેપિડેરિયમ
Terracotta,ટેરાકોટા
Terra rosa,ટેરા રોઝા
Terrazzo,ટેરાઝો
Tetra style,ટેટ્રા શૈલી
Threshold limit value,થ્રેશોલ્ડ મર્યાદા મૂલ્ય
Throat,ગળું
Through stone,પથ્થર દ્વારા
Tidal basin,ભરતી બેસિન
Tie bar,ટાઈ બાર
Tie beam,ટાઈ બીમ
Tie rod,સળિયો બાંધો
Tirs,તિર્સ
Tolerance,સહનશીલતા
Toothing,ટૂથિંગ
Top soil or surface soil,ટોચની માટી અથવા સપાટીની માટી
Total porosity,કુલ છિદ્રાળુતા
Tracery,ટ્રેસરી
Train resistance,ટ્રેન પ્રતિકાર
Transept,ટ્રાન્સેપ્ટ
Transitional soil,ટ્રાન્ઝિશનલ માટી
Transom,ટ્રાન્સમ
Transport soil,પરિવહન માટી
Tributary,ઉપનદી
Triforium,ટ્રાઇફોરિયમ
Triglyph,ટ્રાઇગ્લિફ
Truncated soil,કાપેલી માટી
Turbulent flow,તોફાની પ્રવાહ
Turret,સંઘાડો
Tympar num,ટાઇમ્પર નંબર
Ultimate bearing capacity,અંતિમ બેરિંગ ક્ષમતા
Ultimate ph,અલ્ટીમેટ પીએચ
Uncoursed random rubble masonry,અનકોર્સ્ડ રેન્ડમ રોડાં ચણતર
Uncoursed squared rubble masonry,અનકોર્સ્ડ ચોરસ રોડાં ચણતર
Undercroft,અન્ડરક્રોફ્ટ
Unfilled porosity,અપૂર્ણ છિદ્રાળુતા
Uniform flow,સમાન પ્રવાહ
Unit frame type scaffold,એકમ ફ્રેમ પ્રકાર પાલખ
Unproductive work,બિનઉત્પાદક કાર્ય
Unsaturated soil,અસંતૃપ્ત માટી
Unsteady flow,અસ્થિર પ્રવાહ
Upper plastic limit,ઉચ્ચ પ્લાસ્ટિક મર્યાદા
Valley gutter,ખીણ ગટર
Vault,વૉલ્ટ
Vetarium,વેટેરિયમ
Ventilation,વેન્ટિલેશન
Ventilator,વેન્ટિલેટર
Veramdah,વેરામદાહ
Vestibule,વેસ્ટિબ્યુલ
Villa,વિલા
