Punjabi,Malayalam
ਡਿਸਕ,ഡിസ്ക്
ਡਿਸਕ ਪਤਾ,ഡിസ്ക് വിലാസം
ਡਿਸਕ ਐਰੇ,ഡിസ്ക് അറേ
ਡਿਸਕ ਸਮਰੱਥਾ,ഡിസ്ക് ശേഷി
ਡਿਸਕ ਡਰਾਈਵ,ഡിസ്ക് ഡ്രൈവ്
ਡਿਸਕ ਫਾਈਲ,ഡിസ്ക് ഫയൽ
ਡਿਸਕ ਮੈਮੋਰੀ,ഡിസ്ക് മെമ്മറി
ਡਿਸਕ ਓਪਰੇਟਿੰਗ ਸਿਸਟਮ (DOS),ഡിസ്ക് ഓപ്പറേറ്റിംഗ് സിസ്റ്റം (DOS)
ਡਿਸਕ ਪੈਕ,ഡിസ്ക് പായ്ക്ക്
ਡਿਸਕ ਸਰਵਰ,ഡിസ്ക് സെർവർ
ਡਿਸਕ ਸਟੋਰੇਜ਼,ഡിസ്ക് സംഭരണം
ਡਿਸਕੇਟ,ഡിസ്കെറ്റ്
ਡਿਸਪਲੇ ਫਾਇਲ,ഫയൽ പ്രദർശിപ്പിക്കുക
ਡਿਸਪਲੇ ਚਿੱਤਰ,ചിത്രം പ്രദർശിപ്പിക്കുക
ਨਿਪਟਾਰੇ,നിർമാർജനം
ਦੂਰੀ,ദൂരം
ਦੂਰੀ ਫੰਕਸ਼ਨ,ദൂരം പ്രവർത്തനം
ਵਿਗਾੜ,വളച്ചൊടിക്കൽ
ਵੰਡਿਆ,വിതരണം ചെയ്തു
ਵੰਡਿਆ ਡਾਟਾ,വിതരണം ചെയ്ത ഡാറ്റ
ਵੰਡਿਆ ਸਰਵਰ,വിതരണം ചെയ്ത സെർവർ
ਵੰਡਿਆ ਸਿਸਟਮ,വിതരണം ചെയ്ത സംവിധാനം
ਵੰਡਣ ਵਾਲਾ,വിതരണക്കാരൻ
ਦਸਤਾਵੇਜ਼,പ്രമാണം
ਦਸਤਾਵੇਜ਼ ਮੁੜ ਪ੍ਰਾਪਤ ਕੀਤਾ,പ്രമാണം വീണ്ടെടുത്തു
ਦਸਤਾਵੇਜ਼ ਵਿੰਡੋ,പ്രമാണ വിൻഡോ
ਦਸਤਾਵੇਜ਼,പ്രമാണീകരണം
ਡੋਮੇਨ,ഡൊമെയ്ൻ
ਡੋਮੇਨ ਨਾਮ,ഡൊമെയ്ൻ നാമം
ਡਾਟ ਮੈਟਰਿਕਸ ਪ੍ਰਿੰਟਰ,ഡോട്ട് മാട്രിക്സ് പ്രിന്റർ
"ਥੱਲੇ, ਹੇਠਾਂ, ਨੀਂਵਾ",താഴേക്ക്
ਡਾਊਨ ਲਿੰਕ,ഡൗൺ ലിങ്ക്
ਡਾਊਨ ਲੋਡਿੰਗ,ഡൗൺലോഡ് ചെയ്യുന്നു
ਘੱਟ ਸਮਾਂ,സമയക്കുറവ്
ਖਿੱਚਣਾ,വലിച്ചിടുന്നു
DRAM (ਡਾਇਨਾਮਿਕ ਰੈਮ),DRAM (ഡൈനാമിക് റാം)
ਵਹਿਣਾ,ഡ്രിഫ്റ്റ്
ਡਰਾਈਵਰ,ഡ്രൈവർ
ਸੁੱਟੋ,ഡ്രോപ്പ്
ਡ੍ਰੌਪ ਡਾਊਨ ਸੂਚੀ ਬਾਕਸ,ഡ്രോപ്പ് ഡൗൺ ലിസ്റ്റ് ബോക്സ്
ਡਰੱਮ ਡਰਾਈਵ,ഡ്രം ഡ്രൈവ്
ਡਰੱਮ ਪ੍ਰਿੰਟਰ,ഡ്രം പ്രിന്റർ
ਡਰੱਮ ਯੂਨਿਟ,ഡ്രം യൂണിറ്റ്
ਦੋਹਰਾ,ഇരട്ട
ਦੋਹਰੀ ਘਣਤਾ,ഇരട്ട സാന്ദ്രത
ਨਕਲੀ ਪਤਾ,ഡമ്മി വിലാസം
ਡੰਪ,തള്ളുക
ਡੁਪਲੈਕਸ ਸਰਕਟ,ഡ്യുപ്ലെക്സ് സർക്യൂട്ട്
ਡੁਪਲੈਕਸਿੰਗ,ഡ്യൂപ്ലെക്സിംഗ്
ਡੁਪਲੀਕੇਟ,തനിപ്പകർപ്പ്
DVD R/W,ഡിവിഡി R/W
DVD ROM,ഡിവിഡി റോം
ਗਤੀਸ਼ੀਲ ਹਦਾਇਤ,ചലനാത്മക നിർദ്ദേശം
ਗਤੀਸ਼ੀਲ ਮੈਮੋਰੀ,ഡൈനാമിക് മെമ്മറി
ਗਤੀਸ਼ੀਲਤਾ,ചലനാത്മകത
ਈ.ਬੀ.ਸੀ.ਡੀ.ਆਈ.ਸੀ,EBCDIC
ਈ-ਕਾਰੋਬਾਰ,ഇ-ബിസിനസ്
echo,പ്രതിധ്വനി
ਈ-ਕਾਮਰਸ,ഇ-കൊമേഴ്‌സ്
ਸੰਪਾਦਿਤ ਕਰੋ,തിരുത്തുക
ਸੰਪਾਦਕ,എഡിറ്റർ
ਵਿਦਿਅਕ ਤਕਨਾਲੋਜੀ,വിദ്യാഭ്യാസ സാങ്കേതികവിദ്യ
EEP ਰੋਮ,ഇഇപി റോം
ਪ੍ਰਭਾਵੀ ਪਤਾ (ਫਲੋਟਿੰਗ ਪਤਾ),ഫലപ്രദമായ വിലാസം (ഫ്ലോട്ടിംഗ് വിലാസം)
ਪ੍ਰਭਾਵਸ਼ਾਲੀ ਸੰਚਾਲਨ ਪਤਾ,ഫലപ്രദമായ പ്രവർത്തന വിലാസം
ਪ੍ਰਭਾਵਸ਼ਾਲੀ ਵਿਧੀ,ഫലപ്രദമായ നടപടിക്രമം
ਪ੍ਰਭਾਵਸ਼ਾਲੀ UID (ਉਪਭੋਗਤਾ ਪਛਾਣ),ഫലപ്രദമായ യുഐഡി (ഉപയോക്തൃ തിരിച്ചറിയൽ)
ਪ੍ਰਭਾਵਸ਼ਾਲੀ ਪ੍ਰਸਾਰਣ ਸੰਚਾਲਨ,ഫലപ്രദമായ ട്രാൻസ്മിഷൻ പ്രവർത്തനം
ਅੱਠ-ਬਿੱਟ ਬਾਈਟ,എട്ട്-ബിറ്റ് ബൈറ്റ്
ਈ-ਲਰਨਿੰਗ,ഇലക്ട്രോണിക് പഠനം
ਚੋਣ-ਅਲਗਰਥਮ,തിരഞ്ഞെടുപ്പ്-അൽഗിർതം
ਇਲੈਕਟ੍ਰਿਕ ਮੇਲਿੰਗ (ਈ-ਮੇਲ),ഇലക്ട്രിക് മെയിലിംഗ് (ഇ-മെയിൽ)
ਇਲੈਕਟ੍ਰਿਕ ਪ੍ਰਿੰਟਰ,ഇലക്ട്രിക് പ്രിന്റർ
ਇਲੈਕਟ੍ਰੀਕਲ ਲੇਖਾ ਮਸ਼ੀਨ,ഇലക്ട്രിക്കൽ അക്കൗണ്ടിംഗ് മെഷീൻ
ਇਲੈਕਟ੍ਰਾਨਿਕ,ഇലക്ട്രോണിക്
ਇਲੈਕਟ੍ਰਾਨਿਕ ਕਲੀਅਰੈਂਸ ਸਿਸਟਮ (ECS),ഇലക്ട്രോണിക് ക്ലിയറൻസ് സിസ്റ്റം (ECS)
ਇਲੈਕਟ੍ਰਾਨਿਕ ਡਾਟਾ ਇੰਟਰਚੇਂਜ (EDI),ഇലക്ട്രോണിക് ഡാറ്റ ഇന്റർചേഞ്ച് (EDI)
ਇਲੈਕਟ੍ਰਾਨਿਕ ਡਾਟਾ ਪ੍ਰੋਸੈਸਿੰਗ,ഇലക്ട്രോണിക് ഡാറ്റ പ്രോസസ്സിംഗ്
ਇਲੈਕਟ੍ਰਾਨਿਕ ਫਾਈਲਿੰਗ,ഇലക്ട്രോണിക് ഫയലിംഗ്
ਇਲੈਕਟ੍ਰਾਨਿਕ ਫੰਡ ਟ੍ਰਾਂਸਫਰ ਸਿਸਟਮ (EFTS),ഇലക്ട്രോണിക് ഫണ്ട് ട്രാൻസ്ഫർ സിസ്റ്റം (EFTS)
ਇਲੈਕਟ੍ਰਾਨਿਕ ਰਸਾਲੇ,ഇലക്ട്രോണിക് ജേണലുകൾ
ਇਲੈਕਟ੍ਰਾਨਿਕ ਪ੍ਰਕਾਸ਼ਨ,ഇലക്ട്രോണിക് പ്രസിദ്ധീകരണം
ਇਲੈਕਟ੍ਰਾਨਿਕ ਸਵਿੱਚ,ഇലക്ട്രോണിക് സ്വിച്ച്
ਤੱਤ,ഘടകം
ਈ - ਮੇਲ,ഇ-മെയിൽ
ਈਮੇਲ ਖਾਤਾ,ഈ - മെയില് വിലാസം
ਏਮਬੈਡਡ ਸਿਸਟਮ,എംബഡഡ് സിസ്റ്റം
ਏਮਬੈਡਿੰਗ,ഉൾച്ചേർക്കൽ
ਐਮੀਟਰ ਜੋੜੇ ਤਰਕ (ECL),എമിറ്റർ ദമ്പതികളുടെ യുക്തി (ECL)
ਖਾਲੀ ਸਟੈਕ,ശൂന്യമായ സ്റ്റാക്ക്
ਖਾਲੀ ਸਤਰ,ശൂന്യമായ ചരട്
ਇਮੂਲੇਸ਼ਨ,അനുകരണം
encapsulation,എൻക്യാപ്സുലേഷൻ
ਐਨਸਾਈਫਰ,എൻസിഫർ
ਇੰਕੋਡ,എൻകോഡ്
ਏਨਕੋਡਰ,എൻകോഡർ
ਐਨਕ੍ਰਿਪਟਡ ਡੇਟਾ,എൻക്രിപ്റ്റ് ചെയ്ത ഡാറ്റ
ਐਨਕ੍ਰਿਪਟਿੰਗ ਫਾਈਲ ਸਿਸਟਮ,എൻക്രിപ്റ്റിംഗ് ഫയൽ സിസ്റ്റം
ਇਨਕ੍ਰਿਪਸ਼ਨ,എൻക്രിപ്ഷൻ
ਬਲਾਕ ਦਾ ਅੰਤ,ബ്ലോക്കിന്റെ അവസാനം
ਫਾਈਲ ਦਾ ਅੰਤ (EOF),ഫയലിന്റെ അവസാനം (EOF)
ਆਖਰੀ ਉਪਭੋਗਤਾ,അന്തിമ ഉപയോക്താവ്
ਦਾਖਲ ਕਰੋ,നൽകുക
ਐਂਟਰ-ਕੁੰਜੀ,എന്റർ-കീ
ਐਂਟਰਪ੍ਰਾਈਜ਼ ਸਰਵਰ,എന്റർപ്രൈസ് സെർവർ
ਐਂਟਰਪ੍ਰਾਈਜ਼ ਸਿਸਟਮ,എന്റർപ്രൈസ് സിസ്റ്റം
ਹਸਤੀ,സ്ഥാപനം
ਹਸਤੀ-ਰਿਸ਼ਤਾ,സ്ഥാപന-ബന്ധം
ਦਾਖਲਾ ਸਮਾਂ,പ്രവേശന സമയം
ਇੰਦਰਾਜ਼ ਵੇਰੀਏਬਲ,എൻട്രി വേരിയബിൾ
ਅਣਗਿਣਤ,എണ്ണാവുന്നത്
ਵਾਤਾਵਰਣ,പരിസ്ഥിതി
ਯੁੱਗ,യുഗം
EPROM,EPROM
epsilon ਬੰਦ,എപ്സിലോൺ അടച്ചുപൂട്ടൽ
ਬਰਾਬਰੀ ਕਰਨ ਵਾਲਾ,സമനില
ਉਪਕਰਨ,ഉപകരണങ്ങൾ
ਸਮਾਨਤਾ ਵਰਗ,തുല്യതാ ക്ലാസ്
ਸਮਾਨਤਾ ਸਬੰਧ,തുല്യതാ ബന്ധം
ਮਿਟਾਓ,മായ്ക്കുക
ਗਲਤੀ ਠੀਕ ਕਰਨ ਵਾਲਾ ਕੋਡ,കോഡ് തിരുത്തുന്നതിൽ പിശക്
ਗਲਤੀ ਸੁਧਾਰ,തെറ്റ് തിരുത്തൽ
ਗਲਤੀ ਖੋਜ,പിശക് കണ്ടെത്തൽ
ਗਲਤੀ ਹੈਂਡਲਿੰਗ,പിശക് കൈകാര്യം ചെയ്യൽ
ਗਲਤੀ ਸੁਨੇਹਾ,പിശക് സന്ദേശം
ਗਲਤੀ ਦਰ,പിശക് നിരക്ക്
ਗਲਤੀ ਰਿਕਵਰੀ,പിശക് വീണ്ടെടുക്കൽ
ਗਲਤੀ ਰੁਟੀਨ,പിശക് പതിവ്
ਬਚਣ ਦਾ ਕਿਰਦਾਰ,രക്ഷപ്പെടുന്ന സ്വഭാവം
ਈਥਰਨੈੱਟ,ഇഥർനെറ്റ്
ਘਟਨਾ,സംഭവം
ਘਟਨਾ ਲੜੀ,ഇവന്റ് ചെയിൻ
ਘਟਨਾ ਨਿਯੰਤਰਣ,ഇവന്റ് നിയന്ത്രണം
ਘਟਨਾ ਕਾਊਂਟਰ,ഇവന്റ് കൗണ്ടർ
ਅਪਵਾਦ ਹੈਂਡਲਿੰਗ,ഒഴിവാക്കൽ കൈകാര്യം ചെയ്യൽ
ਐਕਸਚੇਂਜਯੋਗ ਡਿਸਕ ਸਟੋਰੇਜ,കൈമാറ്റം ചെയ്യാവുന്ന ഡിസ്ക് സംഭരണം
ਬੇਦਖਲੀ,ഒഴിവാക്കൽ
ਵਿਸ਼ੇਸ਼ ਜਾਂ (XOR),എക്സ്ക്ലൂസീവ് അല്ലെങ്കിൽ (XOR)
ਚੱਲਣਯੋਗ ਪ੍ਰੋਗਰਾਮ,എക്സിക്യൂട്ടബിൾ പ്രോഗ്രാം
ਕਾਰਜਕਾਰੀ ਬਿਆਨ,എക്സിക്യൂട്ടീവ് പ്രസ്താവന
ਪੂਰੀ ਖੋਜ,സമഗ്രമായ തിരയൽ
ਮੌਜੂਦ ਹੈ,നിലവിലുണ്ട്
ਨਿਕਾਸ,പുറത്ത്
ਮਾਹਰ ਸਿਸਟਮ,വിദഗ്ധ സംവിധാനം
ਸਮੀਕਰਨ,ആവിഷ്കാരം
ਵਿਸਤ੍ਰਿਤ ਗ੍ਰਾਫਿਕ ਐਰੇ (XGA),വിപുലീകൃത ഗ്രാഫിക് അറേ (XGA)
ਵਿਸਤ੍ਰਿਤ ਉਦਯੋਗ ਮਿਆਰ (EIS),വിപുലമായ വ്യവസായ നിലവാരം (EIS)
ਵਿਸਤ੍ਰਿਤ ਮਸ਼ੀਨ,വിപുലീകരിച്ച യന്ത്രം
ਵਿਸਤ੍ਰਿਤ ਮੈਮੋਰੀ,വിപുലീകരിച്ച മെമ്മറി
ਵਿਸਤ੍ਰਿਤ ਸ਼ੁੱਧਤਾ,വിപുലമായ കൃത്യത
ਵਿਸਤ੍ਰਿਤ ਛਾਂਟੀ,വിപുലീകരിച്ച സോർട്ടിംഗ്
ਬਾਹਰੀ ਕਾਲ,ബാഹ്യ കോൾ
ਬਾਹਰੀ ਗਲਤੀ,ബാഹ്യ പിശക്
ਬਾਹਰੀ ਫੰਕਸ਼ਨ,ബാഹ്യ പ്രവർത്തനം
ਬਾਹਰੀ ਰੁਕਾਵਟ,ബാഹ്യ തടസ്സം
ਬਾਹਰੀ ਮੈਮੋਰੀ,ബാഹ്യ മെമ്മറി
ਬਾਹਰੀ ਮੈਮੋਰੀ,ബാഹ്യ മെമ്മറി
ਬਾਹਰੀ ਮਾਡਮ,ബാഹ്യ മോഡം
ਬਾਹਰੀ ਹਵਾਲਾ,ബാഹ്യ റഫറൻസ്
ਬਾਹਰੀ ਖੋਜ,ബാഹ്യ തിരയൽ
ਬਾਹਰੀ ਸਟੋਰੇਜ਼ ਜੰਤਰ,ബാഹ്യ സംഭരണ ഉപകരണം
ਕੱਢਣਾ,വേർതിരിച്ചെടുക്കൽ
ਐਕਸਟਰਪੋਲੇਸ਼ਨ,എക്സ്ട്രാപോളേഷൻ
ਚਿਹਰਾ-ਚਰਿੱਤਰ ਪ੍ਰਿੰਟਰ,മുഖപ്രകൃതി പ്രിന്റർ
ਅਸਫਲ-ਸੁਰੱਖਿਅਤ ਕਾਰਵਾਈ,പരാജയപ്പെടാത്ത പ്രവർത്തനം
ਅਸਫਲਤਾ ਦੀ ਦਰ,പരാജയതോത്
ਅਸਫਲਤਾ ਰਿਕਵਰੀ,പരാജയം വീണ്ടെടുക്കൽ
ਗਲਤ ਕੋਡ,തെറ്റായ കോഡ്
ਗਲਤ ਗਲਤੀ,തെറ്റായ പിശക്
ਪੱਖਾ-ਵਿੱਚ,ഫാൻ-ഇൻ
ਪੱਖਾ-ਬਾਹਰ,ഫാൻ ഔട്ട്
fascimile I/O ਡਿਵਾਈਸ,ഫാസിമൈൽ I/O ഉപകരണം
ਫਾਸਟ ਫੋਰੀਅਰ ਟ੍ਰਾਂਸਫਾਰਮ (FFT),ഫാസ്റ്റ് ഫോറിയർ ട്രാൻസ്ഫോർമേഷൻ (FFT)
ਘਾਤਕ ਗਲਤੀ,മാരകമായ തെറ്റ്
ਨੁਕਸ ਖੋਜ,തെറ്റ് കണ്ടെത്തൽ
ਨੁਕਸ ਨਿਦਾਨ,തെറ്റ് രോഗനിർണയം
ਨੁਕਸ ਸਹਿਣਸ਼ੀਲਤਾ,തെറ്റ് സഹിഷ്ണുത
ਫੈਕਸ,ഫാക്സ്
ਫੈਕਸ ਸੁਨੇਹਾ,ഫാക്സ് സന്ദേശം
FDC,FDC
ਵਿਸ਼ੇਸ਼ਤਾ ਖੋਜ,സവിശേഷത കണ്ടെത്തൽ
ਫੀਡ ਚੱਕਰ,ഫീഡ് സൈക്കിൾ
ਸੁਝਾਅ,പ്രതികരണം
ਫੀਡਰ,ഫീഡർ
ਪ੍ਰਾਪਤ ਕਰੋ,കൊണ്ടുവരിക
ਫਿਬੋਨਾਚੀ ਖੋਜ,ഫിബൊനാച്ചി തിരയൽ
ਫਿਬੋਨਾਚੀ ਕ੍ਰਮ,ഫിബൊനാച്ചി സീക്വൻസ്
ਫਿਬੋਨਾਚੀ ਲੜੀ,ഫിബൊനാച്ചി പരമ്പര
ਫਾਈਬਰ ਆਪਟਿਕਸ,ഫൈബർ ഒപ്റ്റിക്സ്
ਫਿਡੋ ਜਾਲ,ഫിഡോ നെറ്റ്
ਖੇਤਰ,വയൽ
ਪੰਜਵੀਂ ਪੀੜ੍ਹੀ ਦੇ ਕੰਪਿਊਟਰ,അഞ്ചാം തലമുറ കമ്പ്യൂട്ടറുകൾ
ਫਾਈਲ,ഫയൽ
ਫਾਇਲ ਪਹੁੰਚ ਵਿਧੀ,ഫയൽ ആക്സസ് രീതി
ਫਾਇਲ ਵੰਡ ਸਾਰਣੀ,ഫയൽ അലോക്കേഷൻ പട്ടിക
ਫਾਈਲ ਕੰਪਰੈਸ਼ਨ,ഫയൽ കംപ്രഷൻ
ਫਾਇਲ ਦੀ ਨਕਲ,ഫയൽ പകർത്തൽ
ਫਾਈਲ ਲੇਆਉਟ,ഫയൽ ലേഔട്ട്
ਫਾਈਲ ਅਭੇਦ,ഫയൽ ലയിപ്പിക്കുക
ਫਾਇਲ ਰਿਕਵਰੀ,ഫയൽ വീണ്ടെടുക്കൽ
ਫਾਇਲ ਸਟੋਰੇਜ਼,ഫയൽ സംഭരണം
ਫਾਇਲ ਬਣਤਰ,ഫയൽ ഘടന
ਫਾਇਲ ਸਿਸਟਮ,ഫയൽ സിസ്റ്റം
ਫਾਈਲ ਟ੍ਰਾਂਸਫਰ,ഫയൽ കൈമാറ്റം
ਫਾਈਲ ਟ੍ਰਾਂਸਫਰ ਪ੍ਰੋਟੋਕੋਲ (FTP),ഫയൽ ട്രാൻസ്ഫർ പ്രോട്ടോക്കോൾ (FTP)
ਫਿਲਟਰ,ഫിൽട്ടർ
ਅੰਤਮ ਰਾਜ,അന്തിമ അവസ്ഥ
ਲੱਭੋ,കണ്ടെത്തുക
ਸੀਮਿਤ ਰਾਜ ਮਸ਼ੀਨ,പരിമിതമായ സംസ്ഥാന യന്ത്രം
ਅੱਗ ਦੀ ਕੰਧ,അഗ്നി മതിൽ
ਫਰਮਵੇਅਰ,ഫേംവെയർ
ਪਹਿਲਾਂ ਆਓ ਪਹਿਲਾਂ ਸੇਵਾ ਕਰੋ,ആദ്യം വരുന്നവർക്ക് ആദ്യം നൽകുക
ਪਹਿਲੀ ਪੀੜ੍ਹੀ ਦਾ ਕੰਪਿਊਟਰ,ആദ്യ തലമുറ കമ്പ്യൂട്ടർ
ਫਸਟ ਇਨ ਫਸਟ ਆਊਟ (FIFO),ഫസ്റ്റ് ഇൻ ഫസ്റ്റ് ഔട്ട് (FIFO)
ਪਹਿਲਾ ਆਰਡਰ ਤਰਕ,ആദ്യ ഓർഡർ യുക്തി
ਪਹਿਲੀ ਆਰਡਰ ਥਿਊਰੀ,ആദ്യ ക്രമ സിദ്ധാന്തം
ਸਥਿਰ ਭਾਗ,നിശ്ചിത പാർട്ടീഷൻ
ਝੰਡਾ,പതാക
ਲਚਕਦਾਰ ਡਿਸਕ,ഫ്ലെക്സിബിൾ ഡിസ്ക്
ਫਲਾਪੀ ਡਿਸਕ,ഫ്ലോപ്പി ഡിസ്ക്
ਫਲਾਪੀ ਡਿਸਕ ਡਰਾਈਵ (Fdd),ഫ്ലോപ്പി ഡിസ്ക് ഡ്രൈവ് (Fdd)
ਵਹਾਅ ਚਾਰਟ,ഫ്ലോ ചാർട്ട്
ਕੰਟਰੋਲ ਦਾ ਵਹਾਅ,നിയന്ത്രണത്തിന്റെ ഒഴുക്ക്
ਫਲੱਸ਼,ഫ്ലഷ്
ਫੋਲਡਰ,ഫോൾഡർ
ਫੌਂਟ,ഫോണ്ട്
ਫੌਂਟ ਪਰਿਵਾਰ,ഫോണ്ട് കുടുംബം
ਵਿਦੇਸ਼ੀ ਕੁੰਜੀ,വിദേശ കീ
ਫਾਰਮ,രൂപം
ਰਸਮੀ ਭਾਸ਼ਾ,ഔപചാരിക ഭാഷ
ਰਸਮੀ ਸਿਸਟਮ,ഔപചാരിക സംവിധാനം
ਫਾਰਮੈਟ,ഫോർമാറ്റ്
ਫਾਰਮੈਟਿੰਗ,ഫോർമാറ്റിംഗ്
fortran,ഫോർട്രാൻ
fortran ਪ੍ਰੋਗਰਾਮਿੰਗ,ഫോർട്രാൻ പ്രോഗ്രാമിംഗ്
ਅੱਗੇ ਸਲੈਸ਼,ഫോർവേഡ് സ്ലാഷ്
ਚੌਥੀ ਪੀੜ੍ਹੀ ਦਾ ਕੰਪਿਊਟਰ,നാലാം തലമുറ കമ്പ്യൂട്ടർ
ਟੁਕੜਾ,ശകലം
ਫਰੇਮ,ഫ്രെയിം
ਮੁਫ਼ਤ ਨੈੱਟ,സ്വതന്ത്ര വല
ਮੁਫਤ ਸਾਫਟਵੇਅਰ ਫਾਊਂਡੇਸ਼ਨ,സ്വതന്ത്ര സോഫ്റ്റ്‌വെയർ ഫൌണ്ടേഷൻ
ਮੁਫ਼ਤ ਸਟੋਰੇਜ਼,സൗജന്യ സംഭരണം
ਮੁਫ਼ਤਵੇਅਰ,ഫ്രീവെയർ
ਅਗਰਾਂਤ,ഫ്രണ്ട് എൻഡ്
ਸਾਹਮਣੇ ਪੈਨਲ,ഫ്രണ്ട് പാനൽ
ਫੰਕਸ਼ਨ,പ്രവർത്തനം
ਫੰਕਸ਼ਨ ਕੁੰਜੀ,ഫംഗ്ഷൻ കീ
ਫੰਕਸ਼ਨ ਦਾ ਹਵਾਲਾ,ഫംഗ്ഷൻ റഫറൻസ്
ਕਾਰਜਾਤਮਕ ਨਿਰਭਰਤਾ,പ്രവർത്തനപരമായ ആശ്രിതത്വം
ਕਾਰਜਾਤਮਕ ਟੈਸਟਿੰਗ,ഫങ്ഷണൽ ടെസ്റ്റിംഗ്
ਫਜ਼ੀ ਤਰਕ,അവ്യക്തമായ യുക്തി
ਫਜ਼ੀ ਸੈੱਟ,അവ്യക്തമായ സെറ്റ്
ਲਾਭ,നേട്ടം
ਖੇਡ ਦਾ ਰੁੱਖ,കളി മരം
ਪਾੜਾ ਅੱਖਰ,വിടവ് പ്രതീകം
ਕੂੜਾ,മാലിന്യം
ਕੂੜਾ ਇਕੱਠਾ ਕਰਨਾ,മാലിന്ന്യ ശേഖരണം
ਕੂੜਾ ਇਕੱਠਾ ਕਰਨਾ,മാലിന്ന്യ ശേഖരണം
ਕੂੜਾ ਬਾਹਰ ਕੂੜਾ (GIGO),മാലിന്യത്തിൽ മാലിന്യം (GIGO)
ਕਪਾਟ,ഗേറ്റ്
ਗੇਟਵੇ,കവാടം
ਆਮ ਪ੍ਰੋਗਰਾਮ,പൊതു പരിപാടി
ਆਮ ਪ੍ਰੋਗਰਾਮ,പൊതു പരിപാടി
ਆਮ ਮਕਸਦ ਕੰਪਿਊਟਰ,പൊതു ഉദ്ദേശ്യ കമ്പ്യൂട്ടർ
ਆਮ ਮਕਸਦ ਕੰਪਿਊਟਰ,പൊതു ഉദ്ദേശ്യ കമ്പ്യൂട്ടർ
ਆਮ ਰਜਿਸਟਰ,പൊതു രജിസ്റ്റർ
ਸਧਾਰਣਕਰਨ,പൊതുവൽക്കരണം
ਸਧਾਰਣਕਰਨ,പൊതുവൽക്കരണം
ਆਮ-ਉਦੇਸ਼ ਭਾਸ਼ਾ,പൊതു-ഉദ്ദേശ്യ ഭാഷ
ਆਮ-ਉਦੇਸ਼ ਓਪਰੇਟਿੰਗ ਸਿਸਟਮ,പൊതു-ഉദ്ദേശ്യ പ്രവർത്തന സംവിധാനം
ਆਮ ਮਕਸਦ ਰਜਿਸਟਰ,പൊതു-ഉദ്ദേശ്യ രജിസ്റ്റർ
ਪੈਦਾ ਕੀਤੀ ਗਲਤੀ,സൃഷ്ടിച്ച പിശക്
ਬਣਾਉਣ ਫੰਕਸ਼ਨ,ഫംഗ്ഷൻ സൃഷ്ടിക്കുന്നു
ਆਮ ਵਰਗ,ജനറിക് ക്ലാസ്
ਆਮ ਫੰਕਸ਼ਨ,പൊതു പ്രവർത്തനം
ਆਮ ਨਾਮ,പൊതുവായ പേര്
gigo,ജിഗോ
ਗਲੋਬਲ,ആഗോള
ਗਲੋਬਲ ਕੋਡ,ആഗോള കോഡ്
ਗਲੋਬਲ ਲਾਕ,ആഗോള ലോക്ക്
ਗਲੋਬਲ ਨੈੱਟਵਰਕ,ആഗോള ശൃംഖല
ਗਲੋਬਲ ਨੈੱਟਵਰਕ,ആഗോള ശൃംഖല
ਗਲੋਬਲ ਉਪਭੋਗਤਾ,ആഗോള ഉപയോക്താവ്
ਗਲੋਬਲ ਵੇਰੀਏਬਲ,ആഗോള വേരിയബിൾ
ਵਿਸ਼ਵੀਕਰਨ,ആഗോളവൽക്കരണം
ਗੋਫਰ,ഗോഫർ
ਗੋਫਰ ਗਾਹਕ,ഗോഫർ ക്ലയന്റ്
ਗੋਫਰ ਸਰਵਰ,ഗോഫർ സെർവർ
ਗੋਫਰ ਸਾਈਟ,ഗോഫർ സൈറ്റ്
ਗੋਫਰ ਸਪੇਸ,ഗോഫർ സ്പേസ്
ਸੁੰਦਰ ਗਿਰਾਵਟ,ഭംഗിയുള്ള തരംതാഴ്ത്തൽ
ਵਿਆਕਰਣ ਜਾਂਚਕਰਤਾ,വ്യാകരണ പരിശോധകൻ
ਵਿਆਕਰਣ ਸੁੰਦਰ ਨਿਕਾਸ,വ്യാകരണം ഗംഭീരമായ എക്സിറ്റ്
ਸਮੁੱਚੀ ਗਿਣਤੀ,ആകെ തുക
ਗ੍ਰਾਫ਼,ഗ്രാഫ്
ਗ੍ਰਾਫ ਦੀ ਸਾਜ਼ਿਸ਼,ഗ്രാഫ് പ്ലോട്ടിംഗ്
ਗ੍ਰਾਫਿਕ ਅੱਖਰ,ഗ്രാഫിക് സ്വഭാവം
ਗ੍ਰਾਫਿਕ ਕੰਟਰੋਲਰ,ഗ്രാഫിക് കൺട്രോളർ
ਗ੍ਰਾਫਿਕ ਡਾਟਾ ਬਣਤਰ,ഗ്രാഫിക് ഡാറ്റ ഘടന
ਗ੍ਰਾਫਿਕ ਡਿਸਪਲੇਅ ਪ੍ਰੋਗਰਾਮ,ഗ്രാഫിക് ഡിസ്പ്ലേ പ്രോഗ്രാം
ਗ੍ਰਾਫਿਕ ਡਿਸਪਲੇ ਰੈਜ਼ੋਲਿਊਸ਼ਨ,ഗ്രാഫിക് ഡിസ്പ്ലേ റെസലൂഷൻ
ਗ੍ਰਾਫਿਕ ਭਾਸ਼ਾ,ഗ്രാഫിക് ഭാഷ
