Marathi,Malayalam
हायड्रोफिलिक कोलाइड,ഹൈഡ്രോഫിലിക് കൊളോയിഡ്
हायड्रोफोबिक कोलाइड,ഹൈഡ്രോഫോബിക് കൊളോയിഡ്
हायड्रोस्टॅटिक दाब प्रमाण,ഹൈഡ്രോസ്റ്റാറ്റിക് മർദ്ദം അനുപാതം
हायग्रोस्केप्टिक गुणांक,ഹൈഗ്രോസ്കാപ്റ്റിക് ഗുണകം
हायग्रोस्कोपिक ओलावा,ഹൈഗ്രോസ്കോപ്പിക് ഈർപ്പം
हायड्रोस्कोपीसिटी,ഹൈഡ്രോസ്കോപ്പിസിറ്റി
हायग्रोस्कोपिक ओलावा,ഹൈഗ്രോസ്കോപ്പിക് ഈർപ്പം
हायपरबेरिक चेंबर,ഹൈപ്പർബാറിക് ചേംബർ
हायपरस्टॅटिक फ्रेम,ഹൈപ്പർസ്റ്റാറ്റിക് ഫ്രെയിം
हायपोमीटर,ഹൈപ്സോമീറ്റർ
रोषणाई,പ്രകാശം
इबिबेशन ओलावा,ഇംബിബേഷൻ ഈർപ്പം
अपरिपक्व माती,പാകമാകാത്ത മണ്ണ്
जप्त डॉक,പിടിച്ചെടുത്ത ഡോക്ക്
जमीन महसुलात वाढ,ഭൂമിയുടെ വരുമാനം വർദ്ധിപ്പിക്കുക
स्वतंत्र मचान,സ്വതന്ത്ര സ്കാർഫോൾഡ്
इन्ड्युरेटेड,ഇൻഡുറേറ്റഡ്
प्रारंभिक prestress,പ്രാരംഭ പ്രിസ്ട്രെസ്
सुरुवातीचा ताण,പ്രാരംഭ ടെൻഷൻ
अंतर्देशीय जलमार्ग बंदर,ഉൾനാടൻ ജലപാത തുറമുഖം
इन्सुलेट बोर्ड,ഇൻസുലേറ്റിംഗ് ബോർഡ്
मध्यवर्ती बंदर,ഇന്റർമീഡിയറ്റ് പോർട്ട്
अंतर्गत घर्षण,ആന്തരിക ഘർഷണം
इंट्राझोनल माती,ഇൻട്രാസോണൽ മണ്ണ്
आयन,അയോൺ
आयन एक्सचेंज,അയോൺ എക്സ്ചേഞ്ച്
लोखंडी तवा,ഇരുമ്പ് പാൻ
बागायती जमीन,ജലസേചന ഭൂമി
सिंचन,ജലസേചനം
सिंचन उपकर,ജലസേചന സെസ്
जांब,ജാംബ്
धडपडणे,ജോഗിൾ
जॉगल पिन,ജോഗിൾ പിൻ
जौल,ജൂൾ
जम्पर,ജമ്പർ
किलोग्रॅम,കിലോഗ്രാം
किलोग्राम बल,കിലോഗ്രാം ശക്തി
किलोग्राम फोर्स मीटर,കിലോഗ്രാം ഫോഴ്സ് മീറ്റർ
किलोवॅट तास,കിലോവാട്ട് മണിക്കൂർ
राजा बंद,രാജാവ് അടച്ചുപൂട്ടൽ
स्वयंपाकघर,അടുക്കള
लेस केलेला स्तंभ,ലേസ്ഡ് കോളം
मागे पडणे,ലാഗിംഗ്
लॅमेला रूट,ലാമെല്ല റൂട്ട്
पातळ थरांचा बनवलेला प्रवाह,ലാമിനാർ ഒഴുക്ക്
दिवा भोक,വിളക്ക് ദ്വാരം
जमीन संवर्धन,ഭൂമി ശേഖരിക്കൽ
लँड स्लाइडिंग,ലാൻഡ് സ്ലൈഡിംഗ്
लॅटराइट,ലാറ്ററൈറ്റ്
लॅटराइट माती,ലാറ്ററൈറ്റ് മണ്ണ്
मोठ्या संख्येचा कायदा,വലിയ സംഖ്യകളുടെ നിയമം
लेआउट योजना,ലേഔട്ട് പ്ലാൻ
लेजर,ലെഡ്ജർ
चुना पॅन,നാരങ്ങ പാൻ
लिंटेल,ലിന്റൽ
द्रव मर्यादा,ദ്രാവക പരിധി
थेट भार,ലൈവ് ലോഡ്
चिकणमाती,പശിമരാശി
स्थानिक एक्झॉस्ट वेंटिलेशन,പ്രാദേശിക എക്‌സ്‌ഹോസ്റ്റ് വെന്റിലേഷൻ
लोको यार्ड,ലോക്കോ യാർഡ്
लॉस,ലോസ്
कमी प्लास्टिक मर्यादा,കുറഞ്ഞ പ്ലാസ്റ്റിക് പരിധി
कमी उष्णता सिमेंट,കുറഞ്ഞ ചൂട് സിമന്റ്
मशीन मोल्डिंग,മെഷീൻ മോൾഡിംഗ്
मॅक्रोस्ट्रक्चर,മാക്രോസ്ട്രക്ചർ
मुख्य हेड रेग्युलेटर,പ്രധാന ഹെഡ് റെഗുലേറ്റർ
मुख्य बंदर,പ്രധാന തുറമുഖം
मेकअप हवा,മേക്കപ്പ് എയർ
मॅनसार्ड,മാൻസാർഡ്
मार्शलिंग यार्ड,മാർഷലിംഗ് യാർഡ്
दगडी बांधकाम,കൊത്തുപണി
परिपक्व तापमान,പക്വത താപനില
मेझानाइन मजला,മെസാനൈൻ തറ
यांत्रिक विश्लेषण,മെക്കാനിക്കൽ വിശകലനം
यांत्रिक वायुवीजन,മെക്കാനിക്കൽ വെന്റിലേഷൻ
मेट्रिक प्रणाली,മെട്രിക് സിസ്റ്റം
मायक्रोस्ट्रक्चर,മൈക്രോസ്ട്രക്ചർ
मिली समतुल्य,മില്ലി തുല്യം
मिली समतुल्य प्रति लिटर,ഒരു ലിറ്ററിന് തുല്യമായ മില്ലി
खनिज,ധാതു
खनिज माती,ധാതു മണ്ണ്
किरकोळ बंदर,ചെറിയ തുറമുഖം
Mitred बंद,മിട്രഡ് ക്ലോഷർ
मोबाइल माती कोलाइड,മൊബൈൽ മണ്ണ് കൊളോയിഡ്
आर्द्रतेचा अंश,ഈർപ്പത്തിന്റെ ഉള്ളടക്കം
ओलावा ग्रेडियंट,ഈർപ്പം ഗ്രേഡിയന്റ്
मोनोलिथ,മോണോലിത്ത്
मोनोरेल,മോണോറെയിൽ
राष्ट्रीय बंदर परिषद,നാഷണൽ ഹാർബർ കൗൺസിൽ
नैसर्गिक पलंग,സ്വാഭാവിക കിടക്ക
नैसर्गिक समाप्त,സ്വാഭാവിക ഫിനിഷ്
नैसर्गिक बंदर,സ്വാഭാവിക തുറമുഖം
नैसर्गिक वायुवीजन,സ്വാഭാവിക വെന്റിലേഷൻ
नौदल बंदर,നാവിക തുറമുഖം
न्यूटन,ന്യൂട്ടൺ
एकसमान प्रवाह नसतो,ഏകീകൃതമല്ലാത്ത ഒഴുക്ക്
पाण्याचा दर व्यापतो,ജലനിരക്ക് ഉൾക്കൊള്ളുന്നു
तेल रंग,ഓയിൽ പെയിന്റ്
तेल विहीर सिमेंट,എണ്ണ കിണർ സിമന്റ്
चॅनेल प्रवाह उघडा,ചാനൽ ഫ്ലോ തുറക്കുക
इष्टतम ओलावा,ഒപ്റ്റിമൽ ഈർപ്പം
सेंद्रिय माती,ജൈവ മണ്ണ്
अभिमुखता,ഓറിയന്റേഷൻ
ऑर्थोगोनल,ഓർത്തോഗണൽ
ऑर्टस्टीन,ഒർട്ട്സ്റ്റീൻ
बाह्य सिग्नल,ബാഹ്യ സിഗ്നൽ
ऑक्सिडेशन,ഓക്സിഡേഷൻ
पँट्री,കലവറ
पॅरापेट,പാരപെറ്റ്
पॅरापेट भिंत,പാരപെറ്റ് മതിൽ
पालक साहित्य,പാരന്റ് മെറ്റീരിയൽ
पेबल कास्ट प्लास्टर,പെബിൾ കാസ്റ്റ് പ്ലാസ്റ്റർ
पेडलफर,പെഡൽഫർ
पेडोकल,പെഡോക്കൽ
पेडोजेनेसिस,പെഡോജെനിസിസ്
पेडॉलॉजी,പെഡോളജി
पेडोस्फियर,പെഡോസ്ഫിയർ
पेनेट्रोमीटर,പെനെട്രോമീറ്റർ
पेन्ट छत,പെന്റ് മേൽക്കൂര
पेप्टायझिंग एजंट,പെപ്റ്റിസിംഗ് ഏജന്റ്
विश्लेषण कालावधी,വിശകലന കാലയളവ്
पर्पेंड,പെർപെൻഡ്
शोषण,പെർസോർപ്ഷൻ
घाट,പിയർ
पिलास्टर,പിലാസ്റ്റർ
खेळपट्टी,പിച്ച്
खड्डे पडलेले छत,പിച്ചിട്ട മേൽക്കൂര
साधा काँक्रीट,പ്ലെയിൻ കോൺക്രീറ്റ്
विमान कोन,തലം ആംഗിൾ
साधे अंगण,സമതല മുറ്റം
प्लॅनसोल,പ്ലാൻസോൾ
प्लास्टिकची सुसंगतता,പ്ലാസ്റ്റിക് സ്ഥിരത
प्लॅस्टिकिटी,പ്ലാസ്റ്റിറ്റി
प्लॅस्टिकिटी निर्देशांक,പ്ലാസ്റ്റിറ്റി സൂചിക
प्लॅस्टिकिटी मर्यादा,പ്ലാസ്റ്റിറ്റി പരിധി
प्लॅस्टिकिटी श्रेणी,പ്ലാസ്റ്റിറ്റി ശ്രേണി
प्लेट रचना,പ്ലാറ്റി ഘടന
प्लिंथ,സ്തംഭം
नांगरलेली माती,ഉഴുതുമണ്ണ്
मनुका दगड,പ്ലം കല്ല്
पॉडझोल,പോഡ്സോൾ
पॉइंटिंग,ചൂണ്ടിക്കാണിക്കുന്നു
बहुभुज भिंत,ബഹുഭുജ മതിൽ
छिद्र जागा,പോർ സ്പേസ്
बंदर,തുറമുഖം
सकारात्मक वायुवीजन,പോസിറ്റീവ് വെന്റിലേഷൻ
प्रेयरी माती,പുൽമേടുള്ള മണ്ണ്
सुस्पष्टता,കൃത്യത
प्राथमिक कण,പ്രാഥമിക കണിക
प्रिझमॅटिक रचना,പ്രിസ്മാറ്റിക് ഘടന
उत्पादक कार्य,ഉൽപ്പാദനപരമായ ജോലി
प्रकल्पाचे औचित्य,പദ്ധതിയുടെ ന്യായീകരണം
संरक्षणात्मक कार्य,സംരക്ഷണ പ്രവർത്തനം
स्यूडो-मायसेलियम,കപട-മൈസീലിയം
डबके,പുഡിൽ
पगिंग,പഗ്ഗിംഗ്
प्युमिस,പ്യൂമിസ്
पंचन,പഞ്ച്യോൺ
कठपुतळी,പാവ
पुटलॉग,പുട്ട്ലോഗ്
पुटलॉग मचान,പുട്ട്ലോഗ് സ്കാർഫോൾഡ്
सामग्री सर्वेक्षक,അളവ് തൂക്ക നിരീക്ഷകൻ
खणाचा रस,ക്വാറി സ്രവം
क्वे,കടവ
राणी बंद,രാജ്ഞി അടച്ചുപൂട്ടൽ
Quoin,ക്വോയിൻ
तराफा पाया,റാഫ്റ്റ് അടിത്തറ
राकर,റാക്കർ
रेकिंग,റാക്കിംഗ്
रॅकिंग बाँड,റാക്കിംഗ് ബോണ്ട്
Raking फ्लॅशिंग,റാക്കിംഗ് ഫ്ലാഷിംഗ്
वेगाने बदलणारा प्रवाह,അതിവേഗം മാറിക്കൊണ്ടിരിക്കുന്ന ഒഴുക്ക്
वसूल करण्यायोग्य पेमेंट,വീണ്ടെടുക്കാവുന്ന പേയ്മെന്റ്
लाल पृथ्वी,ചുവന്ന ഭൂമി
लाल चिकणमाती,ചുവന്ന പശിമരാശി
नियामक,റെഗുലേറ്റർ
रेगुर किंवा काळी कापूस माती,റെഗുർ അല്ലെങ്കിൽ കറുത്ത പരുത്തി മണ്ണ്
परतफेड करार,തിരിച്ചടവ് കരാർ
अवशिष्ट संकोचन,ശേഷിക്കുന്ന ചുരുങ്ങൽ
अवशिष्ट माती,ശേഷിക്കുന്ന മണ്ണ്
प्रकट करा,വെളിപ്പെടുത്തുക
पिन प्रकट करा,പിൻ വെളിപ്പെടുത്തുക
टाय प्रकट करा,സമനില വെളിപ്പെടുത്തുക
रिज,റിഡ്ജ്
रिज कॅपिंग,റിഡ്ജ് ക്യാപ്പിംഗ്
नदी,നദി
रस्ता स्थिर,റോഡ് സ്റ്റെഡ്
खडबडीत मलम,പരുക്കൻ പ്ലാസ്റ്റർ
ढिगारा,അവശിഷ്ടങ്ങൾ
भंगार दगडी बांधकाम,അവശിഷ്ടങ്ങൾ
कचऱ्याची भिंत,അവശിഷ്ടങ്ങൾ ചുവരുകൾ
चालू मोजमाप,റണ്ണിംഗ് മെഷർമെന്റ്
सुरक्षित पत्करण्याची क्षमता,സുരക്ഷിതമായ വഹിക്കാനുള്ള ശേഷി
मीठ ग्लेझ,ഉപ്പ് ഗ്ലേസ്
नमुन्याचा आकार,സാമ്പിൾ വലിപ്പം
नमुना वितरण,സാമ്പിൾ വിതരണം
नमुना त्रुटी,സാമ്പിൾ പിശക്
वाळू,മണല്
वाळू समाप्त,സാൻഡ് ഫിനിഷ്
वाळू हात मोल्डिंग,മണൽ കൈ മോൾഡിംഗ്
सँडिंग,സാൻഡിംഗ്
संतृप्त माती,പൂരിത മണ്ണ്
संतृप्त माती पेस्ट,പൂരിത മണ്ണ് പേസ്റ്റ്
संपृक्तता अर्क,സാച്ചുറേഷൻ എക്സ്ട്രാക്റ്റ്
संपृक्तता टक्केवारी,സാച്ചുറേഷൻ ശതമാനം
बशी घुमट,സോസർ ഡോം
मचान,സ്കാർഫോൾഡ്
शिस्ट,ഷിസ്റ്റ്
सागरी बंदर,കടൽ തുറമുഖം
गुप्त गटार,രഹസ്യ ഗട്ടർ
दुसरा,രണ്ടാമത്
अवसादन विश्लेषण,സെഡിമെന്റേഷൻ വിശകലനം
अर्ध-कृत्रिम बंदर,അർദ്ധ കൃത്രിമ തുറമുഖം
अर्ध भरतीची गोदी,സെമി ടൈഡൽ ഡോക്ക്
वृद्ध,സെനൈൽ
शेल,ഷെയ്ൽ
पत्र्याचा ढीग,ഷീറ്റ് കൂമ്പാരം
संकोचन मर्यादा,ചുരുങ്ങൽ പരിധി
शटरिंग,ഷട്ടറിംഗ്
सियालिटिक माती,സിയാലിറ്റിക് മണ്ണ്
सिएरोझेम,സീറോസെം
खिंडी,സിൽ
गाळ,ചെളി
सिंगल फ्लेमिश रक्त,ഏക മാംസ രക്തം
एकल दाणेदार रचना,ഒറ്റ തരി ഘടന
कंकाल माती,എല്ലിൻറെ മണ്ണ്
स्कर्टिंग,സ്കിർട്ടിംഗ്
स्लीपर भिंत,സ്ലീപ്പർ മതിൽ
बाजूचे गटर,സൈഡ് ഗട്ടർ
स्लाइड नियम,സ്ലൈഡ് നിയമം
स्लिप डॉक,സ്ലിപ്പ് ഡോക്ക്
स्मोनिझा,സ്മോനിസ
भिजवणे,കുതിർക്കുന്നു
मातीचा सहवास,മണ്ണ് അസോസിയേഷൻ
माती वर्ग,മണ്ണ് ക്ലാസ്
माती कॉम्प्लेक्स,മണ്ണിന്റെ സമുച്ചയം
मातीची सुसंगतता,മണ്ണിന്റെ സ്ഥിരത
माती कुटुंब,മണ്ണിന്റെ കുടുംബം
मातीच्या चौकटीचे काम,മണ്ണ് ഫ്രെയിം വർക്ക്
माती ओलावा,മണ്ണിലെ ഈർപ്പം
जमिनीतील ओलावा वाढणे,മണ്ണിലെ ഈർപ്പം ശേഖരിക്കൽ
जमिनीतील आर्द्रतेची कमतरता,മണ്ണിന്റെ ഈർപ്പം കുറവ്
माती आकारविज्ञान,മണ്ണിന്റെ രൂപഘടന
मातीचा कण,മണ്ണിന്റെ കണിക
मातीचा टप्पा,മണ്ണിന്റെ ഘട്ടം
माती प्रोफाइल,മണ്ണിന്റെ പ്രൊഫൈൽ
मातीची प्रतिक्रिया,മണ്ണിന്റെ പ്രതികരണം
माती वेगळी होते,മണ്ണ് വേർതിരിക്കുന്നു
माती मालिका,മണ്ണ് പരമ്പര
माती समाधान,മണ്ണ് പരിഹാരം
मातीची रचना,മണ്ണിന്റെ ഘടന
मातीचा पोत,മണ്ണിന്റെ ഘടന
मातीचा प्रकार,മണ്ണിന്റെ തരം
सोलम,സോലം
वर्गीकरण,സോർപ്ഷൻ
spalls,സ്പാൾസ്
विशिष्ट आयन प्रभाव,പ്രത്യേക അയോൺ പ്രഭാവം
स्क्वेअर कोर्स्ड रबल चिनाई,ചതുരാകൃതിയിലുള്ള പാടശേഖരം
चौरस नियमित कोर्स्ड मलबा दगडी बांधकाम,ചതുരാകൃതിയിലുള്ള പതിവ് കോഴ്‌സ് ചെയ്ത അവശിഷ്ടങ്ങൾ
स्थिर प्रवाह,സ്ഥിരതയുള്ള ഒഴുക്ക്
स्टेप्ड फ्लॅशिंग,സ്റ്റെപ്പ് ഫ്ലാഷിംഗ്
चिकटपणा,ഒട്ടിപ്പിടിക്കുക
स्टिकिंग पॉइंट,സ്റ്റിക്കിംഗ് പോയിന്റ്
दगड,കല്ല്
स्लॉप हात मोल्डिंग,സ്ലോപ്പ് ഹാൻഡ് മോൾഡിംഗ്
पट्टा बिजागर,സ്ട്രാപ്പ് ഹിഞ്ച്
स्ट्रॉ बोर्ड,വൈക്കോൽ ബോർഡ്
प्रवाह,ധാര
ताण,സമ്മർദ്ദം
स्ट्रेचर,സ്ട്രെച്ചർ
स्ट्रेचर बाँड,സ്ട്രെച്ചർ ബോണ്ട്
स्ट्रेचर कोर्स,സ്ട്രെച്ചർ കോഴ്സ്
स्ट्रिंग,സ്ട്രിംഗ്
स्ट्रिंग कोर्स,സ്ട്രിംഗ് കോഴ്സ്
रचना घटक,ഘടന ഘടകം
रचना निर्देशांक,ഘടനാ സൂചിക
स्टुको,സ്റ്റക്കോ
स्टड,സ്റ്റഡ്
स्टायलोबेट,സ്റ്റൈലോബേറ്റ്
पोट माती,ഉപ മണ്ണ്
उप रचना,ഉപ ഘടന
बेरीज वक्र,സമ്മേഷൻ വക്രം
सूर्य अभ्रक,സൺ മൈക്ക
सुपर रचना,സൂപ്പർ ഘടന
सर्वेक्षक,സർവേയർ
एस-मूल्य,എസ്-മൂല്യം
स्वॅग,കൊള്ളമുതൽ
हंस मान,സ്വാൻ കഴുത്ത്
तंबू,കൂടാരം
टेबल हँड मोल्डिंग,ടേബിൾ ഹാൻഡ് മോൾഡിംഗ്
टँकिंग,ടാങ്കിംഗ്
टेम्पिएट्टो,ടെമ്പിയറ്റോ
टेंपरिंग,ടെമ്പറിംഗ്
साचा,ടെംപ്ലേറ്റ്
साचा,ടെംപ്ലേറ്റ്
Tepidarium,ടെപ്പിഡാരിയം
टेराकोटा,ടെറാക്കോട്ട
टेरा रोझा,ടെറ റോസ
टेराझो,ടെറാസോ
टेट्रा शैली,ടെട്ര ശൈലി
थ्रेशोल्ड मर्यादा मूल्य,പരിധി പരിധി മൂല്യം
घसा,തൊണ്ട
दगडातून,കല്ലിലൂടെ
भरतीचे खोरे,ടൈഡൽ ബേസിൻ
टाई बार,ടൈ ബാർ
टाय बीम,ബീം കെട്ടുക
टाय रॉड,വടി കെട്ടുക
तीर्स,ടയർ
सहिष्णुता,സഹിഷ്ണുത
दात काढणे,പല്ലുവേദന
वरची माती किंवा पृष्ठभागाची माती,മുകളിലെ മണ്ണ് അല്ലെങ്കിൽ ഉപരിതല മണ്ണ്
एकूण सच्छिद्रता,ആകെ പൊറോസിറ്റി
ट्रेसरी,ട്രേസറി
ट्रेन प्रतिकार,ട്രെയിൻ പ്രതിരോധം
ट्रान्सेप्ट,ട്രാൻസെപ്റ്റ്
संक्रमणकालीन माती,പരിവർത്തന മണ്ണ്
ट्रान्सम,ട്രാൻസോം
वाहतूक माती,മണ്ണ് ഗതാഗതം
उपनदी,പോഷകനദി
ट्रायफोरियम,ട്രിഫോറിയം
ट्रायग्लिफ,ട്രൈഗ്ലിഫ്
कापलेली माती,വെട്ടിച്ചുരുക്കിയ മണ്ണ്
अशांत प्रवाह,പ്രക്ഷുബ്ധമായ ഒഴുക്ക്
बुर्ज,ടററ്റ്
Tympar संख्या,ടൈംപാർ നമ്പർ
अंतिम पत्करण्याची क्षमता,ആത്യന്തികമായി വഹിക്കാനുള്ള ശേഷി
अंतिम पीएच,ആത്യന്തിക പിഎച്ച്
uncoursed यादृच्छिक भंगार दगडी बांधकाम,ക്രമരഹിതമായ റാൻഡം അവശിഷ്ടങ്ങൾ കൊത്തുപണികൾ
Uncoursed स्क्वेअर मलबे दगडी बांधकाम,കോഴ്‌സ് ചെയ്യാത്ത ചതുരാകൃതിയിലുള്ള അവശിഷ്ടങ്ങൾ
अंडरक्रॉफ्ट,അണ്ടർക്രോഫ്റ്റ്
अपूर्ण सच्छिद्रता,നിറയാത്ത സുഷിരം
एकसमान प्रवाह,ഏകീകൃത ഒഴുക്ക്
युनिट फ्रेम प्रकार मचान,യൂണിറ്റ് ഫ്രെയിം തരം സ്കാർഫോൾഡ്
अनुत्पादक काम,ഉൽപ്പാദനക്ഷമമല്ലാത്ത ജോലി
असंतृप्त माती,അപൂരിത മണ്ണ്
अस्थिर प्रवाह,അസ്ഥിരമായ ഒഴുക്ക്
वरची प्लास्टिक मर्यादा,മുകളിലെ പ്ലാസ്റ്റിക് പരിധി
दरी गटर,താഴ്വര ഗട്ടർ
तिजोरी,നിലവറ
व्हेटेरिअम,വെറ്റേറിയം
वायुवीजन,വെന്റിലേഷൻ
व्हेंटिलेटर,വെന്റിലേറ്റർ
वरमदाह,വരംദഹ്
वेस्टिब्युल,വെസ്റ്റിബ്യൂൾ
व्हिला,വില്ല
