Malayalam,Odiya
തുടർച്ചയായ പ്രവർത്തനം,ବିଚ୍ଛିନ୍ନ କାର୍ଯ୍ୟ
തുടർച്ചയായ വേരിയേറ്റ്,ବିଚ୍ଛିନ୍ନ ଭେରିଏଟ୍ |
വ്യതിരിക്തമായ,ବିଚ୍ଛିନ୍ନ
വ്യതിരിക്തമായ വിതരണം,ପୃଥକ ବଣ୍ଟନ |
ഡിസ്ക്രീറ്റ് പ്രോബബിലിറ്റി ഡിസ്ട്രിബ്യൂഷൻ,ପୃଥକ ସମ୍ଭାବ୍ୟ ବଣ୍ଟନ |
ഡിസ്ക്രീറ്റ് റാൻഡം വേരിയബിൾ,ପୃଥକ ରାଣ୍ଡମ୍ ଭେରିଏବଲ୍ |
വ്യതിരിക്ത സാമ്പിൾ സ്ഥലം,ପୃଥକ ନମୁନା ସ୍ଥାନ |
വ്യതിരിക്തമായ സെറ്റ്,ପୃଥକ ସେଟ୍ |
വ്യതിരിക്ത സ്ഥലം,ପୃଥକ ସ୍ଥାନ |
വ്യതിരിക്ത ടോപ്പോളജി,ପୃଥକ ଟପୋଲୋଜି |
വ്യതിരിക്തമായ വ്യതിയാനം,ଭିନ୍ନ ଭିନ୍ନତା |
വിവേചനം,ଭେଦଭାବ
വിവേചനപരമായ വിശകലനം (=വിവേചന വിശകലനം),ଭେଦଭାବ ବିଶ୍ଳେଷଣ (= ଭେଦଭାବ ବିଶ୍ଳେଷଣ)
വേർപിരിയുക,ଅସନ୍ତୁଷ୍ଟ
പരസ്പരവിരുദ്ധമായ സംഭവങ്ങൾ,ଘଟଣାଗୁଡ଼ିକୁ ଅସନ୍ତୁଷ୍ଟ କରନ୍ତୁ |
വിഭജന സെറ്റുകൾ,ବିଚ୍ଛିନ୍ନ ସେଟ୍ |
അവ്യക്തമായ യൂണിയൻ,ଅସନ୍ତୁଷ୍ଟ ସଂଘ
വിച്ഛേദനം,ବିଚ୍ଛିନ୍ନତା |
വിസരണം,ବିଚ୍ଛେଦ |
ഡിസ്പേർഷൻ ചാർട്ട്,ବିଚ୍ଛେଦ ଚାର୍ଟ |
വിസരണം സ്ഥിരമായ,ବିଚ୍ଛେଦ ସ୍ଥିର |
ഡിസ്പർഷൻ ഡയഗ്രം,ବିଚ୍ଛେଦ ଚିତ୍ର |
ഡിസ്പർഷൻ മാട്രിക്സ് (=കോവേരിയൻസ് മാട്രിക്സ്),ବିଚ୍ଛେଦ ମ୍ୟାଟ୍ରିକ୍ସ (= କୋଭାରିଆନ୍ସ ମ୍ୟାଟ୍ରିକ୍ସ)
സ്ഥാനമാറ്റാം,ବିସ୍ଥାପନ
ഡിസ്പ്ലേ,ପ୍ରଦର୍ଶନ
ഡിസ്പ്ലേ യൂണിറ്റ് (=കൺസോൾ),ପ୍ରଦର୍ଶନ ୟୁନିଟ୍ (= କନସୋଲ୍)
സമാനതകളില്ലാത്ത,ଭିନ୍ନ
വിഘടിപ്പിക്കുന്ന ശക്തികൾ,ବିଚ୍ଛିନ୍ନ ଶକ୍ତି |
ദൂരം പ്രവർത്തനം,ଦୂରତା କାର୍ଯ୍ୟ
ദൂരം മോഡുലസ്,ଦୂରତା ମଡ୍ୟୁଲସ୍
വിതരണ രഹിത രീതി,ବଣ୍ଟନ ମୁକ୍ତ ପଦ୍ଧତି |
വിതരണ നിയമം,ବଣ୍ଟନ ନିୟମ |
വ്യതിചലിക്കുക,ବିଭାଜନ
വ്യതിചലനം,ବିଭେଦ
വ്യതിചലന സിദ്ധാന്തം,ଭିନ୍ନତା ଥିଓରେମ୍ |
വ്യത്യസ്തമായ,ବିବିଧ
വ്യത്യസ്‌ത പരമ്പര,ବିବିଧ କ୍ରମ |
വിഭജിച്ച വ്യത്യാസം,ବିଭାଜିତ ପାର୍ଥକ୍ୟ |
വിഭജനം,ବିଭାଜନତା
ഹരിക്കാവുന്ന,ବିଭାଜନଯୋଗ୍ୟ
ഡിവിഷൻ,ବିଭାଜନ
ഡിവിഷൻ അൽഗോരിതം,ବିଭାଜନ ଆଲଗୋରିଦମ |
ഡിവിഷൻ റിംഗ്,ବିଭାଜନ ରିଙ୍ଗ |
ഡോഡെകഗൺ,ଡୋଡେକାଗନ୍ |
ഡോഡെകാഹെഡ്രോൺ,dodecahedron
ഡൊമെയ്ൻ,ଡୋମେନ୍
ഒരു ഫംഗ്ഷന്റെ ഡൊമെയ്ൻ,ଏକ ଫଙ୍କସନ୍ ର ଡୋମେନ୍
നിർവചനത്തിന്റെ ഡൊമെയ്ൻ,ପରିଭାଷାର ଡୋମେନ୍ |
അസ്തിത്വത്തിന്റെ ഡൊമെയ്ൻ,ଅସ୍ତିତ୍ୱର ଡୋମେନ୍ |
പ്രബലമായ തന്ത്രം,ପ୍ରାଧାନ୍ୟ ରଣନୀତି |
ഡോപ്ലർ പ്രഭാവം,ଡୋପଲର ପ୍ରଭାବ
ഡോട്ട് ഉൽപ്പന്നം,ବିନ୍ଦୁ ଉତ୍ପାଦ |
കുത്തുകളുള്ള വക്രം,ବିନ୍ଦୁ ବକ୍ର
ഇരട്ട വ്യത്യാസം,ଦ୍ୱିଗୁଣ ଭିନ୍ନତା |
ഇരട്ട എക്‌സ്‌പോണൻഷ്യൽ ഡിസ്ട്രിബ്യൂഷൻ,ଦୁଇଗୁଣ ବଣ୍ଟନ
ഇരട്ട ഹെലിക്സ്,ଡବଲ୍ ହେଲିକ୍ସ |
ഇരട്ട ഇന്റഗ്രൽ,ଡବଲ୍ ଇଣ୍ଟିଗ୍ରାଲ୍ |
ഇരട്ട സംയോജനം,ଡବଲ୍ ଇଣ୍ଟିଗ୍ରେସନ୍ |
ഇരട്ട പരിധി,ଦୁଇଥର ସୀମା |
ഇരട്ട സാമ്പിൾ പ്ലാൻ,ଦୁଇଥର ନମୁନା ସଂଗ୍ରହ ଯୋଜନା |
ഇരട്ട ക്രമം,ଡବଲ୍ କ୍ରମ |
ഇരട്ട പരമ്പര,ଡବଲ୍ ସିରିଜ୍ |
ഇരട്ട പ്രത്യയ നൊട്ടേഷൻ,ଡବଲ୍ ସଫିକ୍ସ ନୋଟେସନ୍ |
ഇരട്ട സംഗ്രഹം,ଦୁଇଥର ସମନ୍ୱୟ |
താഴേക്കുള്ള ത്വരണം,ତଳ ତ୍ୱରଣ
താഴേക്കുള്ള സ്ഥാനചലനം,ନିମ୍ନ ବିସ୍ଥାପନ |
താഴേക്കുള്ള ചലനം,ନିମ୍ନ ଗତି
താഴേക്കുള്ള വേഗത,ତଳ ବେଗ
വലിച്ചിടുക,ଡ୍ରାଗ୍
ഡ്രാഗ് ഫോഴ്സ്,ଡ୍ରାଗ୍ ଫୋର୍ସ |
ഇരട്ട,ଡୁଆଲ୍ |
ഇരട്ട അടിസ്ഥാനം,ଦ୍ୱ ual ତ ଆଧାର |
ഇരട്ട ആന്തരിക ഉൽപ്പന്നം,ଡୁଆଲ୍ ଆଭ୍ୟନ୍ତରୀଣ ଉତ୍ପାଦ |
ഡ്യുവൽ ലീനിയർ പ്രോഗ്രാമിംഗ് പ്രശ്നം,ଡୁଆଲ୍ ଲାଇନ୍ ପ୍ରୋଗ୍ରାମିଂ ସମସ୍ୟା |
ഇരട്ട പ്രവർത്തനം,ଡୁଆଲ୍ ଅପରେସନ୍ |
ഇരട്ട പ്രശ്നം,ଦ୍ୱ ual ତ ସମସ୍ୟା |
ഡ്യുവൽ സിംപ്ലക്സ് അൽഗോരിതം,ଡୁଆଲ୍ ସିମ୍ପ୍ଲେକ୍ସ ଆଲଗୋରିଦମ |
ഡ്യുവൽ സിംപ്ലക്സ് ടെക്നിക്,ଡୁଆଲ୍ ସିମ୍ପ୍ଲେକ୍ସ କ techni ଶଳ |
ഡ്യുവൽ സ്പേസ്,ଡୁଆଲ୍ ସ୍ପେସ୍ |
ഡ്യുവൽ വേരിയബിൾ,ଡୁଆଲ୍ ଭେରିଏବଲ୍ |
ഡ്യുവൽ വെക്റ്റർ സ്പേസ്,ଡୁଆଲ୍ ଭେକ୍ଟର ସ୍ପେସ୍ |
ഡമ്മി സൂചിക,ଡମି ଇଣ୍ଡେକ୍ସ
ഡമ്മി സബ്സ്ക്രിപ്റ്റ്,ଡମି ସବସ୍କ୍ରିପ୍ଟ |
ഡമ്മി പ്രത്യയം,ଡମି ସଫିକ୍ସ |
ഡമ്മി വേരിയബിൾ,ଡମି ଭେରିଏବଲ୍ |
ഡ്യൂപ്ലിക്കേറ്റർ പ്രക്രിയ,ନକଲ ପ୍ରକ୍ରିୟା |
ചലനാത്മകം,ଗତିଶୀଳ |
ചലനാത്മക സംവിധാനം,ଗତିଶୀଳ ସିଷ୍ଟମ୍ |
ഡൈനാമിക് ഡിമാൻഡ് ഫംഗ്ഷൻ,ଗତିଶୀଳ ଚାହିଦା କାର୍ଯ୍ୟ |
ഡൈനാമിക് മോഡൽ,ଗତିଶୀଳ ମଡେଲ୍ |
ഡൈനാമിക് പ്രോഗ്രാമിംഗ്,ଗତିଶୀଳ ପ୍ରୋଗ୍ରାମିଂ |
ഡൈനാമിക് പ്രോഗ്രാമിംഗ് സമീപനം,ଗତିଶୀଳ ପ୍ରୋଗ୍ରାମିଂ ପଦ୍ଧତି |
ഡൈനാമിക് പ്രോഗ്രാമിംഗ് ടെക്നിക്,ଗତିଶୀଳ ପ୍ରୋଗ୍ରାମିଂ କ techni ଶଳ |
ചലനാത്മകത,ଗତିଶୀଳତା |
ഒരു കണത്തിന്റെ ചലനാത്മകത,ଏକ କଣିକାର ଗତିଶୀଳତା |
ദൃഢമായ ശരീരങ്ങളുടെ ചലനാത്മകത,କଠିନ ଶରୀରର ଗତିଶୀଳତା |
ഭൂമി,ପୃଥିବୀ
ഭൂകമ്പ തീവ്രത,ଭୂକମ୍ପ ତୀବ୍ରତା |
ഉത്കേന്ദ്രത,ବିଚିତ୍ରତା |
ഗ്രഹണം,ଚନ୍ଦ୍ରଗ୍ରହଣ
ഇക്കണോമെട്രിക് പ്രവചനം,ଅର୍ଥନ ric ତିକ ପୂର୍ବାନୁମାନ |
സാമ്പത്തിക ശാസ്ത്രജ്ഞൻ,ଅର୍ଥନୀତିଜ୍ଞ
ഇക്കണോമെട്രിക്സ്,ଅର୍ଥନୀତି
സാമ്പത്തികശാസ്ത്രം,ଅର୍ଥନୀତି
അറ്റം,ଧାର
ഒരു കുത്തനെയുള്ള സെറ്റിന്റെ അറ്റം,ଏକ ଉନ୍ମୁକ୍ତ ସେଟ୍ ର ଧାର |
കാര്യക്ഷമത ഘടകം,ଦକ୍ଷତା କାରକ |
ഈജൻ മൂലകം,eigen ଉପାଦାନ |
ഈജൻ പ്രവർത്തനം,eigen କାର୍ଯ୍ୟ
ഈജൻ മൂല്യം,eigen ମୂଲ୍ୟ
ഈജൻ മൂല്യ സമവാക്യം,eigen ମୂଲ୍ୟ ସମୀକରଣ |
ഈജൻ വെക്റ്റർ,ଇଜେନ ଭେକ୍ଟର |
ഇലാസ്റ്റിക്,ଇଲାଷ୍ଟିକ୍ |
ഇലാസ്റ്റിക് സ്ഥിരാങ്കം,ଇଲାଷ୍ଟିକ୍ ସ୍ଥିର |
ഇലാസ്റ്റിക് സന്തുലിതാവസ്ഥ,ଇଲଷ୍ଟିକ୍ ସନ୍ତୁଳନ |
ഇലാസ്തികത,ନମନୀୟତା
ഇലാസ്തികത ഉപരിതലം,ଇଲାସ୍ଟିସିଟି ଭୂପୃଷ୍ଠ |
ഇലക്ട്രോണിക് കമ്പ്യൂട്ടർ,ଇଲେକ୍ଟ୍ରୋନିକ୍ କମ୍ପ୍ୟୁଟର |
ഘടകം,ଉପାଦାନ
പ്രാഥമിക നിര പ്രവർത്തനം,ପ୍ରାଥମିକ ସ୍ତମ୍ଭ କାର୍ଯ୍ୟ
പ്രാഥമിക സംഭവം,ପ୍ରାଥମିକ ଘଟଣା |
പ്രാഥമിക പ്രവർത്തനം,ପ୍ରାଥମିକ କାର୍ଯ୍ୟ
പ്രാഥമിക പ്രവർത്തനം,ପ୍ରାଥମିକ କାର୍ଯ୍ୟ
പ്രാഥമിക ഫലം,ପ୍ରାଥମିକ ଫଳାଫଳ
പ്രാഥമിക സാധ്യത നിയമം,ପ୍ରାଥମିକ ସମ୍ଭାବନା ନିୟମ |
പ്രാഥമിക വരി പ്രവർത്തനം,ପ୍ରାଥମିକ ଧାଡି କାର୍ଯ୍ୟ
ഇല്ലാതെയാക്കുവാൻ,ହଟାନ୍ତୁ |
ഒഴിവാക്കൽ നടപടിക്രമം,ବର୍ଜନ ପ୍ରକ୍ରିୟା |
ദീർഘവൃത്തം,ଏଲିପ୍ସ
ദീർഘവൃത്താകൃതിയിലുള്ള,ଏଲିପସଏଡ୍ |
ദീർഘവൃത്താകൃതിയിലുള്ള,ଏଲିପସାଇଡ୍ |
ദീർഘവൃത്താകൃതിയിലുള്ള ഉപരിതലം,ଏଲିପସଏଡାଲ୍ ଭୂପୃଷ୍ଠ |
ദീർഘവൃത്താകൃതിയിലുള്ള ശരീരം,ବ lip ଶିଷ୍ଟ୍ୟ ଶରୀର
ഉൾച്ചേർക്കൽ,ଏମ୍ବେଡିଂ
ഉദ്വമനം,ନିର୍ଗମନ
അനുഭവപരമായ ഡാറ്റ,ପରୀକ୍ଷାମୂଳକ ତଥ୍ୟ |
അനുഭവ സൂത്രവാക്യം,ପରୀକ୍ଷାମୂଳକ ସୂତ୍ର |
അനുഭവപരമായ സംഭാവ്യത,ପରୀକ୍ଷାମୂଳକ ସମ୍ଭାବନା |
അനുഭവപരമായ ബന്ധം,ପରୀକ୍ଷାମୂଳକ ସମ୍ପର୍କ |
ശൂന്യമായ സെറ്റ്,ଖାଲି ସେଟ୍ |
അടച്ചിരിക്കുന്നു,ଆବଦ୍ଧ
എൻകോഡിംഗ്,ଏନକୋଡିଂ
എൻഡോമോർഫിസം,ଏଣ୍ଡୋମୋର୍ଫିଜିମ୍ |
അവസാന പോയിന്റ്,ଶେଷ ବିନ୍ଦୁ
ക്ലാസ് ഇടവേളയുടെ അവസാന പോയിന്റ്,ଶ୍ରେଣୀ ବ୍ୟବଧାନର ଶେଷ ବିନ୍ଦୁ |
ഊർജ്ജം,ଶକ୍ତି
ഊർജ്ജ ആക്കം ഘടകം,ଶକ୍ତି ଗତି ଉପାଦାନ |
വേരിയബിളിലേക്ക് പ്രവേശിക്കുന്നു,ଭେରିଏବଲ୍ ଏଣ୍ଟର୍ କରିବା
എണ്ണാവുന്ന കൂട്ടം,ଗଣନାକାରୀ ସେଟ୍ |
എണ്ണൽ,ଗଣନା
തുല്യമായ,ସମାନ
സമത്വം,ସମାନତା
തുല്യ സാധ്യത,ସମାନ ସମ୍ଭାବନା |
തുല്യ സാധ്യത തിരഞ്ഞെടുക്കൽ രീതി (=epsem),ସମାନ ସମ୍ଭାବ୍ୟତା ଚୟନ ପଦ୍ଧତି (= epsem)
തുല്യമാക്കുക,ସମାନ
സമവാക്യം,ସମୀକରଣ
ഒന്നാം ഡിഗ്രിയുടെ സമവാക്യം,ପ୍ରଥମ ଡିଗ୍ରୀର ସମୀକରଣ |
രണ്ടാം ഡിഗ്രിയുടെ സമവാക്യം,ଦ୍ୱିତୀୟ ଡିଗ୍ରୀର ସମୀକରଣ |
മൂന്നാം ഡിഗ്രിയുടെ സമവാക്യം,ତୃତୀୟ ଡିଗ୍ରୀର ସମୀକରଣ |
ഭൂമധ്യരേഖ,ସମୀକରଣ
സമതുലിതമായ,ସମାନ୍ତରାଳ |
സമഭുജം,ସମାନ୍ତରାଳ |
സന്തുലിതാവസ്ഥ,ସନ୍ତୁଳନ
ശക്തികളുടെ സന്തുലിതാവസ്ഥ,ଶକ୍ତିର ସନ୍ତୁଳନ |
സന്തുലിത പോയിന്റ്,ସନ୍ତୁଳନ ବିନ୍ଦୁ |
തുല്യത,ସମାନତା
തുല്യതാ ക്ലാസ്,ସମାନତା ଶ୍ରେଣୀ
തുല്യതാ ബന്ധം,ସମାନତା ସମ୍ପର୍କ
തത്തുല്യമായ,ସମାନ
തുല്യ മാട്രിക്സ്,ସମାନ ମ୍ୟାଟ୍ରିକ୍ସ |
തുല്യമായ സെറ്റ്,ସମାନ ସେଟ୍ |
എർഗോഡിസിറ്റി,ergodicity
പിശക്,ତ୍ରୁଟି
പിശക് വിശകലനം,ତ୍ରୁଟି ବିଶ୍ଳେଷଣ |
പിശക് കോഡ്,ତ୍ରୁଟି କୋଡ୍
പിശക് ഗുണകം,ତ୍ରୁଟି ଗୁଣବତ୍ତା
ശരാശരി ചതുരത്തിന്റെ പിശക്,ହାରାହାରି ବର୍ଗର ତ୍ରୁଟି |
ആദ്യ തരത്തിലുള്ള പിശക്,ପ୍ରଥମ ପ୍ରକାରର ତ୍ରୁଟି |
രണ്ടാമത്തെ തരത്തിലുള്ള പിശക്,ଦ୍ୱିତୀୟ ପ୍ରକାରର ତ୍ରୁଟି |
രക്ഷപ്പെടാനുള്ള സാധ്യത,ସମ୍ଭାବନାରୁ ରକ୍ଷା ପାଇବା |
രക്ഷപ്പെടൽ വേഗത,ବେଗରୁ ରକ୍ଷା ପାଇବା |
ഇ. ഷ്മിഡിന്റെ ഓർത്തോഗണലൈസേഷൻ പ്രക്രിയ,E. Schmidt ର orthogonalization ପ୍ରକ୍ରିୟା |
എഴുതിയിരിക്കുന്ന വൃത്തം,ନିର୍ଦ୍ଦିଷ୍ଟ ବୃତ୍ତ
അത്യാവശ്യമാണ്,ଜରୁରୀ |
അടിസ്ഥാനപരമായി അതുല്യമായ,ମୂଳତ unique ଅନନ୍ୟ |
കണക്കാക്കുക,ଆକଳନ
കണക്കാക്കൽ രീതി,ଆକଳନ ପଦ୍ଧତି
യൂക്ലിഡിയൻ കോർഡിനേറ്റ്,ଇଉକ୍ଲିଡିଆନ୍ ସଂଯୋଜନା |
യൂക്ലിഡിയൻ ഡൊമെയ്ൻ,ଇଉକ୍ଲିଡିଆନ୍ ଡୋମେନ୍ |
യൂക്ലിഡിയൻ ജ്യാമിതി,ଇଉକ୍ଲିଡିଆନ୍ ଜ୍ୟାମିତି |
യൂക്ലിഡിയൻ എൻ-സ്പെയ്സ്,ଇଉକ୍ଲିଡିଆନ୍ n- ସ୍ପେସ୍ |
യൂക്ലിഡിയൻ വിമാനം,ଇଉକ୍ଲିଡାନ୍ ବିମାନ |
യൂലറുടെ സിദ്ധാന്തം,ଇଉଲର୍ଙ୍କ ତତ୍ତ୍। |
വിലയിരുത്തുക,ମୂଲ୍ୟାଙ୍କନ କର
പോലും,ଏପରିକି
വക്രം പോലും,ଏପରିକି ବକ୍ର
പ്രവർത്തനം പോലും,ଏପରିକି ଫଙ୍କସନ୍
ഒന്നിലധികം പോലും,ଏପରିକି ଏକାଧିକ |
ഇരട്ട സംഖ്യ,ଯୁଗ୍ମ ସଂଖ୍ୟା
ഇരട്ട സമമിതി,ଏପରିକି ଅଦ୍ଭୁତ ସମୃଦ୍ଧତା |
ക്രമമാറ്റം പോലും,ଏପରିକି ପର୍ମୁଟେସନ୍ |
സംഭവം,ଇଭେଣ୍ଟ
കാലാവധി പോലും,ଏପରିକି ଶବ୍ଦ
കൃത്യമായ,ସଠିକ୍
കൃത്യമായ ചി-സ്ക്വയർ ടെസ്റ്റ്,ସଠିକ୍ ଚି-ବର୍ଗ ପରୀକ୍ଷା |
കൃത്യമായ വ്യത്യാസം,ପ୍ରକୃତ ଭିନ୍ନତା |
കൃത്യമായ സമവാക്യം,ସଠିକ୍ ସମୀକରଣ |
ഉദാഹരണം,ଉଦାହରଣ |
കൈമാറ്റം,ବିନିମୟ
സമഗ്രമായ സംഭവം,ସମ୍ପୁର୍ଣ୍ଣ ଘଟଣା |
അസ്തിത്വ സിദ്ധാന്തം,ଅସ୍ତିତ୍ୱ axiom |
അസ്തിത്വ സാധ്യത (= ഒരു മുൻകൂർ സാധ്യത),ଅସ୍ତିତ୍ୱ ସମ୍ଭାବନା (= ଏକ ପ୍ରାଥମିକ ସମ୍ଭାବନା)
അസ്തിത്വ സിദ്ധാന്തം,ଅସ୍ତିତ୍ୱ ଥିଓରେମ୍ |
എക്സോജനസ് വേരിയബിൾ,ଏକ୍ସୋଜେନସ୍ ଭେରିଏବଲ୍ |
വികാസം,ବିସ୍ତାର
പ്രതീക്ഷയുടെ പ്രവർത്തനം,ଆଶା କାର୍ଯ୍ୟ
പ്രതീക്ഷിക്കുന്ന ആവൃത്തി,ଆଶା କରାଯାଉଥିବା ଫ୍ରିକ୍ୱେନ୍ସି |
പ്രതീക്ഷിച്ച മൂല്യം,ଆଶା କରାଯାଉଥିବା ମୂଲ୍ୟ
പരീക്ഷണം,ପରୀକ୍ଷଣ |
പരീക്ഷണ പിശക്,ପରୀକ୍ଷାମୂଳକ ତ୍ରୁଟି |
വിശദീകരണം,ବ୍ୟାଖ୍ୟା
വ്യക്തമായ സമവാക്യം,ସ୍ପଷ୍ଟ ସମୀକରଣ |
വ്യക്തമായ രൂപം,ସ୍ପଷ୍ଟ ଫର୍ମ |
വ്യക്തമായ പ്രവർത്തനം,ସ୍ପଷ୍ଟ କାର୍ଯ୍ୟ
വ്യക്തമായ പരിഹാരം,ସ୍ପଷ୍ଟ ସମାଧାନ |
ഘാതം,ପ୍ରଦର୍ଶକ
എക്‌സ്‌പോണൻഷ്യൽ കർവ്,ସୂକ୍ଷ୍ମ ବକ୍ର
എക്‌സ്‌പോണൻഷ്യൽ ഡെൻസിറ്റി ഫംഗ്‌ഷൻ,ସୂକ୍ଷ୍ମ ସାନ୍ଧ୍ରତା କାର୍ଯ୍ୟ |
എക്‌സ്‌പോണൻഷ്യൽ ഡിസ്ട്രിബ്യൂഷൻ,ସୂକ୍ଷ୍ମ ବଣ୍ଟନ |
എക്‌സ്‌പോണൻഷ്യൽ സമവാക്യം,ସୂକ୍ଷ୍ମ ସମୀକରଣ |
എക്‌സ്‌പോണൻഷ്യൽ ഫംഗ്‌ഷൻ,ସୂକ୍ଷ୍ମ କାର୍ଯ୍ୟ
എക്‌സ്‌പോണൻഷ്യൽ വളർച്ച,ତ୍ୱରିତ ଅଭିବୃଦ୍ଧି |
എക്‌സ്‌പോണൻഷ്യൽ നിയമം,ସୂକ୍ଷ୍ମ ନିୟମ |
എക്‌സ്‌പോണൻഷ്യൽ മാപ്പ്,ସୂକ୍ଷ୍ମ ମାନଚିତ୍ର
എക്‌സ്‌പോണൻഷ്യൽ സീരീസ്,ସୂକ୍ଷ୍ମ କ୍ରମ |
ആവിഷ്കാരം,ଅଭିବ୍ୟକ୍ତି
നീട്ടിയ ഇടവേള,ବିସ୍ତାରିତ ବ୍ୟବଧାନ |
വിപുലീകരിച്ച യഥാർത്ഥ ലൈൻ,ବିସ୍ତୃତ ପ୍ରକୃତ ରେଖା |
വിപുലീകരിച്ച റിയൽ നമ്പർ സിസ്റ്റം,ବିସ୍ତୃତ ପ୍ରକୃତ ସଂଖ୍ୟା ସିଷ୍ଟମ୍ |
ഒരു മാപ്പിംഗിന്റെ വിപുലീകരണം,ଏକ ମ୍ୟାପିଂର ବିସ୍ତାର
ബാഹ്യ കോൺ,ବାହ୍ୟ କୋଣ
ബാഹ്യ പ്രദേശം,ବାହ୍ୟ କ୍ଷେତ୍ର
ബാഹ്യ പോയിന്റ്,ବାହ୍ୟ ବିନ୍ଦୁ
ബാഹ്യമായ,ବାହ୍ୟ
ട്രെൻഡ് മൂല്യത്തിന്റെ എക്സ്ട്രാപോളേഷൻ,ଟ୍ରେଣ୍ଡ ମୂଲ୍ୟର ଏକ୍ସଟ୍ରାପୋଲେସନ୍ |
എക്സ്ട്രാപോളേഷൻ ടെക്നിക്,ଅତିରିକ୍ତ କ techni ଶଳ |
അങ്ങേയറ്റത്തെ മൂല്യം,ଅତ୍ୟଧିକ ମୂଲ୍ୟ
അങ്ങേയറ്റം,ଅତ୍ୟଧିକ
അങ്ങേയറ്റത്തെ പോയിന്റ്,ଚରମ ବିନ୍ଦୁ |
കോൺവെക്സ് സെറ്റിന്റെ അങ്ങേയറ്റത്തെ പോയിന്റ്,କନଭକ୍ସ ସେଟ୍ ର ଚରମ ବିନ୍ଦୁ |
ഒരു ഫംഗ്‌ഷന്റെ തീവ്രത,ଏକ କାର୍ଯ୍ୟର ଚରମ
അങ്ങേയറ്റത്തെ സ്വത്ത്,ଅତ୍ୟଧିକ ସମ୍ପତ୍ତି
മുഖം,ମୁହଁ
മുഖവില,ମୁଖ ମୂଲ୍ୟ
ഘടകം,କାରକ
ഘടകം വിശകലനം,ଫ୍ୟାକ୍ଟର୍ ବିଶ୍ଳେଷଣ |
ഘടകം,କାରଖାନା
ഘടകാംശം,ଫ୍ୟାକ୍ଟୋରିଆଲ୍ |
ഫാക്‌ടീരിയൽ ഡിസൈൻ,ଫ୍ୟାକ୍ଟୋରିଆଲ୍ ଡିଜାଇନ୍ |
ഘടകവൽക്കരണം,କାରକକରଣ
ഫാക്ടറിവൽക്കരിക്കുക,କାରକ
ന്യായമായ ഗെയിം,ନ୍ୟାୟ ଖେଳ |
തെറ്റായ,ମିଥ୍ୟା
കുടുംബം,ପରିବାର
സർക്കിളുകളുടെ കുടുംബം,ବୃତ୍ତର ପରିବାର |
കുടുംബ വക്രങ്ങൾ,ପାରିବାରିକ ବକ୍ର
പ്രവർത്തനങ്ങളുടെ കുടുംബം,କାର୍ଯ୍ୟଗୁଡ଼ିକର ପରିବାର |
വരികളുടെ കുടുംബം,ରେଖା ପରିବାର |
മുഖചിത്രം,ଫ୍ୟାକ୍ସମାଇଲ୍ |
എഫ്-വിതരണം,F- ବଣ୍ଟନ |
സാധ്യമായ അടിസ്ഥാന പരിഹാരം,ସମ୍ଭବ ମ basic ଳିକ ସମାଧାନ |
സാധ്യമായ പരിഹാരം,ସମ୍ଭବ ସମାଧାନ
തിരികെ നൽകൂ,ଫେରନ୍ତୁ
ഫെർമാറ്റ് തത്വം,ଫର୍ମାଟ୍ ନୀତି |
ഫെർമാറ്റിന്റെ സിദ്ധാന്തം,ଫର୍ମାଟଙ୍କ ତତ୍ତ୍। |
ഫെർമി-ഡിറക് സ്ഥിതിവിവരക്കണക്കുകൾ,ଫର୍ମୀ-ଡାଇରାକ୍ ପରିସଂଖ୍ୟାନ |
ഫിബൊനാച്ചി നമ്പർ,ଫିବୋନାକ୍ସି ସଂଖ୍ୟା |
ഫിബൊനാച്ചി പരമ്പര,ଫିବୋନାକ୍ସି ସିରିଜ୍ |
വയൽ,କ୍ଷେତ୍ର
അന്തിമ വേഗത,ଅନ୍ତିମ ବେଗ
പരിമിതമായ,ସୀମିତ
പരിമിതമായ അടിസ്ഥാനം,ସୀମିତ ଆଧାର |
പരിമിത ദശാംശം,ସୀମିତ ଦଶମିକ |
പരിമിതമായ വ്യത്യാസം,ସୀମିତ ପାର୍ଥକ୍ୟ |
പരിമിതമായ വ്യത്യാസ രീതി,ସୀମିତ ପାର୍ଥକ୍ୟ ପଦ୍ଧତି |
പരിമിതമായ മാനം,ସୀମିତ ପରିମାଣ
പരിമിതമായ ഡൈമൻഷണൽ വെക്റ്റർ സ്പേസ്,ସୀମିତ ଡାଇମେନ୍ସନାଲ୍ ଭେକ୍ଟର ସ୍ପେସ୍ |
പരിമിതമായ ഗെയിം,ସୀମିତ ଖେଳ |
പരിമിതമായ ജ്യാമിതി,ସୀମିତ ଜ୍ୟାମିତି |
പരിമിതമായ കവല,ସୀମିତ ଛକ
പരിമിതമായ പലതും,ସୀମିତ ଅନେକ |
പരിമിതമായ മാർക്കോവ് ശൃംഖല,ସୀମିତ ମାର୍କୋଭ୍ ଶୃଙ୍ଖଳା |
പരിമിതി തെളിവ്,ସୂକ୍ଷ୍ମତା ପ୍ରମାଣ |
പരിമിത സംഖ്യ,ସୀମିତ ସଂଖ୍ୟା
