Marathi,English
अनुकरण,emulation
encapsulation,encapsulation
कूटलेखन,encipher
एन्कोड,encode
एन्कोडर,encoder
एन्क्रिप्ट केलेला डेटा,encrepted data
एन्क्रिप्टिंग फाइल सिस्टम,encripting file system
एनक्रिप्शन,encryption
ब्लॉकचा शेवट,end of block
फाइलचा शेवट (EOF),end of file (EOF)
अंतिम वापरकर्ता,end-user
प्रविष्ट करा,enter
एंटर-की,enter-key
एंटरप्राइझ सर्व्हर,enterprise server
एंटरप्राइझ प्रणाली,enterprise system
अस्तित्व,entity
अस्तित्व-संबंध,entity-relationship
प्रवेश वेळ,entry time
एंट्री व्हेरिएबल,entry variable
असंख्य,enumerable
वातावरण,environment
युग,epoch
EPROM,EPROM
एप्सिलॉन बंद करणे,epsilon closure
तुल्यकारक,equalizer
उपकरणे,equipment
समतुल्य वर्ग,equivalence class
समतुल्य संबंध,equivalence relation
पुसून टाका,erase
कोड दुरुस्त करताना त्रुटी,error correcting code
त्रुटी सुधारणे,error correction
त्रुटी शोधणे,error detection
त्रुटी हाताळणी,error handling
त्रुटी संदेश,error message
त्रुटी दर,error rate
त्रुटी पुनर्प्राप्ती,error recovery
त्रुटी नित्यक्रम,error routine
सुटलेले पात्र,escape character
इथरनेट,ethernet
कार्यक्रम,event
कार्यक्रम साखळी,event chain
घटना नियंत्रण,event control
कार्यक्रम काउंटर,event counter
अपवाद हाताळणी,exception handling
एक्सचेंज करण्यायोग्य डिस्क स्टोरेज,exchangeable disk storage
बहिष्कार,exclusion
अनन्य किंवा (XOR),exclusive Or (XOR)
एक्झिक्युटेबल प्रोग्राम,executable program
कार्यकारी विधान,executive statement
संपूर्ण शोध,exhaustive search
अस्तित्वात आहे,exist
बाहेर पडा,exit
तज्ञ प्रणाली,expert system
अभिव्यक्ती,expression
विस्तारित ग्राफिक अॅरे (XGA),extended graphic array (XGA)
विस्तारित उद्योग मानक (EIS),extended industry standard (EIS)
विस्तारित मशीन,extended machine
विस्तारित मेमरी,extended memory
विस्तारित अचूकता,extended precision
विस्तारित वर्गीकरण,extended sorting
बाह्य कॉल,external call
बाह्य त्रुटी,external error
बाह्य कार्य,external function
बाह्य व्यत्यय,external interrupt
बाह्य मेमरी,external memory
बाह्य मेमरी,external memory
बाह्य मोडेम,external modem
बाह्य संदर्भ,external reference
बाह्य शोध,external searching
बाह्य स्टोरेज डिव्हाइस,external storage device
काढणे,extraction
एक्सट्रापोलेशन,extrapolation
चेहरा-वर्ण प्रिंटर,face-character printer
अयशस्वी-सुरक्षित ऑपरेशन,fail-safe operation
अपयशाचा दर,failure rate
अपयश पुनर्प्राप्ती,failure recovery
खोटा कोड,false code
खोटी चूक,false error
फॅन-इन,fan-in
बाहेर,fan-out
फॅसिमाईल I/O डिव्हाइस,fascimile I/O device
फास्ट फोरियर ट्रान्सफॉर्म (FFT),fast fourier transform (FFT)
गंभीर त्रुटी,fatal error
दोष शोधणे,fault detection
दोष निदान,fault diagnosis
चुकीची सहनशीलता,fault tolerance
फॅक्स,fax
फॅक्स संदेश,fax message
FDC,FDC
वैशिष्ट्य शोध,feature detection
फीड सायकल,feed cycle
अभिप्राय,feedback
फीडर,feeder
आणणे,fetch
फिबोनाची शोध,fibonacci search
फिबोनाची क्रम,fibonacci sequence
फिबोनाची मालिका,fibonacci series
फायबर ऑप्टिक्स,fibre optics
फिडो नेट,fido net
फील्ड,field
पाचव्या पिढीचे संगणक,fifth generation computers
फाइल,file
फाइल प्रवेश पद्धत,file access method
फाइल वाटप सारणी,file allocation table
फाइल कॉम्प्रेशन,file compression
फाइल कॉपी करणे,file copying
फाइल लेआउट,file layout
फाइल विलीनीकरण,file merge
फाइल पुनर्प्राप्ती,file recovery
फाइल स्टोरेज,file storage
फाइल संरचना,file structure
फाइल सिस्टम,file system
फाइल हस्तांतरण,file transfer
फाइल ट्रान्सफर प्रोटोकॉल (FTP),file transfer protocol (FTP)
फिल्टर,filter
अंतिम स्थिती,final state
शोधणे,find
मर्यादित राज्य मशीन,finite state machine
आग भिंत,fire wall
फर्मवेअर,firmware
प्रथम येणाऱ्यास प्रथम सेवा,first come first serve
पहिल्या पिढीचा संगणक,first generation computer
फर्स्ट इन फर्स्ट आउट (FIFO),first in first out (FIFO)
प्रथम ऑर्डर तर्क,first order logic
प्रथम ऑर्डर सिद्धांत,first order theory
निश्चित विभाजन,fixed partition
झेंडा,flag
लवचिक डिस्क,flexible disk
फ्लॉपी डिस्क,floppy disk
फ्लॉपी डिस्क ड्राइव्ह (Fdd),flopy disk drive (Fdd)
प्रवाह चार्ट,flow chart
नियंत्रण प्रवाह,flow of control
फ्लश,flush
फोल्डर,folder
फॉन्ट,font
फॉन्ट कुटुंब,font family
परदेशी की,foreign key
फॉर्म,form
औपचारिक भाषा,formal language
औपचारिक प्रणाली,formal system
स्वरूप,format
स्वरूपन,formatting
फोरट्रान,fortran
फोरट्रान प्रोग्रामिंग,fortran programming
पुढे झुकणारी तिरकी रेष,forward slash
चौथ्या पिढीचा संगणक,fourth generation computer
तुकडा,fragment
फ्रेम,frame
मोफत नेट,free net
मोफत सॉफ्टवेअर फाउंडेशन,free software foundation
विनामूल्य संचयन,free storage
फ्रीवेअर,freeware
समोरचे टोक,front end
समोरची बाजू,front panel
कार्य,function
फंक्शन की,function key
कार्य संदर्भ,function reference
कार्यात्मक अवलंबित्व,functional dependency
कार्यात्मक चाचणी,functional testing
अस्पष्ट तर्क,fuzzy logic
अस्पष्ट संच,fuzzy set
मिळवणे,gain
खेळाचे झाड,game tree
अंतर वर्ण,gap character
कचरा,garbage
कचरा गोळा करणे,garbage collection
कचरा गोळा करणे,garbage collection
कचरा बाहेर कचरा (GIGO),garbage in garbage out (GIGO)
गेट,gate
प्रवेशद्वार,gateway
सामान्य कार्यक्रम,general program
सामान्य कार्यक्रम,general program
सामान्य उद्देश संगणक,general purpose computer
सामान्य उद्देश संगणक,general purpose computer
सामान्य नोंदणी,general register
सामान्यीकरण,generalization
सामान्यीकरण,generalization
सामान्य हेतूची भाषा,general-purpose language
सामान्य उद्देश ऑपरेटिंग सिस्टम,general-purpose operating sysem
सामान्य-उद्देश रजिस्टर,general-purpose regisgter
व्युत्पन्न त्रुटी,generated error
निर्मिती कार्य,generating function
सामान्य वर्ग,generic class
सामान्य कार्य,generic function
सामान्य नाव,generic name
gigo,gigo
जागतिक,global
जागतिक कोड,global code
जागतिक लॉक,global lock
जागतिक नेटवर्क,global network
जागतिक नेटवर्क,global network
जागतिक वापरकर्ता,global user
जागतिक चल,global variable
जागतिकीकरण,globalisation
गोफर,gopher
गोफर क्लायंट,gopher client
गोफर सर्व्हर,gopher server
गोफर साइट,gopher site
गोफर जागा,gopher space
मोहक अध:पतन,graceful degradation
व्याकरण तपासक,grammar checker
व्याकरण डौलदार निर्गमन,grammar graceful exit
एकूण,grand total
आलेख,graph
आलेख प्लॉटिंग,graph plotting
ग्राफिक वर्ण,graphic character
ग्राफिक नियंत्रक,graphic controller
ग्राफिक डेटा संरचना,graphic data structure
ग्राफिक प्रदर्शन कार्यक्रम,graphic display program
ग्राफिक प्रदर्शन रिझोल्यूशन,graphic display resolution
ग्राफिक भाषा,graphic language
ग्राफिक भाषा,graphic language
ग्राफिक पॅनेल,graphic panel
ग्राफिकल अॅनिमेशन,graphical animation
ग्राफिकल इंटरफेस स्वरूप (GIF),graphical interface format (GIF)
ग्राफिकल यूजर इंटरफेस (GUI),graphical user interface (GUI)
ग्राफिक्स,graphics
ग्राफिक्स अनुप्रयोग,graphics application
ग्राफिक्स कर्सर,graphics cursor
ग्राफिक्स मोड,graphics mode
ग्राफिक्स पॅकेज,graphics package
ग्राफिक्स सॉफ्टवेअर,graphics software
ग्राफिक्स सॉफ्टवेअर,graphics software
ग्राफिक्स सॉफ्टवेअर पॅकेज,graphics software package
राखाडी स्केल,gray scale
लोभी पद्धत,greedy method
grep,grep
ग्रिड,grid
ग्रिड चार्ट,grid chart
ग्रिड संगणन,grid computing
ग्रिड मॉड्यूलेशन,grid modulation
जमिनीची लाट,ground wave
गट,group
गट पत्ता,group address
गट कोड,group code
गट संवाद,group communication
गट संवाद,group communication
गट ओळख,group identification
गटाचे नाव,group name
ग्रुपवेअर,groupware
वाढ,growth
रक्षक,guard
मार्गदर्शित माध्यम,guided media
गनझिप,gunzip
खाच,hack
हॅकर,hacker
हॅकरचा शब्दकोश,hacker's dictionary
अर्धा जोडणारा,half adder
अर्धा पूल,half bridge
अर्धा डुप्लेक्स,half duplex
अर्धा डुप्लेक्स लाइन,half duplex line
अर्धा डुप्लेक्स मोड,half duplex mode
अर्धी तीव्रता,half intensity
अर्धा राउटर,half router
अर्धा वजा करणारा,half subtracter
अर्धा टोनिंग,half toning
अर्धा शब्द,half word
मिल्टोनियस सायकल,hamiltonious cycle
हॅमिंग कोड,hamming code
हात,hand
हात प्रत,hand copy
हाताळणे,handle
हाताळणी,handling
फाशी देणे,hang
आनंदी नेट,happy net
हार्ड कॉपी डिव्हाइस,hard copy device
हार्ड डिस्क,hard disk
हार्ड डिस्क क्रॅश,hard disk crash
कठीण त्रुटी,hard error
हार्डवेअर प्रवाह नियंत्रण,hardware flow control
हार्मोनिक,harmonic
हार्मोनिक मध्यम,harmonic mean
हॅश,hash
हॅश आकृती,hash diagram
हॅश टेबल,hash table
हॅशिंग तंत्र,hashing technique
शीर्षलेख,header
ढीग,heap
ढीग क्रमवारी,heap sort
मदत,help
मदत स्क्रीन,help screen
हेल्पनेट,helpnet
हर्ट्झ,hertz
ह्युरिस्टिक,heuristic
ह्युरिस्टिक पद्धत,heuristic method
हेक्साडेसिमल संख्या,hexadecimal numbers
लपलेली ओळ,hidden line
श्रेणीबद्ध डेटा बेस,hierarchical data base
श्रेणीबद्ध फाइल सिस्टम,hierarchical file system
श्रेणीबद्ध स्थलाकृति,hierarchical topography
उच्च स्तरीय भाषा,high level language
उच्च मेमरी क्षेत्र,high memory area
उच्च कार्यक्षमता,high performance
दाबा,hit
हिट दर,hit rate
हिट प्रमाण,hit ratio
छिद्र,hole
होम डिरेक्टरी,home directory
मुख्यपृष्ठ,home page
एकसंध समन्वय,homogeneous coordinate
हॉप,hop
हॉप संख्या,hop count
हॉर्न,horn
होस्ट संगणक,host computer
होस्ट संगणक,host computer
होस्ट भाषा,host language
गरम की,hot key
हायपर टेक्स्ट मार्कअप भाषा (HTML),hyper text markup language (HTML)
गृहीतक,hypothesis
मी पॉड,I pod
I/O बफर,I/O buffer
I/O पोर्ट,I/O port
I/O युनिट,I/O unit
ओळखकर्ता,identifier
ओळख,identity
प्रतिमा,image
प्रतिमा सेन्सर,image sensor
प्रभाव प्रिंटर,impact printer
अडथळा,impedence
अत्यावश्यक कार्यक्रम भाषा,imperative programme language
अनिवार्य विधान,imperative statement
अंतर्निहित पत्ता,implicit address
अशक्य घटना,impossible event
निष्क्रिय नोड,inactive node
विसंगती,inconsistency
वाढ,increment
निर्देशांक,index
निर्देशांक डेटा आयटम,index data item
अनुक्रमणिका फाइल,index file
इंडेक्स रजिस्टर,index register
अनुक्रमणिका,index sequential
अनुक्रमित पत्ता,indexed addressing
अनुक्रमित भाषा,indexed language
अनुक्रमित अनुक्रम फाइल,indexed sequence file
अनुक्रमित अनुक्रमिक sccess पद्धत (ISAM),indexed sequential sccess method (ISAM)
अप्रत्यक्ष संबोधन,indirect addressing
माहितीशास्त्र,Informatics
माहिती,Information
माहिती बिट,information bit
माहिती व्यवस्थापन,information management
माहिती व्यवस्थापन प्रणाली (IMS),information management system (IMS)
माहिती उत्खनन,information retrieval
माहिती प्रणाली,information system
माहिती तंत्रज्ञान (IT),information technology (IT)
पायाभूत सुविधा व्यवस्थापन,infrastructure management
वारसा,Inheritance
अनुवांशिक त्रुटी,inherited error
आरंभिक,Initial
प्रारंभिक पत्ता,initial address
प्रारंभिक अवस्था,initial state
आरंभ करणे,Initialization
इंक जेट प्रिंटर,ink jet printer
असंख्य,Innumerable
i-node टेबल,i-node table
अकार्यक्षम वेळ,inoperable time
इनपुट बफर रजिस्टर,input buffer register
इनपुट आउटपुट प्रोसेसर (I/O प्रोसेसर),input output processor (I/O processor)
इनपुट आउटपुट रजिस्टर (I/O रजिस्टर),input output register (I/O register)
इनपुट आउटपुट स्टेटमेंट (I/O स्टेटमेंट),input output statement (I/O statement)
इनपुट/आउटपुट (I/O),input/output (I/O)
इनपुट/आउटपुट बफर (I/O बफर),input/output buffer (I/O buffer)
इनपुट/आउटपुट डिव्हाइस (I/O डिव्हाइस),input/output device (I/O device)
घाला,Insert
प्रवेश क्रमवारी,insertion sort
स्थापना वेळ,installation time
उदाहरण,Instance
सूचना,Instruction
सूचना काउंटर,instruction counter
सूचना चक्र,instruction cycle
सूचना संच,instruction set
पूर्णांक प्रोग्रामिंग,integer programming
पूर्णांक व्हेरिएबल,integer variable
एकात्मिक मोडेम,integrated modem
एकात्मिक सेवा डिजिटल नेटवर्क (ISDN),integrated services digital network (ISDN)
सचोटी,Integrity
बुद्धिमान नियंत्रक,intelligent controller
बुद्धिमान टर्मिनल,intelligent terminal
इंटर ब्लॉक,inter block
आंतर ब्लॉक अंतर,inter block gap
इंटर कम्युनिकेशन सिस्टम,inter communication system
परस्परसंवाद,Interaction
परस्पर ग्राफिक्स,interactive graphics
परस्परसंवादी कीबोर्ड प्रिंटर,interactive keyboard printer
इंटरकॉम सेवा,intercom service
इंटरफेस,Interface
इंटरलीव्हिंग,Interleaving
इंटरमीडिएट बफर,intermediate buffer
अंतर्गत ब्लॉक,internal block
अंतर्गत संवाद,internal communication
अंतर्गत विखंडन,internal fragmentation
अंतर्गत मेमरी,internal memory
अंतर्गत क्रमवारी,internal sort
अंतर्गत टाइमर,internal timer
आंतरराष्ट्रीय मानकीकरण संस्था (ISO),international organization for standardization (ISO)
आंतरराष्ट्रीय तांत्रिक समर्थन संस्था,international technical support organization
इंटरनेट,Internet
इंटरनेट अभियांत्रिकी टास्क फोर्स (IETF),internet engineering task force (IETF)
इंटरनेट एक्सप्लोरर,internet explorer
इंटरनेट शोधाशोध,internet hunt
इंटरनेट मासिक अहवाल,internet monthly report
इंटरनेट पॅकेट एक्सचेंज,internet packet exchange
इंटरनेट प्रोटोकॉल (IP),internet protocol (IP)
इंटरनेट प्रोटोकॉल रिमूव्ह (आयपी),internet protocol remove (IP)
इंटरनेट रिले चॅट (IRC),internet relay chat (IRC)
इंटरनेट सेवा प्रदाता,internet service provider
इंटरनेट सेवा यादी,internet services list
इंटरनेट सोसायटी,internet society
इंटरनेट साधने,internet tools
इंटरनेट काम करत आहे,internet working
इंटरनेट काम करत आहे,internet working
इंटरपोलेशन,Interpolation
अर्थ लावणे,Interpret
दुभाषी,Interpreter
आंतरप्रक्रिया संप्रेषण,interprocess communication
व्यत्यय आणणे,Interrupt
व्यत्यय हँडलर,interrupt handler
व्यत्यय मास्क,interrupt mask
व्यत्यय सिग्नल,interrupt signal
व्यत्यय वेक्टर,interrupt vector
व्यत्यय,Interruption
छेदतात,Intersect
इंट्रानेट,Intranet
अपरिवर्तनीय,Invariant
इन्व्हेंटरी मास्टर फाइल,inventory master file
व्यस्त मल्टीप्लेक्सर,inverse multiplexer
व्यस्त स्कॅनिंग,inverse scanning
उलटी फाइल,inverted file
उलटी यादी फाइल,inverted list file
उलटे पृष्ठ सारणी,inverted page table
इन्व्हर्टर,Inverter
इंटरनेट काम करत आहे,internet working
इंटरपोलेशन,Interpolation
अर्थ लावणे,Interpret
दुभाषी,Interpreter
आंतरप्रक्रिया संप्रेषण,interprocess communication
व्यत्यय आणणे,Interrupt
व्यत्यय हँडलर,interrupt handler
व्यत्यय मास्क,interrupt mask
व्यत्यय सिग्नल,interrupt signal
व्यत्यय वेक्टर,interrupt vector
व्यत्यय,Interruption
छेदतात,Intersect
इंट्रानेट,Intranet
अपरिवर्तनीय,Invariant
इन्व्हेंटरी मास्टर फाइल,inventory master file
व्यस्त मल्टीप्लेक्सर,inverse multiplexer
व्यस्त स्कॅनिंग,inverse scanning
उलटी फाइल,inverted file
उलटी यादी फाइल,inverted list file
उलटे पृष्ठ सारणी,inverted page table
इन्व्हर्टर,Inverter
नोकरी व्यवस्थापन,job management
नोकरी देणारी भाषा,job oriented language
नोकरीला प्राधान्य,job priority
नोकरीचे वेळापत्रक,job scheduling
काम क्रम,job sequencing
नोकरी टेबल,job table
सामील व्हा (सामील व्हा),join (JOIN)
संयुक्त छायाचित्रण गट (jpg),joint photographic group (jpg)
जर्नल,Journal
आनंदाची काठी,joy stick
निवाडा,Judgement
उडी,Jump
उडी सूचना,jump instruction
जम्पर,Jumper
जंक्शन,Junction
जंक,Junk
औचित्य,Justification
k बाइट्स,k bytes
karnaugh नकाशा,karnaugh map
karnaugh नकाशा,karnaugh map
KB (किलो बाइट),KB (Kilo Byte)
कर्नल,Kernel
कर्नल मोड,kernel mode
केर्निंग,Kerning
की,Key
की बोर्ड,key board
की बाउन्स,key bounce
की क्लिक,key click
की कॉम्प्रेशन,key compression
की डिस्क,key disk
की एनक्रिप्शन,key encryption
की फील्ड,key field
की फाइल,key file
की फ्रेम,key frame
मुख्य व्यवस्थापन,key management
की पॅड,key pad
की पॅड,key pad
मुख्य वाक्यांश,key phrase
की नाडी,key pulse
की पंच,key punch
की वर्गीकरण,key sorting
की स्ट्रोक,key stroke
पत्ता परिवर्तनाची गुरुकिल्ली,key to address transformation
डिस्कची किल्ली,key to disk
फ्लॉपी की,key to floppy
टेपची किल्ली,key to tape
मुख्य शब्द,key word
लाथ मारणे,Kick
मारणे,Kill
किलोबिट,Kilobit
गाठी,Knots
ज्ञान आधारित माहिती सेवा,knowledge based information services
ज्ञानाचा शोध,knowledge discovery
ज्ञान शोध डेटाबेस (KDD),knowledge discovery database (KDD)
ज्ञान अभियांत्रिकी,knowledge engineering
ज्ञान व्यवस्थापन,knowledge management
ज्ञान कार्यकर्ता,knowledge worker
लॅन अडॅप्टर,Lan adapter
लॅन सर्व्हर,Lan server
LAN कामाची जागा,LAN workplace
लँडस्केप,Landscape
लँडस्केप,Landscape
इंग्रजी,Language
भाषा दुभाषी,language interpreter
भाषा प्रोसेसर,language processor
भाषा अनुवादक,language translator
लॅपटॉप,Laptop
मोठ्या प्रमाणात एकत्रीकरण (lsi),large scale integration (lsi)
मोठ्या प्रमाणात एकत्रीकरण (LSI),large scale integration (LSI)
लेसर,Laser
लेसर प्रिंटर,laser printer
लास्ट इन फर्स्ट आउट (LIFO),last in first out (LIFO)
थर,Layer
मांडणी,Layout
लीफ,Leaf
लीफ नोड,leaf node
लीफ साइट,leaf site
लीज,Lease
लीज्ड चॅनेल,leased channel
लीज्ड लाइन,leased line
किमान लक्षणीय बिट (lsb),least significant bit (lsb)
किमान लक्षणीय अंक,least significant digit
वारसा प्रणाली,legacy system
लेमा,Lemma 
अक्षर गुणवत्ता (LQ),letter quality (LQ)
लेक्सेमे,Lexeme
कोशलेखन,Lexicography
लायब्ररी,Library
लायब्ररी कार्यक्रम,library program
लायब्ररी उप-दिनचर्या,library sub-routine
परवाना करार,licence agrement
लाइट एमिटर डायोड (LED),light emitter diode (LED)
हलकी बंदूक,light gun
हलका पेन,light pen
लाइन अडॅप्टर,line adapter
ओळ संपादन,line editing
लाइन प्रिंटर,line printer
रेखीय,Linear
ओळी प्रति मिनिट (LPM),lines per minute (LPM)
दुवा,Link
लिंक केलेली यादी,linked list
लिनक्स,LINUX
लिक्विड क्रिस्टल डिस्प्ले (एलसीडी),liquid crystal display (LCD)
यादी प्रक्रिया,list processing
शाब्दिक,Literal
राहतात,Live
थेट नोड,live node
लोड,Load
लोड मॉड्यूल,load module
स्थानिक,Local
स्थानिक प्रवेश,local access
स्थानिक क्षेत्र नेटवर्क (लॅन),local area network (Lan)
स्थानिक व्याख्या,local definition
स्थानिक विनिमय,local exchange
स्थानिक स्मृती,local memory
स्थानिक मोड,local mode
स्थानिक व्हेरिएबल,local variable
कुलूप,Lock
लॉक केलेली फाइल,locked file
लॉग इन = लॉग ऑन करा,log in=log on
लॉग ऑफ-लॉग आउट,log off-log out
लॉगिंग,Logging
तर्क विश्लेषक,logic analyser
लॉजिक बॉम्ब,logic bomb
लॉजिक कार्ड,logic card
लॉजिक चार्ट (फ्लो चार्ट),logic chart (flow chart)
लॉजिक सर्किट,logic circuit
तर्कशास्त्र रचना,logic design
तर्कशास्त्र आकृती,logic diagram
तर्क प्रवाह चार्ट,logic flow chart
तर्कशास्त्र कार्य,logic function
लॉजिक गेट,logic gate
लॉजिक प्रोग्रामिंग,logic programming
तर्कशास्त्र शिफ्ट,logic shift
तर्क स्थिती,logic state
लॉजिक स्विच,logic switch
तर्कशास्त्र युनिट,logic unit
तार्किक,Logical
तार्किक कनेक्शन,logical connection
तार्किक डेटा संरचना,logical data structure
तार्किक आकृती,logical diagram
तार्किक अभिव्यक्ती,logical expression
लॉजिकल फ्लो चार्ट (फ्लो चार्ट),logical flow chart (flow chart)
तार्किक IF,logical IF
तार्किक ऑपरेशन,logical operation
लॉजिकल ऑपरेटर,logical operator
तार्किक संबंध,logical relation
तार्किक योजना,logical scheme
तार्किक चिन्ह,logical symbol
तार्किक प्रकार,logical type
तार्किक मूल्य,logical value
लॉजिकल व्हेरिएबल,logical variable
पुढे पहा वाहून,look ahead carry
सेट पुढे पहा,look ahead set
वर बघ,Look-up
पळवाट,Loop
पळवाट नियंत्रण,loop control
लूप आरंभ करणे,loop initialization
लूप सुधारणा,loop modification
लूप नेटवर्क,loop network
पळवाट सुरू,loop start
लूप समाप्ती,loop termination
लूप-बॅक चाचणी,loop-back test
सैलपणे जोडलेले,loosely coupled
दोषरहित कॉम्प्रेशन,lossless compression
हानीकारक कॉम्प्रेशन,lossy compression
कमी बाइट,low byte
निम्न पातळीची भाषा,low level language
कमी पास फिल्टर,low pass filter
कमी बंधन,lower bound
मॅक प्रोटोकॉल (मध्यम प्रवेश नियंत्रण),mac protocol (medium access control)
मशीन,Machine
मशीन पत्ता,machine address
मशीन कोड,machine code
मशीन सायकल,machine cycle
मशीनवर अवलंबून असलेली भाषा,machine dependent language
मशीनवर अवलंबून असलेले सॉफ्टवेअर,machine dependent software
मशीन त्रुटी,machine error
मशीन निष्क्रिय वेळ,machine idle time
मशीन स्वतंत्र भाषा,machine independent language
मशीन सूचना,machine instruction
मशीन बुद्धिमत्ता,machine intelligence
मशीन भाषा,machine language
मशीन लर्निंग,machine learning
मशीन ऑपरेशन,machine operation
मशीन ओरिएंटेड भाषा,machine oriented language
मशीन चालवणे,machine run
मशीन सिम्युलेशन,machine simulation
मशीनचा वेळ खराब झाला,machine spoiled time
मशीन भाषांतर,machine translation
मशीन शब्द,machine word
मॅक्रो (= मॅक्रो सूचना),macro (=macro instruction)
मॅक्रो युक्तिवाद,macro argument
मॅक्रो असेंब्ली प्रोग्राम,macro assembly program
मॅक्रो कॉल,macro call
मॅक्रो कोड,macro code
मॅक्रो कमांड,macro command
मॅक्रो घोषणा,macro declaration
मॅक्रो व्याख्या,macro definition
मॅक्रो फ्लो चार्ट,macro flow chart
मॅक्रो जनरेटर,macro generator
मॅक्रो सूचना,macro instruction
मॅक्रो भाषा,macro language
मॅक्रो लायब्ररी,macro library
मॅक्रो पॅरामीटर,macro parameter
मॅक्रो प्रक्रिया,macro processing
मॅक्रो प्रोसेसर,macro processor
मॅक्रो प्रोग्रामिंग,macro programming
मॅक्रो प्रोटोटाइप,macro prototype
मॅक्रो-कोडिंग,Macro-coding
मॅगाबाइट (MB),magabyte (MB)
जादूचे पात्र,magic character
जादूची संख्या,magic number
चुंबकीय बबल मेमरी,magnetic bubble memory
चुंबकीय कार्ड,magnetic card
चुंबकीय सेल,magnetic cell
चुंबकीय वर्ण,magnetic character
चुंबकीय कोर स्टोरेज,magnetic core storage
चुंबकीय डिस्क,magnetic disk
चुंबकीय डिस्क पत्ता,magnetic disk address
चुंबकीय डिस्क मेमरी,magnetic disk memory
चुंबकीय ड्रम,magnetic drum
चुंबकीय एन्कोडिंग,magnetic encoding
चुंबकीय डोके,magnetic head
चुंबकीय शाई,magnetic ink
चुंबकीय शाई वर्ण ओळख (MICR),magnetic ink character recognition (MICR)
चुंबकीय माध्यम,magnetic media
चुंबकीय वाचन,magnetic reading
चुंबकीय रेकॉर्डिंग,magnetic recording
चुंबकीय संचयन,magnetic storage
चुंबकीय पट्टी,magnetic strip
चुंबकीय टेप,magnetic tape
चुंबकीय टेप काडतूस,magnetic tape cartridge
चुंबकीय टेप ड्राइव्ह,magnetic tape drive
चुंबकीय टेप शीर्षलेख,magnetic tape header
चुंबकीय टेप ग्रंथपाल,magnetic tape librarian
चुंबकीय टेप वाहतूक,magnetic tape transport
चुंबकीय टेप युनिट,magnetic tape unit
चुंबकीय पातळ फिल्म,magnetic thin film
चुंबकीय ट्रॅक,magnetic track
मॅग्नेटो ऑप्टिक स्टोरेज,magneto optic storage
मॅग्नेटोग्राफिक प्रिंटर,magnetographic printer
मॅग्नेटोस्ट्रक्शन,Magnetostriction
चुंबकीय प्रतिबंधात्मक टॅब्लेट,magnetostrictive tablet
मेल बॉक्स,mail box
मेल विलीनीकरण,mail merge
मुख्य नियंत्रण युनिट,main control unit
मुख्य चौकट,main frame
मुख्य फ्रेम सिस्टम,main frame system
मुख्य स्मृती,main memory
मुख्य कार्यक्रम,main program
मुख्य स्टोरेज,main storage
मुख्य स्विच,main switch
देखभाल,Maintenance
देखभाल पॅनेल,maintenance panel
देखभाल वेळ,maintenance time
प्रमुख चक्र,major cycle
प्रमुख साधन,major device
प्रमुख की,major key
प्रमुख राज्य,major state
प्रमुख रचना,major structure
प्रमुख कार्य,major task
बहुसंख्य घटक,majority element
बहुसंख्य गेट,majority gate
बहुसंख्य ऑपरेशन,majority operation
मेकअप वेळ,makeup time
खराब कार्य दिनचर्या,malfunction routine
व्यवस्थापन विकास,management development
व्यवस्थापन माहिती प्रणाली (MIS),management information system (MIS)
व्यवस्थापन विज्ञान,management science
मँचेस्टर कोडिंग,Manchester coding
मॅनिफोल्डिंग,Manifolding
फेरफार केलेले चल,manipulated variable
अनुक्रमणिका हाताळणे,manipulating indexing
मनुष्य-मशीन सिम्युलेशन,man-machine simulation
मॅन्युअल पत्ता स्विच,manual address switch
मॅन्युअल विश्लेषण,manual analysis
मॅन्युअल उत्तर देणे,manual answering
मॅन्युअल एंट्री,manual entry
मॅन्युअल एक्सचेंज,manual exchange
मॅन्युअल इनपुट,manual input
मॅन्युअल ऑपरेशन,manual operation
अनेक ते अनेक संबंध,many to many relationship
अनेक ते एक डीकोडर,many to one decoder
नकाशा पद्धत,map method
मॅपिंग,Mapping
समास,Margin
मार्जिन त्रुटी,margin error
किरकोळ तपासणी,marginal check
किरकोळ चाचणी,marginal test
चिन्ह ओळख,mark detection
वाचन चिन्हांकित करा,mark reading
मार्क स्कॅनिंग,mark scanning
चिन्हांकित अर्थ,mark sense
मार्कर,Marker
चिन्हांकित करणे,Marking
चिन्हांकित लहर,marking wave
मार्कोव्ह साखळी,markov chain
मार्कोव्ह स्त्रोत,markov source
मार्क-अप भाषा,mark-up language
मासेर,Maser
मासेर,Maser
मुखवटा,Mask
मास्क बिट,mask bit
मास्क प्रोग्राम करण्यायोग्य डिव्हाइस,mask programmable device
मास्क रजिस्टर,mask register
मुखवटा घातलेला रॉम,masked ROM
मुखवटा,Masking
वस्तुमान डेटा,mass data
वस्तुमान मेमरी,mass memory
मोठ्या प्रमाणात समांतर,massively parallel
मास्टर,Master
मास्टर कार्ड,master card
मास्टर घड्याळ,master clock
मास्टर कन्सोल,master consol
मास्टर डेटा,master data
मुख्य आकृती,master diagram
मास्टर फाइल,master file
मुख्य गट,master group
गुरुकिल्ली,master key
मास्टर लायब्ररी टेप,master library tape
मास्टर प्रोसेसर,master processor
मास्टर प्रोग्राम,master program
