Bengali,English
গতিশীল প্রিন্টআউট,Dynamic printout
"গতিশীল
 প্রোগ্রামিং","Dynamic
 Programming"
গতিশীল পরিসীমা,Dynamic range
"গতিশীল
 স্থানান্তর","Dynamic
 Relocation"
গতিশীল প্রতিক্রিয়া,Dynamic response
"গতিশীল
 সময়সূচী","Dynamic
 Scheduling"
গতিশীল স্টপ,Dynamic stop
গতিশীল স্টোরেজ,Dynamic storage
"গতিশীল স্টোরেজ
 বরাদ্দ","Dynamic storage
 Allocation"
"গতিশীল
 Subroutine","Dynamic
 Subroutine"
"গতিশীল সমর্থন
 পদ্ধতি","Dynamic support
 System"
"গতিশীল সিস্টেম
 মডেল","Dynamic system
 Model"
"গতিশীল ভার্চুয়াল
 মেমরি সিস্টেম","Dynamic virtual
 Memory system"
প্রতিধ্বনি চেক,Echo check
প্রতিধ্বনি দমনকারী,Echo suppressor
"একনোমেট্রিক
 আবেদন","Econometric
 Application"
"একনোমেট্রিক
 মডেল","Econometric
 Model"
"অর্থনৈতিক
 আবেদন","Economic
 Application"
"অর্থনীতি
 কম্পিউটিং","Economics
 Computing"
"অর্থনীতি
 কম্পিউটিং
 অন্তর্জাল","Economics
 Computing
 Network"
প্রান্ত,Edge
প্রান্ত খাঁজ কার্ড,Edge notched card
প্রান্ত খোঁচা কার্ড,Edge punched card
সম্পাদনা,Edit
"নির্দেশিত সম্পাদনা
 সংক্রমণ","Edit directed
 Transmission"
সম্পাদিত অনুলিপি,Edited copy
সম্পাদনা চরিত্র,Editing character
সম্পাদনা ডেটা,Editing data
"সম্পাদনা
 তথ্য","Editing
 Information"
সম্পাদনা অধিবেশন,Editing session
সম্পাদনা বিবৃতি,Editing statement
সম্পাদনা প্রতীক,Editing symbol
সংস্করণ নম্বর,Edition number
সম্পাদনা মোড,Edit mode
সম্পাদক,Editor
সম্পাদক বৈশিষ্ট্য,Editor feature
"সম্পাদক মাইক্রো
 কম্পিউটার","Editor micro
 Computer"
সম্পাদক প্রোগ্রাম,Editor program
সম্পাদনা পর্ব,Edit phase
"শিক্ষামূলক
প্রযুক্তি","Educational 
Technology"
এডুলকারেট,Edulcorate
কার্যকর বাইট,Effective byte
"কার্যকর ডেটা
 স্থানান্তর হার","Effective data
 Transfer rate"
"কার্যকর ডাবল
 শব্দ","Effective double
 Word"
কার্যকর অর্ধ-শব্দ,Effective half-word
"কার্যকর
 নির্দেশ","Effective
 Instruction"
"কার্যকর অপারেন্ড
 ঠিকানা","Effective operand
 Address"
"কার্যকর
 পদ্ধতি","Effective 
 Procedure"
কার্যকর গতি,Effective speed
"কার্যকর
 সংক্রমণ
 দ্রুততা","Effective
 Transmission
 Speed"
কার্যকর শব্দ,Effective word
"কার্যকর শব্দ
 অবস্থান","Effective word
 Location"
আট-বিট বাইট,Eight-bit byte
"যেভাবে
 যোগাযোগ","Either-way
 Communication"
"যেভাবে
 অপারেশন","Either-way
 Operation"
ইজেক্ট কী,Eject key
ইলাস্টিক বাফার,Elastic buffer
"বৈদ্যুতিক
 অ্যাকাউন্টিং
 মেশিন","Electrical
 Accounting
 Machine"
"বৈদ্যুতিক বর্তনী
 বিশ্লেষণ প্রোগ্রাম","Electrical circuit
 Analysis program"
"বৈদ্যুতিকভাবে
 পরিবর্তনযোগ্য মেমরি","Electrically
 Alterable memory"
"বৈদ্যুতিন চৌম্বক
 সামঞ্জস্যতা","Electromagnetic
 Compatibility"
"বৈদ্যুতিন চৌম্বক
 বিলম্ব সময়","Electromagnetic
 Delay time"
"বৈদ্যুতিন চৌম্বক
 রিলে","Electromagnetic
 Relay"
"তড়িৎচক্র
 প্রভাব মুদ্রণ","Electromechanical
 Impact printing"
"তড়িৎচক্র
 চক্রান্তকারী","Electromechanical
 Plotter"
"তড়িৎচক্র
 স্ক্যানিং","Electromechanical
 Scanning"
"তড়িৎচক্র
 স্যুইচিং সিস্টেম","Electromechanical
 switching system"
বৈদ্যুতিন খেলনা,Electromechanical toy
"ইলেক্ট্রন মরীচি
 রেকর্ডিং","Electron-beam
 Recording"
"বৈদ্যুতিক
 অ্যাকাউন্টিং
 মেশিন","Electronic
 Accounting
 Machine"
"বৈদ্যুতিক
 স্বয়ংক্রিয়
 বিনিময়","Electronic
 Automatic
 Exchange"
"বৈদ্যুতিক
 ক্যালকুলেটর","Electronic
 Calculator"
"বৈদ্যুতিন নগদ
 নিবন্ধন","Electronic cash
 Register"
"বৈদ্যুতিন চার্ট
 পাঠক","Electronic chart
 Reader"
"বৈদ্যুতিন ডেটা
প্রক্রিয়াজাতকরণ","Electronic data 
Processing"
"বৈদ্যুতিন ডেটা
 প্রক্রিয়াজাতকরণ
 মেশিন","Electronic data 
 Processing
 Machine"
"বৈদ্যুতিন ডেটা
 প্রক্রিয়াজাতকরণ
 পদ্ধতি","Electronic data
 Processing
 System"
বৈদ্যুতিন ফিলিং,Electronic filling
"বৈদ্যুতিন তহবিল
 স্থানান্তর সিস্টেম","Electronic funds
 Transfer system"
বৈদ্যুতিন মেলিং,Electronic mailing
"বৈদ্যুতিন বার্তা
 পরিষেবা","Electronic message
 Service"
"বৈদ্যুতিন বার্তা
 পদ্ধতি","Electronic message
 system"
বৈদ্যুতিন প্রিন্টার,Electronic printer
বৈদ্যুতিক স্কেল,Electronic scales
"বৈদ্যুতিক
 পরিসংখ্যান
 মেশিন","Electronic
 Statistical
 Machine"
বৈদ্যুতিন সুইচ,Electronic switch
"বৈদ্যুতিক
 স্যুইচিং সিস্টেম","Electronic
 Switching system"
"বৈদ্যুতিক
 অনুবাদক","Electronic
 Translator"
বৈদ্যুতিন টিউটর,Electronic tutor
"ইলেক্ট্রোস্ট্যাটিক
 ডিফ্লেশন","Electrostatic
 Deflection"
"ইলেক্ট্রোস্ট্যাটিক
 প্রিন্টার","Electrostatic
 Printer"
"ইলেক্ট্রোস্ট্যাটিক
 মুদ্রণ","Electrostatic
 Printing"
"ইলেক্ট্রোস্ট্যাটিক
 স্টোরেজ","Electrostatic
 Storage"
উপাদান,Element
প্রাথমিক আইটেম,Elementary item
"প্রাথমিক
 প্রিরসিভার এবং
 বিশ্লেষক","Elementary
 Prereceiver and 
 Analyzer"
"উপাদান
 অভিব্যক্তি","Element
 Expression"
উপাদান স্ট্রিং,Element string
"উপাদান পরিবর্তনশীল
নির্মূল ফ্যাক্টর","Element variable
Elimination factor"
অন্য ধারা,ELSE clause
অন্য ধারা নিয়ম,ELSE clause rule
উদ্বিগ্ন,Emboldening
জরুরী রক্ষণাবেক্ষণ,Emergency maintenance
"জরুরী
 রক্ষণাবেক্ষণ
 সময়","Emergency
 Maintenance
 Time"
"ইমিটার যুগল
 যুক্তি","Emitter coupled
 Logic"
খালি মাধ্যম,Empty medium
খালি স্ট্রিং,Empty string
অনুকরণ,Emulate
অনুকরণ,Emulation
"এমুলেটর
 প্রজন্ম","Emulator
 Generation"
সক্ষম করুন,Enable
সক্ষম,Enabled
সক্ষম মডিউল,Enabled module
সক্ষম পৃষ্ঠা ত্রুটি,Enabled page fault
নাড়ি সক্ষম করুন,Enable pulse
সংকেত সক্ষম করা,Enabling signal
এনসিফার,Encipher
এনসিফারড ডেটা,Enciphered data
এনকোড,Encode
এনকোডেড পয়েন্ট,Encoded point
এনকোডেড প্রশ্ন,Encoded question
এনকোডার,Encoder
জোড়া লাগানো,Encryption
"চারপাশে শেষ
 ধার","End around
 Borrow"
ক্যারি প্রায় শেষ,End around carry
শিফট কাছাকাছি শেষ,End around shift
শেষ ডেটা প্রতীক,End data symbol
শেষ বিকৃতি,End distortion
শেষ উপকরণ,End instrument
শেষ চিহ্ন,End mark
ঠিকানা শেষ,End of address
ব্লকের শেষ,End of block
"ডেটা শেষ
 সূচক","End of data
 Indicator"
শেষ অফিস,End office
ফাইল লেবেল শেষ,End of file label
ফাইল চিহ্নের সমাপ্তি,End of file mark
খামারের শেষ,End of farm
"মাঝারি সমাপ্তি
 চরিত্র","End of medium
 Character"
"বার্তা শেষ
 কোড","End of message
 Code"
"রেকর্ড শেষ
 শব্দ","End of record
 Word"
পাঠ্যের শেষ,End of text
"প্রকৌশল
 গ্রাফিক্স","Engineering
 Graphics"
"বর্ধনযোগ্য
 ভাষা","Enhanceable
 Language"
প্রবেশ করুন,Enter
"প্রবেশ/তদন্ত
 মোড","Enter/enquiry
 Mode"
কী প্রবেশ করান,Enter key
এন্টারপ্রাইজ নম্বর,Enterprise number
সত্তা ধারণা,Entity concept
এন্ট্রি ব্লক,Entry block
প্রবেশের শর্ত,Entry condition
ধ্রুবক প্রবেশ,Entry constant
এন্ট্রি এক্সপ্রেশন,Entry expression
প্রবেশের নির্দেশনা,Entry instruction
প্রবেশের নাম,Entry name
এন্ট্রি পয়েন্ট,Entry point
প্রবেশের অংশ,Entry portion
এন্ট্রি বাছাই,Entry sorting
প্রবেশ প্রতীক,Entry symbol
প্রবেশের সময়,Entry time
প্রবেশের মান,Entry value
এন্ট্রি ভেরিয়েবল,Entry variable
"খামে বিলম্ব
 বিকৃতি","Envelope delay
 Distortion"
পরিবেশ,Environment
"পরিবেশ
 বর্ণনা
 বিবৃতি","Environment
 Description
 Statement"
"পরিবেশ
 বিভাগ","Environment
 Division"
"পরিবেশ
 পয়েন্টার","Environment
 Pointer"
এপিলগ,Epilog
"ইপ্রম
(ক্ষয়যোগ্য
 প্রোগ্রামযোগ্য
 শুধুমাত্র পাঠযোগ্য
 স্মৃতি)","EPROM
(Erasable
 Programmable
 Read only
 Memory)"
"সমান লাভ
 চেম্বার","Equal gain
 Chamber"
সমতুল্য,Equalizer
সরঞ্জাম,Equipment
সরঞ্জাম চার্জ,Equipment charge
সরঞ্জাম ঘড়ি,Equipment clock
"সরঞ্জাম
 সামঞ্জস্যতা","Equipment
 Compatibility"
যান্ত্রিক গোলযোগ,Equipment failure
সরঞ্জাম দিক,Equipment side
সমতুল্যতা,Equivalence
"সমতুল্যতা
 অপারেশন","Equivalence
 Operation"
"সমতুল্য বাইনারি
 ডিজিট ফ্যাক্টর","Equivalent binary
 Digit factor"
"সমতুল্য চার
 তারের সিস্টেম","Equivalent four
 Wire system"
সমতুল্যতা,Equivocation
"ক্ষয়যোগ্য
 প্রোগ্রামযোগ্য
 শুধুমাত্র পাঠযোগ্য
 স্মৃতি","Erasable
 Programmable
 Read only
 Memory"
ক্ষয়যোগ্য স্টোরেজ,Erasable storage
মুছুন,Erase
চরিত্রটি মুছুন,Erase character
মাথা মুছুন,Erase head
এরলং,Erlang
ত্রুটি বিশ্লেষণ,Error analysis
ত্রুটি পরীক্ষা করা,Error checking
"ত্রুটি সংশোধন
 কোড","Error correcting
 Code"
ত্রুটি সংশোধন,Error correction
ত্রুটি সনাক্তকরণ,Error detection
ত্রুটি ডায়াগনস্টিকস,Error diagnostics
ত্রুটি আবার চেষ্টা করুন,Error retry
ত্রুটি সংকেত,Error signal
ত্রুটি স্প্যান,Error span
ত্রুটি টেপ,Error tape
পালানো চরিত্র,Escape character
পালানো কোড,Escape code
"ই-টাইম (এক্সিকিউশন
 সময়)","E-time (execution
 Time)"
ইউলরিয়ান পথ,Eulerian path
ইউলারের পদ্ধতি,Euler's method
এমনকি প্যারিটি চেক,Even parity check
ইভেন্ট চেইন,Event chain
ইভেন্ট সমাপ্তি,Event completion
"ইভেন্ট নিয়ন্ত্রণ
 ব্লক","Event control
 Block"
ইভেন্ট পোস্টিং,Event posting
ইভেন্ট শুরু,Event start
ইভেন্টের পরিবর্তনশীল,Event variable
ক্ষমতা অতিক্রম,Exceed capacity
"গেট বাদে
 (= একচেটিয়া বা
 গেট)","Except gate
 (=Exclusive OR
 Gate)"
ব্যতিক্রম,Exception
ব্যতিক্রম ত্রুটি,Exception error
ব্যতিক্রম হ্যান্ডলিং,Exception handling
ব্যতিক্রম বার্তা,Exception message
"ব্যতিক্রম
 রিপোর্টিং","Exception
 Reporting"
"অপারেশন বাদে
 (= একচেটিয়া বা
 অপারেশন)","Except operation
 (= Exclusive OR
 Operation)"
"অতিরিক্ত 64 বাইনারি
 স্বরলিপি","Excess 64 binary
 Notation"
অতিরিক্ত পঞ্চাশ,Excess fifty
অতিরিক্ত স্বরলিপি,Excess notation
অতিরিক্ত তিনটি কোড,Excess three code
"বিনিময়যোগ্য ডিস্ক
 স্টোরেজ","Exchangeable disk
 Storage"
বিনিময় অঞ্চল,Exchange area
"বিনিময় অঞ্চল
 সুবিধা","Exchange area
 Facility"
এক্সচেঞ্জ বাফারিং,Exchange buffering
এক্সচেঞ্জ ক্লাস,Exchange class
"বিনিময়
 নির্দেশ","Exchange 
 Instruction"
বিনিময় স্মৃতি,Exchange memory
বিনিময় পরিষেবা,Exchange service
এক্সচেঞ্জ বাছাই,Exchange sort
বিনিময় বাছাই,Exchange sorting
"এক্সচেঞ্জ-পরীক্ষা
 স্ট্রিং","Exchange-test
 String"
বর্জন,Exclusion
বর্জন বা,Exclusion NOR
একচেটিয়া বা,Exclusive-OR
"একচেটিয়া বা
 উপাদান","Exclusive OR
 Element"
এক্সক্লুসিভ বা গেট,Exclusive OR gate
এক্সক্লুসিভ রেফারেন্স,Exclusive reference
এক্সক্লুসিভ বিভাগ,Exclusive segment
"এক্সিকিউটেবল
 কার্যক্রম","Executable
 Program"
"এক্সিকিউটেবল
 বিবৃতি","Executable
 Statement"
এক্সিকিউট,Execute
কী এক্সিকিউট করুন,Execute key
কার্যকর করুন,Execute phase
বিবৃতি কার্যকর করুন,Execute statement
মৃত্যুদন্ড কার্যকর,Execution
এক্সিকিউশন চক্র,Execution cycle
"এক্সিকিউশন ত্রুটি
 সনাক্তকরণ","Execution error
 Detection"
কার্যকর করার পথ,Execution path
সঞ্চালনের সময়,Execution time
এক্সিকিউটিভ প্রোগ্রাম,Executive program
এক্সিকিউটিভ রুটিন,Executive routine
"কার্যনির্বাহী
 কর্মকর্তা","Executive
 Supervisor"
এক্সিকিউটিভ সিস্টেম,Executive system
প্রসারিত ব্যাচ,Expanded batch
দক্ষ পদ্ধতি,Expert system
"ক্ষতিকারক
 বিতরণ","Exponential
 Distribution"
"তাত্পর্যপূর্ণ ব্যর্থতা
 আইন","Exponential failure
 Law"
এক্সপোনেন্ট অংশ,Exponent part
"বর্ধিত কোর
 স্টোরেজ","Extended core
 Storage"
"বর্ধিত এন্ট্রি
 সিদ্ধান্ত টেবিল","Extended entry
 Decision table"
"বর্ধিত সময়
 স্কেল","Extended time
 Scale"
"এক্সটেনসিবল
 ভাষা","Extensible
 Language"
এক্সটেনসিবল সিস্টেম,Extensible system
এক্সটেনশন,Extension
"এক্সটেনশন
 চরিত্র","Extension
 Character"
এক্সটেনশন মেমরি,Extension memory
এক্সটেনশন স্টেশন,Extension station
বাহ্যিক লেবেল,Exterior label
বাহ্যিক লেবেল,External label
বাহ্যিক কল,External call
বাহ্যিক বিলম্ব,External delay
"বাহ্যিক ডিভাইস
 ঠিকানা","External device
 Address"
বাহ্যিক ত্রুটি,External error
বাহ্যিক ফাংশন,External function
"বাহ্যিক বাধা
 দমন করা","External interrupt
 Inhibit"
"বাহ্যিক
 বাধা","External
 Interruption"
"বাহ্যিক বাধা
 স্থিতি শব্দ","External interrupt
 Status word"
বাহ্যিক লাইন,External line
"বাহ্যিকভাবে
 নির্দিষ্ট সূচক","Externally
 Specified index"
"বাহ্যিকভাবে সঞ্চিত
 কার্যক্রম","Externally stored
 Program"
বাহ্যিক স্মৃতি,External memory
বাহ্যিক মার্জ,External merge
বাহ্যিক মডেল,External model
বাহ্যিক মডেম,External modem
বাহ্যিক নাম,External name
বাহ্যিক সংখ্যা,External number
বাহ্যিক সংখ্যা পরিকল্পনা,External numbering plan
"বাহ্যিক সংখ্যা
 পুনরাবৃত্তি","External number
 Repetition"
"বাহ্যিক পৃষ্ঠা
 ঠিকানা","External-page
 Address"
বাহ্যিক পদ্ধতি,External procedure
"বাহ্যিক প্রোগ্রাম
 প্যারামিটার","External program
 Parameter"
বাহ্যিক রেফারেন্স,External reference
বাহ্যিক স্কিমা,External schema
বাহ্যিক বাছাই,External sort
বাহ্যিক বাছাই,External sorting
বাহ্যিক বিবৃতি,External statement
বাহ্যিক সংগ্রহস্থল,External storage
বাহ্যিক প্রতীক,External symbol
"বাহ্যিক প্রতীক
 অভিধান","External symbol
 Dictionary"
"বাহ্যিক-ইউনিট
 সনাক্তকারী","External-unit
 Identifier"
নির্যাস,Extract
এক্সট্রাক্ট নির্দেশ,Extract instruction
নিষ্কাশন,Extraction
এক্সট্র্যাক্টর,Extractor
বহিরাগত কালি,Extraneous ink
চূড়ান্ত রুটিন,Extremity routine
"ফেস-চরিত্র
 প্রিন্টার","Face-character
 Printer"
"সু্যোগ - সুবিধা
 পরিচালনা","Facilities
 Management"
সুবিধা প্রতিবেদন,Facility report
সুবিধা কাজের আদেশ,Facility work order
ফ্যাসিমাইল,Facsimile
ফ্যাসিমাইল রূপান্তরকারী,Facsimile converter
"ফ্যাসিমাইল আই/ও
 যন্ত্র","Facsimile I/O
 Device"
ফ্যাসিমাইল রিসিভার,Facsimile receiver
ফ্যাসিমাইল রেকর্ডার,Facsimile recorder
"ফ্যাসিমাইল সিগন্যাল
 স্তর","Facsimile signal
 Level"
ফ্যাসিমাইল সিস্টেম,Facsimile system
"ফ্যাসিমাইল
 টেলিগ্রাফি","Facsimile
 Telegraphy"
"ফ্যাসিমাইল
 ট্রান্সমিটার","Facsimile
 Transmitter"
সত্য সম্পর্ক,Fact correlation
ফ্যাক্টর বিশ্লেষণ,Factor analysis
ফ্যাক্টর মোট,Factor total
ব্যর্থতার নিরাপত্তা,Fail safe
"ব্যর্থ নরম (= ব্যর্থ
 নিরাপদ)","Fail soft (= fail
 Safe)"
ব্যর্থতা বিশ্লেষণ,Failure analysis
ব্যর্থতা লগিং,Failure logging
ব্যর্থতার হার,Failure rate
ব্যর্থতা পুনরুদ্ধার,Failure recovery
ব্যর্থতা পরীক্ষা,Failure testing
পিছু হট,Fall back
মিথ্যা অ্যাড,False add
মিথ্যা কোড,False code
"মিথ্যা ড্রপ (= মিথ্যা
 পুনরুদ্ধার)","False drop (= false
 Retrieval)"
মিথ্যা ত্রুটি,False error
ফ্যান-ভাঁজ কাগজ,Fan-fold paper
ফ্যান-ইন,Fan-in
ফ্যান আউট,Fan out
দ্রুত অ্যাক্সেস স্টোরেজ,Fast access storage
দ্রুত ব্যস্ত,Fast busy
"ফাস্ট ফুরিয়ার
 রূপান্তর","Fast Fourier
 Transform"
দ্রুত নির্বাচন করুন,Fast select
দ্রুত সময়ের স্কেল,Fast time scale
মারাত্মক ত্রুটি,Fatal error
ত্রুটি ত্রুটি,Fault defect
ফল্ট অভিধান,Fault dictionary
ফল্ট-রেট থ্রেশহোল্ড,Fault-rate threshold
ফল্ট সিং্যাচার,Fault singnature
ফল্ট থ্রেশহোল্ড,Fault threshold
দোষ সময়,Fault time
দোষ সহনশীলতা,Fault tolerance
ভ্রান্তি সহিষ্ণুতা,Fault tolerant
"ভ্রান্তি সহিষ্ণুতা
 পদ্ধতি","Fault-tolerant
 System"
"এফডিএম (= ফ্রিকোয়েন্সি
 বিভাগ
 মাল্টিপ্লেক্স)","FDM (= frequency
 Division
 Multiplex)"
সম্ভাব্যতা অধ্যয়ন,Feasibility study
সম্ভাব্য সমাধান,Feasible solution
বৈশিষ্ট্য নিষ্কাশন,Feature extraction
বৈশিষ্ট্য নির্বাচন,Feature selection
প্রতিক্রিয়া নিয়ন্ত্রণ,Feedback control
প্রতিক্রিয়া লুপ,Feedback loop
প্রতিক্রিয়া সিস্টেম,Feedback system
প্রতিক্রিয়া পরিবর্তনশীল,Feedback variable
ফিডার কেবল,Feeder cable
ফিডার রুট,Feeder route
ফিডার নির্বাচন,Feeder selection
ফিড গর্ত,Feed hole
ফিড পিচ,Feed pitch
খোঁচা ফিড,Feed punch
ফিড রিল,Feed reel
ফেরিড সমাবেশ,Ferreed assembly
"ফেরাইট কোর
 স্মৃতি","Ferrite core
 Memory"
"ফেরাইট কোর
 স্মৃতি
 স্যুইচিং সময়","Ferrite core
 Memory
 Switching time"
আনুন,Fetch
ডেটা আনুন,Fetch data
"আনতে
 নির্দেশ","Fetching
 Instruction"
অপারেন্ড আনতে,Fetching operand
আনুন পর্ব,Fetch phase
প্রক্রিয়া আনুন,Fetch process
সুরক্ষা আনুন,Fetch protection
ফিবোনাচি অনুসন্ধান,Fibonacci search
ফিবোনাচি সিরিজ,Fibonacci series
ফাইবার অপটিক,Fibre optics
"ফাইবার অপটিক
 সংক্রমণ
 পদ্ধতি","Fibre-optics
 Transmission
 System"
ফিল্ড চেকিং,Field checking
ফিল্ড ডেটা কোড,Field data code
"ক্ষেত্র বিকাশ
 কার্যক্রম","Field developed
 Program"
"ক্ষেত্রের প্রভাব
 ট্রানজিস্টর","Field effect
 Transistor"
ক্ষেত্রের দৈর্ঘ্য,Field length
মাঠের চিহ্ন,Field mark
ক্ষেত্র নাম,Field name
"ক্ষেত্র প্রতিস্থাপনযোগ্য
 ইউনিট","Field replaceable
 Unit"
ক্ষেত্র নির্বাচন,Field selection
ক্ষেত্র স্থানান্তর,Field shifting
ক্ষেত্র আপগ্রেডিং,Field upgrading
ক্ষেত্রের ব্যবহার,Field utilization
"পঞ্চম প্রজন্ম
 কম্পিউটার","Fifth generation
 Computer"
রূপক ধ্রুবক,Figurative constant
পরিসংখ্যান শিফট,Figures shift
ফাইল অ্যাক্সেস পদ্ধতি,File access method
ফাইল ক্রিয়াকলাপ অনুপাত,File activity ratio
"ফাইল ঠিকানা
 চেক সিস্টেম","File address
 Checking system"
ফাইল বৈশিষ্ট্য,File attribute
ফাইল ক্লিনআপ,File cleanup
ফাইল রচনা,File composition
স্থির ফাইল,File constant
ফাইল নিয়ন্ত্রণ,File control
ফাইল নিয়ন্ত্রণ সিস্টেম,File control system
ফাইল রূপান্তর,File conversion
ফাইল অনুলিপি,File copying
নথি বিবরণ,File description
"নথি বিবরণ
 বিবৃতি","File description
 Statement"
ফাইল ডিরেক্টরি,File directory
ফাইল ইভেন্ট,File event
ফাইল এক্সপ্রেশন,File expression
ফাইল ব্যাপ্তি,File extent
ফাইল ফিড,File feed
ফাইল ফাঁক,File gap
ফাইল জেনারেশন,File generation
ফাইল তথ্য পুনরুদ্ধার,File information retrieval
ফাইল সন্নিবেশ,File insertion
"ফাইল জিজ্ঞাসাবাদ
 কার্যক্রম","File interrogation
 Program"
ফাইল লেবেল,File label
ফাইল লেআউট,File layout
ফাইল দৈর্ঘ্য,File length
ফাইল রক্ষণাবেক্ষণ,File maintenance
ফাইল পরিচালনা,File management
"ফাইল পরিচালনা
 কার্যক্রম","File management
 Program"
ফাইল চিহ্ন,File mark
ফাইল মার্জ,File merge
ফাইলের নাম,File name
ফাইলের নাম টেবিল,File name table
ফাইল সংস্থা,File organization
"ফাইল ওরিয়েন্টেড
 প্রোগ্রামিং","File oriented
 Programming"
"ফাইল প্যাকিং
 ঘনত্ব","File packing
 Density"
ফাইল প্রসেসিং,File processing
ফাইল সুরক্ষা,File protection
ফাইল শুদ্ধ,File purging
ফাইল পুনর্গঠন,File reconstitution
ফাইল পুনরুদ্ধার,File recovery
ফাইল রিল,File reel
ফাইল অনুসন্ধান,File search
ফাইল সুরক্ষা,File security
ফাইল নির্বাচন,File selection
"ফাইল বিভাজক
 চরিত্র","File separator
 Character"
ফাইল সেট,File set
ফাইল স্টোরেজ,File storage
ফাইল স্টোরেজ অঞ্চল,File storage area
ফাইল স্টোরেজ ইউনিট,File storage unit
ফাইল স্টোর,File store
ফাইল কাঠামো,File structure
ফাইল টিডিং,File tidying
ফাইল আপডেট হচ্ছে,File updating
ফাইল পরিবর্তনশীল,File variable
চরিত্র পূরণ করুন,Fill character
ফিল্ম ফ্রেম,Film frame
ফিল্ম মেকিং,Film making
ফিল্ম স্ক্যানার,Film scanner
ফিল্ম স্টোরেজ,Film storage
চূড়ান্ত অনুলিপি,Final copy
চূড়ান্ত গ্রুপ,Final group
চূড়ান্ত-রুট চেইন,Final-route chain
ফাইন্ডার বিম,Finder beam
পাঠ্য স্ট্রিং সন্ধান করুন,Find text string
সূক্ষ্ম বাছাই,Fine sort
সসীম অটোমেটা 1,Finite automata1
"সীমাবদ্ধ উপাদান
 পদ্ধতি","Finite element
 Method"
"সীমাবদ্ধ নির্ভুলতা
 সংখ্যা","Finite precision
 Number"
"সীমাবদ্ধ রাষ্ট্র
 মেশিন","Finite state
 Machine"
আগুনের ক্ষতি,Fire damage
ফার্মওয়্যার,Firmware
ফার্মওয়্যার সার্কিটরি,Firmware circuitry
প্রথম উপাদান,First element
"প্রথম প্রজন্ম
 কম্পিউটার","First generation 
 Computer"
"প্রথম ধাপ
 সম্বোধন","First level
 Addressing"
"পাঁচ-বিট বাইট
 (= কুইন্টেট)","Five-bit byte
 (= Quintet)"
পাঁচ-স্তরের কোড,Five-level code
পাঁচ ট্র্যাক পাঠক,Five track reader
স্থির ব্লক,Fixed block
"স্থির ব্লক
আর্কিটেকচার
 যন্ত্র","Fixed block
Architecture
 Device"
"স্থির চক্র
 অপারেশন","Fixed cycle
 Operation"
স্থির ডেটা,Fixed data
স্থির দশমিক,Fixed decimal
স্থির ক্ষেত্র,Fixed field
স্থির ফর্ম,Fixed form
"স্থির ফর্ম্যাট
 বার্তা","Fixed format
 Message"
"স্থির ফাংশন
 জেনারেটর","Fixed function
 Generator"
স্থির মাথা ডিস্ক,Fixed head disk
"স্থির চিত্র
 গ্রাফিক্স","Fixed image
 Graphics"
স্থির দৈর্ঘ্যের ব্লক,Fixed length block
স্থির দৈর্ঘ্যের রেকর্ড,Fixed length record
স্থির লাইন নম্বর,Fixed line number
স্থির পার্টিশন,Fixed partition
"নির্দিষ্ট বিন্দু
 পাটিগণিত","Fixed point
 Arithmetic"
"নির্দিষ্ট বিন্দু
 গাণিতিক ইউনিট","Fixed point
 Arithmetic unit"
"নির্দিষ্ট বিন্দু
 ধ্রুবক","Fixed point
 Constant"
"নির্দিষ্ট বিন্দু
 সংখ্যা","Fixed point
 Number"
স্থির পয়েন্ট অংশ,Fixed point part
"নির্দিষ্ট বিন্দু
 প্রতিনিধিত্ব
 পদ্ধতি","Fixed point
 Representation
 System"
"স্থির প্রোগ্রাম
 কম্পিউটার","Fixed program
 Computer"
"স্থির রেডিক্স
 সংখ্যা
 পদ্ধতি","Fixed radix
 Numeration
 System"
স্থির স্যাটেলাইট,Fixed satellite
স্থির স্টোরেজ,Fixed storage
"স্থির শব্দের দৈর্ঘ্য
 কম্পিউটার","Fixed word length
 Computer"
পতাকা,Flag
পতাকা ইভেন্ট,Flag event
পতাকা সূচক,Flag indicator
ফ্ল্যাগ লাইন,Flag line
পতাকা ক্রম,Flag sequence
পতাকা পরীক্ষা,Flag test
ফ্ল্যাশ কার্ড,Flash card
ফ্ল্যাট বিছানা প্লট্টার,Flat bed plotter
ফ্ল্যাট বিছানা স্ক্যানার,Flat bed scanner
ফ্ল্যাট বিছানা স্ক্যানিং,Flat bed scanning
নমনীয় ডিস্ক,Flexible disk
"নমনীয়
 উত্পাদন
 পদ্ধতি","Flexible
 Manufacturing
 System"
ফ্লিপ ফ্লপ,Flip flop
ফ্লিপি,Flippy
ভাসমান দশমিক,Floating decimal
"ভাসমান স্বাভাবিককরণ
 নিয়ন্ত্রণ","Floating normalize
 Control"
"ভাসমান পয়েন্ট
 পাটিগণিত","Floating point
 Arithmetic"
"ভাসমান-পয়েন্ট
 পাটিগণিত
 নির্দেশ","Floating-point
 Arithmetic
 Instruction"
"ভাসমান-পয়েন্ট
 গাণিতিক আদর্শ","Floating-point
 Arithmetic norm"
"ভাসমান-পয়েন্ট
 গাণিতিক ইউনিট","Floating-point
 Arithmetic unit"
ভাসমান-পয়েন্ট বেস,Floating-point base
