Malayalam,Gujarati
കോൺവെക്സ് ഫംഗ്ഷൻ,બહિર્મુખ કાર્ય
കോൺവെക്സ് ലീനിയർ കോമ്പിനേഷനുകൾ,બહિર્મુખ રેખીય સંયોજનો
കോൺവെക്സ് ലീനിയർ പ്രോഗ്രാമിംഗ്,બહિર્મુખ રેખીય પ્રોગ્રામિંગ
കോൺവെക്സ് മെട്രിക് സ്പേസ്,બહિર્મુખ મેટ્રિક જગ્યા
കുത്തനെയുള്ള ബഹുമുഖം,બહિર્મુખ બહુહેડ્રોન
കോൺവെക്സ് പ്രോഗ്രാമിംഗ്,બહિર્મુખ પ્રોગ્રામિંગ
കുത്തനെയുള്ള പ്രദേശം,બહિર્મુખ પ્રદેશ
കുത്തനെയുള്ള സെറ്റ്,બહિર્મુખ સમૂહ
കൺവ്യൂഷൻ,ક્રાંતિ
convolution integral,કન્વોલ્યુશન અભિન્ન
കൺവ്യൂഷൻ സിദ്ധാന്തം (= ഫാൾട്ടംഗ് സിദ്ധാന്തം),કન્વોલ્યુશન પ્રમેય (= ફાલ્ટંગ પ્રમેય)
ഏകോപിപ്പിക്കുക,સંકલન
കോർഡിനേറ്റ് അക്ഷം,સંકલન અક્ષ
കോർഡിനേറ്റ് ജ്യാമിതി,સંકલન ભૂમિતિ
കോർഡിനേറ്റ് വിമാനം,સંકલન વિમાન
കോർഡിനേറ്റുകൾ,સંકલન
കോർഡിനേറ്റ് സിസ്റ്റം,સંકલન સિસ્ટમ
കോപ്പർനിക്കൻ സിസ്റ്റം,કોપરનિકન સિસ્ટમ
കോപ്ലനാർ,કોપ્લાનર
കോപ്ലനാർ ശക്തികൾ,કોપ્લાનર દળો
കോപ്ലനാരിറ്റി,કોપ્લાનરિટી
കോപ്രൈം നമ്പറുകൾ,કોપ્રાઈમ નંબરો
തിരുത്തൽ ഘടകം,સુધારણા પરિબળ
ശരിയായ പരിഹാരം,યોગ્ય ઉકેલ
പരസ്പരബന്ധം,સંબંધ
പരസ്പരബന്ധം ഗുണകം,સહસંબંધ ગુણાંક
പരസ്പരബന്ധം ഡയഗ്രം,સહસંબંધ રેખાકૃતિ
പരസ്പരബന്ധം പ്രവർത്തനം,સહસંબંધ કાર્ય
പരസ്പരബന്ധം മാട്രിക്സ്,સહસંબંધ મેટ્રિક્સ
പരസ്പര ബന്ധ അനുപാതം,સહસંબંધ ગુણોત્તર
കോറെലോഗ്രാം,કોરીલોગ્રામ
കോറലോഗ്രാം വിശകലനം,કોરીલોગ્રામ વિશ્લેષણ
പൊരുത്തപ്പെടുത്തുക,અનુરૂપ
കത്തിടപാടുകളുടെ തത്വം,પત્રવ્યવહાર સિદ્ધાંત
അനുബന്ധ കോൺ,અનુરૂપ કોણ
അനുബന്ധ വശം,અનુરૂપ બાજુ
കോസെറ്റ്,coset
കോസൈൻ,કોસાઇન
കോസൈൻ നിയമം,કોસાઇન કાયદો
ചെലവ് വിശകലനം,ખર્ચ વિશ્લેષણ
ചെലവ് പരമാവധിയാക്കൽ,ખર્ચ મહત્તમકરણ
എണ്ണൽ സിദ്ധാന്തം,ગણતરીક્ષમતા સ્વયંસિદ્ધ
എണ്ണാവുന്ന,ગણતરીપાત્ર
കണക്കാക്കാവുന്ന അഡിറ്റിവിറ്റി,ગણતરીપાત્ર ઉમેરણ
എണ്ണാവുന്ന അടിസ്ഥാനം,ગણતરીપાત્ર આધાર
എണ്ണാവുന്ന അടിസ്ഥാനം,ગણતરીપાત્ર આધાર
എണ്ണാവുന്ന സെറ്റ്,ગણતરીપાત્ર સમૂહ
എണ്ണിയാലൊടുങ്ങാത്തത്,ગણતરીપૂર્વક અનંત
കൗണ്ടർ,કાઉન્ટર
എതിർ ഘടികാരദിശയിൽ,ઘડિયાળની વિરુદ્ધ દિશામાં
എതിർ ഉദാഹരണം,કાઉન્ટર ઉદાહરણ
സഹവർത്തിത്വം,સહપ્રવૃત્તિ
സഹവർത്തിത്വ നിയമം,સહપ્રવર્તન કાયદો
കോവേരിയൻസ് മാട്രിക്സ്,સહપ્રવર્તન મેટ્રિક્સ
സഹവർത്തിത്വ രീതി,સહપ્રવર્તન પદ્ધતિ
സഹവർത്തിത്വ സാങ്കേതികത,સહપ્રવર્તન તકનીક
ക്രാമർ ഭരണം,ક્રેમરનો નિયમ
ക്രാമർ-റാവു അസമത്വം,ક્રેમર-રાવ અસમાનતા
മാനദണ്ഡ പ്രവർത്തനം (=ഒബ്ജക്റ്റീവ് ഫംഗ്‌ഷൻ),માપદંડ કાર્ય (= ઉદ્દેશ્ય કાર્ય)
നിർണായക ആംഗിൾ,નિર્ણાયક કોણ
നിര്ണ്ണായക ബിന്ദു,નિર્ણાયક બિંદુ
പ്രവർത്തനത്തിന്റെ നിർണായക പോയിന്റ്,કાર્યનું નિર્ણાયક બિંદુ
നിർണായക മൂല്യം,નિર્ણાયક મૂલ્ય
നിർണായക വേഗത,નિર્ણાયક વેગ
ക്രോസ് കോറിലേഷൻ ഫംഗ്ഷൻ,ક્રોસ સહસંબંધ કાર્ય
ക്രോസ് ഉൽപ്പന്നം,ક્રોસ ઉત્પાદન
ക്രോസ് റേഷ്യോ,ક્રોસ રેશિયો
ക്രോസ് സെക്ഷനിംഗ്,ક્રોસ સેક્શનિંગ
ക്രിപ്റ്റ്,ક્રિપ્ટ
ക്യൂബ്,સમઘન
ക്യൂബ് നമ്പർ,ક્યુબ નંબર
ക്യൂബ് റൂട്ട്,ઘનમૂળ
ക്യൂബിക്,ઘન
ക്യൂബിക്കൽ,ક્યુબિકલ
ക്യൂബിക് സമവാക്യം,ઘન સમીકરણ
ക്യൂബിക് ഇഞ്ച്,ઘન ઇંચ
ക്യുബിക് മീറ്റർ,ઘન મીટર
ക്യൂബിക് പരവലയം,ક્યુબિક પેરાબોલા
ക്യൂബിക് റൂട്ട്,ઘનમૂળ
ക്യൂബിക് കാലാവധി,ઘન શબ્દ
ക്യൂബോയിഡ്,ક્યુબોઇડ
സഞ്ചിത,સંચિત
ക്യുമുലേറ്റീവ് കർവ്,સંચિત વળાંક
സഞ്ചിത വിതരണ പ്രവർത്തനം,સંચિત વિતરણ કાર્ય
സഞ്ചിത ആവൃത്തി,સંચિત આવર્તન
ക്യുമുലേറ്റീവ് ഫ്രീക്വൻസി ഫംഗ്‌ഷൻ,સંચિત આવર્તન કાર્ય
ക്യുമുലേറ്റീവ് ഫ്രീക്വൻസി ഗ്രാഫ്,સંચિત આવર્તન ગ્રાફ
ക്യുമുലേറ്റീവ് പ്രോബബിലിറ്റി ഫംഗ്‌ഷൻ,સંચિત સંભાવના કાર્ય
ചുരുളൻ,કર્લ
പൊരുത്തം,સુસંગતતાનું કર્લ
വെക്റ്ററിന്റെ ചുരുളൻ,વેક્ટરનો કર્લ
ചുരുണ്ട ബ്രാക്കറ്റ്,સર્પાકાર કૌંસ
നിലവിലെ,વર્તમાન
നിലവിലെ പോയിന്റ്,વર્તમાન બિંદુ
വക്രത,વક્રતા
വക്രത പ്രഭാവം,વક્રતા અસર
വളവ്,વળાંક
വളഞ്ഞ രേഖ,વક્ર રેખા
കർവ് ട്രേസിംഗ്,વળાંક ટ્રેસિંગ
വളഞ്ഞ അസിംപ്റ്റോട്ട്,વક્રીય એસિમ્પ્ટોટ
curvilinear കോർഡിനേറ്റുകൾ,વક્રીય કોઓર્ડિનેટ્સ
കർവിലീനിയർ റിഗ്രഷൻ,વક્રીકૃત રીગ્રેશન
കൂമ്പാരം,કુસપ
ചക്രം,ચક્ર
ചാക്രിക വ്യതിയാനം,ચક્રીય વિવિધતા
സൈക്ലിക് ക്രോസ് ഉൽപ്പന്നം,ચક્રીય ક્રોસ ઉત્પાદન
ചാക്രിക ആവശ്യം,ચક્રીય માંગ
ചാക്രിക പദപ്രയോഗം,ચક્રીય અભિવ્યક્તિ
ചാക്രിക ഗ്രൂപ്പ്,ચક્રીય જૂથ
ചാക്രിക ക്രമമാറ്റം,ચક્રીય ક્રમચય
സൈക്ലോയ്ഡ്,ચક્રવાત
സിലിണ്ടർ,સિલિન્ડર
സിലിണ്ടർ,નળાકાર
സിലിണ്ടർ ഉപരിതലം,નળાકાર સપાટી
സൈഫർ,સાઇફર
ഡി അലംബെർട്ടിന്റെ തത്വം,ડી&#39;એલેમ્બર્ટનો સિદ્ધાંત
നനഞ്ഞ ഹാർമോണിക് പ്രവർത്തനം,ભીના હાર્મોનિક કાર્ય
സ്ഥിരമായ ഈർപ്പം,સતત ભીનાશ
ഡാറ്റ,ડેટા
ഡാറ്റ ഉത്ഭവം,ડેટાની ઉત્પત્તિ
ഡാറ്റ പ്രോസസ്സിംഗ് സിസ്റ്റം,ડેટા પ્રોસેસિંગ સિસ્ટમ
ഡാറ്റ പ്രോസസ്സർ,ડેટા પ્રોસેસર
ഡാറ്റ ഷീറ്റ്,ડેટા શીટ
ദശാഭുജം,દશકોણ
ദശാഗ്രാം,ડેકાગ્રામ
ദശാമീറ്റർ,ડેકેમીટર
സ്ഥിരമായ ക്ഷയം,સતત સડો
ശോഷണ വക്രം,સડો વળાંક
മാന്യമായ പ്രവർത്തനം,યોગ્ય કાર્ય
ഡെസിഗ്രാം,ડેસિગ્રામ
ദശാംശം,ડેસિલ
ദശാംശം,દશાંશ
ദശാംശ കോഡ്,દશાંશ કોડ
ദശാംശ കോഡ് ചെയ്ത അക്കം,દશાંશ કોડેડ અંક
ദശാംശ വികാസം,દશાંશ વિસ્તરણ
ദശാംശ അംശം,દશાંશ અપૂર્ણાંક
ദശാംശ നൊട്ടേഷൻ,દશાંશ સંકેત
ദശാംശ സംഖ്യാ സംവിധാനം,દશાંશ નંબરિંગ સિસ્ટમ
ദശാംശ,દશાંશ બિંદુ
ദശാംശ സ്കെയിൽ,દશાંશ સ્કેલ
ദശാംശ വ്യവസ്ഥ,દશાંશ સિસ્ટમ
ഡെസിമീറ്റർ,ડેસીમીટર
മനസ്സിലാക്കുന്നു,ડિસિફરિંગ
തീരുമാന മാതൃക,નિર્ણય મોડલ
തീരുമാന സിദ്ധാന്തം,નિર્ણય સિદ્ધાંત
തീരുമാനം വേരിയബിൾ,નિર્ણય ચલ
ഡീകോഡർ,ડીકોડર
ഡീകോഡിംഗ്,ડીકોડિંગ
വിഘടിപ്പിക്കാവുന്ന സെറ്റ്,વિઘટનક્ષમ સમૂહ
കുറയുന്നു,ઘટતું
പ്രവർത്തനം കുറയുന്നു,ઘટતું કાર્ય
Dedekind ന്റെ കട്ട്,Dedekind કટ
ഡെഡെകിൻഡിന്റെ സിദ്ധാന്തം,ડેડેકાઇન્ડનું પ્રમેય
അനുമാനിക്കുക,તારવવું
കിഴിവ് രീതി,આનુમાનિક પદ્ધતિ
വികലമായ,ખામીયુક્ત
സമവാക്യം നിർവചിക്കുന്നു,વ્યાખ્યાયિત સમીકરણ
നിശ്ചിത അവിഭാജ്യ,ચોક્કસ અભિન્ન
നിശ്ചിത മാട്രിക്സ്,ચોક્કસ મેટ્રિક્સ
നിർവചനം,વ્યાખ્યા
രൂപഭേദം വക്രം,વિરૂપતા વળાંક
രൂപഭേദം വരുത്തിയ ഉപരിതലം,વિકૃત સપાટી
അപചയം,અધોગતિ
ഗതാഗത പ്രശ്‌നങ്ങളിലെ അപചയം,પરિવહન સમસ્યાઓમાં અધોગતિ
ഡിഗ്രി,ડિગ્રી
ഡിഫറൻഷ്യൽ സമവാക്യത്തിന്റെ ബിരുദം,વિભેદક સમીકરણની ડિગ્રી
സ്വാതന്ത്ര്യത്തിന്റെ ബിരുദം,સ્વતંત્રતાની ડિગ્રી
ബഹുപദത്തിന്റെ ബിരുദം,બહુપદીની ડિગ્રી
ഇല്ലാതാക്കിയ അയൽപക്കം,પડોશ કાઢી નાખ્યો
ഡെൽറ്റ പ്രവർത്തനം,ડેલ્ટા કાર્ય
ഡിമാൻഡും യൂട്ടിലിറ്റി വക്രവും,માંગ અને ઉપયોગિતા વળાંક
ഡിമാൻഡ് സമവാക്യം,માંગ સમીકરણ
ഡിമാൻഡ് ഫംഗ്ഷൻ,માંગ કાર્ય
ജനസംഖ്യാ പഠനം,વસ્તી વિષયક અભ્યાસ
ജനസംഖ്യാശാസ്ത്രം,વસ્તીવિષયક
ഡി മോവ്രെയുടെ സിദ്ധാന്തം,ડી મોઇવરનું પ્રમેય
പ്രകടിപ്പിക്കുക,દર્શાવો
പ്രകടനം,પ્રદર્શન
പ്രദർശന ജ്യാമിതി,નિદર્શન ભૂમિતિ
ഡിനോമിനേറ്റർ,છેદ
ഇടതൂർന്ന സെറ്റ്,ગાઢ સમૂહ
സാന്ദ്രത,ઘનતા
എണ്ണമറ്റ സെറ്റ്,અસંખ્ય સમૂહ
പുറപ്പെടുന്ന വേരിയബിളുകൾ,પ્રસ્થાન ચલ
ആശ്രിത സംഭവം,આશ્રિત ઘટના
ആശ്രിത റാൻഡം വേരിയബിൾ,આશ્રિત રેન્ડમ ચલ
ആശ്രിത വേരിയബിൾ,આશ્રિત ચલ
ആശ്രിത വേരിയേറ്റ്,આશ્રિત વિવિધતા
വിഷാദം ആംഗിൾ,હતાશા કોણ
വ്യുൽപ്പന്നം,વ્યુત્પત્તિ
ഡെറിവേറ്റീവ്,વ્યુત્પન્ન
ഉരുത്തിരിഞ്ഞ പരമ്പര,વ્યુત્પન્ન શ્રેણી
ഉരുത്തിരിഞ്ഞ സെറ്റ്,મેળવેલ સમૂહ
അവരോഹണം,ઉતરતા
അവരോഹണ ക്രമം,ઉતરતા ક્રમમાં
അവരോഹണ പരമ്പര,ઉતરતી શ્રેણી
വിവരണാത്മക ജ്യാമിതി,વર્ણનાત્મક ભૂમિતિ
വിവരണാത്മക മാതൃക,વર્ણનાત્મક મોડેલ
വിവരണാത്മക സ്ഥിതിവിവരക്കണക്കുകൾ,વર્ણનાત્મક આંકડા
ഡിസൈൻ,ડિઝાઇન
പരീക്ഷണത്തിന്റെ രൂപകൽപ്പന,પ્રયોગની ડિઝાઇન
ഡെസ്ക് കാൽക്കുലേറ്റർ,ડેસ્ક કેલ્ક્યુલેટર
കണ്ടെത്തൽ,શોધ
ഡിറ്റർമിനന്റ്,નિર્ણાયક
ഡിറ്റർമിനന്റ് റാങ്ക്,નિર્ણાયક ક્રમ
നിർണ്ണയിക്കുക,નક્કી કરો
നിർണ്ണായക മാതൃക,નિર્ધારિત મોડેલ
നിർണ്ണായക പ്രശ്നം,નિર્ધારિત સમસ્યા
വ്യതിയാനം,વિચલન
വ്യതിയാനം ഗുണകം,વિચલન ગુણાંક
ഡയാഡിക് സിസ്റ്റം,ડાયડિક સિસ્ટમ
ഡയഗണൽ,કર્ણ
ഒരു മാട്രിക്സിന്റെ ഡയഗണലൈസേഷൻ,મેટ્રિક્સનું વિકર્ણીકરણ
ഡയഗണൽ മാട്രിക്സ്,કર્ણ મેટ્રિક્સ
ഡയഗണൽ സമാനത,કર્ણ સમાનતા
ഡയഗ്രം,રેખાકૃતિ
ഡയഗ്രമാറ്റിക് രീതി,રેખાકૃતિ પદ્ધતિ
ഡയഗ്രമാറ്റിക് അവതരണം,રેખાકૃતિ પ્રસ્તુતિ
വ്യാസം,વ્યાસ
ഒരു സെറ്റിന്റെ വ്യാസം,સમૂહનો વ્યાસ
വിപരീതമായി,ડાયમેટ્રિકલી વિરુદ્ધ
പകിട എറിയുക,ડાઇસ ફેંકવું
ദ്വിമുഖ വർഗ്ഗീകരണം,દ્વિભાષી વર્ગીકરણ
ദ്വിമുഖം,દ્વિભાષા
നിഘണ്ടു ക്രമം,શબ્દકોશ ક્રમ
വ്യത്യാസം കണക്കുകൂട്ടൽ,તફાવત કેલ્ક્યુલસ
വ്യത്യാസ സമവാക്യം,તફાવત સમીકરણ
വ്യത്യാസം ഫോർമുല,તફાવત સૂત્ર
വ്യത്യാസം രീതി,તફાવત પદ્ધતિ
സെറ്റുകളുടെ വ്യത്യാസം,સેટનો તફાવત
വ്യത്യസ്തമായ,વિભેદક
വ്യത്യസ്തമായ വക്രം,વિભેદક વળાંક
വ്യത്യസ്തമായ പ്രവർത്തനം,વિભેદક કાર્ય
വ്യത്യസ്തമായ,વિભેદક
ഡിഫറൻഷ്യൽ കാൽക്കുലസ്,વિભેદક કલન
ഡിഫറൻഷ്യൽ കോഫിഫിഷ്യന്റ്,વિભેદક ગુણાંક
ഡിഫറൻഷ്യൽ സമവാക്യം,વિભેદક સમીકરણ
ഡിഫറൻഷ്യൽ ഫോം,વિભેદક સ્વરૂપ
ഡിഫറൻഷ്യൽ ഫോർമുല,વિભેદક સૂત્ર
ഡിഫറൻഷ്യൽ ഫംഗ്ഷൻ,વિભેદક કાર્ય
ഡിഫറൻഷ്യൽ ജ്യാമിതി,વિભેદક ભૂમિતિ
ഉയർന്ന ക്രമത്തിന്റെ വ്യത്യാസം,ઉચ્ચ ક્રમનો તફાવત
ഡിഫറൻഷ്യൽ ഘടകം,વિભેદક ભાગ
വേർതിരിക്കുക,તફાવત કરવો
വ്യത്യാസം,તફાવત
ഡിഫറൻഷ്യേഷൻ ഫോർമുല,ભિન્નતા સૂત્ર
വെക്റ്ററിന്റെ വ്യത്യാസം,વેક્ટરનો તફાવત
വ്യാപനം,પ્રસરણ
അക്കം,અંક
ഡിജിറ്റൽ കമ്പ്യൂട്ടർ,ડિજિટલ કમ્પ્યુટર
ഡിജിറ്റൽ ഡാറ്റ,ડિજિટલ ડેટા
മാനം,પરિમાણ
മാനം,પરિમાણ
അളവില്ലാത്ത,પરિમાણહીન
ഒരു സമവാക്യത്തിന്റെ അളവ്,સમીકરણનું પરિમાણ
diophantine സമവാക്യം,ડાયોફેન્ટાઇન સમીકરણ
മുക്കി കോൺ,ડૂબકી કોણ
ഡിപോളാർ കോർഡിനേറ്റുകൾ,દ્વિધ્રુવી કોઓર્ડિનેટ્સ
ദ്വിധ്രുവം,દ્વિધ્રુવ
ഡിപിരമിഡ് (ബൈപിരമിഡ്),ડીપીરામીડ (બાયપીરામિડ)
ഡിറാക് ഡെൽറ്റ ഫംഗ്‌ഷൻ,ડીરાક ડેલ્ટા ફંક્શન
നേരിട്ടുള്ള പൊതു ടാൻജെന്റ്,સીધી સામાન્ય સ્પર્શક
സംവിധാനം ആംഗിൾ,નિર્દેશિત કોણ
സംവിധാനം ചെയ്ത ലൈൻ,નિર્દેશિત રેખા
ദിശാസൂചന ഡെറിവേറ്റീവ്,દિશાત્મક વ્યુત્પન્ન
ദിശ കോസൈൻ,દિશા કોસાઇન
മാക്സിമയുടെ ദിശ,મેક્સિમાની દિશા
പ്രൊജക്ഷന്റെ ദിശ,પ્રક્ષેપણની દિશા
ദിശ അനുപാതം,દિશા ગુણોત્તર
ഡയറക്ടർ സർക്കിൾ,ડિરેક્ટર વર્તુળ
ഡയറക്ടർ മണ്ഡലം,દિગ્દર્શક ક્ષેત્ર
നേരിട്ടുള്ള ഉൽപ്പന്നം,સીધું ઉત્પાદન
നേരിട്ടുള്ള തെളിവ്,સીધો પુરાવો
നേരിട്ടുള്ള അനുപാതം,સીધું પ્રમાણ
ഡയറക്‌ട്രിക്സ്,ડાયરેક્ટ્રીક્સ
നേരിട്ടുള്ള തുക,સીધી રકમ
വിച്ഛേദിച്ച സെറ്റുകൾ,ડિસ્કનેક્ટ થયેલ સેટ
നിർത്തലാക്കൽ,નિરંતરતા
ഡെറിവേറ്റീവിന്റെ നിർത്തലാക്കൽ,વ્યુત્પન્નતાની વિરામ
ആദ്യ തരത്തിലുള്ള നിർത്തലാക്കൽ,પ્રથમ પ્રકારની અવ્યવસ્થા
രണ്ടാമത്തെ തരത്തിലുള്ള നിർത്തലാക്കൽ,બીજા પ્રકારની અવ્યવસ્થા
തുടർച്ചയായ വിതരണം,અવ્યવસ્થિત વિતરણ
തുടർച്ചയായ പ്രവർത്തനം,અવ્યવસ્થિત કાર્ય
തുടർച്ചയായ വേരിയേറ്റ്,અવ્યવસ્થિત વિવિધતા
വ്യതിരിക്തമായ,અલગ
വ്യതിരിക്തമായ വിതരണം,સ્વતંત્ર વિતરણ
ഡിസ്ക്രീറ്റ് പ്രോബബിലിറ്റി ഡിസ്ട്രിബ്യൂഷൻ,સ્વતંત્ર સંભાવના વિતરણ
ഡിസ്ക്രീറ്റ് റാൻഡം വേരിയബിൾ,અલગ રેન્ડમ ચલ
വ്യതിരിക്ത സാമ്പിൾ സ്ഥലം,અલગ નમૂના જગ્યા
വ്യതിരിക്തമായ സെറ്റ്,સ્વતંત્ર સમૂહ
വ്യതിരിക്ത സ്ഥലം,અલગ જગ્યા
വ്യതിരിക്ത ടോപ്പോളജി,સ્વતંત્ર ટોપોલોજી
വ്യതിരിക്തമായ വ്യതിയാനം,અલગ અલગ
വിവേചനം,ભેદભાવપૂર્ણ
വിവേചനപരമായ വിശകലനം (=വിവേചന വിശകലനം),ભેદભાવપૂર્ણ વિશ્લેષણ (=ભેદભાવપૂર્ણ વિશ્લેષણ)
വേർപിരിയുക,વિચ્છેદ
പരസ്പരവിരുദ്ധമായ സംഭവങ്ങൾ,અસંબંધિત ઘટનાઓ
വിഭജന സെറ്റുകൾ,ડિસજોઇન્ટ સેટ
അവ്യക്തമായ യൂണിയൻ,જોડાણ તોડી નાખવું
വിച്ഛേദനം,વિભાજન
വിസരണം,વિક્ષેપ
ഡിസ്പേർഷൻ ചാർട്ട്,વિક્ષેપ ચાર્ટ
വിസരണം സ്ഥിരമായ,વિક્ષેપ સતત
ഡിസ്പർഷൻ ഡയഗ്രം,વિક્ષેપ રેખાકૃતિ
ഡിസ്പർഷൻ മാട്രിക്സ് (=കോവേരിയൻസ് മാട്രിക്സ്),વિક્ષેપ મેટ્રિક્સ (=કોવરિઅન્સ મેટ્રિક્સ)
സ്ഥാനമാറ്റാം,વિસ્થાપન
ഡിസ്പ്ലേ,પ્રદર્શન
ഡിസ്പ്ലേ യൂണിറ്റ് (=കൺസോൾ),ડિસ્પ્લે યુનિટ (=કન્સોલ)
സമാനതകളില്ലാത്ത,ભિન્ન
വിഘടിപ്പിക്കുന്ന ശക്തികൾ,વિઘટનકારી દળો
ദൂരം പ്രവർത്തനം,અંતર કાર્ય
ദൂരം മോഡുലസ്,અંતર મોડ્યુલસ
വിതരണ രഹിത രീതി,વિતરણ-મુક્ત પદ્ધતિ
വിതരണ നിയമം,વિતરણ કાયદો
വ്യതിചലിക്കുക,અલગ થવું
വ്യതിചലനം,વિચલન
വ്യതിചലന സിദ്ധാന്തം,વિચલન પ્રમેય
വ്യത്യസ്തമായ,જુદીજુદી
വ്യത്യസ്‌ത പരമ്പര,અલગ શ્રેણી
വിഭജിച്ച വ്യത്യാസം,વિભાજિત તફાવત
വിഭജനം,વિભાજ્યતા
ഹരിക്കാവുന്ന,વિભાજ્ય
ഡിവിഷൻ,વિભાગ
ഡിവിഷൻ അൽഗോരിതം,વિભાજન અલ્ગોરિધમ
ഡിവിഷൻ റിംഗ്,ડિવિઝન રિંગ
ഡോഡെകഗൺ,ડોડેકાગોન
ഡോഡെകാഹെഡ്രോൺ,ડોડેકાહેડ્રોન
ഡൊമെയ്ൻ,ડોમેન
ഒരു ഫംഗ്ഷന്റെ ഡൊമെയ്ൻ,ફંક્શનનું ડોમેન
നിർവചനത്തിന്റെ ഡൊമെയ്ൻ,વ્યાખ્યાનું ક્ષેત્ર
അസ്തിത്വത്തിന്റെ ഡൊമെയ്ൻ,અસ્તિત્વનું ક્ષેત્ર
പ്രബലമായ തന്ത്രം,પ્રભાવશાળી વ્યૂહરચના
ഡോപ്ലർ പ്രഭാവം,ડોપ્લર અસર
ഡോട്ട് ഉൽപ്പന്നം,ડોટ ઉત્પાદન
കുത്തുകളുള്ള വക്രം,ડોટેડ વળાંક
ഇരട്ട വ്യത്യാസം,ડબલ તફાવત
ഇരട്ട എക്‌സ്‌പോണൻഷ്യൽ ഡിസ്ട്രിബ്യൂഷൻ,ડબલ ઘાતાંકીય વિતરણ
ഇരട്ട ഹെലിക്സ്,ડબલ હેલિક્સ
ഇരട്ട ഇന്റഗ്രൽ,ડબલ અભિન્ન
ഇരട്ട സംയോജനം,ડબલ એકીકરણ
ഇരട്ട പരിധി,ડબલ મર્યાદા
ഇരട്ട സാമ്പിൾ പ്ലാൻ,ડબલ સેમ્પલિંગ પ્લાન
ഇരട്ട ക്രമം,ડબલ ક્રમ
ഇരട്ട പരമ്പര,ડબલ શ્રેણી
ഇരട്ട പ്രത്യയ നൊട്ടേഷൻ,ડબલ પ્રત્યય સંકેત
ഇരട്ട സംഗ്രഹം,ડબલ સમીકરણ
താഴേക്കുള്ള ത്വരണം,નીચે તરફ પ્રવેગક
താഴേക്കുള്ള സ്ഥാനചലനം,નીચે તરફનું વિસ્થાપન
താഴേക്കുള്ള ചലനം,નીચેની ગતિ
താഴേക്കുള്ള വേഗത,નીચે તરફનો વેગ
വലിച്ചിടുക,ખેંચો
ഡ്രാഗ് ഫോഴ്സ്,ખેંચો બળ
ഇരട്ട,દ્વિ
ഇരട്ട അടിസ്ഥാനം,બેવડા આધાર
ഇരട്ട ആന്തരിക ഉൽപ്പന്നം,દ્વિ આંતરિક ઉત્પાદન
ഡ്യുവൽ ലീനിയർ പ്രോഗ്രാമിംഗ് പ്രശ്നം,ડ્યુઅલ રેખીય પ્રોગ્રામિંગ સમસ્યા
ഇരട്ട പ്രവർത്തനം,ડ્યુઅલ ઓપરેશન
ഇരട്ട പ്രശ്നം,બેવડી સમસ્યા
ഡ്യുവൽ സിംപ്ലക്സ് അൽഗോരിതം,ડ્યુઅલ સિમ્પ્લેક્સ અલ્ગોરિધમ
ഡ്യുവൽ സിംപ്ലക്സ് ടെക്നിക്,ડ્યુઅલ સિમ્પ્લેક્સ તકનીક
ഡ്യുവൽ സ്പേസ്,બેવડી જગ્યા
ഡ്യുവൽ വേരിയബിൾ,દ્વિ ચલ
ഡ്യുവൽ വെക്റ്റർ സ്പേസ്,ડ્યુઅલ વેક્ટર જગ્યા
ഡമ്മി സൂചിക,બનાવટી અનુક્રમણિકા
ഡമ്മി സബ്സ്ക്രിപ്റ്റ്,ડમી સબસ્ક્રીપ્ટ
ഡമ്മി പ്രത്യയം,બનાવટી પ્રત્યય
ഡമ്മി വേരിയബിൾ,ડમી ચલ
ഡ്യൂപ്ലിക്കേറ്റർ പ്രക്രിയ,ડુપ્લિકેટર પ્રક્રિયા
ചലനാത്മകം,ગતિશીલ
ചലനാത്മക സംവിധാനം,ગતિશીલ સિસ્ટમ
ഡൈനാമിക് ഡിമാൻഡ് ഫംഗ്ഷൻ,ગતિશીલ માંગ કાર્ય
ഡൈനാമിക് മോഡൽ,ગતિશીલ મોડેલ
ഡൈനാമിക് പ്രോഗ്രാമിംഗ്,ગતિશીલ પ્રોગ્રામિંગ
ഡൈനാമിക് പ്രോഗ്രാമിംഗ് സമീപനം,ગતિશીલ પ્રોગ્રામિંગ અભિગમ
ഡൈനാമിക് പ്രോഗ്രാമിംഗ് ടെക്നിക്,ગતિશીલ પ્રોગ્રામિંગ તકનીક
ചലനാത്മകത,ગતિશીલતા
ഒരു കണത്തിന്റെ ചലനാത്മകത,કણની ગતિશીલતા
ദൃഢമായ ശരീരങ്ങളുടെ ചലനാത്മകത,કઠોર શરીરની ગતિશીલતા
ഭൂമി,પૃથ્વી
ഭൂകമ്പ തീവ്രത,ભૂકંપની તીવ્રતા
ഉത്കേന്ദ്രത,તરંગીતા
ഗ്രഹണം,ગ્રહણ
ഇക്കണോമെട്രിക് പ്രവചനം,ઇકોનોમેટ્રિક આગાહી
സാമ്പത്തിക ശാസ്ത്രജ്ഞൻ,અર્થશાસ્ત્રી
ഇക്കണോമെട്രിക്സ്,અર્થશાસ્ત્ર
സാമ്പത്തികശാസ്ത്രം,અર્થશાસ્ત્ર
അറ്റം,ધાર
