Assamese,Marathi
মেৰুকৰণৰ পৰিমাণ,ध्रुवीकरणाचे परिमाण
নিখুঁততাৰ পৰিমাণ,अचूकतेचे प्रमाण
ডিহুমিডিফিকেশন,आर्द्रीकरण
বিআয়নীয়কৰণ,डीआयनीकरण
পলম কৰা,विलंब
বিলম্বিত,उशीर झालेला
স্থানীয়কৰণ,स्थानिकीकरण
ডেল্টা ফাংচন,डेल्टा फंक्शन
বিচুম্বকীয়কৰণ,विचुंबकीकरण
বিচুম্বকীয় বক্ৰ,चुंबकीय वक्र
ডিমেগনেটাইজাৰ,डिमॅग्नेटायझर
ডিমডুলেচন,demodulation
ঘন ভিৰ,दाट गर्दी
ঘনত্ব গেজ,घनता मापक
"ঘনত্ব, ঘনত্ব","घनता, घनता"
মূল্য হ্ৰাসৰ স্তৰ,घसारा पातळी
ডিপ্লিচন জ&#39;ন,क्षीणता क्षेत्र
বিমেৰুকৰণ,अध्रुवीकरण
ডিমেৰুকৃত,depolarized
ডিপোলাৰাইজাৰ,डिपोलायझर
"ক্ষেত্ৰৰ গভীৰতা, ক্ষেত্ৰৰ তীব্ৰতা","फील्डची खोली, फील्डची तीव्रता"
"ব্যুৎপন্ন মেৰুগ্ৰাম, ব্যুৎপন্ন মেৰুগ্ৰাম","व्युत्पन्न polarogram, व्युत्पन्न polarogram"
ব্যুৎপত্তি কৰা হৈছে,साधित
"অৱতৰণ কৰা, অৱতৰণ কৰা","उतरते, उतरते"
"বংশ, বংশ","वंश, वंश"
"বৰ্ণনা, নিৰ্মাণ, আঁকিব","वर्णन करा, तयार करा, काढा"
হৰ,भाजक
"ডিজাইন কৰা, ডিজাইন কৰা (n.) ডিজাইন কৰা, ডিজাইন কৰা (n.)","रचना करणे, रचना करणे (n.) रचना करणे, रचना करणे (n.)"
ধ্বংস,नाश
ধ্বংসাত্মক হস্তক্ষেপ,विध्वंसक हस्तक्षेप
"ধ্বংসাত্মক, ধ্বংসাত্মক","विध्वंसक, विध्वंसक"
"চিনাক্তকৰণ, ধৰা পেলোৱা","ओळख, ओळख"
সংগ্ৰাহক,कलेक्टर
ডিটাৰ্মিনিজম,निर्धारवाद
নিৰ্ণায়ক,निर्धारक
সংকল্প,निर्धार
নিৰ্ধাৰণ কৰিবলৈ,ठरवण्यासाठी
নিৰূপিত,ठरवले
ডিউটেৰন,ड्यूटरॉन
"প্ৰকাশ, বিকাশ, বিকাশ","व्यक्त करणे, विकसित करणे, विकसित करणे"
"ডেভেলপাৰ, ডেভেলপাৰ","विकसक, विकसक"
"উন্নয়ন, উন্নয়ন","विकास, विकास"
বিচ্যুতি,विचलन
শিশিৰ,दव
শিশিৰ বিন্দু,दव बिंदू
দক্ষিণ মেৰুকৰণকাৰী,दक्षिण ध्रुवीकरण
ডায়েগনষ্টিক পৰীক্ষা,निदान चाचणी
তিৰ্যক,कर्ण
ডায়েগ্ৰাম,आकृती
ডায়েগ্ৰাম,आकृती
ডায়েল কৰক,डायल
ডাইমেগনেটিক,डायमॅग्नेटिक
"ডাইমেগনেট&#39;লজী, ডাইমেগনেটিক পদাৰ্থ","डायमॅग्नेटोलॉजी, डायमॅग्नेटिक सामग्री"
ডাইমেগনেটিজম,डायमॅग्नेटिझम
ব্যাস,व्यासाचा
ডায়েমেট্ৰিকভাৱে বিপৰীত,diametrically विरुद्ध
"হীৰা, হীৰা","हिरा, हिरा"
ডায়েফ্ৰাম ডায়েফ্ৰাম,"डायाफ्राम, डायाफ्राम"
তাপ বিনিময়,उष्णता विनिमय
তাপ বিনিময়,उष्णता विनिमय
"ডাইটনিক স্বৰাগ্ৰাম, ডাইটনিক স্বৰাগ্ৰাম","डायटोनिक स्वरग्राम, डायटोनिक स्वरग्राम"
"bifurcation, অৰ্ধ-কলা","विभाजन, अर्ध-कला"
ডাইক্ৰ&#39;মেট কোষ,डायक्रोमेट सेल
"দ্বৈততা, দৃশ্যমান দ্বৈততা, স্তৰৰ দ্বৈততা","द्विविभाजन, दृश्‍य द्वंद्व, पातळी द्वंद्व"
ডিক্টাফোন,डिक्टाफोन
ডাইলেক্ট্ৰিক,डायलेक्ट्रिक
ডাইলেক্ট্ৰিকছ,डायलेक्ट्रिक्स
ডিজেল চক্ৰ,डिझेल सायकल
গেপ,अंतर
"ডিফাৰেন্সিয়েল ফ্ৰিকুৱেন্সি, বিয়োগ কম্পাঙ্ক","विभेदक वारंवारता, विचलन वारंवारता"
"ডিফাৰেন্সিয়েল, ডিফাৰেন্সিয়েল, ডিফাৰেন্সিয়েল, ডিফাৰেন্সিয়েল, ইন্টাৰষ্টিচিয়েল, ডিফাৰেন্সিয়েল","भिन्नता, भिन्नता, भिन्नता, भिन्नता, अंतराळ, भिन्नता"
ভিন্নতামূলক শোষণ,विभेदक शोषण
ডিষ্টিংচন এম্প্লিফায়াৰ,डिस्टिंक्शन एम्पलीफायर
"পেনেট্ৰেটিভ কেলৰিমিটাৰ, পেনেট্ৰেটিভ কেলৰিমিটাৰ","penetrative calorimeter, penetrative calorimeter"
ডিফাৰেন্সিয়েল কেপাচিটৰ,विभेदक कॅपेसिटर
ডিফাৰেন্সিয়েল জ&#39;ন,विभेदक झोन
ডিফাৰেন্সিয়েল প্ৰসাৰণ,विभेदक प्रसार
অৱভেদ্য সমীকৰণ,विभेदक समीकरण
ভিন্নতামূলক বিলুপ্তি সহগ,विभेदक विलोपन गुणांक
ইন্টাৰমিটাৰ আয়নীয়কৰণ কক্ষ,इंटरमीटर आयनीकरण कक्ष
ডিফাৰেন্সিয়েল আইছ’ট’প পদ্ধতি,विभेदक समस्थानिक पद्धत
ডিফাৰেন্সিয়েল বেগ,विभेदक वेग
পাৰ্থক্য কৰা,वेगळे करणे
"পৃথক, পৃথক","भिन्न, भिन्नता"
"পাৰ্থক্য, পাৰ্থক্য","भिन्नता, भिन्नता"
বিবৰ্তন,विवर्तन
বিবৰ্তনমাপক,डिफ्रॅक्टोमीटर
"বিক্ষিপ্ত, বিক্ষিপ্ত","पसरलेले, पसरलेले"
বিক্ষিপ্ত,पसरलेले
প্ৰসাৰণ,प्रसार
বিস্তাৰ ক্ষমতা,प्रसार
"অংক, ব্যাস, আঙুলি","अंक, व्यास, बोट"
ডিজিটেল ৰেকৰ্ডিং,डिजिटल रेकॉर्डिंग
ডিজিটেল ভল্টমিটাৰ,डिजिटल व्होल्टमीटर
দ্বি-আইছ’ট’পিক মৌল,द्वि-समस्थानिक घटक
প্ৰসাৰণ,प्रसार
প্ৰসাৰণ বিকৃতি,विस्तार विकृती
বহিঃতাপমাপক,एक्सोथर्मोमीटर
ভিছফাৰিনি,विसफरिणी
"সম্প্ৰসাৰণ, দৈৰ্ঘ্য-প্ৰস্থ, মাত্ৰা, শক্তি","विस्तार, लांबी-रुंदी, परिमाण, शक्ती"
মাত্ৰিক,मितीय
মাত্ৰাগততা,आयाम
বীমা ইউনিট,विमा युनिट
মাত্ৰাহীন মাত্ৰা,आकारहीन परिमाण
"মূল্য হ্ৰাস, হ্ৰাস","घसारा, घट"
উজ্জ্বল,तेजस्वी
ডাইঅ&#39;ড,डायोड
ডাইঅপ্টাৰ,diopter
বিবৰ্তন অঞ্চল,अपवर्तन क्षेत्र
ৰিফ্ৰেক্টিং লেন্স,अपवर्तक लेन्स
"bow down, প্ৰণাম কৰা, ট্ৰাফ","नतमस्तक, नतमस्तक, कुंड"
পতনৰ কোণ,पडण्याचा कोन
ডাইপোল,द्विध्रुव
বাইপোলাৰ স্তৰ,द्विध्रुवीय थर
dirac ডেল্টা ফাংচন,डायरॅक डेल्टा फंक्शन
"পোন, পোন, পোন, প্ৰত্যক্ষ, বিপৰীত","सरळ, सरळ, सरळ, थेट, विरुद्ध"
anulom সম্পৰ্ক,अनुलोम सहसंबंध
প্ৰত্যক্ষ বিদ্যুৎ প্ৰবাহ,थेट वर्तमान
পোনপটীয়া,थेट
"প্ৰত্যক্ষ প্ৰভাৱ, প্ৰত্যক্ষ প্ৰভাৱ","थेट फटका, सरळ फटका"
"দিশ, দিশ","दिशा, दिशा"
দিশগত,दिशात्मक
স্থানৰ স্থিৰতা,जागा स्थिरता
"ডাইকোচিন, ডাইকো-কোচাইন","डिकोसाइन, डिको-कोसाइन"
"দিশগত, দিশগত, দিশগত","दिशात्मक, दिशात्मक, दिशात्मक"
দিশগততা,दिशादर्शकता
সাধাৰণ জালি,सामान्य जाळी
সৰলৰেখা,सरळ रेषा
ক্ৰমিক অনুপাত,अनुक्रमिक गुणोत्तर
প্ৰত্যক্ষ পদ্ধতি,थेट पद्धत
দিশ,दिशा
প্ৰত্যক্ষ পঢ়া যন্ত্ৰ,थेट वाचन साधन
সন্মুখত টেলিস্কোপ,समोर दुर्बीण
"বস্তু, বৃত্ত, ডিস্ক, ডিস্ক","ऑब्जेक्ट, वर्तुळ, डिस्क, डिस्क"
"বিসৰ্জন, ইফিউচন, ব্লিচিং","विसर्जन, प्रवाह, ब्लीचिंग"
পানীত ডুবাই ৰখা,पाण्यात विसर्जन
"বিচ্ছিন্নতা, বিচ্ছিন্নতা, ভাঙন","खंडितता, खंडितता, फ्रॅक्चर"
বিচ্ছিন্ন,खंडित
"গৱেষণা, অনুসন্ধান","संशोधन, शोध"
অমিল,विसंगती
কণা,कण
"অৱতল এন্টেনা, ডিচ এন্টেনা","अवतल अँटेना, डिश अँटेना"
"দ্ৰৱণ, দানা","विघटन, दाणेदार"
দ্ৰৱণ ধ্ৰুৱক,विघटन स्थिर
অপচয় শক্তি,अपव्यय ऊर्जा
দ্ৰৱীভূত আধাজীৱন,विघटन अर्ध-जीवन
দ্ৰৱণীয় পৰিসৰ,विघटन श्रेणी
"ডিচলকেচন, ডিচলকেচন, ডিচলকেচন, ডিচলকেচন","अव्यवस्था, अव्यवस्था, अव्यवस्था, अव्यवस्था"
"ফল্ট লাইন, ফল্ট কোৰ","फॉल्ट लाइन, फॉल्ट कोर"
দোষ লুপ,फॉल्ट लूप
"বিকাৰ, বিকাৰ, বিকাৰ","अव्यवस्था, अव्यवस्था, अव्यवस्था"
বিশৃংখলতা,गोंधळ
"বিভ্ৰান্তি, বিভ্ৰান্তি","गोंधळ, गोंधळ"
"বিক্ষিপ্ত, বিক্ষিপ্ত","विखुरलेले, विखुरलेले"
"বিক্ষিপ্ততা, বিক্ষিপ্ততা","फैलाव, विखुरणे"
প্ৰজেক্টাইল,प्रक्षेपण
বিক্ষিপ্তকাৰী,dispersant
প্ৰতিফলনশীলতা,चिंतनशीलता
স্থানচ্যুতি,विस्थापन
প্ৰদৰ্শন,प्रदर्शन
কনছ&#39;ল,कन्सोल
বিচ্ছিন্নতা বল,विघटन शक्ती
অসমান,असमान
ক্ষয় সহগ,क्षय गुणांक
জাৰণকাৰী,संक्षारक
ক্ষয় ব্যৱস্থা,क्षय प्रणाली
পৃথক কৰিব পৰা,वेगळे करण्यायोग्य
পৃথক কৰা হৈছে,वेगळे केले
disposition,स्वभाव
অসংগততা,विसंगतता
দূৰত্ব,अंतर
দূৰৈৰ,दूरवर
"সুকীয়া, সুকীয়া, সুকীয়া, প্ৰকাশভংগী","वेगळे, वेगळे, वेगळे, अर्थपूर्ण"
বৈষম্য,भेदभाव
বিচ্ছিন্ন সম্পত্তি,स्वतंत्र मालमत्ता
"পাৰ্থক্য কৰা, পাৰ্থক্য কৰা","वेगळे करणे, वेगळे करणे"
বিকৃত,विकृत
বিকৃতি,विकृती
বিকৃতিৰ স্থিতিস্থাপকতা,विकृत लवचिकता
বিতৰণ কৰা এম্প্লিফায়াৰ,वितरित अॅम्प्लीफायर
"বিতৰণ, বিতৰণ","वितरण, वितरण"
"বিতৰণ নিয়ম, বিতৰণ নিয়ম","वितरण नियम, वितरण नियम"
বিঘিনি,अडथळा
"distressed, বিঘ্নিত ভাৰসাম্য","व्यथित, विस्कळीत समतोल"
বিৰক্তিকৰ শক্তি,त्रासदायक शक्ती
"আহনিক, দিবাচাৰ, দিবা, দৈনিক","आहनिक, दिवाचार, दिवा, दैनिक"
দৈনিক গতি,रोजचा वेग
দ্বিসম্বন্ধীয়,द्विसंवेदी
"dissipate, বিসৰ্জন","उधळणे, उधळणे"
"বিচ্ছিন্নতা, বিচ্ছিন্নতা, বিচ্ছিন্নতা","भिन्नता, विचलन, भिन्नता"
ডাইভাৰ্জেন্ট,वळवणारा
ডাইভাৰচন,वळवणे
"বিভক্ত, বিভক্ত","विभागलेला, विभागलेला"
"বিভাজন, বিভাজন, বিভাজন","विभागणी, विभागणी, विभागणी"
আয়নমণ্ডলৰ D স্তৰ,आयनोस्फियरचा डी थर
"অঞ্চল, প্ৰদেশ, অঞ্চল, ডমেইন","प्रदेश, प्रांत, प्रदेश, डोमेन"
"গম্বুজ, গম্বুজ","घुमट, घुमट"
প্ৰভাৱশালী স্থান,प्रभावशाली स्थिती
দাতাৰ স্তৰত,दाता पातळी
মদিত সন্ধি,मदित तह
"ব্যভিচাৰ, ব্যভিচাৰ","भेसळ, भेसळ"
ডপলাৰ ইফেক্ট,डॉपलर प्रभाव
"ডোজ, ডোজ","डोस, डोस"
কোৱাণ্টোমিটাৰ,क्वांटोमीटर
"বিন্দুযুক্ত, বিন্দুযুক্ত","ठिपके, ठिपके"
"দ্বৈত, দ্বৈত, যোৰ, দ্বৈত, সাধাৰণ, দ্বৈত","दुहेरी, द्विगुणित, जोडी, दुहेरी, सामान्य, द्विभाजक"
ডাবল বণ্ড,दुहेरी बाँड
দ্বি-উত্তল লেন্স,द्विकोनव्हेक्स लेन्स
দ্বি-উত্তল লেন্স,द्विकोनव्हेक्स लेन्स
বাইনাৰী ডিফাৰেন্সিয়েল,बायनरी भिन्नता
ডাবল আয়নীয়কৰণ,दुहेरी आयनीकरण
ডাবল অণু,दुहेरी रेणू
ডাবল প্ৰিচিচন,दुहेरी अचूकता
ডাবল ৰিফ্ৰেকচন,दुहेरी अपवर्तन
ডাবল ছিৰিজ,दुहेरी मालिका
যোৰ তৰা,तारे जोडी
দুণ্ডণ,दुप्पट
achromatic লেন্স যোৰ,अॅक्रोमॅटिक लेन्स जोडी
"প্ৰসাৰণ, প্ৰসাৰণ","प्रसार, विस्तार"
দুগুণ আধানযুক্ত কণা,दुप्पट चार्ज केलेला कण
উভচৰ দুৰ্নীতিগ্ৰস্ত,उभयचर भ्रष्ट
ডাবল আয়নীয়কৃত,दुहेरी ionized
তললৈ,खालच्या दिशेने
ট্ৰেকচন অক্সিজেন অক্সিজেন অৰ্ধ কম্পেক্ট,ट्रॅक्शन अयस्क सेमी कॉम्पॅक्ट
ট্ৰেকচন বল,कर्षण शक्ती
"wah, runoff, apodh, drift (খনন), পাঞ্জ (খাদ্য), বিচ্যুতি","वाह, प्रवाह, अपोध, प्रवाह (खाण), पंझ (अन्न), विस्थापन"
ৰানঅফ ষ্ট্ৰিম,प्रवाह प्रवाह
কাৰ্য্যকৰী,कार्यरत
পৰিবাহী ভল্টেজ,वहन व्होल्टेज
pety ball,लहान चेंडू
হঠাৎ বিৰতি,अचानक ब्रेक
"বিন্দু, মাইক্ৰ’ পইণ্ট, ড্ৰপলেট","बिंदू, सूक्ष्म बिंदू, थेंब"
পৰি যোৱা,पडणे
শুকান,कोरडे
শুকান শুকান হাইগ্ৰ’মিটাৰ,कोरडे कोरडे हायग्रोमीटर
বিফল যোগাযোগ,अयशस्वी संपर्क
"ডাবল অপাৰেচন, ডুৱেল অপাৰেচন","दुहेरी ऑपरेशन, दुहेरी ऑपरेशन"
ডাক্ট,वाहिनी
টান,तन्य
টান,तन्य
ডিম,मंद
নিঃশব্দ,नि:शब्द करा
নিক্ষেপ,पदच्युती
বমন তাৰা,वामन तारा
ডাবল অক্ষ,दुहेरी अक्ष
গতিশীল,गतिमान
গতিশীল,गतिमान
"গতিশীলতা, গতিশীলতা","गतिशीलता, गतिशीलता"
ডাইনামো,डायनॅमो
ডাইন কৰক,जेवण
"পৃথিৱী, পৃথিৱী","पृथ्वी, पृथ्वी"
ভূমিকম্পৰ তীব্ৰতা,भूकंपाची तीव्रता
পৃথিৱী উপগ্ৰহ,पृथ्वी उपग्रह
আৰ্থ সংযোগ ব্যৱস্থা,पृथ्वी कनेक्शन प्रणाली
মাটিৰ তাঁৰ,ग्राउंड वायर
"কেন্দ্ৰ, কেন্দ্ৰবিন্দু","केंद्र, मध्यवर्ती"
কেন্দ্ৰীয়তা,विलक्षणता
echelon,समकालीन
প্ৰতিধ্বনি,प्रतिध्वनी
ধাৰণা,गृहीतक
বিপ্লৱৰ বৃত্তাকাৰ স্থানাংক,क्रांती परिपत्रक समन्वय
ঘূৰ্ণীবতাহ,व्हर्लपूल
প্ৰান্তৰ দোষ,धार दोष
মূল-প্ৰভাৱ,कोर-प्रभाव
এডিছন কোষ,एडिसन सेल
সম্পাদনা কৰক,सुधारणे
কাৰ্যকৰী,प्रभावी
দক্ষতা,कार्यक्षमता
চেষ্টা কৰা,प्रयत्न
এৰি দিয়া,डिस्चार्ज
"ৰূপক, eigen","अलंकारिक, eigen"
অষ্টভুজ,अष्टकोनी
আইনষ্টাইন-বোজ বিতৰণ নিয়ম,आईन्स्टाईन-बोस वितरण कायदा
তৎক্ষণাত প্ৰভাৱ,तात्काळ प्रभाव
আইনষ্টাইনিয়াম,आइन्स्टाईनियम
আইনষ্টাইন স্মোলুচ’ভস্কি সমীকৰণ,आइन्स्टाईन स्मोलुचोव्स्की समीकरण
আইনষ্টাইন-জনসংখ্যা,आइन्स्टाईन-लोकसंख्या
বহিষ্কাৰ কৰা,हकालपट्टी
ইজেক্টৰ কেপচুল,इजेक्टर कॅप्सूल
ইজেক্টৰ,इजेक्टर
ক্লিয়াৰেন্স বৰ্ড,मंजुरी बोर्ड
বিপৰীত ধাৰণক্ষমতা,व्यस्त क्षमता
ইলাষ্টিক,लवचिक
"ইলাষ্টিক ভংগীমাৰ প্ৰভাৱ, ইলাষ্টিক ভংগীমা","लवचिक पवित्रा प्रभाव, लवचिक पवित्रा"
দোলনীয় শৰীৰ,दोलन शरीर
ইলাষ্টিকতা,लवचिकता
"ইলাষ্টিকমিটাৰ, ইলাষ্টিকমিটাৰ","इलॅस्टिकोमीटर, इलास्टिकमीटर"
ইলাষ্টিক নমনীয়তা,लवचिक लवचिकता
আয়নমণ্ডল ই-স্তৰ,ionosphere ई-स्तर
ইলেক্ট্ৰেট,इलेक्ट्रेट
"বৈদ্যুতিক, বৈদ্যুতিক","इलेक्ट्रिकल, इलेक्ट्रिकल"
বিদ্যুৎ,वीज
"বিদ্যুৎকৰণ, চাৰ্জিং","विद्युतीकरण, चार्जिंग"
বিদ্যুৎস্পৃষ্ট,विद्युतीकृत
"আধানযুক্ত কণা, আধানযুক্ত কণা","चार्ज केलेला कण, चार्ज केलेला कण"
ইলেক্ট্ৰ&#39;একাউষ্টিক,इलेक्ट्रोकॉस्टिक
ইলেক্ট্ৰ&#39;-একাউষ্টিকছ,इलेक्ट्रो-ध्वनीशास्त्र
ইলেক্ট্ৰ&#39;-থাৰ্মেল,इलेक्ट्रो-थर्मल
ইলেক্ট্ৰ&#39;কেমিকেল,इलेक्ट्रोकेमिकल
সমান্তৰাল,समतुल्य
ইলেক্ট্ৰ&#39;ড,इलेक्ट्रोड
ইলেক্ট্ৰ&#39;ডাইনেমিক্স,इलेक्ट्रोडायनामिक्स
ইলেক্ট্ৰ&#39;ডাইনেমিক ইফেক্ট,इलेक्ट्रोडायनामिक प्रभाव
গেলভানিক পৃথকীকৰণ,गॅल्व्हनिक अलगाव
ইলেক্ট্ৰলাইট,इलेक्ट्रोलाइट
ইলেক্ট্ৰ&#39;লাইটিক,इलेक्ट्रोलाइटिक
"ইলেক্ট্ৰ&#39;ফ&#39;ৰেচিছ, ইলেক্ট্ৰ&#39;ফ&#39;ৰেচিছ","इलेक्ट्रोफोरेसीस, इलेक्ट्रोफोरेसीस"
বিদ্যুৎচুম্বক,इलेक्ट्रोमॅग्नेट
বিদ্যুৎচুম্বকীয় ক্ষেত্ৰ,इलेक्ट्रोमॅग्नेटिक फील्ड
বিদ্যুৎচুম্বকত্ব,विद्युत चुंबकत्व
বিদ্যুৎচুম্বকত্ব,विद्युत चुंबकत्व
"ইলেক্ট্ৰ&#39;মিটাৰ নজেল, ইলেক্ট্ৰ&#39;মিটাৰ ভালভ","इलेक्ट्रोमीटर नोजल, इलेक्ट्रोमीटर वाल्व"
বিদ্যুৎচালিত বল,विद्युतचुंबकिय बल
ইলেক্ট্ৰন,इलेक्ट्रॉन
ঋণ-বিদ্যুৎ,कर्ज-वीज
ইলেক্ট্ৰনিক,इलेक्ट्रॉनिक
ইলেক্ট্ৰনিক eigenfunction,इलेक्ट्रॉनिक इजिन फंक्शन
ইলেক্ট্ৰনিক শক্তি,इलेक्ट्रॉनिक ऊर्जा
ইলেক্ট্ৰনিক্স,इलेक्ट्रॉनिक्स
ইলেক্ট্ৰন অপটিক্স,इलेक्ट्रॉन ऑप्टिक्स
ইলেক্ট্ৰ&#39;-অপ্টিক্স,इलेक्ट्रो-ऑप्टिक्स
বিদ্যুৎচুম্বকত্ব,विद्युत चुंबकत्व
ইলেক্ট্ৰস্কোপ,इलेक्ट्रोस्कोप
ইলেক্ট্ৰষ্টেটিক,इलेक्ट्रोस्टॅटिक
ইলেক্ট্ৰষ্টেটিক্স,इलेक्ट्रोस्टॅटिक्स
ইলেক্ট্ৰ&#39;ফ&#39;ৰেচিছ,इलेक्ट्रोफोरेसीस
বৈদ্যুতিক সংযোগ,विद्युत कनेक्टिव्हिटी
বৈদ্যুতিক সংযোগকাৰী,इलेक्ट्रिकल कनेक्टर
"উপাদান, সংখ্যালঘু, উপাদান","घटक, अल्पसंख्याक, घटक"
"প্ৰাথমিক, মৌলিক, মৌলিক","प्राथमिक, प्राथमिक, प्राथमिक"
মূল চাৰ্জ,मूळ शुल्क
"উচ্চতা, উচ্চতা, উচ্চতা, উচ্চতা, উচ্চতা","उंची, उंची, उंची, उंची, उंची"
উচ্চতামাপক,अल्टिमीटर
"লিফ্ট, লিফ্ট","लिफ्ट, लिफ्ट"
অ-উপবৃত্তাকাৰ,नॉन-एलिप्स
"প্ৰসাৰণ, বৃদ্ধি, বিস্তাৰৰ কোণ","वाढवणे, मोठे करणे, पसरण्याचा कोन"
"মুক্তি, মুক্তি","सोडणे, सोडणे"
"প্ৰসাৰণ, বংশধৰ","प्रसार, संतती"
এম্বেড কৰা,एम्बेड करणे
এম্বেড কৰা হৈছে,एम्बेड केलेले
প্ৰচাৰিত,जारी
নিৰ্গমন,उत्सर्जन
"emissivity, emissivity","emissivity, emissivity"
emissivity,उत्सर्जन
"নিৰ্গমনকাৰী, নিৰ্গমনকাৰী","उत्सर्जक, उत्सर्जक"
"প্ৰি-ৰিইনফৰ্চমেণ্ট, বল","पूर्व मजबुतीकरण, शक्ती"
অভিজ্ঞতাভিত্তিক,अनुभवजन्य
"খালী, অপূৰ্ণ","रिकामे, न भरलेले"
"ইমালচাইফাৰ, ইমালচাইফাৰ","emulsifier, emulsifier"
"ইমালচন, ইমালচন","इमल्शन, इमल्शन"
"শেষ, শেষ, শেষ, শেষ","शेवट, शेवट, शेवट, शेवट"
চূড়ান্ত সংশোধন,अंतिम पुनरावृत्ती
শক্তি দক্ষ,ऊर्जा कार्यक्षम
"অক্ষীয় অৱস্থান, A-অৱস্থান","अक्षीय स्थिती, A-स्थिती"
"এণ্ডোথাৰ্মিক, এণ্ডোথাৰ্মিক","एंडोथर्मिक, एंडोथर्मिक"
এণ্ডোথাৰ্মিক প্ৰক্ৰিয়া,एंडोथर्मिक प्रक्रिया
শক্তি প্ৰদান কৰা,उत्साही करणे
শক্তি অন্তৰ্নিহিত,अंतर्निहित ऊर्जा
শক্তি শক্তি প্ৰদানকাৰী,ऊर्जा ऊर्जा देणारा
"ইঞ্জিন ইঞ্জিনিয়াৰিং, ইঞ্জিনিয়াৰিং","इंजिन अभियांत्रिकी, अभियांत्रिकी"
বৃদ্ধি,वाढ
সমৃদ্ধ সমস্থানিক,समृद्ध समस्थानिक
বৰ্ধিত ৰিয়েক্টৰ,संवर्धित अणुभट्टी
সমৃদ্ধি,समृद्धी
সমৃদ্ধি,समृद्धी
"চেট, সম্প্ৰদায়","सेट, समुदाय"
"এনথালপি, নিৰপেক্ষ তাপ","एन्थाल्पी, परिपूर्ण उष्णता"
ক্ষমতা,शक्ती
এণ্ট্ৰপি,एन्ट्रॉपी
প্ৰৱেশ,प्रवेश
"গণনা, গণনা","मोजणे, मोजणे"
পৃষ্ঠাকৰণ,पृष्ठांकन
উপকেন্দ্ৰ,केंद्रबिंदू
"অস্বচ্ছ, এপিস্কোপ","अपारदर्शक, एपिस्कोप"
এপিটেক্সি স্তৰ,एपिटॅक्सी लेयर
"apitaxi, অভাৰৰাণ","apitaxi, overrun"
"সমান, সমান, সমান, সমান","समान, समान, समान, समान"
ইকুৱেলাইজাৰ,तुल्यकारक
সমতা,समता
সমীকৰণটো,समीकरण
"বিষুৱৰেখা, বিষুৱৰেখা, বিষুৱৰেখা, বিষুৱৰেখা","विषुववृत्त, विषुववृत्त, विषुववृत्त, विषुववृत्त"
"বিষুৱীয়, বিষুৱীয়, মধ্যৱৰ্তী, বিষুৱীয়","विषुववृत्त, विषुववृत्त, मध्यवर्ती, विषुववृत्त"
অৱতল,अवतल
অৱতল,अवतल
সমমিতি,सममितीय
"সমদূৰত্বৰ, সমান্তৰাল","समांतर, समांतर"
"ভাৰসাম্য, ভাৰসাম্য, ভাৰসাম্য","समतोल, समतोल, समतोल"
ইকুইডিভিজন,समविभाजन
সঁজুলি,उपकरणे
"সমতুল্যতা, দক্ষতা","समानता, क्षमता"
সমবিভৱনশীল,इक्विपटेन्शिअल
আইছ&#39;বাৰ,isobars
সমতুল্যতা,समतुल्यता
"সমতুল্য, সমতুল্য (v.), সমতুল্য (n.)","समतुल्य, समतुल्य (v.), समतुल्य (n.)"
সমতুল্য শোষণ,समतुल्य शोषण
"সমতুল্য পৰিবাহীতা, সমতুল্য পৰিবাহীতা","समतुल्य आचरण, समतुल्य आचरण"
সমমিতি লেন্স,आयसोमेट्रिक लेन्स
"উলম্ব ছবি, উলম্ব ছবি","अनुलंब प्रतिमा, सरळ प्रतिमा"
উলম্ব,उभ्या
erg,erg
"শক্তিশালী, মতামতযুক্ত","उत्साही, मतप्रवाह"
"ভুল, ভুল, ভুল, ভুল","चूक, चूक, चूक, अयोग्यता"
সুৰংগ ডাইঅ&#39;ড,बोगदा डायोड
পলায়ন,सुटका
"অপৰিহাৰ্য, অপৰিহাৰ্য","आवश्यक, आवश्यक"
ইথাৰ,ईथर
ইউক্লিডীয় স্থানাংক,युक्लिडियन समन्वय
অইলাৰ-কোণ,युलर-कोन
"ইউটেকটিক, ইউটেকটিক","eutectic, eutectic"
"খালী কৰা, খালী কৰা","बाहेर काढले, बाहेर काढले"
"খালী কৰা, বাতিল কৰা","निर्वासन, रिक्तीकरण"
"মূল্যায়ন, মূল্যায়ন","मूल्यांकन, मूल्यांकन"
বাষ্পীভৱন হয়,बाष्पीभवन
"বাষ্পীভৱন, বাষ্পীভৱন, বাষ্পীভৱন","बाष्पीभवन, बाष्पीभवन, बाष्पीभवन"
যুগ্ম,अगदी
"ইভেন্ট, এপিচ&#39;ড","घटना, भाग"
"চিৰ নিৰাপদ, চিৰ নিৰাপদ","कधीही सुरक्षित, कधीही सुरक्षित"
"সঁচা, সঁচা, ঠিক","खरे, खरे, अगदी"
বহিঃকেন্দ্ৰ,एक्सोसेंटर
উপকেন্দ্ৰ,केंद्रबिंदू
centripetal,केंद्राभिमुख
কেন্দ্ৰীয়তা,विलक्षणता
অতিৰিক্ত,जास्त
বিনিময়,देवाणघेवाण
"উত্তেজনা, শক্তি","उत्साह, ऊर्जा"
উদ্দীপিত কৰা,"उत्तेजित करणे, उत्साही करणे"
