Telugu,Gujarati
వాణిజ్య టెలివిజన్,વાણિજ્ય ટેલિવિઝન
సాధారణ కలెక్టర్ సర్క్యూట్,સામાન્ય કલેકટર સર્કિટ
కమ్యూనికేషన్,વાતચીત
కమ్యూనికేషన్ ఉపగ్రహం,સંચાર ઉપગ્રહ
కమ్యూనిటీ రేడియో సెంటర్,સાર્વજનિક રેડિયો કેન્દ્ર
కమ్యూనిటీ రేడియో స్టేషన్,સામુદાયિક રેડિયો સ્ટેશન
కాంపాక్ట్ డిస్క్ (సిడి),કોમ્પેક્ટ ડિસ્ક (સીડી)
కాంపాక్ట్ డిస్క్ ప్లేయర్,કોમ્પેક્ટ ડિસ્ક ખેલાડી
కంపాండర్,સાન્ત્વન
కంపాండింగ్,સરખામણી
అనుకూలత,સુસંગતતા
అనుకూలంగా,સુસંગત
కంపైలర్,સંકલન કરનાર
పరిపూరకరమైనది,પૂરક
కాంప్లిమెంటరీ ట్రాన్సిస్టర్,પૂરક ટ્રાંસિસ્ટર
సంక్లిష్ట తరంగం,સંકુલ
భాగం,ઘટક
మిశ్రమ,સંયુક્ત
మిశ్రమ సర్క్యూట్,સંયુક્ત
మిశ్రమ డిజిటల్,સંયુક્ત ડિજિટલ
మిశ్రమ రేడియో ఫ్రీక్వెన్సీ సిగ్నల్,સંયુક્ત રેડિયો આવર્તન સંકેત
మిశ్రమ సిగ్నల్,સંયુક્ત સંકેત
మిశ్రమ వీడియో,સંયુક્ત વિડિઓ
మిశ్రమ వీడియో సిగ్నల్,સંયુક્ત વિડિઓ સિગ્નલ
కూర్పు,-નું જોડાણ
కంప్రెస్డ్ డేటా,સંકુચિત ડેટા
కంప్రెస్డ్ డిజిటలైజ్డ్ వీడియో,સંકુચિત ડિજિટાઇઝ્ડ વિડિઓ
కంప్రెస్డ్ వీడియో,સંકુચિત વિડિઓ
కుదింపు,સંકોચન
కంప్రెషన్ ఆర్టిఫ్యాక్ట్,સંકોચન કલા
కుదింపు ప్రమాదం,સંકોચન
కంప్రెషన్ టెక్నిక్,સંકોચનની તકનીક
కంప్రెసర్,સંકુચિત
కంప్యూట్,ગણતરી
కంప్యూటర్,કોમ્પ્યુટર
కంప్యూటర్ ఆధారిత మల్టీమీడియా,કમ્પ્યુટર આધારિત મલ્ટિમીડિયા
కంప్యూటర్ ప్రోగ్రామింగ్,કોમ્પ્યુટર પ્રોગ્રામીંગ
"కంప్యూటర్ సాంకేతిక పరిజ్ఞానం, కంప్యూటర్ విజ్ఞానం, ధీయంత్ర పరిజ్ఞానం, ధీయంత్ర విజ్ఞానం",કમ્પ્યુટર પ્રૌદ્યોગિકી
పుటాకార లెన్స్,અંતરાલ
పుటాకార అద్దం,અંતરીલ અરીસો
దాచడం,છુપાવવું તે
సాంద్రీకృత,કેન્દ્રિત
ఏకాగ్రత,એકાગ્રતા
కేంద్రీకృత లెన్స్,કેન્દ્રિત લેન્સ
కండెన్సర్ మైక్రోఫోన్,કન્ડેન્સર માઇક્રોફોન
సమతుల్యత యొక్క పరిస్థితి,સંતુલનની શરત
ప్రసరణ,ઉધાર
ప్రసరణ ప్రస్తుత,વહન પ્રવાહ
వాహకత,વાહકતા
కండక్టర్,વ્યવસ્થાપક
ఆకృతీకరణ,ગોઠવણી
కనెక్షన్,જોડાણ
కనెక్టివిటీ,જોડાણ
కనెక్టర్,સંલગ્ન
స్థిరత్వం,સુસંગતતા
స్థిరంగా,એક સ્થિરતાપૂર્વક
కన్సోల్,ને આશ્વાસન આપવું
స్థిరాంకం,સતત
స్థిరమైన వ్యాప్తి,સતત કંપનવિસ્તાર
మైక్రోఫోన్‌ను సంప్రదించండి,માઇક્રોફોનનો સંપર્ક કરો
కంటైనర్ ఫార్మాట్,કન્ટેન ફોર્મેટ
కాలుష్యం,દૂષણ
విషయము,સંતુષ્ટ
పరస్పర,સંલગ્ન
కొనసాగింపు,સતતપણું
కొనసాగింపు బూత్,સાતત્ય કેન્દ્ર
కొనసాగింపు నాబ్,સાતત્ય knાંકણ
నిరంతర,સતત
నిరంతర ఆర్క్,સતત ચાપ
నిరంతర వేవ్,સતત તરંગ
ఆకృతి రేఖ,સમોચ્ચ રેખા
ఆకృతి ప్రణాళిక,સમોચ્ચ યોજના
ఒప్పందం,કરાર
సంకోచం,સંકોચન
కాంట్రాస్ట్ రేషియో,વિપરીત ગુણોત્તર
కంట్రోల్ సర్క్యూట్,નિયંત્રણ વર્તુળ
కంట్రోల్ ఎలక్ట్రోడ్,નિયંત્રણ વીજળી
నియంత్రణ పరికరాలు,અંકુશ
కంట్రోల్ గ్రిడ్,નિયંત્રણ ગ્રીસ
నియంత్రణ రేఖ,નિયંત્રણ રેખા
నియంత్రణ ప్యానెల్,કંટ્રોલ પેનલ
నియంత్రణ గది,નિયંત્રણ કક્ષ
నియంత్రణ పట్టిక,અંકુશ
కంట్రోల్ టవర్,નિયંત્રણ ટાવર
నియంత్రిక,નિયંત્રક
కన్వర్జెన్స్,એકતરફી
కన్వర్జెంట్ లెన్స్,એકતરતી લેન્સ
కన్వర్టర్,રૂપાંતર કરનાર
కుంభాకార లెన్స్,બહિર્મુખ લેન્સ
కన్విల్యూషన్,માર્ગ
కన్వల్యూషన్ కోడెడ్,સંકટ
కన్వల్యూషనల్ ఇంటర్‌లీవ్,મરણોત્તર
కన్వల్యూషనల్ ఇంటర్‌లీవింగ్,મંતવ્ય
కుకీ,કૂકી
కుకీయర్,કૂકીટર
కోప్రాసెసర్,કોપરો
త్రాడు,દોરી
కరోనా,કોથળી
కరోనా ఉత్సర్గ,કોરોના -વિસર્જન
సహసంబంధం,સંબંધ
కొసైన్ భాగం,કોસિન ઘટક
కొసైన్ వేవ్,કોસિન તરંગ
విశ్వ శబ్దం,બ્રહ્માંડિક અવાજ
కౌంటర్,કાઉન્ટર
కౌంటర్ సవ్యదిశలో,પ્રતિવિશેષ
కప్లర్,જોડીદાર
కలపడం,જોડાણ
కప్లింగ్ కండెన్సర్,જોડાણ કરનાર
కలపడం నెట్‌వర్క్,જોડાણ નેટવર્ક
కలపడం నిరోధకత,સંલગ્ન પ્રતિકાર
సమయోజనీయ బంధం,સહ સંયોજક બંધન
కవరేజ్,કવરેજ
క్రాష్,ભડકો
క్రిటికల్ బ్యాండ్,વિવેચક
క్లిష్ట పరిస్థితి,નિર્ણાયક શરત
క్లిష్టమైన కలపడం,વિવેચક
క్లిష్టమైన ఫ్రీక్వెన్సీ,વિવેચક આવર્તન
క్లిష్టమైన పరామితి,નિર્ણાયક પરિમાણ
క్రోకోడైల్ క్లిప్,મગરો
క్రాస్ ఫేడింగ్,ફાલ
క్రాస్ మాడ్యులేషన్,Crossલટ -મોડ્યુલેશન
క్రాస్ టాక్,આતુરતા
క్రాస్ఫేడ్,ક્રોસફેક
క్రిప్టోగ్రఫీ,ભંડાર
క్రిస్టల్,ક્રિસ્ટલ
క్రిస్టల్ ఫిల్టర్,ક્રિસ્ટલ ફિલ્ટર
క్యూ,સંકેત
క్యూ మార్కులు,કયડ -નિશાન
క్యూయింగ్ పరికరం,ક્વોરી ઉપકરણ
ప్రస్తుత కాలువ,પ્રવાહ
ప్రస్తుత మీటర్,વર્તમાન મીટર
ప్రస్తుత ట్రాన్స్ఫార్మర్,વર્તમાન ટ્રાન્સફોર્મર
కర్సర్,શબ
వక్రరేఖ,વળાંક
ఫ్రీక్వెన్సీని కత్తిరించండి,આવર્તન બંધ કરવું
కట్టర్,કટર
సైబర్ కేఫ్,કોયરો
సైబర్ భద్రతా,સાયબર સુરક્ષા
సైబర్ స్థలం,કોયરાની જગ્યા
చక్రం,ચક્ર
చక్రీయ,સાધનસંપત્તિ
డి.సి. భాగం,ડીસી. ઘટક
డి.సి. ప్లేట్ శక్తి,ડીસી. પ્લેટની વીજળી
డి.సి. పునరుద్ధరణ,ડીસી. પુન: સ્થાપન
డంపర్ డయోడ్,વિધ્વંસ
డంపింగ్,ભીનાશ
చీకటి,અંધારું
సమాచారం,માહિતી
డేటా ప్రసారం,માહિતી પ્રસારણ
డేటా కుదింపు,આધારપ્રણી
డేటా డ్రిల్లింగ్,માહિતી શારકામ
డేటా గుప్తీకరణ,આધાર -એન્ક્રિપ્શન
సమాచార దస్తా,આધારપત્રક
డేటా నిర్వహణ,આધાર -નિયંત્રણ
డేటా మైనింగ్,માહિતી ખાણકામ
డేటా ప్రాసెసింగ్,આંકડા
డేటా ప్రాసెసర్,ડેટા પ્રોસેસર
డేటా తగ్గించిన బిట్ సిస్టమ్,ડેટા ઘટાડ્યો બીટ સિસ્ટમ
డేటా సేవ,માહિતી સેવા
సమాచార పట్టిక,આધાર સામગ્રી
డేటా నిల్వ,માહિતી સંગ્રાહક
డేటా స్ట్రీమ్,આંકડા
డేటా పరివర్తన,આંકડાકીય પરિવર્તન
డేటా ప్రసారం,આંકડા
డేటాబేస్,ડેટાબેઝ
డేటాకాస్టింగ్,ઓળખપત્ર
డేటాగ్రామ్,ડબ્બા
DB మీటర్,ડી.બી. મીટર
చనిపోయిన గాలి,મડાગાંઠ
డెడ్ షార్ట్ సర్క్యూట్,મૃત શોર્ટ સર્કિટ
డెడ్ స్పాట్,મૃત સ્થળ
డెడ్లాక్,મડાગાંઠ
డీబగ్ ప్రోగ్రామ్,ડીબગ કાર્યક્રમ
డీబగ్గింగ్,ઉઘાડું
ధ్వని క్షయం,અવાજનો સડો
డిసిబెల్,ડેસિબેલ (ડીબી)
దశాంశం,દશાંશ
దశాంశ కోడ్,દશાંશ સંહિતા
దశాంశ అంకె,દશાંશ
డెసిఫరింగ్,સ્પષ્ટીકરણ
డీకోడర్,ડીકોડર
డీకోడింగ్,ડીકોડિંગ
డిజిటల్ ట్రాన్స్మిషన్లో డీకోడింగ్,ડિજિટલ ટ્રાન્સમિશનમાં ડીકોડિંગ
డికంప్రెషన్,વિઘટન
డికప్లింగ్,શોક
డికప్లింగ్ సర్క్యూట్,ડિક્યુપલિંગ સર્કિટ
డికప్లింగ్ నెట్‌వర్క్,ડિક્યુપલિંગ નેટવર્ક
డిక్రిప్షన్,ડિક્રિપેશન
అంకితమైన పంక్తి,સમર્પિત રેખા
డి-ఎంబెడింగ్,દાદર
డి-ఎంఫాసిస్,દહન
డిఫాల్ట్,ચૂક
నాణ్యతలో లోపం,ગુણવત્તામાં ખામી
లోపభూయిష్ట,ખામીયુક્ત
లోపభూయిష్ట యూనిట్,ખામીયુક્ત એકમ
నిర్వచనం,વ્યાખ્યા
విక్షేపం,સુશોભન
వైకల్యం,શૃય
డీఫ్రాగ్మెంటేషన్,અવકાશ
డి-గాస్సింగ్ కాయిల్,કોઇલ
డిగ్రీ,પ્રમાણ
డి-ఇంటర్‌లీవర్,દખલ
ఆలస్యం లైన్,વિલંબ -રેખા
సమయం ఆలస్యం,વિલંબ સમય
ఫ్రేమ్ మెమరీ ఆలస్యం,વિલંબિત ફ્રેમ મેમરી
ఆలస్యం స్కానింగ్,વિલંબિત સ્કેનીંગ
ఆలస్యం సమకాలీకరణ సిగ్నల్,વિલંબિત સુમેળ સંકેત
డెలివరీ,ડિલિવરી
బట్వాడా వ్యవస్థ,વિતરણ પદ્ધતિ
డెమోడ్యులేషన్,નશાખોરી
డెమోడ్యులేటర్ కార్డ్,નામંજૂર કરનાર કાર્ડ
డెమల్టిప్లెక్సర్,બેભાન વ્યક્તિ
ఫీల్డ్ యొక్క లోతు,ક્ષેત્રની .ંડાઈ
అవరోహణ,ઉતરતું
డిజైన్ స్పెసిఫికేషన్,નિયમાની વિશિષ્ટતા
డెస్క్‌టాప్,ડેસ્કટ .પ
డిటెక్టర్ అవుట్పుట్,તપાસ -ઉત્પાદન
విచలనం,વિચલનો
పరికరం,સાધન
పరికర డ్రైవర్,ઉપકારની ચાલક
విశ్లేషణ,રોગનિવાર
రేఖాచిత్రం,ચિત્ર
డైలాగ్ ట్రాక్,સંવાદ ટ્રેક
వ్యాసమైన మోడ్,વ્યતાના
డైమండ్ స్టైలస్,હીરાની સ્ટાઇલસ
ఉదరవితానం,પાટા
డయాఫ్రాగ్మాటిక్ అబ్జార్బర్,ડાયફ્ર ra મેટિક શોષક
డైకోటిక్ లిజనింగ్,અલગ -અલગ વાત
విద్యుద్వాహక,શિખાઉ
విద్యుద్వాహక విచ్ఛిన్నం- డౌన్,ડાઇલેક્ટ્રિક બ્રેક- ડાઉન
విద్యుద్వాహక నష్టం,ડાઇલેક્ટ્રિક નુકસાન
తేడా ఫ్రీక్వెన్సీ,તફાવત આવર્તન
తేడా ఫ్రీక్వెన్సీ వక్రీకరణ (DFD),તફાવત આવર્તન વિકૃતિ (ડીએફડી)
తేడా టోన్,ફરક
అవకలన యాంప్లిఫైయర్,વિભેદક એમ્પ્લીફાયર
విక్షేపం,પરિબળ
డిఫ్యూజర్,વિસારક
అంకె,અંક
డిజిటల్,ડિજિટલ
డిజిటల్ ఆర్టిఫ్యాక్ట్,ડિજિટલ આર્ટિફેક્ટ
డిజిటల్ ఆడియో,ડિજિટલ audio ડિઓ
డిజిటల్ ఆడియో ఫిల్టర్,ડિજિટલ audio ડિઓ ફિલ્ટર
డిజిటల్ ఆడియో వర్క్ స్టేషన్,ડિજિટલ audio ડિઓ વર્ક સ્ટેશન
డిజిటల్ కెమెరా,ડીજીટલ કેમેરા
డిజిటల్ కంప్యూటర్,ડિજિટલ કમ્પ્યુટર
డిజిటల్ డేటా,ડિજિટલ ડેટા
డిజిటల్ ఎడిటింగ్,ડિજિટલ સંપાદન
డిజిటల్ ఎక్సైటర్,ડિજિટિહાઇટર
డిజిటల్ ఫిల్టర్,ડિજિટલ ફિલ્ટર
డిజిటల్ ఫ్రేమ్ సింక్రొనైజర్,ડિજિટલ ફ્રેમ સિંક્રોનાઇઝર
డిజిటల్ వారసత్వం,ડિજિટલ હેરિટેજ
డిజిటల్ చిత్రం,ડિજિટલ છબી
డిజిటల్ లైబ్రరీ,ડિજિટલ ગ્રંથાલય
డిజిటల్ మీటర్,ડિજિટલ મીટર
డిజిటల్ మాడ్యులేషన్,ડિજિટલ મોડ્યુલેશન
డిజిటల్ మల్టీప్లెక్స్,ડિજિટલ મલ્ટીપ્લેક્સ
డిజిటల్ నెట్‌వర్క్,ડિજિટલ નેટવર્ક
డిజిటల్ అవుట్పుట్,Digitalપચારિક outputપટી
డిజిటల్ ప్లేబ్యాక్,ડિજિટલ પ્લેબેક
డిజిటల్ రేడియో మొండియాల్ (DRM),ડિજિટલ રેડિયો મોન્ડિલે (ડીઆરએમ)
డిజిటల్ రికార్డింగ్,ડિજિટલ રેકોર્ડિંગ
డిజిటల్ విప్లవం,ડિજિટલ ક્રાંતિ
డిజిటల్ సిగ్నల్,ડિજિટલ સંકેત
డిజిటల్ సిగ్నల్ ప్రాసెసింగ్ (DSP),ડિજિટલ સિગ્નલ પ્રોસેસીંગ (ડીએસપી)
డిజిటల్ సంతకం,ડિજિટલ સહી
డిజిటల్ టెక్నాలజీ,ડિજિટલ પ્રૌદ્યોગિકી
డిజిటల్ టు అనలాగ్ కన్వర్టర్,ડિજિટલથી એનાલોગ કન્વર્ટર
డిజిటల్ వీడియో,ડિજિટલ વિડિઓ
డిజిటల్ వోల్టమీటర్,ડિજિટલ વોલ્ટમીટર
డిజిటలైజేషన్,વિભાજન
డిజిటలైజేషన్,અંશે
డిజిటలైజ్డ్ వీడియో,ડિજિટાઇઝ્ડ વિડિઓ
డిజిటైజర్,સિધ્ધાંત
మసక,ઝાંખું
పరిమాణం,પરિમાણ
మసకబారిన,ઝાંખું
డయోడ్,પશુ -વ્યવસ્થા
ముంచు,ડૂબકી મારવી
డిప్లెక్సర్,દ્વિપક્ષી
డైపోల్ యాంటెన్నా,દ્વિધ્રુવ
ప్రత్యక్ష ప్రసారం,પ્રત્યક્ષ પ્રસારણ
ప్రత్యక్ష కరెంట్,ડાયરેક્ટ વર્તમાન (ડી સી)
ప్రత్యక్ష పికప్,સીધું પસંદ કરવું
ప్రత్యక్ష పఠన పరికరం,પ્રત્યક્ષ વાંચન સાધન
ప్రత్యక్ష రికార్డింగ్,પ્રત્યક્ષ રેકોર્ડિંગ
డైరెక్షనల్ యాంటెన్నా,દિશાત્મક એન્ટેના
డైరెక్షనల్ కప్లర్,દિશાત્મક દંપતી
డైరెక్షనల్ మైక్రోఫోన్,દિશાત્મક માઇક્રોફોન
డైరెక్టివిటీ,ઉદ્ધતા
డైరెక్టరీ,ડિરેક્ટરી
డిసేబుల్,અપંગ કરવું
డిస్క్ యాంటెన్నా,છટણી
డిస్క్ ఆధారిత నిల్వ,ડિસ્ક આધારિત સંગ્રહ
వివిక్త,અંધકારમય
డిస్క్,ઝૂંપડી
డిస్క్ డ్రైవ్,ડિસ્ક ડ્રાઇવ
డిస్క్ కోటా,છળ
డిస్కెట్,વિઘટન
తొలగుట,વિઘટન
చెదరగొట్టడం,વિક્ષેપ
స్థానభ్రంశం,વિસ્થાપન
ప్రదర్శన,પ્રદર્શન
ప్రదర్శన యూనిట్ (కన్సోల్),પ્રદર્શન એકમ (કન્સોલ)
వెదజల్లడం,અપરાધ
వైరుధ్యం,જુસ્સો
పరిశుద్ధమైన నీరు,નિસ્યંદિત પાણી
వక్రీకరణ,વિકૃતિ
పంపిణీ,વિતરણ
పంపిణీ యాంప్లిఫైయర్,વિતરણ એમ્પંતક
విభజన,ભાગ
విభజన,ભાજક
పత్రం,દસ્તાવેજ
డాల్బీ డిజిటల్,ડોલ્બી
డొమైన్,ક્ષેત્ર
డొమైన్ కంట్రోలర్,ક્ષેત્રમાં
డాప్లర్ ప్రభావం,ધૂમ્રપાનની અસર
ద్వారం),ડબલ ધ્રુવ (દ્વિધ્રુવી)
డబుల్ పోల్ సింగిల్ త్రో స్విచ్,ડબલ ધ્રુવ સિંગલ થ્રો સ્વીચ
డబుల్ సైడెడ్ డిస్క్,બે બાજુવાળી ડિસ્ક
డబుల్,બેવડું
డౌన్ రాబోయే వేవ్,નીચે આવવાનું તરંગ
డౌన్ స్ట్రీమ్,નીચેનો પ્રવાહ
డౌన్‌లింక్,ડાઉનલિંક
డౌన్‌లోడ్,ડાઉનલોડ કરવું
డౌన్‌లోడ్,ડાઉનલોડનું
డ్రాయింగ్,ચિત્ર
డ్రిల్లింగ్ బిట్,ડ્રોલીંગ બીટ
డ్రిల్లింగ్ మెషిన్,શારકામ યંત્ર
డ్రైవ్,ઝુંબેશ
డ్రమ్,ડ્રમ
పొడి బల్బ్ ఉష్ణోగ్రత,સુકા બલ્બનું તાપમાન
పొడి సెల్,સૂકકો
డ్రై టంకము,સૂકા સોલ્ડર
ద్వంద్వ ఛానల్ మోడ్,ડ્યુઅલ ચેનલ મોડ
డబ్బింగ్,ડબ
డడ్,નાવિક
డంప్,ફેંકડી
డ్యూప్లెక్స్,બેવડી
వ్యవధి,સમયગાળો
దుమ్ము,ધૂળ
డస్ట్ బగ్,ક dustંગ
డస్ట్ ప్రూఫ్,ધૂળની સાબિતી
డస్టర్,ડસ્ટર
డైనమిక్,ગતિશીલ
డైనమిక్ బిట్ కేటాయింపు,ગતિશીલ બીટ ફાળવણી
డైనమిక్ ఇంటర్మోడ్యులేషన్ వక్రీకరణ (DIM),ગતિશીલ ઇન્ટરમોડ્યુલેશન વિકૃતિ (ડીઆઈએમ)
డైనమిక్ పరిమాణీకరణ,ગતિશીલ જથ્થો
డైనమిక్ పరిధి,ગતિશીલ શ્રેણી
డైనమిక్ పరిధి నియంత్రణ,ગતિશીલ શ્રેણી નિયંત્રણ
డైనమో,પર્યટક
చెవి ఫోన్,કાનનો ફોન
భూమి,પૃથ્વી
భూమి ఉబ్బెత్తు,પૃથ્વીના મણકા
భూమి నిరోధకత,પૃથ્વીનો પ્રતિકાર
ఎర్త్ రాడ్,માટીનો લાકડી
ఎర్త్ ఉపగ్రహం,પૃથ્વી ઉપગ્રહ
ఎర్త్ స్టేషన్,ભૂસ્તર
ఎర్త్ టెర్మినల్,માટીનું
ఎర్తింగ్,વસ્તુ
ఎకో,પડઘો
ఎకో చాంబర్,ગુંજ
ఎడ్డీ కరెంట్,પ્રક્ષેપો
ఎడ్డీ కరెంట్ నష్టం,એડી વર્તમાન ખોટ
ఎడ్జ్వైస్ మీటర్,ધારદાર મીટર
ఎడిటింగ్,સંપાદન
ప్రభావవంతమైన యాంటెన్నా ఎత్తు,અસરકારક એન્ટેના height ંચાઇ
ప్రభావవంతమైన యాంటెన్నా పొడవు,અસરકારક એન્ટેના લંબાઈ
ప్రభావవంతమైన వోల్టేజ్,અસરકારક વોલ્ટેજ
సామర్థ్యం,કાર્યક્ષમતા
స్థితిస్థాపకత,સ્થિતિસ્થાપકતા
విద్యుత్ ఉత్సర్గ,વિદ્યુત સ્રાવ
ఎలక్ట్రిక్ ఫీల్డ్,વિદ્યુત ક્ષેત્ર
ఎలక్ట్రిక్ ఫ్లాష్,વિદ્યુત ફ્લેશ
విద్యుత్ హీటర్,વીજળી
ఎలక్ట్రిక్ మీటర్,વિદ્યુત -મીટર
విద్యుత్ మోటారు,વિદ્યુત મોટર
విద్యుదాఘాతం,વીજળી આંચકો
ఎలక్ట్రిక్ స్పార్క్,વીજળી ફેલાવી
విద్యుత్ ఉపకరణం,વિદ્યુત -સાધન
విద్యుత్ శబ్దం,વિદ્યુત અવાજ
విద్యుత్ తుఫాను,વિદ્યુત -તોફાન
విద్యుత్తుతో పనిచేసే సంగీత పరికరం,વિદ્યુત દ્વારા સંચાલિત સંગીત સાધન
విద్యుత్,વીજળી
విద్యుత్ సరఫరా,વીજળી પુરવઠો
ఎలెక్ట్రోడైనమిక్,વિદ્યુત -વિસ્ફોટ સંબંધી
ఎలక్ట్రోలైటిక్ కెపాసిటర్,વિદ્યુતપ્રવાહ
విద్యుదయస్కాంత,વીજળીનું
విద్యుదయస్కాంత భంగం,વિદ્યુત વિક્ષેપ
విద్యుదయస్కాంత ఇంటర్‌ఫెరెన్స్,વીજળીકાત
విద్యుదయస్కాంత వర్ణపటం,વિદ્યુત -વર્ણપટ
విద్యుదయస్కాంత తరంగం,વિદ્યુત -તરંગ
విద్యుదయస్కాంత తరంగ ప్రచారం,વિદ્યુત -પ્રચાર
ఎలక్ట్రాన్ మల్టిపుల్ ఫోటోట్యూబ్,ઇલેક્ટ્રોન મલ્ટીપલ ફોટોટ્યુબ
ఎలక్ట్రానిక్ కాలిక్యులేటర్,વિદ્યુત -ગણતરી
ఎలక్ట్రనిక్ డేటా ప్రాసెసింగ్ (ఇడిపి),ઇલેક્ટ્રોનિક ડેટા પ્રોસેસિંગ (ઇડીપી)
ఇ-మెయిల్,ઇલેક્ટ્રોનિક મેઇલ (ઇ-મેઇલ)
ఎలక్ట్రానిక్ స్విచింగ్ సిస్టమ్,વિદ્યુત -ફેરબદલ પદ્ધતિ
ఎలక్ట్రానిక్స్,વિદ્યુત -વિચ્છેદન
ఎలక్ట్రోప్లేటింగ్,વીજળીકરણ
ఎలెక్ట్రోస్టాటిక్,વિદ્યુત -વિસ્ફોટ વિષયક
ఎలివేషన్,Elevંચું
పొందుపరచబడింది,જડિત
పొందుపరిచిన ఆడియో,એમ્બેડ કરેલું audio ડિઓ
పొందుపర్చిన వ్యవస్థ,જડિત પદ્ધતિ
చిహ్నం,મુદ્રા
అభివృద్ధి చెందుతున్న పోకడలు,Ingંચી રહેલા વલણો
ఉద్గార,ઉત્સર્જન
ఉద్గారిణి,ખ્યાતિ
ఉద్గారిణి అనుచరుడు,ઉત્સુક અનુયાયી
ఉద్గారిణి టెర్మినల్,ઉત્સર્જક
ఉద్గారిణి-బేస్-జంక్షన్,ઉત્સર્જક-જંકશન
ఎనేబుల్,સક્ષમ કરવું
ఎనామెల్డ్ వైర్,દંડ
ఎన్‌సిఫర్,અકસ્માત
ఆవరణ,વાડો
ఎన్కోడ్,વિકૃતિ
ఎన్కోడర్,એન્કોડર
ఎన్కోడింగ్,ઉન્માદ
గుప్తీకరణ,એન્ક્રિપ્શન
ముగింపు గుర్తు,અંત
తుది వినియోగదారుడు,અંતિમ વપરાશકર્તા
శక్తి,શક્તિ
శక్తి వ్యాప్తి,Energyર્જા વિખેરી
శక్తి పంపిణీ,E ર્જા વિતરણ
అమలు,અમલ
ఇంజిన్,એન્જિન
ఇంజనీర్,ઇજનેર
ఇంజనీరింగ్,ઈજનેરી
ఇంజనీరింగ్ స్టోర్,ઈજનેર ભંડાર
చెక్కడం,કોતરણી
మెరుగుపరచండి,વધારવું
సమిష్టి,દાણ
కీని నమోదు చేయండి,દાખલ કરો કી
ఎంటర్ప్రైజ్ ఆర్కిటెక్చర్,સાહસિક આર્કિટેક્ચર
ఎంథాల్పీ,Enthંચું
ఎంట్రోపీ,પ્રાણ
ఎంట్రోపీ కోడింగ్,કોડી
ఎంట్రోపీ రిడెండెన్సీ,પ્રક્ષેપણ
సమం,સરખું
ఈక్వలైజేషన్,એકરૂપ કરવું તે
ఈక్వలైజర్,એકરૂપ વ્યક્તિ
పరికరాలు,સામાન
పరికరాల కవర్,સાધનસામગ્રીનો coverાંકણ
సమానం,સમાન
చెరిపివేయండి,ભુસવું
తల తొలగించండి,માથું કાaseવું
ఎరోషన్,ધોવાણ
అవాంఛనీయ,અનિયમિત
లోపం,ભૂલ
లోపం నియంత్రణ కోడింగ్,ભૂલ નિયંત્રણ કોડિંગ
లోపం దిద్దుబాటు,ભૂલ સુધારણા
లోపం గుర్తించడం,ભૂલ તપાસ
లోపం నిర్వహణ,ભૂલ
లోపం సంభావ్యత,ભૂલ સંભાવના
ఈథర్నెట్,અલંકાર
ఈథర్నెట్ కేబుల్,અશિષ્ટ કેબલ
యూజెనిక్స్,જ્ eાનવિજ્icsાન
ఖాళీ చేయండి,ખાલી કરાવું છું
మార్పిడి,વિનિમય
ఎక్సైటర్,બહાર નીકળવું
అమలు చేయండి,અમલમાં મૂકવું
అమలు సమయం,અમલનો સમય
ఎగ్జాస్ట్,અઘોષ
బయటకి దారి,બહાર નીકળવું
విస్తరించబడింది,વિસ્તૃત
విస్తరణ వాల్వ్,વિસ્તરણ વાલ્વ
ప్రయోగం,પ્રયોગ
నిపుణుల వ్యవస్థ,નિષ્ણાત પદ્ધતિ
అన్వేషించండి,અન્વેષણ કરવું
ఎక్స్‌ప్లోరర్,સંશોધન કરનાર
గుడ్డ,એક્સ્પો (પ્રદર્શન)
విద్యుత్ సరఫరా పొడిగింపు,વીજ પુરવઠો વધારવો
బాహ్య నియంత్రణ,બાહ્ય નિયંત્રણ
బాహ్య మెమరీ,બાહ્ય સ્મૃતિ
బాహ్య నిల్వ,બાહ્ય સંગ્રહ
బాహ్య థ్రెడ్,બાહ્ય થ્રેડ
సారం,અર્ક
ఎక్స్‌ట్రానెట్,વધારા
కల్పించండి,રચના કરવી
ముఖభాగం,પાસું
ఫేస్‌సిమైల్,પ્રેક્ષય
కారకం,પરિબળ
వాడిపోవు,ઝાંખર કરવું
ఫేడ్ ఇన్,પથરવું
వెళ్లి పోవడం,ફાળવું
ఫేడర్,નિસ્તેજ
క్షీణించడం,નિસ્તેજ
క్షీణిస్తున్న జోన్,ઝાંખું ક્ષેત્ર
ఫాంటమ్,ફ ant ન્ટમ (= ફેન્ટમ)
ఫాస్ట్ ఫోరియర్ ట్రాన్స్ఫార్మ్ (FFT) అల్గోరిథం,ફાસ્ટ ફ્યુરિયર ટ્રાન્સફોર્મ (એફએફટી) એલ્ગોરિધમનો
తీవ్రమైన దోషం,જીવલેણ ભૂલ
తప్పు,દોષ
లక్షణం,લક્ષણ
ఫీడ్,ખવડાવવું
అభిప్రాయం,પ્રતિસાદ
ఫీడ్‌బ్యాక్ యాంప్లిఫైయర్,પ્રતિસાદ એમ્પ્લીફાયર
ఫీడ్‌బ్యాక్ సర్క్యూట్,પ્રતિસાદ
