Tamil,Kannada
தூதுக்குழு,ನಿಯೋಗ
அதிகாரங்களின் பிரதிநிதிகள்,ಅಧಿಕಾರಗಳ ನಿಯೋಗ
அழி,ಅಳಿಸು
நீக்குதல்,ಅಳಿಸುವುದು
வேண்டுமென்றே,ಉದ್ದೇಶಪೂರ್ವಕವಾಗಿ
விவாதம்,ವಿವೇಚನೆ
டெலிசென்சிங்,ಭವ್ಯತೆ
வரையறை,ಗೋಪುರ
வழங்கவும்,ತಲುಪಿಸು
டெலிவரி,ವಿತರಣೆ
தேவை,ಬೇಡಿಕೆ
தேவை குறிப்பு,ಬೇಡಿಕೆಯ ಟಿಪ್ಪಣಿ
வரையறை,ಗಡಸು
டெமி-ஆஃபீஷியல்,ಅರ್ಧಾಧಿಕಾರದ
ஜனநாயகம்,ಪ್ರಜಾಪ್ರಭುತ್ವ
ஆர்ப்பாட்டம்,ಪ್ರದರ್ಶನ
மனச்சோர்வு,ನಿಡೂ
அழிவு,ತುತ್ತಾಗಿಸು
மறுப்பு,ನಿರಾಕರಣೆ
பிரிவு,ಪಂಗಡ
டி நோவோ,ದಾವೆ
மறுக்கவும்,ನಿರಾಕರಿಸು
புறப்படு,ಹೊರಟು ಹೋಗು
துறை,ವಿಭಾಗ
துறை,ಇಲಾಖೆಯ
துறை நடவடிக்கை,ಇಲಾಖಾ ಕ್ರಿಯೆ
துறைசார் விசாரணை,ಇಲಾಖಾ ವಿಚಾರಣೆ
துறைசார் விசாரணை,ಇಲಾಖಾ ತನಿಖೆ
துறை ஒழுங்கற்ற தன்மை,ಇಲಾಖೆಯ ಅಕ್ರಮ
துறை நூலகம்,ವಿಭಾಗೀಯ ಗ್ರಂಥಾಲಯ
துறைசார் அலட்சியம்,ಇಲಾಖಾ ನಿರ್ಲಕ್ಷ್ಯ
துறைசார் அனுமதி,ಇಲಾಖೆಯ ಅನುಮತಿ
துறைசார் தகுதி தேர்வு,ವಿಭಾಗೀಯ ಅರ್ಹತಾ ಪರೀಕ್ಷೆ
புறப்படுதல்,ನಿರ್ಗಮನ
சார்பு சான்றிதழ்,ಅವಲಂಬನೆ ಪ್ರಮಾಣಪತ್ರ
சார்ந்தது,ಅವಲಂಬಿತ
சார்பு குழந்தைகள்,ಅವಲಂಬಿತ ಮಕ್ಕಳು
வரிசைப்படுத்த,ನಿಯೋಜಿಸು
அதிருப்தி,ದೊಡ್ಡ ವ್ಯಕ್ತಿ
நாடுகடத்தல்,ಗಡೀಪಾರು
பதவி நீக்கம்,ಶೋಧಿಸು
வைப்பு,ಠೇವಣಿ
டிப்போ,ಡಿಪೊ
தேய்மானம்,ಸವಕಳಿ
மனச்சோர்வடைந்த வகுப்பு,ಖಿನ್ನತೆಗೆ ಒಳಗಾದ ವರ್ಗ
ரிவ்,ನೀಚಿಸು
துணை,ತತ್ತ್ವ
பிரதிநிதி கொடுப்பனவு,ಕಪಾಟಿ ಭತ್ಯೆ
துணை,ಉಪ
ஒழுங்கற்ற,ಪದದ
கடமையின் விலகல்,ಕರ್ತವ್ಯದ ಅಪನಗದೀಕರಣ
Dereservation,ಸೋಗು
இழிவு,ಅವಹೇಳನ
இழிவுபடுத்தும்,ಅಪಹರಣಕಾರಕ
இழிவான கருத்து,ಅವಹೇಳನಕಾರಿ ಹೇಳಿಕೆ
வம்சாவளி,ವಾಣಿಜ್ಯ
விளக்கம்,ವಿವರಣೆ
தகுதியானவர்,ಅರ್ಹ
வடிவமைப்பு,ವಿನ್ಯಾಸ
நியமிக்கவும்,ಗೊತ್ತುಮಾಡು
பதவி,ಹುದ್ದೆ
அனுப்பும்,ರವಾನಿಸು
அனுப்பும் குறிப்பு,ರವಾನೆ ಟಿಪ್ಪಣಿ
அனுப்பும் பதிவு,ರವಾನೆ
இலக்கு,ತಲುಪುವ ದಾರಿ
ஆதரவற்ற,ನಿರ್ದಯವಾಗಿ
விவரம்,ವಿವರ
விவரிக்கப்பட்ட,ವಿವರವಾದ
கண்டறியவும்,ಪತ್ತೆ ಮಾಡು
தடுப்புக்காவல்,ಬಂಧನ
டிடெனு,ಬಂಧನ
உறுதியை,ನಿರ್ಣಯ
தடுப்பு,ತಡೆಯುವಿಕೆ
தீங்கு விளைவிக்கும்,ಹಾನಿ
தீங்கு விளைவிக்கும்,ಹಾನಿಕಾರಕ
மதிப்புக் குறைப்பு,ಅಪಮೌಲ್ಯೀಕರಣ
பேரழிவு,ವಿನಯ
வளர்ச்சி,ಅಭಿವೃದ್ಧಿ
விலகவும்,ತಿರುಗು
சாதனம்,ಸಾಧನ
பக்தி,ಭಕ್ತಿ
கண்டறிதல்,ರೋಗ ನಿರ್ಣಯಿಸು
வரைபடம்,ರೇಖಾಚಿತ್ರ
டைரி,ಡೈರಿ
கட்டளை,ನಿರ್ದೇಶನ
இறக்கிறது,ಅಲ್ಲ
உணவு,ಆಹಾರ
செரிமானம்,ಜಿಗಿಲು
கண்ணியமான,ಘನತೆಯ
க ity ரவம்,ಘನತೆ
திசைதிருப்பல்,ವ್ಯಭಿಚಾರ
தூண்டும்,ಹಿಗ್ಗಿಸುವ
குழப்பம்,ಉಭಯಸಂಕಟ
விடாமுயற்சி,ಪರಿಶ್ರಮದ
பரிமாணம்,ಆಯಾಮ
டிப்ளோமா,ಡಿಪ್ಲೋಮ
இராஜதந்திரம்,ರಾಜತಾಂತ್ರಿಕತೆ
இராஜதந்திர நோய் எதிர்ப்பு சக்தி,ರಾಜತಾಂತ್ರಿಕ ವಿನಾಯಿತಿ
நேரடி,ನೇರ
நேரடி போட்டி,ನೇರ ಸ್ಪರ್ಧೆ
நேரடி நேர்காணல்,ನೇರ ಸಂದರ್ಶನ
திசையில்,ನಾಜೂಕಾದ
அடைவு,ನಿರ್ದೇಶಕ
நேரடி ஆட்சேர்ப்பு,ನೇರ ನೇಮಕಾತಿ
அனுமதிக்காதீர்கள்,ತಪ್ಪಿಸು
இயலாமை,ಅಂಗವೇಕ್ಷಣೀಯ
ஊனமுற்றவர்,ಅಂಗವಿಕಲ
ஊனமுற்றோர் நன்மை,ನಿಷ್ಕ್ರಿಯಗೊಳಿಸುವ ಲಾಭ
தீமை,ಅನನುಕೂಲ
கருத்து வேறுபாடு,ಒಪ್ಪಿಸು
அனுமதிக்கப்படவில்லை,ಅಂಗೀಕರಿಸದ
மறுப்பு,ಅಸಮ್ಮತಿ
பேரழிவு,ದುರಂತದ
பேரிடர் மேலாண்மை,ವಿಪತ್ತು ನಿರ್ವಹಣೆ
கலைக்கவும்,ವಿಸರ್ಜಿಸು
வழங்கல்,ವಿತರಣೆ
நிராகரிக்கவும்,ತರಿಸು
வெளியேற்றம்,ವಿಸರ್ಜನೆ
வெளியேற்ற சீட்டு,ವಿಸರ್ಜನೆ
ஒழுங்கு நடவடிக்கை,ಶಿಸ್ತು ಕ್ರಮ
ஒழுங்கு நடைமுறை,ಶಿಸ್ತು ವಿಧಾನ
ஒழுக்கம்,ಶಿಸ್ತು
மறுக்கவும்,ತಪ್ಪೊಪ್ಪಿಕೊಂಡಿರುವುದನ್ನು ತಪ್ಪಿಸಿಕೊ
வெளிப்படுத்தல்,ಪ್ರಕಟಿಸು
அதிருப்தி,ಅಸಮಾಧಾನ
இடைநிறுத்தம்,ನಿಲ್ಲಿಸುವಿಕೆ
நிறுத்துங்கள்,ನಿಲ್ಲಿಸು
முரண்பாடு,ಅಸಮಾಧಾನ
தள்ளுபடி,ರಿಯಾಯಿತಿ
கண்டுபிடி,ಪತ್ತೆ
இழிவுபடுத்தும்,ಅಪಖ್ಯಾತಿ
முரண்பாடு,ವ್ಯತ್ಯಾಸ
விவேகம்,ವಿವೇಚನೆ
விருப்பமான மானியம்,ವಿವೇಚನಾ ಅನುದಾನ
விருப்பமான சக்தி,ವಿವೇಚನೆ ಶಕ್ತಿ
பாகுபாடு,ತಾರತಮ್ಯ
விவாதம்,ಚರ್ಚೆ
நேர்மையற்ற,ವಂಚಕ
அவமதிப்பு,ಅವಮರ್ಯಾದೆ
சிதைவு,ವಿಘಟನೆ
வட்டு,ಕೊರೆ
இடப்பெயர்வு,ಸ್ಥಳಾಂತರಿಸುವುದು
விசுவாசமற்ற,ವಿಶ್ವಾಸದ್ರೋಹದ
தள்ளுபடி,ವಜಾಮಾಡಿಸು
பணிநீக்கம்,ವಜಾಮಾಡುವುದು
தள்ளுபடி நடைமுறை,ವಜಾಮಾಡುವ ವಿಧಾನ
கீழ்ப்படியவில்லை,ಸೇರಿಸು
கோளாறு,ಅಣಿಕೆ
ஒழுங்கின்மை,ಅಸ್ವಸ್ಥಗೊಳಿಸು
ஏற்றத்தாழ்வு,ಅಸಮಾನತೆಗೆ
அனுப்பும் பிரிவு,ರವಾನೆ ವಿಭಾಗ
விநியோகிக்கக்கூடியது,ವಿಲೇವಾರಿ ಮಾಡಬಹುದಾದ
சிதறல்,ಹರಡು
இடம்பெயர்ந்தது,ಸ್ಥಳಾಂತರಗೊಂಡ
காட்சி,ಪ್ರದರ್ಶನ
அதிருப்தி,ಅಸಮಾಧಾನ
அகற்றுதல்,ವಿಲೇವಾರಿ
அப்புறப்படுத்துங்கள்,ವಿಲೇವಾರಿ
இடமாற்றம்,ಇನಚಾತುರ್ಯ
அகற்றுதல்,ಹೊರಹೊಮ್ಮಿಸು
சர்ச்சை,ವಿವಾದಿಸು
தகுதி நீக்கம்,ಅನರ್ಹತೆ
புறக்கணிக்கவும்,ಕಡೆಗಣಿಸು
இடையூறு,ಅಡ್ಡಿ
அதிருப்தி,ಅಸಮಾಧಾನ
கருத்து வேறுபாடு,ಭಿನ್ನಾಭಿಪ್ರಾಯ
அவதூறு,ಅಪಚಾರ ಮಾಡು
விலகவும்,ವಿಘಟಿಸು
கலைப்பு,ವಿಸರ್ಜನೆ
கரைக்கவும்,ವಿಸರ್ಜಿಸು
தொலைதூர கல்வி,ದೂರ ಶಿಕ್ಷಣ
டிஸ்டில்லரி,ಬಂಡಿಲೆ ಮಾಡುವವಳು
வேறுபட்டது,ವಿಶಿಷ್ಟ
வேறுபடுத்துங்கள்,ಪ್ರತ್ಯೇಕಿಸು
சிதைவு,ಅಸ್ಪಷ್ಟತೆ
துன்பம்,ಯಾತನೆ
விநியோகிக்கவும்,ವಿತರಣೆ ಮಾಡು
விநியோகம்,ವಿತರಣೆ
மாவட்டம்,ಜಿಲ್ಲೆ
மாவட்ட மையம்,ಜಿಲ್ಲಾ ಕೇಂದ್ರ
குழப்பம்,ಅಡ್ಡಿ
டிட்டோ,ನಲಿದಾರ
திசை திருப்புதல்,ತಿರುವು
ஈவுத்தொகை,ಲಾಭ
பிரிவு,ವಿಭಾಗ
விவாகரத்து,ವಿಚ್ or ೇದನ
டாக்கெட்,ಕಪ್ಪೆ
மருத்துவர்,ವೈದ್ಯ
ஆவணம்,ದಾಖಲೆಗಳು
ஆவண சான்றுகள்,ಸಾಕ್ಷ್ಯಚಿತ್ರ ಸಾಕ್ಷ್ಯ
ஆவணம்,ದಸ್ತಾವತಿ
குடியிருப்பு,ನಿವಾಸ
குடியேறிய சான்றிதழ்,ನಿವಾಸ ಪ್ರಮಾಣಪತ್ರ
ஆதிக்கம் செலுத்தும்,ಪ್ರಬಲ
நன்கொடை,ದಾನ
டோசியர்,ತಿಕ್ಕಲ
சந்தேகம்,ಅನುಮಾನಾಸ್ಪದ
புறா வால்,ಪಾರಿವಾಳ
டவுன் கிரேடு,ಕೆಳಗಡೆ
வரைவு,ಕರಡು
வரைவு பதில்,ಕರಡು ಪ್ರತ್ಯುತ್ತರ
கடுமையான நடவடிக்கை,ತೀವ್ರವಾದ ಅಳತೆ
வரை,ಸೆರೆ
அலமாரியை,ಡ್ರಾಯರ್
வரைதல்,ಚಿತ್ರ
வறட்சி,ಬರಗಾಲ
உலர் பதவி உயர்வு,ಶುಷ್ಕ ಪ್ರಚಾರ
இரட்டை கட்டணம்,ಉಭಯಪಥ
இரட்டை குடியுரிமை,ದ್ವಿ ಪೌರತ್ವ
காரணமாக,ಕಾರಣವಾದ
உரிய விடாமுயற்சி,ಸರಿಯಾದ ಪರಿಶ್ರಮ
நிலுவைத் தொகை,ಬಾಕಿ
முறையாக,ಸರಿಯಾಗಿ
நகல்,ನಕಲು
காலம்,ಅವಧಿ
துணிச்சல்,ಬಿದ್ದು
கடமை,ಕರ್ತವ್ಯ
கடமை கொடுப்பனவு,ಕರ್ತವ್ಯ ಭತ್ಯೆ
கடமை விளக்கப்படம்,ಕರ್ತವ್ಯ ಪಟ್ಟಿಯ
கடமை விடுப்பு,ಕರ್ತವ್ಯ ರಜೆ
வரி அறை,ಕರ್ತವ್ಯ ಕೊಠಡಿ
இறக்கும் அறிவிப்பு,ಸಾಯುತ್ತಿರುವ ಘೋಷಣೆ
இயக்கவியல்,ಚಲನಶಾಸ್ತ್ರ
நொறுக்கி,ಮೊಣಕಾಲ
ஈட்டிய விடுப்பு,ಗಳಿಸಿದ ರಜೆ
வருவாய்,ಗಳಿಕೆ
சூழல் நட்பு,ಪರಿಸರ ಸ್ನೇಹಿ
சூழலியல்,ಪರಿಸರ ವಿಜ್ಞಾನ
பொருளாதாரம்,ಆರ್ಥಿಕ
பொருளாதார சுரண்டல்,ಆರ್ಥಿಕ ಶೋಷಣೆ
பொருளாதாரம்,ಆರ್ಥಿಕತೆ
பொருளாதார வகுப்பு,ಆರ್ಥಿಕ ವರ್ಗ
எடிட்டிங்,ಸಂಪಾದನೆ
பதிப்பு,ಆವೃತ್ತಿ
தலையங்கம்,ಸಂಪಾದಕೀಯ
கல்வி,ಶಿಕ್ಷಣ
கல்வி வாழ்க்கை,ಶೈಕ್ಷಣಿಕ ವೃತ್ತಿ
கல்வி நிறுவனம்,ಶಿಕ್ಷಣ ಸಂಸ್ಥೆ
கல்வி தகுதி,ಶೈಕ್ಷಣಿಕ ಅರ್ಹತೆ
விளைவு,ಪರಿಣಾಮ
பயனுள்ள,ಪರಿಣಾಮಕಾರಿ
நடைமுறைப்படுத்திய தேதி,ಹಿತ
விளைவுகள்,ಪರಿಣಾಮ
செயல்திறன்,ಕಾರ್ಯಕಾರಿತ್ವ
திறன்,ಅಖಂಡತೆ
திறமையான,ದಕ್ಷ
வெளியேற்றுதல்,ಹೊರಹಾಕುವಿಕೆ
விரிவான,ವಿಸ್ತಾರವಾದ
கழித்தல்,ತಪ್ಪಿಹೋಗು
தேர்ந்தெடுக்கப்பட்ட பிரதிநிதி,ಚುನಾಯಿತ ಪ್ರತಿನಿಧಿ
தேர்தல்,ಚುನಾವಣೆ
தேர்தல் கல்லூரி,ಚುನಾವಣಾ ಕಾಲೇಜು
வாக்காளர்,ಮತದಾರಿಕೆ
மின்மயமாக்கல்,ವಿದ್ಯುದೀಕರಣ
மின்னணு ஊடகம்,ವಿದ್ಯುದರ್ಚಿ ಮಾಧ್ಯಮ
அடிப்படை,ಪ್ರಾಥಮಿಕವಾಗಿ
தகுதி,ಅರ್ಹತೆ
தகுதி சோதனை,ಅರ್ಹತೆ ಪರೀಕ್ಷೆ
நீக்குதல்,ತೊಡೆದುಹಾಕುವಿಕೆ
சொற்பொழிவு,ವಜಭಸ
சங்கடம்,ಮುಜುಗರ
மோசடி,ದುಡುಕು
சின்னம்,ಲಾಂblemನ
புடைப்பு முத்திரை,ಉಬ್ಬು ಮುದ್ರೆ
அவசரம்,ತುರ್ತುಸ್ಥಿತಿ
அவசர நிவாரணம்,ತುರ್ತು ಪರಿಹಾರ
வெளிப்படும்,ಹೊರಹೊಮ್ಮುವ
குடியேற்றம்,ವಲಸೆ
ஊதியம்,ಸ ೦ ಚಾರಿಗಳು
அனுபவ,ಸಾಮರಸ್ಯ
பச்சாத்தாபம்,ಪರಾನುಭೂತಿ
வேலை,ಉದ್ಯೋಗ
பணியாளர்,ಉದ್ಯೋಗಿ
பணியாளர் பங்கேற்பு,ನೌಕರರ ಭಾಗವಹಿಸುವಿಕೆ
பணியாளரின் பங்களிப்பு,ನೌಕರರ ಕೊಡುಗೆ
பணியாளரின் வருங்கால வைப்பு நிதி,ನೌಕರರ ಭವಿಷ್ಯ ನಿಧಿ
முதலாளி,ಉದ್ಯೋಗಕಾರ
வேலை,ಉದ್ಯೋಗ
வேலைவாய்ப்பு பரிமாற்றம்,ಉದ್ಯೋಗ ವಿನಿಮಯ
வேலைவாய்ப்பு அறிவிப்பு,ಉದ್ಯೋಗ ಸೂಚನೆ
வேலைவாய்ப்பு அலுவலகம்,ಉದ್ಯೋಗ ಕಚೇರಿ
அதிகாரம்,ಅಧಿಕಾರ ನೀಡಿ
அதிகாரம்,ಸಬಲೀಕರಣ
இயற்றுதல்,ಅಂಗೀಕರಿಸು
சட்டம்,ಜಾರಿಗೊಳಿಸು
En gloc,ನೊಣ
Encash,ನಗದು
இணைக்கவும்,ಸುತ್ತಾಟ
ஊக்கம்,ಉತ್ತೇಜನ
அத்துமீறல்,ಅತಿಕ್ರಮ
இடையூறு,ಎಸೆತ
ஒப்புதல்,ಒಪ್ಪಿ
எண்டோவ்மென்ட்,ದತ್ತಿ
"இறுதி பொருள், இறுதி பெருக்கல் விடை",ಅಂತಿಮ ಉತ್ಪನ್ನ
ஆற்றல்,ಶಕ್ತಿ
செயல்படுத்தவும்,ಬಲಪಡಿಸು
ஈடுபடுங்கள்,ತೊಡಗಿಸು
விரிவாக்கம்,ವರ್ಧಿಸುವುದು
கட்டளையிடவும்,ಭಾಗಿಸು
En பெருமளவில்,ಸಾಮೂಹಿಕವಾಗಿ
விசாரணை,ವಿಚಾರಣೆ
பதிவு,ದಾಖಲಿಸು
பதிவு (= பதிவு),ದಾಖಲಾತಿ (= ದಾಖಲಾತಿ)
பதிவு எண்,ದಾಖಲಾತಿ ಸಂಖ್ಯೆ
வழியாக,ಆವರಿಸು
அடுத்தடுத்த,ನಂತರದ
உறுதி,ಖಚಿತಪಡಿಸು
உள்ளிடவும்,ಪ್ರವೇಶಿಸು
நிறுவனம்,ಉದ್ಯಮ
பொழுதுபோக்கு,ಮನರಂಜನೆ
பொழுதுபோக்கு,ಮನರಂಜನೆ
உரிமை,ಅರ್ಹತೆ
உரிமை,ಪ್ರಶಸ್ತಿಗಳಿರುವ
உரிமை,ಅರ್ಹತೆ
நுழைவு,ಪ್ರವೇಶ
நுழைவாளர்,ಪ್ರವೇಶಿಸುವ
நுழைவு,ಪ್ರವೇಶ
நுழைவு நிலை வேலை,ಪ್ರವೇಶ ಮಟ್ಟದ ಕೆಲಸ
கணக்கீடு,ವಿವರಣೆ
சூழல்,ವಾತಾವರಣ
தூதர்,ರಾಯಭಾರಿ
பெருவாரியாகப் பரவும் தொற்று நோய்,ಸಾಂಕ್ರಾಮಿಕ
சுருக்கம்,ಸಾರಾಂಶ
சமத்துவம்,ಸಮಾನತೆ
சமநிலை,ಸಮತಟ್ಟಾದ
உபகரணங்கள்,ಉಪಕರಣ
பங்கு,ಸಮಾನತೆ
இணையான,ಸಮಾನ
சமமான,Alಷಧದ
ஒழிக்கவும்,ನಿರ್ಮೂಲನೆ
பிழைத்திருத்தம்,ಕಸ
பிழை,ದೋಷ
விரிவாக்கம்,ಉಲ್ಬಣ
துணை,ಮುಜುಗರ
அத்தியாவசியமான,ಅಗತ್ಯವಾದ
நிறுவுதல்,ಸ್ಥಾಪನೆ
மதிப்பீடு,ಅಂದಾಜು
மதிப்பிடப்பட்ட செலவு,ಅಂದಾಜು ಬೆಲೆ
நெறிமுறைகள்,ನೀತಿಶಾಸ್ತ್ರ
ஆசாரம்,ಚಕ್ಷಿ
வெளியேற்றம்,ಖಾಲಿಮಾಡುವುದು
தவிர்க்கவும்,ತಪ್ಪಿಸಿಕೊ
மதிப்பீடு,ಮೌಲ್ಯಮಾಪನ
இரட்டைப்படை எண்,ಸಹ ಸಂಖ್ಯೆ
இறுதியில்,ಅಂತಿಮ
வெளியேற்ற,ಹೊರಹಾಕುವುದು
சான்றுகள்,ಸಾಕ್ಷಿ
உருவாகிறது,ವಿಕಸನ
சரியான,ನಿಖರವಾದ
தேர்வு,ಪರೀಕ್ಷೆ
பரிசோதகர்,ಪರೀಕ್ಷಕ
பரிசோதகர்,ಪರೀಕ್ಷಕ
உதாரணமாக,ಉದಾಹರಣೆ
அகழ்வாராய்ச்சி,ದೋಚುವುದು
சிறந்த,ಅತ್ಯುತ್ತಮ
விதிவிலக்கு,ಹೊರತುಪಡಿಸಿ
விதிவிலக்கானது,ಅಸಾಧಾರಣವಾದ
அதிகப்படியான,ಹೆಚ್ಚಿರು
பரிமாற்றம்,ವಿನಿಮಯ
கருவித்தொகை,ವಿಭಾಗ
கலால் (= கலால் வரி),ಅಬಕಾರಿ (= ಅಬಕಾರಿ ಸುಂಕ)
விலக்கு,ಹೊರಗಿನಂತೆ ಮಾಡು
பிரத்தியேக,ಪ್ರತ್ಯೇಕವಾದ
சாக்குப்போக்கு,ಮನ್ನಿಸು
செயல்படுத்த,ಕಾರ್ಯಚೇಳಿಸು
நிர்வாகி,ಉಪಯೋಗಕ
நிர்வாக குழு,ಕಾರ್ಯಕಾರಿ ಸಮಿತಿ
நிர்வாக சக்தி,ಕಾರ್ಯನಿರ್ವಾಹಕ ಶಕ್ತಿ
நிர்வாகிகள்,ಕಾರ್ಯನಿರ್ವಾಹಕ
நிர்வாக ஊழியர்கள்,ಕಾರ್ಯನಿರ್ವಾಹಕ ಸಿಬ್ಬಂದಿ
விலக்கு,ವಿನಾಯ
விலக்கு,ವಿನಯ
உடற்பயிற்சி,ವ್ಯಾಯಾಮ
முன்னாள் கிரேட்டியா,ಮಾಜಿ ತಳಹದ
முன்னாள் கிரேட்டியா கட்டணம்,ಮಾಜಿ ತಟಾದ ಪಾವತಿ
வெளியேற்ற,ನಿಷ್ಕಾಸ
முழுமையான,ತರುವ
கண்காட்சி,ಪ್ರದರ್ಶನ
அவசியம்,ತಿರಸ್ಕಾರ
EXIM கொள்கை,ಎಕ್ಸಿಮ್ ನೀತಿ
வெளியேறு,ನಿರ್ಗಮನ
வெளியேறும் நேர்காணல்,ನಿರ್ಗಮನ ಸಂದರ್ಶನ
வெளியேறும் கொள்கை,ನಿರ್ಗಮನ ನೀತಿ
வெளியேறும் வாக்கெடுப்பு,ಸಮೀಕ್ಷೆ
முன்னாள் அலுவலர்,ಅಫೀಸಿಯ
விடுவித்தல்,ಮುಕ್ತಾಯಗೊಳಿಸು
விரிவாக்கம்,ವಿಸ್ತರಣ
முன்னாள் பகுதி,ಭಾಗ
வெளிநாட்டு,ವಲಸೆ
பயனுள்ளது,ತಕ್ಕ
விரைவு,ಚುರುಕುಗೊಳಿಸು
வெளியேற்றவும்,ಹೊರನಯಿಸು
செலவு,ವೆಚ್ಚ
அனுபவம்,ಅನುಭವ
பரிசோதனை,ಪ್ರಯೋಗ
நிபுணர்,ತಜ್ಞ
காலாவதியாகும்,ಅವಧಿ ಮುಗಿಸು
காலாவதி தேதி,ಗಡುವು ದಿನಾಂಕ
விளக்கம்,ವಿವರಣೆ
வெளிப்படையான,ಸ್ಪಷ್ಟವಾದ
சுரண்டல்,ಶೋಷಣೆ
ஆராயுங்கள்,ಅನ್ವೇಷಿಸು
வெடிப்பு,ಸ್ಫೋಟ
ஏற்றுமதி,ರಫ್ತು
முன்னாள் போஸ்ட் ஃபேக்டோ,ಮಾಜಿ ಪೋಸ್ಟ್ ವಾಸ್ತವಿಕ
எக்ஸ்பிரஸ்,ಮನ್ನಿಸು
வெளிப்பாடு,ಅಭಿವ್ಯಕ್ತಿ
வெளியேற்றுதல்,ಹೊರಹಾಕುವುದು
விரிவுபடுத்துதல்,ಹೊರಹೊಮ್ಮಿಸು
நீட்டிக்கவும்,ವಿಸ್ತರಿಸು
அளவு,ಮಟ್ಟಿಗೆ
வெளிப்புறம்,ಬಾಹ್ಯ
மிரட்டி பணம் பறித்தல்,ಸುಲಿಗೆ
கூடுதல்,ಹೆಚ್ಚಿನ
பிரித்தெடுக்கவும்,ಹೊರಡಿಸಿಕೊ
அசாதாரணமான,ಅಸಾಧಾರಣ
களியாட்டம்,ಅತಿರೇಕದ
தீவிரவாதி,ಉಗ್ರವಾದಿ
சகஜமாகப்பழகு,ಬಹಿರ್ಮುಖಿ
கண் சாட்சி,ಕಣ್ಣಿನ ಸಾಕ್ಷಿ
புனையல்,ತಯಾರಿಸು
முக மதிப்பு,ಮುಖ ಬೆಲೆ
எளிதாக்கு,ಸರಾಗವಾಗಿಸು
வசதி,ಸೌಲಭ್ಯ
முகநூல்,ಮುಖದ
உண்மை,ಸತ್ಯ
பிரிவு,ಬಣಗಳ ಸಿದ್ಧಾಂತ
காரணி,ಅಂಶ
தொழிற்சாலை,ಕಾರ್ಖಾನೆ
உண்மை,ವಾಸ್ತವಿಕ
ஆசிரிய,ಸಿಬ್ಬಂದಿ
தோல்வி,ಅನುತ್ತೀರ್ಣ
நியாயமான,ನ್ಯಾಯಯುತ
நம்பிக்கை,ನಂಬಿಕೆ
போலி,ನಕಲಿ
குடும்பம்,ಕುಟುಂಬ
பஞ்சம்,ಕ್ಷಾಮ
கட்டணம்,ಹಗೆತನ
விடைபெறுதல்,ವಿದಾಯ
விவசாயம்,ಕೃಷಿ
சோர்வு,ಆಯಾಸ
தவறு,ತಪ್ಪು
ஆதரவாக,ಪರವಾಗಿ
சாத்தியக்கூறு,ಕಾರ್ಯಸಾಧ್ಯತೆ
கூட்டமைப்பு,ಒಕ್ಕೂಟ
கட்டணம்,ಶುಲ್ಕ
பின்னூட்டம்,ಮತ್ತೆ ಆಹಾರ
உணர்வு,ಭಾವನೆ
Felicate,ಅಭಿನಂದಿಸು
சக,ಸಹ
பெல்லோஷிப்,ಸಹಭಾಗಿತ್ವ
பெண்,ಹೆಣ್ಣು
வளமான,ಫಲವತ್ತಾದ
கற்பனையானது,ಕಾಲ್ಪನಿಕ
நம்பகத்தன்மை,ನಿಷ್ಠೆ
புலம்,ಹೊಲತು
படம்,ಆಕೃತಿ
கோப்பு,ಕಲೆ
தாக்கல்,ನಿರ್ಭೀತೆ
படம்,ಚಲನಚಿತ್ರ
இறுதி,ಅಂತಿಮ
நிதி,ಹಣಕಾಸು
நிதி,ಹಣಕಾಸಿನ
நிதி,ಹಣಕಾಸಿನವನು
கண்டுபிடிப்புகள்,ಶೋಧನೆ
அபராதம்,ಉತ್ತಮ
நுண்கலை,ಲಲಿತ ಕಲೆ
விரல் அச்சு,ಬೆರಳು ಮುದ್ರಣ
இறுதி பொருட்கள்,ಸಿದ್ಧಪಡಿಸಿದ ವಸ್ತುಗಳು
தீ,ಬೆಂಕಿ
துப்பாக்கி சூடு,ಹಾರುವುದು
நிறுவனம்,ದೃ firmರಂಗ
முதலுதவி,ಪ್ರಥಮ ಚಿಕಿತ್ಸೆ
முதல் வகுப்பு,ಪ್ರಥಮ ದರ್ಜೆ
முதல் பிரிவு,ಮೊದಲ ವಿಭಾಗ
முதல் தகவல் அறிக்கை,ಮೊದಲ ಮಾಹಿತಿ ವರದಿ
நிதி,ಹಣಕಾಸಿನ
மீன்வள,ಮೀನುಗಾರಿಕೆ
பொருத்தம்,ಹೊಂದುವುದು
உடற்பயிற்சி,ಫಿಜಿ
சரிசெய்யவும்,ಸರಿ
சரிசெய்தல்,ಸ್ಥಿರೀಕರಣ
சரி,ಸ್ಥಿರ
கொடி,ಧ್ವಜ
மடல்,ಫ್ಲಾಪ್
தட்டையானது,ಚಪ್ಪಟೆ
கடற்படை,ನೌಕಾಪಡೆ
நெகிழ்வுத்தன்மை,ನಮ್ಯತೆ
விமானம்,ಹಾರಾಟ
வெள்ள நிவாரணம்,ಪ್ರವಾಹ ಪರಿಹಾರ
தரை,ನೆಲ
ஓட்டம்,ಹರಿ
ஏற்ற இறக்கம்,ಏರಿಳಿತ
ஃபெடிக் சைட்,ಭ್ರೂಣಮ
கோப்புறை,ಬಾರಿ
