English,Marathi
Block control,ब्लॉक नियंत्रण
Block control header,ब्लॉक कंट्रोल हेडर
Block control unit,ब्लॉक कंट्रोल युनिट
Block copy,ब्लॉक कॉपी
Block diagram,ब्लॉक आकृती
Blocked file,अवरोधित फाइल
Block error rate,ब्लॉक त्रुटी दर
Blockette,ब्लॉकेट
Block gap (= inter block gap,ब्लॉक गॅप (= इंटर ब्लॉक गॅप
Block head,ब्लॉक हेड
Block header,ब्लॉक शीर्षलेख
Block heading statement,ब्लॉक हेडिंग स्टेटमेंट
"Block ignore character (= block cancel
 Character)","ब्लॉक दुर्लक्ष करा वर्ण (= ब्लॉक रद्द करा)
 वर्ण)"
Blocking,अवरोधित करणे
Blocking factor,ब्लॉकिंग फॅक्टर
Blocking of records (= grouping of records),रेकॉर्ड अवरोधित करणे (= रेकॉर्डचे गटबद्ध करणे)
Block length,ब्लॉक लांबी
Block list,ब्लॉक यादी
Block movement,ब्लॉक चळवळ
Block multiplexer channel,ब्लॉक मल्टीप्लेक्सर चॅनेल
Block multiplexer mode,ब्लॉक मल्टीप्लेक्सर मोड
Block parity system,पॅरिटी सिस्टम ब्लॉक करा
Block prefix,ब्लॉक उपसर्ग
Block record,ब्लॉक रेकॉर्ड
Block separater,ब्लॉक विभक्त
Block separation,ब्लॉक विभाजन
Block size,ब्लॉक आकार
Block sort,ब्लॉक क्रमवारी
Block structure,ब्लॉक रचना
Block structured language,संरचित भाषा ब्लॉक करा
Block synchronisation,ब्लॉक सिंक्रोनाइझेशन
Block transfer,ब्लॉक ट्रान्सफर
Block transfer function,ब्लॉक ट्रान्सफर फंक्शन
Blow,फटका
Blow back,परत उडवा
Blowing,शिट्टी
Blue ribbon program,निळा रिबन प्रोग्राम
Bold face,ठळक चेहरा
Book,पुस्तक
Book message,पुस्तक संदेश
Boolean complementation,बुलियन पूरक
Boolean connective,बुलियन कनेक्टिव्ह
Boolean data type,बुलियन डेटा प्रकार
Boolean function,बुलियन फंक्शन
Boolean operation,बुलियन ऑपरेशन
Boolean operation table,बुलियन ऑपरेशन टेबल
Boolean operator,बुलियन ऑपरेटर
Bootleg program,बूटलेग प्रोग्राम
Boot strap loader,बूट स्ट्रॅप लोडर
Boot strap memory,बूट स्ट्रॅप मेमरी
Boot strapping,बूट स्ट्रॅपिंग
Boot strapping analog computer,बूट स्ट्रॅपिंग एनालॉग संगणक
Boot strapping language processor,बूट स्ट्रॅपिंग भाषा प्रोसेसर
Borrow,कर्ज घ्या
Borrow digit,कर्ज घ्या
Bothway communication,संचार
Bothway operation,संचालन
Bottom-up method (= reduction method),तळ-अप पद्धत (= कपात पद्धत)
Bouncing,बाउन्सिंग
Bound,बंधनकारक
Boundary,सीमा
Boundary alignment,सीमा संरेखन
Boundary test,सीमा चाचणी
Bounding busy hour,व्यस्त तास बाउंडिंग
Bounds register,सीमा नोंदणी
Branch,शाखा
Branch and bound method,शाखा आणि बाउंड पद्धत
Branch cable,शाखा केबल
Branching,शाखा
Branching network,शाखा नेटवर्क
Branch instruction,शाखा सूचना
Branch point,शाखा बिंदू
Branch processing,शाखा प्रक्रिया
Branch table,शाखा टेबल
Break,ब्रेक
Break key,ब्रेक की
Break point,ब्रेक पॉईंट
Break point halt,ब्रेक पॉईंट हॉल्ट
Break point instruction,ब्रेक पॉईंट सूचना
Break point switch,ब्रेक पॉईंट स्विच
Break sequence,ब्रेक सीक्वेन्स
Bridged tap,ब्रिज टॅप
Bridgeware,ब्रिजवेअर
Bridging,ब्रिजिंग
Brightness ratio,ब्राइटनेस रेशो
Broad band,ब्रॉड बँड
Broadcast mode,प्रसारण मोड
Broadcast satellite,प्रसारण उपग्रह
Brussels classification system,ब्रुसेल्स वर्गीकरण प्रणाली
Brute-force approach,क्रूर-शक्ती दृष्टीकोन
B-tree,बी-ट्री
Bubble memory,बबल मेमरी
Bubble sort,बबल क्रमवारी
Bucket,बादली
Buffer,बफर
Buffer channel,बफर चॅनेल
Buffered amplifier,बफरर्ड एम्पलीफायर
Buffered computer,बफर संगणक
Buffered device,बफर डिव्हाइस
Buffered input,बफर इनपुट
Buffered message,बफर संदेश
Buffering,बफरिंग
Buffer I/O device,बफर I/O डिव्हाइस
Buffer management,बफर व्यवस्थापन
Buffer output,बफर आउटपुट
Buffer pad character,बफर पॅड वर्ण
Buffer pool,बफर पूल
Buffer pooling,बफर पूलिंग
Buffer register,बफर रजिस्टर
Buffer storage,बफर स्टोरेज
Buffer store,बफर स्टोअर
Bug,किडा
Buggy,बग्गी
Built-in function,अंगभूत कार्य
Built-in procedure,अंगभूत प्रक्रिया
Burst mode,ब्रेस्ट मोड
Burst transmission,ब्रेस्ट ट्रान्समिशन
Bus,बस
Bus bar,बस बार
Bus controller,बस नियंत्रक
Bus driver,बस चालक
Bus extender,बस विस्तारक
Business data processing,व्यवसाय डेटा प्रक्रिया
Business information system,व्यवसाय माहिती प्रणाली
Business machine,व्यवसाय मशीन
Business machine clocking,व्यवसाय मशीन क्लॉकिंग
Business planning language,व्यवसाय नियोजन भाषा
Business service,व्यवसाय सेवा
Bussback,बसबॅक
Bus termination,बस समाप्ती
Bus ware,बस वेअर
Bus wire,बस वायर
Busy hour,व्यस्त तास
Busy signal,व्यस्त सिग्नल
Busy tone,व्यस्त टोन
Bypass procedure,बायपास प्रक्रिया
Byproduct,उप -उत्पादन
Byte,बाइट
Byte manipulation,बाइट मॅनिपुलेशन
Byte mode,बाइट मोड
Byte multiplexer channel,बाइट मल्टीप्लेक्सर चॅनेल
Byte multiplexer mode,बाइट मल्टीप्लेक्सर मोड
Byte multiplexing,बाइट मल्टीप्लेक्सिंग
Cable,केबल
Cable casting,केबल कास्टिंग
Cable television service,केबल टेलिव्हिजन सेवा
Cable vault,केबल वॉल्ट
Cache,कॅशे
Cache-cache memory,कॅशे-कॅशे मेमरी
Calculation,गणना
Calculation punch,गणना पंच
Calculator,कॅल्क्युलेटर
Calculator chip,कॅल्क्युलेटर चिप
Calculator with algebraic logic,बीजगणित लॉजिकसह कॅल्क्युलेटर
Calculator with arithmetic logic,अंकगणित लॉजिकसह कॅल्क्युलेटर
Calculator without programmability,प्रोग्रामबिलिटीशिवाय कॅल्क्युलेटर
Calculator with programmability,प्रोग्रामबिलिटीसह कॅल्क्युलेटर
Calculus of variations,भिन्नतेचे कॅल्क्युलस
Call,कॉल
Call by reference,संदर्भानुसार कॉल करा
Call by value,व्हॅल्यूद्वारे कॉल करा
Call directing code,कॉल डायरेक्टिंग कोड
Call establishment,कॉल आस्थापना
Call forwarding,कॉल अग्रेषित
Calligraphic plotter,कॅलिग्राफिक प्लॉटर
Calling,कॉलिंग
Calling argument,कॉलिंग युक्तिवाद
Calling program,कॉलिंग प्रोग्राम
Calling sequence,कॉलिंग क्रम
Calling subprogram,कॉलिंग सबप्रोग्राम
Call number,कॉल नंबर
Call processor,कॉल प्रोसेसर
Call progress signal,कॉल प्रगती सिग्नल
Call store,कॉल स्टोअर
Call waiting,कॉल प्रतीक्षा करा
Cancel,रद्द करा
Cancel character,वर्ण रद्द करा
Cancel key,की रद्द करा
Canned paragraph,कॅन केलेला परिच्छेद
Canned software,कॅन केलेला सॉफ्टवेअर
Canonic generation,कॅनॉनिक पिढी
Capacitor storage,कॅपेसिटर स्टोरेज
Capacity,क्षमता
Capstan,कॅपस्टन
Capture,कॅप्चर
Card,कार्ड
Card cage,कार्ड पिंजरा
Card chassis,कार्ड चेसिस
Card checking,कार्ड तपासणी
Card code,कार्ड कोड
Card column,कार्ड कॉलम
Card cycle,कार्ड चक्र
Card deck,कार्ड डेक
Card error checking,कार्ड त्रुटी तपासणी
Card field,कार्ड फील्ड
Card file,कार्ड फाइल
Card form,कार्ड फॉर्म
Card format,कार्ड स्वरूप
Card hopper,कार्ड हॉपर
Card image,कार्ड प्रतिमा
Card input,कार्ड इनपुट
Card jam,कार्ड जाम
Card loader,कार्ड लोडर
Card pack,कार्ड पॅक
Card path,कार्ड पथ
Card programmed calculator,कार्ड प्रोग्राम केलेले कॅल्क्युलेटर
Card programmed computer,कार्ड प्रोग्राम केलेले संगणक
Card punch,कार्ड पंच
Card punching technique,कार्ड पंचिंग तंत्र
Card reader,कार्ड रीडर
Card reproducer,कार्ड पुनरुत्पादक
Card row,कार्ड पंक्ती
Card set,कार्ड सेट
Card sorter,कार्ड सॉर्टर
Card stacker,कार्ड स्टॅकर
Card storage,कार्ड स्टोरेज
Card-to-disk utility,कार्ड-टू-डिस्क युटिलिटी
Card-to-magnetic tape conversion,कार्ड-टू-मॅग्नेटिक टेप रूपांतरण
Card-to-print program,कार्ड-टू-प्रिंट प्रोग्राम
Card to tape converter,टेप कन्व्हर्टरवर कार्ड
Card track,कार्ड ट्रॅक
Card verifying,कार्ड सत्यापन
Caret,CARET
Carousel,कॅरोझेल
Carriage,गाडी
Carriage control character,कॅरेज कंट्रोल कॅरेक्टर
Carriage control tape,कॅरेज कंट्रोल टेप
Carriage return,गाडी परत
Carriage return character,कॅरेज रिटर्न कॅरेक्टर
Carrier,वाहक
Carrier hole,कॅरियर होल
Carrier load,कॅरियर लोड
Carrier return character,कॅरियर रिटर्न कॅरेक्टर
Carrier's carrier,कॅरियरचे कॅरियर
Carrier signal,कॅरियर सिग्नल
Carrier system,वाहक प्रणाली
Carrier-to-noise ratio,कॅरियर-टू-आवाज गुणोत्तर
Carrier wave,कॅरियर वेव्ह
Carry,कॅरी
Carry complete signal,संपूर्ण सिग्नल घेऊन जा
Carry completion sensing,पूर्ण सेन्सिंग घेऊन जा
Carry digit,अंक घेऊन जा
Carry flag,ध्वजांकन करा
Carry time,वेळ घेऊन जा
Cartridge,काडतूस
Cartridge disk,काडतूस डिस्क
Cascade connection,कॅसकेड कनेक्शन
Cascade control,कॅसकेड नियंत्रण
Cascaded merging,कॅसकेड विलीनीकरण
Cascade merge,कॅसकेड विलीनीकरण
Cashlike document,कॅशलाइक दस्तऐवज
Cashlike tender (= cashlike document),कॅशलाइक निविदा (= कॅशसारखे दस्तऐवज)
Cassette,कॅसेट
Casting out nines,कास्टिंग नाइन
Cata language (=object language),कॅटा भाषा (= ऑब्जेक्ट भाषा)
Catalogue,कॅटलॉग
Catalogued data set,कॅटलॉग केलेला डेटा सेट
Catalogue directory,कॅटलॉग निर्देशिका
Catalogued procedure,कॅटलॉग प्रक्रिया
Catastrophic error,आपत्तीजनक त्रुटी
Catena,कॅटेना
Catenate,केटनेट
Cathode ray storage,कॅथोड रे स्टोरेज
Cathode ray tube,कॅथोड रे ट्यूब
Cathode ray tube display,कॅथोड रे ट्यूब प्रदर्शन
Cell,सेल
Cellular mobile telephone network,सेल्युलर मोबाइल टेलिफोन नेटवर्क
Cellular ratio,सेल्युलर रेशो
Cellular splitting,सेल्युलर स्प्लिटिंग
Centering,मध्यवर्ती
Center line,मध्य रेषा
Central control unit,सेंट्रल कंट्रोल युनिट
Centralised automatic message accounting,केंद्रीकृत स्वयंचलित संदेश लेखा
Centralised data processing,केंद्रीकृत डेटा प्रक्रिया
Centralised network,केंद्रीकृत नेटवर्क
Central memory,मध्यवर्ती मेमरी
Central office,मध्यवर्ती कार्यालय
Central office code,केंद्रीय कार्यालय कोड
Central office work order,केंद्रीय कार्यालयीन कामाचा आदेश
Central processing unit,सेंट्रल प्रोसेसिंग युनिट
Central processing unit loop,केंद्रीय प्रक्रिया युनिट लूप
Central processor,केंद्रीय प्रोसेसर
Central scanning loop,सेंट्रल स्कॅनिंग लूप
Central station (= control station),सेंट्रल स्टेशन (= नियंत्रण स्टेशन)
Central office work order,केंद्रीय कार्यालयीन कामाचा आदेश
Certified tape,प्रमाणित टेप
Chad,चाड
Chadless tape,चाडलेस टेप
Chain,साखळी
Chain additions program,साखळी जोड कार्यक्रम
Chain code,साखळी कोड
Chained file,साखळी फाइल
Chained list,साखळी यादी
Chained record,साखळी रेकॉर्ड
Chaining,चेनिंग
Chaining overflow,ओव्हरफ्लो साखळी
Chaining search,साखळी शोध
Chain link,साखळी दुवा
Chain maintenance program,साखळी देखभाल कार्यक्रम
Chain printer,साखळी प्रिंटर
Change character,वर्ण बदला
Change dump,डंप बदला
Change file,फाईल बदला
Change record,रेकॉर्ड बदला
Change sign,चिन्ह बदला
Change tape,टेप बदला
Channel,चॅनल
Channel adapter,चॅनेल अ‍ॅडॉप्टर
Channel address word,चॅनेल पत्ता शब्द
Channel-attached,चॅनेल-संलग्न
Channel-attached station,चॅनेल-संलग्न स्टेशन
Channel bank,चॅनेल बँक
Channel busy tone,चॅनेल व्यस्त टोन
Channel capacity,चॅनेल क्षमता
Channel command,चॅनेल कमांड
Channel command word,चॅनेल कमांड शब्द
Channel controller,चॅनेल नियंत्रक
Channel control word,चॅनेल नियंत्रण शब्द
Channel data,चॅनेल डेटा
Channel end,चॅनेल एंड
Channel error,चॅनेल त्रुटी
Channel latency,चॅनेल विलंब
Channel mask,चॅनेल मुखवटा
Channel overload,चॅनेल ओव्हरलोड
Channel printer,चॅनेल प्रिंटर
Channel program,चॅनेल प्रोग्राम
Channel program translation,चॅनेल प्रोग्राम भाषांतर
Channel queue,चॅनेल रांग
Channel reliability,चॅनेल विश्वसनीयता
Channel service unit,चॅनेल सेवा युनिट
Channel set,चॅनेल सेट
Channel status word,चॅनेल स्थिती शब्द
Channel synchronizer,चॅनेल सिंक्रोनाइझर
Channel-to-channel adapter,चॅनेल-टू-चॅनेल अ‍ॅडॉप्टर
Character,वर्ण
Character addressing,चारित्र्य पत्ता
Character arrangement,वर्ण व्यवस्था
Character assembly,वर्ण असेंब्ली
Character-at-a-time printer,कॅरेक्टर-ए-ए-टाइम प्रिंटर
Character blink,वर्ण लुकलुक
Character boundary,वर्ण सीमा
Character cell,वर्ण सेल
Character check,वर्ण तपासणी
Character code,वर्ण कोड
Character configruration,वर्ण संभोग
Character crowding,वर्ण गर्दी
Character data type,वर्ण डेटा प्रकार
Character-deletion-character,कॅरेक्टर-डिलीशन-कॅरेक्टर
Character delimiter,चारित्र्य डिलिमीटर
Character density,वर्ण घनता
Character device control,वर्ण डिव्हाइस नियंत्रण
Character display device,वर्ण प्रदर्शन डिव्हाइस
Character display terminal,वर्ण प्रदर्शन टर्मिनल
Character edge,वर्ण धार
Character element,वर्ण घटक
Character emitter,चारित्र्य एमिटर
Character error rate,वर्ण त्रुटी दर
Character expression,वर्ण अभिव्यक्ती
Character fill,वर्ण भरण
Character format memory,कॅरेक्टर फॉरमॅट मेमरी
Character generator,वर्ण जनरेटर
Character information rate,वर्ण माहिती दर
Character instruction,वर्ण सूचना
Characteristic,वैशिष्ट्यपूर्ण
Characteristic distortion,वैशिष्ट्यपूर्ण विकृती
Characteristic impedence,वैशिष्ट्यपूर्ण प्रतिबिंब
Character key,वर्ण की
Character mean entropy,वर्ण म्हणजे एन्ट्रोपी
Character mean information content =character mean entropy),वर्ण म्हणजे माहिती सामग्री = वर्ण म्हणजे एन्ट्रोपी)
Character oriented,वर्णभिमुख
Character outline,वर्ण बाह्यरेखा
Character position,वर्ण स्थिती
Character printer,वर्ण प्रिंटर
Character reader,वर्ण वाचक
Character recognition,वर्ण ओळख
Character relation,वर्ण संबंध
Character row,वर्ण पंक्ती
Character set,वर्ण संच
Character size,वर्ण आकार
Character skew,चारित्र्य स्क्यू
Character string,वर्ण स्ट्रिंग
Character string constant,वर्ण स्ट्रिंग स्थिर
Character stroke,वर्ण स्ट्रोक
Character style,वर्ण शैली
Character subset,वर्ण सबसेट
Character tape,वर्ण टेप
Chart,चार्ट
Chart making,चार्ट बनविणे
Chart reader,चार्ट रीडर
Chassis,चेसिस
Chassis assembly,चेसिस असेंब्ली
Chebyshev approximation,चेबीशेव अंदाजे
Check bit,बिट तपासा
Check bus,बस चेक करा
Check card,चेक कार्ड
Check character,वर्ण तपासा
Check code,कोड तपासा
Check condition,अट तपासा
Check diagnostic,निदान तपासा
Check digit,अंक तपासा
Check indicator,निर्देशक तपासा
Check indicator instruction,निर्देशक सूचना तपासा
Checking program,तपासणी कार्यक्रम
Checking technique,तपासणी तंत्र
Check key,की तपासा
Check number (= check digit),चेक नंबर (= अंजी चेक)
Check out (=debug),(= डीबग) पहा
Check out routine,दिनचर्या पहा
Check point,चेक पॉईंट
Check point data set,बिंदू डेटा सेट तपासा
Check point dump,बिंदू डंप चेक करा
Check point record,बिंदू रेकॉर्ड चेक करा
Check point restart,चेक पॉईंट रीस्टार्ट करा
Check point routine,बिंदू दिनचर्या तपासा
Check point sorting,पॉईंट सॉर्टिंग चेक करा
Check problem,समस्या तपासा
Check register,नोंदणी करा
Check reset key,रीसेट की तपासा
Check routine,दिनचर्या तपासा
Check row,पंक्ती तपासा
Check solution,समाधान तपासा
Check sum,बेरीज तपासा
Check total,एकूण तपासा
Check word,शब्द तपासा
Child segment,मूल विभाग
Chinese binary (column binary),चिनी बायनरी (स्तंभ बायनरी)
Chip,चिप
Chip carrier,चिप कॅरियर
Chip microprocessor,चिप मायक्रोप्रोसेसर
Chip process,चिप प्रक्रिया
Chip register architecture,चिप रजिस्टर आर्किटेक्चर
Chip select,चिप निवडा
Choice device,निवड डिव्हाइस
Cipher,सिफर
Cipher text (= enciphered data),सिफर मजकूर (= एन्किफर्ड डेटा)
Circuit,सर्किट
Circuit board,सर्किट बोर्ड
Circuit breaker,सर्किट ब्रेकर
Circuit card,सर्किट कार्ड
Circuit grade,सर्किट ग्रेड
Circuit load,सर्किट लोड
Circuit order,सर्किट ऑर्डर
Circuit reliability,सर्किट विश्वसनीयता
Circuit switch,सर्किट स्विच
Circuit-switched connection,सर्किट-स्विच कनेक्शन
Circuit switching,सर्किट स्विचिंग
Circuit switching unit,सर्किट स्विचिंग युनिट
Circuit unit assembly,सर्किट युनिट असेंब्ली
Circular buffering,परिपत्रक बफरिंग
Circular list,परिपत्रक यादी
Circular shift,परिपत्रक शिफ्ट
Circulating register,प्रसारित नोंदणी
Circulating storage,प्रसारित स्टोरेज
Citation,उद्धरण
Cladding,क्लेडिंग
Class,वर्ग
Class 5 office,वर्ग 5 कार्यालय
Class condition,वर्ग अट
Classification,वर्गीकरण
Cleaning operation,साफसफाईचे ऑपरेशन
Clear,स्पष्ट
Clear area,स्पष्ट क्षेत्र
Clear band (=clear area,क्लियर बँड (= स्पष्ट क्षेत्र
Clear channel,साफ चॅनेल
Clear data,माहिती पुसून टाका
Clear display,स्पष्ट प्रदर्शन
Clear memory (= clear storage),मेमरी साफ करा (= क्लियर स्टोरेज)
Clear session,स्पष्ट सत्र
Clear storage,साफ स्टोरेज
Clipping,क्लिपिंग
Clock,घड्याळ
Clock circuit,घड्याळ सर्किट
Clock counter,घड्याळ काउंटर
Clock frequency,घड्याळ वारंवारता
Clocking,क्लॉकिंग
Clock interrupt,घड्याळ व्यत्यय
Clock pulse,घड्याळ नाडी
Clock rate,घड्याळ दर
Clock register (= timer),घड्याळ नोंदणी (= टाइमर)
Clock signal,घड्याळ सिग्नल
Clock simulation,घड्याळ सिम्युलेशन
Clock time,घड्याळ वेळ
Clock track,घड्याळ ट्रॅक
Close classification,वर्गीकरण बंद करा
Closed array,बंद अ‍ॅरे
Closed file,बंद फाइल
Closed loop,बंद पळवाट
Closed loop (control) system,बंद लूप (नियंत्रण) प्रणाली
Closed routine,बंद दिनचर्या
Closed shop operation,बंद दुकान ऑपरेशन
Closed subroutine,बंद सबरूटिन
Closed-user group,बंद-वापरकर्ता गट
Closely coupled,जवळून जोडले
Closing a terminal,टर्मिनल बंद करणे
Closing of a file,फाईल बंद करणे
Cluster,क्लस्टर
Cluster analysis,क्लस्टर विश्लेषण
Cluster controller,क्लस्टर कंट्रोलर
Cluster controller node,क्लस्टर कंट्रोलर नोड
Cluster control unit,क्लस्टर कंट्रोल युनिट
Clustered file,क्लस्टर केलेली फाईल
Clustering algorithm,क्लस्टरिंग अल्गोरिदम
Coalesce,COELESCE
Coated card,कोटेड कार्ड
Coaxial cable,कोएक्सियल केबल
COBOL,कोबोल
Cobol character,कोबोल कॅरेक्टर
Cobol programming,कोबोल प्रोग्रामिंग
CODASYL,कोडासिल
Code,कोड
Code area,कोड क्षेत्र
Code chain,कोड साखळी
Code check,कोड तपासणी
Coded arithmetic data,कोड केलेले अंकगणित डेटा
Coded character set,कोडेड कॅरेक्टर सेट
Coded converter,कोडेड कन्व्हर्टर
Coded decimal notation,कोडित दशांश नोटेशन
Code dependent system,कोड अवलंबून प्रणाली
Coded graphics,कोडित ग्राफिक्स
Coded image space,कोडित प्रतिमा जागा
Code directing character,कोड डायरेक्टिंग कॅरेक्टर
Coded program,कोडेड प्रोग्राम
Coded representation,कोड केलेले प्रतिनिधित्व
Coded stop,कोड स्टॉप
Code element,कोड घटक
Code extension character,कोड विस्तार वर्ण
Code frame,कोड फ्रेम
Code hole,कोड होल
Code-independent data communication,कोड-स्वतंत्र डेटा संप्रेषण
Code-independent system,कोड-स्वतंत्र प्रणाली
"Code-insensitive system (= code-in- dependent
 System)","कोड-असंवेदनशील प्रणाली (= कोड-इन-आश्रित
 प्रणाली)"
Code key,कोड की
Code level,कोड पातळी
Code line,कोड लाइन
Code line index,कोड लाइन इंडेक्स
Code point translator,कोड पॉईंट अनुवादक
Code position,कोड स्थिती
Coder,कोडर
Code-sensitive system (=code-dependent system),कोड-संवेदनशील प्रणाली (= कोड-आधारित प्रणाली)
Code set,कोड सेट
Code- transparent data communication,कोड- पारदर्शक डेटा संप्रेषण
"Code-transparent system (= code dependent
 System)","कोड-पारदर्शक प्रणाली (= कोड अवलंबून आहे
 प्रणाली)"
Code value,कोड मूल्य
Code word,कोड शब्द
Coding,कोडिंग
Coding check,कोडिंग चेक
Coding form,कोडिंग फॉर्म
Coding scheme,कोडिंग योजना
Coding sheet,कोडिंग पत्रक
Coefficient unit,गुणांक युनिट
Coherent modulation system,सुसंगत मॉड्युलेशन सिस्टम
Coherent phase shift keying,सुसंगत फेज शिफ्ट की
Coincidence circuit (= AND element),योगायोग सर्किट (= आणि घटक)
Coincidence element (= AND element),योगायोग घटक (= आणि घटक)
Coincidence error,योगायोग त्रुटी
Coincidence gate (AND element,योगायोग गेट (आणि घटक
Coincident-current selection,योगायोग-वर्तमान निवड
Cold fault,कोल्ड फॉल्ट
Cold start (=start),कोल्ड स्टार्ट (= प्रारंभ)
Collate,कोलेट
Collating sequence,कोलिंग सीक्वेन्स
Collating sorting,कोलेंग सॉर्टिंग
Collator,कोलेटर
Collision,टक्कर
Column,स्तंभ
Column binary,स्तंभ बायनरी
Column move,स्तंभ हलवा
Combination,संयोजन
"Combinational
 Circuit","संयोजन
 सर्किट"
"Combinational 
 Logic","संयोजन
 तर्कशास्त्र"
"Combinational
 Logic element","संयोजन
 तर्कशास्त्र घटक"
Combination hub,संयोजन केंद्र
Combinatorial network,कॉम्बिनेटरियल नेटवर्क
"Combinatorial
 Circuit","संयोजक
 सर्किट"
"Combined
 Distribution
 Frame","एकत्रित
 वितरण
 फ्रेम"
Combined head,एकत्रित डोके
Combined read/write head,एकत्रित वाचन/लेखन हेड
Combined station,एकत्रित स्टेशन
Combiner,संयोजक
Command,आज्ञा
"Command and 
 Control system","आज्ञा आणि
 नियंत्रण यंत्रणा"
Command chain,कमांड चेन
Command control program,कमांड कंट्रोल प्रोग्राम
Command double word,कमांड डबल वर्ड
Command function,कमांड फंक्शन
Command interpreter,कमांड इंटरप्रिटर
Command language,आज्ञा भाषा
Command list,आज्ञा यादी
Command name,आज्ञा नाव
Command pointer,कमांड पॉईंटर
"Command
 Processing","आज्ञा
 प्रक्रिया"
Command processor,कमांड प्रोसेसर
Command retry,कमांड पुन्हा प्रयत्न करा
Command statement,कमांड स्टेटमेंट
Command system,कमांड सिस्टम
Comment,टिप्पणी
Comment field,टिप्पणी फील्ड
Comment statement,टिप्पणी विधान
Commercial application,व्यावसायिक अनुप्रयोग
Commercial character,व्यावसायिक वर्ण
Commercial instruction set,व्यावसायिक सूचना सेट
Common area,सामान्य क्षेत्र
Common block,सामान्य ब्लॉक
Common business-oriented (COBOL),सामान्य व्यवसाय-केंद्रित (कोबोल)
Common carrier,सामान्य वाहक
Common carrier bureau,कॉमन कॅरियर ब्यूरो
Common command language,सामान्य आज्ञा भाषा
Common communication adapter,सामान्य संप्रेषण अ‍ॅडॉप्टर
Common control,सामान्य नियंत्रण
Common control switching arrangement,सामान्य नियंत्रण स्विचिंग व्यवस्था
Common control system,सामान्य नियंत्रण प्रणाली
Common error,सामान्य त्रुटी
Common field,सामान्य फील्ड
Common hub,सामान्य हब
Common language,सामान्य भाषा
Common language code,सामान्य भाषा कोड
Common routine,सामान्य दिनचर्या
Common segment,सामान्य विभाग
Common software,सामान्य सॉफ्टवेअर
Common storage area,सामान्य संचयन क्षेत्र
Common target machine,सामान्य लक्ष्य मशीन
Common user circuit,सामान्य वापरकर्ता सर्किट
Common user network,सामान्य वापरकर्ता नेटवर्क
Communality,जातीयता
Communicating word-processing equipment,शब्द-प्रक्रिया उपकरणे संप्रेषण
Communication,संप्रेषण
Communication adapter,संप्रेषण अ‍ॅडॉप्टर
Communication channel,संप्रेषण चॅनेल
Communication common carrier,संप्रेषण सामान्य वाहक
Communication control character,संप्रेषण नियंत्रण वर्ण
Communication controller,संप्रेषण नियंत्रक
Communication controller node,संप्रेषण नियंत्रक नोड
Communication control unit,संप्रेषण नियंत्रण युनिट
Communication data system,संप्रेषण डेटा सिस्टम
Communication interface,संप्रेषण इंटरफेस
Communication line,संप्रेषण ओळ
Communication line adapter,संप्रेषण लाइन अ‍ॅडॉप्टर
Communication line characteristic,संप्रेषण रेखा वैशिष्ट्य
Communication link,संप्रेषण दुवा
Communication mix,संप्रेषण मिश्रण
Communication mode control,संप्रेषण मोड नियंत्रण
Communication modem,संप्रेषण मॉडेम
Communication network,संप्रेषण नेटवर्क
Communications center,संप्रेषण केंद्र
Communications computer,संप्रेषण संगणक
Communications controller,संप्रेषण नियंत्रक
Communications satellite,संप्रेषण उपग्रह
Communications security equipment,संप्रेषण सुरक्षा उपकरणे
Communications software,संप्रेषण सॉफ्टवेअर
Communications subsystem,संप्रेषण उपप्रणाली
Communications terminal,संप्रेषण टर्मिनल
Communication theory,संप्रेषण सिद्धांत
Community automatic exchange,समुदाय स्वयंचलित विनिमय
Community dial office,समुदाय डायल कार्यालय
Commutator pulse,कम्युटेटर नाडी
Compaction algorithm,कॉम्पॅक्शन अल्गोरिदम
Companding,कंपँडिंग
Compandor,कंपॅन्डोर
Compandor mistracking,कॉम्पॅन्डोर गैरवर्तन
"Companion store
 Backup","कंपेनियन स्टोअर
 बॅकअप"
Comparator,तुलनात्मक
Comparator probe,तुलनात्मक तपासणी
"Comparing unit
 (= Comparator)","युनिटची तुलना
 (= तुलनात्मक)"
"Comparison
 Operation","तुलना
 ऑपरेशन"
"Comparison
 Operator","तुलना
 ऑपरेटर"
Comparison test,तुलना चाचणी
Compatibility,सुसंगतता
Compatibility test,सुसंगतता चाचणी
Compatible,सुसंगत
"Compatible time
 Sharing system","सुसंगत वेळ
 सामायिकरण प्रणाली"
Compilation,संकलन
Compilation aid,संकलन मदत
Compile,संकलित
Compile duration,संकलन कालावधी
Compile phase,संकलन टप्पा
Compiler,कंपाईलर
Compiler-compiler,कंपाईलर-कंपीलर
Compiler directing system,कंपाईलर डायरेक्टिंग सिस्टम
Compiler directive,कंपाईलर निर्देश
Compiler generator,कंपाईलर जनरेटर
Compiler interface,कंपाईलर इंटरफेस
Compiler language,कंपाईलर भाषा
Compiler option,कंपाईलर पर्याय
Compile time,वेळ संकलित करा
Compile time diagnostics,वेळ निदान संकलित करा
Compile time statement,वेळ विधान संकलित करा
Compiling duration,संकलन कालावधी
Compiling phase,संकलन टप्पा
Compiling program (= complier),संकलन प्रोग्राम (= क्लिअर)
Compiling time,संकलन वेळ
Complement,पूरक
Complementary operation,पूरक ऑपरेशन
