English,Odiya
diagonal similarity,ତ୍ରିକୋଣୀୟ ସମାନତା |
diagram,ଚିତ୍ର
diagrammatic method,ଚିତ୍ରନାଟ୍ୟ ପଦ୍ଧତି |
diagrammatic presentation,ଚିତ୍ରନାଟ୍ୟ ଉପସ୍ଥାପନା |
diameter,ବ୍ୟାସ
diameter of a set,ଏକ ସେଟ୍ ର ବ୍ୟାସ |
diametrically opposite,ହୀରା ବିପରୀତ |
dice throw,ଡାଇସ୍ ଥ୍ରୋ |
dichotomous classification,ଦ୍ୱିପାକ୍ଷିକ ବର୍ଗୀକରଣ |
dichotomy,ଡିଚୋଟୋମି
dictionary order,ଅଭିଧାନ କ୍ରମ |
difference calculus,ପାର୍ଥକ୍ୟ ଗଣନା
difference equation,ପାର୍ଥକ୍ୟ ସମୀକରଣ
difference formula,ପାର୍ଥକ୍ୟ ସୂତ୍ର
difference method,ପାର୍ଥକ୍ୟ ପଦ୍ଧତି |
difference of sets,ସେଟ୍ ର ପାର୍ଥକ୍ୟ |
differentiable,ଭିନ୍ନକ୍ଷମ |
differentiable curve,ଭିନ୍ନକ୍ଷମ ବକ୍ର
differentiable function,ଭିନ୍ନକ୍ଷମ କାର୍ଯ୍ୟ
differential,ଭିନ୍ନକ୍ଷମ |
differential calculus,ଭିନ୍ନକ୍ଷମ ଗଣନା
differential coefficient,ଭିନ୍ନକ୍ଷମ ଗୁଣବତ୍ତା |
differential equation,ଭିନ୍ନକ୍ଷମ ସମୀକରଣ |
differential form,ଭିନ୍ନକ୍ଷମ ଫର୍ମ |
differential formula,ଭିନ୍ନକ୍ଷମ ସୂତ୍ର |
differential function,ଭିନ୍ନକ୍ଷମ କାର୍ଯ୍ୟ
differential geometry,ଭିନ୍ନକ୍ଷମ ଜ୍ୟାମିତି |
differential of higher order,ଉଚ୍ଚ କ୍ରମର ଭିନ୍ନତା |
differential quotient,ଭିନ୍ନ ଭିନ୍ନ ଭାଗ
differentiate,ଭିନ୍ନ କର |
differentiation,ଭିନ୍ନତା
differentiation formula,ଭିନ୍ନତା ସୂତ୍ର |
differentiation of vector,ଭେକ୍ଟରର ଭିନ୍ନତା |
diffusion,ବିସ୍ତାର
digit,ସଂଖ୍ୟା
digital computer,ଡିଜିଟାଲ୍ କମ୍ପ୍ୟୁଟର |
digital data,ଡିଜିଟାଲ୍ ତଥ୍ୟ |
dimension,ପରିମାପ
dimensionality,ପରିମାପ
dimensionless,ପରିମାପହୀନ |
dimension of an equation,ଏକ ସମୀକରଣର ଆକାର
diophantine equation,ଡାଇଓଫାଣ୍ଟାଇନ୍ ସମୀକରଣ |
dip angle,ଡିପ୍ ଆଙ୍ଗଲ୍
dipolar coordinates,ଡିପୋଲାର୍ କୋର୍ଡିନେଟ୍ |
dipole,ଡିପୋଲ୍
dipyramid (bipyramid),ଡିପିରାମିଡ୍ (ବିପିରାମିଡ୍)
Dirac delta function,ଡାଇରାକ୍ ଡେଲଟା କାର୍ଯ୍ୟ |
direct common tangent,ସିଧାସଳଖ ସାଧାରଣ ଟାଙ୍ଗେଣ୍ଟ |
directed angle,ନିର୍ଦ୍ଦେଶିତ କୋଣ
directed line,ନିର୍ଦ୍ଦେଶିତ ରେଖା |
directional derivative,ଦିଗଦର୍ଶନ
direction cosine,ଦିଗ କୋସାଇନ୍ |
direction of maxima,maxima ର ଦିଗ
direction of projection,ପ୍ରୋଜେକ୍ଟର ଦିଗ
direction ratio,ଦିଗ ଅନୁପାତ |
director circle,ନିର୍ଦ୍ଦେଶକ ସର୍କଲ୍ |
director sphere,ନିର୍ଦ୍ଦେଶକ କ୍ଷେତ୍ର
direct product,ପ୍ରତ୍ୟକ୍ଷ ଉତ୍ପାଦ |
direct proof,ପ୍ରତ୍ୟକ୍ଷ ପ୍ରମାଣ |
direct proportion,ପ୍ରତ୍ୟକ୍ଷ ଅନୁପାତ |
directrix,ଡାଇରେକ୍ଟ୍ରିକ୍ସ
direct sum,ପ୍ରତ୍ୟକ୍ଷ ରାଶି |
disconncted sets,ବିଚ୍ଛିନ୍ନ ସେଟ୍ |
discontinuity,ବନ୍ଦ
discontinuity of derivative,ଡେରିଭେଟିଭ୍ ର ବିଚ୍ଛିନ୍ନତା |
discontinuity of the first kind,ପ୍ରଥମ ପ୍ରକାରର ବିଚ୍ଛିନ୍ନତା |
discontinuity of the second kind,ଦ୍ୱିତୀୟ ପ୍ରକାରର ବିଚ୍ଛିନ୍ନତା |
discontinuous distribution,ନିରନ୍ତର ବଣ୍ଟନ |
discontinuous function,ବିଚ୍ଛିନ୍ନ କାର୍ଯ୍ୟ
discontinuous variate,ବିଚ୍ଛିନ୍ନ ଭେରିଏଟ୍ |
discrete,ବିଚ୍ଛିନ୍ନ
discrete distribution,ପୃଥକ ବଣ୍ଟନ |
discrete probability distribution,ପୃଥକ ସମ୍ଭାବ୍ୟ ବଣ୍ଟନ |
discrete random variable,ପୃଥକ ରାଣ୍ଡମ୍ ଭେରିଏବଲ୍ |
discrete sample space,ପୃଥକ ନମୁନା ସ୍ଥାନ |
discrete set,ପୃଥକ ସେଟ୍ |
discrete space,ପୃଥକ ସ୍ଥାନ |
discrete topology,ପୃଥକ ଟପୋଲୋଜି |
discrete variate,ଭିନ୍ନ ଭିନ୍ନତା |
discriminant,ଭେଦଭାବ
discriminatory analysis (=discriminant analysis),ଭେଦଭାବ ବିଶ୍ଳେଷଣ (= ଭେଦଭାବ ବିଶ୍ଳେଷଣ)
disjoint,ଅସନ୍ତୁଷ୍ଟ
disjoint events,ଘଟଣାଗୁଡ଼ିକୁ ଅସନ୍ତୁଷ୍ଟ କରନ୍ତୁ |
disjoint sets,ବିଚ୍ଛିନ୍ନ ସେଟ୍ |
disjoint union,ଅସନ୍ତୁଷ୍ଟ ସଂଘ
disjunction,ବିଚ୍ଛିନ୍ନତା |
dispersion,ବିଚ୍ଛେଦ |
dispersion chart,ବିଚ୍ଛେଦ ଚାର୍ଟ |
dispersion constant,ବିଚ୍ଛେଦ ସ୍ଥିର |
dispersion diagram,ବିଚ୍ଛେଦ ଚିତ୍ର |
dispersion matrix (=covariance matrix),ବିଚ୍ଛେଦ ମ୍ୟାଟ୍ରିକ୍ସ (= କୋଭାରିଆନ୍ସ ମ୍ୟାଟ୍ରିକ୍ସ)
displacement,ବିସ୍ଥାପନ
display,ପ୍ରଦର୍ଶନ
display unit (=consol),ପ୍ରଦର୍ଶନ ୟୁନିଟ୍ (= କନସୋଲ୍)
dissimilar,ଭିନ୍ନ
dissipative forces,ବିଚ୍ଛିନ୍ନ ଶକ୍ତି |
distance function,ଦୂରତା କାର୍ଯ୍ୟ
distance modulus,ଦୂରତା ମଡ୍ୟୁଲସ୍
distribution-free method,ବଣ୍ଟନ ମୁକ୍ତ ପଦ୍ଧତି |
distributive law,ବଣ୍ଟନ ନିୟମ |
diverge,ବିଭାଜନ
divergence,ବିଭେଦ
divergence theorem,ଭିନ୍ନତା ଥିଓରେମ୍ |
divergent,ବିବିଧ
divergent series,ବିବିଧ କ୍ରମ |
divided difference,ବିଭାଜିତ ପାର୍ଥକ୍ୟ |
divisibility,ବିଭାଜନତା
divisible,ବିଭାଜନଯୋଗ୍ୟ
division,ବିଭାଜନ
division algorithm,ବିଭାଜନ ଆଲଗୋରିଦମ |
division ring,ବିଭାଜନ ରିଙ୍ଗ |
dodecagon,ଡୋଡେକାଗନ୍ |
dodecahedron,dodecahedron
domain,ଡୋମେନ୍
domain of a function,ଏକ ଫଙ୍କସନ୍ ର ଡୋମେନ୍
domain of definition,ପରିଭାଷାର ଡୋମେନ୍ |
domain of existence,ଅସ୍ତିତ୍ୱର ଡୋମେନ୍ |
dominant strategy,ପ୍ରାଧାନ୍ୟ ରଣନୀତି |
doppler effect,ଡୋପଲର ପ୍ରଭାବ
dot product,ବିନ୍ଦୁ ଉତ୍ପାଦ |
dotted curve,ବିନ୍ଦୁ ବକ୍ର
double differentiation,ଦ୍ୱିଗୁଣ ଭିନ୍ନତା |
double exponential distribution,ଦୁଇଗୁଣ ବଣ୍ଟନ
double helix,ଡବଲ୍ ହେଲିକ୍ସ |
double integral,ଡବଲ୍ ଇଣ୍ଟିଗ୍ରାଲ୍ |
double integration,ଡବଲ୍ ଇଣ୍ଟିଗ୍ରେସନ୍ |
double limit,ଦୁଇଥର ସୀମା |
double sampling plan,ଦୁଇଥର ନମୁନା ସଂଗ୍ରହ ଯୋଜନା |
double sequence,ଡବଲ୍ କ୍ରମ |
double series,ଡବଲ୍ ସିରିଜ୍ |
double suffix notation,ଡବଲ୍ ସଫିକ୍ସ ନୋଟେସନ୍ |
double summation,ଦୁଇଥର ସମନ୍ୱୟ |
downward acceleration,ତଳ ତ୍ୱରଣ
downward displacement,ନିମ୍ନ ବିସ୍ଥାପନ |
downward motion,ନିମ୍ନ ଗତି
downward velocity,ତଳ ବେଗ
drag,ଡ୍ରାଗ୍
drag force,ଡ୍ରାଗ୍ ଫୋର୍ସ |
dual,ଡୁଆଲ୍ |
dual basis,ଦ୍ୱ ual ତ ଆଧାର |
dual inner product,ଡୁଆଲ୍ ଆଭ୍ୟନ୍ତରୀଣ ଉତ୍ପାଦ |
dual linear programming problem,ଡୁଆଲ୍ ଲାଇନ୍ ପ୍ରୋଗ୍ରାମିଂ ସମସ୍ୟା |
dual operation,ଡୁଆଲ୍ ଅପରେସନ୍ |
dual problem,ଦ୍ୱ ual ତ ସମସ୍ୟା |
dual simplex algorithm,ଡୁଆଲ୍ ସିମ୍ପ୍ଲେକ୍ସ ଆଲଗୋରିଦମ |
dual simplex technique,ଡୁଆଲ୍ ସିମ୍ପ୍ଲେକ୍ସ କ techni ଶଳ |
dual space,ଡୁଆଲ୍ ସ୍ପେସ୍ |
dual variable,ଡୁଆଲ୍ ଭେରିଏବଲ୍ |
dual vector space,ଡୁଆଲ୍ ଭେକ୍ଟର ସ୍ପେସ୍ |
dummy index,ଡମି ଇଣ୍ଡେକ୍ସ
dummy subscript,ଡମି ସବସ୍କ୍ରିପ୍ଟ |
dummy suffix,ଡମି ସଫିକ୍ସ |
dummy variable,ଡମି ଭେରିଏବଲ୍ |
duplicator process,ନକଲ ପ୍ରକ୍ରିୟା |
dynamical,ଗତିଶୀଳ |
dynamical system,ଗତିଶୀଳ ସିଷ୍ଟମ୍ |
dynamic demand function,ଗତିଶୀଳ ଚାହିଦା କାର୍ଯ୍ୟ |
dynamic model,ଗତିଶୀଳ ମଡେଲ୍ |
dynamic programming,ଗତିଶୀଳ ପ୍ରୋଗ୍ରାମିଂ |
dynamic programming approach,ଗତିଶୀଳ ପ୍ରୋଗ୍ରାମିଂ ପଦ୍ଧତି |
dynamic programming technique,ଗତିଶୀଳ ପ୍ରୋଗ୍ରାମିଂ କ techni ଶଳ |
dynamics,ଗତିଶୀଳତା |
dynamics of a particle,ଏକ କଣିକାର ଗତିଶୀଳତା |
dynamics of rigid bodies,କଠିନ ଶରୀରର ଗତିଶୀଳତା |
earth,ପୃଥିବୀ
earthquake intensity,ଭୂକମ୍ପ ତୀବ୍ରତା |
eccentricity,ବିଚିତ୍ରତା |
eclipse,ଚନ୍ଦ୍ରଗ୍ରହଣ
econometric forecast,ଅର୍ଥନ ric ତିକ ପୂର୍ବାନୁମାନ |
econometrician,ଅର୍ଥନୀତିଜ୍ଞ
econometrics,ଅର୍ଥନୀତି
economics,ଅର୍ଥନୀତି
edge,ଧାର
edge of a convex set,ଏକ ଉନ୍ମୁକ୍ତ ସେଟ୍ ର ଧାର |
efficiency factor,ଦକ୍ଷତା କାରକ |
eigen element,eigen ଉପାଦାନ |
eigen function,eigen କାର୍ଯ୍ୟ
eigen value,eigen ମୂଲ୍ୟ
eigen value equation,eigen ମୂଲ୍ୟ ସମୀକରଣ |
eigen vector,ଇଜେନ ଭେକ୍ଟର |
elastic,ଇଲାଷ୍ଟିକ୍ |
elastic constant,ଇଲାଷ୍ଟିକ୍ ସ୍ଥିର |
elastic equilibrium,ଇଲଷ୍ଟିକ୍ ସନ୍ତୁଳନ |
elasticity,ନମନୀୟତା
elasticity surface,ଇଲାସ୍ଟିସିଟି ଭୂପୃଷ୍ଠ |
electronic computer,ଇଲେକ୍ଟ୍ରୋନିକ୍ କମ୍ପ୍ୟୁଟର |
element,ଉପାଦାନ
elementary column operation,ପ୍ରାଥମିକ ସ୍ତମ୍ଭ କାର୍ଯ୍ୟ
elementary event,ପ୍ରାଥମିକ ଘଟଣା |
elementary function,ପ୍ରାଥମିକ କାର୍ଯ୍ୟ
elementary operation,ପ୍ରାଥମିକ କାର୍ଯ୍ୟ
elementary outcome,ପ୍ରାଥମିକ ଫଳାଫଳ
elementary probability law,ପ୍ରାଥମିକ ସମ୍ଭାବନା ନିୟମ |
elementary row operation,ପ୍ରାଥମିକ ଧାଡି କାର୍ଯ୍ୟ
eliminate,ହଟାନ୍ତୁ |
elemination procedure,ବର୍ଜନ ପ୍ରକ୍ରିୟା |
ellipse,ଏଲିପ୍ସ
ellipsoid,ଏଲିପସଏଡ୍ |
ellipsoidal,ଏଲିପସାଇଡ୍ |
ellipsoidal surface,ଏଲିପସଏଡାଲ୍ ଭୂପୃଷ୍ଠ |
elliptical body,ବ lip ଶିଷ୍ଟ୍ୟ ଶରୀର
embedding,ଏମ୍ବେଡିଂ
emission,ନିର୍ଗମନ
empirical data,ପରୀକ୍ଷାମୂଳକ ତଥ୍ୟ |
empirical formula,ପରୀକ୍ଷାମୂଳକ ସୂତ୍ର |
empirical probability,ପରୀକ୍ଷାମୂଳକ ସମ୍ଭାବନା |
empirical relation,ପରୀକ୍ଷାମୂଳକ ସମ୍ପର୍କ |
empty set,ଖାଲି ସେଟ୍ |
enclosed,ଆବଦ୍ଧ
encoding,ଏନକୋଡିଂ
endomorphism,ଏଣ୍ଡୋମୋର୍ଫିଜିମ୍ |
end point,ଶେଷ ବିନ୍ଦୁ
end point of class interval,ଶ୍ରେଣୀ ବ୍ୟବଧାନର ଶେଷ ବିନ୍ଦୁ |
energy,ଶକ୍ତି
energy momentum component,ଶକ୍ତି ଗତି ଉପାଦାନ |
entering variable,ଭେରିଏବଲ୍ ଏଣ୍ଟର୍ କରିବା
enumerable set,ଗଣନାକାରୀ ସେଟ୍ |
enumeration,ଗଣନା
equal,ସମାନ
equality,ସମାନତା
equally likely,ସମାନ ସମ୍ଭାବନା |
equal probability selection method (=epsem),ସମାନ ସମ୍ଭାବ୍ୟତା ଚୟନ ପଦ୍ଧତି (= epsem)
equate,ସମାନ
equation,ସମୀକରଣ
equation of first degree,ପ୍ରଥମ ଡିଗ୍ରୀର ସମୀକରଣ |
equation of second degree,ଦ୍ୱିତୀୟ ଡିଗ୍ରୀର ସମୀକରଣ |
equation of third degree,ତୃତୀୟ ଡିଗ୍ରୀର ସମୀକରଣ |
equator,ସମୀକରଣ
equicontinuous,ସମାନ୍ତରାଳ |
equilateral,ସମାନ୍ତରାଳ |
equilibrium,ସନ୍ତୁଳନ
equilibrium of forces,ଶକ୍ତିର ସନ୍ତୁଳନ |
equilibrium point,ସନ୍ତୁଳନ ବିନ୍ଦୁ |
equivalence,ସମାନତା
equivalence class,ସମାନତା ଶ୍ରେଣୀ
equivalence relation,ସମାନତା ସମ୍ପର୍କ
equivalent,ସମାନ
equivalent matrix,ସମାନ ମ୍ୟାଟ୍ରିକ୍ସ |
equivalent set,ସମାନ ସେଟ୍ |
ergodicity,ergodicity
error,ତ୍ରୁଟି
error analysis,ତ୍ରୁଟି ବିଶ୍ଳେଷଣ |
error code,ତ୍ରୁଟି କୋଡ୍
error coefficient,ତ୍ରୁଟି ଗୁଣବତ୍ତା
error of mean square,ହାରାହାରି ବର୍ଗର ତ୍ରୁଟି |
error of the first kind,ପ୍ରଥମ ପ୍ରକାରର ତ୍ରୁଟି |
error of the second kind,ଦ୍ୱିତୀୟ ପ୍ରକାରର ତ୍ରୁଟି |
escape probability,ସମ୍ଭାବନାରୁ ରକ୍ଷା ପାଇବା |
escape velocity,ବେଗରୁ ରକ୍ଷା ପାଇବା |
E. Schmidt's orthogonalization process,E. Schmidt ର orthogonalization ପ୍ରକ୍ରିୟା |
escribed circle,ନିର୍ଦ୍ଦିଷ୍ଟ ବୃତ୍ତ
essential,ଜରୁରୀ |
essentially unique,ମୂଳତ unique ଅନନ୍ୟ |
estimate,ଆକଳନ
estimation method,ଆକଳନ ପଦ୍ଧତି
Euclidean coordinate,ଇଉକ୍ଲିଡିଆନ୍ ସଂଯୋଜନା |
Euclidean domain,ଇଉକ୍ଲିଡିଆନ୍ ଡୋମେନ୍ |
Euclidean geometry,ଇଉକ୍ଲିଡିଆନ୍ ଜ୍ୟାମିତି |
Euclidean n-space,ଇଉକ୍ଲିଡିଆନ୍ n- ସ୍ପେସ୍ |
Euclidean plane,ଇଉକ୍ଲିଡାନ୍ ବିମାନ |
Euler's theorem,ଇଉଲର୍ଙ୍କ ତତ୍ତ୍। |
evaluate,ମୂଲ୍ୟାଙ୍କନ କର
even,ଏପରିକି
even curve,ଏପରିକି ବକ୍ର
even function,ଏପରିକି ଫଙ୍କସନ୍
even multiple,ଏପରିକି ଏକାଧିକ |
even number,ଯୁଗ୍ମ ସଂଖ୍ୟା
even odd symmetry,ଏପରିକି ଅଦ୍ଭୁତ ସମୃଦ୍ଧତା |
even permutation,ଏପରିକି ପର୍ମୁଟେସନ୍ |
event,ଇଭେଣ୍ଟ
even term,ଏପରିକି ଶବ୍ଦ
exact,ସଠିକ୍
exact chi-square test,ସଠିକ୍ ଚି-ବର୍ଗ ପରୀକ୍ଷା |
exact differential,ପ୍ରକୃତ ଭିନ୍ନତା |
exact equation,ସଠିକ୍ ସମୀକରଣ |
example,ଉଦାହରଣ |
exchange,ବିନିମୟ
exhaustive event,ସମ୍ପୁର୍ଣ୍ଣ ଘଟଣା |
existence axiom,ଅସ୍ତିତ୍ୱ axiom |
existence probability(= a priori probability),ଅସ୍ତିତ୍ୱ ସମ୍ଭାବନା (= ଏକ ପ୍ରାଥମିକ ସମ୍ଭାବନା)
existence theorem,ଅସ୍ତିତ୍ୱ ଥିଓରେମ୍ |
exogenous variable,ଏକ୍ସୋଜେନସ୍ ଭେରିଏବଲ୍ |
expansion,ବିସ୍ତାର
expectation function,ଆଶା କାର୍ଯ୍ୟ
expected frequency,ଆଶା କରାଯାଉଥିବା ଫ୍ରିକ୍ୱେନ୍ସି |
expected value,ଆଶା କରାଯାଉଥିବା ମୂଲ୍ୟ
experiment,ପରୀକ୍ଷଣ |
experimental error,ପରୀକ୍ଷାମୂଳକ ତ୍ରୁଟି |
explanation,ବ୍ୟାଖ୍ୟା
explicit equation,ସ୍ପଷ୍ଟ ସମୀକରଣ |
explicit form,ସ୍ପଷ୍ଟ ଫର୍ମ |
explicit function,ସ୍ପଷ୍ଟ କାର୍ଯ୍ୟ
explicit solution,ସ୍ପଷ୍ଟ ସମାଧାନ |
exponent,ପ୍ରଦର୍ଶକ
exponential curve,ସୂକ୍ଷ୍ମ ବକ୍ର
exponential density function,ସୂକ୍ଷ୍ମ ସାନ୍ଧ୍ରତା କାର୍ଯ୍ୟ |
exponential distribution,ସୂକ୍ଷ୍ମ ବଣ୍ଟନ |
exponential equation,ସୂକ୍ଷ୍ମ ସମୀକରଣ |
exponential function,ସୂକ୍ଷ୍ମ କାର୍ଯ୍ୟ
exponential growth,ତ୍ୱରିତ ଅଭିବୃଦ୍ଧି |
exponential law,ସୂକ୍ଷ୍ମ ନିୟମ |
exponential map,ସୂକ୍ଷ୍ମ ମାନଚିତ୍ର
exponential series,ସୂକ୍ଷ୍ମ କ୍ରମ |
expression,ଅଭିବ୍ୟକ୍ତି
extended interval,ବିସ୍ତାରିତ ବ୍ୟବଧାନ |
extended real line,ବିସ୍ତୃତ ପ୍ରକୃତ ରେଖା |
extended real number system,ବିସ୍ତୃତ ପ୍ରକୃତ ସଂଖ୍ୟା ସିଷ୍ଟମ୍ |
extension of a mapping,ଏକ ମ୍ୟାପିଂର ବିସ୍ତାର
exterior angle,ବାହ୍ୟ କୋଣ
exterior area,ବାହ୍ୟ କ୍ଷେତ୍ର
exterior point,ବାହ୍ୟ ବିନ୍ଦୁ
external,ବାହ୍ୟ
extrapolation of trend value,ଟ୍ରେଣ୍ଡ ମୂଲ୍ୟର ଏକ୍ସଟ୍ରାପୋଲେସନ୍ |
extrapolation technique,ଅତିରିକ୍ତ କ techni ଶଳ |
extremal value,ଅତ୍ୟଧିକ ମୂଲ୍ୟ
extreme,ଅତ୍ୟଧିକ
extreme point,ଚରମ ବିନ୍ଦୁ |
extreme point of convex set,କନଭକ୍ସ ସେଟ୍ ର ଚରମ ବିନ୍ଦୁ |
extremum of a function,ଏକ କାର୍ଯ୍ୟର ଚରମ
extremum property,ଅତ୍ୟଧିକ ସମ୍ପତ୍ତି
face,ମୁହଁ
face value,ମୁଖ ମୂଲ୍ୟ
factor,କାରକ
factor analysis,ଫ୍ୟାକ୍ଟର୍ ବିଶ୍ଳେଷଣ |
factored,କାରଖାନା
factorial,ଫ୍ୟାକ୍ଟୋରିଆଲ୍ |
factorial design,ଫ୍ୟାକ୍ଟୋରିଆଲ୍ ଡିଜାଇନ୍ |
factorization,କାରକକରଣ
factorise,କାରକ
fair game,ନ୍ୟାୟ ଖେଳ |
FALSE,ମିଥ୍ୟା
family,ପରିବାର
family of circles,ବୃତ୍ତର ପରିବାର |
family curves,ପାରିବାରିକ ବକ୍ର
family of functions,କାର୍ଯ୍ୟଗୁଡ଼ିକର ପରିବାର |
family of lines,ରେଖା ପରିବାର |
facsimile,ଫ୍ୟାକ୍ସମାଇଲ୍ |
F-distribution,F- ବଣ୍ଟନ |
feasible basic solution,ସମ୍ଭବ ମ basic ଳିକ ସମାଧାନ |
feasible solution,ସମ୍ଭବ ସମାଧାନ
feed back,ଫେରନ୍ତୁ
Fermat principle,ଫର୍ମାଟ୍ ନୀତି |
Fermat's theorem,ଫର୍ମାଟଙ୍କ ତତ୍ତ୍। |
Fermi-Dirac statistics,ଫର୍ମୀ-ଡାଇରାକ୍ ପରିସଂଖ୍ୟାନ |
Fibonacci number,ଫିବୋନାକ୍ସି ସଂଖ୍ୟା |
Fibonacci series,ଫିବୋନାକ୍ସି ସିରିଜ୍ |
field,କ୍ଷେତ୍ର
final velocity,ଅନ୍ତିମ ବେଗ
finite,ସୀମିତ
finite basis,ସୀମିତ ଆଧାର |
finite decimal,ସୀମିତ ଦଶମିକ |
finite difference,ସୀମିତ ପାର୍ଥକ୍ୟ |
finite difference method,ସୀମିତ ପାର୍ଥକ୍ୟ ପଦ୍ଧତି |
finite dimensional,ସୀମିତ ପରିମାଣ
finite dimensional vector space,ସୀମିତ ଡାଇମେନ୍ସନାଲ୍ ଭେକ୍ଟର ସ୍ପେସ୍ |
finite game,ସୀମିତ ଖେଳ |
finite geometry,ସୀମିତ ଜ୍ୟାମିତି |
finite intersection,ସୀମିତ ଛକ
finite many,ସୀମିତ ଅନେକ |
finite Markov chain,ସୀମିତ ମାର୍କୋଭ୍ ଶୃଙ୍ଖଳା |
finiteness proof,ସୂକ୍ଷ୍ମତା ପ୍ରମାଣ |
finite number,ସୀମିତ ସଂଖ୍ୟା
finite population,ସୀମିତ ଜନସଂଖ୍ୟା |
finite probability,ସୀମିତ ସମ୍ଭାବନା |
finite series,ସୀମିତ କ୍ରମ |
finite set,ସୀମିତ ସେଟ୍ |
finite velocity,ସୀମିତ ବେଗ |
finite volume,ସୀମିତ ଭଲ୍ୟୁମ୍
fitting,ଫିଟିଂ
fitting of curve,ବକ୍ରର ଫିଟ୍
fitting of straight line,ସିଧା ଲାଇନର ଫିଟ୍
fixed point theorem,ସ୍ଥିର ବିନ୍ଦୁ ଥିଓରେମ୍ |
fixed sample,ସ୍ଥିର ନମୁନା |
flight velocity,ଉଡ଼ାଣ ବେଗ
floating point arithmetic,ଭାସମାନ ବିନ୍ଦୁ ଗଣିତ |
floating point system,ଫ୍ଲୋଟିଂ ପଏଣ୍ଟ ସିଷ୍ଟମ୍ |
flow chart,ଫ୍ଲୋ ଚାର୍ଟ
flow velocity,ପ୍ରବାହ ବେଗ
fluid dynamics,ତରଳ ଗତିଶୀଳତା |
focal,ଫୋକାଲ୍ |
focal chord,ଫୋକାଲ୍ କୋର୍ଡ |
focal distance,ଫୋକାଲ୍ ଦୂରତା |
focal length,ଫୋକାଲ୍ ଲମ୍ବ |
focus,ଧ୍ୟାନ ଦିଅନ୍ତୁ |
foot,ପାଦ
foot of perpendicular,ପର୍ପେଣ୍ଡିକୁଲାର ପାଦ |
force of gravity,ମାଧ୍ୟାକର୍ଷଣ ଶକ୍ତି |
forecasting,ପୂର୍ବାନୁମାନ
formula,ସୂତ୍ର
formulate,ସୂତ୍ର
formulation,ସୂତ୍ର
forward difference,ଅଗ୍ରଗାମୀ ପାର୍ଥକ୍ୟ |
forward interpolation,ଅଗ୍ରଗାମୀ ଇଣ୍ଟରପୋଲେସନ୍ |
foundation of mathematics,ଗଣିତର ମୂଳଦୁଆ |
Fourier's analysis,ଫୋରିୟରର ବିଶ୍ଳେଷଣ |
Fourier's series,ଫୋରିୟରର ସିରିଜ୍ |
Fourier's transform,ଫୋରିୟରର ପରିବର୍ତ୍ତନ |
fraction,ଭଗ୍ନାଂଶ
fractional coordinate,ଭଗ୍ନାଂଶ ସଂଯୋଜନା |
fractional number,ଭଗ୍ନାଂଶ ସଂଖ୍ୟା
fractional programming,ଭଗ୍ନାଂଶ ପ୍ରୋଗ୍ରାମିଂ |
free path,ମୁକ୍ତ ପଥ
free vector,ମାଗଣା ଭେକ୍ଟର୍ |
frequency,ଆବୃତ୍ତି
frequency column,ଫ୍ରିକ୍ୱେନ୍ସି ସ୍ତମ୍ଭ
frequency curve,ଫ୍ରିକ୍ୱେନ୍ସି ବକ୍ର
frequency distribution,ବାରମ୍ବାର ବଣ୍ଟନ
frequency histogram,ଫ୍ରିକ୍ୱେନ୍ସି ହିଷ୍ଟୋଗ୍ରାମ୍ |
frequency of occurrence,ଘଟଣାର ଆବୃତ୍ତି
frequency polygon,ଫ୍ରିକ୍ୱେନ୍ସି ବହୁଭୂଜ |
frequency table,ଫ୍ରିକ୍ୱେନ୍ସି ଟେବୁଲ୍ |
frustum,frustum
frustum of a pyramid,ଏକ ପିରାମିଡର ଫ୍ରଷ୍ଟମ୍ |
frustum of a sphere,ଏକ କ୍ଷେତ୍ରର ନିରାଶା |
full expansion,ପୂର୍ଣ୍ଣ ବିସ୍ତାର
function,କାର୍ଯ୍ୟ
functional analysis,କାର୍ଯ୍ୟକାରିତା ବିଶ୍ଳେଷଣ |
fundamental,ମୌଳିକ
fundamental theorem,ମ fundamental ଳିକ ତତ୍ତ୍। |
fundamental theorem of algebra,ବୀଜ ବିବେଚନାର ମ fundamental ଳିକ ତତ୍ତ୍। |
galaxy,ଗାଲାକ୍ସି
Galois field,ଗାଲୋଇସ୍ କ୍ଷେତ୍ର |
Galois group,ଗାଲୋଇସ୍ ଗୋଷ୍ଠୀ |
gambler's ruin,ଜୁଆ ଖେଳାଳିଙ୍କ ବିନାଶ |
game and move,ଖେଳ ଏବଂ ଗତି
game of chance,ସୁଯୋଗର ଖେଳ |
game of dice,ଡାଏସ୍ ଖେଳ |
games theory,ଖେଳ ସିଦ୍ଧାନ୍ତ
games with perfect recall,ସଂପୂର୍ଣ୍ଣ ସ୍ମରଣ ସହିତ ଖେଳଗୁଡିକ |
game value,ଖେଳ ମୂଲ୍ୟ
gamma function,ଗାମା କାର୍ଯ୍ୟ
Gauss-Argand plane,ଗସ୍-ଅର୍ଗାନ୍ ବିମାନ |
Gaussian curve,ଗାଉସିଆନ୍ ବକ୍ର
Gaussian elimination,ଗ uss ସିଆନ୍ ବିଲୋପ |
Gaussian plane,ଗ uss ସିଆନ୍ ବିମାନ |
