Marathi,Kannada
समन्वय प्रणाली,ನಿರ್ದೇಶಾಂಕ ವ್ಯವಸ್ಥೆ
कोपर्निकन प्रणाली,ಕೋಪರ್ನಿಕನ್ ವ್ಯವಸ್ಥೆ
कॉप्लनर,ಕೊಪ್ಲಾನರ್
coplanar सैन्याने,ಕೋಪ್ಲಾನರ್ ಪಡೆಗಳು
समतलता,coplanarity
कॉप्राइम क्रमांक,ಮುಖ್ಯ ಸಂಖ್ಯೆಗಳು
सुधारणा घटक,ತಿದ್ದುಪಡಿ ಅಂಶ
योग्य उपाय,ಸರಿಯಾದ ಪರಿಹಾರ
सहसंबंध,ಪರಸ್ಪರ
सहसंबंध गुणांक,ಪರಸ್ಪರ ಸಂಬಂಧ ಗುಣಾಂಕ
सहसंबंध आकृती,ಪರಸ್ಪರ ಸಂಬಂಧ ರೇಖಾಚಿತ್ರ
सहसंबंध कार्य,ಪರಸ್ಪರ ಸಂಬಂಧ ಕಾರ್ಯ
सहसंबंध मॅट्रिक्स,ಪರಸ್ಪರ ಸಂಬಂಧದ ಮ್ಯಾಟ್ರಿಕ್ಸ್
सहसंबंध गुणोत्तर,ಪರಸ್ಪರ ಸಂಬಂಧದ ಅನುಪಾತ
कोरेलोग्राम,ಕೋರ್ರೆಲೋಗ್ರಾಮ್
कोरेलोग्राम विश्लेषण,ಕೊರೆಲೊಗ್ರಾಮ್ ವಿಶ್ಲೇಷಣೆ
पत्रव्यवहार,ಅನುರೂಪವಾಗಿದೆ
पत्रव्यवहार तत्त्व,ಪತ್ರವ್ಯವಹಾರದ ತತ್ವ
संबंधित कोन,ಅನುಗುಣವಾದ ಕೋನ
संबंधित बाजू,ಅನುಗುಣವಾದ ಬದಿ
coset,ಕಾಸೆಟ್
कोसाइन,ಕೊಸೈನ್
कोसाइन कायदा,ಕೊಸೈನ್ ಕಾನೂನು
खर्च विश्लेषण,ವೆಚ್ಚ ವಿಶ್ಲೇಷಣೆ
खर्च कमाल करणे,ವೆಚ್ಚ ಗರಿಷ್ಠಗೊಳಿಸುವಿಕೆ
गणनाक्षमता स्वयंसिद्ध,ಎಣಿಕೆ ತತ್ವ
मोजण्यायोग्य,ಎಣಿಸಬಹುದಾದ
मोजण्यायोग्य अतिरिक्तता,ಎಣಿಸಬಹುದಾದ ಸಂಕಲನ
मोजण्यायोग्य आधार,ಲೆಕ್ಕಿಸಬಹುದಾದ ಆಧಾರ
मोजण्यायोग्य आधार,ಲೆಕ್ಕಿಸಬಹುದಾದ ಆಧಾರ
मोजण्यायोग्य संच,ಲೆಕ್ಕಿಸಬಹುದಾದ ಸೆಟ್
मोजण्यायोग्य असीम,ಲೆಕ್ಕಿಸಲಾಗದಷ್ಟು ಅನಂತ
काउंटर,ಕೌಂಟರ್
घड्याळाच्या उलट दिशेने,ಅಪ್ರದಕ್ಷಿಣಾಕಾರವಾಗಿ
काउंटर उदाहरण,ಕೌಂಟರ್ ಉದಾಹರಣೆ
सहप्रसरण,ಸಹವರ್ತಿತ್ವ
सहप्रसरण कायदा,ಸಹವರ್ತಿ ಕಾನೂನು
सहप्रसरण मॅट्रिक्स,ಸಹವರ್ತಿ ಮ್ಯಾಟ್ರಿಕ್ಸ್
सहप्रवाह पद्धत,ಸಹವರ್ತಿ ವಿಧಾನ
सहप्रवाह तंत्र,ಸಹವರ್ತಿ ತಂತ್ರ
क्रेमरचा नियम,ಕ್ರಾಮರ್ ನಿಯಮ
क्रेमर-राव असमानता,ಕ್ರೇಮರ್-ರಾವ್ ಅಸಮಾನತೆ
निकष कार्य (=उद्देशीय कार्य),ಮಾನದಂಡ ಕಾರ್ಯ (=ಆಬ್ಜೆಕ್ಟಿವ್ ಫಂಕ್ಷನ್)
गंभीर कोन,ನಿರ್ಣಾಯಕ ಕೋನ
गंभीर मुद्दा,ನಿರ್ಣಾಯಕ ಬಿಂದು
कार्याचा गंभीर मुद्दा,ಕಾರ್ಯದ ನಿರ್ಣಾಯಕ ಹಂತ
गंभीर मूल्य,ನಿರ್ಣಾಯಕ ಮೌಲ್ಯ
गंभीर वेग,ನಿರ್ಣಾಯಕ ವೇಗ
क्रॉस सहसंबंध कार्य,ಅಡ್ಡ ಸಂಬಂಧದ ಕಾರ್ಯ
क्रॉस उत्पादन,ಅಡ್ಡ ಉತ್ಪನ್ನ
क्रॉस रेशो,ಅಡ್ಡ ಅನುಪಾತ
क्रॉस सेक्शनिंग,ಅಡ್ಡ ವಿಭಾಗ
क्रिप्ट,ನಿಗೂಢ
घन,ಘನ
घन संख्या,ಘನ ಸಂಖ್ಯೆ
घनमूळ,ಘನ ಮೂಲ
घन,ಘನ
घन,ಘನಾಕೃತಿಯ
घन समीकरण,ಘನ ಸಮೀಕರಣ
घन इंच,ಘನ ಇಂಚು
क्यूबिक मीटर,ಘನ ಮೀಟರ್
घन पॅराबोला,ಘನ ಪ್ಯಾರಾಬೋಲಾ
घनमूळ,ಘನ ಮೂಲ
क्यूबिक टर्म,ಘನ ಪದ
घनदाट,ಘನಾಕೃತಿಯ
संचयी,ಸಂಚಿತ
संचयी वक्र,ಸಂಚಿತ ಕರ್ವ್
संचयी वितरण कार्य,ಸಂಚಿತ ವಿತರಣೆ ಕಾರ್ಯ
संचयी वारंवारता,ಸಂಚಿತ ಆವರ್ತನ
संचयी वारंवारता कार्य,ಸಂಚಿತ ಆವರ್ತನ ಕಾರ್ಯ
संचयी वारंवारता आलेख,ಸಂಚಿತ ಆವರ್ತನ ಗ್ರಾಫ್
संचयी संभाव्यता कार्य,ಸಂಚಿತ ಸಂಭವನೀಯತೆ ಕಾರ್ಯ
कर्ल,ಸುರುಳಿಯಾಗಿ
एकरूपता च्या कर्ल,ಸಮಾನತೆಯ ಸುರುಳಿ
वेक्टरचा कर्ल,ವೆಕ್ಟರ್ನ ಸುರುಳಿ
कुरळे कंस,ಕರ್ಲಿ ಬ್ರಾಕೆಟ್
वर्तमान,ಪ್ರಸ್ತುತ
वर्तमान बिंदू,ಪ್ರಸ್ತುತ ಬಿಂದು
वक्रता,ವಕ್ರತೆ
वक्रता प्रभाव,ವಕ್ರತೆಯ ಪರಿಣಾಮ
वक्र,ವಕ್ರರೇಖೆ
वक्र रेषा,ಬಾಗಿದ ರೇಖೆ
वक्र ट्रेसिंग,ಕರ್ವ್ ಟ್ರೇಸಿಂಗ್
curvilinear asymptote,ಕರ್ವಿಲಿನಿಯರ್ ಅಸಿಂಪ್ಟೋಟ್
वक्र निर्देशांक,ಕರ್ವಿಲಿನಿಯರ್ ನಿರ್ದೇಶಾಂಕಗಳು
वक्र प्रतिगमन,ಕರ್ವಿಲಿನಿಯರ್ ರಿಗ್ರೆಷನ್
कुसप,ತುದಿ
सायकल,ಸೈಕಲ್
चक्रीय भिन्नता,ಆವರ್ತಕ ಬದಲಾವಣೆ
चक्रीय क्रॉस उत्पादन,ಆವರ್ತಕ ಅಡ್ಡ ಉತ್ಪನ್ನ
चक्रीय मागणी,ಆವರ್ತಕ ಬೇಡಿಕೆ
चक्रीय अभिव्यक्ती,ಆವರ್ತಕ ಅಭಿವ್ಯಕ್ತಿ
चक्रीय गट,ಆವರ್ತಕ ಗುಂಪು
चक्रीय क्रमपरिवर्तन,ಆವರ್ತಕ ಕ್ರಮಪಲ್ಲಟನೆ
सायक्लोइड,ಸೈಕ್ಲೋಯ್ಡ್
सिलेंडर,ಸಿಲಿಂಡರ್
दंडगोलाकार,ಸಿಲಿಂಡರಾಕಾರದ
दंडगोलाकार पृष्ठभाग,ಸಿಲಿಂಡರಾಕಾರದ ಮೇಲ್ಮೈ
सायफर,ಸೈಫರ್
D&#39;alembert च्या तत्त्व,ಡಿ&#39;ಅಲೆಂಬರ್ಟ್ ತತ್ವ
ओलसर हार्मोनिक फंक्शन,ಹಾರ್ಮೋನಿಕ್ ಕಾರ್ಯವನ್ನು ತೇವಗೊಳಿಸಿತು
ओलसर सतत,ಡ್ಯಾಂಪಿಂಗ್ ಸ್ಥಿರ
डेटा,ಡೇಟಾ
डेटा उत्पत्ती,ಡೇಟಾ ಮೂಲ
डेटा प्रोसेसिंग सिस्टम,ಡೇಟಾ ಸಂಸ್ಕರಣಾ ವ್ಯವಸ್ಥೆ
डेटा प्रोसेसर,ಡೇಟಾ ಪ್ರೊಸೆಸರ್
माहिती पत्रक,ಮಾಹಿತಿಯ ಕಾಗದ
दशभुज,ದಶಭುಜ
डेकग्राम,ದಶಕ
decameter,ದಶಮಾನಕ
क्षय स्थिर,ಕೊಳೆತ ಸ್ಥಿರ
क्षय वक्र,ಕೊಳೆತ ವಕ್ರರೇಖೆ
सभ्य कार्य,ಯೋಗ್ಯ ಕಾರ್ಯ
डेसिग्राम,ಡೆಸಿಗ್ರಾಮ್
decile,ದಶಮಾನ
दशांश,ದಶಮಾಂಶ
दशांश कोड,ದಶಮಾಂಶ ಕೋಡ್
दशांश कोड केलेला अंक,ದಶಮಾಂಶ ಕೋಡೆಡ್ ಅಂಕೆ
दशांश विस्तार,ದಶಮಾಂಶ ವಿಸ್ತರಣೆ
दशांश अपूर्णांक,ದಶಮಾಂಶ ಭಾಗ
दशांश अंकन,ದಶಮಾಂಶ ಸಂಕೇತ
दशांश क्रमांक प्रणाली,ದಶಮಾಂಶ ಸಂಖ್ಯೆಯ ವ್ಯವಸ್ಥೆ
दशांश चिन्ह,ದಶಮಾಂಶ ಬಿಂದು
दशांश स्केल,ದಶಮಾಂಶ ಪ್ರಮಾಣ
दशांश प्रणाली,ದಶಮಾಂಶ ವ್ಯವಸ್ಥೆ
डेसिमीटर,ಡೆಸಿಮೀಟರ್
उलगडणे,ಅರ್ಥೈಸಿಕೊಳ್ಳುವುದು
निर्णय मॉडेल,ನಿರ್ಧಾರ ಮಾದರಿ
निर्णय सिद्धांत,ನಿರ್ಧಾರ ಸಿದ್ಧಾಂತ
निर्णय व्हेरिएबल,ನಿರ್ಧಾರ ವೇರಿಯಬಲ್
डिकोडर,ಡಿಕೋಡರ್
डीकोडिंग,ಡಿಕೋಡಿಂಗ್
विघटनशील संच,ಕೊಳೆಯುವ ಸೆಟ್
कमी होत आहे,ಕಡಿಮೆಯಾಗುತ್ತಿದೆ
कमी होणारे कार्य,ಕಾರ್ಯವನ್ನು ಕಡಿಮೆಗೊಳಿಸುವುದು
Dedekind च्या कट,ಡೆಡೆಕಿಂಡ್ಸ್ ಕಟ್
डेडेकिंडचे प्रमेय,ಡೆಡೆಕಿಂಡ್ ಪ್ರಮೇಯ
तर्क,ನಿರ್ಣಯಿಸಿ
वजावटी पद्धत,ಅನುಮಾನಾತ್ಮಕ ವಿಧಾನ
सदोष,ದೋಷಪೂರಿತ
परिभाषित समीकरण,ಸಮೀಕರಣವನ್ನು ವ್ಯಾಖ್ಯಾನಿಸುವುದು
निश्चित अविभाज्य,ನಿರ್ದಿಷ್ಟ ಅವಿಭಾಜ್ಯ
निश्चित मॅट्रिक्स,ನಿರ್ದಿಷ್ಟ ಮ್ಯಾಟ್ರಿಕ್ಸ್
व्याख्या,ವ್ಯಾಖ್ಯಾನ
विकृत वक्र,ವಿರೂಪ ಕರ್ವ್
विकृत पृष्ठभाग,ವಿರೂಪಗೊಂಡ ಮೇಲ್ಮೈ
अध:पतन,ಅವನತಿ
वाहतूक समस्यांमध्ये अधोगती,ಸಾರಿಗೆ ಸಮಸ್ಯೆಗಳಲ್ಲಿ ಅವನತಿ
पदवी,ಪದವಿ
विभेदक समीकरणाची डिग्री,ಡಿಫರೆನ್ಷಿಯಲ್ ಸಮೀಕರಣದ ಪದವಿ
स्वातंत्र्याची डिग्री,ಸ್ವಾತಂತ್ರ್ಯದ ಪದವಿ
बहुपदीची पदवी,ಬಹುಪದದ ಪದವಿ
हटवलेले अतिपरिचित क्षेत्र,ಅಳಿಸಿದ ನೆರೆಹೊರೆ
डेल्टा फंक्शन,ಡೆಲ್ಟಾ ಕಾರ್ಯ
मागणी आणि उपयुक्तता वक्र,ಬೇಡಿಕೆ ಮತ್ತು ಉಪಯುಕ್ತತೆಯ ರೇಖೆ
मागणी समीकरण,ಬೇಡಿಕೆ ಸಮೀಕರಣ
मागणी कार्य,ಬೇಡಿಕೆ ಕಾರ್ಯ
लोकसंख्याशास्त्रीय अभ्यास,ಜನಸಂಖ್ಯಾ ಅಧ್ಯಯನ
लोकसंख्या,ಜನಸಂಖ್ಯಾಶಾಸ್ತ್ರ
डी मोइव्रेचे प्रमेय,ಡಿ ಮೊಯಿವ್ರೆ ಪ್ರಮೇಯ
प्रात्यक्षिक,ಪ್ರದರ್ಶಿಸಿ
प्रात्यक्षिक,ಪ್ರದರ್ಶನ
प्रात्यक्षिक भूमिती,ಪ್ರದರ್ಶಕ ರೇಖಾಗಣಿತ
भाजक,ಛೇದಕ
दाट संच,ದಟ್ಟವಾದ ಸೆಟ್
घनता,ಸಾಂದ್ರತೆ
संख्यात्मक संच,ಲೆಕ್ಕಿಸಲಾಗದ ಸೆಟ್
निर्गमन चल,ನಿರ್ಗಮಿಸುವ ಅಸ್ಥಿರ
अवलंबून घटना,ಅವಲಂಬಿತ ಘಟನೆ
अवलंबित यादृच्छिक चल,ಅವಲಂಬಿತ ಯಾದೃಚ್ಛಿಕ ವೇರಿಯಬಲ್
अवलंबून व्हेरिएबल,ಅವಲಂಬಿತ ವೇರಿಯಬಲ್
अवलंबून भिन्नता,ಅವಲಂಬಿತ ವ್ಯತ್ಯಾಸ
उदासीनता कोन,ಖಿನ್ನತೆಯ ಕೋನ
व्युत्पत्ती,ವ್ಯುತ್ಪತ್ತಿ
व्युत्पन्न,ಉತ್ಪನ್ನ
व्युत्पन्न मालिका,ಪಡೆದ ಸರಣಿ
व्युत्पन्न संच,ಪಡೆದ ಸೆಟ್
उतरत्या,ಅವರೋಹಣ
उतरत्या क्रमाने,ಅವರೋಹಣ ಕ್ರಮ
उतरत्या मालिका,ಅವರೋಹಣ ಸರಣಿ
वर्णनात्मक भूमिती,ವಿವರಣಾತ್ಮಕ ಜ್ಯಾಮಿತಿ
वर्णनात्मक मॉडेल,ವಿವರಣಾತ್ಮಕ ಮಾದರಿ
वर्णनात्मक आकडेवारी,ವಿವರಣಾತ್ಮಕ ಅಂಕಿಅಂಶಗಳು
डिझाइन,ವಿನ್ಯಾಸ
प्रयोगाची रचना,ಪ್ರಯೋಗದ ವಿನ್ಯಾಸ
डेस्क कॅल्क्युलेटर,ಮೇಜಿನ ಕ್ಯಾಲ್ಕುಲೇಟರ್
शोध,ಪತ್ತೆ
निर्धारक,ನಿರ್ಣಾಯಕ
निर्धारक रँक,ನಿರ್ಣಾಯಕ ಶ್ರೇಣಿ
ठरवणे,ನಿರ್ಧರಿಸಿ
निर्धारक मॉडेल,ನಿರ್ಣಾಯಕ ಮಾದರಿ
निर्धारक समस्या,ನಿರ್ಣಾಯಕ ಸಮಸ್ಯೆ
विचलन,ವಿಚಲನ
विचलन गुणांक,ವಿಚಲನ ಗುಣಾಂಕ
डायडिक प्रणाली,ಡಯಾಡಿಕ್ ವ್ಯವಸ್ಥೆ
कर्ण,ಕರ್ಣೀಯ
मॅट्रिक्सचे विकर्णीकरण,ಮ್ಯಾಟ್ರಿಕ್ಸ್ನ ಕರ್ಣೀಕರಣ
कर्ण मॅट्रिक्स,ಕರ್ಣೀಯ ಮ್ಯಾಟ್ರಿಕ್ಸ್
कर्ण समानता,ಕರ್ಣೀಯ ಹೋಲಿಕೆ
आकृती,ರೇಖಾಚಿತ್ರ
रेखाचित्र पद्धत,ರೇಖಾಚಿತ್ರ ವಿಧಾನ
रेखाचित्रात्मक सादरीकरण,ರೇಖಾಚಿತ್ರ ಪ್ರಸ್ತುತಿ
व्यास,ವ್ಯಾಸ
संचाचा व्यास,ಒಂದು ಸೆಟ್ನ ವ್ಯಾಸ
diametrically विरुद्ध,ಸಂಪೂರ್ಣವಾಗಿ ವಿರುದ್ಧವಾಗಿ
फासे फेकणे,ದಾಳ ಎಸೆಯುತ್ತಾರೆ
द्विभाजक वर्गीकरण,ದ್ವಿಮುಖ ವರ್ಗೀಕರಣ
द्विविभाजन,ಇಬ್ಭಾಗ
शब्दकोश क्रम,ನಿಘಂಟು ಆದೇಶ
फरक कॅल्क्युलस,ವ್ಯತ್ಯಾಸ ಕಲನಶಾಸ್ತ್ರ
फरक समीकरण,ವ್ಯತ್ಯಾಸ ಸಮೀಕರಣ
फरक सूत्र,ವ್ಯತ್ಯಾಸ ಸೂತ್ರ
फरक पद्धत,ವ್ಯತ್ಯಾಸ ವಿಧಾನ
संचांचा फरक,ಸೆಟ್ಗಳ ವ್ಯತ್ಯಾಸ
वेगळे करण्यायोग्य,ಭಿನ್ನವಾಗಬಲ್ಲ
भिन्नता वक्र,ವಿಭಿನ್ನ ಕರ್ವ್
भिन्न कार्य,ವಿಭಿನ್ನ ಕಾರ್ಯ
भिन्नता,ಭೇದಾತ್ಮಕ
विभेदक कॅल्क्युलस,ಭೇದಾತ್ಮಕ ಕಲನಶಾಸ್ತ್ರ
विभेदक गुणांक,ಭೇದಾತ್ಮಕ ಗುಣಾಂಕ
विभेदक समीकरण,ಭೇದಾತ್ಮಕ ಸಮೀಕರಣ
विभेदक फॉर्म,ಭೇದಾತ್ಮಕ ರೂಪ
विभेदक सूत्र,ಭೇದಾತ್ಮಕ ಸೂತ್ರ
विभेदक कार्य,ಭೇದಾತ್ಮಕ ಕಾರ್ಯ
विभेदक भूमिती,ಭೇದಾತ್ಮಕ ಜ್ಯಾಮಿತಿ
उच्च ऑर्डरचा फरक,ಉನ್ನತ ಕ್ರಮಾಂಕದ ವ್ಯತ್ಯಾಸ
विभेदक भागफल,ಭೇದಾತ್ಮಕ ಅಂಶ
वेगळे करणे,ಪ್ರತ್ಯೇಕಿಸಿ
भिन्नता,ವ್ಯತ್ಯಾಸ
भिन्नता सूत्र,ವ್ಯತ್ಯಾಸ ಸೂತ್ರ
वेक्टर भेद,ವೆಕ್ಟರ್ನ ವ್ಯತ್ಯಾಸ
प्रसार,ಪ್ರಸರಣ
अंक,ಅಂಕಿ
डिजिटल संगणक,ಡಿಜಿಟಲ್ ಕಂಪ್ಯೂಟರ್
डिजिटल डेटा,ಡಿಜಿಟಲ್ ಡೇಟಾ
परिमाण,ಆಯಾಮ
आयाम,ಆಯಾಮ
आकारहीन,ಆಯಾಮವಿಲ್ಲದ
समीकरणाचे परिमाण,ಸಮೀಕರಣದ ಆಯಾಮ
डायफॅन्टाइन समीकरण,ಡಯೋಫಾಂಟೈನ್ ಸಮೀಕರಣ
बुडविणे कोन,ಅದ್ದು ಕೋನ
द्विध्रुवीय समन्वय,ದ್ವಿಧ್ರುವಿ ನಿರ್ದೇಶಾಂಕಗಳು
द्विध्रुव,ದ್ವಿಧ್ರುವಿ
dipyramid (bipyramid),ಡಿಪಿರಮಿಡ್ (ಬೈಪಿರಮಿಡ್)
डायरॅक डेल्टा फंक्शन,ಡೈರಾಕ್ ಡೆಲ್ಟಾ ಕಾರ್ಯ
थेट सामान्य स्पर्शिका,ನೇರ ಸಾಮಾನ್ಯ ಸ್ಪರ್ಶಕ
निर्देशित कोन,ನಿರ್ದೇಶಿಸಿದ ಕೋನ
निर्देशित ओळ,ನಿರ್ದೇಶಿಸಿದ ಸಾಲು
दिशात्मक व्युत्पन्न,ದಿಕ್ಕಿನ ಉತ್ಪನ್ನ
दिशा कोसाइन,ನಿರ್ದೇಶನ ಕೊಸೈನ್
मॅक्सिमाची दिशा,ಗರಿಷ್ಠ ದಿಕ್ಕು
प्रक्षेपणाची दिशा,ಪ್ರೊಜೆಕ್ಷನ್ ನಿರ್ದೇಶನ
दिशा गुणोत्तर,ದಿಕ್ಕಿನ ಅನುಪಾತ
संचालक मंडळ,ನಿರ್ದೇಶಕ ವಲಯ
दिग्दर्शक क्षेत्र,ನಿರ್ದೇಶಕ ಗೋಳ
थेट उत्पादन,ನೇರ ಉತ್ಪನ್ನ
थेट पुरावा,ನೇರ ಪುರಾವೆ
थेट प्रमाण,ನೇರ ಅನುಪಾತ
डायरेक्टिक्स,ಡೈರೆಕ್ಟ್ರಿಕ್ಸ್
थेट बेरीज,ನೇರ ಮೊತ್ತ
डिस्कनेक्ट केलेले संच,ಸಂಪರ್ಕ ಕಡಿತಗೊಂಡ ಸೆಟ್‌ಗಳು
अखंडता,ಸ್ಥಗಿತಗೊಳಿಸುವಿಕೆ
डेरिव्हेटिव्हचे खंडन,ಉತ್ಪನ್ನದ ಸ್ಥಗಿತ
पहिल्या प्रकारची अखंडता,ಮೊದಲ ರೀತಿಯ ಸ್ಥಗಿತ
दुस-या प्रकारची अखंडता,ಎರಡನೇ ರೀತಿಯ ಸ್ಥಗಿತ
अखंड वितरण,ನಿರಂತರ ವಿತರಣೆ
अखंड कार्य,ನಿರಂತರ ಕಾರ್ಯ
अखंड भिन्नता,ನಿರಂತರ ವ್ಯತ್ಯಾಸ
स्वतंत्र,ಪ್ರತ್ಯೇಕವಾದ
स्वतंत्र वितरण,ಪ್ರತ್ಯೇಕ ವಿತರಣೆ
स्वतंत्र संभाव्यता वितरण,ಪ್ರತ್ಯೇಕ ಸಂಭವನೀಯತೆಯ ವಿತರಣೆ
स्वतंत्र यादृच्छिक चल,ಡಿಸ್ಕ್ರೀಟ್ ಯಾದೃಚ್ಛಿಕ ವೇರಿಯಬಲ್
स्वतंत्र नमुना जागा,ಪ್ರತ್ಯೇಕ ಮಾದರಿ ಜಾಗ
स्वतंत्र संच,ಪ್ರತ್ಯೇಕ ಸೆಟ್
स्वतंत्र जागा,ಪ್ರತ್ಯೇಕ ಜಾಗ
स्वतंत्र टोपोलॉजी,ಪ್ರತ್ಯೇಕ ಸ್ಥಳಶಾಸ್ತ್ರ
भिन्न भिन्नता,ಪ್ರತ್ಯೇಕ ವ್ಯತ್ಯಾಸ
भेदभाव करणारा,ತಾರತಮ್ಯ
भेदभावपूर्ण विश्लेषण (=भेदभाव विश्लेषण),ತಾರತಮ್ಯ ವಿಶ್ಲೇಷಣೆ (=ತಾರತಮ್ಯ ವಿಶ್ಲೇಷಣೆ)
तोडणे,ಭಿನ್ನಾಭಿಪ್ರಾಯ
विसंगत घटना,ಅಸಂಬದ್ಧ ಘಟನೆಗಳು
विभक्त संच,ಅಸಂಯೋಜಿತ ಸೆಟ್ಗಳು
युनियन तोडणे,ಅವಿಭಕ್ತ ಒಕ್ಕೂಟ
वियोग,ವಿಘಟನೆ
फैलाव,ಪ್ರಸರಣ
फैलाव चार्ट,ಪ್ರಸರಣ ಚಾರ್ಟ್
फैलाव स्थिर,ಪ್ರಸರಣ ಸ್ಥಿರ
फैलाव आकृती,ಪ್ರಸರಣ ರೇಖಾಚಿತ್ರ
फैलाव मॅट्रिक्स (=सहप्रसरण मॅट्रिक्स),ಪ್ರಸರಣ ಮ್ಯಾಟ್ರಿಕ್ಸ್ (=ಕೋವೇರಿಯನ್ಸ್ ಮ್ಯಾಟ್ರಿಕ್ಸ್)
विस्थापन,ಸ್ಥಳಾಂತರ
प्रदर्शन,ಪ್ರದರ್ಶನ
डिस्प्ले युनिट (=कन्सोल),ಪ್ರದರ್ಶನ ಘಟಕ (=ಕನ್ಸೋಲ್)
भिन्न,ಭಿನ್ನವಾದ
विघटनशील शक्ती,ವಿಘಟಿಸುವ ಶಕ್ತಿಗಳು
अंतर कार्य,ದೂರ ಕಾರ್ಯ
अंतर मॉड्यूलस,ದೂರ ಮಾಡ್ಯುಲಸ್
वितरण-मुक्त पद्धत,ವಿತರಣೆ-ಮುಕ್ತ ವಿಧಾನ
वितरण कायदा,ವಿತರಣಾ ಕಾನೂನು
वळवणे,ಬೇರೆಯಾಗುತ್ತವೆ
विचलन,ಭಿನ್ನತೆ
भिन्नता प्रमेय,ಡೈವರ್ಜೆನ್ಸ್ ಪ್ರಮೇಯ
भिन्न,ಭಿನ್ನವಾದ
भिन्न मालिका,ವಿಭಿನ್ನ ಸರಣಿ
विभाजित फरक,ವಿಭಜಿತ ವ್ಯತ್ಯಾಸ
विभाज्यता,ವಿಭಜನೆ
विभाज्य,ಭಾಗಿಸಬಹುದಾದ
विभागणी,ವಿಭಾಗ
विभाजन अल्गोरिदम,ವಿಭಾಗ ಅಲ್ಗಾರಿದಮ್
विभागणी रिंग,ವಿಭಾಗದ ಉಂಗುರ
डोडेकॅगॉन,ಡೋಡೆಕಾಗನ್
dodecahedron,ದ್ವಾದಶಮುಖ
डोमेन,ಡೊಮೇನ್
फंक्शनचे डोमेन,ಕಾರ್ಯದ ಡೊಮೇನ್
व्याख्या डोमेन,ವ್ಯಾಖ್ಯಾನದ ಡೊಮೇನ್
अस्तित्वाचे क्षेत्र,ಅಸ್ತಿತ್ವದ ಡೊಮೇನ್
प्रबळ धोरण,ಪ್ರಬಲ ತಂತ್ರ
डॉपलर प्रभाव,ಡಾಪ್ಲರ್ ಪರಿಣಾಮ
डॉट उत्पादन,ಡಾಟ್ ಉತ್ಪನ್ನ
ठिपके असलेला वक्र,ಚುಕ್ಕೆಗಳ ವಕ್ರರೇಖೆ
दुहेरी फरक,ಎರಡು ವ್ಯತ್ಯಾಸ
दुहेरी घातांकीय वितरण,ಡಬಲ್ ಘಾತೀಯ ವಿತರಣೆ
दुहेरी हेलिक्स,ಡಬಲ್ ಹೆಲಿಕ್ಸ್
दुहेरी अविभाज्य,ಡಬಲ್ ಅವಿಭಾಜ್ಯ
दुहेरी एकत्रीकरण,ಡಬಲ್ ಏಕೀಕರಣ
दुहेरी मर्यादा,ಎರಡು ಮಿತಿ
दुहेरी नमुना योजना,ಎರಡು ಮಾದರಿ ಯೋಜನೆ
दुहेरी क्रम,ಎರಡು ಅನುಕ್ರಮ
दुहेरी मालिका,ಡಬಲ್ ಸರಣಿ
दुहेरी प्रत्यय नोटेशन,ಡಬಲ್ ಪ್ರತ್ಯಯ ಸಂಕೇತ
दुहेरी बेरीज,ಡಬಲ್ ಸಂಕಲನ
अधोगामी प्रवेग,ಕೆಳಮುಖ ವೇಗವರ್ಧನೆ
खालच्या दिशेने विस्थापन,ಕೆಳಮುಖ ಸ್ಥಳಾಂತರ
खालची गती,ಕೆಳಮುಖ ಚಲನೆ
खालचा वेग,ಕೆಳಮುಖ ವೇಗ
ड्रॅग,ಎಳೆಯಿರಿ
ड्रॅग फोर्स,ಡ್ರ್ಯಾಗ್ ಫೋರ್ಸ್
दुहेरी,ದ್ವಂದ್ವ
दुहेरी आधार,ಉಭಯ ಆಧಾರ
दुहेरी आतील उत्पादन,ಎರಡು ಆಂತರಿಕ ಉತ್ಪನ್ನ
दुहेरी रेखीय प्रोग्रामिंग समस्या,ಡ್ಯುಯಲ್ ಲೀನಿಯರ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್ ಸಮಸ್ಯೆ
दुहेरी ऑपरेशन,ಎರಡು ಕಾರ್ಯಾಚರಣೆ
दुहेरी समस्या,ಉಭಯ ಸಮಸ್ಯೆ
ड्युअल सिम्प्लेक्स अल्गोरिदम,ಡ್ಯುಯಲ್ ಸಿಂಪ್ಲೆಕ್ಸ್ ಅಲ್ಗಾರಿದಮ್
ड्युअल सिम्प्लेक्स तंत्र,ಡ್ಯುಯಲ್ ಸಿಂಪ್ಲೆಕ್ಸ್ ತಂತ್ರ
दुहेरी जागा,ಡ್ಯುಯಲ್ ಸ್ಪೇಸ್
दुहेरी व्हेरिएबल,ಡ್ಯುಯಲ್ ವೇರಿಯಬಲ್
दुहेरी वेक्टर जागा,ಡ್ಯುಯಲ್ ವೆಕ್ಟರ್ ಸ್ಪೇಸ್
डमी निर्देशांक,ನಕಲಿ ಸೂಚ್ಯಂಕ
डमी सबस्क्रिप्ट,ನಕಲಿ ಚಂದಾದಾರಿಕೆ
डमी प्रत्यय,ನಕಲಿ ಪ್ರತ್ಯಯ
डमी व्हेरिएबल,ನಕಲಿ ವೇರಿಯಬಲ್
