Telugu,Marathi
ఎపికోటిల్ అంటుకట్టుట,एपिकोटिल ग्राफ्टिंग
ఎపిఫైట్,एपिफाइट
ఈక్విటీ,इक्विटी
నిర్మూలన,निर्मूलन
అవసరమైన పోషకాలు,आवश्यक पोषक घटक
అంచనా,अंदाज
ఎటిలేషన్,Etiolation
యూజెనిక్,युजेनिक
మూల్యాంకనం,मूल्यांकन
ఆవిరిపోటు,बाष्पीभवन
ఇవాపో-ట్రాన్స్పిరేషన్,बाष्पीभवन
ఎవర్‌గ్రీన్ విప్లవం,सदाहरित क्रांती
సతత హరిత,सदाहरित
పరిణామం,उत्क्रांती
ఎక్సైజ్,अबकारी
అలసట,थकवा (प्रजननक्षमता)
దోపిడీ,शोषण
అన్వేషణ,अन्वेषण
ఎక్స్‌ట్రషన్,एक्सट्र्यूजन
కళ్ళు,डोळा (सुगेरकेन/बटाटा)
తినదగిన పైన్,खाद्यतेल पाइन
"ఏనుగు పాదం, యమ","हत्ती पाय, याम"
యూకలిప్టస్,निलगिरी
వానపాము,गांडूळ
కీటక శాస్త్రవేత్త,कीटकशास्त्रज्ञ
పర్యావరణవేత్త,पर्यावरणवादी
కారకం,घटक
కారకాల ఉత్పాదకత,घटक उत्पादकता
కారకం,फॅक्टरेज
కారకమైన బ్లాక్ డిజైన్,फॅक्टोरियल ब्लॉक डिझाइन
ఫ్యాకల్టీ,शिक्षक
ఫాలో,पडझड
కుటుంబం,कुटुंब
వ్యవసాయ మదింపు,शेती मूल्यांकन
వ్యవసాయ బడ్జెట్,शेती बजेट
వ్యవసాయ వ్యాపారం,शेती व्यवसाय
వ్యవసాయ ప్రణాళిక,शेती नियोजन
రైతు,शेतकरी
వ్యవసాయం,शेती
ఫాసియేషన్,Fasciaction
మలం,Fecundation
కిణ్వ ప్రక్రియ,किण्वन
సంతానోత్పత్తి,सुपीकता
ఎరువులు,खत
ఎరువుల వినియోగ సామర్థ్యం,खताची कार्यक्षमता वापरा
ఫైబరస్,तंतुमय
ఫీల్డ్,फील्ड
క్షేత్ర సామర్థ్యం,फील्ड क्षमता
క్షేత్ర ప్రదర్శన,फील्ड प्रात्यक्षिक
స్థిరీకరణ,निर्धारण
వరదలు,पूर
ప్రవాహ రేఖ చిత్రం,प्रवाह चित्र
ఆహార విలువ,अन्न मूल्य
మేట,चारा (चारा)
అంచనా,अंदाज
అటవీ,वन
అటవీప్రాంతం,वनीकरण
ఫ్రాండ్,फ्रॉन्ड
ఫ్రాస్ట్ రెసిస్టెంట్,फ्रॉस्ट प्रतिरोधक
ఫ్రాస్ట్,दंव
స్తంభింపచేసిన (పండు & కూరగాయలు),गोठलेले (फळ आणि भाजी)
ఫలితం,फ्रुकिफिकेशन
ఫ్రూట్ డ్రాప్,फळ थेंब
పండు-సెట్ (పండ్ల అమరిక),फळ-सेट (फळांची सेटिंग)
ధూమపానం,धूर
శిలీంద్ర సంహారిణి,बुरशीनाशक
శిలీంధ్ర,बुरशीवादी
ఫంగస్,बुरशीचे
ఫ్యూరో,Furo
ఫ్యూజన్,फ्यूजन
ఫజ్,अस्पष्ट
మసక,अस्पष्ट
"ఫెన్నెల్, సోంపు","एका जातीची बडीशेप, बडीशेप"
FENUGREEK,मेथी
అత్తి,अंजीर
ఫింగర్ మిల్లెట్,बोटा बाजरी
ఫైర్-ఫ్లేమ్ బుష్,अग्निशामक बुश
అటవీ జ్వాల,जंगलाची ज्योत
ఫ్రెంచ్ బీన్,फ्रेंच बीन
ఫ్లీ,पिसू
ఫాక్స్,कोल्हा
ఫ్రూట్ ఫ్లై,फळ माशी
పిత్తాశయం,पित्त (हॉर्ट)
గామేట్,गेमेट
తోట,बाग
గేజ్ (నీరు),गेज (पाणी)
జీన్ బ్యాంక్,जीन बँक
జన్యు ట్యాగింగ్,जीन टॅगिंग
జన్యుశాస్త్రం,जीनोलॉजी
జన్యు పటం,अनुवांशिक नकाशा
జన్యుశాస్త్రం,अनुवांशिक
జన్యువు,जीनोम
జెనోమిక్ లైబ్రరీ,जीनोमिक लायब्ररी
జెనోమిక్స్,जीनोमिक्स
జన్యురూపం,जीनोटाइप
జన్యురూపం,जीनोटाइप
జాతి,वंश
జాతి,वंश
జెర్మ్,अंकुर
జెర్మిసైడ్,जंतुनाशक
అంకురోత్పత్తి,उगवण
జెర్మ్ప్లాజమ్,जर्मप्लाझम
గిబ్బెరెల్లిక్ ఆమ్లం,गिब्बरेलिक acid सिड
జిన్నింగ్,जिनिंग
గ్లూమ్,ग्लूम
గ్లూటినస్,ग्लूटीनस
గ్లైకోలిసిస్,ग्लायकोलिसिस
గ్నిస్,Gneiss
గోల్డెన్ రివల్యూషన్,सुवर्ण क्रांती
గ్రేడింగ్,ग्रेडिंग
అంటు వేసిన మొక్క,कलम केलेला वनस्पती
అంటుకట్టుట-అపజయం,कलम-विसंगत
గ్రన్నా,ग्रॅना
గ్రాన్యులేషన్,ग्रॅन्युलेशन
ఆకుపచ్చ ఎరువు,ग्रीन खत
హరిత విప్లవం,हरित क्रांती
పెరుగుదల మరియు అభివృద్ధి,वाढ आणि विकास
గుమ్మోసిస్,गमोसिस
గైనోడియోసియస్,गायनोडिओसियस
పిత్తాశయ గింజ,पित्त नट
వెల్లుల్లి,लसूण
గెర్బెరా,गर्बेरा
గెర్కిన్,Gherkin
అల్లం,आले
గ్లాడియోలస్,ग्लॅडिओलस
మేక కలుపు (అగెరాటమ్),बकरी तण (एजराटम)
ద్రాక్షపండు,द्राक्षफळ
ద్రాక్ష,द्राक्षे
ఆకుపచ్చ గ్రామ్,हिरवा हरभरा
గ్రెవియా,ग्रेव्हिया
వేరుశనగ,शेंगदाणे
గువా,पेरू
గినియా గడ్డి,गिनिया गवत
పిత్తాశయ మిడ్జ్,पित्त मिज
గడ్డి హాప్పర్,गवत हॉपर
గుండీ బగ్,Gondhy बग
అలవాటు,सवय
వడగళ్ళు,गारा
హెయిరీ వెచ్,केशरचना
హలోఫైట్,हॅलोफाइट
హారో,हॅरो
హార్వెస్ట్ ఇండెక్స్,कापणी निर्देशांक
హార్వెస్ట్,कापणी
హార్వెస్టింగ్,कापणी
హాచ్,हॅच
హే,गवत
హేలేజ్,गवत
హేస్టాక్,गवत
పొగమంచు,धुके
మబ్బుగా,हेझी
తల (అగ్రో),प्रमुख (कृषी)
తల (ఛానెల్ యొక్క),प्रमुख (चॅनेलचे)
వెనుకకు వెళుతుంది,मागे जात आहे
హెడ్జ్,हेज
హెడ్జింగ్,हेजिंग
హెలిక్స్,हेलिक्स
హెమటైట్,हेमॅटाइट
హెర్బ్,औषधी वनस्पती
హెర్బేరియం,हर्बेरियम
హెర్బిసైడ్,औषधी वनस्पती
వంశపారంపర్యత,आनुवंशिकता
మతవిశ్వాశాల,आत्मीयता
హెర్మాఫ్రోడైట్,हर्माफ्रोडाइट
హెటెరోక్రోమటిక్,हेटरोक्रोमॅटिक
హెటెరోఫెర్టిలైజేషన్,हेटरोफर्टिलायझेशन
హెటెరోసిస్,हेटरोसिस
హెటెరోసోమ్,हेटरोसोम
హెటెరోట్రోఫ్,हेटरोट्रोफ
హెక్సాప్లాయిడ్,हेक्साप्लोइड
హైబర్నేట్,हायबरनेट
అధిక సాంద్రతగల నాటడం,उच्च घनतेची लागवड
కొండ (బియ్యం),हिल (तांदूळ)
హిస్టోగ్రాం,हिस्टोग्राम
హిటెక్ హార్టికల్చర్,हिटेक फलोत्पादन
అందులో నివశించే తేనెటీగలు,पोळे
హూయింగ్,होईंग
పట్టుకొని,होल्डिंग
హోమ్ ఫామ్,होम फार्म
హోమియోస్టాసిస్,होमिओस्टॅसिस
హోమ్‌స్టెడ్,होमस्टीड
సజాతీయత,एकसंधपणा
సజాతీయ,एकसंध
హోమోలోగస్,होमोलोगस
హోమోజైగోట్,होमोझीगोटे
హాప్పర్,हॉपर
హోరిజోన్,होरायझन
ఉద్యాన పంటలు,बागायती पिके
హార్టికల్చర్,बागायती
హోర్టి-సిల్వి పాస్టోరల్ ఫార్మింగ్,हॉर्टी-सिल्वी खेडूत शेती
హోస్ట్,होस्ट
వేడి నీటి చికిత్స,गरम पाण्याचे उपचार
హల్,हुल
తేమ,आर्द्रता
హ్యూమస్,बुरशी
హస్క్,भुंगा
హస్కర్,हस्कर
హస్కింగ్,हस्किंग
హైబ్రిడ్,संकरित
హైబ్రిడైజేషన్,संकरीत
ఆర్ద్రీకరణ,हायड्रेशन
హైడ్రాలజీ,हायड्रोलॉजी
జలవిశ్లేషణ,हायड्रोलिसिस
హైడ్రోమీటర్,हायड्रोमीटर
హైడ్రోఫిలస్,हायड्रोफिलस
హైడ్రోపోనిక్స్,हायड्रोपोनिक्स
హైడ్రోస్పియర్,हायड्रोस्फीअर
జలవిద్యుత్,हायड्रोस्कोपीसीटी
హైపర్‌పారాసైట్,हायपरपॅरासाइट
హైపర్‌ప్లాసియా,हायपरप्लासिया
హైఫా,हायफा
హైపోకోటైల్,हायपोकोटाइल
పరికల్పన,हायपोथेसिस
గర్భసంచి,हिस्टेरिसिस (पाणी)
హాజెల్ గింజ,हेझेल नट
జనపనార,भांग
హెన్‌బేన్,हेनबेन
హెన్నా,मेंदी
మందార,हिबिस्कस
హాప్,हॉप
ఉలవలు,घोडा हरभरा
గుర్రం-కంటి-బీన్,घोडा-डोळा-बीन
తేనెటీగ,मधमाशी
హాప్పర్,हॉपर
హార్టికల్చర్,बागायती
హైడ్రాలజిస్ట్,हायड्रोलॉजिस्ट
సిటు అంటుకట్టుటలో,सिटू ग्राफ्टिंग मध्ये
విట్రోలో,ग्लासमध्ये
వివో లో,व्हिव्हो मध्ये
విచక్షణారహితం,अंदाधुंदी
పురుగు,कीटक
పురుగుల తెగులు,कीटक कीटक
పురుగు,कीटक
పురుగుమందు,कीटकनाशक
పురుగుమందు,कीटकनाशक
ఇన్సోలేషన్,इन्सोलेशन
కరగని,अघुलनशील
నాడులు,इन्स्टार (कीटक)
ఇన్సులేటర్,इन्सुलेटर
ఇంటిగ్రేటెడ్ డిసీజ్ మేనేజ్‌మెంట్,एकात्मिक रोग व्यवस्थापन
ఇంటిగ్రేటెడ్ పోషక నిర్వహణ,एकात्मिक पोषक व्यवस्थापन
ఇంటిగ్రేటెడ్ పెస్ట్ మేనేజ్‌మెంట్,एकात्मिक कीटक व्यवस्थापन
తీవ్రత,तीव्रता
ఇంటెన్సివ్,गहन
ఇంటర్‌క్రాప్,इंटरपॉप
(పరస్పర కల్చే,परस्परसंवाद (परस्परसंवाद)
వడ్డీ,व्याज
ఇంటర్నోడ్,इंटर्नोड
కణ విభజన,इंटरफेस (सेल विभाग)
ఇంటర్‌పోలేషన్,इंटरपोलेशन
ఇంటర్-స్టెరైల్,आंतर-वृद्ध
జాబితా,यादी
విలోమం,उलटा
Insucre,Incocre
అయాన్,आयन
వికిరణం,इरिडिएशन
నీటిపారుదల,सिंचन
ISO యుగ్మ వికల్పాలు,आयएसओ les लेल्स
ISO ఉత్పత్తి వక్రత,आयएसओ उत्पादन वक्र
ఐసోబార్,आयसोबार
ఐసోగామి,Isogamy
ఐసోలేషన్ దూరం,अलगाव अंतर
ఐసోప్లాయిడ్,आयसोप्लॉइड
ఐసోక్వాంట్,आयसोक्वांट
ఐసోటోప్,समस्थानिक
ఇండియన్ బిర్చ్,भारतीय बर्च
ఇండియన్ బ్లూ పైన్,भारतीय निळा पाइन
భారతీయ చెర్రీ,भारतीय चेरी
భారతీయ జునిపెర్,भारतीय जुनिपर
భారతీయ కినో చెట్టు,भारतीय किनो वृक्ष
భారతీయ లారల్ చెట్టు,भारतीय लॉरल ट्री
భారతీయ పిచ్చి,भारतीय वेडा
ఇండియన్ మాడ్లర్,भारतीय मॅडलर
ఇండియన్ పోడో ఫైలం,भारतीय पोडो फिलम
ఇండిగో,इंडिगो
ఇటాలియన్ మిల్లెట్,इटालियन बाजरी
ఐవరీ ట్రీ,आयव्हरी ट्री
ఐవీ పొట్లకాయ/చిన్న పొట్లకాయ,आयव्ही गॉर्ड/लिटल लबाडी
బెల్లం,गूळ
జపోనికా రైస్,जपोनिका तांदूळ
జాసిద్,जॅसिड
జవానికా రైస్,जावानिका तांदूळ
జెల్లింగ్,जेलिंग
H ుమ్ సాగు,झूम शेती
జంపింగ్ జన్యువు,जंपिंग जीन
జంక్ DNA,जंक डीएनए
బాల్య దశ,किशोर टप्पा
జాకరంద,जकारांडा
జాక్‌ఫ్రూట్,फणस
జామున్,जामुन
జాస్మిన్,चमेली
జట్టి ఖట్టి,जट्टी खट्टी
జాట్రోఫా,जॅट्रोफा
జనపనార,Jute
జాసిడ్స్,जॅसिड्स
కయోలిన్,काओलिन
KAOLINITE,Kaolinite
KAOLINITE,Kaolinite
కారింగైమా,कॅरीन्चीमा
కారియోడెస్మా,Karyodesma
కార్యోగామి,Karyogamy
కర్ణభ్యాసనము,कॅरोग्राम (इडिओग्राम)
కారియోకినిసిస్,Karyokinesis
కార్యాలజీ,कॅरोलॉजी
కారియోలిసిస్,कॅरोलिसिस
కారియన్,कॅरियन
కార్యోటైప్,कॅरिओटाइप
అల్గ,केल्प (एकपेशीय वनस्पती)
కెల్విన్ సైకిల్,केल्विन सायकल
కెరాటిన్,केराटिन
కెర్నల్,कर्नल
ఖైరా వ్యాధి,खैरा रोग
ఖరీఫ్,खरीफ
తమాషా,विनोद
కైనెటోచోర్,किनेटोचोर
వంటగది తోట,किचन गार्डन
క్లీన్ఫిల్టర్ సిండ్రోమ్,क्लेनफिल्टर सिंड्रोम
Klenow భాగం,क्लेनो फ्रॅगमेंट
ముడి,नॉचिंग
కోచ్ యొక్క పోస్టులేట్,कोचचे पोस्ट्युलेट
కొరిమి,कोप्पेनचे वर्गीकरण (हवामान)
క్రెబ్స్ చక్రం,क्रेब्स सायकल
కుర్టోసిస్,कुर्टोसिस
KVK,केव्हीके (कृषी विगीयन केंद्र)
కడమ్,कडम
కాలే,काळे
కాన్స్ గడ్డి,कॅन्स गवत
కరోండా,कारोंडा
"కిడ్నీ బీన్, రాజ్మా","मूत्रपिंड बीन, राजमाह"
కివిఫ్రియుట్,किविफ्रीट
నోల్ ఖోల్,नोल खोल
కోడాంపులి,कोडाम्पुली
కోడో మిల్లెట్,कोडो बाजरी
కోకామ్ బటర్ ట్రీ (మాంగోస్టీన్),कोकम बटर ट्री (मॅंगोस्टीन)
ఖాప్రా బీటిల్,खाप्रा बीटल
L.D.50 (ప్రాణాంతక మోతాదు 50),एल.डी. 50 (प्राणघातक डोस 50)
ల్యాబ్ టు ల్యాండ్,लॅब टू लँड
లేబుల్,लेबल
శ్రమ,श्रम
లాక్ ఒపెరాన్ మోడల్,लाख ऑपेरॉन मॉडेल
చనుబాలివ్వడం,स्तनपान
క్షీరసమూరం,दुग्धशर्करा
లాక్టోస్,दुग्धशर्करा
లాగింగ్ స్ట్రాండ్,लॅगिंग स्ट्रँड
లాంబ్డా క్లోనింగ్ వెక్టర్,लॅम्बडा क्लोनिंग वेक्टर
లామినార్ గాలి ప్రవాహం,लॅमिनेर एअर प्रवाह
దీపం బ్రష్ క్రోమోజోమ్,दिवा ब्रश गुणसूत्र
భూమి,जमीन
భూమి సామర్థ్య వర్గీకరణ,जमीन क्षमता वर्गीकरण
భూమి సామర్థ్య పటం,जमीन क्षमता नकाशा
భూమి క్షీణత,जमीन अधोगती
భూమి సమాన నిష్పత్తి,जमीन समकक्ष प्रमाण
ల్యాండ్ లెవలింగ్,जमीन समतल
భూమి పునరుద్ధరణ,जमीन पुनर्प्राप्ती
ల్యాండ్ స్కేపింగ్,लँडस्केपींग
భూమి అనుకూలత,जमीन योग्यता
భూ వినియోగ విధానం,जमीन वापर नमुना
లాంగర్‌హాన్స్ కణాలు,लॅन्जरहन्स पेशी
లోపం రేటు,लॅप्स रेट
లార్వా,अळ्या
జాప్యం,विलंब
గుప్త,सुप्त
గుప్త సంక్రమణ,सुप्त संक्रमण
పార్శ్వ,बाजूकडील
లాటరైట్ నేలలు,नंतरच्या माती
రబ్బరు పాలు,लेटेक्स
లాథరిజం,लॅथिरिझम
లాటిన్ స్క్వేర్ డిజైన్ (ఎల్‌ఎస్‌డి),लॅटिन स्क्वेअर डिझाइन (एलएसडी)
లాటిస్,जाळी
కంపన ప్రయోజనం యొక్క చట్టం,तडजोडीच्या फायद्याचा कायदा
స్థిరమైన రాబడి యొక్క చట్టం,निरंतर परतावा कायदा
రాబడిని తగ్గించే చట్టం,क्षीण परतावा कायदा
పెరుగుతున్న చట్టం,वाढत्या रीटन्सचा कायदा
కారకాలు పరిమితం చేసే చట్టం,मर्यादित घटकांचा कायदा
కనీస చట్టం,किमान कायदा
ప్రత్యామ్నాయ చట్టం,प्रतिस्थापनाचा कायदा
వేరియబుల్ నిష్పత్తుల చట్టం,चल प्रमाणात कायदा
పొర,थर
లేఅవుట్,लेआउट
లీచేట్,लीचेट
లీచింగ్ సామర్థ్యం,लीचिंग कार्यक्षमता
లీచింగ్ అవసరం,लीचिंग आवश्यकता
ప్రముఖ స్ట్రాండ్,अग्रगण्य स्ट्रँड
ఆకు ప్రాంతం వ్యవధి,पानांचे क्षेत्र कालावधी
ఆకు ప్రాంత సూచిక,लीफ एरिया इंडेक्स
ఆకు ప్రాంత నిష్పత్తి,लीफ एरिया रेशो
ఆకు మైనర్,लीफ खाण कामगार
ఆకు పరీక్ష,लीफ टेस्टिंग
ఆకు,पान
కరపత్రం,पत्रक
లీజు,लीज
చిక్కుళ్ళు,शेंगा
లీసా - (తక్కువ శక్తి ఇన్పుట్ స్థిరమైన వ్యవసాయం),लीसा - (कमी उर्जा इनपुट टिकाऊ शेती)
లెంటిసెల్,लेन्टिसेल
లెంటో క్యాపిల్లరీ పాయింట్,लेन्टो केशिका बिंदू
లెప్టోనెమా,लेपटोनमा
లెప్టోస్పిరోసిస్,लेप्टोस्पायरोसिस
లెరో-మార్ఫిక్,लेरो-मॉर्फिक
గాయం,घाव
ప్రాణాంతక మ్యుటేషన్,प्राणघातक उत्परिवर्तन
ల్యూకోప్లాస్ట్,ल्युकोप्लास्ट
స్థాయి టెర్రేస్,स्तरीय टेरेस
లెవెలర్,लेव्हलर (लेव्हलर)
స్థాయి స్థాయికిట,समतल (जमीन)
లే వ్యవసాయం,ले शेती
లైబిగ్ యొక్క కనీస చట్టం,लिबिगचा किमान कायदा
లిగేషన్,बंधन
తేలికపాటి పరిహారం పాయింట్,हलकी भरपाई बिंदू
కాంతి సంతృప్త తీవ్రత,हलकी संपृक्तता तीव्रता
కాంతి ప్రసార నిష్పత్తి,प्रकाश ट्रान्समिशन रेशो
లైట్ ట్రాప్,हलका सापळा
పరిమితి,मर्यादा
పరిమితి,मर्यादा
పరిమితం చేసే కారకం,मर्यादित घटक
లిమోనైట్,लिमोनाइट
లైన్,ओळ
సరళ ప్రతిస్పందన,रेखीय प्रतिसाद
అనుసంధానం,दुवा
అనుసంధాన సమూహం,दुवा गट
లింకర్,लिंकर
లింట్ ఇండెక్స్,लिंट इंडेक्स
Linters,लाइन्टर्स
లిపిడ్,लिपिड
లిపోలిసిస్,लिपोलिसिस
లిక్విడేషన్,लिक्विडेशन
లిస్టర్,लिस्टर
లిస్టర్,लिस्टर
జాబితా,सूची
లిథోస్పియర్,लिथोस्फीयर
లిట్టర్,कचरा
లైవ్ మల్చెస్,लाइव्ह मल्च
లివర్‌వోర్ట్,लिव्हरवॉर्ट
పశువులు,पशुधन
స్థానిక నియంత్రణ,स्थानिक नियंत्रण
లోకస్,लोकस
మిడుత,टोळ
బస (పంట బస),लॉजिंग (पीक निवास)
లోడిక్యూల్,Lodicule
Wheess,लोस
లోగార్తిమిక్ పరివర్తన,लॉगरथिमिक ट्रान्सफॉर्मेशन
లాంగ్ - డే మొక్క,लांब -दिवस वनस्पती
లాంగ్ వేవ్ రేడియేషన్,लाँग वेव्ह रेडिएशन
లూప్,लूप
లాపింగ్,लोपिंग
కలప,लाकूड
లక్స్,लक्स
లగ్జరీ వినియోగం (పోషకం),लक्झरी वापर (पोषक)
లగ్జరీ జన్యువులు,लक्झरी जीन्स
లైకోపీన్,लाइकोपीन
శోషరస,लिम्फ
లైసిమీటర్,लायसिमीटर
సెల్ యొక్క లైసిస్,सेलचे लिसिस
లైసోజెని,लायझोनी
లైసోజోమ్,लायसोसोम
లైసోజైమ్,लायझोझाइम
లాక్ ట్రీ,लाख वृक्ष
లక్ష,लाख
"లేడీ ఫింగర్, ఓక్రా","बाईची बोट, भेंडी"
భూమి కాల్‌ట్రోప్‌లు,लँड कॅलट्रॉप्स
లాంటానా,लँटाना
లాథైరస్,लॅथिरस
లీక్,लीक
నిమ్మ గడ్డి,गवती चहा
నిమ్మకాయ,लिंबू
కాయధాన్యం,मसूर
లెక్వోరిస్,लेक्वोरिस
పాలకూర,कोशिंबिरीसाठी वापरण्यात येणारा एक पाला व त्याचे झाड
లిల్లీ,कमळ
సున్నం,चुना
లిన్సీడ్,अलसी
లిట్చి,लिची
సామలు,लहान बाजरी
పొడవైన పుచ్చకాయ,लांब खरबूज
పొడవైన మిరియాలు,लांब मिरपूड
లోక్వాట్,Loquat
లోటస్,कमळ
లార్సెర్న్,Lurcerne
లాక్ క్రిమి,लाख कीटक
లేడీ బర్డ్ బీటిల్,लेडी बर्ड बीटल
ఆకు మైనర్,लीफ खाण कामगार
ఆకు రోలర్,लीफ रोलर
ఆకు వెబ్బర్,लीफ वेबर
మిడుత,टोळ
స్థూల పరిణామం,मॅक्रो इव्होल्यूशन
మాక్రోక్లైమేట్,मॅक्रोक्लीमेट
స్థూల కణాలు,मॅक्रोमोलिक्यूल
స్థూల,मॅक्रोमेशन
మాక్రోన్యూట్రియంట్,मॅक्रोन्यूट्रिएंट
మాక్రోపోర్స్,मॅक्रोपोरेस
మాగ్గోట్,मॅगगॉट
మాగ్మా,मॅग्मा
మెగ్నీషియా,मॅग्नेशिया
మెగ్నీషియం,मॅग्नेशियम
మాగ్నెటిక్ స్టిరర్,चुंबकीय स्टिरर
పరిమాణం,परिमाण
మహువా కేక్,महुआ केक
మెయింటెనర్ లైన్,देखभालकर्ता ओळ
నిర్వహణ,देखभाल
మొక్కజొన్న షెల్లర్,मका शेलर
మగ శుభ్రత,नर निर्जंतुकीकरण
వైకల్యం,विकृती
ప్రాణాంతకత,विकृती
పోషకాహార లోపం,कुपोषण
దుర్వినియోగం,गैरवर्तन
మాల్టింగ్,माल्टिंग
మాంగర్,व्यवस्थापक
మడ అడవులు,खारफुटी
మనోమీటర్,मॅनोमीटर
మనోమీటర్,मॅनोमीटर
మాంటిస్సా (లోగారిథం యొక్క),मॅन्टिसा (लॉगरिदमचा)
ఎరువు,खत
ఎరువు,खनिज
ఉపాంత,सीमान्त
ఉపాంత వ్యయం,सीमान्त खर्च
ఉపాంత భూమి,सीमान्त जमीन
ఉపాంత ఉత్పత్తి,सीमान्त उत्पादन
ఉపాంత రాబడి,सीमान्त परतावा
మెరైన్,सागरी
గుర్తు,मार्कर (अनुवांशिक)
సంత,बाजार
విక్రయించదగినది,विक्रेता
విక్రయించదగిన మిగులు,विक्रेता अधिशेष
మార్కెట్ మిగులు,विपणन अधिशेष
మార్కెటింగ్,विपणन
మార్ష్,मार्श
ద్రవ్యరాశి ప్రవాహం,मोठा प्रवाह
సామూహిక ఎంపిక,वस्तुमान निवड
మాస్-స్పెక్ట్రోమీటర్,मास-स्पेक्ट्रोमीटर
మాస్ట్,मास्ट
తల్లి వారసత్వం,मातृ वारसा
సంభోగం,वीण
మెట్రిక్ సంభావ్యత,मॅट्रिक क्षमता
పరిపక్వత,परिपक्वता
పరిపక్వత (పంట),परिपक्वता (पीक)
గరిష్టంగా అందుబాటులో ఉన్న నీరు,जास्तीत जास्त उपलब्ध पाणी
గరిష్ట పంట,जास्तीत जास्त पीक
గరిష్ట అవశేష పరిమితి,जास्तीत जास्त अवशेष मर्यादा
గరిష్ట స్థిరమైన దిగుబడి,जास्तीत जास्त टिकाऊ उत्पन्न
గరిష్ట థర్మామీటర్,जास्तीत जास्त थर्मामीटर
గరిష్ట నీటి హోల్డింగ్ సామర్థ్యం,जास्तीत जास्त पाणी धारण करण्याची क्षमता
మేడో ఆర్చర్డింగ్,कुरण बाग
మీలీ,मीली
సగటు విచలనం,म्हणजे विचलन
సగటు జీవితం (అణు),म्हणजे जीवन (अणु)
సముద్ర మట్టం సగటు,म्हणजे समुद्राची पातळी
చదరపు అర్థం,सरासरी चौकोन
కొలత,उपाय
కొలత,मोजमाप
యాంత్రిక,यांत्रिक
యాంత్రిక విశ్లేషణ,यांत्रिक विश्लेषण (माती)
యాంత్రిక ఇంపెడెన్స్,यांत्रिक प्रतिबिंब
యాంత్రిక వ్యవసాయం,यांत्रिकी शेती
మధ్యస్థ,मध्यम
Plant షధ మొక్క,औषधी वनस्पती
మధ్యధరా వాతావరణం,भूमध्य हवामान
మెగాగామెటోజెనిసిస్,मेगागॅमेटोजेनेसिस
మెగాస్పోరంగియా,मेगास्पोरंगिया
మహశితుడు,मेगासपोर (मॅक्रोस्पोर)
మెగాస్పోరోజెనిసిస్,मेगास्पोरोजेनेसिस
మియోసిస్,मेयोसिस
మెలో నేల,मधुर माती
DNA యొక్క ద్రవీభవన,डीएनए वितळविणे
మెంబ్రేన్ ఫిల్టర్,पडदा फिल्टर
మెండెలియన్ వారసత్వం,मेंडेलियन वारसा
మెండెలిజం,मेंडेलिझम
మెండెల్ యొక్క వారసత్వ చట్టం,मेंडेलचा वारसा कायदा
సరుకుల,व्यापारी
మెర్క్యురీ,बुध
మెరిస్టెమ్,मेरिस्टेम
మెసోక్లిమేట్,मेसोक्लीमेट
మీసోడెర్మ్,मेसोडर्म
మెసోఫిల్,मेसोफिल
మెసోఫైట్,मेसोफाइट
మీసో-పోర్స్,मेसो-पोर्स
మెసోస్పియర్,मेसोस्फीअर
దూత,मेसेंजर आरएनए (एम-आरएनए)
జీవక్రియ,चयापचय
జీవక్రియలు,चयापचय
మెటల్ డ్యామ్,धातू धरण
మెటామార్ఫిక్ రాళ్ళు,मेटामॉर्फिक खडक
మెటామార్ఫోసిస్,मेटामॉर्फोसिस
మెటాఫేస్,मेटाफेस
మెటాస్ట్రస్,मेटास्ट्रस
మెటాక్సేనియా,मेटाक्सेनिया
వాతావరణ శాస్త్రం,हवामानशास्त्र
మెథెమోగ్లోబినేమియా,मेथेमोग्लोबिनेमिया
పద్ధతి ప్రదర్శన,पद्धत प्रात्यक्षिक
మైకా,मीका
మైక్రో బేసిన్,मायक्रो बेसिन
మైక్రో జంతుజాలం,सूक्ष्म प्राणी
సూక్ష్మజీవి,सूक्ष्मजंतू
సూక్ష్మజీవుల బయోమాస్ కార్బన్,मायक्रोबियल बायोमास कार्बन
సూక్ష్మజీవుల క్షీణత,मायक्रोबियल डीग्रेडेशन
సూక్ష్మజీవుల పురుగుమందు,सूक्ष्मजीव कीटकनाशक
మైక్రోబయాలజీ,मायक्रोबायोलॉजी
సూక్ష్మజీవి,मायक्रोबायोटिक
మైక్రోక్లైమేట్,मायक्रोक्लीमेट
సూక్ష్మ పర్యావరణం,मायक्रोइन्वायरनमेंट
మైక్రోఫ్లోరా,मायक्रोफ्लोरा
మైక్రోగామెటోజెనిసిస్,मायक्रोगामेटोजेनेसिस
మైక్రోర్రిగేషన్,सूक्ष्मकरण
మైక్రోమెటొరాలజీ,मायक्रोमेटोरोलॉजी
మైక్రోన్యూట్రియంట్,मायक्रोन्यूट्रिएंट
మైక్రోప్లాట్,मायक्रोप्लॉट
మైక్రోపోర్,मायक्रोपोर
మైక్రోపైల్,मायक्रोपाईल
మైక్రోస్కోపీ,मायक्रोस्कोपी
మైక్రోస్పోరింగియం,मायक्रोस्पोरॅंगियम
మైక్రోస్పోర్ సంస్కృతి,मायक्रोस्पोर संस्कृती
