Odiya,Gujarati
ପୃଥକ ରାଣ୍ଡମ୍ ଭେରିଏବଲ୍ |,અલગ રેન્ડમ ચલ
ପୃଥକ ନମୁନା ସ୍ଥାନ |,અલગ નમૂના જગ્યા
ପୃଥକ ସେଟ୍ |,સ્વતંત્ર સમૂહ
ପୃଥକ ସ୍ଥାନ |,અલગ જગ્યા
ପୃଥକ ଟପୋଲୋଜି |,સ્વતંત્ર ટોપોલોજી
ଭିନ୍ନ ଭିନ୍ନତା |,અલગ અલગ
ଭେଦଭାବ,ભેદભાવપૂર્ણ
ଭେଦଭାବ ବିଶ୍ଳେଷଣ (= ଭେଦଭାବ ବିଶ୍ଳେଷଣ),ભેદભાવપૂર્ણ વિશ્લેષણ (=ભેદભાવપૂર્ણ વિશ્લેષણ)
ଅସନ୍ତୁଷ୍ଟ,વિચ્છેદ
ଘଟଣାଗୁଡ଼ିକୁ ଅସନ୍ତୁଷ୍ଟ କରନ୍ତୁ |,અસંબંધિત ઘટનાઓ
ବିଚ୍ଛିନ୍ନ ସେଟ୍ |,ડિસજોઇન્ટ સેટ
ଅସନ୍ତୁଷ୍ଟ ସଂଘ,જોડાણ તોડી નાખવું
ବିଚ୍ଛିନ୍ନତା |,વિભાજન
ବିଚ୍ଛେଦ |,વિક્ષેપ
ବିଚ୍ଛେଦ ଚାର୍ଟ |,વિક્ષેપ ચાર્ટ
ବିଚ୍ଛେଦ ସ୍ଥିର |,વિક્ષેપ સતત
ବିଚ୍ଛେଦ ଚିତ୍ର |,વિક્ષેપ રેખાકૃતિ
ବିଚ୍ଛେଦ ମ୍ୟାଟ୍ରିକ୍ସ (= କୋଭାରିଆନ୍ସ ମ୍ୟାଟ୍ରିକ୍ସ),વિક્ષેપ મેટ્રિક્સ (=કોવરિઅન્સ મેટ્રિક્સ)
ବିସ୍ଥାପନ,વિસ્થાપન
ପ୍ରଦର୍ଶନ,પ્રદર્શન
ପ୍ରଦର୍ଶନ ୟୁନିଟ୍ (= କନସୋଲ୍),ડિસ્પ્લે યુનિટ (=કન્સોલ)
ଭିନ୍ନ,ભિન્ન
ବିଚ୍ଛିନ୍ନ ଶକ୍ତି |,વિઘટનકારી દળો
ଦୂରତା କାର୍ଯ୍ୟ,અંતર કાર્ય
ଦୂରତା ମଡ୍ୟୁଲସ୍,અંતર મોડ્યુલસ
ବଣ୍ଟନ ମୁକ୍ତ ପଦ୍ଧତି |,વિતરણ-મુક્ત પદ્ધતિ
ବଣ୍ଟନ ନିୟମ |,વિતરણ કાયદો
ବିଭାଜନ,અલગ થવું
ବିଭେଦ,વિચલન
ଭିନ୍ନତା ଥିଓରେମ୍ |,વિચલન પ્રમેય
ବିବିଧ,જુદીજુદી
ବିବିଧ କ୍ରମ |,અલગ શ્રેણી
ବିଭାଜିତ ପାର୍ଥକ୍ୟ |,વિભાજિત તફાવત
ବିଭାଜନତା,વિભાજ્યતા
ବିଭାଜନଯୋଗ୍ୟ,વિભાજ્ય
ବିଭାଜନ,વિભાગ
ବିଭାଜନ ଆଲଗୋରିଦମ |,વિભાજન અલ્ગોરિધમ
ବିଭାଜନ ରିଙ୍ଗ |,ડિવિઝન રિંગ
ଡୋଡେକାଗନ୍ |,ડોડેકાગોન
dodecahedron,ડોડેકાહેડ્રોન
ଡୋମେନ୍,ડોમેન
ଏକ ଫଙ୍କସନ୍ ର ଡୋମେନ୍,ફંક્શનનું ડોમેન
ପରିଭାଷାର ଡୋମେନ୍ |,વ્યાખ્યાનું ક્ષેત્ર
ଅସ୍ତିତ୍ୱର ଡୋମେନ୍ |,અસ્તિત્વનું ક્ષેત્ર
ପ୍ରାଧାନ୍ୟ ରଣନୀତି |,પ્રભાવશાળી વ્યૂહરચના
ଡୋପଲର ପ୍ରଭାବ,ડોપ્લર અસર
ବିନ୍ଦୁ ଉତ୍ପାଦ |,ડોટ ઉત્પાદન
ବିନ୍ଦୁ ବକ୍ର,ડોટેડ વળાંક
ଦ୍ୱିଗୁଣ ଭିନ୍ନତା |,ડબલ તફાવત
ଦୁଇଗୁଣ ବଣ୍ଟନ,ડબલ ઘાતાંકીય વિતરણ
ଡବଲ୍ ହେଲିକ୍ସ |,ડબલ હેલિક્સ
ଡବଲ୍ ଇଣ୍ଟିଗ୍ରାଲ୍ |,ડબલ અભિન્ન
ଡବଲ୍ ଇଣ୍ଟିଗ୍ରେସନ୍ |,ડબલ એકીકરણ
ଦୁଇଥର ସୀମା |,ડબલ મર્યાદા
ଦୁଇଥର ନମୁନା ସଂଗ୍ରହ ଯୋଜନା |,ડબલ સેમ્પલિંગ પ્લાન
ଡବଲ୍ କ୍ରମ |,ડબલ ક્રમ
ଡବଲ୍ ସିରିଜ୍ |,ડબલ શ્રેણી
ଡବଲ୍ ସଫିକ୍ସ ନୋଟେସନ୍ |,ડબલ પ્રત્યય સંકેત
ଦୁଇଥର ସମନ୍ୱୟ |,ડબલ સમીકરણ
ତଳ ତ୍ୱରଣ,નીચે તરફ પ્રવેગક
ନିମ୍ନ ବିସ୍ଥାପନ |,નીચે તરફનું વિસ્થાપન
ନିମ୍ନ ଗତି,નીચેની ગતિ
ତଳ ବେଗ,નીચે તરફનો વેગ
ଡ୍ରାଗ୍,ખેંચો
ଡ୍ରାଗ୍ ଫୋର୍ସ |,ખેંચો બળ
ଡୁଆଲ୍ |,દ્વિ
ଦ୍ୱ ual ତ ଆଧାର |,બેવડા આધાર
ଡୁଆଲ୍ ଆଭ୍ୟନ୍ତରୀଣ ଉତ୍ପାଦ |,દ્વિ આંતરિક ઉત્પાદન
ଡୁଆଲ୍ ଲାଇନ୍ ପ୍ରୋଗ୍ରାମିଂ ସମସ୍ୟା |,ડ્યુઅલ રેખીય પ્રોગ્રામિંગ સમસ્યા
ଡୁଆଲ୍ ଅପରେସନ୍ |,ડ્યુઅલ ઓપરેશન
ଦ୍ୱ ual ତ ସମସ୍ୟା |,બેવડી સમસ્યા
ଡୁଆଲ୍ ସିମ୍ପ୍ଲେକ୍ସ ଆଲଗୋରିଦମ |,ડ્યુઅલ સિમ્પ્લેક્સ અલ્ગોરિધમ
ଡୁଆଲ୍ ସିମ୍ପ୍ଲେକ୍ସ କ techni ଶଳ |,ડ્યુઅલ સિમ્પ્લેક્સ તકનીક
ଡୁଆଲ୍ ସ୍ପେସ୍ |,બેવડી જગ્યા
ଡୁଆଲ୍ ଭେରିଏବଲ୍ |,દ્વિ ચલ
ଡୁଆଲ୍ ଭେକ୍ଟର ସ୍ପେସ୍ |,ડ્યુઅલ વેક્ટર જગ્યા
ଡମି ଇଣ୍ଡେକ୍ସ,બનાવટી અનુક્રમણિકા
ଡମି ସବସ୍କ୍ରିପ୍ଟ |,ડમી સબસ્ક્રીપ્ટ
ଡମି ସଫିକ୍ସ |,બનાવટી પ્રત્યય
ଡମି ଭେରିଏବଲ୍ |,ડમી ચલ
ନକଲ ପ୍ରକ୍ରିୟା |,ડુપ્લિકેટર પ્રક્રિયા
ଗତିଶୀଳ |,ગતિશીલ
ଗତିଶୀଳ ସିଷ୍ଟମ୍ |,ગતિશીલ સિસ્ટમ
ଗତିଶୀଳ ଚାହିଦା କାର୍ଯ୍ୟ |,ગતિશીલ માંગ કાર્ય
ଗତିଶୀଳ ମଡେଲ୍ |,ગતિશીલ મોડેલ
ଗତିଶୀଳ ପ୍ରୋଗ୍ରାମିଂ |,ગતિશીલ પ્રોગ્રામિંગ
ଗତିଶୀଳ ପ୍ରୋଗ୍ରାମିଂ ପଦ୍ଧତି |,ગતિશીલ પ્રોગ્રામિંગ અભિગમ
ଗତିଶୀଳ ପ୍ରୋଗ୍ରାମିଂ କ techni ଶଳ |,ગતિશીલ પ્રોગ્રામિંગ તકનીક
ଗତିଶୀଳତା |,ગતિશીલતા
ଏକ କଣିକାର ଗତିଶୀଳତା |,કણની ગતિશીલતા
କଠିନ ଶରୀରର ଗତିଶୀଳତା |,કઠોર શરીરની ગતિશીલતા
ପୃଥିବୀ,પૃથ્વી
ଭୂକମ୍ପ ତୀବ୍ରତା |,ભૂકંપની તીવ્રતા
ବିଚିତ୍ରତା |,તરંગીતા
ଚନ୍ଦ୍ରଗ୍ରହଣ,ગ્રહણ
ଅର୍ଥନ ric ତିକ ପୂର୍ବାନୁମାନ |,ઇકોનોમેટ્રિક આગાહી
ଅର୍ଥନୀତିଜ୍ଞ,અર્થશાસ્ત્રી
ଅର୍ଥନୀତି,અર્થશાસ્ત્ર
ଅର୍ଥନୀତି,અર્થશાસ્ત્ર
ଧାର,ધાર
ଏକ ଉନ୍ମୁକ୍ତ ସେଟ୍ ର ଧାର |,બહિર્મુખ સમૂહની ધાર
ଦକ୍ଷତା କାରକ |,કાર્યક્ષમતા પરિબળ
eigen ଉପାଦାନ |,eigen તત્વ
eigen କାର୍ଯ୍ୟ,eigen કાર્ય
eigen ମୂଲ୍ୟ,eigen મૂલ્ય
eigen ମୂଲ୍ୟ ସମୀକରଣ |,eigen મૂલ્ય સમીકરણ
ଇଜେନ ଭେକ୍ଟର |,ઇજન વેક્ટર
ଇଲାଷ୍ଟିକ୍ |,સ્થિતિસ્થાપક
ଇଲାଷ୍ଟିକ୍ ସ୍ଥିର |,સ્થિતિસ્થાપક સ્થિર
ଇଲଷ୍ଟିକ୍ ସନ୍ତୁଳନ |,સ્થિતિસ્થાપક સંતુલન
ନମନୀୟତା,સ્થિતિસ્થાપકતા
ଇଲାସ୍ଟିସିଟି ଭୂପୃଷ୍ଠ |,સ્થિતિસ્થાપકતા સપાટી
ଇଲେକ୍ଟ୍ରୋନିକ୍ କମ୍ପ୍ୟୁଟର |,ઇલેક્ટ્રોનિક કમ્પ્યુટર
ଉପାଦାନ,તત્વ
ପ୍ରାଥମିକ ସ୍ତମ୍ଭ କାର୍ଯ୍ୟ,પ્રાથમિક કૉલમ કામગીરી
ପ୍ରାଥମିକ ଘଟଣା |,પ્રાથમિક ઘટના
ପ୍ରାଥମିକ କାର୍ଯ୍ୟ,પ્રાથમિક કાર્ય
ପ୍ରାଥମିକ କାର୍ଯ୍ୟ,પ્રાથમિક કામગીરી
ପ୍ରାଥମିକ ଫଳାଫଳ,પ્રાથમિક પરિણામ
ପ୍ରାଥମିକ ସମ୍ଭାବନା ନିୟମ |,પ્રાથમિક સંભાવના કાયદો
ପ୍ରାଥମିକ ଧାଡି କାର୍ଯ୍ୟ,પ્રાથમિક પંક્તિ કામગીરી
ହଟାନ୍ତୁ |,નાબૂદ
ବର୍ଜନ ପ୍ରକ୍ରିୟା |,નાબૂદી પ્રક્રિયા
ଏଲିପ୍ସ,લંબગોળ
ଏଲିପସଏଡ୍ |,લંબગોળ
ଏଲିପସାଇଡ୍ |,લંબગોળ
ଏଲିପସଏଡାଲ୍ ଭୂପୃଷ୍ଠ |,લંબગોળ સપાટી
ବ lip ଶିଷ୍ଟ୍ୟ ଶରୀର,લંબગોળ શરીર
ଏମ୍ବେଡିଂ,એમ્બેડિંગ
ନିର୍ଗମନ,ઉત્સર્જન
ପରୀକ୍ଷାମୂଳକ ତଥ୍ୟ |,પ્રયોગમૂલક ડેટા
ପରୀକ୍ଷାମୂଳକ ସୂତ୍ର |,પ્રયોગમૂલક સૂત્ર
ପରୀକ୍ଷାମୂଳକ ସମ୍ଭାବନା |,પ્રયોગમૂલક સંભાવના
ପରୀକ୍ଷାମୂଳକ ସମ୍ପର୍କ |,પ્રયોગમૂલક સંબંધ
ଖାଲି ସେଟ୍ |,ખાલી સેટ
ଆବଦ୍ଧ,બંધ
ଏନକୋଡିଂ,એન્કોડિંગ
ଏଣ୍ଡୋମୋର୍ଫିଜିମ୍ |,એન્ડોમોર્ફિઝમ
ଶେଷ ବିନ୍ଦୁ,અંતિમ બિંદુ
ଶ୍ରେଣୀ ବ୍ୟବଧାନର ଶେଷ ବିନ୍ଦୁ |,વર્ગ અંતરાલનો અંતિમ બિંદુ
ଶକ୍ତି,ઊર્જા
ଶକ୍ତି ଗତି ଉପାଦାନ |,ઊર્જા ગતિ ઘટક
ଭେରିଏବଲ୍ ଏଣ୍ଟର୍ କରିବା,ચલ દાખલ કરી રહ્યા છીએ
ଗଣନାକାରୀ ସେଟ୍ |,અસંખ્ય સમૂહ
ଗଣନା,ગણતરી
ସମାନ,સમાન
ସମାନତା,સમાનતા
ସମାନ ସମ୍ଭାବନା |,સમાન શક્યતા
ସମାନ ସମ୍ଭାବ୍ୟତା ଚୟନ ପଦ୍ଧତି (= epsem),સમાન સંભાવના પસંદગી પદ્ધતિ (=epsem)
ସମାନ,સમાન
ସମୀକରଣ,સમીકરણ
ପ୍ରଥମ ଡିଗ୍ରୀର ସମୀକରଣ |,પ્રથમ ડિગ્રીનું સમીકરણ
ଦ୍ୱିତୀୟ ଡିଗ୍ରୀର ସମୀକରଣ |,બીજી ડિગ્રીનું સમીકરણ
ତୃତୀୟ ଡିଗ୍ରୀର ସମୀକରଣ |,ત્રીજી ડિગ્રીનું સમીકરણ
ସମୀକରଣ,વિષુવવૃત્ત
ସମାନ୍ତରାଳ |,સમાન
ସମାନ୍ତରାଳ |,સમભુજ
ସନ୍ତୁଳନ,સંતુલન
ଶକ୍ତିର ସନ୍ତୁଳନ |,દળોનું સંતુલન
ସନ୍ତୁଳନ ବିନ୍ଦୁ |,સંતુલન બિંદુ
ସମାନତା,સમાનતા
ସମାନତା ଶ୍ରେଣୀ,સમાનતા વર્ગ
ସମାନତା ସମ୍ପର୍କ,સમાનતા સંબંધ
ସମାନ,સમકક્ષ
ସମାନ ମ୍ୟାଟ୍ରିକ୍ସ |,સમકક્ષ મેટ્રિક્સ
ସମାନ ସେଟ୍ |,સમકક્ષ સમૂહ
ergodicity,એર્ગોડિસિટી
ତ୍ରୁଟି,ભૂલ
ତ୍ରୁଟି ବିଶ୍ଳେଷଣ |,ભૂલ વિશ્લેષણ
ତ୍ରୁଟି କୋଡ୍,ભૂલ કોડ
ତ୍ରୁଟି ଗୁଣବତ୍ତା,ભૂલ ગુણાંક
ହାରାହାରି ବର୍ଗର ତ୍ରୁଟି |,સરેરાશ ચોરસની ભૂલ
ପ୍ରଥମ ପ୍ରକାରର ତ୍ରୁଟି |,પ્રથમ પ્રકારની ભૂલ
ଦ୍ୱିତୀୟ ପ୍ରକାରର ତ୍ରୁଟି |,બીજા પ્રકારની ભૂલ
ସମ୍ଭାବନାରୁ ରକ୍ଷା ପାଇବା |,બચવાની સંભાવના
ବେଗରୁ ରକ୍ଷା ପାଇବା |,એસ્કેપ વેગ
E. Schmidt ର orthogonalization ପ୍ରକ୍ରିୟା |,ઇ. શ્મિટની ઓર્થોગોનાલાઈઝેશન પ્રક્રિયા
ନିର୍ଦ୍ଦିଷ୍ଟ ବୃତ୍ତ,લખાયેલ વર્તુળ
ଜରୁରୀ |,આવશ્યક
ମୂଳତ unique ଅନନ୍ୟ |,અનિવાર્યપણે અનન્ય
ଆକଳନ,અંદાજ
ଆକଳନ ପଦ୍ଧତି,અંદાજ પદ્ધતિ
ଇଉକ୍ଲିଡିଆନ୍ ସଂଯୋଜନା |,યુક્લિડિયન સંકલન
ଇଉକ୍ଲିଡିଆନ୍ ଡୋମେନ୍ |,યુક્લિડિયન ડોમેન
ଇଉକ୍ଲିଡିଆନ୍ ଜ୍ୟାମିତି |,યુક્લિડિયન ભૂમિતિ
ଇଉକ୍ଲିଡିଆନ୍ n- ସ୍ପେସ୍ |,યુક્લિડિયન એન-સ્પેસ
ଇଉକ୍ଲିଡାନ୍ ବିମାନ |,યુક્લિડિયન પ્લેન
ଇଉଲର୍ଙ୍କ ତତ୍ତ୍। |,યુલરનું પ્રમેય
ମୂଲ୍ୟାଙ୍କନ କର,મૂલ્યાંકન
ଏପରିକି,સમ
ଏପରିକି ବକ୍ର,પણ વળાંક
ଏପରିକି ଫଙ୍କସନ୍,સમ કાર્ય
ଏପରିକି ଏକାଧିକ |,બહુવિધ પણ
ଯୁଗ୍ମ ସଂଖ୍ୟା,બેકી સંખ્યા
ଏପରିକି ଅଦ୍ଭୁତ ସମୃଦ୍ଧତା |,સમ વિષમ સમપ્રમાણતા
ଏପରିକି ପର୍ମୁଟେସନ୍ |,પણ ક્રમચય
ଇଭେଣ୍ଟ,ઘટના
ଏପରିକି ଶବ୍ଦ,સમ મુદત
ସଠିକ୍,ચોક્કસ
ସଠିକ୍ ଚି-ବର୍ଗ ପରୀକ୍ଷା |,ચોક્કસ ચી-સ્ક્વેર ટેસ્ટ
ପ୍ରକୃତ ଭିନ୍ନତା |,ચોક્કસ તફાવત
ସଠିକ୍ ସମୀକରଣ |,ચોક્કસ સમીકરણ
ଉଦାହରଣ |,ઉદાહરણ
ବିନିମୟ,વિનિમય
ସମ୍ପୁର୍ଣ୍ଣ ଘଟଣା |,સંપૂર્ણ ઘટના
ଅସ୍ତିତ୍ୱ axiom |,અસ્તિત્વ સ્વયંસિદ્ધ
ଅସ୍ତିତ୍ୱ ସମ୍ଭାବନା (= ଏକ ପ୍ରାଥମିକ ସମ୍ଭାବନା),અસ્તિત્વની સંભાવના (= પ્રાથમિક સંભાવના)
ଅସ୍ତିତ୍ୱ ଥିଓରେମ୍ |,અસ્તિત્વ પ્રમેય
ଏକ୍ସୋଜେନସ୍ ଭେରିଏବଲ୍ |,બાહ્ય ચલ
ବିସ୍ତାର,વિસ્તરણ
ଆଶା କାର୍ଯ୍ୟ,અપેક્ષા કાર્ય
ଆଶା କରାଯାଉଥିବା ଫ୍ରିକ୍ୱେନ୍ସି |,અપેક્ષિત આવર્તન
ଆଶା କରାଯାଉଥିବା ମୂଲ୍ୟ,અપેક્ષિત મૂલ્ય
ପରୀକ୍ଷଣ |,પ્રયોગ
ପରୀକ୍ଷାମୂଳକ ତ୍ରୁଟି |,પ્રાયોગિક ભૂલ
ବ୍ୟାଖ୍ୟା,સમજૂતી
ସ୍ପଷ୍ଟ ସମୀକରଣ |,સ્પષ્ટ સમીકરણ
ସ୍ପଷ୍ଟ ଫର୍ମ |,સ્પષ્ટ સ્વરૂપ
ସ୍ପଷ୍ଟ କାର୍ଯ୍ୟ,સ્પષ્ટ કાર્ય
ସ୍ପଷ୍ଟ ସମାଧାନ |,સ્પષ્ટ ઉકેલ
ପ୍ରଦର୍ଶକ,ઘાત
ସୂକ୍ଷ୍ମ ବକ୍ର,ઘાતાંકીય વળાંક
ସୂକ୍ଷ୍ମ ସାନ୍ଧ୍ରତା କାର୍ଯ୍ୟ |,ઘાતાંકીય ઘનતા કાર્ય
ସୂକ୍ଷ୍ମ ବଣ୍ଟନ |,ઘાતાંકીય વિતરણ
ସୂକ୍ଷ୍ମ ସମୀକରଣ |,ઘાતાંકીય સમીકરણ
ସୂକ୍ଷ୍ମ କାର୍ଯ୍ୟ,ઘાતાંકીય કાર્ય
ତ୍ୱରିତ ଅଭିବୃଦ୍ଧି |,ઘાતાંકીય વૃદ્ધિ
ସୂକ୍ଷ୍ମ ନିୟମ |,ઘાતાંકીય કાયદો
ସୂକ୍ଷ୍ମ ମାନଚିତ୍ର,ઘાતાંકીય નકશો
ସୂକ୍ଷ୍ମ କ୍ରମ |,ઘાતાંકીય શ્રેણી
ଅଭିବ୍ୟକ୍ତି,અભિવ્યક્તિ
ବିସ୍ତାରିତ ବ୍ୟବଧାନ |,વિસ્તૃત અંતરાલ
ବିସ୍ତୃତ ପ୍ରକୃତ ରେଖା |,વિસ્તૃત વાસ્તવિક રેખા
ବିସ୍ତୃତ ପ୍ରକୃତ ସଂଖ୍ୟା ସିଷ୍ଟମ୍ |,વિસ્તૃત વાસ્તવિક સંખ્યા સિસ્ટમ
ଏକ ମ୍ୟାପିଂର ବିସ୍ତାର,મેપિંગનું વિસ્તરણ
ବାହ୍ୟ କୋଣ,બાહ્ય કોણ
ବାହ୍ୟ କ୍ଷେତ୍ର,બાહ્ય વિસ્તાર
ବାହ୍ୟ ବିନ୍ଦୁ,બાહ્ય બિંદુ
ବାହ୍ୟ,બાહ્ય
ଟ୍ରେଣ୍ଡ ମୂଲ୍ୟର ଏକ୍ସଟ୍ରାପୋଲେସନ୍ |,વલણ મૂલ્યનું એક્સ્ટ્રાપોલેશન
ଅତିରିକ୍ତ କ techni ଶଳ |,એક્સ્ટ્રાપોલેશન તકનીક
ଅତ୍ୟଧିକ ମୂଲ୍ୟ,આત્યંતિક મૂલ્ય
ଅତ୍ୟଧିକ,આત્યંતિક
ଚରମ ବିନ୍ଦୁ |,આત્યંતિક બિંદુ
କନଭକ୍ସ ସେଟ୍ ର ଚରମ ବିନ୍ଦୁ |,બહિર્મુખ સમૂહનો આત્યંતિક બિંદુ
ଏକ କାର୍ଯ୍ୟର ଚରମ,કાર્યની સીમા
ଅତ୍ୟଧିକ ସମ୍ପତ୍ତି,આત્યંતિક મિલકત
ମୁହଁ,ચહેરો
ମୁଖ ମୂଲ୍ୟ,ફેસ વેલ્યુ
କାରକ,પરિબળ
ଫ୍ୟାକ୍ଟର୍ ବିଶ୍ଳେଷଣ |,પરિબળ વિશ્લેષણ
କାରଖାନା,કારણભૂત
ଫ୍ୟାକ୍ଟୋରିଆଲ୍ |,ફેક્ટોરિયલ
ଫ୍ୟାକ୍ଟୋରିଆଲ୍ ଡିଜାଇନ୍ |,ફેક્ટોરિયલ ડિઝાઇન
କାରକକରଣ,ફેક્ટરીકરણ
କାରକ,ફેક્ટરાઇઝ
ନ୍ୟାୟ ଖେଳ |,વાજબી રમત
ମିଥ୍ୟା,ખોટું
ପରିବାର,કુટુંબ
ବୃତ୍ତର ପରିବାର |,વર્તુળોનું કુટુંબ
ପାରିବାରିକ ବକ୍ର,કુટુંબ વણાંકો
କାର୍ଯ୍ୟଗୁଡ଼ିକର ପରିବାର |,કાર્યોનું કુટુંબ
ରେଖା ପରିବାର |,રેખાઓનું કુટુંબ
ଫ୍ୟାକ୍ସମାଇଲ୍ |,પ્રતિકૃતિ
F- ବଣ୍ଟନ |,F-વિતરણ
ସମ୍ଭବ ମ basic ଳିକ ସମାଧାନ |,શક્ય મૂળભૂત ઉકેલ
ସମ୍ଭବ ସମାଧାନ,શક્ય ઉકેલ
ଫେରନ୍ତୁ,પાછા ફીડ
ଫର୍ମାଟ୍ ନୀତି |,ફર્મેટ સિદ્ધાંત
ଫର୍ମାଟଙ୍କ ତତ୍ତ୍। |,ફર્મેટનું પ્રમેય
ଫର୍ମୀ-ଡାଇରାକ୍ ପରିସଂଖ୍ୟାନ |,ફર્મી-ડીરાક આંકડા
ଫିବୋନାକ୍ସି ସଂଖ୍ୟା |,ફિબોનાકી નંબર
ଫିବୋନାକ୍ସି ସିରିଜ୍ |,ફિબોનાકી શ્રેણી
କ୍ଷେତ୍ର,ક્ષેત્ર
ଅନ୍ତିମ ବେଗ,અંતિમ વેગ
ସୀମିତ,મર્યાદિત
ସୀମିତ ଆଧାର |,મર્યાદિત આધાર
ସୀମିତ ଦଶମିକ |,મર્યાદિત દશાંશ
ସୀମିତ ପାର୍ଥକ୍ୟ |,મર્યાદિત તફાવત
ସୀମିତ ପାର୍ଥକ୍ୟ ପଦ୍ଧତି |,મર્યાદિત તફાવત પદ્ધતિ
ସୀମିତ ପରିମାଣ,મર્યાદિત પરિમાણીય
ସୀମିତ ଡାଇମେନ୍ସନାଲ୍ ଭେକ୍ଟର ସ୍ପେସ୍ |,મર્યાદિત પરિમાણીય વેક્ટર જગ્યા
ସୀମିତ ଖେଳ |,મર્યાદિત રમત
ସୀମିତ ଜ୍ୟାମିତି |,મર્યાદિત ભૂમિતિ
ସୀମିତ ଛକ,મર્યાદિત આંતરછેદ
ସୀମିତ ଅନେକ |,મર્યાદિત ઘણા
ସୀମିତ ମାର୍କୋଭ୍ ଶୃଙ୍ଖଳା |,મર્યાદિત માર્કોવ સાંકળ
ସୂକ୍ଷ୍ମତା ପ୍ରମାଣ |,મર્યાદિતતા પુરાવો
ସୀମିତ ସଂଖ୍ୟା,મર્યાદિત સંખ્યા
ସୀମିତ ଜନସଂଖ୍ୟା |,મર્યાદિત વસ્તી
ସୀମିତ ସମ୍ଭାବନା |,મર્યાદિત સંભાવના
ସୀମିତ କ୍ରମ |,મર્યાદિત શ્રેણી
ସୀମିତ ସେଟ୍ |,મર્યાદિત સમૂહ
ସୀମିତ ବେଗ |,મર્યાદિત વેગ
ସୀମିତ ଭଲ୍ୟୁମ୍,મર્યાદિત વોલ્યુમ
ଫିଟିଂ,ફિટિંગ
ବକ୍ରର ଫିଟ୍,વળાંકનું ફિટિંગ
ସିଧା ଲାଇନର ଫିଟ୍,સીધી રેખાનું ફિટિંગ
ସ୍ଥିର ବିନ୍ଦୁ ଥିଓରେମ୍ |,નિશ્ચિત બિંદુ પ્રમેય
ସ୍ଥିର ନମୁନା |,નિશ્ચિત નમૂના
ଉଡ଼ାଣ ବେଗ,ફ્લાઇટ વેગ
ଭାସମାନ ବିନ୍ଦୁ ଗଣିତ |,ફ્લોટિંગ પોઈન્ટ અંકગણિત
ଫ୍ଲୋଟିଂ ପଏଣ୍ଟ ସିଷ୍ଟମ୍ |,ફ્લોટિંગ પોઈન્ટ સિસ્ટમ
ଫ୍ଲୋ ଚାର୍ଟ,ફ્લો ચાર્ટ
ପ୍ରବାହ ବେଗ,પ્રવાહ વેગ
ତରଳ ଗତିଶୀଳତା |,પ્રવાહી ગતિશીલતા
ଫୋକାଲ୍ |,ફોકલ
ଫୋକାଲ୍ କୋର୍ଡ |,કેન્દ્રીય તાર
ଫୋକାଲ୍ ଦୂରତା |,કેન્દ્રીય અંતર
ଫୋକାଲ୍ ଲମ୍ବ |,ફોકલ લંબાઈ
ଧ୍ୟାନ ଦିଅନ୍ତୁ |,ફોકસ
ପାଦ,પગ
ପର୍ପେଣ୍ଡିକୁଲାର ପାଦ |,લંબનો પગ
ମାଧ୍ୟାକର୍ଷଣ ଶକ୍ତି |,ગુરુત્વાકર્ષણ બળ
ପୂର୍ବାନୁମାନ,આગાહી
ସୂତ୍ର,સૂત્ર
ସୂତ୍ର,ઘડવું
ସୂତ୍ର,રચના
ଅଗ୍ରଗାମୀ ପାର୍ଥକ୍ୟ |,આગળ તફાવત
ଅଗ୍ରଗାମୀ ଇଣ୍ଟରପୋଲେସନ୍ |,ફોરવર્ડ ઇન્ટરપોલેશન
ଗଣିତର ମୂଳଦୁଆ |,ગણિતનો પાયો
ଫୋରିୟରର ବିଶ୍ଳେଷଣ |,ફોરિયરનું વિશ્લેષણ
ଫୋରିୟରର ସିରିଜ୍ |,ફોરિયરની શ્રેણી
ଫୋରିୟରର ପରିବର୍ତ୍ତନ |,ફોરિયરનું પરિવર્તન
ଭଗ୍ନାଂଶ,અપૂર્ણાંક
ଭଗ୍ନାଂଶ ସଂଯୋଜନା |,અપૂર્ણાંક સંકલન
ଭଗ୍ନାଂଶ ସଂଖ୍ୟା,અપૂર્ણાંક સંખ્યા
ଭଗ୍ନାଂଶ ପ୍ରୋଗ୍ରାମିଂ |,અપૂર્ણાંક પ્રોગ્રામિંગ
ମୁକ୍ତ ପଥ,મુક્ત માર્ગ
ମାଗଣା ଭେକ୍ଟର୍ |,મુક્ત વેક્ટર
ଆବୃତ୍ତି,આવર્તન
ଫ୍ରିକ୍ୱେନ୍ସି ସ୍ତମ୍ଭ,આવર્તન કૉલમ
ଫ୍ରିକ୍ୱେନ୍ସି ବକ୍ର,આવર્તન વળાંક
ବାରମ୍ବାର ବଣ୍ଟନ,આવર્તન વિતરણ
ଫ୍ରିକ୍ୱେନ୍ସି ହିଷ୍ଟୋଗ୍ରାମ୍ |,આવર્તન હિસ્ટોગ્રામ
ଘଟଣାର ଆବୃତ୍ତି,ઘટનાની આવર્તન
ଫ୍ରିକ୍ୱେନ୍ସି ବହୁଭୂଜ |,આવર્તન બહુકોણ
ଫ୍ରିକ୍ୱେନ୍ସି ଟେବୁଲ୍ |,આવર્તન કોષ્ટક
frustum,ફ્રસ્ટમ
