Marathi,Malayalam
संरेखन,വിന്യാസം
संरेखन,വിന്യാസം
"टक्कर, टक्कर, टक्कर","കൂട്ടിയിടി, കൂട്ടിയിടി, കൂട്ടിയിടി"
कोलायड,കൊളോയിഡ്
"रंगमापक, रंगमापक","കളർമീറ്റർ, കളർമീറ്റർ"
रंगाधळेपण,വർണ്ണാന്ധത
वर्ण,സ്വഭാവം
"स्तंभ, स्तंभ","കോളം, കോളം"
"स्वल्पविराम, गुच्छा, शेपटी, शेपटी","കോമ, ടഫ്റ്റ്, വാൽ, വാൽ"
"संयोजन, संयोजन, जमा","സംയോജനം, സംയോജനം, ശേഖരണം"
संमिश्र स्वर,സംയുക്ത സ്വരാക്ഷരങ്ങൾ
संमिश्र स्वर,സംയോജിത സ്വരാക്ഷരങ്ങൾ
दायित्व,ബാധ്യത
ज्वलन,ജ്വലനം
व्यावसायिक फेराइट,വാണിജ്യ ഫെറൈറ്റ്
"सामान्य, सामान्य, सामान्य, सामान्य, सामान्य","സാധാരണ, സാധാരണ, സാധാരണ, സാധാരണ, സാധാരണ"
कम्युनिकेशन्स,ആശയവിനിമയങ്ങൾ
"वळवणे, डेटा बदल, क्रमपरिवर्तन","വഴിതിരിച്ചുവിടൽ, ഡാറ്റ മാറ്റം, ക്രമപ്പെടുത്തൽ"
"कम्युटेटर, कम्युटेटर, कम्युटेटर","കമ്യൂട്ടേറ്റർ, കമ്യൂട്ടേറ്റർ, കമ്യൂട്ടേറ്റർ"
"तुलना करणारा, तुलना करणारा","താരതമ്യക്കാരൻ, താരതമ്യക്കാരൻ"
तुलना,താരതമ്യം
"होकायंत्र, होकायंत्र, होकायंत्र","കോമ്പസ്, കോമ്പസ്, കോമ്പസ്"
"सुसंगतता, सुसंगतता, सुसंगतता, सुसंगतता","അനുയോജ്യത, അനുയോജ്യത, അനുയോജ്യത, അനുയോജ്യത"
"भरपाई, बदला","നഷ്ടപരിഹാരം നൽകുക, പ്രതികാരം ചെയ്യുക"
"भरपाई, भरपाई, भरपाई","നഷ്ടപരിഹാരം, നഷ്ടപരിഹാരം, നഷ്ടപരിഹാരം"
प्रतिकार,പ്രതിരോധ നടപടികൾ
"संकलन, व्याख्या","സമാഹാരം, വ്യാഖ്യാനം"
"संकलन, व्याख्या","സമാഹാരം, വ്യാഖ്യാനം"
पूरकता,പരസ്പരപൂരകത
पूरक,സപ്ലിമെന്റ്
पूर्ण,പൂർത്തിയാക്കുക
पूर्ण सेल,പൂർണ്ണമായ സെൽ
पूर्ण मॉड्यूलेशन,സമ്പൂർണ്ണ മോഡുലേഷൻ
"जटिल, जटिल, पॅकेज","സങ്കീർണ്ണമായ, സങ്കീർണ്ണമായ, പാക്കേജ്"
जटिल अणू,സങ്കീർണ്ണമായ ആറ്റം
जटिल कार्य,സങ്കീർണ്ണമായ പ്രവർത്തനം
स्वरूप,ഫോർമാറ്റ്
जटिल यंत्रणा,സങ്കീർണ്ണമായ സംവിധാനം
पाठपुरावा,ഫോളോ അപ്പ്
"घटक, संबंधित घटक","ഘടകം, അനുബന്ധ ഘടകം"
"एकत्रित, मिश्रित","സംയോജിത, മിക്സഡ്"
"मिश्र, मिश्र, एकत्रित, वित्त, संयुग","മിക്സഡ്, മിക്സഡ്, കമ്പൈൻഡ്, ഫിനാൻസ്, കോമ്പൗണ്ട്"
asral लोलक,അസ്റൽ പെൻഡുലം
"कॉम्प्रेस (सं.), कॉम्प्रेस (v.)","കംപ്രസ് (എഡി.), കംപ്രസ് (വി.)"
संकुचित,കംപ്രസ് ചെയ്തു
संकुचितता,കംപ്രസിബിലിറ്റി
दाबण्यायोग्य,കംപ്രസ്സബിൾ
संक्षेप,കംപ്രഷൻ
"कंप्रेसर, कंप्रेसर","കംപ്രസർ, കംപ്രസർ"
"कॉम्प्टन इलेक्ट्रॉन, प्रतिसंतुलित इलेक्ट्रॉन","കോംപ്റ്റൺ ഇലക്ട്രോൺ, സമതുലിതമായ ഇലക്ട്രോൺ"
गणना,കണക്കുകൂട്ടൽ
संगणकीय,കമ്പ്യൂട്ടേഷണൽ
"संगणक, संगणक, संगणक","കമ്പ്യൂട്ടർ, കമ്പ്യൂട്ടർ, കമ്പ്യൂട്ടർ"
अवतल,കുത്തനെയുള്ള
द्विउत्तल,ബൈകോൺവെക്സ്
"एकाग्र करणे, घट्ट करणे, एकाग्र करणे (adj.), एकाग्र करणे (v.)","കേന്ദ്രീകരിക്കുക, കട്ടിയാക്കുക, ഏകാഗ്രമാക്കുക (adj.), ഏകാഗ്രമാക്കുക (വി.)"
"एकाग्र, एकाग्र, एकाग्र","ഏകാഗ്രമായ, ഏകാഗ്രമായ, ഏകാഗ്രമായ"
"एकाग्रता, एकाग्रता, एकाग्रता, एकाग्रता","ഏകാഗ്രത, ഏകാഗ്രത, ഏകാഗ്രത, ഏകാഗ്രത"
"एककेंद्री, केंद्रीत","ഏകകേന്ദ്രീകൃതമായ, കേന്ദ്രീകൃതമായ"
संकल्पना,ആശയം
वैचारिक,ആശയപരമായ
"जवळीक, संवाद","അടുപ്പം, ആശയവിനിമയം"
सुसंवाद,സമന്വയിപ്പിച്ചു
"समवर्ती, अनुगामी","ഒരേസമയം, പിന്നിലായി"
"संक्षेपण, संक्षेपण","ഘനീഭവിക്കൽ, ഘനീഭവിക്കൽ"
"घनीभूत करणे, द्रव करणे, द्रव करणे","ഘനീഭവിക്കുക, ദ്രവീകരിക്കുക, ദ്രവീകരിക്കുക"
"घनरूप, द्रवरूप, संक्षिप्त","ഘനീഭവിച്ച, ദ്രവീകരിച്ച, തിങ്ങിക്കൂടിയ"
"कंडेनसर, कॅपेसिटर, कलेक्टर","കണ്ടൻസർ, കപ്പാസിറ്റർ, കളക്ടർ"
"स्थिती, स्थिती, स्थिती, स्थिती","അവസ്ഥ, അവസ്ഥ, അവസ്ഥ, അവസ്ഥ"
वाहकता,ചാലകത
चालक,ഡ്രൈവർ
ड्रायव्हिंग,ഡ്രൈവിംഗ്
वाहकता,ചാലകത
निष्ठा,വിശ്വസ്തത
"कॉन्फिगरेशन, कॉन्फिगरेशन","കോൺഫിഗറേഷൻ, കോൺഫിഗറേഷൻ"
कॉन्फिगरेशन,കോൺഫിഗറേഷൻ
confocal,കൺഫോക്കൽ
"एकरूपता, द्विध्रुवीयता, समानता","പൊരുത്തം, ദ്വിധ്രുവത്വം, തുല്യത"
"एकरूप, समान","യോജിച്ച, സമാനമായ"
कोनिक,കോണിക
"संयुग्मित करणे (v.), संयुग्मित होणे (ver.)","സംയോജിപ്പിക്കുക (വി.), സംയോജിപ്പിക്കുക (ver.)"
लॅटरल असोसिएटेड,ലാറ്ററൽ അസോസിയേറ്റഡ്
साखळी संबंधित,ചെയിൻ ബന്ധപ്പെട്ട
कनेक्टर लाइन,കണക്റ്റർ ലൈൻ
कनेक्शन,കണക്ഷൻ
"प्रायोजक, कनेक्टर","സ്പോൺസർ, കണക്റ്റർ"
सलग,തുടർച്ചയായി
संरक्षक,രക്ഷാധികാരി
संरक्षक,രക്ഷാധികാരി
"सुसंगतता, सुसंगतता, जाडी, जाडी","സ്ഥിരത, സ്ഥിരത, കനം, കനം"
"सुसंगत, विरुद्ध","അനുയോജ്യം, വിപരീതം"
संवादात्मक,സംഭാഷണപരം
संवादात्मक,സംഭാഷണപരം
स्थिरता,സ്ഥിരത
"स्थिर, स्थिर, अचल, न बदलणारा, एकसमान","സ്ഥിരമായ, സ്ഥിരമായ, അചഞ്ചലമായ, മാറ്റമില്ലാത്ത, യൂണിഫോം"
कॉन्स्टंटन,കോൺസ്റ്റന്റൻ
सतत प्रवाह,തുടർച്ചയായ ഒഴുക്ക്
covariate संख्या,covariate നമ്പർ
सर्किटची वैशिष्ट्ये,സർക്യൂട്ടിന്റെ സവിശേഷതകൾ
नक्षत्र,നക്ഷത്രസമൂഹം
"रचना, रचना, रचना","രചന, ഘടന, രൂപീകരണം"
प्रतिबंधित गती,നിയന്ത്രിത വേഗത
मर्यादा,പരിമിതി
अरुंद करणे,ഇടുങ്ങിയത്
शाश्वत हस्तक्षेप,സുസ്ഥിരമായ ഇടപെടൽ
ऊर्जा वापरली,ഊർജ്ജം ഉപഭോഗം
"स्पर्श, स्पर्श, स्पर्श","സ്പർശിക്കുക, സ്പർശിക്കുക, സ്പർശിക്കുക"
"संपर्क, संपर्क","ബന്ധപ്പെടുക, ബന്ധപ്പെടുക"
दूषित होणे,മലിനീകരണം
"सामग्री, भाग, अर्धा","ഉള്ളടക്കം, ഭാഗം, പകുതി"
"सातत्य, सातत्य","തുടർച്ച, തുടർച്ച"
राज्य सातत्य,സംസ്ഥാന തുടർച്ച
"अखंड, अखंड, अखंड, अखंड, अखंड","തുടർച്ചയായ, അഖണ്ഡമായ, അഖണ്ഡമായ, തുടർച്ചയായ, തുടർച്ചയായ"
सातत्य,തുടർച്ച
"संकुचित करणे, संकुचित करणे (ver.)","കംപ്രസ് ചെയ്യുക, കംപ്രസ് ചെയ്യുക (ver.)"
संकुचित,ചുരുങ്ങുക
आकुंचन,സങ്കോചം
काउंटर-ऑर्बिटल दिशा,എതിർ പരിക്രമണ ദിശ
संबंधित शरीर,ബന്ധു ശരീരം
"कॉन्ट्रास्ट, कॉन्ट्रास्ट","വൈരുദ്ധ്യം, വൈരുദ്ധ്യം"
नियंत्रण,നിയന്ത്രണം
संवहन,സംവഹനം
पोचवणारी पोस्ट,അറിയിക്കുന്നു പോസ്റ്റ്
रक्तवहिन्यासंबंधीचा,രക്തക്കുഴലുകൾ
नियमित अणु वजन,സാധാരണ ആറ്റോമിക ഭാരം
"अभिसरण करणे, अभिसरण करणे","ഒത്തുചേരുക, ഒത്തുചേരുക"
"अभिसरण, अभिसरण","ഒത്തുചേരൽ, ഒത്തുചേരൽ"
अभिसरण लेन्स,ഒത്തുചേരുന്ന ലെൻസ്
"विरुद्ध, विरुद्ध","എതിർ, എതിർ"
VICA उलट,VICA തിരിച്ചും
रूपांतरण,പരിവർത്തനം
रूपांतरित,പരിവർത്തനം ചെയ്തു
कनवर्टर,കൺവെർട്ടർ
परिवर्तनीय लेन्स,മാറ്റാവുന്ന ലെൻസ്
उत्तल,കുത്തനെയുള്ള
बहिर्वक्रता,convexity
उत्तल,കുത്തനെയുള്ള
द्विउत्तल,ബൈകോൺവെക്സ്
शीतलक,കൂളന്റ്
"थंडगार, थंडगार","റഫ്രിജറന്റ്, ചില്ലർ"
कूलिज ट्यूब,കൂളിഡ്ജ് ട്യൂബ്
थंड करणे,തണുപ്പിക്കൽ
शीतलक,കൂളന്റ്
सहकारी घटना,സഹകരണ പ്രതിഭാസം
"समन्वय, समन्वय","ഏകോപിപ്പിക്കുക, ഏകോപിപ്പിക്കുക"
दिग्दर्शक अक्ष,ഡയറക്ടർ അച്ചുതണ്ട്
प्लॅनर,പ്ലാനർ
सपाटपणा,പരന്നത
"कॉपी, कॉपी, कॉपी","പകർത്തുക, പകർത്തുക, പകർത്തുക"
कोर,കാമ്പ്
कोर इलेक्ट्रॉन,കോർ ഇലക്ട്രോൺ
कोरिओलिस प्रवेग,കോറിയോലിസ് ത്വരണം
कोरिओलिस बल,കോറിയോലിസ് ശക്തി
"किरीट, कोरोना","കിരിത്, കൊറോണ"
कोरोना ऑस्ट्रेलिया,കൊറോണ ഓസ്ട്രേലിയ
कोरोना बोरेलिस,കൊറോണ ബൊറിയലിസ്
सौर भडकणे,സൗരജ്വാല
ग्रेन्युल,തരികൾ
दाणेदार,ഗ്രാനുലാർ
"बरोबर, बरोबर","ശരി, ശരി"
सुधारित,പുതുക്കിയ
"सुधारणा, सुधारणा","തിരുത്തൽ, ഭേദഗതി"
सह - संबंध,സഹ ബന്ധം
"पत्रव्यवहार करणे, पत्रव्यवहार करणे","പൊരുത്തപ്പെടുത്തുക, പൊരുത്തപ്പെടുത്തുക"
असोसिएशनचे नियम,അസോസിയേഷന്റെ നിയമങ്ങൾ
साथीदार,അകമ്പടി
कोसाइन नियम,കോസൈൻ നിയമം
जागा विपुलता,സ്ഥല സമൃദ്ധി
वैश्विक,കോസ്മിക്
अंतराळ किरण फुटला,ബഹിരാകാശ രശ്മി പൊട്ടിത്തെറിച്ചു
"अंतराळ किरण, वैश्विक किरण","ബഹിരാകാശ രശ്മി, കോസ്മിക് കിരണങ്ങൾ"
जागा पर्जन्य,ബഹിരാകാശ മഴ
जागा,സ്ഥലം
वैश्विक,കോസ്മിക്
"कॉस्मॉलॉजी, कॉस्मॉलॉजी","പ്രപഞ്ചശാസ്ത്രം, പ്രപഞ്ചശാസ്ത്രം"
अंतराळवीर,ബഹിരാകാശ സഞ്ചാരി
अंतराळविज्ञान,ബഹിരാകാശ ശാസ്ത്രം
"कॉसमॉस, ब्रह्मांड","പ്രപഞ്ചം, പ്രപഞ്ചം"
कूलॉम्ब,കൂലംബ്
कुलोमी क्षेत्र,കൂലോമി ഏരിയ
क्युलोमीटर,കൂലോമീറ്റർ
"मोजणे, मोजणे, मोजणे, मोजणे","എണ്ണുക, എണ്ണുക, എണ്ണുക, എണ്ണുക"
"मोजणी, उलट मोजणी","എണ്ണൽ, വിപരീത എണ്ണൽ"
"कॅल्क्युलेटर, काउंटर, पॅनेल","കാൽക്കുലേറ്റർ, കൌണ്ടർ, പാനൽ"
घड्याळाच्या उलट दिशेने,എതിർ ഘടികാരദിശയിൽ
"रिव्हर्स करंट, काउंटर करंट","റിവേഴ്സ് കറന്റ്, കൌണ്ടർ കറന്റ്"
विरोधी इलेक्ट्रोमोटिव्ह शक्ती,ഇലക്ട്രോമോട്ടീവ് ഫോഴ്സിനെ എതിർക്കുന്നു
प्रतिनियुक्ती,ഡെപ്യൂട്ടേഷൻ
उलट धड,റിവേഴ്സ് ടോർസോ
गणना दर,കൗണ്ട് നിരക്ക്
"मोजणे, मोजणे-संख्या, मोजणे, मोजणे","എണ്ണുക, എണ്ണുക, എണ്ണുക, എണ്ണുക"
सक्तीची जोडी,നിർബന്ധ ജോഡി
जोडलेले,കപ്പിൾഡ്
जोडणारा,കപ്ലർ
जोडणी,ഇണചേരൽ
"इच्छित दिशा, मार्ग, मार्ग","ഉദ്ദേശിച്ച ദിശ, പാത, വഴി"
सहसंयोजकता,കോവാലൻസി
सहसंयोजकता,കോവാലൻസി
सहकारी,സഹകാരി
सहप्रसरण,സഹവർത്തിത്വം
सहवर्ती,അനുരൂപമായ
"कव्हरेज क्षेत्र, प्रसारण क्षेत्र","കവറേജ് ഏരിയ, ബ്രോഡ്കാസ്റ്റ് ഏരിയ"
कव्हर शीट,കവർ ഷീറ്റ്
बडबड,സംസാരം
प्रजनन दर,പ്രത്യുൽപാദന ശക്തിയുടെ തോത്
किंचित विकृती,നേരിയ വികലത
शिखर,കൊടുമുടി
"निकष, निकष","മാനദണ്ഡം, മാനദണ്ഡം"
गंभीर,വിമർശനാത്മകം
गंभीरता,വിമർശനം
मकर क्लिप,കാപ്രിക്കോൺ ക്ലിപ്പ്
बदमाशांचे गडद साम्राज्य,വഞ്ചകരുടെ ഇരുണ്ട രാജ്യം
क्रॉस क्रॉस हायब्रिडायझेशन,ക്രോസ്-ഹൈബ്രിഡ് ഹൈബ്രിഡൈസേഷൻ
क्रॉस बँड संप्रेषण,ക്രോസ് ബാൻഡ് ആശയവിനിമയം
असंबद्ध व्यक्तिचित्रण,അപ്രസക്തമായ സ്വഭാവ വ്യക്തിത്വം
क्रॉस संबंध,ക്രോസ് ബന്ധങ്ങൾ
ओलांडलेले क्षेत्र,കടന്ന പ്രദേശം
किमान विकृती लेन्स,ഏറ്റവും കുറഞ്ഞ വ്യതിയാന ലെൻസ്
क्रॉस उत्पादन,ക്രോസ് ഉൽപ്പന്നം
असंबद्ध सिग्नल,അപ്രസക്തമായ സിഗ്നൽ
मजल्यांचे अतिक्रमण,നിലകളുടെ കയ്യേറ്റം
संक्रमण क्षेत्र,സംക്രമണ മേഖല
संक्रमण बिंदू,പരിവർത്തന പോയിന്റ്
विनिमय मूल्य,വിനിമയ മൂല്യം
वेक्टर-उत्पादन वेक्टर-उत्पादन,വെക്റ്റർ-പ്രൊഡക്ട് വെക്റ്റർ ഉൽപ്പന്നം
"क्रॉस सेक्शन, क्रॉस सेक्शन","ക്രോസ് സെക്ഷൻ, ക്രോസ് സെക്ഷൻ"
"एकाधिक संज्ञा, संकरित संज्ञा","ഒന്നിലധികം പദങ്ങൾ, ഹൈബ്രിഡ് പദം"
क्रॉस वायर,ക്രോസ് വയർ
"क्राउन ऑप्टिकल ग्लास, क्राउन ऑप्टिकल ग्लास","ക്രൗൺ ഒപ്റ്റിക്കൽ ഗ്ലാസ്, ക്രൗൺ ഒപ്റ്റിക്കൽ ഗ്ലാസ്"
थंड मिश्रण,തണുപ്പിക്കൽ മിശ്രിതം
कमी तापमान इलेक्ट्रॉनिक्स,കുറഞ്ഞ താപനില ഇലക്ട്രോണിക്സ്
हायपोथर्मिया,ഹൈപ്പോഥെർമിയ
क्रायोजेनिक प्रयोगशाळा,ക്രയോജനിക് ലബോറട്ടറി
निम्रतापिकी,നിമ്രതാപികി
अतिशीत गेज,ഫ്രീസിങ് ഗേജ്
क्रायोमेट्रिक स्थिरांक,ക്രയോമെട്രിക് സ്ഥിരാങ്കം
क्रिस्टल,ക്രിസ്റ്റൽ
"स्फटिक, तंतुमय","സ്ഫടികമായ, നാരുകളുള്ള"
"क्रिस्टलायझेशन, क्रिस्टलायझेशन, क्रिस्टलायझेशन","ക്രിസ്റ്റലൈസേഷൻ, ക്രിസ്റ്റലൈസേഷൻ, ക്രിസ്റ്റലൈസേഷൻ"
क्रिस्टल शास्त्रज्ञ,ക്രിസ്റ്റൽ ശാസ്ത്രജ്ഞൻ
क्रिस्टल-स्ट्रक्चरल,ക്രിസ്റ്റൽ ഘടനാപരമായ
क्रिस्टल रचना,ക്രിസ്റ്റൽ ഘടന
"क्रिस्टलोग्राफी, क्रिस्टल सायन्स","ക്രിസ്റ്റലോഗ്രഫി, ക്രിസ്റ്റൽ സയൻസ്"
जाळी हस्तांतरण ऑपरेशन,ലാറ്റിസ് ട്രാൻസ്ഫർ ഓപ്പറേഷൻ
क्रिस्टल धुसफूस,ക്രിസ്റ്റൽ സ്മഡ്ജ്
घन घन,ക്യൂബ് ക്യൂബ്
"घन, घन, घन, त्रिकोण, घन, त्रिकोण","ക്യൂബ്, ക്യൂബ്, ക്യൂബ്, ത്രികോണം, ക്യൂബ്, ത്രികോണം"
क्यूबिक क्लीवेज,ക്യൂബിക് പിളർപ്പ്
कक्षीय,പരിക്രമണപഥം
संचयी,സഞ്ചിത
क्युरी स्थिरांक,ക്യൂറി സ്ഥിരം
क्युरी इफेक्ट,ക്യൂറി പ്രഭാവം
"क्युरी पॉइंट, क्युरी टेम्परेचर, क्युरी डिमॅग्नेटायझेशन पॉइंट","ക്യൂറി പോയിന്റ്, ക്യൂറി താപനില, ക്യൂറി ഡീമാഗ്നെറ്റൈസേഷൻ പോയിന്റ്"
क्युरी,ക്യൂറി
प्रवाह,ധാര
प्रवाहाचा अल्पसंख्याक,സ്ട്രീമിലെ ന്യൂനപക്ഷം
वितरण,വിതരണ
वक्रता,വക്രത
वक्र वक्र रेषा,കർവ് കർവ് ലൈൻ
वक्र,വളഞ്ഞ
वक्र बार,കർവ് ബാർ
वक्र पृष्ठ,വളഞ്ഞ പേജ്
वाढ वक्र,വളർച്ച വക്രം
वक्र,വളഞ്ഞത്
"छिद्र शेवट, कटिंग","perforator, മുറിക്കൽ"
शेवटचा झोन,അവസാന മേഖല
शेवटची वारंवारता,അവസാന ആവൃത്തി
शेवटचा बिंदू,അവസാന പോയിന്റ്
टर्मिनल बिंदू वेग,ടെർമിനൽ പോയിന്റ് വേഗത
टर्मिनल व्होल्टेज,ടെർമിനൽ വോൾട്ടേജ്
"कलाकार, कलाकार","അവതാരകൻ, അവതാരകൻ"
सायबरनेटिक्स,സൈബർനെറ്റിക്സ്
"सायकल, सायकल, सायकल","സൈക്കിൾ, സൈക്കിൾ, സൈക്കിൾ"
सायकल प्रति सेकंद,സെക്കൻഡിൽ സൈക്കിളുകൾ
"चक्रीय, चक्रीय","ചാക്രിക, ചാക്രിക"
फिरकी,കറങ്ങുക
चक्रीय लोलक,ചാക്രിക പെൻഡുലം
सायक्लोट्रॉन,സൈക്ലോട്രോൺ
सायक्लोट्रॉन वारंवारता,സൈക്ലോട്രോൺ ഫ്രീക്വൻസി
"सिलेंडर, सिलेंडर","സിലിണ്ടർ, സിലിണ്ടർ"
"दंडगोलाकार, सिलेंडर आकार, सिलेंडर, सिलेंडर","സിലിണ്ടർ, സിലിണ്ടർ ആകൃതി, സിലിണ്ടർ, സിലിണ്ടർ"
सिलेंडर हार्मोनिक,സിലിണ്ടർ ഹാർമോണിക്
ओलसर,നനഞ്ഞു
ओलसर साधे हार्मोनिक दोलन,നനഞ്ഞ ലളിതമായ ഹാർമോണിക് ആന്ദോളനം
डम्पर,ഡാംപർ
डॅनियल सेल,ഡാനിയൽ സെൽ
गडद,ഇരുണ്ട്
"दान केलेली संसाधने, अधीनस्थ संसाधने, ट्रस्ट संसाधने","സംഭാവന ചെയ്ത വിഭവങ്ങൾ, കീഴിലുള്ള വിഭവങ്ങൾ, ട്രസ്റ്റ് ഉറവിടങ്ങൾ"
"विघटन उत्पादक, दूध उत्पादित, पालक, संतती","വിഘടിപ്പിക്കുന്ന നിർമ്മാതാവ്, ഉൽപ്പാദിപ്പിക്കുന്ന പാൽ, മാതാപിതാക്കൾ, സന്തതി"
डेव्हिसन अधिक गरम प्रयोग,ഡേവിസൺ ഹോട്ടർ പരീക്ഷണം
D.C. (निर्देशक),D.C. (ഡയറക്ടീവ്)
निष्क्रिय भाग,നിഷ്ക്രിയ ഭാഗം
शांत जागा,നിശബ്ദ സ്ഥലം
डी ब्रॅगली तरंगलांबी,ഡി ബ്രാഗ്ലി തരംഗദൈർഘ്യം
Debye वैशिष्ट्यपूर्ण तापमान,Debye സ്വഭാവ താപനില
"Debye लांबी, Debye अंतर","ഡെബൈ നീളം, ഡെബി ദൂരം"
कर्ज-विराम,കടം-അവധി
क्षय,ക്ഷയം
क्षय निर्देशांक,ശോഷണ സൂചിക
सौम्य,നേർപ്പിക്കുന്ന
मंद होणे,മന്ദബുദ്ധി
विराम वेळ,സമയം താൽക്കാലികമായി നിർത്തുക
डेसिबल,ഡെസിബെൽ
डेसिबेलोमीटर,ഡെസിബെലോമീറ്റർ
"दशांश, दशांश","ദശാംശം, ദശാംശം"
वर्गीकरण,വർഗ്ഗീകരണം
"उलथापालथ, क्रांती, उपक्रम, घट","പ്രക്ഷോഭം, വിപ്ലവം, ഏറ്റെടുക്കൽ, തകർച്ച"
सममितीय वर्तुळ,ഐസോമെട്രിക് സർക്കിൾ
डिकोडर,ഡീകോഡർ
"विघटन, विघटन","വിഘടനം, പിരിച്ചുവിടൽ"
डीकंप्रेशन,ഡീകംപ്രഷൻ
निर्जंतुकीकरण,അണുവിമുക്തമാക്കൽ
अलंकार,അലങ്കാരം
संयुग्मन,സംയോജനം
कमी करणारे कार्य,പ്രവർത്തനം കുറയുന്നു
हवामान,കാലാവസ്ഥ
उल्लंघन,ലംഘനം
उपमजला,സബ്ഫ്ലോർ
खोल जागा,ആഴമുള്ള സ്ഥലം
व्युत्पत्ती,വ്യുൽപ്പന്നം
"दोष, त्रुटी, नुकसान, कमतरता","വൈകല്യം, പിശക്, ക്ഷതം, കുറവ്"
चुकीचे,തെറ്റായ
प्रतिकारशक्ती,പ്രതിരോധശേഷി
मर्यादा दरवाजा,ലിമിറ്റർ വാതിൽ
"व्याख्या, स्पष्टता","നിർവചനം, വ്യക്തത"
विचलित करणे,വ്യതിചലിപ്പിക്കുക
डिफ्लेक्टर,deflector
"विक्षेपण, विक्षेपण","വ്യതിചലനം, വ്യതിചലനം"
विचलित फोकस,ഡിഫ്ലെക്റ്റീവ് ഫോക്കസ്
विक्षेपन-दुहेरी आरसा,വ്യതിചലനം-ഇരട്ട കണ്ണാടി
विक्षेपण क्षेत्र,വ്യതിചലന മേഖല
गुरुत्वाकर्षण-प्रभावित विक्षेपण,ഗുരുത്വാകർഷണം ബാധിച്ച വ്യതിചലനം
संक्षेप प्लेट्स,ചുരുക്കെഴുത്ത് പ്ലേറ്റുകൾ
लक्ष केंद्रित,ശ്രദ്ധ കേന്ദ്രീകരിക്കുക
विकृती,വൈകല്യം
"विकृती, विकृती","വക്രീകരണം, വക്രീകരണം"
विगासन,വിഗാസൺ
"धिक्कार, लबाडी","ധിക്കാരം, ധിക്കാരം"
"अपवित्र (ver.), degraded (n.), degraded (v.)","അശുദ്ധമാക്കുക (ver.), തരംതാഴ്ത്തുക (n.), തരംതാഴ്ത്തപ്പെടുക (v.)"
कचरा वायू,മാലിന്യ വാതകം
"विकृती, वाचा, वंचितता, वंचितता","വ്യതിചലനം, അഫാസിയ, ഇല്ലായ്മ, ഇല്ലായ്മ"
समाधानकारक,സന്തോഷിപ്പിക്കുന്നത്
"पदवी, पदवी, परिमाण, पदवी, पदवी, प्रमाण, अंश","ബിരുദം, ബിരുദം, മാഗ്നിറ്റ്യൂഡ്, ഡിഗ്രി, ഡിഗ്രി, അളവ്, ന്യൂമറേറ്റർ"
एकाग्रता - मात्रा,ഏകാഗ്രത-വോളിയം
पृथक्करण प्रमाण,ഡിസോസിയേഷൻ അളവ്
स्वातंत्र्याची डिग्री. स्वातंत्र्याची डिग्री,സ്വാതന്ത്ര്യത്തിന്റെ ബിരുദം. സ്വാതന്ത്ര്യത്തിന്റെ ബിരുദം
आयनीकरणाचे प्रमाण,അയോണൈസേഷന്റെ അളവ്
ध्रुवीकरणाचे परिमाण,ധ്രുവീകരണത്തിന്റെ വ്യാപ്തി
अचूकतेचे प्रमाण,കൃത്യതയുടെ അളവ്
आर्द्रीकरण,dehumidification
डीआयनीकरण,ഡീയോണൈസേഷൻ
विलंब,കാലതാമസം
उशीर झालेला,വൈകി
स्थानिकीकरण,പ്രാദേശികവൽക്കരണം
डेल्टा फंक्शन,ഡെൽറ്റ പ്രവർത്തനം
विचुंबकीकरण,demagnetization
चुंबकीय वक्र,demagnetized curve
डिमॅग्नेटायझर,demagnetizer
demodulation,demodulation
दाट गर्दी,ഇടതൂർന്ന തിരക്ക്
घनता मापक,സാന്ദ്രത ഗേജ്
"घनता, घनता","സാന്ദ്രത, സാന്ദ്രത"
घसारा पातळी,മൂല്യത്തകർച്ച നില
क्षीणता क्षेत्र,ശോഷണ മേഖല
अध्रुवीकरण,ഡിപോളറൈസേഷൻ
depolarized,ഡിപോളറൈസ്ഡ്
डिपोलायझर,ഡിപോളറൈസർ
"फील्डची खोली, फील्डची तीव्रता","ഫീൽഡിന്റെ ആഴം, ഫീൽഡിന്റെ തീവ്രത"
"व्युत्पन्न polarogram, व्युत्पन्न polarogram","ഉരുത്തിരിഞ്ഞ പോളറോഗ്രാം, ഉരുത്തിരിഞ്ഞ ധ്രുവഗ്രാം"
साधित,ഉരുത്തിരിഞ്ഞത്
"उतरते, उतरते","ഇറക്കം, ഇറക്കം"
"वंश, वंश","ഇറക്കം, ഇറക്കം"
"वर्णन करा, तयार करा, काढा","വിവരിക്കുക, നിർമ്മിക്കുക, വരയ്ക്കുക"
भाजक,ഡിനോമിനേറ്റർ
"रचना करणे, रचना करणे (n.) रचना करणे, रचना करणे (n.)","രൂപകൽപ്പന ചെയ്യാൻ, രൂപകൽപ്പന ചെയ്യാൻ (n.) രൂപകൽപ്പന ചെയ്യാൻ, രൂപകൽപ്പന ചെയ്യാൻ (n.)"
नाश,നാശം
विध्वंसक हस्तक्षेप,വിനാശകരമായ ഇടപെടൽ
"विध्वंसक, विध्वंसक","വിനാശകരമായ, വിനാശകരമായ"
"ओळख, ओळख","തിരിച്ചറിയൽ, കണ്ടെത്തൽ"
