Marathi,English
डिजिटल डेटा,digital data
परिमाण,dimension
आयाम,dimensionality
आकारहीन,dimensionless
समीकरणाचे परिमाण,dimension of an equation
डायफॅन्टाइन समीकरण,diophantine equation
बुडविणे कोन,dip angle
द्विध्रुवीय समन्वय,dipolar coordinates
द्विध्रुव,dipole
dipyramid (bipyramid),dipyramid (bipyramid)
डायरॅक डेल्टा फंक्शन,Dirac delta function
थेट सामान्य स्पर्शिका,direct common tangent
निर्देशित कोन,directed angle
निर्देशित ओळ,directed line
दिशात्मक व्युत्पन्न,directional derivative
दिशा कोसाइन,direction cosine
मॅक्सिमाची दिशा,direction of maxima
प्रक्षेपणाची दिशा,direction of projection
दिशा गुणोत्तर,direction ratio
संचालक मंडळ,director circle
दिग्दर्शक क्षेत्र,director sphere
थेट उत्पादन,direct product
थेट पुरावा,direct proof
थेट प्रमाण,direct proportion
डायरेक्टिक्स,directrix
थेट बेरीज,direct sum
डिस्कनेक्ट केलेले संच,disconncted sets
अखंडता,discontinuity
डेरिव्हेटिव्हचे खंडन,discontinuity of derivative
पहिल्या प्रकारची अखंडता,discontinuity of the first kind
दुस-या प्रकारची अखंडता,discontinuity of the second kind
अखंड वितरण,discontinuous distribution
अखंड कार्य,discontinuous function
अखंड भिन्नता,discontinuous variate
स्वतंत्र,discrete
स्वतंत्र वितरण,discrete distribution
स्वतंत्र संभाव्यता वितरण,discrete probability distribution
स्वतंत्र यादृच्छिक चल,discrete random variable
स्वतंत्र नमुना जागा,discrete sample space
स्वतंत्र संच,discrete set
स्वतंत्र जागा,discrete space
स्वतंत्र टोपोलॉजी,discrete topology
भिन्न भिन्नता,discrete variate
भेदभाव करणारा,discriminant
भेदभावपूर्ण विश्लेषण (=भेदभाव विश्लेषण),discriminatory analysis (=discriminant analysis)
तोडणे,disjoint
विसंगत घटना,disjoint events
विभक्त संच,disjoint sets
युनियन तोडणे,disjoint union
वियोग,disjunction
फैलाव,dispersion
फैलाव चार्ट,dispersion chart
फैलाव स्थिर,dispersion constant
फैलाव आकृती,dispersion diagram
फैलाव मॅट्रिक्स (=सहप्रसरण मॅट्रिक्स),dispersion matrix (=covariance matrix)
विस्थापन,displacement
प्रदर्शन,display
डिस्प्ले युनिट (=कन्सोल),display unit (=consol)
भिन्न,dissimilar
विघटनशील शक्ती,dissipative forces
अंतर कार्य,distance function
अंतर मॉड्यूलस,distance modulus
वितरण-मुक्त पद्धत,distribution-free method
वितरण कायदा,distributive law
वळवणे,diverge
विचलन,divergence
भिन्नता प्रमेय,divergence theorem
भिन्न,divergent
भिन्न मालिका,divergent series
विभाजित फरक,divided difference
विभाज्यता,divisibility
विभाज्य,divisible
विभागणी,division
विभाजन अल्गोरिदम,division algorithm
विभागणी रिंग,division ring
डोडेकॅगॉन,dodecagon
dodecahedron,dodecahedron
डोमेन,domain
फंक्शनचे डोमेन,domain of a function
व्याख्या डोमेन,domain of definition
अस्तित्वाचे क्षेत्र,domain of existence
प्रबळ धोरण,dominant strategy
डॉपलर प्रभाव,doppler effect
डॉट उत्पादन,dot product
ठिपके असलेला वक्र,dotted curve
दुहेरी फरक,double differentiation
दुहेरी घातांकीय वितरण,double exponential distribution
दुहेरी हेलिक्स,double helix
दुहेरी अविभाज्य,double integral
दुहेरी एकत्रीकरण,double integration
दुहेरी मर्यादा,double limit
दुहेरी नमुना योजना,double sampling plan
दुहेरी क्रम,double sequence
दुहेरी मालिका,double series
दुहेरी प्रत्यय नोटेशन,double suffix notation
दुहेरी बेरीज,double summation
अधोगामी प्रवेग,downward acceleration
खालच्या दिशेने विस्थापन,downward displacement
खालची गती,downward motion
खालचा वेग,downward velocity
ड्रॅग,drag
ड्रॅग फोर्स,drag force
दुहेरी,dual
दुहेरी आधार,dual basis
दुहेरी आतील उत्पादन,dual inner product
दुहेरी रेखीय प्रोग्रामिंग समस्या,dual linear programming problem
दुहेरी ऑपरेशन,dual operation
दुहेरी समस्या,dual problem
ड्युअल सिम्प्लेक्स अल्गोरिदम,dual simplex algorithm
ड्युअल सिम्प्लेक्स तंत्र,dual simplex technique
दुहेरी जागा,dual space
दुहेरी व्हेरिएबल,dual variable
दुहेरी वेक्टर जागा,dual vector space
डमी निर्देशांक,dummy index
डमी सबस्क्रिप्ट,dummy subscript
डमी प्रत्यय,dummy suffix
डमी व्हेरिएबल,dummy variable
डुप्लिकेट प्रक्रिया,duplicator process
गतिमान,dynamical
गतिशील प्रणाली,dynamical system
डायनॅमिक मागणी कार्य,dynamic demand function
डायनॅमिक मॉडेल,dynamic model
डायनॅमिक प्रोग्रामिंग,dynamic programming
डायनॅमिक प्रोग्रामिंग दृष्टीकोन,dynamic programming approach
डायनॅमिक प्रोग्रामिंग तंत्र,dynamic programming technique
गतिशीलता,dynamics
कणाची गतिशीलता,dynamics of a particle
कठोर शरीराची गतिशीलता,dynamics of rigid bodies
पृथ्वी,earth
भूकंपाची तीव्रता,earthquake intensity
विलक्षणता,eccentricity
ग्रहण,eclipse
अर्थमितीय अंदाज,econometric forecast
अर्थशास्त्री,econometrician
अर्थमिति,econometrics
अर्थशास्त्र,economics
धार,edge
बहिर्वक्र संचाची किनार,edge of a convex set
कार्यक्षमता घटक,efficiency factor
eigen घटक,eigen element
eigen फंक्शन,eigen function
eigen मूल्य,eigen value
eigen मूल्य समीकरण,eigen value equation
इजेन वेक्टर,eigen vector
लवचिक,elastic
लवचिक स्थिरांक,elastic constant
लवचिक समतोल,elastic equilibrium
लवचिकता,elasticity
लवचिकता पृष्ठभाग,elasticity surface
इलेक्ट्रॉनिक संगणक,electronic computer
घटक,element
प्राथमिक स्तंभ ऑपरेशन,elementary column operation
प्राथमिक घटना,elementary event
प्राथमिक कार्य,elementary function
प्राथमिक ऑपरेशन,elementary operation
प्राथमिक परिणाम,elementary outcome
प्राथमिक संभाव्यता कायदा,elementary probability law
प्राथमिक पंक्ती ऑपरेशन,elementary row operation
दूर करणे,eliminate
निर्मूलन प्रक्रिया,elemination procedure
लंबवर्तुळ,ellipse
लंबवर्तुळाकार,ellipsoid
लंबवर्तुळाकार,ellipsoidal
लंबवर्तुळाकार पृष्ठभाग,ellipsoidal surface
लंबवर्तुळाकार शरीर,elliptical body
एम्बेडिंग,embedding
उत्सर्जन,emission
अनुभवजन्य डेटा,empirical data
प्रायोगिक सूत्र,empirical formula
अनुभवजन्य संभाव्यता,empirical probability
अनुभवजन्य संबंध,empirical relation
रिकामा संच,empty set
बंद,enclosed
एन्कोडिंग,encoding
एंडोमॉर्फिझम,endomorphism
शेवटचा बिंदू,end point
वर्ग मध्यांतराचा शेवटचा बिंदू,end point of class interval
ऊर्जा,energy
ऊर्जा गती घटक,energy momentum component
व्हेरिएबल प्रविष्ट करणे,entering variable
असंख्य संच,enumerable set
गणना,enumeration
समान,equal
समानता,equality
तितकीच शक्यता,equally likely
समान संभाव्यता निवड पद्धत (=epsem),equal probability selection method (=epsem)
समानता,equate
समीकरण,equation
प्रथम पदवीचे समीकरण,equation of first degree
द्वितीय पदवीचे समीकरण,equation of second degree
थर्ड डिग्रीचे समीकरण,equation of third degree
विषुववृत्त,equator
समसमान,equicontinuous
समभुज,equilateral
समतोल,equilibrium
शक्तींचा समतोल,equilibrium of forces
समतोल बिंदू,equilibrium point
समतुल्यता,equivalence
समतुल्य वर्ग,equivalence class
समतुल्य संबंध,equivalence relation
समतुल्य,equivalent
समतुल्य मॅट्रिक्स,equivalent matrix
समतुल्य संच,equivalent set
कामुकता,ergodicity
त्रुटी,error
त्रुटी विश्लेषण,error analysis
त्रुटी कोड,error code
त्रुटी गुणांक,error coefficient
सरासरी वर्गाची त्रुटी,error of mean square
पहिल्या प्रकारची त्रुटी,error of the first kind
दुसऱ्या प्रकारची त्रुटी,error of the second kind
सुटण्याची शक्यता,escape probability
सुटलेला वेग,escape velocity
ई. श्मिटची ऑर्थोगोनालायझेशन प्रक्रिया,E. Schmidt's orthogonalization process
वर्णित मंडळ,escribed circle
आवश्यक,essential
मूलत: अद्वितीय,essentially unique
अंदाज,estimate
अंदाज पद्धत,estimation method
युक्लिडियन समन्वय,Euclidean coordinate
युक्लिडियन डोमेन,Euclidean domain
युक्लिडियन भूमिती,Euclidean geometry
युक्लिडियन एन-स्पेस,Euclidean n-space
युक्लिडियन विमान,Euclidean plane
युलरचे प्रमेय,Euler's theorem
मूल्यांकन करा,evaluate
अगदी,even
अगदी वक्र,even curve
सम कार्य,even function
अगदी एकाधिक,even multiple
सम संख्या,even number
सम विषम सममिती,even odd symmetry
अगदी क्रमपरिवर्तन,even permutation
कार्यक्रम,event
सम मुदत,even term
अचूक,exact
अचूक ची-स्क्वेअर चाचणी,exact chi-square test
अचूक फरक,exact differential
अचूक समीकरण,exact equation
उदाहरण,example
देवाणघेवाण,exchange
संपूर्ण कार्यक्रम,exhaustive event
अस्तित्व स्वयंसिद्ध,existence axiom
अस्तित्व संभाव्यता (= एक प्राथमिक संभाव्यता),existence probability(= a priori probability)
अस्तित्व प्रमेय,existence theorem
एक्सोजेनस व्हेरिएबल,exogenous variable
विस्तार,expansion
अपेक्षा कार्य,expectation function
अपेक्षित वारंवारता,expected frequency
अपेक्षित मूल्य,expected value
प्रयोग,experiment
प्रायोगिक त्रुटी,experimental error
स्पष्टीकरण,explanation
स्पष्ट समीकरण,explicit equation
स्पष्ट फॉर्म,explicit form
स्पष्ट कार्य,explicit function
स्पष्ट उपाय,explicit solution
घातांक,exponent
घातांक वक्र,exponential curve
घातांकीय घनता कार्य,exponential density function
घातांकीय वितरण,exponential distribution
घातांक समीकरण,exponential equation
घातांकीय कार्य,exponential function
घातांक वाढ,exponential growth
घातांक कायदा,exponential law
घातांक नकाशा,exponential map
घातांक मालिका,exponential series
अभिव्यक्ती,expression
विस्तारित मध्यांतर,extended interval
विस्तारित वास्तविक ओळ,extended real line
विस्तारित वास्तविक संख्या प्रणाली,extended real number system
मॅपिंगचा विस्तार,extension of a mapping
बाह्य कोन,exterior angle
बाह्य क्षेत्र,exterior area
बाह्य बिंदू,exterior point
बाह्य,external
ट्रेंड व्हॅल्यूचे एक्स्ट्रापोलेशन,extrapolation of trend value
एक्सट्रापोलेशन तंत्र,extrapolation technique
अत्यंत मूल्य,extremal value
अत्यंत,extreme
अत्यंत बिंदू,extreme point
उत्तल संचाचा अत्यंत बिंदू,extreme point of convex set
फंक्शनचे टोक,extremum of a function
टोकाची मालमत्ता,extremum property
चेहरा,face
दर्शनी मूल्य,face value
घटक,factor
घटक विश्लेषण,factor analysis
घटक,factored
तथ्यात्मक,factorial
फॅक्टोरियल डिझाइन,factorial design
फॅक्टरीकरण,factorization
फॅक्टराइज,factorise
न्याय्य खेळ,fair game
असत्य,FALSE
कुटुंब,family
मंडळांचे कुटुंब,family of circles
कौटुंबिक वक्र,family curves
कार्यांचे कुटुंब,family of functions
ओळींचे कुटुंब,family of lines
प्रतिकृती,facsimile
F-वितरण,F-distribution
व्यवहार्य मूलभूत उपाय,feasible basic solution
व्यवहार्य उपाय,feasible solution
परत फीड करा,feed back
फर्मेट तत्त्व,Fermat principle
फर्मेटचे प्रमेय,Fermat's theorem
फर्मी-डिरॅक आकडेवारी,Fermi-Dirac statistics
फिबोनाची संख्या,Fibonacci number
फिबोनाची मालिका,Fibonacci series
फील्ड,field
अंतिम वेग,final velocity
मर्यादित,finite
मर्यादित आधार,finite basis
मर्यादित दशांश,finite decimal
मर्यादित फरक,finite difference
मर्यादित फरक पद्धत,finite difference method
मर्यादित आयामी,finite dimensional
मर्यादित मितीय वेक्टर जागा,finite dimensional vector space
मर्यादित खेळ,finite game
मर्यादित भूमिती,finite geometry
मर्यादित छेदनबिंदू,finite intersection
मर्यादित अनेक,finite many
मर्यादित मार्कोव्ह साखळी,finite Markov chain
मर्यादितपणाचा पुरावा,finiteness proof
मर्यादित संख्या,finite number
मर्यादित लोकसंख्या,finite population
मर्यादित संभाव्यता,finite probability
मर्यादित मालिका,finite series
मर्यादित संच,finite set
मर्यादित वेग,finite velocity
मर्यादित खंड,finite volume
फिटिंग,fitting
वक्र फिटिंग,fitting of curve
सरळ रेषेचे फिटिंग,fitting of straight line
स्थिर बिंदू प्रमेय,fixed point theorem
निश्चित नमुना,fixed sample
उड्डाणाचा वेग,flight velocity
फ्लोटिंग पॉइंट अंकगणित,floating point arithmetic
फ्लोटिंग पॉइंट सिस्टम,floating point system
प्रवाह चार्ट,flow chart
प्रवाह वेग,flow velocity
द्रव गतिशीलता,fluid dynamics
फोकल,focal
फोकल जीवा,focal chord
फोकल अंतर,focal distance
केंद्रस्थ लांबी,focal length
लक्ष केंद्रित,focus
पाऊल,foot
लंबाचा पाय,foot of perpendicular
गुरुत्वाकर्षण शक्ती,force of gravity
अंदाज,forecasting
सुत्र,formula
तयार करणे,formulate
सूत्रीकरण,formulation
पुढे फरक,forward difference
फॉरवर्ड इंटरपोलेशन,forward interpolation
गणिताचा पाया,foundation of mathematics
फोरियरचे विश्लेषण,Fourier's analysis
फोरियरची मालिका,Fourier's series
फोरियरचे परिवर्तन,Fourier's transform
अपूर्णांक,fraction
अंशात्मक समन्वय,fractional coordinate
अपूर्णांक संख्या,fractional number
फ्रॅक्शनल प्रोग्रामिंग,fractional programming
मुक्त मार्ग,free path
मुक्त वेक्टर,free vector
वारंवारता,frequency
वारंवारता स्तंभ,frequency column
वारंवारता वक्र,frequency curve
वारंवारता वितरण,frequency distribution
वारंवारता हिस्टोग्राम,frequency histogram
घटनेची वारंवारता,frequency of occurrence
वारंवारता बहुभुज,frequency polygon
वारंवारता सारणी,frequency table
फ्रस्टम,frustum
एक पिरॅमिड च्या frustum,frustum of a pyramid
गोलाची कुंठित,frustum of a sphere
पूर्ण विस्तार,full expansion
कार्य,function
कार्यात्मक विश्लेषण,functional analysis
मूलभूत,fundamental
मूलभूत प्रमेय,fundamental theorem
बीजगणिताचे मूलभूत प्रमेय,fundamental theorem of algebra
आकाशगंगा,galaxy
गॅलोइस फील्ड,Galois field
गॅलोईस गट,Galois group
जुगाराचा नाश,gambler's ruin
खेळ आणि हलवा,game and move
संधीचा खेळ,game of chance
फासे चा खेळ,game of dice
खेळ सिद्धांत,games theory
परिपूर्ण आठवणीसह खेळ,games with perfect recall
खेळ मूल्य,game value
गॅमा फंक्शन,gamma function
गॉस-आर्गंड विमान,Gauss-Argand plane
गॉसियन वक्र,Gaussian curve
गौसियन निर्मूलन,Gaussian elimination
गॉसियन विमान,Gaussian plane
गॉस-जॉर्डन कपात,Gauss-Jordan reduction
सामान्य केस,general case
सामान्य अभिसरण प्रमेय,general convergence theorem
सामान्य समीकरण,general equation
सामान्य घटक,general factor
सामान्य फॉर्म,general form
सामान्य सूत्र,general formula
सामान्य खेळ,general game
सामान्य अनुमान,general inference
सामान्य अविभाज्य,general integral
सामान्यीकरण,generalization
सामान्यीकृत सहयोगी कायदा,generalised associative law
सामान्यीकृत सातत्य गृहीतक,generalised continuum hypothesis
सामान्यीकृत बहिर्वक्र कार्य,generalised convex function
सामान्यीकृत समन्वय,generalised coordinates
सामान्यीकृत eigen मूल्य समस्या,generalised eigen value problem
सामान्य अभिसरण प्रमेय,general convergence theorem
सामान्य समीकरण,general equation
सामान्य घटक,general factor
सामान्य फॉर्म,general form
सामान्य सूत्र,general formula
सामान्य खेळ,general game
सामान्य अनुमान,general inference
सामान्य अविभाज्य,general integral
सामान्यीकरण,generalization
सामान्यीकृत सहयोगी कायदा,generalised associative law
सामान्यीकृत सातत्य गृहीतक,generalised continuum hypothesis
सामान्यीकृत बहिर्वक्र कार्य,generalised convex function
सामान्यीकृत समन्वय,generalised coordinates
सामान्यीकृत eigen मूल्य समस्या,generalised eigen value problem
सामान्य नाव,generic name
पृष्ठभागाची प्रजाती,genus of surface
जिओडेसिक,geodesic
भौमितिक,geometrical
भौमितिक बांधकाम,geometrical construction
भौमितिक सरासरी,geometrical mean
भौमितिक गुणाकार,geometrical multiplicity
भूमितीय संभाव्यता,geometrical probability
भौमितिक प्रगती,geometrical progression
भौमितिक मालिका,geometrical series
भौमितिक आकार,geometrical shape
भौमितिक अंकगणित मालिका,geometrico arithmetic series
भूमिती,geometry
जागतिक कमाल,global maximum
जागतिक मालमत्ता,global property
जागतिक किमान,global minimum
जागतिक इष्टतम,global optimum
जागतिक मालमत्ता,global property
ग्लोबल सॅडल पॉइंट,global saddle point
तंदुरुस्तपणा,goodness of fit
ग्रेड सहसंबंध,grade correlation
श्रेणीबद्ध डेटा,graded data
प्रवण,gradient
ग्रेडियंट घनता,gradient density
रेषेचा ग्रेडियंट,gradient of line
वेगाचा ग्रेडियंट,gradient of velocity
ग्रेडियंट वेक्टर,gradient vector
ग्रेडियंट वेग,gradient velocity
प्रतवारी,grading
ग्रेडिंग विश्लेषण,grading analysis
हरभरा,gram
ग्राम निर्धारक,Gram determinant
ग्राम - श्मिट ऑर्थोगोनालायझेशन प्रक्रिया,Gram - Schmidt orthogonalization process
भव्य अर्थ,grand mean
एकूण,grand total
आलेख,graph
ग्राफिक,graphic
ग्राफिकल,graphical
ग्राफिकल गणना,graphical computation
ग्राफिकल बांधकाम,graphical construction
ग्राफिकल एकत्रीकरण,graphical integration
ग्राफिकल इंटरपोलेशन,graphical interpolation
ग्राफिकल पद्धत,graphical method
ग्राफिकल प्रतिनिधित्व,graphical representation
ग्राफिक अभिव्यक्ती,graphic expression
आलेख कागद,graph paper
गुरुत्वाकर्षण,gravitation
गुरुत्वाकर्षण प्रवेग,gravitational accelaration
गुरुत्वाकर्षण आकर्षण,gravitational attraction
गुरुत्वाकर्षण स्थिरांक,gravitational constant
गुरुत्वाकर्षण वक्रता,gravitational curvature
गुरुत्वाकर्षण शक्ती,gravitational force
गुरुत्वाकर्षण खेचणे,gravitational pull
गुरुत्वाकर्षण,gravity
महान अस्वल,great bear
महान मंडळ,great circle
महान - वर्तुळ विमान,great - circle plane
मोठा वर्तुळ मार्ग,great circle route
सर्वात सामान्य उपाय,greatest common measure
सर्वात मोठा घटक,greatest element
सर्वात मोठी खालची सीमा,greatest lower bound
मोठी संख्या,great number
महान त्रिकोण,great triangle
ग्रेगोरियन कॅलेंडर,Gregorian calendar
ग्रेगोरियन सुधारणा,Gregorian correction
ग्रेगरी सूत्र,Gregory formula
ग्रेगरी - न्यूटन फॉर्म्युला,Gregory - Newton formula
ग्रेगरी मालिका,Gregory series
स्थूल,gross
स्थूल सहसंबंध,gross correlation
घोर चूक,gross error
एकूण उत्पन्न,gross income
गट,group
गट ऑटोमॉर्फिझम,group automorphism
गट स्वयंसिद्ध,group axiom
गट नियंत्रण,group control
गटबद्ध मालिका,grouped series
सममितींचा समूह,group of symmetries
परिवर्तनाचा समूह,group of transformation
ग्रुपॉइड,groupoid
गट सैद्धांतिक गृहीतक,group theoretical assumption
गट सिद्धांत,group theory
वाढ,growth
वाढ सूत्र,growth formula
वाढीचा दर,growth rate
g-सांख्यिकी,g-statistic
अंदाजित सरासरी,guessed average
अर्धा जोडणारा,half adder
अर्धा खुला अंतराल,half open interval
अर्धी जागा,half space
हॅमिल्टन केली प्रमेय,Hamilton Cayley Theorem
हॅमिलटोनियन ऑपरेटर,Hamiltonian operator
हॅमिल्टनचे चतुर्थांश बीजगणित,Hamilton's quaternion algebra
हार्मोनिक,harmonic
हार्मोनिक लिफाफा,harmonic envelope
हार्मोनिक मध्यम,harmonic mean
हार्मोनिक प्रगती,harmonic progression
हार्मोनिक्स,harmonics
हार्मोनिक मालिका,harmonic series
उंची,height
गोलार्ध,hemisphere
गोलार्ध,hemispherical
गोलार्ध प्रक्षेपण,hemispherical projection
हेप्टॅगॉन,heptagon
हर्मिटियन संयुग्मित ऑपरेटर,Hermitian conjugate operator
हर्मिटियन फॉर्म,Hermitian form
हर्मिटियन मॅट्रिक्स,Hermitian matrix
हर्मिटियन ऑपरेटर,Hermitian operator
हर्मिटियन उत्पादन,Hermitian product
हर्मिटियन अर्धसमूह,Hermitian semigroup
हर्मिटियन जागा,Hermitian space
हर्मिटियन परिवर्तन,Hermitian transformation
हेस आकृती,Hess diagram
हेसियन मॅट्रिक्स,Hessian matrix
कार्याचे हेसियन,Hessian of function
विषमता चाचणी,heterogeneity test
विषम,heterogeneous
विषम डेटा,heterogeneous data
विषम लोकसंख्या,heterogeneous population
ह्युरिस्टिक,heuristic
heuristically,heuristically
षटकोन,hexagon
हेक्सहेड्रॉन,hexahedron
श्रेणीबद्ध उपविभाग,hierarchial subdivision
पदानुक्रम,hierarchy
उच्च जन्म दर,high birth rate
उच्च मृत्यू दर,high death rate
उच्च - वय - गट,higher - age – group
उच्च ऑर्डर,higher order
सर्वोच्च क्रम,highest order
हिल्बर्ट घन,Hilbert cube
हिल्बर्ट जागा,Hilbert space
एच-अपरिवर्तनीय,H–invariant
हिस्टोरिग्राम,historigram
पोकळ शंकू,hollow cone
होमिओमॉर्फिझम,homeomorphism
एकजिनसीपणा,homogeneity
एकसंध,homogeneous
एकसंध डेटा,homogeneous data
एकसंध फरक समीकरण,homogeneous difference equation
होमोमॉर्फिझम,homomorphism
क्षैतिज,horizontal
क्षैतिज विमान,horizontal plane
तास,hour
हायड्रोडायनॅमिक,hydrodynamic
हायड्रोडायनॅमिक्स,hydrodynamics
हायड्रोमेकॅनिक्स,hydromechanics
हायड्रोस्टॅटिक,hydrostatic
हायड्रोस्टॅटिक शिल्लक,hydrostatic balance
हायड्रोस्टॅटिक्स,hydrostatics
हायपरबोला,hyperbola
हायपरबोलॉइड,hyperboloid
एका शीटचे हायपरबोलॉइड,hyperboloid of one sheet
क्रांतीचे हायपरबोलॉइड,hyperboloid of revolution
दोन शीट्सचे हायपरबोलॉइड,hyperboloid of two sheets
अतिभूमितीय वितरण,hypergeometric distribution
hypergeometric मालिका,hypergeometric series
हायपरप्लेन,hyperplane
हायपरस्फियर,hypersphere
उच्च पृष्ठभाग,hyper surface
कर्ण,hypotenuse
गृहीतक,hypothesis
आदर्श आधार,ideal basis
आदर्श द्रव,ideal fluid
आदर्श वायू,ideal gas
एकसारखे eigen मूल्य,identical eigen value
एकसारखे समान,identically equal
ओळख,Identity
ओळख घटक,identity element
ओळख कार्य,identity function
ओळख homomorphism,"identity
 homomorphism"
ओळख नकाशा,identity map
ओळख मॅपिंग,identity mapping
ओळख मॅट्रिक्स,identity matrix
समूहाची ओळख,identity of a group
अंगठीची ओळख,identity of a ring
ओळख ऑपरेटर,identity operator
ओळख कालावधी,identity period
ओळख क्रमपरिवर्तन,identity permutation
ओळख संबंध,identity relation
ओळख परिवर्तन,identity transformation
जर आणि फक्त तर,if and only if
जर - नंतर&#39; संगणक,if - then' computer
आजारी स्थिती,ill condition
अयोग्य समीकरण,ill-conditioned equation
अयोग्य मॅट्रिक्स,ill-conditioned matrix
अयोग्य बहुपद,ill-conditioned polynomial
अयोग्य व्यवस्था,ill-conditioned system
अतार्किक,illogical
स्पष्ट करणे,illustrate
चित्रण,illustration
सेटची प्रतिमा,image of a set
उपसमूहाची प्रतिमा,image of a subset
बिंदूची प्रतिमा,image of point
प्रतिमा संच,image set
काल्पनिक,Imaginary
काल्पनिक कोन,imaginary angle
काल्पनिक वर्तुळ,imaginary circle
काल्पनिक वर्तुळाकार बिंदू,imaginary circular points
काल्पनिक गुणांक,imaginary coefficient
काल्पनिक समन्वय,imaginary coordinate
काल्पनिक होमोथेटिक,imaginary homothetic
काल्पनिक छेदनबिंदू,imaginary intersection
काल्पनिक ओळ,imaginary line
काल्पनिक संख्या,imaginary number
काल्पनिक बिंदू,imaginary point
काल्पनिक मूळ,imaginary root
काल्पनिक रोटेशन,imaginary rotation
काल्पनिक युनिट,imaginary unit
imbedding,imbedding
प्रतिबाधा मॅट्रिक्स,impedance matrix
पूर्ण,implicit
अंतर्निहित कार्य,implicit function
अंतर्निहित एकीकरण सूत्र,implicit integration formula
असंभाव्य,improbable
अयोग्य,improper
अयोग्य विभागणी,improper division
अयोग्य दुहेरी अविभाज्य (= अनंत दुहेरी अविभाज्य),improper double integral (= infinite double integral)
अयोग्य घटक,improper factor
अयोग्य अंश,improper fraction
अयोग्य कमाल,improper maximum
अयोग्य किमान,improper minimum
अयोग्य रोटेशन,improper rotation
सुधारणा मॅट्रिक्स,improvement matrix
आवेग,impulse
आवेगपूर्ण शक्ती,impulsive force
आवेगपूर्ण दबाव,impulsive pressure
आवेगपूर्ण तणाव,impulsive tension
आवेगपूर्ण पाना,impulsive wrench
आरोपित खर्च,imputed cost
अपुरेपणा,inadequacy
घटना लहर,incident wave
वेक्टरचा कल,inclination of a vector
कक्षाचा कल,inclination of orbit
कल,incline
कललेला,inclined
कलते विमान,inclined plane
समाविष्ट,included
समावेश,inclusion
अपूर्ण गामा कार्य,incomplete gamma function
विसंगती,inconsistency
विसंगत,inconsistent
विसंगत आकडेवारी,inconsistent statistic
विसंगत प्रणाली,inconsistent system
चुकीचे,incorrect
चुकीचा निर्णय,incorrect decision
वाढ,increase
वाढणारे कार्य,increasing function
वाढ,increment
अनिश्चित,indefinite
अनिश्चित स्वरूप,indefinite form
अनिश्चित अविभाज्य,indefinite integral
अनिश्चित मॅट्रिक्स,indefinite matrix
अनिश्चित चतुर्भुज फॉर्म,indefinite quadratic form
स्वातंत्र्य,independence
स्वतंत्र घटना,independent event
स्वतंत्र कार्य,independent function
स्वतंत्र यादृच्छिक चल,independent random variable
स्वतंत्र अव्यक्त,independent variable
स्वतंत्र भिन्नता,independent variate
अनिश्चितता,indeterminacy
अनिश्चित,indeterminate
अनिश्चित समीकरण,indeterminate equation
अनिश्चित फॉर्म,indeterminate form
निर्देशांक,index
एका संचाद्वारे अनुक्रमित,indexed by a set
अनुक्रमित कुटुंब,indexed family
निर्देशांक क्रमांक,index number
उपसमूहाची अनुक्रमणिका,index of subgroup
निर्देशांक संच,index set
इंडिकॅट्रिक्स,indicatrix
सूचक समीकरण,indicial equation
उदासीनता वक्र,indifference curve
अप्रत्यक्ष फरक,indirect differentiation
अप्रत्यक्ष पुरावा,indirect proof
अविभाज्य,indivisible
प्रेरण,induction
आगमनात्मक,inductive
प्रेरक गृहीतक,inductive assumption
प्रेरक व्याख्या,inductive definition
प्रेरक अनुमान,inductive inference
असमानता,inequality
असमानता मर्यादा,inequality constraint
असमानता,inequation
जडत्व,inertia
inrtia force,inrtia force
जडत्व,inertial
अचूक फरक,inexact differential
inflexion गुण,inflexion points
infimum,infimum
अनंत,infinite
अनंत आयामी,infinite dimensional
अमर्याद मितीय वेक्टर जागा,infinite dimensional vector space
अनंत खेळ,infinite game
अनंत गट,infinite group
अनंत अविभाज्य,infinite integral
असीम लोकसंख्या,infinite population
अनंत मालिका,infinite series
अनंत संच,infinite set
अमर्याद,infinitesimal
अमर्याद घटक,infinitesimal element
अमर्याद जागा,infinite space
अनंत,infinities
अनंत,infinity
महागाई घटक,inflation factor
विभक्त स्पर्शिका,inflectional tangent
विभक्त लक्ष केंद्रित,inflectional focusing
फुगवणे,inflexion
फंक्शनची माहिती,inf of a function
माहिती मॅट्रिक्स,information matrix
माहिती प्रक्रिया,information processing
माहिती विज्ञान,information science
एकसंध,inhomogeneous
एकसंध समीकरण,inhomogeneous equation
एकसंध प्रणाली,inhomogeneous system
प्रारंभिक,initial
प्रारंभिक स्थिती,initial condition
प्रारंभिक ओळ,initial line
प्रारंभिक बिंदू,initial point
प्रारंभिक उपाय,initial solution
प्रारंभिक वेग,initial velocity
इंजेक्शन नकाशा,injective map
इंजेक्शन मॅपिंग,injective mapping
आतील गुणाकार,inner multiplication
आतील बिंदू,inner point
अंतर्गत उत्पादन,inner product
इनपुट,input
इनपुट डेटा,input data
इनपुट गेट,input gate
इनपुट आउटपुट विश्लेषण,input output analysis
इनपुट आउटपुट नियंत्रण प्रणाली,input output control system
इनपुट आउटपुट सिस्टम,input output system
इनपुट प्रमाण,input quantity
इनपुट रजिस्टर,input register
