English,Gujarati
defining equation,વ્યાખ્યાયિત સમીકરણ
definite integral,ચોક્કસ અભિન્ન
definite matrix,ચોક્કસ મેટ્રિક્સ
definition,વ્યાખ્યા
deformation curve,વિરૂપતા વળાંક
deformed surface,વિકૃત સપાટી
degeneracy,અધોગતિ
degeneracy in transporation problems,પરિવહન સમસ્યાઓમાં અધોગતિ
degree,ડિગ્રી
degree of differential equation,વિભેદક સમીકરણની ડિગ્રી
degree of freedom,સ્વતંત્રતાની ડિગ્રી
degree of polynomial,બહુપદીની ડિગ્રી
deleted neighbourhood,પડોશ કાઢી નાખ્યો
delta function,ડેલ્ટા કાર્ય
demand and utility curve,માંગ અને ઉપયોગિતા વળાંક
demand equation,માંગ સમીકરણ
demand function,માંગ કાર્ય
demographic study,વસ્તી વિષયક અભ્યાસ
demography,વસ્તીવિષયક
De Moivre’s theorem,ડી મોઇવરનું પ્રમેય
demonstrate,દર્શાવો
demonstration,પ્રદર્શન
demonstrative geometry,નિદર્શન ભૂમિતિ
denominator,છેદ
dense set,ગાઢ સમૂહ
density,ઘનતા
denumerable set,અસંખ્ય સમૂહ
departing variables,પ્રસ્થાન ચલ
dependent event,આશ્રિત ઘટના
dependent random variable,આશ્રિત રેન્ડમ ચલ
dependent variable,આશ્રિત ચલ
dependent variate,આશ્રિત વિવિધતા
depression angle,હતાશા કોણ
derivation,વ્યુત્પત્તિ
derivative,વ્યુત્પન્ન
derived series,વ્યુત્પન્ન શ્રેણી
derived set,મેળવેલ સમૂહ
descending,ઉતરતા
descending order,ઉતરતા ક્રમમાં
descending series,ઉતરતી શ્રેણી
descriptive geometry,વર્ણનાત્મક ભૂમિતિ
descriptive model,વર્ણનાત્મક મોડેલ
descriptive statistics,વર્ણનાત્મક આંકડા
design,ડિઝાઇન
design of experiment,પ્રયોગની ડિઝાઇન
desk calculator,ડેસ્ક કેલ્ક્યુલેટર
detection,શોધ
determinant,નિર્ણાયક
determinant rank,નિર્ણાયક ક્રમ
determine,નક્કી કરો
deterministic model,નિર્ધારિત મોડેલ
deterministic problem,નિર્ધારિત સમસ્યા
deviation,વિચલન
deviation coefficient,વિચલન ગુણાંક
diadic system,ડાયડિક સિસ્ટમ
diagonal,કર્ણ
diagonalization of a matrix,મેટ્રિક્સનું વિકર્ણીકરણ
diagonal matrix,કર્ણ મેટ્રિક્સ
diagonal similarity,કર્ણ સમાનતા
diagram,રેખાકૃતિ
diagrammatic method,રેખાકૃતિ પદ્ધતિ
diagrammatic presentation,રેખાકૃતિ પ્રસ્તુતિ
diameter,વ્યાસ
diameter of a set,સમૂહનો વ્યાસ
diametrically opposite,ડાયમેટ્રિકલી વિરુદ્ધ
dice throw,ડાઇસ ફેંકવું
dichotomous classification,દ્વિભાષી વર્ગીકરણ
dichotomy,દ્વિભાષા
dictionary order,શબ્દકોશ ક્રમ
difference calculus,તફાવત કેલ્ક્યુલસ
difference equation,તફાવત સમીકરણ
difference formula,તફાવત સૂત્ર
difference method,તફાવત પદ્ધતિ
difference of sets,સેટનો તફાવત
differentiable,વિભેદક
differentiable curve,વિભેદક વળાંક
differentiable function,વિભેદક કાર્ય
differential,વિભેદક
differential calculus,વિભેદક કલન
differential coefficient,વિભેદક ગુણાંક
differential equation,વિભેદક સમીકરણ
differential form,વિભેદક સ્વરૂપ
differential formula,વિભેદક સૂત્ર
differential function,વિભેદક કાર્ય
differential geometry,વિભેદક ભૂમિતિ
differential of higher order,ઉચ્ચ ક્રમનો તફાવત
differential quotient,વિભેદક ભાગ
differentiate,તફાવત કરવો
differentiation,તફાવત
differentiation formula,ભિન્નતા સૂત્ર
differentiation of vector,વેક્ટરનો તફાવત
diffusion,પ્રસરણ
digit,અંક
digital computer,ડિજિટલ કમ્પ્યુટર
digital data,ડિજિટલ ડેટા
dimension,પરિમાણ
dimensionality,પરિમાણ
dimensionless,પરિમાણહીન
dimension of an equation,સમીકરણનું પરિમાણ
diophantine equation,ડાયોફેન્ટાઇન સમીકરણ
dip angle,ડૂબકી કોણ
dipolar coordinates,દ્વિધ્રુવી કોઓર્ડિનેટ્સ
dipole,દ્વિધ્રુવ
dipyramid (bipyramid),ડીપીરામીડ (બાયપીરામિડ)
Dirac delta function,ડીરાક ડેલ્ટા ફંક્શન
direct common tangent,સીધી સામાન્ય સ્પર્શક
directed angle,નિર્દેશિત કોણ
directed line,નિર્દેશિત રેખા
directional derivative,દિશાત્મક વ્યુત્પન્ન
direction cosine,દિશા કોસાઇન
direction of maxima,મેક્સિમાની દિશા
direction of projection,પ્રક્ષેપણની દિશા
direction ratio,દિશા ગુણોત્તર
director circle,ડિરેક્ટર વર્તુળ
director sphere,દિગ્દર્શક ક્ષેત્ર
direct product,સીધું ઉત્પાદન
direct proof,સીધો પુરાવો
direct proportion,સીધું પ્રમાણ
directrix,ડાયરેક્ટ્રીક્સ
direct sum,સીધી રકમ
disconncted sets,ડિસ્કનેક્ટ થયેલ સેટ
discontinuity,નિરંતરતા
discontinuity of derivative,વ્યુત્પન્નતાની વિરામ
discontinuity of the first kind,પ્રથમ પ્રકારની અવ્યવસ્થા
discontinuity of the second kind,બીજા પ્રકારની અવ્યવસ્થા
discontinuous distribution,અવ્યવસ્થિત વિતરણ
discontinuous function,અવ્યવસ્થિત કાર્ય
discontinuous variate,અવ્યવસ્થિત વિવિધતા
discrete,અલગ
discrete distribution,સ્વતંત્ર વિતરણ
discrete probability distribution,સ્વતંત્ર સંભાવના વિતરણ
discrete random variable,અલગ રેન્ડમ ચલ
discrete sample space,અલગ નમૂના જગ્યા
discrete set,સ્વતંત્ર સમૂહ
discrete space,અલગ જગ્યા
discrete topology,સ્વતંત્ર ટોપોલોજી
discrete variate,અલગ અલગ
discriminant,ભેદભાવપૂર્ણ
discriminatory analysis (=discriminant analysis),ભેદભાવપૂર્ણ વિશ્લેષણ (=ભેદભાવપૂર્ણ વિશ્લેષણ)
disjoint,વિચ્છેદ
disjoint events,અસંબંધિત ઘટનાઓ
disjoint sets,ડિસજોઇન્ટ સેટ
disjoint union,જોડાણ તોડી નાખવું
disjunction,વિભાજન
dispersion,વિક્ષેપ
dispersion chart,વિક્ષેપ ચાર્ટ
dispersion constant,વિક્ષેપ સતત
dispersion diagram,વિક્ષેપ રેખાકૃતિ
dispersion matrix (=covariance matrix),વિક્ષેપ મેટ્રિક્સ (=કોવરિઅન્સ મેટ્રિક્સ)
displacement,વિસ્થાપન
display,પ્રદર્શન
display unit (=consol),ડિસ્પ્લે યુનિટ (=કન્સોલ)
dissimilar,ભિન્ન
dissipative forces,વિઘટનકારી દળો
distance function,અંતર કાર્ય
distance modulus,અંતર મોડ્યુલસ
distribution-free method,વિતરણ-મુક્ત પદ્ધતિ
distributive law,વિતરણ કાયદો
diverge,અલગ થવું
divergence,વિચલન
divergence theorem,વિચલન પ્રમેય
divergent,જુદીજુદી
divergent series,અલગ શ્રેણી
divided difference,વિભાજિત તફાવત
divisibility,વિભાજ્યતા
divisible,વિભાજ્ય
division,વિભાગ
division algorithm,વિભાજન અલ્ગોરિધમ
division ring,ડિવિઝન રિંગ
dodecagon,ડોડેકાગોન
dodecahedron,ડોડેકાહેડ્રોન
domain,ડોમેન
domain of a function,ફંક્શનનું ડોમેન
domain of definition,વ્યાખ્યાનું ક્ષેત્ર
domain of existence,અસ્તિત્વનું ક્ષેત્ર
dominant strategy,પ્રભાવશાળી વ્યૂહરચના
doppler effect,ડોપ્લર અસર
dot product,ડોટ ઉત્પાદન
dotted curve,ડોટેડ વળાંક
double differentiation,ડબલ તફાવત
double exponential distribution,ડબલ ઘાતાંકીય વિતરણ
double helix,ડબલ હેલિક્સ
double integral,ડબલ અભિન્ન
double integration,ડબલ એકીકરણ
double limit,ડબલ મર્યાદા
double sampling plan,ડબલ સેમ્પલિંગ પ્લાન
double sequence,ડબલ ક્રમ
double series,ડબલ શ્રેણી
double suffix notation,ડબલ પ્રત્યય સંકેત
double summation,ડબલ સમીકરણ
downward acceleration,નીચે તરફ પ્રવેગક
downward displacement,નીચે તરફનું વિસ્થાપન
downward motion,નીચેની ગતિ
downward velocity,નીચે તરફનો વેગ
drag,ખેંચો
drag force,ખેંચો બળ
dual,દ્વિ
dual basis,બેવડા આધાર
dual inner product,દ્વિ આંતરિક ઉત્પાદન
dual linear programming problem,ડ્યુઅલ રેખીય પ્રોગ્રામિંગ સમસ્યા
dual operation,ડ્યુઅલ ઓપરેશન
dual problem,બેવડી સમસ્યા
dual simplex algorithm,ડ્યુઅલ સિમ્પ્લેક્સ અલ્ગોરિધમ
dual simplex technique,ડ્યુઅલ સિમ્પ્લેક્સ તકનીક
dual space,બેવડી જગ્યા
dual variable,દ્વિ ચલ
dual vector space,ડ્યુઅલ વેક્ટર જગ્યા
dummy index,બનાવટી અનુક્રમણિકા
dummy subscript,ડમી સબસ્ક્રીપ્ટ
dummy suffix,બનાવટી પ્રત્યય
dummy variable,ડમી ચલ
duplicator process,ડુપ્લિકેટર પ્રક્રિયા
dynamical,ગતિશીલ
dynamical system,ગતિશીલ સિસ્ટમ
dynamic demand function,ગતિશીલ માંગ કાર્ય
dynamic model,ગતિશીલ મોડેલ
dynamic programming,ગતિશીલ પ્રોગ્રામિંગ
dynamic programming approach,ગતિશીલ પ્રોગ્રામિંગ અભિગમ
dynamic programming technique,ગતિશીલ પ્રોગ્રામિંગ તકનીક
dynamics,ગતિશીલતા
dynamics of a particle,કણની ગતિશીલતા
dynamics of rigid bodies,કઠોર શરીરની ગતિશીલતા
earth,પૃથ્વી
earthquake intensity,ભૂકંપની તીવ્રતા
eccentricity,તરંગીતા
eclipse,ગ્રહણ
econometric forecast,ઇકોનોમેટ્રિક આગાહી
econometrician,અર્થશાસ્ત્રી
econometrics,અર્થશાસ્ત્ર
economics,અર્થશાસ્ત્ર
edge,ધાર
edge of a convex set,બહિર્મુખ સમૂહની ધાર
efficiency factor,કાર્યક્ષમતા પરિબળ
eigen element,eigen તત્વ
eigen function,eigen કાર્ય
eigen value,eigen મૂલ્ય
eigen value equation,eigen મૂલ્ય સમીકરણ
eigen vector,ઇજન વેક્ટર
elastic,સ્થિતિસ્થાપક
elastic constant,સ્થિતિસ્થાપક સ્થિર
elastic equilibrium,સ્થિતિસ્થાપક સંતુલન
elasticity,સ્થિતિસ્થાપકતા
elasticity surface,સ્થિતિસ્થાપકતા સપાટી
electronic computer,ઇલેક્ટ્રોનિક કમ્પ્યુટર
element,તત્વ
elementary column operation,પ્રાથમિક કૉલમ કામગીરી
elementary event,પ્રાથમિક ઘટના
elementary function,પ્રાથમિક કાર્ય
elementary operation,પ્રાથમિક કામગીરી
elementary outcome,પ્રાથમિક પરિણામ
elementary probability law,પ્રાથમિક સંભાવના કાયદો
elementary row operation,પ્રાથમિક પંક્તિ કામગીરી
eliminate,નાબૂદ
elemination procedure,નાબૂદી પ્રક્રિયા
ellipse,લંબગોળ
ellipsoid,લંબગોળ
ellipsoidal,લંબગોળ
ellipsoidal surface,લંબગોળ સપાટી
elliptical body,લંબગોળ શરીર
embedding,એમ્બેડિંગ
emission,ઉત્સર્જન
empirical data,પ્રયોગમૂલક ડેટા
empirical formula,પ્રયોગમૂલક સૂત્ર
empirical probability,પ્રયોગમૂલક સંભાવના
empirical relation,પ્રયોગમૂલક સંબંધ
empty set,ખાલી સેટ
enclosed,બંધ
encoding,એન્કોડિંગ
endomorphism,એન્ડોમોર્ફિઝમ
end point,અંતિમ બિંદુ
end point of class interval,વર્ગ અંતરાલનો અંતિમ બિંદુ
energy,ઊર્જા
energy momentum component,ઊર્જા ગતિ ઘટક
entering variable,ચલ દાખલ કરી રહ્યા છીએ
enumerable set,અસંખ્ય સમૂહ
enumeration,ગણતરી
equal,સમાન
equality,સમાનતા
equally likely,સમાન શક્યતા
equal probability selection method (=epsem),સમાન સંભાવના પસંદગી પદ્ધતિ (=epsem)
equate,સમાન
equation,સમીકરણ
equation of first degree,પ્રથમ ડિગ્રીનું સમીકરણ
equation of second degree,બીજી ડિગ્રીનું સમીકરણ
equation of third degree,ત્રીજી ડિગ્રીનું સમીકરણ
equator,વિષુવવૃત્ત
equicontinuous,સમાન
equilateral,સમભુજ
equilibrium,સંતુલન
equilibrium of forces,દળોનું સંતુલન
equilibrium point,સંતુલન બિંદુ
equivalence,સમાનતા
equivalence class,સમાનતા વર્ગ
equivalence relation,સમાનતા સંબંધ
equivalent,સમકક્ષ
equivalent matrix,સમકક્ષ મેટ્રિક્સ
equivalent set,સમકક્ષ સમૂહ
ergodicity,એર્ગોડિસિટી
error,ભૂલ
error analysis,ભૂલ વિશ્લેષણ
error code,ભૂલ કોડ
error coefficient,ભૂલ ગુણાંક
error of mean square,સરેરાશ ચોરસની ભૂલ
error of the first kind,પ્રથમ પ્રકારની ભૂલ
error of the second kind,બીજા પ્રકારની ભૂલ
escape probability,બચવાની સંભાવના
escape velocity,એસ્કેપ વેગ
E. Schmidt's orthogonalization process,ઇ. શ્મિટની ઓર્થોગોનાલાઈઝેશન પ્રક્રિયા
escribed circle,લખાયેલ વર્તુળ
essential,આવશ્યક
essentially unique,અનિવાર્યપણે અનન્ય
estimate,અંદાજ
estimation method,અંદાજ પદ્ધતિ
Euclidean coordinate,યુક્લિડિયન સંકલન
Euclidean domain,યુક્લિડિયન ડોમેન
Euclidean geometry,યુક્લિડિયન ભૂમિતિ
Euclidean n-space,યુક્લિડિયન એન-સ્પેસ
Euclidean plane,યુક્લિડિયન પ્લેન
Euler's theorem,યુલરનું પ્રમેય
evaluate,મૂલ્યાંકન
even,સમ
even curve,પણ વળાંક
even function,સમ કાર્ય
even multiple,બહુવિધ પણ
even number,બેકી સંખ્યા
even odd symmetry,સમ વિષમ સમપ્રમાણતા
even permutation,પણ ક્રમચય
event,ઘટના
even term,સમ મુદત
exact,ચોક્કસ
exact chi-square test,ચોક્કસ ચી-સ્ક્વેર ટેસ્ટ
exact differential,ચોક્કસ તફાવત
exact equation,ચોક્કસ સમીકરણ
example,ઉદાહરણ
exchange,વિનિમય
exhaustive event,સંપૂર્ણ ઘટના
existence axiom,અસ્તિત્વ સ્વયંસિદ્ધ
existence probability(= a priori probability),અસ્તિત્વની સંભાવના (= પ્રાથમિક સંભાવના)
existence theorem,અસ્તિત્વ પ્રમેય
exogenous variable,બાહ્ય ચલ
expansion,વિસ્તરણ
expectation function,અપેક્ષા કાર્ય
expected frequency,અપેક્ષિત આવર્તન
expected value,અપેક્ષિત મૂલ્ય
experiment,પ્રયોગ
experimental error,પ્રાયોગિક ભૂલ
explanation,સમજૂતી
explicit equation,સ્પષ્ટ સમીકરણ
explicit form,સ્પષ્ટ સ્વરૂપ
explicit function,સ્પષ્ટ કાર્ય
explicit solution,સ્પષ્ટ ઉકેલ
exponent,ઘાત
exponential curve,ઘાતાંકીય વળાંક
exponential density function,ઘાતાંકીય ઘનતા કાર્ય
exponential distribution,ઘાતાંકીય વિતરણ
exponential equation,ઘાતાંકીય સમીકરણ
exponential function,ઘાતાંકીય કાર્ય
exponential growth,ઘાતાંકીય વૃદ્ધિ
exponential law,ઘાતાંકીય કાયદો
exponential map,ઘાતાંકીય નકશો
exponential series,ઘાતાંકીય શ્રેણી
expression,અભિવ્યક્તિ
extended interval,વિસ્તૃત અંતરાલ
extended real line,વિસ્તૃત વાસ્તવિક રેખા
extended real number system,વિસ્તૃત વાસ્તવિક સંખ્યા સિસ્ટમ
extension of a mapping,મેપિંગનું વિસ્તરણ
exterior angle,બાહ્ય કોણ
exterior area,બાહ્ય વિસ્તાર
exterior point,બાહ્ય બિંદુ
external,બાહ્ય
extrapolation of trend value,વલણ મૂલ્યનું એક્સ્ટ્રાપોલેશન
extrapolation technique,એક્સ્ટ્રાપોલેશન તકનીક
extremal value,આત્યંતિક મૂલ્ય
extreme,આત્યંતિક
extreme point,આત્યંતિક બિંદુ
extreme point of convex set,બહિર્મુખ સમૂહનો આત્યંતિક બિંદુ
extremum of a function,કાર્યની સીમા
extremum property,આત્યંતિક મિલકત
face,ચહેરો
face value,ફેસ વેલ્યુ
factor,પરિબળ
factor analysis,પરિબળ વિશ્લેષણ
factored,કારણભૂત
factorial,ફેક્ટોરિયલ
factorial design,ફેક્ટોરિયલ ડિઝાઇન
factorization,ફેક્ટરીકરણ
factorise,ફેક્ટરાઇઝ
fair game,વાજબી રમત
FALSE,ખોટું
family,કુટુંબ
family of circles,વર્તુળોનું કુટુંબ
family curves,કુટુંબ વણાંકો
family of functions,કાર્યોનું કુટુંબ
family of lines,રેખાઓનું કુટુંબ
facsimile,પ્રતિકૃતિ
F-distribution,F-વિતરણ
feasible basic solution,શક્ય મૂળભૂત ઉકેલ
feasible solution,શક્ય ઉકેલ
feed back,પાછા ફીડ
Fermat principle,ફર્મેટ સિદ્ધાંત
Fermat's theorem,ફર્મેટનું પ્રમેય
Fermi-Dirac statistics,ફર્મી-ડીરાક આંકડા
Fibonacci number,ફિબોનાકી નંબર
Fibonacci series,ફિબોનાકી શ્રેણી
field,ક્ષેત્ર
final velocity,અંતિમ વેગ
finite,મર્યાદિત
finite basis,મર્યાદિત આધાર
finite decimal,મર્યાદિત દશાંશ
finite difference,મર્યાદિત તફાવત
finite difference method,મર્યાદિત તફાવત પદ્ધતિ
finite dimensional,મર્યાદિત પરિમાણીય
finite dimensional vector space,મર્યાદિત પરિમાણીય વેક્ટર જગ્યા
finite game,મર્યાદિત રમત
finite geometry,મર્યાદિત ભૂમિતિ
finite intersection,મર્યાદિત આંતરછેદ
finite many,મર્યાદિત ઘણા
finite Markov chain,મર્યાદિત માર્કોવ સાંકળ
finiteness proof,મર્યાદિતતા પુરાવો
finite number,મર્યાદિત સંખ્યા
finite population,મર્યાદિત વસ્તી
finite probability,મર્યાદિત સંભાવના
finite series,મર્યાદિત શ્રેણી
finite set,મર્યાદિત સમૂહ
finite velocity,મર્યાદિત વેગ
finite volume,મર્યાદિત વોલ્યુમ
fitting,ફિટિંગ
fitting of curve,વળાંકનું ફિટિંગ
fitting of straight line,સીધી રેખાનું ફિટિંગ
fixed point theorem,નિશ્ચિત બિંદુ પ્રમેય
fixed sample,નિશ્ચિત નમૂના
flight velocity,ફ્લાઇટ વેગ
floating point arithmetic,ફ્લોટિંગ પોઈન્ટ અંકગણિત
floating point system,ફ્લોટિંગ પોઈન્ટ સિસ્ટમ
flow chart,ફ્લો ચાર્ટ
flow velocity,પ્રવાહ વેગ
fluid dynamics,પ્રવાહી ગતિશીલતા
focal,ફોકલ
focal chord,કેન્દ્રીય તાર
focal distance,કેન્દ્રીય અંતર
focal length,ફોકલ લંબાઈ
focus,ફોકસ
foot,પગ
foot of perpendicular,લંબનો પગ
force of gravity,ગુરુત્વાકર્ષણ બળ
forecasting,આગાહી
formula,સૂત્ર
formulate,ઘડવું
formulation,રચના
forward difference,આગળ તફાવત
forward interpolation,ફોરવર્ડ ઇન્ટરપોલેશન
foundation of mathematics,ગણિતનો પાયો
Fourier's analysis,ફોરિયરનું વિશ્લેષણ
Fourier's series,ફોરિયરની શ્રેણી
Fourier's transform,ફોરિયરનું પરિવર્તન
fraction,અપૂર્ણાંક
fractional coordinate,અપૂર્ણાંક સંકલન
fractional number,અપૂર્ણાંક સંખ્યા
fractional programming,અપૂર્ણાંક પ્રોગ્રામિંગ
free path,મુક્ત માર્ગ
free vector,મુક્ત વેક્ટર
frequency,આવર્તન
frequency column,આવર્તન કૉલમ
frequency curve,આવર્તન વળાંક
frequency distribution,આવર્તન વિતરણ
frequency histogram,આવર્તન હિસ્ટોગ્રામ
frequency of occurrence,ઘટનાની આવર્તન
frequency polygon,આવર્તન બહુકોણ
frequency table,આવર્તન કોષ્ટક
frustum,ફ્રસ્ટમ
frustum of a pyramid,પિરામિડનું ફ્રસ્ટમ
frustum of a sphere,વલયની નિરાશા
full expansion,સંપૂર્ણ વિસ્તરણ
function,કાર્ય
functional analysis,કાર્યાત્મક વિશ્લેષણ
fundamental,મૂળભૂત
fundamental theorem,મૂળભૂત પ્રમેય
fundamental theorem of algebra,બીજગણિતનું મૂળભૂત પ્રમેય
galaxy,આકાશગંગા
Galois field,ગેલોઈસ ક્ષેત્ર
Galois group,ગેલોઈસ જૂથ
gambler's ruin,જુગારનો વિનાશ
game and move,રમત અને ખસેડો
game of chance,તકની રમત
game of dice,ડાઇસની રમત
games theory,રમતો સિદ્ધાંત
games with perfect recall,સંપૂર્ણ યાદ સાથે રમતો
game value,રમત મૂલ્ય
gamma function,ગામા કાર્ય
Gauss-Argand plane,ગૌસ-આર્ગાન્ડ પ્લેન
Gaussian curve,ગૌસીયન વળાંક
Gaussian elimination,ગૌસિયન નાબૂદી
Gaussian plane,ગૌસિયન વિમાન
Gauss-Jordan reduction,ગૌસ-જોર્ડન ઘટાડો
general case,સામાન્ય કેસ
general convergence theorem,સામાન્ય કન્વર્જન્સ પ્રમેય
general equation,સામાન્ય સમીકરણ
general factor,સામાન્ય પરિબળ
general form,સામાન્ય સ્વરૂપ
general formula,સામાન્ય સૂત્ર
general game,સામાન્ય રમત
general inference,સામાન્ય અનુમાન
general integral,સામાન્ય અભિન્ન
generalization,સામાન્યીકરણ
generalised associative law,સામાન્યકૃત સહયોગી કાયદો
generalised continuum hypothesis,સામાન્યકૃત સાતત્ય પૂર્વધારણા
generalised convex function,સામાન્યકૃત બહિર્મુખ કાર્ય
generalised coordinates,સામાન્યકૃત કોઓર્ડિનેટ્સ
generalised eigen value problem,સામાન્યકૃત eigen મૂલ્ય સમસ્યા
general convergence theorem,સામાન્ય કન્વર્જન્સ પ્રમેય
general equation,સામાન્ય સમીકરણ
general factor,સામાન્ય પરિબળ
general form,સામાન્ય સ્વરૂપ
general formula,સામાન્ય સૂત્ર
general game,સામાન્ય રમત
general inference,સામાન્ય અનુમાન
general integral,સામાન્ય અભિન્ન
generalization,સામાન્યીકરણ
generalised associative law,સામાન્યકૃત સહયોગી કાયદો
generalised continuum hypothesis,સામાન્યકૃત સાતત્ય પૂર્વધારણા
generalised convex function,સામાન્યકૃત બહિર્મુખ કાર્ય
generalised coordinates,સામાન્યકૃત કોઓર્ડિનેટ્સ
generalised eigen value problem,સામાન્યકૃત eigen મૂલ્ય સમસ્યા
generic name,સામાન્ય નામ
genus of surface,સપાટીની જાતિ
geodesic,જીઓડેસિક
geometrical,ભૌમિતિક
geometrical construction,ભૌમિતિક બાંધકામ
geometrical mean,ભૌમિતિક સરેરાશ
geometrical multiplicity,ભૌમિતિક ગુણાકાર
geometrical probability,ભૌમિતિક સંભાવના
geometrical progression,ભૌમિતિક પ્રગતિ
geometrical series,ભૌમિતિક શ્રેણી
geometrical shape,ભૌમિતિક આકાર
geometrico arithmetic series,ભૌમિતિક અંકગણિત શ્રેણી
geometry,ભૂમિતિ
global maximum,વૈશ્વિક મહત્તમ
global property,વૈશ્વિક મિલકત
global minimum,વૈશ્વિક લઘુત્તમ
global optimum,વૈશ્વિક શ્રેષ્ઠ
global property,વૈશ્વિક મિલકત
global saddle point,વૈશ્વિક કાઠી બિંદુ
goodness of fit,યોગ્યતા
grade correlation,ગ્રેડ સહસંબંધ
graded data,ગ્રેડ કરેલ ડેટા
gradient,ઢાળ
gradient density,ઢાળ ઘનતા
gradient of line,રેખાનો ઢાળ
gradient of velocity,વેગનો ઢાળ
gradient vector,ઢાળ વેક્ટર
gradient velocity,ઢાળ વેગ
grading,ગ્રેડિંગ
grading analysis,ગ્રેડિંગ વિશ્લેષણ
gram,ગ્રામ
Gram determinant,ગ્રામ નિર્ણાયક
Gram - Schmidt orthogonalization process,ગ્રામ - શ્મિટ ઓર્થોગોનલાઇઝેશન પ્રક્રિયા
grand mean,ભવ્ય સરેરાશ
grand total,કુલ
graph,ગ્રાફ
graphic,ગ્રાફિક
graphical,ગ્રાફિકલ
graphical computation,ગ્રાફિકલ ગણતરી
graphical construction,ગ્રાફિકલ બાંધકામ
graphical integration,ગ્રાફિકલ એકીકરણ
graphical interpolation,ગ્રાફિકલ ઇન્ટરપોલેશન
graphical method,ગ્રાફિકલ પદ્ધતિ
graphical representation,ગ્રાફિકલ રજૂઆત
graphic expression,ગ્રાફિક અભિવ્યક્તિ
graph paper,ગ્રાફ પેપર
gravitation,ગુરુત્વાકર્ષણ
gravitational accelaration,ગુરુત્વાકર્ષણ પ્રવેગક
gravitational attraction,ગુરુત્વાકર્ષણ આકર્ષણ
gravitational constant,ગુરુત્વાકર્ષણ સ્થિર
gravitational curvature,ગુરુત્વાકર્ષણ વક્રતા
gravitational force,ગુરુત્વાકર્ષણ બળ
gravitational pull,ગુરુત્વાકર્ષણ ખેંચાણ
gravity,ગુરુત્વાકર્ષણ
great bear,મહાન રીંછ
great circle,મહાન વર્તુળ
great - circle plane,મહાન - વર્તુળ વિમાન
great circle route,મહાન વર્તુળ માર્ગ
greatest common measure,સૌથી સામાન્ય માપદંડ
greatest element,મહાન તત્વ
greatest lower bound,સૌથી વધુ નીચલી સીમા
great number,મોટી સંખ્યા
great triangle,મહાન ત્રિકોણ
Gregorian calendar,ગ્રેગોરિયન કેલેન્ડર
Gregorian correction,ગ્રેગોરિયન કરેક્શન
Gregory formula,ગ્રેગરી સૂત્ર
Gregory - Newton formula,ગ્રેગરી - ન્યૂટન સૂત્ર
Gregory series,ગ્રેગરી શ્રેણી
gross,સ્થૂળ
gross correlation,એકંદર સહસંબંધ
gross error,એકંદર ભૂલ
gross income,કુલ આવક
group,જૂથ
group automorphism,જૂથ ઓટોમોર્ફિઝમ
group axiom,સમૂહ સ્વયંસિદ્ધ
group control,જૂથ નિયંત્રણ
grouped series,જૂથબદ્ધ શ્રેણી
group of symmetries,સમપ્રમાણતાનું જૂથ
group of transformation,પરિવર્તનનું જૂથ
groupoid,ગ્રુપોઇડ
group theoretical assumption,જૂથ સૈદ્ધાંતિક ધારણા
group theory,જૂથ સિદ્ધાંત
growth,વૃદ્ધિ
growth formula,વૃદ્ધિ સૂત્ર
growth rate,વિકાસ દર
g-statistic,જી-આંકડા
guessed average,અનુમાનિત સરેરાશ
half adder,અડધા ઉમેરનાર
half open interval,અડધો ખુલ્લું અંતરાલ
half space,અડધી જગ્યા
Hamilton Cayley Theorem,હેમિલ્ટન કેલી પ્રમેય
Hamiltonian operator,હેમિલ્ટોનિયન ઓપરેટર
Hamilton's quaternion algebra,હેમિલ્ટનનું ચતુર્થાંશ બીજગણિત
harmonic,હાર્મોનિક
harmonic envelope,હાર્મોનિક પરબિડીયું
harmonic mean,હાર્મોનિક સરેરાશ
harmonic progression,હાર્મોનિક પ્રગતિ
harmonics,હાર્મોનિક્સ
harmonic series,હાર્મોનિક શ્રેણી
height,ઊંચાઈ
hemisphere,ગોળાર્ધ
hemispherical,અર્ધગોળાકાર
hemispherical projection,ગોળાર્ધ પ્રક્ષેપણ
heptagon,હેપ્ટાગોન
Hermitian conjugate operator,હર્મિટિયન કન્જુગેટ ઓપરેટર
Hermitian form,હર્મિટિયન સ્વરૂપ
Hermitian matrix,હર્મિટિયન મેટ્રિક્સ
Hermitian operator,હર્મીટીયન ઓપરેટર
Hermitian product,હર્મિટિયન ઉત્પાદન
Hermitian semigroup,હર્મિટિયન સેમીગ્રુપ
Hermitian space,હર્મિટિયન જગ્યા
Hermitian transformation,હર્મિટિયન રૂપાંતર
Hess diagram,હેસ ડાયાગ્રામ
Hessian matrix,હેસિયન મેટ્રિક્સ
Hessian of function,કાર્યનું હેસિયન
heterogeneity test,વિજાતીયતા પરીક્ષણ
heterogeneous,વિજાતીય
heterogeneous data,વિજાતીય ડેટા
heterogeneous population,વિજાતીય વસ્તી
heuristic,સંશોધનાત્મક
heuristically,સંશોધનાત્મક રીતે
hexagon,ષટ્કોણ
hexahedron,હેક્ઝાહેડ્રોન
hierarchial subdivision,વંશવેલો પેટાવિભાગ
hierarchy,વંશવેલો
high birth rate,ઉચ્ચ જન્મ દર
