Punjabi,English
ਪ੍ਰਾਪਤ ਸੈੱਟ,derived set
ਉਤਰਦੇ ਹੋਏ,descending
ਘਟਦੇ ਕ੍ਰਮ,descending order
ਘਟਦੀ ਲੜੀ,descending series
ਵਰਣਨਯੋਗ ਜਿਓਮੈਟਰੀ,descriptive geometry
ਵਰਣਨਯੋਗ ਮਾਡਲ,descriptive model
ਵਰਣਨਯੋਗ ਅੰਕੜੇ,descriptive statistics
ਡਿਜ਼ਾਈਨ,design
ਪ੍ਰਯੋਗ ਦੇ ਡਿਜ਼ਾਈਨ,design of experiment
ਡੈਸਕ ਕੈਲਕੁਲੇਟਰ,desk calculator
ਖੋਜ,detection
ਨਿਰਣਾਇਕ,determinant
ਨਿਰਣਾਇਕ ਦਰਜਾ,determinant rank
ਨਿਰਧਾਰਤ ਕਰੋ,determine
ਨਿਰਣਾਇਕ ਮਾਡਲ,deterministic model
ਨਿਰਣਾਇਕ ਸਮੱਸਿਆ,deterministic problem
ਭਟਕਣਾ,deviation
ਭਟਕਣਾ ਗੁਣਾਂਕ,deviation coefficient
ਡਾਇਡਿਕ ਸਿਸਟਮ,diadic system
ਵਿਕਰਣ,diagonal
ਇੱਕ ਮੈਟ੍ਰਿਕਸ ਦਾ ਵਿਕਰਣੀਕਰਨ,diagonalization of a matrix
ਵਿਕਰਣ ਮੈਟ੍ਰਿਕਸ,diagonal matrix
ਵਿਕਰਣ ਸਮਾਨਤਾ,diagonal similarity
ਚਿੱਤਰ,diagram
ਚਿੱਤਰਕਾਰੀ ਢੰਗ,diagrammatic method
ਚਿੱਤਰਕਾਰੀ ਪੇਸ਼ਕਾਰੀ,diagrammatic presentation
ਵਿਆਸ,diameter
ਇੱਕ ਸੈੱਟ ਦਾ ਵਿਆਸ,diameter of a set
ਵਿਆਸ ਦੇ ਉਲਟ,diametrically opposite
ਪਾਸਾ ਸੁੱਟਣਾ,dice throw
ਵਿਭਾਜਨ ਵਰਗੀਕਰਣ,dichotomous classification
ਦੁਵਿਧਾ,dichotomy
ਡਿਕਸ਼ਨਰੀ ਆਰਡਰ,dictionary order
ਅੰਤਰ ਕੈਲਕੂਲਸ,difference calculus
ਅੰਤਰ ਸਮੀਕਰਨ,difference equation
ਅੰਤਰ ਫਾਰਮੂਲਾ,difference formula
ਅੰਤਰ ਢੰਗ,difference method
ਸੈੱਟ ਦਾ ਅੰਤਰ,difference of sets
ਵੱਖ ਕਰਨ ਯੋਗ,differentiable
ਵਿਭਿੰਨ ਕਰਵ,differentiable curve
ਵੱਖ ਕਰਨ ਯੋਗ ਫੰਕਸ਼ਨ,differentiable function
ਅੰਤਰ,differential
ਵਿਭਾਜਨ ਕੈਲਕੂਲਸ,differential calculus
ਵਿਭਿੰਨ ਗੁਣਾਂਕ,differential coefficient
ਅੰਤਰ ਸਮੀਕਰਨ,differential equation
ਵਿਭਿੰਨ ਰੂਪ,differential form
ਅੰਤਰ ਫਾਰਮੂਲਾ,differential formula
ਅੰਤਰ ਫੰਕਸ਼ਨ,differential function
ਵਿਭਿੰਨ ਜਿਓਮੈਟਰੀ,differential geometry
ਉੱਚ ਕ੍ਰਮ ਦਾ ਅੰਤਰ,differential of higher order
ਫਰਕ ਭਾਗ,differential quotient
ਵੱਖਰਾ,differentiate
ਭਿੰਨਤਾ,differentiation
ਵਿਭਿੰਨਤਾ ਫਾਰਮੂਲਾ,differentiation formula
ਵੈਕਟਰ ਦਾ ਅੰਤਰ,differentiation of vector
ਫੈਲਾ,diffusion
ਅੰਕ,digit
ਡਿਜ਼ੀਟਲ ਕੰਪਿਊਟਰ,digital computer
ਡਿਜ਼ੀਟਲ ਡਾਟਾ,digital data
ਮਾਪ,dimension
ਆਯਾਮ,dimensionality
ਅਯਾਮ ਰਹਿਤ,dimensionless
ਇੱਕ ਸਮੀਕਰਨ ਦਾ ਮਾਪ,dimension of an equation
diophantine ਸਮੀਕਰਨ,diophantine equation
ਡਿੱਪ ਕੋਣ,dip angle
ਡਿਪੋਲਰ ਕੋਆਰਡੀਨੇਟਸ,dipolar coordinates
dipole,dipole
ਡਿਪਾਈਰਾਮਿਡ (ਬਾਈਪਾਈਰਾਮਿਡ),dipyramid (bipyramid)
ਡਾਇਰਾਕ ਡੈਲਟਾ ਫੰਕਸ਼ਨ,Dirac delta function
ਸਿੱਧੀ ਸਾਂਝੀ ਸਪਰਸ਼,direct common tangent
ਨਿਰਦੇਸ਼ਿਤ ਕੋਣ,directed angle
ਨਿਰਦੇਸ਼ਿਤ ਲਾਈਨ,directed line
ਦਿਸ਼ਾਤਮਕ ਡੈਰੀਵੇਟਿਵ,directional derivative
ਦਿਸ਼ਾ ਕੋਸਾਈਨ,direction cosine
ਅਧਿਕਤਮ ਦੀ ਦਿਸ਼ਾ,direction of maxima
ਪ੍ਰੋਜੈਕਸ਼ਨ ਦੀ ਦਿਸ਼ਾ,direction of projection
ਦਿਸ਼ਾ ਅਨੁਪਾਤ,direction ratio
ਡਾਇਰੈਕਟਰ ਸਰਕਲ,director circle
ਨਿਰਦੇਸ਼ਕ ਖੇਤਰ,director sphere
ਸਿੱਧਾ ਉਤਪਾਦ,direct product
ਸਿੱਧਾ ਸਬੂਤ,direct proof
ਸਿੱਧਾ ਅਨੁਪਾਤ,direct proportion
directrix,directrix
ਸਿੱਧੀ ਰਕਮ,direct sum
ਡਿਸਕਨੈਕਟ ਕੀਤੇ ਸੈੱਟ,disconncted sets
ਨਿਰੰਤਰਤਾ,discontinuity
ਡੈਰੀਵੇਟਿਵ ਦੀ ਖੰਡਨਤਾ,discontinuity of derivative
ਪਹਿਲੀ ਕਿਸਮ ਦੀ ਰੁਕਾਵਟ,discontinuity of the first kind
ਦੂਜੀ ਕਿਸਮ ਦੀ ਰੁਕਾਵਟ,discontinuity of the second kind
ਲਗਾਤਾਰ ਵੰਡ,discontinuous distribution
ਲਗਾਤਾਰ ਫੰਕਸ਼ਨ,discontinuous function
ਲਗਾਤਾਰ ਪਰਿਵਰਤਨ,discontinuous variate
ਵੱਖਰਾ,discrete
ਵੱਖਰੀ ਵੰਡ,discrete distribution
ਵੱਖਰੀ ਸੰਭਾਵਨਾ ਵੰਡ,discrete probability distribution
ਵੱਖਰਾ ਬੇਤਰਤੀਬ ਵੇਰੀਏਬਲ,discrete random variable
ਵੱਖ ਨਮੂਨਾ ਸਪੇਸ,discrete sample space
ਵੱਖਰਾ ਸੈੱਟ,discrete set
ਵੱਖਰੀ ਸਪੇਸ,discrete space
ਡਿਸਕਰੀਟ ਟੌਪੋਲੋਜੀ,discrete topology
ਵੱਖ ਵੱਖ,discrete variate
ਵਿਤਕਰਾ ਕਰਨ ਵਾਲਾ,discriminant
ਪੱਖਪਾਤੀ ਵਿਸ਼ਲੇਸ਼ਣ (= ਵਿਤਕਰੇ ਵਾਲਾ ਵਿਸ਼ਲੇਸ਼ਣ),discriminatory analysis (=discriminant analysis)
ਟੁੱਟਣਾ,disjoint
ਵੱਖ-ਵੱਖ ਘਟਨਾਵਾਂ,disjoint events
ਵੱਖ-ਵੱਖ ਸੈੱਟ,disjoint sets
ਯੂਨੀਅਨ ਨੂੰ ਤੋੜੋ,disjoint union
ਵਿਛੋੜਾ,disjunction
ਫੈਲਾਅ,dispersion
ਫੈਲਾਅ ਚਾਰਟ,dispersion chart
ਫੈਲਾਅ ਸਥਿਰ,dispersion constant
ਫੈਲਾਅ ਚਿੱਤਰ,dispersion diagram
ਡਿਸਪਰਸ਼ਨ ਮੈਟਰਿਕਸ (=ਕੋਵੇਰੀਅੰਸ ਮੈਟਰਿਕਸ),dispersion matrix (=covariance matrix)
ਵਿਸਥਾਪਨ,displacement
ਡਿਸਪਲੇ,display
ਡਿਸਪਲੇ ਯੂਨਿਟ (=ਕੰਸੋਲ),display unit (=consol)
ਭਿੰਨ,dissimilar
dissipative ਤਾਕਤਾਂ,dissipative forces
ਦੂਰੀ ਫੰਕਸ਼ਨ,distance function
ਦੂਰੀ ਮਾਡਿਊਲਸ,distance modulus
ਵੰਡ-ਮੁਕਤ ਢੰਗ,distribution-free method
ਵੰਡਣ ਵਾਲਾ ਕਾਨੂੰਨ,distributive law
ਵੱਖ ਕਰਨਾ,diverge
ਭਿੰਨਤਾ,divergence
ਵਿਭਿੰਨਤਾ ਪ੍ਰਮੇਯ,divergence theorem
ਵੱਖਰੇ,divergent
ਵੱਖ-ਵੱਖ ਲੜੀ,divergent series
ਵੰਡਿਆ ਅੰਤਰ,divided difference
ਵੰਡਣਯੋਗਤਾ,divisibility
ਵੰਡਣਯੋਗ,divisible
ਵੰਡ,division
ਡਿਵੀਜ਼ਨ ਐਲਗੋਰਿਦਮ,division algorithm
ਡਿਵੀਜ਼ਨ ਰਿੰਗ,division ring
dodecagon,dodecagon
dodecahedron,dodecahedron
ਡੋਮੇਨ,domain
ਇੱਕ ਫੰਕਸ਼ਨ ਦਾ ਡੋਮੇਨ,domain of a function
ਪਰਿਭਾਸ਼ਾ ਦਾ ਡੋਮੇਨ,domain of definition
ਮੌਜੂਦਗੀ ਦਾ ਡੋਮੇਨ,domain of existence
ਪ੍ਰਭਾਵਸ਼ਾਲੀ ਰਣਨੀਤੀ,dominant strategy
ਡੋਪਲਰ ਪ੍ਰਭਾਵ,doppler effect
ਬਿੰਦੀ ਉਤਪਾਦ,dot product
ਬਿੰਦੀ ਵਾਲਾ ਕਰਵ,dotted curve
ਡਬਲ ਫਰਕ,double differentiation
ਡਬਲ ਘਾਤ ਅੰਕੀ ਵੰਡ,double exponential distribution
ਡਬਲ ਹੈਲਿਕਸ,double helix
ਡਬਲ ਅਟੁੱਟ,double integral
ਡਬਲ ਏਕੀਕਰਣ,double integration
ਡਬਲ ਸੀਮਾ,double limit
ਡਬਲ ਨਮੂਨਾ ਯੋਜਨਾ,double sampling plan
ਡਬਲ ਕ੍ਰਮ,double sequence
ਡਬਲ ਸੀਰੀਜ਼,double series
ਡਬਲ ਪਿਛੇਤਰ ਸੰਕੇਤ,double suffix notation
ਡਬਲ ਸਮੇਸ਼ਨ,double summation
ਹੇਠਾਂ ਵੱਲ ਪ੍ਰਵੇਗ,downward acceleration
ਹੇਠਾਂ ਵੱਲ ਵਿਸਥਾਪਨ,downward displacement
ਹੇਠਾਂ ਵੱਲ ਮੋਸ਼ਨ,downward motion
ਹੇਠਾਂ ਵੱਲ ਗਤੀ,downward velocity
ਖਿੱਚੋ,drag
ਡਰੈਗ ਫੋਰਸ,drag force
ਦੋਹਰਾ,dual
ਦੋਹਰਾ ਆਧਾਰ,dual basis
ਦੋਹਰਾ ਅੰਦਰੂਨੀ ਉਤਪਾਦ,dual inner product
ਦੋਹਰੀ ਲੀਨੀਅਰ ਪ੍ਰੋਗਰਾਮਿੰਗ ਸਮੱਸਿਆ,dual linear programming problem
ਦੋਹਰਾ ਕਾਰਵਾਈ,dual operation
ਦੋਹਰੀ ਸਮੱਸਿਆ,dual problem
ਦੋਹਰਾ ਸਿੰਪਲੈਕਸ ਐਲਗੋਰਿਦਮ,dual simplex algorithm
ਦੋਹਰੀ ਸਿੰਪਲੈਕਸ ਤਕਨੀਕ,dual simplex technique
ਦੋਹਰੀ ਸਪੇਸ,dual space
ਦੋਹਰਾ ਵੇਰੀਏਬਲ,dual variable
ਦੋਹਰੀ ਵੈਕਟਰ ਸਪੇਸ,dual vector space
ਡਮੀ ਸੂਚਕਾਂਕ,dummy index
ਡਮੀ ਸਬਸਕ੍ਰਿਪਟ,dummy subscript
ਡਮੀ ਪਿਛੇਤਰ,dummy suffix
ਡਮੀ ਵੇਰੀਏਬਲ,dummy variable
ਡੁਪਲੀਕੇਟਰ ਪ੍ਰਕਿਰਿਆ,duplicator process
ਗਤੀਸ਼ੀਲ,dynamical
ਗਤੀਸ਼ੀਲ ਸਿਸਟਮ,dynamical system
ਗਤੀਸ਼ੀਲ ਮੰਗ ਫੰਕਸ਼ਨ,dynamic demand function
ਗਤੀਸ਼ੀਲ ਮਾਡਲ,dynamic model
ਗਤੀਸ਼ੀਲ ਪ੍ਰੋਗਰਾਮਿੰਗ,dynamic programming
ਡਾਇਨਾਮਿਕ ਪ੍ਰੋਗਰਾਮਿੰਗ ਪਹੁੰਚ,dynamic programming approach
ਡਾਇਨਾਮਿਕ ਪ੍ਰੋਗਰਾਮਿੰਗ ਤਕਨੀਕ,dynamic programming technique
ਗਤੀਸ਼ੀਲਤਾ,dynamics
ਇੱਕ ਕਣ ਦੀ ਗਤੀਸ਼ੀਲਤਾ,dynamics of a particle
ਸਖ਼ਤ ਸਰੀਰ ਦੀ ਗਤੀਸ਼ੀਲਤਾ,dynamics of rigid bodies
ਧਰਤੀ,earth
ਭੂਚਾਲ ਦੀ ਤੀਬਰਤਾ,earthquake intensity
ਸਨਕੀਤਾ,eccentricity
ਗ੍ਰਹਿਣ,eclipse
ਆਰਥਿਕ ਪੂਰਵ ਅਨੁਮਾਨ,econometric forecast
ਅਰਥ ਸ਼ਾਸਤਰੀ,econometrician
ਅਰਥ ਗਣਿਤ,econometrics
ਅਰਥ ਸ਼ਾਸਤਰ,economics
ਕਿਨਾਰਾ,edge
ਇੱਕ ਕਨਵੈਕਸ ਸੈੱਟ ਦਾ ਕਿਨਾਰਾ,edge of a convex set
ਕੁਸ਼ਲਤਾ ਕਾਰਕ,efficiency factor
eigen ਤੱਤ,eigen element
eigen ਫੰਕਸ਼ਨ,eigen function
eigen ਮੁੱਲ,eigen value
eigen ਮੁੱਲ ਸਮੀਕਰਨ,eigen value equation
eigen ਵੈਕਟਰ,eigen vector
ਲਚਕੀਲੇ,elastic
ਲਚਕੀਲੇ ਸਥਿਰ,elastic constant
ਲਚਕੀਲੇ ਸੰਤੁਲਨ,elastic equilibrium
ਲਚਕਤਾ,elasticity
ਲਚਕੀਲਾ ਸਤਹ,elasticity surface
ਇਲੈਕਟ੍ਰਾਨਿਕ ਕੰਪਿਊਟਰ,electronic computer
ਤੱਤ,element
ਮੁੱਢਲੀ ਕਾਲਮ ਕਾਰਵਾਈ,elementary column operation
ਮੁੱਢਲੀ ਘਟਨਾ,elementary event
ਮੁੱਢਲੀ ਫੰਕਸ਼ਨ,elementary function
ਮੁੱਢਲੀ ਕਾਰਵਾਈ,elementary operation
ਮੁੱਢਲਾ ਨਤੀਜਾ,elementary outcome
ਮੁਢਲੀ ਸੰਭਾਵਨਾ ਕਾਨੂੰਨ,elementary probability law
ਮੁੱਢਲੀ ਕਤਾਰ ਕਾਰਵਾਈ,elementary row operation
ਨੂੰ ਖਤਮ,eliminate
ਖ਼ਤਮ ਕਰਨ ਦੀ ਪ੍ਰਕਿਰਿਆ,elemination procedure
ਅੰਡਾਕਾਰ,ellipse
ਅੰਡਾਕਾਰ,ellipsoid
ਅੰਡਾਕਾਰ,ellipsoidal
ਅੰਡਾਕਾਰ ਸਤਹ,ellipsoidal surface
ਅੰਡਾਕਾਰ ਸਰੀਰ,elliptical body
ਏਮਬੈਡਿੰਗ,embedding
ਨਿਕਾਸ,emission
ਅਨੁਭਵੀ ਡਾਟਾ,empirical data
ਅਨੁਭਵੀ ਫਾਰਮੂਲਾ,empirical formula
ਅਨੁਭਵੀ ਸੰਭਾਵਨਾ,empirical probability
ਅਨੁਭਵੀ ਸਬੰਧ,empirical relation
ਖਾਲੀ ਸੈੱਟ,empty set
ਨੱਥੀ,enclosed
ਇੰਕੋਡਿੰਗ,encoding
endomorphism,endomorphism
ਅੰਤ ਬਿੰਦੂ,end point
ਕਲਾਸ ਅੰਤਰਾਲ ਦਾ ਅੰਤ ਬਿੰਦੂ,end point of class interval
ਊਰਜਾ,energy
ਊਰਜਾ ਮੋਮੈਂਟਮ ਕੰਪੋਨੈਂਟ,energy momentum component
ਵੇਰੀਏਬਲ ਦਾਖਲ ਕਰਨਾ,entering variable
ਅਣਗਿਣਤ ਸੈੱਟ,enumerable set
ਗਣਨਾ,enumeration
ਬਰਾਬਰ,equal
ਸਮਾਨਤਾ,equality
ਬਰਾਬਰ ਸੰਭਾਵਨਾ,equally likely
ਬਰਾਬਰ ਸੰਭਾਵਨਾ ਚੋਣ ਵਿਧੀ (= epsem),equal probability selection method (=epsem)
ਬਰਾਬਰ,equate
ਸਮੀਕਰਨ,equation
ਪਹਿਲੀ ਡਿਗਰੀ ਦੇ ਸਮੀਕਰਨ,equation of first degree
ਦੂਜੀ ਡਿਗਰੀ ਦਾ ਸਮੀਕਰਨ,equation of second degree
ਤੀਜੀ ਡਿਗਰੀ ਦੇ ਸਮੀਕਰਨ,equation of third degree
ਭੂਮੱਧ,equator
ਬਰਾਬਰ,equicontinuous
ਬਰਾਬਰ,equilateral
ਸੰਤੁਲਨ,equilibrium
ਤਾਕਤਾਂ ਦਾ ਸੰਤੁਲਨ,equilibrium of forces
ਸੰਤੁਲਨ ਬਿੰਦੂ,equilibrium point
ਸਮਾਨਤਾ,equivalence
ਸਮਾਨਤਾ ਵਰਗ,equivalence class
ਸਮਾਨਤਾ ਸਬੰਧ,equivalence relation
ਬਰਾਬਰ,equivalent
ਬਰਾਬਰ ਮੈਟ੍ਰਿਕਸ,equivalent matrix
ਬਰਾਬਰ ਸੈੱਟ,equivalent set
ergodicity,ergodicity
ਗਲਤੀ,error
ਗਲਤੀ ਵਿਸ਼ਲੇਸ਼ਣ,error analysis
ਗਲਤੀ ਕੋਡ,error code
ਗਲਤੀ ਗੁਣਾਂਕ,error coefficient
ਮੱਧ ਵਰਗ ਦੀ ਗਲਤੀ,error of mean square
ਪਹਿਲੀ ਕਿਸਮ ਦੀ ਗਲਤੀ,error of the first kind
ਦੂਜੀ ਕਿਸਮ ਦੀ ਗਲਤੀ,error of the second kind
ਬਚਣ ਦੀ ਸੰਭਾਵਨਾ,escape probability
ਬਚਣ ਦੀ ਗਤੀ,escape velocity
ਈ. ਸ਼ਮਿਟ ਦੀ ਆਰਥੋਗੋਨਲਾਈਜ਼ੇਸ਼ਨ ਪ੍ਰਕਿਰਿਆ,E. Schmidt's orthogonalization process
ਲਿਖਿਆ ਚੱਕਰ,escribed circle
ਜ਼ਰੂਰੀ,essential
ਅਸਲ ਵਿੱਚ ਵਿਲੱਖਣ,essentially unique
ਅੰਦਾਜ਼ਾ,estimate
ਅੰਦਾਜ਼ਾ ਵਿਧੀ,estimation method
ਯੂਕਲੀਡੀਅਨ ਕੋਆਰਡੀਨੇਟ,Euclidean coordinate
ਯੂਕਲੀਡੀਅਨ ਡੋਮੇਨ,Euclidean domain
ਯੂਕਲੀਡੀਅਨ ਜਿਓਮੈਟਰੀ,Euclidean geometry
ਯੂਕਲੀਡੀਅਨ ਐਨ-ਸਪੇਸ,Euclidean n-space
ਯੂਕਲੀਡੀਅਨ ਜਹਾਜ਼,Euclidean plane
ਯੂਲਰ ਦਾ ਸਿਧਾਂਤ,Euler's theorem
ਪੜਤਾਲ,evaluate
ਵੀ,even
ਵੀ ਕਰਵ,even curve
ਵੀ ਫੰਕਸ਼ਨ,even function
ਇੱਥੋਂ ਤੱਕ ਕਿ ਕਈ,even multiple
ਸਮ ਸੰਖਿਆ,even number
ਵੀ ਅਜੀਬ ਸਮਰੂਪਤਾ,even odd symmetry
ਵੀ ਕ੍ਰਮ-ਕ੍ਰਮ,even permutation
ਘਟਨਾ,event
ਵੀ ਮਿਆਦ,even term
ਸਹੀ,exact
ਸਹੀ ਚੀ-ਵਰਗ ਟੈਸਟ,exact chi-square test
ਸਹੀ ਅੰਤਰ,exact differential
ਸਹੀ ਸਮੀਕਰਨ,exact equation
ਉਦਾਹਰਨ,example
ਵਟਾਂਦਰਾ,exchange
ਸੰਪੂਰਨ ਘਟਨਾ,exhaustive event
ਮੌਜੂਦਗੀ axiom,existence axiom
ਮੌਜੂਦਗੀ ਦੀ ਸੰਭਾਵਨਾ (= ਇੱਕ ਤਰਜੀਹੀ ਸੰਭਾਵਨਾ),existence probability(= a priori probability)
ਮੌਜੂਦਗੀ ਦਾ ਸਿਧਾਂਤ,existence theorem
exogenous ਵੇਰੀਏਬਲ,exogenous variable
ਵਿਸਥਾਰ,expansion
ਉਮੀਦ ਫੰਕਸ਼ਨ,expectation function
ਉਮੀਦ ਕੀਤੀ ਬਾਰੰਬਾਰਤਾ,expected frequency
ਅਨੁਮਾਨਿਤ ਮੁੱਲ,expected value
ਪ੍ਰਯੋਗ,experiment
ਪ੍ਰਯੋਗਾਤਮਕ ਗਲਤੀ,experimental error
ਵਿਆਖਿਆ,explanation
ਸਪਸ਼ਟ ਸਮੀਕਰਨ,explicit equation
ਸਪੱਸ਼ਟ ਰੂਪ,explicit form
ਸਪਸ਼ਟ ਫੰਕਸ਼ਨ,explicit function
ਸਪੱਸ਼ਟ ਹੱਲ,explicit solution
ਘਾਤਕ,exponent
ਘਾਤਕ ਵਕਰ,exponential curve
ਘਾਤਕ ਘਣਤਾ ਫੰਕਸ਼ਨ,exponential density function
ਘਾਤਕ ਵੰਡ,exponential distribution
ਘਾਤਕ ਸਮੀਕਰਨ,exponential equation
ਘਾਤਕ ਫੰਕਸ਼ਨ,exponential function
ਘਾਤਕ ਵਾਧਾ,exponential growth
ਘਾਤਕ ਕਾਨੂੰਨ,exponential law
ਘਾਤਕ ਨਕਸ਼ਾ,exponential map
ਘਾਤਕ ਲੜੀ,exponential series
ਸਮੀਕਰਨ,expression
ਵਿਸਤ੍ਰਿਤ ਅੰਤਰਾਲ,extended interval
ਵਿਸਤ੍ਰਿਤ ਅਸਲ ਲਾਈਨ,extended real line
ਵਿਸਤ੍ਰਿਤ ਅਸਲ ਨੰਬਰ ਸਿਸਟਮ,extended real number system
ਇੱਕ ਮੈਪਿੰਗ ਦਾ ਵਿਸਥਾਰ,extension of a mapping
ਬਾਹਰੀ ਕੋਣ,exterior angle
ਬਾਹਰੀ ਖੇਤਰ,exterior area
ਬਾਹਰੀ ਬਿੰਦੂ,exterior point
ਬਾਹਰੀ,external
ਰੁਝਾਨ ਮੁੱਲ ਦਾ ਐਕਸਟਰਪੋਲੇਸ਼ਨ,extrapolation of trend value
ਐਕਸਟਰਪੋਲੇਸ਼ਨ ਤਕਨੀਕ,extrapolation technique
ਅਤਿ ਮੁੱਲ,extremal value
ਅਤਿ,extreme
ਅਤਿ ਬਿੰਦੂ,extreme point
ਕਨਵੈਕਸ ਸੈੱਟ ਦਾ ਚਰਮ ਬਿੰਦੂ,extreme point of convex set
ਇੱਕ ਫੰਕਸ਼ਨ ਦੀ ਸੀਮਾ,extremum of a function
ਅਤਿ ਦੀ ਸੰਪਤੀ,extremum property
ਚਿਹਰਾ,face
ਅੰਕਿਤ ਮੁੱਲ,face value
ਕਾਰਕ,factor
ਕਾਰਕ ਵਿਸ਼ਲੇਸ਼ਣ,factor analysis
ਕਾਰਕ,factored
ਕਾਰਕ ਸੰਬੰਧੀ,factorial
ਫੈਕਟੋਰੀਅਲ ਡਿਜ਼ਾਈਨ,factorial design
ਕਾਰਕੀਕਰਨ,factorization
ਫੈਕਟਰੀਜ਼,factorise
ਨਿਰਪੱਖ ਖੇਡ,fair game
ਗਲਤ,FALSE
ਪਰਿਵਾਰ,family
ਚੱਕਰ ਦੇ ਪਰਿਵਾਰ,family of circles
ਪਰਿਵਾਰ ਵਕਰ,family curves
ਫੰਕਸ਼ਨਾਂ ਦਾ ਪਰਿਵਾਰ,family of functions
ਲਾਈਨਾਂ ਦਾ ਪਰਿਵਾਰ,family of lines
ਨਕਲ,facsimile
F-ਵੰਡ,F-distribution
ਸੰਭਵ ਬੁਨਿਆਦੀ ਹੱਲ,feasible basic solution
ਸੰਭਵ ਹੱਲ,feasible solution
ਸੁਝਾਅ,feed back
ਫਰਮੈਟ ਸਿਧਾਂਤ,Fermat principle
ਫਰਮੈਟ ਦਾ ਸਿਧਾਂਤ,Fermat's theorem
ਫਰਮੀ-ਡੀਰਾਕ ਅੰਕੜੇ,Fermi-Dirac statistics
ਫਿਬੋਨਾਚੀ ਨੰਬਰ,Fibonacci number
ਫਿਬੋਨਾਚੀ ਲੜੀ,Fibonacci series
ਖੇਤਰ,field
ਅੰਤਮ ਵੇਗ,final velocity
ਸੀਮਿਤ,finite
ਸੀਮਿਤ ਆਧਾਰ,finite basis
ਸੀਮਿਤ ਦਸ਼ਮਲਵ,finite decimal
ਸੀਮਤ ਅੰਤਰ,finite difference
ਸੀਮਿਤ ਅੰਤਰ ਢੰਗ,finite difference method
ਸੀਮਿਤ ਆਯਾਮੀ,finite dimensional
ਸੀਮਿਤ ਅਯਾਮੀ ਵੈਕਟਰ ਸਪੇਸ,finite dimensional vector space
ਸੀਮਿਤ ਖੇਡ,finite game
ਸੀਮਿਤ ਜਿਓਮੈਟਰੀ,finite geometry
ਸੀਮਿਤ ਇੰਟਰਸੈਕਸ਼ਨ,finite intersection
ਸੀਮਿਤ ਬਹੁਤ ਸਾਰੇ,finite many
ਸੀਮਿਤ ਮਾਰਕੋਵ ਚੇਨ,finite Markov chain
ਸੀਮਿਤਤਾ ਦਾ ਸਬੂਤ,finiteness proof
ਸੀਮਤ ਸੰਖਿਆ,finite number
ਸੀਮਤ ਆਬਾਦੀ,finite population
ਸੀਮਤ ਸੰਭਾਵਨਾ,finite probability
ਸੀਮਿਤ ਲੜੀ,finite series
ਸੀਮਿਤ ਸੈੱਟ,finite set
ਸੀਮਤ ਵੇਗ,finite velocity
ਸੀਮਤ ਵਾਲੀਅਮ,finite volume
ਫਿਟਿੰਗ,fitting
ਕਰਵ ਦੀ ਫਿਟਿੰਗ,fitting of curve
ਸਿੱਧੀ ਲਾਈਨ ਦੀ ਫਿਟਿੰਗ,fitting of straight line
ਸਥਿਰ ਬਿੰਦੂ ਥਿਊਰਮ,fixed point theorem
ਸਥਿਰ ਨਮੂਨਾ,fixed sample
ਉਡਾਣ ਦੀ ਗਤੀ,flight velocity
ਫਲੋਟਿੰਗ ਬਿੰਦੂ ਗਣਿਤ,floating point arithmetic
ਫਲੋਟਿੰਗ ਪੁਆਇੰਟ ਸਿਸਟਮ,floating point system
ਵਹਾਅ ਚਾਰਟ,flow chart
ਵਹਾਅ ਦੀ ਗਤੀ,flow velocity
ਤਰਲ ਗਤੀਸ਼ੀਲਤਾ,fluid dynamics
ਫੋਕਲ,focal
ਫੋਕਲ ਕੋਰਡ,focal chord
ਫੋਕਲ ਦੂਰੀ,focal distance
ਫੋਕਲ ਲੰਬਾਈ,focal length
ਫੋਕਸ,focus
ਪੈਰ,foot
ਲੰਬਕਾਰੀ ਦਾ ਪੈਰ,foot of perpendicular
ਗੰਭੀਰਤਾ ਦੀ ਸ਼ਕਤੀ,force of gravity
ਪੂਰਵ ਅਨੁਮਾਨ,forecasting
ਫਾਰਮੂਲਾ,formula
ਤਿਆਰ ਕਰਨਾ,formulate
ਬਣਤਰ,formulation
ਅੱਗੇ ਫਰਕ,forward difference
ਅੱਗੇ ਇੰਟਰਪੋਲੇਸ਼ਨ,forward interpolation
ਗਣਿਤ ਦੀ ਬੁਨਿਆਦ,foundation of mathematics
ਫੁਰੀਅਰ ਦਾ ਵਿਸ਼ਲੇਸ਼ਣ,Fourier's analysis
ਫੁਰੀਅਰ ਦੀ ਲੜੀ,Fourier's series
ਫੁਰੀਅਰ ਦਾ ਪਰਿਵਰਤਨ,Fourier's transform
ਅੰਸ਼,fraction
ਫਰੈਕਸ਼ਨਲ ਕੋਆਰਡੀਨੇਟ,fractional coordinate
ਅੰਸ਼ਿਕ ਸੰਖਿਆ,fractional number
ਫਰੈਕਸ਼ਨਲ ਪ੍ਰੋਗਰਾਮਿੰਗ,fractional programming
ਮੁਫ਼ਤ ਮਾਰਗ,free path
ਮੁਫ਼ਤ ਵੈਕਟਰ,free vector
ਬਾਰੰਬਾਰਤਾ,frequency
ਬਾਰੰਬਾਰਤਾ ਕਾਲਮ,frequency column
ਬਾਰੰਬਾਰਤਾ ਵਕਰ,frequency curve
