Telugu,Malayalam
డ్రాగన్,ഡ്രാഗൺ
డ్రోమెడిరియన్,ഡ്രോമെഡേറിയൻ
డ్రోమెడరీ,ഡ്രോമെഡറി
డ్రోమండ్,ഡ്രോമണ്ട്
ద్వంద్వ,ഇരട്ട
ద్వంద్వ కూటమి,ഇരട്ട സഖ്യം
ద్వంద్వ ఉద్దేశం,ഡ്യുവൽ എന്റന്റ്
ద్వంద్వ వ్యవస్థ (=ద్వంద్వ ప్రభుత్వం),ഡ്യുവൽ സിസ്റ്റം (=ഇരട്ട സർക്കാർ)
డ్యూక్,ഡ്യൂക്ക്
డూమా,ഡുമ
వామన అవతారం,വാമനാവതാരം
రాజవంశం,രാജവംശം
రాజవంశం,രാജവംശം
డేగ,കഴുകൻ
పెద్ద మనిషి,മൂപ്പൻ
ఎర్ల్,ഏൾ
ఎర్ల్డమ్,എർൾഡം
తొలి గుప్తులు,ആദ്യകാല ഗുപ്തർ
ప్రారంభ (చారిత్రక) సైట్లు,ആദ്യകാല (ചരിത്രപരമായ) സൈറ്റുകൾ
ప్రారంభ వేద కాలం,ആദ്യകാല വേദകാലം
ఎక్లేసియా,എക്ലീസിയ
పునరుద్ధరణ శాసనం,തിരിച്ചടവിന്റെ ശാസന
ఎనిమిది రెట్లు మార్గం,എട്ട് മടക്ക പാത
పెద్దలు,മൂപ്പന്മാർ
పెద్ద రాజనీతిజ్ఞుడు (=జెన్రో),മുതിർന്ന രാഷ്ട്രതന്ത്രജ്ഞൻ (=ജനറോ)
ఏనుగు మేడ,എലിഫന്റ് ഗോഡ്
పదకొండు సంవత్సరాల నిరంకుశత్వం,പതിനൊന്ന് വർഷത്തെ സ്വേച്ഛാധിപത്യം
ఎలిసే (=ఎలీసీ),എലിസെ (=എലിസീ)
ఎన్‌క్లోజర్ ఉద్యమం,എൻക്ലോഷർ പ്രസ്ഥാനം
ఎన్సైక్లికల్,വിജ്ഞാനകോശം
ఎన్సైక్లోపెడిస్ట్ ఉద్యమం,എൻസൈക്ലോപീഡിസ്റ്റ് പ്രസ്ഥാനം
ఎంటెంటే,എന്റന്റെ
ఎంటెంటే కార్డియాల్,എന്റെ ഹൃദയം
సింహాసనం,സിംഹാസനം
పరివారం,പരിവാരം
ఎఫోడ్,എഫോദ്
ఎఫోర్,എഫോർ
పురాణ యుగం,ഇതിഹാസ യുഗം
పురాణ వీరుడు,ഇതിഹാസ നായകൻ
ఎపిగ్రాఫ్,എപ്പിഗ്രാഫ്
ఎపిస్కోపసీ,എപ്പിസ്കോപ്പസി
ఎపిస్కోపేట్,എപ്പിസ്കോപ്പ
ఎపిసోడ్,എപ്പിസോഡ്
యుగం,യുഗം
యుగాన్ని సృష్టించే సంఘటన,യുഗനിർമ്മാണ സംഭവം
యుగపురుషుడు,യുഗനിർമ്മാതാവ്
పేరుపేరు,പേരുനാമം
ఎక్వెరీ,ഇക്വറി
ఎక్వెరీ,ഇക്വറി
గుర్రపుస్వారీ విగ్రహం,കുതിരസവാരി പ്രതിമ
యుగం,യുഗം
ఎర్గస్టులం,എർഗസ്റ്റുലം
యూకారిస్ట్,ദിവ്യബലി
సువార్తవాదం,ഇവാഞ്ചലിസം
సువార్త ఉద్యమం,സുവിശേഷ പ്രസ്ഥാനം
మత ప్రచారకుడు,സുവിശേഷകൻ
Exarch,എക്സാർച്ച്
Exilarch,എക്സിലാർക്ക്
ఫలాంగిస్ట్,ഫലാങ്കിസ്റ്റ്
తండ్రి భూమి,പിതൃഭൂമി
తండ్రి భూమి,പിതൃഭൂമി
ఫెరియాయే,ഫെരിയേ
ఫెటిష్,ഫെറ്റിഷ്
ఫ్యూడల్ హోల్డింగ్స్,ഫ്യൂഡൽ ഹോൾഡിംഗ്സ്
ఫ్యూడలిజం (=ఫ్యూడల్ వ్యవస్థ),ഫ്യൂഡലിസം (=ഫ്യൂഡൽ സമ്പ്രദായം)
భూస్వామ్య వ్యవస్థ,ഫ്യൂഡൽ സമ്പ്രദായം
భూస్వామ్య,ഫ്യൂഡറി
ఫిడే డిఫెన్సర్ (=డిఫెండర్ ఆఫ్ ది ఫెయిత్),ഫിഡെ ഡിഫൻസർ (=വിശ്വാസത്തിന്റെ സംരക്ഷകൻ)
ఫైఫ్,ഫൈഫ്
ఫీల్డ్ సిస్టమ్,ഫീൽഡ് സിസ്റ്റം
పదిహేనవ పన్ను,പതിനഞ്ചാമത്തെ നികുതി
ఫిగర్ హెడ్,ചിത്ര തല
ఫిన్ డి సైకిల్,ഫിൻ ഡി സൈക്കിൾ
అగ్ని తినేవాడు,തീ തിന്നുന്നവൻ
ఫైవ్ మైల్ చట్టం,അഞ്ച് മൈൽ നിയമം
జెండా,പതാക
ఫ్లేమెన్ డయాలిస్,ഫ്ലെമെൻ ഡയാലിസ്
ఫ్లేమెన్ మార్టియాలిస్,ഫ്ലമെൻ മാർട്ടിയാലിസ്
జ్వలించే జ్యోతి,ജ്വലിക്കുന്ന ടോർച്ച്
పార్శ్వము,പാർശ്വഭാഗം
పార్శ్వ కదలిక,ഫ്ലാങ്കിംഗ് ചലനം
వర్ధిల్లుతున్న నాగరికత,അഭിവൃദ്ധി പ്രാപിക്കുന്ന നാഗരികത
ఫ్లూవియలిస్టిక్ నమ్మకం,ഫ്ലൂവിയലിസ്റ്റിക് വിശ്വാസം
జానపద దేవుడు,നാടോടി ദൈവം
జానపద దేవత,നാടോടി ദേവത
జానపద జ్ఞాపకం,നാടോടി ഓർമ്മ
జానపద పురాణం (=జానపదం),നാടോടി മിത്ത് (=നാടോടിക്കഥ)
మేత వెదకడం,തീറ്റ കണ്ടെത്തുന്നു
ఫోరే,ഫോറേ
ముందరివాడు,മുൻഗാമി
పూర్వీకుడు,പൂർവ്വപിതാവ്
ముందున్నవాడు,മുൻഗാമി
చితికిపోయిన ఆశ,കൈവിട്ട പ്രതീക്ഷ
నిర్మాణ దశ,രൂപീകരണ ഘട്ടം
కోట,കോട്ട
కోట,കോട്ടകെട്ടൽ
పటిష్టమైన పట్టణం,ഉറപ്പുള്ള പട്ടണം
కోట,കോട്ട
ఫార్చ్యూనా,ഫോർച്യൂണ
ఫోరమ్ రోమనుమ్,ഫോറം റൊമാനം
ఫ్రాన్సిస్కాన్,ഫ്രാൻസിസ്കൻ
ఫ్రాంక్లిన్,ഫ്രാങ്ക്ലിൻ
భ్రాతృహత్య యుద్ధం,സഹോദരീഹത്യ യുദ്ധം
ఉచిత చర్చి,സ്വതന്ത്ര പള്ളി
ఫ్రీహోల్డర్,ഫ്രീഹോൾഡർ
స్వతంత్ర సైనికుడు,സ്വതന്ത്ര സൈനികൻ
స్వతంత్ర సైనికుడు,സ്വതന്ത്ര സൈനികൻ
ఫ్రీమాన్,ഫ്രീമാൻ
ఫ్రీమాన్,ഫ്രീമാൻ
ఫ్రీపాస్,സൗജന്യ പ്രവേശനം
ఫ్రెంచ్ విప్లవం,ഫ്രഞ്ച് വിപ്ലവം
సన్యాసి,ഫ്രയർ
ఫ్రైసియన్ కిరాయి సైనికులు,ഫ്രാസിയൻ കൂലിപ്പടയാളികൾ
సరిహద్దు మనిషి,അതിർത്തിയിലെ മനുഷ്യൻ
గాలియన్,ഗാലിയൻ
గల్లికన్ (=గల్లికనిస్ట్),ഗാലിക്കൻ (=ഗല്ലിക്കനിസ്റ്റ്)
గల్లికానిజం,ഗാലിക്കനിസം
దండు,ഗാരിസൺ
గౌల్,ഗൗൾ
గాంట్లెట్,ഗൗണ്ട്ലെറ്റ്
గాంట్లెట్,ഗൗണ്ട്ലെറ്റ്
గెజిబో,ഗസീബോ
గెజిబో,ഗസീബോ
గెజిబో,ഗസീബോ
వంశ చరిత్ర,വംശാവലി ചരിത്രം
వంశపారంపర్య రికార్డు,വംശാവലി രേഖ
వంశపారంపర్య పట్టిక,വംശാവലി പട്ടിക
వంశవృక్షం,വംശാവലി വൃക്ഷം
వంశావళి,വംശാവലി
వంశావళి,വംശാവലി
తరం,തലമുറ
మారణహోమం,വംശഹത്യ
అన్యజనుడు,വിജാതീയൻ
అన్యజనుడు,വിജാതീയൻ
అన్యజనుడు,വിജാതീയൻ
అన్యజనుడు,വിജാതീയൻ
ఘెట్టో,ഗെട്ടോ
ఘెట్టో,ഗെട്ടോ
గిబ్బెట్,ഗിബെറ്റ്
గిల్డ్ (=గిల్డ్),ഗിൽഡ് (=ഗിൽഡ്)
గ్లాడియేటర్,ഗ്ലാഡിയേറ്റർ
అద్భుతమైన విప్లవం,മഹത്തായ വിപ്ലവം
గోల్డెన్ హోర్డ్,ഗോൾഡൻ ഹോർഡ്
మహా కూటమి,മഹാസഖ്യം
గ్రాండీ,ഗ്രാൻഡീ
గ్రాండ్ సిగ్నర్,ഗ്രാൻഡ് സിഗ്നർ
గ్రాండ్ సిగ్నర్,ഗ്രാൻഡ് സിഗ്നർ
గొప్ప అంతర్యుద్ధం,മഹത്തായ ആഭ്യന്തരയുദ്ധം
గొప్ప నిష్క్రమణ (బుద్ధుని),മഹത്തായ പുറപ്പാട് (ബുദ്ധന്റെ)
గ్రేటర్ ఇండియా,ഗ്രേറ്റർ ഇന്ത്യ
గ్రేట్ హెల్లాస్,ഗ്രേറ്റ് ഹെല്ലസ്
గ్రేట్ హోర్డ్,വലിയ സംഘം
గొప్ప పరిత్యాగం (=గొప్ప నిష్క్రమణ),മഹത്തായ ത്യാഗം (=വലിയ പുറപ്പാട്)
గొప్ప ముద్ర,വലിയ മുദ്ര
గ్రేట్ ట్రాక్,വലിയ ട്രാക്ക്
గొప్ప వాహనం,വലിയ വാഹനം
గ్రేట్ వాల్ ఆఫ్ చైనా,ചൈനീസ് വന്മതില്
గ్రీవ్,ഗ്രേവ്
గార్డ్-ఛాంబర్,ഗാർഡ് ചേംബർ
గార్డ్-ఛాంబర్,ഗാർഡ് ചേംബർ
గార్డ్-ఛాంబర్,ഗാർഡ് ചേംബർ
గుప్తులు,ഗുപ്തർ
హాజియోగ్రఫీ,ഹാജിയോഗ്രാഫി
హాజియోగ్రఫీ,ഹാജിയോഗ്രാഫി
హగియాలజీ,ഹാജിയോളജി
హగియాలజీ,ഹാജിയോളജി
ప్రైవేట్ ప్రేక్షకుల హాల్,സ്വകാര്യ പ്രേക്ഷകരുടെ ഹാൾ
పబ్లిక్ ప్రేక్షకుల హాల్,പൊതു പ്രേക്ഷകരുടെ ഹാൾ
హాచ్మెంట్,ഹാച്ച്മെന്റ്
హీతేన్,ഹീതൻ
హీతేన్,ഹീതൻ
హీతేనిజం,ഹീതനിസം
హెగిరా (హెజెరా),ഹെഗിറ (ഹെജേര)
హెలెనిజం,ഹെല്ലനിസം
హెలట్,ഹെലോട്ട്
హెరాల్డ్రీ,ഹെറാൾഡ്രി
వారసత్వం,പൈതൃകം
చిత్రలిపి సరళ అక్షరాలు,ഹൈറോഗ്ലിഫിക് ലീനിയർ പ്രതീകങ്ങൾ
చిత్రలిపి స్క్రిప్ట్,ഹൈറോഗ്ലിഫിക് ലിപി
హై చర్చి,ഉയർന്ന പള്ളി
హై ల్యాండర్,ഉയർന്ന ലാൻഡർ
హిందూమతం,ഹിന്ദുമതം
చరిత్రకారుడు,ചരിത്രകാരൻ
చరిత్రకారుడు,ചരിത്രകാരൻ
చారిత్రక భౌతికవాదం,ചരിത്രപരമായ ഭൗതികവാദം
చారిత్రక యుగం,ചരിത്ര യുഗം
చారిత్రక సరిహద్దు,ചരിത്രപരമായ അതിർത്തി
చరిత్రకారుడు,ചരിത്രകാരൻ
చరిత్రకారుడు,ചരിത്രകാരൻ
చరిత్ర చరిత్ర,ചരിത്രരചന
చరిత్ర చరిత్ర,ചരിത്രരചന
చరిత్ర,ചരിത്രം
హిట్టైట్ సామ్రాజ్యం,ഹിറ്റൈറ്റ് സാമ്രാജ്യം
పవిత్ర కూటమి,വിശുദ്ധ സഖ്യം
పవిత్ర నగరం,വിശുദ്ധ നഗരം
పవిత్ర నగరం,വിശുദ്ധ നഗരം
పవిత్ర భూమి,പുണ്യ സ്ഥലം
పవిత్ర భూమి,പുണ്യ സ്ഥലം
హోలీ లీగ్,ഹോളി ലീഗ്
హోలీ లీగ్,ഹോളി ലീഗ്
పవిత్ర రోమన్ సామ్రాజ్యం (=సామ్రాజ్యం),വിശുദ്ധ റോമൻ സാമ്രാജ്യം (= സാമ്രാജ്യം)
పవిత్ర సముద్రం,വിശുദ്ധ കടൽ
పవిత్ర సముద్రం,വിശുദ്ധ കടൽ
పవిత్ర యుద్ధం,വിശുദ്ധ യുദ്ധം
పవిత్ర యుద్ధము,വിശുദ്ധ യുദ്ധം
హోం ప్రభుత్వం,ആഭ്യന്തര സർക്കാർ
హోంగార్డు,ഹോം ഗാർഡ്
జన్మభూమి,സ്വദേശം
గృహ నియమం,ഹോം റൂൾ
హోమ్ రూల్,ഹോം റൂൾ
గుంపు,കൂട്ടം
గుంపు,കൂട്ടം
శత్రు దేశం,ശത്രു രാജ്യം
శత్రుభూమి,ശത്രു ഭൂമി
వేడి ముసుగులో,ചൂടുള്ള പിന്തുടരൽ
ఇల్లు,വീട്
ఇల్లు,വീട്
హౌస్ ఆఫ్ కామన్స్,പ്രജാസഭ
హౌస్ ఆఫ్ లార్డ్స్,ഹൗസ് ഓഫ് ലോർഡ്സ്
ప్రతినిధుల సభ,പ്രതിനിധി സഭ
హ్యూగ్నోట్స్,ഹ്യൂഗനോട്ടുകൾ
మానవతావాదం,മാനവികത
మానవతావాది,ഹ്യൂമനിസ്റ്റ്
హండ్రెడ్ యెస్సర్స్ వార్,നൂറ് യെസ്സർ യുദ്ധം
హంకర్,ഹങ്കർ
ఇబాదత్ ఖానా (ఆరాధనా గృహం),ഇബാദത്ത് ഖാന (ആരാധനാലയം)
ఐకానోక్లాస్ట్,ഐക്കണോക്ലാസ്റ്റ്
విగ్రహారాధకుడు,വിഗ്രഹാരാധകൻ
ఇలాహి యుగం,ഇലാഹി യുഗം
చట్టవిరుద్ధమైన యుద్ధం,നിയമവിരുദ്ധ യുദ്ധം
ప్రకాశవంతమైన మాన్యుస్క్రిప్ట్,പ്രകാശിതമായ കൈയെഴുത്തുപ്രതി
ఇలస్ట్రేటెడ్ మాన్యుస్క్రిప్ట్,ചിത്രീകരിച്ച കൈയെഴുത്തുപ്രതി
ఇలస్ట్రేటెడ్ మాన్యుస్క్రిప్ట్,ചിത്രീകരിച്ച കൈയെഴുത്തുപ്രതി
ఇమామ్ (ఇమ్మామ్),ഇമാം (ഇമ്മൂം)
ఇమామత్,ഇമാമത്ത്
ఇమామత్,ഇമാമത്ത്
ఇమాంబరః,ഇമാംബരഃ
ఇంపీరియల్,ഇംപീരിയൽ
ఇంపీరియల్ నగరం,സാമ്രാജ്യത്വ നഗരം
సామ్రాజ్యవాదం,സാമ്രാജ്യത്വം
ఇంపీరియల్ ప్రాధాన్యత,സാമ്രാജ്യത്വ മുൻഗണന
అసంబద్ధం,അപ്രമാദിത്വം
మోసగాడు,വഞ്ചകൻ
జైలు శిక్ష,തടവ്
జైలు శిక్ష,തടവ്
చొరబాటు,കടന്നുകയറ്റം
చొరబాటుదారుడు,നുഴഞ്ഞുകയറ്റക്കാരൻ
స్వాతంత్ర్యం,സ്വാതന്ത്ര്യം
స్వాతంత్ర్య దినోత్సవం,സ്വാതന്ത്യദിനം
ఇండిపెండెన్స్ హాల్,ഇൻഡിപെൻഡൻസ് ഹാൾ
ఇండియన్ అమెరియన్ (=రెడ్ ఇండియన్=అమెరికన్ ఇండియన్),ഇന്ത്യൻ അമേരിയൻ (=റെഡ് ഇന്ത്യൻ=അമേരിക്കൻ ഇന്ത്യൻ)
ఇండియన్ హోమ్ రూల్ లీగ్,ഇന്ത്യൻ ഹോം റൂൾ ലീഗ്
పారిశ్రామిక విప్లవం,വ്യവസായ വിപ്ലവം
అవిశ్వాసం,അവിശ്വാസി
అవిశ్వాసం,അവിശ്വാസി
చొరబాటు,നുഴഞ്ഞുകയറ്റം
చొరబాటుదారుడు,നുഴഞ്ഞുകയറ്റക്കാരൻ
సమాచారం ఇచ్చేవాడు,വിവരദാതാവ്
సమాచారం ఇచ్చేవాడు,വിവരദാതാവ്
ఇన్ఫార్మర్,വിവരദാതാവ്
ఇన్ఫార్మర్,വിവരദാതാവ്
ప్రవేశము,പ്രവേശനം
ప్రవేశము,പ്രവേശനം
ప్రవేశము,പ്രവേശനം
నివాసం,താമസസ്ഥലം
నివాసి,നിവാസി
వారసత్వం,അനന്തരാവകാശം
వారసత్వం,അനന്തരാവകാശം
వారసత్వం,അനന്തരാവകാശം
శాసనం,ലിഖിതം
చిహ్నము,ചിഹ്നം
ప్రవేశ పరికరం,പ്രവേശന ഉപകരണം
ప్రభుత్వ సాధనం,സർക്കാരിന്റെ ഉപകരണം
తిరుగుబాటు (తిరుగుబాటు),കലാപം (കലാപം)
తిరుగుబాటుదారుడు,വിമതൻ
తిరుగుబాటు,കലാപം
తిరుగుబాటు,കലാപം
అనుసంధానం,സംയോജനം
రికార్డుల సమగ్రత,രേഖകളുടെ സമഗ്രത
రాష్ట్రాల సమగ్రత,സംസ്ഥാനങ്ങളുടെ സമഗ്രത
మేధావి (ఇంటెలిజెంట్జియా),ബുദ്ധിജീവി (ഇന്റലിജന്റ്സിയ)
మధ్యవర్తిత్వం,മദ്ധ്യസ്ഥത
మధ్యవర్తి,മദ്ധ്യസ്ഥൻ
మధ్యవర్తి,ഇടനിലക്കാരൻ
అంతర్జాతీయవాదం,അന്തർദേശീയത
అంతర్జాతీయవాదం,അന്തർദേശീയത
అంతర్జాతీయవాది,അന്താരാഷ്ട്രവാദി
అంతర్గత యుద్ధం,ആഭ്യന്തര യുദ്ധം
ఇంటర్నీ,ഇന്റേണി
ఇంటర్నీ,ഇന്റേണി
ఇంటర్నీ క్యాంపు,ഇന്റേണി ക്യാമ്പ്
ఇంటర్న్మెంట్,അന്തേവാസി
ఇంటర్న్మెంట్,അന്തേവാസി
ఇంటర్న్మెంట్,അന്തേവാസി
ఇంటర్నేషనల్,ഇന്റർന്യൂൺസിയോ
వ్యాఖ్యాత,വ്യാഖ്യാതാവ്
వ్యాఖ్యాత,വ്യാഖ്യാതാവ്
వ్యాఖ్యాత,വ്യാഖ്യാതാവ്
జోక్యం,ഇടപെടൽ
ఇంటస్టేసి,ഇന്റസ്റ്റസി
పేగు,ഇൻറസ്റ്റേറ്റ്
చమత్కారం,കുതന്ത്രം
చొరబాటుదారుడు,നുഴഞ്ഞുകയറ്റക്കാരൻ
చొరబాటుదారుడు,നുഴഞ്ഞുകയറ്റക്കാരൻ
చొరబాటు,നുഴഞ്ഞുകയറ്റം
దండయాత్ర,അധിനിവേശം
దండయాత్ర,അധിനിവേശം
పెట్టుబడి,നിക്ഷേപിക്കുക
పెట్టుబడి,നിക്ഷേപിക്കുക
పెట్టుబడి,നിക്ഷേപിക്കുക
పెట్టుబడి,നിക്ഷേപിക്കുക
పెట్టుబడి,നിക്ഷേപം
పెట్టుబడి,നിക്ഷേപം
పెట్టుబడి,നിക്ഷേപം
పెట్టుబడి వేడుక,നിക്ഷേപ ചടങ്ങ്
జాతీయతతో పెట్టుబడి పెట్టండి,ദേശീയതയോടെ നിക്ഷേപിക്കുക
ఇన్విన్సిబుల్ ఆర్మడ,അജയ്യമായ അർമാഡ
ఉల్లంఘన (రాష్ట్రం),ലംഘനം (സംസ്ഥാനത്തിന്റെ)
ఉల్లంఘించిన స్థితి,ലംഘിക്കുന്ന അവസ്ഥ
అభేద్యమైన కోట,അഭേദ്യമായ കോട്ട
ఇనుప యుగం,ഇരുമ്പ് യുഗം
ఇనుప తెర,ഇരുമ്പു മറ
ఐరన్ గార్డ్,ഇരുമ്പ് കാവൽ
ఇనుము రేషన్లు,ഇരുമ്പ് റേഷൻ
ఇనుప వైపులా,ഇരുമ്പ് വശങ്ങൾ
ఇనుప చిట్కా బాణం,ഇരുമ്പ് ടിപ്പുള്ള അമ്പ്
ఇస్త్మియన్ ఆటలు,ഇസ്ത്മിയൻ ഗെയിമുകൾ
జానిసరీ,ജാനിസറി
కాపలాదారు,കാവൽക്കാരൻ
కాపలాదారు,കാവൽക്കാരൻ
జావెలిన్,ജാവലിൻ
జిమ్ క్రో చట్టాలు,ജിം ക്രോ നിയമങ്ങൾ
జింగో,ജിങ്കോ
జింగో,ജിങ്കോ
జింగో,ജിങ്കോ
జింగోయిజం,ജിങ്കോയിസം
ఉమ్మడి చర్య,സംയുക്ത പ്രവർത്തനം
ఉమ్మడి నియంత్రణ,സംയുക്ത നിയന്ത്രണം
ఉమ్మడి ఆక్యుపెన్సీ,ജോയിന്റ് ഒക്യുപെൻസി
జ్యూరీ,ജൂറി
కారణం మాత్రమే,വെറും വ്യവഹാരം
ఉంచండి,സൂക്ഷിക്കുക
ఆర్కైవ్స్ కీపర్,ആർക്കൈവ്സ് സൂക്ഷിപ്പുകാരൻ
కెటిల్-డ్రమ్,കെറ്റിൽ-ഡ്രം
కీలక పదం,പ്രധാന വാക്ക്
రాజు,രാജാവ്
రాజ్యం,രാജ്യം
కింగ్లెట్,കിംഗ്ലെറ്റ്
కింగ్ మేకర్,കിംഗ് മേക്കർ
రాజ్యాధికారం,രാജത്വം
రాజ్యాధికారం,രാജത്വം
కిచెన్ క్యాబినెట్,അടുക്കള കാബിനറ്റ്
నైట్,നൈറ്റ്
రాజ్యం,രാജത്വം
కింగ్స్ హాస్పిటల్స్,കിംഗ്സ് ഹോസ്പിറ്റലർമാർ
నైట్స్ ఆఫ్ సెయింట్ జాన్,നൈറ്റ്സ് ഓഫ് സെന്റ് ജോൺ
నైట్ టెంప్లర్,നൈറ്റ് ടെംപ്ലർ
కు క్లక్స్ క్లాన్ (KKK),കു ക്ലക്സ് ക്ലാൻ (കെകെകെ)
కుమింటాంగ్,കുമിൻതാങ്
లౌకికత్వం,അല്മായ
లాన్స్,ലാൻസ്
లాన్సర్,ലാൻസർ
తరువాత గుప్తులు,പിന്നീട് ഗുപ്തർ
చట్టబద్ధమైన వారసుడు,നിയമാനുസൃത അവകാശി
చట్టవిరుద్ధం (=అక్రమం),നിയമലംഘനം (=അസ്വാസ്ഥ്യം)
చట్టవిరుద్ధం (=అక్రమం),നിയമലംഘനം (=അസ്വാസ്ഥ്യം)
చట్ట ప్రభువులు,നിയമപ്രഭുക്കൾ
భక్తి చట్టం,ഭക്തി നിയമം
దేశముల సమాహారం,ലീഗ് ഓഫ് നേഷൻസ്
లెగసీ (=బిక్వెస్ట్),പാരമ്പര്യം (=വസ്വിയ്യത്ത്)
లెగసీ (=బిక్వెస్ట్),പാരമ്പര്യം (=വസ്വിയ്യത്ത്)
చట్టపరమైన వారసుడు,നിയമപരമായ അവകാശി
చట్టబద్ధత,നിയമാനുസൃതം
చట్టబద్ధత,നിയമാനുസൃതം
చట్టబద్ధత,നിയമാനുസൃതം
లెజెండ్,ഇതിഹാസം
లెజెండ్,ഇതിഹാസം
లెజియన్,ലെജിയൻ
లెజియన్,ലെജിയൻ
లెజియన్ ఆఫ్ ఆనర్,ലീജിയൻ ഓഫ് ഓണർ
లెస్ మెజెస్టి (=లెస్ మెజెస్టే),ലെസ് മഹിമ (=ലെസെ മഹിമ)
తక్కువ రాష్ట్రాలు,കുറഞ്ഞ സംസ്ഥാനങ്ങൾ
విశ్వసనీయత లేఖలు,വിശ്വാസപത്രങ്ങൾ
లీజ్-లార్డ్,ലീജ്-പ്രഭു
లీజ్ మనిషి,ലീജ് മനുഷ്യൻ
లీజ్ మనిషి,ലീജ് മനുഷ്യൻ
జీవిత ఖైదు,ജീവപര്യന്തം തടവ്
వంశం,വംശാവലി
లిటిల్ ఇంగ్లాండు,ചെറിയ ഇംഗ്ലണ്ടുകാരൻ
చిన్న వాహనం (=తక్కువ వాహనం),ചെറിയ വാഹനം (=കുറവ് വാഹനം)
లిటోరల్ రాష్ట్రం,തീരദേശ സംസ്ഥാനം
ప్రార్ధనలు,ആരാധനക്രമങ്ങൾ
ప్రార్ధన,ആരാധനാക്രമം
స్థానిక విధేయత,പ്രാദേശിക വിധേയത്വം
స్థానిక-స్వయం ప్రభుత్వం,തദ്ദേശ സ്വയംഭരണം
సుదీర్ఘ పార్లమెంటు,നീണ്ട പാർലമെന്റ്
తక్కువ దేశాలు,താഴ്ന്ന രാജ്യങ്ങൾ
విశ్వాసపాత్రుడు,വിശ്വസ്തൻ
విధేయత,സത്യസന്ധത
మాకియవెల్లియన్ విధానం,മച്ചിയവെല്ലിയൻ നയം
మాగ్నా కార్టా,മാഗ്ന കാർട്ട
మాగ్నమ్ కన్సిలియం,മാഗ്നം കൺസിലിയം
మలం నిషేధం,മലം നിരോധനം
మాండమస్,മന്ദമസ്
ఆదేశం,ജനവിധി
"ఆదేశం, తరగతి &#39;A&#39;","മാൻഡേറ്റ്, ക്ലാസ് &#39;എ&#39;"
"ఆదేశం, తరగతి &#39;B&#39;","മാൻഡേറ്റ്, ക്ലാസ് &#39;ബി&#39;"
"ఆదేశం, తరగతి &#39;సి&#39;","മാൻഡേറ്റ്, ക്ലാസ് &#39;സി&#39;"
ఆదేశ వ్యవస్థ,മാൻഡേറ്റ് സിസ്റ്റം
తప్పనిసరి స్థితి,നിർബന്ധിത സംസ്ഥാനം
మాంగోనెల్,മാങ്കണൽ
మేనిఫెస్టో,മാനിഫെസ്റ്റോ
యుక్తులు,കുതന്ത്രങ്ങൾ
మ్యాన్ ఆఫ్ వార్,മാൻ-ഓഫ്-വാർ
మనోర్,മനോർ
మనోర్,മനോർ
మానవ శక్తి,മനുഷ്യശക്തി
మానవ శక్తి,മനുഷ്യശക്തി
మాన్యుమిషన్,മനുമിഷൻ
మనుమిత్,മനുമിത്
మాన్యుస్క్రిప్ట్,കൈയെഴുത്തുപ്രതി
మాన్యుస్క్రిప్ట్,കൈയെഴുത്തുപ്രതി
మాన్యుస్క్రిప్ట్,കൈയെഴുത്തുപ്രതി
మారౌడర్,കൊള്ളക്കാരൻ
సముద్ర బెల్ట్,മാരിടൈം ബെൽറ്റ്
సముద్ర నాగరికత,സമുദ്ര നാഗരികത
సముద్ర జెండా,സമുദ്ര പതാക
సముద్ర శక్తులు,സമുദ്ര ശക്തികൾ
సముద్ర సార్వభౌమాధికారం,സമുദ്ര പരമാധികാരം
సముద్ర యుద్ధం,സമുദ്ര യുദ്ധം
మార్క్విస్,മാർക്വിസ്
మార్క్విసేట్,മാർക്വിസേറ്റ്
మార్షల్ లా,പട്ടാള നിയമം
మార్షల్ రేసులు,ആയോധന മത്സരങ്ങൾ
అమరవీరుడు,രക്തസാക്ഷി
నరమేధం,കൂട്ടക്കൊല
మాస్ యుక్తి,കുതന്ത്രത്തിന്റെ മാസ്സ്
మాస్టర్-ఎట్-ఆర్మ్స్,മാസ്റ്റർ-അറ്റ്-ആംസ്
మాస్టర్ ఆఫ్ వేడుకలు,ആചാര്യൻ
ఇంటి యజమాని,ഗൃഹനാഥൻ
మాస్టర్ ఆఫ్ ది హార్స్,മാസ്റ്റർ ഓഫ് ദി ഹോഴ്സ്
మాస్టర్ ఆఫ్ ది రోల్స్,റോളുകളുടെ മാസ്റ്റർ
మ్యాచ్,പൊരുത്തം
మ్యాచ్,പൊരുത്തം
అగ్గిపెట్టె,മാച്ച്ലോക്ക്
వైవాహిక మైత్రి,വിവാഹബന്ധം
మధ్యధరా శక్తులు,മെഡിറ്ററേനിയൻ ശക്തികൾ
మెన్షెవిక్,മെൻഷെവിക്
కిరాయి సైన్యం,കൂലിപ്പടയാളി സൈന്യം
కిరాయి సైనికుడు,കൂലിപ്പണിക്കാരൻ
వ్యాపారి,വ്യാപാരി
మధ్య యుగాలు,മധ്യ കാലഘട്ടം
మధ్యప్రాచ్యం,മിഡിൽ ഈസ്റ്റ്
మధ్య మార్గము,മധ്യഭാഗം
మధ్య మార్గం,മധ്യ പാത
