Odiya,Tamil
ଫ୍ଲେମିସ୍ ବନ୍ଧନ |,பிளெமிஷ் பிணைப்பு
ଫ୍ଲାସ୍,ஒளிரும்
ଚମତ୍କାର ଷ୍ଟ୍ରିମ୍ |,பளிச்சிடும் ஓடை
ଫ୍ଲାଟ ଛାତ |,தட்டையான கூரை
ଫ୍ଲେଚେ,Fleche
ଫ୍ଲେମିସ୍ ବଗିଚା କାନ୍ଥ ବନ୍ଧ |,பிளெமிஷ் தோட்ட சுவர் பிணைப்பு
ଫ୍ଲିଣ୍ଟ |,பிளின்ட்
ଫ୍ଲିଣ୍ଟ କାନ୍ଥ |,பிளின்ட் சுவர்
ଭାସମାନ ଚଟାଣ |,மிதக்கும் தளம்
ଫ୍ଲୋକ୍ୟୁଲେସନ୍ |,ஃப்ளோக்குலேஷன்
ଫ୍ଲୋକ୍ୟୁଲେସନ୍ ସୀମା |,ஃப்ளோகுலேஷன் வரம்பு
ଫ୍ଲୋକ୍ୟୁଲେସନ୍ ଅନୁପାତ |,ஃப்ளோகுலேஷன் விகிதம்
ଫ୍ଲୋକ୍ୟୁଲ୍ସ |,ஃப்ளோக்குல்ஸ்
ଚଟାଣ,தரை
ଚଟାଣ ସିଲ୍ |,மாடி முத்திரை
ପ୍ରବାହ,ஓட்டம்
ଅସ୍ଥିରତା |,ஏற்ற இறக்கம்
ଫୁଟିଂ,காலடி
ଫାଉଣ୍ଡେସନ୍,அறக்கட்டளை
ମାଗଣା ପତନ ବାରୋ ଟପିଙ୍ଗ୍ ମିକ୍ସର୍ |,இலவச வீழ்ச்சி பாரோ டாப்பிங் மிக்சர்
ମାଗଣା ପତନ ମିକ୍ସର୍ (ଡ୍ରମ୍ ପ୍ରକାର),இலவச வீழ்ச்சி கலவை (டிரம் வகை)
ମାଗଣା ପଥର |,இலவச கல்
ଫ୍ରେଶେଟ୍ |,புதியது
ଘର୍ଷଣ ଗଦା |,உராய்வு குவியல்
ବେଙ୍ଗ,தவளை
ଗେବୁଲ୍ |,கேபிள்
ଗାବଲେଟ୍ |,கேப்லெட்
ଗାମ୍ବ୍ରେଲ୍ ଛାତ |,சூதாட்ட கூரை
ଗେଜ୍,அளவீடு
ଗଗିଂ ବିଭାଗ |,அளவிடும் பிரிவு
ଗଗିଂ ଷ୍ଟେସନ୍ |,அளவிடும் நிலையம்
ସାଧାରଣ ଅବସ୍ଥାନ ଯୋଜନା |,பொதுவான இருப்பிடத் திட்டம்
ସାଧାରଣ ଭେଣ୍ଟିଲେସନ୍ |,பொது காற்றோட்டம்
ଜି ରାଶି କିମ୍ବା ଗଲି ରାଶି |,G அடிவானம் அல்லது gley அடிவானம்
ଗ୍ଲାସିଆଲ୍ ପର୍ଯ୍ୟନ୍ତ,வரை பனிப்பாறை
ଗ୍ନିସ୍ |,Gneiss
ଦ୍ରବ୍ୟ ପ୍ରାଙ୍ଗଣ,பொருட்கள் முற்றம்
ଗ୍ରେଡିଏଣ୍ଟ୍ ପ୍ରତିରୋଧ |,சாய்வு எதிர்ப்பு
ଗ୍ରାନାଇଟ୍ |,கிரானைட்
ଗ୍ରାନୁଲାର୍ ଗଠନ |,சிறுமணி அமைப்பு
ଗ୍ରାନୁଲେସନ୍ |,குருணையாக்கம்
ଗ୍ରାନୁଲ୍ |,சிறுமணி
ମାଧ୍ୟାକର୍ଷଣ ଜଳ ମୁକ୍ତ ଜଳ |,ஈர்ப்பு நீர் இல்லாத நீர்
ମାଧ୍ୟାକର୍ଷଣ ପ୍ରାଙ୍ଗଣ |,ஈர்ப்பு முற்றம்
ମହାନ ମାଟି ଗୋଷ୍ଠୀ |,பெரிய மண் குழு
ଗ୍ରିଲେଜ୍ ଫାଉଣ୍ଡେସନ୍ |,கிரில்லேஜ் அடித்தளம்
ଗ୍ରାଉଣ୍ଡ ହ୍ୟାଣ୍ଡ ମୋଲିଡିଂ |,தரையில் கை மோல்டிங்
ଗ୍ରୁପ୍ ଡକ୍ |,குழுவாக்கப்பட்ட கப்பல்துறை
ଗୋଷ୍ଠୀ ଗୃହ,குழு வீடுகள்
ଅତିଥି ଗୃହ,விருந்தினர் அறை
ଗୁଟର୍ |,சாக்கடை
ଗୁଟର ଧାରକ |,சாக்கடை சுமப்பவர்
ଗୁଟର ଯାଞ୍ଚ |,கால்வாய் சோதனை
ହାମର ଡ୍ରେସିଂ |,சுத்தி அலங்காரம்
ହାରବର୍,துறைமுகம்
ଆଶ୍ରୟସ୍ଥଳ,புகலிடத் துறைமுகம்
ହାର୍ଡ ପ୍ୟାନ |,கடினமான பான்
ହେଡର୍,தலைப்பு
ହେଡର୍ ବଣ୍ଡ୍ |,தலைப்பு பத்திரம்
ହେଡର୍ ପାଠ୍ୟକ୍ରମ,தலைப்பு பாடநெறி
ହେଡ୍ ଗେଟ୍ ଗଠନ |,தலை வாயில் அமைப்பு
କେନାଲର ମୁଖ୍ୟ |,கால்வாயின் தலைவர்
ମୁଖ୍ୟ ନିୟନ୍ତ୍ରକ |,தலைமை சீராக்கி
ହେରିଙ୍ଗ ହାଡ ବନ୍ଧନ |,ஹெர்ரிங் எலும்பு பிணைப்பு
ହୃଦୟ,இதயம்
ଓଦା ଗରମ |,ஈரமாக்கும் வெப்பம்
ଉଚ୍ଚ ଆଲୁମିନା ସିମେଣ୍ଟ |,உயர் அலுமினா சிமெண்ட்
ହିପ୍,இடுப்பு
ହିପ୍ କ୍ୟାପିଙ୍ଗ୍ |,ஹிப் கேப்பிங்
ହିପ୍ ଶେଷ,இடுப்பு முனை
ହୁଡ୍ |,ஹூட்
ହୁଡ୍ ମୋଲିଡିଂ |,ஹூட் மோல்டிங்
ହୁକର ନିୟମ |,ஹூக்கின் சட்டம்
ଲୁହା ହୁପ୍ |,வளைய இரும்பு
ରାଶି,அடிவானம்
ଆର୍ଦ୍ରତା,ஈரப்பதமாக்குதல்
"ଆର୍ଦ୍ରତା, ସଂପୂର୍ଣ୍ଣ |","ஈரப்பதம், முழுமையானது"
"ଆର୍ଦ୍ରତା, ଆପେକ୍ଷିକ |","ஈரப்பதம், உறவினர்"
ହମ୍ପ୍ ୟାର୍ଡ |,ஹம்ப் யார்டு
ହାଇଡ୍ରୋଲିକ୍ ଚାପ |,ஹைட்ராலிக் அழுத்தம்
ହାଇଡ୍ରେସନ୍ |,நீரேற்றம்
ହାଇଡ୍ରୋଲାଇସିସ୍ |,நீராற்பகுப்பு
ହାଇଡ୍ରୋଲାଇଟିକ୍ ଅମ୍ଳତା |,ஹைட்ரோலைடிக் அமிலத்தன்மை
ହାଇଡ୍ରୋମୋର୍ଫିକ୍ ମାଟି |,ஹைட்ரோமார்பிக் மண்
ହାଇଡ୍ରୋଫିଲିକ୍ କୋଲଏଡ୍ |,ஹைட்ரோஃபிலிக் கொலாய்டு
ହାଇଡ୍ରୋଫୋବିକ୍ କୋଲଏଡ୍ |,ஹைட்ரோபோபிக் கொலாய்டு
ହାଇଡ୍ରୋଷ୍ଟାଟିକ୍ ଚାପ ଅନୁପାତ |,ஹைட்ரோஸ்டேடிக் அழுத்தம் விகிதம்
ହାଇଗ୍ରୋସ୍କାପ୍ଟିକ୍ କୋଏଫିସିଏଣ୍ଟ୍ |,ஹைக்ரோஸ்காப்டிக் குணகம்
ହାଇଗ୍ରୋସ୍କୋପିକ୍ ଆର୍ଦ୍ରତା |,ஹைக்ரோஸ்கோபிக் ஈரப்பதம்
ହାଇଡ୍ରୋସ୍କୋପିକ୍ଟି |,ஹைட்ரோஸ்கோபிசிட்டி
ହାଇଗ୍ରୋସ୍କୋପିକ୍ ଆର୍ଦ୍ରତା |,ஹைக்ரோஸ்கோபிக் ஈரப்பதம்
ହାଇପରବାରିକ୍ ଚାମ୍ବର |,ஹைபர்பேரிக் அறை
ହାଇପରଷ୍ଟାଟିକ୍ ଫ୍ରେମ୍ |,ஹைப்பர்ஸ்டேடிக் சட்டகம்
ହାଇପୋସୋମିଟର |,ஹைப்சோமீட்டர்
ଆଲୋକ,வெளிச்சம்
ଇମ୍ବିବେସନ୍ ଆର୍ଦ୍ରତା |,உட்புகுதல் ஈரப்பதம்
ଅପରିପକ୍ୱ ମାଟି |,முதிர்ச்சியடையாத மண்
ପ୍ରଭାବିତ ଡକ୍ |,சிறைபிடிக்கப்பட்ட கப்பல்துறை
ଜମି ରାଜସ୍ୱ ବୃଦ୍ଧି,நில வருவாய் அதிகரிப்பு
ସ୍ Independ ାଧୀନ ସ୍କାଫୋଲ୍ଡ |,சுதந்திர சாரக்கட்டு
ପ୍ରେରିତ |,உள்வாங்கப்பட்டது
ପ୍ରାରମ୍ଭିକ ସମ୍ମାନ,ஆரம்ப அழுத்த அழுத்தம்
ପ୍ରାରମ୍ଭିକ ଟେନସନ |,ஆரம்ப பதற்றம்
ଆଭ୍ୟନ୍ତରୀଣ ଜଳପଥ ବନ୍ଦର |,உள்நாட்டு நீர்வழி துறைமுகம்
ଇନସୁଲେଟିଂ ବୋର୍ଡ |,காப்பு பலகை
ମଧ୍ୟବର୍ତ୍ତୀ ବନ୍ଦର |,இடைநிலை துறைமுகம்
ଆଭ୍ୟନ୍ତରୀଣ ଘର୍ଷଣ |,உள் உராய்வு
ଇଣ୍ଟ୍ରାଜୋନାଲ ମାଟି |,உள் மண்டல மண்
ଆଇନ୍,அயன்
ଆଇନ୍ ବିନିମୟ |,அயன் பரிமாற்றம்
ଲୁହା ପ୍ୟାନ |,இரும்பு சட்டி
ଜଳସେଚିତ ଜମି |,பாசன நிலம்
ଜଳସେଚନ,நீர்ப்பாசனம்
ଜଳସେଚନ ବନ୍ଦ,பாசன செஸ்
ଜାମ୍,ஜம்ப்
ଜୋଗଲ୍ |,தள்ளாட்டம்
ଜୋଗଲ୍ ପିନ୍ |,ஜாக்கிள் முள்
ଜୁଲେ |,ஜூல்
ଜମ୍ପର୍ |,குதிப்பவர்
କିଲୋଗ୍ରାମ |,கிலோகிராம்
କିଲୋଗ୍ରାମ ଫୋର୍ସ |,கிலோகிராம் படை
କିଲୋଗ୍ରାମ ଫୋର୍ସ ମିଟର |,கிலோகிராம் விசை மீட்டர்
କିଲୋୱାଟ ଘଣ୍ଟା |,கிலோவாட் மணி
ରାଜା ବନ୍ଦ,கிங் மூடல்
ରୋଷେଇ ଘର |,சமையலறை
ସ୍ତମ୍ଭ,லேஸ்டு நெடுவரிசை
ଲଗିଂ,பின்னடைவு
ଲାମେଲା ମୂଳ |,லமெல்லா வேர்
ଲାମିନାର୍ ପ୍ରବାହ |,லேமினார் ஓட்டம்
ଦୀପ ଗର୍ତ୍ତ |,விளக்கு துளை
ଜମି ଅଧିଗ୍ରହଣ,நிலப் பெருக்கம்
ଭୂମି ସ୍ଲାଇଡିଂ |,நில சறுக்கல்
ଲାଟେରାଇଟ୍ |,லேட்டரைட்
ଲାଟେରାଇଟ୍ ମାଟି |,லேட்டரைட் மண்
ବହୁ ସଂଖ୍ୟକ ନିୟମ |,பெரிய எண்களின் சட்டம்
ଲେଆଉଟ୍ ଯୋଜନା |,தளவமைப்பு திட்டம்
ଲେଜର,பேரேடு
ଚୂନ ପ୍ୟାନ |,சுண்ணாம்பு பான்
ଲିନଟେଲ୍ |,லிண்டல்
ତରଳ ସୀମା |,திரவ வரம்பு
ଲାଇଭ୍ ଲୋଡ୍ |,நேரடி சுமை
ଲୋମ୍ |,களிமண்
ସ୍ଥାନୀୟ ନିଷ୍କାସନ ଭେଣ୍ଟିଲେସନ୍ |,உள்ளூர் வெளியேற்ற காற்றோட்டம்
ଲୋକୋ ଅଗଣା |,லோகோ முற்றம்
ଲୋସ୍ |,லூஸ்
ନିମ୍ନ ପ୍ଲାଷ୍ଟିକ୍ ସୀମା |,குறைந்த பிளாஸ்டிக் வரம்பு
କମ୍ ଉତ୍ତାପ ସିମେଣ୍ଟ |,குறைந்த வெப்ப சிமெண்ட்
ମେସିନ୍ ମୋଲିଡିଂ |,இயந்திர மோல்டிங்
ମାକ୍ରୋଷ୍ଟ୍ରକଚର |,மேக்ரோஸ்ட்ரக்சர்
ମୁଖ୍ୟ ମୁଖ୍ୟ ନିୟନ୍ତ୍ରକ |,முக்கிய தலைமை சீராக்கி
ମୁଖ୍ୟ ବନ୍ଦର,முக்கிய துறைமுகம்
ମେକ୍ଅପ୍ ବାୟୁ |,ஒப்பனை காற்று
ମାନସାର୍ଡ |,மான்சார்ட்
ମାର୍ଶାଘାଇ ଅଗଣା |,மார்ஷலிங் முற்றம்
ମାନସ,கொத்து
ପରିପକ୍ୱ ତାପମାତ୍ରା |,முதிர்ச்சியடைந்த வெப்பநிலை
ମେଜଜାନାଇନ୍ ଚଟାଣ |,இடைமட்ட மாடி
ଯାନ୍ତ୍ରିକ ବିଶ୍ଳେଷଣ |,இயந்திர பகுப்பாய்வு
ଯାନ୍ତ୍ରିକ ଭେଣ୍ଟିଲେସନ୍ |,இயந்திர காற்றோட்டம்
ମେଟ୍ରିକ୍ ସିଷ୍ଟମ୍ |,மெட்ரிக் அமைப்பு
ମାଇକ୍ରୋସ୍ଟ୍ରଷ୍ଟ୍ରକଚର |,நுண் கட்டமைப்பு
ମିଲି ସମାନ |,மில்லிக்கு சமம்
ଲିଟର ପିଛା ମିଲି ସମାନ |,ஒரு லிட்டருக்கு மில்லி சமம்
ମିନେରାଲ୍ |,கனிம
ଖଣିଜ ମାଟି |,கனிம மண்
ଛୋଟ ବନ୍ଦର,சிறிய துறைமுகம்
ମିତ୍ରେଡ୍ ବନ୍ଦ |,மிட்ரெட் மூடல்
ମୋବାଇଲ୍ ମାଟି କୋଲଏଡ୍ |,நடமாடும் மண் கொலாய்டு
ଆର୍ଦ୍ରତା ବିଷୟବସ୍ତୁ |,ஈரப்பதம்
ଆର୍ଦ୍ରତା ଗ୍ରେଡିଏଣ୍ଟ୍ |,ஈரப்பதம் சாய்வு
ମୋନୋଲିଥ୍ |,ஒற்றைக்கல்
ମୋନୋରାଇଲ୍ |,மோனோரயில்
ଜାତୀୟ ବନ୍ଦର ପରିଷଦ |,தேசிய துறைமுக சபை
ପ୍ରାକୃତିକ ଶଯ୍ୟା |,இயற்கை படுக்கை
ପ୍ରାକୃତିକ ସମାପ୍ତି |,இயற்கையான பூச்சு
ପ୍ରାକୃତିକ ବନ୍ଦର,இயற்கை துறைமுகம்
ପ୍ରାକୃତିକ ଭେଣ୍ଟିଲେସନ୍ |,இயற்கை காற்றோட்டம்
ନାଭାଲ୍ ବନ୍ଦର,கடற்படை துறைமுகம்
ନ୍ୟୁଟନ୍ |,நியூட்டன்
ଅଣ ୟୁନିଫର୍ମ ପ୍ରବାହ |,சீரற்ற ஓட்டம்
ଜଳ ହାର ଦଖଲ କରେ |,நீர் வீதத்தை ஆக்கிரமித்துள்ளது
ତେଲ ରଙ୍ଗ |,எண்ணெய் வண்ணப்பூச்சு
ତେଲ କୂଅ ସିମେଣ୍ଟ |,எண்ணெய் கிணறு சிமெண்ட்
ଖୋଲା ଚ୍ୟାନେଲ ପ୍ରବାହ |,திறந்த சேனல் ஓட்டம்
ସର୍ବୋଚ୍ଚ ଆର୍ଦ୍ରତା |,உகந்த ஈரப்பதம்
ଜ Organ ବିକ ମାଟି |,கரிம மண்
ଓରିଏଣ୍ଟେସନ୍,நோக்குநிலை
Orthogonal,ஆர்த்தோகனல்
ଅର୍ଟଷ୍ଟାଇନ୍ |,ஆர்ட்ஸ்டீன்
ବାହ୍ୟ ସଙ୍କେତ,வெளிப்புற சமிக்ஞை
ଅକ୍ସିଡେସନ୍ |,ஆக்சிஜனேற்றம்
ପାନ୍ଟ୍ରି |,சரக்கறை
ପାରାପେଟ୍ |,பாரபெட்
ପାରାପେଟ୍ କାନ୍ଥ |,பாரபெட் சுவர்
ପିତାମାତା ସାମଗ୍ରୀ |,பெற்றோர் பொருள்
ପେବଲ୍ କାଷ୍ଟ ପ୍ଲାଷ୍ଟର |,கூழாங்கல் வார்ப்பு பிளாஸ்டர்
ପେଡାଲଫର୍ |,பெடல்பர்
ପେଡୋକାଲ୍ |,பெடோகல்
ପେଡୋଜେନେସିସ୍ |,பெடோஜெனெசிஸ்
ପେଡୋଲୋଜି |,பெடாலஜி
ପେଡୋସଫିସର୍ |,பெடோஸ்பியர்
ପେନେଟ୍ରୋମିଟର |,பெனெட்ரோமீட்டர்
ପେଣ୍ଟ ଛାତ |,பென்ட் கூரை
ପେପ୍ଟାଇଜିଂ ଏଜେଣ୍ଟ |,பெப்டிசிங் முகவர்
ବିଶ୍ଳେଷଣର ସମୟ |,பகுப்பாய்வு காலம்
Perpend,பெர்பென்ட்
ପର୍ସପର୍ସନ୍ |,பெர்ஸர்ப்ஷன்
ପିଆର୍ |,பையர்
ପାଇଲଷ୍ଟର |,பிலாஸ்டர்
ପିଚ୍,பிட்ச்
ଛାତ ଛାତ,பிட்ச் கூரை
ସାଧା କଂକ୍ରିଟ୍ |,வெற்று கான்கிரீட்
ବିମାନ କୋଣ,விமான கோணம்
ସମତଳ ପ୍ରାଙ୍ଗଣ,சமவெளி முற்றம்
ପ୍ଲାନସୋଲ୍ |,பிளான்சோல்
ପ୍ଲାଷ୍ଟିକ୍ ସ୍ଥିରତା |,பிளாஸ்டிக் நிலைத்தன்மை
ପ୍ଲାଷ୍ଟିକ୍ |,பிளாஸ்டிசிட்டி
ପ୍ଲାଷ୍ଟିକ୍ ଇଣ୍ଡେକ୍ସ |,பிளாஸ்டிசிட்டி இன்டெக்ஸ்
ପ୍ଲାଷ୍ଟିକ୍ ସୀମା |,பிளாஸ்டிசிட்டி வரம்பு
ପ୍ଲାଷ୍ଟିକ୍ ପରିସର |,பிளாஸ்டிசிட்டி வரம்பு
ପ୍ଲାଟି ଗଠନ |,பிளாட்டி அமைப்பு
ପ୍ଲିଣ୍ଟ୍ |,பீடம்
ହଳ ମାଟି,உழவு மண்
ଘିଅ ପଥର |,பிளம் கல்
ପୋଡଜୋଲ୍ |,போட்ஸோல்
ସୂଚାଉଛି |,சுட்டி
ବହୁମୁଖୀ କାନ୍ଥ |,பலகோண சுவர்
ଖୋଲା ସ୍ଥାନ |,துளை இடம்
ବନ୍ଦର,துறைமுகம்
ସକରାତ୍ମକ ଭେଣ୍ଟିଲେସନ୍ |,நேர்மறை காற்றோட்டம்
ପ୍ରିରି ମାଟି |,புல்வெளி மண்
ସଠିକତା,துல்லியம்
ପ୍ରାଥମିକ କଣିକା |,முதன்மை துகள்
ପ୍ରିଜାମେଟିକ୍ ଗଠନ |,பிரிஸ்மாடிக் அமைப்பு
ଉତ୍ପାଦକ କାର୍ଯ୍ୟ |,உற்பத்தி வேலை
ପ୍ରକଳ୍ପ ଯଥାର୍ଥତା |,திட்ட நியாயப்படுத்தல்
ପ୍ରତିରକ୍ଷା କାର୍ଯ୍ୟ |,பாதுகாப்பு வேலை
ସିଉଡୋ-ମାଇସେଲିୟମ୍ |,போலி-மைசீலியம்
ପୁଡଲ୍ |,குட்டை
ପଗ୍ କରିବା |,புக்கிங்
ପୁମିସ୍ |,பியூமிஸ்
ପୁଞ୍ଚେନ୍ |,குத்து
ପପୁଟ୍,பொம்மை
ପୁଟଲଗ୍ |,புட்லாக்
ପୁଟ୍ଲଗ୍ ସ୍କାଫୋଲ୍ଡ |,புட்லாக் சாரக்கட்டு
ପରିମାଣ ସର୍ବେକ୍ଷଣକାରୀ |,அளவு சர்வேயர்
କ୍ୱାରି ସପ୍ |,குவாரி சாறு
କ୍ୱେ,குவே
ରାଣୀ ବନ୍ଦ,ராணி மூடல்
କୁଇନ୍ |,குவோயின்
ରାଫ୍ଟ ଫାଉଣ୍ଡେସନ୍ |,ராஃப்ட் அடித்தளம்
ରାକର୍ |,ரேக்கர்
Raking,ரேக்கிங்
ବନ୍ଧନ,ரேக்கிங் பத்திரம்
ଫ୍ଲାସ୍ କରିବା,ரேக்கிங் ஒளிரும்
ଶୀଘ୍ର ଭିନ୍ନ ଭିନ୍ନ ପ୍ରବାହ |,வேகமாக மாறுபடும் ஓட்டம்
ପୁନରୁଦ୍ଧାରଯୋଗ୍ୟ ଦେୟ |,திரும்பப் பெறக்கூடிய கட்டணம்
ଲାଲ ପୃଥିବୀ |,சிவப்பு பூமி
ଲାଲ୍ ଲୋମ୍ |,சிவப்பு களிமண்
ନିୟାମକ,சீராக்கி
ରେଗୁର କିମ୍ବା କଳା ସୂତା ମାଟି |,ரெகர் அல்லது கருப்பு பருத்தி மண்
ପରିଶୋଧ ଚୁକ୍ତି,திருப்பிச் செலுத்தும் ஒப்பந்தம்
ଅବଶିଷ୍ଟ ସଙ୍କୋଚନ |,எஞ்சிய சுருக்கம்
ଅବଶିଷ୍ଟ ମାଟି |,எஞ்சிய மண்
ପ୍ରକାଶ କରନ୍ତୁ |,வெளிப்படுத்து
ପିନ୍ ପ୍ରକାଶ କରନ୍ତୁ |,பின்னை வெளிப்படுத்து
ଟାଇ ପ୍ରକାଶ କରନ୍ତୁ |,டை வெளிப்படுத்து
ରିଜ୍,ரிட்ஜ்
ରିଜ୍ କ୍ୟାପିଙ୍ଗ୍ |,ரிட்ஜ் கேப்பிங்
ନଦୀ,நதி
ରାସ୍ତା ସ୍ଥିର,சாலை நிலை
କଠିନ ପ୍ଲାଷ୍ଟର |,கரடுமுரடான பிளாஸ்டர்
ଅଳିଆ |,இடிபாடுகள்
ଅଳିଆ ଆବର୍ଜନା |,இடிந்த கொத்து
ଅଳିଆ ଆବର୍ଜନା |,இடிந்த சுவர்
ଚାଲୁଥିବା ପରିମାପ |,இயங்கும் அளவீடு
ନିରାପଦ ବହନ କ୍ଷମତା |,பாதுகாப்பான தாங்கும் திறன்
ଲୁଣ ଗ୍ଲେଜ୍ |,உப்பு படிந்து
ନମୁନା ଆକାର,மாதிரி அளவு
ନମୁନା ବଣ୍ଟନ,மாதிரி விநியோகம்
ନମୁନା ତ୍ରୁଟି |,மாதிரி பிழை
ବାଲି,மணல்
ବାଲି ଶେଷ,மணல் பூச்சு
ବାଲି ହାତ ତିଆରି,மணல் கை மோல்டிங்
ବାଲିଯାତ୍ରା |,மணல் அள்ளுதல்
ପରିପୂର୍ଣ୍ଣ ମାଟି,நிறைவுற்ற மண்
ସନ୍ତୁଳିତ ମାଟି ପେଷ୍ଟ |,நிறைவுற்ற மண் பேஸ்ட்
ସାଚୁଚରେସନ୍ ଏକ୍ସଟ୍ରାକ୍ଟ |,செறிவூட்டல் சாறு
ସାଚୁଚରେସନ୍ ଶତକଡା,செறிவூட்டல் சதவீதம்
ସସ୍ ଗମ୍ବୁଜ |,சாசர் குவிமாடம்
ସ୍କାଫୋଲ୍ଡ |,சாரக்கட்டு
ସ୍କିଷ୍ଟ୍ |,ஷிஸ்ட்
ସମୁଦ୍ର ବନ୍ଦର,கடல் துறைமுகம்
ଗୁପ୍ତ ଗୁଟର୍ |,ரகசிய சாக்கடை
ଦ୍ୱିତୀୟ |,இரண்டாவது
ଅବତରଣ ବିଶ୍ଳେଷଣ |,வண்டல் பகுப்பாய்வு
ସେମି-କୃତ୍ରିମ ବନ୍ଦର |,அரை செயற்கை துறைமுகம்
ସେମି ଜୁଆର ଡକ୍ |,அரை அலை கப்பல்
ସେନିଲ୍ |,முதுமை
ଶେଲ୍,ஷேல்
ସିଟ୍ ଗଦା |,தாள் குவியல்
ସଙ୍କୋଚନ ସୀମା |,சுருக்க வரம்பு
ବନ୍ଦ,ஷட்டரிங்
ସିଆଲିଟିକ୍ ମାଟି |,சியாலிடிக் மண்
ସିରୋଜେମ୍ |,சிரோஜெம்
ସିଲ୍ |,சில்லு
ସିଲ୍ଟ |,வண்டல் மண்
ଏକକ ଫ୍ଲେମିସ୍ ରକ୍ତ |,ஒற்றை சதை இரத்தம்
ଏକକ ଶସ୍ୟ ଗଠନ |,ஒற்றை தானிய அமைப்பு
କଙ୍କାଳ ମାଟି |,எலும்பு மண்
ସ୍କର୍ଟିଂ,பாவாடை
ଶୋଇବା କାନ୍ଥ |,ஸ்லீப்பர் சுவர்
ସାଇଡ୍ ଗୁଟର୍ |,பக்கவாட்டு சாக்கடை
ସ୍ଲାଇଡ୍ ନିୟମ |,ஸ்லைடு விதி
ସ୍ଲିପ୍ ଡକ୍ |,ஸ்லிப் டாக்
ସ୍ମୋନିଜା |,ஸ்மோனிசா
ଭିଜିବା |,ஊறவைத்தல்
ମୃତ୍ତିକା ସଙ୍ଗଠନ |,மண் சங்கம்
ମୃତ୍ତିକା ଶ୍ରେଣୀ,மண் வகுப்பு
ମୃତ୍ତିକା ଜଟିଳ |,மண் வளாகம்
ମୃତ୍ତିକାର ସ୍ଥିରତା |,மண் நிலைத்தன்மை
ମୃତ୍ତିକା ପରିବାର |,மண் குடும்பம்
ମୃତ୍ତିକା ଫ୍ରେମ୍ କାମ |,மண் சட்ட வேலை
ମୃତ୍ତିକାର ଆର୍ଦ୍ରତା |,மண்ணின் ஈரப்பதம்
ମୃତ୍ତିକାର ଆର୍ଦ୍ରତା ବୃଦ୍ଧି |,மண்ணின் ஈரப்பதம் பெருக்கம்
ମୃତ୍ତିକାର ଆର୍ଦ୍ରତା ଅଭାବ |,மண்ணின் ஈரப்பதம் குறைபாடு
ମୃତ୍ତିକା ରୂପବିଜ୍ ology ାନ |,மண் உருவவியல்
ମୃତ୍ତିକା କଣିକା |,மண் துகள்
ମୃତ୍ତିକା ପର୍ଯ୍ୟାୟ |,மண் கட்டம்
ମୃତ୍ତିକା ପ୍ରୋଫାଇଲ୍ |,மண் விவரக்குறிப்பு
ମୃତ୍ତିକା ପ୍ରତିକ୍ରିୟା |,மண் எதிர்வினை
ମୃତ୍ତିକା ଅଲଗା ହୁଏ |,மண் பிரிகிறது
ମୃତ୍ତିକା କ୍ରମ |,மண் தொடர்
ମୃତ୍ତିକା ସମାଧାନ |,மண் தீர்வு
ମୃତ୍ତିକା ଗଠନ,மண் அமைப்பு
ମୃତ୍ତିକା ଗଠନ,மண் அமைப்பு
ମୃତ୍ତିକା ପ୍ରକାର |,மண் வகை
ସୋଲମ୍ |,சோலம்
Sorption,சோர்ப்ஷன்
ସ୍ପଲ୍,ஸ்பால்கள்
ନିର୍ଦ୍ଦିଷ୍ଟ ଆୟନ ପ୍ରଭାବ |,குறிப்பிட்ட அயனி விளைவு
ବର୍ଗାକାର କୋର୍ସଡ୍ ଅଳିଆ ଆବର୍ଜନା |,சதுர வடிவ இடிபாடுகள்
ସ୍କ୍ୱାର୍ଡ ନିୟମିତ କୋର୍ସଡ୍ ଅଳିଆ ଆବର୍ଜନା |,ஸ்கொயர் ரெகுலர் கோர்ஸ்டு இடிந்த கல் கொத்து
ସ୍ଥିର ପ୍ରବାହ |,நிலையான ஓட்டம்
ଷ୍ଟେପ୍ ଫ୍ଲାସ୍,மிளிரும் படி
ସ୍ଥିରତା |,ஒட்டும் தன்மை
ଷ୍ଟିକ୍ ପଏଣ୍ଟ |,ஒட்டும் புள்ளி
ପଥର |,கல்
ସ୍ଲପ୍ ହ୍ୟାଣ୍ଡ ମୋଲିଡିଂ |,ஸ்லோப் கை மோல்டிங்
ଷ୍ଟ୍ରାପ୍ ହିଙ୍ଗ୍ |,பட்டா கீல்
ଷ୍ଟ୍ରୋ ବୋର୍ଡ |,வைக்கோல் பலகை
ଷ୍ଟ୍ରିମ୍,ஸ்ட்ரீம்
ଚାପ,மன அழுத்தம்
ଷ୍ଟ୍ରେଚର୍,நீட்டுபவர்
ଷ୍ଟ୍ରେଚର୍ ବଣ୍ଡ୍ |,ஸ்ட்ரெச்சர் பிணைப்பு
ଷ୍ଟ୍ରେଚର୍ ପାଠ୍ୟକ୍ରମ,ஸ்ட்ரெச்சர் படிப்பு
ବାକ୍ୟ,லேசான கயிறு
ଷ୍ଟ୍ରିଙ୍ଗ୍ ପାଠ୍ୟକ୍ରମ,சரம் பாடநெறி
ଗଠନ କାରକ |,கட்டமைப்பு காரணி
