Bengali,Kannada
পারস্পরিক সম্পর্ক ম্যাট্রিক্স,ಪರಸ್ಪರ ಸಂಬಂಧದ ಮ್ಯಾಟ್ರಿಕ್ಸ್
পারস্পরিক সম্পর্ক অনুপাত,ಪರಸ್ಪರ ಸಂಬಂಧದ ಅನುಪಾತ
কোরিলোগ্রাম,ಕೋರ್ರೆಲೋಗ್ರಾಮ್
কোরিলোগ্রাম বিশ্লেষণ,ಕೊರೆಲೊಗ್ರಾಮ್ ವಿಶ್ಲೇಷಣೆ
অনুরূপ,ಅನುರೂಪವಾಗಿದೆ
চিঠিপত্র নীতি,ಪತ್ರವ್ಯವಹಾರದ ತತ್ವ
সংশ্লিষ্ট কোণ,ಅನುಗುಣವಾದ ಕೋನ
সংশ্লিষ্ট পক্ষ,ಅನುಗುಣವಾದ ಬದಿ
coset,ಕಾಸೆಟ್
কোসাইন,ಕೊಸೈನ್
কোসাইন আইন,ಕೊಸೈನ್ ಕಾನೂನು
খরচ বিশ্লেষণ,ವೆಚ್ಚ ವಿಶ್ಲೇಷಣೆ
খরচ সর্বোচ্চকরণ,ವೆಚ್ಚ ಗರಿಷ್ಠಗೊಳಿಸುವಿಕೆ
গণনাযোগ্যতা স্বতঃসিদ্ধ,ಎಣಿಕೆ ತತ್ವ
গণনার যোগ্য,ಎಣಿಸಬಹುದಾದ
গণনাযোগ্য সংযোজন,ಎಣಿಸಬಹುದಾದ ಸಂಕಲನ
গণনাযোগ্য ভিত্তি,ಲೆಕ್ಕಿಸಬಹುದಾದ ಆಧಾರ
গণনাযোগ্য ভিত্তি,ಲೆಕ್ಕಿಸಬಹುದಾದ ಆಧಾರ
গণনাযোগ্য সেট,ಲೆಕ್ಕಿಸಬಹುದಾದ ಸೆಟ್
গণনাযোগ্যভাবে অসীম,ಲೆಕ್ಕಿಸಲಾಗದಷ್ಟು ಅನಂತ
পাল্টা,ಕೌಂಟರ್
ঘড়ির কাঁটার বিপরীত দিকে,ಅಪ್ರದಕ್ಷಿಣಾಕಾರವಾಗಿ
পাল্টা উদাহরণ,ಕೌಂಟರ್ ಉದಾಹರಣೆ
সহবাস,ಸಹವರ್ತಿತ್ವ
সহবাস আইন,ಸಹವರ್ತಿ ಕಾನೂನು
সহভেদাংক ম্যাট্রিক্স,ಸಹವರ್ತಿ ಮ್ಯಾಟ್ರಿಕ್ಸ್
সহবাস পদ্ধতি,ಸಹವರ್ತಿ ವಿಧಾನ
সহবাস কৌশল,ಸಹವರ್ತಿ ತಂತ್ರ
ক্রেমারের নিয়ম,ಕ್ರಾಮರ್ ನಿಯಮ
ক্রেমার-রাও অসমতা,ಕ್ರೇಮರ್-ರಾವ್ ಅಸಮಾನತೆ
মানদণ্ড ফাংশন (=উদ্দেশ্য ফাংশন),ಮಾನದಂಡ ಕಾರ್ಯ (=ಆಬ್ಜೆಕ್ಟಿವ್ ಫಂಕ್ಷನ್)
সংকটপূর্ণ কোণ,ನಿರ್ಣಾಯಕ ಕೋನ
সমালোচনামূলক পয়েন্ট,ನಿರ್ಣಾಯಕ ಬಿಂದು
ফাংশনের সমালোচনামূলক পয়েন্ট,ಕಾರ್ಯದ ನಿರ್ಣಾಯಕ ಹಂತ
সমালোচনামূলক মান,ನಿರ್ಣಾಯಕ ಮೌಲ್ಯ
সমালোচনামূলক বেগ,ನಿರ್ಣಾಯಕ ವೇಗ
ক্রস পারস্পরিক সম্পর্ক ফাংশন,ಅಡ್ಡ ಸಂಬಂಧದ ಕಾರ್ಯ
ক্রস পণ্য,ಅಡ್ಡ ಉತ್ಪನ್ನ
ক্রস অনুপাত,ಅಡ್ಡ ಅನುಪಾತ
ক্রস সেকশনিং,ಅಡ್ಡ ವಿಭಾಗ
ক্রিপ্ট,ನಿಗೂಢ
ঘনক্ষেত্র,ಘನ
ঘনক সংখ্যা,ಘನ ಸಂಖ್ಯೆ
ঘনমূল,ಘನ ಮೂಲ
ঘন,ಘನ
ঘনক্ষেত্র,ಘನಾಕೃತಿಯ
ঘন সমীকরণ,ಘನ ಸಮೀಕರಣ
ঘন ইঞ্চি,ಘನ ಇಂಚು
ঘন মিটার,ಘನ ಮೀಟರ್
কিউবিক প্যারাবোলা,ಘನ ಪ್ಯಾರಾಬೋಲಾ
ঘনমূল,ಘನ ಮೂಲ
ঘন শব্দ,ಘನ ಪದ
ঘনক্ষেত্র,ಘನಾಕೃತಿಯ
ক্রমবর্ধমান,ಸಂಚಿತ
ক্রমবর্ধমান বক্ররেখা,ಸಂಚಿತ ಕರ್ವ್
ক্রমবর্ধমান বিতরণ ফাংশন,ಸಂಚಿತ ವಿತರಣೆ ಕಾರ್ಯ
ক্রমোযোজিত গনসংখ্যা,ಸಂಚಿತ ಆವರ್ತನ
ক্রমবর্ধমান ফ্রিকোয়েন্সি ফাংশন,ಸಂಚಿತ ಆವರ್ತನ ಕಾರ್ಯ
ক্রমবর্ধমান ফ্রিকোয়েন্সি গ্রাফ,ಸಂಚಿತ ಆವರ್ತನ ಗ್ರಾಫ್
ক্রমবর্ধমান সম্ভাব্যতা ফাংশন,ಸಂಚಿತ ಸಂಭವನೀಯತೆ ಕಾರ್ಯ
কার্ল,ಸುರುಳಿಯಾಗಿ
সঙ্গতি কার্ল,ಸಮಾನತೆಯ ಸುರುಳಿ
ভেক্টরের কার্ল,ವೆಕ್ಟರ್ನ ಸುರುಳಿ
কোঁকড়া বন্ধনী,ಕರ್ಲಿ ಬ್ರಾಕೆಟ್
বর্তমান,ಪ್ರಸ್ತುತ
বর্তমান বিন্দু,ಪ್ರಸ್ತುತ ಬಿಂದು
বক্রতা,ವಕ್ರತೆ
বক্রতা প্রভাব,ವಕ್ರತೆಯ ಪರಿಣಾಮ
বক্ররেখা,ವಕ್ರರೇಖೆ
বক্র রেখা,ಬಾಗಿದ ರೇಖೆ
বক্ররেখা ট্রেসিং,ಕರ್ವ್ ಟ್ರೇಸಿಂಗ್
কার্ভিলিনিয়ার অ্যাসিম্পটোট,ಕರ್ವಿಲಿನಿಯರ್ ಅಸಿಂಪ್ಟೋಟ್
বক্ররেখা স্থানাঙ্ক,ಕರ್ವಿಲಿನಿಯರ್ ನಿರ್ದೇಶಾಂಕಗಳು
বক্ররেখার রিগ্রেশন,ಕರ್ವಿಲಿನಿಯರ್ ರಿಗ್ರೆಷನ್
cusp,ತುದಿ
সাইকেল,ಸೈಕಲ್
চক্রীয় প্রকরণ,ಆವರ್ತಕ ಬದಲಾವಣೆ
চক্রীয় ক্রস পণ্য,ಆವರ್ತಕ ಅಡ್ಡ ಉತ್ಪನ್ನ
চক্রাকার চাহিদা,ಆವರ್ತಕ ಬೇಡಿಕೆ
চক্রীয় অভিব্যক্তি,ಆವರ್ತಕ ಅಭಿವ್ಯಕ್ತಿ
চক্রাকার গ্রুপ,ಆವರ್ತಕ ಗುಂಪು
চক্রীয় স্থানচ্যুতি,ಆವರ್ತಕ ಕ್ರಮಪಲ್ಲಟನೆ
সাইক্লয়েড,ಸೈಕ್ಲೋಯ್ಡ್
সিলিন্ডার,ಸಿಲಿಂಡರ್
নলাকার,ಸಿಲಿಂಡರಾಕಾರದ
নলাকার পৃষ্ঠ,ಸಿಲಿಂಡರಾಕಾರದ ಮೇಲ್ಮೈ
সাইফার,ಸೈಫರ್
ডি&#39;আলেমবার্টের নীতি,ಡಿ&#39;ಅಲೆಂಬರ್ಟ್ ತತ್ವ
স্যাঁতসেঁতে সুরেলা ফাংশন,ಹಾರ್ಮೋನಿಕ್ ಕಾರ್ಯವನ್ನು ತೇವಗೊಳಿಸಿತು
স্যাঁতসেঁতে ধ্রুবক,ಡ್ಯಾಂಪಿಂಗ್ ಸ್ಥಿರ
তথ্য,ಡೇಟಾ
তথ্য উৎপত্তি,ಡೇಟಾ ಮೂಲ
ডেটা প্রসেসিং সিস্টেম,ಡೇಟಾ ಸಂಸ್ಕರಣಾ ವ್ಯವಸ್ಥೆ
ডাটা প্রসেসর,ಡೇಟಾ ಪ್ರೊಸೆಸರ್
তথ্য তালিকা,ಮಾಹಿತಿಯ ಕಾಗದ
দশভুজ,ದಶಭುಜ
ডেকাগ্রাম,ದಶಕ
ডেকামিটার,ದಶಮಾನಕ
ক্ষয় ধ্রুবক,ಕೊಳೆತ ಸ್ಥಿರ
ক্ষয় বক্ররেখা,ಕೊಳೆತ ವಕ್ರರೇಖೆ
শালীন ফাংশন,ಯೋಗ್ಯ ಕಾರ್ಯ
ডেসিগ্রাম,ಡೆಸಿಗ್ರಾಮ್
decile,ದಶಮಾನ
দশমিক,ದಶಮಾಂಶ
দশমিক কোড,ದಶಮಾಂಶ ಕೋಡ್
দশমিক কোডেড সংখ্যা,ದಶಮಾಂಶ ಕೋಡೆಡ್ ಅಂಕೆ
দশমিক সম্প্রসারণ,ದಶಮಾಂಶ ವಿಸ್ತರಣೆ
দশমিক ভগ্নাংশ,ದಶಮಾಂಶ ಭಾಗ
দশমিক স্বরলিপি,ದಶಮಾಂಶ ಸಂಕೇತ
দশমিক সংখ্যা পদ্ধতি,ದಶಮಾಂಶ ಸಂಖ್ಯೆಯ ವ್ಯವಸ್ಥೆ
দশমিক বিন্দু,ದಶಮಾಂಶ ಬಿಂದು
দশমিক স্কেল,ದಶಮಾಂಶ ಪ್ರಮಾಣ
দশমিক সিস্টেম,ದಶಮಾಂಶ ವ್ಯವಸ್ಥೆ
ডেসিমিটার,ಡೆಸಿಮೀಟರ್
পাঠোদ্ধার,ಅರ್ಥೈಸಿಕೊಳ್ಳುವುದು
সিদ্ধান্ত মডেল,ನಿರ್ಧಾರ ಮಾದರಿ
সিদ্ধান্ত তত্ত্ব,ನಿರ್ಧಾರ ಸಿದ್ಧಾಂತ
সিদ্ধান্ত পরিবর্তনশীল,ನಿರ್ಧಾರ ವೇರಿಯಬಲ್
ডিকোডার,ಡಿಕೋಡರ್
ডিকোডিং,ಡಿಕೋಡಿಂಗ್
পচনযোগ্য সেট,ಕೊಳೆಯುವ ಸೆಟ್
হ্রাস,ಕಡಿಮೆಯಾಗುತ್ತಿದೆ
ফাংশন হ্রাস,ಕಾರ್ಯವನ್ನು ಕಡಿಮೆಗೊಳಿಸುವುದು
Dedekind এর কাটা,ಡೆಡೆಕಿಂಡ್ಸ್ ಕಟ್
ডেডেকাইন্ডের উপপাদ্য,ಡೆಡೆಕಿಂಡ್ ಪ್ರಮೇಯ
অনুমান করা,ನಿರ್ಣಯಿಸಿ
ডিডাক্টিভ পদ্ধতি,ಅನುಮಾನಾತ್ಮಕ ವಿಧಾನ
ত্রুটিপূর্ণ,ದೋಷಪೂರಿತ
সংজ্ঞায়িত সমীকরণ,ಸಮೀಕರಣವನ್ನು ವ್ಯಾಖ್ಯಾನಿಸುವುದು
নির্দিষ্ট অবিচ্ছেদ্য,ನಿರ್ದಿಷ್ಟ ಅವಿಭಾಜ್ಯ
নির্দিষ্ট ম্যাট্রিক্স,ನಿರ್ದಿಷ್ಟ ಮ್ಯಾಟ್ರಿಕ್ಸ್
সংজ্ঞা,ವ್ಯಾಖ್ಯಾನ
বিকৃতি বক্ররেখা,ವಿರೂಪ ಕರ್ವ್
বিকৃত পৃষ্ঠ,ವಿರೂಪಗೊಂಡ ಮೇಲ್ಮೈ
অধঃপতন,ಅವನತಿ
পরিবহন সমস্যায় অধঃপতন,ಸಾರಿಗೆ ಸಮಸ್ಯೆಗಳಲ್ಲಿ ಅವನತಿ
ডিগ্রী,ಪದವಿ
ডিফারেনশিয়াল সমীকরণ ডিগ্রী,ಡಿಫರೆನ್ಷಿಯಲ್ ಸಮೀಕರಣದ ಪದವಿ
স্বাধীনতা ডিগ্রী,ಸ್ವಾತಂತ್ರ್ಯದ ಪದವಿ
বহুপদ ডিগ্রী,ಬಹುಪದದ ಪದವಿ
মুছে ফেলা পাড়া,ಅಳಿಸಿದ ನೆರೆಹೊರೆ
ডেল্টা ফাংশন,ಡೆಲ್ಟಾ ಕಾರ್ಯ
চাহিদা এবং ইউটিলিটি বক্ররেখা,ಬೇಡಿಕೆ ಮತ್ತು ಉಪಯುಕ್ತತೆಯ ರೇಖೆ
চাহিদা সমীকরণ,ಬೇಡಿಕೆ ಸಮೀಕರಣ
চাহিদা ফাংশন,ಬೇಡಿಕೆ ಕಾರ್ಯ
ডেমোগ্রাফিক অধ্যয়ন,ಜನಸಂಖ್ಯಾ ಅಧ್ಯಯನ
জনসংখ্যা,ಜನಸಂಖ್ಯಾಶಾಸ್ತ್ರ
De Moivre এর উপপাদ্য,ಡಿ ಮೊಯಿವ್ರೆ ಪ್ರಮೇಯ
প্রদর্শন,ಪ್ರದರ್ಶಿಸಿ
প্রদর্শন,ಪ್ರದರ್ಶನ
প্রদর্শনমূলক জ্যামিতি,ಪ್ರದರ್ಶಕ ರೇಖಾಗಣಿತ
হর,ಛೇದಕ
ঘন সেট,ದಟ್ಟವಾದ ಸೆಟ್
ঘনত্ব,ಸಾಂದ್ರತೆ
গণনাযোগ্য সেট,ಲೆಕ್ಕಿಸಲಾಗದ ಸೆಟ್
প্রস্থান ভেরিয়েবল,ನಿರ್ಗಮಿಸುವ ಅಸ್ಥಿರ
নির্ভরশীল ঘটনা,ಅವಲಂಬಿತ ಘಟನೆ
নির্ভরশীল র্যান্ডম পরিবর্তনশীল,ಅವಲಂಬಿತ ಯಾದೃಚ್ಛಿಕ ವೇರಿಯಬಲ್
নির্ভরশীল পরিবর্তনশীল,ಅವಲಂಬಿತ ವೇರಿಯಬಲ್
নির্ভরশীল বৈচিত্র,ಅವಲಂಬಿತ ವ್ಯತ್ಯಾಸ
বিষণ্নতা কোণ,ಖಿನ್ನತೆಯ ಕೋನ
ডেরিভেশন,ವ್ಯುತ್ಪತ್ತಿ
অমৌলিক,ಉತ್ಪನ್ನ
প্রাপ্ত সিরিজ,ಪಡೆದ ಸರಣಿ
প্রাপ্ত সেট,ಪಡೆದ ಸೆಟ್
অবরোহী,ಅವರೋಹಣ
অবরোহী ক্রম,ಅವರೋಹಣ ಕ್ರಮ
অবরোহী সিরিজ,ಅವರೋಹಣ ಸರಣಿ
বর্ণনামূলক জ্যামিতি,ವಿವರಣಾತ್ಮಕ ಜ್ಯಾಮಿತಿ
বর্ণনামূলক মডেল,ವಿವರಣಾತ್ಮಕ ಮಾದರಿ
বর্ণনামূলক পরিসংখ্যান,ವಿವರಣಾತ್ಮಕ ಅಂಕಿಅಂಶಗಳು
নকশা,ವಿನ್ಯಾಸ
পরীক্ষার নকশা,ಪ್ರಯೋಗದ ವಿನ್ಯಾಸ
ডেস্ক ক্যালকুলেটর,ಮೇಜಿನ ಕ್ಯಾಲ್ಕುಲೇಟರ್
সনাক্তকরণ,ಪತ್ತೆ
নির্ধারক,ನಿರ್ಣಾಯಕ
নির্ধারক পদমর্যাদা,ನಿರ್ಣಾಯಕ ಶ್ರೇಣಿ
নির্ধারণ,ನಿರ್ಧರಿಸಿ
নির্ধারক মডেল,ನಿರ್ಣಾಯಕ ಮಾದರಿ
নির্ধারক সমস্যা,ನಿರ್ಣಾಯಕ ಸಮಸ್ಯೆ
বিচ্যুতি,ವಿಚಲನ
বিচ্যুতি সহগ,ವಿಚಲನ ಗುಣಾಂಕ
ডায়াডিক সিস্টেম,ಡಯಾಡಿಕ್ ವ್ಯವಸ್ಥೆ
তির্যক,ಕರ್ಣೀಯ
একটি ম্যাট্রিক্সের তির্যককরণ,ಮ್ಯಾಟ್ರಿಕ್ಸ್ನ ಕರ್ಣೀಕರಣ
তির্যক ম্যাট্রিক্স,ಕರ್ಣೀಯ ಮ್ಯಾಟ್ರಿಕ್ಸ್
তির্যক সাদৃশ্য,ಕರ್ಣೀಯ ಹೋಲಿಕೆ
চিত্র,ರೇಖಾಚಿತ್ರ
ডায়াগ্রামেটিক পদ্ধতি,ರೇಖಾಚಿತ್ರ ವಿಧಾನ
ডায়াগ্রামেটিক উপস্থাপনা,ರೇಖಾಚಿತ್ರ ಪ್ರಸ್ತುತಿ
ব্যাস,ವ್ಯಾಸ
একটি সেটের ব্যাস,ಒಂದು ಸೆಟ್ನ ವ್ಯಾಸ
diametrically বিপরীত,ಸಂಪೂರ್ಣವಾಗಿ ವಿರುದ್ಧವಾಗಿ
পাশা নিক্ষেপ,ದಾಳ ಎಸೆಯುತ್ತಾರೆ
দ্বিমুখী শ্রেণীবিভাগ,ದ್ವಿಮುಖ ವರ್ಗೀಕರಣ
দ্বিধাবিভক্তি,ಇಬ್ಭಾಗ
অভিধান আদেশ,ನಿಘಂಟು ಆದೇಶ
পার্থক্য ক্যালকুলাস,ವ್ಯತ್ಯಾಸ ಕಲನಶಾಸ್ತ್ರ
পার্থক্য সমীকরণ,ವ್ಯತ್ಯಾಸ ಸಮೀಕರಣ
পার্থক্য সূত্র,ವ್ಯತ್ಯಾಸ ಸೂತ್ರ
পার্থক্য পদ্ধতি,ವ್ಯತ್ಯಾಸ ವಿಧಾನ
সেটের পার্থক্য,ಸೆಟ್ಗಳ ವ್ಯತ್ಯಾಸ
পার্থক্যযোগ্য,ಭಿನ್ನವಾಗಬಲ್ಲ
পার্থক্যযোগ্য বক্ররেখা,ವಿಭಿನ್ನ ಕರ್ವ್
পার্থক্যযোগ্য ফাংশন,ವಿಭಿನ್ನ ಕಾರ್ಯ
ডিফারেনশিয়াল,ಭೇದಾತ್ಮಕ
অন্তরীকরণ ক্যালকুলাস,ಭೇದಾತ್ಮಕ ಕಲನಶಾಸ್ತ್ರ
ডিফারেনশিয়াল সহগ,ಭೇದಾತ್ಮಕ ಗುಣಾಂಕ
আঙ্গক,ಭೇದಾತ್ಮಕ ಸಮೀಕರಣ
ডিফারেনশিয়াল ফর্ম,ಭೇದಾತ್ಮಕ ರೂಪ
ডিফারেনশিয়াল সূত্র,ಭೇದಾತ್ಮಕ ಸೂತ್ರ
ডিফারেনশিয়াল ফাংশন,ಭೇದಾತ್ಮಕ ಕಾರ್ಯ
ডিফারেনশিয়াল জ্যামিতি,ಭೇದಾತ್ಮಕ ಜ್ಯಾಮಿತಿ
উচ্চ ক্রম ডিফারেনশিয়াল,ಉನ್ನತ ಕ್ರಮಾಂಕದ ವ್ಯತ್ಯಾಸ
ডিফারেনশিয়াল ভাগফল,ಭೇದಾತ್ಮಕ ಅಂಶ
পার্থক্য করা,ಪ್ರತ್ಯೇಕಿಸಿ
পৃথকীকরণ,ವ್ಯತ್ಯಾಸ
পার্থক্য সূত্র,ವ್ಯತ್ಯಾಸ ಸೂತ್ರ
ভেক্টরের পার্থক্য,ವೆಕ್ಟರ್ನ ವ್ಯತ್ಯಾಸ
বিস্তার,ಪ್ರಸರಣ
অঙ্ক,ಅಂಕಿ
ডিজিটাল কম্পিউটার,ಡಿಜಿಟಲ್ ಕಂಪ್ಯೂಟರ್
ডিজিটাল তথ্য,ಡಿಜಿಟಲ್ ಡೇಟಾ
মাত্রা,ಆಯಾಮ
মাত্রিকতা,ಆಯಾಮ
মাত্রাহীন,ಆಯಾಮವಿಲ್ಲದ
একটি সমীকরণের মাত্রা,ಸಮೀಕರಣದ ಆಯಾಮ
ডায়োফ্যান্টাইন সমীকরণ,ಡಯೋಫಾಂಟೈನ್ ಸಮೀಕರಣ
ডুব কোণ,ಅದ್ದು ಕೋನ
দ্বিপোলার স্থানাঙ্ক,ದ್ವಿಧ್ರುವಿ ನಿರ್ದೇಶಾಂಕಗಳು
ডাইপোল,ದ್ವಿಧ್ರುವಿ
ডিপিরামিড (বাইপিরামিড),ಡಿಪಿರಮಿಡ್ (ಬೈಪಿರಮಿಡ್)
ডিরাক ডেল্টা ফাংশন,ಡೈರಾಕ್ ಡೆಲ್ಟಾ ಕಾರ್ಯ
সরাসরি সাধারণ স্পর্শক,ನೇರ ಸಾಮಾನ್ಯ ಸ್ಪರ್ಶಕ
নির্দেশিত কোণ,ನಿರ್ದೇಶಿಸಿದ ಕೋನ
নির্দেশিত লাইন,ನಿರ್ದೇಶಿಸಿದ ಸಾಲು
নির্দেশমূলক ডেরিভেটিভ,ದಿಕ್ಕಿನ ಉತ್ಪನ್ನ
দিক কোসাইন,ನಿರ್ದೇಶನ ಕೊಸೈನ್
ম্যাক্সিমা এর দিক,ಗರಿಷ್ಠ ದಿಕ್ಕು
অভিক্ষেপের দিক,ಪ್ರೊಜೆಕ್ಷನ್ ನಿರ್ದೇಶನ
দিক অনুপাত,ದಿಕ್ಕಿನ ಅನುಪಾತ
পরিচালক চক্র,ನಿರ್ದೇಶಕ ವಲಯ
পরিচালক ক্ষেত্র,ನಿರ್ದೇಶಕ ಗೋಳ
সরাসরি পণ্য,ನೇರ ಉತ್ಪನ್ನ
সরাসরি প্রমাণ,ನೇರ ಪುರಾವೆ
সরাসরি সমানুপাত,ನೇರ ಅನುಪಾತ
directrix,ಡೈರೆಕ್ಟ್ರಿಕ್ಸ್
সরাসরি যোগফল,ನೇರ ಮೊತ್ತ
সংযোগ বিচ্ছিন্ন সেট,ಸಂಪರ್ಕ ಕಡಿತಗೊಂಡ ಸೆಟ್‌ಗಳು
বিরতি,ಸ್ಥಗಿತಗೊಳಿಸುವಿಕೆ
ডেরিভেটিভের বিচ্ছিন্নতা,ಉತ್ಪನ್ನದ ಸ್ಥಗಿತ
প্রথম ধরনের বিচ্ছিন্নতা,ಮೊದಲ ರೀತಿಯ ಸ್ಥಗಿತ
দ্বিতীয় ধরনের বিচ্ছিন্নতা,ಎರಡನೇ ರೀತಿಯ ಸ್ಥಗಿತ
অবিচ্ছিন্ন বিতরণ,ನಿರಂತರ ವಿತರಣೆ
অবিচ্ছিন্ন ফাংশন,ನಿರಂತರ ಕಾರ್ಯ
অবিচ্ছিন্ন বৈচিত্র্য,ನಿರಂತರ ವ್ಯತ್ಯಾಸ
বিযুক্ত,ಪ್ರತ್ಯೇಕವಾದ
বিচ্ছিন্ন বন্টন,ಪ್ರತ್ಯೇಕ ವಿತರಣೆ
বিচ্ছিন্ন সম্ভাব্যতা বন্টন,ಪ್ರತ್ಯೇಕ ಸಂಭವನೀಯತೆಯ ವಿತರಣೆ
বিচ্ছিন্ন এলোমেলো পরিবর্তনশীল,ಡಿಸ್ಕ್ರೀಟ್ ಯಾದೃಚ್ಛಿಕ ವೇರಿಯಬಲ್
বিচ্ছিন্ন নমুনা স্থান,ಪ್ರತ್ಯೇಕ ಮಾದರಿ ಜಾಗ
বিযুক্ত সেট,ಪ್ರತ್ಯೇಕ ಸೆಟ್
পৃথক স্থান,ಪ್ರತ್ಯೇಕ ಜಾಗ
বিচ্ছিন্ন টপোলজি,ಪ್ರತ್ಯೇಕ ಸ್ಥಳಶಾಸ್ತ್ರ
বিযুক্ত বৈচিত্র,ಪ್ರತ್ಯೇಕ ವ್ಯತ್ಯಾಸ
বৈষম্যমূলক,ತಾರತಮ್ಯ
বৈষম্যমূলক বিশ্লেষণ (=বৈষম্যমূলক বিশ্লেষণ),ತಾರತಮ್ಯ ವಿಶ್ಲೇಷಣೆ (=ತಾರತಮ್ಯ ವಿಶ್ಲೇಷಣೆ)
বিচ্ছিন্ন করা,ಭಿನ್ನಾಭಿಪ್ರಾಯ
বিচ্ছিন্ন ঘটনা,ಅಸಂಬದ್ಧ ಘಟನೆಗಳು
বিচ্ছিন্ন সেট,ಅಸಂಯೋಜಿತ ಸೆಟ್ಗಳು
বিচ্ছিন্ন ইউনিয়ন,ಅವಿಭಕ್ತ ಒಕ್ಕೂಟ
বিচ্ছিন্নতা,ವಿಘಟನೆ
বিচ্ছুরণ,ಪ್ರಸರಣ
বিচ্ছুরণ চার্ট,ಪ್ರಸರಣ ಚಾರ್ಟ್
বিচ্ছুরণ ধ্রুবক,ಪ್ರಸರಣ ಸ್ಥಿರ
বিচ্ছুরণ চিত্র,ಪ್ರಸರಣ ರೇಖಾಚಿತ್ರ
বিচ্ছুরণ ম্যাট্রিক্স (=কোভারিয়েন্স ম্যাট্রিক্স),ಪ್ರಸರಣ ಮ್ಯಾಟ್ರಿಕ್ಸ್ (=ಕೋವೇರಿಯನ್ಸ್ ಮ್ಯಾಟ್ರಿಕ್ಸ್)
উত্পাটন,ಸ್ಥಳಾಂತರ
প্রদর্শন,ಪ್ರದರ್ಶನ
প্রদর্শন ইউনিট (= কনসোল),ಪ್ರದರ್ಶನ ಘಟಕ (=ಕನ್ಸೋಲ್)
ভিন্ন,ಭಿನ್ನವಾದ
অপব্যয়কারী শক্তি,ವಿಘಟಿಸುವ ಶಕ್ತಿಗಳು
দূরত্ব ফাংশন,ದೂರ ಕಾರ್ಯ
দূরত্ব মডুলাস,ದೂರ ಮಾಡ್ಯುಲಸ್
বিতরণ-মুক্ত পদ্ধতি,ವಿತರಣೆ-ಮುಕ್ತ ವಿಧಾನ
বন্টনমূলক আইন,ವಿತರಣಾ ಕಾನೂನು
বিচ্যুত,ಬೇರೆಯಾಗುತ್ತವೆ
বিচ্যুতি,ಭಿನ್ನತೆ
ভিন্নতা উপপাদ্য,ಡೈವರ್ಜೆನ್ಸ್ ಪ್ರಮೇಯ
divergent,ಭಿನ್ನವಾದ
ভিন্ন সিরিজ,ವಿಭಿನ್ನ ಸರಣಿ
বিভক্ত পার্থক্য,ವಿಭಜಿತ ವ್ಯತ್ಯಾಸ
বিভাজ্যতা,ವಿಭಜನೆ
বিভাজ্য,ಭಾಗಿಸಬಹುದಾದ
বিভাগ,ವಿಭಾಗ
বিভাগ অ্যালগরিদম,ವಿಭಾಗ ಅಲ್ಗಾರಿದಮ್
বিভাগ রিং,ವಿಭಾಗದ ಉಂಗುರ
ডোডেকাগন,ಡೋಡೆಕಾಗನ್
dodecahedron,ದ್ವಾದಶಮುಖ
ডোমেইন,ಡೊಮೇನ್
একটি ফাংশনের ডোমেইন,ಕಾರ್ಯದ ಡೊಮೇನ್
সংজ্ঞার ডোমেইন,ವ್ಯಾಖ್ಯಾನದ ಡೊಮೇನ್
অস্তিত্বের ডোমেইন,ಅಸ್ತಿತ್ವದ ಡೊಮೇನ್
প্রভাবশালী কৌশল,ಪ್ರಬಲ ತಂತ್ರ
ডপলার এফেক্ট,ಡಾಪ್ಲರ್ ಪರಿಣಾಮ
বিন্দু পণ্য,ಡಾಟ್ ಉತ್ಪನ್ನ
বিন্দুযুক্ত বক্ররেখা,ಚುಕ್ಕೆಗಳ ವಕ್ರರೇಖೆ
ডবল পার্থক্য,ಎರಡು ವ್ಯತ್ಯಾಸ
ডবল সূচকীয় বন্টন,ಡಬಲ್ ಘಾತೀಯ ವಿತರಣೆ
ডবল হেলিক্স,ಡಬಲ್ ಹೆಲಿಕ್ಸ್
ডবল অবিচ্ছেদ্য,ಡಬಲ್ ಅವಿಭಾಜ್ಯ
ডবল ইন্টিগ্রেশন,ಡಬಲ್ ಏಕೀಕರಣ
দ্বিগুণ সীমা,ಎರಡು ಮಿತಿ
ডবল নমুনা পরিকল্পনা,ಎರಡು ಮಾದರಿ ಯೋಜನೆ
ডবল ক্রম,ಎರಡು ಅನುಕ್ರಮ
ডবল সিরিজ,ಡಬಲ್ ಸರಣಿ
ডবল প্রত্যয় স্বরলিপি,ಡಬಲ್ ಪ್ರತ್ಯಯ ಸಂಕೇತ
ডবল সমষ্টি,ಡಬಲ್ ಸಂಕಲನ
নিম্নগামী ত্বরণ,ಕೆಳಮುಖ ವೇಗವರ್ಧನೆ
নিম্নগামী স্থানচ্যুতি,ಕೆಳಮುಖ ಸ್ಥಳಾಂತರ
নিম্নগামী গতি,ಕೆಳಮುಖ ಚಲನೆ
নিম্নগামী বেগ,ಕೆಳಮುಖ ವೇಗ
টানুন,ಎಳೆಯಿರಿ
ড্র্যাগ বল,ಡ್ರ್ಯಾಗ್ ಫೋರ್ಸ್
দ্বৈত,ದ್ವಂದ್ವ
দ্বৈত ভিত্তি,ಉಭಯ ಆಧಾರ
