Tamil,Telugu
கோனஸ் தமனி,కోనస్ ఆర్టెరియోసస్
வழக்கமான உழவு,సాంప్రదాయ పండించడం
மாற்றப்பட்டது,కలుస్తుంది
ஒருங்கிணைந்த,కన్వర్జెంట్
குவிந்த (பரிணாமம்),భోగశనకు సంబంధించిన
Convolvulaceae,Cancolvulaceae
சுருண்ட குழாய்,మెలికలు తిరిగిన గొట్టం
ஒருங்கிணைப்பு,సమన్వయ
கோபாலிமர்,కోపాలిమర్
தாமிரம்,రాగి
காப்ரோலைட்,కోప్రోలైట్
கோப்ரோபிலஸ்,కోప్రొఫిలస్
சமாளிக்கவும்,కంపోలేట్ చేయండి
சமாளிப்பு,కాపులేషన్
சமாளிப்பு,కాపులేషన్
கோபூலேட்டரி பேட்,కాపులేటరీ ప్యాడ్
பவளப்பாறை சமூகம்,పగడపు రీఫ్ కమ్యూనిటీ
பவளம்,పగడపు
கோர்டேட்,కార్డేట్
மைய பகுதி,కోర్ ప్రాంతం
மைய மண்டலம்,కోర్ జోన్
கோர்ரெசர்,కోర్ప్రెస్సర్
கோரிபாஸ்பின்,కొరిఫాస్ఫిన్
கார்க்,కార్క్
கார்க் காம்பியம்,కార్క్ కాంబియం
கார்க் திருகு,కార్క్ స్క్రూ
கோர்ம்,కార్మ్
சோளம் துளைப்பான்,మొక్కజొన్న బోరర్
கார்னியா,కార్నియా
கார்னீஜென் செல்,కార్నిజెన్ సెల్
கார்னியல் லென்ஸ்,కార్నియల్ లెన్స్
கொரோலா,కొరోల్లా
கொரோனா,కరోనా
கொரோனா ஊடுருவும் நொதி,కరోనా చొచ్చుకుపోయే ఎంజైమ్
கொரோனா ரேடியாடா,కరోనా రేడియేటా
கொரோனாரியா,కరోనారియే
கரோனரி தமனி,కొరోనరీ ఆర్టరీ
கரோனரி தமனி பைபாஸ்,కొరోనరీ ఆర్టరీ బైపాస్
கரோனரி தமனி நோய்,కొరోనరీ ఆర్టరీ డిసీజ్
கரோனரி சல்கஸ்,కొరోనరీ సల్కస్
கார்போரா கேவர்னோசா (ஆண்குறியின்),కార్పోరా కావెర్నోసా (పురుషాంగం)
கார்போரா குவாட்ரிகெமினா,కార్పోరా క్వాడ్రిజెమినా
கார்பஸ்,కార్పస్
கார்பஸ் அல்பிகான்ஸ்,కార్పస్ అల్బికాన్స్
கார்பஸ் கால்சம்,కార్పస్ కాలోసమ్
கார்பஸ் லியூடியம்,కార్పస్ లూటియం
கார்பஸ் ஸ்போங்கியோசம்,కార్పస్ స్పాంజియోసమ్
கார்பஸ் ஸ்ட்ரைட்டம்,కార్పస్ స్ట్రియాటం
அரிப்பு,క్షీణించింది
கோர்டெக்ஸ்,కార్టెక్స్
கார்டிகல் நெஃப்ரான்,కార్టికల్ నెఫ్రాన్
கார்டிகோஸ்டிரோன்,కార్టికోస్టెరాన్
கார்டிகோட்ரோபிக்,కార్టికోట్రోఫిక్
கார்டிசோல்,కార్టిసాల్
கார்டிசோன்,కార్టిసోన్
கோர்வஸ்,కార్వస్
கோரிம்ப்,Corymb
அண்ட தோற்றம்,విశ్వ మూలం
காஸ்மிக் ரே,కాస్మిక్ రే
காஸ்மிட்,కాస్మిడ్
காஸ்மோசோவன் கோட்பாடு,కాస్మోజోవాన్ సిద్ధాంతం
பருத்தி போல் புழு,కాటన్ బోల్వార్మ్
ஆலோசனை,కౌన్సెలింగ్
எதிர்-நடப்பு அமைப்பு,కౌంటర్-కరెంట్ సిస్టమ్
உறவினர் திருமணம்,కజిన్ వివాహం
சக பிணைப்பு,సమయోజనీయ బంధం
கவர்,కవర్
எபிட்டிலியத்தை உள்ளடக்கியது,ఎపిథీలియం కవర్
கபரின் சுரப்பி,కౌపర్స్ గ్రంథి
காக்ஸா,కాక్సా
காக்ஸா,కాక్సా
காக்ஸல் எலும்பு,కాక్సల్ ఎముక
கோக்ஸல் செயல்முறை,కాక్సల్ ప్రక్రియ
கிராக்,క్రాక్
கிராக்கர் வெடிப்பு,క్రాకర్ బ్లాస్టింగ్
கிரானியல் எலும்பு,కపాల ఎముక
கிரானியல் மெனிங்க்கள்,కపాల మెనింజెస్
கிரானியல் நரம்பு,కపాల నాడి
கிரானியோசாக்ரல் வெளிச்செல்லும்,క్రానియోసాక్రాల్ low ట్‌ఫ్లో
கிரானியம்,కపాలం
கிராசுலேசியன் அமில வளர்சிதை மாற்றம்,క్రాసూలేసియన్ యాసిడ్ జీవక్రియ
நண்டு மீன்,క్రే ఫిష్
கிரியேட்டினின்,క్రియేటినిన్
உயிரினம்,జీవి
க்ரீப்பர்,లత
கிரெனுலேஷன்,క్రెన్యులేషన్
கிரெனுலேஷன்,క్రెన్యులేషన్
கிரெட்டேசியஸ் காலம்,క్రెటేషియస్ కాలం
கிரெட்டினிசம்,క్రెటినిజం
CRI-DU-CHAT CINDROME,క్రి-డు-చాట్ సిండ్రోమ్
கிறிஸ்டே,క్రిస్టే
சிக்கலான இணைப்பு இனங்கள்,క్లిష్టమైన లింక్ జాతులు
சிக்கலான செயல்முறை,క్లిష్టమైన ప్రక్రియ
ஆபத்தான ஆபத்தான உயிரினங்கள்,విమర్శనాత్మకంగా అంతరించిపోతున్న జాతులు
பயிர்,పంట
பயிர் பொறியியல்,పంట ఇంజనీరింగ్
பயிர்நிலம்,పంట భూములు
குறுக்கு,క్రాస్
கலப்பினம்,క్రాస్ బ్రీడింగ్
குறுக்கு-பாலம்,క్రాస్-బ్రిడ్జ్
குறுக்கு இணைக்கப்பட்டுள்ளது,క్రాస్ లింక్
குறுக்கு மகரந்தச் சேர்க்கை,క్రాస్ పరాగసంపర్కం
குறுக்கு மகரந்தச் சேர்க்கை,క్రాస్ పరాగసంపర్కం
கடந்து,దాటి వెళ్ళడం
க்ரோடலேரியா,క్రోటేరియా
க்ரோட்டன்,క్రోటన్
கிரீடம் கால் கட்டி,కిరీటం పిత్తాశయం కణితి
கிரீடம் ஒட்டுதல்,కిరీటం అంటుకట్టుట
சிலுவை,క్రుసిఫాం
கச்சா பிறப்பு விகிதம்,ముడి జనన రేటు
கச்சா இறப்பு விகிதம்,ముడి మరణం రేటు
ஓட்டப்பந்தயம்,క్రస్టేసియన్
அழுகிறேன் ia c,క్రై ఇయా సి
க்ரை iia b,క్రై iia b
கிரையோபிரசர்வேஷன்,క్రియోప్రెజర్వేషన్
கிரையோசர்ஜரி,క్రియోసర్జరీ
ரிப்டிக்,నిగూ
கிரிப்டிக் தோற்றம்,నిగూ geeption ప్రదర్శన
ரகசிய நிறம்,నిగూ color రంగు
இரகசியமாக - வண்ணம்,క్రిప్టిక్‌గా - రంగు
கிரிப்டோகாமே,క్రిప్టోమాగా
கிரிப்டோகாமியா,క్రిప్టోగామియా
லிபர்குனின் கிரிப்ட்கள்,లైబెర్కుహ్న్ యొక్క క్రిప్ట్స్
படிக,క్రిస్టల్
படிக,స్ఫటికాకార
Ctenophorans,Ctenophorans
Ctenophore,Ctenophore
Ctenoplana,Ctenoplana
கொக்கு,కోకిల
வெள்ளரி,దోసకాయ
கிகர்பிட்,కుకుర్బిట్
கிகர்பிட்டா,కుకుర్బిటా
அடிம்,కుల్మ్
சாகுபடி,సాగు
பயிரிடப்பட்ட பயிர்,పండించిన పంట
பயிரிடப்பட்ட ஆலை,సాగు మొక్క
கலாச்சார அல்லது துரிதப்படுத்தப்பட்ட யூட்ரோஃபிகேஷன்,సాంస్కృతిక లేదా వేగవంతమైన యూట్రోఫికేషన్
கலாச்சாரம்,సంస్కృతి
குமுலஸ் ஓஃபோரஸ்,క్యుములస్ ఓఫోరస్
கியூபிரெசஸ் டோருலோசா,కుప్రెసస్ టోరులోసా
குபுலா,కుపులా
Fupule,కపుల్
கர்குமின்,కర్క్యుమిన్
கர்சோரியல்,కర్సర్
கர்வெம்ப்ரியா,కర్వెంబ్రి
வளைவு,కర్వెంబ్రియోనిక్
கஸ்குட்டா,కుస్కుటా
கஸ்பேட்,కస్పిడేట్
வெட்டு,క్యూటికల్
கட்டிங்,కట్టింగ్
கட்டிங்,కట్టింగ్
கட்ஃபிஷ்,నురుగు చేప
சயனோபாக்டீரியா,సైనోబాక్టీరియా
சயனோபாக்டீரியம்,సైనోబాక్టీరియం
சயனோகோபாலமின் (பி 12),Cyణదణి
சயனோஃபைசியன் கிரானுல்,సైనోఫైషన్ గ్రాన్యూల్
சியாதியம்,సైథియం
சைக்காட்,సైకాడ్
சைக்காடேசி,సైకాడేసి
சைக்காடோப்சிடா,సైకాడోప్సిడా
சுழற்சி குவானோசின் மோனோபாஸ்பேட்,చక్రీయ గ్వానోసిన్ మోనోఫాస్ఫేట్
சுழற்சி ஒளிச்சேர்க்கை,చక్రీయ ఫోటోఫాస్ఫోరైలేషన్
சூறாவளி பிரிப்பான்,సైక్లోనిక్ సెపరేటర్
சைக்ளோப்ஸ்,సైక్లోప్స్
சைக்ளோஸ்போரின் அ,సైక్లోస్పోరిన్ a
சைக்ளோஸ்டோமாட்டா,సైక్లోస్టోమాటా
சைகஸ்,సైకస్
சைமோஸ்,సైమోస్
சைமோஸ் வகை,సైమోస్ రకం
சைப்ரஸ்,సైప్రస్
சிப்செலா,సైప్సెలా
சிஸ்டைன்,సిస్టీన్
சிஸ்டிக் ஃபைப்ரோஸிஸ்,సిస్టిక్ ఫైబ్రోసిస్
சைட்டோகினேசிஸ்,సైటోకినిసిస్
சைட்டோக்ரோம்,సైటోక్రోమ్
சைட்டோகைன் தடை,సైటోకిన్ అవరోధం
சைட்டோகினின்,సైటోకినిన్
சைட்டாலஜி,సైటోలజీ
சைட்டன்,సైటన్
சைட்டோபிளாசம்,సైటోప్లాజమ్
சைட்டோபிளாஸ்மிக் பாலம்,సైటోప్లాస్మిక్ వంతెన
சைட்டோபிளாஸ்மிக் குளோபுல்,సైటోప్లాస్మిక్ గ్లోబ్యూల్
சைட்டோசின்,సైటోసిన్
சைட்டோஸ்கெலட்டன்,సైటోస్కెలిటన్
சைட்டோசோல்,సైటోసోల్
சைட்டோடாக்சோனமி,సైటోటాక్సానమీ
நீரிழப்பு,నిర్జలీకరణం
பால் தொழில்நுட்பம்,పాడి సాంకేతికత
டாப்னல்ஸ்,డాఫ్నాల్స్
டாப்னியா,డాఫ్నియా
இருண்ட பின் தரையில்,డార్క్ బ్యాక్ గ్రౌండ్
இருண்ட புலம் நுண்ணோக்கி,డార్క్ ఫీల్డ్ మైక్రోస్కోపీ
இருண்ட எதிர்வினை,చీకటి ప్రతిచర్య
டார்வினிசம்,డార్వినిజం
டார்வின் பிஞ்ச்,డార్విన్ ఫించ్
தரவு குறைபாடு,డేటా లోపం
தேதி பனை,తేదీ అరచేతి
டதுரா ஸ்ட்ராமோனியம்,డాటురా స్ట్రామోనియం
மகள் செல்,కుమార్తె సెల్
நாள் நடுநிலை ஆலை,రోజు తటస్థ మొక్క
நாள் நீளம்,రోజు పొడవు
சிதைவு,డెగ్రోత్
இறந்த படப்பிடிப்பு,డెడ్ షూట్
காது கேளாமை,చెవుడు
டிகேமர்,దశాబ్దం
அழுகும் கரிமப் பொருட்கள்,క్షీణిస్తున్న సేంద్రీయ పదార్థం
டெசிபல்,డెసిబెల్
டெசிடுவா பாசலிஸ்,డెసిడువా బసాలిస్
டெசிடுவா காப்ஸ்யூலரிஸ்,డెసిడువా క్యాప్సులారిస్
Decidua,డెసిడువా
இலையுதிர்,ఆకురాల్చే
சிதைவு,కుళ్ళిపోండి
டிகம்போசர்,డికంపోజర్
டெட்ரிட்டஸை சிதைக்கும்,డెట్రిటస్ కుళ్ళిపోవడం
சிதைவு வீதம்,కుళ్ళిపోయే రేటు
டிகுமண்ட்,డెకుంబెంట్
பிரிக்கப்பட்ட செல்,డిడిఫెంటియేటెడ్ సెల్
ஆழமான கடல் அகழி,లోతైన సముద్ర కందకం
ஆழமான நீர் உடல்,లోతైన నీటి శరీరం
டிஃபிபிரிலேஷன்,డీఫిబ్రిలేషన్
டிஃபிபிரிலேட்டர்,డీఫిబ్రిలేటర్
குறைபாடு,లోపం
பணவாட்டம்,ప్రతిరూపం
விலகல் அலை,విక్షేపం వేవ్
காடழிப்பு,అటవీ నిర్మూలన
கோடனின் சீரழிவு,కోడాన్ యొక్క క్షీణత
சிதைந்துவிடும்,క్షీణించిన
சிதைந்த குறியீடு,క్షీణించిన కోడ్
சிதைவு,క్షీణత
சீரழிவு கூட்டு,క్షీణించిన ఉమ్మడి
புல்வெளியின் சீரழிவு,గడ్డి భూముల క్షీణత
சிதைவு,డెగ్రోత్
மதிப்புமிக்க பழம்,డీహెసిస్ట్ ఫ్రూట్
நீரிழப்பு,నిర్జలీకరణం
டீஹைட்ரோ-எபியாண்ட்ரோஸ்டிரோன்,డీహైడ్రో-ఎపియాండ్రోస్టెరాన్
ஹைட்ரஜனேஸ்,డీహైడ్రోజినేస్
நீக்குதல்,తొలగింపు
சவ்வு வரையறுக்கும்,డీలిమిటింగ్ పొర
வரையறுக்கும்,వర్ణించడం
டெல்பினஸ்,డెల్ఫినస్
டிமர்சல் மீன்,డీమెర్సల్ ఫిష్
மக்கள்தொகை மாற்றம்,జనాభా పరివర్తన
குறைப்பு,డీనాటరేషన్
மறுக்கப்பட்டது,డీనాటర్డ్
குறைப்பு,DENATURISATION
டென்ட்ரைட்,డెండ్రైట్
டென்ட்ரைட்,డెండ్రైట్
டென்ட்ரைட்,డెండ్రైట్
டென்ட்ரோபேட்ஸ்,డెండ్రోబేట్స్
டென்ட்ரான்,డెండ్రాన్
டெங்கு,డెంగ్యూ
மறுப்பு,డెనిట్రిఫికేషన్
மறுப்பு செயல்முறை,డెనిట్రిఫికేషన్ ప్రక్రియ
டென்ட்ரேட்டர்,డెంటిట్రిఫైయర్
பாக்டீரியாவை மறுக்கும்,బ్యాక్టీరియాను తిరస్కరించడం
அடர்த்தியான தீர்வு,దట్టమైన పరిష్కారం
அடர்த்தி சாய்வு மையவிலக்கு,సాంద్రత ప్రవణత సెంట్రిఫ్యూగేషన్
இடைநீக்கத்தின் அடர்த்தி,సస్పెన్షన్ యొక్క సాంద్రత
டென்டேட்,డెంటేట్
டென்டைன்,డెంటిన్
டீஆக்ஸிஜனேற்றப்பட்ட இரத்தம்,డియోక్సిజనేటెడ్ రక్తం
டியோக்ஸிரிபோநியூக்ளிக் அமிலம் (டி.என்.ஏ),డీజాతి ఆమ్లము
டெப்ளிக்மென்டேஷன்,డిపిగ్మెంటేషన్
மண் கருவுறுதல் குறைவு,నేల సంతానోత్పత్తి క్షీణత
டிபோலரைசேஷன்,డిపోలరైజేషన్
டிபோலிமரைசேஷன்,డిపోలిమరైజేషన్
மனச்சோர்வு,డిప్రెషన్
மனச்சோர்வு,డిప్రెషన్
கைவிடப்பட்ட நிலம்,విడదీయబడిన భూమి
வழித்தோன்றல் நோவகெய்ன்,డెరివేటివ్ నోవాకైన్
டெர்மடோஜென்,చర్మశోథ
டெர்மிஸ்,డెర్మిస్
சந்ததியினர் மக்கள் தொகை,వారసుల జనాభా
இறங்குங்குடற்குறை,కోలన్ అవరోహణ
இறங்கு மூட்டு,అవరోహణ లింబ్
இறங்கு தொராசிக் பெருநாடி,అవరోహణ థొరాసిక్ బృహద్ధమని
வம்சாவளி,డీసెంట్
பாலைவன பகுதிகள்,ఎడారి ప్రాంతాలు
பாலைவன பயோம்,ఎడారి బయోమ్
பாலைவன சமூகம்,ఎడారి సంఘం
பாலைவன ஆலை,ఎడారి మొక్క
பாலைவன புதர்,ఎడారి పొద
பாலைவனமாக்கல்,ఎడారీకరణ
தேசி வகை,దేశీ రకం
டெஸ்மிட்,డెస్మిడ్
டெஸ்மோடூபூல்,డెస్మోటూబ్యూల్
சவர்க்காரம்,డిటర్జెంట్
நச்சுத்தன்மை,నిర్విషీకరణ
நச்சுத்தன்மை,నిర్విషీకరణ
தீங்கு விளைவிக்கும்,డెట్రిటివోర్
தீங்கு விளைவிக்கும்,తీవ్రమైన
டெட்ரிட்டஸ் ஊட்டி,డెట్రిటస్ ఫీడర్
டெட்ரிட்டஸ் உணவளிக்கும் முதுகெலும்புக்கு,డెట్రిటస్ ఫీడింగ్ అకశేరుకం
டெட்ரிட்டஸ் உணவு சங்கிலி,డెట్రిటస్ ఫుడ్ చైన్
டியூட்டெரோஸ்டோமியா,డ్యూటెరోస్టోమియా
வளர்ச்சி,అభివృద్ధి
பிசாசு மீன்,డెవిల్ ఫిష్
பிசாசு மீன்,డెవిల్ ఫిష్
டெவோனிய காலம்,డెవోనియన్ కాలం
டி-வ்ரீஸ் கோட்பாடு,డి-వ్రీస్ సిద్ధాంతం
டி-xycorticosterone,డి-xeacerarticosterone
Dihibrid,డైహైబ్రిడ్
டைனுக்ளியோடைடு,డైన్యూక్లియోటైడ్
நீரிழிவு இன்சிபிடஸ்,డయాబెటిస్ ఇన్సిపిడస్
நீரிழிவு நோய்,మధుమేహం
Diacetylmorphin,డయాసిటైల్మోర్ఫిన్
நோயறிதல்,రోగ నిర్ధారణ
கண்டறியும் மற்றும் சிகிச்சை,డయాగ్నొస్టిక్ మరియు థెరప్యూటిక్స్
கண்டறியும் படம்,విశ్లేషణ చిత్రం
கண்டறியும் கிட்,డయాగ్నొస్టిక్ కిట్
டயக்கினெசிஸ்,డయాకినాసిస్
டயலிங் திரவம்,డయాలిసింగ్ ద్రవం
டயாலிசிஸ்,డయాలసిస్
டயான்ட்ரியா,డయాంట్రియా
டியான்ட்ரஸ்,డయాండ్రోస్
டயபாஸ்,డయాపాజ్
வயிற்றுப்போக்கு,విరేచనాలు
டயஸ்டாலிக் அழுத்தம்,డయాస్టొలిక్ పీడనం
டயட்டாம்,డయాటమ్
டயட்டோமேசியஸ் பூமி,డయాటోమాసియస్ ఎర్త్
டை ஆக்சில்கிளிசரால் (டி.ஜி),డయామ్సిల్గ్లిసరాల్ (డిజి)
டிபாசிக் பாஸ்பேட்,డైబాసిక్ ఫాస్ఫేట్
டிச்சந்தியம்,డిచంతియం
டிக்ளோரோ டிஃபெனைல் ட்ரைக்ளோரோஎத்தேன் (டி.டி.டி),డైక్లోరో డిఫెనిల్ ట్రైక్లోరోఎథేన్ (డిడిటి)
இருவகை,డైకోటోమస్
டிகோண்டிலிக் மண்டை ஓடு,డికాండిలిక్ పుర్రె
டைகோடைலெடன்,డికోటిలెడాన్
டிக்டியோசோம்,డిక్టియోసోమ్
டிக்டியோட்டா,డిక్టియోటా
டைன்ஸ்பாலன்,డైన్స్ఫలాన్
உணவு,ఆహారం
வேறுபட்ட பங்களிப்பு,అవకలన సహకారం
வேறுபட்ட குறுக்கீடு மாறுபட்ட நுண்ணோக்கி,భేదాత్మక జోక్యం
வேறுபட்ட இனப்பெருக்கம்,అవకలన పునరుత్పత్తి
வேறுபட்ட செல்,విభిన్న సెల్
வேறுபாடு,భేదం
மாறுபட்ட அலை,డిఫ్రాక్టెడ్ వేవ్
பரவுகிறது,వ్యాప్తి
பரவக்கூடிய திறன்,విస్తరించే సామర్థ్యం
செரிமானம்,జీర్ణక్రియ
செரிமான சாறு,జీర్ణ రసం
செரிமான அமைப்பு,జీర్ణ వ్యవస్థ
செரிமான தடம்,జీర్ణ కోశ ప్రాంతము
இலக்கு,అంకె
டிஜிட்டல் கழித்தல் ஆஞ்சியோகிராபி,డిజిటల్ వ్యవకలనం యాంజియోగ్రఫీ
டிஜிட்டல் முறையில்,డిజిటల్‌గా
டிஜிட்டல் சுரப்பி,డిజిటిఫార్మ్ గ్రంథి
டிகாரியன்,డికారియన్
டிகாரியோஃபேஸ்,డైకారియోఫేస్
டைமர்,డైమర్
ஆதிக்கம் செலுத்தும் மரணம் அலீல்,ఆధిపత్య ప్రాణాంతక యుగ్మ వికల్పం
திமார்பிசம்,డైమోర్ఫిజం
டைனிட்ரஜன்,డైనిట్రోజెన్
டைனோஃப்ளகலேட்,డైనోఫ్లాగెల్లేట్
Dioecious,డైయోసియస్
டியோஸ்பைரோஸ் மெலனாக்ஸிலோன்,డయోస్పైరోస్ మెలానాక్సిలాన్
டிபெப்டைட்,డిపెప్టైడ్
Diphodats,డిఫైయోడాంట్
டிப்ளோபாசில்லஸ்,డిప్లోబాసిల్లస్
டிப்ளோபிளாஸ்டிக்,డిప్లోబ్లాస్టిక్
டிப்ளோகோகஸ் நிமோனியா,డిప్లోకాకస్ న్యుమోనియా
டிப்ளாய்டு நிலை,డిప్లాయిడ్ దశ
டிப்ளோனெமா,డిప్లొనెమా
டிப்ளோன்டிக்,డిప్లొంట్
டிப்ளோசோம்,డిప్లొజోమ్
டிப்ளோஸ்டோம்,డిప్లొస్టోమ్
டிப்ளோடீன் நிலை,డిప్లోటిన్ స్టేజ్
டிப்டெரா,డిప్టెరా
டிப்டெரான்,డిప్టెరాన్
டிப்டெரோகார்பஸ் ஹோபியா,డిప్టెరోకార్పస్ హోపియా
டிப்டீரியா,డిప్టెరియా
திசை தேர்வு,డైరెక్షనల్ ఎంపిక
டிசாக்கரைடு ஹைலூரோனிக் அமிலம்,డిసాకరైడ్ హైలురోనిక్ ఆమ్లం
டிசாக்கரைடு,డిసాకరైడ్
வட்டு,డిస్క్
வட்டு புளோரெட்,డిస్క్ ఫ్లోరెట్
மகரந்தம் வெளியேற்றம்,పుప్పొడి ఉత్సర్గ
இடைவிடாத மாறுபாடு,నిరంతర వైవిధ్యం
தனித்துவமான பிறழ்வு,వివిక్త మ్యుటేషన్
நோய்,వ్యాధి
மோகப்படுத்தும் செயல்முறை,అసమాన ప్రక్రియ
கிருமிநாசினி,క్రిమిసంహారక
கிருமி நீக்கம் செய்யப்பட்டது,క్రిమిసంహారక
எலும்பின் கோளாறுகள்,ఎముక యొక్క రుగ్మతలు
பரப்புதல்,వ్యాప్తి
தூரம்,దూర
தொலைதூர சுருண்டது,దూర మెలికలు తిరిగింది
டிஸ்டல் நெஃப்ரான்,దూర నెఫ్రాన్
டிஸ்டல் ஃபாலங்க்ஸ்,దూర ఫలాంక్స్
தொலைதூர நிறமி,దూర వర్ణద్రవ్యం
தினசரி,రోజువారీ
டைவலண்ட் கேஷன்,డైవాలెంట్ కేషన్
விலகிய,డైవాలెంట్
வேறுபடு,డైవర్జ్
வேறுபாடு,డైవర్జెన్స్
பன்முகத்தன்மை,వైవిధ్యం
உழைப்பு பிரிவு,శ్రమ విభజన
பிரிவு,విభజన
பிரிவு,విభజన
டி.என்.ஏ சார்ந்த ஆர்.என்.ஏ பாலிமரேஸ்,Dషధ ఆధారిత RNA పాలిమరేస్
டி.என்.ஏ வெடிப்பு,DNA బ్లాటింగ్
டி.என்.ஏ பிளவு,DNA చీలిక
டி.என்.ஏ குளோனிங்,DNA క్లోనింగ్
டி.என்.ஏ இயக்கப்படும் கலப்பினமாக்கல்,DNA నడిచే హైబ్రిడైజేషన్
டி.என்.ஏ கைரேகை,DNA వేలిముద్ర
டி.என்.ஏ நூலகம்,DNA లైబ్రరీ
டி.என்.ஏ உருகுதல்,DNA ద్రవీభవన
டி.என்.ஏ மெத்திலேஷன்,DNA మిథైలేషన్
டி.என்.ஏ பாலிமரேஸ்,DNA పాలిమరేస్
டி.என்.ஏ ஆய்வு,DNA ప్రోబ్
டி.என்.ஏ பழுது,DNA మరమ్మత్తు
டி.என்.ஏ பிரதி,DNA ప్రతిరూపం
டி.என்.ஏ பிரதி,DNA ప్రతిరూపణ
டி.என்.ஏ வரிசை,DNA క్రమం
டி.என்.ஏ பிளவு,DNA స్ప్లికింగ్
டி.என்.ஏ சூப்பர் கோலிங்,DNA సూపర్ కాయిలింగ్
டி.என்.ஏ டிரான்ஸ்கிரிப்ஷன்,DNA ట్రాన్స్క్రిప్షన్
டி.என்.ஏ திசையன்,DNA వెక్టర్
டாப்சன் பிரிவு,డాబ్సన్ యూనిట్
டாக்ஃபிஷ்,డాగ్‌ఫిష్
டோலியலம்,డోలియోలం
டால்பின் (பாலூட்டி),డాల్ఫిన్
வீட்டு விலங்கு,దేశీయ జంతువు
வளர்க்கப்பட்ட விலங்கு,పెంపుడు జంతువు
வளர்க்கப்பட்ட ஆலை,పెంపుడు మొక్క
வளர்ப்பு,పెంపకం
வளர்ப்பு,పెంపకం
ஆதிக்க மரபணு,ఆధిపత్య జన్యువు
ஆதிக்கம் செலுத்தும் அலகு காரணி,ఆధిపత్య యూనిట్ కారకం
டோனன் சமநிலை,డోన్నన్ సమతౌల్యం
நன்கொடையாளர் செல்,దాత సెల్
டாப்ளர் விளைவு,డాప్లర్ ప్రభావం
முதுகெலும்பு உள் மேற்பரப்பு,డోర్సల్ లోపలి ఉపరితలం
முதுகெலும்பு நரம்பு தண்டு,డోర్సల్ నరాల త్రాడు
செயலற்ற தன்மை,నిద్రాణస్థితి
முதுகெலும்பு துடுப்பு,డోర్సల్ ఫిన్
டார்சல் வெற்று நரம்பு மண்டலம்,ప్రశంసక వ్యవస్థ
முதுகெலும்பு நாசி,డోర్సల్ నాసికా రంధ్రం
டார்சல் ரூட் கேங்க்லியன்,డోర్సల్ రూట్ గ్యాంగ్లియన్
முதுகெலும்பு மேற்பரப்பு,డోర్సల్ ఉపరితలం
டார்சல் உள்ளுறுப்பு கூம்பு,డోర్సల్ విసెరల్ హంప్
டார்சிவென்ட்ரல் இலை,డోర్సివెంట్రల్ ఆకు
இரட்டை பிணைப்பு,డబుల్ బాండ్
இரட்டை தேங்காய்,డబుల్ కొబ్బరి
இரட்டை சுருள்,డబుల్ హెలిక్స్
இரட்டை இழை அமைப்பு,డబుల్ స్ట్రాండెడ్ స్ట్రక్చర్
கீழ்நிலை,దిగువ
கீழ்நிலை செயலாக்கம்,దిగువ ప్రాసెసింగ్
டவுன் நோய்க்குறி,డౌన్ సిండ్రోమ్
டிராக்கனா,డ్రాకేనా
டிராகோ,డ్రాకో
தட்டான்,డ్రాగన్ ఫ్లై
நீர்த்துளி,బిందువు
டிராப்ஸி,డ్రాప్సీ
ட்ரோசோபிலா மெலனோகாஸ்டர்,డ్రోసోఫిలా మెలనోగాస్టర్
வறட்சி,కరువు
வறட்சி எதிர்ப்பு புல்,కరువు నిరోధక గడ్డి
மருந்து,డ్రగ్
மருந்து,డ్రగ్
போதைப்பொருள் துஷ்பிரயோகம்,మందుల దుర్వినియోగం
டிரம் ஸ்டிக்,డ్రమ్ స్టిక్
Drupe,Drupe
உலர் உயிரி,పొడి బయోమాస్
உலர் படிவு,పొడి నిక్షేపణ
Droipithecus,డ్రైయోపిథెకస్
டிர்யோப்டெரிஸ்,డ్రైయోప్టెరిస్
குழாய் எஃபெரென்ட்,డక్టిల్ ఎఫెరెంట్
டக்டஸ் தமனி,డక్టస్ ఆర్టెరియోసస్
டக்டஸ் எபிடிடிமஸ்,డక్టస్ ఎపిడిడిమస్
டியோடெனம்,డుయోడెనమ్
நகல்,నకిలీ
துராமட்டர்,దురామాటర్
டுரமென்,దురామెన్
துரந்தா,డురాంటా
தூசி மாசுபாடு,దుమ్ము కాలుష్యం
குள்ள,మరగుజ్జు
குள்ளனானது,మరుగుజ్జు
குள்ள-தண்டு ஆலை,మరగుజ్జు-కాండం ప్లాంట్
டைனீன்,డైనిన్
இலக்கு,అంకె
கழுகு,ఈగిల్
காது ஒசிகல்,చెవి ఒస్సికల్
காதுகுழாயை,ఇయర్‌కాకిల్
ஆரம்பகால வாழ்க்கை,ప్రారంభ జీవితం
ஆரம்ப மரம்,ప్రారంభ కలప
காதலி,EARMUFF
பூமி உச்சிமாநாடு,ఎర్త్ సమ్మిట్
சாப்பிடுவது மற்றும் சாப்பிடுவது,తినడం మరియు తినడం
பூமி,భూమి
பூமி,భూమి
ஈபெனேல்ஸ்,ఎబెనల్స్
Ebracteate,Ebracteate
எக்கெனிஸ்,ఎచెనిస్
எக்கினோகோகஸ்,ఎచినోకాకస్
எக்கோலோகேஷன்,ప్రతిధ్వని
கிரகண ஆல்பா,ఎక్లిప్టా ఆల్బా
