Marathi,Bengali
दुहेरी चिन्हांकन,ডবল মার্কিং
दुहेरी ट्रान्झिस्टर,ডবল ট্রানজিস্টর
ड्युअल ट्यून अॅम्प्लीफायर,ডুয়াল টিউনড এমপ্লিফায়ার
डबल लेयर ट्रान्झिस्टर अॅम्प्लिफायर,ডবল লেয়ার ট্রানজিস্টর পরিবর্ধক
दुप्पट,দ্বিগুণ
व्यत्यय वेळ,বাধা সময়
आउटपुट इलेक्ट्रोड,আউটপুট ইলেক্ট্রোড
अनुगामी आउटपुट इलेक्ट्रोड,ট্রেলিং আউটপুট ইলেক্ট্রোড
d राम,d রাম
d राम,d রাম
रनऑफ सेल,রানঅফ সেল
प्रवाह प्रवाह,স্রোতধারা
प्रवाह वेग,প্রবাহ বেগ
छिद्र पाडणे टेप,ছিদ্র টেপ
ऑपरेटर बस,অপারেটর বাস
ऑपरेटिंग स्टेज,অপারেটিং পর্যায়
अधर्म,অন্যায়
कोरडा सेल,শুকনো কোষ
कोरडे कोरीव काम,শুকনো এচিং
कोरडा चित्रपट,শুকনো ফিল্ম
कोरडे स्विचिंग,শুকনো সুইচিং
ड्रायस्टास आर्ट डिस्प्लेसर,ড্রাইস্টাস আর্ট ডিসপ্লেসার
डी.टी.ई.,D.T.E.
dtl (डायोड ट्रान्झिस्टर लॉजिक),dtl (ডায়োড ট্রানজিস্টর লজিক)
"ड्वेगेट फेट, ड्वेगेट एफ. ई.टी.","ডুয়েগেট ফেট, ডুয়েগেট এফ। ই.টি."
दुहेरी जुळणी,দ্বৈত মিল
जोडप्याचे प्रसारण,দম্পতি সংক্রমণ
दुहेरी वाचन समन्वयक,ডবল রিড কোঅর্ডিনেটর
"ड्युअल-डिफरन्स अॅनालॉग, डिजिटल कनवर्टर","ডুয়াল-ডিফারেন্স এনালগ, ডিজিটাল কনভার্টার"
द्विध्रुवीय बदल,ডাইপোল পরিবর্তন
डबल फॉलो व्होल्टेज कंट्रोलर,ডবল অনুসরণ ভোল্টেজ নিয়ামক
द्वैत,দ্বৈততা
दुहेरी पंक्ती,ডবল সারিবদ্ধ
मूक अँटेना,নীরব অ্যান্টেনা
डुप्लेक्स ट्रान्समिशन,ডুপ্লেক্স ট্রান্সমিশন
उपयुक्तता प्रमाण,ইউটিলিটি অনুপাত
उपयुक्तता गुणोत्तर मॉड्यूलेशन,ইউটিলিটি অনুপাত মড্যুলেশন
dB-25 कनेक्टर,dB-25 সংযোগকারী
निवासस्थान,আবাস
डायनॅमिक वैशिष्ट्ये,গতিশীল বৈশিষ্ট্য
डायनॅमिक वैशिष्ट्ये,গতিশীল বৈশিষ্ট্য
डायनॅमिक प्रवाह,গতিশীল বর্তমান
डायनॅमिक प्रतिबाधा,গতিশীল প্রতিবন্ধকতা
"डायनॅमिक लोड लाइन, लोड लाइन","গতিশীল লোড লাইন, লোড লাইন"
डायनॅमिक मेमरी,গতিশীল মেমরি
व्हेरिएबल मेमरी सेल,পরিবর্তনশীল মেমরি সেল
डायनॅमिक मेमरी रिफ्रेशर,গতিশীল মেমরি রিফ্রেশার
डायनॅमिक माउस उलथापालथ,ডাইনামিক মাউস ইনভার্সন
डायनॅमिक रॅम डायनॅमिक रॅम,ডাইনামিক RAM ডাইনামিক RAM
डायनॅमिक श्रेणी,গতিশীল পরিসীমা
डायनॅमिक प्रतिकार,গতিশীল প্রতিরোধের
डायनॅमिक विस्थापन रजिस्टर,গতিশীল স্থানচ্যুতি রেজিস্টার
डायनॅमिक चाचणी,গতিশীল পরীক্ষা
डायनॅमिक व्हिडिओ रँडम ऍक्सेस मेमरी (DVRAM),ডায়নামিক ভিডিও র্যান্ডম অ্যাক্সেস মেমরি (DVRAM)
डायनॅमो,ডায়নামো
डायनामोमीटर,ডায়নামোমিটার
डायनिट्रॉन ऑसिलेटर,ডিনিট্রন অসিলেটর
"लवकर परिणाम, लवकर परिणाम","প্রারম্ভিক প্রভাব, প্রাথমিক প্রভাব"
ई रोम,e a রম
पृथ्वी कनेक्टिव्हिटी,পৃথিবী সংযোগ
ग्राउंड स्टेशन,গ্রাউন্ড স্টেশন
एबर्स-मॉल-समीकरण,Ebers-Moul-Equation
एबर्स-मॉल-मॉडेल,Ebers-Maul-Model
प्रतिध्वनी,প্রতিধ্বনি
विरोधी प्रतिध्वनी,বিরোধী প্রতিধ্বনি
एडी वर्तमान,এডি কারেন্ট
स्ट्रँड कनेक्टर,স্ট্র্যান্ড সংযোগকারী
कोर डिटेक्टर,কোর ডিটেক্টর
कोर ट्रिगर फ्लिप फ्लॉप,কোর ট্রিগার ফ্লিপ ফ্লপ
कोर ट्रिगर कुंडी,কোর ট্রিগার ল্যাচ
एडिसन प्रभाव,এডিসন প্রভাব
संपादक,সম্পাদক
प्रभावी क्षेत्र,কার্যকর এলাকা
प्रभावी प्रवाह,কার্যকর বর্তমান
प्रभावी ग्राउंड त्रिज्या,কার্যকর স্থল ব্যাসার্ধ
प्रभावी उंची,কার্যকর উচ্চতা
प्रभावी लांबी,কার্যকর দৈর্ঘ্য
प्रभावी वस्तुमान,কার্যকর ভর
प्रभावी विकिरण शक्ती,কার্যকর বিকিরণ শক্তি
प्रभावी व्होल्टेज,কার্যকর ভোল্টেজ
कार्यक्षमता,দক্ষতা
E.E.P. रॉम,ই.ই.পি. রম
आयकॉनल समीकरण,আইকনাল সমীকরণ
व्यस्त क्षमता,বিপরীত ক্যাপাসিট্যান্স
ई-स्तर,ই-স্তর
विद्युतप्रवाह,বিদ্যুত্প্রবাহ
विद्युत क्षेत्र,বৈদ্যুতিক ক্ষেত্র
विद्युत क्षेत्राची तीव्रता,বৈদ্যুতিক ক্ষেত্রের তীব্রতা
विद्युत प्रवाह ओळी,বৈদ্যুতিক কারেন্ট লাইন
विद्युत क्षमता,বৈদ্যুতিক সম্ভাব্য
विद्युत शॉक,ইলেক্ট্রোকশন
इलेक्ट्रो-सोल्डर,ইলেক্ট্রো-সোল্ডার
विद्युत लहर,বৈদ্যুতিক তরঙ্গ
विद्युत लांबी,বৈদ্যুতিক দৈর্ঘ্য
विद्युत शक्ती,বৈদ্যুতিক শক্তি
वीज,বিদ্যুৎ
ईसीजी,ইসিজি
इलेक्ट्रिक डायनॅमो मीटर,বৈদ্যুতিক ডায়নামো মিটার
इलेक्ट्रोड,ইলেক্ট্রোড
इलेक्ट्रोड प्रवाह,ইলেক্ট্রোড বর্তমান
इलेक्ट्रोल्युमिनेसन्स,ইলেক্ট্রোলুমিনেসেন্স
इलेक्ट्रोल्युमिनेसेंट डिस्प्ले,ইলেক্ট্রোলুমিনেসেন্ট ডিসপ্লে
गॅल्व्हनिक अलगाव,গ্যালভানিক বিচ্ছিন্নতা
इलेक्ट्रोलाइट,ইলেক্ট্রোলাইট
इलेक्ट्रोलाइटिक कॅपेसिटर,তড়িৎ - ধারক
इलेक्ट्रोलाइटिक कॅपेसिटर,তড়িৎ - ধারক
इलेक्ट्रोमॅग्नेट,ইলেক্ট্রোম্যাগনেট
इलेक्ट्रोमॅग्नेटिक ऊर्जा,ইলেক্ট্রোম্যাগনেটিক শক্তি
इलेक्ट्रोमॅग्नेटिक प्रेरण,ইলেক্ট্রোম্যাগনেটিক আনয়ন
"इलेक्ट्रोमॅग्नेटिक हस्तक्षेप, EMI","ইলেক্ট্রোম্যাগনেটিক ইন্টারফারেন্স, ইএমআই"
इलेक्ट्रोमॅग्नेटिक स्पेक्ट्रम,ইলেক্ট্রোম্যাগনেটিক বর্ণালী
इलेक्ट्रोमॅग्नेटिक लहर,ইলেক্ট্রোম্যাগনেটিক তরঙ্গ
विद्युत चुंबकत्व,তড়িৎচুম্বকত্ব
इलेक्ट्रो मेकॅनिकल फिल्टर,ইলেক্ট্রো মেকানিক্যাল ফিল্টার
इलेक्ट्रोमीटर,ইলেক্ট্রোমিটার
विद्युतचुंबकिय बल,তড়িচ্চালক বল
इलेक्ट्रॉन,ইলেকট্রন
इलेक्ट्रॉन बीम,ইলেক্ট্রন মরীচি
इलेक्ट्रॉन चार्ज,ইলেকট্রন চার্জ
इलेक्ट्रॉन उत्सर्जन,ইলেকট্রন নির্গমন
इलेक्ट्रॉन प्रवाह,ইলেকট্রন প্রবাহ
इलेक्ट्रॉन वायू,ইলেকট্রন গ্যাস
इलेक्ट्रॉन उपकरण,ইলেকট্রন ডিভাইস
इलेक्ट्रॉन भोक जोडी,ইলেকট্রন গর্ত জোড়া
इलेक्ट्रॉन मायक्रोस्कोप,ইলেকট্রন - অণুবীক্ষণ যন্ত্র
इलेक्ट्रॉन कक्षा,ইলেকট্রন কক্ষপথ
इलेक्ट्रॉन शेल,ইলেকট্রন শেল
इलेक्ट्रॉन व्होल्ट,ইলেকট্রন ভোল্ট
इलेक्ट्रॉन वेव्ह ट्यूब,ইলেক্ট্রন তরঙ্গ নল
इलेक्ट्रॉनिक चार्ज,ইলেকট্রনিক চার্জ
इलेक्ट्रॉनिक डेटा ताण,ইলেকট্রনিক ডেটা স্ট্রেস
इलेक्ट्रॉनिक डेटा प्रोसेसिंग,ইলেকট্রনিক তথ্য প্রক্রিয়াকরণ
इलेक्ट्रॉनिक की,ইলেকট্রনিক কী
इलेक्ट्रॉनिक मेल (ई-मेल),ইলেকট্রনিক মেইল (ই-মেইল)
इलेक्ट्रॉनिक वस्तुमान,ইলেকট্রনিক ভর
इलेक्ट्रॉनिक अंकीय,ইলেকট্রনিক সংখ্যাসূচক
इलेक्ट्रॉनिक स्विचिंग,ইলেকট্রনিক সুইচিং
इलेक्ट्रॉनिक व्होल्टमीटर,ইলেকট্রনিক ভোল্টমিটার
इलेक्ट्रॉनिक ट्यून केलेला रिसीव्हर,ইলেকট্রনিকভাবে টিউন করা রিসিভার
इलेक्ट्रॉनिक्स उद्योग संघटना,ইলেকট্রনিক্স শিল্প সমিতি
इलेक्ट्रोप्लेटिंग,ইলেক্ট্রোপ্লেটিং
इलेक्ट्रोस्कोप,ইলেক্ট্রোস্কোপ
विद्युत चुंबकत्व,তড়িৎচুম্বকত্ব
इलेक्ट्रोस्टॅटिक प्रवाह,ইলেক্ট্রোস্ট্যাটিক প্রবাহ
इलेक्ट्रोस्टॅटिक संरक्षक,ইলেক্ট্রোস্ট্যাটিক সংরক্ষণকারী
घटक,উপাদান
श्रेणीसुधारित करा,আপগ্রেড
प्रगती कोन,অগ্রগতি কোণ
लंबवर्तुळाकार परावर्तक,উপবৃত্তাকার প্রতিফলক
लंबवर्तुळाकार फिल्टर,উপবৃত্তাকার ফিল্টার
लंबवर्तुळाकार ध्रुव,উপবৃত্তাকার মেরু
एम्बेडेड प्रणाली,এমবেডেড সিস্টেম
abssidic कोड,অ্যাবসিডিক কোড
उत्सर्जक,নির্গতকারী
एमिटर ओरिएंटेशन कॉन्फिगरेशन,ইমিটার ওরিয়েন্টেশন কনফিগারেশন
एमिटर बायपास कॅपेसिटर,ইমিটার বাইপাস ক্যাপাসিটর
उत्सर्जित वैशिष्ट्ये,নির্গত বৈশিষ্ট্য
एमिटर जोडलेले अॅम्प्लीफायर,ইমিটার যুগল পরিবর্ধক
उत्सर्जक प्रसार,বিকিরণকারী প্রসারণ
उत्सर्जक अनुगामी,ইমিটার ট্রেলিং
उत्सर्जक प्रतिरोधक,বিকিরণকারী প্রতিরোধক
emitter स्थिर अभिमुखता कॉन्फिगरेशन,ইমিটার স্থিতিশীল অভিযোজন কনফিগারেশন
एमिटर बेस जंक्शन,ইমিটার বেস জংশন
"emitter कपल्ड लॉजिक, ECL","emitter যুগল যুক্তি, ECL"
यंत्रीकृत,যান্ত্রিক
सक्षम करा,সক্ষম
encapsulation,encapsulation
कोडित्रा,কোডিত্র
एनक्रिप्शन,জোড়া লাগানো
वर्तुळाकार लाभ,বৃত্তাকার লাভ
रूपांतरण,রূপান্তর
पद्धतशीर,পদ্ধতিগত
गोलाकार विस्थापन,বৃত্তাকার স্থানচ্যুতি
रेखांशाचा अँटेना,অনুদৈর্ঘ্য অ্যান্টেনা
अनुदैर्ध्य अॅरे,অনুদৈর্ঘ্য অ্যারে
ऊर्जा,শক্তি
ऊर्जा बार,শক্তি বার
बँड अंतर,ব্যান্ড ফাঁক
ऊर्जा पातळी,শক্তি স্তর
ऊर्जा पातळी आकृती,শক্তি স্তরের চিত্র
वर्धित विस्तारित वस्तुमान तपशील,বর্ধিত প্রসারিত ভর স্পেসিফিকেশন
वाढवलेला लेख निबंधक,বর্ধিত নিবন্ধ নিবন্ধক
वाढ,বৃদ্ধি
वाढ नमुना,বৃদ্ধি প্যাটার্ন
वर्धित Mosfet,উন্নত Mosfet
एन्ट्रॉपी,এনট্রপি
लिफाफा डिमॉड्युलेटर,খাম demodulator
वातावरण,পরিবেশ
"एपिटॅक्सी वाढ, चढत्या वाढ","এপিটাক্সি বৃদ্ধি, আরোহী বৃদ্ধি"
"epitracheal स्तर, चढत्या थर","epitracheal স্তর, আরোহী স্তর"
"epitaxy, overriding","epitaxy, overriding"
इपॉक्सी-फायबर ग्लास पातळी,epoxy-ফাইবার গ্লাস স্তর
EP-ROM,ইপি-রম
एप्सिलॉन,epsilon
समानीकरण,সমতা
समानीकरण सर्किट,সমীকরণ সার্কিট
समानता,সমতা
समीकरण,সমীকরণ
तुल्यकारक फिल्टर,ইকুয়ালাইজার ফিল্টার
समीकरण,সমীকরণটি
विषुववृत्त विमान,নিরক্ষীয় সমতল
isopotential लाइन,আইসোপোটেনশিয়াল লাইন
समतुल्य पृष्ठ,সমতুল্য পৃষ্ঠা
समतुल्य सर्किट,সমতুল্য সার্কিট
समतुल्य इनपुट आवाज जनरेटर,সমতুল্য ইনপুট নয়েজ জেনারেটর
समतुल्य इनपुट आवाज प्रतिकार,সমতুল্য ইনপুট শব্দ প্রতিরোধের
समतुल्य समस्थानिक विकिरण शक्ती,সমতুল্য আইসোটোপিক বিকিরণ শক্তি
हटवा,মুছে ফেলা
ऊर्जा प्रक्रिया,শক্তি প্রক্রিয়া
त्रुटी नियंत्रण कोडिंग,ত্রুটি নিয়ন্ত্রণ কোডিং
त्रुटी सुधारणे कोड,ত্রুটি সংশোধন কোড
त्रुटी शोध कोड,ত্রুটি সনাক্তকরণ কোড
त्रुटी हाताळणी,শিল্প খাত
त्रुटी दर,ত্রুটি হার
त्रुटी व्होल्टेज,ত্রুটি ভোল্টেজ
एरर एम्पलीफायर,ত্রুটি পরিবর্ধক
इसाकी डायोड,ইসাকি ডায়োড
नक्षीकाम,এচিং
इथरनेट,ইথারনেট
युलरचे प्रमेय,অয়লারের উপপাদ্য
परिमाण कमी करणारा मोड,প্রশস্ততা হ্রাস মোড
बाष्पीभवन प्रक्रिया,বাষ্পীভবন প্রক্রিয়া
ई-वेक्टर,ই-ভেক্টর
समता,সমতা
अपवाद हाताळणी,ব্যতিক্রম হ্যান্ডলিং
अतिरिक्त आवाज प्रमाण,অতিরিক্ত শব্দ অনুপাত
तिहेरी कोड,ট্রিপল কোড
उत्तेजना सारणी,উদ্দীপনা টেবিল
इको XOR गेट,ইকো XOR গেট
अंमलबजावणी सॉफ्टवेअर,এক্সিকিউশন সফটওয়্যার
अंमलबजावणी हलवा,মৃত্যুদন্ড সরানো
अंमलबजावणी वेळ,সঞ্চালনের সময়
अनन्य नॉर गेट,এক্সক্লুসিভ নর গেট
प्रसारक,সম্প্রচারক
घातांकीय क्षय,সূচকীয় ক্ষয়
घातांक डायोड,সূচকীয় ডায়োড
एक्सपोनेन्शियल फूरियर मालिका,সূচকীয় ফুরিয়ার সিরিজ
घातांकीय कार्य,ব্যাখ্যামূলক কাজ
बाह्य वारंवारता प्रतिकार,বাহ্যিক ফ্রিকোয়েন্সি প্রতিরোধের
खूप उच्च वारंवारता,খুব উচ্চ ফ্রিকোয়েন্সি
उच्च क्षमता,উচ্চ সম্ভাবনা
खूप लहान वारंवारता,খুব সংক্ষিপ্ত ফ্রিকোয়েন্সি
अभेद्य सेमीकंडक्टर,দুর্ভেদ্য অর্ধপরিবাহী
फाईल उघडा,খোলা ফাইল
सेमीकंडक्टर फॅब्रिकेशन,সেমিকন্ডাক্টর ফ্যাব্রিকেশন
फॅब्रि पेरो रेझोनेटर,ফ্যাব্রি পারো রেজোনেটর
पटल,প্যানেল
गुणक,গুণক
तथ्यात्मक,ফ্যাক্টোরিয়াল
कमतरता,lacunae
क्षीणन,ক্ষয়
क्षीणन,ক্ষয়
फही एकतर्फी पारगम्यता मापक,ফাহি একতরফা ব্যাপ্তিযোগ্যতা পরিমাপক
अपयश,ব্যর্থতা
अयशस्वी मोड,ব্যর্থ মোড
अपयशाचा दर,ব্যর্থতার হার
फेअर चाइल्ड सेमीकंडक्टर,ফেয়ার চাইল্ড সেমিকন্ডাক্টর
गडी बाद होण्याचा क्रम,পতনের সময়কাল
पाटी कलाड कोर,পাতি কালাদ কোর
पॅट कोर,প্যাট কোর
कोसळणे,পতন
खोटे,মিথ্যা
दुमडलेला कागद,ভাঁজ করা কাগজ
इनपुट,ইনপুট
अंक क्रमांक,সংস্করণ সংখ্যা
फरद,ফরাদ
फॅराडे प्रभाव,ফ্যারাডে প্রভাব
फॅराडे रोटेशन,ফ্যারাডে ঘূর্ণন
फॅराडे स्क्रीन,ফ্যারাডে পর্দা
फॅराडे स्थिरांक,ফ্যারাডে ধ্রুবক
फॅरेडेचा कायदा,ফ্যারাডে এর আইন
प्रतिकृती,প্রতিরূপ
प्रतिकृती प्राप्तकर्ता,প্রতিরূপ রিসিভার
प्रतिकृती कम्युनिकेटर,প্রতিরূপ যোগাযোগকারী
प्रतिकृती,প্রতিরূপ
प्रतिकृती सिग्नल,প্রতিলিপি সংকেত
तीक्ष्ण कोर,ধারালো কোর
द्रुत फोरियर ट्रान्सफॉर्म,দ্রুত ফোরিয়ার রূপান্তর
जहाजाची पावती दिनकरी,জাহাজের রসিদ দিনকারি
फाइल वाटप वेळापत्रक,ফাইল বরাদ্দের সময়সূচী
गंभीर त्रुटी,মারাত্মক ত্রুটি
मूळ फाइल,মূল ফাইল
इनपुट,ইনপুট
"दोष, दोष","দোষ, দোষ"
दोष विश्लेषण,দোষ বিশ্লেষণ
दोष रेटिंग,ফল্ট রেটিং
दोष स्थानिकीकरण,দোষ স্থানীয়করণ
दोष स्थानिक पूल,দোষ স্থানীয় সেতু
फॉल्ट फिल्टर टॉगल,ফল্ট ফিল্টার টগল
पडणे सहिष्णुता,পতন সহনশীলতা
फॅनोचे अल्गोरिदम,ফ্যানোর অ্যালগরিদম
अंक क्रमांक,সংস্করণ সংখ্যা
अंक क्रमांक वृक्ष,ইস্যু নম্বর গাছ
फॅक्स,ফ্যাক্স
फाइल संयोजन,ফাইল সংমিশ্রণ
F कनेक्टर,F সংযোগকারী
वारंवारता विभाग मल्टीप्लेक्सर,ফ্রিকোয়েন্সি বিভাগ মাল্টিপ্লেক্সার
FEC कोड,FEC কোড
फेडरल कम्युनिकेशन्स कमिशन,ফেডারেল কমিউনিকেশনস কমিশন
पुनर्गुंतवणूक लूप लाभ,পুনঃবিনিয়োগ লুপ লাভ
कमी झालेले चुंबकीय पदार्थ,ক্ষয়প্রাপ্ত চৌম্বকীয় উপাদান
इनपुट,ইনপুট
पुनर्गुंतवणूक उत्पन्न,পুনঃবিনিয়োগ ফলন
निर्वाह नुकसान,ভরণপোষণ ক্ষতি
पुनर्गुंतवणूक,পুনঃবিনিয়োগ
पुनर्गुंतवणूक अॅम्प्लिफायर,পুনঃবিনিয়োগ পরিবর্ধক
पुन्हा परिचय विकृती,পুনঃপ্রবর্তন বিকৃতি
पुनर्गुंतवणूक ब्लॉक आकृती,পুনর্বিনিয়োগ ব্লক চিত্র
पुनर्गुंतवणूक प्रवाह आकृती,পুনঃবিনিয়োগ স্ট্রীম চিত্র
पुनर्स्थापना लूप,পুনঃস্থাপন লুপ
पुनर्गुंतवणूक ऑसिलेटर,পুনঃবিনিয়োগ অসিলেটর
पुनर्गुंतवणूक शर्यत,পুনঃবিনিয়োগের দৌড়
पुनर्गुंतवणूक विस्थापन नोंदणी,পুনর্বিনিয়োগ স্থানচ্যুতি নিবন্ধন
पुनर्गुंतवणूक तत्त्व आकृती,পুনঃবিনিয়োগ নীতির চিত্র
पुन्हा परिचय व्होल्टेज आकृती,পুনঃপ্রবর্তন ভোল্টেজ ডায়াগ্রাম
फर्मी पातळी,ফার্মি স্তর
फेरीक प्रेरक,ফেরিক প্রবর্তক
फेराइट,ফেরাইট
फेराइट अँटेना,ফেরাইট অ্যান্টেনা
फेराइट तण,ফেরাইট আগাছা
फेराइट स्पिनर,ফেরাইট স্পিনার
फेराइट विभाजक,ফেরাইট বিভাজক
फेराइट लाइन विस्तार,ফেরাইট লাইন এক্সটেনশন
फेराइट-कोर ट्रान्सफॉर्मर,ফেরাইট-কোর ট্রান্সফরমার
फेरो क्रोम टेप,ফেরো ক্রোম টেপ
फेरोमॅग्नेटिझम,ফেরোম্যাগনেটিজম
नशीब,ভাগ্য
फील्ड इफेक्ट ट्रान्झिस्टर (FET),ফিল্ড ইফেক্ট ট্রানজিস্টর (FET)
फॅट बूस्टर,ফ্যাট বুস্টার
fret पूरक सममिती,fret পরিপূরক প্রতিসাম্য
चरबी कमी करण्याचा मोड,চর্বি হ্রাস মোড
"fate duality gate, duality gate","ভাগ্য দ্বৈত দরজা, দ্বৈত দরজা"
फॅट ग्रोथ मोड,চর্বি বৃদ্ধি মোড
fret वारंवारता प्रतिसाद,fret ফ্রিকোয়েন্সি প্রতিক্রিয়া
फॅट ग्राफिक विश्लेषण,ফ্যাট গ্রাফিক বিশ্লেষণ
भाग्य गुंतवणूक सुरक्षा,ভাগ্য বিনিয়োগ নিরাপত্তা
चरबी उलट,চর্বি বিপরীত
भाग्य करार,ভাগ্য চুক্তি
चरबी mosfet,চর্বি mosfet
चरबी चालकता,চর্বি পরিবাহিতা
झोपेची वेळ,ঘুমের সময়
फाइल आयात,ফাইল আমদানি
फायबर,ফাইবার
फायबर कनेक्टर,ফাইবার সংযোগকারী
फायबर वितरित डेटा इंटरफेस,ফাইবার বন্টিত ডেটা ইন্টারফেস
फायबर ग्लास,ফাইবার গ্লাস
फायबर ऑप्टिक लिंक,ফাইবার অপটিক লিঙ্ক
फायबर ऑप्टिक्स ट्रान्समिशन विंडो,ফাইবার অপটিক্স ট্রান্সমিশন উইন্ডো
फायबर लाइट डिटेक्टर,ফাইবার আলো আবিষ্কারক
फायबर बाँडिंग,ফাইবার বন্ধন
फिबोनाची संख्या,ফিবোনাচি সংখ্যা
आभासी आवाज जनरेटर,ভার্চুয়াল নয়েজ জেনারেটর
प्राप्तकर्त्याची निष्ठा,প্রাপকের বিশ্বস্ততা
बनावट,জালিয়াতি
क्षेत्र सहाय्यित,এলাকা সাহায্যপ্রাপ্ত
फील्ड इफेक्ट डिव्हाइस,ফিল্ড ইফেক্ট ডিভাইস
फील्ड इफेक्ट स्विच,ক্ষেত্র প্রভাব সুইচ
फील्ड प्रभावी ट्रान्झिस्टर,ক্ষেত্র কার্যকর ট্রানজিস্টর
फील्ड उत्सर्जन,ক্ষেত্র নির্গমন
लीड बॉडी,সীসা শরীর
फील्ड वारंवारता,ক্ষেত্রের ফ্রিকোয়েন্সি
फील्ड तीव्रता,ক্ষেত্রের তীব্রতা
फील्ड प्रोग्राम लॉजिक अॅरे,ফিল্ড প্রোগ্রাম লজিক অ্যারে
क्षेत्र चाचणी,ক্ষেত্র পরীক্ষা
फील्ड निरसन,ক্ষেত্র বাতিল
FIFO मेमरी,ফিফো মেমরি
कार्यक्षमता निर्देशांक,দক্ষতা সূচক
फाइल,ফাইল
फाइल फिलर,ফাইল ফিলার
फाइल कमांड,ফাইল কমান্ড
फाइल सर्व्हर,ফাইল সার্ভার
थर कॅपेसिटर,স্তর ক্যাপাসিটর
थर रेझिस्टर,স্তর প্রতিরোধক
फिल्टर,ছাঁকনি
फिल्टर वैशिष्ट्ये,ফিল্টার বৈশিষ্ট্য
फिल्टर सर्किट,ফিল্টার সার্কিট
संकलन,সংগ্রহ
फिल्टर डिझाइन,ফিল্টার ডিজাইন
संप्रेषण डेटा,যোগাযোগ তথ্য
फिल्टर पद्धत,ফিল্টার পদ্ধতি
फिल्टर पुनर्रचना,ফিল্টার পুনর্গঠন
अंतिम एकत्रीकरण,চূড়ান্ত সমাবেশ
फिंगर प्रिंट,আঙুলের ছাপ
मर्यादित आवेगपूर्ण अहवाल फिल्टर,সীমাবদ্ধ আবেগপূর্ণ রিপোর্টিং ফিল্টার
मर्यादित पॅरामीटर,সীমাবদ্ধ পরামিতি
मर्यादित राज्य मशीन,সসীম রাষ্ট্র মেশিন
फायरिंग कोन,ফায়ারিং কোণ
फर्मवेअर,ফার্মওয়্যার
प्रथम आकृती शब्द,প্রথম চিত্র শব্দ
प्रथम ऑर्डर प्राश,প্রথম আদেশ প্রশ
फिशर लूप चाचणी,ফিশার লুপ পরীক্ষা
स्थिर,ধ্রুবক
स्थिर attenuator,স্থায়ী attenuator
निश्चित अभिमुखता,স্থির অভিযোজন
निश्चित कॅल्क्युलेटर,স্থির ক্যালকুলেটর
निश्चित क्षेत्र,নির্দিষ্ট এলাকা
असाइनमेंट मशीन,অ্যাসাইনমেন্ট মেশিন
निश्चित वेळ नियंत्रक,নির্দিষ্ট সময় নিয়ামক
झेंडा,পতাকা
बाहेरील कडा,ফ্ল্যাঞ্জ
फडफड attenuator,ফ্ল্যাপ অ্যাটেনুয়েটর
चमक,আভা
ब्राइटनेस कन्व्हर्टर,উজ্জ্বলতা রূপান্তরকারী
चमक,flamboyant
फ्लॅट फ्लोर स्कॅनिंग,সমতল মেঝে স্ক্যানিং
सपाट कॉइल,সমতল কুণ্ডলী
फ्लॅट फाइल,ফ্ল্যাট ফাইল
सपाट फिल्टर,সমতল ফিল্টার
फ्लॅट पॅक,ফ্ল্যাট প্যাক
सपाट रिबन केबल,সমতল পটি তারের
फ्लॅट टॉप सॅम्पलिंग,সমতল শীর্ষ নমুনা
F-स्तर,F-স্তর
एफ-लेयर आयनोस्फीअर,F-স্তর আয়নোস্ফিয়ার
फ्लेमिंग,ফ্লেমিং
फ्लेमिंग आणि क्लिंटन विचलन पद्धत,ফ্লেমিং এবং ক্লিনটনের বিচ্যুতি পদ্ধতি
फडफड,ফ্লাটার
फडफड आवाज,ফ্লটার আওয়াজ
फ्लटर फोटोमीटर,ফ্লটার ফটোমিটার
फ्लिप फ्लॉप,ফ্লিপ ফ্লপ
फ्लिप फ्लॉप असिंक्रोनस गुंतवणूक,ফ্লিপ ফ্লপ অ্যাসিঙ্ক্রোনাস বিনিয়োগ
फ्लिप फ्लॉप वैशिष्ट्ये,ফ্লিপ ফ্লপ বৈশিষ্ট্য
फ्लिप फ्लॉप कॉल सिग्नल,ফ্লিপ ফ্লপ কল সংকেত
फ्लिप फ्लॉप टाइमलाइन,ফ্লিপ ফ্লপ টাইমলাইন
फ्लिप फ्लॉप कोर-ट्रिगर,ফ্লিপ ফ্লপ কোর-ট্রিগারড
फ्लिप फ्लॉप jK ट्रिगर,ফ্লিপ ফ্লপ জে কে ট্রিগার
फ्लिप फ्लॉप कुंडी,ফ্লিপ ফ্লপ ল্যাচ
फ्लिप फ्लॉप मास्टर-स्लेव्ह,ফ্লিপ ফ্লপ মাস্টার-দাস
फ्लिप फ्लॉप RS,ফ্লিপ ফ্লপ RS
फ्लिप फ्लॉप स्टार्टअप रीस्टार्ट सेट रीसेट (SR),ফ্লিপ ফ্লপ স্টার্টআপ রিস্টার্ট সেট রিসেট (SR)
फ्लिप फ्लॉप सिंक्रोनस गुंतवणूक,ফ্লিপ ফ্লপ সিঙ্ক্রোনাস বিনিয়োগ
फ्लोटेशन चार्ज,ফ্লোটেশন চার্জ
फ्लोट निर्मिती,ভাসা গঠন
फ्लोटिंग गेट,ভাসমান গেট
डिव्हेस्टिचर,অপসারণ
