Marathi,Gujarati
राष्ट्रीय बंदर परिषद,નેશનલ હાર્બર કાઉન્સિલ
नैसर्गिक पलंग,કુદરતી પથારી
नैसर्गिक समाप्त,કુદરતી પૂર્ણાહુતિ
नैसर्गिक बंदर,કુદરતી બંદર
नैसर्गिक वायुवीजन,કુદરતી વેન્ટિલેશન
नौदल बंदर,નેવલ બંદર
न्यूटन,ન્યુટન
एकसमान प्रवाह नसतो,બિન-સમાન પ્રવાહ
पाण्याचा दर व्यापतो,પાણીનો દર રોકે છે
तेल रंग,ઓઇલ પેઇન્ટ
तेल विहीर सिमेंट,તેલનો કૂવો સિમેન્ટ
चॅनेल प्रवाह उघडा,ચેનલ ફ્લો ખોલો
इष्टतम ओलावा,મહત્તમ ભેજ
सेंद्रिय माती,ઓર્ગેનિક માટી
अभिमुखता,ઓરિએન્ટેશન
ऑर्थोगोनल,ઓર્થોગોનલ
ऑर्टस्टीन,ઓર્ટસ્ટેઇન
बाह्य सिग्नल,બાહ્ય સંકેત
ऑक्सिडेशन,ઓક્સિડેશન
पँट्री,પેન્ટ્રી
पॅरापेट,પેરાપેટ
पॅरापेट भिंत,પેરાપેટ દિવાલ
पालक साहित्य,પિતૃ સામગ્રી
पेबल कास्ट प्लास्टर,પેબલ કાસ્ટ પ્લાસ્ટર
पेडलफर,પેડલફર
पेडोकल,પેડોકલ
पेडोजेनेसिस,પેડોજેનેસિસ
पेडॉलॉजी,પેડોલોજી
पेडोस्फियर,પીડોસ્ફિયર
पेनेट्रोमीटर,પેનેટ્રોમીટર
पेन्ट छत,પેન્ટ છત
पेप्टायझिंग एजंट,પેપ્ટાઇઝિંગ એજન્ટ
विश्लेषण कालावधी,વિશ્લેષણનો સમયગાળો
पर्पेंड,પેપેન્ડ
शोषण,શોષણ
घाट,પિયર
पिलास्टर,પિલાસ્ટર
खेळपट्टी,પીચ
खड्डे पडलेले छत,ખાડાવાળી છત
साधा काँक्रीट,સાદો કોંક્રિટ
विमान कोन,પ્લેન કોણ
साधे अंगण,સાદો યાર્ડ
प्लॅनसोल,પ્લાન્સોલ
प्लास्टिकची सुसंगतता,પ્લાસ્ટિક સુસંગતતા
प्लॅस्टिकिटी,પ્લાસ્ટીસીટી
प्लॅस्टिकिटी निर्देशांक,પ્લાસ્ટિસિટી ઇન્ડેક્સ
प्लॅस्टिकिटी मर्यादा,પ્લાસ્ટિસિટી મર્યાદા
प्लॅस्टिकिटी श्रेणी,પ્લાસ્ટિસિટી શ્રેણી
प्लेट रचना,પ્લેટી માળખું
प्लिंथ,પ્લિન્થ
नांगरलेली माती,ખેડાણની માટી
मनुका दगड,આલુ પથ્થર
पॉडझोल,પોડઝોલ
पॉइंटिंग,નિર્દેશ
बहुभुज भिंत,બહુકોણીય દિવાલ
छिद्र जागा,છિદ્ર જગ્યા
बंदर,બંદર
सकारात्मक वायुवीजन,હકારાત્મક વેન્ટિલેશન
प्रेयरी माती,પ્રેરી માટી
सुस्पष्टता,ચોકસાઇ
प्राथमिक कण,પ્રાથમિક કણ
प्रिझमॅटिक रचना,પ્રિઝમેટિક માળખું
उत्पादक कार्य,ઉત્પાદક કાર્ય
प्रकल्पाचे औचित्य,પ્રોજેક્ટનું સમર્થન
संरक्षणात्मक कार्य,રક્ષણાત્મક કાર્ય
स्यूडो-मायसेलियम,સ્યુડો-માયસેલિયમ
डबके,ખાબોચિયું
पगिंग,પગીંગ
प्युमिस,પ્યુમિસ
पंचन,પંચોન
कठपुतळी,કઠપૂતળી
पुटलॉग,પુટલોગ
पुटलॉग मचान,પુટલોગ સ્કેફોલ્ડ
सामग्री सर्वेक्षक,જથ્થો સર્વેયર
खणाचा रस,ખાણનો રસ
क्वे,ક્વે
राणी बंद,રાણી બંધ
Quoin,ક્વોઈન
तराफा पाया,રાફ્ટ ફાઉન્ડેશન
राकर,રેકર
रेकिंग,રેકિંગ
रॅकिंग बाँड,રેકિંગ બોન્ડ
Raking फ्लॅशिंग,Raking ફ્લેશિંગ
वेगाने बदलणारा प्रवाह,ઝડપથી બદલાતો પ્રવાહ
वसूल करण्यायोग्य पेमेंट,વસૂલપાત્ર ચુકવણી
लाल पृथ्वी,લાલ પૃથ્વી
लाल चिकणमाती,લાલ લોમ
नियामक,રેગ્યુલેટર
रेगुर किंवा काळी कापूस माती,રેગુર અથવા કાળી કપાસની માટી
परतफेड करार,ચુકવણી કરાર
अवशिष्ट संकोचन,શેષ સંકોચન
अवशिष्ट माती,શેષ માટી
प्रकट करा,ઉઘાડી
पिन प्रकट करा,પીન જણાવો
टाय प्रकट करा,ટાઈ જાહેર કરો
रिज,રિજ
रिज कॅपिंग,રિજ કેપિંગ
नदी,નદી
रस्ता स्थिर,રોડ સ્ટેડ
खडबडीत मलम,રફ પ્લાસ્ટર
ढिगारा,રોડાં
भंगार दगडी बांधकाम,રોડાં ચણતર
कचऱ्याची भिंत,રોડાંની દિવાલ
चालू मोजमाप,ચાલી રહેલ માપન
सुरक्षित पत्करण्याची क्षमता,સલામત બેરિંગ ક્ષમતા
मीठ ग्लेझ,મીઠું ગ્લેઝ
नमुन्याचा आकार,નમૂનાનું કદ
नमुना वितरण,નમૂના વિતરણ
नमुना त्रुटी,સેમ્પલિંગ ભૂલ
वाळू,રેતી
वाळू समाप्त,રેતી પૂર્ણાહુતિ
वाळू हात मोल्डिंग,રેતી હાથ મોલ્ડિંગ
सँडिंग,સેન્ડિંગ
संतृप्त माती,સંતૃપ્ત માટી
संतृप्त माती पेस्ट,સંતૃપ્ત માટી પેસ્ટ
संपृक्तता अर्क,સંતૃપ્તિ અર્ક
संपृक्तता टक्केवारी,સંતૃપ્તિ ટકાવારી
बशी घुमट,રકાબી ગુંબજ
मचान,પાલખ
शिस्ट,શિસ્ટ
सागरी बंदर,સમુદ્ર બંદર
गुप्त गटार,ગુપ્ત ગટર
दुसरा,બીજું
अवसादन विश्लेषण,સેડિમેન્ટેશન વિશ્લેષણ
अर्ध-कृत्रिम बंदर,અર્ધ-કૃત્રિમ બંદર
अर्ध भरतीची गोदी,અર્ધ ભરતી ડોક
वृद्ध,સેનાઇલ
शेल,શેલ
पत्र्याचा ढीग,શીટનો ખૂંટો
संकोचन मर्यादा,સંકોચન મર્યાદા
शटरिंग,શટરીંગ
सियालिटिक माती,સિઆલિટિક માટી
सिएरोझेम,સિરોઝેમ
खिंडी,સીલ
गाळ,કાંપ
सिंगल फ्लेमिश रक्त,સિંગલ ફ્લેમિશ લોહી
एकल दाणेदार रचना,એક દાણાદાર માળખું
कंकाल माती,હાડપિંજરની માટી
स्कर्टिंग,સ્કર્ટિંગ
स्लीपर भिंत,સ્લીપર દિવાલ
बाजूचे गटर,બાજુની ગટર
स्लाइड नियम,સ્લાઇડ નિયમ
स्लिप डॉक,સ્લિપ ડોક
स्मोनिझा,સ્મોનીઝા
भिजवणे,પલાળીને
मातीचा सहवास,માટીનું જોડાણ
माती वर्ग,માટી વર્ગ
माती कॉम्प्लेक्स,માટી સંકુલ
मातीची सुसंगतता,જમીનની સુસંગતતા
माती कुटुंब,માટી કુટુંબ
मातीच्या चौकटीचे काम,માટી ફ્રેમ વર્ક
माती ओलावा,જમીનની ભેજ
जमिनीतील ओलावा वाढणे,જમીનમાં ભેજનું સંવર્ધન
जमिनीतील आर्द्रतेची कमतरता,જમીનમાં ભેજની ઉણપ
माती आकारविज्ञान,માટી મોર્ફોલોજી
मातीचा कण,માટીનો કણ
मातीचा टप्पा,માટીનો તબક્કો
माती प्रोफाइल,માટી પ્રોફાઇલ
मातीची प्रतिक्रिया,માટીની પ્રતિક્રિયા
माती वेगळी होते,માટી અલગ પડે છે
माती मालिका,માટી શ્રેણી
माती समाधान,માટી ઉકેલ
मातीची रचना,માટીનું માળખું
मातीचा पोत,માટીની રચના
मातीचा प्रकार,માટીનો પ્રકાર
सोलम,સોલમ
वर्गीकरण,સોર્પ્શન
spalls,spalls
विशिष्ट आयन प्रभाव,ચોક્કસ આયન અસર
स्क्वेअर कोर्स्ड रबल चिनाई,ચોરસ કોર્સ્ડ રોડાં ચણતર
चौरस नियमित कोर्स्ड मलबा दगडी बांधकाम,ચોરસ નિયમિત કોર્સ્ડ રોડાં ચણતર
स्थिर प्रवाह,સ્થિર પ્રવાહ
स्टेप्ड फ्लॅशिंग,સ્ટેપ્ડ ફ્લેશિંગ
चिकटपणा,સ્ટીકીનેસ
स्टिकिंग पॉइंट,સ્ટિકિંગ પોઈન્ટ
दगड,પથ્થર
स्लॉप हात मोल्डिंग,સ્લોપ હેન્ડ મોલ્ડિંગ
पट्टा बिजागर,પટ્ટા મિજાગરું
स्ट्रॉ बोर्ड,સ્ટ્રો બોર્ડ
प्रवाह,પ્રવાહ
ताण,તણાવ
स्ट्रेचर,સ્ટ્રેચર
स्ट्रेचर बाँड,સ્ટ્રેચર બોન્ડ
स्ट्रेचर कोर्स,સ્ટ્રેચર કોર્સ
स्ट्रिंग,તાર
स्ट्रिंग कोर्स,શબ્દમાળા કોર્સ
रचना घटक,માળખું પરિબળ
रचना निर्देशांक,સ્ટ્રક્ચર ઇન્ડેક્સ
स्टुको,સાગોળ
स्टड,સંવર્ધન
स्टायलोबेट,સ્ટાયલોબેટ
पोट माती,સબ માટી
उप रचना,પેટા માળખું
बेरीज वक्र,સમીકરણ વળાંક
सूर्य अभ्रक,સૂર્ય અભ્રક
सुपर रचना,સુપર સ્ટ્રક્ચર
सर्वेक्षक,સર્વેયર
एस-मूल्य,એસ-મૂલ્ય
स्वॅग,સ્વેગ
हंस मान,હંસની ગરદન
तंबू,ટેબરનેકલ
टेबल हँड मोल्डिंग,ટેબલ હેન્ડ મોલ્ડિંગ
टँकिंग,ટેન્કીંગ
टेम्पिएट्टो,ટેમ્પીએટ્ટો
टेंपरिंग,ટેમ્પરિંગ
साचा,ઢાંચો
साचा,ઢાંચો
Tepidarium,ટેપિડેરિયમ
टेराकोटा,ટેરાકોટા
टेरा रोझा,ટેરા રોઝા
टेराझो,ટેરાઝો
टेट्रा शैली,ટેટ્રા શૈલી
थ्रेशोल्ड मर्यादा मूल्य,થ્રેશોલ્ડ મર્યાદા મૂલ્ય
घसा,ગળું
दगडातून,પથ્થર દ્વારા
भरतीचे खोरे,ભરતી બેસિન
टाई बार,ટાઈ બાર
टाय बीम,ટાઈ બીમ
टाय रॉड,સળિયો બાંધો
तीर्स,તિર્સ
सहिष्णुता,સહનશીલતા
दात काढणे,ટૂથિંગ
वरची माती किंवा पृष्ठभागाची माती,ટોચની માટી અથવા સપાટીની માટી
एकूण सच्छिद्रता,કુલ છિદ્રાળુતા
ट्रेसरी,ટ્રેસરી
ट्रेन प्रतिकार,ટ્રેન પ્રતિકાર
ट्रान्सेप्ट,ટ્રાન્સેપ્ટ
संक्रमणकालीन माती,ટ્રાન્ઝિશનલ માટી
ट्रान्सम,ટ્રાન્સમ
वाहतूक माती,પરિવહન માટી
उपनदी,ઉપનદી
ट्रायफोरियम,ટ્રાઇફોરિયમ
ट्रायग्लिफ,ટ્રાઇગ્લિફ
कापलेली माती,કાપેલી માટી
अशांत प्रवाह,તોફાની પ્રવાહ
बुर्ज,સંઘાડો
Tympar संख्या,ટાઇમ્પર નંબર
अंतिम पत्करण्याची क्षमता,અંતિમ બેરિંગ ક્ષમતા
अंतिम पीएच,અલ્ટીમેટ પીએચ
uncoursed यादृच्छिक भंगार दगडी बांधकाम,અનકોર્સ્ડ રેન્ડમ રોડાં ચણતર
Uncoursed स्क्वेअर मलबे दगडी बांधकाम,અનકોર્સ્ડ ચોરસ રોડાં ચણતર
अंडरक्रॉफ्ट,અન્ડરક્રોફ્ટ
अपूर्ण सच्छिद्रता,અપૂર્ણ છિદ્રાળુતા
एकसमान प्रवाह,સમાન પ્રવાહ
युनिट फ्रेम प्रकार मचान,એકમ ફ્રેમ પ્રકાર પાલખ
अनुत्पादक काम,બિનઉત્પાદક કાર્ય
असंतृप्त माती,અસંતૃપ્ત માટી
अस्थिर प्रवाह,અસ્થિર પ્રવાહ
वरची प्लास्टिक मर्यादा,ઉચ્ચ પ્લાસ્ટિક મર્યાદા
दरी गटर,ખીણ ગટર
तिजोरी,વૉલ્ટ
व्हेटेरिअम,વેટેરિયમ
वायुवीजन,વેન્ટિલેશન
व्हेंटिलेटर,વેન્ટિલેટર
वरमदाह,વેરામદાહ
वेस्टिब्युल,વેસ્ટિબ્યુલ
व्हिला,વિલા
