Gujarati,Kannada
ડિજિટલ મોનિટર,ಡಿಜಿಟಲ್ ಮಾನಿಟರ್
ડિજિટલ ચિત્ર,ಡಿಜಿಟಲ್ ಚಿತ್ರ
ડિજિટલ હસ્તાક્ષર,ಡಿಜಿಟಲ್ ಸಹಿ
ડિજિટલ સ્વીચ,ಡಿಜಿಟಲ್ ಸ್ವಿಚ್
ડિજિટલ થી એનાલોગ (D/A) કન્વર્ટર,ಡಿಜಿಟಲ್ ಟು ಅನಲಾಗ್ (D/A) ಪರಿವರ್ತಕ
ડિજિટાઇઝેશન,ಡಿಜಿಟಲೀಕರಣ
ડિજિટાઇઝ કરો,ಡಿಜಿಟೈಜ್ ಮಾಡಿ
ડિજિટાઇઝર,ಡಿಜಿಟೈಸರ್
ડાયોડ,ಡಯೋಡ್
પ્રત્યક્ષ,ನೇರ
સીધું સરનામું,ನೇರ ವಿಳಾಸ
સીધું રૂપાંતર,ನೇರ ಪರಿವರ್ತನೆ
સીધું જોડાણ,ನೇರ ಜೋಡಣೆ
ડાયરેક્ટ મેમરી એક્સેસ (DMA),ನೇರ ಮೆಮೊರಿ ಪ್ರವೇಶ (DMA)
ડાયરેક્ટ મેમરી એક્સેસ (DMA),ನೇರ ಮೆಮೊರಿ ಪ್ರವೇಶ (DMA)
સીધી પદ્ધતિ,ನೇರ ವಿಧಾನ
નિર્દેશ,ನಿರ್ದೇಶನ
ડિરેક્ટરી,ಡೈರೆಕ್ಟರಿ
ડિરેક્ટરી સર્વર,ಡೈರೆಕ್ಟರಿ ಸರ್ವರ್
ડિરેક્ટરી સેવા,ಡೈರೆಕ್ಟರಿ ಸೇವೆ
નિષ્ક્રિય,ನಿಷ್ಕ್ರಿಯಗೊಳಿಸು
નિષ્ક્રિય સંકેત,ಸಂಕೇತವನ್ನು ನಿಷ್ಕ್ರಿಯಗೊಳಿಸುವುದು
ડિસ્કનેક્ટ,ಸಂಪರ್ಕ ಕಡಿತಗೊಳಿಸಿ
અલગ,ಪ್ರತ್ಯೇಕವಾದ
ડિસ્ક,ಡಿಸ್ಕ್
ડિસ્ક સરનામું,ಡಿಸ್ಕ್ ವಿಳಾಸ
ડિસ્ક એરે,ಡಿಸ್ಕ್ ಅರೇ
ડિસ્ક ક્ષમતા,ಡಿಸ್ಕ್ ಸಾಮರ್ಥ್ಯ
ડિસ્ક ડ્રાઇવ,ಡಿಸ್ಕ್ ಡ್ರೈವ್
ડિસ્ક ફાઇલ,ಡಿಸ್ಕ್ ಫೈಲ್
ડિસ્ક મેમરી,ಡಿಸ್ಕ್ ಮೆಮೊರಿ
ડિસ્ક ઓપરેટિંગ સિસ્ટમ (DOS),ಡಿಸ್ಕ್ ಆಪರೇಟಿಂಗ್ ಸಿಸ್ಟಮ್ (DOS)
ડિસ્ક પેક,ಡಿಸ್ಕ್ ಪ್ಯಾಕ್
ડિસ્ક સર્વર,ಡಿಸ್ಕ್ ಸರ್ವರ್
ડિસ્ક સંગ્રહ,ಡಿಸ್ಕ್ ಸಂಗ್ರಹಣೆ
ડિસ્કેટ,ಡಿಸ್ಕೆಟ್
ડિસ્પ્લે ફાઇલ,ಪ್ರದರ್ಶನ ಫೈಲ್
પ્રદર્શિત છબી,ಚಿತ್ರವನ್ನು ಪ್ರದರ್ಶಿಸಿ
નિકાલ,ವಿಲೇವಾರಿ
અંતર,ದೂರ
અંતર કાર્ય,ದೂರ ಕಾರ್ಯ
વિકૃતિ,ಅಸ್ಪಷ್ಟತೆ
વિતરિત,ವಿತರಣೆ
વિતરિત ડેટા,ವಿತರಿಸಿದ ಡೇಟಾ
વિતરિત સર્વર,ವಿತರಿಸಿದ ಸರ್ವರ್
વિતરણ સિસ્ટમ,ವಿತರಿಸಿದ ವ್ಯವಸ್ಥೆ
વિતરણકારી,ವಿತರಕ
દસ્તાવેજ,ದಾಖಲೆ
દસ્તાવેજ પુનઃપ્રાપ્ત,ಡಾಕ್ಯುಮೆಂಟ್ ಹಿಂಪಡೆಯಲಾಗಿದೆ
દસ્તાવેજ વિન્ડો,ಡಾಕ್ಯುಮೆಂಟ್ ವಿಂಡೋ
દસ્તાવેજીકરણ,ದಸ್ತಾವೇಜನ್ನು
ડોમેન,ಡೊಮೇನ್
ડોમેન નામ,ಕಾರ್ಯಕ್ಷೇತ್ರದ ಹೆಸರು
ડોટ મેટ્રિક્સ પ્રિન્ટર,ಡಾಟ್ ಮ್ಯಾಟ್ರಿಕ್ಸ್ ಪ್ರಿಂಟರ್
નીચે,ಕೆಳಗೆ
ડાઉન લિંક,ಕೆಳಗೆ ಲಿಂಕ್
ડાઉન લોડિંગ,ಡೌನ್ ಲೋಡ್ ಆಗುತ್ತಿದೆ
ડાઉન સમય,ಕಡಿಮೆ ಸಮಯ
ખેંચીને,ಎಳೆಯುವುದು
DRAM (ડાયનેમિક રેમ),DRAM (ಡೈನಾಮಿಕ್ RAM)
ડ્રિફ્ટ,ಡ್ರಿಫ್ಟ್
ડ્રાઈવર,ಚಾಲಕ
ડ્રોપ,ಬಿಡಿ
ડ્રોપ ડાઉન સૂચિ બોક્સ,ಡ್ರಾಪ್ ಡೌನ್ ಪಟ್ಟಿ ಬಾಕ್ಸ್
ડ્રમ ડ્રાઇવ,ಡ್ರಮ್ ಡ್ರೈವ್
ડ્રમ પ્રિન્ટર,ಡ್ರಮ್ ಪ್ರಿಂಟರ್
ડ્રમ યુનિટ,ಡ್ರಮ್ ಘಟಕ
દ્વિ,ದ್ವಂದ್ವ
બેવડી ઘનતા,ಉಭಯ ಸಾಂದ್ರತೆ
બનાવટી સરનામું,ನಕಲಿ ವಿಳಾಸ
ડમ્પ,ಡಂಪ್
ડુપ્લેક્સ સર્કિટ,ಡ್ಯುಪ್ಲೆಕ್ಸ್ ಸರ್ಕ್ಯೂಟ್
દ્વિગુણિત,ಡ್ಯುಪ್ಲೆಕ್ಸಿಂಗ್
ડુપ્લિકેટ,ನಕಲು
ડીવીડી આર/ડબલ્યુ,DVD R/W
ડીવીડી રોમ,ಡಿವಿಡಿ ರಾಮ್
ગતિશીલ સૂચના,ಡೈನಾಮಿಕ್ ಸೂಚನೆ
ગતિશીલ મેમરી,ಡೈನಾಮಿಕ್ ಮೆಮೊರಿ
ગતિશીલતા,ಡೈನಾಮಿಕ್ಸ್
EBCDIC,EBCDIC
ઈ-વ્યવસાય,ಇ-ವ್ಯವಹಾರ
પડઘો,ಪ್ರತಿಧ್ವನಿ
ઈ-કોમર્સ,ಇ-ಕಾಮರ್ಸ್
ફેરફાર કરો,ತಿದ್ದು
સંપાદક,ಸಂಪಾದಕ
શૈક્ષણિક ટેકનોલોજી,ಶೈಕ್ಷಣಿಕ ತಂತ್ರಜ್ಞಾನ
EEP રોમ,ಇಇಪಿ ರೋಮ್
અસરકારક સરનામું (ફ્લોટિંગ સરનામું),ಪರಿಣಾಮಕಾರಿ ವಿಳಾಸ (ತೇಲುವ ವಿಳಾಸ)
અસરકારક ઓપરેન્ડ સરનામું,ಪರಿಣಾಮಕಾರಿ ಕಾರ್ಯನಿರ್ವಹಣಾ ವಿಳಾಸ
અસરકારક પ્રક્રિયા,ಪರಿಣಾಮಕಾರಿ ವಿಧಾನ
અસરકારક UID (વપરાશકર્તા ઓળખ),ಪರಿಣಾಮಕಾರಿ UID (ಬಳಕೆದಾರ ಗುರುತಿಸುವಿಕೆ)
અસરકારક ટ્રાન્સમિશન ઓપરેન્ડ,ಪರಿಣಾಮಕಾರಿ ಪ್ರಸರಣ ಕಾರ್ಯ
આઠ-બીટ બાઈટ,ಎಂಟು-ಬಿಟ್ ಬೈಟ್
ઈ-લર્નિંગ,ಇ ಕಲಿಕೆ
ચૂંટણી-અલગર્થમ,ಚುನಾವಣಾ ಅಲ್ಜಿರ್ತಮ್
ઇલેક્ટ્રિક મેઇલિંગ (ઇ-મેલ),ಎಲೆಕ್ಟ್ರಿಕ್ ಮೇಲಿಂಗ್ (ಇ-ಮೇಲ್)
ઇલેક્ટ્રિક પ્રિન્ટર,ವಿದ್ಯುತ್ ಮುದ್ರಕ
ઇલેક્ટ્રિકલ એકાઉન્ટિંગ મશીન,ವಿದ್ಯುತ್ ಲೆಕ್ಕಪತ್ರ ಯಂತ್ರ
ઇલેક્ટ્રોનિક,ಎಲೆಕ್ಟ್ರಾನಿಕ್
ઇલેક્ટ્રોનિક ક્લિયરન્સ સિસ્ટમ (ECS),ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಕ್ಲಿಯರೆನ್ಸ್ ಸಿಸ್ಟಮ್ (ECS)
ઇલેક્ટ્રોનિક ડેટા ઇન્ટરચેન્જ (EDI),ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಡೇಟಾ ಇಂಟರ್ಚೇಂಜ್ (EDI)
ઇલેક્ટ્રોનિક ડેટા પ્રોસેસિંગ,ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಡೇಟಾ ಸಂಸ್ಕರಣೆ
ઇલેક્ટ્રોનિક ફાઇલિંગ,ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಫೈಲಿಂಗ್
ઇલેક્ટ્રોનિક ફંડ ટ્રાન્સફર સિસ્ટમ (EFTS),ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಹಣ ವರ್ಗಾವಣೆ ವ್ಯವಸ್ಥೆ (EFTS)
ઇલેક્ટ્રોનિક જર્નલ્સ,ಎಲೆಕ್ಟ್ರಾನಿಕ್ ನಿಯತಕಾಲಿಕಗಳು
ઇલેક્ટ્રોનિક પ્રકાશન,ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಪ್ರಕಾಶನ
ઇલેક્ટ્રોનિક સ્વીચ,ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಸ್ವಿಚ್
તત્વ,ಅಂಶ
ઈ-મેલ,ಇಮೇಲ್
ઈ - મેઈલ સરનામું,ಇಮೇಲ್ ವಿಳಾಸ
એમ્બેડેડ સિસ્ટમ,ಎಂಬೆಡೆಡ್ ಸಿಸ್ಟಮ್
એમ્બેડિંગ,ಎಂಬೆಡಿಂಗ್
એમિટર કપલ લોજિક (ECL),ಹೊರಸೂಸುವ ಜೋಡಿ ತರ್ಕ (ECL)
ખાલી સ્ટેક,ಖಾಲಿ ಸ್ಟಾಕ್
ખાલી શબ્દમાળા,ಖಾಲಿ ಸ್ಟ್ರಿಂಗ್
અનુકરણ,ಅನುಕರಣೆ
એન્કેપ્સ્યુલેશન,ಆವರಿಸುವಿಕೆ
સંકેતલિપી,ಎನ್ಸೈಫರ್
એન્કોડ,ಎನ್ಕೋಡ್
એન્કોડર,ಎನ್ಕೋಡರ್
એન્ક્રિપ્ટેડ ડેટા,ಎನ್‌ಕ್ರಿಪ್ಟ್ ಮಾಡಿದ ಡೇಟಾ
એન્ક્રિપ્ટીંગ ફાઇલ સિસ્ટમ,ಎನ್ಕ್ರಿಪ್ಟಿಂಗ್ ಫೈಲ್ ಸಿಸ್ಟಮ್
એન્ક્રિપ્શન,ಗೂಢಲಿಪೀಕರಣ
બ્લોકનો અંત,ಬ್ಲಾಕ್ನ ಅಂತ್ಯ
ફાઇલનો અંત (EOF),ಕಡತದ ಅಂತ್ಯ (EOF)
અંતિમ વપરાશકર્તા,ಬಳಕೆದಾರ
દાખલ કરો,ನಮೂದಿಸಿ
એન્ટર-કી,ನಮೂದಿಸಿ-ಕೀಲಿ
એન્ટરપ્રાઇઝ સર્વર,ಎಂಟರ್ಪ್ರೈಸ್ ಸರ್ವರ್
એન્ટરપ્રાઇઝ સિસ્ટમ,ಉದ್ಯಮ ವ್ಯವಸ್ಥೆ
એન્ટિટી,ಘಟಕ
અસ્તિત્વ-સંબંધ,ಅಸ್ತಿತ್ವ-ಸಂಬಂಧ
પ્રવેશ સમય,ಪ್ರವೇಶ ಸಮಯ
પ્રવેશ ચલ,ಪ್ರವೇಶ ವೇರಿಯಬಲ್
ગણી શકાય તેવું,ಎಣಿಸಬಹುದಾದ
પર્યાવરણ,ಪರಿಸರ
યુગ,ಯುಗ
EPROM,EPROM
એપ્સીલોન બંધ,ಎಪ್ಸಿಲಾನ್ ಮುಚ್ಚುವಿಕೆ
બરાબરી,ಈಕ್ವಲೈಜರ್
સાધનસામગ્રી,ಉಪಕರಣ
સમાનતા વર્ગ,ಸಮಾನತೆಯ ವರ್ಗ
સમાનતા સંબંધ,ಸಮಾನತೆಯ ಸಂಬಂಧ
ભુસવું,ಅಳಿಸಿಹಾಕು
કોડ સુધારવામાં ભૂલ,ಕೋಡ್ ಸರಿಪಡಿಸುವಲ್ಲಿ ದೋಷ
ભૂલ સુધારણા,ದೋಷ ತಿದ್ದುಪಡಿ
ભૂલ શોધ,ದೋಷ ಪತ್ತೆ
ભૂલ હેન્ડલિંગ,ದೋಷ ನಿರ್ವಹಣೆ
ક્ષતી સંદેશ,ತಪ್ಪು ಸಂದೇಶ
ભૂલ દર,ದೋಷ ದರ
ભૂલ પુનઃપ્રાપ્તિ,ದೋಷ ಚೇತರಿಕೆ
ભૂલ નિયમિત,ದೋಷ ದಿನಚರಿ
એસ્કેપ પાત્ર,ಪಾರು ಪಾತ್ರ
ઈથરનેટ,ಈಥರ್ನೆಟ್
ઘટના,ಘಟನೆ
ઘટના સાંકળ,ಈವೆಂಟ್ ಸರಣಿ
ઘટના નિયંત્રણ,ಈವೆಂಟ್ ನಿಯಂತ್ರಣ
ઇવેન્ટ કાઉન્ટર,ಈವೆಂಟ್ ಕೌಂಟರ್
અપવાદ હેન્ડલિંગ,ವಿನಾಯಿತಿ ನಿರ್ವಹಣೆ
વિનિમયક્ષમ ડિસ્ક સંગ્રહ,ಬದಲಾಯಿಸಬಹುದಾದ ಡಿಸ್ಕ್ ಸಂಗ್ರಹಣೆ
બાકાત,ಹೊರಗಿಡುವಿಕೆ
વિશિષ્ટ અથવા (XOR),ವಿಶೇಷ ಅಥವಾ (XOR)
એક્ઝિક્યુટેબલ પ્રોગ્રામ,ಕಾರ್ಯಗತಗೊಳಿಸಬಹುದಾದ ಪ್ರೋಗ್ರಾಂ
એક્ઝિક્યુટિવ નિવેદન,ಕಾರ್ಯಕಾರಿ ಹೇಳಿಕೆ
સંપૂર્ણ શોધ,ಸಮಗ್ರ ಹುಡುಕಾಟ
અસ્તિત્વમાં છે,ಅಸ್ತಿತ್ವದಲ್ಲಿದೆ
બહાર નીકળો,ನಿರ್ಗಮಿಸಿ
નિષ્ણાત સિસ્ટમ,ತಜ್ಞ ವ್ಯವಸ್ಥೆ
અભિવ્યક્તિ,ಅಭಿವ್ಯಕ್ತಿ
વિસ્તૃત ગ્રાફિક એરે (XGA),ವಿಸ್ತೃತ ಗ್ರಾಫಿಕ್ ಅರೇ (XGA)
વિસ્તૃત ઉદ્યોગ ધોરણ (EIS),ವಿಸ್ತೃತ ಉದ್ಯಮ ಗುಣಮಟ್ಟ (EIS)
વિસ્તૃત મશીન,ವಿಸ್ತೃತ ಯಂತ್ರ
વિસ્તૃત મેમરી,ವಿಸ್ತೃತ ಸ್ಮರಣೆ
વિસ્તૃત ચોકસાઇ,ವಿಸ್ತೃತ ನಿಖರತೆ
વિસ્તૃત વર્ગીકરણ,ವಿಸ್ತೃತ ವಿಂಗಡಣೆ
બાહ્ય કૉલ,ಬಾಹ್ಯ ಕರೆ
બાહ્ય ભૂલ,ಬಾಹ್ಯ ದೋಷ
બાહ્ય કાર્ય,ಬಾಹ್ಯ ಕಾರ್ಯ
બાહ્ય વિક્ષેપ,ಬಾಹ್ಯ ಅಡಚಣೆ
બાહ્ય મેમરી,ಬಾಹ್ಯ ಸ್ಮರಣೆ
બાહ્ય મેમરી,ಬಾಹ್ಯ ಸ್ಮರಣೆ
બાહ્ય મોડેમ,ಬಾಹ್ಯ ಮೋಡೆಮ್
બાહ્ય સંદર્ભ,ಬಾಹ್ಯ ಉಲ್ಲೇಖ
બાહ્ય શોધ,ಬಾಹ್ಯ ಹುಡುಕಾಟ
બાહ્ય સંગ્રહ ઉપકરણ,ಬಾಹ್ಯ ಶೇಖರಣಾ ಸಾಧನ
નિષ્કર્ષણ,ಹೊರತೆಗೆಯುವಿಕೆ
એક્સ્ટ્રાપોલેશન,ಹೊರತೆಗೆಯುವಿಕೆ
ફેસ કેરેક્ટર પ્રિન્ટર,ಮುಖ ಅಕ್ಷರ ಮುದ್ರಕ
નિષ્ફળ-સલામત કામગીરી,ವಿಫಲ-ಸುರಕ್ಷಿತ ಕಾರ್ಯಾಚರಣೆ
નિષ્ફળતા દર,ವಿಫಲತೆಯ ದರ
નિષ્ફળતા પુનઃપ્રાપ્તિ,ವೈಫಲ್ಯ ಚೇತರಿಕೆ
ખોટો કોડ,ತಪ್ಪು ಕೋಡ್
ખોટી ભૂલ,ತಪ್ಪು ದೋಷ
ફેન-ઇન,ಫ್ಯಾನ್-ಇನ್
ફેન-આઉટ,ಫ್ಯಾನ್ ಔಟ್
ફેસિમિલ I/O ઉપકરણ,ಫ್ಯಾಸಿಮೈಲ್ I/O ಸಾಧನ
ફાસ્ટ ફોરિયર ટ્રાન્સફોર્મ (FFT),ವೇಗದ ಫೋರಿಯರ್ ರೂಪಾಂತರ (FFT)
જીવલેણ ભૂલ,ಗಂಭೀರವಾದ ತಪ್ಪು
ખામી શોધ,ದೋಷ ಪತ್ತೆ
ખામી નિદાન,ದೋಷ ರೋಗನಿರ್ಣಯ
સહનશીલતા દોષ,ದೋಷಸಹಿಷ್ಣುತೆ
ફેક્સ,ಫ್ಯಾಕ್ಸ್
ફેક્સ સંદેશ,ಫ್ಯಾಕ್ಸ್ ಸಂದೇಶ
FDC,FDC
લક્ષણ શોધ,ವೈಶಿಷ್ಟ್ಯ ಪತ್ತೆ
ફીડ ચક્ર,ಆಹಾರ ಚಕ್ರ
પ્રતિસાદ,ಪ್ರತಿಕ್ರಿಯೆ
ફીડર,ಫೀಡರ್
મેળવો,ತರಲು
ફિબોનાકી શોધ,ಫಿಬೊನಾಕಿ ಹುಡುಕಾಟ
ફિબોનાકી ક્રમ,ಫಿಬೊನಾಕಿ ಅನುಕ್ರಮ
ફિબોનાકી શ્રેણી,ಫಿಬೊನಾಕಿ ಸರಣಿ
ફાઇબર ઓપ્ટિક્સ,ಫೈಬರ್ ಆಪ್ಟಿಕ್ಸ್
ફિડો નેટ,ಫಿಡೋ ನಿವ್ವಳ
ક્ષેત્ર,ಕ್ಷೇತ್ರ
પાંચમી પેઢીના કમ્પ્યુટર્સ,ಐದನೇ ತಲೆಮಾರಿನ ಕಂಪ್ಯೂಟರ್‌ಗಳು
ફાઇલ,ಕಡತ
ફાઇલ એક્સેસ પદ્ધતિ,ಫೈಲ್ ಪ್ರವೇಶ ವಿಧಾನ
ફાઈલ ફાળવણી ટેબલ,ಫೈಲ್ ಹಂಚಿಕೆ ಕೋಷ್ಟಕ
ફાઇલ કમ્પ્રેશન,ಫೈಲ್ ಕಂಪ್ರೆಷನ್
ફાઇલ નકલ,ಫೈಲ್ ನಕಲು
ફાઇલ લેઆઉટ,ಫೈಲ್ ಲೇಔಟ್
ફાઇલ મર્જ,ಫೈಲ್ ವಿಲೀನ
ફાઇલ પુનઃપ્રાપ્તિ,ಫೈಲ್ ಚೇತರಿಕೆ
ફાઇલ સંગ્રહ,ಫೈಲ್ ಸಂಗ್ರಹಣೆ
ફાઇલ માળખું,ಫೈಲ್ ರಚನೆ
ફાઇલ સિસ્ટમ,ಕಡತ ವ್ಯವಸ್ಥೆ
ફાઇલ ટ્રાન્સફર,ಫೈಲ್ ವರ್ಗಾವಣೆ
ફાઇલ ટ્રાન્સફર પ્રોટોકોલ (FTP),ಫೈಲ್ ವರ್ಗಾವಣೆ ಪ್ರೋಟೋಕಾಲ್ (FTP)
ફિલ્ટર,ಫಿಲ್ಟರ್
અંતિમ સ્થિતિ,ಅಂತಿಮ ಸ್ಥಿತಿ
શોધો,ಕಂಡುಹಿಡಿಯಿರಿ
મર્યાદિત રાજ્ય મશીન,ಸೀಮಿತ ಸ್ಥಿತಿಯ ಯಂತ್ರ
આગ દિવાલ,ಬೆಂಕಿ ಗೋಡೆ
ફર્મવેર,ಫರ್ಮ್ವೇರ್
વહેલા તે પહેલાં,ಮೊದಲು ಬಂದವರಿಗೆ ಮೊದಲ ಸೇವೆ
પ્રથમ પેઢીના કમ્પ્યુટર,ಮೊದಲ ತಲೆಮಾರಿನ ಕಂಪ್ಯೂಟರ್
ફર્સ્ટ ઇન ફર્સ્ટ આઉટ (FIFO),ಫಸ್ಟ್ ಇನ್ ಫಸ್ಟ್ ಔಟ್ (FIFO)
પ્રથમ ઓર્ડર તર્ક,ಮೊದಲ ಆದೇಶದ ತರ್ಕ
પ્રથમ ઓર્ડર સિદ્ધાંત,ಮೊದಲ ಆದೇಶದ ಸಿದ್ಧಾಂತ
નિશ્ચિત પાર્ટીશન,ಸ್ಥಿರ ವಿಭಾಗ
ધ્વજ,ಧ್ವಜ
લવચીક ડિસ્ક,ಹೊಂದಿಕೊಳ್ಳುವ ಡಿಸ್ಕ್
ફ્લોપી ડિસ્ક,ಫ್ಲಾಪಿ ಡಿಸ್ಕ್
ફ્લોપી ડિસ્ક ડ્રાઇવ (Fdd),ಫ್ಲಾಪಿ ಡಿಸ್ಕ್ ಡ್ರೈವ್ (ಎಫ್ಡಿಡಿ)
ફ્લો ચાર્ટ,ಹರಿವಿನ ಚಾರ್ಟ್
નિયંત્રણનો પ્રવાહ,ನಿಯಂತ್ರಣದ ಹರಿವು
ફ્લશ,ಫ್ಲಶ್
ફોલ્ડર,ಫೋಲ್ಡರ್
ફોન્ટ,ಫಾಂಟ್
ફોન્ટ કુટુંબ,ಫಾಂಟ್ ಕುಟುಂಬ
બહાર ની ચાવી,ವಿದೇಶಿ ಕೀ
ફોર્મ,ರೂಪ
ઔપચારિક ભાષા,ಔಪಚಾರಿಕ ಭಾಷೆ
ઔપચારિક સિસ્ટમ,ಔಪಚಾರಿಕ ವ್ಯವಸ್ಥೆ
ફોર્મેટ,ಸ್ವರೂಪ
ફોર્મેટિંગ,ಫಾರ್ಮ್ಯಾಟಿಂಗ್
ફોરટ્રાન,ಫೋರ್ಟ್ರಾನ್
ફોરટ્રાન પ્રોગ્રામિંગ,ಫೋರ್ಟ್ರಾನ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್
ફોરવર્ડ સ્લેશ,ಫಾರ್ವರ್ಡ್ ಸ್ಲ್ಯಾಷ್
ચોથી પેઢીના કમ્પ્યુટર,ನಾಲ್ಕನೇ ತಲೆಮಾರಿನ ಕಂಪ್ಯೂಟರ್
ટુકડો,ತುಣುಕು
ફ્રેમ,ಚೌಕಟ್ಟು
મફત નેટ,ಉಚಿತ ನಿವ್ವಳ
મફત સોફ્ટવેર ફાઉન્ડેશન,ಉಚಿತ ಸಾಫ್ಟ್‌ವೇರ್ ಅಡಿಪಾಯ
મફત સંગ્રહ,ಉಚಿತ ಸಂಗ್ರಹಣೆ
ફ્રીવેર,ಫ್ರೀವೇರ್
આગળનો છેડો,ಮುಂಭಾಗದ ತುದಿ
ફ્રન્ટ પેનલ,ಮುಂಭಾಗದ ಫಲಕ
કાર્ય,ಕಾರ್ಯ
કાર્ય કી,ಕಾರ್ಯ ಕೀ
કાર્ય સંદર્ભ,ಕಾರ್ಯ ಉಲ್ಲೇಖ
કાર્યાત્મક નિર્ભરતા,ಕ್ರಿಯಾತ್ಮಕ ಅವಲಂಬನೆ
કાર્યાત્મક પરીક્ષણ,ಕ್ರಿಯಾತ್ಮಕ ಪರೀಕ್ಷೆ
અસ્પષ્ટ તર્ક,ಅಸ್ಪಷ್ಟ ತರ್ಕ
અસ્પષ્ટ સમૂહ,ಅಸ್ಪಷ್ಟ ಸೆಟ್
લાભ,ಲಾಭ
રમત વૃક્ષ,ಆಟದ ಮರ
ગેપ પાત્ર,ಅಂತರದ ಪಾತ್ರ
કચરો,ಕಸ
કચરો સંગ્રહ,ಕಸ ಸಂಗ್ರಹಣೆ
કચરો સંગ્રહ,ಕಸ ಸಂಗ್ರಹಣೆ
ગાર્બેજ ઇન ગાર્બેજ આઉટ (GIGO),ಕಸದಲ್ಲಿ ಕಸ (GIGO)
દરવાજો,ಗೇಟ್
પ્રવેશદ્વાર,ಗೇಟ್ವೇ
સામાન્ય કાર્યક્રમ,ಸಾಮಾನ್ಯ ಕಾರ್ಯಕ್ರಮ
સામાન્ય કાર્યક્રમ,ಸಾಮಾನ್ಯ ಕಾರ್ಯಕ್ರಮ
સામાન્ય હેતુ કમ્પ્યુટર,ಸಾಮಾನ್ಯ ಉದ್ದೇಶದ ಕಂಪ್ಯೂಟರ್
સામાન્ય હેતુ કમ્પ્યુટર,ಸಾಮಾನ್ಯ ಉದ್ದೇಶದ ಕಂಪ್ಯೂಟರ್
સામાન્ય રજીસ્ટર,ಸಾಮಾನ್ಯ ನೋಂದಣಿ
સામાન્યીકરણ,ಸಾಮಾನ್ಯೀಕರಣ
સામાન્યીકરણ,ಸಾಮಾನ್ಯೀಕರಣ
સામાન્ય હેતુની ભાષા,ಸಾಮಾನ್ಯ ಉದ್ದೇಶದ ಭಾಷೆ
સામાન્ય હેતુ ઓપરેટિંગ સિસ્ટમ,ಸಾಮಾನ್ಯ ಉದ್ದೇಶದ ಕಾರ್ಯಾಚರಣಾ ವ್ಯವಸ್ಥೆ
સામાન્ય હેતુ રજીસ્ટર,ಸಾಮಾನ್ಯ ಉದ್ದೇಶದ ನೋಂದಣಿ
જનરેટ કરેલ ભૂલ,ಸೃಷ್ಟಿಸಿದ ದೋಷ
જનરેટીંગ ફંક્શન,ಕಾರ್ಯವನ್ನು ಉತ್ಪಾದಿಸುತ್ತದೆ
સામાન્ય વર્ગ,ಸಾಮಾನ್ಯ ವರ್ಗ
સામાન્ય કાર્ય,ಸಾಮಾನ್ಯ ಕಾರ್ಯ
સામાન્ય નામ,ಸಾಮಾನ್ಯ ಹೆಸರು
ગીગો,ಗಿಗೋ
વૈશ્વિક,ಜಾಗತಿಕ
વૈશ્વિક કોડ,ಜಾಗತಿಕ ಕೋಡ್
વૈશ્વિક લોક,ಜಾಗತಿಕ ಲಾಕ್
વૈશ્વિક નેટવર્ક,ಜಾಗತಿಕ ನೆಟ್ವರ್ಕ್
વૈશ્વિક નેટવર્ક,ಜಾಗತಿಕ ನೆಟ್ವರ್ಕ್
વૈશ્વિક વપરાશકર્તા,ಜಾಗತಿಕ ಬಳಕೆದಾರ
વૈશ્વિક ચલ,ಜಾಗತಿಕ ವೇರಿಯಬಲ್
વૈશ્વિકરણ,ಜಾಗತೀಕರಣ
ગોફર,ಗೋಫರ್
ગોફર ક્લાયંટ,ಗೋಫರ್ ಕ್ಲೈಂಟ್
ગોફર સર્વર,ಗೋಫರ್ ಸರ್ವರ್
ગોફર સાઇટ,ಗೋಫರ್ ಸೈಟ್
ગોફર જગ્યા,ಗೋಫರ್ ಸ್ಪೇಸ್
આકર્ષક અધોગતિ,ಆಕರ್ಷಕವಾದ ಅವನತಿ
વ્યાકરણ તપાસનાર,ವ್ಯಾಕರಣ ಪರೀಕ್ಷಕ
વ્યાકરણ આકર્ષક બહાર નીકળો,ವ್ಯಾಕರಣ ಆಕರ್ಷಕವಾದ ನಿರ್ಗಮನ
કુલ,ದೊಡ್ಡ ಒಟ್ಟು
ગ્રાફ,ಗ್ರಾಫ್
ગ્રાફ પ્લોટિંગ,ಗ್ರಾಫ್ ಪ್ಲಾಟಿಂಗ್
ગ્રાફિક પાત્ર,ಗ್ರಾಫಿಕ್ ಪಾತ್ರ
ગ્રાફિક નિયંત્રક,ಗ್ರಾಫಿಕ್ ನಿಯಂತ್ರಕ
ગ્રાફિક ડેટા માળખું,ಗ್ರಾಫಿಕ್ ಡೇಟಾ ರಚನೆ
