English,Gujarati
Impostor,ઢોંગી
Imprisonment,કેદ
Imprisonment,કેદ
Incursion,આક્રમણ
Incursionist,આક્રમણ કરનાર
Independence,સ્વતંત્રતા
Independence day,સ્વતંત્રતા દિવસ
Independence Hall,સ્વતંત્રતા હોલ
Indian Amerian (=Red Indian=American Indian),ભારતીય અમેરિકન (=રેડ ઇન્ડિયન=અમેરિકન ભારતીય)
Indian Home Rule League,ઈન્ડિયન હોમ રૂલ લીગ
Industrial Revolution,ઔદ્યોગિક ક્રાંતિ
Infidel,બેવફાઈ
Infidel,બેવફાઈ
Infiltration,ઘૂસણખોરી
Infiltrator,ઘૂસણખોર
Informant,માહિતી આપનાર
Informant,માહિતી આપનાર
Informer,બાતમીદાર
Informer,બાતમીદાર
Ingress,પ્રવેશ
Ingress,પ્રવેશ
Ingress,પ્રવેશ
Inhabitance,વસવાટ
Inhabitant,રહેવાસી
Inheritance,વારસો
Inheritance,વારસો
Inheritance,વારસો
Inscription,શિલાલેખ
Insignia,ચિહ્ન
Instrument of Accession,પ્રવેશનું સાધન
Instrument of Government,સરકારનું સાધન
Insurgence (insurgency),બળવો (બળવો)
Insurgent,બળવાખોર
Insurrection,બળવો
Insurrection,બળવો
Integration,એકીકરણ
Integrity of records,રેકોર્ડની અખંડિતતા
Integrity of states,રાજ્યોની અખંડિતતા
Intelligentsia (Intelligentzia),ઇન્ટેલિજેન્ટ્સિયા (બુદ્ધિશાળી)
Intercession,મધ્યસ્થી
Intercessor,મધ્યસ્થી
Intermediary,મધ્યસ્થી
Internationalism,આંતરરાષ્ટ્રીયવાદ
Internationalism,આંતરરાષ્ટ્રીયવાદ
Internationalist,આંતરરાષ્ટ્રીયવાદી
Internecine war,આંતરીક યુદ્ધ
Internee,ઈન્ટરની
Internee,ઈન્ટરની
Internee camp,ઈન્ટરની કેમ્પ
Internment,નજરબંધ
Internment,નજરબંધ
Internment,નજરબંધ
Internuncio,ઈન્ટર્નસિયો
Interpreter,દુભાષિયા
Interpreter,દુભાષિયા
Interpreter,દુભાષિયા
Intervention,હસ્તક્ષેપ
Intestacy,ઇન્ટેસ્ટેસી
Intestate,ઇન્ટેસ્ટેટ
Intrigue,ષડયંત્ર
Intruder,ઘુસણખોર
Intruder,ઘુસણખોર
Intrusion,ઘુસણખોરી
Invasion,આક્રમણ
Invasion,આક્રમણ
Invest,રોકાણ કરો
Invest,રોકાણ કરો
Invest,રોકાણ કરો
Invest,રોકાણ કરો
Investiture,રોકાણ
Investiture,રોકાણ
Investiture,રોકાણ
Investiture ceremony,રોકાણ સમારોહ
Invest with nationality,રાષ્ટ્રીયતા સાથે રોકાણ કરો
Invincible Armada,અજેય આર્મડા
Inviolateness (of state),ઉલ્લંઘન (રાજ્યની)
Inviolate state,ઉલ્લંઘન રાજ્ય
Invulnerable castle,અભેદ્ય કિલ્લો
Iron age,આયર્ન યુગ
Iron curtain,લોખંડનો પડદો
Iron guard,આયર્ન ગાર્ડ
Iron rations,આયર્ન રાશન
Iron sides,આયર્ન બાજુઓ
Iron tipped arrow,આયર્ન ટીપેડ તીર
Isthmian games,ઇસ્થમિયન રમતો
Janissary,જેનિસરી
Janitor,દરવાન
Janitor,દરવાન
Javelin,જેવલિન
Jim Crow Laws,જિમ ક્રો કાયદા
Jingo,જિંગો
Jingo,જિંગો
Jingo,જિંગો
Jingoism,જિન્ગોઇઝમ
Joint action,સંયુક્ત કાર્યવાહી
Joint control,સંયુક્ત નિયંત્રણ
Joint occupancy,સંયુક્ત કબજો
Jury,જ્યુરી
Just cause,માત્ર કારણ
Keep,રાખવું
Keeper of Archives,આર્કાઇવ્સ કીપર
Kettle-drum,કેટલ-ડ્રમ
Key word,મુખ્ય શબ્દ
King,રાજા
Kingdom,રાજ્ય
Kinglet,કિંગલેટ
King maker,રાજા નિર્માતા
Kingship,કિંગશિપ
Kingship,કિંગશિપ
Kitchen cabinet,રસોડા નો કબાટ
Knight,નાઈટ
Kinghthood,રાજાપણું
Kinghts hospitalers,Kinghts હોસ્પિટલર્સ
Knights of Saint John,સેન્ટ જ્હોનના નાઈટ્સ
Knight Templar,નાઈટ ટેમ્પ્લર
Ku Klux Klan (K.K.K.),કુ ક્લક્સ ક્લાન (KKK)
Kumintang,કુમિન્તાંગ
Laity,સમાજ
Lance,લાન્સ
Lancer,લેન્સર
Later Guptas,બાદમાં ગુપ્તા
Lawful heir,કાયદેસર વારસદાર
Lawlessness (=disorder),અધર્મ (= અવ્યવસ્થા)
Lawlessness (=disorder),અધર્મ (= અવ્યવસ્થા)
Law lords,કાયદાના સ્વામીઓ
Law of Piety,ધર્મનિષ્ઠાનો કાયદો
League of Nations,લીગ ઓફ નેશન્સ
Legacy (=bequest),વારસો (=વીસિયત)
Legacy (=bequest),વારસો (=વીસિયત)
Legal heir,કાનૂની વારસદાર
Legate,લેગેટ
Legate,લેગેટ
Legate,લેગેટ
Legend,દંતકથા
Legend,દંતકથા
Legion,લીજન
Legion,લીજન
Legion of Honour,લીજન ઓફ ઓનર
Lese majesty (=lese majeste),લેસ મેજેસ્ટી (=લેસે મેજેસ્ટી)
Lesser states,ઓછા રાજ્યો
Letters of credence,વિશ્વાસના પત્રો
Liege-lord,લીગ-સ્વામી
Liege man,લીગે માણસ
Liege man,લીગે માણસ
Life imprisonment,આજીવન કેદ
Lineage,વંશ
Little Englander,લિટલ ઈંગ્લેન્ડર
Little Vehicle (=lesser vehicle),નાનું વાહન (= ઓછું વાહન)
Littoral state,દરિયા કિનારે રાજ્ય
Liturgies,ઉપાસના
Liturgy,ઉપાસના
Local allegiance,સ્થાનિક નિષ્ઠા
Local-self government,સ્થાનિક-સ્વ સરકાર
Long Parliament,લાંબી સંસદ
Low Countries,નીચા દેશો
Loyal,વફાદાર
Loyalty,વફાદારી
Machiavellian policy,મેકિયાવેલિયન નીતિ
Magna Carta,મેગ્ના કાર્ટા
Magnum Concillium,મેગ્નમ કોન્સિલિયમ
Malum prohibitum,માલુમ નિષેધ
Mandamus,મેન્ડમસ
Mandate,આદેશ
"Mandate, class 'A'","આદેશ, વર્ગ &#39;A&#39;"
"Mandate, class 'B'","આદેશ, વર્ગ &#39;બી&#39;"
"Mandate, class 'C'","આદેશ, વર્ગ &#39;C&#39;"
Mandate system,આદેશ સિસ્ટમ
Mandatory state,ફરજિયાત રાજ્ય
Mangonel,મેંગોનેલ
Manifesto,મેનિફેસ્ટો
Manoeuvres,દાવપેચ
Man-of-war,મેન ઓફ વોર
Manor,મનોર
Manor,મનોર
Man-power,માનવશક્તિ
Man-power,માનવશક્તિ
Manumission,મેન્યુમિશન
Manumit,મનુમિત
Manuscript,હસ્તપ્રત
Manuscript,હસ્તપ્રત
Manuscript,હસ્તપ્રત
Marauder,લૂંટારા
Maritime belt,દરિયાઈ પટ્ટો
Maritime civilization,દરિયાઈ સંસ્કૃતિ
Maritime flag,દરિયાઈ ધ્વજ
Maritime powers,દરિયાઈ સત્તાઓ
Maritime soverignty,દરિયાઈ સાર્વભૌમત્વ
Maritime war,દરિયાઈ યુદ્ધ
Marquis,માર્ક્વિસ
Marquisate,માર્ક્વિસેટ
Martial law,લશ્કરી કાયદો
Martial races,માર્શલ રેસ
Martyr,શહીદ
Massacre,હત્યાકાંડ
Mass of manoeuvre,દાવપેચનો સમૂહ
Master-at-arms,માસ્ટર-એટ-આર્મ્સ
Master of ceremonies,વિધિના માસ્ટર
Master of Household,ઘરના માસ્ટર
Master of the Horse,ઘોડાનો માસ્ટર
Master of the Rolls,રોલ્સનો માસ્ટર
Match,મેચ
Match,મેચ
Matchlock,મેચલોક
Matrimonial alliance,વૈવાહિક જોડાણ
Mediterranian powers,ભૂમધ્ય શક્તિઓ
Menshevik,મેન્શેવિક
Mercenary army,ભાડૂતી સૈન્ય
Mercenary soldier,ભાડૂતી સૈનિક
Merchantman,વેપારી
Middle ages,મધ્યમ વય
Middle East,મધ્ય પૂર્વ
Middle passage,મધ્ય માર્ગ
Middle path,મધ્ય માર્ગ
Middle way (=middle course),મધ્ય માર્ગ (=મધ્યમ અભ્યાસક્રમ)
Migrant,સ્થળાંતર
Migration,સ્થળાંતર
Migration,સ્થળાંતર
Migration,સ્થળાંતર
Militarism,લશ્કરવાદ
Militarism,લશ્કરવાદ
Militarism,લશ્કરવાદ
Militarism,લશ્કરવાદ
Militarist,લશ્કરવાદી
Militarist,લશ્કરવાદી
Militarization,લશ્કરીકરણ
Militarization,લશ્કરીકરણ
Militarization,લશ્કરીકરણ
Military tactician (=tactician),લશ્કરી વ્યૂહરચનાકાર (= વ્યૂહરચનાકાર)
Military tactician (=tactician),લશ્કરી વ્યૂહરચનાકાર (= વ્યૂહરચનાકાર)
Military tactics (=tactics),લશ્કરી રણનીતિ (= વ્યૂહરચના)
Militia,મિલિશિયા
Militia,મિલિશિયા
Misrule,કુશાસન
Missing link,લિંક ખૂટે છે
Mission,મિશન
Mission,મિશન
Mission,મિશન
Mixed race,મિશ્ર જાતિ
modern history,આધુનિક ઇતિહાસ
Modus vivendi,મોડસ વિવેન્ડી
Monachism,મોનાકિઝમ
Monarch,રાજા
Monarch,રાજા
Monarchism,રાજાશાહી
Monarchism,રાજાશાહી
Monarchist,રાજાશાહી
Monarchy,રાજાશાહી
Monastery,મઠ
Monastery,મઠ
Monastery,મઠ
Monasticism,સાધુવાદ
Monasticism,સાધુવાદ
Monk,સાધુ
Mother country,માતૃ દેશ
Motherland,માતૃભૂમિ
Mother of Parliaments,સંસદની માતા
Muckrakers,મકરાકર્સ
Mummy,મમી
Museum,મ્યુઝિયમ
Musket,મસ્કેટ
Musketeer,મસ્કિટિયર
Musketry,મસ્કેટ્રી
Musketry,મસ્કેટ્રી
Muster master,માસ્ટર માસ્ટર
Muster-roll,મસ્ટર-રોલ
Muster-roll,મસ્ટર-રોલ
Mutiny,વિદ્રોહ
Mutiny Act,બળવો અધિનિયમ
Mystery ship,રહસ્ય જહાજ
Narrative,વર્ણનાત્મક
Nation,રાષ્ટ્ર
Native,મૂળ
Native state,મૂળ રાજ્ય
Naturalism,પ્રાકૃતિકતા
Natural rights,કુદરતી અધિકારો
Nazi,નાઝી
Nazi revolution,નાઝી ક્રાંતિ
Nazism,નાઝીવાદ
Near East,પૂર્વની નજીક
Negro,હબસી
Negrophil,નેગ્રોફિલ
Negrophilism,નેગ્રોફિલિઝમ
Negrophobia,નેગ્રોફોબિયા
Neutral,તટસ્થ
Neutral country,તટસ્થ દેશ
New Deal,નવી ડીલ
New World,નવી દુનિયા
Nobility,ખાનદાની
Noble,નોબલ
Noble,નોબલ
Nomad,વિચરતી
Nomadic horde,વિચરતી ટોળું
Nomadism,વિચરતી
Non-aggression pact,બિન-આક્રમકતા કરાર
Non-aggression treaty,બિન-આક્રમકતા સંધિ
Non-belligerent state,બિન-યુદ્ધરહિત રાજ્ય
Non-co-operation,અસહકાર
Non co-operation movement,અસહકાર આંદોલન
Obverse,સામે
Obverse,સામે
Ochlocracy (=mobocracy),લોકશાહી (=મોબોક્રસી)
Ochlocrat,ઓક્લોક્રેટ
Official document,સત્તાવાર દસ્તાવેજ
Old world,જૂની દુનિયા
Oligarchy,ઓલિગાર્કી
Onslaught,આક્રમણ
Open negotiation,ઓપન વાટાઘાટ
Open question,ખુલ્લો પ્રશ્ન
Open records,ઓપન રેકોર્ડ્સ
Orient,ઓરિએન્ટ
Orientalism,પ્રાચ્યવાદ
Orientalism,પ્રાચ્યવાદ
Orientalist,પ્રાચ્યવાદી
Origin,મૂળ
Origin,મૂળ
Orthography,ઓર્થોગ્રાફી
Outbreak of hostilities,દુશ્મનાવટનો ફાટી નીકળવો
Out-post,આઉટ પોસ્ટ
Over-lord,ઓવર-લોર્ડ
Over-ride,ઓવર-રાઈડ
Over-ride,ઓવર-રાઈડ
Pagan,મૂર્તિપૂજક
Pagan,મૂર્તિપૂજક
Paganism,મૂર્તિપૂજક
Paganism,મૂર્તિપૂજક
Pagoda,પેગોડા
Pagoda,પેગોડા
Pagoda,પેગોડા
Palace intrigues,મહેલ ષડયંત્ર
Palatinate,પેલેટિનેટ
Palm-leaf,તાડ-પાન
Palm Sunday,પામ રવિવાર
Panegyrist,પેનેગિરિસ્ટ
Panic,ગભરાટ
Panic,ગભરાટ
Panic-monger,ગભરામણ કરનાર
Papacy,પોપસી
Papacy,પોપસી
Papacy,પોપસી
Papacy,પોપસી
Papal bull,પાપલ બળદ
Papalism,પોપવાદ
Papalism,પોપવાદ
Papalist,પોપલિસ્ટ
Papal state,પાપલ રાજ્ય
Papism (=papistry),પેપિઝમ (=પેપિસ્ટ્રી)
Papist,પેપિસ્ટ
Papyrus,પેપિરસ
Parable,ઉપમા
Paramount,પેરામાઉન્ટ
Paramountcy (=paramount power),સર્વોપરીતા (= સર્વોપરી શક્તિ)
Paramount lady,સર્વોપરી મહિલા
Paramount lord,સર્વોપરી સ્વામી
Parchment,ચર્મપત્ર
Parchment,ચર્મપત્ર
Parchment,ચર્મપત્ર
Pardon,ક્ષમા
Parleys,વાર્તાલાપ
Parleys,વાર્તાલાપ
Parliament (=parlement),સંસદ (=સંસદ)
Parliament,લોકસભા
Parliament,લોકસભા
Parliament,લોકસભા
Parliament Act,સંસદ અધિનિયમ
Parliamentarian,સંસદસભ્ય
Parliamentarian,સંસદસભ્ય
Parliamentary agent,સંસદીય એજન્ટ
Parnellism,પાર્નેલિઝમ
Parole,પેરોલ
Parole,પેરોલ
Parricide,પેરિસાઈડ
Parricide,પેરિસાઈડ
Partisan,પક્ષપાતી
Partisan,પક્ષપાતી
Partisan,પક્ષપાતી
Pass,પાસ
Pass word (=watch word),પાસ શબ્દ (=વોચ શબ્દ)
Patriarch,પિતૃસત્તાક
Patriarchs,પિતૃઓ
Patrician,પેટ્રિશિયન
Patrimony,દેશભક્તિ
Pax Britannica,પેક્સ બ્રિટાનિકા
Pax Romana,પેક્સ રોમાના
Pedigree,વંશાવલિ
Pedigree,વંશાવલિ
Pedigreed person,વંશાવલિ વ્યક્તિ
Peer,પીઅર
Peer,પીઅર
Peerage,પીરેજ
Peerage,પીરેજ
Peerage,પીરેજ
Peers of Ireland,આયર્લેન્ડના સાથીદારો
Peers of Scotland,સ્કોટલેન્ડના સાથીદારો
Peninsular Campaign,દ્વીપકલ્પ ઝુંબેશ
Peninsular war,દ્વીપકલ્પ યુદ્ધ
Pennant,પેનન્ટ
People's Charter (=National Charter),પીપલ્સ ચાર્ટર (=રાષ્ટ્રીય ચાર્ટર)
People's front (=popular front),લોકોનો મોરચો (=લોકપ્રિય મોરચો)
Perfidy,બેફામ
Period,સમયગાળો
Period,સમયગાળો
Periphery,પરિઘ
Permanent Settlement,કાયમી સમાધાન
Perpetual fief,શાશ્વત જાગીર
Phalanx,ફાલેન્ક્સ
Phalanx,ફાલેન્ક્સ
Phraoh,ફેરો
Pictogram,પિક્ટોગ્રામ
Pictograph,પિક્ટોગ્રાફ
Pictograph,પિક્ટોગ્રાફ
Pilgrim,યાત્રાળુ
Pilgrim fathers,યાત્રાળુ પિતા
Pillage,લૂંટ
Pillage,લૂંટ
Pillar,સ્તંભ
Pillar Edicts (of Ashoka),સ્તંભના આજ્ઞાઓ (અશોકના)
Pillar Edicts (of Ashoka),સ્તંભના આજ્ઞાઓ (અશોકના)
Pillar Edicts (of Ashoka),સ્તંભના આજ્ઞાઓ (અશોકના)
Pirate,ચાંચિયો
Pirate,ચાંચિયો
Pitched battle,પીચ યુદ્ધ
Plot,પ્લોટ
Polis,પોલિસ
Polis,પોલિસ
Politarch,પોલિટાર્ક
Political Agent,પોલિટિકલ એજન્ટ
Political asylum,રાજકીય આશ્રય
Political Resident,રાજકીય નિવાસી
Political terrorism,રાજકીય આતંકવાદ
Poll tax,મતદાન કર
Pontoon,પોન્ટૂન
Premier,પ્રીમિયર
Premier,પ્રીમિયર
Premiership,પ્રીમિયરશિપ
Presidency,પ્રમુખપદ
Presidency,પ્રમુખપદ
President,રાષ્ટ્રપતિ
President,રાષ્ટ્રપતિ
Presidium,પ્રેસિડિયમ
Prime Minister,પ્રધાન મંત્રી
Primogeniture,પ્રિમોજેનિચર
Prince,રાજકુમાર
Prince,રાજકુમાર
Prince Bishop,પ્રિન્સ બિશપ
Prince Consort,પ્રિન્સ કોન્સોર્ટ
Prince Regent,પ્રિન્સ રીજન્ટ
Pince regnant,પિન્સ રેગ્નન્ટ
Princess Regent,પ્રિન્સેસ રીજન્ટ
Princess Royal,પ્રિન્સેસ રોયલ
Principality,હુકુમત
Principality,હુકુમત
Principality,હુકુમત
Prize,ઇનામ
Prize,ઇનામ
Prize money,ઈનામની રકમ
Professional soldier,વ્યવસાયિક સૈનિક
Promise,વચન
Promontory fort,પ્રોમોન્ટરી કિલ્લો
Protectorate,સંરક્ષક
Protectorate,સંરક્ષક
Protectorate,સંરક્ષક
Protégé,પ્રોટેજી
Provenance,ઉત્પત્તિ
Provenance,ઉત્પત્તિ
Provenance system,પ્રોવેન્સ સિસ્ટમ
Pro-zionist,ઝાયોનિસ્ટ તરફી
Public enemy,જાહેર દુશ્મન
Public enemy,જાહેર દુશ્મન
Punctations,વિરામચિહ્નો
Punic wars,પ્યુનિક યુદ્ધો
Puritan,પ્યુરિટન
Putsch,પુશ
Quadriga,ક્વાડ્રિગા
Quadruple alliance,ચારગણું જોડાણ
Quaker,ક્વેકર
Queen,રાણી
Queen consort,રાણીની પત્ની
Queen dowager,રાણી દાવેદાર
Queendom,ક્વીનડમ
Queendom,ક્વીનડમ
Queen mother,રાણી માતા
Queen regnant,રાજવી રાણી
Quisling,ક્વિસલિંગ
Quisling,ક્વિસલિંગ
Quit rent,ભાડું છોડો
Quiver,ધ્રુજારી
Quo warranto,વોરન્ટો
Race,રેસ
Racial supremacy,વંશીય સર્વોપરિતા
Rack,રેક
Rack,રેક
Raid,દરોડો પાડ્યો
Raid,દરોડો પાડ્યો
Rampart,રેમ્પાર્ટ
Rampart,રેમ્પાર્ટ
Ransack,લૂંટફાટ
Ransom,ખંડણી
Ransom,ખંડણી
Ravage,તબાહી
Ravages,તબાહી
Realm,ક્ષેત્ર
Rear guard,પાછળનો રક્ષક
Rear guard action,પાછળના રક્ષકની ક્રિયા
Rebel,બળવાખોર
Rebellion,બળવો
Recognition of insurgency,બળવાની માન્યતા
Reconduction,રીકન્ડક્શન
Reconnaissance,રિકોનિસન્સ
Reconstruction,પુનઃનિર્માણ
Record,રેકોર્ડ
Record office,રેકોર્ડ ઓફિસ
Record retirement,રેકોર્ડ નિવૃત્તિ
Red shirts,લાલ શર્ટ
Reformation,સુધારણા
Refugee,શરણાર્થી
Regalia,રેગાલિયા
Regalia,રેગાલિયા
Regalia,રેગાલિયા
Regency,રીજન્સી
Regent,કારભારી
Regent queen,કારભારી રાણી
Regicide,રેજીસાઈડ
Regicides,રેજીસાઇડ્સ
Regime,શાસન
Regime,શાસન
Region,પ્રદેશ
Regnal year,શાસન વર્ષ
Regnant,રેગ્નન્ટ
Regnum,રેગ્નમ
Reich,રીક
Reign,શાસન
Reign,શાસન
Reigning family,રાજ પરિવાર
Reign of terror,આતંકનું શાસન
Reign of terror,આતંકનું શાસન
Reinforce,મજબૂત કરો
Reinforcement,મજબૂતીકરણ
Reinstatement,પુનઃસ્થાપન
Reinvest,ફરીથી રોકાણ કરો
Relay post,રિલે પોસ્ટ
Relay route,રિલે માર્ગ
Relay system,રિલે સિસ્ટમ
Release,પ્રકાશન
Release,પ્રકાશન
Renunciation,ત્યાગ
Renunciation,ત્યાગ
Repertory (=inventory),રેપર્ટરી (= ઇન્વેન્ટરી)
Repository,ભંડાર
Repository,ભંડાર
Republic,પ્રજાસત્તાક
Republic Day,ગણતંત્ર દિવસ
Rescript,રીસ્ક્રીપ્ટ
Rescript,રીસ્ક્રીપ્ટ
Resident,રહેવાસી
Restoration,પુનઃસ્થાપન
Resurrection,પુનરુત્થાન
Resurrection,પુનરુત્થાન
Retreat,પીછેહઠ
Reverse (of a coin),ઊલટું (સિક્કાનું)
Revolt,બળવો
Revolution,ક્રાંતિ
"Revolution, French","ક્રાંતિ, ફ્રેન્ચ"
Revolution Glorious,ક્રાંતિ ભવ્ય
"Revolution, Industrial","ક્રાંતિ, ઔદ્યોગિક"
Rising,રાઇઝિંગ
Rotten-borough,રોટન-બરો
Rough Riders,રફ રાઇડર્સ
Round-heads,રાઉન્ડ-હેડ્સ
Rout,રાઉટ
Royal audience,રોયલ પ્રેક્ષકો
Royal charter,રોયલ ચાર્ટર
Royal crest,રોયલ ક્રેસ્ટ
Royal crest,રોયલ ક્રેસ્ટ
Royal decree,રોયલ હુકમનામું
Rubric,રૂબ્રિક
Ruins,ખંડેર
Runner,દોડવીર
Sabotage,તોડફોડ
Sabre,સાબર
Sabres,સાબર્સ
Sacrifice,બલિદાન
Sacrifice,બલિદાન
Sacrifice,બલિદાન
Safe conduct,સલામત આચરણ
Safeguard,સેફગાર્ડ
Safeguard,સેફગાર્ડ
Safeguarding duties,સુરક્ષા ફરજો
Sally,સેલી
Sally-port,સેલી-બંદર
Sceptre,રાજદંડ
Scimitar,સ્કીમિટર
Second estate,બીજી એસ્ટેટ
Sect,સંપ્રદાય
Sect,સંપ્રદાય
Seizure,જપ્તી
Seizure,જપ્તી
Senate,સેનેટ
Senate,સેનેટ
Senate,સેનેટ
Senate,સેનેટ
Serf (=bordar or villein),નોકર (=બોર્ડર અથવા વિલિન)
Serf (=bordar or villein),નોકર (=બોર્ડર અથવા વિલિન)
Serfdom (serfhood or serfage),સર્ફડમ (સર્ફહુડ અથવા સર્ફેજ)
Serfdom (serfhood or serfage),સર્ફડમ (સર્ફહુડ અથવા સર્ફેજ)
Shadow king,છાયા રાજા
Ship Money,શિપ મની
Shock troops (=storm troops),શોક ટુકડીઓ (= તોફાન ટુકડીઓ)
Short Parliament,ટૂંકી સંસદ
Skirmish,અથડામણ
Slave,ગુલામ
Slavery,ગુલામી
Slavery,ગુલામી
Soldier statesman,સૈનિક રાજનેતા
Spear,ભાલા
Spear-head,ભાલા-માથું
Sphere,ગોળાકાર
Sphragistics,સ્ફ્રાજીસ્ટિક્સ
Spoils system,સિસ્ટમ બગાડે છે
Squire,સ્ક્વેર
Squire,સ્ક્વેર
Squirearchy,સ્ક્વેરઆર્કી
Squirearchy,સ્ક્વેરઆર્કી
Standard,ધોરણ
Standard-bearer,ધોરણ-વાહક
Standing army,સ્થાયી સૈન્ય
Standing orders,સ્ટેન્ડિંગ ઓર્ડર
Standing orders,સ્ટેન્ડિંગ ઓર્ડર
Statesman,સ્ટેટ્સમેન
Stone inscription,સ્ટોન શિલાલેખ
Storm troops,તોફાન ટુકડીઓ
Stratagem,સ્ટ્રેટેજમ
Strategy,વ્યૂહરચના
Strategy,વ્યૂહરચના
Strategy,વ્યૂહરચના
Stratocracy,સ્ટ્રેટોક્રસી
Strife,ઝઘડો
Strife,ઝઘડો
Strong hold,મજબૂત પકડ
Strong hold,મજબૂત પકડ
Subsidiary talliance,પેટાકંપની ટેલિઅન્સ
Succession,ઉત્તરાધિકાર
Successor,અનુગામી
Suffrage,મતાધિકાર
Suffragist,મતાધિકારવાદી
Sultanate,સલ્તનત
Sultanate period,સલ્તનત સમયગાળો
Surrender,શરણાગતિ
Suzerain,સુઝેરેન
Suzerain state,સુઝેરેન રાજ્ય
Swordsman,તલવારબાજ
Tammany Society,તમ્માની સોસાયટી
Tempered sword,ટેમ્પર્ડ તલવાર
Tenant,ભાડૂત
Tenant,ભાડૂત
Territory,પ્રદેશ
Territory,પ્રદેશ
Territory government,પ્રદેશ સરકાર
Terrorism,આતંકવાદ
Third estate,ત્રીજી એસ્ટેટ
Three estates,ત્રણ વસાહતો
Toll,ટોલ
Toll house,ટોલ હાઉસ
Tomb,કબર
Tory,ટોરી
Totem,ટોટેમ
Tower,ટાવર
Tower,ટાવર
Tower of victory,વિજય ટાવર
Traitor,દેશદ્રોહી
Treachery,વિશ્વાસઘાત
Treason,રાજદ્રોહ
Treaty,સંધિ
Trial by battle (=trail by combat),યુદ્ધ દ્વારા અજમાયશ (= લડાઇ દ્વારા પગેરું)
Tribute,શ્રદ્ધાંજલિ
Tribute,શ્રદ્ધાંજલિ
Tribute land,શ્રદ્ધાંજલિ જમીન
Triple alliance,ત્રિવિધ જોડાણ
Triple entente,ટ્રિપલ entente
Triumph,વિજય
Triumph,વિજય
Turmoil,ગરબડ
Tyrannicide,જુલમી હત્યા
Tyrannicide,જુલમી હત્યા
Tyranny,જુલમ
Tyranny,જુલમ
Tyrant,જુલમી
Uhlan,ઉહલાન
Ukase,ઉકાસે
Ukase,ઉકાસે
Ulema,ઉલેમા
Ultimatum,અલ્ટીમેટમ
Ultimatum,અલ્ટીમેટમ
Uncle sam,અંકલ સેમ
Under-king,અન્ડર-કિંગ
United Irishmen,યુનાઇટેડ આઇરિશમેન
United Nations,સંયુક્ત રાષ્ટ્રો
United Provinces,સંયુક્ત પ્રાંતો
United Provinces,સંયુક્ત પ્રાંતો
Univallated fort,અવિશ્વસનીય કિલ્લો
Universal monarch,સાર્વત્રિક રાજા
Universal suffrage,સાર્વત્રિક મતાધિકાર
Uprising,બળવો
Usurpation,હડપચી
Usurper,હડપ કરનાર
Utopia,યુટોપિયા
Vandal,તોડફોડ
Vandalism,તોડફોડ
Vanguard,વેનગાર્ડ
Vanguard,વાનગાર્ડ
Vanguard,વેનગાર્ડ
Varangian,વરાંજીયન
Varangian guard,વરાંજિયન રક્ષક
Vassal,વાસલ
Vassal,વાસલ
Vassal state,વાસલ રાજ્ય
Vatican Council,વેટિકન કાઉન્સિલ
Vessel,વહાણ
Vessel,વહાણ
Vessel,વહાણ
Vice-king,ઉપ-રાજા
Viceroy,વાઇસરોય
Viceroyalty=viceroyship,વાઇસરોયલ્ટી = વાઇસરોયશિપ
Victor,વિક્ટર
Victory,વિજય
Villein,વિલેન
Voyage,સફર
Vulnerable fortress,સંવેદનશીલ ગઢ
Wall painting,વોલ પેઇન્ટિંગ
Wall painting,વોલ પેઇન્ટિંગ
War,યુદ્ધ
War-lord,યુદ્ધ-સ્વામી
Warrior,યોદ્ધા
Warrior,યોદ્ધા
Warrior,યોદ્ધા
Warship,યુદ્ધ જહાજ
Watch-word,વૉચ-વર્ડ
Welfare state,કલ્યાણ રાજ્ય
Welfare Work,કલ્યાણ કાર્ય
Whig,વ્હિગ
White flag,સફેદ ધ્વજ
Whitemen's burden,વ્હાઇટમેનનો બોજ
World empire,વિશ્વ સામ્રાજ્ય
World movement,વિશ્વ ચળવળ
World politics,વિશ્વ રાજકારણ
World power,વિશ્વ શક્તિ
World war,વિશ્વ યુદ્ધ
Wreeker,Wreeker
Wrecking amendment,બરબાદીનો સુધારો
Xenelasis,ઝેનેલેસિસ
Xenophobia,ઝેનોફોબિયા
Yankee,યાન્કી
Yellow jacket,પીળો જેકેટ
Yellow man,પીળો માણસ
Yellow peril,પીળો જોખમ
Yellow press,યલો પ્રેસ
Young Turks,યંગ ટર્ક્સ
Zeus,ઝિયસ
Zionism,ઝાયોનિઝમ
Zoroastrianism,પારસી ધર્મ
