Punjabi,Gujarati
(ਚੁੰਬਕੀ) ਫੈਲਾਅ,(ચુંબકીય) વિક્ષેપ
(ਚੁੰਬਕੀ) ਡਿਫਲੈਕਸ਼ਨ ਕੋਇਲ,(ચુંબકીય) ડિફ્લેક્શન કોઇલ
"debauchery, debauchery","વ્યભિચાર, વ્યભિચાર"
ਭ੍ਰਿਸ਼ਟਾਚਾਰ ਬਿੰਦੂ,ભ્રષ્ટાચાર બિંદુ
ਖਰਾਬੀ ਕਾਰਕ,ખોડખાંપણ પરિબળ
ਅਸ਼ੁੱਧਤਾ ਪੈਰਾਮੀਟਰ,અશુદ્ધતા પરિમાણ
"ਘਟੀਆ ਹੋਣਾ (ਵਰ.), ਘਟੀਆ (ਸੰਪਾਦਕ), ਘਟੀਆ (ਵੀ.)","અધોગતિ કરવી (વૃ.), અધોગતિ (સં.), અધોગતિ (વિ.)"
ਭ੍ਰਿਸ਼ਟ ਚੇਨ ਸ਼ਾਖਾ,ભ્રષ્ટ સાંકળ શાખા
ਨਾਪਸੰਦ ਕੋਡ,નાપસંદ કોડ
ਸੰਗਠਿਤ ਸੰਚਾਲਨ ਬੈਂਡ,કોલિમેટેડ વહન બેન્ડ
ਡੀਜਨਰੇਟ ਇਲੈਕਟ੍ਰੋਨ ਗੈਸ,ડિજનરેટ ઇલેક્ટ્રોન ગેસ
ਰਹਿੰਦ ਗੈਸ,કચરો ગેસ
ਘਟੀਆ ਸੁਆਹ,ડિગ્રેડેડ રાખ
ਰਹਿੰਦ-ਖੂੰਹਦ,કચરો
ਡੀਜਨਰੇਟ ਸੈਮੀਕੰਡਕਟਰ,અધોગતિ સેમિકન્ડક્ટર
ਭ੍ਰਿਸ਼ਟ ਸਿਸਟਮ,ભ્રષ્ટ સિસ્ટમ
"ਡੀਜਨਰੇਸ਼ਨ, ਡੀਨੀਟ੍ਰੀਫਿਕੇਸ਼ਨ, ਡਿਗਰੇਡੇਸ਼ਨ, ਡੀਜਨਰੇਸ਼ਨ","અધોગતિ, અધોગતિ, અધોગતિ, અધોગતિ"
ਊਰਜਾ ਦੀ ਖਪਤ,ઊર્જા વિસર્જન
ਵਿਰੋਧੀ ਪੁਨਰ ਨਿਵੇਸ਼,પ્રતિકૂળ પુનઃરોકાણ
ਸਮਰੱਥਾ ਵੋਲਟੇਜ,કેપેસીટન્સ વોલ્ટેજ
"ਪਤਨ, ਪਤਨ, ਪਤਨ","અધોગતિ, અધોગતિ, અધોગતિ"
"ਸ਼ੈਡੋ ਬੈਂਡ, ਦੁਰਲੱਭ ਬੈਂਡ","શેડો બેન્ડ, દુર્લભ બેન્ડ"
"ਡਿਗਰੀ, ਡਿਗਰੀ, ਡਿਗਰੀ, ਡਿਗਰੀ, ਮਾਤਰਾ, ਵਿਸ਼ਾਲਤਾ, ਅੰਕ","ડિગ્રી, ડિગ્રી, ડિગ્રી, ડિગ્રી, જથ્થો, તીવ્રતા, અંશ"
angler ਮਾਡਿਊਲਸ,એંગલર મોડ્યુલસ
ਸ਼ੁੱਧਤਾ ਦੀ ਡਿਗਰੀ,ચોકસાઈની ડિગ્રી
ਏਕੀਕਰਣ ਵਾਲੀਅਮ,એકત્રીકરણ વોલ્યુમ
ਇਕਾਗਰਤਾ-ਆਵਾਜ਼,એકાગ્રતા-વોલ્યુમ
"ਅਸ਼ੁੱਧਤਾ - ਮਾਤਰਾ, ਅਸ਼ੁੱਧਤਾ ਅੰਸ਼","અશુદ્ધિ-માત્રા, અશુદ્ધિ અપૂર્ણાંક"
ਵਿਭਾਜਨ ਮਾਤਰਾ,વિયોજન જથ્થો
ਖੁਸ਼ਹਾਲੀ ਮਾਡਿਊਲਸ,સમૃદ્ધિ મોડ્યુલસ
"ਆਜ਼ਾਦੀ ਦੀ ਡਿਗਰੀ, ਆਜ਼ਾਦੀ ਦੀ ਡਿਗਰੀ","સ્વતંત્રતાની ડિગ્રી, સ્વતંત્રતાની ડિગ્રી"
ionization ਦੀ ਮਾਤਰਾ,આયનીકરણની માત્રા
ਮੋਡੂਲੇਸ਼ਨ ਦੀ ਤੀਬਰਤਾ,મોડ્યુલેશનની તીવ્રતા
ਪਰੇਸ਼ਾਨੀ,ખલેલ
ਧਰੁਵੀਕਰਨ ਦੀ ਤੀਬਰਤਾ,ધ્રુવીકરણની તીવ્રતા
ਸ਼ੁੱਧਤਾ ਦੀ ਮਾਤਰਾ,ચોકસાઇ જથ્થો
ਬੇਤਰਤੀਬਤਾ-ਮਾਤਰਾ,રેન્ડમનેસ-ક્વોન્ટિટી
dehumidification,ડિહ્યુમિડિફિકેશન
"ਵਿਵਿਮਨ, ਵਿਬਰਫੈਨ","વિવિમેન, વિબરફૅન"
ਡੀਓਨਾਈਜ਼ੇਸ਼ਨ ਸਰਕਟ ਬ੍ਰੇਕਰ,ડીયોનાઇઝેશન સર્કિટ બ્રેકર
ਡੀਓਨਾਈਜ਼ੇਸ਼ਨ,ડીયોનાઇઝેશન
ਡੀਓਨਾਈਜ਼ੇਸ਼ਨ ਸੰਭਾਵਨਾ,ડીયોનાઇઝેશન સંભવિત
ਡੀਓਨਾਈਜ਼ੇਸ਼ਨ ਦਰ,ડીયોનાઇઝેશન દર
ਡੀਓਨਾਈਜ਼ੇਸ਼ਨ ਦੀ ਮਿਆਦ,ડીયોનાઇઝેશન સમયગાળો
ਡੀਓਨਾਈਜ਼ਿੰਗ ਗਰਿੱਡ,ડીયોનાઇઝિંગ ગ્રીડ
ਡੀਓਨਾਈਜ਼ੇਸ਼ਨ ਸੰਭਾਵਨਾ,ડીયોનાઇઝેશન સંભવિત
ਡੀਓਨਾਈਜ਼ਰ,ડીયોનાઇઝર
decapoise (ਯੂਨਿਟ),ડેકાપોઇઝ (એકમ)
ਡੇਕੈਟ੍ਰੋਨ,ડેકાટ્રોન
del ਆਪਰੇਟਰ,ડેલ ઓપરેટર
ਡੇਲਾਬੋਰਨ ਪ੍ਰਿਜ਼ਮ,ડેલાબોર્ન પ્રિઝમ
delaunay orbital ਤੱਤ,delunay ભ્રમણકક્ષા તત્વ
ਦੇਰੀ ਆਟੋਮੈਟਿਕ ਉੱਚੀ ਆਵਾਜ਼ ਕੰਟਰੋਲਰ,વિલંબ આપોઆપ લાઉડનેસ નિયંત્રક
ਦੇਰੀ ਕੇਬਲ,વિલંબ કેબલ
ਦੇਰੀ ਸਰਕਟ,વિલંબ સર્કિટ
ਦੇਰੀ ਵਿਗਾੜ,વિલંબ વિકૃતિ
ਦੇਰੀ ਹੋਈ ਡੋਪਲਰ ਮੈਪਿੰਗ,વિલંબિત ડોપ્લર મેપિંગ
ਦੇਰੀ ਤੱਤ,વિલંબ તત્વ
ਦੇਰੀ ਵਾਲਾ ਲੈਂਸ,વિલંબિત લેન્સ
ਦੇਰੀ ਲਾਈਨ,વિલંબ રેખા
ਦੇਰੀ ਲਾਈਨ ਮੈਮੋਰੀ,વિલંબ રેખા મેમરી
ਦੇਰੀ ਮਲਟੀਵਾਈਬ੍ਰੇਟਰ,વિલંબ મલ્ટિવાઇબ્રેટર
ਦੇਰੀ ਟੈਂਕ,વિલંબ ટાંકી
ਦੇਰੀ ਦੀ ਮਿਆਦ,વિલંબ સમયગાળો
ਦੇਰੀ ਚੱਕਰ,વિલંબ ચક્ર
ਦੇਰੀ ਲਾਈਨ ਰਜਿਸਟਰ,વિલંબ લાઇન રજીસ્ટર
ਦੇਰੀ ਐਲਫ਼ਾ ਕਣ,વિલંબિત આલ્ફા કણ
ਦੇਰੀ ਏ. ਵੀ.ਸੀ.,વિલંબિત a. વી.સી.
ਦੇਰੀ ਨਾਲ ਲੈਪਸ ਸਿਗਨਲ,વિલંબિત વિરામ સંકેત
ਦੇਰੀ ਘਟਨਾ,વિલંબિત ઘટના
ਦੇਰੀ ਨਾਲ ਇਨਕਲਾਬ,વિલંબિત ક્રાંતિ
ਦੇਰੀ ਨਾਲ ਫੈਲਣ,વિલંબિત ફેલાવો
ਦੇਰੀ ਫਲੋਰੋਸੈੰਸ,વિલંબિત ફ્લોરોસેન્સ
ਦੇਰੀ ਹੋਈ ਗਾਮਾ ਰੇ,વિલંબિત ગામા કિરણ
ਦੇਰੀ ਨਿਊਟ੍ਰੋਨ,વિલંબિત ન્યુટ્રોન
ਦੇਰੀ ਨਾਲ ਨਿਊਟ੍ਰੋਨ ਫਰੈਕਸ਼ਨ,વિલંબિત ન્યુટ્રોન અપૂર્ણાંક
ਦੇਰੀ ਪ੍ਰੋਟੋਨ,વિલંબિત પ્રોટોન
ਦੇਰੀ ਨਾਲ ਰਿਕਵਰੀ,વિલંબિત પુનઃપ્રાપ્તિ
ਦੇਰੀ ਨਾਲ ਸਕੈਨਿੰਗ,વિલંબિત સ્કેનિંગ
ਦੇਰੀ ਨਾਲ ਵਾਪਸੀ,વિલંબિત વળતર
ਦੇਰੀ ਨਾਲ ਸਿੰਕ੍ਰੋਨਾਈਜ਼ੇਸ਼ਨ ਸਿਗਨਲ,વિલંબિત સિંક્રનાઇઝેશન સિગ્નલ
ਦੇਰੀ ਨਾਲ ਹਾਰ,વિલંબિત હાર
ਬਲਨ retardant,કમ્બશન રિટાડન્ટ
ਡੇਲਬਰੂਕ ਸਕੈਟਰਿੰਗ,ડેલબ્રુક સ્કેટરિંગ
ਡਾਇਲੈਕਟ੍ਰਿਕ,ડાઇલેક્ટ્રિક
ਡੀਲੀਮੀਟਰ,સીમાંકક
ਹੱਦਬੰਦੀ,સીમાંકન
ਸਥਾਨੀਕਰਨ,સ્થાનિકીકરણ
ਸਥਾਨਕਕਰਨ ਊਰਜਾ,સ્થાનિકીકરણ ઊર્જા
"ਡੈਲਟਾ() ਐਂਟੀਨਾ, ਤਿਕੋਣ ਐਂਟੀਨਾ","ડેલ્ટા() એન્ટેના, ત્રિકોણ એન્ટેના"
ਡੈਲਟਾ ਬੈਰੀਅਨ,ડેલ્ટા બેરીઓન
ਡੈਲਟਾ ਕੁਨੈਕਸ਼ਨ,ડેલ્ટા કનેક્શન
ਡੈਲਟਾ ਈ ਪ੍ਰਭਾਵ,ડેલ્ટા ઇ અસર
ਡੈਲਟਾ ਫੰਕਸ਼ਨ,ડેલ્ટા કાર્ય
ਡੈਲਟਾ ਮੇਸਨ,ડેલ્ટા મેસન
ਡੈਲਟਾ ਮੋਡੂਲੇਸ਼ਨ,ડેલ્ટા મોડ્યુલેશન
ਡੈਲਟਾ ਆਪਰੇਟਰ,ડેલ્ટા ઓપરેટર
ਡੈਲਟਾ ਰੇ,ડેલ્ટા કિરણ
ਡੈਲਟਾ ਰੇ ਦੀ ਗਣਨਾ,ડેલ્ટા રે ગણતરી
ਡੈਲਟਾ-ਐਂਟੀਨਾ,ડેલ્ટા-એન્ટેના
Zelta Y ਪਰਿਵਰਤਨ,ઝેલ્ટા વાય કન્વર્ઝન
ਡੈਲਟਾ ਮੈਚਡ ਇੰਪੀਡੈਂਸ ਐਂਟੀਨਾ,ડેલ્ટા મેચ્ડ ઇમ્પિડન્સ એન્ટેના
ਡੈਲਟਾ ਮੇਲ ਖਾਂਦਾ ਹੈ,ડેલ્ટા મેચિંગ
ਡੈਲਟਿਕ (ਦੇਰੀ ਲਾਈਨ ਕਾਲ ਭੀੜ),ડેલ્ટિક (વિલંબ લાઇન કૉલ ભીડ)
"ਤਿਕੋਣੀ octahedron, deltohedron","ત્રિકોણીય ઓક્ટાહેડ્રોન, ડેલ્ટોહેડ્રોન"
ਪ੍ਰੇਰਕ ਸਿਸਟਮ,ઇમ્પેલર સિસ્ટમ
demagnetization,ડિમેગ્નેટાઇઝેશન
ਡੀਮੈਗਨੇਟਾਈਜ਼ੇਸ਼ਨ ਗੁਣਾਂਕ ਸਪੈਕਟ੍ਰਮ,ડિમેગ્નેટાઇઝેશન ગુણાંક સ્પેક્ટ્રમ
ਡੀਮੈਗਨੇਟਾਈਜ਼ੇਸ਼ਨ ਕਾਰਕ,ડિમેગ્નેટાઇઝેશન પરિબળ
demagnetize,ડિમેગ્નેટાઇઝ
demagnetizer,ડિમેગ્નેટાઇઝર
ਡੀਮੈਗਨੇਟਾਈਜ਼ੇਸ਼ਨ ਜ਼ੋਨ,ડિમેગ્નેટાઇઝેશન ઝોન
"ਭੰਗ, ਤਰਲਤਾ","વિસર્જન, લિક્વિડેશન"
"ਮੱਧਮ ਪ੍ਰਭਾਵ, ਪ੍ਰਕਾਸ਼-ਪ੍ਰਸਾਰ ਪ੍ਰਭਾਵ","મંદ અસર, પ્રકાશ-પ્રસરણ અસર"
demodulation,ડિમોડ્યુલેશન
demodulator,ડિમોડ્યુલેટર
ਮੈਕਸਵੈੱਲ ਦਾ ਭੂਤ,મેક્સવેલનો રાક્ષસ
"ਵੱਖ ਕਰਨ ਯੋਗ, ਵੱਖ ਕਰਨ ਯੋਗ","અલગ કરી શકાય તેવું, અલગ કરી શકાય તેવું"
ਵੱਖ ਕਰਨ ਯੋਗ ਟਿਊਬ,અલગ કરી શકાય તેવી નળી
ਡੈਮਪਸਟਰ ਮਾਸ ਸਪੈਕਟਰੋਗ੍ਰਾਫਰ,ડેમ્પસ્ટર માસ સ્પેક્ટ્રોગ્રાફર
ਡੈਮਪਸਟਰ ਵਿਧੀ,ડેમ્પસ્ટર પદ્ધતિ
ਵਿਗਾੜਨਾ,વિકૃત
deneb,ડેનેબ
ਡੇਨੇਬੋਲਾ (ਦੂਜਾ ਸ਼ੇਰ),ડેનેબોલા (બીજો સિંહ)
ਮਨੋਨੀਤ ਨੰਬਰ,નિયુક્ત નંબર
ਸੰਘਣੀ ਭੀੜ,ગાઢ ભીડ
ਤੀਬਰ ਹਵਾ ਰੈਫ੍ਰਿਜਰੇਸ਼ਨ ਚੱਕਰ,સઘન હવા રેફ્રિજરેશન ચક્ર
ਘਣਤਾਮੀਟਰ,ડેન્સિમીટર
"ਘਣਤਾਮੀਟਰ, ਕਾਲਾਪਨ ਘਣਤਾਮੀਟਰ","ડેન્સિટોમીટર, બ્લેકનેસ ડેન્સિટોમીટર"
ਘਣਤਾਮਿਤੀ ਤੁਲਨਾਕਾਰ,ડેન્સિટોમેટ્રિક તુલનાત્મક
ਕਾਲਾਪਨ ਘਣਤਾਮੀਟਰ ਰਿਕਾਰਡ,બ્લેકનેસ ડેન્સિટોમીટર રેકોર્ડ
"ਘਣਤਾ, ਘਣਤਾ","ઘનતા, ઘનતા"
ਘਣਤਾ ਦੀ ਬੋਤਲ,ઘનતા બોટલ
ਘਣਤਾ ਪ੍ਰਭਾਵ,ઘનતા અસર
ਘਣਤਾ ਫੰਕਸ਼ਨ,ઘનતા કાર્ય
ਘਣਤਾ ਗੇਜ,ઘનતા માપક
ਘਣਤਾ ਸੂਚਕ,ઘનતા સૂચક
ਘਣਤਾ ਕਾਨੂੰਨ,ઘનતા કાયદો
ਘਣਤਾ ਮੈਟ੍ਰਿਕਸ,ઘનતા મેટ્રિક્સ
ਘਣਤਾ ਸੰਚਾਲਨ,ઘનતા મોડ્યુલેશન
ਵੰਡ ਘਣਤਾ,વિતરણ ઘનતા
ਇਲੈਕਟ੍ਰੋਮੈਗਨੈਟਿਕ ਮੋਮੈਂਟਮ ਦੀ ਘਣਤਾ,ઇલેક્ટ્રોમેગ્નેટિક મોમેન્ટમની ઘનતા
ਊਰਜਾ ਦੇ ਪੱਧਰ ਦੀ ਘਣਤਾ,ઊર્જા સ્તરની ઘનતા
ਅਸਮਾਨ ਵਿੱਚ ਪਦਾਰਥ ਦੀ ਘਣਤਾ,આકાશમાં પદાર્થની ઘનતા
ਕਾਲੇਪਨ ਦੀ ਘਣਤਾ,કાળાપણું ઘનતા
ਸਥਿਤੀ ਘਣਤਾ,સ્થિતિ ઘનતા
ਘਣਤਾ ਵੇਵ ਥਿਊਰੀ,ઘનતા તરંગ સિદ્ધાંત
ਦੰਦਾਂ ਦੇ ਪਕਵਾਨ,દાંતની વાનગીઓ
ਦੰਦ ਛੂਹ,દાંતનો સ્પર્શ
ਨਿਰਭਰਤਾ,નિર્ભરતા
ਨਿਰਭਰ ਘਟਨਾ,આશ્રિત ઘટના
ਫੈਲਾਅ,વિક્ષેપ
"ਡਿਸਟਿਲਟ ਰਿਫਾਈਨਰ, ਡਿਸਟਿਲਰ","ડિસ્ટિલેટ રિફાઇનર, ડિસ્ટિલર"
"ਪ੍ਰਭਾਸ਼ਿਤ ਅੰਸ਼, ਪ੍ਰਭਾਸ਼ਿਤ ਅੰਸ਼","અવક્ષેપિત અપૂર્ણાંક, અવક્ષેપિત અપૂર્ણાંક"
ਤੇਜ਼,અવક્ષેપ
ਪ੍ਰੀਪੇਟਿਡ ਯੂਰੇਨੀਅਮ,અવક્ષેપિત યુરેનિયમ
ਘਟਾਓ ਪੱਧਰ,અવમૂલ્યન સ્તર
ਘਟਦੀ ਪੱਧਰ ਦੀ ਹੋਲਡਿੰਗ,અવમૂલ્યન સ્તર હોલ્ડિંગ
ਨਿਘਾਰ ਖੇਤਰ,અવક્ષય પ્રદેશ
ਡਿਪਲੇਸ਼ਨ ਜ਼ੋਨ,અવક્ષય ઝોન
ਘਟਾਓ ਅਮੋਰਟਾਈਜ਼ੇਸ਼ਨ,અવમૂલ્યન ઋણમુક્તિ
ਡਰਾਪ ਪੱਧਰ ਟਰਾਂਜ਼ਿਸਟਰ,ડ્રોપ લેવલ ટ્રાંઝિસ્ટર
ਫੀਲਡ-ਇਫੈਕਟ ਟਰਾਂਜ਼ਿਸਟਰ ਨੂੰ ਘੱਟ ਕਰਨਾ,ઘટતું ફિલ્ડ-ઇફેક્ટ ટ્રાન્ઝિસ્ટર
ਸੰਚਾਰ,ટ્રાન્સમિશન
depolarization,વિધ્રુવીકરણ
depolarization ਗੁਣਾਕ,વિધ્રુવીકરણ ગુણાંક
depolarization ਕਾਰਕ,વિધ્રુવીકરણ પરિબળ
depolarization ਜ਼ੋਨ,વિધ્રુવીકરણ ઝોન
depolarization ਅਨੁਪਾਤ,વિધ્રુવીકરણ ગુણોત્તર
depolarized,વિધ્રુવીકરણ
ਡੀਪੋਲਰਾਈਜ਼ਰ,ડિપોલરાઇઝર
ਡਿਪਾਜ਼ਿਟ ਵਾਲੀਅਮ,ડિપોઝિટ વોલ્યુમ
ਜਮ੍ਹਾ ਬਕਾਇਆ ਚੁੰਬਕੀਕਰਨ,ડિપોઝિશનલ શેષ ચુંબકીયકરણ
"ਅੰਡਰਵਾਟਰ ਬੰਬ, ਅੰਡਰਵਾਟਰ ਵਿਸਫੋਟਕ","પાણીની અંદર બોમ્બ, પાણીની અંદર વિસ્ફોટક"
ਵੱਖ-ਵੱਖ ਗੰਭੀਰਤਾ ਸੂਚਕ,વિવિધ તીવ્રતા સૂચક
ਜ਼ਮੀਨੀ ਵਾਲੀਅਮ,જમીન વોલ્યુમ
ਜ਼ਮੀਨੀ ਵਿਸਤਾਰ,જમીન વિસ્તરણ
ਵਿਰੋਧ ਤੀਬਰਤਾ,પ્રતિકાર તીવ્રતા
"ਖੇਤਰ ਦੀ ਡੂੰਘਾਈ, ਖੇਤਰ ਦੀ ਤੀਬਰਤਾ","ક્ષેત્રની ઊંડાઈ, ક્ષેત્રની તીવ્રતા"
ਫੋਕਸ ਡੂੰਘਾਈ,ફોકસ ઊંડાઈ
ਮੋਡੂਲੇਸ਼ਨ ਦੀ ਤੀਬਰਤਾ,મોડ્યુલેશનની તીવ્રતા
ਘੱਟ ਸਕੋਰ,ઓછો સ્કોર
ਰੇਟਿੰਗ ਡਿਕਲਿਨਿੰਗ ਕਰਵ,રેટિંગ ઘટતું વળાંક
"derived polarogram, derived polarogram","વ્યુત્પન્ન પોલારોગ્રામ, વ્યુત્પન્ન પોલેરોગ્રામ"
ਵਿਉਤਪਤੀ,વ્યુત્પત્તિશાસ્ત્ર
ਪ੍ਰਾਪਤ ਘਟਨਾ,વ્યુત્પન્ન ઘટના
ਪ੍ਰਾਪਤ ਸੰਖਿਆ,વ્યુત્પન્ન સંખ્યા
ਪ੍ਰਾਪਤ ਮਾਤਰਾ,મેળવેલ જથ્થો
ਪ੍ਰਾਪਤ ਸੈੱਟ,મેળવેલ સમૂહ
ਪ੍ਰਾਪਤ ਯੂਨਿਟ,વ્યુત્પન્ન એકમ
ਅਰਧਰੋਇਡ,આર્ધ્રોઇડ
ਦਰਿਆਜਿਨ ਨੰਬਰ,દરિયાજીન નંબર
ਅਸੰਤੁਲਿਤ ਅੱਖਰ,અસંતૃપ્ત અક્ષરો
desaturated ਰੂਟ,અસંતૃપ્ત મૂળ
ਦੇਸੌਤੀ ਸੇਤੁ,દેસૌતિ સેતુ
ਡਕਾਰਤੇ ਦਾ ਨਿਯਮ,ડાકાર્ટેનો નિયમ
ਡੇਕਾਰਟ ਦਾ ਅਪਵਰਤਨ ਦਾ ਨਿਯਮ,ડેસ્કાર્ટનો રીફ્રેક્શનનો કાયદો
"ਉਤਰਦਾ, ਉਤਰਦਾ","ઉતરતા, ઉતરતા"
ਘਟਦਾ ਸਬਟ੍ਰੇਡ,ઉતરતા સબટ્રેડ
ਉਤਰਾਈ ਬੂੰਦ,વંશનો ડ્રોપ
ਘਟਦੇ ਕ੍ਰਮ,ઉતરતા ક્રમમાં
ਘਟਦੀ ਸੀਮਾ,ઉતરતી શ્રેણી
"ਵੰਸ਼, ਵੰਸ਼","વંશ, વંશ"
ਘਟਦੀ ਚਾਲ,ઉતરતા માર્ગ
descarte ਰੇ,descarte રે
ਸ਼ਬਦ ਬੀਤਣ,શબ્દ પેસેજ
"ਵਰਣਨ ਕਰੋ, ਖਿੱਚੋ, ਬਣਾਓ","વર્ણન કરો, દોરો, બનાવો"
ਭਾਅ,છેદ
"ਡਿਜ਼ਾਈਨ ਕਰਨਾ, ਡਿਜ਼ਾਈਨ ਕਰਨਾ, ਡਿਜ਼ਾਈਨ ਕਰਨਾ (ਐਡੀ.), ਡਿਜ਼ਾਈਨ ਕਰਨਾ, ਡਿਜ਼ਾਈਨ ਕਰਨਾ (ਐਨ.)","ડિઝાઇન કરવી, ડિઝાઇન કરવી, ડિઝાઇન કરવી (ed.), ડિઝાઇન કરવી, ડિઝાઇન કરવી (n.)"
ਡਿਜ਼ਾਈਨ ਪੇਪਰ,ડિઝાઇન કાગળ
ਡਿਜ਼ਾਈਨ ਗੁਣਵੱਤਾ,ડિઝાઇન ગુણવત્તા
ਡਿਜ਼ਾਈਨ ਨਿਰਧਾਰਨ,ડિઝાઇન સ્પષ્ટીકરણ
ਪ੍ਰਯੋਗ ਦਾ ਡਿਜ਼ਾਈਨ,પ્રયોગની ડિઝાઇન
delander ਟੇਬਲ,ડેલેન્ડર ટેબલ
ਚੁੱਪ,મૌન
Destreu ਪ੍ਰਭਾਵ,Destreu અસર
ਤਬਾਹੀ ਸਰਕਟ,વિનાશ સર્કિટ
ਤਬਾਹੀ ਲਾਈਨ,વિનાશ રેખા
ਤਬਾਹੀ,વિનાશ
ਤਬਾਹੀ,આપત્તિ
ਵਿਨਾਸ਼ਕਾਰੀ ਦਖਲਅੰਦਾਜ਼ੀ,વિનાશક હસ્તક્ષેપ
"ਤੋੜਨ ਵਾਲਾ ਟੈਸਟ, ਵਿਨਾਸ਼ਕਾਰੀ ਟੈਸਟ","બ્રેકિંગ ટેસ્ટ, વિનાશક કસોટી"
ਵਿਨਾਸ਼ਕਾਰੀ ਟੈਸਟ,વિનાશક પરીક્ષણ
ਵੱਖ ਕਰਨ ਯੋਗ ਐਨੋਡ,વિભાજિત એનોડ
ਵਿਭਾਜਨ ਗੁਣਾਂਕ,વિભાજન ગુણાંક
ਅਲੱਗ ਸਟਰੋਕ,અલગ સ્ટ્રોક
ਅਲੱਗ-ਥਲੱਗ ਸਦਮੇ ਦੀ ਲਹਿਰ,અલગ આઘાત તરંગ
ਵਰਣਨ ਕੰਟ੍ਰਾਸਟ ਅਨੁਪਾਤ,વર્ણન કોન્ટ્રાસ્ટ રેશિયો
"ਵਿਸਤ੍ਰਿਤ ਸੰਤੁਲਨ, ਸੰਗੋਪੰਗੀ ਸੰਤੁਲਨ","વિસ્તૃત બેલેન્સ, સાંગોપાંગી બેલેન્સ"
ਵਿਆਪਕ ਸਿਧਾਂਤ,વ્યાપક સિદ્ધાંત
"ਪਛਾਣ, ਖੋਜੀ","ઓળખ, શોધક"
ਖੋਜ ਗੁਣਾਂਕ,શોધ ગુણાંક
ਗਲਤੀ ਖੋਜ,ભૂલ શોધ
ਜਾਸੂਸੀ ਸੁਣਵਾਈ ਏਡਜ਼,ડિટેક્ટીવ સુનાવણી સહાય
ਡਿਟੈਕਟਰ ਸੰਤੁਲਿਤ ਪੱਖਪਾਤ,ડિટેક્ટર સંતુલિત પૂર્વગ્રહ
ਨਿਰਣਾਇਕ ਬਣਤਰ,નિર્ધારિત માળખું
ਨਿਰਧਾਰਨਵਾਦ,નિશ્ચયવાદ
ਨਿਰਣਾਇਕ ਸਮੀਕਰਨ,નિર્ણાયક સમીકરણ
ਨਿਰਧਾਰਨ,નિશ્ચય
ਨਿਰਧਾਰਿਤ,નિર્ધારિત
ਨਿਰਧਾਰਤ ਕਰਨ ਲਈ,નક્કી કરવા માટે
ਨਿਰਧਾਰਤ ਸਰੀਰ,નિયત શરીર
ਨਿਰਧਾਰਨ ਕਾਰਕ,નિર્ધારણ પરિબળ
ਪੋਸਟ ਦਾ ਨਿਰਧਾਰਨ,પોસ્ટ નક્કી કરે છે
ਨਿਰਧਾਰਕ ਵੇਰੀਏਬਲ,નિર્ણાયક ચલ
ਨਿਰਣਾਇਕ,નિર્ધારિત
ਨਿਰਣਾਇਕ ਪ੍ਰੋਗਰਾਮਿੰਗ,નિર્ધારિત પ્રોગ્રામિંગ
ਖੋਜੀ,શોધક
ਫਟਿਆ ਫਿਊਜ਼,વિસ્ફોટિત ફ્યુઝ
ਧਮਾਕੇ ਦਾ ਤਬਾਦਲਾ,બ્લાસ્ટ ટ્રાન્સફર
ਬਰਸਟ ਵੇਵ,વિસ્ફોટ તરંગ
ਵਿਸਫੋਟਕ,વિસ્ફોટક
ਵਰਣਨ,વર્ણન
ਡਿਊਟੇਰੀਅਮ ਡਿਸਚਾਰਜ ਨੋਜ਼ਲ,ડ્યુટેરિયમ ડિસ્ચાર્જ નોઝલ
ਡਿਊਟੇਰੀਅਮ ਚੱਕਰ,ડ્યુટેરિયમ ચક્ર
ਡਿਊਟਰੋਨ,ડ્યુટેરોન
ਡਿਊਟਰੋਨ ਐਕਸਲੇਟਰ,ડ્યુટેરોન પ્રવેગક
deuteron ਕੈਪਚਰ,ડ્યુટેરોન કેપ્ચર
deuteron ਇਲੈਕਟ੍ਰੋਮੈਗਨੈਟਿਕ ਸਿਖਰ,ડ્યુટેરોન ઇલેક્ટ્રોમેગ્નેટિક ટોચ
"ਡਿਊਟਰੌਨ, ਡਿਊਟਰੌਨ","ડીયુટ્રોન, ડીયુટ્રોન"
"ਵਿਕਾਸ, ਵਿਕਾਸ, ਵਿਕਾਸ","વિકાસ, વિકાસ, વિકાસ"
ਵਿਕਾਸਯੋਗ,વિકાસશીલ
"ਡਿਵੈਲਪਰ, ਡਿਵੈਲਪਰ","વિકાસકર્તા, વિકાસકર્તા"
ਡਿਵੈਲਪਰ ਫਰੰਟ,વિકાસકર્તા ફ્રન્ટ
ਵਿਕਾਸਕਾਰ,વિકાસકર્તા
ਵਿਕਾਸ ਫਰੇਮ,વિકાસ ફ્રેમ
ਵਿਕਾਸ ਪੱਤਰ,વિકાસ પત્ર
"ਵਿਕਾਸ ਦਾ ਤਾਪਮਾਨ, ਵਿਕਾਸ ਦਾ ਤਾਪਮਾਨ","વિકાસ તાપમાન, વિકાસ તાપમાન"
"ਵਿਕਾਸ ਦੀ ਮਿਆਦ, ਵਿਕਾਸ ਦੀ ਮਿਆਦ","વિકાસ સમયગાળો, વિકાસ સમયગાળો"
