Telugu,Hindi
ఆహార విలువ,खाद्य मान
మేట,चारा
అంచనా,पूर्वानुमान
అటవీ,वन
అటవీప్రాంతం,वनरोपण
ఫ్రాండ్,"ताड़पर्ण, प्रपर्ण"
ఫ్రాస్ట్ రెసిస్టెంట్,तुषार रोधी
ఫ్రాస్ట్,"पाला, तुषार"
స్తంభింపచేసిన (పండు & కూరగాయలు),"हिमशीतित, हिमीकृत"
ఫలితం,फलन
ఫ్రూట్ డ్రాప్,"फल पातन, फल का झड़ना"
పండు-సెట్ (పండ్ల అమరిక),फल बनना
ధూమపానం,"धूमन, धूम देना"
శిలీంద్ర సంహారిణి,कवकनाशी
శిలీంధ్ర,कवकरोधी
ఫంగస్,कवक
ఫ్యూరో,"खूड़, सीता"
ఫ్యూజన్,"संलयन, संगलन"
ఫజ్,रूआं
మసక,रोएंदार
"ఫెన్నెల్, సోంపు",सौंफ
FENUGREEK,मेथी
అత్తి,अंजीर
ఫింగర్ మిల్లెట్,कंगनी
ఫైర్-ఫ్లేమ్ బుష్,दावी
అటవీ జ్వాల,पलाश
ఫ్రెంచ్ బీన్,फ्रेंच बीन
ఫ్లీ,पिस्सू
ఫాక్స్,लोमड़ी
ఫ్రూట్ ఫ్లై,फल मक्खी
పిత్తాశయం,"वृक्ष व्रण, पिटिका"
గామేట్,"युग्मक, गैमीट"
తోట,"उद्यान, बाग"
గేజ్ (నీరు),"पनसाल, जलमापी"
జీన్ బ్యాంక్,जीन संग्रह
జన్యు ట్యాగింగ్,जीन टैगन
జన్యుశాస్త్రం,वंशावली विज्ञान
జన్యు పటం,जीन मानचित्र
జన్యుశాస్త్రం,आनुवंशिकी
జన్యువు,"जीनोम, संजीन"
జెనోమిక్ లైబ్రరీ,संजीनी संग्रह
జెనోమిక్స్,जीनोमिक्स
జన్యురూపం,जीनप्ररूपी
జన్యురూపం,"जीनी संरचना, जीन प्ररूप"
జాతి,वंश
జాతి,"जीनस, वंश"
జెర్మ్,"रोगाणु, जर्म"
జెర్మిసైడ్,रोगाणुनाशी
అంకురోత్పత్తి,अंकुरण
జెర్మ్ప్లాజమ్,"जननद्रव्य, जर्मप्लाज्म"
గిబ్బెరెల్లిక్ ఆమ్లం,जिबरेलिक अम्ल
జిన్నింగ్,ओटना
గ్లూమ్,तुष
గ్లూటినస్,"लसदार, ग्लूटिनी"
గ్లైకోలిసిస్,ग्लाइकोलिसिस
గ్నిస్,"नाइस, शैल"
గోల్డెన్ రివల్యూషన్,स्वर्णिम क्रांति
గ్రేడింగ్,"श्रेणीकरण, वर्गीकरण, स्तरीकरण"
అంటు వేసిన మొక్క,"कलमबंद पादप, कलमी पौधा"
అంటుకట్టుట-అపజయం,कलम असंगत
గ్రన్నా,ग्रैना
గ్రాన్యులేషన్,कणिकायन
ఆకుపచ్చ ఎరువు,हरी खाद
హరిత విప్లవం,हरित क्रांति
పెరుగుదల మరియు అభివృద్ధి,वृद्धि और परिवर्धन
గుమ్మోసిస్,"गोंद रोग, गोंदार्ति"
గైనోడియోసియస్,भिन्नस्थ - उभयस्त्रीलिंगी
పిత్తాశయ గింజ,माजूफल
వెల్లుల్లి,लहसुन
గెర్బెరా,जरबेरा
గెర్కిన్,घरकिन
అల్లం,अदरक
గ్లాడియోలస్,ग्लेडियोलस
మేక కలుపు (అగెరాటమ్),महकुवा
ద్రాక్షపండు,"ग्रेप फ्रूट, चकोतरा"
ద్రాక్ష,अंगूर
ఆకుపచ్చ గ్రామ్,मूंग
గ్రెవియా,भीमल
వేరుశనగ,मूंगफली
గువా,अमरूद
గినియా గడ్డి,गिनी घास
పిత్తాశయ మిడ్జ్,पीटिका कीट
గడ్డి హాప్పర్,टिड्ड़ा
గుండీ బగ్,गंधी कीट
అలవాటు,"प्रकृति, स्वभाव, रूपगुण, स्वरूप"
వడగళ్ళు,"ओला, करकापात, करका"
హెయిరీ వెచ్,रोमिलवैच
హలోఫైట్,लवणमृदोद्भिद्
హారో,हैरो
హార్వెస్ట్ ఇండెక్స్,"तुड़ाई सूचकांक, कटाई सूचकांक"
హార్వెస్ట్,"कटाई, कटी फसल, तैयार फसल, उपज"
హార్వెస్టింగ్,"तोड़ना, कटाई, तुड़ाई"
హాచ్,"अंडे से निकलना, अंडा सेना"
హే,सूखी घास
హేలేజ్,सूखा चारा
హేస్టాక్,गंजी
పొగమంచు,धुंध
మబ్బుగా,धुंधता
తల (అగ్రో),"बाली, सिट्टा, मुंडक, शीर्ष, सिर, सिरा"
తల (ఛానెల్ యొక్క),सिरा (नाली का)
వెనుకకు వెళుతుంది,शीर्ष छंटाई
హెడ్జ్,बाड़
హెడ్జింగ్,अधिरक्षण
హెలిక్స్,कुंडलिनी
హెమటైట్,हेमैटाइट
హెర్బ్,"शाक, बूटी"
హెర్బేరియం,"वनस्पति संग्रह, वनस्पति संग्रहालय"
హెర్బిసైడ్,शाकनाशी
వంశపారంపర్యత,आनुवंशिकता
మతవిశ్వాశాల,वंशागतित्व
హెర్మాఫ్రోడైట్,उभयलिंगी
హెటెరోక్రోమటిక్,विषमवर्णी
హెటెరోఫెర్టిలైజేషన్,विषम-निषेचन
హెటెరోసిస్,"संकरओज, हेटेरोसिस"
హెటెరోసోమ్,लिंगक्रोमोसोम
హెటెరోట్రోఫ్,परपोषित
హెక్సాప్లాయిడ్,षड्गुणित
హైబర్నేట్,शीत निष्क्रियता
అధిక సాంద్రతగల నాటడం,उच्च सघनता रोपण
కొండ (బియ్యం),"पिंडलक, हिल (धान)"
హిస్టోగ్రాం,आयतचित्र
హిటెక్ హార్టికల్చర్,उच्च तकनीकी औद्यानिकी
అందులో నివశించే తేనెటీగలు,"करंड, छत्ता"
హూయింగ్,"गुड़ाई, गोड़ना"
పట్టుకొని,जोत
హోమ్ ఫామ్,निजी फार्म
హోమియోస్టాసిస్,समस्थिति
హోమ్‌స్టెడ్,वासभूमि
సజాతీయత,समांगता
సజాతీయ,"सजातीय, समांगी"
హోమోలోగస్,समधर्मी
హోమోజైగోట్,समयुग्मज
హాప్పర్,"खुरलिका, खाद्यधानी, हापर"
హోరిజోన్,"संस्तर, क्षितिज"
ఉద్యాన పంటలు,औद्यानिक फसलें
హార్టికల్చర్,"उद्यान विज्ञान, बागवानी, उद्यान कृषि, औद्यानिकी"
హోర్టి-సిల్వి పాస్టోరల్ ఫార్మింగ్,उद्यान वानिक पशुपाल्य खेती
హోస్ట్,परपोषी
వేడి నీటి చికిత్స,तप्त जलोपचार
హల్,"हल, छिलका"
తేమ,आर्द्रता
హ్యూమస్,हयूमस
హస్క్,भूसी
హస్కర్,छिलका निकालने वाली मशीन
హస్కింగ్,छिलका उतारना
హైబ్రిడ్,संकर
హైబ్రిడైజేషన్,संकरण
ఆర్ద్రీకరణ,"जलयोजन, जलीयन"
హైడ్రాలజీ,जल विज्ञान
జలవిశ్లేషణ,जल अपघटन
హైడ్రోమీటర్,"द्रवघनत्व मापी, हाइड्रोमीटर"
హైడ్రోఫిలస్,जल परागित
హైడ్రోపోనిక్స్,जल संवर्धन
హైడ్రోస్పియర్,जल मंडल
జలవిద్యుత్,आर्द्रता-ग्राहयता
హైపర్‌పారాసైట్,परात्पराजीवी
హైపర్‌ప్లాసియా,अतिवृद्धि
హైఫా,"कवक तंतु, हाइफा"
హైపోకోటైల్,बीजपत्राधार
పరికల్పన,परिकल्पना
గర్భసంచి,शैथिल्य (जल)
హాజెల్ గింజ,"हेजल नट, अखरोट का फल"
జనపనార,भांग
హెన్‌బేన్,खुरासानी अजवाईन
హెన్నా,मेंहदी
మందార,गुड़हल
హాప్,होप
ఉలవలు,कुल्थी
గుర్రం-కంటి-బీన్,कवांच
తేనెటీగ,मधुमक्खी
హాప్పర్,फुदका
హార్టికల్చర్,उद्यानविद्
హైడ్రాలజిస్ట్,जल विज्ञानी
సిటు అంటుకట్టుటలో,स्व स्थाने कलम-बंधन
విట్రోలో,पात्रे
వివో లో,जीवे
విచక్షణారహితం,अविवेकपूर्ण
పురుగు,कीट
పురుగుల తెగులు,कीट पीड़क
పురుగు,कीटालय
పురుగుమందు,कीटनाशी
పురుగుమందు,कीटाहारी
ఇన్సోలేషన్,"सूर्यतापन, आतपन"
కరగని,अविलेय
నాడులు,"इन्स्टार (कीट), अंतरानिर्मोकीय अवस्था"
ఇన్సులేటర్,रोधी
ఇంటిగ్రేటెడ్ డిసీజ్ మేనేజ్‌మెంట్,समेकित रोग प्रबंधन
ఇంటిగ్రేటెడ్ పోషక నిర్వహణ,समेकित पोषक-तत्व प्रबंधन
ఇంటిగ్రేటెడ్ పెస్ట్ మేనేజ్‌మెంట్,समेकित पीड़क प्रबंधन
తీవ్రత,"सघनता, गहनता"
ఇంటెన్సివ్,"गहन, सघन"
ఇంటర్‌క్రాప్,"बीच की फसल, अंतराफसल"
(పరస్పర కల్చే,"अंतः सस्य कर्षण, निराई, गुड़ाई"
వడ్డీ,ब्याज
ఇంటర్నోడ్,"पर्व, पोरी"
కణ విభజన,अंतरा प्रावस्था (कोशिका विभाजन)
ఇంటర్‌పోలేషన్,अंतर्वेशन
ఇంటర్-స్టెరైల్,अंतर्बंध्य
జాబితా,"विवरण, सूची"
విలోమం,प्रतिलोमीकरण
Insucre,"चक्र, सहपत्र"
అయాన్,आयन
వికిరణం,किरणन
నీటిపారుదల,सिंचाई
ISO యుగ్మ వికల్పాలు,समविकल्पी
ISO ఉత్పత్తి వక్రత,समोत्पाद वक्र
ఐసోబార్,समदाब रेखा
ఐసోగామి,समयुग्मन
ఐసోలేషన్ దూరం,पृथक्करण दूरी
ఐసోప్లాయిడ్,समगुणित
ఐసోక్వాంట్,समोत्पाद
ఐసోటోప్,"आइसोटोप, समस्थानिक"
ఇండియన్ బిర్చ్,भोजपत्र
ఇండియన్ బ్లూ పైన్,कैल
భారతీయ చెర్రీ,लसौड़ा
భారతీయ జునిపెర్,धूप
భారతీయ కినో చెట్టు,बीजासर
భారతీయ లారల్ చెట్టు,"सुरपान, सुल्तान चंपा"
భారతీయ పిచ్చి,साया
ఇండియన్ మాడ్లర్,मंजीठ
ఇండియన్ పోడో ఫైలం,पापड़ा
ఇండిగో,नील
ఇటాలియన్ మిల్లెట్,काकुन
ఐవరీ ట్రీ,कुर्ची
ఐవీ పొట్లకాయ/చిన్న పొట్లకాయ,कुंदरू
బెల్లం,"जैगरी, खंडसारी"
జపోనికా రైస్,जैपोनिका धान
జాసిద్,जैसिड
జవానికా రైస్,जावाई धान (चावल)
జెల్లింగ్,जेली बनाना
H ుమ్ సాగు,झूम कृषि
జంపింగ్ జన్యువు,झंपक जीन
జంక్ DNA,अनुपयोगी डीएनए
బాల్య దశ,वयस्कपूर्व प्रावस्था
జాకరంద,नीली गुलमोहर
జాక్‌ఫ్రూట్,कटहल
జామున్,जामुन
జాస్మిన్,"मोतिया, चमेली"
జట్టి ఖట్టి,जट्टी/खट्टी
జాట్రోఫా,रतनजोत
జనపనార,जूट
జాసిడ్స్,जैसिड़
కయోలిన్,केओलिन
KAOLINITE,"केओलिन मिट्टी, खडिया मिट्टी"
KAOLINITE,"केओलिनाइट, केओलिन मिट्टी, खडिया मिट्टी"
కారింగైమా,केंद्रककाइमा
కారియోడెస్మా,केंद्रकबंध
కార్యోగామి,केंद्रक संलयन
కర్ణభ్యాసనము,गुणसूत्र आरेख
కారియోకినిసిస్,सूत्री विभाजन
కార్యాలజీ,केंद्रक विज्ञान
కారియోలిసిస్,केंद्रकलयन
కారియన్,केंद्रक
కార్యోటైప్,"केंद्रक प्ररूप, गुणसूत्रप्ररूप"
అల్గ,केल्प (शैवाल)
కెల్విన్ సైకిల్,केल्विन चक्र
కెరాటిన్,किरेटिन
కెర్నల్,"गिरी, दाना"
ఖైరా వ్యాధి,खैरा रोग
ఖరీఫ్,खरीफ
తమాషా,बकरी का ब्याना
కైనెటోచోర్,काइनेटोकोर
వంటగది తోట,"शाक-वाटिका, गृह वाटिका"
క్లీన్ఫిల్టర్ సిండ్రోమ్,क्लाइनफिल्टर संलक्षण
Klenow భాగం,क्लिनो खंड
ముడి,खांच लगाना
కోచ్ యొక్క పోస్టులేట్,कॉच अभिगृहीत
కొరిమి,कोपन का वर्गीकरण (जलवायु)
క్రెబ్స్ చక్రం,क्रेब का चक्र
కుర్టోసిస్,"करटोसिस, ककुदता"
KVK,के वी के (कृषि विज्ञान केंद्र)
కడమ్,कदंब
కాలే,केल
కాన్స్ గడ్డి,कांस घास
కరోండా,करौंदा
"కిడ్నీ బీన్, రాజ్మా",राजमा
కివిఫ్రియుట్,कीवी फल
నోల్ ఖోల్,गांठ गोभी
కోడాంపులి,विलायती इमली
కోడో మిల్లెట్,कोदो
కోకామ్ బటర్ ట్రీ (మాంగోస్టీన్),कोकम
ఖాప్రా బీటిల్,खपरा भृंग
L.D.50 (ప్రాణాంతక మోతాదు 50),घातक मात्रा 50
ల్యాబ్ టు ల్యాండ్,प्रयोगशाला से खेत तक
లేబుల్,अस्थिर
శ్రమ,"श्रम, मजदूर, श्रमिक"
లాక్ ఒపెరాన్ మోడల్,लैक प्रचालक प्रतिदर्श
చనుబాలివ్వడం,दुग्ध स्रवण
క్షీరసమూరం,दुग्धजनक हॉर्मोन (प्रोलैक्टिन)
లాక్టోస్,लैक्टोस
లాగింగ్ స్ట్రాండ్,पश्च रज्जुक
లాంబ్డా క్లోనింగ్ వెక్టర్,लैम्डा क्लोनन संवाहक
లామినార్ గాలి ప్రవాహం,पटलीय वायु प्रवाह
దీపం బ్రష్ క్రోమోజోమ్,लैंपब्रश गुणसूत्र
భూమి,"भूमि, जमीन, स्थल, प्रदेश"
భూమి సామర్థ్య వర్గీకరణ,भूमि समर्थता वर्गीकरण
భూమి సామర్థ్య పటం,भूमि समर्थता मानचित्र
భూమి క్షీణత,भूमि निम्नीकरण
భూమి సమాన నిష్పత్తి,भूमि तुल्यांक अनुपात
ల్యాండ్ లెవలింగ్,भूमि समतलीकरण
భూమి పునరుద్ధరణ,भूमि सुधार
ల్యాండ్ స్కేపింగ్,भूदृश्य कला
భూమి అనుకూలత,भूमि उपयुक्तता
భూ వినియోగ విధానం,भूमि उपयोग पद्धति
లాంగర్‌హాన్స్ కణాలు,लैंगरहैंस कोशिकाएं
లోపం రేటు,ह्रास दर
లార్వా,"लार्वा, डिंभक"
జాప్యం,प्रसुप्तता
గుప్త,गुप्त
గుప్త సంక్రమణ,प्रसुप्त संक्रमण
పార్శ్వ,"पार्श्व, पार्श्विक, पार्श्वीय"
లాటరైట్ నేలలు,लैटराइट मृदा
రబ్బరు పాలు,"लेटेक्स, असंस्कृत रबड़"
లాథరిజం,"लैथिरस रोग, लैथिरसता"
లాటిన్ స్క్వేర్ డిజైన్ (ఎల్‌ఎస్‌డి),लातीनी वर्ग अभिकल्पना (एल एस डी)
లాటిస్,जालक
కంపన ప్రయోజనం యొక్క చట్టం,तुलनात्मक लाभ नियम
స్థిరమైన రాబడి యొక్క చట్టం,स्थिर प्रतिफल का नियम
రాబడిని తగ్గించే చట్టం,ह्रासमान प्रतिफल का नियम
పెరుగుతున్న చట్టం,वर्धमान प्रतिफल का नियम
కారకాలు పరిమితం చేసే చట్టం,सीमित कारकों का नियम
కనీస చట్టం,न्यूनता का नियम
ప్రత్యామ్నాయ చట్టం,प्रतिस्थापन का नियम
వేరియబుల్ నిష్పత్తుల చట్టం,परिवर्ती अनुपात नियम
పొర,"दाब, परत, अंडे देने वाली मुर्गी"
లేఅవుట్,अभिन्यास
లీచేట్,निक्षालित तत्व
లీచింగ్ సామర్థ్యం,निक्षालन क्षमता
లీచింగ్ అవసరం,निक्षालन मांग
ప్రముఖ స్ట్రాండ్,अग्रग रज्जुक
ఆకు ప్రాంతం వ్యవధి,पर्ण क्षेत्र अवधि
ఆకు ప్రాంత సూచిక,पर्णक्षेत्र सूचकांक
ఆకు ప్రాంత నిష్పత్తి,पर्ण क्षेत्र अनुपात
ఆకు మైనర్,पर्ण सुरंगक
ఆకు పరీక్ష,पर्ण परीक्षण
ఆకు,"पर्ण, पत्ती, पत्र, पत्ता"
కరపత్రం,समाचारपत्रक
లీజు,पट्टा
చిక్కుళ్ళు,शिंब फली
లీసా - (తక్కువ శక్తి ఇన్పుట్ స్థిరమైన వ్యవసాయం),निम्न ऊर्जा लागत संधारणीय कृषि
లెంటిసెల్,वातरंध्र
లెంటో క్యాపిల్లరీ పాయింట్,लेन्टो केशिका बिंदु
లెప్టోనెమా,"तनुसूत्र, लेप्टोनीमा"
లెప్టోస్పిరోసిస్,लेप्टोस्पाइरता
లెరో-మార్ఫిక్,शुष्करोधक आवारिकी
గాయం,विक्षति
ప్రాణాంతక మ్యుటేషన్,घातक उत्परिवर्तन
ల్యూకోప్లాస్ట్,अवर्णीलवक
స్థాయి టెర్రేస్,समतल वेदिका
లెవెలర్,"करहा, समतलक, पाटा"
స్థాయి స్థాయికిట,समतलन (भूमि का)
లే వ్యవసాయం,"ले कृषि, चरागाह में कृषि"
లైబిగ్ యొక్క కనీస చట్టం,लीबिग का न्यूनतम नियम
లిగేషన్,बंधन
తేలికపాటి పరిహారం పాయింట్,प्रकाश समायोजन बिंदु
కాంతి సంతృప్త తీవ్రత,प्रकाश संतृप्त सघनता
కాంతి ప్రసార నిష్పత్తి,प्रकाश संचरण अनुपात
లైట్ ట్రాప్,प्रकाश पाश
పరిమితి,चूना मिलाना
పరిమితి,"सीमा, सीमा बंधन"
పరిమితం చేసే కారకం,सीमाकारी कारक
లిమోనైట్,लाइमोनाइट
లైన్,"रेखा, वंशक्रम"
సరళ ప్రతిస్పందన,रैखिक अनुक्रिया
అనుసంధానం,सहलग्नता
అనుసంధాన సమూహం,सहलग्नी समूह
లింకర్,योजक
లింట్ ఇండెక్స్,रूई सूचकांक
Linters,रोम
లిపిడ్,"वसा, लिपिड"
లిపోలిసిస్,वसा-अपघटन
లిక్విడేషన్,परिसमापन
లిస్టర్,मेंडकारी
లిస్టర్,लिस्टर (बक्खर)
జాబితా,मेंड़ बनाना
లిథోస్పియర్,स्थल मंडल
లిట్టర్,"बिछाली, संशाव"
లైవ్ మల్చెస్,सजीव पलवार
లివర్‌వోర్ట్,लिवरवर्ट
పశువులు,पशुधन
స్థానిక నియంత్రణ,स्थानीय नियंत्रण
లోకస్,"संस्थिति, निधान, विस्थल"
మిడుత,टिड्डी
బస (పంట బస),"अवशयन, गिरना (फसल का गिरना)"
లోడిక్యూల్,लॉडिक्यूल
Wheess,"लोएस, चिकनी मिट्टी"
లోగార్తిమిక్ పరివర్తన,लघुगणकीय रूपांतरण
లాంగ్ - డే మొక్క,दीर्घ प्रदीप्तकाली पादप
లాంగ్ వేవ్ రేడియేషన్,दीर्घ तरंगीय विकिरण
లూప్,पाश
లాపింగ్,कर्तन
కలప,कटि
లక్స్,"लक्स, लूक्रस"
లగ్జరీ వినియోగం (పోషకం),विलासिता उपभोग (पोषक तत्व)
లగ్జరీ జన్యువులు,विलासी जीन
లైకోపీన్,लाइकोपीन
శోషరస,लसीका
లైసిమీటర్,लाइसीमीटर लिसजलमापी
సెల్ యొక్క లైసిస్,कोशिकालयन
లైసోజెని,लयजनन
లైసోజోమ్,"लयनकाय, लाइसोसोम"
లైసోజైమ్,लाइसोजाइम
లాక్ ట్రీ,कुसुम
లక్ష,लाख
"లేడీ ఫింగర్, ఓక్రా",भिंडी
భూమి కాల్‌ట్రోప్‌లు,गोखरू
లాంటానా,लेंटाना
లాథైరస్,खेसारी
లీక్,लीक
నిమ్మ గడ్డి,नींबू घास
నిమ్మకాయ,"लेमन, नींबू"
కాయధాన్యం,मसूर
లెక్వోరిస్,मुलैठी
పాలకూర,सलाद
లిల్లీ,"कमलिनी, कुमुदिनी"
సున్నం,नींबू
లిన్సీడ్,अलसी
లిట్చి,लीची
సామలు,कुटकी
పొడవైన పుచ్చకాయ,ककड़ी
పొడవైన మిరియాలు,"पीप़र, पिपलामूल"
లోక్వాట్,लोकाट
లోటస్,कमल
లార్సెర్న్,रिजका
లాక్ క్రిమి,लाख कीट
లేడీ బర్డ్ బీటిల్,सोनपंखी
ఆకు మైనర్,पर्ण सुरंगक
ఆకు రోలర్,पत्ती लपेटक
ఆకు వెబ్బర్,पत्ती जाला कीट
మిడుత,टिड्डी
స్థూల పరిణామం,गुरु विकास
మాక్రోక్లైమేట్,विस्तृतक्षेत्री जलवायु
స్థూల కణాలు,वृहदणु
స్థూల,गुरु उत्परिवर्तन
మాక్రోన్యూట్రియంట్,प्रमुख पोषक-तत्व
మాక్రోపోర్స్,दीर्घ छिद्र
మాగ్గోట్,"मैगट, कृमि"
మాగ్మా,मैग्मा
మెగ్నీషియా,मैग्नीशिया
మెగ్నీషియం,मैग्नीशियम
మాగ్నెటిక్ స్టిరర్,चुंबकीय विलोडक
పరిమాణం,परिमाण
మహువా కేక్,महुए की खली
మెయింటెనర్ లైన్,अनुरक्षक पंक्ति
నిర్వహణ,"अनुरक्षण, संभाल, देखभाल"
మొక్కజొన్న షెల్లర్,मक्का के दाने निकालने वाली मशीन
మగ శుభ్రత,नरबंध्य
వైకల్యం,"कुरूपता, कुरचना"
ప్రాణాంతకత,दुर्दमता
పోషకాహార లోపం,कुपोषण
దుర్వినియోగం,कुरीति
మాల్టింగ్,माल्टन
మాంగర్,नांद
మడ అడవులు,"मैंग्रोव, गरान"
మనోమీటర్,"मैनोमीटर, दाबांतरमापी"
మనోమీటర్,"मैनोमीटर, दाबांतरमापी"
మాంటిస్సా (లోగారిథం యొక్క),अपूर्णांश (लघुगणक का)
ఎరువు,खाद
ఎరువు,"खाद देना, खाद डालना"
ఉపాంత,"सीमांत, उपांत"
ఉపాంత వ్యయం,सीमांत लागत
ఉపాంత భూమి,उपांत भूमि
ఉపాంత ఉత్పత్తి,सीमांत उत्पाद
ఉపాంత రాబడి,सीमांत आय
మెరైన్,समुद्री
గుర్తు,चिह्नक (आनुवंशिक)
సంత,"बाजार, मंडी"
విక్రయించదగినది,"पण्य, विक्रेय, विपणन योग्य"
విక్రయించదగిన మిగులు,विपणन-योग्य अधिशेष
మార్కెట్ మిగులు,विपणित अधिशेष
మార్కెటింగ్,विपणन
మార్ష్,कच्छ
ద్రవ్యరాశి ప్రవాహం,द्रव्यमान बहाव
సామూహిక ఎంపిక,"महा चयन, व्यापक चयन, समूह चयन"
మాస్-స్పెక్ట్రోమీటర్,द्रव्यमान स्पेक्ट्रोमीटर
మాస్ట్,"दंड़, मस्तूल"
తల్లి వారసత్వం,मातृक वंशागति
సంభోగం,"मिलन, संगम"
మెట్రిక్ సంభావ్యత,मैट्रिक विभव
పరిపక్వత,"तैयार होना, परिपक्वन"
పరిపక్వత (పంట),परिपक्वता (फसल)
గరిష్టంగా అందుబాటులో ఉన్న నీరు,अधिकतम उपलब्ध जल
గరిష్ట పంట,अधिकतम सस्यन
గరిష్ట అవశేష పరిమితి,अधिकतम अवशेष सीमा
గరిష్ట స్థిరమైన దిగుబడి,अधिकतम संधारणीय उपज
గరిష్ట థర్మామీటర్,अधिकतम तापमापी
గరిష్ట నీటి హోల్డింగ్ సామర్థ్యం,अधिकतम जलधारण क्षमता
మేడో ఆర్చర్డింగ్,शाद्वल बागवानी
మీలీ,चूर्णी
సగటు విచలనం,माध्य विचलन
సగటు జీవితం (అణు),माध्य जीवन (नाभिकीय)
సముద్ర మట్టం సగటు,माध्य समुद्र तल
చదరపు అర్థం,माध्य वर्ग
కొలత,"माप, माप करना"
కొలత,मापन
యాంత్రిక,यांत्रिक
యాంత్రిక విశ్లేషణ,यांत्रिक विश्लेषण (मृदा)
యాంత్రిక ఇంపెడెన్స్,यांत्रिक प्रतिबाधा
యాంత్రిక వ్యవసాయం,यांत्रिक कृषि
మధ్యస్థ,"मध्य, मध्यस्थ, मध्यिका"
Plant షధ మొక్క,औषधीय पादप
మధ్యధరా వాతావరణం,भूमध्यसागरीय जलवायु
మెగాగామెటోజెనిసిస్,गुरुयुग्मकजनन
మెగాస్పోరంగియా,गुरु बीजाणुधानी
మహశితుడు,गुरु बीजाणु
మెగాస్పోరోజెనిసిస్,गुरुबीजाणुजनन
మియోసిస్,"अर्धसूत्रण, अर्धसूत्री विभाजन"
మెలో నేల,नरम मृदा
DNA యొక్క ద్రవీభవన,डीएनए विरज्जुकन
మెంబ్రేన్ ఫిల్టర్,झिल्ली निस्यंदक
మెండెలియన్ వారసత్వం,मेन्डेलीय वंशागति
మెండెలిజం,मेन्डेलवाद
మెండెల్ యొక్క వారసత్వ చట్టం,मेंडेल का वंशागति नियम
సరుకుల,"पण्यमाल, विक्रेयमाल"
మెర్క్యురీ,"पारा, पारद"
మెరిస్టెమ్,विभज्योतक
మెసోక్లిమేట్,मध्य जलवायु
మీసోడెర్మ్,"मध्यचर्म, मध्यजनस्तर"
మెసోఫిల్,पर्ण मध्योतक
మెసోఫైట్,समोद्भिद
మీసో-పోర్స్,मध्य छिद्र
మెసోస్పియర్,मध्यमंडल
దూత,दूत आरएनए (एम-आरएनए)
జీవక్రియ,उपापचय
జీవక్రియలు,उपापचयज
మెటల్ డ్యామ్,धातु बांध
మెటామార్ఫిక్ రాళ్ళు,कायांतरित शैल
మెటామార్ఫోసిస్,कायांतरण
మెటాఫేస్,मध्यावस्था
మెటాస్ట్రస్,अनुमदकाल
మెటాక్సేనియా,"परागानुप्रभाव, मेटाजीनिया"
వాతావరణ శాస్త్రం,मौसम विज्ञान
మెథెమోగ్లోబినేమియా,मेटहीमोग्लोबिनीमिया
పద్ధతి ప్రదర్శన,विधि प्रदर्शन
మైకా,अभ्रक
మైక్రో బేసిన్,लघु द्रोणी
మైక్రో జంతుజాలం,सूक्ष्म प्राणिजात
సూక్ష్మజీవి,सूक्ष्मजीव
సూక్ష్మజీవుల బయోమాస్ కార్బన్,सूक्ष्मजीवी जैवभार कार्बन
సూక్ష్మజీవుల క్షీణత,सूक्ष्मजीवी निम्नीकरण
సూక్ష్మజీవుల పురుగుమందు,सूक्ष्मजीवी कीटनाशी
మైక్రోబయాలజీ,सूक्ष्मजीव विज्ञान
సూక్ష్మజీవి,लघुजीवी
మైక్రోక్లైమేట్,सूक्ष्म जलवायु
సూక్ష్మ పర్యావరణం,सूक्ष्म पर्यावरण
మైక్రోఫ్లోరా,सूक्ष्म वनस्पतिजात
మైక్రోగామెటోజెనిసిస్,लघुयुग्मकजनन
మైక్రోర్రిగేషన్,लघु सिंचाई
మైక్రోమెటొరాలజీ,सूक्ष्म मौसमविज्ञान
మైక్రోన్యూట్రియంట్,सूक्ष्म पोषक (तत्व)
మైక్రోప్లాట్,लघु क्यारी
మైక్రోపోర్,सूक्ष्मरंध्र
మైక్రోపైల్,बीजांड द्वार
మైక్రోస్కోపీ,सूक्ष्मदर्शिकी
మైక్రోస్పోరింగియం,सूक्ष्म बीजाणुधानी
మైక్రోస్పోర్ సంస్కృతి,सूक्ष्मबीजाणु संवर्धन
మైక్రోస్పోర్ మదర్ సెల్,सूक्ष्मबीजाणु मातृ कोशिका
మైక్రోస్పోర్,"लघुबीजाणु, माइक्रोस्पोर"
మైక్రోటోమ్,"सूक्ष्मकर्तक, माइक्रोटोम"
మైక్రోటోపోగ్రఫీ,सूक्ष्म स्थलाकृति
మిడ్-సీజన్ దిద్దుబాటు,मध्य-ऋतु सुधार
వలస,"प्रवास, प्रवसन"
పాలు ధాన్యం దశ,दाने की दुग्धावस्था
మిల్లెపెడ్,"मिलीपीड, गोजर"
మిల్లట్లు,"मिलेट (ज्वार, बाजरा, आदि)"
మిల్లింగ్ రికవరీ,"पेषण प्राप्ति, पेरना प्राप्ति"
మిల్లింగ్,"पेषण, दलना, कूटना, पीसना, पेरना"
ఖనిజ పోషణ,खनिज पोषण
ఖనిజ నేల,खनिज मृदा
ఖనిజీకరణ,"खनिजीकरण, खनिजीभवन"
ఖనిజాలు,खनिज
