Tamil,Odiya
கட்டுப்பாட்டு எழுத்தர்,କଣ୍ଟ୍ରୋଲ୍ କିରାଣୀ |
கட்டளை மொழியைக் கட்டுப்படுத்துங்கள்,ନିୟନ୍ତ୍ରଣ ନିର୍ଦ୍ଦେଶ ଭାଷା |
கணினியைக் கட்டுப்படுத்தவும்,ନିୟନ୍ତ୍ରଣ କମ୍ପ୍ୟୁଟର |
கட்டுப்பாட்டு கவுண்டர்,କାଉଣ୍ଟର ନିୟନ୍ତ୍ରଣ |
கட்டுப்பாட்டு சுழற்சி,ନିୟନ୍ତ୍ରଣ ଚକ୍ର
தரவைக் கட்டுப்படுத்தவும்,ନିୟନ୍ତ୍ରଣ ତଥ୍ୟ |
அகராதியைக் கட்டுப்படுத்தவும்,ନିୟନ୍ତ୍ରଣ କରିକା ପରାକାନ୍ତ |
கட்டுப்பாட்டு பொறியியல்,ନିୟନ୍ତ୍ରଣ ଇଞ୍ଜିନିୟରିଂ
கட்டுப்பாட்டு புலம்,ନିୟନ୍ତ୍ରଣ କ୍ଷେତ୍ର |
வடிவமைப்பு உருப்படியைக் கட்டுப்படுத்தவும்,ଫର୍ମାଟ୍ ଆଇଟମ୍ ନିୟନ୍ତ୍ରଣ କରନ୍ତୁ |
கட்டுப்பாட்டு செயல்பாடு,ନିୟନ୍ତ୍ରଣ କାର୍ଯ୍ୟ
கட்டுப்பாட்டு தலைப்பு,ନିୟନ୍ତ୍ରଣ ହେଡିଙ୍ଗ୍ |
கட்டுப்பாட்டு துளை,ନିୟନ୍ତ୍ରଣ ଛିଦ୍ର |
கட்டுப்பாட்டு வழிமுறைகள்,ନିୟନ୍ତ୍ରଣ ନିର୍ଦ୍ଦେଶ
கட்டுப்பாட்டு அறிவுறுத்தல் பதிவேட்டில்,ନିୟନ୍ତ୍ରଣ ନିର୍ଦ୍ଦେଶନାମା ରେଜିଷ୍ଟର |
மொழியைக் கட்டுப்படுத்துங்கள்,ନିୟନ୍ତ୍ରଣ ଭାଷା |
கட்டுப்படுத்தப்பட்ட அளவுரு,ନିୟନ୍ତ୍ରିତ ପାରାମିଟର |
கட்டுப்படுத்தப்பட்ட சேமிப்பக ஒதுக்கீடு,ନିୟନ୍ତ୍ରିତ ଷ୍ଟୋରେଜ୍ ଆବଣ୍ଟନ |
கட்டுப்படுத்தப்பட்ட மாறி,ନିୟନ୍ତ୍ରିତ ଭେରିଏବଲ୍ |
கட்டுப்படுத்தப்பட்ட சொற்களஞ்சியம்,ନିୟନ୍ତ୍ରିତ ଶବ୍ଦକୋଷ |
கட்டுப்படுத்தி,ନିୟନ୍ତ୍ରକ
கட்டுப்படுத்தி செயல்பாடு,କଣ୍ଟ୍ରୋଲର୍ ଫଙ୍କସନ୍
கட்டுப்பாட்டு வரி,ନିୟନ୍ତ୍ରଣ ରେଖା
கட்டுப்பாட்டு தர்க்கம்,ତର୍କଗୁଡ଼ିକୁ ନିୟନ୍ତ୍ରଣ କରନ୍ତୁ |
கட்டுப்பாட்டு வளையம்,ନିୟନ୍ତ୍ରଣ ଲୁପ୍ |
கட்டுப்பாட்டு குறி,ନିୟନ୍ତ୍ରଣ ଚିହ୍ନ
கட்டுப்பாட்டு-வெகுஜன காட்சி,ନିୟନ୍ତ୍ରଣ-ମସାଜ୍ ଡିସପ୍ଲେ |
மைக்ரோபிரேமிங்கைக் கட்டுப்படுத்தவும்,ମାଇକ୍ରୋପ୍ରୋଗ୍ରାମିଂ ନିୟନ୍ତ୍ରଣ କରନ୍ତୁ |
கட்டுப்பாட்டு முறை,ନିୟନ୍ତ୍ରଣ ମୋଡ୍
கட்டுப்பாட்டு எண்,ନିୟନ୍ତ୍ରଣ ସଂଖ୍ୟା |
கட்டுப்பாட்டு குறிக்கோள்,ନିୟନ୍ତ୍ରଣ ଉଦ୍ଦେଶ୍ୟ |
கட்டுப்பாட்டு செயல்பாடு,ନିୟନ୍ତ୍ରଣ ଅପରେସନ୍ |
கட்டுப்பாட்டு ஆபரேட்டர்,ନିୟନ୍ତ୍ରଣ ଅପରେଟର୍ |
கட்டுப்பாட்டு ஆபரேட்டரின் முனையம்,ନିୟନ୍ତ୍ରଣ ଅପରେଟୋର ଟର୍ମିନାଲ୍ |
கட்டுப்பாட்டு குழு,କଣ୍ଟ୍ରୋଲ୍ ପ୍ୟାନେଲ୍ |
கட்டுப்பாட்டு புள்ளி,ନିୟନ୍ତ୍ରଣ ବିନ୍ଦୁ |
அச்சிடலைக் கட்டுப்படுத்துங்கள்,ନିୟନ୍ତ୍ରଣ ମୁଦ୍ରଣ
கட்டுப்பாட்டு திட்டம்,ନିୟନ୍ତ୍ରଣ ପ୍ରୋଗ୍ରାମ୍
கட்டுப்பாட்டு பஞ்ச்,କଣ୍ଟ୍ରୋଲ୍ ପଞ୍ଚ |
கட்டுப்பாட்டு பதிவு,ନିୟନ୍ତ୍ରଣ ରେକର୍ଡ |
கட்டுப்பாட்டு பதிவு,ନିୟନ୍ତ୍ରଣ ରେଜିଷ୍ଟର |
கட்டுப்பாட்டு வழக்கமான,ନିୟନ୍ତ୍ରଣ ରୁଟିନ୍ |
கட்டுப்பாட்டு பிரிவு,ନିୟନ୍ତ୍ରଣ ବିଭାଗ
கட்டுப்பாட்டு வரிசை,ନିୟନ୍ତ୍ରଣ କ୍ରମ |
கட்டுப்பாட்டு விவரக்குறிப்பு,ନିୟନ୍ତ୍ରଣ ନିର୍ଦ୍ଦିଷ୍ଟକରଣ
கட்டுப்பாட்டு அடுக்கு,ନିୟନ୍ତ୍ରଣ ଷ୍ଟାକ
கட்டுப்பாட்டு தரநிலை,ନିୟନ୍ତ୍ରଣ ମାନକ
கட்டுப்பாட்டு அறிக்கை,ନିୟନ୍ତ୍ରଣ ବକ୍ତବ୍ୟ
கட்டுப்பாட்டு நிலையம்,ନିୟନ୍ତ୍ରଣ ଷ୍ଟେସନ |
கட்டுப்பாட்டு சேமிப்பிடம்,ନିୟନ୍ତ୍ରଣ ଷ୍ଟୋରେଜ୍ |
சேமிப்பக சேமிப்பைக் கட்டுப்படுத்துங்கள்,ନିୟନ୍ତ୍ରଣ ଷ୍ଟୋରେଜ୍ ସେଭ୍ |
கட்டுப்பாட்டு சுவிட்ச்,ନିୟନ୍ତ୍ରଣ ସୁଇଚ୍
கட்டுப்பாட்டு அமைப்பு,ନିୟନ୍ତ୍ରଣ ବ୍ୟବସ୍ଥା
கட்டுப்பாட்டு நாடா,ନିୟନ୍ତ୍ରଣ ଟେପ୍
கட்டுப்பாட்டு நுட்பம்,ନିୟନ୍ତ୍ରଣ କ techni ଶଳ |
கட்டுப்பாட்டு முனையம்,କଣ୍ଟ୍ରୋଲ୍ ଟର୍ମିନାଲ୍ |
மொத்தம் கட்டுப்படுத்தவும்,ସମୁଦାୟ ନିୟନ୍ତ୍ରଣ କରନ୍ତୁ |
கட்டுப்பாட்டு பரிமாற்ற அறிக்கை,ସ୍ଥାନାନ୍ତର ବିବୃତ୍ତି ନିୟନ୍ତ୍ରଣ କରନ୍ତୁ |
கட்டுப்பாட்டு பிரிவு,ନିୟନ୍ତ୍ରଣ ୟୁନିଟ୍ |
கட்டுப்பாட்டு மாறி,ନିୟନ୍ତ୍ରଣ ଭେରିଏବଲ୍ |
கட்டுப்பாட்டு அளவு,ଭଲ୍ୟୁମ୍ ନିୟନ୍ତ୍ରଣ କରନ୍ତୁ |
வார்த்தையை கட்டுப்படுத்துங்கள்,ନିୟନ୍ତ୍ରଣ ଶବ୍ଦ |
மாநாடு,ସମ୍ମିଳନୀ
மாநாட்டு உபகரணங்கள்,ସମ୍ମିଳନୀ ଉପକରଣଗୁଡ଼ିକ
ஒன்றிணைத்தல்,ଏକତ୍ରିତତା
உரையாடல்,ବାର୍ତ୍ତାଳାପ |
உரையாடல்,କଥାବାର୍ତ୍ତା |
உரையாடல் இயற்கணித மொழி,ବାର୍ତ୍ତାଳାପିକ ବୀଜ ବର୍ଣ୍ଣିତ ଭାଷା |
உரையாடல் தொகுப்பி,କଥାବାର୍ତ୍ତା ସଂକଳନ |
உரையாடல் கணினி,କଥାବାର୍ତ୍ତା ଗଣନା
உரையாடல் மொழி,କଥାବାର୍ତ୍ତା ଭାଷା |
உரையாடல் முறை,କଥାବାର୍ତ୍ତା ମୋଡ୍
உரையாடல் அமைப்பு,ବାର୍ତ୍ତାଳାପିକରଣ ପ୍ରଣାଳୀ |
உரையாடல் முனையம்,ବାର୍ତ୍ତାଳାପିକରଣ ଟର୍ମିନାଲ୍ |
உரையாடல் நேர பகிர்வு,ବାର୍ତ୍ତାଳାପ ସମୟାନୁବର୍ତ୍ତୀ ସମୟ ବାଣ୍ଟିବା |
மாற்றம்,ରୂପାନ୍ତର
மாற்றத்திற்கான விலை,ରୂପାନ୍ତର ମୂଲ୍ୟ
மாற்று சாதனம்,ରୂପାନ୍ତର ଉପକରଣ
மாற்று முறை,ରୂପାନ୍ତର ମୋଡ୍
மாற்று வழக்கம்,ରୂପାନ୍ତର ରୁଟିନ୍ |
மாற்றவும்,ରୂପାନ୍ତର
மாற்றி,Convercer
குவிந்த நிரலாக்க,କନଭକ୍ସ ପ୍ରୋଗ୍ରାମିଂ |
உரையாற்றப்பட்ட நினைவகம் ஒருங்கிணைப்பு,ଠିକଣା ଠିକଣା ସ୍ମୃତିକୁ ସଂଯୋଜନା କରନ୍ତୁ |
தரவை ஒருங்கிணைத்தல்,ତଥ୍ୟକୁ ସମନ୍ୱୟ କରନ୍ତୁ |
வடிவியல் மொழியை ஒருங்கிணைத்தல்,ଜ୍ୟାମେଟ୍ରି ଭାଷା ସମନ୍ୱୟ କରନ୍ତୁ |
கிராபிக்ஸ் ஒருங்கிணைப்பு,ଗ୍ରାଫିକ୍ସ ସଂଯୋଜନା |
ஒருங்கிணைப்பு நெட்வொர்க்,ନେଟୱାର୍କ ସଂଯୋଜନା କରନ୍ତୁ |
நேர அளவை ஒருங்கிணைத்தல்,ସମୟ ସ୍କେଲକୁ ସମନ୍ୱୟ କରନ୍ତୁ |
நகலெடு,କପି କରନ୍ତୁ |
கம்பியில்லா பிளக்,କର୍ଡଲେସ୍ ପ୍ଲଗ୍ |
கோர்டோனியர் சிஸ்டம்,କର୍ଡୋନିଅର୍ ସିଷ୍ଟମ୍ |
கோர்,ମୂଳ
கோர் டம்ப்,ମୂଳ ଡମ୍ପ
மைய படம்,ମୂଳ ପ୍ରତିଛବି |
மைய பட நூலகம்,ମୂଳ ପ୍ରତିଛବି ଲାଇବ୍ରେରୀ |
மைய நினைவகம்,ମୂଳ ମେମୋରୀ |
கோர் நெட்வொர்க்,ମୂଳ ନେଟୱାର୍କ |
இணை குடியிருப்பாளர்,ସହଭାଗୀ |
மைய சேமிப்பு,ମୂଳ ସଂରକ୍ଷଣ
கோர் சிஸ்டம்,ମୂଳ ବ୍ୟବସ୍ଥା
இணை-ரூட்டின்,ସହ-ରୁଟିନ୍ |
சரியானது மற்றும் நகலெடு,ସଠିକ୍ ଏବଂ କପି କରନ୍ତୁ |
திருத்தம் அம்சம்,ସଠିକ୍ ବ feature ଶିଷ୍ଟ୍ୟ ସଂଶୋଧନ କରିବା |
திருத்தம்,ସଂଶୋଧନ
திருத்தும் தகவல்,ସଂଶୋଧନ ସୂଚନା
சரியான பராமரிப்பு,ସଂଶୋଧନ ରକ୍ଷଣାବେକ୍ଷଣ |
சரியான பராமரிப்பு நேரம்,ସଂଶୋଧନ ରକ୍ଷଣାବେକ୍ଷଣ ସମୟ |
செலவு பகுப்பாய்வு,ମୂଲ୍ୟ ବିଶ୍ଳେଷଣ |
செலவு-மைய கணக்கியல்,ମୂଲ୍ୟ-କେନ୍ଦ୍ର ଆକାଉଣ୍ଟିଂ |
எண்ணுங்கள்,ଗଣନା
கவுண்டர்,କାଉଣ୍ଟର
எதிர் தடுக்கிறது,କାଉଣ୍ଟର ପ୍ରତିରୋଧକ |
கவுண்ட்-கீ-டேட்டா சாதனம்,ଗଣନା-କି-ଡାଟା ଉପକରଣ |
நாட்டின் குறியீடு,ଦେଶ କୋଡ୍
முக்கியமான பாதை முறை,ଜଟିଳ ପଥ ପଦ୍ଧତି |
குறுக்கு பட்டை சுவிட்ச்,କ୍ରସ୍ ବାର୍ ସୁଇଚ୍ |
குறுக்கு பட்டை அமைப்பு,କ୍ରସ୍ ବାର୍ ସିଷ୍ଟମ୍ |
குறுக்கு சோதனை,କ୍ରସ୍ ଚେକ୍ |
குறுக்கு கம்பைலர்,କ୍ରସ୍ କମ୍ପାଇଲ୍ର୍ |
குறுக்கு டொமைன் தொடர்பு,କ୍ରୁଡ୍ ଡୋମେନ୍ ଯୋଗାଯୋଗ |
குறுக்கு நெருப்பு,କ୍ରସ୍ ଅଗ୍ନି
குறுக்கு கால்,କ୍ରସ୍ ପାଦ
குறுக்கு கால் சோதனை,କ୍ରସ୍ ଟେଷ୍ଟ୍ କ୍ରୋକ୍ |
குறுக்கு புள்ளி வரிசை,କ୍ରସ୍ ପଏଣ୍ଟ ଆରେ |
குறுக்கு வெட்டு சோதனை,କ୍ରସ୍ ବିଭାଗୀୟ ପରୀକ୍ଷା |
ஒரு வரிசையின் குறுக்குவெட்டு,ଏକ ଆରେ କ୍ରସ୍ ବିଭାଗ |
குறுக்கு மென்பொருள்,କ୍ରସ୍ ସଫ୍ଟୱେର୍ |
குறுக்கு சப்அரியா இணைப்பு,କ୍ରସ୍ ସବାର୍ ଲିଙ୍କ୍ |
குறுக்கு பேச்சு,କ୍ରସ୍ ଟକ୍ |
குறுக்கு கண்காணிப்பு,କ୍ରସ୍ ଟ୍ରାକିଂ |
கூட்டம்,ଭିଡ଼
கிரையோஜெனிக்ஸ்,କ୍ରାସୋଗେନିକ୍ସ |
கிரையோஜெனிக் சேமிப்பு,କ୍ରାସୋଗେନିକ୍ ଷ୍ଟୋରେଜ୍ |
கிரையோஜெனிக் கடை,କ୍ରାଇଗେନିକ୍ ଷ୍ଟୋର୍ |
கிரையோஸ்டாட்,କ୍ରିଟାଟାଟ
கிரையட்ரான்,କାନ୍ଦୁଛି
கிரிப்டோகிராஃபிக்,କ୍ରିପ୍ଟୋଗ୍ରାଫିକ୍
கிரிப்டோகிராஃபிக் வழிமுறை,କ୍ରିପ୍ଟୋଗ୍ରାଫିକ୍ ଆଲଗୋରିଦମ |
குறியாக்கவியல்,କ୍ରିପ୍ଟୋଗ୍ରାଫି
ஒட்டுமொத்த குறியீட்டு,ସଂକଳନ ସୂଚକାଙ୍କ |
நாணய சின்னம்,ମୁଦ୍ରା ପ୍ରତୀକ
தற்போதைய பீம் நிலை,ସାମ୍ପ୍ରତିକ ବିମ୍ ସ୍ଥିତି |
தற்போதைய இணைப்பு குழு,ସାମ୍ପ୍ରତିକ ସଂଯୋଗ ଗୋଷ୍ଠୀ |
தற்போதைய தலைமுறை,ସାମ୍ପ୍ରତିକ ପି generation େଇ |
"தற்போதைய அறிவுறுத்தல்
 பதிவு","ସାମ୍ପ୍ରତିକ ନିର୍ଦ୍ଦେଶନାମା |
 ପଞ୍ଜିକରଣ କର |"
"தற்போதைய வரி
 சுட்டிக்காட்டி","ସାମ୍ପ୍ରତିକ ରେଖା
 ସୂଚକ"
"தற்போதைய வளையம் (=
 தற்போதைய ஆன்டினோட்)","ସାମ୍ପ୍ରତିକ ଲୁପ୍ (=
 ସାମ୍ପ୍ରତିକ ଆଣ୍ଟିବାଡ୍)"
தற்போதைய பயன்முறை தர்க்கம்,ସାମ୍ପ୍ରତିକ ମୋଡ୍ ଲଜିକ୍ |
தற்போதைய பதிவு,ସାମ୍ପ୍ରତିକ ରେକର୍ଡ |
கர்சர்,କର୍ସର୍
கர்சர் கட்டுப்பாட்டு விசை,କର୍ସର୍ କଣ୍ଟ୍ରୋଲ୍ କୀ |
கர்டேட்,ପରଦା
வளைவு பின்தொடர்பவர்,ବକ୍ର ଅନୁସରଣକାରୀ |
தலையணை,କୁଶ
வாடிக்கையாளர் அணுகல் பகுதி,ଗ୍ରାହକ ପ୍ରବେଶ କ୍ଷେତ୍ର |
வாடிக்கையாளர் தகவல் கட்டுப்பாட்டு அமைப்பு,ଗ୍ରାହକ ସୂଚନା ନିୟନ୍ତ୍ରଣ ବ୍ୟବସ୍ଥା |
வாடிக்கையாளர் வளாக உபகரணங்கள்,ଗ୍ରାହକ ପରିସର ଉପକରଣ |
வாடிக்கையாளர் மாறுதல் அமைப்பு,ଗ୍ରାହକ ସୁଇଚ୍ ସିଷ୍ଟମ୍ |
வெட்டு வடிவம்,କଟା ଫର୍ମ
படிவங்கள் பயன்முறையை வெட்டுங்கள்,ଫର୍ମ ଫର୍ମ ମୋଡ୍ କାଟନ୍ତୁ |
வெட்டு முறை,କଟ୍ ପଦ୍ଧତି |
வெட்டு,ବିଛିନ୍ନ ହେବା
சைபர்னேஷன்,ସାଇବରସନ୍
சைபர்நெடிக்ஸ்,ସାଇବରନେଟିକ୍ |
மிதிவண்டி,ଚକ୍ର
சுழற்சி எண்ணிக்கை,ଚକ୍ର ଗଣନା
சுழற்சி அட்டவணை,ଚକ୍ର ସୂଚକାଙ୍କ
சுழற்சி நினைவகம்,ଚକ୍ର ସ୍ମୃତି
சுழற்சி நுண்ணிய வரைபடம்,ଚକ୍ର ମାଇକ୍ରୋପ୍ରୋଗ୍ରାମିଂ |
சுழற்சி மீட்டமைப்பு,ଚକ୍ର ପୁନ res ସେଟ୍ |
சுழற்சி பகிர்வு,ଚକ୍ର ସେୟାର୍
சுழற்சி திருட்டு,ଚକ୍ର ଚୋରି
சுழற்சி திருடுதல்,ଚକ୍ର ଚୋରି
சுழற்சி நேரம்,ଚକ୍ର ସମୟ
சுழற்சி குறியீடு,ସାଇକ୍ଲିକ୍ କୋଡ୍ |
சுழற்சி பணிநீக்க சோதனை,ସାଇକ୍ଲିକ୍ ଅନାବଶ୍ୟକ ଯାଞ୍ଚ |
சுழற்சி மாற்றம்,ସାଇକ୍ଲିକ୍ ସିଫ୍ଟ |
சுழற்சி சேமிப்பு,ସାଇକ୍ଲିକ୍ ଷ୍ଟୋରେଜ୍ |
சுழற்சி பரிமாற்றம்,ସାଇକ୍ଲିକ୍ ସ୍ଥାନାନ୍ତର |
சிலிண்டர் கருத்து,ସିଲିଣ୍ଡର ଧାରଣା |
எழுத்து,ବର୍ଣ୍ଣ
குறியீட்டு தசம,କୋଡେଡ୍ ଦଶମିକ |
டெய்ஸி சங்கிலி,ଡେଜି ଶୃଙ୍ଖଳା |
டெய்ஸி அச்சு சக்கரம்,ଡେଜି ପ୍ରିଣ୍ଟ୍ ଚକ |
டெய்ஸி சக்கரம்,ଡେଜି ଚକ
டம்பிங்,ବନ୍ଧପ
தகவல்கள்,ତଥ୍ୟ
குரலுக்கு மேலே உள்ள தரவு,ଭଏସ୍ ଉପରେ ଡାଟା |
தரவு அணுகல் ஏற்பாடு,ଡାଟା ଆକ୍ସେସ୍ ବ୍ୟବସ୍ଥା |
தகவல் கையகப்படுத்துதல்,ତଥ୍ୟ ଅଧିଗ୍ରହଣ
தரவு கையகப்படுத்தல் கணினி,ଡାଟା ଅଧିଗ୍ରହଣ କମ୍ପ୍ୟୁଟର |
தரவு தழுவல் அலகு,ଡାଟା ଆଡାପସନ୍ ୟୁନିଟ୍ |
தரவு நிர்வாகி,ଡାଟା ପ୍ରଶାସକ
தரவு மொத்தம்,ଡାଟା ଏଗ୍ରିଗେଟ୍ |
தரவு பகுதி,ତଥ୍ୟ କ୍ଷେତ୍ର |
தரவு வரிசை,ତଥ୍ୟ ଆରେ
தரவு பண்புக்கூறு,ଡାଟା ଗୁଣ
தரவு வங்கி,ଡାଟା ବ୍ୟାଙ୍କ |
தரவுத்தளம்,ଡାଟାବେସ୍ |
தரவுத்தள நிர்வாகம்,ଡାଟାବେସ୍ ପ୍ରଶାସନ
தரவுத்தள மேலாண்மை,ଡାଟାବେସ୍ ପରିଚାଳନା
தரவுத்தள மேலாண்மை அமைப்பு,ଡାଟାବେସ୍ ମ୍ୟାନେଜମେଣ୍ଟ ସିଷ୍ଟମ |
தரவுத் தொகுதி,ତଥ୍ୟ ବ୍ଲକ
தரவு இடைவெளி (= நேரடி நினைவக அணுகல்),ଡାଟା ବ୍ରେକ୍ (= ସିଧାସଳଖ ମେମୋରୀ ପ୍ରବେଶ)
தரவு இடையக பதிவு,ଡାଟା ବଫର୍ ରେଜିଷ୍ଟର |
தரவு பிடிப்பு,ତଥ୍ୟ କ୍ୟାପଚର |
தரவு அட்டை,ଡାଟା କାର୍ଡ |
தரவு கேரியர்,ଡାଟା ବାହକ |
தரவு செல்,ଡାଟା ସେଲ୍ |
தரவு சேனல்,ଡାଟା ଚ୍ୟାନେଲ |
தரவு சேனல் மல்டிபிளெக்சர்,ଡାଟା ଚ୍ୟାନେଲ ମିଲିଟକ୍ସର୍ |
தரவு சுற்று,ଡାଟା ସର୍କିଟ |
தரவு சுற்று வெளிப்படைத்தன்மை,ଡାଟା ସର୍କିଟ୍ ସ୍ୱଚ୍ଛତା |
தரவுக் குறியீடு,ତଥ୍ୟ କୋଡ୍
தரவு சேகரிப்பு,ତଥ୍ୟ ସଂଗ୍ରହ
தரவு சேகரிப்பு நிலையம்,ତଥ୍ୟ ସଂଗ୍ରହ ଷ୍ଟେସନ୍ |
தரவு சேகரிப்பு அமைப்பு,ତଥ୍ୟ ସଂଗ୍ରହ ସିଷ୍ଟମ୍ |
"தகவல்கள்
 தொடர்பு","ତଥ୍ୟ
 ଯୋଗାଯୋଗ |"
"தகவல்கள்
 தொடர்பு
 சேனல்","ତଥ୍ୟ
 ଯୋଗାଯୋଗ |
 ଚ୍ୟାନେଲ୍ |"
"தகவல்கள்
 தொடர்பு
 உபகரணங்கள்","ତଥ୍ୟ
 ଯୋଗାଯୋଗ |
 ଉପକରଣ"
"தகவல்கள்
 தொடர்பு
 இடைமுகம்","ତଥ୍ୟ
 ଯୋଗାଯୋଗ |
 ଇଣ୍ଟରଫେସ୍"
"தகவல்கள்
 தொடர்பு
 வலைப்பின்னல்","ତଥ୍ୟ
 ଯୋଗାଯୋଗ |
 ନେଟୱର୍କ"
"தகவல்கள்
 தொடர்பு
 சேவை","ତଥ୍ୟ
 ଯୋଗାଯୋଗ |
 ସେବା"
தரவு சுருக்கம்,ତଥ୍ୟ ସଙ୍କଳନ
தரவு சுருக்க,ତଥ୍ୟ ସଙ୍କୋଚନ |
தரவு இணைப்பு,ଡାଟା ସଂଯୋଗ |
தரவு மாறிலி,ଡାଟା ସ୍ଥିର |
"தகவல்கள்
 மாசுபாடு","ତଥ୍ୟ
 ପ୍ରଦୂଷଣ"
தரவு கட்டுப்பாடு,ତଥ୍ୟ ନିୟନ୍ତ୍ରଣ |
தரவு கட்டுப்பாட்டு தொகுதி,ଡାଟା ନିୟନ୍ତ୍ରଣ ବ୍ଲକ |
தரவு மாற்றம்,ଡାଟା ରୂପାନ୍ତର |
தரவு மாற்றி,ଡାଟା କନଭର୍ଟର |
தரவு அறிவிப்பு,ଡାଟା ଘୋଷଣା
"தரவு அறிவிப்பு
 அறிக்கை","ଡାଟା ଘୋଷଣା
 ଷ୍ଟେଟମେଣ୍ଟ"
தரவு வரையறை,ତଥ୍ୟ ସଂଜ୍ଞା
"தரவு வரையறை
 பெயர்","ତଥ୍ୟ ସଂଜ୍ଞା
 ନାମ"
"தரவு வரையறை
 அறிக்கை","ତଥ୍ୟ ସଂଜ୍ଞା
 ଷ୍ଟେଟମେଣ୍ଟ"
தரவு தாமதம்,ଡାଟା ବିଳମ୍ବ |
தரவு டிலிமிட்டர்,ଡାଟା ଡିଲିମିଟର |
தரவு அடர்த்தி,ଡାଟା ଘନତା |
"தரவு விளக்கம்
 நுழைவு","ତଥ୍ୟ ବର୍ଣ୍ଣନା
 ପ୍ରବେଶ"
"தரவு விளக்கம்
 மொழி","ତଥ୍ୟ ବର୍ଣ୍ଣନା
 ଭାଷା"
தரவு வடிவமைப்பு,ଡାଟା ଡିଜାଇନ୍ |
தரவு சாதனம்,ଡାଟା ଉପକରଣ |
தரவு அகராதி,ଡାଟା ଅଭିଧାନ |
தரவு இயக்கப்பட்ட பரிமாற்றம்,ଡାଟା ନିର୍ଦ୍ଦେଶିତ ପ୍ରସାରଣ |
தரவு காட்சி அலகு,ଡାଟା ପ୍ରଦର୍ଶନ ୟୁନିଟ୍ |
தரவு விநியோக அமைப்பு,ଡାଟା ବଣ୍ଟନ ସିଷ୍ଟମ୍ |
தரவு பிரிவு,ତଥ୍ୟ ବିଭାଜନ |
தரவு உறுப்பு,ତଥ୍ୟ ଉପାଦାନ |
தரவு உறுப்பு சங்கிலி,ଡାଟା ଉପାଦାନ ଶୃଙ୍ଖଳା |
"தரவு குறியாக்கம்
 விசை","ତଥ୍ୟ ଏନକ୍ରିପସନ୍
 ଚାବି"
"தரவு குறியாக்கம்
 தரநிலை","ତଥ୍ୟ ଏନକ୍ରିପସନ୍
 ମାନକ"
தகவல் பதிவு,ତଥ୍ୟ ପ୍ରବେଶ
தரவு நுழைவு சாதனம்,ଡାଟା ଏଣ୍ଟ୍ରି ଡିଭାଇସ୍ |
தரவு பிழை,ତଥ୍ୟ ତ୍ରୁଟି |
தரவு மதிப்பீடு,ତଥ୍ୟ ମୂଲ୍ୟାଙ୍କନ
தரவு பரிசோதனை,ଡାଟା ପରୀକ୍ଷା
தரவு பரிமாற்றம்,ତଥ୍ୟ ବିନିମୟ
தரவு புலம்,ଡାଟା କ୍ଷେତ୍ର |
தரவு கோப்பு,ଡାଟା ଫାଇଲ୍ |
தரவு ஓட்டம்,ତଥ୍ୟ ପ୍ରବାହ |
தரவு ஓட்ட விளக்கப்படம்,ଡାଟା ଫ୍ଲୋ ଚାର୍ଟ |
தரவு ஓட்ட கட்டுப்பாடு,ଡାଟା ଫ୍ଲୋ ନିୟନ୍ତ୍ରଣ |
தரவு ஓட்ட வரைபடம்,ଡାଟା ପ୍ରବାହ ଚିତ୍ର |
தரவு வடிவம்,ଡାଟା ଫର୍ମାଟ୍ |
தரவு வடிவமைப்பு உருப்படி,ଡାଟା ଫର୍ମାଟ୍ ଆଇଟମ୍ |
தரவு ஜெனரேட்டர்,ଡାଟା ଜେନେରେଟର
டேட்டாகிராம்,ଡାଟାଗ୍ରାମ୍
டேட்டாகிராம் சேவை,ଡାଟାଗ୍ରାମ୍ ସେବା |
தரவு கிராபிக்ஸ்,ଡାଟା ଗ୍ରାଫିକ୍ସ |
தரவு கிராஃபோஸ்கோப்,ଡାଟା ଗ୍ରାଫୋପସ୍କୋପ୍ |
தரவு கையாளுதல்,ତଥ୍ୟ ନିୟନ୍ତ୍ରଣ
"தரவு கையாளுதல்
 திறன்","ତଥ୍ୟ ନିୟନ୍ତ୍ରଣ
 କ୍ଷମତା"
தரவு வரிசைமுறை,ଡାଟା ହାଇରାର୍କି |
தரவு ஹோஸ்ட் (= ஹோஸ்ட்),ଡାଟା ହୋଷ୍ଟ (= ହୋଷ୍ଟ)
தரவு சுதந்திரம்,ଡାଟା ସ୍ୱାଧୀନତା |
தரவு உள்ளீடு,ଡାଟା ଇନପୁଟ୍
தரவு உள்ளீட்டு நிலையம்,ଡାଟ୍ଟ ଇନପୁଟ୍ ଷ୍ଟେସନ୍ |
தரவு ஒருமைப்பாடு,ଡାଟା ଅଖଣ୍ଡତା
தரவு பரிமாற்றம்,ଡାଟା ଅଦଳବଦଳ |
குரலில் தரவு,ଭଏସ୍ ରେ ଡାଟା |
"தரவு I/O.
 வழிமுறைகள்","ଡାଟା I / O
 ନିର୍ଦ୍ଦେଶ"
தரவு உருப்படி,ଡାଟା ଆଇଟମ୍ |
தரவு நிலை,ତଥ୍ୟ ସ୍ତର
தரவு நூலகம்,ଡାଟା ଲାଇବ୍ରେରୀ |
