Marathi,Malayalam
"दुहेरी सुस्पष्टता
 अंकगणित","ഇരട്ട കൃത്യത
 ഗണിതശാസ്തം"
"दुहेरी सुस्पष्टता
 कार्य","ഇരട്ട കൃത്യത
 പവര്ത്തിക്കുക"
"दुहेरी सुस्पष्टता
 क्रमांक","ഇരട്ട കൃത്യത
 അക്കം"
"डबल-पल्स
 मुद्रित करणे","ഇരട്ട-പൾസ്
 റെക്കാര്ഡുചെയ്യല്"
डबल पंच,ഇരട്ട പഞ്ച്
डबल रेल लॉजिक,ഇരട്ട റെയിൽ ലോജിക്
डबल रजिस्टर,ഇരട്ട രജിസ്റ്റർ
"डबल-शीट
 डिटेक्टर","ഇരട്ട-ഷീറ്റ്
 ഡിറ്റക്ടർ"
"डबल-शीट
 इजेक्टर","ഇരട്ട-ഷീറ്റ്
 പുറത്താക്കുക"
दुहेरी बाजू असलेली डिस्क,ഇരട്ട-വശങ്ങളുള്ള ഡിസ്ക്
डबल स्ट्राइक,ഇരട്ട പണിമുടക്ക്
दुहेरी शब्द,ഇരട്ട വാക്ക്
दुप्पट-जोडलेली अंगठी,ഇരട്ട ബന്ധിപ്പിച്ച മോതിരം
डाऊन लिंक,താഴേക്കുള്ള ലിങ്ക്
खाली वेळ,താഴേക്ക്
"खालच्या दिशेने
 सुसंगतता","താഴേക്ക്
 അനുയോജ്യത"
"खालच्या दिशेने
 संदर्भ","താഴേക്ക്
 ബന്ധപ്പെടല്"
ड्रॅगिंग,വലിച്ചിഴക്കുന്ന
वाहून नेणे,ഡ്രിഫ്റ്റ്
वाहून नेणारी त्रुटी,ഡ്രിഫ്റ്റ് പിശക്
वाहणारे वर्ण,ഡ്രിഫ്റ്റിംഗ് പ്രതീകം
ड्रॉप-डेड हॉल्ट,ഡ്രോപ്പ്-ചത്ത നിർത്തുക
घट,ഉപേക്ഷിക്കുക
ड्रॉप आउट,ഇടയ്ക്ക് വച്ച് നിർത്തുക
ड्रॉप रिपीटर,ഡ്രോപ്പ് റിപ്പീറ്റർ
ड्रॉप वायर,വയർ ഉപേക്ഷിക്കുക
ड्रम ड्राइव्ह,ഡ്രം ഡ്രൈവ്
ड्रम प्लॉटर,ഡ്രം പ്ലോട്ടർ
ड्रम प्रिंटर,ഡ്രം പ്രിന്റർ
ड्रम प्रिंटिंग,ഡ്രം പ്രിന്റിംഗ്
ड्रम स्कॅनिंग,ഡ്രം സ്കാനിംഗ്
ड्रम क्रमवारी,ഡ്രം അടുക്കുക
ड्रम स्टोरेज,ഡ്രം സംഭരണം
ड्रम युनिट,ഡ്രം യൂണിറ്റ്
कोरडे धावणे,ഉണങ്ങിയ ഓട്ടം
दुहेरी घनता,ഇരട്ട സാന്ദ്രത
दुहेरी तीव्रता,ഇരട്ട തീവ്രത
द्वैत,ദ്വൈതത
द्वैत प्रमेय,ദ്വൈത സിദ്ധാന്തം
ड्युअल ऑपरेशन,ഇരട്ട പ്രവർത്തനം
ड्युअल पोर्ट मेमरी,ഡ്യുവൽ പോർട്ട് മെമ്മറി
"ड्युअल प्रोसेसर
 प्रणाली","ഇരട്ട പ്രോസസർ
 ഏര്പ്പാട്"
"ड्युअल सिंप्लेक्स
 पद्धत","ഇരട്ട സിംപ്ലക്സ്
 സന്വദായം"
ड्युअल सिस्टम,ഇരട്ട സംവിധാനം
"ड्यूकोल-पंच
 कार्ड","ഡക്കോൾ-പഞ്ച് ചെയ്തു
 ചീട്ട്"
मुका टर्मिनल,ഭീമമായ ടെർമിനൽ
डमी पत्ता,ഡമ്മി വിലാസം
डमी युक्तिवाद,ഡമ്മി വാദം
डमी चेक,ഡമ്മി പരിശോധിക്കുക
"डमी नियंत्रण
 विभाग","ഡമ്മി നിയന്ത്രണം
 വിഭാഗം"
डमी डेटा सेट,ഡമ്മി ഡാറ്റ സെറ്റ്
डमी सूचना,ഡമ്മി നിർദ്ദേശം
डमी विभाग,ഡമ്മി വിഭാഗം
डमी व्हेरिएबल,ഡമ്മി വേരിയബിൾ
डंप,ഉപേക്ഷിക്കുക
डंप आणि रीस्टार्ट,"ഉപേക്ഷിക്കുക, പുനരാരംഭിക്കുക"
डंप चेक,ഡംപ് ചെക്ക്
डंप पॉईंट,ഡംപ് പോയിന്റ്
डंप नित्यक्रम,പതിവ് ഉപേക്ഷിക്കുക
पक्वाशय,ഡുവോഡിസിമൽ
ड्युप्लेक्स चॅनेल,ഇരട്ട ചാനൽ
ड्युप्लेक्स सर्किट,ഡ്യുപ്ലെക്സ് സർക്യൂട്ട്
"दुहेरी
 संप्रेषण","ഡ്യുപ്ലെക്സ്
 വാര്ത്താവിനിമയം"
ड्युप्लेक्स कन्सोल,ഡ്യുപ്ലെക്സ് കൺസോൾ
डुप्लेक्स्ड सिस्टम,ഡ്യുമ്പുവേഷൻ സിസ്റ്റം
दुहेरी,ഇരട്ട
ड्युप्लेक्स ऑपरेशन,ഡ്യുപ്ലെക്സ് പ്രവർത്തനം
"दुहेरी
 संसर्ग","ഡ്യുപ്ലെക്സ്
 പകർച്ച"
डुप्लिकेट की,തനിപ്പകർപ്പ് കീ
डुप्लिकेट व्हॉल्यूम,തനിപ്പകർപ്പ് വോളിയം
डुप्लिकेशन तपासणी,തനിപ്പകർപ്പ് പരിശോധന
डुप्लिकेशन फॅक्टर,തനിപ്പകർപ്പ് ഘടകം
"ची डुप्लिकेशन
 सुविधा","ന്റെ തനിപ്പകർപ്പ്
 സൌകര്യങ്ങൾ"
डुप्लिकेटर,ഡ്യൂനിക്കേറ്റർ
"डायडिक बुलियन
 ऑपरेशन","ഡയാഡിക് ബൂലിയൻ
 ശസ്തകിയ"
डायडिक ऑपरेशन,ഡയാഡിക് പ്രവർത്തനം
डायडिक ऑपरेटर,ഡയാഡിക് ഓപ്പറേറ്റർ
गतिशील अचूकता,ചലനാത്മക കൃത്യത
"डायनॅमिक पत्ता
 अनुवाद","ഡൈനാമിക് വിലാസം
 വിവർത്തനം"
गतिशील वाटप,ഡൈനാമിക് അലോക്കേഷൻ
"डायनॅमिक बफर
 वाटप","ഡൈനാമിക് ബഫർ
 പങ്കുവയ്ക്കല്"
डायनॅमिक बफरिंग,ഡൈനാമിക് ബഫറിംഗ്
"डायनॅमिक नियंत्रण
 कार्य","ചലനാത്മക നിയന്ത്രണം
 പവര്ത്തിക്കുക"
डायनॅमिक डीबग,ചലനാത്മക ഡീബഗ്
"डायनॅमिक डिव्हाइस
 पुनर्रचना","ചലനാത്മക ഉപകരണം
 വീണ്ടും ബന്ധിപ്പിക്കുക"
"डायनॅमिक डिस्प्ले
 प्रतिमा","ചലനാത്മക പ്രദർശനം
 പതിഛായ"
डायनॅमिक डंप,ഡൈനാമിക് ഡംപ്
"डायनॅमिक कचरा
 संग्रह","ചലനാത്മക മാലിന്യങ്ങൾ
 സമാഹാരം"
"डायनॅमिक
 सूचना","ചലനാത്മക
 നിര്ദ്ദേശം"
डायनॅमिक लोडिंग,ചലനാത്മക ലോഡിംഗ്
डायनॅमिक मेमरी,ഡൈനാമിക് മെമ്മറി
"डायनॅमिक मेमरी
 वाटप","ഡൈനാമിക് മെമ്മറി
 പങ്കുവയ്ക്കല്"
"डायनॅमिक
 पॅरामीटर","ചലനാത്മക
 പാരാമീറ്റർ"
डायनॅमिक प्रिंटआउट,ഡൈനാമിക് പ്രിന്റൗട്ട്
"डायनॅमिक
 प्रोग्रामिंग","ചലനാത്മക
 പ്രോഗ്രാമിംഗ്"
डायनॅमिक श्रेणी,ഡൈനാമിക് റേഞ്ച്
"डायनॅमिक
 स्थानांतरण","ചലനാത്മക
 സ്ഥലംമായ്ക്കല്"
डायनॅमिक प्रतिसाद,ചലനാത്മക പ്രതികരണം
"डायनॅमिक
 वेळापत्रक","ചലനാത്മക
 പട്ടിക"
डायनॅमिक स्टॉप,ഡൈനാമിക് സ്റ്റോപ്പ്
डायनॅमिक स्टोरेज,ചലനാത്മക സംഭരണം
"डायनॅमिक स्टोरेज
 वाटप","ചലനാത്മക സംഭരണം
 പങ്കുവയ്ക്കല്"
"डायनॅमिक
 सबरूटिन","ചലനാത്മക
 ഉറക്കുഴൂട്ട"
"डायनॅमिक समर्थन
 प्रणाली","ചലനാത്മക പിന്തുണ
 ഏര്പ്പാട്"
"डायनॅमिक सिस्टम
 मॉडेल","ഡൈനാമിക് സിസ്റ്റം
 മാതൃക"
"डायनॅमिक आभासी
 मेमरी सिस्टम","ചലനാത്മക വെർച്വൽ
 മെമ്മറി സംവിധാനം"
प्रतिध्वनी चेक,എക്കോ പരിശോധന
इको सप्रेसर,എക്കോ അടിച്ചമർ
"इकोनोमेट्रिक
 अर्ज","സാമ്പത്തികസ്ഥരം
 അപേക്ഷ"
"इकोनोमेट्रिक
 मॉडेल","സാമ്പത്തികസ്ഥരം
 മാതൃക"
"अर्थिक
 अर्ज","സാന്വത്തികമായ
 അപേക്ഷ"
"अर्थशास्त्र
 संगणन","സാമ്പത്തിക ശാസ്ത്രം
 കമ്പ്യൂട്ടിംഗ്"
"अर्थशास्त्र
 संगणन
 नेटवर्क","സാമ്പത്തിക ശാസ്ത്രം
 കമ്പ്യൂട്ടിംഗ്
 നെറ്റ്വർക്ക്"
धार,അറ്റം
एज नॉच कार्ड,എഡ്ജ് നോക്കിലെ കാർഡ്
एज पंच कार्ड,എഡ്ജ് പഞ്ച് കാർഡ്
सुधारणे,തിരുത്തുക
"दिग्दर्शित संपादित करा
 संसर्ग","തിരുത്തുക സംവിധാനം
 പകർച്ച"
संपादित केलेली प्रत,എഡിറ്റുചെയ്ത പകർപ്പ്
संपादन वर्ण संपादन,എഡിറ്റിംഗ് പ്രതീകം
डेटा संपादन,ഡാറ്റ എഡിറ്റുചെയ്യുന്നു
"संपादन
 माहिती","എഡിറ്റിംഗ്
 വിവരം"
संपादन सत्र,എഡിറ്റിംഗ് സെഷൻ
संपादन विधान,എഡിറ്റിംഗ് സ്റ്റേറ്റ്മെന്റ്
संपादन प्रतीक,എഡിറ്റിംഗ് ചിഹ്നം
संस्करण क्रमांक,പതിപ്പ് നമ്പർ
संपादन मोड,മോഡ് എഡിറ്റുചെയ്യുക
संपादक,എഡിറ്റർ
संपादक वैशिष्ट्य,എഡിറ്റർ സവിശേഷത
"संपादक मायक्रो
 संगणक","എഡിറ്റർ മൈക്രോ
 കന്വൂട്ടര്"
संपादक कार्यक्रम,എഡിറ്റർ പ്രോഗ്രാം
टप्पा संपादित करा,ഘട്ടം എഡിറ്റുചെയ്യുക
"शैक्षणिक
तंत्रज्ञान","വിദ്യാഭ്യാസപത്രം
സാങ്കേതികവിദ"
एडुलकोरेट,എഡൽ കോരേറ്റ്
प्रभावी बाइट,ഫലപ്രദമായ ബൈറ്റ്
"प्रभावी डेटा
 हस्तांतरण दर","ഫലപ്രദമായ ഡാറ്റ
 കൈമാറ്റ നിരക്ക്"
"प्रभावी दुहेरी
 शब्द","ഫലപ്രദമായ ഇരട്ട
 വാക്ക്"
प्रभावी अर्धा शब्द,ഫലപ്രദമായ അർദ്ധ-വാക്ക്
"प्रभावी
 सूचना","സഫലമായ
 നിര്ദ്ദേശം"
"प्रभावी ऑपरेंड
 पत्ता","ഫലപ്രദമായ പ്രവർത്തനം
 അഭിസംബോധന ചെയ്യുക"
"प्रभावी
 प्रक्रिया","സഫലമായ
 ഗതി"
प्रभावी वेग,ഫലപ്രദമായ വേഗത
"प्रभावी
 संसर्ग
 वेग","സഫലമായ
 പകർച്ച
 വേഗത"
प्रभावी शब्द,ഫലപ്രദമായ വാക്ക്
"प्रभावी शब्द
 स्थान","ഫലപ്രദമായ വാക്ക്
 സ്ഥാപിക്കല്"
आठ-बिट बाइट,എട്ട് ബിറ്റ് ബൈറ്റ്
"एकतर मार्ग
 संप्रेषण","ഒരു രീതിയിലും
 വാര്ത്താവിനിമയം"
"एकतर मार्ग
 ऑपरेशन","ഒരു രീതിയിലും
 ശസ്തകിയ"
इजेक्ट की,പുറത്തുകടക്കുക
लवचिक बफर,ഇലാസ്റ്റിക് ബഫർ
"विद्युत
 लेखा
 मशीन","വൈദ്യുത
 അക്കൌണ്ടിംഗ്
 യന്തം"
"इलेक्ट्रिकल सर्किट
 विश्लेषण कार्यक्रम","ഇലക്ട്രിക്കൽ സർക്യൂട്ട്
 വിശകലന പരിപാടി"
"इलेक्ट्रिकली
 बदलण्यायोग्य मेमरी","വൈദ്യുതപരമായി
 മാറ്റം വരുത്തുന്നതിന് മെമ്മറി"
"इलेक्ट्रोमॅग्नेटिक
 सुसंगतता","വൈദ്യുതകാഗ്നെറ്റിക്
 അനുയോജ്യത"
"इलेक्ट्रोमॅग्नेटिक
 विलंब वेळ","വൈദ്യുതകാഗ്നെറ്റിക്
 കാലതാമസം"
"इलेक्ट्रोमॅग्नेटिक
 रिले","വൈദ്യുതകാഗ്നെറ്റിക്
 റിലേ ചെയ്യുക"
"इलेक्ट्रोमेकॅनिकल
 प्रभाव मुद्रण","ഇലക്ട്രോമെചാനിക്കൽ
 ഇംപാക്റ്റ് പ്രിന്റിംഗ്"
"इलेक्ट्रोमेकॅनिकल
 प्लॉटर","ഇലക്ട്രോമെചാനിക്കൽ
 പ്ലെറ്റർ"
"इलेक्ट्रोमेकॅनिकल
 स्कॅनिंग","ഇലക്ട്രോമെചാനിക്കൽ
 സ്കാൻ ചെയ്യുന്നു"
"इलेक्ट्रोमेकॅनिकल
 स्विचिंग सिस्टम","ഇലക്ട്രോമെചാനിക്കൽ
 സംവിധാനം സ്വിച്ചുചെയ്യുന്നു"
इलेक्ट्रोमेकॅनिकल टॉय,ഇലക്ട്രോമെചാനിക്കൽ കളിപ്പാട്ടം
"इलेक्ट्रॉन-बीम
 मुद्रित करणे","ഇലക്ട്രോൺ-ബീം
 റെക്കാര്ഡുചെയ്യല്"
"इलेक्ट्रॉनिक
 लेखा
 मशीन","ഇലക്ട്രോണിക്
 അക്കൌണ്ടിംഗ്
 യന്തം"
"इलेक्ट्रॉनिक
 स्वयंचलित
 एक्सचेंज","ഇലക്ട്രോണിക്
 ഓട്ടോമാറ്റിക്
 കൈമാറുക"
"इलेक्ट्रॉनिक
 कॅल्क्युलेटर","ഇലക്ട്രോണിക്
 കണക്കുകൂട്ടല് യന്തം"
"इलेक्ट्रॉनिक रोख
 नोंदणी करा","ഇലക്ട്രോണിക് കാർഡ്
 പട്ടികയുണ്ടാക്കുക"
"इलेक्ट्रॉनिक चार्ट
 वाचक","ഇലക്ട്രോണിക് ചാർട്ട്
 വായനക്കാരൻ"
"इलेक्ट्रॉनिक डेटा
प्रक्रिया","ഇലക്ട്രോണിക് ഡാറ്റ
നടപടി"
"इलेक्ट्रॉनिक डेटा
 प्रक्रिया
 मशीन","ഇലക്ട്രോണിക് ഡാറ്റ
 നടപടി
 യന്തം"
"इलेक्ट्रॉनिक डेटा
 प्रक्रिया
 प्रणाली","ഇലക്ട്രോണിക് ഡാറ്റ
 നടപടി
 ഏര്പ്പാട്"
इलेक्ट्रॉनिक भरणे,ഇലക്ട്രോണിക് പൂരിപ്പിക്കൽ
"इलेक्ट्रॉनिक फंड
 हस्तांतरण प्रणाली","ഇലക്ട്രോണിക് ഫണ്ടുകൾ
 കൈമാറ്റം സിസ്റ്റം"
इलेक्ट्रॉनिक मेलिंग,ഇലക്ട്രോണിക് മെയിലിംഗ്
"इलेक्ट्रॉनिक संदेश
 सेवा","ഇലക്ട്രോണിക് സന്ദേശം
 സേവനം"
"इलेक्ट्रॉनिक संदेश
 प्रणाली","ഇലക്ട്രോണിക് സന്ദേശം
 ഏര്പ്പാട്"
इलेक्ट्रॉनिक प्रिंटर,ഇലക്ട്രോണിക് പ്രിന്റർ
इलेक्ट्रॉनिक स्केल,ഇലക്ട്രോണിക് സ്കെയിലുകൾ
"इलेक्ट्रॉनिक
 सांख्यिकीय
 मशीन","ഇലക്ട്രോണിക്
 സ്ഥിതിവിവരമശാല
 യന്തം"
इलेक्ट्रॉनिक स्विच,ഇലക്ട്രോണിക് സ്വിച്ച്
"इलेक्ट्रॉनिक
 स्विचिंग सिस्टम","ഇലക്ട്രോണിക്
 സംവിധാനം സ്വിച്ചുചെയ്യുന്നു"
"इलेक्ट्रॉनिक
 अनुवादक","ഇലക്ട്രോണിക്
 വിവര്ത്തകന്"
इलेक्ट्रॉनिक शिक्षक,ഇലക്ട്രോണിക് ട്യൂട്ടർ
"इलेक्ट्रोस्टेटिक
 विक्षेप","ഇലക്ട്രോസ്റ്റാറ്റിക്
 വ്യതിചലനം"
"इलेक्ट्रोस्टेटिक
 प्रिंटर","ഇലക്ട്രോസ്റ്റാറ്റിക്
 പ്രിന്റർ"
"इलेक्ट्रोस्टेटिक
 मुद्रण","ഇലക്ട്രോസ്റ്റാറ്റിക്
 അച്ചടി"
"इलेक्ट्रोस्टेटिक
 संचयन","ഇലക്ട്രോസ്റ്റാറ്റിക്
 ശേഖരണം"
घटक,മൂലകം
प्राथमिक आयटम,പ്രാഥമിക ഇനം
"प्राथमिक
 प्रीरेसीव्हर आणि
 विश्लेषक","മൂലകം
 പ്രീറെസെയിവർ
 വിശകലന"
"घटक
 अभिव्यक्ती","മൂലകം
 മുഖഭാവം"
एलिमेंट स्ट्रिंग,മൂലകം സ്ട്രിംഗ്
"एलिमेंट व्हेरिएबल
एलिमिनेशन फॅक्टर","മൂലകം വേരിയബിൾ
എലിമിനേഷൻ ഘടകം"
अन्यथा खंड,അല്ലെങ്കിൽ ക്ലോസ്
अन्यथा क्लॉज नियम,അല്ലെങ്കിൽ ക്ലോസ് വകുപ്പ്
उत्तेजित,ഉക്കോളജിക്കൽ
आपत्कालीन देखभाल,അടിയന്തര പരിപാലനം
"आणीबाणी
 देखभाल
 वेळ","അടിയന്തരാവസ്ഥ
 പരിപാലനം
 കാലം"
"एमिटर जोडले
 तर्कशास्त्र","പുറപ്പെടുവിച്ചു
 തര്ക്കശാസ്തം"
रिक्त माध्यम,ശൂന്യമായ മാധ്യമം
रिक्त स्ट्रिंग,ശൂന്യമായ സ്ട്രിംഗ്
अनुकरण,അനുകലിക്കുക
अनुकरण,അനുകലനം
"एमुलेटर
 पिढी","എമുലേറ്റർ
 തലമുറ"
सक्षम करा,കഴിവുണ്ടാക്കുക
सक्षम,പ്രവർത്തനക്ഷമമുള്ള
सक्षम मॉड्यूल,പ്രവർത്തനക്ഷമമാക്കിയ മൊഡ്യൂൾ
सक्षम पृष्ठ फॉल्ट,പ്രാപ്തമാക്കി പേജ് തെറ്റ്
नाडी सक्षम करा,പൾസ് പ്രവർത്തനക്ഷമമാക്കുക
सिग्नल सक्षम करणे,സിഗ്നൽ പ്രവർത്തനക്ഷമമാക്കുന്നു
एन्किफर,എസിഷർ
एन्किफर्ड डेटा,എമിസെറഡ് ഡാറ്റ
एन्कोड,എൻകോഡ്
एन्कोड पॉईंट,എൻകോഡുചെയ്ത പോയിന്റ്
एन्कोड प्रश्न,എൻകോഡുചെയ്ത ചോദ്യം
एन्कोडर,എൻകോഡർ
कूटबद्धीकरण,എൻക്രിപ്ഷൻ
"आजूबाजूला समाप्त
 कर्ज घ्या","ചുറ്റും അവസാനിക്കുക
 കടംവാങ്ങുക"
एंड एंड कॅरी,ചുറ്റും അവസാനിക്കുക
शिफ्टच्या आसपास समाप्त,ഷിഫ്റ്റിന് ചുറ്റും അവസാനിക്കുക
शेवटचा डेटा प्रतीक,അവസാന ഡാറ്റ ചിഹ്നം
समाप्त विकृती,അവസാനിപ്പിക്കൽ അവസാനിപ്പിക്കുക
शेवटचे साधन,അവസാന ഉപകരണം
शेवटचा चिन्ह,അവസാനം അടയാളപ്പെടുത്തുക
पत्त्याचा शेवट,വിലാസത്തിന്റെ അവസാനം
ब्लॉकचा शेवट,ബ്ലോക്കിന്റെ അവസാനം
"डेटाचा शेवट
 सूचक","ഡാറ്റയുടെ അവസാനം
 സൂചകം"
शेवटचे कार्यालय,അന്തിമ ഓഫീസ്
फाइल लेबलचा शेवट,ഫയൽ ലേബലിന്റെ അവസാനം
फाईल मार्कचा शेवट,ഫയൽ മാർക്കിന്റെ അവസാനം
शेतीचा शेवट,ഫാമിന്റെ അവസാനം
"मध्यम समाप्त
 वर्ण","മീഡിയം അവസാനിക്കുക
 കഥാപാതം"
"संदेशाचा शेवट
 कोड","സന്ദേശത്തിന്റെ അവസാനം
 കോഡ്"
"रेकॉर्डचा शेवट
 शब्द","റെക്കോർഡിന്റെ അവസാനം
 വാക്ക്"
मजकूराचा शेवट,വാചകത്തിന്റെ അവസാനം
"अभियांत्रिकी
 ग्राफिक्स","എഞ്ചിനീയറിംഗ്
 ഗ്രാഫിക്സ്"
"वर्धित
 इंग्रजी","മെച്ചപ്പെടുത്താവുന്ന
 ഭാഷ"
प्रविष्ट करा,പവേശിക്കുക
"प्रविष्ट करा/चौकशी करा
 मोड","നൽകുക / അന്വേഷിക്കുക
 മാതിരി"
की प्रविष्ट करा,കീ നൽകുക
एंटरप्राइझ क्रमांक,എന്റർപ്രൈസ് നമ്പർ
अस्तित्व संकल्पना,എന്റിറ്റി ആശയം
प्रवेश ब्लॉक,എൻട്രി ബ്ലോക്ക്
प्रवेश अट,പ്രവേശന അവസ്ഥ
प्रवेश स्थिर,പ്രവേശന സ്ഥിരത
प्रवेश अभिव्यक्ती,എൻട്രി എക്സ്പ്രഷൻ
प्रविष्टी सूचना,പ്രവേശന നിർദ്ദേശം
प्रवेश नाव,എൻട്രി പേര്
प्रवेश बिंदू,എൻട്രി പോയിന്റ്
प्रवेश भाग,പ്രവേശന ഭാഗം
प्रविष्टी सॉर्टिंग,എൻട്രി സോർട്ടിംഗ്
प्रवेश चिन्ह,പ്രവേശന ചിഹ്നം
प्रवेश वेळ,പ്രവേശന സമയം
प्रविष्टी मूल्य,പ്രവേശന മൂല്യം
प्रविष्टी चल,പ്രവേശന വേരിയബിൾ
"लिफाफा विलंब
 विकृती","എൻവലപ്പ് കാലതാമസം
 വളച്ചൊടിക്കൽ"
वातावरण,പരിസ്ഥിതി
"वातावरण
 वर्णन
 विधान","പരിസ്ഥിതി
 വിവരണം
 പ്രസ്താവന"
"वातावरण
 विभागणी","പരിസ്ഥിതി
 ഡിവിഷൻ"
"वातावरण
 पॉईंटर","പരിസ്ഥിതി
 പോയിന്തം"
एपिलोग,എപിലോഗ്
"EPROM
(मिटण्यायोग्य
 प्रोग्राम करण्यायोग्य
 फक्त वाचा
 मेमरी)","എപ്രോം
(വസ്ത്രധാരണം ചെയ്യാവുന്ന
 പ്രോഗ്രാം ചെയ്യാവുന്ന
 വായിക്കാൻ മാത്രം
 മെമ്മറി)"
"समान नफा
 खोली","തുല്യ നേട്ടം
 സകാരമുറി"
इक्वेलायझर,സമവാക്രം
उपकरणे,സജ്ജീകരണം
उपकरणे शुल्क,ഉപകരണ ചാർജ്
उपकरणे घड्याळ,ഉപകരണ ക്ലോക്ക്
"उपकरणे
 सुसंगतता","സജ്ജീകരണം
 അനുയോജ്യത"
उपकरणे अयशस्वी,ഉപകരണ പരാജയം
उपकरणे बाजू,ഉപകരണങ്ങൾ
समतुल्य,തുലവിവരണം
"समतुल्य
 ऑपरेशन","തുലവിവരണം
 ശസ്തകിയ"
"समतुल्य बायनरी
 अंक घटक","തുല്യ ബൈനറി
 അക്ക ഘടകം"
"समतुल्य चार
 वायर सिस्टम","തുല്യമായ നാല്
 വയർ സിസ്റ്റം"
परिच्छेद,രക്വിവോക്കേഷൻ
"मिटण्यायोग्य
 प्रोग्राम करण्यायोग्य
 फक्त वाचा
 मेमरी","വസാമാക്കാനാവാത്ത
 പ്രോഗ്രാം ചെയ്യാവുന്ന
 വായിക്കാൻ മാത്രം
 സ്മരണം"
मिटण्यायोग्य स्टोरेज,മായ്ക്കാവുന്ന സംഭരണം
मिटवा,തുടച്ചുമാറ്റുക
वर्ण मिटवा,പ്രതീകം മായ്ക്കുക
डोके मिटवा,മധുരം മായ്ക്കുക
एरलांग,എർലാംഗ്
त्रुटी विश्लेषण,പിശക് വിശകലനം
त्रुटी तपासणी,പിശക് പരിശോധന
"त्रुटी दुरुस्त करणे
 कोड","പിശക് ശരിയാക്കുന്നു
 കോഡ്"
त्रुटी सुधारणे,തെറ്റ് തിരുത്തൽ
त्रुटी शोध,പിശക് കണ്ടെത്തൽ
त्रुटी निदान,പിശക് ഡയഗ്നോസ്റ്റിക്സ്
त्रुटी पुन्हा प्रयत्न करा,പിശക് വീണ്ടും ശ്രമിക്കുക
त्रुटी सिग्नल,പിശക് സിഗ്നൽ
त्रुटी कालावधी,പിശക് സ്പാൻ
त्रुटी टेप,പിശക് ടേപ്പ്
एस्केप कॅरेक्टर,ഒഴിവാക്കുക പ്രതീകം
एस्केप कोड,രക്ഷപ്പെടുക
"ई-वेळ (अंमलबजावणी
 वेळ)","ഇ-സമയം (വധശിക്ഷ
 സമയം)"
युलरियन पथ,യൂലെറിയൻ പാത
युलरची पद्धत,ഇലൂറിന്റെ രീതി
अगदी पॅरिटी चेक,പാരിറ്റി പരിശോധന പോലും
कार्यक्रम साखळी,ഇവന്റ് ശൃംഖല
कार्यक्रम पूर्ण,ഇവന്റ് പൂർത്തിയാക്കൽ
"कार्यक्रम नियंत्रण
 ब्लॉक","ഇവന്റ് നിയന്ത്രണം
 ഉപരോധിക്കുക"
कार्यक्रम पोस्टिंग,ഇവന്റ് പോസ്റ്റിംഗ്
कार्यक्रम प्रारंभ,ഇവന്റ് ആരംഭിക്കുന്നു
इव्हेंट व्हेरिएबल,ഇവന്റ് വേരിയബിൾ
क्षमता ओलांडून,ശേഷി കവിയുക
"गेट वगळता
 (= अनन्य किंवा
 गेट)","ഗേറ്റ് ഒഴികെ
 (= എക്സ്ക്ലൂസീവ് അല്ലെങ്കിൽ
 ഗേറ്റ്)"
अपवाद,ഒഴിവാക്കല്
अपवाद त्रुटी,ഒഴിവാക്കൽ പിശക്
अपवाद हाताळणी,ഒഴിവാക്കൽ കൈകാര്യം ചെയ്യൽ
अपवाद संदेश,ഒഴിവാക്കൽ സന്ദേശം
"अपवाद
 अहवाल","ഒഴിവാക്കല്
 റിപ്പോർട്ടുചെയ്യുക"
"ऑपरेशन वगळता
 (= अनन्य किंवा
 ऑपरेशन)","പ്രവർത്തനം ഒഴികെ
 (= എക്സ്ക്ലൂസീവ് അല്ലെങ്കിൽ
 പ്രവർത്തനം)"
"जादा 64 बायनरी
 नोटेशन","അധിക 64 ബൈനറി
 നൃത്തം"
जास्तीत जास्त पन्नास,അധിക അമ്പത്
जादा नोटेशन,അധിക നൊട്ടേഷൻ
जादा तीन कोड,അധിക മൂന്ന് കോഡ്
"एक्सचेंज करण्यायोग्य डिस्क
 संचयन","കൈമാറ്റം ചെയ്യാവുന്ന ഡിസ്ക്
 ശേഖരണം"
विनिमय क्षेत्र,കൈമാറ്റം
"विनिमय क्षेत्र
 सुविधा","കൈമാറ്റം
 സൗകര്യം"
एक्सचेंज बफरिंग,എക്സ്ചേഞ്ച് ബഫറിംഗ്
एक्सचेंज क्लास,എക്സ്ചേഞ്ച് ക്ലാസ്
"एक्सचेंज
 सूचना","കൈമാറുക
 നിര്ദ്ദേശം"
एक्सचेंज मेमरी,മെമ്മറി എക്സ്ചേഞ്ച്
विनिमय सेवा,എക്സ്ചേഞ്ച് സേവനം
विनिमय क्रमवारी,തുറക്കുക
एक्सचेंज सॉर्टिंग,കൈമാറ്റം
"एक्सचेंज-टेस्ट
 स्ट्रिंग","എക്സ്ചേഞ്ച്-ടെസ്റ്റ്
 സ്ട്രിംഗ്"
वगळता,ഒഴിവാക്കല്
बहिष्कार किंवा,ഒഴിവാക്കല്
अनन्य-किंवा,എക്സ്ക്ലൂസീവ്-അല്ലെങ്കിൽ
"अनन्य किंवा
 घटक","എക്സ്ക്ലൂസീവ് അല്ലെങ്കിൽ
 മൂലകം"
