Gujarati,Tamil
બોલ બેરિંગ,பந்து தாங்கி
ગોળાકાર ચુંબક,சுற்று காந்தம்
રાઉન્ડ વીજળી,சுற்று மின்னல்
રિલે ટેલિવિઝન,ரிலே தொலைக்காட்சி
ગલેટ વાલ્વ,குல்லெட் வால்வு
લક્ષ્ય માર્ગ,இலக்கு பாதை
"સ્થિર લોડ, બેલાસ્ટ","நிலையான சுமை, நிலைப்படுத்தல்"
વર્તમાન સ્ટેબિલાઇઝર લેમ્પ,தற்போதைய நிலைப்படுத்தி விளக்கு
"વર્તમાન સ્ટેબિલાઇઝર પ્રતિકાર, બેરેટર","தற்போதைய நிலைப்படுத்தி எதிர்ப்பு, பாரேட்டர்"
સ્ટ્રીમ સ્ટેબિલાઇઝર ટ્યુબ,ஸ்ட்ரீம் நிலைப்படுத்தி குழாய்
"બેલિસ્ટિક, બેલિસ્ટિક","பாலிஸ்டிக், பாலிஸ்டிக்"
બેલિસ્ટિક ચઢાણ,பாலிஸ்டிக் ஏற்றம்
બેલિસ્ટિક શરીર,பாலிஸ்டிக் உடல்
બેલિસ્ટિક કેમેરા,பாலிஸ்டிக் கேமரா
બેલિસ્ટિક ગુણાંક,பாலிஸ்டிக் குணகம்
બેલિસ્ટિક પ્રતિબંધ,பாலிஸ்டிக் கட்டுப்பாடு
બેલિસ્ટિક ઘનતા,பாலிஸ்டிக் அடர்த்தி
બેલિસ્ટિક કાર્યક્ષમતા,பாலிஸ்டிக் திறன்
પ્રોજેક્ટિવ ગુણક,திட்டப் பெருக்கி
"પ્રોજેક્શન ગેલ્વેનોમીટર, ઇન્ટરપોલેશન ગેલ્વેનોમીટર","திட்ட கால்வனோமீட்டர், இடைக்கணிப்பு கால்வனோமீட்டர்"
મિસાઇલ,ஏவுகணை
બેલિસ્ટિક લોલક,பாலிஸ்டிக் ஊசல்
બેલિસ્ટિક સમસ્યા,பாலிஸ்டிக் பிரச்சனை
બેલિસ્ટિક ફેરફાર ગુણક,பாலிஸ்டிக் மாற்றம் பெருக்கி
બેલિસ્ટિક સંવેદનશીલતા,பாலிஸ்டிக் உணர்திறன்
બેલિસ્ટિક પરીક્ષણ,பாலிஸ்டிக் சோதனை
પ્રક્ષેપણ,கணிப்பு
મફત માર્ગ,இலவச பாதை
લોન્ચ વાહન,ஏவுதல் வாகனம்
બેલિસ્ટિક તરંગ,பாலிஸ்டிக் அலை
બેલિસ્ટિક પવન,பாலிஸ்டிக் காற்று
"બેલિસ્ટિક્સ, હથિયાર","பந்துவீச்சு, ஆயுதம்"
"અસ્ત્ર ગરમી, અસ્ત્ર ગરમી","திட்ட வெப்பம், திட்ட வெப்பம்"
બલૂનનો અવાજ,பலூன் ஒலி
બેલોનેટ,வாக்குச்சீட்டு
"બલૂન, બલૂન","பலூன், பலூன்"
બલૂન ફોટોગ્રાફી,பலூன் புகைப்படம்
બલૂન ચિત્રો,பலூன் படங்கள்
બલૂન ટાયર,பலூன் டயர்
"બલૂન-બોર્ન, બલૂન-બોર્ન","பலூன்-பறந்து, பலூன்-பரப்பு"
મતપત્ર,வாக்குச்சீட்டு
બાલ્મર બંધ,பால்மர் இடைநிறுத்தம்
બાલ્મર ફોર્મ્યુલા,பால்மர் சூத்திரம்
બાલ્મર મર્યાદા,பால்மர் வரம்பு
બાલ્મર શ્રેણી,பால்மர் தொடர்
બાલ્મેર પોસ્ટ,பால்மர் பதவி
"SS, બલૂન","எஸ்.எஸ்., பலூன்"
બનાખ બીજગણિત,பனாக் இயற்கணிதம்
બનાના કેરેક્ટર ટ્યુબ,வாழைப்பழ பாத்திரம் குழாய்
બનાના જેક,வாழை பலா
બનાના પ્લગ,வாழை பிளக்
"બેન્ડ, બેન્ડ, બેન્ડ, ટોળું","இசைக்குழு, இசைக்குழு, இசைக்குழு, குழு"
વિસ્ફોટ,குண்டு வெடிப்பு
બેન્ડ બ્રેક,இசைக்குழு முறிவு
બેન્ડ સંકોચન,இசைக்குழு சுருக்கம்
બેન્ડ વળાંક,இசைக்குழு வளைவு
પટ્ટકોર એનર્જી,பட்டகோர் ஆற்றல்
બેન્ડ રીમુવર ફિલ્ટર,பேண்ட் ரிமூவர் வடிகட்டி
બેન્ડ ગેપ,பட்டை இடைவெளியை
બેન્ડ જૂથ,இசைக்குழு குழு
બેન્ડ ટોચ,பேண்ட் டாப்
બેન્ડ મર્યાદિત કાર્ય,பேண்ட் கட்டுப்படுத்தும் செயல்பாடு
બેન્ડ મૂળ,இசைக்குழு அசல்
બેન્ડ પાર્ક એમ્પ્લીફાયર,பேண்ட் பார்க் பெருக்கி
બેન્ડ પાર્ક લાક્ષણિકતાઓ,பேண்ட் பார்க் சிறப்பியல்புகள்
બેન્ડ પર પ્રતિસાદ,இசைக்குழு சம பதில்
બેન્ડ શ્રેણી,இசைக்குழு தொடர்
બેન્ડ કામ,இசைக்குழு வேலை
બેન્ડ ક્રમ,இசைக்குழு வரிசை
બેન્ડ આકાર,இசைக்குழு வடிவம்
બેન્ડ સ્પેક્ટ્રમ,பேண்ட் ஸ்பெக்ட்ரம்
બેન્ડ વિસ્તરણ,இசைக்குழு விரிவாக்கம்
બેન્ડ વિસ્તરણ ટ્યુનિંગ નિયંત્રણ,இசைக்குழு விரிவாக்கம் சரிப்படுத்தும் கட்டுப்பாடு
બેન્ડ રીમુવર ફિલ્ટર,பேண்ட் ரிமூவர் வடிகட்டி
બેન્ડ તાકાત,இசைக்குழு வலிமை
બેન્ડ સ્વીચ,இசைக்குழு சுவிட்ச்
બોર્ડ બોડી,பலகை உடல்
ઘન પદાર્થોનો બોર્ડ સિદ્ધાંત,திடப்பொருட்களின் பலகை கோட்பாடு
બેલ્ટ પ્રકાર,பெல்ட் வகை
બેન્ડ પહોળાઈ,பேண்ட் அகலம்
બેંગ-બેંગ નિયંત્રણ,பேங்-பேங் கட்டுப்பாடு
ધ્વજ મર્યાદિત ચિહ્ન,கொடியை கட்டுப்படுத்தும் அடையாளம்
બોર્ડ મર્યાદિત સિગ્નલ જગ્યા,பலகை வரையறுக்கப்பட்ட சமிக்ஞை இடம்
બેન્ડ પર પ્રતિસાદ,இசைக்குழு சம பதில்
બેન્ડ ગેપ ઊર્જા,பேண்ட் இடைவெளி ஆற்றல்
તરંગ બોર્ડની પહોળાઈ,அலை பலகை அகலம்
"એરે, પૂલ, કિનારો, કિનારો, બેંક","வரிசை, குளம், கடற்கரை, கரை, கரை"
લેમ્પ બીમ,விளக்கு கற்றை
બેંક કોઇલ,வங்கி சுருள்
"થાંભલો, લાકડી, કોબ, સિલી, દાંડ; લાકડી, બાર, બાર, દિવાલ, બાર, રેખા, રેખા, પરીક્ષણ રેખા, ધાર","தூண், தடி, கோப், சில்லி, தண்டு; கம்பி, பட்டை, பட்டை, சுவர், பட்டை, வரி, வரி, சோதனை வரி, விளிம்பு"
લાકડી અને ઉમેરનાર પરીક્ષણ,தடி மற்றும் சேர்ப்பான் சோதனை
સ્ટ્રીપ જનરેટર,துண்டு ஜெனரேட்டர்
બાર ચુંબક,பட்டை காந்தம்
પટ્ટાવાળી ચિત્રમ,பட்டை சித்திரம்
લોલક લોલક,ஊசல்
પેનલ્ટી રિલે,பெனால்டி ரிலே
બાર્ડીન કૂપર શ્રીફર સિદ્ધાંત (બીસીએસ સિદ્ધાંત),பார்டீன் கூப்பர் ஷ்ரிஃபர் கொள்கை (BCS கோட்பாடு)
બાર્ડીન સિદ્ધાંત,பார்டீன் கொள்கை
સ્પષ્ટ વશીકરણ,தெளிவான வசீகரம்
પ્રતિબિંબ વિનાનું રિએક્ટર,பிரதிபலிப்பில்லாத உலை
બેરીટોન ભાષણ,பாரிடோன் பேச்சு
barkhausen અસર,barkhausen விளைவு
barkhausen જમ્પ,barkhausen ஜம்ப்
બાર્લો ચક્ર,பார்லோ சுழற்சி
કોઠાર,கொட்டகை
બાર્નેટ પદ્ધતિ,பார்னெட் முறை
હવાનું દબાણ ફ્યુઝ,காற்று அழுத்தம் உருகி
હવાનું દબાણ ગ્રાફ,காற்று அழுத்த வரைபடம்
"બેરોગ્રાફ, બેરોગ્રાફ","barograph, barograph"
બેરોમીટર,காற்றழுத்தமானி
બેરોમીટર પદ્ધતિ,காற்றழுத்தமானி முறை
બેરોમીટર ટ્યુબ,காற்றழுத்தமானி குழாய்
બેરોમેટ્રિક લાક્ષણિકતાઓ,பாரோமெட்ரிக் பண்புகள்
બેરોમીટર કન્ડેન્સર,காற்றழுத்தமானி மின்தேக்கி
દબાણ સૂત્ર,அழுத்தம் சூத்திரம்
હવાનું દબાણ ઢાળ,காற்று அழுத்தம் சாய்வு
બેરોમેટ્રિક ઊંચાઈ,காற்றழுத்தமான உயரம்
હવાના દબાણનું નિરીક્ષણ,காற்று அழுத்தம் கண்காணிப்பு
દબાણ લોડ,அழுத்தம் சுமை
વાતાવરણ નુ દબાણ,வளிமண்டல அழுத்தம்
હવાનું દબાણ ઢાળ,காற்று அழுத்தம் சாய்வு
હવાનું દબાણ વલણ,காற்று அழுத்த போக்கு
હવાનું દબાણ તરંગ,காற்றழுத்த அலை
વાતાવરણ નુ દબાણ,வளிமண்டல அழுத்தம்
હવાનું દબાણ મોં,காற்று அழுத்தம் வாய்
દબાણ પ્રતિકાર,அழுத்தம் எதிர்ப்பு
બેરોમીટર,காற்றழுத்தமானி
"કર્ષ મંડળ, બેરો મંડળ","கர்ஷ் மண்டல், பாரோ மண்டல்"
દબાણયુક્ત,அழுத்தம் கொடுக்கப்பட்டது
વાયુયુક્ત સ્વીચ,நியூமேடிக் சுவிட்ச்
દબાણનો આઘાત,அழுத்தம் அதிர்ச்சி
ફ્લેશ કનેક્ટર,ஃபிளாஷ் இணைப்பு
તોફાન જોડાણ,புயல் இணைப்பு
બાર સર્પાકાર,பட்டை சுழல்
બેરલ સ્પ્રે,பீப்பாய் தெளிப்பு
બેરેટર,பார்ப்பனர்
બેરેટ ઇમ્પ્લાન્ટેશન,பாரெட் உள்வைப்பு
"અવરોધ, અવરોધ, પરમાણુ અવરોધ, પટલ","தடை, தடை, அணு தடை, சவ்வு"
અવરોધ ઊર્જા,தடை ஆற்றல்
અવરોધ ઝોન,தடை மண்டலம்
અવરોધની ઊંચાઈ,தடையின் உயரம்
અવરોધ સ્તર,தடை நிலை
અવરોધ સ્તરની ક્ષમતા,தடை நிலை கொள்ளளவு
અવરોધ સ્તર કોષ,தடை நிலை செல்
બાર્ટલેટ ફોર્સ,பார்ட்லெட் படை
બેરિયન,பேரியன்
બેરીઓન-ચર્ચ,பேரியன்-தேவாலயம்
બેરીઓન નંબર,பேரியன் எண்
બેરીઓન રેઝોનન્સ,பேரியன் அதிர்வு
બેરિયમ અણુ અણુ,பேரியம் அணு அணு
ગુરુમંડળ,குருமண்டலம்
"આધાર ગ્રામ-પરમાણુ, આધાર છછુંદર","அடிப்படை கிராம்-மூலக்கூறு, அடிப்படை மோல்"
ભોંય તળીયુ,தரைத்தளம்
સૂચના સરનામું,அறிவுறுத்தல் முகவரி
આધાર બેન્ડ,அடிப்படை இசைக்குழு
આધાર દંડ,அடிப்படை தண்டனை
નીચે ઉતારવું,கீழே வெட்டுதல்
આધાર કલેક્ટર સંમેલન,அடிப்படை சேகரிப்பாளர் மாநாடு
આધાર શંકય,ஆதார் சங்கே
આધાર ફેરફાર,அடிப்படை மாற்றம்
આધાર ટ્રેક્શન,அடிப்படை இழுவை
આધાર ઇલેક્ટ્રોડ,அடிப்படை மின்முனை
આધાર વિનિમય,அடிப்படை பரிமாற்றம்
"આધાર વિનિમય ક્ષમતા, આધાર વિનિમય ક્ષમતા","அடிப்படை பரிமாற்ற திறன், அடிப்படை பரிமாற்ற திறன்"
આધાર ફિલ્મ,அடிப்படை படம்
મુખ્ય ટીમ,முக்கிய குழு
આધાર શક્તિ,அடிப்படை வலிமை
આધાર-ઊંચાઈ ગુણોત્તર,அடிப்படை உயர விகிதம்
ઇન્સ્યુલેટીંગ આધાર,காப்பு அடிப்படை
"આધારરેખા, સૂચના રેખા","அடிப்படை, அறிவுறுத்தல் வரி"
આધારરેખા મૂલ્ય,அடிப்படை மதிப்பு
"નોનમેટલ, બેઝ મેટલ","உலோகம் அல்லாத, அடிப்படை உலோகம்"
આધાર મોડ્યુલેશન,அடிப்படை பண்பேற்றம்
આધાર નંબર,ஆதார் எண்
આધાર વિસ્તાર,அடிப்படை பகுதி
આધાર પ્રતિકાર,அடிப்படை எதிர்ப்பு
આધાર રિંગ,அடிப்படை வளையம்
બેઝ એક્સ્ટેંશન પ્રતિકાર,அடிப்படை நீட்டிப்பு எதிர்ப்பு
આધાર ટર્મિનલ,அடிப்படை முனையம்
આધાર ટ્રાન્સમિશન ગુણાંક,அடிப்படை பரிமாற்ற குணகம்
આધાર વોલ્ટેજ,அடிப்படை மின்னழுத்தம்
આંતરિક આધાર,உள் அடிப்படை
બેઝલાઇન સર્કિટ,அடிப்படை சுற்று
બેઝ-લોડેડ એન્ટેના,அடிப்படை ஏற்றப்பட்ட ஆண்டெனா
બાહ્ય આધાર,வெளிப்புற அடித்தளம்
બેઝ સ્ટોક સિસ્ટમ,அடிப்படை-பங்கு அமைப்பு
પાયાની,அடிப்படை
મૂળભૂત આવર્તન,அடிப்படை அதிர்வெண்
મૂળભૂત મેટલ રેક્ટિફાયર,அடிப்படை உலோக திருத்தி
મૂળભૂત ફોટોગ્રાફી સિદ્ધાંતો,அடிப்படை புகைப்படக் கோட்பாடுகள்
સૌથી નીચો પુનરાવર્તન દર,குறைந்த மறுநிகழ்வு விகிதம்
ઈન્ફ્રાસ્ટ્રક્ચર,உள்கட்டமைப்பு
આધાર તરંગની ઘટના,அடிப்படை அலை நிகழ்வு
પાયો,அடித்தளம்
પરમાણુ આધાર,அணு தளம்
ટોપલી કોઇલ,கூடை சுருள்
ક્રેનબેરી કેપ,குருதிநெல்லி தொப்பி
"બૈસ દંડ, મન્દ્રા દંડ","பைஸ் தண்ட், மந்த்ரா தண்ட்"
"મંડ્રા વધારો, બાસ વધારો","மந்த்ரா அதிகரிப்பு, பாஸ் அதிகரிப்பு"
બાસ ક્લેરનેટ,பாஸ் கிளாரினெட்
"Basclef, F clef","பாஸ்க்லெஃப், எஃப் கிளெஃப்"
બાસ વળતર,பாஸ் இழப்பீடு
બાસ નિયંત્રક,பாஸ் கட்டுப்படுத்தி
"મન્દ્રા મોડિફાયર, બાસ મોડિફાયર","மந்த்ரா மாற்றி, பாஸ் மாற்றி"
"રિફ્લેક્ટર ફિલ્ટર, બાસ રિફ્લેક્ટર ફિલ્ટર","பிரதிபலிப்பான் வடிகட்டி, பாஸ் பிரதிபலிப்பான் வடிகட்டி"
"બાસ ડ્રમ, મોટા ડ્રમ","பேஸ் டிரம், பெரிய டிரம்"
"મન્દ્રા વાંસળી, બાસ વાંસળી","மந்த்ரா புல்லாங்குழல், பாஸ் புல்லாங்குழல்"
"મંદાર સ્વર લાઉડસ્પીકર, ઓફર","மாந்தர் ஸ்வர் ஒலிபெருக்கி, ஊஃபர்"
"મંદાર સ્વરા રીફ્લેક્સ, બાસ રીફ્લેક્સ","மாந்தர் ஸ்வரா ரிஃப்ளெக்ஸ், பாஸ் ரிஃப்ளெக்ஸ்"
બેસ રિવર્સિબલ રેઝિસ્ટર,அடிப்படை மீளக்கூடிய மின்தடை
"બાસ પ્રતિભાવ, ચંદ્ર પ્રતિભાવ","பாஸ் பதில், சந்திரன் பதில்"
મન્દ્રા દરવાજો,மந்த்ரா கதவு
બાસ ટ્યૂબા,பாஸ் டூபா
ધ્વનિ ટ્યુનિંગ,ஒலி சரிப்படுத்தும்
"બાઈસ, મંદરસવર","பைஸ், மந்த்ரஸ்வர்"
મંદસ્વર બેરીટોન,mandraswar பாரிடோன்
"મન્દ્રા કમ્પેન્સેટરી, બાઈસ કોમ્પેન્સેટરી","மந்த்ரா இழப்பீடு, பைஸ் இழப்பீடு"
"બસલ, મન્દ્રા","பாசல், மந்த்ரா"
"ગાન ફીડર, બેચ ફીડર","Gan Feeder, Batch Feeder"
"ગણતરી, ટીમ રચના","கணக்கீடு, குழு அமைப்பு"
શીટ-બંધનકર્તા,தாள்-பிணைப்பு
"કુંડ, કુંડ, હીટર, હીટિંગ પોટ, સ્નાન","தொட்டி, தொட்டி, ஹீட்டர், வெப்பமூட்டும் பானை, குளியல்"
વર્ણહીન,வண்ணமயமான
"ક્રોડોસ્ફિયર, બાથિસ્ફિયર","குரோடோஸ்பியர், பாத்திஸ்பியர்"
"બાથિથર્મોગ્રાફ, ડીપ થર્મોમીટર","குளியல் தெர்மோகிராஃப், ஆழமான வெப்பமானி"
પીક-એ-બૂ સિસ્ટમ,peek-a-boo அமைப்பு
બાજુની બેટરીઓ,பக்க பேட்டரிகள்
ગ્રેડ કરેલી બેટરી,தரப்படுத்தப்பட்ட பேட்டரிகள்
બેટરી,மின்கலம்
બેટરી ચાર્જર,மின்கலம் மின்னூட்டல்
બેટરી ઇલેક્ટ્રોલાઇટ,பேட்டரி எலக்ட்ரோலைட்
બેટરી ગેજ,பேட்டரி அளவு
બેટરી સંચાલિત હેડફોન,பேட்டரி மூலம் இயங்கும் ஹெட்ஃபோன்கள்
યુદ્ધભૂમિ સર્વેલન્સ રડાર,போர்க்கள கண்காணிப்பு ரேடார்
પીછા એન્ટેના,இறகு ஆண்டெனா
બૉડ,பாட்
બોડો કોડ,போடோ குறியீடு
"એરે, ચેમ્બર, ખાડી, સમુદ્ર","வரிசை, அறை, விரிகுடா, கடல்"
બેયોનેટ સોકેટ,பயோனெட் சாக்கெட்
દીવાદાંડી,கலங்கரை விளக்கம்
બીકન પાથ,கலங்கரை விளக்க பாதை
બીકન લાઇટ,கலங்கரை விளக்கு
બીકન પ્રસ્તુતિ,கலங்கரை விளக்க விளக்கக்காட்சி
"બીકન-બ્લડ, બીકન રેડ","கலங்கரை விளக்கம்-இரத்தம், கலங்கரை விளக்கம் சிவப்பு"
બીકન હાઇજેકિંગ,கலங்கரை விளக்கக் கடத்தல்
બીકન ટ્રાન્સપોન્ડર,கலங்கரை விளக்க டிரான்ஸ்பாண்டர்
"મણિકા, બીડ","மாணிக்கா, பீட்"
મણિકા થર્મિસ્ટર,மாணிக்க தெர்மிஸ்டர்
"બીમ, બીમ, બીમ, ટ્રમ્પ","பீம், பீம், பீம்"
કણ બીમ,துகள் கற்றை
બીમ એરિયલ,பீம் வான்வழி
"બીમ સંરેખણ, કેમેરા સંરેખણ","பீம் சீரமைப்பு, கேமரா சீரமைப்பு"
બીમ કોણ,கற்றை கோணம்
"બીમ પ્રતિકાર, બીમ પ્રતિકાર","பீம் எதிர்ப்பு, பீம் எதிர்ப்பு"
બીમ એટેન્યુએટર,பீம் அட்டென்யூட்டர்
દંડાત્મક વલણ,தண்டனை-வளைந்த
બીમ ફ્લેક્સર,பீம் நெகிழ்வு
બીમ બેન્ડિંગ,பீம் வளைவு
"બેરોમીટર, બીમ હોકાયંત્ર",கற்றை திசைகாட்டி
બીમ કન્વર્જન્સ,கற்றை ஒருங்கிணைப்பு
બીમ કપ્લીંગ,கற்றை இணைப்பு
બીમ કપ્લીંગ,கற்றை இணைப்பு
બીમ સ્ટ્રીમ,பீம் ஸ்ட்ரீம்
બાર વક્રતા,பட்டை வளைவு
બીમ ટ્યુબ,பீம் குழாய்
બીમ વિચલન,கற்றை வேறுபாடு
બીમ છિદ્ર,கற்றை துளை
બીમ અવબાધ,கற்றை மின்மறுப்பு
બીમ પોઇન્ટર,கற்றை சுட்டிக்காட்டி
બીમ જીટર,பீம் நடுக்கம்
દાણાદાર ઓસિલેશન,சிறுமணி அலைவுகள்
દંડની પદ્ધતિ,தண்டனை வழிமுறை
બીમ મોડ્યુલેશન,கற்றை பண்பேற்றம்
બીમ તરંગ,கற்றை அலை
દંડ તોલવું,அபராதம் எடை
અણુ બીમ,அணுக் கற்றை
બીમ છબી,கற்றை படம்
બીમ પ્લાઝ્મા એમ્પ્લીફાયર,பீம் பிளாஸ்மா பெருக்கி
બીમ પાવર ટ્યુબ,பீம் சக்தி குழாய்
બીમ અસ્ત્ર,பீம் எறிபொருள்
ચડતા બીમ,கற்றை ஏறும்
બીમ દિશા,கற்றை திசை
બીમ ચઢાણ,கற்றை ஏற்றம்
બીમ વિભાજક,கற்றை பிரிப்பான்
બીમ સિગ્નલ,பீம் சிக்னல்
બીમ સ્પ્લિટર અને કોઓર્ડિનેટર,பீம் பிரிப்பான் மற்றும் ஒருங்கிணைப்பாளர்
બીમ વિભાજન સિસ્ટમ,பீம் பிளவு அமைப்பு
બીમ વિભાજન,கற்றை பிளவு
બીમ વિસ્તરણ,கற்றை விரிவாக்கம்
બીમ સ્વિચિંગ,பீம் மாறுதல்
બીમ સ્વિચિંગ કન્વર્ટર,பீம் மாறுதல் மாற்றி
બીમ પારસ્પરિકતા,கற்றை பரஸ்பரம்
બીમ ટ્રાન્સમિશન,கற்றை பரிமாற்றம்
બીમ ટ્રેપ,கற்றை பொறி
બીમ ઇલેક્ટ્રોન ટ્યુબ,பீம் எலக்ட்ரான் குழாய்
"બીમ વોલ્ટેજ, પ્રવેગક વોલ્ટેજ","பீம் மின்னழுத்தம், முடுக்கம் மின்னழுத்தம்"
"બીમ વેવગાઈડ, બીમ વેવગાઈડ","பீம் அலை வழிகாட்டி, பீம் அலை வழிகாட்டி"
બીમ એક્સ્ટેંશન ભૂલ,பீம் நீட்டிப்பு பிழை
"બીમ કોણ, બાકોરું કોણ, શિરોબિંદુ કોણ","பீம் கோணம், துளை கோணம், உச்சி கோணம்"
બાર કૉલમ,பட்டை நெடுவரிசை
"decman, decagon બેરિંગ","decman, decagon தாங்கி"
"બેરિંગ સૂચનાઓ, ડેકમેન સૂચનાઓ","தாங்கி வழிமுறைகள், Decman வழிமுறைகள்"
"ડેકમેન વિચલન સૂચક, બેરિંગ વિચલન સૂચક","டெக்மேன் விலகல் காட்டி, தாங்கும் விலகல் காட்டி"
કોણ પોટેંશિયોમીટર,கோண பொட்டென்டோமீட்டர்
"બેરિંગ રિઝોલ્યુશન, ડેકમેન રિઝોલ્યુશન","தாங்கி தீர்மானம், Decman தீர்மானம்"
ડાયગોનલ ટ્રાન્સમિશન યુનિટ,மூலைவிட்ட பரிமாற்ற அலகு
"ડોલ, વિસ્પંડ","டோல், விஸ்பாண்ட்"
હરાવ્યું આવર્તન,துடிப்பு அதிர்வெண்
બીટ ફ્રીક્વન્સી ઓસિલેટર,அடிக்க அதிர்வெண் ஆஸிலேட்டர்
બીટ-ફ્રિકવન્સી ઓસિલેટર સિસ્ટમ,துடிப்பு-அதிர்வெண் ஆஸிலேட்டர் அமைப்பு
બીટ-ફ્રિકવન્સી ઘટક,துடிப்பு-அதிர்வெண் கூறு
આઘાત ચળવળ,அதிர்ச்சி இயக்கம்
વાઇબ્રેટિંગ અવાજ,அதிரும் குரல்
વાઇબ્રેટિંગ ટોન ડિટેક્ટર,அதிர்வு தொனி கண்டறிதல்
"પલ્સેશન રિસેપ્શન, હેટરોડિન રિસેપ્શન","துடிப்பு வரவேற்பு, ஹீட்டோரோடைன் வரவேற்பு"
વ્હીસ્પર-ટોન,கிசுகிசு-தொனி
ધબકતી તરંગ,துடிக்கும் அலை
હતાશાજનક,மனச்சோர்வு
ડી-પલ્સેશન ઇન્સ્ટ્રુમેન્ટેશન,டி-பல்சேஷன் கருவி
"ધબકવું, ધબકવું","துடித்தல், துடித்தல்"
વાઇબ્રેટિંગ ઓસિલેટર,அதிர்வு ஆஸிலேட்டர்
આઘાત રીડ,அதிர்ச்சி நாணல்
ચાહક બીમ,விசிறி கற்றை
બેકરેલ રે,பெக்கரல் கதிர்
બેકરેલ અસર,பெக்கரல் விளைவு
બેકરેલ (કિરણોત્સર્ગીતાનું એકમ),பெக்கரல் (கதிரியக்க அலகு)
બીપ,பீப் ஒலி
બીપર,பீப்பர்
રફ વોકલ્સ,கரடுமுரடான குரல்கள்
Beavers Lipson સ્ટ્રીપ,பீவர்ஸ் லிப்சன் ஸ்ட்ரிப்
બિલ્બી સ્તર,பில்பி நிலை
બેલ,மணி
બેલિનોગ્રામ,பெல்லினோகிராம்
ઘંટડી વળાંક,மணி வளைவு
ઘંટડી બરણી,மணி ஜாடி
બેલ બટન,மணி பொத்தான்
ઘંટડી વળાંક,மணி வளைவு
કલાકગ્લાસ વિતરણ,மணிநேர கண்ணாடி விநியோகம்
ઘંટડી ઘડિયાળ,மணி கடிகாரம்
બેલો,பெல்லோஸ்
સ્ટ્રીપ સ્કેનર,துண்டு ஸ்கேனர்
પટ્ટા તણાવ,பட்டா பதற்றம்
બનાખ અંતર,பனாக் தூரம்
"બેંચ, વેદિકા, બેંચ","பெஞ்ச், வேதிகா, பெஞ்ச்"
બેન્ચ-ભૂલ,பெஞ்ச்-பிழை
બેન્ચ ફોટોમીટર,பெஞ்ச் போட்டோமீட்டர்
"વાળવું, નાસી જવું (ઇડી.), વળવું (વેર.)","வளைவு, பங்க் (பதிப்பு), திரும்ப (ver.)"
બેન્ડિંગ તત્વ,வளைக்கும் உறுப்பு
બેન્ડિંગ ટ્રાન્સડ્યુસર,வளைக்கும் மின்மாற்றி
બેંકન,வங்கியாளர்
બેન્ડિંગ એનર્જી,வளைக்கும் ஆற்றல்
બેન્ડિંગ આવર્તન,வளைக்கும் அதிர்வெண்
બેંકન ખાતરી કરો,வங்கி நிச்சயமாக
વળાંકની ક્ષણ,வளைக்கும் தருணம்
લેન્સ બેન્ડિંગ,லென்ஸ் வளைவு
બેન્ડિંગ તાકાત,வளைக்கும் வலிமை
બેંકન પીટબલ,வங்கி ptbal
બેન્ડિંગ ટેસ્ટ,வளைக்கும் சோதனை
બેન્ડિંગ ટોર્ક,வளைக்கும் முறுக்கு
બેન્ડિંગ કંપન,வளைக்கும் அதிர்வு
બેન્ડિંગ તરંગ,வளைக்கும் அலை
બેનિટો,பெனிட்டோ
ફોલ્ડ પેનલ્ટી,மடிந்த தண்டனை
"ફોલ્ડ ફરકાવવું, વળેલું ફરકવું","மடிந்த ஏற்றம், வளைந்த ஏற்றம்"
બોન્ડ બોન્ડ,பத்திர பத்திரம்
બર્કેલિયમ,பெர்கெலியம்
બાર્મન ઘનતા તોલનાર,barman அடர்த்தி எடையாளர்
બર્નલ ચાર્ટ,பெர்னல் விளக்கப்படம்
બર્નૌલીનું પ્રમેય,பெர்னோலியின் தேற்றம்
બર્નોલી-સમીકરણ,பெர்னோலி-சமன்பாடு
મૂળભૂત સમીકરણ,அடிப்படை சமன்பாடு
મૂળભૂત કાર્ય,அடிப்படை-செயல்பாடு
મૂળભૂત વિવિધતા,அடிப்படை மாறுபாடு
શ્રેષ્ઠ સંલગ્નતા,சிறந்த ஒட்டுதல்
શ્રેષ્ઠ સંલગ્નતા રેખા,சிறந்த ஒட்டுதல் வரி
બીટા (B) (ટ્રાન્ઝિસ્ટર),பீட்டா (பி) (டிரான்சிஸ்டர்)
બીટા ટર્મિનલ આવર્તન,பீட்டா முனைய அதிர்வெண்
બીટા સડો,பீட்டா சிதைவு
બીટા-વિસર્જન,பீட்டா கலைப்பு
બીટા વિયોજન ઊર્જા,பீட்டா விலகல் ஆற்றல்
બીટા વિતરણ,பீட்டா விநியோகம்
બીટા ઉત્સર્જક,பீட்டா உமிழ்ப்பான்
"બીટા-ફંક્શન, બીટા-ફંક્શન","பீட்டா செயல்பாடு, பீட்டா செயல்பாடு"
બીટા-કણ,பீட்டா-துகள்
બીટા-કિરણો,பீட்டா கதிர்கள்
બીટા-રે સ્પેક્ટ્રોમીટર,பீட்டா-கதிர் ஸ்பெக்ட்ரோமீட்டர்
બીટા-રે સ્પેક્ટ્રમ,பீட்டா கதிர் ஸ்பெக்ட்ரம்
બીટા-સંવેદનશીલ પ્રવાહી મિશ્રણ,பீட்டா-உணர்திறன் குழம்பு
