Hindi,Telugu
"किसान, कृषक",రైతు
"कृषि, खेती",వ్యవసాయం
संपट्टन,ఫాసియేషన్
बहुप्रजनन,మలం
किण्वन,కిణ్వ ప్రక్రియ
उर्वरता,సంతానోత్పత్తి
उर्वरक,ఎరువులు
उर्वरक उपयोग दक्षता,ఎరువుల వినియోగ సామర్థ్యం
रेशेदार,ఫైబరస్
"खेत, क्षेत्र, स्थान",ఫీల్డ్
मृदा जलधारिता,క్షేత్ర సామర్థ్యం
प्रक्षेत्र प्रदर्शन,క్షేత్ర ప్రదర్శన
"स्थिरीकरण, यौगिकीकरण, निर्धारण",స్థిరీకరణ
"आप्लावन, अधिसिंचन",వరదలు
प्रवाह आरेख,ప్రవాహ రేఖ చిత్రం
खाद्य मान,ఆహార విలువ
चारा,మేట
पूर्वानुमान,అంచనా
वन,అటవీ
वनरोपण,అటవీప్రాంతం
"ताड़पर्ण, प्रपर्ण",ఫ్రాండ్
तुषार रोधी,ఫ్రాస్ట్ రెసిస్టెంట్
"पाला, तुषार",ఫ్రాస్ట్
"हिमशीतित, हिमीकृत",స్తంభింపచేసిన (పండు & కూరగాయలు)
फलन,ఫలితం
"फल पातन, फल का झड़ना",ఫ్రూట్ డ్రాప్
फल बनना,పండు-సెట్ (పండ్ల అమరిక)
"धूमन, धूम देना",ధూమపానం
कवकनाशी,శిలీంద్ర సంహారిణి
कवकरोधी,శిలీంధ్ర
कवक,ఫంగస్
"खूड़, सीता",ఫ్యూరో
"संलयन, संगलन",ఫ్యూజన్
रूआं,ఫజ్
रोएंदार,మసక
सौंफ,"ఫెన్నెల్, సోంపు"
मेथी,FENUGREEK
अंजीर,అత్తి
कंगनी,ఫింగర్ మిల్లెట్
दावी,ఫైర్-ఫ్లేమ్ బుష్
पलाश,అటవీ జ్వాల
फ्रेंच बीन,ఫ్రెంచ్ బీన్
पिस्सू,ఫ్లీ
लोमड़ी,ఫాక్స్
फल मक्खी,ఫ్రూట్ ఫ్లై
"वृक्ष व्रण, पिटिका",పిత్తాశయం
"युग्मक, गैमीट",గామేట్
"उद्यान, बाग",తోట
"पनसाल, जलमापी",గేజ్ (నీరు)
जीन संग्रह,జీన్ బ్యాంక్
जीन टैगन,జన్యు ట్యాగింగ్
वंशावली विज्ञान,జన్యుశాస్త్రం
जीन मानचित्र,జన్యు పటం
आनुवंशिकी,జన్యుశాస్త్రం
"जीनोम, संजीन",జన్యువు
संजीनी संग्रह,జెనోమిక్ లైబ్రరీ
जीनोमिक्स,జెనోమిక్స్
जीनप्ररूपी,జన్యురూపం
"जीनी संरचना, जीन प्ररूप",జన్యురూపం
वंश,జాతి
"जीनस, वंश",జాతి
"रोगाणु, जर्म",జెర్మ్
रोगाणुनाशी,జెర్మిసైడ్
अंकुरण,అంకురోత్పత్తి
"जननद्रव्य, जर्मप्लाज्म",జెర్మ్ప్లాజమ్
जिबरेलिक अम्ल,గిబ్బెరెల్లిక్ ఆమ్లం
ओटना,జిన్నింగ్
तुष,గ్లూమ్
"लसदार, ग्लूटिनी",గ్లూటినస్
ग्लाइकोलिसिस,గ్లైకోలిసిస్
"नाइस, शैल",గ్నిస్
स्वर्णिम क्रांति,గోల్డెన్ రివల్యూషన్
"श्रेणीकरण, वर्गीकरण, स्तरीकरण",గ్రేడింగ్
"कलमबंद पादप, कलमी पौधा",అంటు వేసిన మొక్క
कलम असंगत,అంటుకట్టుట-అపజయం
ग्रैना,గ్రన్నా
कणिकायन,గ్రాన్యులేషన్
हरी खाद,ఆకుపచ్చ ఎరువు
हरित क्रांति,హరిత విప్లవం
वृद्धि और परिवर्धन,పెరుగుదల మరియు అభివృద్ధి
"गोंद रोग, गोंदार्ति",గుమ్మోసిస్
भिन्नस्थ - उभयस्त्रीलिंगी,గైనోడియోసియస్
माजूफल,పిత్తాశయ గింజ
लहसुन,వెల్లుల్లి
जरबेरा,గెర్బెరా
घरकिन,గెర్కిన్
अदरक,అల్లం
ग्लेडियोलस,గ్లాడియోలస్
महकुवा,మేక కలుపు (అగెరాటమ్)
"ग्रेप फ्रूट, चकोतरा",ద్రాక్షపండు
अंगूर,ద్రాక్ష
मूंग,ఆకుపచ్చ గ్రామ్
भीमल,గ్రెవియా
मूंगफली,వేరుశనగ
अमरूद,గువా
गिनी घास,గినియా గడ్డి
पीटिका कीट,పిత్తాశయ మిడ్జ్
टिड्ड़ा,గడ్డి హాప్పర్
गंधी कीट,గుండీ బగ్
"प्रकृति, स्वभाव, रूपगुण, स्वरूप",అలవాటు
"ओला, करकापात, करका",వడగళ్ళు
रोमिलवैच,హెయిరీ వెచ్
लवणमृदोद्भिद्,హలోఫైట్
हैरो,హారో
"तुड़ाई सूचकांक, कटाई सूचकांक",హార్వెస్ట్ ఇండెక్స్
"कटाई, कटी फसल, तैयार फसल, उपज",హార్వెస్ట్
"तोड़ना, कटाई, तुड़ाई",హార్వెస్టింగ్
"अंडे से निकलना, अंडा सेना",హాచ్
सूखी घास,హే
सूखा चारा,హేలేజ్
गंजी,హేస్టాక్
धुंध,పొగమంచు
धुंधता,మబ్బుగా
"बाली, सिट्टा, मुंडक, शीर्ष, सिर, सिरा",తల (అగ్రో)
सिरा (नाली का),తల (ఛానెల్ యొక్క)
शीर्ष छंटाई,వెనుకకు వెళుతుంది
बाड़,హెడ్జ్
अधिरक्षण,హెడ్జింగ్
कुंडलिनी,హెలిక్స్
हेमैटाइट,హెమటైట్
"शाक, बूटी",హెర్బ్
"वनस्पति संग्रह, वनस्पति संग्रहालय",హెర్బేరియం
शाकनाशी,హెర్బిసైడ్
आनुवंशिकता,వంశపారంపర్యత
वंशागतित्व,మతవిశ్వాశాల
उभयलिंगी,హెర్మాఫ్రోడైట్
विषमवर्णी,హెటెరోక్రోమటిక్
विषम-निषेचन,హెటెరోఫెర్టిలైజేషన్
"संकरओज, हेटेरोसिस",హెటెరోసిస్
लिंगक्रोमोसोम,హెటెరోసోమ్
परपोषित,హెటెరోట్రోఫ్
षड्गुणित,హెక్సాప్లాయిడ్
शीत निष्क्रियता,హైబర్నేట్
उच्च सघनता रोपण,అధిక సాంద్రతగల నాటడం
"पिंडलक, हिल (धान)",కొండ (బియ్యం)
आयतचित्र,హిస్టోగ్రాం
उच्च तकनीकी औद्यानिकी,హిటెక్ హార్టికల్చర్
"करंड, छत्ता",అందులో నివశించే తేనెటీగలు
"गुड़ाई, गोड़ना",హూయింగ్
जोत,పట్టుకొని
निजी फार्म,హోమ్ ఫామ్
समस्थिति,హోమియోస్టాసిస్
वासभूमि,హోమ్‌స్టెడ్
समांगता,సజాతీయత
"सजातीय, समांगी",సజాతీయ
समधर्मी,హోమోలోగస్
समयुग्मज,హోమోజైగోట్
"खुरलिका, खाद्यधानी, हापर",హాప్పర్
"संस्तर, क्षितिज",హోరిజోన్
औद्यानिक फसलें,ఉద్యాన పంటలు
"उद्यान विज्ञान, बागवानी, उद्यान कृषि, औद्यानिकी",హార్టికల్చర్
उद्यान वानिक पशुपाल्य खेती,హోర్టి-సిల్వి పాస్టోరల్ ఫార్మింగ్
परपोषी,హోస్ట్
तप्त जलोपचार,వేడి నీటి చికిత్స
"हल, छिलका",హల్
आर्द्रता,తేమ
हयूमस,హ్యూమస్
भूसी,హస్క్
छिलका निकालने वाली मशीन,హస్కర్
छिलका उतारना,హస్కింగ్
संकर,హైబ్రిడ్
संकरण,హైబ్రిడైజేషన్
"जलयोजन, जलीयन",ఆర్ద్రీకరణ
जल विज्ञान,హైడ్రాలజీ
जल अपघटन,జలవిశ్లేషణ
"द्रवघनत्व मापी, हाइड्रोमीटर",హైడ్రోమీటర్
जल परागित,హైడ్రోఫిలస్
जल संवर्धन,హైడ్రోపోనిక్స్
जल मंडल,హైడ్రోస్పియర్
आर्द्रता-ग्राहयता,జలవిద్యుత్
परात्पराजीवी,హైపర్‌పారాసైట్
अतिवृद्धि,హైపర్‌ప్లాసియా
"कवक तंतु, हाइफा",హైఫా
बीजपत्राधार,హైపోకోటైల్
परिकल्पना,పరికల్పన
शैथिल्य (जल),గర్భసంచి
"हेजल नट, अखरोट का फल",హాజెల్ గింజ
भांग,జనపనార
खुरासानी अजवाईन,హెన్‌బేన్
मेंहदी,హెన్నా
गुड़हल,మందార
होप,హాప్
कुल्थी,ఉలవలు
कवांच,గుర్రం-కంటి-బీన్
मधुमक्खी,తేనెటీగ
फुदका,హాప్పర్
उद्यानविद्,హార్టికల్చర్
जल विज्ञानी,హైడ్రాలజిస్ట్
स्व स्थाने कलम-बंधन,సిటు అంటుకట్టుటలో
पात्रे,విట్రోలో
जीवे,వివో లో
अविवेकपूर्ण,విచక్షణారహితం
कीट,పురుగు
कीट पीड़क,పురుగుల తెగులు
कीटालय,పురుగు
कीटनाशी,పురుగుమందు
कीटाहारी,పురుగుమందు
"सूर्यतापन, आतपन",ఇన్సోలేషన్
अविलेय,కరగని
"इन्स्टार (कीट), अंतरानिर्मोकीय अवस्था",నాడులు
रोधी,ఇన్సులేటర్
समेकित रोग प्रबंधन,ఇంటిగ్రేటెడ్ డిసీజ్ మేనేజ్‌మెంట్
समेकित पोषक-तत्व प्रबंधन,ఇంటిగ్రేటెడ్ పోషక నిర్వహణ
समेकित पीड़क प्रबंधन,ఇంటిగ్రేటెడ్ పెస్ట్ మేనేజ్‌మెంట్
"सघनता, गहनता",తీవ్రత
"गहन, सघन",ఇంటెన్సివ్
"बीच की फसल, अंतराफसल",ఇంటర్‌క్రాప్
"अंतः सस्य कर्षण, निराई, गुड़ाई",(పరస్పర కల్చే
ब्याज,వడ్డీ
"पर्व, पोरी",ఇంటర్నోడ్
अंतरा प्रावस्था (कोशिका विभाजन),కణ విభజన
अंतर्वेशन,ఇంటర్‌పోలేషన్
अंतर्बंध्य,ఇంటర్-స్టెరైల్
"विवरण, सूची",జాబితా
प्रतिलोमीकरण,విలోమం
"चक्र, सहपत्र",Insucre
आयन,అయాన్
किरणन,వికిరణం
सिंचाई,నీటిపారుదల
समविकल्पी,ISO యుగ్మ వికల్పాలు
समोत्पाद वक्र,ISO ఉత్పత్తి వక్రత
समदाब रेखा,ఐసోబార్
समयुग्मन,ఐసోగామి
पृथक्करण दूरी,ఐసోలేషన్ దూరం
समगुणित,ఐసోప్లాయిడ్
समोत्पाद,ఐసోక్వాంట్
"आइसोटोप, समस्थानिक",ఐసోటోప్
भोजपत्र,ఇండియన్ బిర్చ్
कैल,ఇండియన్ బ్లూ పైన్
लसौड़ा,భారతీయ చెర్రీ
धूप,భారతీయ జునిపెర్
बीजासर,భారతీయ కినో చెట్టు
"सुरपान, सुल्तान चंपा",భారతీయ లారల్ చెట్టు
साया,భారతీయ పిచ్చి
मंजीठ,ఇండియన్ మాడ్లర్
पापड़ा,ఇండియన్ పోడో ఫైలం
नील,ఇండిగో
काकुन,ఇటాలియన్ మిల్లెట్
कुर्ची,ఐవరీ ట్రీ
कुंदरू,ఐవీ పొట్లకాయ/చిన్న పొట్లకాయ
"जैगरी, खंडसारी",బెల్లం
जैपोनिका धान,జపోనికా రైస్
जैसिड,జాసిద్
जावाई धान (चावल),జవానికా రైస్
जेली बनाना,జెల్లింగ్
झूम कृषि,H ుమ్ సాగు
झंपक जीन,జంపింగ్ జన్యువు
अनुपयोगी डीएनए,జంక్ DNA
वयस्कपूर्व प्रावस्था,బాల్య దశ
नीली गुलमोहर,జాకరంద
कटहल,జాక్‌ఫ్రూట్
जामुन,జామున్
"मोतिया, चमेली",జాస్మిన్
जट्टी/खट्टी,జట్టి ఖట్టి
रतनजोत,జాట్రోఫా
जूट,జనపనార
जैसिड़,జాసిడ్స్
केओलिन,కయోలిన్
"केओलिन मिट्टी, खडिया मिट्टी",KAOLINITE
"केओलिनाइट, केओलिन मिट्टी, खडिया मिट्टी",KAOLINITE
केंद्रककाइमा,కారింగైమా
केंद्रकबंध,కారియోడెస్మా
केंद्रक संलयन,కార్యోగామి
गुणसूत्र आरेख,కర్ణభ్యాసనము
सूत्री विभाजन,కారియోకినిసిస్
केंद्रक विज्ञान,కార్యాలజీ
केंद्रकलयन,కారియోలిసిస్
केंद्रक,కారియన్
"केंद्रक प्ररूप, गुणसूत्रप्ररूप",కార్యోటైప్
केल्प (शैवाल),అల్గ
केल्विन चक्र,కెల్విన్ సైకిల్
किरेटिन,కెరాటిన్
"गिरी, दाना",కెర్నల్
खैरा रोग,ఖైరా వ్యాధి
खरीफ,ఖరీఫ్
बकरी का ब्याना,తమాషా
काइनेटोकोर,కైనెటోచోర్
"शाक-वाटिका, गृह वाटिका",వంటగది తోట
क्लाइनफिल्टर संलक्षण,క్లీన్ఫిల్టర్ సిండ్రోమ్
क्लिनो खंड,Klenow భాగం
खांच लगाना,ముడి
कॉच अभिगृहीत,కోచ్ యొక్క పోస్టులేట్
कोपन का वर्गीकरण (जलवायु),కొరిమి
क्रेब का चक्र,క్రెబ్స్ చక్రం
"करटोसिस, ककुदता",కుర్టోసిస్
के वी के (कृषि विज्ञान केंद्र),KVK
कदंब,కడమ్
केल,కాలే
कांस घास,కాన్స్ గడ్డి
करौंदा,కరోండా
राजमा,"కిడ్నీ బీన్, రాజ్మా"
कीवी फल,కివిఫ్రియుట్
गांठ गोभी,నోల్ ఖోల్
विलायती इमली,కోడాంపులి
कोदो,కోడో మిల్లెట్
कोकम,కోకామ్ బటర్ ట్రీ (మాంగోస్టీన్)
खपरा भृंग,ఖాప్రా బీటిల్
घातक मात्रा 50,L.D.50 (ప్రాణాంతక మోతాదు 50)
प्रयोगशाला से खेत तक,ల్యాబ్ టు ల్యాండ్
अस्थिर,లేబుల్
"श्रम, मजदूर, श्रमिक",శ్రమ
लैक प्रचालक प्रतिदर्श,లాక్ ఒపెరాన్ మోడల్
दुग्ध स्रवण,చనుబాలివ్వడం
दुग्धजनक हॉर्मोन (प्रोलैक्टिन),క్షీరసమూరం
लैक्टोस,లాక్టోస్
पश्च रज्जुक,లాగింగ్ స్ట్రాండ్
लैम्डा क्लोनन संवाहक,లాంబ్డా క్లోనింగ్ వెక్టర్
पटलीय वायु प्रवाह,లామినార్ గాలి ప్రవాహం
लैंपब्रश गुणसूत्र,దీపం బ్రష్ క్రోమోజోమ్
"भूमि, जमीन, स्थल, प्रदेश",భూమి
भूमि समर्थता वर्गीकरण,భూమి సామర్థ్య వర్గీకరణ
भूमि समर्थता मानचित्र,భూమి సామర్థ్య పటం
भूमि निम्नीकरण,భూమి క్షీణత
भूमि तुल्यांक अनुपात,భూమి సమాన నిష్పత్తి
भूमि समतलीकरण,ల్యాండ్ లెవలింగ్
भूमि सुधार,భూమి పునరుద్ధరణ
भूदृश्य कला,ల్యాండ్ స్కేపింగ్
भूमि उपयुक्तता,భూమి అనుకూలత
भूमि उपयोग पद्धति,భూ వినియోగ విధానం
लैंगरहैंस कोशिकाएं,లాంగర్‌హాన్స్ కణాలు
ह्रास दर,లోపం రేటు
"लार्वा, डिंभक",లార్వా
प्रसुप्तता,జాప్యం
गुप्त,గుప్త
प्रसुप्त संक्रमण,గుప్త సంక్రమణ
"पार्श्व, पार्श्विक, पार्श्वीय",పార్శ్వ
लैटराइट मृदा,లాటరైట్ నేలలు
"लेटेक्स, असंस्कृत रबड़",రబ్బరు పాలు
"लैथिरस रोग, लैथिरसता",లాథరిజం
लातीनी वर्ग अभिकल्पना (एल एस डी),లాటిన్ స్క్వేర్ డిజైన్ (ఎల్‌ఎస్‌డి)
जालक,లాటిస్
तुलनात्मक लाभ नियम,కంపన ప్రయోజనం యొక్క చట్టం
स्थिर प्रतिफल का नियम,స్థిరమైన రాబడి యొక్క చట్టం
ह्रासमान प्रतिफल का नियम,రాబడిని తగ్గించే చట్టం
वर्धमान प्रतिफल का नियम,పెరుగుతున్న చట్టం
सीमित कारकों का नियम,కారకాలు పరిమితం చేసే చట్టం
न्यूनता का नियम,కనీస చట్టం
प्रतिस्थापन का नियम,ప్రత్యామ్నాయ చట్టం
परिवर्ती अनुपात नियम,వేరియబుల్ నిష్పత్తుల చట్టం
"दाब, परत, अंडे देने वाली मुर्गी",పొర
अभिन्यास,లేఅవుట్
निक्षालित तत्व,లీచేట్
निक्षालन क्षमता,లీచింగ్ సామర్థ్యం
निक्षालन मांग,లీచింగ్ అవసరం
अग्रग रज्जुक,ప్రముఖ స్ట్రాండ్
पर्ण क्षेत्र अवधि,ఆకు ప్రాంతం వ్యవధి
पर्णक्षेत्र सूचकांक,ఆకు ప్రాంత సూచిక
पर्ण क्षेत्र अनुपात,ఆకు ప్రాంత నిష్పత్తి
पर्ण सुरंगक,ఆకు మైనర్
पर्ण परीक्षण,ఆకు పరీక్ష
"पर्ण, पत्ती, पत्र, पत्ता",ఆకు
समाचारपत्रक,కరపత్రం
पट्टा,లీజు
शिंब फली,చిక్కుళ్ళు
निम्न ऊर्जा लागत संधारणीय कृषि,లీసా - (తక్కువ శక్తి ఇన్పుట్ స్థిరమైన వ్యవసాయం)
वातरंध्र,లెంటిసెల్
लेन्टो केशिका बिंदु,లెంటో క్యాపిల్లరీ పాయింట్
"तनुसूत्र, लेप्टोनीमा",లెప్టోనెమా
लेप्टोस्पाइरता,లెప్టోస్పిరోసిస్
शुष्करोधक आवारिकी,లెరో-మార్ఫిక్
विक्षति,గాయం
घातक उत्परिवर्तन,ప్రాణాంతక మ్యుటేషన్
अवर्णीलवक,ల్యూకోప్లాస్ట్
समतल वेदिका,స్థాయి టెర్రేస్
"करहा, समतलक, पाटा",లెవెలర్
समतलन (भूमि का),స్థాయి స్థాయికిట
"ले कृषि, चरागाह में कृषि",లే వ్యవసాయం
लीबिग का न्यूनतम नियम,లైబిగ్ యొక్క కనీస చట్టం
बंधन,లిగేషన్
प्रकाश समायोजन बिंदु,తేలికపాటి పరిహారం పాయింట్
प्रकाश संतृप्त सघनता,కాంతి సంతృప్త తీవ్రత
प्रकाश संचरण अनुपात,కాంతి ప్రసార నిష్పత్తి
प्रकाश पाश,లైట్ ట్రాప్
चूना मिलाना,పరిమితి
"सीमा, सीमा बंधन",పరిమితి
सीमाकारी कारक,పరిమితం చేసే కారకం
लाइमोनाइट,లిమోనైట్
"रेखा, वंशक्रम",లైన్
रैखिक अनुक्रिया,సరళ ప్రతిస్పందన
सहलग्नता,అనుసంధానం
सहलग्नी समूह,అనుసంధాన సమూహం
योजक,లింకర్
रूई सूचकांक,లింట్ ఇండెక్స్
रोम,Linters
"वसा, लिपिड",లిపిడ్
वसा-अपघटन,లిపోలిసిస్
परिसमापन,లిక్విడేషన్
मेंडकारी,లిస్టర్
लिस्टर (बक्खर),లిస్టర్
मेंड़ बनाना,జాబితా
स्थल मंडल,లిథోస్పియర్
"बिछाली, संशाव",లిట్టర్
सजीव पलवार,లైవ్ మల్చెస్
लिवरवर्ट,లివర్‌వోర్ట్
पशुधन,పశువులు
स्थानीय नियंत्रण,స్థానిక నియంత్రణ
"संस्थिति, निधान, विस्थल",లోకస్
टिड्डी,మిడుత
"अवशयन, गिरना (फसल का गिरना)",బస (పంట బస)
लॉडिक्यूल,లోడిక్యూల్
"लोएस, चिकनी मिट्टी",Wheess
लघुगणकीय रूपांतरण,లోగార్తిమిక్ పరివర్తన
दीर्घ प्रदीप्तकाली पादप,లాంగ్ - డే మొక్క
दीर्घ तरंगीय विकिरण,లాంగ్ వేవ్ రేడియేషన్
पाश,లూప్
कर्तन,లాపింగ్
कटि,కలప
"लक्स, लूक्रस",లక్స్
विलासिता उपभोग (पोषक तत्व),లగ్జరీ వినియోగం (పోషకం)
विलासी जीन,లగ్జరీ జన్యువులు
लाइकोपीन,లైకోపీన్
लसीका,శోషరస
लाइसीमीटर लिसजलमापी,లైసిమీటర్
कोशिकालयन,సెల్ యొక్క లైసిస్
लयजनन,లైసోజెని
"लयनकाय, लाइसोसोम",లైసోజోమ్
लाइसोजाइम,లైసోజైమ్
कुसुम,లాక్ ట్రీ
लाख,లక్ష
भिंडी,"లేడీ ఫింగర్, ఓక్రా"
गोखरू,భూమి కాల్‌ట్రోప్‌లు
लेंटाना,లాంటానా
खेसारी,లాథైరస్
लीक,లీక్
नींबू घास,నిమ్మ గడ్డి
"लेमन, नींबू",నిమ్మకాయ
मसूर,కాయధాన్యం
मुलैठी,లెక్వోరిస్
सलाद,పాలకూర
"कमलिनी, कुमुदिनी",లిల్లీ
नींबू,సున్నం
अलसी,లిన్సీడ్
लीची,లిట్చి
कुटकी,సామలు
ककड़ी,పొడవైన పుచ్చకాయ
"पीप़र, पिपलामूल",పొడవైన మిరియాలు
लोकाट,లోక్వాట్
कमल,లోటస్
रिजका,లార్సెర్న్
लाख कीट,లాక్ క్రిమి
सोनपंखी,లేడీ బర్డ్ బీటిల్
पर्ण सुरंगक,ఆకు మైనర్
पत्ती लपेटक,ఆకు రోలర్
पत्ती जाला कीट,ఆకు వెబ్బర్
टिड्डी,మిడుత
गुरु विकास,స్థూల పరిణామం
विस्तृतक्षेत्री जलवायु,మాక్రోక్లైమేట్
वृहदणु,స్థూల కణాలు
गुरु उत्परिवर्तन,స్థూల
प्रमुख पोषक-तत्व,మాక్రోన్యూట్రియంట్
दीर्घ छिद्र,మాక్రోపోర్స్
"मैगट, कृमि",మాగ్గోట్
मैग्मा,మాగ్మా
मैग्नीशिया,మెగ్నీషియా
मैग्नीशियम,మెగ్నీషియం
चुंबकीय विलोडक,మాగ్నెటిక్ స్టిరర్
परिमाण,పరిమాణం
महुए की खली,మహువా కేక్
अनुरक्षक पंक्ति,మెయింటెనర్ లైన్
"अनुरक्षण, संभाल, देखभाल",నిర్వహణ
मक्का के दाने निकालने वाली मशीन,మొక్కజొన్న షెల్లర్
नरबंध्य,మగ శుభ్రత
"कुरूपता, कुरचना",వైకల్యం
दुर्दमता,ప్రాణాంతకత
कुपोषण,పోషకాహార లోపం
कुरीति,దుర్వినియోగం
माल्टन,మాల్టింగ్
नांद,మాంగర్
"मैंग्रोव, गरान",మడ అడవులు
"मैनोमीटर, दाबांतरमापी",మనోమీటర్
"मैनोमीटर, दाबांतरमापी",మనోమీటర్
अपूर्णांश (लघुगणक का),మాంటిస్సా (లోగారిథం యొక్క)
खाद,ఎరువు
"खाद देना, खाद डालना",ఎరువు
"सीमांत, उपांत",ఉపాంత
सीमांत लागत,ఉపాంత వ్యయం
उपांत भूमि,ఉపాంత భూమి
सीमांत उत्पाद,ఉపాంత ఉత్పత్తి
सीमांत आय,ఉపాంత రాబడి
समुद्री,మెరైన్
चिह्नक (आनुवंशिक),గుర్తు
"बाजार, मंडी",సంత
"पण्य, विक्रेय, विपणन योग्य",విక్రయించదగినది
विपणन-योग्य अधिशेष,విక్రయించదగిన మిగులు
विपणित अधिशेष,మార్కెట్ మిగులు
विपणन,మార్కెటింగ్
कच्छ,మార్ష్
द्रव्यमान बहाव,ద్రవ్యరాశి ప్రవాహం
"महा चयन, व्यापक चयन, समूह चयन",సామూహిక ఎంపిక
द्रव्यमान स्पेक्ट्रोमीटर,మాస్-స్పెక్ట్రోమీటర్
"दंड़, मस्तूल",మాస్ట్
मातृक वंशागति,తల్లి వారసత్వం
"मिलन, संगम",సంభోగం
मैट्रिक विभव,మెట్రిక్ సంభావ్యత
"तैयार होना, परिपक्वन",పరిపక్వత
परिपक्वता (फसल),పరిపక్వత (పంట)
अधिकतम उपलब्ध जल,గరిష్టంగా అందుబాటులో ఉన్న నీరు
अधिकतम सस्यन,గరిష్ట పంట
अधिकतम अवशेष सीमा,గరిష్ట అవశేష పరిమితి
अधिकतम संधारणीय उपज,గరిష్ట స్థిరమైన దిగుబడి
अधिकतम तापमापी,గరిష్ట థర్మామీటర్
अधिकतम जलधारण क्षमता,గరిష్ట నీటి హోల్డింగ్ సామర్థ్యం
शाद्वल बागवानी,మేడో ఆర్చర్డింగ్
चूर्णी,మీలీ
माध्य विचलन,సగటు విచలనం
माध्य जीवन (नाभिकीय),సగటు జీవితం (అణు)
माध्य समुद्र तल,సముద్ర మట్టం సగటు
माध्य वर्ग,చదరపు అర్థం
"माप, माप करना",కొలత
मापन,కొలత
यांत्रिक,యాంత్రిక
यांत्रिक विश्लेषण (मृदा),యాంత్రిక విశ్లేషణ
यांत्रिक प्रतिबाधा,యాంత్రిక ఇంపెడెన్స్
यांत्रिक कृषि,యాంత్రిక వ్యవసాయం
"मध्य, मध्यस्थ, मध्यिका",మధ్యస్థ
औषधीय पादप,Plant షధ మొక్క
भूमध्यसागरीय जलवायु,మధ్యధరా వాతావరణం
गुरुयुग्मकजनन,మెగాగామెటోజెనిసిస్
गुरु बीजाणुधानी,మెగాస్పోరంగియా
गुरु बीजाणु,మహశితుడు
गुरुबीजाणुजनन,మెగాస్పోరోజెనిసిస్
"अर्धसूत्रण, अर्धसूत्री विभाजन",మియోసిస్
नरम मृदा,మెలో నేల
डीएनए विरज्जुकन,DNA యొక్క ద్రవీభవన
झिल्ली निस्यंदक,మెంబ్రేన్ ఫిల్టర్
मेन्डेलीय वंशागति,మెండెలియన్ వారసత్వం
मेन्डेलवाद,మెండెలిజం
मेंडेल का वंशागति नियम,మెండెల్ యొక్క వారసత్వ చట్టం
"पण्यमाल, विक्रेयमाल",సరుకుల
"पारा, पारद",మెర్క్యురీ
विभज्योतक,మెరిస్టెమ్
मध्य जलवायु,మెసోక్లిమేట్
"मध्यचर्म, मध्यजनस्तर",మీసోడెర్మ్
पर्ण मध्योतक,మెసోఫిల్
समोद्भिद,మెసోఫైట్
मध्य छिद्र,మీసో-పోర్స్
मध्यमंडल,మెసోస్పియర్
दूत आरएनए (एम-आरएनए),దూత
उपापचय,జీవక్రియ
उपापचयज,జీవక్రియలు
धातु बांध,మెటల్ డ్యామ్
कायांतरित शैल,మెటామార్ఫిక్ రాళ్ళు
कायांतरण,మెటామార్ఫోసిస్
मध्यावस्था,మెటాఫేస్
अनुमदकाल,మెటాస్ట్రస్
"परागानुप्रभाव, मेटाजीनिया",మెటాక్సేనియా
मौसम विज्ञान,వాతావరణ శాస్త్రం
मेटहीमोग्लोबिनीमिया,మెథెమోగ్లోబినేమియా
विधि प्रदर्शन,పద్ధతి ప్రదర్శన
अभ्रक,మైకా
लघु द्रोणी,మైక్రో బేసిన్
सूक्ष्म प्राणिजात,మైక్రో జంతుజాలం
सूक्ष्मजीव,సూక్ష్మజీవి
सूक्ष्मजीवी जैवभार कार्बन,సూక్ష్మజీవుల బయోమాస్ కార్బన్
सूक्ष्मजीवी निम्नीकरण,సూక్ష్మజీవుల క్షీణత
सूक्ष्मजीवी कीटनाशी,సూక్ష్మజీవుల పురుగుమందు
सूक्ष्मजीव विज्ञान,మైక్రోబయాలజీ
लघुजीवी,సూక్ష్మజీవి
सूक्ष्म जलवायु,మైక్రోక్లైమేట్
सूक्ष्म पर्यावरण,సూక్ష్మ పర్యావరణం
सूक्ष्म वनस्पतिजात,మైక్రోఫ్లోరా
लघुयुग्मकजनन,మైక్రోగామెటోజెనిసిస్
लघु सिंचाई,మైక్రోర్రిగేషన్
सूक्ष्म मौसमविज्ञान,మైక్రోమెటొరాలజీ
सूक्ष्म पोषक (तत्व),మైక్రోన్యూట్రియంట్
लघु क्यारी,మైక్రోప్లాట్
सूक्ष्मरंध्र,మైక్రోపోర్
बीजांड द्वार,మైక్రోపైల్
सूक्ष्मदर्शिकी,మైక్రోస్కోపీ
सूक्ष्म बीजाणुधानी,మైక్రోస్పోరింగియం
सूक्ष्मबीजाणु संवर्धन,మైక్రోస్పోర్ సంస్కృతి
सूक्ष्मबीजाणु मातृ कोशिका,మైక్రోస్పోర్ మదర్ సెల్
"लघुबीजाणु, माइक्रोस्पोर",మైక్రోస్పోర్
"सूक्ष्मकर्तक, माइक्रोटोम",మైక్రోటోమ్
सूक्ष्म स्थलाकृति,మైక్రోటోపోగ్రఫీ
मध्य-ऋतु सुधार,మిడ్-సీజన్ దిద్దుబాటు
"प्रवास, प्रवसन",వలస
