Bengali,Hindi
বৈশিষ্ট্যগত দোলনা,अभिलक्षणिक दोलन
"eigen পর্যায়, চরিত্রগত পর্যায়","आइगेन अवस्था, अभिलक्षणिक अवस्था"
বৈশিষ্ট্যগত সময়কাল,अभिलक्षणिक काल
"eigen মান, চরিত্রগত মান","आइगेन मान, अभिलक्षणिक मान"
বৈশিষ্ট্যগত মান সমীকরণ,अभिलक्षणिक मान समीकरण
বৈশিষ্ট্যগত মান বর্ণালী,अभिलक्षणिक मान स्पेक्ट्रम
"আইজেন ভেক্টর, চরিত্রগত ভেক্টর","आइगेन वेक्टर, अभिलक्षणिक सदिश"
চরিত্রগত ভেক্টর সমীকরণ,अभिलक्षणिक सदिश समीकरण
"eigen কম্পন, চরিত্রগত কম্পন","आइगेन कंपन, अभिलक्षणिक कंपन"
অষ্টক আবেগপ্রবণ কোড,अष्ट आवेगी कोड
অক্টালেন্সি ক্যামেরা,अष्टलेन्सी कैमरा
অষ্টভুজ,अष्टप्रचक्रणी
আইকনাল সমীকরণ,आइकोनल समीकरण
আইনস্টাইন সহগ,आइन्स्टाइन-गुणांक
আইনস্টাইন প্রভাব,आइन्स्टाइन प्रभाव
আইনস্টাইন ফটোইলেকট্রিক সমীকরণ,आइन्स्टाइन प्रकाशवैद्युत समीकरण
ইউস্টিনি স্থানচ্যুতি,आन्स्टाइनी विस्थापन
আইনস্টাইন স্মোলুচভস্কি সমীকরণ,आइन्स्टाइन स्मोलुचोव्स्की समीकरण
আইনস্টাইন-জনসংখ্যা,आइन्स्टाइन-समष्टि
আইনস্টাইনের তাপমাত্রা,आइन्स्टाइन ताप
"আইনস্টাইন-ভার্স, আইনস্টাইন-টেনসর","आइन्स्टाइन-प्रदिश, आइन्स्टाइन-टेन्सर"
আইনস্টাইন-বোস বন্টন আইন,आइन्स्टाइन-बोस वितरण नियम
আইনস্টাইন-ডি-হাস প্রভাব,आइन्स्टाइन-दि-हास प्रभाव
আইনস্টাইন-স্টোকসের শাসন,आइन्स्टाइन-स्टोक्स नियम
আইনস্টাইন ক্ষেত্রের সমীকরণ,आइन्स्टाइन क्षेत्र समीकरण
আইনস্টাইন অখণ্ডতা পরীক্ষা,आइन्टाइन अखंडनीयता निकष
"আইনস্টাইন আলোক রাসায়নিক সমতা আইন, আইনস্টাইন ফটোকেমিক্যাল সমতুলতা আইন","आइन्स्टाइन प्रकाशरासायनिक तुल्यता नियम, आइन्स्टइन फोटो-केमिकल तुल्यता नियम"
আইনস্টাইন ভর-শক্তি সম্পর্ক,आइन्स्टाइन द्रव्यमान ऊर्जा संबंध
আইনস্টাইনের উপপাদ্য,आइस्टाइन-प्रमेय
আইনস্টাইনিয়াম,आइन्स्टाइनियम
"বহিষ্কার, বহিষ্কার","निष्कासन, उद्गिरण"
protrusion,उत्क्षेपणी
ইজেক্টর,उत्क्षेपक
ক্লিয়ারেন্স ফলক,निष्कासी पट्टिका
বিস্ময়বোধক প্রত্যাহার পিন,उद्गिरण प्रत्यागमन पिन
বিস্ময়বোধক শাস্তি,उद्गिरक दंड
ইলেকট্রেট,इलेक्ट्रेट
বিপরীত ক্যাপাসিট্যান্স,व्युत्क्रम धारिता
ইলাস্টিক,प्रत्यास्थ
"ইলাস্টিক রেসপন্স ইফেক্ট, ইলাস্টিক পোস্টেরিয়র","प्रत्यास्थ उत्तर प्रभाव, प्रत्यास्थ पश्चता"
ইলাস্টিক এবং নমনীয় রিফ্লেক্স,प्रत्यास्थ एवं सुघट्य प्रतिक्षेप
ইলাস্টিক কৌণিক ভরবেগ,प्रत्यास्थ कोणीय संवेग
ইলাস্টিক বাধা,प्रत्यास्थ रोधिका
ইলাস্টিক আচার,प्रत्यास्थ आचरण
ইলাস্টিক ভঙ্গুর উপাদান,प्रत्यास्थ भंगुर पदार्थ
ইলাস্টিক সংকোচন,प्रत्यास्थ आकुंचन
ইলাস্টিক কেন্দ্র,प्रत्यास्थ केन्द्र
ইলাস্টিক চরিত্র,प्रत्यास्थ अभिलक्षण
"ইলাস্টিক সংঘর্ষ, ইলাস্টিক সংঘর্ষ","प्रत्यास्थ संघट्टन, प्रत्यास्थ टक्कर"
ইলাস্টিক জীবিকা,प्रत्यास्थ अनुवृत्ति
"ইলাস্টিক ফ্রিকোয়েন্সি ধ্রুবক, ইলাস্টিক ধ্রুবক","प्रत्यास्थ अनुवृत्ति नियतांक, प्रत्यास्थ नियतांक"
সাবস্ট্রিং,प्रत्यास्थातांक
ইলাস্টিক স্থান,प्रत्यास्थतांक प्रदिश
স্থিতিস্থাপক ধারাবাহিকতা,प्रत्यास्थ सांतत्यक
ইলাস্টিক কাপলিং,प्रत्यास्थ युग्मन
ইলাস্টিক পরিসীমা,प्रत्यास्थ परिक्षेत्र
"ইলাস্টিক কার্ভ, ইলাস্টিক বক্ররেখা","प्रत्सास्थ वक्र, प्रत्यास्थता वक्र"
ইলাস্টিক বিকৃতি,प्रत्यास्थ विरूपण
স্থিতিস্থাপক বিচ্ছিন্নতা,प्रत्यास्थ असांतत्य
ইলাস্টিক ত্রুটি,प्रत्यास्थ प्रभ्रंश
ইলাস্টিক শক্তি,प्रत्यास्थ ऊर्जा
ইলাস্টিক ভারসাম্য,प्रत्यास्थ साम्यावस्था
ইলাস্টিক ফাইন্যান্স,प्रत्यास्थ वितान
"ইলাস্টিক ফিল্ম, ইলাস্টিক ফিল্ম","प्रत्यास्थ फ़िल्म, इलैस्टिक फ़िल्म"
ইলাস্টিক প্রবাহ,प्रत्यास्थ प्रवाह
ইলাস্টিক তরল,प्रत्यास्थ तरल
ইলাস্টিক বল,प्रत्यास्थ बल
ইলাস্টিক মুক্ত শক্তি,प्रत्यास्थ मुक्त ऊर्जा
ইলাস্টিক হিস্টেরেসিস ধ্রুবক,प्रत्यास्थता हिस्टेरेसिस स्थिरांक
"কৃত্রিম হিস্টেরেসিস, ইলাস্টিক সিফিলিস","प्रत्सास्थ हिस्टेरेसिस, प्रत्यास्थ शैथिल्य"
ইলাস্টিক অস্থিরতা,प्रत्यास्थ अस्थायित्व
ইলাস্টিক স্তর,प्रत्यास्थ स्तर
স্থিতিস্থাপকতার সীমা,प्रत्यास्थता सीमा
ইলাস্টিক লাইন,प्रत्यास्थता-रेखा
ইলাস্টিক মাধ্যম,प्रत्यास्थ माध्यम
স্থিতিস্থাপকতা মাপাংক,प्रत्यास्थता मापांक
স্থিতিস্থাপকতা মাপাংক,प्रत्यास्थता मापांक प्रदिश
ইলাস্টিক দোলনা,प्रत्यास्थ दोलन
ইলাস্টিক ভর,प्रत्यास्थ पूर्णतः सुघट्य पिंड
ইলাস্টিক সমতল,प्रत्यास्थ समतल
ইলাস্টিক নমনীয় সীমা,प्रत्यास्थ सुघट्य परिसीमा
ইলাস্টিক উপাদান,प्रत्यास्थ सुघट्य पदार्थ
স্থিতিস্থাপক সম্ভাবনা,प्रत्यास्थ विभव
ইলাস্টিক সম্পত্তি,प्रत्यास्थ गुणधर्म
ইলাস্টিক পুনর্জন্ম,प्रत्यास्थ पुनरूत्सर्जन
ইলাস্টিক রিফ্লেক্স,प्रत्यास्थ प्रतिक्षेप
ইলাস্টিক রিফ্লেক্স তত্ত্ব,प्रत्यास्थ प्रतिक्षेप सिद्धांत
ইলাস্টিক প্রতিক্রিয়া,प्रत्यास्थ अनुक्रिया
ইলাস্টিক বিক্ষিপ্তকরণ,प्रत्यास्थ प्रकीर्णन
ইলাস্টিক কঠিন,प्रत्यास्थ ठोस
ইলাস্টিক স্থিতিশীলতা,प्रत्यास्थ स्थायित्व
স্থিতিস্থাপক malleability ধ্রুবক,प्रत्यास्थ दुर्नम्यता नियतांक
ইলাস্টিক বিকৃতি,प्रत्यास्थ विकृति
ইলাস্টিক বিকৃতি বর্ণালী,प्रत्यास्थ विकृति प्रदिश
ইলাস্টিক বিকৃতি ভেক্টর,प्रत्यास्थ विकृति सदिश
ইলাস্টিক চাপ,प्रत्यास्थ प्रतिबल
ইলাস্টিক প্রতিসাম্য,प्रत्यास्थ सममिति
শক্তির ইলাস্টিক স্থানান্তর,ऊर्जा का प्रत्यास्थ अंतरण
ইলাস্টিক সান্দ্র ভর,प्रत्यास्थ श्यान-सुघट्य पिंड
ইলাস্টিক তরঙ্গ,प्रत्यास्थ तरंग
"ইলাস্টিক কিউব থিওরি, ইলাস্টিক সলিড থিওরি","प्रत्यास्थ घन सिद्धांत, प्रत्यास्थ ठोस सिद्धांत"
দোলক শরীর,प्रत्यास्थतया विषमदैशिक पिंड
আইসোটোপিক শরীর,प्रत्यास्थतया समदैशिक पिंड
স্থিতিস্থাপকতা,प्रत्यास्थता
অনুরোধ পৃষ্ঠা,प्रत्सयास्थता-पृष्ठ
ইলাস্টিক,प्रत्यास्थक
"ইলাস্টিকোমিটার, ইলাস্টিকোমিটার","इलैस्टिकोमीटर, प्रत्यास्थतामापी"
ইলাস্টিক সান্দ্র উপাদান,प्रत्यास्थ श्यान पदार्थ
ইলাস্টিক গতিবিদ্যা,प्रत्यास्थगतिकी
"ইলাস্টোমার, ইলাস্টিক (ইলাস্টিক পলিমার)","इलैस्टोमर, प्रत्यास्थलक (प्रत्यास्थ बहुलक)"
"ইলাস্টিক, ইলাস্টোমেরি","प्रत्यास्थलकी, इलैस्टोमरी"
"ইলাস্টিক প্লাস্টিক, ইলাস্টিক প্লাস্টিক","प्रत्यास्थ सुघट्य, प्रत्यास्थ प्लास्टिक"
ইলাস্টিক প্লাস্টিকতা,प्रत्यास्थसुघट्यता
ইলাস্টিক প্রতিরোধের,प्रत्यास्थप्रतिरोध
ইলেক্ট্রন মডেল,इलेक्ट्रॉन निदर्श
ইলেকট্রন চাপ,इलेक्ट्रॉन दाब
বৈদ্যুতিক ঘটনা,वैद्युत परिघटना
ইলেকট্রনিক সিঙ্ক্রোট্রন,इलेक्ट्रॉनी सिंक्रोट्रॉन
বৈদ্যুতিক মাইক্রোফোন,इलेक्ट्रेट माइक्रोफोन
বৈদ্যুতিক ডিভাইস,वैद्युत साधन
বৈদ্যুতিক চাপ চুল্লি,विद्युत-आर्क-भट्टी
বৈদ্যুতিক অপ্রতিসম তরঙ্গ,वैद्युत असममित तरंग
বৈদ্যুতিক অক্ষ,विद्युत्-अक्ष
ইলেক্ট্রোহিটার,विद्युत्-ऊष्मक कुंड
ক্যাপাসিট্যান্স,विद्युत्-धारिता
ইলেক্ট্রো-সেন্ট্রিফিউজ,विद्युत-अपकेन्द्रित्र
বৈদ্যুতিক বর্তনী,विद्युत्-परिपथ
বৈদ্যুতিক ঘড়ি,बिजली घड़ी
ইলেক্ট্রোস্ট্যাটিক,विद्युत्-स्थिरांक
বৈদ্যুতিক ডাইপোল মুহূর্ত,वैद्युत द्विध्रुव-आघूर्ण
ইলেক্ট্রোকশন,विद्युत्-विसर्जन
বৈদ্যুতিক স্থানচ্যুতি,वैद्युत विस्थापन
বৈদ্যুতিক দ্বৈত,वैद्युत द्विक
বৈদ্যুতিক ঘূর্ণি ক্ষেত্র,वैद्युत भंवर-क्षेत्र
বৈদ্যুতিক শক্তি ঘনত্ব,वैद्युत ऊर्जा घनत्व
বৈদ্যুতিক উদ্দীপনা,वैद्युत उत्तेजन
বৈদ্যুতিক ক্ষেত্র,विद्युत्-क्षेत्र
চৌম্বক ক্ষেত্র বৈদ্যুতিক ক্ষেত্র,चुंबकीय प्रेरण का विद्युत् क्षेत्र प्रदिश
বৈদ্যুতিক ক্ষেত্রের তীব্রতা,विद्युत्-क्षेत्र तीव्रता
বৈদ্যুতিক ফ্ল্যাশ,वैद्युत फ़्लैश
ইলেক্ট্রো-তরল,विद्युत्-तरल
বৈদ্যুতিক ফ্লাক্স লাইন,वैद्युत अभिवाह रेखाएं
বৈদ্যুতিক চুল্লি,विद्युत् भट्टी
বৈদ্যুতিক গিটার,विद्युत् गिटार
"ইলেকট্রিক হিটার, ইলেকট্রিক হিটার","वैद्युत तापक, इलैक्ट्रिक हीटर"
ইলেক্ট্রো-হিটিং,विद्युत्-तापन
বৈদ্যুতিক নিমজ্জন হিটার,वैद्युत निमज्जन ऊष्मक
ইলেক্ট্রোমোটিভ,विद्युत्-प्रेरण
ইলেক্ট্রোম্যাগনেটিজমের চৌম্বক ক্ষেত্র প্রদর্শন,विद्युत्-प्रेरण का चुंबकीय क्षेत्र प्रदिश
বৈদ্যুতিক তীব্রতা,वैद्युत तीव्रता
"বৈদ্যুতিক বাতি, বৈদ্যুতিক বাতি","विद्युत्-दीप, बिजली का लैम्प"
তড়িৎচুম্বকত্ব,विद्युत्-दैर्घ्य
বৈদ্যুতিক আলো,विद्युत् प्रकाश
বৈদ্যুতিক লুপ টান,वैद्युत पाश तनाव
বৈদ্যুতিক শক্তি অপচয়,वैद्युत ऊर्जा-क्षय
ইলেক্ট্রোমেকানিক্যাল,विद्युत्-यंत्र
ইলেক্ট্রোমিটার,विद्युत्-मापी
ইলেক্ট্রোমাইক্রোস্কোপ বাতি,विद्युत्-सूक्ष्मदर्शी लैम्प
বৈদ্যুতিক মুহূর্ত,वैद्युत आघूर्ण
জড়তার বৈদ্যুতিক মুহূর্ত,वैद्युत जड़त्व आघूर्ण
বৈদ্যুতিক মটর,बिजली की मोटर
বৈদ্যুতিক খুঁটি,वैद्युत बहुध्रुव
ইলেকট্রনেটওয়ার্ক গণনা,वैद्युत जालक्रम परिकलन
ইলেক্ট্রো-শব্দ স্তর,वैद्युत्-रव स्तर
ইলেক্ট্রো পোলারিটি,वैद्युत ध्रुवणीयता
বৈদ্যুতিক মেরুকরণ,वैद्युत ध्रुवण
বৈদ্যুতিক সম্ভাব্য গ্রেডিয়েন্ট,विद्युत्-विभव प्रवणता
বৈদ্যুতিক শক্তি,विद्युत्-शक्ति
বৈদ্যুতিক চালনা,वैद्युत नोदन
বৈদ্যুতিক quadrupole মিথস্ক্রিয়া,वैद्युत चतुर्ध्रुव अन्योन्य क्रिया
বৈদ্যুতিক হিমায়ন,वैद्युत प्रशीतन
ইলেক্ট্রো প্রতিরোধী ডেনাটুরোমিটার,वैद्युत प्रतिरोधात्मक विकृतिमापी
বৈদ্যুতিক প্রতিরোধ ক্ষমতা,वैद्युत प्रतिरोधकता
বৈদ্যুতিক বর্তমান রিং,विद्युत्-प्रवाह वलय
"বৈদ্যুতিক শীট, ট্রান্সফরমার শীট","विद्युतीय चादर, ट्रांसफार्मरी चादर"
বৈদ্যুতিক ইনপুট পাইপ,विद्युत्-आगात नलिका
"বৈদ্যুতিক শাটার, বৈদ্যুতিক শাটার","विद्युत्-चालित शटर, विद्युत् शटर"
"স্পার্ক, বিদ্যুতের স্ফুলিঙ্গ","विद्युत्-स्फुलिंग, बिजली की चिंगारी"
বৈদ্যুতিক বর্ণালী,वैद्युत स्पैक्ट्रम
বৈদ্যুতিক উদ্দীপনা,वैद्युत उद्दीपन
ইলেক্ট্রোস্টিমুলেশন,विद्युत्-उद्दीपन
"বৈদ্যুতিক ঝড়, বৈদ্যুতিক ঝড়","वैद्युत तूफान, वैद्युत झंझा"
বৈদ্যুতিক প্রবণতা,वैद्युत प्रवृति
"ইলেক্ট্রো-টাইমার, ইলেক্ট্রো-টাইমার","विद्युत्कालक, विद्युत्टाइमर"
"বৈদ্যুতিক ভেক্টর, বৈদ্যুতিক ভেক্টর","वैद्युत सदिश, वैद्युत वेक्टर"
বৈদ্যুতিক ভেক্টর সম্ভাবনা,वैद्युत सदिश विभव
বৈদ্যুতিক উইঞ্চ,वैद्युत विंच
বৈদ্যুতিক বাতাস,विद्युत्-पवन
বৈদ্যুতিক তরঙ্গ তরঙ্গ তরঙ্গ,"वैद्युत तरंगवत् तरंग, तरंग"
"বৈদ্যুতিক, বৈদ্যুতিক","वैद्युत, विद्युत्"
তড়িচ্চালক বল,वैद्युत केन्द्रण
বৈদ্যুতিক ঘনত্ব,वैद्युत सांद्रण
তড়িৎ পরিবাহিতা,वैद्युत चालकता
বৈদ্যুতিক সংযোগ,वैद्युत संबंधन
কাঠবিড়ালি,विद्युदंश
বৈদ্যুতিক বিলম্ব লাইন,वैद्युत विलंब लाइन
বৈদ্যুতিক ঘনত্ব,वैद्युत घनत्व
ইলেক্ট্রো-নিমজ্জন-বাতি,विद्युत-विसर्जन-लैम्प
ইলেক্ট্রোপোরেশন,वैद्युत कणीकरण
"বৈদ্যুতিক ডবল লেভেল, ইলেকট্রিক ডাবল লেভেল","वैद्युत दोहरा स्तर, वैद्युत द्विक स्तर"
বৈদ্যুতিক ডবল প্রতিসরণ,वैद्युत द्विक अपवर्तन
বৈদ্যুতিক সরঞ্জাম,विद्युत्-उपस्कर
বৈদ্যুতিক ফোকাস,वैद्युत फ़ोकसन
ইলেক্ট্রোপ্লেটিং,वैद्युत अभिरूपण
ইলেক্ট্রোপ্লেটিং প্রক্রিয়া,वैद्युत अभिरूपण प्रक्रम
বৈদ্যুতিক ছবি,वैद्युत प्रतिबिम्ब
বৈদ্যুতিক প্রতিফলন বল,वैद्युत प्रतिबिम्ब बल
ইলেক্ট্রোম্যাগনেটিক ভর,विद्युत्-चुम्बकीय द्रव्यमान
বৈদ্যুতিক খুঁটি,वैद्युत बहुध्रुव
বৈদ্যুতিক পলিপোল অর্ডার,वैद्युत बहुध्रुव कोटि
বৈদ্যুতিক নেটওয়ার্ক,वैद्युत जालक्रम
বৈদ্যুতিক দোলনা,वैद्युत दोलन
বৈদ্যুতিক মেরুকরণ,वैद्युत ध्रुवण
বৈদ্যুতিক সম্ভাব্য,वैद्युत विभव
বৈদ্যুতিক চাপ,वैद्युत दाब
বৈদ্যুতিক অনুসন্ধান,वैद्युत अन्वेषी
বৈদ্যুতিক quadrupole মুহূর্ত,वैद्युत चतुर्ध्रुव आघूर्ण
বৈদ্যুতিক প্রতিরোধ ক্ষমতা,वैद्युत प्रतिरोधकता
বৈদ্যুতিক সিমুলেশন,वैद्युत अनुकरण
বৈদ্যুতিক ব্যবস্থা,वैद्युत तंत्र
ইলেক্ট্রো-টেনশন,विद्युत्-तनाव
বৈদ্যুতিক নীতি,वैद्युत सिद्धांत
বৈদ্যুতিক সেন্ট্রিফিউজ,विद्युत-चालित अपकेन्द्रित्र
ইলেক্ট্রোফোরেসিস,विद्युत्-पोषित स्वरित्र द्विभुज
তড়িৎ ঋণাত্মক কণা,विद्युत्-उदासीन कण
বিদ্যুৎ,विद्युत्
বৈদ্যুতিক গ্রিড,विद्युत् ग्रिड
"বিদ্যুতায়ন, চার্জ","विद्युतीकरण, आवेशन"
বিদ্যুতায়িত,विद्युतीकृत
"চার্জিত কণা, চার্জিত কণা","चार्जित कण, आविष्ट कण"
"ইলেক্ট্রোম্যাগনেটিজম, ইলেক্ট্রোপ্লেটিং","वैद्युत संवर्ध, वैद्युत संवर्धन"
বৈদ্যুতিক আমানত,वैद्युत निक्षेप
ইলেক্ট্রো-ডায়ালাইসিস,विद्युत्-अपोहन करना
ইলেক্ট্রোলুমিনেসেন্স,वैद्युत संदीप्ति
"ইলেক্ট্রো-অ্যাকোস্টিক ট্রান্সডুসার, ইলেক্ট্রো-অ্যাকোস্টিক এনার্জি কনভার্টার","विद्युत-ध्वनिक ट्रांसड्यूसर, विद्युत-ध्वनिक ऊर्जा परिवर्तित्र"
ইলেক্ট্রো-শব্দবিদ্যা,विद्युत्-ध्वानिकी
ইলেক্ট্রো-সক্রিয়,विद्युत्-सक्रिय
ইলেকট্রনিক অপচয়,इलैक्ट्रानी विघटन
"ইলেক্ট্রো-মেকানিক্যাল ট্রান্সডুসার, ইলেক্ট্রো-মেকানিক্যাল এনার্জি কনভার্টার","विद्युत्-यांत्रिक ट्रांसड्यूसर, विद्युत्-यांत्रिक ऊर्जा परिवर्तित्र"
আলোক বৈদ্যুতিক শাটার,विद्युत्-प्रकाशिक शटर
"ইলেক্ট্রো-ভিজ্যুয়াল কার ইফেক্ট, ইলেক্ট্রো-অপটিক্যাল কার ইফেক্ট","वैद्युत्-चाक्षुष कार प्रभाव, वैद्युत प्रकाशिक कार प्रभाव"
ইলেক্ট্রো-অপটিক্স,विद्युत्-प्रकाशिकी
ইলেক্ট্রো অ্যাকোস্টিক,वैद्युत् ध्वनिक
বৈদ্যুতিক বিশ্লেষণ,वैद्युत विश्लेषण
ইলেক্ট্রোথার্মাল প্রভাব,विद्युत्-ऊष्मीय प्रभाव
ইলেক্ট্রো-কৈশিক,वैद्युत-केशिकात्व
ইলেক্ট্রো-ক্যাপিলারি লাইন,विद्युत्-केशिक रेखा
বৈদ্যুতিক কৈশিক ভর,विद्युत् केशिका भूयिष्ठ
"ইলেক্ট্রোকার্ডিওগ্রাম, ইলেক্ট্রোকার্ডিওগ্রাম","विद्युत्-हृद् लेख, इलैक्ट्रोकार्डियोग्राम"
ইলেক্ট্রোকার্ডিওগ্রাম,वैद्युत हृद्लेखी
ইলেক্ট্রোকেমিক্যাল ক্যাপাসিটর,विद्युत्-रासायनिक संधारित्र
ইলেক্ট্রোকেমিক্যাল সমতুল্য,विद्युत्-रासायनिक तुल्यांक
ইলেক্ট্রোকেমিক্যাল সম্ভাবনা,विद्युत्-रासायनिक विभव
ইলেক্ট্রোকেমিক্যাল বৈশিষ্ট্য,विद्युत्-रासायनी गुणधर्म
"বৈদ্যুতিক ক্রোনোগ্রাফ, বৈদ্যুতিক ক্রোনোগ্রাফ","वैद्युत काल-लेखी, वैद्युत क्रोनोग्राफ"
ইলেক্ট্রোকোঅর্ডিনেটটোগ্রাফ,इलैक्ट्रोकोऑर्डिनेटोग्राफ
ইলেক্ট্রোড,इलैक्ट्रोड
ইলেক্ট্রোড সক্রিয় পৃষ্ঠা,इलैक्ट्रोड सक्रिय पृष्ठ
ইলেক্ট্রোড অনুপ্রবেশ,इलैक्ट्रोड प्रवेश्यता
ইলেকট্রোড বৈশিষ্ট্য,इलैक्ट्रोड अभिलक्षण
ইলেক্ট্রোড পরিবাহিতা,इलैक्ट्रोड चालकता
ইলেক্ট্রোড কনফিগারেশন,इलैक्ट्रोड विन्यास
ইলেক্ট্রোড বর্তমান,इलैक्ट्रोड धारा
"ইলেক্ট্রোড ড্রপ, ইলেক্ট্রোড ড্রপ","इलैक्ट्रोड पात, इलैक्ट्रोड ड्रॉप"
ইলেক্ট্রোড ফাঁক,इलैक्ट्रोड अंतराल
ইলেক্ট্রোড ফ্রেম,इलैक्ट्रोड ढ़ाँचा
ইলেক্ট্রোড সম্ভাব্য,इलैक्ट्रोड विभव
ইলেক্ট্রোড বিকিরণ,इलैक्ट्रोड विकिरक
ইলেক্ট্রোড বিক্রিয়া,इलैक्ट्रोड प्रतिघात
ইলেক্ট্রোড প্রতিরোধের,इलैक्ट्रोड प्रतिरोध
ইলেক্ট্রোড ফাঁক,इलैक्ट्रोड अंतराल
ইলেক্ট্রোড ধারক,इलैक्ट्रोड घारक
ইলেক্ট্রোড ধারক,इलैक्ट्रोड पात्र
ইলেক্ট্রোড ভোল্টেজ,इलैक्ट्रोड वोल्टता
ইলেক্ট্রোড বর্তমান গড় সময়,इलैक्ट्रोड धारा औसतन काल
ইলেক্ট্রোডহীন নিমজ্জন,इलैक्ट्रोडहीन विसर्जन
ইলেক্ট্রোডহীন বাতি,इलैक्ट्रोडहीन दीप
"ইলেক্ট্রোডলেস টিউব, স্পার্কিং গ্যাপ টিউব","इलैक्ट्रोडहीन नलिका, स्फुलिंग अंतराल नलिका"
"ইলেক্ট্রোম্যাগনেটোমিটার, ইলেক্ট্রোডেনসোগ্রাফ","विद्युत् फिल्मघनोलेखी, इलैक्ट्रोडेन्सोग्राफ (अभिलैखी भामापी)"
ইলেক্ট্রোডাইনামিক লাউডস্পীকার,विद्युत्-गतिकीय लाउडस्पीकर
ইলেক্ট্রোডাইনামিক সম্ভাবনা,विद्युत्-गतिक विभव
তড়িৎগতিবিদ্যা,विद्युत्-गतिकी
"electrodynamometer, electrodynamometer","विद्युत्-शक्तिमापी, इलैक्रोडाइनमोमीटर"
"ইলেক্ট্রোফিজিওগ্রাফি, ইলেক্ট্রোএনসেফালোগ্রাম","विद्युत्-मस्तिष्कलेख, इलैक्ट्रोएन्सेफैलोग्राम"
"বিদ্যুৎ বিবর্নি, ইলেক্ট্রো ফ্লোর","वैद्युत विवर्णी, इलेक्ट्रो फ्लोर"
"বৈদ্যুতিক চুল্লি, বৈদ্যুতিক চুল্লি","वैद्युत भ्राष्ट्र, बिजली की भट्टी"
বৈদ্যুতিক রেকর্ড,वैद्युत अभिलेख
বৈদ্যুতিক রেকর্ডার,वैद्युत अभिलेखी
ইলেক্ট্রোগ্রাফ প্রিন্টিং প্রেস,वैद्युत लेखी मुद्रण प्रेस
বৈদ্যুতিক রেকর্ডিং,वैद्युत अभिलेखन
"বৈদ্যুতিক প্রবাহ, ইলেক্ট্রোজেট","विद्युत प्रधार, इलेक्ट्रोजेट"
ইলেক্ট্রোডাইনামিক প্রভাব,विद्युत्-गतिक प्रभाव
ইলেক্ট্রোডাইনামিক ভরবেগ,विद्युत्-गतिक संवेग
ইলেক্ট্রোডাইনামিক ঘটনা,विद्युत्-गतिक परिघटना
ইলেক্ট্রোডাইনামিক সম্ভাবনা,विद्युत्-गतिक विभव
তড়িৎগতিবিদ্যা,विद्युत्-बलगति-विज्ञान
ইলেক্ট্রোকিনেটোগ্রাফ,वैद्युत धारावेगमापी इलैक्ट्रोकाइनेटोग्राफ
"ইলেক্ট্রোলেস ডিপোজিশন, রাসায়নিক জমা","विद्युत्-हीन निक्षेपण, रासायनिक निक्षेपण"
শক্তিহীন প্রক্রিয়া,विद्युत्-हीन प्रक्रम
তড়িৎ বিশ্লেষণ,विद्युत्-अपघटन
ইলেক্ট্রোলাইটিক,विद्युत्-अपघटय
ইলেক্ট্রোলাইটিক,विद्युत्-अपघटनी
ইলেক্ট্রোলাইটিক বিশ্লেষক,विद्युदपघटनी विश्लेषित्र
ইলেক্ট্রোলাইসিস সাইট,विद्युत्-अपघटन अवगाह
ইলেক্ট্রোলাইটিক ব্রেকার,विद्युत्-अपघटनी विच्छेदक
ইলেক্ট্রোলাইটিক কোষ,विद्युत्-अपघटनी सेल
তড়িৎ - ধারক,विद्युत्-अपघटनी संधारित्र
ইলেক্ট্রোলাইটিক পরিবাহিতা,विद्युत्-अपघटनी चालन
ইলেক্ট্রোলাইটিক পরিবাহিতা,विद्युत्-अपघटनी चालकता
ইলেক্ট্রোলাইটিক আবিষ্কারক,विद्युत्-अपघटनी संसूचक
ইলেক্ট্রোলাইটিক বিচ্ছিন্নতা,विद्युत्-अपघटनी वियोजन
ইলেক্ট্রোলাইটিক ফিল্ম,विद्युत्-अपघटनी फिल्म
ইলেক্ট্রোলাইটিক গতিশীলতা,विद्युत्-अपघटनी गतिशीलता
ইলেক্ট্রোলাইটিক বিভাগ,विद्युत्-अपघटनी विभाजन
ইলেক্ট্রোলাইটিক সংশোধনকারী,विद्युत्-अपघटनी दिष्टकारी
ইলেক্ট্রোলাইটিক বিচ্ছেদ,विद्युत्-अपघटनी पृथक्करण
ইলেক্ট্রোলাইটিক সুইচ,विद्युत्-अपघटनी स्विच
ইলেক্ট্রোলাইটিক ট্যাঙ্ক,विद्युत्-अपघटनी टंकी
"ইলেক্ট্রোফোরেসিস, ইলেক্ট্রোফোরেসিস","विद्युदपघटक, विद्युदपघटित्र"
ইলেক্ট্রোম্যাগনেট,विद्युत्-चुम्बक
ইলেক্ট্রোম্যাগনেটিক,विद्युत्-चुम्बकीय
ইলেক্ট্রোম্যাগনেটিক ক্রিয়া,विद्युत्-चुम्बकीय क्रिया
ইলেক্ট্রোম্যাগনেটিক অ্যাকশন ঘনত্ব,विद्युत्-चुम्बकीय क्रिया घनत्व
ইলেক্ট্রোম্যাগনেটিক পরিবর্ধক লেন্স,विद्युत्-चुम्बकीय प्रवर्धक लेन्स
