English,Tamil
hexaploid,பதினாறுமாதம்
hibernate,குளிர் உறக்கம்
high density planting,அதிக அடர்த்தி நடவு
hill (rice),1. பிண்டலாக் 2. மலை (நெல்)
histogram,ஹிஸ்டோகிராம்
hitech horticulture,உயர் தொழில்நுட்ப தோட்டக்கலை
hive,1.தயிர் 2. ஹைவ்
hoeing,1. களையெடுத்தல் 2. களையெடுத்தல்
holding,வைத்திருக்கும்
home farm,தனியார் பண்ணை
homeostasis,ஹோமியோஸ்டாஸிஸ்
homestead,தாயகம்
homogeneity,ஒருமைப்பாடு
homogenous,1. ஒரே மாதிரியான 2. ஒரே மாதிரியான
homologus,அனுதாபம்
homozygote,ஓரினச்சேர்க்கை
hopper,1. குர்லிகா 2. உணவுப் பாத்திரம் 3. ஹாப்பர்
horizon,1. அடுக்கு 2. அடிவானம்
horticultural crops,தோட்டக்கலை பயிர்கள்
horticulture,1. தோட்டக்கலை 2. தோட்டக்கலை 3. தோட்டக்கலை 4. தோட்டக்கலை
