Hindi,English
द्विबीजपत्र,Dicotyledon
जालिकाय,Dictyosome
डिक्टिओटा,Dictyota
अग्रमस्तिष्कपश्च,Diencephalon
"आहारी, आहार-संबंधी",Dietary
विभेदक योगदान,Differential contribution
विभेदी व्यतिकरण विपर्यास सूक्ष्मदर्शी,Differential interference contrast microscope
विभेदक जनन,Differential reproduction
विभेदित कोशिका,Differentiated cell
विभेदन,Differentiation
विवर्तित तरंग,Diffracted wave
"विसरित करना, विसरित होना",Diffuse
विसरण क्षमता,Diffusing capacity
पाचन,Digestion
पाचक रस,Digestive juice
पाचन तंत्र,Digestive system
पाचन पथ,Digestive tract
अंगुलि,Digit
अंकीय व्यवकलन वाहिकाचित्रण,Digital subtraction angiography
"अंकीय रूप से, अंकत",Digitally
अंगुलिरूप ग्रंथि,Digitiform gland
केंद्रकयुग्म,Dikaryon
"द्विकेंद्रक प्रावस्था, केंद्रकयुग्म प्रावस्था",Dikaryophase
द्वितय,Dimer
प्रभावी घातक विकल्पी,Dominant lethal allele
द्विरूपता,Dimorphism
डाइनाइट्रोजन,Dinitrogen
"घूर्णीकशाभ, डाइनोफ्लैजेलेट प्राणी",Dinoflagellate
"एकलिंगाशृयी, पृथक्लिंगी",Dioecious
डाइओस्पाइरस मेलैनोजाइलोन,Diospyros melanoxylon
डाइपेप्टाइड,Dipeptide
द्विबारदंती,Diphyodont
डिप्लोबैसिलस,Diplobacillus
द्विकोरकी,Diploblastic
डिप्लोकोकस न्यूमोनी,Diplococcus pneumoniae
द्विगुणित अवस्था,Diploid stage
द्विसूत्रावस्था,Diplonema
द्विगुणितीय,Diplontic
डिप्लोसोम,Diplosome
द्विक्चूषक,Diplostome
द्विपट्ट अवस्था,Diplotene stage
"द्विपंखीगण, डिप्टेरा",Diptera
द्विपंखी,Dipteran
डिप्टैरोकार्पस होपिआ,Dipterocarpus hopea
डिप्थीरिया,Dipthteria
दिशिक वरण,Directional selection
डाइसैकेराइड हायल्यूरॉनिक अम्ल,Disaccharide hyaluronic acid
डाइसैकेराइड,Disaccharide
"चक्रिका, डिस्क, बिंब, मंडक",Disc
बिंब पुष्पक,Disc floret
पराग विसर्जन,Discharge of pollen
असंतत विभिन्नता,Discontinuous variation
असंतत उत्परिवर्तन,Discrete mutation
रोग,Disease
विषमकारी प्रभाव,Disharmonising process
विसंक्रामक,Disinfectant
विसंक्रमित,Disinfected
अस्थि विकार,Disorders of bone
प्रकीर्णन,Dissemination
दूरस्थ,Distal
दूरस्थ संवलित,Distal convoluted
दूरस्थ वृक्काणु,Distal nephron
दूरस्थ अंगुलास्थि,Distal phalanx
दूरस्थ वर्णक,Distal pigment
दिवाचर,Diurnal
द्विसंयोजी धनायन,Divalent cation
द्विसंयोजक,Divalent
अलग-अलग होना,Diverge
"अपसरण, अपसारिता",Divergence
विविधता,Diversity
श्रम विभाजन,Division of labour
विभाजन,Division
"भाग, प्रभाग",Division
डी.एन.ए.आश्रित आर.एन.ए. पॉलिमरेज,DNA dependent RNA polymerase
डी.एन.ए.शोषण,DNA blotting
डी. एन. ए. विदलन,DNA cleavage
डी. एन. ए. क्लोनन,DNA cloining
डी. एन. ए. - चालित संकरण,DNA driven hybridization
डी. एन. ए. फिंगरप्रिंटिंग,DNA fingerprinting
डी. एन. ए. संग्रह,DNA library
"डी. एन. ए. विरज्जुकन, डी. एन. ए. गलन",DNA melting
डी. एन. ए. मेथिलन,DNA methylation
डी. एन. ए. पॉलिमरेज,DNA polymerase
डी. एन. ए. संपरीक्षक,DNA probe
डी. एन. ए. क्षतिसुधार,DNA repair
डी. एन. ए. प्रतिकृति,DNA replicate
डी. एन. ए. प्रतिकृतीयन,DNA replication
डी. एन. ए. अनुक्रम,DNA sequence
डी. एन. ए. समबंधन,DNA splicing
डी. एन. ए. अतिकुंडलन,DNA super coiling
डी. एन. ए. अनुलेखन,DNA transcription
डी. एन. ए. संवाहक,DNA vector
डॉबसन इकाई,Dobson unit
"डॉगफिश, कुरंजन सुरा",Dogfish
डोलिओलम,Doliolum
डॉल्फिन,Dolphin (mammal)
पालतू पशु,Domestic animal
"पालित पशु, पालतू पशु",Domesticated animal
घरेलू पौधा,Domesticated plant
पालतू बनाना,Domestication
ग्राम्यन,Domestication
प्रभावी जीन,Dominant gene
प्रभावी यूनिट कारक,Dominant unit factor
डोनन साम्य,Donnan equilibrium
दाता कोशिका,Donor cell
डॉप्लर प्रभाव,Doppler effect
पृष्ठीय भीतरी सतह,Dorsal inner surface
पृष्ठीय तंत्रिका रज्जु,Dorsal nerve cord
प्रसुप्ति,Dormancy
पृष्ठ पख,Dorsal fin
पृष्ठीय खोखला तंत्रिका तंत्र,Dorsal hollow nervous system
पृष्ठ नासाद्वार,Dorsal nostril
पृष्ठ मूल गुच्छिका,Dorsal root ganglion
पृष्ठ सतह,Dorsal surface
पृष्ठीय अंतरंग ककुद,Dorsal visceral hump
पृष्ठाधर पर्ण,Dorsiventral leaf
द्वि-आबंध,Double bond
समुद्री नारियल,Double coconut
द्वि कुंडलिनी,Double helix
द्विरज्जुकी संरचना,Double stranded structure
अनुप्रवाह,Downstream
अनुप्रवाह प्रक्रमण,Downstream processing
डाउन संलक्षण,Down syndrome
ड्रैसीना,Dracaena
ड्रैको,Draco
"व्याध पतंग, ड्रेगन फ्लाई",Dragon fly
बिंदुक,Droplet
"जलशोफ, ड्रॉप्सी",Dropsy
ड्रोसोफिला मेलानोगेस्टर,Drosophila melanogaster
"जलाभाव, सूखा",Drought
जलाभावसह घास,Drought resistant grass
औषधि,Drug
"नशीले पदार्थ, मादक द्रव्य",Drug
मादक द्रव्य अपसेवन,Drug abuse
चोब,Drum stick
अष्ठिल,Drupe
शुष्क जैवमात्रा,Dry biomass
शुष्क निक्षेप,Dry deposition
ड्रायोपिथेकस,Dryopithecus
ड्रायोप्टेरिस,Dryopteris
अपवाही वाहिनिका,Ductule efferent
धमनी वाहिनी,Ductus arteriosus
अधिवृषण वाहिनी,Ductus epididymus
ग्रहणी,Duodenum
द्विगुणन,Duplication
"ड्यूरामीटर, दृढ़तानिका",Duramater
"कठोर दारु, डूरेमेन",Duramen
डूरैन्टा,Duranta
धूलि प्रदूषण,Dust pollution
"वामन, बौना",Dwarf
वामनता,Dwarfness
वामन-तना पादप,Dwarf-stem plant
डाइनीन,Dynein
अंगुलि,Digit
"महाश्येन, उकाब",Eagle
कर्ण अस्थिका,Ear ossicle
बाल - पिटिका,Earcockle
पुरातन जीवन,Earliest life
अग्र दारु,Early wood
कर्णमफ़,Earmuff
भूशिखर सम्मेलन,Earth summit
भक्षण और भक्ष्य बनना,Eating and being eaten
"पृथ्वी, भू, भूमि",Earth
"मृदा, मृत्तिका",Earth
एबेनेलीज,Ebenales
सहपत्रहीन,Ebracteate
ऐकीनीस,Echeneis
एकाइनोकोकस,Echinococcus
प्रतिध्वनि-निर्धारण,Echolocation
एक्लिप्टा ऐल्बा,Eclipta alba
पारिस्थितिक अनुकूलन,Ecological adaptation
पारिस्थितिक दक्षता,Ecological efficiency
पारिस्थितिक परस्पर-निर्भरता,Ecological interdependence
पारिस्थितिक पिरैमिड,Ecological pyramid
पारिस्थितिक स्वच्छता,Ecological sanitation
पारिस्थितिक अनुक्रम,Ecological succession
पारिस्थितिक संधार्यता,Ecological sustainability
"पारिस्थितिकीविज्ञ, पारिस्थितिकी विज्ञानी",Ecologist
पारिस्थितिकी,Ecology
पारिस्थितिकी एवं पर्यावरण,Ecology and environment
इकोसैन शौचालय,Ecosan toilet
पारितंत्र,Ecosystem
पारितंत्र विविधता,Ecosystem diversity
पारितंत्र प्रक्रम,Ecosystem process
पारितंत्र सेवा,Ecosystem service
ईकोटोन,Ecotone
पारिपर्यटन,Ecotourism
पारि-प्ररूप,Ecotype
विद्युद् रासायनिक विभव प्रवणता,ECP gradient
एक्टोकार्पस,Ectocarpus
"बाह्य त्वचा, बाह्य चर्म",Ectoderm
बाह्य कवकमूल,Ectomycorrhizae
बाह्यपरजीवी,Ectoparasite
अपस्थानिक सगर्भता,Ectopic pregnancy
बाह्योष्मी,Ectotherm
बाह्योष्मी,Ectothermic
कोर प्रभाव,Edge effect
कोर जाति,Edge species
"प्रभावी आघात, प्रभावी स्ट्रोक",Effective stroke
कार्यकर,Effector
प्रभावी,Effector
अपवाही,Efferent
अपवाही धमनिका,Efferent arteriole
दक्षता सूचकांक,Efficiency index
बहिःस्राव,Effluent
बहिःस्राव उपचार संयंत्र (ई.टी.पी),Effluent treatment plant (ETP)
बहिर्वाह,Efflux
बहिःक्षेपित,Egested
"अंड, अंडा",Egg
अंड-उपकरण,Egg apparatus
"आत्मकेंद्रिकता, अहंकेंद्रिकता",Ego centrism
आइकॉर्निया क्रेसिपीज,Eicchornia crassipes
स्खलन वाहिनी,Ejaculatory duct
एल निन्यो प्रभाव,El nino effect
"तेलद लवक, इलाओप्लास्ट",Elaioplast
एलास्मोब्रैंक,Elasmobranch
प्रत्यास्थ रेशा,Elastic fibre
प्रत्यास्थ बल,Elastic force
प्रत्यास्थता,Elasticity
इलास्टिन,Elastin
इलेटर,Elater
विद्युत् क्षेत्र,Electric field
विद्युत् प्रदीपक,Electric illuminator
विद्युत् अंग,Electric organ
विद्युत् विसर्जन,Electrical discharge
विद्युत् विभवांतर,Electrical potential difference
विद्युत् अभिक्रमण,Electrical synapse
विद्युत्हृद्लेख,Electrocardiogram (ECG)
विद्युत्हृद्लेखी,Electrocardiograph
विद्युत्हृद्लेखन,Electrocardiography
विद्युत् रासायनिक प्रोटोन प्रवणता,Electrochemical proton gradiant
विद्युत् मस्तिष्क लेख,Electroencephalogram
विद्युत् मस्तिष्क लेखन,Electroencephalography
विद्युत जनित,Electrogenic
विद्युत्चंबकीय लेन्स,Electromagnetic lense
विद्युत चुंबकीय विकिरण,Electromagnetic radiation
विद्युत चुंबकीय सिद्धांत,Electromagnetic theory
इलेक्ट्रॉन ग्राही,Electron acceptor
इलेक्ट्रॉन बमबारी,Electron bombardment
न्यून-इलेक्ट्रॉन,Electron deficient
इलेक्ट्रॉन दाता,Electron donor
इलेक्ट्रॉन सूक्ष्मदर्शी,Electron microscope
इलेक्ट्रॉन पारदर्शिता,Electron transparency
इलेक्ट्रॉन अभिगमन शृंखला,Electron transport chain
इलेक्ट्रॉन अभिगमन तंत्र,Electron transport system
"ऋणविद्युत्, ऋणविद्युती",Electronegative
ऋणविद्युत् परमाणु,Electronegative atom
इलेक्ट्रॉनिक अपशिष्ट,Electronic waste
वैद्युतकण संचलन,Electrophoresis
वैद्युत प्रवेशन,Electroporation
स्थिरवैद्युत अवक्षेपित्र,Electrostatic precipitator
तत्व,Element
अवयव,Element
एलिफैस,Elephas
दीर्घवृत्तीय पट्टी,Ellipsoid strip
दीर्घवृत्तीय संधि,Ellipsoidal joint
दीर्घित हृदय,Elongated heart
दीर्घीकारक,Elongation factor
एल्फिडियम,Elphidium
निक्षालन,Elution
कोरखांची,Emarginate
विपुंसन,Emasculation
भ्रूण-संवर्धन,Embryo culture
भ्रूण परिवर्धन,Embryo development
भ्रूण उद्धार,Embryo rescue
भ्रूण,Embryo
भ्रूण-कोष,Embryo sac
भ्रूणवैज्ञानिक अनुसंधान,Embryological research
भ्रूणविज्ञान,Embryology
भ्रूणीय कोरकरंध्र,Embryonic blastopore
भ्रूण परिवर्धन,Embryonic development
भ्रूण मर्त्यता,Embryonic mortality
निर्गमित जलोद्भिद्,Emergent hydrophyte
"उत्प्रवास, उत्प्रवासन",Emigration
इमिलिया सोन्कीफोलिया,Emilia sonchifolia
भावनात्मक विक्षोभ,Emotional turbulence
एम्पेट्रेसी,Empetraceae
वातस्फीति,Emphysema
मूलानुपाती सूत्र,Empirical formula
"इम्यु, इमु",Emu
"पायसीयन, इमल्सीयन",Emulsifying
इनाइमा,Enaima
"इनेमल, दंतवल्क",Enamel
कोडित एंजाइम,Encoded enzyme
पुटीभवन,Encystation
अंत्य भित्ति,End wall
संकटापन्न,Endangered
विशेषक्षेत्री,Endemic
"स्थानिकता, विशेषक्षेत्रिकता",Endemism
ऊर्जाशोषी अभिक्रिया,Endergonic reaction
अंतःफलभित्ति,Endocarp
अंतःस्रावी तंत्र,Endocrine system
अंतःकोशिकता,Endocytosis
"अंतस्त्वचा, अंतश्चर्म",Endoderm
अंतर्लसीका,Endolymph
अंतःस्तर (गर्भाशय),Endometrium
अंतःकवकमूल,Endomycorrhizae
एन्डोन्यूक्लिएज अभिज्ञान स्थल,Endonuclease recognition site
अंतर्द्रव्यी जालिका,Endoplasmic reticulum
अंतर्दर्शी,Endoscope
अंतर्दर्शन,Endoscopy
अंतःकंकाल,Endoskeleton
अंतःकाय,Endosome
भ्रूणपोष,Endosperm
भ्रूणपोषी,Endospermic
अंतःस्तर अस्तर,Endothelial lining
अंतःस्तर,Endothelium
आंतर-ऊष्मी (समतापी),Endotherm (eomoiotherm)
आंतर-ऊष्मी,Endothermic
ऊष्माशोषी,Endothermic
अंतराविष,Endotoxin
अंत्य केश,End sac
अंतर्द्रव्यी,Endoplasmic
अंतःस्रावी तंत्र,Endrocrine system
ऊर्जा स्वांगीकृत,Energy assimilated
ऊर्जा प्रवाह मॉडल,Energy flow model
ऊर्जा पादप-रोपण,Energy plantation
ऊर्जा बागान,Energy plantation
ऊर्जा स्रोत,Energy source
"इंजीनियरी, अभियांत्रिकी",Engineering
एन्टअमीबा हिस्टोलिटिका,Entamoeba histolytica
एन्टेरोबियस,Enterobius
आंत्रकोशिका,Enterocyte
"आंत्र, अंत्र",Enteron
"पूर्णोष्मा, एन्थैल्पी",Enthalpy
"कीटरागी, कीटपरागित",Entomophilous
कीटपरागण,Entomophily
एन्ट्रॉपी,Entropy
पर्यावरण,Environment
पर्यावरणी परिस्थिति,Environmental condition
पर्यावरणी आचारनीति,Environmental ethics
पर्यावरणी कारक,Environmental factor
पर्यावरणी प्रभाव,Environmental influence
पर्यावरणी प्रबंधन,Environmental management
पर्यावरणीय आयोजना एवं समन्वयन,Environmental planning and coordination
"पर्यावरणीय प्रतिरोध, वातावरणीय प्रतिरोध",Environmental resistance
एंजाइमी अंतर्वस्तु,Enzymatic content
एंजाइम,Enzyme
एंजाइम तंत्र,Enzyme system
एंजाइम-सहलग्न,Enzyme-linked
"आदिनूतन, इओसीन",Eocene
"इओसिनोफिल, इओसिनरागी",Eosinophil
इफेड्रा,Ephedra
अल्पकालिक वार्षिक शाकबूटी,Ephemeral annual herb
अल्पकालिक,Ephemeral
"अधिबाह्यदलपुंज, एपिकैलिक्स",Epicalyx
बाह्यफलभित्ति,Epicarp
"अधिचर्म कोशिका, बाह्य त्वचा कोशिका",Epidermal cell
"अधिचर्म, बाह्य त्वचा",Epidermis
एपिडर्मोफाइटॉन,Epidermophyton
अधिवृषण,Epididymis
एपीगाइनी,Epigynae
जायांगोपरिक,Epigynous
"अपस्मार, मिरगी",Epilepsy
अधिसर,Epilimnion
अभिरूपांतरण,Epimorphosis
ऐपिनेफ्रिन,Epinephrine
तंत्रिकावरक,Epineurium
दललग्न,Epipetalous
"अधिप्रवर्ध, एपिफिसिस",Epiphysis
अधिपादप,Epiphyte
घटनाजन्य अवसाद,Episodic depression
प्रबलता,Epistasis
अध्यंतरण,Epistasis
"उपकला ऊतक, एपिथीलयमी ऊतक",Epithelial tissue
युग,Epoch
इप्यूलॉप्सीयम फिशेसोनी,Epulopscium fishesoni
मध्यवर्ती पट्टी,Equatorial plate
"साम्यावस्था, साम्य",Equilibrium
साम्य अवसादन,Equilibrium sedimentation
एक्वीसीटम,Equisetum
ईक्वस,Equus
महाकल्प,Era
अर्गोस्टोरॉल,Ergosterol
एरीकेलीज,Ericales
अपरदन,Erosion
इरूसिक अम्ल,Erucic acid
एरिथ्रीना,Erythrina
रक्ताणु (लाल रुधिरकणिका),Erythrocyte (RBC)
"रक्ताण्विक, रक्ताणुक",Erythrocytic
रक्ताणु-उत्पत्ति कारक,Erythropoietic factor
एरिथ्रोपोईटिन,Erythropoietin
एरिथ्रोजाइलम कोका,Erythroxylum coca
ऐस्खेरिखिया कोलाइ,Escherichia coli
"सगंध तेल, वाष्पशील तेल",Essential oil
एस्टर बंध,Ester bond
एस्ट्रोजन,Estrogen
एस्ट्रोजन प्रतिस्थापन चिकित्सा,Estrogen replacement therapy
ज्वारनद,Estuary
इटीरिओ,Etaerio
एथेनॉल,Ethanol
ईथर,Ether
इथिडियम ब्रोमाइड,Ethidium bromide
जीवपारिस्थितिकी,Ethology
स्वाभाविकी,Ethology
एथिलीन,Ethylene
एथिलमेथेन सल्फोनेट,Ethylmethane sulphonate
पांडुरता,Etiolation
सुजीवाणु,Eubacteria
सुजीवाण्विक कोशिका,Eubacteria cell
यूक्रोमैटिन,Euchromatin
यूग्लीना,Euglena
यूग्लीनाभ,Euglenoid
ससीमकेंद्रक,Eukaryote (eucaryote)
सुकेंद्रकी कोशिका,Eukaryotic cell
सुकेंद्रकी जाति,Eukaryotic species
यूमेटाजोआ,Eumetazoa
"सुसूत्रीविभाजन, सुसूत्रण",Eumitosis
नपुंसकाभता,Eunuchoidism
यूपैगुरस,Eupagurus
यूफॉर्बिया,Euphorbia
यूफॉर्बिएसी,Euphorbiaceae
यूप्लेक्टेला,Euplectella
पृथुलवणी,Euryhaline
पृथुतापी,Eurythermal
यूस्पंजिया,Euspongia
यूस्टेकी नलिका,Eustachian tube
सुपोषी जलाशय,Eutrophic water body
सुपोषण,Eutrophication
अतिपोषण,Eutrophication
निर्वातित,Evacuated
मूल्यांकित,Evaluated
वाष्पन,Evaporation
पीत सेवंती,Evening primrose
सदाबहार उष्णकटिबंधीय वर्षा वन,Evergreen tropical rain forest
विकास,Evolution
जीवन का विकास,Evolution of life
विकास कारक,Evolutionary agent
"विकासीय जैविकी, विकासीय जीवविज्ञान",Evolutionary biology
विकास प्रक्रिया,Evolutionary process
विकास-क्रम,Evolutionary sequence
विकासीय जाति,Evolutionary species
विकासीय वर्गिकीविद्,Evolutionary taxonomist
विकासीय प्रवृत्ति,Evolutionary trend
ऐल्बुमिनहीन,Exalbuminous
अतिवृद्धि,Excessive growth
अत्यधिक निद्रा,Excessive sleeping
उत्तेजकता,Excitability
उत्सर्जन,Excretion
उत्सर्जी जनन वाहिनी,Excretory genital duct
उत्सर्जी दुग्धवाही वाहिनी,Excretory lactiferous duct
उत्सर्जी रंध्र,Excretory pore
उत्सर्जी नलिका,Excretory tubule
ऊर्जाक्षेपी अभिक्रिया,Exergonic reaction
क्षयशील संसाधन,Exhaustible resources
बर्हिजैविकी,Exobiology
"उड़न-मीन, एक्सोसीटस",Exocoetus
बहिःस्रावी ग्रंथि,Exocrine gland
बहिःकोशिकता,Exocytosis
बहिर्जात,Exogenous
बहिर्जात मुकुलन,Exogenous budding
एक्सोन्यूक्लिएस,Exonuclease
बाह्यपरजीवी,Exoprasite
बहिर्द्रव्य,Exoplasm
बहिःकंकाल,Exoskeleton
विदेशज जाति,Exotic species
एक्सपैन्सिन,Expansin
प्रयोग,Experiment
कर्तोतक,Explant
चरघातांकी,Exponentially
अभिव्यक्त अनुक्रम चिह्नक,Expressed sequence tag (EST)
विस्तार्यता,Extensibility
बाह्य कर्ण,External ear
बाह्य निषेचन,External fertilization
बाह्य उद्दीपन,External stimulus
"विलोप, विलोपन",Extinction
जाति विलोपन,Extinction of species
उदर-बाह्य वृषण,Extra-abdominal testes
कोशिकाबाह्य पाचन,Extracellular digestion
कोशिकाबाह्य तरल,Extracellular fluid
कोशिकाबाह्य पदार्थ,Extracellular material
कोशिकाबाह्य आधात्री,Extracellular matrix
निष्कर्षण,Extraction
भ्रूणबाह्य झिल्ली; भ्रूणेतर झिल्ली,Extraembryonic membrane
पार्थिवेतर उद्भव,Extraterrestrial origin
चरम मरुस्थल,Extreme desert
बाह्य प्रोटीन,Extrinsic protein
बहिरवगम,Extroception
बहिर्मुखी,Extrorse
निःस्रावी (गोंदी) पदार्थ,Exuding (gummy) substance
नेत्रशोथ,Eye inflammation
अभिनेत्र लेन्स,Eye lens
नेत्रिका,Eye piece
पलक,Eyelid
उत्सर्जी नलिका,Excretory tubule
फेबेसी,Fabaceae
सेमाभ,Fabaceous
फलक,Facet
आनन अस्थि,Facial bone
सुकृत विसरण,Facilitated diffusion
विकल्पी परजीवी,Facultative parasite
मल पदार्थ,Faecal matter
"मल गुटिका, विष्ठा गुटिका",Faecal pellet
"बाज, श्येन",Falcon
"फेलोपिओ-नलिका, डिम्बवाहिनी",Fallopian tube
कूट फल,False fruit
आभासी पट,False septum
"कुल, फैमिली",Family
संपट्ट,Fascia
पूलिका,Fascicle
"पूलीय, पूली",Fascicular
पूलिका,Fascicule
फैसिओला,Fasciola
वसा विलेय विटामिन,Fat soluble vitamin
वसा अम्ल,Fatty acid
सदोष प्रतिलिपि,Faulty copy
प्राणिजात,Fauna
अनुकूल पर्यावरणीय परिस्थिति,Favourable environmental condition
"पिच्छ, पर",Feather
पिच्छ तारा,Feather star
पक्षबिंदु,Feathery stigma
पुनर्भरण,Feedback
पुनर्भरण संदमन,Feedback inhibition
पुनर्भरण क्रियाविधि,Feedback mechanism
अशन,Feeding
संस्पर्शक,Feeler
फीलिस,Felis
मादा शंकु,Female cone
मादा प्राक्केंद्रक,Female pronucleus
"ऊर्विका, फीमर",Femur
किण्वन,Fermentation
फर्न,Fern
फेरेडॉक्सिन,Ferredoxin
जननक्षम संकर,Fertile hybrid
जननक्षम,Fertile
उर्वर,Fertile
अबंध्य,Fertile
फर्टिलिन,Fertilin
जननक्षमता,Fertility
उर्वरता,Fertility
निषेचन,Fertilization
उर्वरण,Fertilization
उर्वरक,Fertilizer
रेशकीयन,Fibrillation
रेशकोरक वृद्धि कारक,Fibroblast growth factor (FGFs)
रेशकोरक,Fibroblast
रेश-उपास्थि,Fibrocartilage
फाइब्रिनोजन,Fibrinogen
झकड़ा जड़ तंत्र,Fibrous root system
रेशेदार,Fibrous
"फिबुला, बहिर्जंघिका",Fibula
फाइकस,Ficus
फाइकस हेटेरोफिला,Ficus heterophylla
फाइकस रिलीजिओसा (पीपल),Ficus religiosa (pipal)
मृद्जलधारिता,Field capacity
क्षेत्र पुस्तिका,Field notebook
"खेत संख्या, क्षेत्र संख्या",Field number
तंतु अंकुश,Filament hook
तंतु,Filament
तंतुल,Filamentous
तंतुल प्रकार,Filamentous type
फाइलेरिया कृमि,Filaria worm
तंतुरूप शृंगिका,Filiform antenna
निस्यंदक अशन,Filter feeding
निस्यंदन रेखाछिद्र,Filtration slit
पख,Fin
सूक्ष्म समंजन घुंडी,Fine adjustment knob
महीन बालू,Fine sand
फिंगरप्रिंटिंग,Fingerprinting
ऊष्मागतिकी का प्रथम नियम,First law of thermodynamics
"मत्स्य घी, मछली का घी",Fish ghee
"मत्स्य तेल, मछली का तेल",Fish oil
मत्स्य संसाधन उद्योग,Fish processing industry
मत्स्य प्रोटीन,Fish protein
"मात्स्यिकी, मत्स्य उद्योग",Fishery
विखंडन,Fission
विदर (बड़ी खांच),Fissure (large groove)
नलीदार,Fistular
पंचांगुलि,Five digits (pentadactyl)
पाँच जगत् वर्गीकरण,Five kingdom classification
फिक्स जीन क्लस्टर,Fix gene cluster
स्थिरक,Fixative
स्थिर अथवा अगतिमान,Fixed or immovable
अचल स्रोत,Fixed source
स्थायीकर,Fixing agent
स्थिरण सूक्ष्मजीव,Fixing microbe
"श्लथ, ढीला",Flaccid
"कशाभ, कशाभिका",Flagella
कशाभी (प्राणी),Flagellate
कशाभिमय,Flagellated
फ्लैजेलिन,Flagellin
कशाभ,Flagellum
ज्वाला-कंद,Flame bulb
ज्वाला-कोशिका,Flame cell
"फ्लेमिंगो, हंसावर",Flamingo
चपटी सेम,Flat bean
चपटी उपकला कोशिका,Flat epithelial cell
चपटा कृमि,Flat worm
चपटा अस्थि,Flattened bone
प्लेविन ऐडेनीन डाइन्यूक्लिओटाइड,Flavin adenine dinucleotide
गूदेदार फल,Fleshy fruit
सूक्ष्मरोम तंतु,Flimmer filament
"अरित्र, फ्लिपर",Flipper
मुक्त पर्शका,Floating rib
उर्णिक,Flocs
"वनस्पतिजात, पेड़-पौधे",Flora
पुष्म आकारिकी,Floral morphology
पुष्म संरचना,Floral structure
पुष्प चक्कर,Floral whorl
प्लोरिजन,Florigen
प्रवाह कोशिकामिति,Flow cytometry
पुष्म कलिका,Flower bud
पुष्पी पादप,Flowering plant
तरल भरक,Fluid feeder
तरल मोजेक मॉडल,Fluid mosaic model
दीप्ति सूक्ष्मदर्शिकी,Fluorescence microscopy
प्रतिदीप्तिशील रंजक,Fluorescent dye
प्रदीप्तिशील पर्दा,Fluorescent screen
फ्लुओरीन,Fluorine
प्लुओरोक्रोम,Fluorochrome
फ्लोरोक्रोम रंजक,Fluorochrome dye
अभिवाह,Flux
फ्लाई ऐश,Fly ash
उड़न मेंढक,Flying-frog
उड़न मीन,Flying fish
उड़न गोधिका,Flying lizard
उड़नेवाला फैलेंजर,Flying phalanger
उड़न गिलहरी,Flying squirrel
फोकस,Focus
फोकसन उपकरण,Focussing aparatus
चारा,Fodder
गर्भ उत्क्षेपण प्रतिवर्त,Foetal ejection reflex
गर्भ,Foetus (fetus)
पर्णसमूह,Foliage
पर्णिल जड़,Foliar root
फॉलिक अम्ल,Folic acid
"फॉलिकल, पुटक",Follicle
गर्त,Follicle
पुटक उद्दीपक हॉर्मोन,Follicle stimulating hormone (FSH)
पुटक जीर्णता,Follicular atresia
आहार शृंखला,Food chain
खाद्य संचलन अवयव,Food conducting element
भोजन विषाक्तता,Food poisoning
खाद्य पिरामिड,Food pyramid
खाद्य धानी (खाद्य रसधानी),Food vacuole
आहार जाल,Food web
महारंध्र,Foramen magnum
अंडाकार रंध्र,Foramen ovale
फोरैमिनीफेरा प्राणी,Foraminiferan
आसंजन बल,Force of adhesion
विजातीय डी.एन.ए,Foreign DNA
अग्रपाद,Forelimb
न्यायुर्विज्ञान,Forensic science
अग्रच्छद,Foreskin
शिरनच्छद,Foreskin
वन,Forest
वन समुदाय,Forest community
वन क्षेत्र,Forest tract
वानिकी,Forestry
निर्माण प्रावस्था,Formative phase
अंडाकार खात,Fossa ovalis
जीवाश्म,Fossil
जीवाश्मित,Fossilised
धात्रेय,Foster mother
संस्थापक प्रभाव,Founder effect
संस्थापक,Founder
फोर-ओ-क्लॉक (मिराबिलिस जलापा),Four-o-clock (mirabilis jalapa)
खात,Fovea
"मुर्गा, कुक्कुटादि",Fowl
भंगुरता,Fragility
"खंडीयन, खंडन",Fragmentation
सुगंधित,Fragrant
"प्राघार-सृति उत्परिवर्तन, फ्रेम-शिफ्ट उत्परिवर्तन",Frame-shift mutation
फ्रैंकिया,Frankia
"मुक्त ऊर्जा, प्राप्यतम ऊर्जा",Free energy
मुक्त प्लावी,Free floating
मुक्त जीवी सूक्ष्मजीव,Free living microbe
मुक्त-अक्षीय,Free-central
मुक्तजीवी,Free-living
हिम-उत्कीर्णन तकनीक,Freeze-etching technique
प्रपर्ण,Frond
अग्रललाट पालि,Frontal lobe
हिमशीतित अवस्था,Frozen state
"फलभक्षी, फलाहारी",Frugivore
फल बेधक,Fruit borer
फल पुटक,Fruit follicle
फलन काय,Fruiting body
"फलक, लघुफल",Fruitlet
फ्यूकोजैन्थिन,Fucoxanthin
ईंधन सामग्री,Fuel material
फ्यूनेरिया,Funaria
प्रकार्य,Function
प्रकार्यात्मक अवशिष्ट क्षमता,Functional residual capacity
प्रकार्यात्मक इकाई,Functional unit
फंडस,Fundus
कवक रोग,Fungal disease
कवक रूपी,Fungal form
कवक तंतु,Fungal hypha
फफूंद कवकजाल,Fungal mycelium
कवक,Fungi
कवकनाशी,Fungicide
कवकाहारी,Fungivorous
बीजांडवृत,Funicle
"समूर, फर",Fur
रवांच,Furrow
फ्यूजेरियम ऊडम,Fusarium udum
