Assamese,Bengali
ডিজিটেল চুইচ,ডিজিটাল সুইচ
ডিজিটেলৰ পৰা এনালগলৈ (D/A) ৰূপান্তৰক,ডিজিটাল থেকে এনালগ (D/A) রূপান্তরকারী
ডিজিটাইজেচন,ডিজিটাইজেশন
ডিজিটেলাইজ কৰক,ডিজিটাইজ করা
ডিজিটাইজাৰ,ডিজিটাইজার
ডাইঅ&#39;ড,ডায়োড
পোনপটীয়া,সরাসরি
প্ৰত্যক্ষ ঠিকনা,সরাসরি ঠিকানা
প্ৰত্যক্ষ ৰূপান্তৰ,সরাসরি রূপান্তর
প্ৰত্যক্ষ সংযোজন,সরাসরি সংযোগ
প্ৰত্যক্ষ মেমৰি অভিগম (DMA),সরাসরি মেমরি অ্যাক্সেস (DMA)
প্ৰত্যক্ষ স্মৃতিশক্তি প্ৰৱেশ (DMA),সরাসরি মেমরি অ্যাক্সেস (DMA)
প্ৰত্যক্ষ পদ্ধতি,সরাসরি পদ্ধতি
নিৰ্দেশনা,নির্দেশ
ডাইৰেকটৰী,ডিরেক্টরি
ডাইৰেকটৰি চাৰ্ভাৰ,ডিরেক্টরি সার্ভার
ডাইৰেকটৰি সেৱা,ডিরেক্টরি সেবা
অক্ষম,নিষ্ক্রিয়
সংকেত নিষ্ক্ৰিয় কৰা,অক্ষম সংকেত
সংযোগ বিচ্ছিন্ন কৰক,সংযোগ বিচ্ছিন্ন
বিচ্ছিন্ন,বিযুক্ত
ডিস্ক,ডিস্ক
ডিষ্কৰ ঠিকনা,ডিস্ক ঠিকানা
ডিষ্ক এৰে,ডিস্ক অ্যারে
ডিষ্কৰ ক্ষমতা,ডিস্ক ক্ষমতা
ডিষ্ক ড্ৰাইভ,তথ্য ধারণ করে যে চাকতি
ডিষ্ক নথিপত্ৰ,ডিস্ক ফাইল
ডিষ্ক মেমৰি,ডিস্ক মেমরি
ডিষ্ক কাৰ্য্যকৰপ্ৰণালী (DOS),ডিস্ক অপারেটিং সিস্টেম (DOS)
ডিষ্ক পেক,ডিস্ক প্যাক
ডিষ্ক চাৰ্ভাৰ,ডিস্ক সার্ভার
ডিষ্ক সংৰক্ষণ,ডিস্ক স্টোরেজ
ডিস্কেট,ডিস্কেট
ফাইল প্ৰদৰ্শন কৰক,প্রদর্শন ফাইল
ছবি প্ৰদৰ্শন কৰক,প্রদর্শন চিত্র
নিষ্পত্তি,নিষ্পত্তি
দূৰত্ব,দূরত্ব
দূৰত্বৰ ফলন,দূরত্ব ফাংশন
বিকৃতি,বিকৃতি
বিতৰণ কৰা হৈছে,বিতরণ করা
বিতৰণ কৰা তথ্য,বিতরণ করা তথ্য
বিতৰণ কৰা চাৰ্ভাৰ,বিতরণ করা সার্ভার
বিতৰণ কৰা ব্যৱস্থা,বিতরণ ব্যবস্থা
বিতৰণমূলক,বিতরণকারী
নথিপত্ৰ,নথি
নথিপত্ৰ উদ্ধাৰ কৰা হৈছে,নথি উদ্ধার করা হয়েছে
নথিপত্ৰ উইন্ডো,নথি উইন্ডো
নথিপত্ৰ,ডকুমেন্টেশন
ডমেইন,ডোমেইন
ডমেইনৰ নাম,ডোমেন নাম
ডট মেট্ৰিক্স প্ৰিন্টাৰ,ডট ম্যাট্রিক্স প্রিন্টার
তললৈ,নিচে
ডাউন লিংক,ডাউন লিঙ্ক
ডাউন লোডিং,ডাউন লোড হচ্ছে
ডাউন টাইম,ডাউন সময়
ড্ৰেগিং কৰা,টেনে আনা
DRAM (ডাইনামিক ৰেম),DRAM (গতিশীল RAM)
ড্ৰিফ্ট,প্রবাহ
ড্ৰাইভাৰ,ড্রাইভার
টোপাল,ড্রপ
ড্ৰপ ডাউন তালিকা বাকচ,ড্রপ ডাউন তালিকা বাক্স
ড্ৰাম ড্ৰাইভ,ড্রাম ড্রাইভ
ড্ৰাম প্ৰিন্টাৰ,ড্রাম প্রিন্টার
ড্ৰাম ইউনিট,ড্রাম ইউনিট
দ্বৈত,দ্বৈত
দ্বৈত ঘনত্ব,দ্বৈত ঘনত্ব
ডামি ঠিকনা,ডামি ঠিকানা
ভাণ্ডাৰ,ডাম্প
ডুপ্লেক্স বৰ্তনী,ডুপ্লেক্স সার্কিট
ডুপ্লেক্সিং,ডুপ্লেক্সিং
ডুপ্লিকেট কৰক,নকল
ডিভিডি R/W,ডিভিডি R/W
DVD ROM,ডিভিডি রম
গতিশীল নিৰ্দেশনা,গতিশীল নির্দেশ
গতিশীল স্মৃতিশক্তি,গতিশীল মেমরি
গতিশীলতা,গতিবিদ্যা
ইবিচিডিআইচি,ইবিসিডিআইসি
ই-ব্যৱসায়,ই-ব্যবসা
প্ৰতিধ্বনি,প্রতিধ্বনি
ই-কমাৰ্চ,ই-কমার্স
সম্পাদনা কৰক,সম্পাদনা
সম্পাদক,সম্পাদক
শৈক্ষিক প্ৰযুক্তি,শিক্ষাবিষয়ক প্রযুক্তি
ইইপি ৰম,ইইপি রম
ফলপ্ৰসূ ঠিকনা (ভাসমান ঠিকনা),কার্যকর ঠিকানা (ভাসমান ঠিকানা)
ফলপ্ৰসূ অপাৰেণ্ড ঠিকনা,কার্যকর অপারেন্ড ঠিকানা
ফলপ্ৰসূ পদ্ধতি,কার্যকর পদ্ধতি
ফলপ্ৰসূ UID (ব্যৱহাৰকাৰী চিনাক্তকৰণ),কার্যকর ইউআইডি (ব্যবহারকারী সনাক্তকরণ)
ফলপ্ৰসূ সংক্ৰমণ অপাৰেণ্ড,কার্যকরী ট্রান্সমিশন অপারেন্ড
আঠ-বিট বাইট,আট-বিট বাইট
ই-লাৰ্নিং,ই-লার্নিং
নিৰ্বাচন-algirthm,নির্বাচন-সংলগ্নতা
বৈদ্যুতিক মেইলিং (ই-মেইল),বৈদ্যুতিক মেইলিং (ই-মেইল)
বৈদ্যুতিক প্ৰিন্টাৰ,বৈদ্যুতিক প্রিন্টার
বৈদ্যুতিক একাউণ্টিং মেচিন,বৈদ্যুতিক অ্যাকাউন্টিং মেশিন
ইলেক্ট্ৰনিক,বৈদ্যুতিক
ইলেক্ট্ৰনিক ক্লিয়াৰেন্স চিষ্টেম (ECS),ইলেকট্রনিক ক্লিয়ারেন্স সিস্টেম (ECS)
ইলেক্ট্ৰনিক ডাটা বিনিময় (EDI),ইলেকট্রনিক ডেটা ইন্টারচেঞ্জ (EDI)
ইলেক্ট্ৰনিক ডাটা প্ৰচেছিং,ইলেকট্রনিক তথ্য প্রক্রিয়াকরণ
ইলেক্ট্ৰনিক ফাইলিং,ইলেকট্রনিক ফাইলিং
ইলেক্ট্ৰনিক ধন হস্তান্তৰ ব্যৱস্থা (EFTS),ইলেকট্রনিক ফান্ড ট্রান্সফার সিস্টেম (EFTS)
ইলেক্ট্ৰনিক জাৰ্নেল,ইলেকট্রনিক জার্নাল
ইলেক্ট্ৰনিক প্ৰকাশন,ইলেকট্রনিক প্রকাশনা
ইলেক্ট্ৰনিক চুইচ,ইলেকট্রনিক সুইচ
উপাদান,উপাদান
ই-মেইল,ই-মেইল
ই-মেইল ঠিকনা,ই-মেইল ঠিকানা
এম্বেডেড চিস্টেম,এমবেডেড সিস্টেম
এম্বেডিং,এমবেডিং
এমিটাৰ কাপল লজিক (ECL),ইমিটার কাপল লজিক (ইসিএল)
খালী ষ্টেক,খালি স্ট্যাক
খালী ষ্ট্ৰিং,খালি স্ট্রিং
অনুকৰণ,অনুকরণ
এনকেপচুলেচন,encapsulation
encipher,এনসিফার
এনকোড কৰক,এনকোড
এনকোডাৰ,এনকোডার
এনক্ৰেপ্ট কৰা তথ্য,এনক্রিপ্ট করা তথ্য
নথিপত্ৰপ্ৰণালীক এনক্ৰিপ্ট কৰা,এনক্রিপ্টিং ফাইল সিস্টেম
এনক্ৰিপচন,জোড়া লাগানো
ব্লকৰ শেষ,ব্লকের শেষ
ফাইলৰ শেষ (EOF),ফাইলের শেষ (EOF)
শেষ ব্যৱহাৰকাৰী,শেষ ব্যবহারকারী
প্ৰৱেশ কৰা,প্রবেশ করা
এণ্টাৰ-কি,এন্টার কী
এণ্টাৰপ্ৰাইজ চাৰ্ভাৰ,এন্টারপ্রাইজ সার্ভার
উদ্যোগ ব্যৱস্থা,এন্টারপ্রাইজ সিস্টেম
সত্তা,সত্তা
সত্তা-সম্পৰ্ক,সত্তা-সম্পর্ক
প্ৰৱেশৰ সময়,প্রবেশের সময়
প্ৰৱেশ চলক,এন্ট্রি ভেরিয়েবল
গণনাযোগ্য,গণনাযোগ্য
পৰিৱেশ,পরিবেশ
যুগ,যুগ
EPROM,EPROM
এপ্সিলন বন্ধ কৰা,epsilon বন্ধ
ইকুৱেলাইজাৰ,সমানকারী
সঁজুলি,সরঞ্জাম
সমতুল্যতা শ্ৰেণী,সমতা শ্রেণী
সমতুল্যতা সম্পৰ্ক,সমতা সম্পর্ক
মচি পেলাওক,মুছে ফেলা
ক&#39;ড সংশোধন কৰাত ত্ৰুটি,ত্রুটি সংশোধন কোড
ভুল সংশোধন,ত্রুটি সংশোধন
ভুল ধৰা পেলোৱা,ত্রুটি সনাক্তকরণ
ভুল নিয়ন্ত্ৰণ,শিল্প খাত
ভুল বাৰ্তা,ভুল বার্তা
ভুলৰ হাৰ,ত্রুটি হার
ত্ৰুটি পুনৰুদ্ধাৰ,ত্রুটি পুনরুদ্ধার
ভুল ৰুটিন,ত্রুটির রুটিন
পলায়ন চৰিত্ৰ,পালাবার চরিত্র
ইথাৰনেট,ইথারনেট
কাৰ্যক্ৰম,ঘটনা
ইভেন্ট শৃংখল,ইভেন্ট চেইন
ইভেন্ট নিয়ন্ত্ৰণ,ঘটনা নিয়ন্ত্রণ
ইভেন্ট কাউণ্টাৰ,ইভেন্ট কাউন্টার
ব্যতিক্ৰম নিয়ন্ত্ৰণ,ব্যতিক্রম হ্যান্ডলিং
বিনিময়যোগ্য ডিষ্ক সংৰক্ষণ,বিনিময়যোগ্য ডিস্ক স্টোরেজ
বৰ্জন,বর্জন
একচেটিয়া বা (XOR),একচেটিয়া বা (XOR)
এক্সিকিউটেবল প্ৰগ্ৰেম,এক্সিকিউটেবল প্রোগ্রাম
কাৰ্য্যবাহী বিবৃতি,নির্বাহী বিবৃতি
বিস্তৃত অনুসন্ধান,সম্পূর্ণ অনুসন্ধান
উপলব্ধ,বিদ্যমান
প্ৰস্থান,প্রস্থান
বিশেষজ্ঞ ব্যৱস্থা,দক্ষ পদ্ধতি
অভিব্যক্তি,অভিব্যক্তি
সম্প্ৰসাৰিত গ্ৰাফিক এৰে (XGA),বর্ধিত গ্রাফিক অ্যারে (XGA)
বৰ্ধিত উদ্যোগ মানদণ্ড (EIS),বর্ধিত শিল্প মান (EIS)
বৰ্ধিত মেচিন,বর্ধিত মেশিন
বৰ্ধিত স্মৃতিশক্তি,বর্ধিত মেমরি
বৰ্ধিত নিখুঁততা,বর্ধিত নির্ভুলতা
বৰ্ধিত সজাই পৰাই তোলা,বর্ধিত বাছাই
বাহ্যিক কল,বাহ্যিক কল
বাহ্যিক ভুল,বাহ্যিক ত্রুটি
বাহ্যিক কাৰ্য্য,বাহ্যিক ফাংশন
বাহ্যিক বাধা,বাহ্যিক বাধা
বাহ্যিক স্মৃতিশক্তি,বাহ্যিক স্মৃতি
বাহ্যিক স্মৃতিশক্তি,বাহ্যিক স্মৃতি
বাহ্যিক মডেম,বাহ্যিক মডেম
বাহ্যিক উল্লেখ,বাহ্যিক রেফারেন্স
বাহ্যিক অনুসন্ধান,বাহ্যিক অনুসন্ধান
বাহ্যিক সংৰক্ষণ ডিভাইচ,বাহ্যিক স্টোরেজ ডিভাইস
নিষ্কাশন,নিষ্কাশন
বহিঃপ্ৰক্ষেপণ,এক্সট্রাপোলেশন
মুখ-আখৰ প্ৰিন্টাৰ,মুখ-চরিত্রের প্রিন্টার
বিফল-নিৰাপদ কাৰ্য্য,ব্যর্থ-নিরাপদ অপারেশন
বিফলতাৰ হাৰ,ব্যর্থতার হার
বিফলতা পুনৰুদ্ধাৰ,ব্যর্থতা পুনরুদ্ধার
মিছা ক&#39;ড,মিথ্যা কোড
মিছা ভুল,মিথ্যা ত্রুটি
ফেন-ইন,ফ্যান-ইন
ফেন-আউট,ফ্যান-আউট
fascimile I/O ডিভাইচ,ফ্যাসিমাইল I/O ডিভাইস
দ্ৰুত ফোৰিয়াৰ ৰূপান্তৰ (FFT),ফাস্ট ফোরিয়ার ট্রান্সফর্ম (FFT)
মাৰাত্মক ভুল,মারাত্মক ত্রুটি
ত্ৰুটি ধৰা পেলোৱা,ত্রুটি সনাক্তকরণ
দোষ নিদান,ত্রুটি নির্ণয়
দোষ সহনশীলতা,দোষ সহনশীলতা
ফেক্স,ফ্যাক্স
ফেক্স বাৰ্তা,ফ্যাক্স বার্তা
এফ ডি চি,এফডিসি
বৈশিষ্ট্য ধৰা পেলোৱা,বৈশিষ্ট্য সনাক্তকরণ
ফিড চক্ৰ,ফিড চক্র
মতামত,প্রতিক্রিয়া
ফিডাৰ,ফিডার
লৈ অনা,আনা
fibonacci অনুসন্ধান,ফিবোনাচি অনুসন্ধান
fibonacci ক্ৰম,ফিবোনাচি ক্রম
fibonacci শৃংখলা,ফিবোনাচি সিরিজ
ফাইবাৰ অপটিক্স,ফাইবার অপটিক
ফিডো নেট,ফিডো নেট
ক্ষেত্ৰ,ক্ষেত্র
পঞ্চম প্ৰজন্মৰ কম্পিউটাৰ,পঞ্চম প্রজন্মের কম্পিউটার
ফাইল,ফাইল
ফাইল অভিগম পদ্ধতি,ফাইল অ্যাক্সেস পদ্ধতি
ফাইল আবণ্টন টেবুল,ফাইল বরাদ্দ টেবিল
ফাইল সংকোচন,ফাইল কম্প্রেশন
ফাইল কপি কৰা,ফাইল কপি করা
ফাইল বিন্যাস,ফাইল বিন্যাস
ফাইল মাৰ্জ কৰক,ফাইল মার্জ
ফাইল পুনৰুদ্ধাৰ,ফাইল পুনরুদ্ধার
নথিপত্ৰ সংৰক্ষণ,ফাইল স্টোরেজ
নথিপত্ৰ গঠন,ফাইল গঠন
নথিপত্ৰপ্ৰণালী,নথি ব্যবস্থা
ফাইল স্থানান্তৰ,ফাইল স্থানান্তর
নথিপত্ৰ স্থানান্তৰ প্ৰটোকল (FTP),ফাইল ট্রান্সফার প্রোটোকল (FTP)
ফিল্টাৰ,ছাঁকনি
চূড়ান্ত অৱস্থা,চূড়ান্ত অবস্থা
সন্ধান কৰা,অনুসন্ধান
সসীম অৱস্থাৰ যন্ত্ৰ,সসীম রাষ্ট্র মেশিন
জুইৰ দেৱাল,আগুন প্রাচীর
ফাৰ্মৱেৰ,ফার্মওয়্যার
প্ৰথমে আহক প্ৰথমে পৰিবেশন কৰক,আগে আসলে আগে পাবেন
প্ৰথম প্ৰজন্মৰ কম্পিউটাৰ,প্রথম প্রজন্মের কম্পিউটার
প্ৰথম ইন প্ৰথম আউট (FIFO),ফার্স্ট ইন ফার্স্ট আউট (ফিফো)
প্ৰথম ক্ৰমৰ যুক্তি,প্রথম আদেশ যুক্তি
প্ৰথম ক্ৰমৰ তত্ত্ব,প্রথম আদেশ তত্ত্ব
স্থিৰ বিভাজন,স্থির পার্টিশন
পতাকা,পতাকা
নমনীয় ডিষ্ক,নমনীয় ডিস্ক
ফ্লপি ডিস্ক,ফ্লপি ডিস্ক
ফ্লপি ডিষ্ক ড্ৰাইভ (Fdd),ফ্লপি ডিস্ক ড্রাইভ (এফডিডি)
ফ্ল&#39; চাৰ্ট,ফ্লো চার্ট
নিয়ন্ত্ৰণৰ প্ৰবাহ,নিয়ন্ত্রণ প্রবাহ
ফ্লাছ,ফ্লাশ
ফোল্ডাৰ,ফোল্ডার
ফন্ট,ফন্ট
ফন্ট পৰিয়াল,ফন্ট পরিবার
বিদেশী চাবি,বিদেশী চাবি
প্ৰপত্ৰ,ফর্ম
আনুষ্ঠানিক ভাষা,অানুষ্ঠানিক ভাষা
আনুষ্ঠানিক ব্যৱস্থা,আনুষ্ঠানিক ব্যবস্থা
ফৰ্মেট,বিন্যাস
ফৰ্মেটিং,বিন্যাস
fortran,ফরট্রান
fortra প্ৰগ্ৰেমিং,ফরট্রান প্রোগ্রামিং
ফৰৱাৰ্ড স্লেছ,ফরোয়ার্ড স্ল্যাশ
চতুৰ্থ প্ৰজন্মৰ কম্পিউটাৰ,চতুর্থ প্রজন্মের কম্পিউটার
খণ্ড,টুকরা
ফ্ৰেম,ফ্রেম
মুক্ত নেট,বিনামূল্যে নেট
মুক্ত চফ্টৱেৰ ভেটি,ফ্রি সফটওয়্যার ফাউন্ডেশন
বিনামূলীয়া সংৰক্ষণ,বিনামূল্যে সঞ্চয়স্থান
ফ্ৰীৱেৰ,বিনামূল্যের
আগশাৰীৰ,সামনের অংশ
ফ্ৰন্ট পেনেল,সম্মুখ প্যানেল
অনুষ্ঠান,ফাংশন
ফাংচন কি&#39;,ফাংশন কী
ফাংচন ৰেফাৰেন্স,ফাংশন রেফারেন্স
কাৰ্য্যকৰী নিৰ্ভৰশীলতা,কার্যকরী নির্ভরতা
কাৰ্য্যকৰী পৰীক্ষণ,কার্যকরী পরীক্ষা
অস্পষ্ট যুক্তি,ঝাপসা যুক্তিবিজ্ঞান
অস্পষ্ট ছেট,ঝাপসা সেট
লাভ কৰা,লাভ করা
খেলা গছ,খেলা গাছ
ফাঁক চৰিত্ৰ,ফাঁক চরিত্র
আৱৰ্জনা,আবর্জনা
জাবৰ সংগ্ৰহ,আবর্জনা সংগ্রহ
জাবৰ সংগ্ৰহ,আবর্জনা সংগ্রহ
জাবৰত জাবৰ বাহিৰলৈ ওলাই যোৱা (GIGO),আবর্জনার মধ্যে আবর্জনা আউট (GIGO)
গেট,গেট
গেটৱে,প্রবেশপথ
সাধাৰণ কাৰ্যসূচী,সাধারণ প্রোগ্রাম
সাধাৰণ কাৰ্যসূচী,সাধারণ প্রোগ্রাম
সাধাৰণ উদ্দেশ্যৰ কম্পিউটাৰ,সাধারণ উদ্দেশ্য কম্পিউটার
সাধাৰণ উদ্দেশ্যৰ কম্পিউটাৰ,সাধারণ উদ্দেশ্য কম্পিউটার
সাধাৰণ পঞ্জীয়ন,সাধারণ রেজিস্টার
সাধাৰণীকৰণ,সাধারণীকরণ
সাধাৰণীকৰণ,সাধারণীকরণ
সাধাৰণ উদ্দেশ্যৰ ভাষা,সাধারণ-উদ্দেশ্য ভাষা
সাধাৰণ উদ্দেশ্যৰ অপাৰেটিং sysem,সাধারণ উদ্দেশ্য অপারেটিং সিস্টেম
সাধাৰণ উদ্দেশ্যৰ পঞ্জীয়ন,সাধারণ-উদ্দেশ্য নিবন্ধক
সৃষ্টি কৰা ভুল,উৎপন্ন ত্রুটি
জেনেৰেটিং ফাংচন,উৎপন্ন ফাংশন
জেনেৰিক ক্লাছ,জেনেরিক ক্লাস
জেনেৰিক ফাংচন,জেনেরিক ফাংশন
জেনেৰিক নাম,জেনেরিক নাম
gigo,গিগো
সাৰ্বজনীন,বিশ্বব্যাপী
গ্লোবেল ক&#39;ড,গ্লোবাল কোড
গ্লোবেল লক,গ্লোবাল লক
গ্লোবেল নেটৱৰ্ক,বিশ্বব্যাপী নেটওয়ার্ক
গ্লোবেল নেটৱৰ্ক,বিশ্বব্যাপী নেটওয়ার্ক
গ্লোবেল ব্যৱহাৰকাৰী,বিশ্বব্যাপী ব্যবহারকারী
গ্লোবেল ভেৰিয়েবল,বিশ্ব পরিবর্তনশীল
বিশ্বায়ন,বিশ্বায়ন
gopher,গোফার
gopher ক্লায়েন্ট,গোফার ক্লায়েন্ট
gopher চাৰ্ভাৰ,গোফার সার্ভার
gopher চাইট,গোফার সাইট
gopher স্থান,গোফার স্থান
graceful অৱক্ষয়,সাবলীল পতন
ব্যাকৰণ পৰীক্ষক,ব্যাকরণ পরীক্ষক
ব্যাকৰণ graceful প্ৰস্থান,ব্যাকরণ মার্জিত প্রস্থান
সৰ্বমুঠ,সর্বমোট
গ্ৰাফ,চিত্রলেখ
গ্ৰাফ প্লটিং,গ্রাফ প্লটিং
গ্ৰাফিক চৰিত্ৰ,গ্রাফিক চরিত্র
গ্রাফিক নিয়ন্ত্রক,গ্রাফিক নিয়ামক
গ্ৰাফিক ডাটা গঠন,গ্রাফিক তথ্য কাঠামো
গ্ৰাফিক প্ৰদৰ্শন প্ৰগ্ৰেম,গ্রাফিক ডিসপ্লে প্রোগ্রাম
গ্ৰাফিক প্ৰদৰ্শন ৰিজ&#39;লিউচন,গ্রাফিক ডিসপ্লে রেজোলিউশন
গ্ৰাফিক ভাষা,গ্রাফিক ভাষা
গ্ৰাফিক ভাষা,গ্রাফিক ভাষা
গ্ৰাফিক পেনেল,গ্রাফিক প্যানেল
গ্ৰাফিকেল এনিমেচন,গ্রাফিকাল অ্যানিমেশন
চিত্ৰাঙ্কিত আন্তঃপৃষ্ঠ বিন্যাস (GIF),গ্রাফিক্যাল ইন্টারফেস ফরম্যাট (GIF)
চিত্ৰাঙ্কিত ব্যৱহাৰকাৰী আন্তঃপৃষ্ঠ (GUI),গ্রাফিক্যাল ইউজার ইন্টারফেস (GUI)
গ্রাফিক্স,গ্রাফিক্স
গ্ৰাফিক্স এপ্লিকেচন,গ্রাফিক্স অ্যাপ্লিকেশন
গ্ৰাফিক্স কাৰ্চাৰ,গ্রাফিক্স কার্সার
গ্ৰাফিক্স মোড,গ্রাফিক্স মোড
গ্ৰাফিক্স পেকেজ,গ্রাফিক্স প্যাকেজ
গ্ৰাফিক্স চফ্টৱেৰ,গ্রাফিক্স সফটওয়্যার
গ্ৰাফিক্স চফ্টৱেৰ,গ্রাফিক্স সফটওয়্যার
গ্ৰাফিক্স চফ্টৱেৰ পেকেজ,গ্রাফিক্স সফটওয়্যার প্যাকেজ
ধূসৰ স্কেল,ধূসর স্কেল
লোভী পদ্ধতি,লোভী পদ্ধতি
grep,grep
গ্ৰিড,গ্রিড
গ্ৰীড চাৰ্ট,গ্রিড চার্ট
গ্ৰীড কম্পিউটিং,গ্রিড কম্পিউটিং
গ্ৰীড মডুলেচন,গ্রিড মড্যুলেশন
মাটিৰ তৰংগ,স্থল তরঙ্গ
গোট,দল
গোটৰ ঠিকনা,গ্রুপ ঠিকানা
গ্ৰুপ ক&#39;ড,শঙ্ঘবদ্ধ কোড
গোটৰ যোগাযোগ,গ্রুপ যোগাযোগ
গোটৰ যোগাযোগ,গ্রুপ যোগাযোগ
গোট চিনাক্তকৰণ,গ্রুপ সনাক্তকরণ
গোটৰ নাম,দলের নাম
গ্ৰুপৱেৰ,গ্রুপওয়্যার
বৃদ্ধি,বৃদ্ধি
ৰক্ষা কৰা,প্রহরী
নিৰ্দেশিত মাধ্যম,নির্দেশিত মিডিয়া
গুনজিপ,বন্দুক
হেক কৰক,টাট্টু
হেকাৰ,হ্যাকার
hacker&#39;s অভিধান,হ্যাকারের অভিধান
হাফ এডাৰ,অর্ধেক যোগকারী
আধা দলং,অর্ধেক সেতু
হাফ ডুপ্লেক্স,অর্ধেক দ্বৈত
হাফ ডুপ্লেক্স লাইন,হাফ ডুপ্লেক্স লাইন
হাফ ডুপ্লেক্স মোড,হাফ ডুপ্লেক্স মোড
আধা তীব্ৰতা,অর্ধেক তীব্রতা
হাফ ৰাউটাৰ,অর্ধেক রাউটার
আধা বিয়োগকাৰী,অর্ধেক বিয়োগকারী
হাফ টোনিং,অর্ধেক টোনিং
আধা শব্দ,অর্ধেক শব্দ
hamiltonious চক্ৰ,বন্ধুত্বপূর্ণ চক্র
হামিং কোড,হ্যামিং কোড
হাত,হাত
হাতৰ কপি,হাত কপি
চম্ভালা,হাতল
হেণ্ডলিং,হ্যান্ডলিং
ওলমা,স্তব্ধ
সুখী নেট,সুখী নেট
হাৰ্ড কপি ডিভাইচ,হার্ড কপি ডিভাইস
হাৰ্ড ডিস্ক,হার্ড ডিস্ক
হাৰ্ড ডিষ্ক ক্ৰেচ,হার্ড ডিস্ক ক্র্যাশ
কঠিন ভুল,কঠিন ত্রুটি
হাৰ্ডৱেৰ প্ৰবাহ নিয়ন্ত্ৰণ,হার্ডওয়্যার প্রবাহ নিয়ন্ত্রণ
হাৰমনিক,সুরেলা
হাৰমনিক গড়,সুরেলা গড়
hash,হ্যাশ
হেচ ডায়াগ্ৰাম,হ্যাশ ডায়াগ্রাম
হেচ টেবুল,হ্যাশ টেবিল
হেচিং কৌশল,হ্যাশিং কৌশল
হেডাৰ,হেডার
ঢেৰ,গাদা
heap sort,গাদা সাজানোর
সহায়,সাহায্য
সহায় পৰ্দা,সাহায্য পর্দা
হেল্পনেট,হেল্পনেট
হাৰ্টজ,হার্টজ
heuristic,হিউরিস্টিক
হিউৰিষ্টিক পদ্ধতি,হিউরিস্টিক পদ্ধতি
ষড়দশমিক সংখ্যা,হেক্সাডেসিমেল সংখ্যা
লুকাই থকা ৰেখা,লুকানো লাইন
স্তৰভিত্তিক তথ্য ভিত্তি,অনুক্রমিক ডেটা বেস
স্তৰভিত্তিক নথিপত্ৰপ্ৰণালী,অনুক্রমিক ফাইল সিস্টেম
স্তৰভিত্তিক ভূ-প্ৰকৃতি,অনুক্রমিক টপোগ্রাফি
উচ্চ পৰ্যায়ৰ ভাষা,উচ্চ স্তরের ভাষা
উচ্চ স্মৃতিশক্তি এলেকা,উচ্চ মেমরি এলাকা
উচ্চ পৰিৱেশন,উচ্চ পারদর্শিতা
মৰা,আঘাত
হিট হাৰ,লক্ষ্যভেদ হার
হিট ৰেচিঅ&#39;,আক্রমণ অনুপাত
ফুটা,গর্ত
হোম ডাইৰেকটৰী,হোম ডিরেক্টরি
হোম পেজ,হোম পেজ
সমজাতীয় স্থানাংক,সমজাতীয় স্থানাঙ্ক
জঁপিওৱা,খোঁড়ান
হপ গণনা,হপ গণনা
শিঙ,শিং
গৃহস্থ কম্পিউটাৰ,হোস্ট কম্পিউটার
গৃহস্থ কম্পিউটাৰ,হোস্ট কম্পিউটার
গৃহস্থ ভাষা,হোস্ট ভাষা
হট কী,গরম চাবি
হাইপাৰ টেক্সট মাৰ্কআপ ভাষা (HTML),হাইপার টেক্সট মার্কআপ ভাষা (HTML)
অনুমান,অনুমান
মই পড,আমি পোদ
I/O বাফাৰ,I/O বাফার
I/O পৰ্টে,I/O পোর্ট
I/O একক,I/O ইউনিট
চিনাক্তকৰ্তা,শনাক্তকারী
পৰিচয়,পরিচয়
ছৱি,ইমেজ
ইমেজ চেন্সৰ,ছবি সনাক্তকারী যন্ত্র
ইমপেক্ট প্ৰিন্টাৰ,প্রভাব প্রিন্টার
ইম্পিডেন্স,প্রতিবন্ধকতা
আৱশ্যকীয় প্ৰগ্ৰেম ভাষা,অপরিহার্য প্রোগ্রাম ভাষা
আৱশ্যকীয় বক্তব্য,অপরিহার্য বিবৃতি
অন্তৰ্নিহিত ঠিকনা,অন্তর্নিহিত ঠিকানা
অসম্ভৱ পৰিঘটনা,অসম্ভব ঘটনা
নিষ্ক্ৰিয় ন&#39;ড,নিষ্ক্রিয় নোড
অসামঞ্জস্যতা,অসঙ্গতি
বৃদ্ধি কৰক,বৃদ্ধি
সূচী,সূচক
সূচী তথ্য বস্তু,সূচক ডেটা আইটেম
সূচী নথিপত্ৰ,ইনডেক্স ফাইল
সূচী পঞ্জীয়ন,সূচক রেজিস্টার
সূচী ক্ৰমিক,সূচক অনুক্রমিক
সূচীভুক্ত ঠিকনাকৰণ,সূচিবদ্ধ ঠিকানা
সূচীভুক্ত ভাষা,সূচিবদ্ধ ভাষা
সূচীভুক্ত ক্ৰম নথিপত্ৰ,ইনডেক্সড সিকোয়েন্স ফাইল
সূচীভুক্ত ক্ৰমিক sccess পদ্ধতি (ISAM),সূচীকৃত অনুক্রমিক স্কেস পদ্ধতি (ISAM)
পৰোক্ষ সম্বোধন,পরোক্ষ সম্বোধন
তথ্যবিজ্ঞান,তথ্যবিদ্যা
তথ্য,তথ্য
