Telugu,English
పర్యావరణ పరస్పర ఆధారపడటం,Ecological interdependence
ఎకోలాజికల్ పిరమిడ్,Ecological pyramid
పర్యావరణ పారిశుధ్యం,Ecological sanitation
పర్యావరణ వారసత్వం,Ecological succession
పర్యావరణ సుస్థిరత,Ecological sustainability
పర్యావరణ శాస్త్రవేత్త,Ecologist
ఎకాలజీ,Ecology
ఎకాలజీ అండ్ ఎన్విరాన్మెంట్,Ecology and environment
ఎకోసాన్ టాయిలెట్,Ecosan toilet
పర్యావరణ వ్యవస్థ,Ecosystem
పర్యావరణ వ్యవస్థ వైవిధ్యం,Ecosystem diversity
పర్యావరణ వ్యవస్థ ప్రక్రియ,Ecosystem process
పర్యావరణ వ్యవస్థ సేవ,Ecosystem service
ఎకోటోన్,Ecotone
పర్యావరణ పర్యాటకం,Ecotourism
ఎకోటైప్,Ecotype
ECP ప్రవణత,ECP gradient
ఎక్టోకార్పస్,Ectocarpus
ఎక్టోడెర్మ్,Ectoderm
ఎక్టోమైకోరైజా,Ectomycorrhizae
ఎక్టోపరాసైట్,Ectoparasite
ఎక్టోపిక్ గర్భం,Ectopic pregnancy
ఎక్టోథెర్మ్,Ectotherm
ఎక్టోథెర్మిక్,Ectothermic
అంచు ప్రభావం,Edge effect
అంచు జాతులు,Edge species
ప్రభావవంతమైన స్ట్రోక్,Effective stroke
ఎఫెక్టర్,Effector
ఎఫెక్టర్,Effector
ఎఫెరెంట్,Efferent
ఎఫెరెంట్ ఆర్టెరియోల్,Efferent arteriole
సమర్థత సూచిక,Efficiency index
ప్రసరించే,Effluent
ప్రసరించే చికిత్సా ప్లాంట్ (ఇటిపి),Effluent treatment plant (ETP)
ప్రవాహం,Efflux
Egsted,Egested
గుడ్డు,Egg
గుడ్డు ఉపకరణం,Egg apparatus
అహం సెంట్రిజం,Ego centrism
ఐకార్నియా క్రాసిప్స్,Eicchornia crassipes
స్ఖలనం వాహిక,Ejaculatory duct
ఎల్ నినో ప్రభావం,El nino effect
ఎలియోప్లాస్ట్,Elaioplast
ఎలాస్మోబ్రాంచ్,Elasmobranch
సాగే ఫైబర్,Elastic fibre
సాగే శక్తి,Elastic force
స్థితిస్థాపకత,Elasticity
ఎలాస్టిన్,Elastin
ఎలాటర్,Elater
ఎలక్ట్రిక్ ఫీల్డ్,Electric field
ఎలక్ట్రిక్ ఇల్యూమినేటర్,Electric illuminator
ఎలక్ట్రిక్ ఆర్గాన్,Electric organ
విద్యుత్ ఉత్సర్గ,Electrical discharge
విద్యుత్ సంభావ్య వ్యత్యాసం,Electrical potential difference
ఎలక్ట్రికల్ సినాప్సే,Electrical synapse
గుండె కంపన (ఇజిజిజి,Electrocardiogram (ECG)
ఎలక్ట్రో కార్డియోగ్రాఫ్,Electrocardiograph
ఎలక్ట్రో కార్డియోగ్రఫీ,Electrocardiography
ఎలక్ట్రోకెమికల్ ప్రోటాన్ గ్రేడియంట్,Electrochemical proton gradiant
ఎలెక్ట్రోఎన్సెఫలోగ్రామ్,Electroencephalogram
ఎలెక్ట్రోఎన్సెఫలోగ్రఫీ,Electroencephalography
ఎలక్ట్రోజెనిక్,Electrogenic
విద్యుదయస్కాంత లెన్స్,Electromagnetic lense
విద్యుదయస్కాంత వికిరణం,Electromagnetic radiation
విద్యుదయస్కాంత సిద్ధాంతం,Electromagnetic theory
ఎలక్ట్రాన్ అంగీకారం,Electron acceptor
ఎలక్ట్రాన్ బాంబు దాడులు,Electron bombardment
ఎలక్ట్రాన్ లోపం,Electron deficient
ఎలక్ట్రాన్ దాత,Electron donor
ఎలక్ట్రాన్ మైక్రోస్కోప్,Electron microscope
ఎలక్ట్రాన్ పారదర్శకత,Electron transparency
ఎలక్ట్రాన్ రవాణా గొలుసు,Electron transport chain
ఎలక్ట్రాన్ రవాణా వ్యవస్థ,Electron transport system
ఎలెక్ట్రోనెగేటివ్,Electronegative
ఎలెక్ట్రోనెగేటివ్ అణువు,Electronegative atom
ఎలక్ట్రానిక్ వ్యర్థాలు,Electronic waste
ఎలెక్ట్రోఫోరేసిస్,Electrophoresis
ఎలెక్ట్రోపోరేషన్,Electroporation
ఎలెక్ట్రోస్టాటిక్ ప్రెసిపిటేటర్,Electrostatic precipitator
మూలకం,Element
మూలకం,Element
ఎలిఫాస్,Elephas
ఎలిప్సోయిడ్ స్ట్రిప్,Ellipsoid strip
దీర్ఘవృత్తాకార ఉమ్మడి,Ellipsoidal joint
పొడుగుచేసిన హృదయం,Elongated heart
పొడుగు కారకం,Elongation factor
ఎల్ఫిడియం,Elphidium
ఎలుషన్,Elution
Emarginate,Emarginate
ఎమాస్క్యులేషన్,Emasculation
పిండ సంస్కృతి,Embryo culture
పిండం అభివృద్ధి,Embryo development
పిండం రెస్క్యూ,Embryo rescue
పిండం,Embryo
పిండం శాక్,Embryo sac
పిండ పరిశోధన,Embryological research
పిండశాస్త్రం,Embryology
పిండం బ్లాస్టోపోర్,Embryonic blastopore
పిండం అభివృద్ధి,Embryonic development
పిండ మరణాలు,Embryonic mortality
ఎమర్జెంట్ హైడ్రోఫైట్,Emergent hydrophyte
వలస,Emigration
ఎమిలియా సోంచిఫోలియా,Emilia sonchifolia
భావోద్వేగ అల్లకల్లోలం,Emotional turbulence
Empetraceae,Empetraceae
ఎంఫిసెమా,Emphysema
అనుభావిక సూత్రం,Empirical formula
ఎము,Emu
ఎమల్సిఫైయింగ్,Emulsifying
ఎనిమా,Enaima
ఎనామెల్,Enamel
ఎన్కోడ్ చేసిన ఎంజైమ్,Encoded enzyme
ఎన్సిస్టేషన్,Encystation
ఎండ్ వాల్,End wall
అంతరించిపోతారు,Endangered
స్థానిక,Endemic
ఎండెమిజం,Endemism
ఎండర్గోనిక్ ప్రతిచర్య,Endergonic reaction
ఎండోకార్ప్,Endocarp
ఎండోక్రైన్ వ్యవస్థ,Endocrine system
ఎండోసైటోసిస్,Endocytosis
ఎండోడెర్మ్,Endoderm
ఎండోలింప్,Endolymph
ఎండోమెట్రియం,Endometrium
ఎండోమైకోరైజా,Endomycorrhizae
ఎండోన్యూకలీస్ రికగ్నిషన్ సైట్,Endonuclease recognition site
ఎండోప్లాస్మిక్ రెటిక్యులం,Endoplasmic reticulum
ఎండోస్కోప్,Endoscope
ఎండోస్కోపీ,Endoscopy
ఎండోస్కెలిటన్,Endoskeleton
ఎండోసోమ్,Endosome
ఎండోస్పెర్మ్,Endosperm
ఎండోస్పెర్మిక్,Endospermic
ఎండోథెలియల్ లైనింగ్,Endothelial lining
ఎండోథెలియం,Endothelium
ఎముక లోపలి భాగము,Endotherm (eomoiotherm)
ఎండోథెర్మిక్,Endothermic
ఎండోథెర్మిక్,Endothermic
ఎండోటాక్సిన్,Endotoxin
ఎండ్ శాక్,End sac
ఎండోప్లాస్మిక్,Endoplasmic
ఎండ్రోక్రిన్ వ్యవస్థ,Endrocrine system
శక్తి సమీకరించబడింది,Energy assimilated
శక్తి ప్రవాహ నమూనా,Energy flow model
శక్తి తోట,Energy plantation
శక్తి తోట,Energy plantation
శక్తి వనరు,Energy source
ఇంజనీరింగ్,Engineering
ఎంటామోబా హిస్టోలిటికా,Entamoeba histolytica
ఎంటర్‌బియస్,Enterobius
ఎంటెర్టోసైట్,Enterocyte
Enteron,Enteron
ఎంథాల్పీ,Enthalpy
ఎంటోమోఫిలస్,Entomophilous
ఎంటోమోఫిలీ,Entomophily
ఎంట్రోపీ,Entropy
పర్యావరణం,Environment
పర్యావరణ పరిస్థితి,Environmental condition
పర్యావరణ నీతి,Environmental ethics
పర్యావరణ కారకం,Environmental factor
పర్యావరణ ప్రభావం,Environmental influence
పర్యావరణ నిర్వహణ,Environmental management
పర్యావరణ ప్రణాళిక మరియు సమన్వయం,Environmental planning and coordination
పర్యావరణ నిరోధకత,Environmental resistance
ఎంజైమాటిక్ కంటెంట్,Enzymatic content
ఎంజైమ్,Enzyme
ఎంజైమ్ వ్యవస్థ,Enzyme system
ఎంజైమ్-లింక్డ్,Enzyme-linked
ఈయోసిన్,Eocene
ఇసినోఫిల్,Eosinophil
ఎఫెడ్రా,Ephedra
ఎఫెమెరల్ వార్షిక హెర్బ్,Ephemeral annual herb
అశాశ్వతమైన,Ephemeral
ఎపికాలిక్స్,Epicalyx
ఎపికార్ప్,Epicarp
ఎపిడెర్మల్ సెల్,Epidermal cell
బాహ్యచర్మం,Epidermis
ఎపిడెర్మోఫైటన్,Epidermophyton
ఎపిడిడిమిస్,Epididymis
ఎపిజినే,Epigynae
ఎపిజైనస్,Epigynous
మూర్ఛ,Epilepsy
ఎపిలిమ్నియన్,Epilimnion
ఎపిమోర్ఫోసిస్,Epimorphosis
ఎపినెఫ్రిన్,Epinephrine
ఎపినూరియం,Epineurium
ఎపిపెటాలస్,Epipetalous
ఎపిఫిసిస్,Epiphysis
ఎపిఫైట్,Epiphyte
ఎపిసోడిక్ డిప్రెషన్,Episodic depression
ఎపిస్టాసిస్,Epistasis
ఎపిస్టాసిస్,Epistasis
"చర్మ సంబంధమైన పొరలు, కణజాలం",Epithelial tissue
ఎబోచ్,Epoch
ఎపులోప్స్సియం ఫిషసోని,Epulopscium fishesoni
ఈక్వటోరియల్ ప్లేట్,Equatorial plate
సమతౌల్య,Equilibrium
సమతౌల్య అవక్షేపణ,Equilibrium sedimentation
ఈక్విసెటమ్,Equisetum
ఈక్వస్,Equus
ERA,Era
ఎర్గోస్టెరాల్,Ergosterol
ఎరికేల్స్,Ericales
ఎరోషన్,Erosion
ఎరుసిక్ ఆమ్లం,Erucic acid
ఎరిథ్రినా,Erythrina
ఎర్ర రక్త కణములు,Erythrocyte (RBC)
ఎరిథ్రోసైటిక్,Erythrocytic
ఎరిథ్రోపోయిటిక్ కారకం,Erythropoietic factor
ఎరిథ్రోపోయిటిన్,Erythropoietin
ఎరిథ్రోక్సిలమ్ కోకా,Erythroxylum coca
ఎస్చెరిచియా కోలి,Escherichia coli
ముఖ్యమైన నూనె,Essential oil
ఈస్టర్ బాండ్,Ester bond
ఈస్ట్రోజెన్,Estrogen
ఈస్ట్రోజెన్ రీప్లేస్‌మెంట్ థెరపీ,Estrogen replacement therapy
నదివాయి,Estuary
ఎటిరియో,Etaerio
ఇథనాల్,Ethanol
ఈథర్,Ether
ఇథిడియం బ్రోమైడ్,Ethidium bromide
ఎథాలజీ,Ethology
ఎథాలజీ,Ethology
ఇథిలీన్,Ethylene
ఇథైల్మెథేన్ సల్ఫోనేట్,Ethylmethane sulphonate
ఎటిలేషన్,Etiolation
యుబాక్టీరియా,Eubacteria
యుబాక్టీరియా సెల్,Eubacteria cell
యూక్రోమాటిన్,Euchromatin
యూగ్లెనా,Euglena
యూగ్లెనాయిడ్,Euglenoid
యూకారియోట్,Eukaryote (eucaryote)
యూకారియోటిక్ సెల్,Eukaryotic cell
యూకారియోటిక్ జాతులు,Eukaryotic species
యుమెటాజోవా,Eumetazoa
యుమిటోసిస్,Eumitosis
నపుంసోయిడిజం,Eunuchoidism
యుపాగరస్,Eupagurus
యుఫోర్బియా,Euphorbia
యుఫోర్బియాసి,Euphorbiaceae
యూప్లెక్టెల్లా,Euplectella
యూరిహాలిన్,Euryhaline
యూరిథర్మల్,Eurythermal
Euspongia,Euspongia
యూస్టాచియన్ ట్యూబ్,Eustachian tube
యూట్రోఫిక్ నీటి శరీరం,Eutrophic water body
యూట్రోఫికేషన్,Eutrophication
యూట్రోఫికేషన్,Eutrophication
ఖాళీ చేయబడింది,Evacuated
మూల్యాంకనం,Evaluated
బాష్పీభవనం,Evaporation
సాయంత్రం ప్రింరోస్,Evening primrose
సతత హరిత ఉష్ణమండల రెయిన్ ఫారెస్ట్,Evergreen tropical rain forest
పరిణామం,Evolution
జీవిత పరిణామం,Evolution of life
పరిణామ ఏజెంట్,Evolutionary agent
పరిణామ జీవశాస్త్రం,Evolutionary biology
పరిణామ ప్రక్రియ,Evolutionary process
పరిణామ క్రమం,Evolutionary sequence
పరిణామ జాతులు,Evolutionary species
పరిణామ వర్గీకరణ శాస్త్రవేత్త,Evolutionary taxonomist
పరిణామ ధోరణి,Evolutionary trend
ఎక్సల్బుమినస్,Exalbuminous
అధిక పెరుగుదల,Excessive growth
అధిక నిద్ర,Excessive sleeping
ఎక్సైటిబిలిటీ,Excitability
విసర్జన,Excretion
విసర్జన జననేంద్రియ వాహిక,Excretory genital duct
విసర్జన లాక్టరస్ డక్ట్,Excretory lactiferous duct
విసర్జన రంధ్రం,Excretory pore
విసర్జన గొట్టం,Excretory tubule
ఎక్సెర్గోనిక్ రియాక్షన్,Exergonic reaction
అలసిపోయే వనరులు,Exhaustible resources
ఎక్సోబయాలజీ,Exobiology
ఎక్సోకోటస్,Exocoetus
ఎక్సోక్రైన్ గ్రంథి,Exocrine gland
ఎక్సోసైటోసిస్,Exocytosis
ఎక్సోజనస్,Exogenous
ఎక్సోజనస్ మొగ్గ,Exogenous budding
ఎక్సోన్యూకలీస్,Exonuclease
ఎక్సోప్రాసిట్,Exoprasite
ఎక్సోప్లాజమ్,Exoplasm
ఎక్సోస్కెలిటన్,Exoskeleton
అన్యదేశ జాతులు,Exotic species
విస్తరణ,Expansin
ప్రయోగం,Experiment
వివరణ,Explant
ఘాతాంకంగా,Exponentially
వ్యక్తీకరించిన సీక్వెన్స్ ట్యాగ్ (EST),Expressed sequence tag (EST)
పొడిగింపు,Extensibility
బాహ్య చెవి,External ear
బాహ్య ఫలదీకరణం,External fertilization
బాహ్య ఉద్దీపన,External stimulus
విలుప్తత,Extinction
జాతుల విలుప్తత,Extinction of species
అదనపు-ఉదర వృషణాలు,Extra-abdominal testes
ఎక్స్‌ట్రాసెల్యులర్ జీర్ణక్రియ,Extracellular digestion
ఎక్స్‌ట్రాసెల్యులర్ ఫ్లూయిడ్,Extracellular fluid
ఎక్స్‌ట్రాసెల్యులర్ పదార్థం,Extracellular material
ఎక్స్‌ట్రాసెల్యులర్ మాతృక,Extracellular matrix
వెలికితీత,Extraction
ఎక్స్‌ట్రాఎంబ్రియోనిక్ పొర,Extraembryonic membrane
గ్రహాంతర మూలం,Extraterrestrial origin
విపరీతమైన ఎడారి,Extreme desert
బాహ్య ప్రోటీన్,Extrinsic protein
ఎక్స్‌ట్రాసెప్షన్,Extroception
ఎక్స్‌ట్రాస్,Extrorse
వెక్కిరిగే పదార్ధం,Exuding (gummy) substance
కంటి మంట,Eye inflammation
కంటి లెన్స్,Eye lens
కంటి ముక్క,Eye piece
కనురెప్ప,Eyelid
విసర్జన గొట్టం,Excretory tubule
ఫాబాసీ,Fabaceae
ఫాబసియస్,Fabaceous
ముఖభాగం,Facet
ముఖ ఎముక,Facial bone
సులభతరం చేసిన వ్యాప్తి,Facilitated diffusion
అధ్యాపక పరాన్నజీవి,Facultative parasite
మల పదార్థం,Faecal matter
మల గుళిక,Faecal pellet
ఫాల్కన్,Falcon
అండాశయమునుండి గర్భకోశమునకు గల నాళమార్గము,Fallopian tube
తప్పుడు పండు,False fruit
తప్పుడు సెప్టం,False septum
కుటుంబం,Family
ఫాసియా,Fascia
ఫాసికిల్,Fascicle
ఫాసిక్యులర్,Fascicular
ఫాసిక్యూల్,Fascicule
ఫాసియోలా,Fasciola
కొవ్వు కరిగే విటమిన్,Fat soluble vitamin
కొవ్వు ఆమ్లం,Fatty acid
తప్పు కాపీ,Faulty copy
జంతుజాలం,Fauna
అనుకూలమైన పర్యావరణ పరిస్థితి,Favourable environmental condition
ఈక,Feather
ఈక నక్షత్రం,Feather star
ఈక కళంకం,Feathery stigma
అభిప్రాయం,Feedback
అభిప్రాయ నిరోధం,Feedback inhibition
అభిప్రాయ విధానం,Feedback mechanism
దాణా,Feeding
ఫీలర్,Feeler
ఫెలిస్,Felis
ఆడ కోన్,Female cone
ఆడ ప్రోన్యూక్లియస్,Female pronucleus
తొడ,Femur
కిణ్వ ప్రక్రియ,Fermentation
ఫెర్న్,Fern
ఫెర్రెడాక్సిన్,Ferredoxin
సారవంతమైన హైబ్రిడ్,Fertile hybrid
సారవంతమైన,Fertile
సారవంతమైన,Fertile
సారవంతమైన,Fertile
ఫెర్టిలిన్,Fertilin
సంతానోత్పత్తి,Fertility
సంతానోత్పత్తి,Fertility
ఫలదీకరణం,Fertilization
ఫలదీకరణం,Fertilization
ఎరువులు,Fertilizer
ఫైబ్రిలేషన్,Fibrillation
ఫైబోబ్లాస్ట్ గ్రోత్ కారకం (FGFS),Fibroblast growth factor (FGFs)
ఫైబ్రోబ్లాస్ట్,Fibroblast
ఫైబ్రోకార్టిలేజ్,Fibrocartilage
ఫైబ్రినోజెన్,Fibrinogen
ఫైబరస్ రూట్ సిస్టమ్,Fibrous root system
ఫైబరస్,Fibrous
ఫైబులా,Fibula
ఫికస్,Ficus
ఫికస్ హెటెరోఫిల్లా,Ficus heterophylla
మలము,Ficus religiosa (pipal)
క్షేత్ర సామర్థ్యం,Field capacity
ఫీల్డ్ నోట్బుక్,Field notebook
ఫీల్డ్ సంఖ్య,Field number
ఫిలమెంట్ హుక్,Filament hook
ఫిలమెంట్,Filament
ఫిలమెంటస్,Filamentous
ఫిలమెంటస్ రకం,Filamentous type
ఫిలారియా వార్మ్,Filaria worm
ఫిలిఫార్మ్ యాంటెన్నా,Filiform antenna
ఫిల్టర్ ఫీడింగ్,Filter feeding
వడపోత చీలిక,Filtration slit
ఫిన్,Fin
చక్కటి సర్దుబాటు నాబ్,Fine adjustment knob
చక్కటి ఇసుక,Fine sand
వేలిముద్ర,Fingerprinting
థర్మోడైనమిక్స్ యొక్క మొదటి చట్టం,First law of thermodynamics
ఫిష్ నెయ్యి,Fish ghee
చేప నూనె,Fish oil
చేపల ప్రాసెసింగ్ పరిశ్రమ,Fish processing industry
చేపల ప్రోటీన్,Fish protein
మత్స్య సంపద,Fishery
విచ్ఛిత్తి,Fission
పెద్ద గాడి,Fissure (large groove)
ఫిస్టులర్,Fistular
ఐదు అంకెలు (పెంటాడాక్టిల్),Five digits (pentadactyl)
ఐదు రాజ్య వర్గీకరణ,Five kingdom classification
జన్యు క్లస్టర్‌ను పరిష్కరించండి,Fix gene cluster
ఫిక్సేటివ్,Fixative
స్థిర లేదా స్థిరమైన,Fixed or immovable
స్థిర మూలం,Fixed source
ఫిక్సింగ్ ఏజెంట్,Fixing agent
సూక్ష్మజీవిని పరిష్కరించడం,Fixing microbe
పొరపాటు,Flaccid
ఫ్లాగెల్లా,Flagella
ఫ్లాగెలేట్,Flagellate
ఫ్లాగెలేటెడ్,Flagellated
ఫ్లాగెల్లిన్,Flagellin
ఫ్లాగెల్లమ్,Flagellum
జ్వాల బల్బ్,Flame bulb
జ్వాల సెల్,Flame cell
ఫ్లెమింగో,Flamingo
ఫ్లాట్ బీన్,Flat bean
ఫ్లాట్ ఎపిథీలియల్ సెల్,Flat epithelial cell
ఫ్లాట్ పురుగు,Flat worm
చదునైన ఎముక,Flattened bone
ఫ్లావిన్ అడెనిన్ డైన్యూక్లియోటైడ్,Flavin adenine dinucleotide
కండకలిగిన పండు,Fleshy fruit
ఫ్లిమ్మర్ ఫిలమెంట్,Flimmer filament
ఫ్లిప్పర్,Flipper
తేలియాడే పక్కటెముక,Floating rib
ఫ్లోక్స్,Flocs
ఫ్లోరా,Flora
పూల పదనిర్మాణం,Floral morphology
పూల నిర్మాణం,Floral structure
పూల వోర్ల్,Floral whorl
ఫ్లోరిజెన్,Florigen
ఫ్లో సైటోమెట్రీ,Flow cytometry
పూల మొగ్గ,Flower bud
పుష్పించే మొక్క,Flowering plant
ద్రవ ఫీడర్,Fluid feeder
ద్రవ మొజాయిక్ మోడల్,Fluid mosaic model
ఫ్లోరోసెన్స్ మైక్రోస్కోపీ,Fluorescence microscopy
ఫ్లోరోసెంట్ డై,Fluorescent dye
ఫ్లోరోసెంట్ స్క్రీన్,Fluorescent screen
ఫ్లోరిన్,Fluorine
ఫ్లోరోక్రోమ్,Fluorochrome
ఫ్లోరోక్రోమ్ డై,Fluorochrome dye
ఫ్లక్స్,Flux
ఫ్లై యాష్,Fly ash
ఫ్లయింగ్-ఫ్రాగ్,Flying-frog
ఎగిరే చేప,Flying fish
ఫ్లయింగ్ బల్లి,Flying lizard
ఫ్లయింగ్ ఫలాంజర్,Flying phalanger
ఫ్లయింగ్ స్క్విరెల్,Flying squirrel
దృష్టి,Focus
ఫోకస్ చేసే అపరాటస్,Focussing aparatus
పశుగ్రాసం,Fodder
పిండం ఎజెక్షన్ రిఫ్లెక్స్,Foetal ejection reflex
కోడి,Foetus (fetus)
ఆకులు,Foliage
ఆకుల రూట్,Foliar root
ఫోలిక్ ఆమ్లం,Folic acid
ఫోలికల్,Follicle
ఫోలికల్,Follicle
ఫోలికల్ స్టిమ్యులేటింగ్ హార్మోన్ (FSH),Follicle stimulating hormone (FSH)
ఫోలిక్యులర్ అట్రేసియా,Follicular atresia
ఆహార ప్రక్రియ పరిణామక్రమం,Food chain
ఫుడ్ కండక్టింగ్ ఎలిమెంట్,Food conducting element
విష ఆహారము,Food poisoning
ఫుడ్ పిరమిడ్,Food pyramid
ఆహార వాక్యూల్,Food vacuole
ఫుడ్ వెబ్,Food web
ఫోరమెన్ మాగ్నమ్,Foramen magnum
ఫోరమెన్ ఓవాలే,Foramen ovale
ఫోరామినిఫరాన్,Foraminiferan
సంశ్లేషణ శక్తి,Force of adhesion
విదేశీ DNA,Foreign DNA
ఫోర్లిమ్బ్,Forelimb
ఫోరెన్సిక్ సైన్స్,Forensic science
ఫోర్‌స్కిన్,Foreskin
ఫోర్‌స్కిన్,Foreskin
అటవీ,Forest
అటవీ సంఘం,Forest community
అటవీ మార్గాలు,Forest tract
అటవీ,Forestry
నిర్మాణాత్మక దశ,Formative phase
ఫోసా ఓవలిస్,Fossa ovalis
శిలాజ,Fossil
శిలాజ,Fossilised
పెంపుడు తల్లి,Foster mother
వ్యవస్థాపక ప్రభావం,Founder effect
వ్యవస్థాపకుడు,Founder
నాలుగు-ఓ-క్లాక్ (మిరాబిలిస్ జలపా),Four-o-clock (mirabilis jalapa)
ఫోవియా,Fovea
కోడి,Fowl
పెళుసుదనం,Fragility
ఫ్రాగ్మెంటేషన్,Fragmentation
సువాసన,Fragrant
ఫ్రేమ్-షిఫ్ట్ మ్యుటేషన్,Frame-shift mutation
ఫ్రాంకియా,Frankia
ఉచిత శక్తి,Free energy
ఉచిత ఫ్లోటింగ్,Free floating
ఉచిత జీవన సూక్ష్మజీవి,Free living microbe
స్వేచ్ఛా-కేంద్రం,Free-central
స్వేచ్ఛా-జీవన,Free-living
ఫ్రీజ్-ఎచింగ్ టెక్నిక్,Freeze-etching technique
ఫ్రాండ్,Frond
ఫ్రంటల్ లోబ్,Frontal lobe
ఘనీభవించిన రాష్ట్రం,Frozen state
పొదుపు,Frugivore
ఫ్రూట్ బోరర్,Fruit borer
పండు ఫోలికల్,Fruit follicle
ఫలాలు కదిలించే శరీరం,Fruiting body
ఫ్రూట్లెట్,Fruitlet
ఫ్యూకోక్సంతిన్,Fucoxanthin
ఇంధన పదార్థం,Fuel material
ఫ్యూనారియా,Funaria
ఫంక్షన్,Function
ఫంక్షనల్ అవశేష సామర్థ్యం,Functional residual capacity
ఫంక్షనల్ యూనిట్,Functional unit
ఫండస్,Fundus
ఫంగల్ డిసీజ్,Fungal disease
ఫంగల్ రూపం,Fungal form
ఫంగల్ హైఫా,Fungal hypha
ఫంగల్ మైసిలియం,Fungal mycelium
శిలీంధ్రాలు,Fungi
శిలీంద్ర సంహారిణి,Fungicide
శిలీంధ్ర,Fungivorous
ఫండికిల్,Funicle
బొచ్చు,Fur
బొచ్చు,Furrow
ఫ్యూసేరియం ఉడమ్,Fusarium udum
ఫ్యూసేరియం విల్ట్,Fusarium wilt
ఫ్యూజ్డ్ సక్రాల్ వెన్నుపూస,Fused sacral vertebra
ఫ్యూసిఫార్మ్ రూట్,Fusiform root
ఫ్యూజన్,Fusion
ఫ్యూజన్,Fusion
గెలాక్టన్,Galactan
గెలాక్టో యురోనిక్ ఆమ్లం,Galacto uronic acid
గెలాక్సీ,Galaxy
పిత్తాశయం కందిరీగ,Gall wasp
పిత్తాశయం,Gall-bladder
గాలస్,Gallus
గేమ్ ఫిషింగ్,Game fishing
గామేట్,Gamete
గేమెటిక్ మరణాలు,Gametic mortality
గేమ్‌టోజెనిసిస్,Gametogenesis
గామెటోఫైటిక్,Gametophytic
గామా వైవిధ్యం,Gamma diversity
గమోఫిలస్,Gamophyllous
గామోసెపాలస్,Gamosepalous
గంగా కార్యాచరణ ప్రణాళిక,Ganga action plan
వాయువు కూర్పు,Gaseous composition
వాయు కాలుష్యం,Gaseous pollution
గ్యాస్ట్రిక్,Gastric
గ్యాస్ట్రిక్ ఇన్హిబిటరీ పెప్టైడ్,Gastric inhibitory peptide
గ్యాస్ట్రిక్ రసం,Gastric juice
జీర్ణశయాంతర పెప్టైడ్ హార్మోన్,Gastrointestinal peptide hormone
ఆహార నాళము లేదా జీర్ణ నాళము,Gastrointestinal tract
జీర్ణశయాంతర హార్మోన్,Gastrointestinal hormone
జీర్ణ్రోస్కోప్,Gastroscope
గ్యాస్ట్రోవాస్కులర్ కుహరం,Gastrovascular cavity
గాన్స్ట్రాలా,Gastrula
గ్యాస్ట్రులేటియన్,Gastrulatian
గాస్ యొక్క పోటీ మినహాయింపు సూత్రం,Gause's competitive exclusion principle
గావియాలిస్,Gavialis
గీటోనోగామి,Geitonogamy
జెల్ ఫిల్ట్రేషన్ క్రోమాటోగ్రఫీ,Gel filtration chromatography
జిలాటినస్ పొర,Gelatinous layer
గెలిడియం,Gelidium
గెమ్మ,Gemma
జెమ్యూల్,Gemmule
జీన్ బ్యాంక్,Gene bank
జన్యు క్లోనింగ్,Gene cloning
జన్యు వ్యక్తీకరణ,Gene expression
జన్యు తుపాకీ,Gene gun
జన్యు చొప్పించడం,Gene insertion
జన్యు పరిచయం,Gene introduction
జన్యు లాక్,Gene lac
జీన్ లైబ్రరీ (జీన్ బ్యాంక్),Gene library (gene bank)
జన్యు పటం,Gene map
జన్యు వలస,Gene migration
జన్యు సమీకరణ,Gene pool
జన్యు స్ప్లికింగ్,Gene splicing
జన్యు చిహ్నం,Gene symbol
జన్యు చికిత్స,Gene therapy
జన్యువు,Gene
జనరల్ ఫిజియాలజీ,General physiology
సాధారణీకరణ,Generalisation
సాధారణ పేరు,Generic name
సాధారణ పేరు,Generic name
సాధారణ పేరు,Generic name
జన్యు అవరోధం,Genetic barrier
జన్యు ప్రాతిపదిక,Genetic basis
జన్యు బ్లాక్,Genetic block
జన్యు కోడ్,Genetic code
జన్యు కొనసాగింపు,Genetic continuity
జన్యు సలహా,Genetic counseling
జన్యు రుగ్మత,Genetic disorder
జన్యు వైవిధ్యం,Genetic diversity
జన్యు ప్రవాహం,Genetic drift
జన్యు ఇంజనీరింగ్,Genetic engineering
జన్యు సమతుల్యత,Genetic equilibrium
జన్యు సమాచారం,Genetic information
జన్యు స్థాయి,Genetic level
జన్యు స్థాయి,Genetic level
జన్యు పటం,Genetic map
జన్యు పదార్థం,Genetic material
జన్యు తల్లి,Genetic mother
జన్యు పరివర్తన,Genetic transformation
జన్యు వైవిధ్యం,Genetic variability
జన్యు వైవిధ్యం,Genetic variation
జన్యుపరంగా స్వీకరించబడింది,Genetically adapted
జన్యుపరంగా తయారుచేయబడిన,Genetically engineered
జన్యుపరంగా సవరించిన పంట (GMC),Genetically modified crop (GMC)
జన్యుపరమైన మార్పులు చేసిన ఆహారం,Genetically modified food
జన్యుపరంగా మార్పు చెందిన జీవి,Genetically modified organism
జన్యు శాస్త్రవేత్త,Geneticist
జన్యుశాస్త్రం,Genetics
జెనిక్ బ్యాలెన్స్ సిద్ధాంతం,Genic balance theory
జననేంద్రియ,Genital
జననేంద్రియ హెర్పెస్,Genital herpes
జననేంద్రియ పాపిల్లా,Genital papilla
