Assamese,Malayalam
মেক্ৰ&#39; স্ফটিক,മാക്രോ ക്രിസ്റ്റലിൻ
"উপকূল, লক্ষ্য ঘৰ (Radar)","തീരം, ടാർഗെറ്റ് ഹൗസ് (റഡാർ)"
"আৱৰণ, কোট, কোট, আৱৰণ","കവർ, കോട്ട്, കോട്ട്, കോട്ടിംഗ്"
"আৱৰণ, আৱৰণ, আৱৰণ","പൂശുന്നു, പൂശുന്നു, പൂശുന്നു"
coax,കോക്സ്
"ক&#39;ড, চিহ্ন, ক&#39;ড, ক&#39;ড, ক&#39;ড","കോഡ്, അടയാളം, കോഡ്, കോഡ്, കോഡ്"
ক&#39;ড কৰা হৈছে,കോഡ് ചെയ്തു
ক&#39;ডিং পালছ,കോഡിംഗ് പൾസ്
সহগ,ഗുണകം
সংযম,സംയമനം
ছাচপেন্স,സസ്പെൻസ്
"affiliation, সংযুক্ততা","അഫിലിയേഷൻ, അഫിലിയേഷൻ"
"সংযুক্ত, সংযুক্ত","അഫിലിയേറ്റ്, അറ്റാച്ച്ഡ്"
সংহতি,കെട്ടുറപ്പ്
sansanji,sansanji
ৰাশিফল,ജാതകം
কুণ্ডলীযুক্ত,ചുരുട്ടി
"কইলিং, কইল বিল্ডিং, কইলিং","കോയിലിംഗ്, കോയിൽ ബിൽഡിംഗ്, കോയിലിംഗ്"
চেপেটা,ഫ്ലാറ്റ്
ঠাণ্ডা,തണുപ്പ്
কম উষ্ণতাৰ নিৰ্গমন,കുറഞ്ഞ താപനില ഉദ്വമനം
উপতাপীয় নিউট্ৰন,ഉപതാപ ന്യൂട്രോണുകൾ
ডেচিমেচন,നശീകരണം
"জামিন, শাখা, শাখা","ഈട്, ശാഖ, ശാഖ"
"সমন্বয়ক, সমন্বয়ক, সমন্বয়ক","കോർഡിനേറ്റർ, കോർഡിനേറ്റർ, കോൾട്ടർ"
সংগ্ৰহ,സമാഹാരം
"সামূহিক, জনসংখ্যা","കൂട്ടായ, ജനസംഖ്യ"
"সংগ্ৰাহক, সংগ্ৰাহক, সংগ্ৰাহক","കളക്ടർ, കളക്ടർ, കളക്ടർ"
সংঘৰ্ষ কণা,കൂട്ടിമുട്ടുന്ന കണിക
সমান্তৰাল,സമാന്തരമായി
"সমান্তৰাল, একদিশীয়","സമാന്തരമായ, ഏകദിശയിലുള്ള"
সমান্তৰাল চতুৰ্ভুজ,സമാന്തരരേഖ
প্ৰান্তিককৰণ,വിന്യാസം
প্ৰান্তিককৰণ,വിന്യാസം
"সংঘৰ্ষ, সংঘৰ্ষ, সংঘৰ্ষ","കൂട്ടിയിടി, കൂട്ടിയിടി, കൂട്ടിയിടി"
কলয়ড,കൊളോയിഡ്
"ৰংমাপক, ৰংমাপক","കളർമീറ്റർ, കളർമീറ്റർ"
ৰঙৰ অন্ধতা,വർണ്ണാന്ധത
চৰিত্ৰ,സ്വഭാവം
"স্তম্ভ, স্তম্ভ","കോളം, കോളം"
"কমা, টাফ্ট, ঠেং, ঠেং","കോമ, ടഫ്റ്റ്, വാൽ, വാൽ"
"সংমিশ্ৰণ, সংমিশ্ৰণ, সঞ্চয়","സംയോജനം, സംയോജനം, ശേഖരണം"
সংমিশ্ৰিত স্বৰবৰ্ণ,സംയുക്ത സ്വരാക്ഷരങ്ങൾ
সংমিশ্ৰিত স্বৰবৰ্ণ,സംയോജിത സ്വരാക്ഷരങ്ങൾ
দায়িত্ব,ബാധ്യത
দহন,ജ്വലനം
বাণিজ্যিক ফেৰাইট,വാണിജ്യ ഫെറൈറ്റ്
"সাধাৰণ, সাধাৰণ, সাধাৰণ, সাধাৰণ, সাধাৰণ","സാധാരണ, സാധാരണ, സാധാരണ, സാധാരണ, സാധാരണ"
যোগাযোগ,ആശയവിനിമയങ്ങൾ
"ডাইভাৰচন, ডেটাম পৰিৱৰ্তন, পাৰ্মিউটেচন","വഴിതിരിച്ചുവിടൽ, ഡാറ്റ മാറ്റം, ക്രമപ്പെടുത്തൽ"
"কমিউটেটৰ, কমিউটেটৰ, কমিউটেটৰ","കമ്യൂട്ടേറ്റർ, കമ്യൂട്ടേറ്റർ, കമ്യൂട്ടേറ്റർ"
"তুলনাকাৰী, তুলনাকাৰী","താരതമ്യക്കാരൻ, താരതമ്യക്കാരൻ"
তুলনা কৰা,താരതമ്യം
"কম্পাছ, কম্পাছ, কম্পাছ","കോമ്പസ്, കോമ്പസ്, കോമ്പസ്"
"সামঞ্জস্যতা, সামঞ্জস্যতা, সামঞ্জস্যতা, সামঞ্জস্যতা","അനുയോജ്യത, അനുയോജ്യത, അനുയോജ്യത, അനുയോജ്യത"
"ক্ষতিপূৰণ দিয়া, প্ৰতিশোধ লোৱা","നഷ്ടപരിഹാരം നൽകുക, പ്രതികാരം ചെയ്യുക"
"ক্ষতিপূৰণ, ক্ষতিপূৰণ, ক্ষতিপূৰণ","നഷ്ടപരിഹാരം, നഷ്ടപരിഹാരം, നഷ്ടപരിഹാരം"
প্ৰতিকাৰৰ ব্যৱস্থা,പ്രതിരോധ നടപടികൾ
"সংকলন, ব্যাখ্যা","സമാഹാരം, വ്യാഖ്യാനം"
"সংকলন, ব্যাখ্যা","സമാഹാരം, വ്യാഖ്യാനം"
পৰিপূৰকতা,പരസ്പരപൂരകത
পৰিপূৰক,സപ്ലിമെന്റ്
সম্পূৰ্ণ কৰা,പൂർത്തിയാക്കുക
সম্পূৰ্ণ কোষ,പൂർണ്ണമായ സെൽ
সম্পূৰ্ণ মডুলেচন,സമ്പൂർണ്ണ മോഡുലേഷൻ
"জটিল, জটিল, পেকেজ","സങ്കീർണ്ണമായ, സങ്കീർണ്ണമായ, പാക്കേജ്"
জটিল পৰমাণু,സങ്കീർണ്ണമായ ആറ്റം
জটিল ফলন,സങ്കീർണ്ണമായ പ്രവർത്തനം
ফৰ্মেট,ഫോർമാറ്റ്
জটিল ব্যৱস্থা,സങ്കീർണ്ണമായ സംവിധാനം
খতিয়ান লোৱা,ഫോളോ അപ്പ്
"উপাদান, সংশ্লিষ্ট উপাদান","ഘടകം, അനുബന്ധ ഘടകം"
"সংমিশ্ৰিত, সংমিশ্ৰিত","സംയോജിത, മിക്സഡ്"
"মিশ্ৰিত, মিশ্ৰিত, সংযুক্ত, বিত্ত, যৌগ","മിക്സഡ്, മിക്സഡ്, കമ്പൈൻഡ്, ഫിനാൻസ്, കോമ്പൗണ്ട്"
asral পেণ্ডুলাম,അസ്റൽ പെൻഡുലം
"সংকোচন (সম্পা.), সংকোচন (v.)","കംപ്രസ് (എഡി.), കംപ്രസ് (വി.)"
সংকোচিত কৰা হৈছে,കംപ്രസ് ചെയ്തു
সংকোচন ক্ষমতা,കംപ്രസിബിലിറ്റി
সংকোচনযোগ্য,കംപ്രസ്സബിൾ
সংকোচন,കംപ്രഷൻ
"কম্প্ৰেছাৰ, কম্প্ৰেছাৰ","കംപ്രസർ, കംപ്രസർ"
"কম্পটন ইলেক্ট্ৰন, প্ৰতিভাৰসাম্যপূৰ্ণ ইলেক্ট্ৰন","കോംപ്റ്റൺ ഇലക്ട്രോൺ, സമതുലിതമായ ഇലക്ട്രോൺ"
গণনা,കണക്കുകൂട്ടൽ
গণনামূলক,കമ്പ്യൂട്ടേഷണൽ
"কম্পিউটাৰ, কম্পিউটাৰ, কম্পিউটাৰ","കമ്പ്യൂട്ടർ, കമ്പ്യൂട്ടർ, കമ്പ്യൂട്ടർ"
অৱতল,കുത്തനെയുള്ള
দ্বি উত্তল,ബൈകോൺവെക്സ്
"ঘনীভূত কৰা, ঘন কৰা, ঘনীভূত কৰা (adj.), ঘনীভূত কৰা (v.)","കേന്ദ്രീകരിക്കുക, കട്ടിയാക്കുക, ഏകാഗ്രമാക്കുക (adj.), ഏകാഗ്രമാക്കുക (വി.)"
"ঘনীভূত, ঘনীভূত, ঘনীভূত","ഏകാഗ്രമായ, ഏകാഗ്രമായ, ഏകാഗ്രമായ"
"ঘনত্ব, ঘনত্ব, ঘনত্ব, ঘনত্ব","ഏകാഗ്രത, ഏകാഗ്രത, ഏകാഗ്രത, ഏകാഗ്രത"
"এককেন্দ্ৰিক, সমকেন্দ্ৰিক","ഏകകേന്ദ്രീകൃതമായ, കേന്ദ്രീകൃതമായ"
ধাৰণা,ആശയം
ধাৰণাগত,ആശയപരമായ
"ঘনিষ্ঠতা, যোগাযোগ","അടുപ്പം, ആശയവിനിമയം"
সমন্বিত,സമന്വയിപ്പിച്ചു
"সমকালীন, পিছপৰা","ഒരേസമയം, പിന്നിലായി"
"ঘনীভূতকৰণ, ঘনীভূতকৰণ","ഘനീഭവിക്കൽ, ഘനീഭവിക്കൽ"
"ঘনীভূত কৰা, তৰলীকৃত কৰা, তৰলীকৃত কৰা","ഘനീഭവിക്കുക, ദ്രവീകരിക്കുക, ദ്രവീകരിക്കുക"
"ঘনীভূত, তৰলীকৃত, সংকুচিত","ഘനീഭവിച്ച, ദ്രവീകരിച്ച, തിങ്ങിക്കൂടിയ"
"কণ্ডেন্সাৰ, কেপাচিটৰ, সংগ্ৰাহক","കണ്ടൻസർ, കപ്പാസിറ്റർ, കളക്ടർ"
"অৱস্থা, অৱস্থা, অৱস্থা, অৱস্থা","അവസ്ഥ, അവസ്ഥ, അവസ്ഥ, അവസ്ഥ"
পৰিবাহীতা,ചാലകത
ড্ৰাইভাৰ,ഡ്രൈവർ
ড্ৰাইভিং,ഡ്രൈവിംഗ്
পৰিবাহীতা,ചാലകത
ফিডেলিটি,വിശ്വസ്തത
"বিন্যাস, বিন্যাস","കോൺഫിഗറേഷൻ, കോൺഫിഗറേഷൻ"
বিন্যাস,കോൺഫിഗറേഷൻ
কনফ&#39;কেল,കൺഫോക്കൽ
"সমন্বয়, দ্বিমেৰুত্ব, সমতা","പൊരുത്തം, ദ്വിധ്രുവത്വം, തുല്യത"
"congruent, একেধৰণৰ","യോജിച്ച, സമാനമായ"
কনিক,കോണിക
"to conjugate (v.), সংযোগ কৰা (ver.)","സംയോജിപ്പിക്കുക (വി.), സംയോജിപ്പിക്കുക (ver.)"
পাৰ্শ্বীয় সংযুক্ত,ലാറ്ററൽ അസോസിയേറ്റഡ്
শৃংখল সম্পৰ্কীয়,ചെയിൻ ബന്ധപ്പെട്ട
সংযোগকাৰী লাইন,കണക്റ്റർ ലൈൻ
সংযোগ,കണക്ഷൻ
"পৃষ্ঠপোষক, সংযোগকাৰী","സ്പോൺസർ, കണക്റ്റർ"
একেৰাহে,തുടർച്ചയായി
পৃষ্ঠপোষক,രക്ഷാധികാരി
পৃষ্ঠপোষক,രക്ഷാധികാരി
"স্থায়িত্ব, স্থায়িত্ব, বেধ, বেধ","സ്ഥിരത, സ്ഥിരത, കനം, കനം"
"সামঞ্জস্যপূৰ্ণ, বিপৰীত","അനുയോജ്യം, വിപരീതം"
কথোপকথনমূলক,സംഭാഷണപരം
কথোপকথনমূলক,സംഭാഷണപരം
স্থিৰতা,സ്ഥിരത
"স্থিৰ, স্থিৰ, স্থাৱৰ, অপৰিৱৰ্তিত, একেধৰণৰ","സ്ഥിരമായ, സ്ഥിരമായ, അചഞ്ചലമായ, മാറ്റമില്ലാത്ത, യൂണിഫോം"
কনষ্টেন্টান,കോൺസ്റ്റന്റൻ
অবিৰত প্ৰবাহ,തുടർച്ചയായ ഒഴുക്ക്
সহচলক সংখ্যা,covariate നമ്പർ
বৰ্তনীটোৰ বৈশিষ্ট্য,സർക്യൂട്ടിന്റെ സവിശേഷതകൾ
নক্ষত্ৰমণ্ডল,നക്ഷത്രസമൂഹം
"ৰচনা, ৰচনা, গঠন","രചന, ഘടന, രൂപീകരണം"
বাধ্যতামূলক গতি,നിയന്ത്രിത വേഗത
বাধা,പരിമിതി
সংকীৰ্ণ হোৱা,ഇടുങ്ങിയത്
বহনক্ষম হস্তক্ষেপ,സുസ്ഥിരമായ ഇടപെടൽ
ব্যৱহৃত শক্তি,ഊർജ്ജം ഉപഭോഗം
"স্পৰ্শ, স্পৰ্শ, স্পৰ্শ","സ്പർശിക്കുക, സ്പർശിക്കുക, സ്പർശിക്കുക"
"যোগাযোগ, যোগাযোগ","ബന്ധപ്പെടുക, ബന്ധപ്പെടുക"
দূষণ কৰা,മലിനീകരണം
"বিষয়বস্তু, অংশ, আধা","ഉള്ളടക്കം, ഭാഗം, പകുതി"
"continuum, ধাৰাবাহিকতা","തുടർച്ച, തുടർച്ച"
অৱস্থাৰ ধাৰাবাহিকতা,സംസ്ഥാന തുടർച്ച
"অবিৰত, অবিচ্ছেদ্য, অবিচ্ছেদ্য, অবিৰত, অবিৰত","തുടർച്ചയായ, അഖണ്ഡമായ, അഖണ്ഡമായ, തുടർച്ചയായ, തുടർച്ചയായ"
ধাৰাবাহিকতা,തുടർച്ച
"সংকোচন কৰা, সংকোচন কৰা (ver.)","കംപ്രസ് ചെയ്യുക, കംപ്രസ് ചെയ്യുക (ver.)"
সংকোচন,ചുരുങ്ങുക
সংকোচন,സങ്കോചം
প্ৰতি-কক্ষপথৰ দিশ,എതിർ പരിക്രമണ ദിശ
আপেক্ষিক শৰীৰ,ബന്ധു ശരീരം
"কনট্ৰাষ্ট, কনট্ৰাষ্ট","വൈരുദ്ധ്യം, വൈരുദ്ധ്യം"
নিয়ন্ত্ৰণ,നിയന്ത്രണം
সংবহন,സംവഹനം
কনভেয়িং পোষ্ট,അറിയിക്കുന്നു പോസ്റ്റ്
ভেছকুলাৰ,രക്തക്കുഴലുകൾ
নিয়মীয়া পাৰমাণৱিক ওজন,സാധാരണ ആറ്റോമിക ഭാരം
"to converge, অভিসৰণ কৰা","ഒത്തുചേരുക, ഒത്തുചേരുക"
"অভিসৰণ, অভিসৰণ","ഒത്തുചേരൽ, ഒത്തുചേരൽ"
কনভাৰ্জিং লেন্স,ഒത്തുചേരുന്ന ലെൻസ്
"বিপৰীত, বিপৰীত","എതിർ, എതിർ"
VICA বিপৰীতে,VICA തിരിച്ചും
ৰূপান্তৰ,പരിവർത്തനം
ৰূপান্তৰিত,പരിവർത്തനം ചെയ്തു
ৰূপান্তৰক,കൺവെർട്ടർ
কনভাৰ্টিবল লেন্স,മാറ്റാവുന്ന ലെൻസ്
উত্তল,കുത്തനെയുള്ള
উত্তলতা,convexity
উত্তল,കുത്തനെയുള്ള
দ্বি উত্তল,ബൈകോൺവെക്സ്
শীতল পদাৰ্থ,കൂളന്റ്
"শিতলকাৰী, চিলাৰ","റഫ്രിജറന്റ്, ചില്ലർ"
কুলিজ টিউব,കൂളിഡ്ജ് ട്യൂബ്
শীতল কৰা,തണുപ്പിക്കൽ
শীতল পদাৰ্থ,കൂളന്റ്
সমবায়ৰ পৰিঘটনা,സഹകരണ പ്രതിഭാസം
"স্থানাংক, স্থানাংক","ഏകോപിപ്പിക്കുക, ഏകോപിപ്പിക്കുക"
পৰিচালক অক্ষ,ഡയറക്ടർ അച്ചുതണ്ട്
সমতল,പ്ലാനർ
সমতলতা,പരന്നത
"কপি, কপি, কপি","പകർത്തുക, പകർത്തുക, പകർത്തുക"
মুখ্য,കാമ്പ്
কোৰ ইলেক্ট্ৰন,കോർ ഇലക്ട്രോൺ
ক’ৰিঅ’লিছ ত্বৰণ,കോറിയോലിസ് ത്വരണം
ক&#39;ৰিঅ&#39;লিছ বল,കോറിയോലിസ് ശക്തി
"কিৰিট, কৰোনা","കിരിത്, കൊറോണ"
কৰ&#39;না অষ্ট্ৰেলিয়া,കൊറോണ ഓസ്ട്രേലിയ
corona borealis,കൊറോണ ബൊറിയലിസ്
সৌৰ জ্বলন,സൗരജ്വാല
গ্ৰেনুল,തരികൾ
গ্ৰেনুলাৰ,ഗ്രാനുലാർ
"শুদ্ধ, শুদ্ধ","ശരി, ശരി"
সংশোধিত,പുതുക്കിയ
"সংশোধন, সংশোধন","തിരുത്തൽ, ഭേദഗതി"
সহ - সম্পৰ্ক,സഹ ബന്ധം
"to correspond, to correspond","പൊരുത്തപ്പെടുത്തുക, പൊരുത്തപ്പെടുത്തുക"
সংঘৰ নিয়মাৱলী,അസോസിയേഷന്റെ നിയമങ്ങൾ
সংগীত,അകമ്പടി
কোচাইন নিয়ম,കോസൈൻ നിയമം
স্থানৰ প্ৰাচুৰ্য্য,സ്ഥല സമൃദ്ധി
মহাজাগতিক,കോസ്മിക്
মহাকাশ ৰশ্মি ফাটি গ’ল,ബഹിരാകാശ രശ്മി പൊട്ടിത്തെറിച്ചു
"মহাকাশ ৰশ্মি, মহাজাগতিক ৰশ্মি","ബഹിരാകാശ രശ്മി, കോസ്മിക് കിരണങ്ങൾ"
মহাকাশৰ বৰষুণ,ബഹിരാകാശ മഴ
স্থান,സ്ഥലം
মহাজাগতিক,കോസ്മിക്
"ব্ৰহ্মাণ্ডবিজ্ঞান, ব্ৰহ্মাণ্ডবিজ্ঞান","പ്രപഞ്ചശാസ്ത്രം, പ്രപഞ്ചശാസ്ത്രം"
মহাকাশচাৰী,ബഹിരാകാശ സഞ്ചാരി
মহাকাশ বিজ্ঞান,ബഹിരാകാശ ശാസ്ത്രം
"cosmos, বিশ্বব্ৰহ্মাণ্ড","പ്രപഞ്ചം, പ്രപഞ്ചം"
কুলম্ব,കൂലംബ്
কুলোমি এলেকা,കൂലോമി ഏരിയ
কুলোমিটাৰ,കൂലോമീറ്റർ
"গণনা, গণনা, গণনা, গণনা","എണ്ണുക, എണ്ണുക, എണ്ണുക, എണ്ണുക"
"গণনা, বিপৰীত গণনা","എണ്ണൽ, വിപരീത എണ്ണൽ"
"কেলকুলেটৰ, কাউণ্টাৰ, পেনেল","കാൽക്കുലേറ്റർ, കൌണ്ടർ, പാനൽ"
ঘড়ীৰ কাঁটাৰ বিপৰীত দিশত,എതിർ ഘടികാരദിശയിൽ
"ৰিভাৰ্ছ কাৰেণ্ট, কাউণ্টাৰ কাৰেণ্ট","റിവേഴ്സ് കറന്റ്, കൌണ്ടർ കറന്റ്"
বিপৰীতমুখী বিদ্যুৎ গতিশীল বল,ഇലക്ട്രോമോട്ടീവ് ഫോഴ്സിനെ എതിർക്കുന്നു
ডেপুটেচন,ഡെപ്യൂട്ടേഷൻ
ৰিভাৰ্ছ টৰ্চ,റിവേഴ്സ് ടോർസോ
গণনাৰ হাৰ,കൗണ്ട് നിരക്ക്
"গণনা, গণনা-সংখ্যা, গণনা, গণনা","എണ്ണുക, എണ്ണുക, എണ്ണുക, എണ്ണുക"
বল যোৰ,നിർബന്ധ ജോഡി
সংযুক্ত,കപ്പിൾഡ്
কাপলাৰ,കപ്ലർ
কাপলিং,ഇണചേരൽ
"উদ্দেশ্যপ্ৰণোদিত দিশ, পথ, পথ","ഉദ്ദേശിച്ച ദിശ, പാത, വഴി"
সহযোগীতা,കോവാലൻസി
সহযোগীতা,കോവാലൻസി
সহযোগী,സഹകാരി
সহাৱস্থান,സഹവർത്തിത്വം
সমান্তৰাল,അനുരൂപമായ
"কভাৰেজ এলেকা, সম্প্ৰচাৰ এলেকা","കവറേജ് ഏരിയ, ബ്രോഡ്കാസ്റ്റ് ഏരിയ"
কভাৰ শ্বীট,കവർ ഷീറ്റ്
chatter,സംസാരം
উৰ্বৰতাৰ হাৰ,പ്രത്യുൽപാദന ശക്തിയുടെ തോത്
সামান্য বিকৃতি,നേരിയ വികലത
শিখৰ,കൊടുമുടി
"মাপকাঠী, মাপকাঠী","മാനദണ്ഡം, മാനദണ്ഡം"
জটিল অৱস্থা,വിമർശനാത്മകം
সমালোচনাত্মকতা,വിമർശനം
মকৰ ৰাশিৰ ক্লিপ,കാപ്രിക്കോൺ ക്ലിപ്പ്
কুটিলৰ অন্ধকাৰ ৰাজ্য,വഞ്ചകരുടെ ഇരുണ്ട രാജ്യം
ক্ৰছ-হাইব্ৰিড হাইব্ৰিডাইজেচন,ക്രോസ്-ഹൈബ്രിഡ് ഹൈബ്രിഡൈസേഷൻ
ক্ৰছ বেণ্ড যোগাযোগ,ക്രോസ് ബാൻഡ് ആശയവിനിമയം
অপ্রাসংগিক চৰিত্ৰৰ ব্যক্তিত্ব,അപ്രസക്തമായ സ്വഭാവ വ്യക്തിത്വം
ক্ৰছ টাই,ക്രോസ് ബന്ധങ്ങൾ
ক্ৰছ কৰা এলেকা,കടന്ന പ്രദേശം
লেষ্ট এবেৰেচন লেন্স,ഏറ്റവും കുറഞ്ഞ വ്യതിയാന ലെൻസ്
ক্ৰছ প্ৰডাক্ট,ക്രോസ് ഉൽപ്പന്നം
অপ্রাসংগিক সংকেত,അപ്രസക്തമായ സിഗ്നൽ
মজিয়াৰ বেদখল,നിലകളുടെ കയ്യേറ്റം
ট্ৰেঞ্জিচন জ&#39;ন,സംക്രമണ മേഖല
ট্ৰেঞ্জিচন পইণ্ট,പരിവർത്തന പോയിന്റ്
বিনিময় মূল্য,വിനിമയ മൂല്യം
ভেক্টৰ-উৎপাদন ভেক্টৰ-উৎপাদন,വെക്റ്റർ-പ്രൊഡക്ട് വെക്റ്റർ ഉൽപ്പന്നം
"ক্ৰছ ছেকচন, ক্ৰছ ছেকচন","ക്രോസ് സെക്ഷൻ, ക്രോസ് സെക്ഷൻ"
"একাধিক টাৰ্ম, হাইব্ৰিড টাৰ্ম","ഒന്നിലധികം പദങ്ങൾ, ഹൈബ്രിഡ് പദം"
ক্ৰছ তাঁৰ,ക്രോസ് വയർ
"মুকুট অপটিকেল গ্লাছ, মুকুট অপটিকেল গ্লাছ","ക്രൗൺ ഒപ്റ്റിക്കൽ ഗ്ലാസ്, ക്രൗൺ ഒപ്റ്റിക്കൽ ഗ്ലാസ്"
শীতল কৰা মিশ্ৰণ,തണുപ്പിക്കൽ മിശ്രിതം
কম উষ্ণতাৰ ইলেক্ট্ৰনিকছ,കുറഞ്ഞ താപനില ഇലക്ട്രോണിക്സ്
হাইপোথাৰ্মিয়া,ഹൈപ്പോഥെർമിയ
ক্ৰাইজেনিক লেবৰেটৰী,ക്രയോജനിക് ലബോറട്ടറി
নিম্ৰতাপিকি,നിമ്രതാപികി
ফ্ৰীজিং গেজ,ഫ്രീസിങ് ഗേജ്
ক্ৰাইমেট্ৰিক ধ্ৰুৱক,ക്രയോമെട്രിക് സ്ഥിരാങ്കം
স্ফটিক,ക്രിസ്റ്റൽ
"স্ফটিকীয়, আঁহযুক্ত","സ്ഫടികമായ, നാരുകളുള്ള"
"স্ফটিকীয়কৰণ, স্ফটিকীয়কৰণ, স্ফটিকীয়কৰণ","ക്രിസ്റ്റലൈസേഷൻ, ക്രിസ്റ്റലൈസേഷൻ, ക്രിസ്റ്റലൈസേഷൻ"
স্ফটিক বিজ্ঞানী,ക്രിസ്റ്റൽ ശാസ്ത്രജ്ഞൻ
স্ফটিক-গাঁথনিগত,ക്രിസ്റ്റൽ ഘടനാപരമായ
স্ফটিক গঠন,ക്രിസ്റ്റൽ ഘടന
"স্ফটিকবিজ্ঞান, স্ফটিক বিজ্ঞান","ക്രിസ്റ്റലോഗ്രഫി, ക്രിസ്റ്റൽ സയൻസ്"
জালি স্থানান্তৰ কাৰ্য্য,ലാറ്റിസ് ട്രാൻസ്ഫർ ഓപ്പറേഷൻ
স্ফটিক স্মাজ,ക്രിസ്റ്റൽ സ്മഡ്ജ്
ঘনক ঘনক,ക്യൂബ് ക്യൂബ്
"ঘন, ঘন, ঘন, ত্ৰিভুজ, ঘন, ত্ৰিভুজ","ക്യൂബ്, ക്യൂബ്, ക്യൂബ്, ത്രികോണം, ക്യൂബ്, ത്രികോണം"
ঘন বিভাজন,ക്യൂബിക് പിളർപ്പ്
কক্ষপথ,പരിക്രമണപഥം
ক্ৰমবৰ্ধমান,സഞ്ചിത
curie ধ্ৰুৱক,ക്യൂറി സ്ഥിരം
কুৰি ইফেক্ট,ക്യൂറി പ്രഭാവം
"কুৰি পইণ্ট, কুৰি তাপমাত্ৰা, কুৰি বিচুম্বকীয়কৰণ পইণ্ট","ക്യൂറി പോയിന്റ്, ക്യൂറി താപനില, ക്യൂറി ഡീമാഗ്നെറ്റൈസേഷൻ പോയിന്റ്"
curie,ക്യൂറി
নিজৰা,ധാര
সংখ্যালঘু ধাৰা,സ്ട്രീമിലെ ന്യൂനപക്ഷം
বিতৰণ,വിതരണ
বক্ৰতা,വക്രത
বক্ৰ বক্ৰ ৰেখা,കർവ് കർവ് ലൈൻ
বক্ৰ,വളഞ്ഞ
বক্ৰ বাৰ,കർവ് ബാർ
বক্ৰ পৃষ্ঠা,വളഞ്ഞ പേജ്
বৃদ্ধিৰ বক্ৰ,വളർച്ച വക്രം
বক্ৰৰেখা,വളഞ്ഞത്
"ছিদ্ৰকাৰী, কাটিব পৰা","perforator, മുറിക്കൽ"
শেষৰ মণ্ডল,അവസാന മേഖല
শেষ কম্পাঙ্ক,അവസാന ആവൃത്തി
শেষ বিন্দু,അവസാന പോയിന്റ്
টাৰ্মিনেল পইণ্ট বেগ,ടെർമിനൽ പോയിന്റ് വേഗത
টাৰ্মিনেল ভল্টেজ,ടെർമിനൽ വോൾട്ടേജ്
"পৰিৱেশনকাৰী, পৰিবেশক","അവതാരകൻ, അവതാരകൻ"
চাইবাৰনেটিক্স,സൈബർനെറ്റിക്സ്
"চক্ৰ, চক্ৰ, চক্ৰ","സൈക്കിൾ, സൈക്കിൾ, സൈക്കിൾ"
প্ৰতি ছেকেণ্ডত চক্ৰ,സെക്കൻഡിൽ സൈക്കിളുകൾ
"চক্ৰীয়, চক্ৰীয়","ചാക്രിക, ചാക്രിക"
ঘূৰ্ণন,കറങ്ങുക
চক্ৰীয় পেণ্ডুলাম,ചാക്രിക പെൻഡുലം
চাইক্লট্ৰন,സൈക്ലോട്രോൺ
চাইক্লট্ৰন কম্পাঙ্ক,സൈക്ലോട്രോൺ ഫ്രീക്വൻസി
"চিলিণ্ডাৰ, চিলিণ্ডাৰ","സിലിണ്ടർ, സിലിണ്ടർ"
"নলাকাৰ, চিলিণ্ডাৰৰ আকৃতি, চিলিণ্ডাৰ, চিলিণ্ডাৰ","സിലിണ്ടർ, സിലിണ്ടർ ആകൃതി, സിലിണ്ടർ, സിലിണ്ടർ"
চিলিণ্ডাৰ হাৰমনিক,സിലിണ്ടർ ഹാർമോണിക്
তিতি যোৱা,നനഞ്ഞു
ডেম্প কৰা সৰল হাৰমনিক দোলন,നനഞ്ഞ ലളിതമായ ഹാർമോണിക് ആന്ദോളനം
ডেম্পাৰ,ഡാംപർ
ডেনিয়েল কোষ,ഡാനിയൽ സെൽ
অন্ধকাৰ,ഇരുണ്ട്
"সম্পদ সম্পদ, সম্পদ সম্পদ, বিশ্বাস সম্পদ","സംഭാവന ചെയ്ത വിഭവങ്ങൾ, കീഴിലുള്ള വിഭവങ്ങൾ, ട്രസ്റ്റ് ഉറവിടങ്ങൾ"
"পচন উৎপাদক, গাখীৰ উৎপাদিত, পিতৃ-মাতৃ, বংশধৰ","വിഘടിപ്പിക്കുന്ന നിർമ്മാതാവ്, ഉൽപ്പാദിപ്പിക്കുന്ന പാൽ, മാതാപിതാക്കൾ, സന്തതി"
ডেভিছন হটাৰ পৰীক্ষা,ഡേവിസൺ ഹോട്ടർ പരീക്ഷണം
ডি.চি.(নিৰ্দেশনা),D.C. (ഡയറക്ടീവ്)
নিষ্ক্ৰিয় অংশ,നിഷ്ക്രിയ ഭാഗം
নিস্তব্ধ দাগ,നിശബ്ദ സ്ഥലം
de bragli তৰংগদৈৰ্ঘ্য,ഡി ബ്രാഗ്ലി തരംഗദൈർഘ്യം
ডেবাই বৈশিষ্ট্যপূৰ্ণ তাপমাত্ৰা,Debye സ്വഭാവ താപനില
"দেবায় দৈৰ্ঘ্য, দেবায় দূৰত্ব","ഡെബൈ നീളം, ഡെബി ദൂരം"
debt-recess,കടം-അവധി
পচি যোৱা,ക്ഷയം
ক্ষয় সূচকাংক,ശോഷണ സൂചിക
পাতলকাৰী,നേർപ്പിക്കുന്ന
retard,മന്ദബുദ്ധി
