Malayalam,English
ആൽഫ താപനില,Alpha unstable
ആൽഫ-ആക്റ്റീവ് പദാർത്ഥം,Alpha-active material
ആൽഫ പ്രവർത്തനം,Alpha-activity
ന്യൂക്ലിയസുകളുടെ ആൽഫ കണികാ മാതൃക,Alpha-particle model of nuyclei
ആൽഫ-റേ സ്പെക്ട്രോമീറ്റർ,Alpha-ray spectrometer
"ഗാമറ്റ്, അക്ഷരമാല",Alphabet
അക്ഷരമാലാക്രമം,Alphabetic character
അക്ഷരമാലാക്രമത്തിലുള്ള ഡാറ്റ,Alphabetic data
അക്ഷരമാല എഡിറ്റിംഗ്,Alphabetic editing
ആൽഫാന്യൂമെറിക്,Alphabetic numeric
അക്ഷരമാല ചിഹ്ന സംവിധാനം,Alphabetical notation
ആൽഫാന്യൂമെറിക്,Alphameric
ആൽഫാന്യൂമെറിക് പ്രതീകം,Alphanumeric character
"ആൽഫാന്യൂമെറിക് കോഡിംഗ്, ആൽഫാന്യൂമെറിക് എൻകോഡിംഗ്",Alphanumeric coding
ആൽഫാന്യൂമെറിക് നിർദ്ദേശം,Alphanumeric instruction
ആൽഫ-സ്പേഷ്യൽ,Alphatopic
മാറ്റുക,Alteration
മാറ്റപ്പെട്ട സ്വരം,Altered chord
സോളിറ്ററി ഇഗ്നിഷൻ സിസ്റ്റം,Alternate firing method
"ഒന്നിടവിട്ട്, ഒന്നിടവിട്ട്",Alternating
ഒന്നിടവിട്ട വളയുന്ന ശക്തി,Alternating bending strength
ആൾട്ടർനേറ്റിംഗ് കറന്റ്,Alternating current
ആൾട്ടർനേറ്റിംഗ് കറന്റ് സർക്യൂട്ട്,Alternating current circuit
ആൾട്ടർനേറ്റിംഗ് കറന്റ് ഇം‌പെഡൻസ്,Alternating current impedance
ഒന്നിടവിട്ട വൈദ്യുത ദ്വിധ്രുവം,Alternating electric dipole
ഒന്നിടവിട്ട ഫീൽഡ്,Alternating field
ഒന്നിടവിട്ട ഗ്രേഡിയന്റ് ഫോക്കസ്,Alternating gardient focussing
ഒന്നിടവിട്ട ഗ്രേഡിയന്റ്,Alternating gradient
ആൾട്ടർനേറ്റിംഗ് ഗ്രേഡിയന്റ് സിൻക്രോട്രോൺ,Alternating gradient synchrotron
ആൾട്ടർനേറ്റിംഗ് ഗ്രേഡിയന്റ് ടെക്നിക്,Alternating gradient technique
ആൾട്ടർനേറ്റിംഗ് കറന്റ്,Alternating plastic flow
ആൾട്ടർനേറ്റിംഗ് പോളാരിറ്റി,Alternating polarity
ഒന്നിടവിട്ടുള്ള സാധ്യത,Alternating potential
"ആൾട്ടർനേറ്റർ, ആൾട്ടർനേറ്റർ",Alternator
സ്വദേശത്തേക്ക് അയയ്ക്കൽ,Alternator transmitter
ആൾട്ടിമീറ്റർ,Altigraph
ആൾട്ടിമീറ്റർ,Altimeter
ആൾട്ടിമീറ്റർ നിയന്ത്രണ ഉപകരണങ്ങൾ,Altimeter control equipment
ഉയരത്തിന്റെ ആവൃത്തി ഗ്രാഫ്,Altimetric frequency graph
ആൾട്ടിമെട്രി,Altimetry
"ഉയരം, ഉയരം, ഉയരം, ഉയരം",Altitude
ഉയരത്തിലുള്ള പ്രതിരോധം,Altitude barrier
"ഉയരം പ്രഭാവം, ഉയരം പ്രഭാവം",Altitude effect
ഉയരം സ്കെയിൽ,Altitude scale
ഉയരം സിഗ്നൽ,Altitude signal
എലവേഷൻ ചാർട്ട്,Altitude table
ഗണിത ലോജിക് യൂണിറ്റ്,ALU (Arith. Log. Unit)
Vartsya പാചകക്കുറിപ്പുകൾ,Alveolar consonant
മോണോഫോക്കസ് ലെൻസ്,Amacratic lens
ഏകോപിപ്പിക്കുക,Amagat coordinates
ഭരണം,Amagat law
അംഗേറ്റ് യൂണിറ്റ്,Amagat unit
അമാഗേറ്റ് ലഡാക്ക് നിയമം,Amagat-Leduc rule
പ്രതിഫലന ആന്റിന,Amage antenna
മോണോഫോക്കസ് ലെൻസ്,Amasthenic lens (amacratic lens)
അൺപ്രൊഫഷണൽ ബാൻഡ്,Amateur bands
വാണിജ്യ റേഡിയോ ആശയവിനിമയം,Amateur radio communication
"ആംബർ, കഹരുവ, ആംബർ, ആംബർ",Amber
ആംബിയന്റ് ഫ്യൂസ്,Ambient fuze
ആംബിയന്റ് ലൈറ്റ്,Ambient light
ആംബിയന്റ് ലൈറ്റ് ഫിൽട്ടർ,Ambient light filter
ആംബിയന്റ് ശബ്ദം,Ambient noise
അക്കോസ്റ്റിക് ശബ്ദശാസ്ത്രം,Ambiophony
ദ്വിധ്രുവ വ്യാപനം,Ambipolar diffusion
രൂപരേഖ,Ambit contour
മന്ദഗതിയിലുള്ള കേൾവി,Amblyacousia
അമ്ക്രോൺ,Amicron
അമ്മീറ്റർ,Ammeter
ആന്റി കോയിൽ,Amortisseur winding
ആമ്പിയർ നിയമം,Amper's rule
ആമ്പിയർ,Ampere
ആമ്പിയർ-ബെന്റ്,Ampere balance
ആമ്പിയർ നിയമം,Ampere law
ആമ്പറോമീറ്റർ,Ampere meter
ആമ്പിയർ സിദ്ധാന്തം,Ampere theorem
ആമ്പിയർ ടേൺ,Ampere turn
ആമ്പിയർ മണിക്കൂർ,Ampere-hour
ആമ്പിയർ സമവാക്യം,Ampere's equation
ആമ്പിയർ സിദ്ധാന്തം,Ampere's hypothesis
ആമ്പിയർ രീതി,Ampere's method
ആമ്പിയർ കറന്റ്,Amperian current
ആമ്പറൈറ്റ് ട്യൂബ്,Amperite tube
നിലവിലെ ഒഴുക്ക്,Amperometry
ഉഭയജീവി അയോൺ,Amphoteric ion
ആംപ്ലിഡിൻ,Amplidyne
ആംപ്ലിഡൈൻ ഡ്രൈവർ,Amplidyne drive
ആംപ്ലിഫിക്കേഷൻ,Amplification
ആംപ്ലിഫിക്കേഷൻ ഘടകം,Amplification factor
"ആംപ്ലിഫയർ, ആംപ്ലിഫയർ*",Amplifier
വർധിപ്പിക്കുന്ന ശബ്ദം,Amplifier noise
ആംപ്ലിഫൈയിംഗ് ഉപകരണങ്ങൾ,Amplifying equipment
ആംപ്ലിഫയർ klystron,Amplifying klystron
ആംപ്ലിഫയർ യൂണിറ്റ്,Amplifying unit
ആംപ്ലിഫിക്കേഷൻ സൂചിക,Amplilfier gain
ആംപ്ലിട്രോൺ,Amplitron
"ആംഗിൾ, അളവ്",Amplitude
അളവ് ആഗിരണം ഗുണകം,Amplitude absorption coefficient
ആംപ്ലിറ്റ്യൂഡ് കർവ്,Amplitude curve
വ്യതിരിക്തമായ അളവ്,Amplitude discriminator
അളവ് വക്രീകരണം,Amplitude distortion
അളവ് വിതരണം,Amplitude distribution
ആംപ്ലിറ്റ്യൂഡ് ഡിഫ്യൂഷൻ,Amplitude excursion
ആംപ്ലിറ്റ്യൂഡ് മൾട്ടിപ്ലയർ,Amplitude factor
മാനം ഹസ്സൻ,Amplitude fading
ഡൈമൻഷൻ കീയിംഗ്,Amplitude keying
ഡൈമൻഷൻ ലിമിറ്റർ,Amplitude limiter
വ്യാപ്തി-മോഡുലേറ്റഡ്,Amplitude modulated
ആംപ്ലിറ്റ്യൂഡ് മോഡുലേഷൻ,Amplitude modulation
സാധാരണ വക്രതയുടെ അളവ്,Amplitude of normal curvature
അളവ് അനുപാതം,Amplitude ratio
വ്യാപ്തി അനുരണനം,Amplitude resonance
വ്യാപ്തി പ്രതികരണ വക്രം,Amplitude response curve
ഡൈമൻഷൻ സെപ്പറേറ്റർ,Amplitude separator
അമേരിയോട്ടിക് സോൺ,Amyriotic field
അനുയോജ്യം,Analog = analogue
അനലോഗ് ചാനൽ,Analog channel
അനലോഗ് അക്ക കൺവെർട്ടർ,Analog-to-digital converter
അനലോഗ് ട്രാൻസിസ്റ്റർ,Analogous transistor
"അനലോഗ് സർക്യൂട്ട്, അനലോഗ് സർക്യൂട്ട്",Analogue circuit
"അനലോഗ് കമ്പ്യൂട്ടർ, അനലോഗ് കമ്പ്യൂട്ടർ",Analogue computer
അനലോഗ് റെക്കോർഡിംഗ്,Analogue recording
അനലോഗ് സിഗ്നൽ,Analogue signal
അനുരൂപ-പിശക് തത്വം,Analogue-error theory
"സാദൃശ്യം, സാദൃശ്യം, സാദൃശ്യം",Analogy
"അനലിസ്റ്റ്, അനലിസ്റ്റ്",Analyser
വിശകലനം പതിവ്,Analyser routine
വിശകലനം,Analysis
ഡാറ്റ വിശകലനം,Analysis of data
വിശകലന-സിന്തസിസ് ടെലിഫോൺ സിസ്റ്റം,Analysis-synthesis telephone system
വിശകലന സിഗ്നൽ,Analytic signal
വിശകലന കീ,Analytical key
അനലിറ്റിക്കൽ നൊട്ടേഷൻ രീതി,Analytical notation
നോൺ-പോയിന്റ് ലെൻസ്,Anastigmat
നോൺ-പോയിന്റ്,Anastigmatic
നോൺ-പോയിന്റ് ലെൻസ്,Anastigmatic lens
astigmatism,Anastigmatism
അടിസ്ഥാന മൂല്യം,Anchor value
രജിസ്ട്രേഷൻ,Anchoring
വാതിലും,AND gate
andrade cringe,Andrade creep
ആൻഡ്രൂസ് ക്രിട്ടിക്കൽ പോയിന്റ് ടൂൾ,Andrew's critical point apparatus
ആൻഡ്രൂസിന്റെ വിലക്ക്,Andrrews condition
നോൺ-അക്കോസ്റ്റിക്,Anechoic
അനുരണനമില്ലാത്ത ഫ്ലാറ്റ് സെൽ,Anechoic flat chamber
അനുരണനമില്ലാത്ത സ്റ്റുഡിയോ,Anechoic studio = dead studio
വൈവിധ്യമാർന്ന ഇലാസ്റ്റിക് മെറ്റീരിയൽ,Anelastic material
അസാധാരണമായ ഇലാസ്തികത,Anelasticity
"ഇലക്‌ട്രോണിക് അല്ലാത്ത, ചാലകമല്ലാത്ത",Anelectric
കാറ്റ് ഗാൽവനോമീറ്റർ,Anemometer
കാറ്റ് വാൻ,Anemoscope
"അനറോയിഡ്, ജലരഹിതം",Aneriod
ജലരഹിത ബാരോമീറ്റർ,Aneriod barometer
ഉറക്കമില്ലാത്ത,Aneroidograph
മാലാഖ,Angel
ടാൻജന്റ് കോൺ,Angel of contact
കോൺ,Angle
ആംഗിൾ ഹാർവെസ്റ്റിംഗ് ഡിപ്രസർ,Angle molding press
തിരിയുന്ന ആംഗിൾ,Angle of aberration
അടിയന്തര ആംഗിൾ,Angle of attack
ഒത്തുചേരൽ കോൺ,Angle of convergence
മുക്കി കോൺ,Angle of declilnation
വ്യതിചലന കോൺ,Angle of deflection
വിഷാദം ആംഗിൾ,Angle of deprression
വ്യതിയാനം ആംഗിൾ,Angle of deviation
ഡിഫ്രാക്ഷൻ ആംഗിൾ,Angle of diffraction
വില്ലു കോൺ,Angle of dip
വ്യതിചലന കോൺ,Angle of divergence
എലവേഷൻ കോൺ,Angle of elevation
എക്സിറ്റ് ആംഗിൾ,Angle of emergence
ഫീൽഡ് കോൺ,Angle of field
ഘർഷണ കോൺ,Angle of friction
സംഭവത്തിന്റെ ആംഗിൾ,Angle of incidence
ആന്തരിക ഘർഷണ കോൺ,Angle of internal friction
കവലയുടെ കോൺ,Angle of intersection
പിൻ കോൺ,Angle of lag
മുൻനിര ആംഗിൾ,Angle of lead
ലുഡ്വിഗ്-ആംഗിൾ,Angle of Ludwig (= angle of Louis)
ഏറ്റവും കുറഞ്ഞ വ്യതിയാന കോൺ,Angle of minimum deviation
ചരിവ് കോൺ,Angle of pitch
ധ്രുവീകരണ കോൺ,Angle of polarization
സംഭവത്തിന്റെ പ്രധാന കോൺ,Angle of principal incidence
അസിമുത്ത് കോൺ,Angle of principle azimuth
പ്രിസം ആംഗിൾ,Angle of prism
പ്രൊജക്ഷൻ കോൺ,Angle of projection
പ്രതിഫലനത്തിന്റെ കോൺ,Angle of reflection
അപവർത്തന കോൺ,Angle of refraction
ഘർഷണ കോൺ,Angle of repose
ഷിയർ ആംഗിൾ,Angle of shear
സർപ്പകോണം,Angle of slip
crimp ആംഗിൾ,Angle of torsion
കേവല ധ്രുവീകരണ കോൺ,Angle of total polarisation
പ്രതിഫലനത്തിന്റെ സമ്പൂർണ്ണ കോൺ,Angle of total reflection
ഇൻഫ്ലക്ഷൻ കോൺ,Angle of twist
സമീപിക്കുക,Angle of view
ആംഗിൾ വ്യത്യാസം,Angle straggling
ആംഗിൾ പിന്തുടരുക,Angle tracking
ആംഗിൾ ലൂപ്പ്,Angle trap
angstrom യൂണിറ്റ്,Angstrom unit
കോണിക,Angular
കോണീയ ത്വരണം,Angular acceleration
കോണീയ അപ്പെർച്ചർ,Angular aperture
കോണീയ വ്യതിചലനം,Angular deflection
കോണീയ വികലത,Angular deformation
കോണീയ വ്യാസം,Angular diameter
കോണീയ വികലത,Angular dispersion
കോണീയ സ്ഥാനചലനം,Angular displacement
കോണീയ ദൂരം,Angular distance
കോണീയ വിതരണം,Angular distribution
വികിരണത്തിന്റെ കോണീയ വിതരണം,Angular distribution of radiation
കോണീയ കൃത്യതയില്ലാത്തത്,Angular error
കോണീയ ആവൃത്തി,Angular frequency
കോണീയ അപൂർണത,Angular imperfection
കോണീയ പ്രേരണ,Angular impulse
കോണീയ മാഗ്നിഫിക്കേഷൻ,Angular magnification
കോണീയ ആക്കം,Angular momentum
കോണീയ പ്രവേഗം,Angular motion
കോണീയ ന്യൂട്രോൺ ഫ്ലക്സ്,Angular neutron flux
കോണീയ സ്ഥാനം,Angular position
കോണീയ റെസലൂഷൻ,Angular resolving power
കോണീയ ഇടവേള,Angular spacing
കോണീയ വേഗത,Angular speed
കോണീയ പ്രവേഗം,Angular velocity
പ്രൊട്രാക്ടർ വെർനിയർ,Angular vernier
"തർക്കമില്ലാത്ത, നോൺ-ഹർമാനിക്",Anharmonic
നോൺ-ട്രാൻസിറ്റീവ് കപ്ലിംഗ്,Anharmonic coupling
യാഥാസ്ഥിതികമല്ലാത്ത പ്രഭാവം,Anharmonic effect
നോൺ-ട്രാൻസിറ്റീവ് ഓസിലേറ്റർ,Anharmonic oscillator
ഇടിമിന്നൽ അനുപാതം,Anharmonic ratio
ആവർത്തിക്കാത്ത ത്വരിതപ്പെടുത്തുന്ന ശക്തി,Anharmonic restoring force
പരസ്പര വിരുദ്ധമല്ലാത്ത പോസ്റ്റ്,Anharmonic term
നോൺ-റെസിസ്റ്റൻസ് വൈബ്രേഷൻ,Anharmonic vibration
സുതാര്യമല്ലാത്ത തരംഗരൂപം,Anharmonic wave form
പൊരുത്തക്കേട്,Anharmonicity
പൊരുത്തപ്പെടാത്ത സ്ഥിരത,Anharmonicity constant
അക്രോമാറ്റിക് കാന്തികവൽക്കരണം,Anhysteresis
മന്ദത,Anhysteretic
അയോൺ,Anion
കടക്കാരൻ,Anionic
അസമമായ കണിക,Anisodimensional particle
ഐസോട്രോപിക്,Anisotropic
ഐസോട്രോപിക് ആഗിരണം ഇളവ്,Anisotropic absorption allowance
ഐസോട്രോപിക് ബാർ,Anisotropic beam
ഐസോട്രോപിക് ചാലകത,Anisotropic conductivity
ഏകദിശയിലുള്ള വൈദ്യുത മാധ്യമം,Anisotropic dielectric medium
ഐസോട്രോപിക് വൈദ്യുത ഗോളം,Anisotropic dielectric sphere
ഐസോട്രോപിക് ഡിഫ്യൂഷൻ,Anisotropic diffusion
ഐസോട്രോപിക് മെറ്റീരിയൽ,Anisotropic material
ഐസോട്രോപിക് മീഡിയം,Anisotropic medium
ഐസോട്രോപിക് മൊമെന്റം വിതരണം,Anisotropic momentum distribution
ഐസോട്രോപിക് ചൂട് തിരുത്തൽ,Anisotropic temperature correction
ഐസോട്രോപിക് താപ ഗുണകം,Anisotropic temperature factor
ഐസോട്രോപിക് താപ ചലനം,Anisotropic thermal motion
ഐസോട്രോപിക്,Anisotropical
ഐസോട്രോപിസം,Anisotropy
ഐസോട്രോപിസം സ്ഥിരം,Anisotropy constant
ഐസോട്രോപിസം ഊർജ്ജം,Anisotropy energy
ഐസോട്രോപിസം ഗുണകം,Anisotropy factor
അസാധാരണമായ ഉച്ചാരണം,Anisotropy fluctuation
കണ്ണുനീർ വിരുദ്ധ സംയുക്തം,Anit-drumming compounds
ഓരോ ലോകത്തിനും,Anit-world
ചലനാത്മകത,Ankylosis (=akchylosis)
ഇല്ലാതാക്കൽ,Annihilation
വിസർജ്ജന ഊർജ്ജം,Annihilation energy
കൂട്ട വംശനാശം,Annihilation of matter
വംശനാശം-ഫോട്ടോൺ,Annihilation photon
വംശനാശം വികിരണം,Annihilation radiation
ഇല്ലാതാക്കൽ രീതി,Annihilation technique
"ക്ഷമിക്കണം, ദേഷ്യപ്പെട്ടു",Annoyance
വാർഷിക വ്യതിയാനം,Annual aberration
വാർഷിക ചൂട് തരംഗം,Annual heat wave
വാർഷിക വ്യത്യാസം,Annual variation
വാർഷിക കാന്തിക സ്പെക്ട്രോഗ്രാഫർ,Annular magnetic spectrograph
ആഖ്യാതാവ്,Annunciator
ആനോഡ്,Anode
ആനോഡ്-ആക്റ്റീവ് പദാർത്ഥം,Anode active material
ആനോഡ് കോൺ,Anode angle=target angle
ആനോഡ് ബാറ്ററി,Anode battery
ആനോഡ് ടേൺ,Anode bend
ആനോഡ് ടേൺ തിരുത്തൽ,Anode bend rectification
ആനോഡ് പാലം,Anode bridge
ആനോഡ് തൊപ്പി,Anode cap
ആനോഡ് സവിശേഷതകൾ,Anode characteristic
ആനോഡ് സർക്യൂട്ട്,Anode circuit
ആനോഡ് ക്ലാമ്പ്,Anode clamp
അനോഡൈൻ കൺവെർട്ടർ,Anode converter
ആനോഡ് തണുപ്പിക്കാനുള്ള ശേഷി,Anode cooling capacity
ആനോഡ് നാശം,Anode corrosion
ആനോഡ് ഇരുണ്ട മേഖല,Anode dark space
ആനോഡ് താപ നഷ്ടം,Anode dissipation
ആനോഡ് സാധ്യത,Anode drop
ആനോഡ് പ്രഭാവം,Anode effect
ആനോഡ് കാര്യക്ഷമത,Anode efficiency
ആനോഡ് ചിറക്,Anode fin
പിന്നിലുള്ള ആനോഡ്,Anode follower
ആനോഡ് പ്രകാശം,Anode glow
ആനോഡ് ഹം,Anode hum
ആനോഡ് ഇൻപുട്ട് പവർ,Anode input power
ആനോഡ് കീയിംഗ്,Anode keying=plate keying
ആനോഡ് ലീഡ് വയർ,Anode leading wire
ആനോഡ് ലൈൻ,Anode line
ആനോഡ് മോഡുലേഷൻ,Anode modulation
ആനോഡ് സാധ്യതയുള്ള കൺവെർട്ടർ,Anode potentiometer
ആനോഡ് പ്രൊട്ടക്ടർ തൊപ്പി,Anode protecting cap (=anode shield)
ആനോഡ് ബീം,Anode ray
ആനോഡ് സൈഡ് ക്യാപ്,Anode side cap
ആനോഡ് ഗ്രേഡിയന്റ് ചാലകത,Anode slope conductance
ആനോഡൈസിംഗ് ബ്ലീച്ച്,Anode sputtering
ആനോഡ് തണ്ട്,Anode stem
ആനോഡ് സ്ട്രിപ്പ്,Anode strip
ആനോഡ് അടിസ്ഥാനം,Anode support
ആനോഡ് എക്‌സ്‌ഹോസ്റ്റ്,Anode tap
ആനോഡൈസേഷൻ,Anodize
പൊരുത്തമില്ലാത്ത,Anomalous
അസ്ഥിരമായ ആഗിരണം,Anomalous absorption
പൊരുത്തമില്ലാത്ത ഇലക്ട്രോൺ നിമിഷം,Anomalous delctron moment
പൊരുത്തമില്ലാത്ത വ്യാപനം,Anomalous diffusion
പൊരുത്തമില്ലാത്ത വ്യതിചലനം,Anomalous dispersion
പൊരുത്തമില്ലാത്ത ഇലാസ്തികത,Anomalous elasticity
പൊരുത്തമില്ലാത്ത താപ ശേഷി,Anomalous heat capacity
പൊരുത്തമില്ലാത്ത സംപ്രേഷണം,Anomalous propagation
പൊരുത്തമില്ലാത്ത റേഡിയോ ട്രാൻസ്മിഷൻ,Anomalous radio propagation
പൊരുത്തമില്ലാത്ത സ്കാറ്ററുകൾ,Anomalous scatterer
അനുയോജ്യമായ ചിതറിക്കൽ,Anomalous scattering
അസ്ഥിരമായ താപനില,Anomalous temperature
പൊരുത്തമില്ലാത്ത പദം,Anomalous term
പൊരുത്തമില്ലാത്ത പരിധി,Anomalous threshold
പൊരുത്തമില്ലാത്ത സംപ്രേഷണം,Anomalous transmission
പൊരുത്തമില്ലാത്ത സീമാൻ പ്രഭാവം,Anomalous Zeeman effect
"പൊരുത്തക്കേട്, കോണീയ",Anomaly
ഒപ്റ്റിക്കൽ സിസ്റ്റം,Anoptic system
annotron,Anotron
ടെസ്റ്റ് ഇംപ്രഷൻ,Answer print
ആന്റിന,Antenna
ആന്റിന അറേ,Antenna array
ആന്റിന അറ്റൻവേറ്റർ,Antenna attenuator
ആന്റിന ബൂസ്റ്റർ,Antenna booster
ആന്റിന മാറ്റ സ്വിച്ച്,Antenna change over switch
ആന്റിന സർക്യൂട്ട് ബ്രേക്കർ,Antenna circuit breaker
ആന്റിന കോയിൽ,Antenna coil
ആന്റിന ഡ്രൈവർ,Antenna conductor
ആന്റിന സ്ഥിരാങ്കം,Antenna constants
ആന്റിന കൺട്രോൾ ബോർഡ്,Antenna control board
ആന്റിന കപ്ലർ,Antenna coupler
ആന്റിന അപ്രസക്തമായ സിഗ്നൽ,Antenna cross talk
ആന്റിന എൻക്ലോഷർ,Antenna cross-section
ആന്റിന സ്ട്രീം,Antenna current
ആന്റിന ഡാംപിംഗ്,Antenna decrement
ആന്റിന വിപ്പ്,Antenna detector
ആന്റിന ഡ്രൈവർ,Antenna drive
ആന്റിന പ്രഭാവം,Antenna effect
ആന്റിന കാര്യക്ഷമത,Antenna efficiency
ആന്റിന അപ്ഗ്രേഡർ,Antenna elevation pawl
ആന്റിന ആവേശം,Antenna excitation
"ആന്റിന ഇൻപുട്ട്, ആന്റിന ഫീഡ്",Antenna feed
ആന്റിന ഇൻപുട്ട് ഇം‌പെഡൻസ്,Antenna feed impedance
ആന്റിന ഫീൽഡ് നേട്ടം,Antenna field gain
ആന്റിന നേട്ടം,Antenna gain
ആന്റിന-ഗ്രൗണ്ട് സ്വിച്ച്,Antenna grounding switch
ഭൂനിരപ്പിന് മുകളിൽ ആന്റിനയുടെ ശരാശരി ഉയരം,Antenna height above average terrain
ആന്റിന പ്രതിരോധം,Antenna impedance
ആന്റിന ഇൻഡക്‌ടൻസ്,Antenna inductance
ആന്റിന പ്രൊപ്പല്ലർ,Antenna lead
ആന്റിന ഇൻസുലേറ്റർ ഇൻസുലേറ്റർ,Antenna lead-in insulator
ആന്റിന ലെൻസ്,Antenna lens
ആന്റിന ലോഡ്,Antenna loading
ആന്റിന ലോഡ് കോയിൽ,Antenna loading coil
ആന്റിന നഷ്ടം,Antenna loss=aerial loss
ആന്റിന ഹോൾഡർ,Antenna mount
ആന്റിന ശബ്ദം,Antenna noise
ആന്റിന റേഡിയേഷൻ ഡയഗ്രം,Antenna pattern
ആന്റിന പവർ,Antenna power
ആന്റിന ശക്തി നേട്ടം,Antenna power gain
ആന്റിന വികിരണ പ്രതിരോധം,Antenna radiation resistance
ആന്റിന പ്രതികരണം,Antenna reactance
ആന്റിന പുള്ളി,Antenna reel
ആന്റിന റിലേ,Antenna relay
ആന്റിന പ്രതിരോധം,Antenna resistance
ആന്റിന അനുരണന ആവൃത്തി,Antenna resonant frequency
ആന്റിന ശ്രേണി കപ്പാസിറ്റർ,Antenna series capacitor
ആന്റിന മിനിയേച്ചറൈസേഷൻ കപ്പാസിറ്റർ,Antenna shortenning condenser
ഹിംഗഡ് ആന്റിന,Antenna strand
"ബീം ദിശ ക്രമീകരണം, ബീം സ്വിച്ചിംഗ്",Antenna switching
ആന്റിന കോളം,Antenna tower
ആന്റിന ട്രാൻസ്ഫോർമർ,Antenna transformer
ആന്റിന ട്യൂണർ കോയിൽ,Antenna tuning coil
ആന്റിന പെനാൽറ്റി,Antenna yard
ആംപ്ലിഫയർ ഉള്ള ആന്റിന,Antennafier
ട്രാൻസ്മിറ്റർ ആന്റിന,Antennamitter
പരിവർത്തനം ചെയ്യുന്ന ആന്റിന,Antennaverter
ഓരോ പണമടയ്ക്കൽ ബോക്സിലും,Anti TR boxes
സമത്വം പകർത്തുക,Anti-equi inclination
"ആന്റിലാംഡ കണിക, ആന്റിലാംഡ കണിക",Anti-lambda particle
വിരുദ്ധ ലെപ്റ്റോണുകൾ,Anti-lepton
പാരാലെക്സിക്,Anti-parallax
ഓരോ ഷോട്ടിലും പിഴവ്,Anti-schottky defect
സ്ഫോടന വിരുദ്ധ മൂല്യം,Anti-value
ആന്റിബീരിയൻ,Antibaryan
ആന്റി-ബോണ്ടിംഗ് പ്രോപ്പർട്ടികൾ,Antibinding property
കൌണ്ടർ ബോണ്ട്,Antibonding
കുറഞ്ഞ കപ്പാസിറ്റൻസ് സ്വിച്ച്,Anticapacitance switch
ആന്റികഥോഡ്,Anticathode
നോൺ-പിഗ്മെന്ററി സർക്യൂട്ട്,Anticlutter circuit
ഭയം സമയ നിയന്ത്രണം,Anticlutter gain control=sensitivity time control
വിരോധി,Anticoherer
എതിർ അനുപാതം,Anticoincidence
സമാന്തര സർക്യൂട്ട്,Anticoincidence circuit
കൌണ്ടർ കാൽക്കുലേറ്റർ,Anticoincidence counter
ഇംപാക്ട് അലേർട്ട് റഡാർ,Anticollision radar
ആന്റി അറ്റൻവേഷൻ ആന്റിന,Antifading antenna
റിവേഴ്സ് പവർ,Antiferroelectricity
antiferromagnet,Antiferromagnet
ഡയമാഗ്നറ്റിക്,Antiferromagnetic
വിപരീത കാന്തിക ഘട്ടം,Antiferromagnetic phase
ഡയമാഗ്നെറ്റിക് അവസ്ഥ,Antiferromagnetic state
ഡയമാഗ്നറ്റിക് ഘടന,Antiferromagnetic structure
ഡയമാഗ്നെറ്റിക് സംക്രമണം,Antiferromagnetic transition
ഡയമാഗ്നറ്റിക് മെറ്റീരിയൽ,Antiferromagnetics
"antiferromagnetism, antiferromagnetism",Antiferromagnetism
പ്രതികൂല ഘടകം,Antifoggant
ആന്റി ഗ്രാവിറ്റി,Antigravity
ഗ്യാരണ്ടി പൂശുന്നു,Antihalation backing
വേഗത കുറയ്ക്കൽ ഉപകരണം,Antihunt device
ഇംപെഡൻസ് റെസിസ്റ്റർ,Antijamming
ഡയമാഗ്നറ്റിക്,Antimagnetic
പ്രതിദ്രവ്യം,Antimatter
ആന്റിമൈക്രോഫോണിക്,Antimicrophonic
വിരുദ്ധ മിസൈൽ,Antimissile
"ആന്റിമോർഫ്, സ്വാഭാവികം",Antimorph
ആന്റി ന്യൂട്രിനോകൾ,Antineutrino
ആന്റിന്യൂട്രോൺ,Antineutron
സ്പന്ദിക്കുന്ന,Antinode
ശബ്ദരഹിതമായ മൈക്രോഫോൺ,Antinoise microphone
ആന്റി ന്യൂക്ലിയോൺ,Antinucleon
സമാന്തരമായി,Antiparallel
ആന്റിപാരലൽ സ്പിൻ,Antiparallel spin
ആന്റിപാർട്ടിക്കിൾ,Antiparticle
സെറ്റിൽമെന്റ് ഏരിയ,Antiphase region
വിപരീത വൈകല്യം,Antiplane strain
ആന്റി പ്ലഗ്ഗബിൾ റിലേ,Antiplugging relay
ഓരോ പോളാരിറ്റി കോയിലിനും,Antipolarising winding
ഓരോ പ്രോട്ടോണിനും,Antiproton
വിരുദ്ധ പ്രതിഫലനം,Antireflection
എതിർ അനുരണനം,Antiresonance
ആൻറിസോണന്റ്,Antiresonant
antiresonant സർക്യൂട്ട്,Antiresonant circuit
എതിർ ഉൽപാദന ശക്തി,Antiresultant force
മിസൈൽ വിരുദ്ധ സംവിധാനം,Antis
മയക്കുമരുന്ന് വിരുദ്ധ സർക്യൂട്ട്,Antisidetone circuit
ആന്റിസ്റ്റാറ്റിക് (ട്രാൻസിറ്റീവ്),Antistatic (agent)
സ്റ്റാറ്റിക് ആന്റിന,Antistatic antenna
ഘർഷണ വിരുദ്ധ ഓസിലേറ്റർ,Antistiction oscillator
ഓരോ ഘടനയും പൊരുത്തക്കേട്,Antistructure disorder
