Marathi,Bengali
संमिश्र सिग्नल,যৌগিক সংকেত
संमिश्र व्हिडिओ,যৌগিক ভিডিও
संमिश्र व्हिडिओ सिग्नल,যৌগিক ভিডিও সংকেত
रचना,গঠন
संकुचित डेटा,সংকুচিত ডেটা
संकुचित डिजिटलाइज्ड व्हिडिओ,সংকুচিত ডিজিটাইজড ভিডিও
संकुचित व्हिडिओ,সংকুচিত ভিডিও
कम्प्रेशन,সঙ্কোচন
कॉम्प्रेशन आर्टिफॅक्ट,সংক্ষেপণ শিল্পকর্ম
कॉम्प्रेशन धोका,সংকোচনের ঝুঁকি
कॉम्प्रेशन तंत्र,সংক্ষেপণ কৌশল
कंप्रेसर,সংক্ষেপক
गणना,গণনা
संगणक,কম্পিউটার
संगणक आधारित मल्टीमीडिया,কম্পিউটার ভিত্তিক মাল্টিমিডিয়া
संगणक प्रोग्रामिंग,কম্পিউটার প্রোগ্রামিং
संगणक तंत्रज्ञान,কম্পিউটার প্রযুক্তি
अवतल लेन्स,অবতল লেন্স
अवतल आरसा,অবতল আয়না
लपवून ठेवणे,গোপন
एकाग्र,কেন্দ্রীভূত
एकाग्रता,একাগ্রতা
कॉन्सेन्ट्रिक लेन्स,কেন্দ্রীভূত লেন্স
कंडेन्सर मायक्रोफोन,কনডেনসার মাইক্রোফোন
समतोल स्थिती,ভারসাম্য শর্ত
वाहक,চালনা
वाहक चालू,পরিবাহিতা বর্তমান
वाहकता,পরিবাহিতা
कंडक्टर,কন্ডাক্টর
कॉन्फिगरेशन,কনফিগারেশন
कनेक्शन,সংযোগ
कनेक्टिव्हिटी,সংযোগ
कनेक्टर,সংযোগকারী
सुसंगतता,ধারাবাহিকতা
सातत्याने,ধারাবাহিকভাবে
कन्सोल,কনসোল
स्थिर,ধ্রুবক
सतत मोठेपणा,ধ্রুবক প্রশস্ততা
मायक्रोफोनशी संपर्क साधा,মাইক্রোফোনের সাথে যোগাযোগ করুন
कंटेनर स्वरूप,ধারক ফর্ম্যাট
दूषित,দূষণ
सामग्री,বিষয়বস্তু
संमिश्र,সংলগ্ন
सातत्य,ধারাবাহিকতা
सातत्य बूथ,ধারাবাহিকতা বুথ
सातत्य नॉब,ধারাবাহিকতা গিঁট
सतत,একটানা
सतत कंस,অবিচ্ছিন্ন চাপ
सतत लाट,অবিচ্ছিন্ন তরঙ্গ
समोच्च ओळ,কনট্যুর লাইন
समोच्च योजना,কনট্যুর পরিকল্পনা
करार,চুক্তি
आकुंचन,সংকোচন
कॉन्ट्रास्ट गुणोत्तर,বৈপরীত্য অনুপাত
नियंत्रण सर्किट,নিয়ন্ত্রণ বর্তনী
इलेक्ट्रोड नियंत्रित करा,বৈদ্যুতিন নিয়ন্ত্রণ করুন
नियंत्रण उपकरणे,নিয়ন্ত্রণ সরঞ্জাম
नियंत्रण ग्रीड,গ্রিড নিয়ন্ত্রণ করুন
नियंत्रण ओळ,নিয়ন্ত্রণ লাইন
नियंत्रण पॅनेल,নিয়ন্ত্রণ প্যানেল
नियंत्रण कक्ष,নিয়ন্ত্রণ কক্ষ
नियंत्रण सारणी,নিয়ন্ত্রণ টেবিল
नियंत्रण टॉवर,নিয়ন্ত্রণ টাওয়ার
नियंत्रक,নিয়ামক
अभिसरण,রূপান্তর
कन्व्हर्जंट लेन्स,কনভারজেন্ট লেন্স
कन्व्हर्टर,রূপান্তরকারী
बहिर्गोल लेन्स,উত্তল লেন্স
कन्व्होल्यूशन,সমঝোতা
कन्व्होल्यूशन कोड,কনভোলিউশন কোডড
कॉन्व्होल्यूशनल इंटरलीव्ह,কনভোলিউশনাল ইন্টারলিভ
कॉन्व्होल्यूशनल इंटरलीव्हिंग,কনভোলিউশনাল ইন্টারলিভিং
कुकी,কুকি
कुकीयर,কুকিয়ার
कॉप्रोसेसर,Coprocessor
दोरखंड,কর্ড
कोरोना,করোনা
कोरोना डिस्चार्ज,করোনার স্রাব
परस्परसंबंध,পারস্পরিক সম্পর্ক
कोसाइन घटक,কোসাইন উপাদান
कोसाइन वेव्ह,কোসাইন ওয়েভ
वैश्विक आवाज,মহাজাগতিক শব্দ
काउंटर,কাউন্টার
घड्याळाच्या दिशेने काउंटर,ঘড়ির কাঁটার বিপরীতে
कपलर,কাপলার
जोड्या,কাপলিং
कपलिंग कंडेन्सर,কাপলিং কনডেনসার
कपलिंग नेटवर्क,কাপলিং নেটওয়ার্ক
कपलिंग प्रतिकार,কাপলিং প্রতিরোধের
सहसंयोजक बंध,সমযোজী বন্ধন
कव्हरेज,কভারেজ
आपटी,ক্র্যাশ
गंभीर बँड,সমালোচনামূলক ব্যান্ড
चिंताजनक स्थिती,গুরুতর অবস্থায়
गंभीर जोड्या,সমালোচনামূলক কাপলিং
गंभीर वारंवारता,সমালোচনামূলক ফ্রিকোয়েন্সি
गंभीर मापदंड,সমালোচনামূলক প্যারামিটার
मगर क्लिप,কুমির ক্লিপ
क्रॉस फिकट,ক্রস বিবর্ণ
क्रॉस मॉड्यूलेशन,ক্রস মড্যুলেশন
क्रॉस टॉक,ক্রস টক
क्रॉसफेड,ক্রসফ্যাড
क्रिप्टोग्राफी,ক্রিপ্টোগ্রাফি
क्रिस्टल,স্ফটিক
क्रिस्टल फिल्टर,স্ফটিক ফিল্টার
क्यू,কিউ
क्यू मार्क्स,কিউ চিহ্ন
क्यूइंग डिव्हाइस,কিউইং ডিভাইস
चालू नाले,বর্তমান ড্রেন
चालू मीटर,বর্তমান মিটার
वर्तमान ट्रान्सफॉर्मर,বর্তমান ট্রান্সফরমার
कर्सर,কার্সার
वक्र,বক্ররেখা
वारंवारता कट करा,ফ্রিকোয়েন্সি কেটে ফেলুন
कटर,কাটার
सायबर कॅफे,সাইবার ক্যাফে
सायबर सुरक्षा,সাইবার নিরাপত্তা
सायबर स्पेस,সাইবার স্পেস
चक्र,সাইকেল
चक्रीय,চক্রীয়
डी.सी. घटक,ডিসি উপাদান
डी.सी. प्लेट पॉवर,ডিসি প্লেট পাওয়ার
डी.सी. जीर्णोद्धार,ডিসি পুন: প্রতিষ্ঠা
डॅम्पर डायोड,ড্যাম্পার ডায়োড
ओलसर,স্যাঁতসেঁতে
गडद,অন্ধকার
डेटा,ডেটা
डेटा प्रसारण,ডেটা সম্প্রচার
डेटा कॉम्प्रेशन,তথ্য সংকোচন
डेटा ड्रिलिंग,ডেটা ড্রিলিং
डेटा कूटबद्धीकरण,তথ্য এনক্রিপশন
डेटा फाइल,আমার স্নাতকের
डेटा हाताळणी,ডেটা হ্যান্ডলিং
डेटा खाण,ডেটা মাইনিং
डेटा प्रक्रिया,তথ্য প্রক্রিয়াজাতকরণ
डेटा प्रोसेसर,ডাটা প্রসেসর
डेटा कमी बिट सिस्टम,ডেটা হ্রাস বিট সিস্টেম
डेटा सेवा,তথ্য সেবা
माहिती पत्रक,তথ্য তালিকা
डेटा संचयन,তথ্য ভান্ডার
डेटा प्रवाह,তথ্য প্রবাহ
डेटा परिवर्तन,ডেটা রূপান্তর
डेटा ट्रान्समिशन,ডেটা ট্রান্সমিশন
डेटाबेस,তথ্যশালা
डेटाकास्टिंग,ডেটাকাস্টিং
डेटाग्राम,ডেটাগ্রাম
डीबी मीटर,ডিবি মিটার
मृत हवा,মৃত বায়ু
मृत शॉर्ट सर्किट,মৃত শর্ট সার্কিট
मृत जागा,ডেড স্পট
डेडलॉक,অচলাবস্থা
डीबग प्रोग्राम,ডিবাগ প্রোগ্রাম
डीबगिंग,ডিবাগিং
आवाजाचा क्षय,শব্দ ক্ষয়
डेसिबल (डीबी),ডেসিবেল (ডিবি)
दशांश,দশমিক
दशांश कोड,দশমিক কোড
दशांश अंक,দশমিক অঙ্ক
उलगडा,ডেসিফারিং
डीकोडर,ডিকোডার
डीकोडिंग,ডিকোডিং
डिजिटल ट्रान्समिशनमध्ये डीकोडिंग,ডিজিটাল সংক্রমণে ডিকোডিং
विघटन,ডিকম্প্রেশন
डीकोपलिंग,ডিকোপলিং
डिकॉपलिंग सर्किट,ডিকোপলিং সার্কিট
डिकॉपलिंग नेटवर्क,ডিকোপলিং নেটওয়ার্ক
डिक्रिप्शन,ডিক্রিপশন
समर्पित ओळ,ডেডিকেটেড লাইন
डी-एम्बेडिंग,ডি-এমবেডিং
डी-जोर,ডি-জোর
डीफॉल्ट,ডিফল্ট
गुणवत्तेत दोष,গুণমান ত্রুটি
सदोष,ত্রুটিযুক্ত
सदोष युनिट,ত্রুটিযুক্ত ইউনিট
व्याख्या,সংজ্ঞা
विक्षेप,ডিফ্লেশন
विकृती,বিকৃতি
डीफ्रॅगमेंटेशन,ডিফ্র্যাগমেন্টেশন
डी-गॉसिंग कॉइल,ডি-গাউসিং কয়েল
पदवी,ডিগ্রি
डी-इंटरलीव्हर,ডি-ইন্টারলিভার
विलंब ओळ,বিলম্ব লাইন
विलंब वेळ,বিলম্ব সময়
विलंब फ्रेम मेमरी,বিলম্বিত ফ্রেম মেমরি
विलंब स्कॅनिंग,বিলম্বিত স্ক্যানিং
विलंब सिंक्रोनाइझेशन सिग्नल,বিলম্বিত সিঙ্ক্রোনাইজেশন সংকেত
वितरण,বিতরণ
वितरण प्रणाली,বিতরণ ব্যবস্থাপনা
डिमोड्युलेशन,ডিমোডুলেশন
डेमोड्युलेटर कार्ड,ডেমোডুলেটর কার্ড
डेमल्टिप्लेक्सर,ডেমাল্টিপ্লেক্সার
फील्डची खोली,মাঠের গভীরতা
उतरत्या,অবতরণ
डिझाइन तपशील,নকশার সবিস্তার বিবরণী
डेस्कटॉप,ডেস্কটপ
डिटेक्टर आउटपुट,ডিটেক্টর আউটপুট
विचलन,বিচ্যুতি
साधन,যন্ত্র
डिव्हाइस ड्राइव्हर,ডিভাইস ড্রাইভার
डायग्नोस्टिक्स,কারণ নির্ণয়
आकृती,চিত্র
संवाद ट्रॅक,ডায়ালগ ট্র্যাক
व्यासाचा मोड,ব্যাস মোড
डायमंड स्टाईलस,ডায়মন্ড স্টাইলাস
डायाफ्राम,ডায়াফ্রাম
डायाफ्रामॅटिक शोषक,ডায়াফ্রাম্যাটিক শোষণকারী
डायकोटिक ऐकणे,ডাইচোটিক শ্রবণ
डायलेक्ट्रिक,ডাইলেট্রিক
डायलेक्ट्रिक ब्रेक- डाउन,ডাইলেট্রিক ব্রেক- ডাউন
डायलेक्ट्रिक तोटा,ডাইলেট্রিক ক্ষতি
फरक वारंवारता,পার্থক্য ফ্রিকোয়েন্সি
फरक वारंवारता विकृती (डीएफडी),পার্থক্য ফ্রিকোয়েন্সি বিকৃতি (ডিএফডি)
फरक टोन,পার্থক্য টোন
विभेदक एम्पलीफायर,ডিফারেনশিয়াল এম্প্লিফায়ার
विवर्तन,বিচ্ছুরণ
डिफ्यूझर,ডিফিউজার
अंक,অঙ্ক
डिजिटल,ডিজিটাল
डिजिटल कलाकृती,ডিজিটাল আর্টিফ্যাক্ট
डिजिटल ऑडिओ,ডিজিটাল অডিও
डिजिटल ऑडिओ फिल्टर,ডিজিটাল অডিও ফিল্টার
डिजिटल ऑडिओ वर्क स्टेशन,ডিজিটাল অডিও ওয়ার্ক স্টেশন
डिजिटल कॅमेरा,ডিজিটাল ক্যামেরা
डिजिटल संगणक,ডিজিটাল কম্পিউটার
डिजिटल डेटा,ডিজিটাল ডেটা
डिजिटल संपादन,ডিজিটাল সম্পাদনা
डिजिटल एक्झिटर,ডিজিটাল এক্সাইটার
डिजिटल फिल्टर,ডিজিটাল ফিল্টার
डिजिटल फ्रेम सिंक्रोनाइझर,ডিজিটাল ফ্রেম সিঙ্ক্রোনাইজার
डिजिटल वारसा,ডিজিটাল heritage তিহ্য
डिजिटल प्रतिमा,ডিজিটাল চিত্র
डिजिटल लायब्ररी,ডিজিটাল লাইব্রেরি
डिजिटल मीटर,ডিজিটাল মিটার
डिजिटल मॉड्यूलेशन,ডিজিটাল মড্যুলেশন
डिजिटल मल्टिप्लेक्स,ডিজিটাল মাল্টিপ্লেক্স
डिजिटल नेटवर्क,ডিজিটাল নেটওয়ার্ক
डिजिटल आउटपुट,ডিজিটাল ফলাফল
डिजिटल प्लेबॅक,ডিজিটাল প্লেব্যাক
डिजिटल रेडिओ मोंडिएल (डीआरएम),ডিজিটাল রেডিও মন্ডিয়াল (ডিআরএম)
डिजिटल रेकॉर्डिंग,ডিজিটাল রেকর্ডিং
डिजिटल क्रांती,ডিজিটাল বিপ্লব
डिजिटल सिग्नल,ডিজিটাল সিগন্যাল
डिजिटल सिग्नल प्रक्रिया (डीएसपी),ডিজিটাল সিগন্যাল প্রসেসিং (ডিএসপি)
डिजिटल स्वाक्षरी,ডিজিটাল স্বাক্ষর
डिजिटल तंत्रज्ञान,ডিজিটাল প্রযুক্তি
डिजिटल टू एनालॉग कन्व्हर्टर,অ্যানালগ রূপান্তরকারী ডিজিটাল
डिजिटल व्हिडिओ,ডিজিটাল ভিডিও
डिजिटल व्होल्टमीटर,ডিজিটাল ভোল্টমিটার
डिजिटलायझेशन,ডিজিটালাইজেশন
डिजिटलायझेशन,ডিজিটাইজেশন
डिजिटलाइज्ड व्हिडिओ,ডিজিটাইজড ভিডিও
डिजिटायझर,ডিজিটাইজার
अंधुक,ম্লান
परिमाण,মাত্রা
डिमर,ডিমার
डायोड,ডায়োড
बुडविणे,ডুব
डिप्लेक्सर,ডিপ্লেক্সার
द्विध्रुवीय अँटेना,ডিপোল অ্যান্টেনা
थेट प्रसारण,সরাসরি সম্প্রচার
थेट करंट (डी सी),সরাসরি কারেন্ট (ডি সি)
डायरेक्ट पिक अप,সরাসরি বাছাই
थेट वाचन साधन,সরাসরি পড়ার যন্ত্র
थेट रेकॉर्डिंग,সরাসরি রেকর্ডিং
दिशात्मक ten न्टीना,দিকনির্দেশক অ্যান্টেনা
दिशात्मक कपलर,দিকনির্দেশক কাপলার
दिशात्मक मायक्रोफोन,দিকনির্দেশক মাইক্রোফোন
निर्देश,নির্দেশিকা
निर्देशिका,ডিরেক্টরি
अक्षम करा,অক্ষম করুন
डिस्क अँटेना,ডিস্ক অ্যান্টেনা
डिस्क आधारित स्टोरेज,ডিস্ক ভিত্তিক স্টোরেজ
वेगळा,বিচ্ছিন্ন
डिस्क,ডিস্ক
डिस्क ड्राइव्ह,তথ্য ধারণ করে যে চাকতি
डिस्क कोटा,ডিস্ক কোটা
डिस्केट,ডিস্কেট
विस्थापन,স্থানচ্যুতি
फैलाव,বিচ্ছুরণ
विस्थापन,উত্পাটন
प्रदर्शन,প্রদর্শন
प्रदर्शन युनिट (कन्सोल),প্রদর্শন ইউনিট (কনসোল)
अपव्यय,অপচয়
असंतोष,বিচ্ছিন্নতা
डिस्टिल्ड वॉटर,বিশুদ্ধ পানি
विकृती,বিকৃতি
वितरण,বিতরণ
वितरण एम्पलीफायर,বিতরণ পরিবর্ধক
विभागणी,বিভাগ
विभाजक,বিভাজক
दस्तऐवज,নথি
डॉल्बी डिजिटल,Dolby ডিজিটাল
डोमेन,ডোমেইন
डोमेन नियंत्रक,ডোমেন নিয়ন্ত্রক
डॉपलर प्रभाव,ডপলার এফেক্ট
डबल पोल (द्विध्रुवीय),ডাবল মেরু (ডিপোল)
डबल पोल सिंगल थ्रो स्विच,ডাবল মেরু একক থ্রো সুইচ
डबल साइड डिस्क,ডাবল পার্শ্বযুক্ত ডিস্ক
दुहेरी,ডাবল্ট
खाली येणारी लाट,ডাউন ওয়েভ ডাউন
खाली प्रवाह,ডাউন স্ট্রিম
डाउनलिंक,ডাউনলিংক
डाउनलोड करा,ডাউনলোড
डाउनलोड करीत आहे,ডাউনলোড করা
रेखांकन,অঙ্কন
ड्रिलिंग बिट,ড্রিলিং বিট
ड्रिलिंग मशीन,ড্রিলিং মেশিন
चालवा,ড্রাইভ
ड्रम,ড্রাম
कोरडे बल्ब तापमान,শুকনো বাল্ব তাপমাত্রা
कोरडे सेल,শুকনো সেল
कोरडे सोल्डर,শুকনো সোল্ডার
ड्युअल चॅनेल मोड,দ্বৈত চ্যানেল মোড
डबिंग,ডাবিং
डड,ডুড
डंप,ডাম্প
दुहेरी,দ্বৈত
कालावधी,সময়কাল
धूळ,ধুলো
धूळ बग,ডাস্ট বাগ
धूळ पुरावा,ধুলা প্রমাণ
डस्टर,ডাস্টার
डायनॅमिक,গতিশীল
डायनॅमिक बिट वाटप,গতিশীল বিট বরাদ্দ
डायनॅमिक इंटरमोडुलेशन विकृती (डीआयएम),গতিশীল ইন্টারমোডুলেশন বিকৃতি (ডিম)
डायनॅमिक क्वांटिझेशन,গতিশীল পরিমাণ
डायनॅमिक श्रेणी,গতিশীল পরিসীমা
डायनॅमिक श्रेणी नियंत्रण,গতিশীল পরিসীমা নিয়ন্ত্রণ
डायनामो,ডায়নামো
कान फोन,কানের ফোন
पृथ्वी,পৃথিবী
पृथ्वी बल्ज,পৃথিবী বাল্জ
पृथ्वी प्रतिकार,পৃথিবী প্রতিরোধ
पृथ्वी रॉड,আর্থ রড
पृथ्वी उपग्रह,আর্থ স্যাটেলাইট
पृथ्वी स्टेशन,আর্থ স্টেশন
पृथ्वी टर्मिनल,আর্থ টার্মিনাল
अर्थिंग,আর্থিং
प्रतिध्वनी,প্রতিধ্বনি
इको चेंबर,প্রতিধ্বনির কামরা
एडी करंट,এডি কারেন্ট
एडी चालू तोटा,এডি বর্তমান ক্ষতি
एजवाइज मीटर,এজওয়াইজ মিটার
संपादन,সম্পাদনা
प्रभावी अँटेना उंची,কার্যকর অ্যান্টেনা উচ্চতা
प्रभावी अँटेना लांबी,কার্যকর অ্যান্টেনার দৈর্ঘ্য
प्रभावी व्होल्टेज,কার্যকর ভোল্টেজ
कार्यक्षमता,দক্ষতা
लवचिकता,স্থিতিস্থাপকতা
इलेक्ट्रिक डिस्चार्ज,বৈদ্যুতিক স্রাব
विद्युत क्षेत्र,বৈদ্যুতিক ক্ষেত্র
इलेक्ट्रिक फ्लॅश,বৈদ্যুতিন ফ্ল্যাশ
विद्युत उष्मक,বৈদ্যুতিক চুলা
इलेक्ट्रिक मीटर,বৈদ্যুতিক মিটার
विद्युत मोटर,বৈদ্যুতিক মটর
विजेचा धक्का,বৈদ্যুতিক শক
इलेक्ट्रिक स्पार्क,বৈদ্যুতিক স্পার্ক
विद्युत उपकरण,বৈদ্যুতিক সরঞ্জাম
विद्युत आवाज,বৈদ্যুতিক শব্দ
विद्युत वादळ,বৈদ্যুতিক ঝড়
इलेक्ट्रिकली ऑपरेट केलेले संगीत वाद्य,বৈদ্যুতিকভাবে পরিচালিত বাদ্যযন্ত্র
वीज,বিদ্যুৎ
वीजपुरवठा,বিদ্যুৎ সরবরাহ
इलेक्ट्रोडायनामिक,ইলেক্ট্রোডাইনামিক
इलेक्ट्रोलाइटिक कॅपेसिटर,তড়িৎ - ধারক
इलेक्ट्रोमॅग्नेटिक,বৈদ্যুতিন চৌম্বক
इलेक्ट्रोमॅग्नेटिक त्रास,বৈদ্যুতিন চৌম্বকীয় ব্যাঘাত
इलेक्ट्रोमॅग्नेटिक इंटरफेरेन्स,বৈদ্যুতিন চৌম্বকীয় হস্তক্ষেপ
इलेक्ट्रोमॅग्नेटिक स्पेक्ट्रम,ইলেক্ট্রোম্যাগনেটিক বর্ণালী
इलेक्ट्रोमॅग्नेटिक वेव्ह,ইলেক্ট্রোম্যাগনেটিক তরঙ্গ
इलेक्ट्रोमॅग्नेटिक वेव्ह प्रसार,বৈদ্যুতিন চৌম্বকীয় তরঙ্গ প্রচার
इलेक्ट्रॉन एकाधिक फोटोट्यूब,ইলেক্ট্রন একাধিক ফটোোট ्यूब
इलेक्ट्रॉनिक कॅल्क्युलेटर,বৈদ্যূতিক গণকযন্ত্র
इलेक्ट्रॉनिक डेटा प्रक्रिया (ईडीपी),বৈদ্যুতিন ডেটা প্রসেসিং (ইডিপি)
इलेक्ट्रॉनिक मेल (ई-मेल),বৈদ্যুতিন মেল (ই-মেইল)
इलेक्ट्रॉनिक स्विचिंग सिस्टम,বৈদ্যুতিন স্যুইচিং সিস্টেম
इलेक्ट्रॉनिक्स,ইলেকট্রনিক্স
इलेक्ट्रोप्लेटिंग,ইলেক্ট্রোপ্লেটিং
इलेक्ट्रोस्टेटिक,ইলেক্ট্রোস্ট্যাটিক
उत्थान,উচ্চতা
एम्बेड केलेले,এম্বেড
एम्बेड केलेले ऑडिओ,এম্বেডড অডিও
एम्बेडेड प्रणाली,এম্বেডেড সিস্টেম
प्रतीक,প্রতীক
उदयोन्मुख ट्रेंड,উঠতি প্রবণতা
उत्सर्जन,নিঃসরণ
एमिटर,ইমিটার
एमिटर अनुयायी,ইমিটার অনুসরণকারী
एमिटर टर्मिनल,ইমিটার টার্মিনাল
एमिटर-बेस-जंक्शन,ইমিটার-বেস-জংশন
सक्षम करा,সক্ষম করুন
Enamelled वायर,Enamelled তার
एन्किफर,এনসিফার
संलग्न,ঘের
एन्कोड,এনকোড
एन्कोडर,এনকোডার
एन्कोडिंग,এনকোডিং
कूटबद्धीकरण,জোড়া লাগানো
शेवटचा चिन्ह,শেষ চিহ্ন
अंतिम वापरकर्ता,শেষ ব্যবহারকারী
ऊर्जा,শক্তি
उर्जा विखुरलेले,শক্তি ছত্রভঙ্গ
उर्जा वितरण,শক্তি বিতরণ
अंमलबजावणी,প্রয়োগ
इंजिन,ইঞ্জিন
अभियंता,প্রকৌশলী
अभियांत्रिकी,প্রকৌশল
अभियांत्रिकी स्टोअर,ইঞ্জিনিয়ারিং স্টোর
खोदकाम,খোদাই করা
वाढविण्यासाठी,উন্নত
एकत्रित,এনসেম্বল
की प्रविष्ट करा,কী প্রবেশ করান
एंटरप्राइझ आर्किटेक्चर,এন্টারপ্রাইজ আর্কিটেকচার
एन्थॅल्पी,এনথালপি
एन्ट्रोपी,এনট্রপি
एन्ट्रोपी कोडिंग,এনট্রপি কোডিং
एन्ट्रोपी रिडंडंसी,এনট্রপি অপ্রয়োজনীয়তা
समतुल्य,সমান
समानता,সমতা
इक्वेलायझर,সমতুল্য
उपकरणे,সরঞ্জাম
उपकरणे कव्हर,সরঞ্জাম কভার
समतुल्य,সমতুল্য
मिटवा,মুছুন
डोके मिटवा,মাথা মুছুন
इरोशन,ক্ষয়
अनियमित,অনিশ্চিত
त्रुटी,ত্রুটি
त्रुटी नियंत्रण कोडिंग,ত্রুটি নিয়ন্ত্রণ কোডিং
त्रुटी सुधारणे,ত্রুটি সংশোধন
त्रुटी शोध,ত্রুটি সনাক্তকরণ
त्रुटी हाताळणी,শিল্প খাত
त्रुटी संभाव्यता,ত্রুটি সম্ভাবনা
इथरनेट,ইথারনেট
इथरनेट केबल,ইথারনেট তারের
युजेनिक्स,ইউজেনিক্স
खाली करा,খালি করা
एक्सचेंज,বিনিময়
एक्झिटर,উত্তেজনাপূর্ণ
अंमलबजावणी,এক্সিকিউট
अंमलबजावणीची वेळ,সঞ্চালনের সময়
दमट,নিষ্কাশন
बाहेर पडा,প্রস্থান
विस्तारित,প্রসারিত
विस्तार वाल्व,সম্প্রসারণ ভালভ
प्रयोग,পরীক্ষা
तज्ञ प्रणाली,দক্ষ পদ্ধতি
अन्वेषण,অন্বেষণ
एक्सप्लोरर,অনুসন্ধানকারী
एक्सपो (प्रदर्शन),এক্সপো (প্রদর্শনী)
वीजपुरवठा वाढवणे,বিদ্যুৎ সরবরাহের বর্ধন
बाह्य नियंत्रण,বাহ্যিক নিয়ন্ত্রণ
बाह्य मेमरी,বাহ্যিক স্মৃতি
बाह्य संचय,বাহ্যিক সংগ্রহস্থল
बाह्य धागा,বাহ্যিক থ্রেড
काढा,নির্যাস
बाह्य,এক্সট্রানেট
बनावट,বানোয়াট
पैलू,দিক
फॅसिमिले,ফ্যাসিমাইল
घटक,ফ্যাক্টর
फिकट,বিবর্ণ
ठळक होत जाणे,বিবর্ণ
फिकट बाहेर,বিবর্ণ
फॅडर,ফাদার
लुप्त होत आहे,বিবর্ণ
फिकट झोन,বিবর্ণ অঞ্চল
फॅन्टॉम (= फॅंटम),ফ্যান্টম (= ফ্যান্টম)
फास्ट फुरियर ट्रान्सफॉर्म (एफएफटी) अल्गोरिदम,ফাস্ট ফুরিয়ার ট্রান্সফর্ম (এফএফটি) অ্যালগরিদম
गंभीर त्रुटी,মারাত্মক ত্রুটি
दोष,দোষ
वैशिष्ट्य,বৈশিষ্ট্য
अन्न देणे,ফিড
अभिप्राय,প্রতিক্রিয়া
अभिप्राय एम्पलीफायर,প্রতিক্রিয়া পরিবর্ধক
अभिप्राय सर्किट,প্রতিক্রিয়া সার্কিট
अभिप्राय व्होल्टेज,প্রতিক্রিয়া ভোল্টেজ
फीडर,ফিডার
फीडर केबल,ফিডার কেবল
फीडर झोपडी,ফিডার হাট
फीडर लाइन,ফিডার লাইন
फीडर सिस्टम,ফিডার সিস্টেম
फीडर वायर,ফিডার তার
फायबर,ফাইবার
फायबर ऑप्टिक्स,ফাইবার অপটিক
निष्ठा,বিশ্বস্ততা
निष्ठा श्रेणी विस्तार,বিশ্বস্ততা পরিসীমা এক্সটেনশন
फील्ड,ক্ষেত্র
फील्ड ड्राइव्ह,ফিল্ড ড্রাইভ
फील्ड इफेक्ट ट्रान्झिस्टर,ফিল্ড এফেক্ট ট্রানজিস্টর
फील्ड सामर्थ्य,ক্ষেত্রের শক্তি
फील्ड सामर्थ्य मीटर,ক্ষেত্র শক্তি মিটার
फील्ड सामर्थ्य सर्वेक्षण,ক্ষেত্র শক্তি জরিপ
आकृती,চিত্র
गुणवत्तेची आकृती,মেধার চিত্র
फिलामेंट,ফিলামেন্ট
फाईल,ফাইল
फाइल सर्व्हर,ফাইল সার্ভার
फाईल सिस्टम,নথি ব্যবস্থা
फिलर,ফিলার
फिल्म रेकॉर्डर,ফিল্ম রেকর্ডার
चित्रपटाचा वेग,ফিল্মের গতি
फिल्टर,ছাঁকনি
फिल्टर चोक,ফিল্টার চোক
फिल्टर सर्किट,ফিল্টার সার্কিট
फिल्टरिंग,ফিল্টারিং
ललित ट्यूनिंग नियंत्रण,ফাইন টিউনিং নিয়ন্ত্রণ
मर्यादित फील्ड,সীমাবদ্ধ ক্ষেত্র
अग्नीची भिंत,আগুনের প্রাচীর
फायरफॉक्स,ফায়ারফক্স
फायरिंग कोन,ফায়ারিং কোণ
फर्मवेअर,ফার্মওয়্যার
फिटिंग्ज,ফিটিংস
निश्चित बिंदू चार्ट,স্থির পয়েন্ট চার্ট
निश्चित बिंदू आयटम,স্থির পয়েন্ট আইটেম
फ्लॅश,ফ্ল্যাশ
फ्लॅट,সমান
फ्लिकर,ঝাঁকুনি
फ्लिप फ्लॉप,ফ্লিপ ফ্লপ
फ्लोट वाल्व्ह,ভাসমান ভালভ
तरंगत,ভাসমান
फ्लोटिंग बॅटरी,ভাসমান ব্যাটারি
फ्लोटिंग पॉईंट,ভাসমান পয়েন্ট
फ्लोटिंग पोर्ट,ভাসমান বন্দর
पूर प्रकाश,বন্যার আলো
पूर प्रकाश,বন্যার আলো
मजला,মেঝে
फ्लॉपी,ফ্লপি
प्रवाह चार्ट,প্রবাহ চার্ট
चढ - उतार,ওঠানামা
द्रवपदार्थ,তরল
फ्लोरोसेंट दिवा,প্রতিপ্রভ বাতি
फ्लोरोसेंट ट्यूब,প্রতিপ্রভ টিউব
फडफड,ঝাপটায়
प्रवाह,ফ্লাক্স
फ्लक्स लिंकेज,ফ্লাক্স লিঙ্কেজ
एफएम नेटवर्क,এফএম নেটওয়ার্ক
एफएम टॉवर,এফএম টাওয়ার
फोकस,ফোকাস
फोकस नियंत्रण,ফোকাস নিয়ন্ত্রণ
फोकसिंग,ফোকাসিং
फोकसिंग मॅग्नेट,ফোকাসিং চৌম্বক
धुके,কুয়াশা
फॉइल,ফয়েল
परत फोल्ड करा,ভাজ করা
दुमडलेला द्विध्रुवीय,ভাঁজ ডিপোল
फोल्डर,ফোল্ডার
