Hindi,Punjabi
वैद्युत संदीप्तिशील प्रदर्श,ਇਲੈਕਟ੍ਰੋਲੂਮਿਨਸੈਂਟ ਡਿਸਪਲੇਅ
विद्युत-अपघटन,galvanic ਅਲੱਗ-ਥਲੱਗ
विद्युत अपघट्य,ਇਲੈਕਟ੍ਰੋਲਾਈਟ
विद्युत् अपघटनी संधारित्र,ਇਲੈਕਟ੍ਰੋਲਾਈਟਿਕ ਕੈਪੇਸੀਟਰ
विद्युत-अपघटनी संधारित्र,ਇਲੈਕਟ੍ਰੋਲਾਈਟਿਕ ਕੈਪੇਸੀਟਰ
विद्युत चुंबक,ਇਲੈਕਟ੍ਰੋਮੈਗਨੇਟ
विद्युत चुंबकीय ऊर्जा,ਇਲੈਕਟ੍ਰੋਮੈਗਨੈਟਿਕ ਊਰਜਾ
विद्युत चुंबकीय प्रेरण,ਇਲੈਕਟ੍ਰੋਮੈਗਨੈਟਿਕ ਇੰਡਕਸ਼ਨ
"विद्युत चुंबकीय व्यतिकरण, ई.एम.आई.","ਇਲੈਕਟ੍ਰੋਮੈਗਨੈਟਿਕ ਦਖਲ, EMI"
विद्युत चुंबकीय स्पेक्ट्रम,ਇਲੈਕਟ੍ਰੋਮੈਗਨੈਟਿਕ ਸਪੈਕਟ੍ਰਮ
विद्युत चुंबकीय तरंग,ਇਲੈਕਟ੍ਰੋਮੈਗਨੈਟਿਕ ਵੇਵ
विद्युत-चुंबकत्व,ਇਲੈਕਟ੍ਰੋਮੈਗਨੇਟਿਜ਼ਮ
विद्युत यांत्रिक फिल्टर,ਇਲੈਕਟ੍ਰੋ ਮਕੈਨੀਕਲ ਫਿਲਟਰ
विद्युतमापी,ਇਲੈਕਟ੍ਰੋਮੀਟਰ
विद्युत वाहक बल,ਇਲੈਕਟ੍ਰੋਮੋਟਿਵ ਫੋਰਸ
इलेक्ट्रॉन,ਇਲੈਕਟ੍ਰੋਨ
इलेक्ट्रॉन किरणपुंज,ਇਲੈਕਟ੍ਰੋਨ ਬੀਮ
इलेक्ट्रॉन आवेश,ਇਲੈਕਟ੍ਰੋਨ ਚਾਰਜ
इलेक्ट्रॉन उत्सर्जन,ਇਲੈਕਟ੍ਰੋਨ ਨਿਕਾਸੀ
इलेक्ट्रॉन प्रवाह,ਇਲੈਕਟ੍ਰੋਨ ਵਹਾਅ
इलेक्ट्रॉन गैस,ਇਲੈਕਟ੍ਰੋਨ ਗੈਸ
इलेकट्रॉन युक्ति,ਇਲੈਕਟ੍ਰੋਨ ਜੰਤਰ
इलेक्ट्रॉन होल युगम,ਇਲੈਕਟ੍ਰੋਨ ਮੋਰੀ ਜੋੜਾ
इलेक्ट्रॉन सूक्षमदर्शी,ਇਲੈਕਟ੍ਰੋਨ ਮਾਈਕ੍ਰੋਸਕੋਪ
इलेक्ट्रॉन कक्ष,ਇਲੈਕਟ੍ਰੋਨ ਔਰਬਿਟ
इलेक्ट्रॉन कोश,ਇਲੈਕਟ੍ਰੋਨ ਸ਼ੈੱਲ
इलेक्ट्रॉन वोल्ट,ਇਲੈਕਟ੍ਰੋਨ ਵੋਲਟ
इलेक्ट्रॉन तरंग नलिका,ਇਲੈਕਟ੍ਰੋਨ ਵੇਵ ਟਿਊਬ
इलेक्ट्रॉनिक आवेश,ਇਲੈਕਟ੍ਰਾਨਿਕ ਚਾਰਜ
इलेक्ट्रॉनिक डाटा प्रतिबल,ਇਲੈਕਟ੍ਰਾਨਿਕ ਡਾਟਾ ਤਣਾਅ
इलेक्ट्रॉनिक डाटा संसाधन,ਇਲੈਕਟ੍ਰਾਨਿਕ ਡਾਟਾ ਪ੍ਰੋਸੈਸਿੰਗ
इलेक्ट्रॉनिक कुंजी,ਇਲੈਕਟ੍ਰਾਨਿਕ ਕੁੰਜੀ
इलेक्ट्रॉनिक मेल (ई-मेल),ਇਲੈਕਟ੍ਰਾਨਿਕ ਮੇਲ (ਈ-ਮੇਲ)
इलेक्ट्रॉनिक द्रव्यमान,ਇਲੈਕਟ੍ਰਾਨਿਕ ਪੁੰਜ
इलेक्ट्रॉनिक संख्यात्मक,ਇਲੈਕਟ੍ਰਾਨਿਕ ਸੰਖਿਆਤਮਕ
इलेक्ट्रॉनिक स्विचन,ਇਲੈਕਟ੍ਰਾਨਿਕ ਸਵਿਚਿੰਗ
इलेक्ट्रॉनिक वोल्टमापी,ਇਲੈਕਟ੍ਰਾਨਿਕ ਵੋਲਟਮੀਟਰ
इलेक्ट्रॉनिकीय समस्वरित अभिग्राही,ਇਲੈਕਟ੍ਰਾਨਿਕ ਤੌਰ &#39;ਤੇ ਟਿਊਨਡ ਰਿਸੀਵਰ
इलेक्ट्रॉनिकी उद्योग संघ,ਇਲੈਕਟ੍ਰੋਨਿਕਸ ਉਦਯੋਗ ਐਸੋਸੀਏਸ਼ਨ
विद्युत लेपन,ਇਲੈਕਟ੍ਰੋਪਲੇਟਿੰਗ
विद्युतदर्शी,ਇਲੈਕਟ੍ਰੋਸਕੋਪ
वैद्युतिकी विक्षेप,ਇਲੈਕਟ੍ਰੋਮੈਗਨੇਟਿਜ਼ਮ
स्थिर वैद्युत फ्लक्स,ਇਲੈਕਟ੍ਰੋਸਟੈਟਿਕ ਵਹਾਅ
स्थिर वैद्युत परिरक्षक,ਇਲੈਕਟ੍ਰੋਸਟੈਟਿਕ ਬਚਾਅ ਕਰਨ ਵਾਲਾ
तत्व,ਤੱਤ
उन्नयन,ਅੱਪਗਰੇਡ
उन्नति कोण,ਤਰੱਕੀ ਕੋਣ
दीर्घवृत्तीय परावर्तक,ਅੰਡਾਕਾਰ ਰਿਫਲੈਕਟਰ
दीर्घवृत्ताकार फिल्टर,ਅੰਡਾਕਾਰ ਫਿਲਟਰ
दीर्घवृत्ताकार धुवण,ਅੰਡਾਕਾਰ ਖੰਭੇ
अंत: स्थापित तंत्र,ਏਮਬੈਡਡ ਸਿਸਟਮ
एबसिडिक कूट,absidic ਕੋਡ
उत्सर्जक,emitter
उत्सर्जक अभिनति विन्यास,emitter ਸਥਿਤੀ ਸੰਰਚਨਾ
उत्सर्जक उपमार्ग संधारित्र,ਐਮੀਟਰ ਬਾਈਪਾਸ ਕੈਪੇਸੀਟਰ
उत्सर्जक अभिलक्षण,ਉਤਸਰਜਨ ਗੁਣ
उत्सर्जक युग्मित प्रवर्धक,ਐਮੀਟਰ ਕਪਲਡ ਐਂਪਲੀਫਾਇਰ
उत्सर्जक विसरण,emitter ਫੈਲਾਅ
उत्सर्जक अनुगामी,ਐਮੀਟਰ ਟ੍ਰੇਲਿੰਗ
उत्सर्जक प्रतिरोधक,emitter ਰੋਧਕ
उत्सर्जक स्थायीकृत अभिनति विन्यास,emitter ਸਥਿਰ ਸਥਿਤੀ ਸੰਰਚਨਾ
उत्सर्जक आधार संधि,ਐਮੀਟਰ ਬੇਸ ਜੰਕਸ਼ਨ
"उत्सर्जक युग्मित तर्क, ई.सी.एल.","ਐਮੀਟਰ ਕਪਲਡ ਤਰਕ, ਈ.ਸੀ.ਐਲ"
यंत्रानुकरणकारी,ਮਸ਼ੀਨੀਕਰਨ
इनेब्ल,ਯੋਗ ਕਰੋ
संपुटीकरण,encapsulation
कोडीत्र,ਕੋਡਿਤਰਾ
एनक्रिप्शन,ਐਨਕ੍ਰਿਪਸ਼ਨ
परिचक्रीय हासिल,ਸਰਕੂਲਰ ਲਾਭ
रूपांतरणांत,ਤਬਦੀਲੀ
संचिकांत,ਪ੍ਰਣਾਲੀਗਤ
परिचक्रीयय विस्थापन,ਸਰਕੂਲਰ ਵਿਸਥਾਪਨ
अनुदैर्ध्य ऐन्टेना,ਲੰਬਕਾਰੀ antenna
अनुदैर्ध्य व्यूह,ਲੰਬਕਾਰੀ ਐਰੇ
ऊर्जा,ਊਰਜਾ
ऊर्जा पट्टी,ਊਰਜਾ ਪੱਟੀ
ऊर्जा अंतराल,ਬੈਂਡ ਗੈਪ
ऊर्जा स्तर,ਊਰਜਾ ਦਾ ਪੱਧਰ
ऊर्जा स्तर आरेख,ਊਰਜਾ ਪੱਧਰ ਦਾ ਚਿੱਤਰ
संवृद्धिधत प्रसरित संहति विनिर्देश,ਵਿਸਤ੍ਰਿਤ ਪੁੰਜ ਨਿਰਧਾਰਨ
संवृद्धिधत आलेख उपायोजक,ਵਧਿਆ ਲੇਖ ਰਜਿਸਟਰਾਰ
संवृद्धि,ਵਾਧਾ
संवृद्धि प्ररूप,ਵਿਕਾਸ ਪੈਟਰਨ
संवृद्धीय मॉसफेट,ਵਧਾਇਆ Mosfet
एन्ट्रॉपी,ਐਂਟਰੌਪੀ
अन्वालोप विमाडुलक,ਲਿਫ਼ਾਫ਼ਾ ਡੀਮੋਡੂਲੇਟਰ
पर्यावरण,ਵਾਤਾਵਰਣ
"एपीटैक्सीय वृद्धि, अधिरोही वृद्धि","epitaxy ਵਾਧਾ, ਚੜ੍ਹਦਾ ਵਾਧਾ"
"एपीट्रैक्सीय परत, अधिरोही परत","epitracheal ਪਰਤ, ਚੜ੍ਹਦੀ ਪਰਤ"
"एपीटैक्सी, अधिरोही","epitaxy, overriding"
एपाक्सी-फाइबर ग्लास स्तर,epoxy-ਫਾਈਬਰ ਗਲਾਸ ਪੱਧਰ
ईपी-रोम,EP-ROM
इप्साइलन,ਐਪਸੀਲੋਨ
समकारीकरण,ਬਰਾਬਰੀ
समकारी परिपथ,ਬਰਾਬਰੀ ਸਰਕਟ
समानता,ਸਮਾਨਤਾ
समकरण,ਸਮੀਕਰਨ
समकारक फिल्टर,ਬਰਾਬਰੀ ਫਿਲਟਰ
समीकरण,ਸਮੀਕਰਨ
विषुवतीय समतल,ਭੂਮੱਧ ਸਮਤਲ
समविभव रेखा,isopotential ਲਾਈਨ
समविभवी पृष्ठ,ਸਮਾਨਤਾ ਵਾਲਾ ਪੰਨਾ
समतुल्य परिपथ,ਬਰਾਬਰ ਸਰਕਟ
समतुल्य निवेश रव जनित्र,ਬਰਾਬਰ ਇੰਪੁੱਟ ਸ਼ੋਰ ਜਨਰੇਟਰ
समतुल्य निवेश रव प्रतिरोध,ਬਰਾਬਰ ਇੰਪੁੱਟ ਸ਼ੋਰ ਪ੍ਰਤੀਰੋਧ
तुल्य समदैशिक विकीर्ण शक्ति,ਬਰਾਬਰ ਆਈਸੋਟੋਪਿਕ ਰੇਡੀਏਟਿਡ ਪਾਵਰ
मिटाना,ਮਿਟਾਓ
ऊर्जापथी प्रक्रम,ਊਰਜਾ ਦੀ ਪ੍ਰਕਿਰਿਆ
त्रुटि नियंत्रण कोडन,ਗਲਤੀ ਕੰਟਰੋਲ ਕੋਡਿੰਗ
त्रुटि संशोधन कूट,ਗਲਤੀ ਸੁਧਾਰ ਕੋਡ
त्रुटि संसूचन कूट,ਗਲਤੀ ਖੋਜ ਕੋਡ
त्रुटि हस्तन,ਗਲਤੀ ਹੈਂਡਲਿੰਗ
त्रुटि दर,ਗਲਤੀ ਦਰ
त्रुटिवोल्टता,ਗਲਤੀ ਵੋਲਟੇਜ
त्रुटि प्रवर्धक,ਗਲਤੀ ਐਂਪਲੀਫਾਇਰ
एसाकी डायोड,isaki diode
निक्षारण,ਐਚਿੰਗ
इथरनेट,ਈਥਰਨੈੱਟ
ऑयलर-प्रमेय,ਯੂਲਰ ਦਾ ਸਿਧਾਂਤ
आयाम ह्रासी विधा,ਮਾਪ ਘਟਣ ਵਾਲਾ ਮੋਡ
वाष्पीकरण प्रक्रम,ਵਾਸ਼ਪੀਕਰਨ ਦੀ ਪ੍ਰਕਿਰਿਆ
ई-सदिश,ਈ-ਵੈਕਟਰ
सम-समता,ਸਮਾਨਤਾ
अपवाद हस्तन,ਅਪਵਾਦ ਹੈਂਡਲਿੰਗ
अतिरिक्त रव अनुपात,ਵਾਧੂ ਸ਼ੋਰ ਅਨੁਪਾਤ
त्रैधिक कूट,ਟ੍ਰਿਪਲ ਕੋਡ
उत्तेजन टेबल,ਉਤੇਜਨਾ ਸਾਰਣੀ
प्रतिध्वनि XOR गेट,ਈਕੋ XOR ਗੇਟ
निष्पादन सॉफ्टवेयर,ਐਗਜ਼ੀਕਿਊਸ਼ਨ ਸੌਫਟਵੇਅਰ
निष्पादन चाल,ਐਗਜ਼ੀਕਿਊਸ਼ਨ ਚਾਲ
निष्पादन काल,ਚੱਲਣ ਦਾ ਸਮਾਂ
एक्सक्लुसिव नॉर गेट,ਵਿਸ਼ੇਸ਼ ਨੌਰ ਗੇਟ
प्रसारित्र,ਪ੍ਰਸਾਰਕ
चरघातांकी क्षय,ਘਾਤਕ ਸੜਨ
चरघातांकी डायोड,ਘਾਤਕ ਡਾਇਓਡ
चरघातांकी फूरीय श्रेणी,ਐਕਸਪੋਨੈਂਸ਼ੀਅਲ ਫੁਰੀਅਰ ਸੀਰੀਜ਼
चरघातांकी फलन,ਘਾਤਕ ਫੰਕਸ਼ਨ
बाह्य आवृत्ति प्रतिकार,ਬਾਹਰੀ ਬਾਰੰਬਾਰਤਾ ਪ੍ਰਤੀਰੋਧ
अति उच्च आवृत्ति,ਬਹੁਤ ਉੱਚ ਆਵਿਰਤੀ
अत्यधिक विभव,ਉੱਚ ਸੰਭਾਵਨਾ
अतिलघु आवृत्ति,ਬਹੁਤ ਛੋਟੀ ਬਾਰੰਬਾਰਤਾ
अपद्रव्यी अर्द्धचालक,ਗੈਰ-ਸੰਚਾਲਨ ਸੈਮੀਕੰਡਕਟਰ
संचिका खोलना,ਫਾਇਲ ਖੋਲੋ
अर्द्धचालक संविरचन,ਸੈਮੀਕੰਡਕਟਰ ਨਿਰਮਾਣ
फैब्री पेरो अनुनादक,fabri pero resonator
फलक,ਪੈਨਲ
गुणक,ਗੁਣਕ
क्रमगुणित,ਕਾਰਕ ਸੰਬੰਧੀ
अवतीव्रण,ਮੰਤਰ
क्षीणन,ਧਿਆਨ
क्षीणन,ਧਿਆਨ
फाही एकमुखी पारगम्यता मापी,ਫਾਹੀ ਇਕਪਾਸੜ ਪਾਰਦਰਸ਼ੀਤਾ ਮਾਪਣ ਵਾਲਾ
विफलता,ਅਸਫਲਤਾ
विफल विधा,ਫੇਲ ਮੋਡ
विफलता दर,ਅਸਫਲਤਾ ਦੀ ਦਰ
फेयर चाइल्ड अर्द्धचालक,ਫੇਅਰ ਚਾਈਲਡ ਸੈਮੀਕੰਡਕਟਰ
पतन काल,ਪਤਝੜ ਦੀ ਮਿਆਦ
पाती कालद कोर,ਪਤਿ ਕੈਲਾਡ ਕੋਰ
पाती कोर,ਪੈਟ ਕੋਰ
अवपात,ਢਹਿ
असत्य,ਝੂਠਾ
वलित कागज,ਫੋਲਡ ਪੇਪਰ
निवेशांक,ਇੰਪੁੱਟ
निर्गमांक,ਜਾਰੀ ਨੰਬਰ
फैराड,ਫਰਾਦ
फैराडे प्रभाव,ਫੈਰਾਡੇ ਪ੍ਰਭਾਵ
फैराडे घूर्णन,ਫੈਰਾਡੇ ਰੋਟੇਸ਼ਨ
फैराडे स्क्रीन,faraday ਸਕਰੀਨ
फैराडे स्थिरांक,faraday ਸਥਿਰ
फैराडे का नियम,ਫੈਰਾਡੇ ਦਾ ਕਾਨੂੰਨ
प्रतिकृति,ਪ੍ਰਤੀਕ੍ਰਿਤੀ
प्रतिकृति अभिग्राही,ਪ੍ਰਤੀਕ੍ਰਿਤੀ ਪ੍ਰਾਪਤ ਕਰਨ ਵਾਲਾ
प्रतिकृति संचारी/प्रेषित्र,ਪ੍ਰਤੀਕ੍ਰਿਤੀ ਸੰਚਾਰਕ
प्रतिकृति,ਪ੍ਰਤੀਕ੍ਰਿਤੀ
प्रतिकृति सिग्नल,ਨਕਲ ਸਿਗਨਲ
तीव्र कोर,ਤਿੱਖੀ ਕੋਰ
द्रूत फूरिये रूपांतर,ਤੇਜ਼ ਫੋਰੀਅਰ ਪਰਿਵਰਤਨ
क्षिप्र प्राप्ति दिण्कारी,ਜਹਾਜ ਰਸੀਦ ਦਿਨਕਾਰੀ
संचिका नियतन सारिणी,ਫਾਈਲ ਵੰਡ ਅਨੁਸੂਚੀ
घातक त्रुटि,ਘਾਤਕ ਗਲਤੀ
जनक संचिका,ਮੂਲ ਫਾਇਲ
निवेशांक,ਇੰਪੁੱਟ
"दोष, भ्रंश","ਨੁਕਸ, ਨੁਕਸ"
दोष विश्लेषण,ਨੁਕਸ ਵਿਸ਼ਲੇਸ਼ਣ
दोष कोटि-निर्धारण,ਨੁਕਸ ਰੇਟਿੰਗ
भ्रंश स्थानीकरण,ਨੁਕਸ ਸਥਾਨਕਕਰਨ
दोष स्थानगत सेतु,ਨੁਕਸ ਸਥਾਨਕ ਪੁਲ
दोष निस्पंद टॉगल,ਫਾਲਟ ਫਿਲਟਰ ਟੌਗਲ
भ्रंस सह्यता,ਗਿਰਾਵਟ ਸਹਿਣਸ਼ੀਲਤਾ
फैनो कलन-विधि,Fano ਦਾ ਐਲਗੋਰਿਦਮ
निर्गमांक,ਜਾਰੀ ਨੰਬਰ
निर्गमांक तरू,ਮੁੱਦਾ ਨੰਬਰ ਰੁੱਖ
फैक्स,ਫੈਕਸ
संचिका संयोजन,ਫਾਇਲ ਸੁਮੇਲ
एफ संबंधक,F ਕਨੈਕਟਰ
आवृत्ति प्रभाग बहुसंकेतक,ਬਾਰੰਬਾਰਤਾ ਡਿਵੀਜ਼ਨ ਮਲਟੀਪਲੈਕਸਰ
एफ.ई.सी. कोड,FEC ਕੋਡ
संघीय संचार आयोग,ਫੈਡਰਲ ਸੰਚਾਰ ਕਮਿਸ਼ਨ
पुनर्निवेश पाश लब्धि,ਮੁੜ ਨਿਵੇਸ਼ ਲੂਪ ਲਾਭ
क्षीणित चुंबकीय द्रव्य,ਘਟੀਆ ਚੁੰਬਕੀ ਸਮੱਗਰੀ
निवेशांक,ਇੰਪੁੱਟ
पुनर्निवेश लब्धि,ਮੁੜ ਨਿਵੇਸ਼ ਉਪਜ
पारभरण ह्रास,ਗੁਜ਼ਾਰੇ ਦਾ ਨੁਕਸਾਨ
पुनिर्निवेश,ਮੁੜ ਨਿਵੇਸ਼
पुनर्निवेश प्रवर्धक,ਮੁੜ ਨਿਵੇਸ਼ ਐਂਪਲੀਫਾਇਰ
पुनर्निविष्ट विरूपण,ਮੁੜ ਜਾਣ-ਪਛਾਣ ਵਿਗਾੜ
पुनर्निवेश खंडक आरेख,ਮੁੜ-ਨਿਵੇਸ਼ ਬਲਾਕ ਚਿੱਤਰ
पुनर्निवेश धारा आरेख,ਮੁੜ-ਨਿਵੇਸ਼ ਸਟ੍ਰੀਮ ਚਿੱਤਰ
पुनर्निवेश पाश,ਬਹਾਲੀ ਲੂਪ
पुनर्निवेश दोलित्र,ਮੁੜ ਨਿਵੇਸ਼ ਔਸਿਲੇਟਰ
पुनर्निवेश दौड़,ਮੁੜ ਨਿਵੇਸ਼ ਦੀ ਦੌੜ
पुनर्निवेश विस्थापन रजिस्टर,ਪੁਨਰਨਿਵੇਸ਼ ਵਿਸਥਾਪਨ ਰਜਿਸਟਰ
पुनर्निवेश सिद्धांत आरेख,ਮੁੜ ਨਿਵੇਸ਼ ਸਿਧਾਂਤ ਚਿੱਤਰ
पुनर्निवेश वोल्टता आरेख,ਮੁੜ ਜਾਣ-ਪਛਾਣ ਵੋਲਟੇਜ ਚਿੱਤਰ
फर्मीस्तर,ਫਰਮੀ ਪੱਧਰ
फेरिक प्रेरक,ਫੇਰਿਕ ਇੰਡਕਟਰ
फेराइट,ਫੇਰਾਈਟ
फेराइट ऐन्टेना,ferrite antenna
फेराइट वीड,ferrite ਬੂਟੀ
फेराइट परिचक्रक,ferrite ਸਪਿਨਰ
फेराइट पृथक्कारी,ferrite ਵੱਖ ਕਰਨ ਵਾਲਾ
फेराइट रेखा विस्तार,ਫੇਰਾਈਟ ਲਾਈਨ ਐਕਸਟੈਂਸ਼ਨ
फैराइट-कोर ट्रांसफॉर्मर,ਫੇਰਾਈਟ-ਕੋਰ ਟ੍ਰਾਂਸਫਾਰਮਰ
फेरो क्रोम टेप,ਫੇਰੋ ਕਰੋਮ ਟੇਪ
लौह-चुंबकत्व,ferromagnetism
फेट,ਕਿਸਮਤ
क्षेत्र प्रभाव ट्रांजिस्टर (फेट),ਫੀਲਡ ਇਫੈਕਟ ਟਰਾਂਜ਼ਿਸਟਰ (FET)
फेट प्रर्वधक,ਚਰਬੀ ਬੂਸਟਰ
फेट पूरक सममिति,fret ਪੂਰਕ ਸਮਰੂਪਤਾ
फेट अवक्षय विधा,ਚਰਬੀ ਘਟਾਓ ਮੋਡ
"फेट द्वैत द्वार, द्वैत गेट","ਕਿਸਮਤ ਦਵੈਤ ਦੁਆਰ, ਦਵੈਤ ਦਰਵਾਜ਼ਾ"
फेट संवृद्धि विधा,ਚਰਬੀ ਵਿਕਾਸ ਮੋਡ
फेट आवृत्ति अनुक्रिया,fret ਬਾਰੰਬਾਰਤਾ ਜਵਾਬ
फेट आलेखी विश्लेषण,ਫੈਟ ਗ੍ਰਾਫਿਕ ਵਿਸ਼ਲੇਸ਼ਣ
फेट निवेश सुरक्षा,ਕਿਸਮਤ ਨਿਵੇਸ਼ ਸੁਰੱਖਿਆ
फेट प्रतिलोमी,ਚਰਬੀ ਉਲਟ
फेट संधि,ਕਿਸਮਤ ਸਮਝੌਤਾ
फेट मॉसफेट,ਚਰਬੀ mosfet
फेट अंतराचालकता,ਚਰਬੀ ਚਾਲਕਤਾ
अनयन समय,ਸੌਣ ਦਾ ਸਮਾਂ
संचिका आयात,ਫਾਇਲ ਆਯਾਤ
तंतु,ਫਾਈਬਰ
तंतु अनुयोजक,ਫਾਈਬਰ ਕੁਨੈਕਟਰ
फाइबर वितरित आँकड़ा अंतरापृष्ठ,ਫਾਈਬਰ ਵੰਡਿਆ ਡਾਟਾ ਇੰਟਰਫੇਸ
फाइबर ग्लास,ਫਾਈਬਰ ਗਲਾਸ
तंतु प्रकाशीय लिंक,ਫਾਈਬਰ ਆਪਟਿਕ ਲਿੰਕ
तंतु प्रकाशिकी संचरण विंडो,ਫਾਈਬਰ ਆਪਟਿਕਸ ਟ੍ਰਾਂਸਮਿਸ਼ਨ ਵਿੰਡੋ
तंतु प्रकाश संसूचक,ਫਾਈਬਰ ਲਾਈਟ ਡਿਟੈਕਟਰ
तंतु समबंधन,ਫਾਈਬਰ ਬੰਧਨ
फिबोनाशी संख्या,ਫਿਬੋਨਾਚੀ ਨੰਬਰ
कल्पित रव जनित्र,ਵਰਚੁਅਲ ਸ਼ੋਰ ਜਨਰੇਟਰ
अभिग्राही की तदरूपता,ਪ੍ਰਾਪਤ ਕਰਨ ਵਾਲੇ ਦੀ ਵਫ਼ਾਦਾਰੀ
तद्रूपण,ਧੋਖਾਧੜੀ
क्षेत्र ससहाय,ਖੇਤਰ ਸਹਾਇਤਾ ਪ੍ਰਾਪਤ
क्षेत्र प्रभाव युक्ति,ਖੇਤਰ ਪ੍ਰਭਾਵ ਜੰਤਰ
क्षेत्र प्रभाव स्विच,ਖੇਤਰ ਪ੍ਰਭਾਵ ਸਵਿੱਚ
क्षेत्र प्रभावी ट्रांजिस्टर,ਖੇਤਰ ਪ੍ਰਭਾਵਸ਼ਾਲੀ ਟਰਾਂਜ਼ਿਸਟਰ
क्षेत्र-उत्सर्जन,ਖੇਤਰ ਨਿਕਾਸ
अग्रभरण निकाय,ਲੀਡ ਸਰੀਰ
क्षेत्र आवृत्ति,ਖੇਤਰ ਦੀ ਬਾਰੰਬਾਰਤਾ
क्षेत्र तीव्रता,ਖੇਤਰ ਦੀ ਤੀਬਰਤਾ
क्षेत्र क्रमादेश तर्क व्यूह,ਖੇਤਰ ਪ੍ਰੋਗਰਾਮ ਤਰਕ ਐਰੇ
क्षेत्र परिक्षण,ਖੇਤਰ ਟੈਸਟ
क्षेत्र निरसन,ਖੇਤਰ ਰੱਦ
एफ आई एफ ओ स्मृति,FIFO ਮੈਮੋਰੀ
दक्षतांक,ਕੁਸ਼ਲਤਾ ਸੂਚਕਾਂਕ
संचिका,ਫਾਈਲ
संचिका पूर्तीकर,ਫਾਈਲ ਫਿਲਰ
संचिका समादेश,ਫਾਈਲ ਕਮਾਂਡ
संचिका सरवर,ਫਾਇਲ ਸਰਵਰ
परत संधारित्र,ਪਰਤ ਕੈਪਸੀਟਰ
परतरूपी प्रतिरोधक,ਪਰਤ ਰੋਧਕ
फिल्टर,ਫਿਲਟਰ
फिल्टर अभिलक्षणिक,ਫਿਲਟਰ ਵਿਸ਼ੇਸ਼ਤਾਵਾਂ
फिल्टर परिपथ,ਫਿਲਟਰ ਸਰਕਟ
संच,ਸੰਗ੍ਰਹਿ
फिल्टर अभिकल्पना,ਫਿਲਟਰ ਡਿਜ਼ਾਈਨ
संचार आँकड़ा,ਸੰਚਾਰ ਡਾਟਾ
फिल्टर विधि,ਫਿਲਟਰ ਵਿਧੀ
फिल्टर पुनर्निर्माण,ਫਿਲਟਰ ਪੁਨਰ ਨਿਰਮਾਣ
अंतिम कोडंतरण,ਅੰਤਮ ਅਸੈਂਬਲਿੰਗ
फिंगर प्रिंट (अंगुली छाप),ਫਿੰਗਰ ਪ੍ਰਿੰਟ
परिमित आवेगी प्रतिवेदन फिल्टर,ਸੀਮਤ ਆਵੇਗਸ਼ੀਲ ਰਿਪੋਰਟਿੰਗ ਫਿਲਟਰ
परिमित प्राचल,ਸੀਮਿਤ ਪੈਰਾਮੀਟਰ
परिमित अवस्था मशीन,ਸੀਮਿਤ ਰਾਜ ਮਸ਼ੀਨ
फायरन कोण,ਗੋਲੀਬਾਰੀ ਕੋਣ
फमवेयर,ਫਰਮਵੇਅਰ
प्रथम आँकड़ा शब्द,ਪਹਿਲਾ ਚਿੱਤਰ ਸ਼ਬਦ
प्रथम क्रम प्राश,ਪਹਿਲਾ ਆਰਡਰ ਪਰਾਸ਼
फिशर पाश परीक्षण,ਫਿਸ਼ਰ ਲੂਪ ਟੈਸਟ
नियत,ਸਥਿਰ
नियत क्षीणकारी,ਸਥਿਰ attenuator
नियत अभिनति,ਸਥਿਰ ਸਥਿਤੀ
नियत गणित्र,ਸਥਿਰ ਕੈਲਕੁਲੇਟਰ
नियत क्षेत्र,ਸਥਿਰ ਖੇਤਰ
नियत निदेंश मशीन,ਅਸਾਈਨਮੈਂਟ ਮਸ਼ੀਨ
नियत समय नियंत्रक,ਨਿਸ਼ਚਿਤ ਸਮਾਂ ਕੰਟਰੋਲਰ
फ्लैग,ਝੰਡਾ
फ्लैंज,flange
फ्लैप क्षीणकारी,ਫਲੈਪ attenuator
दमक,ਚਮਕਦਾਰ
दमक परिवर्तक,ਚਮਕ ਕਨਵਰਟਰ
दमक,ਗਲੋ
सपाट तल क्रमवीक्षण,ਫਲੈਟ ਫਲੋਰ ਸਕੈਨਿੰਗ
समतल कुंडली,ਫਲੈਟ ਕੋਇਲ
सपाट फाइल,ਫਲੈਟ ਫਾਇਲ
सपाट फिल्टर,ਫਲੈਟ ਫਿਲਟਰ
फ्लैट पैक,ਫਲੈਟ ਪੈਕ
समतल रिबन केबल,ਫਲੈਟ ਰਿਬਨ ਕੇਬਲ
सपाट शीर्ष प्रतिचयन,ਫਲੈਟ ਚੋਟੀ ਦਾ ਨਮੂਨਾ
F-परत,F-ਪਰਤ
F-परत आयनमंडल,F-ਲੇਅਰ ਆਇਨੋਸਫੀਅਰ
फ्लेमिंग,ਫਲੇਮਿੰਗ
फ्लेमिंग एव क्लिंटन दिक्परिवर्तन विधि,ਫਲੇਮਿੰਗ ਅਤੇ ਕਲਿੰਟਨ ਡਾਇਵਰਜੈਂਸ ਵਿਧੀ
स्फुरण,ਉੱਡਣਾ
स्फुरण रव,ਵਹਿਣ ਦਾ ਸ਼ੋਰ
स्फुरण प्रकाशमापी,ਫਲਟਰ ਫੋਟੋਮੀਟਰ
