Telugu,Punjabi
క్రౌన్ (మొక్క),ਤਾਜ (ਪੌਦਾ)
ముక్క,ਟੁਕੜਾ
క్రస్ట్,ਛਾਲੇ
క్రిప్టోమ్,ਕ੍ਰਿਪਟੌਗਮ
మెడ (పండ్లు),ਕੂਲ (ਫਲ)
కుల్మ్,ਕੂਲਮ
సాగు,ਕਾਸ਼ਤਕਾਰ
సాగు,ਕਾਸ਼ਤ
సాగు,ਕਾਸ਼ਤਕਾਰ
సంస్కృతి,ਸਭਿਆਚਾਰ
క్యూరింగ్,ਕਰਿੰਗ
కర్లింగ్,ਕਰਲਿੰਗ
కరెన్సీ,ਮੁਦਰਾ
క్యూటికల్,ਕਟੀਲ
కట్టింగ్,ਕੱਟਣਾ
తిత్తి,ਗੱਠ
సైటోక్రోమ్,Cytochromo
సైటోగామి,ਸਾਈਨੋਗਮੀ
సైటోజెనిసిస్,Cytegeenesis
సైటోజెనెటిక్స్,ਸਾਇਟਾਈਜਨੇਟਿਕ
సైటోకినిసిస్,ਸਾਇਟੋਕਿਨੇਸਿਸ
సైటోలజీ,ਸਾਇਟੋਲੋਜੀ
సైటోలిసిస్,ਸਾਈਂਟਾਈਸਿਸ
సైటోమీర్,ਸਾਇਟੋਮਰੇ
సైటోప్లాజమ్,ਸਾਇਟੋਪਲਾਜ਼ਮ
క్యాబేజీ,ਪੱਤਾਗੋਭੀ
కాక్టస్,ਕੈਕਟਸ
కలేన్ద్యులా,ਕੈਲੰਡੁਲਾ
ఫలారిస్,ਕੈਨਰੀ ਘਾਹ (ਤਾਰੀਆਂ)
Canna,ਕੈਨਨਾ
కాపారిస్,ਕੈਪਾਰਿਸ
క్యాప్సికం,ਕੈਪਸਿਕਮ
కారాంబోలా,ਕੈਰਮਬੋਲਾ
కారాపా,ਕੈਰਾਪਾ
ఏలకులు,ਕਾਰਡਮੋਮ
కార్నేషన్,ਕੈਰੇਸ਼ਨ
కారెట్,ਗਾਜਰ
జీడి పప్పు,ਕਾਜੂ ਗਿਰੀ
కాసియా,ਕਾਸੀਆ
కాస్టర్,ਕੈਸਟਰ
కాలీఫ్లవర్,ਫੁੱਲ ਗੋਭੀ
సెలెరీ,ਅਜਵਾਇਨ
ఛాంపాక్,ਚੈਂਪੈਕ
చెనోపోడియం,ਚੇਨੋਪੋਡੀਅਮ
చెర్రీ టమొూటా,ਚੈਰੀ ਟਮਾਟਰ
చెర్రీ,ਚੈਰੀ
"చిక్పా, గ్రామ్","Chickpea, ਗ੍ਰਾਮ"
మిరపకాయలు,ਮਿਰਚ
చైనా టర్పెంటైన్ చెట్టు,ਚਾਈਨਾ ਟਰਪੇਨਟੀਨ ਟ੍ਰੀ
చౌ చౌ,ਚੋ-ਚੋਅ
క్రిసాన్తిమం,ਕ੍ਰਾਈਸੈਂਥੇਮਮ
"చుఫా, ఎర్త్ బాదం","ਚੁਫੀਆ, ਧਰਤੀ ਦਾ ਬਦਾਮ"
సికోరీ,ਸਿਖਾਂ
దాల్చిన చెక్క,ਦਾਲਚੀਨੀ
సిట్రాన్,ਸਿਟਰਨ
సిట్రోనెల్లా గడ్డి,ਸਿਟਰੋਨਲਾ ਘਾਹ
క్లైంబింగ్ జాస్మిన్,ਜਸਮੀਨ ਚੜ੍ਹਨਾ
లవంగం,ਲੌਂਗ
క్లస్టర్ బీన్,ਕਲੱਸਟਰ ਬੀਨ
కోకో,ਕੋਕੋ
కొబ్బరి,ਨਾਰੀਅਲ
కాఫీ,ਕਾਫੀ
కోలియస్,ਕੋਲੇਸ
కోలోకాసియా,ਕੋਲੋਕੈਸੀਆ
"కోలోసిన్త్, చేదు ఆపిల్","ਕੋਲੋਸੀਥਾ, ਕੌੜਾ ਐਪਲ"
సాధారణ పర్స్లేన్,ਆਮ ਸੇਵਾ
కొత్తిమీర,ਧਨੀਆ
పత్తి,ਸੂਤੀ
కౌపీయా,ਕਾਵਾਂ
క్యూబ్బ్,ਕੁਬੇਬ
దోసకాయ,ਖੀਰਾ
కుకుర్బిట్స్,ਖਰਕੀ
జీలకర్ర,ਜੀ
కరివేపాకు ఆకు,ਕਰੀ ਪੱਤੇ
సీతాఫలం,ਕਸਟਾਰਡ ਐਪਲ
క్యాప్సూల్ బోరర్,ਕੈਪਸੂਲ ਬੋਰਰ
గొంగళి పురుగు,ਕੈਟਰਪਿਲਰ
సిట్రస్ సైలా,ਨਿੰਬੂ ਸਾਈਂ
క్రికెట్,ਕ੍ਰਿਕੇਟ
కాకి,ਕਾਂ
కట్ పురుగు,ਕੀੜਾ ਕੱਟੋ
పాల,ਡੇਅਰੀ
పాల,ਡੇਅਰੀ
ఆనకట్ట,ਡੈਮ
రోజు-తటస్థ,ਦਿਵਸ ਨਿਰਪੱਖ
పుష్పించే రోజుల తరువాత,ਫੁੱਲ ਆਉਣ ਤੋਂ ਬਾਅਦ
పూర్తి బ్లూమ్ తర్వాత రోజులు,ਪੂਰੇ ਖਿੜ ਦੇ ਬਾਅਦ ਦਿਨ
డెబ్లోసింగ్,ਡੀਬਲੋਸੋਮਿੰਗ
డీకాల్సిఫికేషన్,ਅਸਵੀਕਾਰ
డికాంట్,ਫੈਸਲਾ
క్షయం,ਵਿਗਾੜ
ఆకురాల్చే,ਪਤਝੜ
దశాంశం,ਦਸ਼ਮਲਵ
లోపం,ਘਾਟ
మట్టి,ਡੀਫਲੋਕੁਲੇਸ਼ਨ (ਮਿੱਟੀ)
డెఫ్లోరేషన్,ਬਦਨਾਮੀ
డీఫోలియేషన్,ਹੱਤਿਆ
అటవీ నిర్మూలన,ਕਟਾਈ
క్షీణత,ਡੀਜਨਰੇਸ਼ਨ
క్షీణత,ਨਿਘਾਰ
డిగ్రీ రోజులు,ਡਿਗਰੀ ਦਿਨ
డిగ్రీ,ਡਿਗਰੀ
డీహిస్సెన్స్,ਡੀਹਿਸੈਂਸ
డెహల్లింగ్,ਦਹੁਣਾ
డెహస్కింగ్,ਡੀਹੁਸਕਿੰਗ
నిర్జలీకరణం,ਡੀਹਾਈਡਰੇਸ਼ਨ
డీహైడ్రేటర్,ਡੀਹਾਈਡਰੇਟਰ
డిమాండ్,ਮੰਗ
డీనాటరేషన్,ਗਿਰਾਵਟ
తిరస్కరణ,ਘਟਨਾਵਾਂ
డిపాజిట్,ਜਮ੍ਹਾ
నిక్షేపణ,ਜਮ੍ਹਾ
తరుగుదల డీసాలినైజేషన్,ਕਮੀ
డీసికేషన్,Desiccation
రూపకల్పన,ਡਿਜ਼ਾਇਨ
డెస్సికేటర్,ਡੈਸੀਕੇਟਰ
డెస్టొనింగ్,ਨਿਰਧਾਰਤ
డెస్కరింగ్,ਡਿਸਿਕਰਿੰਗ
డెసినాప్సిస్,Desynapis
డిటాసెల్,ਡੈਟਾਸਲ
డిటాసెలింగ్,ਡੀਟਾਸਿੰਗ
నిర్ణయాధికారి,ਨਿਰਧਾਰਤ
విలువ తగ్గింపు,ਦੀ ਘਾਟ
డివెగెటేషన్,ਠਹਿਰਾਓ
విచలనం,ਭਟਕਣਾ
డైడ్,ਡਿਆਡ
రోగ నిర్ధారణ,ਨਿਦਾਨ
డైకోగామి,ਦੁਚਰਾ
డైకోటోమి,Dichotomy
విత్తనం,ਡਿਕੋਟਾਈਲਡਨ (ਬੀਜ)
డై బ్యాక్ (వ్యాధి),ਮਰ ਜਾਓ (ਬਿਮਾਰੀ)
విస్తరణ,ਫੈਲਾ
డైజెస్టిబిలిటీ,ਪਾਚਨਤਾ
డైహైబ్రిడ్,ਡਾਇਲਬ੍ਰਿਡ
ఒక రకానికి చెందిన వ్యక్తి,ਡਾਈਕ (ਡਾਈਕ)
పలుచన,ਪਤਲਾ
డైయోసియస్,Dioeous
డిప్లాయిడ్,ਡਿਪਲੋਇਡ
డిప్లాయిడ్,ਡਿਪਲੋਇਡ
డిప్లొనెమా,ਡਿਪਲੋਨੀਮਾ
విడదీయడం,ਡਿਸਬੋਡਿੰਗ
డిస్కింగ్,ਡਿਸਕਿੰਗ
డిస్కౌంట్,ਛੂਟ
క్రిమిసంహారక,ਰੋਗਾਣੂ-ਮੁਕਤ
చెదరగొట్టడం,ਫੈਲਾਅ
వ్యాప్తి,ਪ੍ਰਸਾਰ
వైవిధ్యీకరణ,ਵਿਭਿੰਨਤਾ
వైవిధ్యభరితమైన వ్యవసాయం,ਵਿਭਿੰਨਤਾ
DNA నిచ్చెన,ਡੀ ਐਨ ਏ ਪੌੜੀ
DNA రిసెప్టర్,ਡੀ ਐਨ ਏ ਰੀਸੈਪਟਰ
డాకేజ్,ਡੋਕੇਜ
ఆధిపత్యం,ਪ੍ਰਭਾਵਸ਼ਾਲੀ
నిద్రాణస్థితి,ਸੁਸਤ
మోతాదు,ਖੁਰਾਕ
డబుల్ సిగ్మోయిడ్ కర్వ్,ਡਬਲ ਸਿਗੋਮਾਈਡ ਕਰਵ
ముసాయిదా (ముసాయిదా),ਡਰਾਫਟ (ਡਰਾਫਟ)
హరించడం,ਡਰੇਨ
పారుదల,ਡਰੇਨੇਜ
డ్రా,ਡਰਾਅ ਕਰੋ
డ్రించింగ్,ਖਾਈ
డ్రెస్సింగ్ (విత్తనం),ਡਰੈਸਿੰਗ (ਬੀਜ)
డ్రిల్ (ఎన్.),ਮਸ਼ਕ (ਐਨ.)
డ్రిల్లింగ్ (ఎగ్. ఇంజిగ్),ਡ੍ਰਿਲਿੰਗ (ਏਜੀ. ਇੰਜੀਨੀਅਰ)
వ్యవసాయ శాస్త్రం,ਡ੍ਰਿਲੰਗ (ਖੇਤੀਬਾੜੀ)
బిందు సేద్యం,ਡਰਿਪ ਸਿੰਚਾਈ
డ్రైలాండ్ వ్యవసాయం,ਡ੍ਰਾਇਵਲੈਂਡ ਖੇਤੀ
దుమ్ము,ਧੂੜ
డస్టర్,ਡੱਸਟਰ
దుమ్ము,ਧੂੜ
మరగుజ్జు,ਬੌਨੇ
మరగుజ్జు పిరమిడ్,Dwarf ਪਿਰਾਮਿਡ
మరగుజ్జు,Dwarfing
డైసీ,ਡੇਜ਼ੀ
తేదీలు,ਤਾਰੀਖਾਂ
రోజు జాస్మిన్,ਦਿਨ ਜੈਸਮੀਨ
మెంతులు,ਡਿਲ
దిననాథ్ గడ్డి,ਦੀਨਨਾਥ ਘਾਹ
డాడర్,ਡੂਡਡਰ
"డూబ్ గడ్డి, బెర్ముడా గడ్డి","ਡੂਬ ਘਾਹ, ਬਰਮੁਡਾ ਘਾਹ"
డ్రూస్,ਬਰੂਸ
పొడి అల్లం,ਸੁੱਕੇ ਅਦਰਕ
బీటిల్‌ను డీఫోలైట్ చేస్తుంది,ਮੋਹਰਿੰਗ ਬੀਟਲ
డ్రోన్,ਡਰੋਨ
బాతు,ਬਤਖ਼
ఎకాలజీ,ਵਾਤਾਵਰਣ
ఎకోనొమెట్రిక్స్,Econometrics
ఆర్థిక సామర్థ్యం,ਆਰਥਿਕ ਕੁਸ਼ਲਤਾ
ఎకోటైప్,ਈਕੋਟਾਈਪ
ఎక్టోట్రోఫిక్,ਐਲੀਕਟ੍ਰੋਫਿਕ
ఎడాఫిక్,ਏਡੋਫੇਿਕ
ఎడాఫాలజీ,ਐਡੀਫੋਲੋਜੀ
అంచు,ਐਡਜਿੰਗ
తినదగిన భాగం,ਖਾਣ ਵਾਲੇ ਹਿੱਸੇ
డిమాండ్ యొక్క స్థితిస్థాపకత,ਮੰਗ ਦੀ ਲਚਕਤਾ
ఉత్పత్తి యొక్క స్థితిస్థాపకత,ਉਤਪਾਦਨ ਦੀ ਲਚਕਤਾ
విద్యుద్విశ్లేషణ,ਇਲੈਕਟ੍ਰੋਲੋਸਿਸ
ఎలెక్ట్రోఫోరేసిస్,ਇਲੈਕਟ੍ਰੋਫੋਰੇਸਿਸ
ఎలివియేషన్,ਕਪੜੇ
ఎమాస్క్యులేటర్,Emasculator
ఎంబాంకింగ్,ਤੇਜ਼
పిండం,ਭਰੂਣ
పిండశాస్త్రం,ਭਰੂਣ
ఆవిర్భావం,ਉਭਰਨ
ఎమల్సిఫైయర్,ਇਮਲਸੀਫਾਇਰ
ఎండోజెనస్,ਐਂਡੋਜੇਨਸ
ఎండోమిటోసిస్,ਹੋਂਦ
ఎండోపరాసైట్,ਨਿਰਦੋਪਿਤ
ఎండోస్పెర్మ్,ਐਂਡੋਸਪਰਮ
ఎంటర్ప్రైజ్,ਉੱਦਮ
కీటకాలజీ,ਐਂਡੋਮੋਲੋਜੀ
పర్యావరణం,ਵਾਤਾਵਰਣ
ఎంజైమ్,ਪਾਚਕ
ఎపికోటిల్ అంటుకట్టుట,ਐਪੀਸੋਤੀਲ ਗ੍ਰਾਫਟਿੰਗ
ఎపిఫైట్,ਐਪੀਫਾਈਟ
ఈక్విటీ,ਇਕੁਇਟੀ
నిర్మూలన,ਖਾਤਮੇ
అవసరమైన పోషకాలు,ਜ਼ਰੂਰੀ ਪੌਸ਼ਟਿਕ ਤੱਤ
అంచనా,ਅਨੁਮਾਨ
ఎటిలేషన్,ਈਟੀਓਲੇਸ਼ਨ
యూజెనిక్,ਯੂਗੇਨਿਕ
మూల్యాంకనం,ਮੁਲਾਂਕਣ
ఆవిరిపోటు,ਈਵੈਪੋਮੀਟਰ
ఇవాపో-ట్రాన్స్పిరేషన్,ਈਵੋ-ਟ੍ਰਾਂਸਪਿ .ਸ਼ਨ
ఎవర్‌గ్రీన్ విప్లవం,ਸਦਾਬਹਾਰ ਇਨਕਲਾਬ
సతత హరిత,ਸਦਾਬਹਾਰ
పరిణామం,ਵਿਕਾਸ
ఎక్సైజ్,ਆਬਕਾਰੀ
అలసట,ਥਕਾਵਟ (ਜਣਨ)
దోపిడీ,ਸ਼ੋਸ਼ਣ
అన్వేషణ,ਖੋਜ
ఎక్స్‌ట్రషన్,ਬਾਹਰ ਕੱ .ਣ
కళ్ళు,ਅੱਖ (ਸੋਗਕੈਨ / ਆਲੂ)
తినదగిన పైన్,ਖਾਣ ਵਾਲੇ ਪਾਈਨ
"ఏనుగు పాదం, యమ","ਹਾਥੀ ਪੈਰ, ਯਮ"
యూకలిప్టస్,ਯੁਕਲਿਪਟਸ
వానపాము,ਧਰਤੀ ਦਾ ਕੀੜਾ
కీటక శాస్త్రవేత్త,ਐਂਟਰੋਲੋਜਿਸਟ
పర్యావరణవేత్త,ਵਾਤਾਵਰਣਕ
కారకం,ਕਾਰਕ
కారకాల ఉత్పాదకత,ਕਾਰਕ ਉਤਪਾਦਕਤਾ
కారకం,ਫੈਕਟੋਰੇਜ
కారకమైన బ్లాక్ డిజైన్,ਫੈਕਟੈਕਟਿਵ ਬਲਾਕ ਡਿਜ਼ਾਈਨ
ఫ్యాకల్టీ,ਫੈਕਲਟੀਟੇਟਰਟੇਟਰੇਟਿਵ
ఫాలో,ਪਰਦਾ
కుటుంబం,ਪਰਿਵਾਰ
వ్యవసాయ మదింపు,ਫਾਰਮ ਮੁਲਾਂਕਣ
వ్యవసాయ బడ్జెట్,ਖੇਤ ਬਜਟ
వ్యవసాయ వ్యాపారం,ਖੇਤ ਦਾ ਕਾਰੋਬਾਰ
వ్యవసాయ ప్రణాళిక,ਫਾਰਮ ਦੀ ਯੋਜਨਾਬੰਦੀ
రైతు,ਕਿਸਾਨ
వ్యవసాయం,ਖੇਤੀ
ఫాసియేషన్,ਸ਼ਮੂਲੀਅਤ
మలం,ਧੋਖਾਧੜੀ
కిణ్వ ప్రక్రియ,ਫਰਮੈਂਟੇਸ਼ਨ
సంతానోత్పత్తి,ਜਣਨ
ఎరువులు,ਖਾਦ
ఎరువుల వినియోగ సామర్థ్యం,ਖਾਦ ਦੀ ਕੁਸ਼ਲਤਾ
ఫైబరస్,ਰੇਸ਼ੇਦਾਰ
ఫీల్డ్,ਖੇਤਰ
క్షేత్ర సామర్థ్యం,ਖੇਤਰ ਦੀ ਸਮਰੱਥਾ
క్షేత్ర ప్రదర్శన,ਖੇਤਰ ਪ੍ਰਦਰਸ਼ਨ
స్థిరీకరణ,ਨਿਰਧਾਰਤ
వరదలు,ਹੜ੍ਹ
ప్రవాహ రేఖ చిత్రం,ਵਹਾਅ ਡਾਇਗਰਾਮ
ఆహార విలువ,ਭੋਜਨ ਦਾ ਮੁੱਲ
మేట,ਚਾਰਾ (ਚਾਰਾ)
అంచనా,ਭਵਿੱਖਬਾਣੀ
అటవీ,ਜੰਗਲ
అటవీప్రాంతం,ਜੰਗਲਾਤ
ఫ్రాండ్,ਫਰੌਡ
ఫ్రాస్ట్ రెసిస్టెంట్,ਠੰਡ ਰੋਧਕ
ఫ్రాస్ట్,ਠੰਡ
స్తంభింపచేసిన (పండు & కూరగాయలు),ਫ੍ਰੋਜ਼ਨ (ਫਲ ਅਤੇ ਸਬਜ਼ੀਆਂ)
ఫలితం,ਫਰੂਟੇਸ਼ਨ
ఫ్రూట్ డ్రాప్,ਫਲ ਬੂੰਦ
పండు-సెట్ (పండ్ల అమరిక),ਫਲ-ਸੈੱਟ (ਫਲ ਸੈਟਿੰਗ)
ధూమపానం,ਧੁੰਦਲੀ
శిలీంద్ర సంహారిణి,ਫੰਜਾਈਸਾਈਡ
శిలీంధ్ర,ਮਜ਼ੇਦਾਰ
ఫంగస్,ਫੰਗਸ
ఫ్యూరో,Furown
ఫ్యూజన్,ਮਿਸ਼ਰਨ
ఫజ్,ਫਜ਼
మసక,ਫਜ਼ੀ
"ఫెన్నెల్, సోంపు","ਫੈਨਿਲ, ਅਨੀਸ"
FENUGREEK,Fenugreek
అత్తి,ਅੰਜੀਰ
ఫింగర్ మిల్లెట్,ਫਿੰਗਰ ਬਾਜਰੇ
ఫైర్-ఫ్లేమ్ బుష్,ਅੱਗ-ਲਾਲ ਝਾੜੀ
అటవీ జ్వాల,ਜੰਗਲ ਦੀ ਲਾਟ
ఫ్రెంచ్ బీన్,ਫ੍ਰੈਂਚ ਬੀਨ
ఫ్లీ,ਫਲੀ
ఫాక్స్,ਲੂੰਬੜੀ
ఫ్రూట్ ఫ్లై,ਫਲ ਉੱਡਦੇ ਹਨ
పిత్తాశయం,Gall (ਹੋਰਟ)
గామేట్,ਗੇਮਟ
తోట,ਗਾਰਡਨ
గేజ్ (నీరు),ਗੇਜ (ਪਾਣੀ)
జీన్ బ్యాంక్,ਜੀਨ ਬੈਂਕ
జన్యు ట్యాగింగ్,ਜੀਨ ਟੈਗਿੰਗ
జన్యుశాస్త్రం,ਵਾਹਨ
జన్యు పటం,ਜੈਨੇਟਿਕ ਨਕਸ਼ਾ
జన్యుశాస్త్రం,ਜੈਨੇਟਿਕਸ
జన్యువు,ਜੀਨੋਮ
జెనోమిక్ లైబ్రరీ,ਜੀਨੋਮਿਕ ਲਾਇਬ੍ਰੇਰੀ
జెనోమిక్స్,ਜੇਨੋਮਿਕਸ
జన్యురూపం,ਜੀਨੋਟਾਈਪ
జన్యురూపం,ਜੀਨੋਟਾਈਪ
జాతి,ਜੀਨਸ
జాతి,ਜੀਨਸ
జెర్మ్,ਕੀਟਾਣੂ
జెర్మిసైడ్,ਗਠੀਏ
అంకురోత్పత్తి,ਉਗ
జెర్మ్ప్లాజమ్,Germpelsm
గిబ్బెరెల్లిక్ ఆమ్లం,ਗਿਬਬੇਰੀਕਲਿਕ ਐਸਿਡ
జిన్నింగ్,ਗਿਲਿੰਗ
గ్లూమ్,Glumue
గ్లూటినస్,ਸ਼ਾਨਦਾਰ
గ్లైకోలిసిస్,ਗਲਾਈਕੋਲਸਿਸ
గ్నిస్,ਗਲੇਸ
గోల్డెన్ రివల్యూషన్,ਸੁਨਹਿਰੀ ਇਨਕਲਾਬ
గ్రేడింగ్,ਗਰੇਡਿੰਗ
అంటు వేసిన మొక్క,ਗ੍ਰੈਫਟਡ ਪੌਦਾ
అంటుకట్టుట-అపజయం,ਭ੍ਰਿਸ਼ਟਾਚਾਰ-ਅਨੁਕੂਲ
గ్రన్నా,ਗ੍ਰਾਨਾ
గ్రాన్యులేషన్,ਗ੍ਰੈਨੂਲੇਸ਼ਨ
ఆకుపచ్చ ఎరువు,ਹਰੀ ਖਾਦ
హరిత విప్లవం,ਹਰੀ ਕ੍ਰਾਂਤੀ
పెరుగుదల మరియు అభివృద్ధి,ਵਿਕਾਸ ਅਤੇ ਵਿਕਾਸ
గుమ్మోసిస్,ਗਮਮੋਸਿਸ
గైనోడియోసియస్,Gynovioleive
పిత్తాశయ గింజ,ਗੈਲ ਗਿਰੀ
వెల్లుల్లి,ਲਸਣ
గెర్బెరా,ਗਰਬੀਰਾ
గెర్కిన్,Gherkin
అల్లం,ਅਦਰਕ
గ్లాడియోలస్,ਗਲੇਡੀਓਲਸ
మేక కలుపు (అగెరాటమ్),ਬਕਰੀ ਬੂਟੀ (ਏਜਰਾਥਮ)
ద్రాక్షపండు,ਚਕੋਤਰਾ
ద్రాక్ష,ਅੰਗੂਰ
ఆకుపచ్చ గ్రామ్,ਹਰੀ ਗ੍ਰਾਮ
గ్రెవియా,ਗ੍ਰੇਵੀਆ
వేరుశనగ,ਗਰਾਉਂਡ
గువా,ਹਰੂਦ
గినియా గడ్డి,ਗਿੰਨੀ ਘਾਹ
పిత్తాశయ మిడ్జ్,ਗੈਲ ਮਿਜ
గడ్డి హాప్పర్,ਘਾਹ ਹੌਪਰ
గుండీ బగ్,ਗੁੰਡ ਦਾ ਬੱਗ
అలవాటు,ਆਦਤ
వడగళ్ళు,ਗੜੇ
హెయిరీ వెచ్,ਵਾਲਾਂ ਵਾਲੇ
హలోఫైట్,ਹੈਲੋਫਾਈਟ
హారో,ਹੈਰੋ
హార్వెస్ట్ ఇండెక్స్,ਵਾ vest ੀ ਦਾ ਇੰਡੈਕਸ
హార్వెస్ట్,ਵਾਢੀ
హార్వెస్టింగ్,ਕਟਾਈ
హాచ్,ਹੈਚ
హే,ਸੁੱਕਾ ਘਾਹ
హేలేజ్,ਹੇਲੇਜ
హేస్టాక్,ਹਾਇਸਟੌਕ
పొగమంచు,ਹੇਜ਼
మబ్బుగా,ਹੁਸ਼ੀ
తల (అగ్రో),ਸਿਰ (ਐਗਰੋ)
తల (ఛానెల్ యొక్క),ਸਿਰ (ਚੈਨਲ ਦਾ)
వెనుకకు వెళుతుంది,ਵਾਪਸ ਜਾ ਰਿਹਾ ਹੈ
హెడ్జ్,ਹੇਜ
హెడ్జింగ్,ਹੇਜਿੰਗ
హెలిక్స్,ਹੇਲਿਕਸ
హెమటైట్,ਹੇਮੇਟਾਈਟ
హెర్బ్,ਹਰਬ
హెర్బేరియం,ਹਰਬਰਿਅਮ
హెర్బిసైడ్,ਹਰਬੀਸਾਈਡ
వంశపారంపర్యత,ਧਾਰਕ
మతవిశ్వాశాల,ਇਸ ਨੂੰ
హెర్మాఫ్రోడైట్,ਹਰਮਫ੍ਰੋਡਾਈਟ
హెటెరోక్రోమటిక్,ਹੇਟਰੋਕ੍ਰੋਮੋਮੇਟਿਕ
హెటెరోఫెర్టిలైజేషన్,ਹੇਟਰੋਫਰੀਕਰਨ
హెటెరోసిస్,ਹੇਟਰੋਸਿਸ
హెటెరోసోమ్,ਹੇਟਰੋਸੋਮ
హెటెరోట్రోఫ్,ਹੇਟਰੋਟ੍ਰੋਫ
హెక్సాప్లాయిడ్,ਹੇਕਸਾਪਲਾਈਡ
హైబర్నేట్,ਹਾਈਬਰਨੇਟ
అధిక సాంద్రతగల నాటడం,ਉੱਚ ਘਣਤਾ ਲਾਉਣਾ
కొండ (బియ్యం),ਪਹਾੜੀ (ਚਾਵਲ)
హిస్టోగ్రాం,ਹਿਸਟੋਗ੍ਰਾਮ
హిటెక్ హార్టికల్చర్,ਹਿਟਚ ਬਾਗਬਾਨੀ
అందులో నివశించే తేనెటీగలు,ਛਪਾਕੀ
హూయింగ్,ਹੋਇਿੰਗ
పట్టుకొని,ਹੋਲਡਿੰਗ
హోమ్ ఫామ్,ਘਰ ਫਾਰਮ
హోమియోస్టాసిస్,ਹੋਮਸੋਸਟਾਸਿਸ
హోమ్‌స్టెడ్,ਹੋਮਸਸਟੇਡ
సజాతీయత,ਹੋਮਜਿਗੈਨਿਟੀ
సజాతీయ,ਇਕੋ
హోమోలోగస్,ਹੋਮੋਗਸ
హోమోజైగోట్,ਹੋਮੋਜ਼ੀਗੋਟ
హాప్పర్,ਹੌਪਰ
హోరిజోన్,ਹਰੀਜੋਨ
ఉద్యాన పంటలు,ਬਾਗਬਾਨੀ ਫਸਲਾਂ
హార్టికల్చర్,ਬਾਗਬਾਨੀ
హోర్టి-సిల్వి పాస్టోరల్ ఫార్మింగ్,ਹਾਰਟੀ-ਸਿਲਵੀ ਪੇਸਟੋਰਲ ਫਾਰਮਿੰਗ
హోస్ట్,ਹੋਸਟ
వేడి నీటి చికిత్స,ਗਰਮ ਪਾਣੀ ਦਾ ਇਲਾਜ
హల్,ਹੌਲ
తేమ,ਨਮੀ
హ్యూమస్,Humus
హస్క్,ਭੁੱਕੀ
హస్కర్,ਹੁਸਕ
హస్కింగ్,ਹਸਤਾਖਰ
హైబ్రిడ్,ਹਾਈਬ੍ਰਿਡ
హైబ్రిడైజేషన్,ਹਾਈਬ੍ਰਿਡਾਈਜ਼ੇਸ਼ਨ
ఆర్ద్రీకరణ,ਹਾਈਡਰੇਸ਼ਨ
హైడ్రాలజీ,ਹਾਈਡ੍ਰੋਲੋਜੀ
జలవిశ్లేషణ,ਹਾਈਡ੍ਰੋਲਾਇਸਿਸ
హైడ్రోమీటర్,ਹਾਈਡ੍ਰੋਮੀਟਰ
హైడ్రోఫిలస్,ਹਾਈਡ੍ਰੋਫਿਲਸ
హైడ్రోపోనిక్స్,ਹਾਈਡ੍ਰੋਪੋਨਿਕ
హైడ్రోస్పియర్,ਹਾਈਡ੍ਰੋਸਫਾਇਰ
జలవిద్యుత్,ਹਾਈਡ੍ਰੋਸਕੋਪਿਕਿਟੀ
హైపర్‌పారాసైట్,ਹਾਈਪਰਪਰੇਸਾਈਟ
హైపర్‌ప్లాసియా,ਹਾਈਪਰਪਲਸੀਆ
హైఫా,ਹਾਈਫਾ
హైపోకోటైల్,ਹਾਈਪੋਕੋਟੀਲ
పరికల్పన,ਕਲਪਨਾ
గర్భసంచి,ਹਿਸਟਰੇਸਿਸ (ਪਾਣੀ)
హాజెల్ గింజ,ਹੇਜ਼ਲ ਗਿਰੀ
జనపనార,ਭੰਗ
హెన్‌బేన్,ਹੈਨਬੇਨ
హెన్నా,ਮਹਿੰਦਾ
మందార,ਹਿਬਿਸਕਸ
హాప్,ਹੌਪ
ఉలవలు,ਘੋੜਾ ਗ੍ਰਾਮ
గుర్రం-కంటి-బీన్,ਘੋੜਾ-ਅੱਖ-ਬੀਨ
తేనెటీగ,ਮਧੂ ਮੱਖੀ
హాప్పర్,ਹੌਪਰ
హార్టికల్చర్,ਬਾਗਬਾਨੀ
హైడ్రాలజిస్ట్,ਹਾਈਡ੍ਰੋਲੋਜਿਸਟ
సిటు అంటుకట్టుటలో,ਸਥਿਤੀ ਵਿੱਚ
విట్రోలో,ਵਿਟਰੋ ਵਿੱਚ
వివో లో,ਵੀਵੋ ਵਿਚ
విచక్షణారహితం,ਅੰਨ੍ਹੇਵਾਹ
పురుగు,ਕੀੜੇ
పురుగుల తెగులు,ਕੀੜੇ ਪੈੱਸਟ
పురుగు,ਥੀਏਟਰ
పురుగుమందు,ਕੀਟਨਾਸ਼ਕਾਂ
పురుగుమందు,ਕੀਟਨਾਸ਼ਕ
ఇన్సోలేషన్,ਇਨਸੋਲੇਸ਼ਨ
కరగని,ਘੁਲਣਸ਼ੀਲ
నాడులు,ਇੰਸਟਾਰ (ਕੀੜੇ)
ఇన్సులేటర్,ਇਨਸੂਲੇਟਰ
ఇంటిగ్రేటెడ్ డిసీజ్ మేనేజ్‌మెంట్,ਏਕੀਕ੍ਰਿਤ ਬਿਮਾਰੀ ਪ੍ਰਬੰਧਨ
