Marathi,English
इन्सोलेशन,Insolation
अघुलनशील,Insoluble
इन्स्टार (कीटक),Instar (insect)
इन्सुलेटर,Insulator
एकात्मिक रोग व्यवस्थापन,Integrated disease management
एकात्मिक पोषक व्यवस्थापन,Integrated nutrient management
एकात्मिक कीटक व्यवस्थापन,Integrated pest management
तीव्रता,Intensification
गहन,Intensive
इंटरपॉप,Intercrop
परस्परसंवाद (परस्परसंवाद),Intercultivation (interculture)
व्याज,Interest
इंटर्नोड,Internode
इंटरफेस (सेल विभाग),Interphase (cell division)
इंटरपोलेशन,Interpolation
आंतर-वृद्ध,Inter-sterile
यादी,Inventory
उलटा,Inversion
Incocre,Involucre
आयन,Ion
इरिडिएशन,Irradiation
सिंचन,Irrigation
आयएसओ les लेल्स,Iso alleles
आयएसओ उत्पादन वक्र,Iso product curve
आयसोबार,Isobar
Isogamy,Isogamy
अलगाव अंतर,Isolation distance
आयसोप्लॉइड,Isoploid
आयसोक्वांट,Isoquant
समस्थानिक,Isotope
भारतीय बर्च,Indian birch
भारतीय निळा पाइन,Indian blue pine
भारतीय चेरी,Indian cherry
भारतीय जुनिपर,Indian juniper
भारतीय किनो वृक्ष,Indian kino tree
भारतीय लॉरल ट्री,Indian laural tree
भारतीय वेडा,Indian madder
भारतीय मॅडलर,Indian maddler
भारतीय पोडो फिलम,Indian podo phylum
इंडिगो,Indigo
इटालियन बाजरी,Italian millet
आयव्हरी ट्री,Ivory tree
आयव्ही गॉर्ड/लिटल लबाडी,Ivy gourd/little gourd
गूळ,Jaggery
जपोनिका तांदूळ,Japonica rice
जॅसिड,Jassid
जावानिका तांदूळ,Javanica rice
जेलिंग,Jelling
झूम शेती,Jhum cultivation
जंपिंग जीन,Jumping gene
जंक डीएनए,Junk DNA
किशोर टप्पा,Juvenile phase
जकारांडा,Jacaranda
फणस,Jackfruit
जामुन,Jamun
चमेली,Jasmine
जट्टी खट्टी,Jatti khatti
जॅट्रोफा,Jattrofa
Jute,Jute
जॅसिड्स,Jassids
काओलिन,Kaolin
Kaolinite,Kaolinite
Kaolinite,Kaolinite
कॅरीन्चीमा,Karyenchyma
Karyodesma,Karyodesma
Karyogamy,Karyogamy
कॅरोग्राम (इडिओग्राम),Karyogram (idiogram)
Karyokinesis,Karyokinesis
कॅरोलॉजी,Karyology
कॅरोलिसिस,Karyolysis
कॅरियन,Karyon
कॅरिओटाइप,Karyotype
केल्प (एकपेशीय वनस्पती),Kelp (algae)
केल्विन सायकल,Kelvin cycle
केराटिन,Keratin
कर्नल,Kernel
खैरा रोग,Khaira disease
खरीफ,Kharif
विनोद,Kidding
किनेटोचोर,Kinetochore
किचन गार्डन,Kitchen garden
क्लेनफिल्टर सिंड्रोम,Kleinfilter syndrome
क्लेनो फ्रॅगमेंट,Klenow fragment
नॉचिंग,Knotching
कोचचे पोस्ट्युलेट,Koch's postulate
कोप्पेनचे वर्गीकरण (हवामान),Koppen's classification (Climate)
क्रेब्स सायकल,Krebs cycle
कुर्टोसिस,Kurtosis
केव्हीके (कृषी विगीयन केंद्र),KVK (krishi vigyan kendra)
कडम,Kadam
काळे,Kale
कॅन्स गवत,Kans grass
कारोंडा,Karonda
"मूत्रपिंड बीन, राजमाह","Kidney bean, rajmah"
किविफ्रीट,Kiwifriut
नोल खोल,Knol khol
कोडाम्पुली,Kodampuli
कोडो बाजरी,Kodo millet
कोकम बटर ट्री (मॅंगोस्टीन),Kokam butter tree (mangosteen)
खाप्रा बीटल,Khapra beetle
एल.डी. 50 (प्राणघातक डोस 50),L.D.50 (lethal dose 50)
लॅब टू लँड,Lab to land
लेबल,Labile
श्रम,Labour
लाख ऑपेरॉन मॉडेल,Lac operon model
स्तनपान,Lactation
दुग्धशर्करा,Lactogenic hormone (prolactin)
दुग्धशर्करा,Lactose
लॅगिंग स्ट्रँड,Lagging strand
लॅम्बडा क्लोनिंग वेक्टर,Lambda cloning vector
लॅमिनेर एअर प्रवाह,Laminar air flow
दिवा ब्रश गुणसूत्र,Lamp brush chromosome
जमीन,Land
जमीन क्षमता वर्गीकरण,Land capability classification
जमीन क्षमता नकाशा,Land capability map
जमीन अधोगती,Land degradation
जमीन समकक्ष प्रमाण,Land equivalent ratio
जमीन समतल,Land levelling
जमीन पुनर्प्राप्ती,Land reclamation
लँडस्केपींग,Landscaping
जमीन योग्यता,Land suitability
जमीन वापर नमुना,Land use pattern
लॅन्जरहन्स पेशी,Langerhans cells
लॅप्स रेट,Lapse rate
अळ्या,Larva
विलंब,Latency
सुप्त,Latent
सुप्त संक्रमण,Latent infection
बाजूकडील,Lateral
नंतरच्या माती,Laterite soils
लेटेक्स,Latex
लॅथिरिझम,Lathyrism
लॅटिन स्क्वेअर डिझाइन (एलएसडी),Latin square design (LSD)
जाळी,Lattice
तडजोडीच्या फायद्याचा कायदा,Law of comprative advantage
निरंतर परतावा कायदा,Law of constant returns
क्षीण परतावा कायदा,Law of diminishing returns
वाढत्या रीटन्सचा कायदा,Law of increasing retuns
मर्यादित घटकांचा कायदा,Law of limiting factors
किमान कायदा,Law of minimum
प्रतिस्थापनाचा कायदा,Law of substitution
चल प्रमाणात कायदा,Law of variable proportions
थर,Layer
लेआउट,Layout
लीचेट,Leachate
लीचिंग कार्यक्षमता,Leaching efficiency
लीचिंग आवश्यकता,Leaching requirement
अग्रगण्य स्ट्रँड,Leading strand
पानांचे क्षेत्र कालावधी,Leaf area duration
लीफ एरिया इंडेक्स,Leaf area index
लीफ एरिया रेशो,Leaf area ratio
लीफ खाण कामगार,Leaf miner
लीफ टेस्टिंग,Leaf testing
पान,Leaf
पत्रक,Leaflet
लीज,Lease
शेंगा,Legume
लीसा - (कमी उर्जा इनपुट टिकाऊ शेती),LEISA - (Low Energy Input Sustainable Agriculture)
लेन्टिसेल,Lenticel
लेन्टो केशिका बिंदू,Lento capillary point
लेपटोनमा,Leptonema
लेप्टोस्पायरोसिस,Leptospirosis
लेरो-मॉर्फिक,Lero-morphic
घाव,Lesion
प्राणघातक उत्परिवर्तन,Lethal mutation
ल्युकोप्लास्ट,Leucoplast
स्तरीय टेरेस,Level terrace
लेव्हलर (लेव्हलर),Leveler (leveller)
समतल (जमीन),Levelling (of land)
ले शेती,Ley farming
लिबिगचा किमान कायदा,Liebig's law of minimum
बंधन,Ligation
हलकी भरपाई बिंदू,Light compensation point
हलकी संपृक्तता तीव्रता,Light saturation intensity
प्रकाश ट्रान्समिशन रेशो,Light transmission ratio
हलका सापळा,Light trap
मर्यादा,Liming
मर्यादा,Limitation
मर्यादित घटक,Limiting factor
लिमोनाइट,Limonite
ओळ,Line
रेखीय प्रतिसाद,Linear response
दुवा,Linkage
दुवा गट,Linkage group
लिंकर,Linker
लिंट इंडेक्स,Lint index
लाइन्टर्स,Linters
लिपिड,Lipid
लिपोलिसिस,Lipolysis
लिक्विडेशन,Liquidation
लिस्टर,Lister
लिस्टर,Lister
सूची,Listing
लिथोस्फीयर,Lithosphere
कचरा,Litter
लाइव्ह मल्च,Live mulches
लिव्हरवॉर्ट,Liverwort
पशुधन,Livestock
स्थानिक नियंत्रण,Local control
लोकस,Locus
टोळ,Locust
लॉजिंग (पीक निवास),Lodging (crop lodging)
Lodicule,Lodicule
लोस,Loess
लॉगरथिमिक ट्रान्सफॉर्मेशन,Logarthimic transformation
लांब -दिवस वनस्पती,Long - day plant
लाँग वेव्ह रेडिएशन,Long wave radiation
लूप,Loop
लोपिंग,Lopping
लाकूड,Lumber
लक्स,Lux
लक्झरी वापर (पोषक),Luxury consumption (nutrient)
लक्झरी जीन्स,Luxury genes
लाइकोपीन,Lycopene
लिम्फ,Lymph
लायसिमीटर,Lysimeter
सेलचे लिसिस,Lysis of cell
लायझोनी,Lysogeny
लायसोसोम,Lysosome
लायझोझाइम,Lysozyme
लाख वृक्ष,Lac tree
लाख,Lac
"बाईची बोट, भेंडी","Lady's finger, okra"
लँड कॅलट्रॉप्स,Land caltrops
लँटाना,Lantana
लॅथिरस,Lathyrus
लीक,Leek
गवती चहा,Lemon grass
लिंबू,Lemon
मसूर,Lentil
लेक्वोरिस,Lequorice
कोशिंबिरीसाठी वापरण्यात येणारा एक पाला व त्याचे झाड,Lettuce
कमळ,Lily
चुना,Lime
अलसी,Linseed
लिची,Litchi
लहान बाजरी,Little millet
लांब खरबूज,Long melon
लांब मिरपूड,Long pepper
Loquat,Loquat
कमळ,Lotus
Lurcerne,Lurcerne
लाख कीटक,Lac insect
लेडी बर्ड बीटल,Lady bird beetle
लीफ खाण कामगार,Leaf miner
लीफ रोलर,Leaf roller
लीफ वेबर,Leaf webber
टोळ,Locust
मॅक्रो इव्होल्यूशन,Macro evolution
मॅक्रोक्लीमेट,Macroclimate
मॅक्रोमोलिक्यूल,Macromolecule
मॅक्रोमेशन,Macromutation
मॅक्रोन्यूट्रिएंट,Macronutrient
मॅक्रोपोरेस,Macropores
मॅगगॉट,Maggot
मॅग्मा,Magma
मॅग्नेशिया,Magnesia
मॅग्नेशियम,Magnesium
चुंबकीय स्टिरर,Magnetic stirrer
परिमाण,Magnitude
महुआ केक,Mahua cake
देखभालकर्ता ओळ,Maintainer line
देखभाल,Maintenance
मका शेलर,Maize sheller
नर निर्जंतुकीकरण,Male sterile
विकृती,Malformation
विकृती,Malignancy
कुपोषण,Malnutrition
गैरवर्तन,Malpractice
माल्टिंग,Malting
व्यवस्थापक,Manger
खारफुटी,Mangroves
मॅनोमीटर,Manometer
मॅनोमीटर,Manometer
मॅन्टिसा (लॉगरिदमचा),Mantissa (of logarithm)
खत,Manure
खनिज,Manuring
सीमान्त,Marginal
सीमान्त खर्च,Marginal cost
सीमान्त जमीन,Marginal land
सीमान्त उत्पादन,Marginal product
सीमान्त परतावा,Marginal return
सागरी,Marine
मार्कर (अनुवांशिक),Marker (genetic)
बाजार,Market
विक्रेता,Marketable
विक्रेता अधिशेष,Marketable surplus
विपणन अधिशेष,Marketed surplus
विपणन,Marketing
मार्श,Marsh
मोठा प्रवाह,Mass flow
वस्तुमान निवड,Mass selection
मास-स्पेक्ट्रोमीटर,Mass-spectrometer
मास्ट,Mast
मातृ वारसा,Maternal inheritance
वीण,Mating
मॅट्रिक क्षमता,Matric potential
परिपक्वता,Maturation
परिपक्वता (पीक),Maturity (crop)
जास्तीत जास्त उपलब्ध पाणी,Maximum available water
जास्तीत जास्त पीक,Maximum cropping
जास्तीत जास्त अवशेष मर्यादा,Maximum residue limit
जास्तीत जास्त टिकाऊ उत्पन्न,Maximum sustainable yield
जास्तीत जास्त थर्मामीटर,Maximum thermometer
जास्तीत जास्त पाणी धारण करण्याची क्षमता,Maximum water holding capacity
कुरण बाग,Meadow orcharding
मीली,Mealy
म्हणजे विचलन,Mean deviation
म्हणजे जीवन (अणु),Mean life (nuclear)
म्हणजे समुद्राची पातळी,Mean sea level
सरासरी चौकोन,Mean square
उपाय,Measure
मोजमाप,Measurement
यांत्रिक,Mechanical
यांत्रिक विश्लेषण (माती),Mechanical analysis (soil)
यांत्रिक प्रतिबिंब,Mechanical impedence
यांत्रिकी शेती,Mechanized farming
मध्यम,Median
औषधी वनस्पती,Medicinal plant
भूमध्य हवामान,Mediterranean climate
मेगागॅमेटोजेनेसिस,Megagametogenesis
मेगास्पोरंगिया,Megasporangia
मेगासपोर (मॅक्रोस्पोर),Megaspore (macrospore)
मेगास्पोरोजेनेसिस,Megasporogenesis
मेयोसिस,Meiosis
मधुर माती,Mellow soil
डीएनए वितळविणे,Melting of DNA
पडदा फिल्टर,Membrane filter
मेंडेलियन वारसा,Mendelian inheritance
मेंडेलिझम,Mendelism
मेंडेलचा वारसा कायदा,Mendel's law of inheritance
व्यापारी,Merchandise
बुध,Mercury
मेरिस्टेम,Meristem
मेसोक्लीमेट,Mesoclimate
मेसोडर्म,Mesoderm
मेसोफिल,Mesophyll
मेसोफाइट,Mesophyte
मेसो-पोर्स,Meso-pores
मेसोस्फीअर,Mesosphere
मेसेंजर आरएनए (एम-आरएनए),Messenger RNA (m-RNA)
चयापचय,Metabolism
चयापचय,Metabolites
धातू धरण,Metal dam
मेटामॉर्फिक खडक,Metamorphic rocks
मेटामॉर्फोसिस,Metamorphosis
मेटाफेस,Metaphase
मेटास्ट्रस,Metastrus
मेटाक्सेनिया,Metaxenia
हवामानशास्त्र,Meteorology
मेथेमोग्लोबिनेमिया,Methaemoglobinaemia
पद्धत प्रात्यक्षिक,Method demonstration
मीका,Mica
मायक्रो बेसिन,Micro basin
सूक्ष्म प्राणी,Micro fauna
सूक्ष्मजंतू,Microbe
मायक्रोबियल बायोमास कार्बन,Microbial biomass carbon
मायक्रोबियल डीग्रेडेशन,Microbial degradation
सूक्ष्मजीव कीटकनाशक,Microbial insecticide
मायक्रोबायोलॉजी,Microbiology
मायक्रोबायोटिक,Microbiotic
मायक्रोक्लीमेट,Microclimate
मायक्रोइन्वायरनमेंट,Microenvironment
मायक्रोफ्लोरा,Microflora
मायक्रोगामेटोजेनेसिस,Microgametogenesis
सूक्ष्मकरण,Microirrigation
मायक्रोमेटोरोलॉजी,Micrometeorology
मायक्रोन्यूट्रिएंट,Micronutrient
मायक्रोप्लॉट,Microplot
मायक्रोपोर,Micropore
मायक्रोपाईल,Micropyle
मायक्रोस्कोपी,Microscopy
मायक्रोस्पोरॅंगियम,Microsporangium
मायक्रोस्पोर संस्कृती,Microspore culture
मायक्रोस्पोर मदर सेल,Microspore mother cell
मायक्रोस्पोर,Microspore
मायक्रोटोम,Microtome
मायक्रोटोपोग्राफी,Microtopography
मध्य-हंगाम दुरुस्ती,Mid-season correction
स्थलांतर,Migration
दूध धान्य स्टेज,Milk grain stage
मिलपीड,Millepede
बाजरी,Millets
मिलिंग पुनर्प्राप्ती,Milling recovery
मिलिंग,Milling
खनिज पोषण,Mineral nutrition
खनिज माती,Mineral soil
खनिजकरण,Mineralisation
खनिज,Minerals
किमान थर्मामीटर,Minimum thermometer
किमान नांगरलेली जमीन,Minimum tillage
किरकोळ पिके,Minor crops
मिओटिक इंडेक्स,Miotic index
मिसन्स उत्परिवर्तन,Missence mutation
धुके सिंचन,Mist irrigation
धुके,Mist
माइटोकॉन्ड्रिया,Mitochondria
माइटोसिस,Mitosis
मित्स्चरलिचचा कायदा,Mitscherlich's law
मिश्रित पीक,Mixed cropping
मिश्र शेती,Mixed farming
मिश्रित खत,Mixed fertilizer
मिश्र चरणे,Mixed grazing
मिश्रित स्वार्ड,Mixed sward
मॉडेल,Model
मॉडेलिंग,Modelling
सुधारित वातावरण पॅकेजिंग,Modified atmosphere packaging
ओलावा उपलब्धता निर्देशांक,Moisture availability index
ओलावा तूट निर्देशांक,Moisture deficit index
ओलावा समतुल्य,Moisture equivalent
ओलावा शासन,Moisture regime
ओलावा रीलिझ वक्र,Moisture release curve
ओलावा धारणा,Moisture retention
ओलावा ताण,Moisture stress
ओलावा तणाव,Moisture tension
ओलावा,Moisture
मोलर सोल्यूशन,Molar solution
गुळ,Molasses
तीळ ड्रेनेज,Mole drainage
आण्विक जीवशास्त्र,Molecular biology
आण्विक प्रजनन,Molecular breeding
आण्विक संकरीत,Molecular hybridization
मोलस्किसाईड,Molluscicide
आर्थिक लाभ निर्देशांक (एमएआय),Monetary advantage index (MAI)
मोनोक्लोनल अँटीबॉडी,Monoclonal antibody
मोनोकोटायलेडन्स,Monocotyledons
मोनोक्रॉप (मोनोकल्चर),Monocrop (Monoculture)
मोनोएसियस,Monoecious
मोनोजेनेसिस,Monogenesis
मोनोहायब्रिड,Monohybrid
मोनोझिगोटिक,Monozygotic
मॉन्सून,Monsoon
मॉन्टमोरिलोनाइट,Montmorillonite
मूर,Moor
मोर,Mor
मॉर्गन युनिट,Morgan unit
मॉर्फोजेनेसिस,Morphogenesis
मॉर्फोलॉजिकल रुपांतर,Morphological adaptation
मॉर्फोलॉजी,Morphology
गहाण,Mortgage
मोटल,Mottle
चिखल,Mottling
मूस,Mould
Multing,Moulting
मॉंड संस्कृती,Mound culture
मॉंड लेयरिंग,Mound layering
मॉवर,Mower
Mowing,Mowing
म्यूसीलेज,Mucilage
मक माती,Muck soil
चिखल,Muddy
मफल,Muffle
गवत शेती,Mulch farming
तणाचा वापर ओले गवत,Mulch tillage
गवत,Mulch
मल्चिंग,Mulching
मुल,Mull
बहु -मजली ​​पीक,Multi storey cropping
एकाधिक परस्परसंबंध,Multiple correlation
एकाधिक पीक,Multiple cropping
एकाधिक क्रॉपिंग इंडेक्स,Multiple cropping index
एकाधिक क्रॉस,Multiple cross
एकाधिक प्रतिकार,Multiple resistance
मल्टिव्हिएट,Multivariate
मल्टीझिगोटिक,Multizygotic
Mummification,Mummification
मुम्मीफाइड फळ,Mummified fruit
मस्कोवाइट,Muscovite
मशरूम,Mushroom
म्युटागेन,Mutagen
उत्परिवर्तन,Mutant
उत्परिवर्तन,Mutation
परस्पर प्रतिबंध,Mutual inhibition
परस्परवाद,Mutualism
मायसेलियम,Mycelium
मायकोलॉजी,Mycology
मायकोप्लाझ्मा,Mycoplasma
मायकोरिझा,Mycorrhiza
गदा,Mace
मदार,Madar
मधुका,Madhuca
मका,Maize
मखाना,Makhana
मंदारिन,Mandarin
आंबा झिंगर,Mango zinger
आंबा,Mango
"मार्गोसा, कडुनिंब","Margosa, neem"
झेंडू,Marigold
मॅस्टिक ट्री,Mastic tree
मेरिल,Merrill
मेस्ता,Mesta
पुदीना,Mint
मोलुका बीन,Molucca bean
माकड जॅक,Monkey jack
मोरिंगा,Moringa
सकाळचे वैभव (कॉन्वॉल्व्हुलस),Morning glory (convolvulus)
मोसंबी,Mosambi
मॉथ बीन,Moth bean
तुती,Mulberry
मशरूम,Mushroom
कस्तुरी खरबूज,Musk melon
कस्तुरी,Musk
मोहरी,Mustard
मर्टल,Myrtle
मॅपियर गवत,Mapier grass
मीली बग,Mealy bug
मिज,Midge
माइट्स,Mites
माकड,Monkey
डास,Mosquito
मॉथ,Moth
हवामानशास्त्रज्ञ,Meteorologist
मायक्रोबायोलॉजिस्ट,Microbiologist
मायकोलॉजिस्ट,Mycologist
नॅनोटेक्नॉलॉजी,Nanotechnology
नेपिफॉर्म,Napiform
मादक,Narcotic
नॅस्टिक चळवळ,Nastic movement
राष्ट्रीय प्रात्यक्षिक,National demonstration
राष्ट्रीयीकरण (जमीन),Nationalization (of land)
नैसर्गिक,Natural
नैसर्गिक इरोशन,Natural erosion
नैसर्गिक शेती,Natural farming
नैसर्गिक संसाधने,Natural resources
नैसर्गिक निवड,Natural selection
नैसर्गिक वनस्पती,Natural vegetation
मान (हॉर्ट),Neck (hort)
नेक्रोसिस,Necrosis
अमृत,Nectar
नकारात्मक le लेलोपॅथी,Negative allelopathy
नेमाटाइड,Nematicide
नेमाटोड प्रतिरोधक रूटस्टॉक,Nematode resistant rootstock
नेमाटोलॉजी,Nematology
निओटेनी,Neoteny
निव्वळ आत्मसात दर (एनएआर),Net assimilation rate (NAR)
निव्वळ फायदा,Net gain
निव्वळ उत्पन्न (शेती उत्पन्न),Net income (farm income)
निव्वळ सिंचनाची आवश्यकता,Net irrigation requirement
निव्वळ उत्पादकता,Net productivity
निव्वळ परतावा,Net return
नेटिंग,Netting
मज्जातंतू,Neuron
तटस्थ,Neutral
तटस्थता,Neutralism
तटस्थीकरण,Neutralization
तटस्थ माती,Neutral soil
न्यूट्रॉन ओलावा मीटर,Neutron moisture meter
कोनाडा,Niche
निकोटीन,Nicotine
रात्रीची माती,Night soil
नायट्रेट आत्मसात,Nitrate assimilation
नायट्रेट कपात,Nitrate reduction
नायट्रेट विषाक्तता,Nitrate toxicity
नायट्रे,Nitre
नायट्रीफिकेशन इनहिबिटर,Nitrification inhibitor
नायट्रोजन आत्मसात,Nitrogen assimilation
नायट्रोजन चक्र,Nitrogen cycle
नायट्रोजनची कमतरता,Nitrogen deficiency
नायट्रोजन फिक्सेशन,Nitrogen fixation
नायट्रोजनस,Nitrogenous
नोबिलायझेशन,Nobilization
उदात्त छडी,Noble cane
रात्री,Nocturnal
नोड,Node
नोड्युलेटेड वनस्पती,Nodulated plant
नोड्युलेशन,Nodulation
नोड्यूल,Nodule
भटक्या विमुक्त,Nomadion
नामांकन,Nomenclature
नॉन le लिक,Non allelic
नॉन केशिका छिद्र,Non capillary pore
प्रतिस्पर्धी पीक,Non competing crop
मूर्खपणाचे उत्परिवर्तन,Nonsense mutation
महत्त्वपूर्ण नाही,Non significant
नॉन-एसीड फॉर्मिंग खत,Non-acid forming fertilizer
नॉन-कंजुगेशन,Non-conjugation
नॉन-डिस्क्रिप्ट (प्राणी),Non-descript (animal)
अनावश्यक घटक,Non-essential element
नॉन-होमोजेनस,Non-homogenous
नॉन-होमोलॉजी,Non-homologus
नॉन-ध्रुवीय कंपाऊंड,Non-polar compound
नूतनीकरणयोग्य उर्जा,Non-renewable energy
नॉन-निवडक संपर्क हर्बिसाईड,Non-selective contact herbicide
निवडक नसलेली औषधी वनस्पती,Non-selective herbicide
नॉन-सिम्बायोटिक नायट्रोजन फिक्सेशन,Non-symbiotic nitrogen fixation
सामान्य वितरण,Normal distribution
सामान्य रोपे,Normal seedlings
सामान्य उपाय,Normal solution
सामान्यीकरण,Normalising
उत्तर ब्लॉटिंग,Northern blotting
सूचित रोग,Notifiable disease
नो-टू-लागवड,No-till planting
हानिकारक तण,Noxious weeds
विभक्त चुंबकीय,Nuclear magnetic
न्यूक्लिय acid सिड,Nuclei acid
न्यूक्लियोबॅक्टर,Nucleobacter
न्यूक्लियोलस,Nucleolus
न्यूक्लियोटाइड,Nucleotide
न्यूक्लियस,Nucleus
शून्य गृहीतक,Null hypothesis
न्युलिसोमिक,Nullisomic
शून्य-मस्त,Null-mutation
नर्स सेल,Nurse cell
नर्स पीक,Nurse crop
रोपवाटीका,Nursery
नट,Nut
पौष्टिक सायकलिंग,Nutrient cycling
पौष्टिक कमतरतेची लक्षणे,Nutrient deficiency symptoms
पोषण,Nutrition
पौष्टिक मूल्य,Nutritional value
पौष्टिक मूल्य निर्देशांक,Nutritive value index
शेतीशी संबंधित महत्त्वपूर्ण वनस्पतींची नावे,Names of important plants related to agriculture
नागाई कापूर,Nagai camphor
नार्सिसस,Narcissus
निगेला,Nigella
नायजर,Niger
रात्री चमेली,Night jasmine
निपा पाम,Nipa palm
नट गवत,Nut grass
नट झुडूप,Nut sedge
जायफळ,Nutmeg
नेमाटोड,Nematode
नट भुंगा,Nut weevil
नेमाटोलॉजिस्ट,Nematologist
बंधनकारक एरोब,Obligate aerobes
अनारॉब्स बंधनकारक,Obligate anaerobes
परजीवी बंधनकारक,Obligate parasite
बंधनकारक,Obligate
ऑफ-टाइप झाडे,Off-type plants
तेल केक,Oil cake
ओकाझाकी तुकडा,Okazaki fragment
Oleructurt,Olericulture
ऑलिगोजेन,Oligogene
ऑलिगोन्यूक्लियोटाइड,Oligonucleotide
ऑलिव तेल,Olive oil
ओमेगा -3-फॅटी acid सिड,Omega-3-fatty acid
सर्वव्यापी,Omnivorous
ऑन्कोजेन,Oncogene
ऑन्कोजेनिक विषाणू,Oncogenic virus
ऑन्कोलॉजी,Oncology
शेती संशोधन,On-farm research
ओओसाइट,Oocyte
ऑपरेटिंग किंमत,Operating cost
ओपेरॉन,Operon
संधी पीक,Opportunity cropping
इष्टतम डोस,Optimum dose
इष्टतम आर्थिक डोस,Optimum economic dose
फळबागाची कार्यक्षमता,Orchard efficiency
सेंद्रिय शेती,Organic agriculture
सेंद्रिय कोलोइड्स,Organic colloids
सेंद्रिय शेती,Organic farming
सेंद्रिय खत,Organic manure
सेंद्रिय पदार्थ,Organic matter
सेंद्रिय नायट्रोजन (माती),Organic nitrogen (soil)
सेंद्रिय फॉस्फरस,Organic phosphorus
सेंद्रिय माती,Organic soil
सेंद्रिय कचरा,Organic wastes
सेंद्रिय,Organic
संघटित विपणन,Organised marketing
ऑर्गोजेनेसिस,Organogenesis
ऑर्गेनोलेप्टिक मूल्यांकन,Organoleptic evaluation
ऑर्नेथोलॉजी,Orninthology
ऑर्थोडॉक्स बियाणे,Orthodox seed
ऑर्थोगोनल बहुपद समीकरण,Orthogonal polynomial equation
ऑस्मोसिस,Osmosis
ओस्मोटिक प्रभाव,Osmotic effect
ओस्मोटिक संभाव्यता,Osmotic potential
उद्रेक,Out break
बाहेर प्रजनन,Out breeding
ओव्हन,Oven
ओव्हरविंटर,Overwinter
आच्छादित पिढी,Overlapping generation
ओव्हम,Ovum
ऑक्सिडेशन,Oxidation
ऑक्सिलोफाईट्स,Oxylophytes
ओट्स,Oats
तेल पाम,Oil palm
ओलेंदर,Oleander
ऑलिव्ह,Olive
कांदा,Onion
अफू खसखस,Opium poppy
"ओरिएंटल विमान, युरोपियन विमान वृक्ष","Oriental plane, european plane tree"
पॅकिंग,Packing
पॅडॉक,Paddock
जोडी पंक्ती लावणी,Paired row planting
स्वादिष्टता,Palatability
पॅनिकल,Panicle
पॅरासेंट्रिक इनव्हर्जन,Paracentric inversion
पॅरामीटर,Parameter
परजीवी,Parasite
पार्बिलिंग,Parboiling
पॅरेन्कायमा,Parenchyma
पालक रॉक,Parent rock
परमाणु दुष्काळ,Parmanent drought
पार्थेनोजेनेसिस,Parthenogenesis
आंशिक घटक उत्पादकता,Partial factor productivity
सहभागी ग्रामीण मूल्यांकन,Participatory rural appraisal
कण घनता,Particle density
निष्क्रिय शोषण,Passive absorption
कुरण,Pasture
कुरण,Pasturization
पीसीआर (पॉलिमरेज चेन रिएक्शन),PCR (polymerase chain reaction)
शेतकरी शेती,Peasant farming
पीट (माती),Peat (soil)
पेड,Ped
पेडीकल,Pedicel
वंशावळ,Pedigree
पेडोजेनेसिस,Pedogenesis
पेडोलॉजी,Pedology
सोल,Peel
सोलणे,Peeling
पेलेटिंग,Pelleting
पाझर,Percolation
बारमाही,Perennial
पेरीसेंट्रिक इनव्हर्जन,Pericentric inversion
पेरी-शहरी,Peri-urban
पारगम्यता,Permeability
पर्माकल्चर,Permaculture
कायमस्वरुपी विल्टिंग पॉईंट (पीडब्ल्यूपी),Permanent wilting point (PWP)
परवानगी गुणांक,Permability coefficient
पारगम्यता दर,Permeability rate
परमममीटर,Permeameter
सतत औषधी वनस्पती,Persistent herbicide
कीटकनाशक,Pesticide
पेट्रोफाइट,Petrophyte
फेज,Phage
टप्प्याटप्प्याने लागवड,Phased planting
Phasmid,Phasmid
फेलोजेन,Phellogen
फिनोलिक संयुगे,Phenolic compounds
फेनोलॉजी,Phenology
फेनोटाइप,Phenotype
फेरोमोन,Pheromone
फ्लोम,Phloem
फॉस्फेट फिक्सेशन,Phosphate fixation
फॉस्फेट रॉक,Phosphate rock
फॉस्फेट विद्रव्य,Phosphate solubilization
फॉस्फेट विद्रव्य,Phosphate solubilizing
फॉस्फेटाइड,Phosphatide
फॉस्फो-जिप्सम,Phospho-gypsum
फॉस्फोलिपिड,Phospholipid
फॉस्फोरिलेशन,Phosphorylation
फोटो स्पेक्ट्रोमीटर,Photo spectrometer
फोटोआटोट्रोफ,Photoautotroph
फोटोकॉमिकल प्रतिक्रिया,Photochomical reaction
फोटोडसॅम्पोजिशन,Photodecemposition
फोटोमेट्री,Photometry
फोटोमॉर्फोजेनेसिस,Photomorphogenesis
फोटॉन,Photon
फोटो-ऑक्सिडेशन,Photo-oxidation
फोटोपेरिओड,Photoperiod
फोटोपेरिओडिझम,Photoperiodism
फोटोफोस्फोरिलेशन,Photophosphorylation
फोटोरिएक्टिव्हिटी,Photoreactivation
फोटोरसेप्टर,Photoreceptor
फोटोरस्पिरेशन,Photorespiration
प्रकाशसंश्लेषण,Photosynthesis
प्रकाशसंश्लेषक कार्यक्षमता,Photosynthetic efficiency
प्रकाशसंश्लेषक quotent,Photosynthetic quoitent
प्रकाशसंश्लेषण,Photosynthetically
फोटोट्रोपिझम,Phototropism
फिलॉडी,Phyllody
