English,Marathi
Insolation,इन्सोलेशन
Insoluble,अघुलनशील
Instar (insect),इन्स्टार (कीटक)
Insulator,इन्सुलेटर
Integrated disease management,एकात्मिक रोग व्यवस्थापन
Integrated nutrient management,एकात्मिक पोषक व्यवस्थापन
Integrated pest management,एकात्मिक कीटक व्यवस्थापन
Intensification,तीव्रता
Intensive,गहन
Intercrop,इंटरपॉप
Intercultivation (interculture),परस्परसंवाद (परस्परसंवाद)
Interest,व्याज
Internode,इंटर्नोड
Interphase (cell division),इंटरफेस (सेल विभाग)
Interpolation,इंटरपोलेशन
Inter-sterile,आंतर-वृद्ध
Inventory,यादी
Inversion,उलटा
Involucre,Incocre
Ion,आयन
Irradiation,इरिडिएशन
Irrigation,सिंचन
Iso alleles,आयएसओ les लेल्स
Iso product curve,आयएसओ उत्पादन वक्र
Isobar,आयसोबार
Isogamy,Isogamy
Isolation distance,अलगाव अंतर
Isoploid,आयसोप्लॉइड
Isoquant,आयसोक्वांट
Isotope,समस्थानिक
Indian birch,भारतीय बर्च
Indian blue pine,भारतीय निळा पाइन
Indian cherry,भारतीय चेरी
Indian juniper,भारतीय जुनिपर
Indian kino tree,भारतीय किनो वृक्ष
Indian laural tree,भारतीय लॉरल ट्री
Indian madder,भारतीय वेडा
Indian maddler,भारतीय मॅडलर
Indian podo phylum,भारतीय पोडो फिलम
Indigo,इंडिगो
Italian millet,इटालियन बाजरी
Ivory tree,आयव्हरी ट्री
Ivy gourd/little gourd,आयव्ही गॉर्ड/लिटल लबाडी
Jaggery,गूळ
Japonica rice,जपोनिका तांदूळ
Jassid,जॅसिड
Javanica rice,जावानिका तांदूळ
Jelling,जेलिंग
Jhum cultivation,झूम शेती
Jumping gene,जंपिंग जीन
Junk DNA,जंक डीएनए
Juvenile phase,किशोर टप्पा
Jacaranda,जकारांडा
Jackfruit,फणस
Jamun,जामुन
Jasmine,चमेली
Jatti khatti,जट्टी खट्टी
Jattrofa,जॅट्रोफा
Jute,Jute
Jassids,जॅसिड्स
Kaolin,काओलिन
Kaolinite,Kaolinite
Kaolinite,Kaolinite
Karyenchyma,कॅरीन्चीमा
Karyodesma,Karyodesma
Karyogamy,Karyogamy
Karyogram (idiogram),कॅरोग्राम (इडिओग्राम)
Karyokinesis,Karyokinesis
Karyology,कॅरोलॉजी
Karyolysis,कॅरोलिसिस
Karyon,कॅरियन
Karyotype,कॅरिओटाइप
Kelp (algae),केल्प (एकपेशीय वनस्पती)
Kelvin cycle,केल्विन सायकल
Keratin,केराटिन
Kernel,कर्नल
Khaira disease,खैरा रोग
Kharif,खरीफ
Kidding,विनोद
Kinetochore,किनेटोचोर
Kitchen garden,किचन गार्डन
Kleinfilter syndrome,क्लेनफिल्टर सिंड्रोम
Klenow fragment,क्लेनो फ्रॅगमेंट
Knotching,नॉचिंग
Koch's postulate,कोचचे पोस्ट्युलेट
Koppen's classification (Climate),कोप्पेनचे वर्गीकरण (हवामान)
Krebs cycle,क्रेब्स सायकल
Kurtosis,कुर्टोसिस
KVK (krishi vigyan kendra),केव्हीके (कृषी विगीयन केंद्र)
Kadam,कडम
Kale,काळे
Kans grass,कॅन्स गवत
Karonda,कारोंडा
"Kidney bean, rajmah","मूत्रपिंड बीन, राजमाह"
Kiwifriut,किविफ्रीट
Knol khol,नोल खोल
Kodampuli,कोडाम्पुली
Kodo millet,कोडो बाजरी
Kokam butter tree (mangosteen),कोकम बटर ट्री (मॅंगोस्टीन)
Khapra beetle,खाप्रा बीटल
L.D.50 (lethal dose 50),एल.डी. 50 (प्राणघातक डोस 50)
Lab to land,लॅब टू लँड
Labile,लेबल
Labour,श्रम
Lac operon model,लाख ऑपेरॉन मॉडेल
Lactation,स्तनपान
Lactogenic hormone (prolactin),दुग्धशर्करा
Lactose,दुग्धशर्करा
Lagging strand,लॅगिंग स्ट्रँड
Lambda cloning vector,लॅम्बडा क्लोनिंग वेक्टर
Laminar air flow,लॅमिनेर एअर प्रवाह
Lamp brush chromosome,दिवा ब्रश गुणसूत्र
Land,जमीन
Land capability classification,जमीन क्षमता वर्गीकरण
Land capability map,जमीन क्षमता नकाशा
Land degradation,जमीन अधोगती
Land equivalent ratio,जमीन समकक्ष प्रमाण
Land levelling,जमीन समतल
Land reclamation,जमीन पुनर्प्राप्ती
Landscaping,लँडस्केपींग
Land suitability,जमीन योग्यता
Land use pattern,जमीन वापर नमुना
Langerhans cells,लॅन्जरहन्स पेशी
Lapse rate,लॅप्स रेट
Larva,अळ्या
Latency,विलंब
Latent,सुप्त
Latent infection,सुप्त संक्रमण
Lateral,बाजूकडील
Laterite soils,नंतरच्या माती
Latex,लेटेक्स
Lathyrism,लॅथिरिझम
Latin square design (LSD),लॅटिन स्क्वेअर डिझाइन (एलएसडी)
Lattice,जाळी
Law of comprative advantage,तडजोडीच्या फायद्याचा कायदा
Law of constant returns,निरंतर परतावा कायदा
Law of diminishing returns,क्षीण परतावा कायदा
Law of increasing retuns,वाढत्या रीटन्सचा कायदा
Law of limiting factors,मर्यादित घटकांचा कायदा
Law of minimum,किमान कायदा
Law of substitution,प्रतिस्थापनाचा कायदा
Law of variable proportions,चल प्रमाणात कायदा
Layer,थर
Layout,लेआउट
Leachate,लीचेट
Leaching efficiency,लीचिंग कार्यक्षमता
Leaching requirement,लीचिंग आवश्यकता
Leading strand,अग्रगण्य स्ट्रँड
Leaf area duration,पानांचे क्षेत्र कालावधी
Leaf area index,लीफ एरिया इंडेक्स
Leaf area ratio,लीफ एरिया रेशो
Leaf miner,लीफ खाण कामगार
Leaf testing,लीफ टेस्टिंग
Leaf,पान
Leaflet,पत्रक
Lease,लीज
Legume,शेंगा
LEISA - (Low Energy Input Sustainable Agriculture),लीसा - (कमी उर्जा इनपुट टिकाऊ शेती)
Lenticel,लेन्टिसेल
Lento capillary point,लेन्टो केशिका बिंदू
Leptonema,लेपटोनमा
Leptospirosis,लेप्टोस्पायरोसिस
Lero-morphic,लेरो-मॉर्फिक
Lesion,घाव
Lethal mutation,प्राणघातक उत्परिवर्तन
Leucoplast,ल्युकोप्लास्ट
Level terrace,स्तरीय टेरेस
Leveler (leveller),लेव्हलर (लेव्हलर)
Levelling (of land),समतल (जमीन)
Ley farming,ले शेती
Liebig's law of minimum,लिबिगचा किमान कायदा
Ligation,बंधन
Light compensation point,हलकी भरपाई बिंदू
Light saturation intensity,हलकी संपृक्तता तीव्रता
Light transmission ratio,प्रकाश ट्रान्समिशन रेशो
Light trap,हलका सापळा
Liming,मर्यादा
Limitation,मर्यादा
Limiting factor,मर्यादित घटक
Limonite,लिमोनाइट
Line,ओळ
Linear response,रेखीय प्रतिसाद
Linkage,दुवा
Linkage group,दुवा गट
Linker,लिंकर
Lint index,लिंट इंडेक्स
Linters,लाइन्टर्स
Lipid,लिपिड
Lipolysis,लिपोलिसिस
Liquidation,लिक्विडेशन
Lister,लिस्टर
Lister,लिस्टर
Listing,सूची
Lithosphere,लिथोस्फीयर
Litter,कचरा
Live mulches,लाइव्ह मल्च
Liverwort,लिव्हरवॉर्ट
Livestock,पशुधन
Local control,स्थानिक नियंत्रण
Locus,लोकस
Locust,टोळ
Lodging (crop lodging),लॉजिंग (पीक निवास)
Lodicule,Lodicule
Loess,लोस
Logarthimic transformation,लॉगरथिमिक ट्रान्सफॉर्मेशन
Long - day plant,लांब -दिवस वनस्पती
Long wave radiation,लाँग वेव्ह रेडिएशन
Loop,लूप
Lopping,लोपिंग
Lumber,लाकूड
Lux,लक्स
Luxury consumption (nutrient),लक्झरी वापर (पोषक)
Luxury genes,लक्झरी जीन्स
Lycopene,लाइकोपीन
Lymph,लिम्फ
Lysimeter,लायसिमीटर
Lysis of cell,सेलचे लिसिस
Lysogeny,लायझोनी
Lysosome,लायसोसोम
Lysozyme,लायझोझाइम
Lac tree,लाख वृक्ष
Lac,लाख
"Lady's finger, okra","बाईची बोट, भेंडी"
Land caltrops,लँड कॅलट्रॉप्स
Lantana,लँटाना
Lathyrus,लॅथिरस
Leek,लीक
Lemon grass,गवती चहा
Lemon,लिंबू
Lentil,मसूर
Lequorice,लेक्वोरिस
Lettuce,कोशिंबिरीसाठी वापरण्यात येणारा एक पाला व त्याचे झाड
Lily,कमळ
Lime,चुना
Linseed,अलसी
Litchi,लिची
Little millet,लहान बाजरी
Long melon,लांब खरबूज
Long pepper,लांब मिरपूड
Loquat,Loquat
Lotus,कमळ
Lurcerne,Lurcerne
Lac insect,लाख कीटक
Lady bird beetle,लेडी बर्ड बीटल
Leaf miner,लीफ खाण कामगार
Leaf roller,लीफ रोलर
Leaf webber,लीफ वेबर
Locust,टोळ
Macro evolution,मॅक्रो इव्होल्यूशन
Macroclimate,मॅक्रोक्लीमेट
Macromolecule,मॅक्रोमोलिक्यूल
Macromutation,मॅक्रोमेशन
Macronutrient,मॅक्रोन्यूट्रिएंट
Macropores,मॅक्रोपोरेस
Maggot,मॅगगॉट
Magma,मॅग्मा
Magnesia,मॅग्नेशिया
Magnesium,मॅग्नेशियम
Magnetic stirrer,चुंबकीय स्टिरर
Magnitude,परिमाण
Mahua cake,महुआ केक
Maintainer line,देखभालकर्ता ओळ
Maintenance,देखभाल
Maize sheller,मका शेलर
Male sterile,नर निर्जंतुकीकरण
Malformation,विकृती
Malignancy,विकृती
Malnutrition,कुपोषण
Malpractice,गैरवर्तन
Malting,माल्टिंग
Manger,व्यवस्थापक
Mangroves,खारफुटी
Manometer,मॅनोमीटर
Manometer,मॅनोमीटर
Mantissa (of logarithm),मॅन्टिसा (लॉगरिदमचा)
Manure,खत
Manuring,खनिज
Marginal,सीमान्त
Marginal cost,सीमान्त खर्च
Marginal land,सीमान्त जमीन
Marginal product,सीमान्त उत्पादन
Marginal return,सीमान्त परतावा
Marine,सागरी
Marker (genetic),मार्कर (अनुवांशिक)
Market,बाजार
Marketable,विक्रेता
Marketable surplus,विक्रेता अधिशेष
Marketed surplus,विपणन अधिशेष
Marketing,विपणन
Marsh,मार्श
Mass flow,मोठा प्रवाह
Mass selection,वस्तुमान निवड
Mass-spectrometer,मास-स्पेक्ट्रोमीटर
Mast,मास्ट
Maternal inheritance,मातृ वारसा
Mating,वीण
Matric potential,मॅट्रिक क्षमता
Maturation,परिपक्वता
Maturity (crop),परिपक्वता (पीक)
Maximum available water,जास्तीत जास्त उपलब्ध पाणी
Maximum cropping,जास्तीत जास्त पीक
Maximum residue limit,जास्तीत जास्त अवशेष मर्यादा
Maximum sustainable yield,जास्तीत जास्त टिकाऊ उत्पन्न
Maximum thermometer,जास्तीत जास्त थर्मामीटर
Maximum water holding capacity,जास्तीत जास्त पाणी धारण करण्याची क्षमता
Meadow orcharding,कुरण बाग
Mealy,मीली
Mean deviation,म्हणजे विचलन
Mean life (nuclear),म्हणजे जीवन (अणु)
Mean sea level,म्हणजे समुद्राची पातळी
Mean square,सरासरी चौकोन
Measure,उपाय
Measurement,मोजमाप
Mechanical,यांत्रिक
Mechanical analysis (soil),यांत्रिक विश्लेषण (माती)
Mechanical impedence,यांत्रिक प्रतिबिंब
Mechanized farming,यांत्रिकी शेती
Median,मध्यम
Medicinal plant,औषधी वनस्पती
Mediterranean climate,भूमध्य हवामान
Megagametogenesis,मेगागॅमेटोजेनेसिस
Megasporangia,मेगास्पोरंगिया
Megaspore (macrospore),मेगासपोर (मॅक्रोस्पोर)
Megasporogenesis,मेगास्पोरोजेनेसिस
Meiosis,मेयोसिस
Mellow soil,मधुर माती
Melting of DNA,डीएनए वितळविणे
Membrane filter,पडदा फिल्टर
Mendelian inheritance,मेंडेलियन वारसा
Mendelism,मेंडेलिझम
Mendel's law of inheritance,मेंडेलचा वारसा कायदा
Merchandise,व्यापारी
Mercury,बुध
Meristem,मेरिस्टेम
Mesoclimate,मेसोक्लीमेट
Mesoderm,मेसोडर्म
Mesophyll,मेसोफिल
Mesophyte,मेसोफाइट
Meso-pores,मेसो-पोर्स
Mesosphere,मेसोस्फीअर
Messenger RNA (m-RNA),मेसेंजर आरएनए (एम-आरएनए)
Metabolism,चयापचय
Metabolites,चयापचय
Metal dam,धातू धरण
Metamorphic rocks,मेटामॉर्फिक खडक
Metamorphosis,मेटामॉर्फोसिस
Metaphase,मेटाफेस
Metastrus,मेटास्ट्रस
Metaxenia,मेटाक्सेनिया
Meteorology,हवामानशास्त्र
Methaemoglobinaemia,मेथेमोग्लोबिनेमिया
Method demonstration,पद्धत प्रात्यक्षिक
Mica,मीका
Micro basin,मायक्रो बेसिन
Micro fauna,सूक्ष्म प्राणी
Microbe,सूक्ष्मजंतू
Microbial biomass carbon,मायक्रोबियल बायोमास कार्बन
Microbial degradation,मायक्रोबियल डीग्रेडेशन
Microbial insecticide,सूक्ष्मजीव कीटकनाशक
Microbiology,मायक्रोबायोलॉजी
Microbiotic,मायक्रोबायोटिक
Microclimate,मायक्रोक्लीमेट
Microenvironment,मायक्रोइन्वायरनमेंट
Microflora,मायक्रोफ्लोरा
Microgametogenesis,मायक्रोगामेटोजेनेसिस
Microirrigation,सूक्ष्मकरण
Micrometeorology,मायक्रोमेटोरोलॉजी
Micronutrient,मायक्रोन्यूट्रिएंट
Microplot,मायक्रोप्लॉट
Micropore,मायक्रोपोर
Micropyle,मायक्रोपाईल
Microscopy,मायक्रोस्कोपी
Microsporangium,मायक्रोस्पोरॅंगियम
Microspore culture,मायक्रोस्पोर संस्कृती
Microspore mother cell,मायक्रोस्पोर मदर सेल
Microspore,मायक्रोस्पोर
Microtome,मायक्रोटोम
Microtopography,मायक्रोटोपोग्राफी
Mid-season correction,मध्य-हंगाम दुरुस्ती
Migration,स्थलांतर
Milk grain stage,दूध धान्य स्टेज
Millepede,मिलपीड
Millets,बाजरी
Milling recovery,मिलिंग पुनर्प्राप्ती
Milling,मिलिंग
Mineral nutrition,खनिज पोषण
Mineral soil,खनिज माती
Mineralisation,खनिजकरण
Minerals,खनिज
Minimum thermometer,किमान थर्मामीटर
Minimum tillage,किमान नांगरलेली जमीन
Minor crops,किरकोळ पिके
Miotic index,मिओटिक इंडेक्स
Missence mutation,मिसन्स उत्परिवर्तन
Mist irrigation,धुके सिंचन
Mist,धुके
Mitochondria,माइटोकॉन्ड्रिया
Mitosis,माइटोसिस
Mitscherlich's law,मित्स्चरलिचचा कायदा
Mixed cropping,मिश्रित पीक
Mixed farming,मिश्र शेती
Mixed fertilizer,मिश्रित खत
Mixed grazing,मिश्र चरणे
Mixed sward,मिश्रित स्वार्ड
Model,मॉडेल
Modelling,मॉडेलिंग
Modified atmosphere packaging,सुधारित वातावरण पॅकेजिंग
Moisture availability index,ओलावा उपलब्धता निर्देशांक
Moisture deficit index,ओलावा तूट निर्देशांक
Moisture equivalent,ओलावा समतुल्य
Moisture regime,ओलावा शासन
Moisture release curve,ओलावा रीलिझ वक्र
Moisture retention,ओलावा धारणा
Moisture stress,ओलावा ताण
Moisture tension,ओलावा तणाव
Moisture,ओलावा
Molar solution,मोलर सोल्यूशन
Molasses,गुळ
Mole drainage,तीळ ड्रेनेज
Molecular biology,आण्विक जीवशास्त्र
Molecular breeding,आण्विक प्रजनन
Molecular hybridization,आण्विक संकरीत
Molluscicide,मोलस्किसाईड
Monetary advantage index (MAI),आर्थिक लाभ निर्देशांक (एमएआय)
Monoclonal antibody,मोनोक्लोनल अँटीबॉडी
Monocotyledons,मोनोकोटायलेडन्स
Monocrop (Monoculture),मोनोक्रॉप (मोनोकल्चर)
Monoecious,मोनोएसियस
Monogenesis,मोनोजेनेसिस
Monohybrid,मोनोहायब्रिड
Monozygotic,मोनोझिगोटिक
Monsoon,मॉन्सून
Montmorillonite,मॉन्टमोरिलोनाइट
Moor,मूर
Mor,मोर
Morgan unit,मॉर्गन युनिट
Morphogenesis,मॉर्फोजेनेसिस
Morphological adaptation,मॉर्फोलॉजिकल रुपांतर
Morphology,मॉर्फोलॉजी
Mortgage,गहाण
Mottle,मोटल
Mottling,चिखल
Mould,मूस
Moulting,Multing
Mound culture,मॉंड संस्कृती
Mound layering,मॉंड लेयरिंग
Mower,मॉवर
Mowing,Mowing
Mucilage,म्यूसीलेज
Muck soil,मक माती
Muddy,चिखल
Muffle,मफल
Mulch farming,गवत शेती
Mulch tillage,तणाचा वापर ओले गवत
Mulch,गवत
Mulching,मल्चिंग
Mull,मुल
Multi storey cropping,बहु -मजली ​​पीक
Multiple correlation,एकाधिक परस्परसंबंध
Multiple cropping,एकाधिक पीक
Multiple cropping index,एकाधिक क्रॉपिंग इंडेक्स
Multiple cross,एकाधिक क्रॉस
Multiple resistance,एकाधिक प्रतिकार
Multivariate,मल्टिव्हिएट
Multizygotic,मल्टीझिगोटिक
Mummification,Mummification
Mummified fruit,मुम्मीफाइड फळ
Muscovite,मस्कोवाइट
Mushroom,मशरूम
Mutagen,म्युटागेन
Mutant,उत्परिवर्तन
Mutation,उत्परिवर्तन
Mutual inhibition,परस्पर प्रतिबंध
Mutualism,परस्परवाद
Mycelium,मायसेलियम
Mycology,मायकोलॉजी
Mycoplasma,मायकोप्लाझ्मा
Mycorrhiza,मायकोरिझा
Mace,गदा
Madar,मदार
Madhuca,मधुका
Maize,मका
Makhana,मखाना
Mandarin,मंदारिन
Mango zinger,आंबा झिंगर
Mango,आंबा
"Margosa, neem","मार्गोसा, कडुनिंब"
Marigold,झेंडू
Mastic tree,मॅस्टिक ट्री
Merrill,मेरिल
Mesta,मेस्ता
Mint,पुदीना
Molucca bean,मोलुका बीन
Monkey jack,माकड जॅक
Moringa,मोरिंगा
Morning glory (convolvulus),सकाळचे वैभव (कॉन्वॉल्व्हुलस)
Mosambi,मोसंबी
Moth bean,मॉथ बीन
Mulberry,तुती
Mushroom,मशरूम
Musk melon,कस्तुरी खरबूज
Musk,कस्तुरी
Mustard,मोहरी
Myrtle,मर्टल
Mapier grass,मॅपियर गवत
Mealy bug,मीली बग
Midge,मिज
Mites,माइट्स
Monkey,माकड
Mosquito,डास
Moth,मॉथ
Meteorologist,हवामानशास्त्रज्ञ
Microbiologist,मायक्रोबायोलॉजिस्ट
Mycologist,मायकोलॉजिस्ट
Nanotechnology,नॅनोटेक्नॉलॉजी
Napiform,नेपिफॉर्म
Narcotic,मादक
Nastic movement,नॅस्टिक चळवळ
National demonstration,राष्ट्रीय प्रात्यक्षिक
Nationalization (of land),राष्ट्रीयीकरण (जमीन)
Natural,नैसर्गिक
Natural erosion,नैसर्गिक इरोशन
Natural farming,नैसर्गिक शेती
Natural resources,नैसर्गिक संसाधने
Natural selection,नैसर्गिक निवड
Natural vegetation,नैसर्गिक वनस्पती
Neck (hort),मान (हॉर्ट)
Necrosis,नेक्रोसिस
Nectar,अमृत
Negative allelopathy,नकारात्मक le लेलोपॅथी
Nematicide,नेमाटाइड
Nematode resistant rootstock,नेमाटोड प्रतिरोधक रूटस्टॉक
Nematology,नेमाटोलॉजी
Neoteny,निओटेनी
Net assimilation rate (NAR),निव्वळ आत्मसात दर (एनएआर)
Net gain,निव्वळ फायदा
Net income (farm income),निव्वळ उत्पन्न (शेती उत्पन्न)
Net irrigation requirement,निव्वळ सिंचनाची आवश्यकता
Net productivity,निव्वळ उत्पादकता
Net return,निव्वळ परतावा
Netting,नेटिंग
Neuron,मज्जातंतू
Neutral,तटस्थ
Neutralism,तटस्थता
Neutralization,तटस्थीकरण
Neutral soil,तटस्थ माती
Neutron moisture meter,न्यूट्रॉन ओलावा मीटर
Niche,कोनाडा
Nicotine,निकोटीन
Night soil,रात्रीची माती
Nitrate assimilation,नायट्रेट आत्मसात
Nitrate reduction,नायट्रेट कपात
Nitrate toxicity,नायट्रेट विषाक्तता
Nitre,नायट्रे
Nitrification inhibitor,नायट्रीफिकेशन इनहिबिटर
Nitrogen assimilation,नायट्रोजन आत्मसात
Nitrogen cycle,नायट्रोजन चक्र
Nitrogen deficiency,नायट्रोजनची कमतरता
Nitrogen fixation,नायट्रोजन फिक्सेशन
Nitrogenous,नायट्रोजनस
Nobilization,नोबिलायझेशन
Noble cane,उदात्त छडी
Nocturnal,रात्री
Node,नोड
Nodulated plant,नोड्युलेटेड वनस्पती
Nodulation,नोड्युलेशन
Nodule,नोड्यूल
Nomadion,भटक्या विमुक्त
Nomenclature,नामांकन
Non allelic,नॉन le लिक
Non capillary pore,नॉन केशिका छिद्र
Non competing crop,प्रतिस्पर्धी पीक
Nonsense mutation,मूर्खपणाचे उत्परिवर्तन
Non significant,महत्त्वपूर्ण नाही
Non-acid forming fertilizer,नॉन-एसीड फॉर्मिंग खत
Non-conjugation,नॉन-कंजुगेशन
Non-descript (animal),नॉन-डिस्क्रिप्ट (प्राणी)
Non-essential element,अनावश्यक घटक
Non-homogenous,नॉन-होमोजेनस
Non-homologus,नॉन-होमोलॉजी
Non-polar compound,नॉन-ध्रुवीय कंपाऊंड
Non-renewable energy,नूतनीकरणयोग्य उर्जा
Non-selective contact herbicide,नॉन-निवडक संपर्क हर्बिसाईड
Non-selective herbicide,निवडक नसलेली औषधी वनस्पती
Non-symbiotic nitrogen fixation,नॉन-सिम्बायोटिक नायट्रोजन फिक्सेशन
Normal distribution,सामान्य वितरण
Normal seedlings,सामान्य रोपे
Normal solution,सामान्य उपाय
Normalising,सामान्यीकरण
Northern blotting,उत्तर ब्लॉटिंग
Notifiable disease,सूचित रोग
No-till planting,नो-टू-लागवड
Noxious weeds,हानिकारक तण
Nuclear magnetic,विभक्त चुंबकीय
Nuclei acid,न्यूक्लिय acid सिड
Nucleobacter,न्यूक्लियोबॅक्टर
Nucleolus,न्यूक्लियोलस
Nucleotide,न्यूक्लियोटाइड
Nucleus,न्यूक्लियस
Null hypothesis,शून्य गृहीतक
Nullisomic,न्युलिसोमिक
Null-mutation,शून्य-मस्त
Nurse cell,नर्स सेल
Nurse crop,नर्स पीक
Nursery,रोपवाटीका
Nut,नट
Nutrient cycling,पौष्टिक सायकलिंग
Nutrient deficiency symptoms,पौष्टिक कमतरतेची लक्षणे
Nutrition,पोषण
Nutritional value,पौष्टिक मूल्य
Nutritive value index,पौष्टिक मूल्य निर्देशांक
Names of important plants related to agriculture,शेतीशी संबंधित महत्त्वपूर्ण वनस्पतींची नावे
Nagai camphor,नागाई कापूर
Narcissus,नार्सिसस
Nigella,निगेला
Niger,नायजर
Night jasmine,रात्री चमेली
Nipa palm,निपा पाम
Nut grass,नट गवत
Nut sedge,नट झुडूप
Nutmeg,जायफळ
Nematode,नेमाटोड
Nut weevil,नट भुंगा
Nematologist,नेमाटोलॉजिस्ट
Obligate aerobes,बंधनकारक एरोब
Obligate anaerobes,अनारॉब्स बंधनकारक
Obligate parasite,परजीवी बंधनकारक
Obligate,बंधनकारक
Off-type plants,ऑफ-टाइप झाडे
Oil cake,तेल केक
Okazaki fragment,ओकाझाकी तुकडा
Olericulture,Oleructurt
Oligogene,ऑलिगोजेन
Oligonucleotide,ऑलिगोन्यूक्लियोटाइड
Olive oil,ऑलिव तेल
Omega-3-fatty acid,ओमेगा -3-फॅटी acid सिड
Omnivorous,सर्वव्यापी
Oncogene,ऑन्कोजेन
Oncogenic virus,ऑन्कोजेनिक विषाणू
Oncology,ऑन्कोलॉजी
On-farm research,शेती संशोधन
Oocyte,ओओसाइट
Operating cost,ऑपरेटिंग किंमत
Operon,ओपेरॉन
Opportunity cropping,संधी पीक
Optimum dose,इष्टतम डोस
Optimum economic dose,इष्टतम आर्थिक डोस
Orchard efficiency,फळबागाची कार्यक्षमता
Organic agriculture,सेंद्रिय शेती
Organic colloids,सेंद्रिय कोलोइड्स
Organic farming,सेंद्रिय शेती
Organic manure,सेंद्रिय खत
Organic matter,सेंद्रिय पदार्थ
Organic nitrogen (soil),सेंद्रिय नायट्रोजन (माती)
Organic phosphorus,सेंद्रिय फॉस्फरस
Organic soil,सेंद्रिय माती
Organic wastes,सेंद्रिय कचरा
Organic,सेंद्रिय
Organised marketing,संघटित विपणन
Organogenesis,ऑर्गोजेनेसिस
Organoleptic evaluation,ऑर्गेनोलेप्टिक मूल्यांकन
Orninthology,ऑर्नेथोलॉजी
Orthodox seed,ऑर्थोडॉक्स बियाणे
Orthogonal polynomial equation,ऑर्थोगोनल बहुपद समीकरण
Osmosis,ऑस्मोसिस
Osmotic effect,ओस्मोटिक प्रभाव
Osmotic potential,ओस्मोटिक संभाव्यता
Out break,उद्रेक
Out breeding,बाहेर प्रजनन
Oven,ओव्हन
Overwinter,ओव्हरविंटर
Overlapping generation,आच्छादित पिढी
Ovum,ओव्हम
Oxidation,ऑक्सिडेशन
Oxylophytes,ऑक्सिलोफाईट्स
Oats,ओट्स
Oil palm,तेल पाम
Oleander,ओलेंदर
Olive,ऑलिव्ह
Onion,कांदा
Opium poppy,अफू खसखस
"Oriental plane, european plane tree","ओरिएंटल विमान, युरोपियन विमान वृक्ष"
Packing,पॅकिंग
Paddock,पॅडॉक
Paired row planting,जोडी पंक्ती लावणी
Palatability,स्वादिष्टता
Panicle,पॅनिकल
Paracentric inversion,पॅरासेंट्रिक इनव्हर्जन
Parameter,पॅरामीटर
Parasite,परजीवी
Parboiling,पार्बिलिंग
Parenchyma,पॅरेन्कायमा
Parent rock,पालक रॉक
Parmanent drought,परमाणु दुष्काळ
Parthenogenesis,पार्थेनोजेनेसिस
Partial factor productivity,आंशिक घटक उत्पादकता
Participatory rural appraisal,सहभागी ग्रामीण मूल्यांकन
Particle density,कण घनता
Passive absorption,निष्क्रिय शोषण
Pasture,कुरण
Pasturization,कुरण
PCR (polymerase chain reaction),पीसीआर (पॉलिमरेज चेन रिएक्शन)
Peasant farming,शेतकरी शेती
Peat (soil),पीट (माती)
Ped,पेड
Pedicel,पेडीकल
Pedigree,वंशावळ
Pedogenesis,पेडोजेनेसिस
Pedology,पेडोलॉजी
Peel,सोल
Peeling,सोलणे
Pelleting,पेलेटिंग
Percolation,पाझर
Perennial,बारमाही
Pericentric inversion,पेरीसेंट्रिक इनव्हर्जन
Peri-urban,पेरी-शहरी
Permeability,पारगम्यता
Permaculture,पर्माकल्चर
Permanent wilting point (PWP),कायमस्वरुपी विल्टिंग पॉईंट (पीडब्ल्यूपी)
Permability coefficient,परवानगी गुणांक
Permeability rate,पारगम्यता दर
Permeameter,परमममीटर
Persistent herbicide,सतत औषधी वनस्पती
Pesticide,कीटकनाशक
Petrophyte,पेट्रोफाइट
Phage,फेज
Phased planting,टप्प्याटप्प्याने लागवड
Phasmid,Phasmid
Phellogen,फेलोजेन
Phenolic compounds,फिनोलिक संयुगे
Phenology,फेनोलॉजी
Phenotype,फेनोटाइप
Pheromone,फेरोमोन
Phloem,फ्लोम
Phosphate fixation,फॉस्फेट फिक्सेशन
Phosphate rock,फॉस्फेट रॉक
Phosphate solubilization,फॉस्फेट विद्रव्य
Phosphate solubilizing,फॉस्फेट विद्रव्य
Phosphatide,फॉस्फेटाइड
Phospho-gypsum,फॉस्फो-जिप्सम
Phospholipid,फॉस्फोलिपिड
Phosphorylation,फॉस्फोरिलेशन
Photo spectrometer,फोटो स्पेक्ट्रोमीटर
Photoautotroph,फोटोआटोट्रोफ
Photochomical reaction,फोटोकॉमिकल प्रतिक्रिया
Photodecemposition,फोटोडसॅम्पोजिशन
Photometry,फोटोमेट्री
Photomorphogenesis,फोटोमॉर्फोजेनेसिस
Photon,फोटॉन
Photo-oxidation,फोटो-ऑक्सिडेशन
Photoperiod,फोटोपेरिओड
Photoperiodism,फोटोपेरिओडिझम
Photophosphorylation,फोटोफोस्फोरिलेशन
Photoreactivation,फोटोरिएक्टिव्हिटी
Photoreceptor,फोटोरसेप्टर
Photorespiration,फोटोरस्पिरेशन
Photosynthesis,प्रकाशसंश्लेषण
Photosynthetic efficiency,प्रकाशसंश्लेषक कार्यक्षमता
Photosynthetic quoitent,प्रकाशसंश्लेषक quotent
Photosynthetically,प्रकाशसंश्लेषण
Phototropism,फोटोट्रोपिझम
Phyllody,फिलॉडी
