Marathi,Punjabi
बॅकस्पॅकिंग,ਬੈਕਸਪੇਸਿੰਗ
बॅकट्रॅकिंग,ਬੈਕਟ੍ਰੈਕਿੰਗ
बॅकट्रॅकिंग स्ट्रक्चर्ड प्रोग्रामिंग,ਬੈਕਟ੍ਰੈਕਿੰਗ struct ਾਂਚਾਗਤ ਪ੍ਰੋਗਰਾਮਿੰਗ
बॅकअप,ਬੈਕਅਪ
बॅकअप कॉपी,ਬੈਕਅਪ ਕਾਪੀ
बॅकअप फाइल,ਬੈਕਅਪ ਫਾਈਲ
बॅकअप मेमरी,ਬੈਕਅਪ ਮੈਮੋਰੀ
बॅकअप प्रोग्रामर,ਬੈਕਅਪ ਪ੍ਰੋਗਰਾਮਰ
बॅकअप स्टोअर,ਬੈਕਅਪ ਸਟੋਰ
बॅकवर्ड चॅनेल,ਬੈਕਵਰਡ ਚੈਨਲ
मागास त्रुटी विश्लेषण,ਪਛੜੇ ਗਲਤੀ ਵਿਸ਼ਲੇਸ਼ਣ
मागास फाइल पुनर्प्राप्ती,ਬੈਕਵਰਡ ਫਾਈਲ ਰਿਕਵਰੀ
मागास पुनर्प्राप्ती,ਬੈਕਵਾਰਡ ਰਿਕਵਰੀ
मागास देखरेख,ਪਛੜੇ ਨਿਗਰਾਨੀ
मागास ट्रेस,ਬੈਕਵਰਡ ਟਰੇਸ
शिल्लक,ਸੰਤੁਲਨ
संतुलित सर्किट,ਸੰਤੁਲਿਤ ਸਰਕਟ
संतुलित अंक प्रणाली,ਸੰਤੁਲਿਤ ਅੰਕ ਦਾ ਸਿਸਟਮ
संतुलित त्रुटी,ਸੰਤੁਲਿਤ ਗਲਤੀ
संतुलित विलीनीकरण,ਸੰਤੁਲਿਤ ਮਰਜ
संतुलित विलीनीकरण क्रमवारी,ਸੰਤੁਲਿਤ ਮਰਜ ਕ੍ਰਮਬੱਧ
संतुलित सॉर्टिंग,ਸੰਤੁਲਿਤ ਛਾਂਟੀ
संतुलित स्टेशन,ਸੰਤੁਲਿਤ ਸਟੇਸ਼ਨ
संतुलित टर्नरी सिस्टम,ਸੰਤੁਲਿਤ ਟੈਨਰੀ ਸਿਸਟਮ
संतुलित फॉरवर्ड स्टेटमेंट,ਸੰਤੁਲਿਤ ਅੱਗੇ ਦਾ ਬਿਆਨ
संतुलित नेटवर्क,ਸੰਤੁਲਿਤ ਨੈੱਟਵਰਕ
बँड,ਜਥਾ
बँडपास,ਬੈਂਡਪਾਸ
बँडपास फिल्टर,ਬੈਂਡਪਾਸ ਫਿਲਟਰ
बँड प्रिंटर,ਬੈਂਡ ਪ੍ਰਿੰਟਰ
बँड स्टॉप फिल्टर,ਬੈਂਡ ਸਟੌਪ ਫਿਲਟਰ
बँडविड्थ,ਬੈਂਡਵਿਡਥ
बॅनर शब्द,ਬੈਨਰ ਸ਼ਬਦ
बार कोड,ਬਾਰ ਕੋਡ
बारकोड वाचक,ਬਾਰ ਕੋਡ ਰੀਡਰ
बार कोड स्कॅनर,ਬਾਰ ਕੋਡ ਸਕੈਨਰ
बार प्रिंटर,ਬਾਰ ਪ੍ਰਿੰਟਰ
बॅरल प्रिंटिंग (= ड्रम प्रिंटिंग),ਬੈਰਲ ਪ੍ਰਿੰਟਿੰਗ (= ਡਰੱਮ ਪ੍ਰਿੰਟਿੰਗ)
पाया,ਅਧਾਰ
बेस पत्ता,ਅਧਾਰ ਪਤਾ
बेस पत्ता,ਅਧਾਰ ਹੱਲ
बेस पत्ता नोंदणी,ਬੇਸ ਪਤਾ ਰਜਿਸਟਰ
बेस बँड,ਅਧਾਰ ਬੈਂਡ
बेस बँड चॅनेल,ਬੇਸ ਬੈਂਡ ਚੈਨਲ
आधारित स्टोरेज वाटप,ਅਧਾਰਤ ਸਟੋਰੇਜ ਅਲਾਟਮੈਂਟ
आधारित चल,ਅਧਾਰਿਤ ਵੇਰੀਏਬਲ
बेस घटक,ਅਧਾਰ ਤੱਤ
बेस आयटम,ਅਧਾਰ ਆਈਟਮ
बेस भाषा,ਅਧਾਰ ਭਾਸ਼ਾ
बेस नोटेशन,ਬੇਸ ਸੰਕੇਤ
बेस नंबर,ਅਧਾਰ ਨੰਬਰ
बेस रजिस्टर,ਬੇਸ ਰਜਿਸਟਰ
बेस व्हॉल्यूम,ਅਧਾਰ ਵਾਲੀਅਮ
मूलभूत,ਮੁੱ The ਲੀ
मूलभूत प्रवेश पद्धत,ਮੁ The ਲੇ ਪਹੁੰਚ ਵਿਧੀ
मूलभूत बायनरी लोडर,ਮੁੱ basic ਲੇ ਬਾਈਨਰੀ ਲੋਡਰ
मूलभूत कोड,ਮੁ note ਲਾ ਕੋਡ
मूलभूत कोडिंग,ਮੁੱ port ਲਾ ਕੋਡਿੰਗ
मूलभूत थेट प्रवेश पद्धत,ਮੁੱ ord ਲਾ ਸਿੱਧੀ ਪਹੁੰਚ ਵਿਧੀ
"मूलभूत विनिमय
 स्वरूप","ਮੁ storication ਲੀ ਐਕਸਚੇਂਜ
 ਫਾਰਮੈਟ"
"मूलभूत बाह्य
 कार्य","ਮੁੱ basic ਲੀ ਬਾਹਰੀ
 ਫੰਕਸ਼ਨ"
मूलभूत इनपुट/आउटपुट,ਮੁੱ into ਲੀ ਇਨਪੁਟ / ਆਉਟਪੁੱਟ
मूलभूत सूचना,ਮੁੱ primary ਲੀ ਹਦਾਇਤਾਂ
मूलभूत दुवा,ਮੁ The ਲੀ ਲਿੰਕਾਜ
मूलभूत लूपिंग,ਬੁਨਿਆਦੀ ਲੂਪਿੰਗ
मूलभूत मॅट्रिक्स,ਬੇਸਿਕ ਮੈਟ੍ਰਿਕਸ
मूलभूत मॅट्रिक्स सूचना,ਮੁ The ਲੀ ਮੈਟ੍ਰਿਕਸ ਹਦਾਇਤ
मूलभूत वास्तविक स्थिर,ਮੁੱ ordal ਲਾ ਅਸਲ ਨਿਰੰਤਰ
मूलभूत अनुक्रमिक प्रवेश पद्धत,ਮੁ basic ਲੇ ਕ੍ਰਮਵਾਰ ਪਹੁੰਚ ਵਿਧੀ
मूलभूत सेवा,ਮੁੱ The ਲੀ ਸੇਵਾ
मूलभूत सबस्क्रिप्ट,ਮੁ S ਸਬਸਕ੍ਰਿਪਟ
मूलभूत सिस्टम सूचना,ਮੁ System ਲੀ ਸਿਸਟਮ ਨਿਰਦੇਸ਼
मूलभूत दूरसंचार प्रवेश पद्धत,ਬੇਸਿਕ ਦੂਰ ਸੰਚਾਰ ਐਕਸੈਸ ਵਿਧੀ
मूलभूत वजन,ਬੁਨਿਆਦੀ ਭਾਰ
बॅच,ਬੈਚ
बॅच नियंत्रण रेकॉर्ड,ਬੈਚ ਕੰਟਰੋਲ ਰਿਕਾਰਡ
बॅचेड कम्युनिकेशन,ਬੱਲੇਬਾਜ਼ ਸੰਚਾਰ
बॅच केलेले जॉब,ਬੱਲੇਬਾਜ਼ੀ
बॅच शीर्षलेख दस्तऐवज,ਬੈਚ ਹੈਡਰ ਡੌਕੂਮੈਂਟ
बॅचिंग,ਬਾਈਪਿੰਗ
बॅच ऑपरेटिंग सिस्टम,ਬੈਚ ਓਪਰੇਟਿੰਗ ਸਿਸਟਮ
बॅच विभाजन,ਬੈਚ ਭਾਗ
बॅच स्थिती,ਬੈਚ ਦੀ ਸਥਿਤੀ
बॅच प्रक्रिया,ਬੈਚ ਪ੍ਰੋਸੈਸਿੰਗ
बॅच प्रदेश,ਬੈਚ ਖੇਤਰ
बॅच सत्र,ਬੈਚ ਸੈਸ਼ਨ
बॅच टर्मिनल,ਬੈਚ ਟਰਮੀਨਲ
बॅच तिकिट,ਬੈਚ ਦੀ ਟਿਕਟ
बॅच एकूण,ਬੈਚ ਕੁੱਲ
बॅच ट्रान्झॅक्शन फाइल,ਬੈਚ ਟ੍ਰਾਂਜੈਕਸ਼ਨ ਫਾਈਲ
बॅटन सिस्टम (= कॉर्डनोनिअर सिस्टम = पीक-ए-बू सिस्टम),ਬੈਟਸ ਸਿਸਟਮ (= ਕੋਰੋਨਿਅਰ ਸਿਸਟਮ = peek-auturopy)
बॉड,ਬਾਡ
बाउडोट कोड,ਬੇਡੋਟ ਕੋਡ
बॉड कोड,ਬਾਡ ਕੋਡ
बाउड रेट,ਬਾਉਡ ਰੇਟ
मणी,ਮਣਕੇ
बीम विक्षेपण,ਸ਼ਤੀਰ
बीम स्टोअर,ਬੀਮ ਸਟੋਰ
बीमविड्थ (= अपर्चर कोन),ਸ਼ਾਹਮਿਦ (= ਅਪਰਚਰ ਐਂਗਲ)
बीट,ਕੁੱਟਿਆ
सुरू,ਸ਼ੁਰੂ
ब्लॉक सुरू करा,ਬਲਾਕ ਸ਼ੁਰੂ ਕਰੋ
फाईल लेबलची सुरूवात,ਇੱਕ ਫਾਈਲ ਲੇਬਲ ਦੀ ਸ਼ੁਰੂਆਤ
माहिती मार्करची सुरूवात,ਜਾਣਕਾਰੀ ਮਾਰਕਰ ਦੀ ਸ਼ੁਰੂਆਤ
टेप मार्कची सुरूवात,ਟੇਪ ਦੇ ਨਿਸ਼ਾਨ ਦੀ ਸ਼ੁਰੂਆਤ
व्हॉल्यूम लेबलची सुरुवात,ਵਾਲੀਅਮ ਲੇਬਲ ਦੀ ਸ਼ੁਰੂਆਤ
घंटा वर्ण,ਘੰਟੀ ਚਰਿੱਤਰ
बेलफास्ट,ਘੰਟੀ
बेंच मार्क,ਬੇਂਚਮਾਰਕ
बेंचमार्क रूटीन,ਬੈਂਚਮਾਰਕ ਰੁਟੀਨ
बेंचमार्क चाचणी,ਬੈਂਚਮਾਰਕ ਟੈਸਟ
पूर्वाग्रह,ਬਿਆਸ
पूर्वाग्रह विकृती,ਬਿਆਸ ਵਿਗਾੜ
पूर्वाग्रह चाचणी,ਬਿਆਸ ਟੈਸਟਿੰਗ
ग्रंथसूची,ਕਿਤਾਬਚਾ
"द्वैवार्षिक ऑपरेशन (= समतुल्य
 ऑपरेशन)","ਬਿੰਸਨਲ ਆਪਸ਼ਨ (= ਸਮਾਨਤਾ)
 ਓਪਰੇਸ਼ਨ)"
बायिकॉन्टेड आलेख,ਬਿੰਕਸਡ ਗ੍ਰਾਫ
बिड,ਬੋਲੀ
द्विदिशात्मक बस,ਬਾਈਡੈਂਸ਼ਨਲ ਬੱਸ
द्विदिशात्मक प्रवाह,ਦੁਵੱਲੀ ਵਹਾਅ
द्विभाषिक मुद्रण,ਦੁਮਚਾਨੀ ਪ੍ਰਿੰਟਿੰਗ
विभाजन,ਧੜਕਣ
बायनरी,ਬਾਈਨਰੀ
बायनरी अंदाजे,ਬਾਈਨਰੀ ਅੰਦਾਜ਼ਨ
बायनरी अंकगणित ऑपरेशन,ਬਾਈਨਰੀ ਹਿਸਾਬ ਆਪ੍ਰੇਸ਼ਨ
बायनरी कार्ड,ਬਾਈਨਰੀ ਕਾਰਡ
बायनरी सेल,ਬਾਈਨਰੀ ਸੈੱਲ
बायनरी साखळी,ਬਾਈਨਰੀ ਚੇਨ
बायनरी निवड,ਬਾਈਨਰੀ ਚੋਣ
बायनरी निवड मॉडेल,ਬਾਈਨਰੀ ਚੋਣ ਮਾਡਲ
बायनरी चॉप (= डिकॉटमायझिंग शोध),ਬਾਈਨਰੀ ਚੋਪ (= dichotmiing ਖੋਜ)
बायनरी कोड,ਬਾਈਨਰੀ ਕੋਡ
बायनरी कोडेड कॅरेक्टर,ਬਾਈਨਰੀ ਕੋਡ ਕੀਤਾ ਗਿਆ ਅੱਖਰ
बायनरी कोडित दशांश,ਬਾਈਨਰੀ ਕੋਡਡ ਦਸ਼ਮਲਵ
बायनरी कोडित दशांश कोड,ਬਾਈਨਰੀ ਕੋਡਡ ਦਸ਼ਮਲਵ ਕੋਡ
बायनरी कोडित दशांश इंटरचेंज कोड,ਬਾਈਨਰੀ ਕੋਡਡ ਦਸ਼ਮਲਵ ਇੰਟਰਚੇਂਜ ਕੋਡ
बायनरी कोड केलेले दशांश प्रतिनिधित्व,ਬਾਈਨਰੀ ਕੋਡਡ ਦਸ਼ਮਲਵ ਪ੍ਰਤੀਨਿਧਤਾ
बायनरी कोडेड दशांश प्रणाली,ਬਾਈਨਰੀ ਕੋਡਡ ਦਸ਼ਮਲਵ ਪ੍ਰਣਾਲੀ
बायनरी-कोडित दशांश ते दशांश कनव्हर्टर,ਬਾਈਨਰੀ-ਕੋਡਿਡ ਦਸ਼ਮਲਵ-ਦਸ਼ਮਲਵ ਕਨਵਰਟਰ ਨੂੰ
बायनरी कोडेड अंक,ਬਾਈਨਰੀ ਕੋਡਿਡ ਅੰਕ
बायनरी कोडेड नोटेशन,ਬਾਈਨਰੀ ਕੋਡਿਡ ਸੰਕੇਤ
बायनरीकोडिंग,ਬਾਈਨਰੀਕੋਡਿੰਗ
बायनरी कंट्रोल ऑक्टल,ਬਾਈਨਰੀ ਕੰਟਰੋਲ ਓਕਟਲ
बायनरी रूपांतरण,ਬਾਈਨਰੀ ਰੂਪਾਂਤਰਣ
बायनरी काउंटर,ਬਾਈਨਰੀ ਕਾਉਂਟਰ
बायनरी अंक,ਬਾਈਨਰੀ ਅੰਕ
बायनरी डिजिट कॅरेक्टर,ਬਾਈਨਰੀ ਅੰਕ ਦਾ ਅੱਖਰ
बायनरी घटक,ਬਾਈਨਰੀ ਤੱਤ
बायनरी एलिमेंट स्ट्रिंग,ਬਾਈਨਰੀ ਐਲੀਮੈਂਟ ਸਤਰ
बायनरी हाफ एडीडर,ਬਾਈਨਰੀ ਹਾਫ ਐਡਰ
बायनरी वाढीव प्रतिनिधित्व,ਬਾਈਨਰੀ ਵਾਧਾਮੈਂਟਲ ਪ੍ਰਤੀਨਿਧਤਾ
बायनरी लोडर,ਬਾਈਨਰੀ ਲੋਡਰ
बायनरी लॉजिक नेटवर्क,ਬਾਈਨਰੀ ਲੌਜਿਕ ਨੈਟਵਰਕ
बायनरी नोटेशन,ਬਾਈਨਰੀ ਸੰਕੇਤ
बायनरी नंबर,ਬਾਈਨਰੀ ਨੰਬਰ
बायनरी नंबर सिस्टम,ਬਾਈਨਰੀ ਨੰਬਰ ਸਿਸਟਮ
बायनरी अंक,ਬਾਈਨਰੀ ਅੰਕੀ
बायनरी अंक प्रणाली,ਬਾਈਨਰੀ ਅੰਕੀ ਪ੍ਰਣਾਲੀ
बायनरी ऑपरेशन कोड,ਬਾਈਨਰੀ ਆਪ੍ਰੇਸ਼ਨ ਕੋਡ
बायनरी ऑपरेटर,ਬਾਈਨਰੀ ਆਪਰੇਟਰ
बायनरी जोडी,ਬਾਈਨਰੀ ਜੋੜਾ
बायनरी चित्र डेटा,ਬਾਈਨਰੀ ਤਸਵੀਰ ਡੇਟਾ
बायनरी पॉईंट,ਬਾਈਨਰੀ ਪੁਆਇੰਟ
बायनरी प्रोग्राम,ਬਾਈਨਰੀ ਪ੍ਰੋਗਰਾਮ
बायनरी रिलेशन,ਬਾਈਨਰੀ ਸੰਬੰਧ
बायनरी शोध,ਬਾਈਨਰੀ ਖੋਜ
बायनरी शोध अल्गोरिदम,ਬਾਈਨਰੀ ਖੋਜ ਐਲਗੋਰਿਦਮ
बायनरी सिरियल सिग्नलिंग दर,ਬਾਈਨਰੀ ਸੀਰੀਅਲ ਸਿਗਨਲਿੰਗ ਰੇਟ
बायनरी सममितीय चॅनेल,ਬਾਈਨਰੀ ਸਮਮਿਤੀ ਚੈਨਲ
बायनरी सिंक्रोनस कम्युनिकेशन,ਬਾਈਨਰੀ ਸਮਕਾਲੀਨ ਸੰਚਾਰ
बायनरी सिंक्रोनस ट्रान्समिशन,ਬਾਈਨਰੀ ਸਮਕਾਲੀਨ ਸੰਚਾਰ
बायनरी ट्री,ਬਾਈਨਰੀ ਟ੍ਰੀ
बंधन,ਬੰਨ੍ਹ
बाईंडर ग्रुप,ਬਾਈਡਰ ਸਮੂਹ
बाईंडर-होल कार्ड,ਬਾਈਡਰ-ਹੋਲ ਕਾਰਡ
बंधनकारक,ਬਾਈਡਿੰਗ
बंधनकारक वेळ,ਬਾਈਡਿੰਗ ਸਮਾਂ
बायोमेडिकल संगणन,ਬਾਇਓਮੈਡਿਕਲ ਕੰਪਿ uting ਟਿੰਗ
बायोमेडिकल प्रोग्राम,ਬਾਇਓਮੈਡੀਕਲ ਪ੍ਰੋਗਰਾਮ
बायोनिक्स,ਬਾਇਓਨਿਕਸ
द्विपक्षीय आलेख,ਬੋਇਪਾਰਟਾਈਟ ਗ੍ਰਾਫ
द्विपक्षीय वृक्ष,ਬਿਪ ਸਰਕਾਰ ਦਾ ਰੁੱਖ
द्विध्रुवीय,ਬਾਈਪੋਲਰ
द्विध्रुवीय मेमरी,ਬਾਈਪੋਲਰ ਮੈਮੋਰੀ
द्विध्रुवीय प्रसारण (= ध्रुवीय प्रसारण),ਬਾਈਪੋਲਰ ਟ੍ਰਾਂਸਮਿਸ਼ਨ (= ਪੋਲਰ ਪ੍ਰਸਾਰਣ)
बीक्विनरी कोड,ਬਾਇਸਕਿਆਰੀ ਕੋਡ
जन्म-मृत्यू प्रक्रिया,ਜਨਮ-ਮੌਤ ਦੀ ਪ੍ਰਕਿਰਿਆ
दुभाजक अल्गोरिदम,ਹਿਸਵੇਂ ਐਲਗੋਰਿਦਮ
बिस्टेबल,ਬਤੀਤ
बिस्टेबल सर्किट,ਬਿਸਟਰਬਲ ਸਰਕਟ
बिस्टेबल डिव्हाइस,ਬਿਸਟਰ ਯੋਗ ਉਪਕਰਣ
बिस्टेबल मल्टीव्हिब्रेटर,ਬਿਸਬਵਾਨ ਮਲਟੀਵੀਰੇਟਰ
बिस्टेबल ट्रिगर सर्किट (= बिस्टेबल सर्किट),ਬਿਸਟਰੈਸਟ ਟਰਿੱਗਰ ਸਰਕਟ (= ਬਿਸਟਬਲ ਸਰਕਟ)
बिसिंक्रोनस,ਬਿਸਲਕੈਨਸ
बिट,ਬਿੱਟ
बिट बमिंग,ਬਿੱਟ ਬੌਮਿੰਗ
बिट घनता,ਬਿੱਟ ਘਣਤਾ
बिट सूचना,ਬਿੱਟ ਹਦਾਇਤ
बिट स्थान,ਬਿੱਟ ਦੀ ਸਥਿਤੀ
बिट समांतर,ਬਿੱਟ ਪੈਰਲਲਲ
बिट नमुना,ਬਿੱਟ ਪੈਟਰਨ
बिट स्थिती,ਬਿੱਟ ਸਥਿਤੀ
बिट रेट,ਬਿੱਟ ਰੇਟ
बिट सीरियल,ਬਿੱਟ ਸੀਰੀਅਲ
बिट स्लाइस,ਬਿੱਟ ਟੁਕੜਾ
बिट स्लाइस मायक्रोप्रोसेसर,ਬਿੱਟ ਟੁਕੜਾ ਮਾਈਕ੍ਰੋਪ੍ਰੋਸੈਸਰ
बिट स्लाइंग प्रोसेसर,ਬਿੱਟ ਕੱਟਣ ਵਾਲੇ ਪ੍ਰੋਸੈਸਰ
प्रति सेकंद बिट्स,ਬਿੱਟ ਪ੍ਰਤੀ ਸਕਿੰਟ
बिट स्टोरेज,ਬਿੱਟ ਸਟੋਰੇਜ
बिट स्ट्रिंग,ਬਿੱਟ ਸਤਰ
बिट स्ट्रिंग ऑपरेटर,ਬਿੱਟ ਸਤਰਾਂ ਦਾ ਆਪਰੇਟਰ
बिट ट्रॅक,ਬਿੱਟ ਟਰੈਕ
द्विपक्षीय रीग्रेशन विश्लेषण,ਬਾਈਰੈਟ ਰਿਵਰੈਸ਼ਨ ਵਿਸ਼ਲੇਸ਼ਣ
काळा रेकॉर्डिंग,ਕਾਲੀ ਰਿਕਾਰਡਿੰਗ
रिक्त,ਖਾਲੀ
रिक्त वर्ण,ਖਾਲੀ ਅੱਖਰ
रिक्त कॉइल,ਖਾਲੀ ਕੋਇਲ
रिक्त सामान्य,ਖਾਲੀ ਆਮ
रिक्त हटवा,ਖਾਲੀ ਹਿਸਾਬ
रिक्त डिस्केट,ਖਾਲੀ ਡਿਸਕੀਟ
ब्लँकिंग,ਖਾਲੀ
रिक्त सूचना,ਖਾਲੀ ਹਦਾਇਤ
ब्लास्ट,ਧਮਾਕਾ
रक्तस्त्राव,ਖੂਨ ਵਗਣਾ
आंधळे,ਅੰਨ੍ਹੇ
ब्लाइंड की बोर्ड,ਅੰਨ੍ਹੇ ਕੁੰਜੀ ਬੋਰਡ
बी-लाइन (= इंडेक्स रजिस्टर),ਬੀ-ਲਾਈਨ (= ਇੰਡੈਕਸ ਰਜਿਸਟਰ)
डोळे मिचकावणे,ਝਪਕਣਾ
ब्लिप मोजणी,ਛਾਲੇ ਦੀ ਗਿਣਤੀ
ब्लिप (= दस्तऐवज चिन्ह),ਬਲਿੱਪ (= ਡੌਕੂਮੈਂਟ ਮਾਰਕ)
आनंद वर्गीकरण,ਬਲੈਸਟ ਵਰਗੀਕਰਣ
ब्लॉक,ਬਲਾਕ
शरीर ब्लॉक करा,ਬਲਾਕ ਬਾਡੀ
ब्लॉक रद्द वर्ण,ਅੱਖਰ ਨੂੰ ਰੱਦ ਕਰੋ ਅੱਖਰ
ब्लॉक चेक,ਬਲਾਕ ਚੈੱਕ
ब्लॉक चेक कॅरेक्टर,ਚੈੱਕ ਅੱਖਰ
ब्लॉक तपासणी प्रक्रिया,ਬਲਾਕ ਚੈੱਕ ਵਿਧੀ
ब्लॉक नियंत्रण,ਬਲਾਕ ਕੰਟਰੋਲ
ब्लॉक कंट्रोल हेडर,ਬਲਾਕ ਕੰਟਰੋਲ ਸਿਰਲੇਖ
ब्लॉक कंट्रोल युनिट,ਬਲਾਕ ਕੰਟਰੋਲ ਯੂਨਿਟ
ब्लॉक कॉपी,ਬਲਾਕ ਕਾਪੀ
ब्लॉक आकृती,ਬਲਾਕ ਚਿੱਤਰ
अवरोधित फाइल,ਬਲੌਕਡ ਫਾਈਲ
ब्लॉक त्रुटी दर,ਬਲਾਕ ਗਲਤੀ ਦਰ
ब्लॉकेट,ਬਲੌਕ
ब्लॉक गॅप (= इंटर ब्लॉक गॅप,ਬਲਾਕ ਪਾੜਾ (= ਅੰਤਰਾਲ ਬਲਾਕ ਪਾੜਾ)
ब्लॉक हेड,ਬਲਾਕ ਸਿਰ
ब्लॉक शीर्षलेख,ਬਲਾਕ ਸਿਰਲੇਖ
ब्लॉक हेडिंग स्टेटमेंट,ਬਲਾਕ ਸਿਰਲੇਖ ਬਿਆਨ
"ब्लॉक दुर्लक्ष करा वर्ण (= ब्लॉक रद्द करा)
 वर्ण)","ਅੱਖਰ ਨੂੰ ਨਜ਼ਰਅੰਦਾਜ਼ ਕਰੋ (= ਬਲਾਕ ਰੱਦ ਕਰੋ)
 ਅੱਖਰ)"
अवरोधित करणे,ਰੋਕ
ब्लॉकिंग फॅक्टर,ਬਲਾਕਿੰਗ ਫੈਕਟਰ
रेकॉर्ड अवरोधित करणे (= रेकॉर्डचे गटबद्ध करणे),ਰਿਕਾਰਡ ਨੂੰ ਰੋਕਣਾ (= ਰਿਕਾਰਡਾਂ ਦਾ ਸਮੂਹ)
ब्लॉक लांबी,ਬਲਾਕ ਲੰਬਾਈ
ब्लॉक यादी,ਬਲਾਕ ਸੂਚੀ
ब्लॉक चळवळ,ਬਲਾਕ ਅੰਦੋਲਨ
ब्लॉक मल्टीप्लेक्सर चॅनेल,ਮਲਟੀਪਲੈਕਸਰ ਚੈਨਲ ਨੂੰ ਬਲਾਕ ਕਰੋ
ब्लॉक मल्टीप्लेक्सर मोड,ਰੋਕੋ ਮਲਟੀਪਲੈਕਸਰ ਮੋਡ
पॅरिटी सिस्टम ब्लॉक करा,ਸਮਾਨਤਾ ਪ੍ਰਣਾਲੀ ਨੂੰ ਰੋਕੋ
ब्लॉक उपसर्ग,ਬਲਾਕ ਅਗੇਤਰ
ब्लॉक रेकॉर्ड,ਬਲਾਕ ਰਿਕਾਰਡ
ब्लॉक विभक्त,ਬਲਾਕ ਵੱਖ ਕਰੋ
ब्लॉक विभाजन,ਬਲਾਕ ਵਿਛੋੜਾ
ब्लॉक आकार,ਬਲਾਕ ਦਾ ਆਕਾਰ
ब्लॉक क्रमवारी,ਬਲਾਕ ਲੜੀਬੱਧ
ब्लॉक रचना,ਬਲਾਕ structure ਾਂਚਾ
संरचित भाषा ब्लॉक करा,ਬਲਾਕ struct ਾਂਚਾਗਤ ਭਾਸ਼ਾ
ब्लॉक सिंक्रोनाइझेशन,ਬਲਾਕ ਸਿੰਕ੍ਰੋਨਾਈਜ਼ੇਸ਼ਨ
ब्लॉक ट्रान्सफर,ਬਲਾਕ ਟ੍ਰਾਂਸਫਰ
ब्लॉक ट्रान्सफर फंक्शन,ਬਲਾਕ ਟ੍ਰਾਂਸਫਰ ਫੰਕਸ਼ਨ
फटका,ਉਡਾ
परत उडवा,ਵਾਪਸ ਉਡਾ ਦਿਓ
शिट्टी,ਉਡਾਉਣਾ
निळा रिबन प्रोग्राम,ਨੀਲਾ ਰਿਬਨ ਪ੍ਰੋਗਰਾਮ
ठळक चेहरा,ਬੋਲਡ ਚਿਹਰਾ
पुस्तक,ਕਿਤਾਬ
पुस्तक संदेश,ਕਿਤਾਬ ਦਾ ਸੁਨੇਹਾ
बुलियन पूरक,ਬੂਲੀਅਨ ਪੂਰਕ
बुलियन कनेक्टिव्ह,ਬੁਲੀਅਨ ਕੁਨੈਕਟਿਵ
बुलियन डेटा प्रकार,ਬੁਲੀਅਨ ਡਾਟਾ ਕਿਸਮ
बुलियन फंक्शन,ਬੁਲੀਅਨ ਫੰਕਸ਼ਨ
बुलियन ऑपरेशन,ਬੂਲੀਅਨ ਦਾ ਕੰਮ
बुलियन ऑपरेशन टेबल,ਬੂਲੀਅਨ ਆਪ੍ਰੇਸ਼ਨ ਟੇਬਲ
बुलियन ऑपरेटर,ਬੂਲੀਅਨ ਆਪਰੇਟਰ
बूटलेग प्रोग्राम,ਬੂਟਲੈਗ ਪ੍ਰੋਗਰਾਮ
बूट स्ट्रॅप लोडर,ਬੂਟ ਸਟ੍ਰੈਪ ਲੋਡਰ
बूट स्ट्रॅप मेमरी,ਬੂਟ ਸਟ੍ਰੈਪ ਮੈਮੋਰੀ
बूट स्ट्रॅपिंग,ਬੂਟ ਸਟ੍ਰੈਪਿੰਗ
बूट स्ट्रॅपिंग एनालॉग संगणक,ਬੂਟ ਪੱਟਾ ਐਨਾਲਾਗ ਕੰਪਿ .ਟਰ
बूट स्ट्रॅपिंग भाषा प्रोसेसर,ਬੂਟ ਪਰਾਗਣਾ ਭਾਸ਼ਾ ਪ੍ਰੋਸੈਸਰ
कर्ज घ्या,ਉਧਾਰ
कर्ज घ्या,ਉਧਾਰ
संचार,ਦੋਨੋ ਸੰਚਾਰ
संचालन,ਦੋਨੋ ਕਾਰਵਾਈ
तळ-अप पद्धत (= कपात पद्धत),ਥੱਲੇ-ਅਪ ਵਿਧੀ (= ਕਮੀ method ੰਗ)
बाउन्सिंग,ਉਛਾਲ
बंधनकारक,ਬੰਨ੍ਹਿਆ
सीमा,ਸੀਮਾ
सीमा संरेखन,ਸੀਮਾ ਅਲਾਈਨਮੈਂਟ
सीमा चाचणी,ਸੀਮਾ ਟੈਸਟ
व्यस्त तास बाउंडिंग,ਰੁਝੇਵੇਂ ਵਾਲਾ ਸਮਾਂ ਬੰਨ੍ਹਣਾ
सीमा नोंदणी,ਸੀਮਾ ਰਜਿਸਟਰ
शाखा,ਸ਼ਾਖਾ
शाखा आणि बाउंड पद्धत,ਸ਼ਾਖਾ ਅਤੇ ਬੱਧ method ੰਗ
शाखा केबल,ਸ਼ਾਖਾ ਕੇਬਲ
शाखा,ਸ਼ਾਖਾ
शाखा नेटवर्क,ਸ਼ਾਖਾ ਨੈਟਵਰਕ
शाखा सूचना,ਸ਼ਾਖਾ ਦੀ ਹਦਾਇਤ
शाखा बिंदू,ਸ਼ਾਖਾ ਬਿੰਦੂ
शाखा प्रक्रिया,ਸ਼ਾਖਾ ਪ੍ਰੋਸੈਸਿੰਗ
