English,Punjabi
Constant deviation prism,ਸਥਿਰ ਭਟਕਣਾ ਪ੍ਰਿਜ਼ਮ
Constant drift,ਲਗਾਤਾਰ ਵਹਾਅ
Constant error,ਸਥਿਰ ਗਲਤੀ
Constant failure rate,ਲਗਾਤਾਰ ਅਸਫਲਤਾ ਦੀ ਦਰ
Constant flow calorimeter,ਨਿਰੰਤਰ ਵਹਾਅ ਕੈਲੋਰੀਮੀਟਰ
Constant function,ਨਿਰੰਤਰ ਫੰਕਸ਼ਨ
Constant head tank,ਸਥਿਰ ਚੋਟੀ ਦੇ ਟੈਂਕ
Constant heat summation,ਸਥਿਰ ਗਰਮੀ ਸਟੋਰੇਜ਼
Constant hydrostatic pressure,ਲਗਾਤਾਰ ਹਾਈਡ੍ਰੋਸਟੈਟਿਕ ਦਬਾਅ
Constant level apparatus,ਸਥਿਰ ਉਪਕਰਣ
Constant life conefficient,ਨਿਰੰਤਰ ਲਿਫਟ ਗੁਣਾਂਕ
Constant lift distribution,ਲਗਾਤਾਰ ਲਹਿਰਾਉਣ ਦੀ ਵੰਡ
Constant load factor,ਨਿਰੰਤਰ ਲੋਡ ਗੁਣਾਂਕ
Constant luminance system,ਅਟੱਲ ਰੋਸ਼ਨੀ ਸਿਸਟਮ
Constant of aberration,covariate ਨੰਬਰ
Constant of action,ਕਰਮਾਕ
Constant of galvanometer,galvanometer ਸੰਵੇਦਨਸ਼ੀਲਤਾ
Constant of gravity,ਗੰਭੀਰਤਾ ਬਿੰਦੂ
Constant of instrument,ਸਾਧਨ ਸਥਿਰ
Constant of proportionallity,ਅਨੁਪਾਤਕ ਸਥਿਰਤਾ
Constant parameter,ਸਥਿਰ ਪੈਰਾਮੀਟਰ
Constant parity code,ਨਿਰੰਤਰ ਸਮਤਾ ਕੋਡ
Constant pressure aspirator,ਸਥਿਰ ਦਬਾਅ ਐਸਪੀਰੇਟਰ
Constant pressure gas thermometer,ਲਗਾਤਾਰ ਦਬਾਅ ਗੈਸ ਥਰਮਾਮੀਟਰ
Constant pressure thermometer,"ਨਿਰੰਤਰ ਦਬਾਅ ਥਰਮਾਮੀਟਰ, ਨਿਰੰਤਰ ਦਬਾਅ ਥਰਮਾਮੀਟਰ"
Constant proportion,ਸਥਿਰ ਅਨੁਪਾਤ
Constant resistance structure,ਅਸਥਿਰ ਪ੍ਰਤੀਰੋਧ ਢਾਂਚਾ
Constant stimuli method,ਲਗਾਤਾਰ ਉਤੇਜਨਾ ਵਿਧੀ
Constant temperature bath,ਫਿਕਸਚਰ ਪੂਲ
Constant temperature regulator,ਸਥਿਰ ਰੈਗੂਲੇਟਰ
Constant term,ਨਿਰੰਤਰ ਮਿਆਦ
Constant velocity,ਇਕਸਾਰ ਗਤੀ
Constant volume gas thermometer,ਸਥਿਰ ਵਾਲੀਅਮ ਗੈਸ-ਥਰਮਾਮੀਟਰ
Constantan,ਕਾਂਸਟੈਂਟਨ
Constants of circuit,ਸਰਕਟ ਦੇ ਗੁਣ
Constellation,ਤਾਰਾਮੰਡਲ
Constitution,"ਰਚਨਾ, ਰਚਨਾ, ਰਚਨਾ"
Constitution of matter,ਮਾਮਲੇ ਦੀ ਰਚਨਾ
Constrained motion,ਸੀਮਤ ਗਤੀ
Constraint,ਪਾਬੰਦੀ
Constriction,ਤੰਗ ਕਰਨਾ
Constriction of discharge,ਡੁੱਬਣ ਦਾ ਸੰਕੁਚਿਤ ਕਰਨਾ
Construct,"ਬਣਾਉਣ ਲਈ, ਬਣਾਉਣ ਲਈ"
Construction,ਗਠਨ
Constructive interference,ਸਥਾਈ ਦਖਲਅੰਦਾਜ਼ੀ
Consumed energy,ਊਰਜਾ ਖਪਤ
Consumption,"ਖਰਚ, ਖਪਤ, ਖਪਤ"
Contact,"ਛੋਹਵੋ, ਛੋਹਵੋ, ਛੋਹਵੋ"
Contact action,ਸੰਚਾਰ
Contact angle,ਸਪਰਸ਼ ਕੋਣ
Contact breaker,ਸੰਪਰਕ ਤੋੜਨ ਵਾਲਾ
Contact cross section,ਸੰਪਰਕ ਖੇਤਰ
Contact doublet,ਸਪਰਸ਼ ਡਬਲ ਲੈਂਸ
Contact drop,ਸੰਭਾਵੀ ਗਿਰਾਵਟ ਨਾਲ ਸੰਪਰਕ ਕਰੋ
Contact lens,ਸੰਪਰਕ ਲੈਨਜ
Contact line,ਸੰਪਰਕ ਦੀ ਲਾਈਨ
Contact maker,"ਤਾਲਮੇਲ, ਸੰਪਰਕ"
Contact mass,ਸੰਪਰਕ ਪੁੰਜ
Contact microphone,ਮਾਈਕ੍ਰੋਫੋਨ ਨੂੰ ਛੂਹੋ
Contact noise,ਸੰਪਰਕ ਸ਼ੋਰ
Contact of the first order,ਪਹਿਲੀ ਡਿਗਰੀ ਛੂਹ
Contact pin,ਸੰਪਰਕ ਪਿੰਨ
Contact point,ਸੰਪਰਕ ਬਿੰਦੂ
Contact potencial difference,ਸੰਪਰਕ ਸੰਭਾਵੀ
Contact potential,ਸੰਪਰਕ ਸੰਭਾਵੀ
Contact potential barrier,ਸੰਭਾਵੀ ਰੋਧਕ ਨਾਲ ਸੰਪਰਕ ਕਰੋ
Contact pressure,ਸੰਪਰਕ ਦਬਾਅ
Contact print,ਸੰਪਰਕ ਪ੍ਰਿੰਟ ਸੰਪਰਕ ਪ੍ਰਿੰਟ
Contact printing,ਛੂਹ ਪ੍ਰਿੰਟਿੰਗ
Contact problem,ਸੰਪਰਕ ਸਮੱਸਿਆ
Contact receptor,ਛੂਹਣ ਵਾਲਾ
Contact rectifier (dry disc rectifier=metallilc rectifier),ਧਾਤੂ ਸੋਧਕ
Contact resistance,ਸੰਪਰਕ ਪ੍ਰਤੀਰੋਧ
Contact series,ਸੰਪਰਕ ਸ਼੍ਰੇਣੀ
Contact stress,ਸੰਪਰਕ ਤਣਾਅ
Contact surface,ਛੂਹ ਸਫ਼ਾ
Contact tube,ਸੰਪਰਕ ਟਿਊਬ
Contact wheel,ਚੱਕਰ ਨੂੰ ਛੂਹੋ
Contactor,"ਸੰਪਰਕ, ਸੰਪਰਕ"
Containment,ਗਰਭ ਨਿਰੋਧ
Containment time,ਅਲਹਿਦਗੀ ਦਾ ਸਮਾਂ
Contamination,ਗੰਦਗੀ
Contast developer,ਕੰਟ੍ਰਾਸਟ ਡਿਵੈਲਪਰ
Content,"ਸਮੱਗਰੀ, ਹਿੱਸਾ, ਅੱਧਾ"
Continuity,"ਨਿਰੰਤਰਤਾ, ਨਿਰੰਤਰਤਾ"
Continuity control,ਲਗਾਤਾਰ ਕੰਟਰੋਲਰ
Continuity of state,ਰਾਜ ਨਿਰੰਤਰਤਾ
Continuity test,ਲਗਾਤਾਰ ਟੈਸਟ
Continuity theorem,ਨਿਰੰਤਰ ਪ੍ਰਮੇਯ
Continuous,"ਨਿਰੰਤਰ, ਅਟੁੱਟ, ਅਟੁੱਟ, ਨਿਰੰਤਰ, ਨਿਰੰਤਰ"
Continuous absorption,ਲਗਾਤਾਰ ਸਮਾਈ
Continuous beam,ਲਗਾਤਾਰ ਸਜ਼ਾ
Continuous channel,ਲਗਾਤਾਰ ਸਿਸਟਮ
Continuous convergence,ਲਗਾਤਾਰ ਕਨਵਰਜੈਂਸ
Continuous current,ਲਗਾਤਾਰ ਸਟਰੀਮ
Continuous duty machine,ਲਗਾਤਾਰ ਮਸ਼ੀਨ
Continuous duty rating,ਲਗਾਤਾਰ ਹੱਦਬੰਦੀ
Continuous electrode,ਲਗਾਤਾਰ ਇਲੈਕਟ੍ਰੋਡ
Continuous emission coefficient,ਨਿਰੰਤਰ ਨਿਕਾਸੀ ਗੁਣਾਂਕ
Continuous expansion,ਲਗਾਤਾਰ ਵਿਸਥਾਰ
Continuous filament,ਲਗਾਤਾਰ ਫਾਈਬਰ
Continuous flow calorimeter,ਨਿਰੰਤਰ ਪ੍ਰਵਾਹ ਥਰਮਾਮੀਟਰ ਨਿਰੰਤਰ ਵਹਾਅ ਕੈਲੋਰੀਮੀਟਰ
Continuous function,ਲਗਾਤਾਰ ਫੰਕਸ਼ਨ
Continuous linear antenna array,ਨਿਰੰਤਰ ਰੇਖਿਕ ਐਂਟੀਨਾ ਐਰੇ
Continuous loading,ਲਗਾਤਾਰ ਲੋਡ
Continuous material,ਲਗਾਤਾਰ ਮਾਮਲਾ
Continuous matter,ਲਗਾਤਾਰ ਮਾਮਲਾ
Continuous medium,ਲਗਾਤਾਰ ਮੀਡੀਆ
Continuous oscillation,ਲਗਾਤਾਰ ਓਸਿਲੇਸ਼ਨ
Continuous periodic function,ਲਗਾਤਾਰ ਆਵਰਤੀ ਫੰਕਸ਼ਨ
Continuous random variable,ਨਿਰੰਤਰ ਬੇਤਰਤੀਬ ਵੇਰੀਏਬਲ
Continuous ratings,ਲਗਾਤਾਰ ਸੀਮਾ
Continuous reverse voltage,ਲਗਾਤਾਰ ਵਿਰੋਧੀ ਵੋਲਟੇਜ
Continuous spectrum,"ਨਿਰੰਤਰ ਸਪੈਕਟ੍ਰਮ, ਨਿਰੰਤਰ ਪੈਮਾਨਾ"
Continuous state,ਜਾਰੀ ਪੜਾਅ
Continuous strip aerial camera,ਲਗਾਤਾਰ-ਸਟ੍ਰਿਪ ਏਰੀਅਲ ਕੈਮਰਾ
Continuous term spectrum,ਲਗਾਤਾਰ ਮਿਆਦ ਸਪੈਕਟ੍ਰਮ
Continuous time systems,ਨਿਰੰਤਰ ਸਮਾਂ ਪ੍ਰਣਾਲੀ
Continuous true absorption,ਲਗਾਤਾਰ ਅਸਲੀ ਸਮਾਈ
Continuous valency rule,ਨਿਰੰਤਰ ਵੈਲੈਂਸੀ ਨਿਯਮ
Continuous variable,ਲਗਾਤਾਰ ਵੇਰੀਏਬਲ
Continuous wave magnetron,ਨਿਰੰਤਰ ਤਰੰਗ ਮੈਗਨੇਟ੍ਰੋਨ
Continuous wave radar (C.W radar),ਲਗਾਤਾਰ ਲਹਿਰ ਰਾਡਾਰ
Continuously distributed load,ਲਗਾਤਾਰ ਵੰਡਿਆ ਲੋਡ
Continuously loaded cable,ਲਗਾਤਾਰ ਲੋਡ ਕੀਤੀ ਕੇਬਲ
Continuum,"ਨਿਰੰਤਰਤਾ, ਨਿਰੰਤਰਤਾ"
Contour,"ਕੰਟੋਰ, ਕੰਟੋਰ, ਰੂਪਰੇਖਾ, ਰੂਪਰੇਖਾ, ਆਕਾਰ"
Contour accentuation (=crispening),(ਕੰਟੂਰ) ਤਿੱਖਾ ਕਰਨਾ
Contour density indicator,ਕੰਟੋਰ-ਘਣਤਾ ਸੂਚਕ
Contra-injection,ਵਿਰੋਧੀ ਟੀਕਾ
Contract,"ਇਕਰਾਰਨਾਮਾ ਕਰਨਾ, ਇਕਰਾਰਨਾਮਾ ਕਰਨਾ (ਵਰ.), ਇਕਰਾਰਨਾਮਾ ਕਰਨਾ, ਇਕਰਾਰਨਾਮਾ ਕਰਨਾ (ਐਨ.)"
Contracted,ਸੁੰਗੜਨਾ
Contraction,ਸੰਕੁਚਨ
Contraction energy,ਸੰਕੁਚਨ ਊਰਜਾ
Contraction hypothesis,ਸੰਕੁਚਨ ਪਰਿਕਲਪਨਾ
Contraction of electron,ਇਲੈਕਟ੍ਰੋਨ ਸੰਕੁਚਨ
Contraction of length,ਲੰਬਾਈ ਦਾ ਸੰਕੁਚਨ
Contraction time scale,ਸੰਕੁਚਨ ਸਮਾਂ ਸਕੇਲ
Contralto voice,ਬੋਲਣ ਲਈ ਕੰਟਰੋਲ
Contraorbital direction,ਵਿਰੋਧੀ-ਔਰਬਿਟਲ ਦਿਸ਼ਾ
Contrarelated body,ਰਿਸ਼ਤੇਦਾਰ ਸਰੀਰ
Contrast,"ਉਲਟ, ਉਲਟ"
Contrast control,"ਕੰਟ੍ਰਾਸਟ ਕੰਟਰੋਲ, ਕੰਟ੍ਰਾਸਟ ਕੰਟਰੋਲ"
Contrast effect,ਉਲਟ ਪ੍ਰਭਾਵ
Contrast expansion,ਵਿਪਰੀਤ ਫੈਲਾਅ
Contrast factor,ਉਲਟ ਕਾਰਕ
Contrast gradient,ਉਲਟਾ ਗਰੇਡੀਐਂਟ
Contrast of colour,ਉਲਟ
Contrast range,ਉਲਟ ਇਮਾਰਤ
Contrast ratio,ਵਿਪਰੀਤ ਅਨੁਪਾਤ
Contrast rreduction,ਉਲਟ ਕਮੀ
Contrast sensitivity,ਉਲਟ ਸੰਵੇਦਨਸ਼ੀਲਤਾ
Contrasting colour,ਵਿਪਰੀਤ ਅੱਖਰ
Contraves,ਉਲਟ
Control,ਕੰਟਰੋਲ
"Control ""bang-bang""","ਬੈਂਗ-ਬੈਂਗ ਕਿਸਮ ਦਾ ਨਿਯੰਤਰਣ, ਪੂਰਾ ਸਰਵੋ ਨਿਯੰਤਰਣ"
Control arm,ਕੰਟਰੋਲ ਬਾਂਹ
Control card,ਕੰਟਰੋਲ ਕਾਰਡ
Control characteristic,ਕੰਟਰੋਲ ਗੁਣ
Control circuit,ਕੰਟਰੋਲ ਸਰਕਟ
Control commutator,ਟਿੱਕ ਚੇਂਜਰ ਨੂੰ ਕੰਟਰੋਲ ਕਰੋ
Control counter,ਕਨ੍ਟ੍ਰੋਲ ਪੈਨਲ
Control desk (=director's consols),ਕੰਟਰੋਲ ਡੈਸਕ
Control device,ਕੰਟਰੋਲ ਜੰਤਰ
Control electrode,ਕੰਟਰੋਲ ਇਲੈਕਟ੍ਰੋਡ
Control experiment,ਕੰਟਰੋਲ ਪ੍ਰਯੋਗ
Control field,ਕੰਟਰੋਲ ਬਿੰਦੂ
Control grid,ਕੰਟਰੋਲਰ ਗਰਿੱਡ
Control hysteresis,aphasia ਨੂੰ ਕੰਟਰੋਲ
Control instruction,ਨਿਯੰਤਰਣ ਨਿਰਦੇਸ਼
Control ioud speaker,ਲਾਊਡਸਪੀਕਰ ਨੂੰ ਕੰਟਰੋਲ ਕਰੋ
Control member (=control element),ਕੰਟਰੋਲ ਤੱਤ
Control parameter,ਕੰਟਰੋਲ ਪੈਰਾਮੀਟਰ
Control point,ਕੰਟਰੋਲ ਮੁੱਲ
Control program,ਕੰਟਰੋਲ ਪ੍ਰੋਗਰਾਮ
Control register (=programme counter),"ਕੰਟਰੋਲ ਰਜਿਸਟਰ, ਕੰਟਰੋਲ ਰਜਿਸਟਰ"
Control rod (=power control rod),ਨਿਯੰਤਰਣ ਜੁਰਮਾਨਾ
Control section,ਕੰਟਰੋਲ ਭਾਗ
Control station,ਕੰਟਰੋਲ ਕੇਂਦਰ
Control system,ਕੰਟਰੋਲ ਸਿਸਟਮ
Control test,ਕੰਟਰੋਲ ਨਿਗਰਾਨੀ
Control torque,ਨਿਯੰਤਰਣ ਟਾਰਕ
Control track,ਧੁਨੀ ਮਾਰਗ ਨੂੰ ਕੰਟਰੋਲ ਕਰੋ
Control unit,ਕੰਟਰੋਲ ਯੂਨਿਟ
Control variable,ਕੰਟਰੋਲ ਵੇਰੀਏਬਲ
Control word,ਨਿਯੰਤਰਣ ਸ਼ਬਦਾਂ
Controllability,ਕੰਟਰੋਲਯੋਗਤਾ
Controllable variable,ਨਿਯੰਤਰਣਯੋਗ ਵੇਰੀਏਬਲ
Controlled area,ਨਿਯੰਤਰਿਤ ਖੇਤਰ
Controlled carrier (=floating carrier),ਨਿਯੰਤਰਿਤ ਕੈਰੀਅਰ
Controlled experiment,ਨਿਯੰਤਰਿਤ ਪ੍ਰਯੋਗ
Controlled scan,ਕੰਟਰੋਲ ਸਕੈਨਿੰਗ
Controlled valency,ਨਿਯੰਤਰਿਤ ਕਨੈਕਟੀਵਿਟੀ
Controller,ਕੰਟਰੋਲਰ
Controlling force,ਕੰਟਰੋਲ ਫੋਰਸ
Controlling magnetic field,ਚੁੰਬਕੀ ਖੇਤਰ ਨੂੰ ਕੰਟਰੋਲ
Controlling point,ਕੰਟਰੋਲ ਬਿੰਦੂ
Convected pressure field,ਸੰਚਾਲਕ ਦਬਾਅ ਖੇਤਰ
Convecting system,ਆਵਾਜਾਈ ਸਿਸਟਮ
Convection,ਸੰਚਾਲਨ
Convection term,ਪਹੁੰਚਾਉਣ ਵਾਲੀ ਪੋਸਟ
Convectional ascent,ਨਾੜੀ ਚੜ੍ਹਾਈ
Convectional cell,ਨਾੜੀ ਸੈੱਲ
Convectional condensation level,ਨਾੜੀ ਤਰਲ ਪੱਧਰ
Convective core,ਨਾੜੀ ਕੋਰ
Convective discharge,ਨਾੜੀ ਨਿਕਾਸ
Convective instability,ਨਾੜੀ ਅਸਥਿਰਤਾ
Convective region,ਨਾੜੀ ਖੇਤਰ
Conventional atomic weight,ਨਿਯਮਤ ਪਰਮਾਣੂ ਭਾਰ
Conventional spinning,ਕਸਟਮ ਸਪਿਨਿੰਗ
Converge,"ਕਨਵਰਜ ਕਰਨਾ, ਕਨਵਰਜ ਕਰਨਾ"
Convergence,"ਕਨਵਰਜੈਂਸ, ਕਨਵਰਜੈਂਸ"
Convergence coil,ਕਨਵਰਜੈਂਟ ਕੁੰਡਲੀ
Convergence control,ਕਨਵਰਜੈਂਸ ਕੰਟਰੋਲਰ
Convergence electrode,ਕਨਵਰਜੈਂਟ ਇਲੈਕਟ੍ਰੋਡ
Convergence factor,ਕਨਵਰਜੈਂਸ ਫੈਕਟਰ
Convergence limit,ਕਨਵਰਜੈਂਸ ਸੀਮਾ
Convergence line,ਕਨਵਰਜੈਂਸ ਲਾਈਨ
Convergence magnet,ਕਨਵਰਜਿੰਗ ਚੁੰਬਕ
Convergence point,ਕਨਵਰਜੈਂਸ ਬਿੰਦੂ
Convergence surface,ਕਨਵਰਜੈਂਸ ਪੰਨਾ
Convergent,"ਕਨਵਰਜ (ਵਰ.), ਕਨਵਰਜ (ਐਨ.)"
Convergent channel,ਕਨਵਰਜੈਂਟ ਸਿਸਟਮ
Convergent divergent nozzle,ਕਨਵਰਜੈਂਟ ਡਾਇਵਰਜੈਂਟ ਪੁੰਜ
Convergent flow,ਕਨਵਰਜੈਂਟ ਵਹਾਅ
Convergent light,ਕਨਵਰਜੈਂਟ ਰੋਸ਼ਨੀ
Convergent nozzle,ਕਨਵਰਜੈਂਟ ਪੁੰਜ
Convergent rays,ਕਨਵਰਜੈਂਟ ਕਿਰਨਾਂ
Convergents lens,ਕਨਵਰਜਿੰਗ ਲੈਂਸ
Converging lens,ਕਨਵਰਜੈਂਟ ਲੈਂਸ
Converging light,ਕਨਵਰਜੈਂਟ ਰੋਸ਼ਨੀ
Converging line,ਕਨਵਰਜੈਂਟ ਲਾਈਨ
Converse,"ਉਲਟ, ਉਲਟ"
Converse magnetostrictie effect,ਵਿਕਾਰ ਚੁੰਬਕੀਕਰਨ ਪ੍ਰਭਾਵ
Converse piezoelectric effect,ਉਲਟ ਇਲੈਕਟ੍ਰੋਸਟੈਟਿਕ ਪ੍ਰਭਾਵ
Conversely,VICA ਉਲਟ
Conversion,ਤਬਦੀਲੀ
Conversion coefficient,ਪਰਿਵਰਤਨ ਗੁਣਾਂਕ
Conversion conductance (=conversion transconductance),ਪਰਿਵਰਤਨ ਚਾਲਕਤਾ
Conversion efficiency,ਪਰਿਵਰਤਨ ਕੁਸ਼ਲਤਾ
Conversion electron,ਪਰਿਵਰਤਨ ਇਲੈਕਟ੍ਰੋਨ
Conversion electron line (=conversion line),ਪਰਿਵਰਤਨ ਇਲੈਕਟ੍ਰੋਨ ਲਾਈਨ
Conversion factor,ਪਰਿਵਰਤਨ ਕਾਰਕ
Conversion fraction,ਪਰਿਵਰਤਨ ਅੰਸ਼
Conversion gain,ਪਰਿਵਰਤਨ ਲਾਭ
Conversion loss,ਪਰਿਵਰਤਨ ਦਾ ਨੁਕਸਾਨ
Conversion of energy,ਊਰਜਾ ਤਬਦੀਲੀ
Conversion of formulas,ਫਾਰਮੂਲਾ ਪਰਿਵਰਤਨ
Conversion of units,ਯੂਨਿਟਾਂ ਦੀ ਤਬਦੀਲੀ
Conversion point,ਮੋੜ
Conversion table,ਪਰਿਵਰਤਨ ਸਾਰਣੀ
Conversion transconductance,ਪਰਿਵਰਤਨ ਚਾਲਕਤਾ
Conversion transducer,ਤਬਦੀਲੀ transducer
Convert,ਤਬਦੀਲ
Converted value,ਪਰਿਵਰਤਿਤ ਮੁੱਲ
Converter,ਪਰਿਵਰਤਕ
Converter reactor,ਪਰਿਵਰਤਕ ਰਿਐਕਟਰ
Converter valve,ਚੇਂਜਰ ਵਾਲਵ
Convertible lens,ਪਰਿਵਰਤਨਸ਼ੀਲ ਲੈਂਸ
Convex,ਉੱਤਲ
Convex base,ਕਨਵੈਕਸ ਬੇਸ
Convex lens,ਕਨਵੈਕਸ ਲੈਂਸ
Convex-solid angle,ਕਨਵੈਕਸ ਠੋਸ ਕੋਣ
Convexity,convexity
Convexo-concave lens,ਕਨਵੈਕਸ ਲੈਂਸ
Convexo-convex,biconvex
Cookie-cutter intake,ਤੀਬਰ ਗ੍ਰਹਿਣ
Coolant,ਕੂਲਰ
Coolant temperature parameter,ਕੂਲਰ ਤਾਪਮਾਨ ਪੈਰਾਮੀਟਰ
Cooler,"ਕੂਲਰ, ਕੂਲਰ"
Coolidge tube,ਕੂਲੀਜ ਟਿਊਬ
Coolilng effect,ਕੂਲਿੰਗ ਪ੍ਰਭਾਵ
Cooling,ਕੂਲਿੰਗ
Cooling agent,ਕੂਲਰ
Cooling plant,ਕੂਲਿੰਗ ਪਲਾਂਟ
Cooling worm,ਠੰਡਾ ਚੂੜੀਦਾਰ
Cooper-clad wire,"ਕਾਪਰ ਪਲੇਟਿਡ ਤਾਰ, ਤਾਂਬੇ ਦੀ ਪਲੇਟਿਡ ਤਾਰ"
Cooperative assemble,ਸਹਿਕਾਰੀ ਭਾਈਚਾਰੇ
Cooperative phenomenon,ਸਹਿਕਾਰੀ ਵਰਤਾਰੇ
Cooperative system (instrumentation),ਸਹਿਕਾਰੀ ਸਿਸਟਮ
Coordinate,"ਕੋਆਰਡੀਨੇਟ, ਕੋਆਰਡੀਨੇਟ, ਕੋਆਰਡੀਨੇਟ"
Coordinate axis,ਨਿਰਦੇਸ਼ਕ ਧੁਰਾ
Coordinate set,ਨਿਰਦੇਸ਼ਕ ਸੈੱਟ
Coordinate space,"ਡਾਇਰੈਕਟਰ ਸਪੇਸ, ਲੋਕੇਸ਼ਨ ਡਾਇਰੈਕਟਰੀ"
Coordinate system,"ਤਾਲਮੇਲ ਪ੍ਰਣਾਲੀ, ਹਦਾਇਤ ਪ੍ਰਣਾਲੀ"
Coordinated tooling,ਤਾਲਮੇਲ ਟੂਲਿੰਗ
Coordinates,ਕੋਆਰਡੀਨੇਟਸ
Coordinating controller,ਤਾਲਮੇਲ ਕੰਟਰੋਲਰ
Copal,ਕੋਪਾਲ
Copel,ਕੋਪੇਲ
Coper loss,ਤਾਂਬੇ ਦਾ ਨੁਕਸਾਨ
Coplanar,ਪਲੈਨਰ
Coplanar bond,ਪਲੈਨਰ ਬਾਂਡ
Coplanar forces,coplanar ਫੋਰਸ
Coplanar grid tubes,ਫਲੈਟ ਗਰਿੱਡ ਟਿਊਬ
Coplanar network,ਜਹਾਜ਼ ਜਾਲ
Coplanarity,ਸਮਤਲਤਾ
Copper block calorimeter,ਕਾਪਰ ਬਲਾਕ ਥਰਮਾਮੀਟਰ
Copper nickel,ਪਿੱਤਲ-ਨਿਕਲ
Copper-clad sheet,ਪਿੱਤਲ ਦੀ ਚਾਦਰ
Copy,"ਕਾਪੀ, ਕਾਪੀ, ਕਾਪੀ"
Corbino disc,ਕਾਰਬਿਨੋ ਡਿਸਕ
Cord circuit,lanyard ਸਰਕਟ
Cordionnier system (=peek-a-boo-system),ਪੀਕ-ਏ-ਬੂ ਸਿਸਟਮ
Cordite,ਕੋਰਡਾਈਟ
Cordwood module,ਪ੍ਰੌਕਸੀਮਲ ਕੰਪੋਨੈਂਟ ਮੋਡੀਊਲ
Core,ਕੋਰ
Core breaker,ਕੋਰ ਟੁਕੜਾ
Core crab,ਕੋਰ ਕੈਂਸਰ
Core drier,ਕੋਰ ਡ੍ਰਾਈਅਰ
Core electron,ਕੋਰ ਇਲੈਕਟ੍ਰੋਨ
Core energy,ਕੋਰ ਊਰਜਾ
Core loss,ਕੋਰ ਨੁਕਸਾਨ
Corer dump (=storage dump =memory dump),ਯਾਦਦਾਸ਼ਤ ਥਕਾਵਟ
Corer radius,ਕੋਰ ਰੇਡੀਅਸ
Corer vent,ਕੋਰ ਨਿਕਾਸ
Coring,"ਕੋਰ-ਰਿਕਾਰਡਿੰਗ, ਕਰੋਡੋਨ ਸੀਡ ਐਕਸਟਰੈਕਸ਼ਨ"
Coring device,ਕੋਰ ਜੰਤਰ
Coriolis acceleration,ਕੋਰੀਓਲਿਸ ਪ੍ਰਵੇਗ
Coriolis correction,ਕੋਰੀਓਲਿਸ ਸੋਧ
Coriolis effect,ਕੋਰੀਓਲਿਸ ਪ੍ਰਭਾਵ
Coriolis force,ਕੋਰੀਓਲਿਸ ਬਲ
Coriolis parameter,ਕੋਰੀਓਲਿਸ ਪੈਰਾਮੀਟਰ
Cork pressure,"ਕਾਰ੍ਕ ਪ੍ਰੈਸ, ਕਾਰ੍ਕ ਪ੍ਰੈਸ"
Cork rule,ਪੇਚ ਨਿਯਮ
Cork softner,"cork-tack, cork-tack"
Cork squeezer,"cork-tack, cork-tack"
Cork tile,ਕਾਰ੍ਕ ਟਾਇਲ
Corkscrew antenna (=helical aerial),"ਕਾਰਕ ਪੇਚ ਐਂਟੀਨਾ, ਕੁੰਡਲਨੀ ਐਂਟੀਨਾ"
Cornagraph,ਕਿਰਿਤ ਚਿਤ੍ਰਕ
Corner admittance,ਕੋਣ ਪ੍ਰਵੇਸ਼
Corner detail,ਕੋਨੇ ਦੇ ਵੇਰਵੇ
Corner frequency servo,ਨਿਰੰਤਰ ਬਾਰੰਬਾਰਤਾ ਸਰਵੋ
Corner loudspeaker,ਕੋਣ ਲਾਊਡਸਪੀਕਰ
Corner reflector,ਕੋਣ ਰਿਫਲੈਕਟਰ
Corner reflector antenna,ਕੋਣ ਰਿਫਲੈਕਟਰ ਐਂਟੀਨਾ
Cornet,ਕਾਰਨੇਟ
Corona,"ਕਿਰਿਤ, ਕੋਰੋਨਾ"
Corona Australis,ਕੋਰੋਨਾ ਆਸਟ੍ਰੇਲੀਆ
Corona Borealis,corona borealis
Corona discharge,kirit ਇਮਰਸ਼ਨ
Corona loss,ਨੁਕਸਾਨ ਦਾ ਨੁਕਸਾਨ
Corona point,ਕਿਰਤੀ ਅਗਰ
Corona shields,ਕੀੜੇ ਨੂੰ ਭਜਾਉਣ ਵਾਲਾ
Corona voltmeter,ਵੋਲਟਮੀਟਰ
Corona wire,ਕਿਰਤੀ ਤਾਰ
Coronal active prominence,ਗਤੀਸ਼ੀਲ ਤੌਰ &#39;ਤੇ ਕਿਰਿਆਸ਼ੀਲ ਸੂਰਜੀ ਲਾਟ
Coronal cloud prominence,ਸੂਰਜੀ ਭੜਕਣ
Coronal prominence,ਸੂਰਜੀ ਭੜਕਣ
Coronal sunspot prominence,ਸੂਰਜੀ ਭੜਕਣ
Corpuscle,ਗ੍ਰੈਨਿਊਲ
Corpuscular radiation,ਕਣ ਰੇਡੀਏਸ਼ਨ
Corpuscular ray,ਐਨੁਲਰ ਬੀਮ
Corpuscular theory,ਕਣ ਥਿਊਰੀ
Correcrted,ਸੋਧੇ
Correct,"ਸਹੀ, ਸਹੀ, ਸਹੀ"
Corrected aspect ratio,ਸੰਸ਼ੋਧਿਤ ਪੱਖ ਅਨੁਪਾਤ
Corrected bearing,ਸੋਧਿਆ Decman
Corrected compass heading (=magnetic heading),"ਚੁੰਬਕੀ ਦਿਸ਼ਾ, ਚੁੰਬਕ ਉੱਤਰੀ ਕੋਣ"
Corrected length,ਸੋਧਿਆ ਲੰਬਾਈ
