Malayalam,Gujarati
ട്രാൻസ്ഫർ ട്രാൻസ്ഫർട്ട് സ്റ്റേറ്റ്മെന്റ്,નિયંત્રણ -તબદીલી નિવેદન
നിയന്ത്രണ യൂണിറ്റ്,નિયંત્રણ વિભાગ
വേരിയബിൾ നിയന്ത്രിക്കുക,નિયંત્રણ ચલ
വോളിയം നിയന്ത്രിക്കുക,અંકુશ
വാക്ക് നിയന്ത്രിക്കുക,નિયંત્રણ શબ્દ
സമ്മേളനം,પરંપરાગત
കൺവെൻഷൻ ഉപകരണങ്ങൾ,પરંપરાગત સાધનસામગ્રી
ഒത്തുപണി,એકતરફી
സംഭാഷണം,વાતચીત
സംഭാഷണം,વાર્તાલાપને લગતું
സംഭാഷണ ആൽജിബ്രൈക്ക് ഭാഷ,વાર્તાલાપનું બીજગણિત ભાષા
സംഭാഷണ കംപൈലർ,સંવાદિતા સંકલનકર્તા
സംഭാഷണ കമ്പ്യൂട്ടിംഗ്,સંવાદિતા -ગણતરી
സംഭാഷണ ഭാഷ,સંવાદિતા ભાષા
സംഭാഷണ മോഡ്,વાર્તાલાપની સ્થિતિ
സംഭാഷണ സംവിധാനം,સંવાદિતા પદ્ધતિ
സംഭാഷണ ടെർമിനൽ,પરિવર્તનીય
സംഭാഷണ സമയ പങ്കിടൽ,વાર્તાલાપ સમય
വിനിമയം,રૂપાંતર
പരിവർത്തനച്ചെലവ്,રૂપાંતર ખર્ચ
പരിവർത്തന ഉപകരണം,રૂપાંતર ઉપકરણ
പരിവർത്തന മോഡ്,રૂપાંતર મોડ
പരിവർത്തന പതിവ്,પ્રત્યારોપણ
മാറ്റുക,રૂપાંતર કરવું
കൺവെർട്ടർ,એકત્રીકરણ કરનાર
കോൺവെക്സ് പ്രോഗ്രാമിംഗ്,બહિર્ચાર્ય કાર્યક્રમ
പ്രസംഗിച്ച മെമ്മറി ഏകോപിപ്പിക്കുക,સંકલન મેમરી
ഡാറ്റ ഏകോപിപ്പിക്കുക,સંકલિત આધાર
ജ്യാമമെട്രി ഭാഷ ഏകോപിപ്പിക്കുക,ભૂમિતિ ભાષા
ഗ്രാഫിക്സ് ഏകോപിപ്പിക്കുക,સંકલન ગ્રાફિક્સ
നെറ്റ്വർക്ക് കോർഡിനേറ്റ് ചെയ്യുക,સંકલન નેટવર્ક
സമയ സ്കെയിൽ ഏകോപിപ്പിക്കുക,સંકલન ધોરણ
പകര്ത്തുക,નકલ
കോർഡ്ലെസ്സ് പ്ലഗ്,દોરીહીન
കോർഡോണിയർ സിസ്റ്റം,સંદિગ્ધ પદ્ધતિ
കാന്വ്,કેન્દ્રસ્થ
പ്രധാന ഡമ്പ്,હાર્દિક
കോർ ചിത്രം,કેન્દ્ર છબી
കോർ ഇമേജ് ലൈബ്രറി,મૂળ છબી ગ્રંથાલય
കോർ മെമ്മറി,હડપૂલ
കോർ നെറ്റ്വർക്ക്,કેન્દ્ર
സഹവാസി,નિવાસી
കോർ സ്റ്റോറേജ്,મૂળ સંગ્રહ
കോർ സിസ്റ്റം,મૂળ પદ્ધતિ
കോ-ദിനചര്യ,સહ-રૂટિન
ശരിയും പകർപ്പും,સાચી અને નકલ
സവിശേഷത പൂർത്തിയാക്കുക,સુધારણા
തിരുത്ത്,સુધારણા
തിരുത്തൽ വിവരങ്ങൾ,સુધારાની માહિતી
തിരുത്തൽ പരിപാലനം,સુધારાત્મક જાળવણી
തിരുത്തൽ പരിപാലന സമയം,સુધારાત્મક જાળવણી સમય
ചെലവ് വിശകലനം,પડતર
ചെലവ് കേന്ദ്ര അക്ക ing ണ്ടിംഗ്,ખર્ચ-કેન્દ્ર
എണ്ണുക,ગણતરી
കൗണ്ടര്,કાઉન્ટર
ക counter ണ്ടർ തടവ്,પ્રતિ -અટકાયત
എണ്ണം-കീ-ഡാറ്റ ഉപകരണം,ગણતરી-કી-ડેટા ઉપકરણ
രാജ്യ കോഡ്,દેશનો કોડ
ഗുരുതരമായ പാത്ത് രീതി,નિર્ણાયક પાથ પદ્ધતિ
ക്രോസ് ബാർ സ്വിച്ച്,ક્રોસ -બાર -સ્વીચ
ക്രോസ് ബാർ സിസ്റ്റം,ક્રોધાવેશ
ക്രോസ് ചെക്ക്,ક્રોસ ચેક
ക്രോസ് കംപൈലർ,Crossાળ
ക്രോസ് ഡൊമെയ്ൻ കമ്മ്യൂണിക്കേഷൻ,ડોમેન સંચાર
ക്രോസ് ഫയർ,અગ્નિશામક આગ
ക്രോസ് പാദം,મોડું
ക്രോസ് ഫുട് ടെസ്റ്റ്,Footલટ પગ પરીક્ષણ
ക്രോസ് പോയിന്റ് അറേ,ક્રોસ પોઇન્ટ એરે
ക്രോസ് സെക്ഷണൽ പരിശോധന,Sectionલ -વિભાગીય પરીક્ષણ
ഒരു അറേയുടെ ക്രോസ് സെക്ഷൻ,એરેનો પારો -વિભાગ
ക്രോസ് സോഫ്റ്റ്വെയർ,Crossલ
ക്രോസ് സുബെറ ലിങ്ക്,ક્રોસ સુબેરિયા લિંક
ക്രോസ് ടോക്ക്,આતુરતા
ക്രോസ് ട്രാക്കിംഗ്,Crossંચે ચાલતી ટ્રેકિંગ
കൂടുന്തോ,ભીડિયું
ക്രഗോണിക്സ്,સાંકડી
ക്രയോജനിക് സംഭരണം,ક્રાયોજેનિક સંગ્રહ
ക്രയോജനിക് സ്റ്റോർ,ક્રાયોજેનિક ભંડાર
ക്രോസ്റ്റേറ്റ്,સાંકડો
ക്രക്ട്രോൺ,ચિત્ત
ക്രിപ്റ്റോഗ്രാഫിക്,ગુપ્તચર
ക്രിപ്റ്റോഗ്രാഫിക് അൽഗോരിതം,ગુપ્ત અલ્ગોરિધમનો
ക്രിപ്റ്റോഗ്രഫി,ભંડાર
സ്യൂമാലേറ്റീവ് സൂചിക,સંચિત સૂચિ
കറൻസി ചിഹ്നം,ચલાનું પ્રતીક
നിലവിലെ ബീം സ്ഥാനം,વર્તમાન બીમ સ્થિતિ
നിലവിലെ കണക്റ്റ് ഗ്രൂപ്പ്,વર્તમાન જોડાણ જૂથ
നിലവിലെ തലമുറ,વર્તમાન પે generationી
"നിലവിലെ നിർദ്ദേശം
 പട്ടികയുണ്ടാക്കുക","વર્તમાન સૂચના
 નોંધણી કરવી"
"നിലവിലെ വരി
 പോയിന്തം","વર્તમાન રેખા
 નિર્દેશક"
"നിലവിലെ ലൂപ്പ് (=
 നിലവിലെ ആന്റിനോഡ്)","વર્તમાન લૂપ (=
 વર્તમાન એન્ટિનોડ)"
നിലവിലെ മോഡ് ലോജിക്,વર્તમાન મોડ તર્ક
നിലവിലെ റെക്കോർഡ്,વર્તમાન રેકોર્ડ
കഴ്സർ,શબ
കഴ്സർ നിയന്ത്രണ കീ,કરશાર નિયંત્રણ કી
ശേഖരിക്കുക,પડઘો
കർവ് അനുയായി,વળાંક અનુયાયી
തലയണ,ગલાગ
ഉപഭോക്തൃ ആക്സസ് ഏരിയ,ગ્રાહક પ્રવેશ ક્ષેત્ર
ഉപഭോക്തൃ വിവര നിയന്ത്രണ സംവിധാനം,ગ્રાહક માહિતી નિયંત્રણ પદ્ધતિ
ഉപഭോക്തൃ പരിസരം ഉപകരണങ്ങൾ,ગ્રાહક જગ્યા
ഉപഭോക്തൃ സ്വിച്ചിംഗ് സിസ്റ്റം,ગ્રાહક સ્વિચિંગ સિસ્ટમ
മുറിക്കുക,Cutભું સ્વરૂપ
ഫോം മോഡ് മുറിക്കുക,ફોર્મ મોડ કાપો
രീതി മുറിക്കുക,કાપી પદ્ધતિ
വിച്ഛേദിക്കുക,Offતરવું
സൈബർനേഷൻ,કોટિ
സൈബർനെറ്റിക്സ്,મનોહર
ആവൃത്തി,ચક્ર
സൈക്കിൾ എണ്ണം,ચક્ર ગણતરી
സൈക്കിൾ സൂചിക,ચક્ર -સૂચિ
സൈക്കിൾ മെമ്മറി,ચક્ર
സൈക്കിൾ മൈക്രോപ്രമിംഗ്,ચક્ર
സൈക്കിൾ പുന .സജ്ജമാക്കുക,ચક્ર ફરીથી સેટ કરવું
സൈക്കിൾ പങ്കിടൽ,ચક્ર -વહેંચણી
സൈക്കിൾ മോഷ്ടിക്കുക,ચક્ર ચોરવું
സൈക്കിൾ മോഷ്ടിക്കുന്നു,ચક્ર ચોરી
സൈക്കിൾ സമയം,ચક્ર સમય
ചാക്രിക കോഡ്,ચક્રીય સંહિતા
സൈക്ലിക് ആവർത്തന പരിശോധന,ચક્રીય નિરર્થક તપાસ
ചാക്രിക മാറ്റം,ચક્રાકાર પાળી
ചാക്രിക സംഭരണം,ચક્રીય -સંગ્રહ
ചാക്രിക കൈമാറ്റം,ચક્રાકાર -તબદીલી
സിലിണ്ടർ ആശയം,નળાકાર ખ્યાલ
കഥാപാതം,પાત્ર
കോഡ് ചെയ്ത ദശാംശ,દશાંશ
ഡെയ്സി ചെയിൻ,ડેઝી સાંકળ
ഡെയ്സി പ്രിന്റ് വീൽ,ડેઝી પ્રિન્ટ પૈડું
ഡെയ്സി ചക്രം,ડેઝીનું પૈડું
നനഞ്ഞ,ભીનાશ
ഡാറ്റ,માહિતી
ശബ്ദത്തിന് മുകളിലുള്ള ഡാറ്റ,અવાજ ઉપર ડેટા
ഡാറ്റ ആക്സസ് ക്രമീകരണം,આધાર જણાવવાની વ્યવસ્થા
ഡാറ്റ ഏറ്റെടുക്കൽ,માહિતી મેળવવી
ഡാറ്റ ഏറ്റെടുക്കൽ കമ്പ്യൂട്ടർ,માહિતી સંપાદન કમ્પ્યુટર
ഡാറ്റ അണ്ടക്ഷൻ യൂണിറ്റ്,આધાર -એકમ
ഡാറ്റ അഡ്മിനിസ്ട്രേറ്റർ,આંકડા વહીવટકર્તા
ഡാറ്റ അഗ്രഗേറ്റ്,એકરૂપ ડેટા
ഡാറ്റ ഏരിയ,આધાર -ક્ષેત્ર
ഡാറ്റ അറേ,આધાર સામગ્રી
ഡാറ്റ ആട്രിബ്യൂട്ട്,આંકડા લક્ષણ
ഡാറ്റ ബാങ്ക്,આંકડા -બેંક
ഡാറ്റാബേസ്,ડેટાબેઝ
ഡാറ്റാബേസ് അഡ്മിനിസ്ട്രേഷൻ,ડેટાબેઝ વહીવટ
ഡാറ്റാബേസ് മാനേജുമെന്റ്,ડેટાબેઝ મેનેજમેન્ટ
ഡാറ്റാബേസ് മാനേജുമെന്റ് സിസ്റ്റം,ડેટાબેઝ સંચાલન પદ્ધતિ
ഡാറ്റ ബ്ലോക്ക്,આંકડા
ഡാറ്റ ബ്രേക്ക് (= നേരിട്ടുള്ള മെമ്മറി ആക്സസ്),ડેટા વિરામ (= ડાયરેક્ટ મેમરી એક્સેસ)
ഡാറ്റ ബഫർ രജിസ്റ്റർ,આંકડા
ഡാറ്റ ക്യാപ്ചർ,આધાર -સામગ્રી
ഡാറ്റ കാർഡ്,આધાર -કાર્ડ
ഡാറ്റ കാരിയർ,આંકડા
ഡാറ്റ സെൽ,આધાર -કોષ
ഡാറ്റ ചാനൽ,માહિતી
ഡാറ്റ ചാനൽ മൾട്ടിപ്പിൾ എക്സ്സ്റ്റർ,આંકડા -ખર્ચ કરનાર
ഡാറ്റ സർക്യൂട്ട്,આધાર સામગ્રી
ഡാറ്റ സർക്യൂട്ട് സുതാര്യത,આંકડાકીય પારદર્શિતા
ഡാറ്റ കോഡ്,આધારપ્રમાણ
ഡാറ്റ ശേഖരണം,માહિતી સંગ્રહ
ഡാറ്റ ശേഖരണ സ്റ്റേഷൻ,માહિતી વસૂલાત મથક
ഡാറ്റ ശേഖരണ സംവിധാനം,માહિતી સંગ્રહ પદ્ધતિ
"ഡാറ്റ
 വാര്ത്താവിനിമയം","માહિતી
 વાતચીત"
"ഡാറ്റ
 വാര്ത്താവിനിമയം
 ചാനല്","માહિતી
 વાતચીત
 માર્ગ"
"ഡാറ്റ
 വാര്ത്താവിനിമയം
 സജ്ജീകരണം","માહિતી
 વાતચીત
 સામાન"
"ഡാറ്റ
 വാര്ത്താവിനിമയം
 ഇന്റർഫേസ്","માહિતી
 વાતચીત
 પ્રસારણ"
"ഡാറ്റ
 വാര്ത്താവിനിമയം
 നെറ്റ്വർക്ക്","માહિતી
 વાતચીત
 નેટવર્ક"
"ഡാറ്റ
 വാര്ത്താവിനിമയം
 സേവനം","માહિતી
 વાતચીત
 સેવા"
ഡാറ്റ കോംപാക്ഷൻ,આંકડા
ഡാറ്റ കംപ്രഷൻ,આધારપ્રણી
ഡാറ്റ കണക്ഷൻ,આધાર સામગ્રી
ഡാറ്റ സ്ഥിരാങ്കം,આંકડા
"ഡാറ്റ
 മലിനമാക്കല്","માહિતી
 દૂષણ"
ഡാറ്റ നിയന്ത്രണം,આંકડા -આધાર -નિયંત્રણ
ഡാറ്റ നിയന്ത്രണ ബ്ലോക്ക്,આધાર -નિયંત્રણ અવરોધ
ഡാറ്റ പരിവർത്തനം,આંકડા
ഡാറ്റ കൺവെർട്ടർ,આંકડા -રૂપાંતર
ഡാറ്റ പ്രഖ്യാപനം,માહિતી ઘોષણા
"ഡാറ്റ പ്രഖ്യാപനം
 പ്രസ്താവന","માહિતી ઘોષણા
 નિવેદન"
ഡാറ്റ നിർവചനം,માહિતી
"ഡാറ്റ നിർവചനം
 പേര്","માહિતી
 નામ"
"ഡാറ്റ നിർവചനം
 പ്രസ്താവന","માહિતી
 નિવેદન"
ഡാറ്റ കാലതാമസം,વિલંબ
ഡാറ്റ ഡിലിമിറ്റർ,આંકડા
ഡാറ്റ സാന്ദ്രത,આંકડાકીય ઘનતા
"ഡാറ്റ വിവരണം
 പവേശം","આંકણી
 પ્રવેશ"
"ഡാറ്റ വിവരണം
 ഭാഷ","આંકણી
 ભાષા"
ഡാറ്റ ഡിസൈൻ,આધાર જણાવનારું
ഡാറ്റ ഉപകരണം,આંકડા
ഡാറ്റ നിഘണ്ടു,શબ્દકોશ શબ્દકોશ
ഡാറ്റ സംവിധാനം ചെയ്ത ട്രാൻസ്മിഷൻ,નિર્દેશિત આંકડા
ഡാറ്റ പ്രദർശന യൂണിറ്റ്,આધારસૂચક ડેટા
ഡാറ്റ വിതരണ സംവിധാനം,આંકડા વિતરણ પદ્ધતિ
ഡാറ്റ ഡിവിഷൻ,આંકડા વિભાગ
ഡാറ്റ ഘടകം,આંકડાકીય તત્વ
ഡാറ്റ ഘടക ശൃംഖല,માહિતી તત્વ સાંકળ
"ഡാറ്റ എൻക്രിപ്ഷൻ
 താക്കോല്","આધાર -એન્ક્રિપ્શન
 મુખ્ય"
"ഡാറ്റ എൻക്രിപ്ഷൻ
 സ്റ്റാൻഡേർഡ്","આધાર -એન્ક્રિપ્શન
 ધોરણ"
ഡാറ്റ എൻട്രി,માહિતી નોંધ
ഡാറ്റ എൻട്രി ഉപകരണം,માહિતી પ્રવેશ -ઉપકરણ
ഡാറ്റ പിശക്,આધાર -ભૂલ
ഡാറ്റ വിലയിരുത്തൽ,આંકડાકીય મૂલ્યાંકન
ഡാറ്റ പരീക്ഷ,આધાર -પરીક્ષા
ഡാറ്റ കൈമാറ്റം,આંકડા વિનિમય
ഡാറ്റ ഫീൽഡ്,આંકડા
ഡാറ്റ ഫയൽ,આધારપત્રક
ഡാറ്റ ഒഴുക്ക്,આંકડાકીય પ્રવાહ
ഡാറ്റ ഫ്ലോ ചാർട്ട്,આધારપત્રક
ഡാറ്റ ഫ്ലോ നിയന്ത്രണം,આધારસૂત્ર
ഡാറ്റ ഫ്ലോ ഡയഗ്രം,આંકડાકીય વિધવા
ഡാറ്റ ഫോർമാറ്റ്,આધારપત્રક
ഡാറ്റ ഫോർമാറ്റ് ഇനം,ડેટા ફોર્મેટ આઇટમ
ഡാറ്റ ജനറേറ്റർ,આંકડા -જનરેટર
ഡാറ്റാഗ്രാം,ડબ્બા
ഡാറ്റാഗ്രാം സേവനം,ડેટાગ્રામ સેવા
ഡാറ്റ ഗ്രാഫിക്സ്,ડેટા ગ્રાફિક્સ
ഡാറ്റ ഗ്രാഫോസ്,માહિતી
ഡാറ്റ കൈകാര്യം ചെയ്യൽ,આધાર -નિયંત્રણ
"ഡാറ്റ കൈകാര്യം ചെയ്യൽ
 താണി","આધાર -નિયંત્રણ
 શક્તિ"
ഡാറ്റ ശ്രേണി,આધાર -આધાર -આધાર -માહિતી
ഡാറ്റ ഹോസ്റ്റ് (= ഹോസ്റ്റ്),ડેટા હોસ્ટ (= હોસ્ટ)
ഡാറ്റ സ്വാതന്ത്ര്യം,આંકડાકીય સ્વતંત્રતા
ഡാറ്റ ഇൻപുട്ട്,આધાર જણાવનારું પ્રમાણ
ഡാറ്റ ഇൻപുട്ട് സ്റ്റേഷൻ,માહિતી ઇનપુટ સ્ટેશન
ഡാറ്റ സമഗ്രത,માહિતી સંકલિતતા
ഡാറ്റ ഇന്റർചേഞ്ച്,આધાર -ઉત્પાદન
ശബ്ദത്തിലെ ഡാറ്റ,અવાજમાં માહિતી
"ഡാറ്റ I / O
 നിര്ദ്ദേശം","ડેટા I/O
 સૂચના"
ഡാറ്റ ഇനം,આધાર -સામગ્રી
ഡാറ്റ ലെവൽ,આધાર -સ્તર
ഡാറ്റ ലൈബ്രറി,આધાર -ગ્રંથાલય
"ഡാറ്റ ലിങ്ക് നിയന്ത്രണം
 കഥാപാതം","ડેટા લિંક નિયંત્રણ
 પાત્ર"
"ഡാറ്റ ലിങ്ക് എസ്കേപ്പ്
 കഥാപാതം","ડેટા લિંક એસ્કેપ
 પાત્ર"
ഡാറ്റ ലിങ്ക് ലെയർ,ડેટા લિંક સ્તર
ഡാറ്റ പട്ടിക,આંકડા -માહિતી
ഡാറ്റ ലോഗിംഗ്,આધાર -માહિતી
ഡാറ്റ മാനേജുമെന്റ്,માહિતી વ્યવસ્થાપન
"ഡാറ്റ മാനേജുമെന്റ്
 കാരപരിപാടി","માહિતી વ્યવસ્થાપન
 કાર્યક્રમ"
"ഡാറ്റ മാനേജുമെന്റ്
 ഏര്പ്പാട്","માહિતી વ્યવસ્થાપન
 પદ્ધતિ"
ഡാറ്റ കൈകാര്യം ചെയ്യുന്നു,હેરાફેરી
"ഡാറ്റ കൃത്രിമത്വം
 ഭാഷ","આધાર -પદ્ધતિ
 ભાષા"
ഡാറ്റ മാസ്കിംഗ്,માહિતીને માસ્ક કરવા
ഡാറ്റാമാറ്റിക് കമ്പ്യൂട്ടർ,ડેટા -કમ્પ્યુટર
ഡാറ്റാമേഷൻ,આંકણી
ഡാറ്റ മാധ്യമം,ડેટા માધ્યમ
ഡാറ്റ മൈഗ്രേഷൻ,આધાર આંકડા
ഡാറ്റ മോഡ്,આધારપ્રક્ષ
"ഡാറ്റ നീക്കം
 നിര്ദ്ദേശം","આંકડા
 સૂચના"
ഡാറ്റ മൾട്ടിപ്ലക്സർ,આંકડા -ક્ષેત્ર
വിവര നാമം,આંકડાકીય નામ
ഡാറ്റ നെറ്റ്വർക്ക്,આંકડા
ഡാറ്റ പ്രവർത്തനം,આંકડા -કામગીરી
ഡാറ്റ ഓർഗനൈസേഷൻ,આધાર -તંત્ર
ഡാറ്റ ഉത്ഭവം,આંકડા -ઉદ્દભવ
ഡാറ്റ .ട്ട്പുട്ട്,આંકડા ઉત્પાદન
ഡാറ്റ പാത,આંકડાકીય માર્ગ
ഡാറ്റ ഘട്ടം,આંકડા
ഡാറ്റാഫോൺ,ડેટા પર -પાના
ഡാറ്റ പ്ലോട്ടർ,આધાર જણાવનાર
ഡാറ്റ പോയിന്റർ,આધાર -નિર્દેશક
ഡാറ്റ തയ്യാറാക്കൽ,આંકડાકીય તૈયારી
"ഡാറ്റ തയ്യാറാക്കൽ
 ഉപായം","આંકડાકીય તૈયારી
 સાધન"
ഡാറ്റ പ്രോസസ്സിംഗ്,આંકડા
"ഡാറ്റ പ്രോസസ്സിംഗ്
 കേന്ദ്രം","આંકડા
 કેન્દ્ર"
"ഡാറ്റ പ്രോസസ്സിംഗ്
 ആവൃത്തി","આંકડા
 ચક્ર"
"ഡാറ്റ പ്രോസസ്സിംഗ്
 യന്തം","આંકડા
 મશીન"
"ഡാറ്റ പ്രോസസ്സിംഗ്
 നോഡ്","આંકડા
 નોડ"
"ഡാറ്റ പ്രോസസ്സിംഗ്
 സ്ഥലം","આંકડા
 કેન્દ્ર"
"ഡാറ്റ പ്രോസസ്സിംഗ്
 ഏര്പ്പാട്","આંકડા
 પદ્ધતિ"
ഡാറ്റ പ്രോസസ്സ്,ડેટા પ્રોસેસર
ഡാറ്റ പരിരക്ഷ,ડેટા જાણવણી
ഡാറ്റ ശുദ്ധീകരണം,માહિતી શુદ્ધિકરણ
ഡാറ്റ റേഡിയോ,આંકડા
ഡാറ്റ റിസീവർ,આંકડા પ્રાપ્ત કરનાર
ഡാറ്റ റെക്കോർഡ്,આંકડા
ഡാറ്റ കുറയ്ക്കൽ,માહિતી ઘટાડો
ഡാറ്റ രജിസ്റ്റർ,આધાર -નોંધણી
ഡാറ്റ വിശ്വാസ്യത,આધારસામગ્રી
"ഡാറ്റ
 പതിപാദനം","માહિતી
 પ્રતિનિધિત્વ"
ഡാറ്റ പുനരുൽപാദനം,આંકડા પ્રજનન
ഡാറ്റ വീണ്ടെടുക്കൽ,આધાર -મેળ
"ഡാറ്റ അവലോകനം
 ഭരണം","આંકડા
 નિયંત્રણ"
ഡാറ്റ സുരക്ഷ,આંકડા સુરક્ષા
ഡാറ്റ സെപ്പറേറ്റർ,આધાર -વિભાજક
ഡാറ്റ സെറ്റ്,આંકડા
ഡാറ്റ സെറ്റ് ക്ലോക്കിംഗ്,ડેટા સેટ ક્લોકિંગ
"ഡാറ്റ സെറ്റ് നിർവചനം
 മേശ","ડેટા સેટ વ્યાખ્યા
 કોષ્ટક"
ഡാറ്റ സെറ്റ് ലേബൽ,ડેટા સેટ લેબલ
ഡാറ്റ സെറ്റ് നാമം,ડેટા સેટ નામ
"ഡാറ്റ സെറ്റ്
 സംഘടന","આંકડા
 સંગઠન"
"ഡാറ്റ സെറ്റ് റഫറൻസ്
 അക്കം","આધાર જણાવનાર સંદર્ભ
 નંબર"
ഡാറ്റ സെറ്റ് സെറ്റ്,આધાર જણાવ્યો
"ഡാറ്റ സെറ്റ് യൂട്ടിലിറ്റി
 കാരപരിപാടി","આધારસૂચક ઉપયોગિતા
 કાર્યક્રમ"
ഡാറ്റ സിഗ്നൽ,આંકડા સંકેત
ഡാറ്റ സിഗ്നലിംഗ് നിരക്ക്,આધાર -સંકેત દર
ഡാറ്റ സിങ്ക്,ડેટા ડૂબી જવા
വിവര ഉറവിടം,માહિતીનું પ્રાપ્તિસ્થાન
ഡാറ്റ സവിശേഷത,આંકડા -વિશિષ્ટતા
ഡാറ്റാ സ്റ്റേഷൻ,આંકડા કેન્દ્ર
ഡാറ്റ സംഭരണം,માહિતી સંગ્રાહક
"ഡാറ്റ സംഭരണം
 ഘടന","માહિતી સંગ્રાહક
 માળખું"
ഡാറ്റ സ്ട്രീം,આંકડા
ഡാറ്റ ഘടന,આંકડા -માળખું
"ഡാറ്റ ഘടന
 രേഖാലേഖം","આંકડા -માળખું
 ચિત્ર"
ഡാറ്റ സ്വിച്ച്,આધારપ્રક્ષ
"ഡാറ്റ സ്വിച്ചിംഗ്
 കേന്ദ്രം","આધાર -સામગ્રી
 કેન્દ્ર"
"ഡാറ്റ സ്വിച്ചിംഗ്
 കൈമാറുക","આધાર -સામગ્રી
 વિનિમય"
ഡാറ്റ ടാബ്ലെറ്റ്,આંકડા
ഡാറ്റ ടെർമിനൽ,આંકડા
"ഡാറ്റ ടെർമിനൽ
 സജ്ജീകരണം","આંકડા
 સામાન"
ഡാറ്റ സമയം,આધારપ્રણી માહિતી
ഡാറ്റ ട്രാൻസ്ക്രിപ്ഷൻ,માહિતી -પત્રવ્યવહાર
"ഡാറ്റ ട്രാൻസ്ക്രിപ്ഷൻ
 ഉപായം","માહિતી -પત્રવ્યવહાર
 સાધન"
ഡാറ്റ കൈമാറ്റം,આધાર -તબદીલી
"ഡാറ്റ കൈമാറ്റം
 ഘട്ടം","આધાર -તબદીલી
 તબક્કો"
ഡാറ്റ കൈമാറ്റ നിരക്ക്,આધાર -તબદીલી દર
"ഡാറ്റ കൈമാറ്റം
 പട്ടികയുണ്ടാക്കുക","આધાર -તબદીલી
 નોંધણી કરવી"
ഡാറ്റ ട്രാൻസ്മിഷൻ,આંકડા
"ഡാറ്റ ട്രാൻസ്മിഷൻ
 ചാനല്","આંકડા
 માર્ગ"
"ഡാറ്റ ട്രാൻസ്മിഷൻ
 സൗകര്യം","આંકડા
 સગવડ"
"ഡാറ്റ ട്രാൻസ്മിഷൻ
 ഇന്റർഫേസ്","આંકડા
 પ્રસારણ"
"ഡാറ്റ ട്രാൻസ്മിഷൻ
 നിര","આંકડા
 પંક્તિ"
"ഡാറ്റ ട്രാൻസ്മിഷൻ
 സേവനം","આંકડા
 સેવા"
"ഡാറ്റ ട്രാൻസ്മിഷൻ
 കെണി","આંકડા
 છટકું"
ഡാറ്റാട്രോൺ,ઓળખાણ
ഡാറ്റ തരം,આધાર સામગ્રી
ശബ്ദത്തിന് കീഴിലുള്ള ഡാറ്റ,અવાજ હેઠળનો ડેટા
ഡാറ്റ യൂണിറ്റ്,આંકડા એકમ
ഡാറ്റ മൂല്യനിർണ്ണയം,આંકડા માન્યતા
ഡാറ്റ പദം,માહિતી શબ્દ
ഡേറ്റിംഗ് പതിവ്,તારીખ નિત્યક્રમ
ദതം,આધાર
ദത്തും ലൈൻ,આધાર -રેખા
ദശാംശ,દશાંશ બિંદુ
നിര്ജ്ജീനി,નિષ્ક્રિયકરણ
ചത്ത ബാൻഡ്,નિર્ભેળ
മരിച്ച ഫയൽ,મડાગાંઠ
ചത്ത ലോക്ക്,મૃત તાળું
മരിച്ച സമയം,નિર્બળ સમય
ചത്ത മേഖല,મૃત્યુ ક્ષેત્ર
ഡെഡ് സോൺ യൂണിറ്റ്,ડેડ ઝોન એકમ
ഇടപെടുക,બેકાબૂ
ഡീലഗ്,Debંગું
ഡീബഗ്ഗർ,ડીક
ഡീബഗ്ഗിംഗ് സഹായം,ડીફિંગ સહાય
"ഡീബഗ്ഗിംഗ് സഹായം
 ദിനചര്യ","ડીફિંગ સહાય
 રોજિંદા"
"ഡീബഗ്ഗിംഗ്
 ഭാഷ","ઉઘાડું
 ભાષા"
മെമ്മറി ഡമ്പ് ഡീബഗ്ഗിംഗ് ചെയ്യുന്നു,ડિબગીંગ મેમરી ડમ્પ
സേബിംഗ് .ട്ട്പുട്ട്,ડીબગીંગ આઉટપાત
ഡീബഗ് മാക്രോസ്,ડિબગ મેક્રોઝ
ഡീബഗ് സ്റ്റേറ്റ്മെന്റ്,ડીબગ પત્રક
ദശാബ്ദം,દશ
ശ്രദ്ധാപൂർവ്വം ക counter ണ്ടർ,દાયકા કાઉન્ટર
തീരുമാനം പട്ടിക ഭാഷ,નિર્ણય લઈને ટેબલ ભાષા
അപര്യാപ്തമായ സമയം,ઘટાડાનો સમય
"വികേന്ദ്രീകൃതമായി
 വിവരം
 ഏര്പ്പാട്","વિકેન્દ્રિત
 જાણ
 પદ્ધતિ"
ഡെസിബെൽ,દાદાગીરી
തീരുമാനത,નિર્ણાયકતા
ദശാംശ അരിത്മെറ്റിക് പ്രവർത്തനം,દશાંશ અંકગણિત કામગીરી
ദശാംശ വിന്യാസം,દશાંશ ગોઠવણી
ദശാംശ അക്ക,દશાંશ
ദശാംശ മാർക്കർ,દશાંશ માર્કર
ദശാംശ നൊട്ടേഷൻ,દશાંશ સૂચન
ദശാംശ സംഖ്യ,દશાંશ
"ദശാംശ
 അടക്കം
 ഏര്പ്പാട്","દશાંશ
 સંખ્યા
 પદ્ધતિ"
"ദശാംശ ചിത്രം
 ഡാറ്റ","દશાંશનું ચિત્ર
 માહિતી"
ദശാംശ ചിഹ്നം,દશાંશ પ્રતીક
