Gujarati,Malayalam
ઘડિયાળની પલ્સ,ക്ലോക്ക് പൾസ്
ક્લોક્ડ ફ્લિપ ફ્લોપ,ക്ലോക്ക് ചെയ്ത ഫ്ലിപ്പ് ഫ്ലോപ്പ്
ઘડિયાળની ઘડિયાળ,ക്ലോക്ക്ഫാസിംഗ് മൈക്ക്
આવર્તન,ക്ലോക്ക്-ആവൃത്തി
ઘડિયાળની દિશામાં,ഘടികാരവൃത്തമായ
બંધ સર્કિટ,അടച്ച സർക്യൂട്ട്
બંધ લૂપ,അടച്ച ലൂപ്പ്
ઝગડો,ക്ലസ്റ്റർ
ઝગઝગતું,ക്ലസ്റ്ററിംഗ്
ગડબડ,കോലാഹലം
ગડબડ,അലങ്കോല നഷ്ടം
કોટ,പൂശല്
કો - એક્ષેલ કેબલ,അബോക്സിയൽ കേബിൾ
અસભ્ય રેખા,കോക്സിയൽ ലൈൻ
સંવેદનશીલ પ્રસારણ રેખા,അബോക്സിക് ട്രാൻസ്മിഷൻ ലൈൻ
સહ-ચેનલ,സഹ ചാനല്
સહ-ચેનલ દખલ,സഹകരണ ഇടപെടൽ
કોચલી,കോക്ലിയ
સંહિતા,കോഡ്
સંકેત,കോഡ് നമ്പർ
સંકેત દર,കോഡ് നിരക്ക്
સંકેત -શબ્દ,കോഡ് വാക്ക്
કોડેક (કોડિંગ ડીકોડિંગ),കോഡെക് (കോഡിംഗ് ഡീകോഡിംഗ്)
કોડેડ audio ડિઓ,കോഡ് ചെയ്ത ഓഡിയോ
કોડ,കോഡർ
સંજ્ codા,കോഡിംഗ്
કોડિંગ ડીકોડિંગ તકનીક,കോഡിംഗ് ഡീകോഡിംഗ് സാങ്കേതികത
સંસાધન ભૂલ,കോഡിംഗ് പിശക്
સંહિતા દર,കോഡിംഗ് നിരക്ക്
સંજ્ codા તકનીક,കോഡിംഗ് രീതി
સમતોલ,ഗുണകര്മ്മം
જબરદસ્તી,നിർബന്ധിത
સુસંગત મોડ્યુલેશન,യോജിച്ച മോഡുലേഷൻ
કોઇલ,കോണം
સહયોગ,സഹപവര്ത്തനം
આંચકો,തകര്ന്നടിയുക
કલેક્ટર,കളപ്പുര
કલેક્ટર પ્રવાહ,കളക്ടർ കറന്റ്
આધાર વાહકતા,അടിസ്ഥാന പെരുമാറ്റത്തിലേക്കുള്ള കളക്ടർ
કલેક્ટક-આધાર-જંકશન,കളക്ടർ-അടിസ്ഥാന ജംഗ്ഷൻ
રંગ,നിറം
રંગીન વિશ્લેષક,കളർ അനലൈസർ
રંગ,നിറം ബാലൻസ്
રંગમાટ,നിറം പൊട്ടിത്തെറി
રંગસંધ,കളർ ചാർട്ട്
સંયોજન,വർണ്ണ കോമ്പിനേഷൻ
રંગસંધ,വർണ്ണ സ്ഥിരത
રંગ નિયંત્રણ (ક્રોમ નિયંત્રણ),വർണ്ണ നിയന്ത്രണം (Chrome നിയന്ത്രണം)
રંગબદ,നിറം ആഴം
રંગીન થાક,കളർ ക്ഷീണം
રંગસંધ,കളർ ഫിൽട്ടർ
કલર કિલર,കളർ കില്ലർ സർക്യൂട്ട്
રંગસંધ,കളർ കൈൻകോപ്പ്
કલર,കളർ മിക്സർ
દાણા,വർണ്ണ പാറ്റേൺ
રંગ -ધારે તે,വർണ്ണ പെർസെപ്ഷൻ
રંગીન ચિત્ર,കളർ പിക്ചർ സ്ക്രീൻ
રંગભૂમિ,കളർ സ്പേസ്
રંગબેરંગી,കളർ സബ്കറിയർ
રંગ તાપમાન,വർണ്ണ താപനില
રંગ -પ્રસારણ,കളർ ട്രാൻസ്മിഷൻ
રંગીન નળી,കളർ ട്യൂബ്
રંગ,നിറങ്ങൾ
રંગહીન,നിറമില്ലാത്ത
સંયોજન,സമ്മിശണം
વારાફરતી,കോമ്പിനർ
સંયોજન પ્રક્રિયા,സംയോജനം സംയോജിപ്പിക്കുന്നു
દહન,ജ്വലിക്കുക
આદેશ આપવો,ആജ്ഞാപിക്കുക
પ્રારંભ,തുടങ്ങുന്നതിനു
વેપારી પ્રસારણ,വാണിജ്യ പ്രക്ഷേപണം
વાણિજ્ય ટેલિવિઝન,വാണിജ്യ ടെലിവിഷൻ
સામાન્ય કલેકટર સર્કિટ,സാധാരണ കളക്ടർ സർക്യൂട്ട്
વાતચીત,വാര്ത്താവിനിമയം
સંચાર ઉપગ્રહ,ആശയവിനിമയ ഉപഗ്രഹം
સાર્વજનિક રેડિયો કેન્દ્ર,കമ്മ്യൂണിറ്റി റേഡിയോ സെന്റർ
સામુદાયિક રેડિયો સ્ટેશન,കമ്മ്യൂണിറ്റി റേഡിയോ സ്റ്റേഷൻ
કોમ્પેક્ટ ડિસ્ક (સીડી),കോംപാക്റ്റ് ഡിസ്ക് (സിഡി)
કોમ્પેક્ટ ડિસ્ક ખેલાડી,കോംപാക്റ്റ് ഡിസ്ക് പ്ലെയർ
સાન્ત્વન,വേലക്കാരന്
સરખામણી,സൃഷ്ടിച്ച്
સુસંગતતા,അനുയോജ്യത
સુસંગત,അനുഗുണമായ
સંકલન કરનાર,കംപൈലർ
પૂરક,പൂരകൻ
પૂરક ટ્રાંસિસ્ટર,പരസ്പര ബന്ധപ്പെടേണ്ട ട്രാൻസിസ്റ്റർ
સંકુલ,സങ്കീർണ്ണമായ വേവ്
ઘટક,ഘടകം
સંયુક્ત,സംയോജിത
સંયુક્ત,സംയോജിത സർക്യൂട്ട്
સંયુક્ત ડિજિટલ,സംയോജിത ഡിജിറ്റൽ
સંયુક્ત રેડિયો આવર્તન સંકેત,സംയോജിത റേഡിയോ ഫ്രീക്വൻസി സിഗ്നൽ
સંયુક્ત સંકેત,സംയോജിത സിഗ്നൽ
સંયુક્ત વિડિઓ,സംയോജിത വീഡിയോ
સંયુક્ત વિડિઓ સિગ્નલ,സംയോജിത വീഡിയോ സിഗ്നൽ
-નું જોડાણ,രചന
સંકુચિત ડેટા,കംപ്രസ്സുചെയ്ത ഡാറ്റ
સંકુચિત ડિજિટાઇઝ્ડ વિડિઓ,കംപ്രസ്സുചെയ്ത ഡിജിറ്റൈസ് ചെയ്ത വീഡിയോ
સંકુચિત વિડિઓ,കംപ്രസ്സുചെയ്ത വീഡിയോ
સંકોચન,കംപ്രഷൻ
સંકોચન કલા,കംപ്രഷൻ ആർട്ടിഫാക്റ്റ്
સંકોચન,കംപ്രഷൻ അപകടം
સંકોચનની તકનીક,കംപ്രഷൻ രീതി
સંકુચિત,കംപ്രർ
ગણતરી,കണക്കുകൂട്ടുക
કોમ્પ્યુટર,കന്വൂട്ടര്
કમ્પ્યુટર આધારિત મલ્ટિમીડિયા,കമ്പ്യൂട്ടർ ആസ്ഥാനമായുള്ള മൾട്ടിമീഡിയ
કોમ્પ્યુટર પ્રોગ્રામીંગ,കമ്പ്യൂട്ടർ പ്രോഗ്രാമിംഗ്
કમ્પ્યુટર પ્રૌદ્યોગિકી,കമ്പ്യൂട്ടർ സാങ്കേതികവിദ്യ
અંતરાલ,കോൺകീവ് ലെൻസ്
અંતરીલ અરીસો,കോൺകീവ് മിറർ
છુપાવવું તે,ഒളിച്ചുഴ ലഭിക്കല്
કેન્દ્રિત,ഏകാഗ്രത
એકાગ્રતા,ഏകാഗത
કેન્દ્રિત લેન્સ,ഏകാഗത ലെൻസ്
કન્ડેન્સર માઇક્રોફોન,കണ്ടൻസർ മൈക്രോഫോൺ
સંતુલનની શરત,സന്തുലിതാവസ്ഥയുടെ അവസ്ഥ
ઉધાર,ആവർത്തനം
વહન પ્રવાહ,ചണംകരണം
વાહકતા,ചാരന്വിറ്റി
વ્યવસ્થાપક,മേല്നോട്ടക്കാരി
ગોઠવણી,കോൺഫിഗറേഷൻ
જોડાણ,കൂട്ടുകെട്ട്
જોડાણ,കണക്റ്റിവിറ്റി
સંલગ્ન,കണക്റ്റർ
સુસંગતતા,സ്ഥിരത
એક સ્થિરતાપૂર્વક,സ്ഥിരമായി
ને આશ્વાસન આપવું,കൺസോൾ
સતત,സ്ഥിരമായ
સતત કંપનવિસ્તાર,സ്ഥിരമായ വ്യാപ്തി
માઇક્રોફોનનો સંપર્ક કરો,മൈക്രോഫോൺ ബന്ധപ്പെടുക
કન્ટેન ફોર્મેટ,കണ്ടെയ്നർ ഫോർമാറ്റ്
દૂષણ,മലിനമാക്കല്
સંતુષ્ટ,സന്തുഷ്ടമായ
સંલગ્ન,തുടർച്ചനാൽ
સતતપણું,തുടർച്ച
સાતત્ય કેન્દ્ર,തുടർച്ച ബൂത്ത്
સાતત્ય knાંકણ,തുടർച്ച നോബ്
સતત,ഇടതടവില്ലാതെ
સતત ચાપ,തുടർച്ചയായ ആർക്ക്
સતત તરંગ,തുടർച്ചയായ തരംഗം
સમોચ્ચ રેખા,കോണ്ടൂർ ലൈൻ
સમોચ્ચ યોજના,കോണ്ടൂർ പ്ലാൻ
કરાર,ഉടന്വടി
સંકોચન,സങ്കോചനം
વિપરીત ગુણોત્તર,ദൃശ്യതീവ്രത അനുപാതം
નિયંત્રણ વર્તુળ,നിയന്ത്രണ സർക്യൂട്ട്
નિયંત્રણ વીજળી,ഇലക്ട്രോഡ് നിയന്ത്രിക്കുക
અંકુશ,ഉപകരണങ്ങൾ നിയന്ത്രിക്കുക
નિયંત્રણ ગ્રીસ,നിയന്ത്രണ ഗ്രിഡ്
નિયંત્રણ રેખા,നിയന്ത്രണ രേഖ
કંટ્રોલ પેનલ,നിയന്ത്രണ പാനൽ
નિયંત્રણ કક્ષ,നിയന്ത്രണ മുറി
અંકુશ,നിയന്ത്രണ പട്ടിക
નિયંત્રણ ટાવર,നിയന്ത്രണ ഗോപുരം
નિયંત્રક,കണ്ട്രോളർ
એકતરફી,ഒത്തുപണി
એકતરતી લેન્સ,മൊത്തത്തിലുള്ള ലെൻസ്
રૂપાંતર કરનાર,കവർത്തനമാർഗ്ഗം
બહિર્મુખ લેન્સ,കൺവെക്സ് ലെൻസ്
માર્ગ,സാരമക്ഷമമായ
સંકટ,പരിമിതി കോഡ് ചെയ്തു
મરણોત્તર,പരിണാമപരമായ പരസ്പരബന്ധം
મંતવ્ય,പരിണാമപരമായ സംക്രമണ
કૂકી,കുക്കി
કૂકીટર,കുക്കിതാവ്
કોપરો,കോപാസസ്സർ
દોરી,ചരട്
કોથળી,കൊറോണ
કોરોના -વિસર્જન,കൊറോണ ഡിസ്ചാർജ്
સંબંધ,പരസ്പരബന്ധം
કોસિન ઘટક,കോസിൻ ഘടകം
કોસિન તરંગ,കോസിൻ തരംഗം
બ્રહ્માંડિક અવાજ,കോസ്മിക് ശബ്ദം
કાઉન્ટર,കൗണ്ടര്
પ્રતિવિશેષ,എതിർ ഘടികാരദിശയിൽ
જોડીદાર,കപ്ലർ
જોડાણ,കപ്ലിംഗ്
જોડાણ કરનાર,കപ്ലിംഗ് കണ്ടൻസർ
જોડાણ નેટવર્ક,കപ്ലിംഗ് നെറ്റ്വർക്ക്
સંલગ્ન પ્રતિકાર,Conpling പ്രതിരോധം
સહ સંયોજક બંધન,കോവാലന്റ് ബോണ്ട്
કવરેજ,കവറേജ്
ભડકો,തകര്ച്ച
વિવેચક,ഗുരുതരമായ ബാൻഡ്
નિર્ણાયક શરત,ഗുരുതരമായ അവസ്ഥ
વિવેચક,ഗുരുതരമായ കപ്ലിംഗ്
વિવેચક આવર્તન,ഗുരുതരമായ ആവൃത്തി
નિર્ણાયક પરિમાણ,ഗുരുതരമായ പാരാമീറ്റർ
મગરો,മുതല ക്ലിപ്പ്
ફાલ,ക്രോസ് മങ്ങൽ
Crossલટ -મોડ્યુલેશન,ക്രോസ് മോഡുലേഷൻ
આતુરતા,ക്രോസ് ടോക്ക്
ક્રોસફેક,ക്രോസ്ഫേഡ്
ભંડાર,ക്രിപ്റ്റോഗ്രഫി
ક્રિસ્ટલ,സ്ഫടികം
ક્રિસ્ટલ ફિલ્ટર,ക്രിസ്റ്റൽ ഫിൽട്ടർ
સંકેત,ശീതം
કયડ -નિશાન,ക്യൂ മാർക്ക്
ક્વોરી ઉપકરણ,ഉപകരണം ക്യൂപ്പിംഗ് ഉപകരണം
પ્રવાહ,നിലവിലെ ഡ്രെയിൻ
વર્તમાન મીટર,നിലവിലെ മീറ്റർ
વર્તમાન ટ્રાન્સફોર્મર,നിലവിലെ ട്രാൻസ്ഫോർമർ
શબ,കഴ്സർ
વળાંક,വളവ്
આવર્તન બંધ કરવું,ആവൃത്തി മുറിക്കുക
કટર,മുറിവ്
કોયરો,സൈബർ കഫേ
સાયબર સુરક્ષા,സൈബർ സുരക്ഷ
કોયરાની જગ્યા,സൈബർ സ്ഥലം
ચક્ર,ആവൃത്തി
સાધનસંપત્તિ,ചാക്രിക
ડીસી. ઘટક,D.C. ഘടകം
ડીસી. પ્લેટની વીજળી,D.C. പ്ലേറ്റ് വൈദ്യുതി
ડીસી. પુન: સ્થાપન,D.C. പുനസ്ഥാപിക്കൽ
વિધ્વંસ,ഡാംപ്പർ ഡയോഡ്
ભીનાશ,നനഞ്ഞ
અંધારું,ഇരുണ്ട
માહિતી,ഡാറ്റ
માહિતી પ્રસારણ,ഡാറ്റ ബ്രോഡ്കാസ്റ്റിംഗ്
આધારપ્રણી,ഡാറ്റ കംപ്രഷൻ
માહિતી શારકામ,ഡാറ്റ ഡ്രില്ലിംഗ്
આધાર -એન્ક્રિપ્શન,ഡാറ്റ എൻക്രിപ്ഷൻ
આધારપત્રક,ഡാറ്റ ഫയൽ
આધાર -નિયંત્રણ,ഡാറ്റ കൈകാര്യം ചെയ്യൽ
માહિતી ખાણકામ,ഡാറ്റ ഖനനം
આંકડા,ഡാറ്റ പ്രോസസ്സിംഗ്
ડેટા પ્રોસેસર,ഡാറ്റ പ്രോസസ്സ്
ડેટા ઘટાડ્યો બીટ સિસ્ટમ,ഡാറ്റ കുറച്ച ബിറ്റ് സിസ്റ്റം
માહિતી સેવા,ഡാറ്റ സേവനം
આધાર સામગ્રી,ഡാറ്റ ഷീറ്റ്
માહિતી સંગ્રાહક,ഡാറ്റ സംഭരണം
આંકડા,ഡാറ്റ സ്ട്രീം
આંકડાકીય પરિવર્તન,ഡാറ്റ പരിവർത്തനം
આંકડા,ഡാറ്റ ട്രാൻസ്മിഷൻ
ડેટાબેઝ,ഡാറ്റാബേസ്
ઓળખપત્ર,അപകീർത്തികരമായ
ડબ્બા,ഡാറ്റാഗ്രാം
ડી.બી. મીટર,ഡിബി മീറ്റർ
મડાગાંઠ,ചത്ത വായു
મૃત શોર્ટ સર્કિટ,ഡെഡ് ഷോർട്ട് സർക്യൂട്ട്
મૃત સ્થળ,ചത്ത സ്ഥലം
મડાગાંઠ,ഡെഡ്ലോക്ക്
ડીબગ કાર્યક્રમ,ഡീബഗ് പ്രോഗ്രാം
ઉઘાડું,ഡീബഗ്ഗിംഗ്
અવાજનો સડો,ശബ്ദത്തിന്റെ ക്ഷയം
ડેસિબેલ (ડીબી),ഡെസിബെൽ (ഡിബി)
દશાંશ,ദശാംശ
દશાંશ સંહિતા,ദശാംശ കോഡ്
દશાંશ,ദശാംശ അക്ക
સ્પષ્ટીકરણ,അനുശാസിക്കുന്നു
ડીકોડર,അചഞ്ചര്
ડીકોડિંગ,ഡീകോഡിംഗ്
ડિજિટલ ટ્રાન્સમિશનમાં ડીકોડિંગ,ഡിജിറ്റൽ ട്രാൻസ്മിഷനിൽ ഡീകോഡ് ചെയ്യുന്നു
વિઘટન,വികൃതമായ
શોક,തളർത്തുക
ડિક્યુપલિંગ સર્કિટ,സർക്യൂട്ട് ഉപേക്ഷിക്കുന്നു
ડિક્યુપલિંગ નેટવર્ક,നെറ്റ്വർക്ക് തീരുമാനിക്കുക
ડિક્રિપેશન,ഡീക്രിപ്ഷൻ
સમર્પિત રેખા,സമർപ്പിതരേഖ
દાદર,ഡി-എംബഡിംഗ്
દહન,ഡി-is ന്നൽ
ચૂક,കുറ്റം
ગુણવત્તામાં ખામી,ഗുണനിലവാരത്തിൽ തകരാറ്
ખામીયુક્ત,കുറവുള്ള
ખામીયુક્ત એકમ,വികലമായ യൂണിറ്റ്
વ્યાખ્યા,നിര്വചനം
સુશોભન,വ്യതിചലനം
શૃય,അവശമനം
અવકાશ,വഞ്ചന
કોઇલ,ഡി-ഗെയ്സിംഗ് കോയിൽ
પ્રમાણ,ഡിഗ്രി
દખલ,ഡി-ഇന്റർലീവ്
વિલંબ -રેખા,കാലതാമസം
વિલંબ સમય,കാലതാമസം
વિલંબિત ફ્રેમ મેમરી,ഫ്രെയിം മെമ്മറി വൈകി
વિલંબિત સ્કેનીંગ,സ്കാനിംഗ് വൈകി
વિલંબિત સુમેળ સંકેત,സമന്വയ സിഗ്നൽ വൈകി
ડિલિવરી,പസവം
વિતરણ પદ્ધતિ,ഡെലിവറി സംവിധാനം
નશાખોરી,പൊളിക്കുക
નામંજૂર કરનાર કાર્ડ,ഡിമോഡലേറ്റർ കാർഡ്
બેભાન વ્યક્તિ,ലംതിപ്റ്റൻ
ક્ષેત્રની .ંડાઈ,ഫീൽഡിന്റെ ആഴം
ઉતરતું,അവരോഹണം
નિયમાની વિશિષ્ટતા,ഡിസൈൻ സവിശേഷത
ડેસ્કટ .પ,ഡെസ്ക്ടോപ്പ്
તપાસ -ઉત્પાદન,ഡിറ്റക്ടർ .ട്ട്പുട്ട്
વિચલનો,വതിചലനം
સાધન,ഉപായം
ઉપકારની ચાલક,ഉപകരണ ഡ്രൈവർ
રોગનિવાર,ഡയഗ്നോസ്റ്റിക്സ്
ચિત્ર,രേഖാലേഖം
સંવાદ ટ્રેક,ഡയലോഗ് ട്രാക്ക്
વ્યતાના,വ്യാജ മോഡ്
હીરાની સ્ટાઇલસ,ഡയമണ്ട് സ്റ്റൈലസ്
પાટા,ഡയഫ്രം
ડાયફ્ર ra મેટિક શોષક,ഡയഫ്രാഗ്മാറ്റിക് ആഗിര്ബർ
અલગ -અલગ વાત,ഡിക്കോട്ടിക് ലിസണിംഗ്
શિખાઉ,ഡീലക്റ്റിക്
ડાઇલેક્ટ્રિક બ્રેક- ડાઉન,ഡീലക്ട്രിക് ബ്രേക്ക്- താഴേക്ക്
ડાઇલેક્ટ્રિક નુકસાન,ഡീലക്ട്രിക് നഷ്ടം
તફાવત આવર્તન,വ്യത്യാസ ആവൃത്തി
તફાવત આવર્તન વિકૃતિ (ડીએફડી),വ്യത്യാസ ആവൃത്തിയുടെ വികസനം (DFD)
ફરક,വ്യത്യാസ സ്വരം
વિભેદક એમ્પ્લીફાયર,ഡിഫറൻഷ്യൽ ആംപ്ലിഫയർ
પરિબળ,ഡിഫ്രാക്ഷൻ
વિસારક,ഡിഫ്യൂസർ
અંક,അക്കം
ડિજિટલ,ഡിജിറ്റൽ
ડિજિટલ આર્ટિફેક્ટ,ഡിജിറ്റൽ ആർട്ടിഫാക്റ്റ്
ડિજિટલ audio ડિઓ,ഡിജിറ്റൽ ഓഡിയോ
ડિજિટલ audio ડિઓ ફિલ્ટર,ഡിജിറ്റൽ ഓഡിയോ ഫിൽട്ടർ
ડિજિટલ audio ડિઓ વર્ક સ્ટેશન,ഡിജിറ്റൽ ഓഡിയോ വർക്ക് സ്റ്റേഷൻ
ડીજીટલ કેમેરા,ഡിജിറ്റൽ ക്യാമറ
ડિજિટલ કમ્પ્યુટર,ഡിജിറ്റൽ കമ്പ്യൂട്ടർ
ડિજિટલ ડેટા,ഡിജിറ്റൽ ഡാറ്റ
ડિજિટલ સંપાદન,ഡിജിറ്റൽ എഡിറ്റിംഗ്
ડિજિટિહાઇટર,ഡിജിറ്റൽ എക്സൈറ്റർ
ડિજિટલ ફિલ્ટર,ഡിജിറ്റൽ ഫിൽട്ടർ
ડિજિટલ ફ્રેમ સિંક્રોનાઇઝર,ഡിജിറ്റൽ ഫ്രെയിം സമന്വയം
ડિજિટલ હેરિટેજ,ഡിജിറ്റൽ പൈതൃകം
ડિજિટલ છબી,ഡിജിറ്റൽ ഇമേജ്
ડિજિટલ ગ્રંથાલય,ഡിജിറ്റൽ ലൈബ്രറി
ડિજિટલ મીટર,ഡിജിറ്റൽ മീറ്റർ
ડિજિટલ મોડ્યુલેશન,ഡിജിറ്റൽ മോഡുലേഷൻ
ડિજિટલ મલ્ટીપ્લેક્સ,ഡിജിറ്റൽ മൾട്ടിഫ്ക്സ്
ડિજિટલ નેટવર્ક,ഡിജിറ്റൽ നെറ്റ്വർക്ക്
Digitalપચારિક outputપટી,ഡിജിറ്റൽ .ട്ട്പുട്ട്
ડિજિટલ પ્લેબેક,ഡിജിറ്റൽ പ്ലേബാക്ക്
ડિજિટલ રેડિયો મોન્ડિલે (ડીઆરએમ),ഡിജിറ്റൽ റേഡിയോ മൊണ്ടാലിലേക്ക് (ഡിആർഎം)
ડિજિટલ રેકોર્ડિંગ,ഡിജിറ്റൽ റെക്കോർഡിംഗ്
ડિજિટલ ક્રાંતિ,ഡിജിറ്റൽ വിപ്ലവം
ડિજિટલ સંકેત,ഡിജിറ്റൽ സിഗ്നൽ
ડિજિટલ સિગ્નલ પ્રોસેસીંગ (ડીએસપી),ഡിജിറ്റൽ സിഗ്നൽ പ്രോസസ്സിംഗ് (DSP)
ડિજિટલ સહી,ഡിജിറ്റൽ ഒപ്പ്
ડિજિટલ પ્રૌદ્યોગિકી,ഡിജിറ്റൽ സാങ്കേതികവിദ്യ
ડિજિટલથી એનાલોગ કન્વર્ટર,അനലോഗ് കൺവെർട്ടറിലേക്കുള്ള ഡിജിറ്റൽ
ડિજિટલ વિડિઓ,ഡിജിറ്റൽ വീഡിയോ
ડિજિટલ વોલ્ટમીટર,ഡിജിറ്റൽ വോൾട്ട്മീറ്റർ
વિભાજન,ഡിജിറ്റലൈസേഷൻ
અંશે,ഡിജിറ്റൈസേഷൻ
ડિજિટાઇઝ્ડ વિડિઓ,ഡിജിറ്റൈസ് ചെയ്ത വീഡിയോ
સિધ્ધાંત,ഡിജിറ്റൈസർ
ઝાંખું,മങ്ങിന്
પરિમાણ,പരിമാണം
ઝાંખું,മയക്കുമരുന്ന്
પશુ -વ્યવસ્થા,ഡയോഡ്
ડૂબકી મારવી,മുക്കുക
દ્વિપક્ષી,ഡി മെൽക്സർ
દ્વિધ્રુવ,ഡിപ്ലോൾ ആന്റിന
પ્રત્યક્ષ પ્રસારણ,നേരിട്ടുള്ള പ്രക്ഷേപണം
ડાયરેક્ટ વર્તમાન (ડી સી),നേരിട്ടുള്ള കറന്റ് (ഡി സി)
સીધું પસંદ કરવું,നേരിട്ടുള്ള പിക്ക് അപ്പ്
પ્રત્યક્ષ વાંચન સાધન,നേരിട്ടുള്ള വായന ഉപകരണം
પ્રત્યક્ષ રેકોર્ડિંગ,നേരിട്ടുള്ള റെക്കോർഡിംഗ്
દિશાત્મક એન્ટેના,ദിശാസൂചന ആന്റിന
દિશાત્મક દંપતી,ദിശാസൂചന കപ്ലർ
દિશાત્મક માઇક્રોફોન,ദിശാസൂചന മൈക്രോഫോൺ
ઉદ્ધતા,നിര്ദേശം
ડિરેક્ટરી,മേല്വിലാസപ്പട്ടിക
અપંગ કરવું,പ്രവർത്തനരഹിതമാക്കുക
છટણી,ഡിസ്ക് ആന്റിന
ડિસ્ક આધારિત સંગ્રહ,ഡിസ്ക് അടിസ്ഥാനമാക്കിയുള്ള സംഭരണം
અંધકારમય,അപവാദം
ઝૂંપડી,ചകം
ડિસ્ક ડ્રાઇવ,ഡിസ്ക് ഡ്രൈവ്
છળ,ഡിസ്ക് ക്വാട്ട
વિઘટન,അകെച്ചെറ്റ്
વિઘટન,സ്ഥാനഭാവം
વિક્ષેપ,പതിക്കല്
વિસ્થાપન,സ്ഥാനമാറ്റാം
પ્રદર્શન,പദര്ശനം
પ્રદર્શન એકમ (કન્સોલ),ഡിസ്പ്ലേ യൂണിറ്റ് (കൺസോൾ)
અપરાધ,ഭിന്നിപ്പ്
જુસ્સો,വൈരാഗ്യം
નિસ્યંદિત પાણી,വാറ്റിയെടുത്ത വെള്ളം
વિકૃતિ,വളച്ചൊടിക്കൽ
વિતરણ,വിതരണ
વિતરણ એમ્પંતક,വിതരണം ആംപ്ലിഫയർ
ભાગ,ഡിവിഷൻ
ભાજક,ഭിചതീരം
દસ્તાવેજ,രേഖ
ડોલ્બી,ഡോൾബി ഡിജിറ്റൽ
ક્ષેત્ર,ഡൊമെയ്ൻ
ક્ષેત્રમાં,ഡൊമെയ്ൻ കണ്ട്രോളർ
ધૂમ્રપાનની અસર,ഡോപ്ലർ ഇഫക്റ്റ്
ડબલ ધ્રુવ (દ્વિધ્રુવી),ഡബിൾ പോൾ (ഡിയോൾ)
ડબલ ધ્રુવ સિંગલ થ્રો સ્વીચ,ഇരട്ട പോൾ സിംഗിൾ ത്രോ സ്വിച്ച്
બે બાજુવાળી ડિસ્ક,ഇരട്ട സൈഡ് ഡിസ്ക്
બેવડું,ഇരട്ട
નીચે આવવાનું તરંગ,താഴേക്ക് വരുന്ന തരംഗം
નીચેનો પ્રવાહ,താഴേക്ക് അരുവി
ડાઉનલિંક,ഡൗൺലിങ്ക്
ડાઉનલોડ કરવું,ഡൗൺലോഡ്
ડાઉનલોડનું,ഡൗൺലോഡുചെയ്യുന്നു
ચિત્ર,ഡ്രോയിംഗ്
ડ્રોલીંગ બીટ,ഡ്രില്ലിംഗ് ബിറ്റ്
શારકામ યંત્ર,ഡ്രില്ലിംഗ് മെഷീൻ
ઝુંબેશ,ഓടിക്കുക
ડ્રમ,ചെണ്ട
સુકા બલ્બનું તાપમાન,ഡ്രൈ ബൾബ് താപനില
સૂકકો,വരണ്ട സെൽ
સૂકા સોલ્ડર,ഡ്രൈ സോൾഡർ
ડ્યુઅલ ચેનલ મોડ,ഡ്യുവൽ ചാനൽ മോഡ്
ડબ,ഡബ്ബിംഗ്
નાવિક,ദുരുപയോഗം
ફેંકડી,ഉപേക്ഷിക്കുക
બેવડી,ഡ്യുപ്ലെക്സ്
સમયગાળો,കാലയളവ്
ધૂળ,പൊടി
ક dustંગ,പൊടി ബഗ്
ધૂળની સાબિતી,പൊടി തെളിവ്
ડસ્ટર,ദുണ്രന്മാര്
ગતિશીલ,ചലനാത്മക
ગતિશીલ બીટ ફાળવણી,ഡൈനാമിക് ബിറ്റ് വിഹിതം
ગતિશીલ ઇન્ટરમોડ્યુલેશન વિકૃતિ (ડીઆઈએમ),ഡൈനാമിക് ഇന്റർമോഡുലേഷൻ വക്രീകരണം (മങ്ങിയത്)
ગતિશીલ જથ્થો,ഡൈനാമിക് ക്വാണ്ടൈസേഷൻ
ગતિશીલ શ્રેણી,ഡൈനാമിക് റേഞ്ച്
ગતિશીલ શ્રેણી નિયંત્રણ,ഡൈനാമിക് റേഞ്ച് നിയന്ത്രണം
પર્યટક,ഡൈനാമോ
કાનનો ફોન,ഇയർ ഫോൺ
પૃથ્વી,ഭൂമി
પૃથ્વીના મણકા,എർത്ത് ബൾബ്
પૃથ્વીનો પ્રતિકાર,ഭൂമി ചെറുത്തുനിൽപ്പ്
માટીનો લાકડી,എർത്ത് വടി
પૃથ્વી ઉપગ્રહ,എർത്ത് ഉപഗ്രഹം
ભૂસ્તર,ഭൂമി സ്റ്റേഷൻ
માટીનું,എർത്ത് ടെർമിനൽ
વસ્તુ,പൊയ്ക്കുന്നത്
પડઘો,പതിധനി
ગુંજ,എക്കോ ചേംബർ
પ્રક્ષેપો,എഡ്ഡി കറന്റ്
એડી વર્તમાન ખોટ,എഡ്ഡി നിലവിലെ നഷ്ടം
ધારદાર મીટર,എഗ്രിവൈസ് മീറ്റർ
સંપાદન,എഡിറ്റിംഗ്
અસરકારક એન્ટેના height ંચાઇ,ഫലപ്രദമായ ആന്റിന ഉയരം
અસરકારક એન્ટેના લંબાઈ,ഫലപ്രദമായ ആന്റിന നീളം
અસરકારક વોલ્ટેજ,ഫലപ്രദമായ വോൾട്ടേജ്
