Hindi,Assamese
"संयुग्मी (वि.), संयुग्मन होना (क्रि.)",সংযুক্ত
संयुग्मी कोण,সংযুক্ত কোণ
संयुग्मी अक्ष,সংযুক্ত অক্ষ
संयुग्मी सम्मिश्र संख्याएँ,সংযুক্ত জটিল সংখ্যা
संयुग्मी दिशा,সংযোজিত দিশ
संयुग्मी फलन,সংযুক্ত ফলন
मैटिक्स का संयुग्मी,মেট্ৰিক্সৰ সংযুক্ত
संयुग्मी क्रमचय,কনজুগেট পাৰ্মিউটেচন
संयुग्मी परिवर्त,কনজুগেট ট্ৰেন্সপ&#39;জ
"योग, युति",conjuction
क्रमागत,একেৰাহে
क्रमागत संख्याएँ,একেৰাহে সংখ্যা
ऊर्जा-संरक्षण,শক্তিৰ সংৰক্ষণ
संहति-संरक्षण,ভৰ সংৰক্ষণ
संरक्षी,ৰক্ষণশীল
" संगति, अविरोध , गाढ़ता, गाढ़ापन",স্থিৰতা
संगति प्रतिबंध,স্থায়িত্বৰ অৱস্থা
"संगत आकल, अविरोधी आकल",সামঞ্জস্যপূৰ্ণ অনুমান
"संगत आकलक, अविरोधी आकलक",সামঞ্জস্যপূৰ্ণ অনুমানক
"अविरोधी प्रतिदर्शज, संगत प्रतिदर्शज",সামঞ্জস্যপূৰ্ণ পৰিসংখ্যা
"संगत निकाय, अविरोधी निकाय",সামঞ্জস্যপূৰ্ণ ব্যৱস্থা
कन्सॉल,কনছল
"नियत, स्थिर, अचर, अचल, अपरिवर्ती, एकसमान",নেৰানেপেৰা
एकसमान त्वरण,স্থিৰ ত্বৰণ
अचर फलन,ধ্ৰুৱক ফলন
गुरुत्वांक,মাধ্যাকৰ্ষণৰ ধ্ৰুৱক
समाकलन-अचर,সংহতিৰ ধ্ৰুৱক
आनुपातिकता स्थिरांक,সমানুপাতিকতাৰ ধ্ৰুৱক
अचर प्राचल,ধ্ৰুৱক প্ৰাচল
अचर बहुपद,ধ্ৰুৱক বহুপদ
नियत समानुपात,ধ্ৰুৱক অনুপাত
एकसमान चाल,স্থিৰ গতি
अचर पद,ধ্ৰুৱক পদ
एकसमान वेग,ধ্ৰুৱক বেগ
रचक समीकरण,গঠনমূলক সমীকৰণ
व्यवरोध,বাধা
"रचना करना, निर्माण करना",construct
रचना,নিৰ্মাণ
उपभोक्ता वरीयता,গ্ৰাহকৰ পছন্দ
उपभोग फलन,খৰচ কাৰ্য্য
स्पर्श-कोण,সংস্পৰ্শ কোণ
संपर्क बिंदु,যোগাযোগ বিন্দু
अंतर्विष्ट,contained in
आसंग सारणी,আকস্মিকতা টেবুল
सांतत्यक यांत्रिकी,কন্টিনিউম মেকানিক্স
वितत भिन्न,অব্যাহত ভগ্নাংশ
वितत गुणनफल,অব্যাহত থকা পণ্য
" सांतत्य , सातत्य",ধাৰাবাহিকতা
फलन का सांतत्य,কাৰ্য্যৰ ধাৰাবাহিকতা
सांतत्य परीक्षण,ধাৰাবাহিকতা পৰীক্ষা
" संतत, अखंड, अविछिन्न, अविरत , सतत",অবিৰত
संतत अवकलज,অবিৰত ব্যুৎপত্তি
संतत बंटन,অবিৰত বিতৰণ
उपरितः संतत,ওপৰৰ পৰা অবিৰত
संतत फलन,অবিৰত কাৰ্য্য
संतततः अवकलनीय,অবিৰতভাৱে পাৰ্থক্যযোগ্য
संतत प्रतिचित्र,অবিৰত মানচিত্ৰ
संतत प्रतिचित्रण,অবিৰত মেপিং
संतत प्रायिकता घनत्व फलन,অবিৰত সম্ভাৱনা ঘনত্ব ফলন
संतत प्रायिकता बंटन,অবিৰত সম্ভাৱনা বিতৰণ
संतत यादृच्छिक चर,অবিৰত যাদৃচ্ছিক চলক
संतत प्रतिदर्श समष्टि,অবিৰত নমুনা স্থান
संतत चर,অবিৰত চলক
संतत तरंग,অবিৰত তৰংগ
"सांतत्यक, कन्टिनुअम",ধাৰাবাহিকতা
सांतत्यक-अभिगृहीत,ধাৰাবাহিকতা অনুমান (= ধাৰাবাহিক স্বতন্ত্ৰতা)
वास्तविक-संख्या समुच्चय,বাস্তৱ সংখ্যাৰ ধাৰাবাহিকতা (= বাস্তৱ সংখ্যাৰ গোট)
सांतत्यक सिद्‌धांत,ধাৰাবাহিকতা তত্ত্ব
कन्टूर समाकलन,কনট্যুৰ সংহতি
संकुचन प्रतिचित्रण,সংকোচন মেপিং
विरोध,বৈপৰীত্য
प्रतिपरिवर्त,বিপৰীতমুখী
नियंत्रण,নিয়ন্ত্ৰণ
नियंत्रण-संचित्र,নিয়ন্ত্ৰণ লেখচিত্ৰ
माध्यों का नियंत्रण संचित्र,গড়ৰ বাবে নিয়ন্ত্ৰণ চাৰ্ট
दोषों का नियंत्रण,দোষৰ বাবে নিয়ন্ত্ৰণ চাৰ্ট
परिसरों का नियंत्रण,পৰিসীমাৰ বাবে নিয়ন্ত্ৰণ লেখচিত্ৰ
चरों का नियंत्रण,চলকৰ বাবে নিয়ন্ত্ৰণ লেখচিত্ৰ
"अभिसरित करना, अभिसरित होना",converge
माध्य अभिसरण,গড়ত অভিসৰণ
वर्ग माध्य अभिसरण,গড় বৰ্গত অভিসৰণ
प्रायिकता में अभिसरण,সম্ভাৱনাত অভিসৰণ
अभिसरण सीमा,অভিসৰণ সীমা
अभिसरण त्रिज्या,অভিসৰণ ব্যাসাৰ্ধ
अभिसरण प्रदेश,অভিসৰণ অঞ্চল
"अभिसारी (क्रि.), अभिसरक (सं.)",অভিসৰণকাৰী
अभिसारी अनुक्रम,অভিসৰণকাৰী ক্ৰম
अभिसारी श्रेणी,অভিসৰণকাৰী শৃংখলা
"विलोम, विपरीत",converse
"विलोमतः व्यत्यासाने,",ইয়াৰ বিপৰীতে
रूपांतरण भिन्न,ৰূপান্তৰ ভগ্নাংশ
रूपांतरण सारणी,ৰূপান্তৰ টেবুল
अवमुख,উত্তল
अवमुख पिंड,উত্তল শৰীৰ
अवमुख संयोजन,উত্তল সংমিশ্ৰণ
अवमुख समावरक,উত্তল আৱৰণ (=উত্তল ঢাল)
अवमुख फलन,উত্তল ফলন
अवमुख रैखिक संचय,উত্তল ৰৈখিক সংমিশ্ৰণ
अवमुख रैखिक प्रोग्रामन,উত্তল ৰৈখিক প্ৰগ্ৰেমিং
अवमुख दूरीक समष्टि,উত্তল মেট্ৰিক স্থান
अवमुख बहुफलक,উত্তল বহুভুজ
अवमुख प्रोग्रामन,উত্তল প্ৰগ্ৰেমিং
अवमुख प्रदेश,উত্তল অঞ্চল
अवमुख समुच्चय,উত্তল গোট
संवलन,কনভল্যুচন
संवलन समाकल,কনভল্যুচন integral
संवलन प्रमेय,কনভল্যুচন উপপাদ্য (= faltung উপপাদ্য)
" निर्देशी, निर्देशांक , उपसहसंयोजकता",স্থানাংক
निर्देशक अक्ष,স্থানাংক অক্ষ
निर्देशांक ज्यामिति,স্থানাংক জ্যামিতি
निर्देशांक समतल,স্থানাংক সমতল
निर्देशांक,স্থানাংক
"निर्देशांक पद्‌धति, निर्देश तंत्र",স্থানাংক ব্যৱস্থা
कोपर्निकस-निकाय,কপাৰনিকান ব্যৱস্থা
समतलीय,কোপ্লেনাৰ
समतलीय बल,কোপ্লেনাৰ বল
समतलीयता,সহযোগীতা
असहभाज्य संख्या,ক&#39;প্ৰাইম সংখ্যা
"संशोधन गुणक, संशुद्‌धिगुणक",সংশোধন কাৰক
सही हल,শুদ্ধ সমাধান
सहसंबंध,সম্পৰ্ক
सहसंबंध गुणांक,সম্পৰ্ক সহগ
सहसंबंध आरेख,সম্পৰ্কীয় ডায়েগ্ৰাম
सहसंबंध फलन,সম্পৰ্কীয় ফলন
"सहसंबंध आव्यूह, सहसंबंध मैट्रिक्स",সম্পৰ্কীয় মেট্ৰিক্স
सहसंबंधानुपात,সম্পৰ্কীয় অনুপাত
सहसंबंध-चित्र,ক&#39;ৰেলোগ্ৰাম
सहसंबंध-चित्र विश्लेषण,ক&#39;ৰেলোগ্ৰাম বিশ্লেষণ
"संगत होना, तदनुरूपी होना",অনুৰূপ
संगति-नियम,চিঠিপত্ৰ নীতি
संगत कोण,সংশ্লিষ্ট কোণ
संगत पार्श्व,সংশ্লিষ্ট পক্ষ
सहसमुच्चय,coset
"कोसाइन, कोटिज्या",কোচাইন
कोटिज्या नियम,কোচাইন নিয়ম
लागत विश्लेषण,খৰচ বিশ্লেষণ
लागत अधिकतमीकरण,খৰচ সৰ্বাধিক কৰা
गणनीयता-अभिगृहीत,গণনাযোগ্যতা স্বতন্ত্ৰতা
गणनीय,গণনাযোগ্য
गणनीय योज्यता,গণনাযোগ্য যোগকৰণ
गणनीय आधार,গণনাযোগ্য ভিত্তি
गणनीय आधार,গণনাযোগ্য ভিত্তি
गणनीय समुच्चय,গণনাযোগ্য ছেট
गणनीयतः अनंत,গণনাযোগ্যভাৱে অসীম
" गणित्र , फलक, काउंटर",বিৰোধ
वामावर्त अपसव्य,ঘড়ীৰ কাঁটাৰ বিপৰীত দিশত
प्रत्युदाहरण,কাউণ্টাৰ উদাহৰণ
सहप्रसरण,সহাৱস্থান
सहप्रसरण नियम,সহাৱস্থান আইন
सहप्रसरण आव्यूह,সহাৱস্থান মেট্ৰিক্স
सहप्रसरण विधि,সহাৱস্থান পদ্ধতি
सहप्रसरण विधि,সহাৱস্থান কৌশল
क्रैमर-नियम,ক্ৰেমাৰৰ নিয়ম
क्रैमर-राव असमिका,ক্ৰেমাৰ-ৰাওৰ বৈষম্য
उद्देश्य फलन,মাপকাঠী ফলন (=উদ্দেশ্যমূলক ফলন)
क्रांतिक कोण,জটিল কোণ
क्रांतिक बिंदु,জটিল বিন্দু
फलन का क्रांतिक बिंदु,কাৰ্য্যৰ জটিল বিন্দু
क्रांतिक मान,জটিল মূল্য
क्रांतिक वेग,জটিল বেগ
व्यतिसहसंबंध फलन,ক্ৰছ কোৰিলেচন ফাংচন
"वेक्टर-गुणनफल, सदिश गुणनफल",ক্ৰছ প্ৰডাক্ট
वज्रानुपात,ক্ৰছ ৰেচিঅ&#39;
अनुप्रस्थ परिच्छेदन,ক্ৰছ ছেকচনিং
गूढ़लेख,crypt
"घन, क्यूब",ঘনক
घन संख्या,ঘনক সংখ্যা
घनमूल,ঘনক মূল
" घन, घनाकृति, घनीय, त्रिघात , त्रिसमलंबाक्ष, घनीय",ঘন
"घन, घनाकृति, घनीय",ঘনকীয়
त्रिघात समीकरण,ঘন সমীকৰণ
घन इंच,ঘন ইঞ্চি
घन मीटर,ঘন মিটাৰ
त्रिघात परवलय,ঘন প্যাৰাবোলা
घनमूल,ঘনমূল
त्रिघाती पद,ঘন পদ
लंबकोणिक समांतर,ঘনকীয়
"संचयी संकलित,",ক্ৰমবৰ্ধমান
संचयी वक्र,ক্ৰমবৰ্ধমান বক্ৰ
संचयी बंटन फलन,ক্ৰমবৰ্ধমান বিতৰণ ফলন
संचयी बारंबारता,ক্ৰমবৰ্ধমান কম্পাঙ্ক
संचयी बारंबारता फलन,ক্ৰমবৰ্ধমান কম্পাঙ্ক ফলন
"संचयी बारंबारता आलेख, संचयी बारंबारता ग्राफ",ক্ৰমবৰ্ধমান কম্পাঙ্ক গ্ৰাফ
संचयी प्रायिकता फलन,ক্ৰমবৰ্ধমান সম্ভাৱনা ফলন
"कर्ल, कुंतल",curl
द्विप्राचल वक्र-कुल का कर्ल,কাৰ্ল অৱ দ্য কংগ্ৰুৱেন্স
सदिश का कर्ल,ভেক্টৰৰ কাৰ্ল
"धनुःकोष्ठक, धनुर्बधनी",কোঁচা বন্ধনী
धारा,সোঁত
चलित बिंदु,বৰ্তমান বিন্দু
वक्रता,বক্ৰতা
वक्रता-प्रभाव,বক্ৰতা প্ৰভাৱ
वक्र,বক্ৰ
वक्र रेखा,বক্ৰ ৰেখা
वक्र अनुरेखण,বক্ৰ ট্ৰেচিং
वक्रेखी अनंतस्पर्शी,বক্ৰৰেখাৰ এছিম্পটট
वक्रेखी निर्देशांक,বক্ৰৰেখা স্থানাংক
वक्रेखी समाश्रयण,বক্ৰৰেখাৰ ৰিগ্ৰেছন
"उभयाग्र, कस्प",cusp
"चक्र, आवर्तन , साइकिल , ढलाई चक्र, संचन चक्र",চক্ৰ
चक्रीय विचरण,চক্ৰীয় তাৰতম্য
चक्रीय सदिश गुणनफल,চক্ৰীয় ক্ৰছ উৎপাদন
चक्रीय मांग,চক্ৰীয় চাহিদা
चक्रीय व्यंजक,চক্ৰীয় প্ৰকাশ
चक्रीय समूह,চক্ৰীয় গোট
चकीय क्रमचय,চক্ৰীয় ক্ৰমবিন্যাস
"चक्रज, साइक्लोइड",চাইক্ল&#39;ইড
"बेलन, सिलिन्डर",চিলিণ্ডাৰ
"बेलनाकार, सिलिन्डराकार, बेलनी, सिलिन्डरी",নলাকাৰ
सिलिन्डराकार पृ्ष्ठ,নলাকাৰ পৃষ্ঠ
"शून्य, सिफर",চাইফাৰ
डिलंबर्ट-सिद्‌धांत,D&#39;alembert ৰ নীতি
अवमंदित सरल आवर्त गति,ডেম্পড হাৰমনিক ফাংচন
अवमंदन स्थिरांक,ডেম্পিং ধ্ৰুৱক
" दत्त, उपात्त , आंकड़ा, न्यास",তথ্য
दत्त उपक्रमण,তথ্যৰ উৎপত্তি
न्यास संसाधन प्रणाली,তথ্য প্ৰক্ৰিয়াকৰণ ব্যৱস্থা
आंकड़ा संसाधित्र,ডাটা প্ৰচেছৰ
आंकड़ा पत्र,ডাটা শ্বীট
दशभुज,decagon
डेकाग्राम,ডেকাগ্ৰাম
डेकामीटर,ডেকামিটাৰ
क्षयांक,ক্ষয় ধ্ৰুৱক
क्षय वक्र,ক্ষয় বক্ৰ
शिष्ट फलन,ডিচেন্ট ফাংচন
डेसीग्राम,ডেচিগ্ৰাম
दशमक,ডেচিল
"दशमलव, दशमिक",দশমিক
दशमिक कोड,দশমিক ক&#39;ড
दशमलव कोडित अंक,দশমিক ক&#39;ডযুক্ত অংক
दशमिक प्रसार,দশমিক প্ৰসাৰণ
दशमलव भिन्न,দশমিক ভগ্নাংশ
दशमलव संकेतन पद्‌धति,দশমিক সংকেত
दशमलव अंकन पद्‌धति,দশমিক সংখ্যাকৰণ ব্যৱস্থা
दशमलव बिंदु,দশমিক বিন্দু
दशमलव मापक्रम,দশমিক স্কেল
दशमलव पद्‌धति,দশমিক ব্যৱস্থা
डेसीमीटर,ডেচিমিটাৰ
कूटवाचन,ডিচিফাৰ কৰা
निर्णय निदर्श,সিদ্ধান্তৰ আৰ্হি
निर्णय सिद्‌धांत,সিদ্ধান্ত তত্ত্ব
निर्णय चर,সিদ্ধান্ত চলক
"कूटवाचक, विकोडक",ডিকোডাৰ
"कूटवाचन, विकोडन",ডিকোডিং
वियोज्य समुच्चय,পচনযোগ্য ছেট
ह्रासमान,হ্ৰাস পাইছে
ह्रासमान फलन,হ্ৰাস পোৱা কাৰ্য্য
डेडेकिन्ड-कट,ডেডেকিণ্ডৰ কাট
डेडेकिन्ड-प्रमेय,ডেডেকাইণ্ডৰ উপপাদ্য
निगमन करना,deduce
निगमनिक रीति,ডিডক্টিভ পদ্ধতি
सदोष,ত্ৰুটিপূৰ্ণ
परिभाषी समीकरण,সমীকৰণ সংজ্ঞায়িত কৰা
निश्चित समाकल,নিৰ্দিষ্ট অখণ্ড
निश्चित मैट्रिक्स,নিৰ্দিষ্ট মেট্ৰিক্স
" परिभाषा , स्पष्टता , निश्चय",সংজ্ঞা
विरूपण वक्र,বিকৃতি বক্ৰ
विकृत पृष्ठ,বিকৃত পৃষ্ঠ
"अपभ्रष्टता, अपह्रास",অৱক্ষয়
परिवहन समस्याओं में अपभ्रष्टता,ট্ৰেন্সপ&#39;ৰেচন সমস্যাত অৱক্ষয়
" डिग्री, अंश , घात , कोटि , मात्रा, परिमाण , अंशांक",ডিগ্ৰী
अवकल समीकरण का घात,অৱভেদ্য সমীকৰণৰ ডিগ্ৰী
"स्वतंत्रता की कोटि, स्वातंत्र्य कोटि",স্বাধীনতাৰ মাত্ৰা
बहुपद का घात,বহুপদৰ ডিগ্ৰী
निष्कासित प्रतिवेश,মচি পেলোৱা চুবুৰী
डेल्टा फलन,ডেল্টা ফাংচন
मांग और उपयोगिता वक्र,চাহিদা আৰু উপযোগিতা বক্ৰ
मांग समीकरण,চাহিদা সমীকৰণ
मांग फलन,চাহিদা কাৰ্য্য
जनसांख्यिकीय अध्ययन,জনগাঁথনিগত অধ্যয়ন
जनसांख्यिकी,ডেম&#39;গ্ৰাফী
द-मॉयवर प्रमेय,ডি মইভ্ৰেৰ উপপাদ্য
" निरूपण करना , प्रमाण देना , निदर्शन करना",প্ৰদৰ্শন
" निरूपण , प्रमाण , निदर्शन, प्रदर्शन",প্ৰদৰ্শন
निरूपणात्मक ज्यामिति,প্ৰদৰ্শনমূলক জ্যামিতি
हर,হৰ
सघन समुच्चय,ঘন গোট
" घनत्व , सघनता",ঘনত্ব
प्रगणनीय समुच्चय,denumerable set
अपगामी अचर,প্ৰস্থানকাৰী চলকসমূহ
आश्रित घटना,নিৰ্ভৰশীল ইভেন্ট
आश्रित यादृच्छिक चर,নিৰ্ভৰশীল যাদৃচ্ছিক চলক
परतंत्र चर,নিৰ্ভৰশীল চলক
परतंत्र विचर,নিৰ্ভৰশীল ভিন্নতা
अवनमन कोण,ডিপ্ৰেছন এংগেল
" व्युत्पत्ति, व्युत्पन्न , अवकलन",ব্যুৎপত্তি
" व्युत्पन्न , अवकलज",ডেৰাইভেটিভ
व्युत्पन्न श्रेणी,ব্যুৎপন্ন শৃংখলা
व्युत्पन्न समुच्चय,ব্যুৎপত্তি কৰা গোট
"अवरोही, अवरोहण",অৱতৰণ কৰা
अवरोही क्रम,অৱনমিত ক্ৰম
अवरोही श्रेणी,অৱনমিত শৃংখলা
प्रक्षेपात्मक ज्यामिति,বৰ্ণনাত্মক জ্যামিতি
वर्णनात्मक निदर्श,বৰ্ণনাত্মক আৰ্হি
वर्णनात्मक सांख्यिकी,বৰ্ণনাত্মক পৰিসংখ্যা
"अभिकल्प, डिजाइन, अभिकल्पना (सं.), अभिकल्पना करना, डिजाइन करना (क्रि.)",ডিজাইন
प्रयोग की अभिकल्पना,পৰীক্ষাৰ ডিজাইন
डेस्क परिकलित्र,ডেস্ক কেলকুলেটৰ
"पहचान, संसूचन",ধৰা পেলোৱা
" सारणिक, डिटर्मिनेंट , निर्धारक",নিৰ্ণায়ক
सारणिक कोटि,নিৰ্ণায়ক ৰেংক
निर्धारित करना,নিৰ্দ্ধাৰণ কৰা
निर्धारणात्मक निदर्श,নিৰ্ধাৰিত আৰ্হি
निर्धारणात्मक समस्या,নিৰ্ধাৰিত সমস্যা
विचलन,বিচ্যুতি
विचलन गुणांक,বিচ্যুতি সহগ
द्वि-आधारी प्रणाली,ডায়েডিক ব্যৱস্থা
"विकर्ण कर्ण,",তিৰ্যক
आव्यूह-विकर्णन,এটা মেট্ৰিক্সৰ তিৰ্যকীকৰণ
"विकर्ण मैट्रिक्स, विकर्ण आव्यूह",তিৰ্যক মেট্ৰিক্স
विकर्णी समानता,তিৰ্যক সাদৃশ্য
आरेख,ডায়েগ্ৰাম
आरेखी विधि,ডায়েগ্ৰামমেটিক পদ্ধতি
आरेखी प्रस्तुतिकरण,ডায়াগ্ৰামমেটিক উপস্থাপন
व्यास,ব্যাস
समुच्चय-व्यास,এটা গোটৰ ব্যাস
व्यासतः सम्मुख,ডায়েমেট্ৰিকভাৱে বিপৰীত
"पाशकक्षेप, पासा फेंकना",পাশা নিক্ষেপ
द्विधा वर्गीकरण,দ্বৈত শ্ৰেণীবিভাজন
" द्विभाजन , अर्धक",দ্বৈতবিভাজন
कोशक्रम,অভিধানৰ ক্ৰম
अंतर कलन,পাৰ্থক্য কেলকুলাছ
अंतर समीकरण,পাৰ্থক্য সমীকৰণ
अंतर सूत्र,পাৰ্থক্য সূত্ৰ
अंतर विधि,পাৰ্থক্য পদ্ধতি
समुच्चयों का अंतर,গোটৰ পাৰ্থক্য
अवकलनीय,ভিন্নতামূলক
अवकलनीय वक्र,ভিন্নতাযোগ্য বক্ৰ
अवकलनीय फलन,ডিফাৰেন্সিয়েবল ফাংচন
" विभेदक, भेददर्शी , अवकल , अंतरात्रयी, अंतरात्मक , विभेदी",ডিফাৰেন্সিয়েল
अवकल गणित,ডিফাৰেন্সিয়েল কেলকুলাছ
अवकल गुणांक,ডিফাৰেন্সিয়েল সহগ
अवकल समीकरण,অৱভেদ্য সমীকৰণ
अवकल समघात,ভিন্নতামূলক ৰূপ
अवकल सूत्र,ডিফাৰেন্সিয়েল সূত্ৰ
अवकल फलन,ডিফাৰেন্সিয়েল ফাংচন
अवकल ज्यामिति,ডিফাৰেন্সিয়েল জ্যামিতি
उच्चतर कोटि का अवकल,উচ্চ ক্ৰমৰ ডিফাৰেন্সিয়েল
अवकल खंड,ডিফাৰেন্সিয়েল ভাগফল
अवकलन करना,পাৰ্থক্য কৰা
"विभेदन, अवकलन",পাৰ্থক্য
अवकलन सूत्र,পাৰ্থক্য সূত্ৰ
सदिश का अवकलन,ভেক্টৰৰ পাৰ্থক্য
"विसरण, विसार",প্ৰসাৰণ
"अंक, व्यास का द्वादशांश, अंगुलि",অংক
अंकीय अभिकलित्र,ডিজিটেল কম্পিউটাৰ
अंकीय दत्त,ডিজিটেল ডাটা
" विस्तार, लंबाई-चौड़ाई, विमा , घात",মাত্ৰা
विमीयता,মাত্ৰাগততা
"विमाहीन, अविम",মাত্ৰাহীন
समीकरण विमा,সমীকৰণৰ মাত্ৰা
डायोफैन्टस का समीकरण,ডাইফেন্টাইন সমীকৰণ
नति कोण,ডিপ এংগেল
द्वियुग्मध्रुवी निर्देशांक,ডাইপোলাৰ স্থানাংক
द्विध्रुव,ডাইপোল
द्विपिरामिड,ডাইপিৰামিড (bipyramid)
डिरैक डेल्टा फलन,Dirac ডেল্টা ফাংচন
उभयनिष्ठ अनुस्पर्श रेखा,প্ৰত্যক্ষ সাধাৰণ স্পৰ্শক
दिष्ट कोण,নিৰ্দেশিত কোণ
दिष्ट रेखा,নিৰ্দেশিত ৰেখা
दिक्-अवकलज,দিশগত ব্যুৎপত্তি
"दिक्कोज्या, दिक्-कोसाइन",দিশ কোচাইন
उच्चिष्ठ की दिशा,maxima ৰ দিশ
प्रक्षेपण दिशा,প্ৰক্ষেপণৰ দিশ
दिक्-अनुपात,দিশ অনুপাত
नियामक वृत्त,পৰিচালক বৃত্ত
नियामक गोला,পৰিচালক ক্ষেত্ৰ
अनुलोम गुणनफल,প্ৰত্যক্ষ উৎপাদন
" प्रत्यक्ष प्रमाण , प्रत्यक्ष उपपत्ति",প্ৰত্যক্ষ প্ৰমাণ
अनुक्रमानुपात,প্ৰত্যক্ষ অনুপাত
नियता,ডাইৰেক্টিক্স
अनुलोम योगफल,প্ৰত্যক্ষ যোগফল
असंबद्‌ध समुच्चय,disconncted ছেটসমূহ
" असांतत्य , असातत्य , भंग",বিচ্ছিন্নতা
अवकलज का असांतत्य,ডেৰাইভেটিভৰ বিচ্ছিন্নতা
प्रथम प्रकार का असांतत्य,প্ৰথম ধৰণৰ বিচ্ছিন্নতা
द्वितीय प्रकार का असांतत्य,দ্বিতীয় প্ৰকাৰৰ বিচ্ছিন্নতা
असंतत वितरण,বিচ্ছিন্ন বিতৰণ
असंतत फलन,বিচ্ছিন্ন কাৰ্য্য
असंतत विचर,বিচ্ছিন্ন ভেৰিয়েট
विविक्त,বিচ্ছিন্ন
असंतत बंटन,বিচ্ছিন্ন বিতৰণ
असंतत प्रायिकता बंटन,বিচ্ছিন্ন সম্ভাৱনা বিতৰণ
असंतत यादृच्छिक चर,বিচ্ছিন্ন যাদৃচ্ছিক চলক
असंतत प्रतिदर्श समष्टि,বিচ্ছিন্ন নমুনা স্থান
विविक्त समुच्चय,বিচ্ছিন্ন গোট
विविक्त समष्टि,বিচ্ছিন্ন স্থান
विविक्त संस्थिति,বিচ্ছিন্ন টপোলজি
असंतत विचर,বিচ্ছিন্ন ভিন্নতা
विविक्तकर,বৈষম্যমূলক
विविक्तकर विश्लेषण,বৈষম্যমূলক বিশ্লেষণ (=বৈষম্যমূলক বিশ্লেষণ)
असंयुक्त,disjoint
असंयुक्त घटना,অসংলগ্ন পৰিঘটনা
असंयुक्त समुच्चय,disjoint sets
असंयुक्त सम्मिलन,disjoint union
" वियोजन , तर्क-संगत योग",বিচ্ছিন্নতা
" परिक्षेपण , प्रकीर्णन",বিক্ষিপ্ততা
परिक्षेपण संचित्र,বিক্ষিপ্ততা লেখচিত্ৰ
परिक्षेपणांक,বিক্ষিপ্ততা ধ্ৰুৱক
परिक्षेपण-आरेख,বিক্ষিপ্ততা ডায়েগ্ৰাম
परिक्षेपण-मैट्रिक्स,বিক্ষিপ্ততা মেট্ৰিক্স (=সচল মেট্ৰিক্স)
विस्थापन,স্থানচ্যুতি
प्रदर्श,প্ৰদৰ্শন
कन्सोल,প্ৰদৰ্শন একক (=কনছল)
"असमरूप, असमान",অসদৃশ
क्षयकारी बल,অপচয়কাৰী শক্তি
दूरी-फलन,দূৰত্বৰ ফলন
दूरी-मापांक,দূৰত্ব মডুলাছ
बंटन-निरपेक्ष,বিতৰণ-মুক্ত পদ্ধতি
"वितरण-नियम, बंटननियम",বিতৰণ আইন
"अपसारित करना, अपसारित होना",বিচ্ছিন্নতা
" अपसरण, अपसारिता , डाइवर्जेन्स",বিচ্ছিন্নতা
अपसरण प्रमेय,বিচ্ছিন্নতা উপপাদ্য
अपसारी,divergent
अपसारी श्रेणी,বিচ্ছিন্ন শৃংখলা
विभाजित अंतर,বিভক্ত পাৰ্থক্য
"भाज्यता, विभाज्यता",বিভাজনযোগ্যতা
"भाज्य, विभाज्य",ভাগ কৰিব পৰা
" भाग, प्रभाग , विभाजन",বিভাজন
विभाजन-कलन विधि,বিভাজন এলগৰিদম
विभाजन-वलय,ডিভিজন ৰিং
द्वादशभुज,ডোডেকাগন
द्वादशफलक,ডোডেকাহেড্ৰন
" प्रक्षेत्र , डोमेन, प्रांत , प्रदेश",ডমেইন
फलन का प्रांत,এটা ফাংচনৰ ডমেইন
परिभाषा-प्रांत,সংজ্ঞাৰ ডমেইন
अस्तित्व-प्रांत,অস্তিত্বৰ ক্ষেত্ৰ
अभिभावी युक्ति,প্ৰধান কৌশল
डॉप्लर प्रभाव,ডপলাৰ ইফেক্ট
"बिन्दु-गुणनफल, अदिशगुणनफल",ডট প্ৰডাক্ট
बिन्दुकित वक्र,বিন্দুযুক্ত বক্ৰ
द्विशः अवकलन,ডাবল পাৰ্থক্য
द्विक चरघातांकीय बंटन,ডাবল ঘাতীয় বিতৰণ
द्विकुंडली,ডাবল হেলিক্স
द्विशः समाकल,ডাবল ইন্টিগ্ৰেল
द्विशः समाकलन,ডাবল ইন্টিগ্ৰেচন
द्विक सीमा,ডাবল লিমিট
द्विशः प्रतिचयन आयोजन,ডাবল নমুনা সংগ্ৰহৰ পৰিকল্পনা
द्विक अनुक्रम,ডাবল ক্ৰম
द्विक श्रेणी,ডাবল ছিৰিজ
द्वि-अनुलग्नी संकेतन,ডাবল প্ৰত্যয় সংকেত
द्विक संकलन,ডাবল যোগফল
अधोमुखी त्वरण,তললৈ ত্বৰণ
अधोमुखी विस्थापन,তললৈ স্থানান্তৰিত হোৱা
अधोमुखी गति,তললৈ গতি
अधोमुखी वेग,তললৈ যোৱা বেগ
कर्षण,টানি নিয়া
कर्षण-बल,টানিব পৰা বল
"द्वैती द्वैती,",দ্বৈত
द्वैत आधार,দ্বৈত ভিত্তি
द्वैत आंतरिक गुणनफल,ডুৱেল ইনাৰ প্ৰডাক্ট
द्वैती रैखिक प्रोग्रामन समस्या,ডুৱেল ৰৈখিক প্ৰগ্ৰেমিং সমস্যা
" द्वि प्रचालन , द्वैती संक्रिया",ডুৱেল অপাৰেচন
द्वैत समस्या,দ্বৈত সমস্যা
