Bengali,Punjabi
চক্রবৃদ্ধিহারে সুদ,ਮਿਸ਼ਰਿਤ ਵਿਆਜ
গণনা,ਗਣਨਾ
1. কম্পিউটার 2. কম্পিউটার,1. ਕੰਪਿਊਟਰ 2. ਕੰਪਿਊਟਰ
1. একাগ্রতা 2. একাগ্রতা,1. ਇਕਾਗਰਤਾ 2. ਇਕਾਗਰਤਾ
1. অপ্টিমাইজার 2. পুনরুজ্জীবিতকারী,1. ਆਪਟੀਮਾਈਜ਼ਰ 2. ਰੀਵਾਈਟਲਾਈਜ਼ਰ
পরিবাহিতা,ਚਾਲਕਤਾ
1. কনফিগারেশন 2. কনফিগারেশন,1. ਸੰਰਚਨਾ 2. ਸੰਰਚਨਾ
1. সামঞ্জস্য 2. কনফিগারেশন 3. সামঞ্জস্য,1. ਅਨੁਕੂਲਤਾ 2. ਸੰਰਚਨਾ 3. ਅਨੁਕੂਲਤਾ
1. ইন্টিগ্রেশন 2. হাইব্রিডাইজেশন,1. ਏਕੀਕਰਣ 2. ਹਾਈਬ੍ਰਿਡਾਈਜ਼ੇਸ਼ਨ
সংযোজন,ਸੰਜੋਗ
1. সংযোজক 2. সংযোগকারী,1. ਜੋੜਨ ਵਾਲਾ 2. ਜੋੜਨ ਵਾਲਾ
সুরক্ষা,ਸੁਰੱਖਿਆ
একত্রীকরণের,ਏਕੀਕਰਨ
1. উপাদান 2. উপাদান,1. ਸਮੱਗਰੀ 2. ਸਮੱਗਰੀ
ভোক্তা,ਖਪਤਕਾਰ
খরচ,ਖਪਤ
দূষণ,ਗੰਦਗੀ
কনট্যুর রোপণ,ਕੰਟੂਰ ਲਾਉਣਾ
কনট্যুর লাইন,ਕੰਟੋਰ ਲਾਈਨ
1. কন্ট্রাক্ট ফার্মিং 2. কন্ট্রাক্ট ফার্মিং 3. কন্ট্রাক্ট ফার্মিং,1. ਕੰਟਰੈਕਟ ਫਾਰਮਿੰਗ 2. ਕੰਟਰੈਕਟ ਫਾਰਮਿੰਗ 3. ਕੰਟਰੈਕਟ ਫਾਰਮਿੰਗ
নিয়ন্ত্রিত বায়ুমণ্ডলীয় স্টোরেজ,ਨਿਯੰਤਰਿਤ ਵਾਯੂਮੰਡਲ ਸਟੋਰੇਜ਼
সমবায় ব্যাংক,ਸਹਿਕਾਰੀ ਬੈਂਕ
সমবায় সমিতির সদস্য,ਸਹਿਕਾਰੀ ਸਭਾ ਦੇ ਮੈਂਬਰ
গুলমাভান,ਗੁਲਮਾਵਨ
cubed,ਘਣ
1. ডালপুঞ্জ 2. করোলা,1. ਦਲਪੁੰਜ 2. ਕੋਰੋਲਾ
1. কর্টেক্স 2. কর্টেক্স,1. ਕਾਰਟੈਕਸ 2. ਕਾਰਟੈਕਸ
খরচ,ਲਾਗਤ
cotyledon,cotyledon
ক্রেডিট কমিটি,ਕ੍ਰੈਡਿਟ ਕਮੇਟੀ
1. ঋণ 2. ক্রেডিট,1. ਉਧਾਰ 2. ਕ੍ਰੈਡਿਟ
1. ঋণদাতা 2. পাওনাদার,1. ਰਿਣਦਾਤਾ 2. ਲੈਣਦਾਰ
1. ক্রেস্ট 2. শীর্ষবিন্দু 3. স্পায়ার,1. ਕਰੈਸਟ 2. ਸਿਰਾ 3. ਸਪਾਇਰ
প্রত্যাহার,ਵਾਪਸੀ
সমস্যা,ਸਮੱਸਿਆ
পরীক্ষা,ਟੈਸਟ
সমালোচনামূলক,ਨਾਜ਼ੁਕ
শস্য বীমা,ਫਸਲ ਬੀਮਾ
ফসল ঋণ,ਫਸਲ ਕਰਜ਼ਾ
1. ফসল 2. ফসল,1. ਫਸਲ 2. ਫਸਲ
চাষ এলাকা,ਕਾਸ਼ਤ ਖੇਤਰ
ক্রস বেমানান,ਪਾਰ ਅਸੰਗਤ
1. মুকুট 2. চূড়া (উদ্ভিদ),1. ਤਾਜ 2. ਸਿਖਰ (ਪੌਦਾ)
নরম কণা,ਨਰਮ ਕਣ
ভূত্বক,ਛਾਲੇ
1. ক্রিপ্টোগাম 2. নন-ফ্লোরিফর্ম,1. ਕ੍ਰਿਪਟੋਗਾਮ 2. ਗੈਰ-ਫਲੋਰੀਫਾਰਮ
ছাঁটাই (ফল),ਛਾਂਟੀ (ਫਲ)
কলম,ਕਲਮ
চাষের বৈচিত্র্য,ਕਿਸਮ ਦੀ ਕਿਸਮ
1. ট্র্যাকশন 2. কৃষি 3. কৃষিকাজ,1. ਟ੍ਰੈਕਸ਼ਨ 2. ਖੇਤੀਬਾੜੀ 3. ਖੇਤੀ
1. কৃষক 2. চাষী,1. ਕਿਸਾਨ 2. ਕਾਸ਼ਤਕਾਰ
1. চাষ 2. চাষ 3. লালনপালন,1. ਕਾਸ਼ਤ 2. ਕਾਸ਼ਤ 3. ਪਾਲਣ
1.সম্পদ 2.প্রস্তুতি,1.ਸਰੋਤ 2.ਤਿਆਰੀ
1.কুন্তালন 2.কুঞ্চন,1.ਕੁੰਤਲਨ 2.ਕੁੰਚਨ
ভঙ্গি,ਆਸਣ
1. এপিডার্মিস 2. কিউটিকল,1. ਐਪੀਡਰਰਮਿਸ 2. ਛੱਲੀ
1. কলম 2. কাটিং 3. কাটিং 4. কাটিং 5. কাটিং,1. ਕਲਮ 2. ਕੱਟਣਾ 3. ਕੱਟਣਾ 4. ਕੱਟਣਾ 5. ਕੱਟਣਾ
1. কৃমি কর্পাস 2. সিস্ট 3. সিস্ট 4. বিকৃত পিণ্ড 5. নিওপ্লাজম,1. ਕੀੜਾ ਸਰੀਰ 2. ਸਿਸਟ 3. ਗੰਢ 4. ਵਿਗੜਿਆ ਗੰਢ 5. ਨਿਓਪਲਾਜ਼ਮ
সাইটোক্রোম,cytochrome
সেল কাপলিং,ਸੈੱਲ ਜੋੜਨਾ
কোষের প্রজনন,ਸੈੱਲ ਪ੍ਰਜਨਨ
কোষ জেনেটিক্স,ਸੈੱਲ ਜੈਨੇਟਿਕਸ
সাইটোপ্লাজমিক বিভাগ,cytoplasmic ਡਿਵੀਜ਼ਨ
কোষ বিদ্যা,ਸੈੱਲ ਜੀਵ ਵਿਗਿਆਨ
কোষের লাইসিস,ਸੈੱਲ lysis
1. সাইটোমের 2. কোষ বিভাজন,1. ਸਾਇਟੋਮੇਰ 2. ਸੈੱਲ ਸੈਗਮੈਂਟੇਸ਼ਨ
সাইটোপ্লাজম,cytoplasm
1. ডেইরি 2. ডেইরি,1. ਡੇਅਰੀ 2. ਡੇਅਰੀ
দুগ্ধ শিল্প,ਡੇਅਰੀ ਉਦਯੋਗ
1. বাঁধ 2. ব্রিডার,1. ਡੈਮ 2. ਬਰੀਡਰ
দিন পরম উদ্ভিদ,ਦਿਨ ਦਾ ਸੰਪੂਰਨ ਪੌਦਾ
ফুল ফোটার পর দিন,ਫੁੱਲ ਦੇ ਬਾਅਦ ਦਿਨ
ফুল ফোটার পর দিন,ਪੂਰੇ ਫੁੱਲ ਦੇ ਬਾਅਦ ਦਿਨ
অদক্ষতা,ਅਕੁਸ਼ਲਤਾ
decalcification,decalcification
1. অপসারণ 2. অপসারণ,1. ਡਿਸਲੋਜ 2. ਡਿਸਲੋਜ
ক্ষয়,ਸੜਨ
পর্ণমোচী,ਪਤਝੜ
1. দশমিক 2. দশমিক,1. ਦਸ਼ਮਲਵ 2. ਦਸ਼ਮਲਵ
হীনমন্যতা,ਘਟੀਆਪਨ
অনুরান (মাটি),ਅਨੁਰਾਨ (ਮਿੱਟੀ)
বিপুষ্পন,ਵਿਪੁਸ਼ਪਨ
বিলিং,ਬਿਲਿੰਗ
বন নিধন,ਕਟਾਈ
অসম্মান,ਬਦਨਾਮੀ
অধঃপতন,ਪਤਨ
অংশ দিন,ਭਾਗ ਦਿਨ
1. পরিমাণ 2. অংশ,1. ਮਾਤਰਾ 2. ਹਿੱਸਾ
dehiscence,dehiscence
ভুসি অপসারণ,ਭੂਸੀ ਨੂੰ ਹਟਾਉਣਾ
ভুসি অপসারণ,ਭੂਸੀ ਨੂੰ ਹਟਾਉਣਾ
পানিশূন্যতা,ਡੀਹਾਈਡਰੇਸ਼ਨ
নির্জল,ਨਿਹਾਈਡ੍ਰਸ
চাহিদা,ਮੰਗ
1. বিকৃতকরণ 2. গুণ,1. ਵਿਨਾਸ਼ਕਾਰੀ 2. ਗੁਣਾ
বর্জন,ਖੰਡਨ
1. জমা (মাটি) 2. জমা (অর্থনীতি),1. ਜਮ੍ਹਾ (ਮਿੱਟੀ) 2. ਜਮ੍ਹਾ (ਆਰਥਿਕਤਾ)
আমানত,ਜਮ੍ਹਾ
1. অবচয় 2. অবচয়,1. ਘਟਾਓ 2. ਘਟਾਓ
বিশুদ্ধকরণ,ਡੀਸਲੀਨੇਸ਼ਨ
1. জল শুকিয়ে যাওয়া 2. ডিহাইড্রেশন,1. ਪਾਣੀ ਸੁਕਾਉਣਾ 2. ਡੀਹਾਈਡਰੇਸ਼ਨ
1. ডিজাইন 2. ডিজাইন,1. ਡਿਜ਼ਾਈਨ 2. ਡਿਜ਼ਾਈਨ
শুষ্ক,ਸੁੱਕਣ ਵਾਲਾ
কার্নেল অপসারণ,ਕਰਨਲ ਹਟਾਉਣ
de-intercalation,ਡੀ-ਇੰਟਰਕਲੇਸ਼ਨ
সংযোজন,ਸੰਜੋਗ
1. পুরুষ মঞ্জরি নিষ্কাশন (ভুট্টা) 2. বলর নিষ্কাশন,1. ਨਰ ਮੰਜਰੀ ਐਕਸਟਰੈਕਸ਼ਨ (ਮੱਕੀ) 2. ਬੱਲਰ ਐਕਸਟਰੈਕਸ਼ਨ
বল্লার বা কুন্দন কাটিং,ਬੱਲਰ ਜਾਂ ਕੁੰਦਨ ਕੱਟਣਾ
নির্ধারক,ਨਿਰਧਾਰਕ
অবমূল্যায়ন,devaluation
উদ্ভিজ্জ,de-vegetate
বিচ্যুতি,ਭਟਕਣਾ
দ্বিগুণ,ਡਬਲ
রোগ নির্ণয়,ਨਿਦਾਨ
বিভিন্ন পরিপক্কতা,ਵੱਖਰੀ ਪਰਿਪੱਕਤਾ
বিভাজন,ਵੰਡ
1. ডাইকোটাইলেডন 2. ডাইকোটাইলেডন (বীজ),1. ਡਾਇਕੋਟਾਈਲਡਨ 2. ਡਾਇਕੋਟਾਈਲਡਨ (ਬੀਜ)
পিঠের রোগ,ਪਿੱਠ ਦੀ ਬਿਮਾਰੀ
1. ডিফিউশন 2. ডিফিউশন,1. ਫੈਲਾਅ 2. ਪ੍ਰਸਾਰ
হজম ক্ষমতা,ਪਾਚਨ ਸਮਰੱਥਾ
ডাইহাইব্রিড,ਡਾਇਹਾਈਬ੍ਰਿਡ
1. বাঁধ 2. ড্রেন 3. পরিবার,1. ਡੈਮ 2. ਡਰੇਨ 3. ਪਰਿਵਾਰ
সামান্য,ਮਾਮੂਲੀ
1. একগামী 2. একগামী,1. ਮੋਨੋਗੈਮਸ 2. ਮੋਨੋਗੈਮਸ
ডিপ্লয়েড,ਡਿਪਲੋਇਡ
1. ডিপ্লয়েড 2. ডিপ্লয়েড,1. ਡਿਪਲੋਇਡ 2. ਡਿਪਲੋਇਡ
ডাইপোল,dipole
1. নিষ্কাশন 2. কুঁড়ি অপসারণ,1. ਕੱਢਣਾ 2. ਬਡ ਹਟਾਉਣਾ
1. লাঙ্গল চাষ 2. স্পিনিং,1. ਹਲ ਵਾਹੁਣਾ 2. ਕਤਾਈ
ছাড়,ਛੂਟ
জীবাণুমুক্তকরণ,ਕੀਟਾਣੂਨਾਸ਼ਕ
1. বিচ্ছুরণ 2. বিক্ষিপ্তকরণ,1. ਫੈਲਾਅ 2. ਖਿੰਡਾਉਣਾ
1. বিক্ষিপ্তকরণ 2. ভিন্নতা,1. ਖਿੰਡਾਉਣਾ 2. ਪਰਿਵਰਤਨ
বৈচিত্রতা,ਵਿਭਿੰਨਤਾ
বৈচিত্র্যময় কৃষি,ਵਿਭਿੰਨ ਖੇਤੀਬਾੜੀ
ডিএনএ পদক্ষেপ,ਡੀਐਨਏ ਕਦਮ
ডিএনএ রিসিভার,ਡੀ.ਐਨ.ਏ ਪ੍ਰਾਪਤਕਰਤਾ
ডক ভাড়া,ਡੌਕ ਕਿਰਾਏ &#39;ਤੇ
কার্যকর,ਅਸਰਦਾਰ
সুপ্ততা,ਸੁਸਤਤਾ
1. পরিমাণ 2. ডোজ 3. ডোজ,1. ਮਾਤਰਾ 2. ਖੁਰਾਕ 3. ਖੁਰਾਕ
ডবল সিগমায়েড বক্ররেখা,ਡਬਲ ਸਿਗਮੋਇਡ ਕਰਵ
1. দমকা 2. প্রসারিত,1. ਝੱਖੜ 2. ਖਿੱਚੋ
1. নিষ্কাশন ড্রেন 2. বর্জ্য,1. ਐਗਜ਼ੌਸਟ ਡਰੇਨ 2. ਗੰਦਾ ਪਾਣੀ
নিষ্কাশন,ਡਰੇਨੇਜ
আকর্ষণ,ਖਿੱਚ
1. ওষুধ দিন 2. ভিজিয়ে দিন,1. ਦਵਾਈ ਦਿਓ 2. ਭਿੱਜੋ
প্রসাধনী (বীজ),ਕਾਸਮੈਟਿਕਸ (ਬੀਜ)
1. auger 2. অগভীর ফল্ট 3. ড্রিল 4. auger,1. auger 2. ਘੱਟ ਨੁਕਸ 3. ਡ੍ਰਿਲ 4. auger
1. গর্ত 2. ড্রিল 3. ড্রিল,1. ਮੋਰੀ 2. ਡ੍ਰਿਲ 3. ਡ੍ਰਿਲ
1. ড্রিলিং 2. একটি ড্রিল দিয়ে বপন করা 3. একটি ড্রিল দিয়ে ঢালা,1. ਡ੍ਰਿਲਿੰਗ 2. ਇੱਕ ਮਸ਼ਕ ਨਾਲ ਬਿਜਾਈ 3. ਇੱਕ ਮਸ਼ਕ ਨਾਲ ਡੋਲ੍ਹਣਾ
ড্রিপ সেচ,ਤੁਪਕਾ ਸਿੰਚਾਈ
শুকনো চাষ,ਸੁੱਕੀ ਖੇਤੀ
1.ধুলো 2.বুকনি,1.ਧੂੜ 2.ਬੁਕਨੀ
1. ডাস্টার 2. বিক্ষিপ্তকারী,1. ਡਸਟਰ 2. ਸਕੈਟਰਰ
ছিটানো,ਛਿੜਕਣ ਲਈ
1. বামন 2. বামন,1. ਬੌਣਾ 2. ਵਾਮਨ
বামন পিরামিড,ਵਾਮਨ ਪਿਰਾਮਿਡ
ভামিনী ভবন,ਵਾਮਿਨੀ ਭਵਨ
বাস্তুশাস্ত্র,ਵਾਤਾਵਰਣ
অর্থনীতি,ਅਰਥ ਗਣਿਤ
অর্থনৈতিক দক্ষতা,ਆਰਥਿਕ ਕੁਸ਼ਲਤਾ
পরিস্থিতিগত প্রকার,ਸਥਿਤੀ ਦੀ ਕਿਸਮ
অতিরিক্ত স্তরিত,ਵਾਧੂ ਪੱਧਰੀ
নরম,ਨਰਮ
মৃত্তিকা বিজ্ঞান,ਮਿੱਟੀ ਵਿਗਿਆਨ
1. ব্রিজিং 2. এজিং 3. স্ট্র্যান্ড ক্লোজার,1. ਬ੍ਰਿਜਿੰਗ 2. ਕਿਨਾਰਾ 3. ਸਟ੍ਰੈਂਡ ਕਲੋਜ਼ਰ
খাদ্য অংশ,ਭੋਜਨ ਦਾ ਹਿੱਸਾ
চাহিদার স্থিতিস্থাপকতা,ਮੰਗ ਦੀ ਲਚਕਤਾ
উত্পাদন স্থিতিস্থাপকতা,ਉਤਪਾਦਨ ਦੀ ਲਚਕਤਾ
তড়িৎ বিশ্লেষণ,ਇਲੈਕਟ੍ਰੋਲਾਈਸਿਸ
ইলেক্ট্রোফোরেসিস,ਇਲੈਕਟ੍ਰੋਫੋਰੇਸਿਸ
বাষ্পীভবন,ਵਾਸ਼ਪੀਕਰਨ
1. শিরশ্ছেদ 2. বন্দী 3. শিরশ্ছেদ 4. জীবাণুমুক্ত,1. ਡੀਕੈਪੀਟੇਟਰ 2. ਨਸਬੰਦੀ 3. ਡੀਕੈਪੀਟੇਟਰ 4. ਨਸਬੰਦੀ
1. উইয়ার বান্দি 2. স্ট্রবান্ডি,1. ਵੀਰ ਬੰਦੀ 2. ਤੂੜੀ
ভ্রূণ,ਭਰੂਣ
1. ভ্রূণবিদ্যা 2. পদার্থবিদ্যা,1. ਭਰੂਣ ਵਿਗਿਆਨ 2. ਭੌਤਿਕ ਵਿਗਿਆਨ
1. প্রস্থান 2. প্রস্থান,1. ਨਿਕਾਸ 2. ਨਿਕਾਸ
ইমালসিফায়ার,emulsifier
অন্তঃসত্ত্বা,ਅੰਤਰਜਾਤੀ
আন্তঃবিন্দু বিভাগ,ਅੰਤਰ-ਪੁਆਇੰਟ ਡਿਵੀਜ਼ਨ
অন্তঃপরজীবী,ਅੰਤਰ-ਪਰਜੀਵੀ
এন্ডোস্পার্ম,ਐਂਡੋਸਪਰਮ
এন্টারপ্রাইজ,ਉੱਦਮ
কীটতত্ত্ব,ਕੀਟ ਵਿਗਿਆਨ
পরিবেশ,ਵਾਤਾਵਰਣ
1. এনজাইম 2. এনজাইম,1. ਐਨਜ਼ਾਈਮ 2. ਐਨਜ਼ਾਈਮ
ক্লাস্টার গ্রাফটিং,ਕਲੱਸਟਰ ਗ੍ਰਾਫਟਿੰਗ
1. এপিফাইট 2. এপিফাইট,1. ਐਪੀਫਾਈਟ 2. ਐਪੀਫਾਈਟ
ইক্যুইটি,ਇਕੁਇਟੀ
নির্মূল,ਖਾਤਮਾ
অত্যাবশ্যক পুষ্টি,ਜ਼ਰੂਰੀ ਪੌਸ਼ਟਿਕ ਤੱਤ
1. পরিমাপ 2. জাম্প 3. মূল্যায়ন,1. ਮਾਪ 2. ਜੰਪ 3. ਮੁਲਾਂਕਣ
সূক্ষ্মতা,ਚੁਸਤ
সুজনিক,ਸੁਜਾਨਿਕ
মূল্যায়ন,ਮੁਲਾਂਕਣ
বাষ্প গেজ,ਭਾਫ਼ ਗੇਜ
বাষ্পীভবন,evaportranspiration
চিরন্তন বিপ্লব,ਸਦੀਵੀ ਇਨਕਲਾਬ
1. চিরসবুজ 2. চিরসবুজ,1. ਸਦਾਬਹਾਰ 2. ਸਦਾਬਹਾਰ
উন্নয়ন,ਵਿਕਾਸ
বিছিন্ন করা,ਬੰਦ ਕਰ ਦਿਓ
পরিক্ষয় (উর্বরতা),ਪਰੀਕਸ਼ਯ (ਜਣਨ ਸ਼ਕਤੀ)
শোষণ,ਸ਼ੋਸ਼ਣ
1. অন্বেষণ 2. অন্বেষণ,1. ਖੋਜ 2. ਖੋਜ
1. এক্সট্রুশন 2. নির্গমন,1. ਐਕਸਟਰਿਊਸ਼ਨ 2. ਨਿਕਾਸ
আই,ਆਈ
1. ফ্যাক্টর 2. কম্পোনেন্ট 3. ফ্যাক্টর 4. রিসোর্স,1. ਫੈਕਟਰ 2. ਕੰਪੋਨੈਂਟ 3. ਫੈਕਟਰ 4. ਸਰੋਤ
ফ্যাক্টর উত্পাদনশীলতা,ਕਾਰਕ ਉਤਪਾਦਕਤਾ
ব্যবসায়ীদের ডিসকাউন্ট,ਵਪਾਰੀ ਦੀ ਛੋਟ
ফ্যাক্টরিয়াল ব্লক ডিজাইন,ਫੈਕਟੋਰੀਅਲ ਬਲਾਕ ਡਿਜ਼ਾਈਨ
বিকল্প,ਵਿਕਲਪਕ
1. পট্টি 2. পালিহার,1. ਪੱਟੀ 2. ਪਾਲੀਹਾਰ
স্থূল,ਕੁੱਲ
ক্ষেত্রের মূল্যায়ন,ਖੇਤਰ ਦਾ ਮੁਲਾਂਕਣ
খামার বাজেট,ਖੇਤੀ ਬਜਟ
কৃষি ব্যবসা,ਖੇਤੀਬਾੜੀ ਕਾਰੋਬਾਰ
ক্ষেত্রের পরিকল্পনা,ਖੇਤਰ ਦੀ ਯੋਜਨਾਬੰਦੀ
1. কৃষক 2. কৃষক,1. ਕਿਸਾਨ 2. ਕਿਸਾਨ
1. কৃষি 2. কৃষিকাজ,1. ਖੇਤੀ 2. ਖੇਤੀ
সংঘর্ষ,ਟੱਕਰ
একাধিক প্রজনন,ਮਲਟੀਪਲ ਪ੍ਰਜਨਨ
গাঁজন,ਫਰਮੈਂਟੇਸ਼ਨ
উর্বরতা,ਜਣਨ
সার,ਖਾਦ
সার ব্যবহারের দক্ষতা,ਖਾਦ ਵਰਤਣ ਦੀ ਕੁਸ਼ਲਤਾ
তন্তুযুক্ত,ਰੇਸ਼ੇਦਾਰ
1. খামার 2. এলাকা 3. অবস্থান,1. ਫਾਰਮ 2. ਖੇਤਰ 3. ਸਥਾਨ
মাটির জল ধরে রাখা,ਮਿੱਟੀ ਦੇ ਪਾਣੀ ਨੂੰ ਰੱਖਣ
ক্ষেত্র প্রদর্শন,ਖੇਤਰ ਪ੍ਰਦਰਸ਼ਨ
1. ইমোবিলাইজেশন 2. ফিক্সেশন 3. ফিক্সেশন,1. ਸਥਿਰਤਾ 2. ਫਿਕਸੇਸ਼ਨ 3. ਫਿਕਸੇਸ਼ਨ
1. প্লাবন 2. গর্ভধারণ,1. ਡੁੱਬਣਾ 2. ਗਰਭਪਾਤ
প্রবাহ চিত্র,ਵਹਾਅ ਚਿੱਤਰ
খাদ্য মূল্য,ਭੋਜਨ ਮੁੱਲ
পশুখাদ্য,ਚਾਰਾ
পূর্বাভাস,ਪੂਰਵ ਅਨੁਮਾਨ
বন। জংগল,ਜੰਗਲ
বনায়ন,ਜੰਗਲਾਤ
1. তাদপার্ন 2. ফর্ম,1. ਤਾਦਪਰਨ 2. ਰੂਪ
হিম প্রতিরোধী,ਠੰਡ ਰੋਧਕ
1. পাল 2. ব্লাইট,1. ਪਾਲਾ 2. ਝੁਲਸ
1. হিমায়িত 2. হিমায়িত,1. ਜੰਮਿਆ ਹੋਇਆ 2. ਜੰਮਿਆ ਹੋਇਆ
ফাংশন,ਫੰਕਸ਼ਨ
1. ফল পতন 2. ফল পতন,1. ਫਰੂਟ ਫਾਲ 2. ਫਰੂਟ ਫਾਲ
ফল হত্তয়া,ਫਲ ਬਣ
1. ফিউমিগেশন 2. ফিউমিগেশন,1. ਧੁਨੀ 2. ਧੁੰਦ
ছত্রাকনাশক,ਉੱਲੀਨਾਸ਼ਕ
অ্যান্টিফাঙ্গাল,ਐਂਟੀਫੰਗਲ
ছত্রাক,ਉੱਲੀ
1. খুদ 2. সীতা,1. ਖੁਦਾ 2. ਸੀਤਾ
1. ফিউশন 2. ফিউশন,1. ਫਿਊਜ਼ਨ 2. ਫਿਊਜ਼ਨ
সুতি পশম,ਕਪਾਹ ਉੱਨ
লোমশ,ਵਾਲਾਂ ਵਾਲਾ
1. গাছের আলসার 2. পিটিকা,1. ਰੁੱਖ ਦਾ ਫੋੜਾ 2. ਪਿਟਿਕਾ
1. গ্যামেট 2. গেমেট,1. ਗੇਮੇਟਸ 2. ਗੇਮੇਟਸ
1. বাগান 2. বাগান,1. ਬਾਗ 2. ਬਾਗ
1. পানসাল 2. হাইড্রোমিটার,1. ਪੰਸਲ 2. ਹਾਈਡਰੋਮੀਟਰ
জিন সংগ্রহ,ਜੀਨ ਸੰਗ੍ਰਹਿ
জিন ট্যাগন,ਜੀਨ ਟੈਗਨ
বংশতালিকা,ਵੰਸ਼ਾਵਲੀ
জিন মানচিত্র,ਜੀਨ ਨਕਸ਼ਾ
জেনেটিক্স,ਜੈਨੇਟਿਕਸ
1. জিনোম 2. সংগেন,1. ਜੀਨੋਮ 2. ਸੰਗੀਨ
সঞ্জিনী কালেকশন,ਸੰਜੀਨੀ ਸੰਗ੍ਰਹਿ
জিনোমিক্স,ਜੀਨੋਮਿਕਸ
জিনোটাইপ,ਜੀਨੋਟਾਈਪ
1. জিনের গঠন 2. জিনের ধরন,1. ਜੀਨ ਬਣਤਰ 2. ਜੀਨ ਦੀ ਕਿਸਮ
লিনেজ,ਲਿੰਗ
1. বংশ 2. বংশ,1. ਜੀਨਸ 2. ਵੰਸ਼
1. জীবাণু 2. জীবাণু,1. ਜਰਮ 2. ਕੀਟਾਣੂ
জীবাণু নাশক,ਕੀਟਾਣੂਨਾਸ਼ਕ
অঙ্কুরোদগম,ਉਗਣਾ
1. জার্মপ্লাজম 2. জার্মপ্লাজম,1. ਜਰਮਪਲਾਜ਼ਮ 2. ਜਰਮਪਲਾਜ਼ਮ
জিবেরেলিক অ্যাসিড,gibberellic ਐਸਿਡ
কুড়ানো,ਇਕੱਠਾ ਕਰਨਾ
টুশ,ਤੁਸ਼
1. গ্লুটেন 2. পেটুক,1. ਗਲੁਟਨ 2. ਪੇਟੂ
গ্লাইকোলাইসিস,glycolysis
চমৎকার,ਵਧੀਆ
সোনালী বিপ্লব,ਸੁਨਹਿਰੀ ਇਨਕਲਾਬ
1. শ্রেণীবিভাগ 2. শ্রেণীবিভাগ 3. স্তরবিন্যাস,1. ਵਰਗੀਕਰਨ 2. ਵਰਗੀਕਰਨ 3. ਪੱਧਰੀਕਰਨ
1. কলমযুক্ত উদ্ভিদ 2. পেনম্ব্রাল উদ্ভিদ,1. ਗ੍ਰਾਫਟਡ ਪੌਦਾ 2. ਪੇਨਮਬਰਲ ਪਲਾਂਟ
কলম অসামঞ্জস্যপূর্ণ,ਕਲਮ ਅਸੰਗਤ
গ্রানা,ਗ੍ਰਾਨਾ
দানাদার,ਦਾਣੇ
সবুজ সার,ਹਰੀ ਖਾਦ
সবুজ বিপ্লব,ਹਰੀ ਕ੍ਰਾਂਤੀ
বৃদ্ধি এবং উন্নয়ন,ਵਿਕਾਸ ਅਤੇ ਵਿਕਾਸ
1. মাড়ির রোগ,1. ਮਸੂੜਿਆਂ ਦੀ ਬਿਮਾਰੀ
বিষমকামী,ਵਿਪਰੀਤ ਲਿੰਗੀ
1. প্রকৃতি 2. প্রকৃতি 3. রূপগুণ 4. চেহারা,1. ਪ੍ਰਕ੍ਰਿਤੀ 2. ਕੁਦਰਤ 3. ਰੂਪਗੁਣਾ 4. ਦਿੱਖ
1. ওলা 2. কারকাপাত 3. কারকা,1. ਓਲਾ 2. ਕਰਕਪਟ 3. ਕਰਕਾ
রোমিলওয়াচ,ਰੋਮਿਲਵਾਚ
লবণাক্ত সিস্ট,ਖਾਰੇ ਗੱਠ
হ্যারো,ਹੈਰੋ
1. ফসল কাটার সূচক 2. ফসল কাটার সূচক,1. ਵਾਢੀ ਸੂਚਕਾਂਕ 2. ਵਾਢੀ ਸੂਚਕਾਂਕ
1. ফসল কাটা 2. কাটা ফসল 3. সমাপ্ত ফসল 4. ফলন,1. ਵਾਢੀ 2. ਵਾਢੀ ਹੋਈ ਫ਼ਸਲ 3. ਮੁਕੰਮਲ ਫ਼ਸਲ 4. ਝਾੜ
1. প্লাকিং 2. ফসল তোলা 3. প্লাকিং,1. ਵੱਢਣਾ 2. ਵਾਢੀ 3. ਵੱਢਣਾ
1. ডিম পাড়া 2. ডিম ফোর্স,1. ਅੰਡਾ ਦੇਣਾ 2. ਅੰਡੇ ਦੀ ਤਾਕਤ
শুষ্ক ঘাস,ਸੁੱਕਾ ਘਾਹ
শুকনো ফিড,ਸੁੱਕੀ ਫੀਡ
গেঞ্জি,ਗੰਜੀ
কুয়াশা,ਧੁੰਦ
ঝাপসা,ਧੁੰਦਲਾ
1. বালি 2. সিত্তা 3. মুন্ডক 4. শীর্ষ 5. মাথা 6. সিরা,1. ਬਲੀ 2. ਸੀਤਾ 3. ਮੁੰਡਕ 4. ਸਿਖਰ 5. ਸਿਰ 6. ਸਿਰਾ
খাঁজ শেষ,ਝਰੀ ਦਾ ਅੰਤ
শীর্ষ ছাঁটাই,ਚੋਟੀ ਦੀ ਛਾਂਟੀ
বেড়া,ਵਾੜ
হেফাজত,ਹਿਰਾਸਤ
কুন্ডলিনী,ਕੁੰਡਲਨੀ
হেমাটাইট,hematite
1. ভেষজ 2. ভেষজ,1. ਜੜੀ ਬੂਟੀ 2. ਜੜੀ ਬੂਟੀ
