Bengali,Hindi
অর্টস্টেইন,ओर्टस्टीन
বাইরের সংকেত,बाह्य सिगनल
জারণ,ऑक्सीकरण
প্যান্ট্রি,रसोई भण्डार
প্যারাপেট,मुंडेेर
প্রাচীর প্রাচীর,मुंडेर दीवार
পিতামাতার উপাদান,मूल सामग्री
নুড়ি ঢালাই প্লাস্টার,बजरी प्लास्टर
পেডালফার,पेडल्फर
পেডোকাল,पेडोकल
পেডোজেনেসিস,मृदा उत्पत्ति
পেডোলজি,मृदा रचना विज्ञान
পেডোস্ফিয়ার,मृदा मंडल
পেনেট্রোমিটার,वेधनमापी
পেন্ট ছাদ,छज्जा छत
পেপটাইজিং এজেন্ট,पाचक कर्मक
বিশ্লেষণের সময়কাল,विश्लेषण अवधि
পারপেন্ড,खड़ा जोड़
শোষণ,आशोषण
পিয়ার,प्रस्तम्भ
পিলাস্টার,भित्ति स्तम्भ
পিচ,ढाल/प्रवणता
গল্পটা ছাদ,ढालू छत
সাধারণ কংক্রিট,अप्रबलित कंक्रीट
সমতল কোণ,समतल कोण
সমতল গজ,समतल यार्ड
প্ল্যানসোল,प्लानसॉल
প্লাস্টিকের সামঞ্জস্য,सुघट्यता संसक्ति
প্লাস্টিসিটি,पराप्रत्यास्थता
প্লাস্টিসিটি সূচক,सुघट्यता सूचकांक
প্লাস্টিসিটি সীমা,सुघट्यता सीमा
প্লাস্টিসিটি পরিসীমা,सुघट्यता पिरसर
প্লাটি গঠন,पटली संरचना
প্লিন্থ,कुरसी
লাঙ্গলের মাটি,हल मृदा
বরই পাথর,प्लम पत्थर
পডজোল,पाडजोल
ইশারা,टीप
বহুভুজ প্রাচীর,बहुकोणी दीवार
ছিদ্র স্থান,रंध्र अवकाश
বন্দর,पत्तन
ইতিবাচক বায়ুচলাচল,प्रभावी संवातन
প্রাইরি মাটি,प्रशाद्वल मृदा
যথার্থতা,परिशुद्धता
প্রাথমিক কণা,प्राथमिक कण
প্রিজম্যাটিক কাঠামো,प्रिज्मीय संरचना
উৎপাদনশীল কাজ,उत्पादक कार्य
প্রকল্পের ন্যায্যতা,परियोजना औचित्य समर्थन
প্রতিরক্ষামূলক কাজ,संरक्षक कार्य
সিউডো-মাইসেলিয়াম,आभासी माइसीलियम
পুডল,पडल
পাগিং,रौंदना
পিউমিস,झाँवा
পাঞ্চিয়ন,थूनी
পুতুল,पपेट
পুটলগ,कड़ी
পুটলগ ভারা,धारण पल्लियों का पाड़
পরিমাণ পরিমাপক,मात्रा सर्वेक्षक
খনির রস,खदान रस
কোয়ে,भित्ति घाट
রানী বন্ধ,मादा डेली/क्वीन क्लोजर
কুইন,कोनिया
ভেলা ফাউন্ডেশন,रैफ्ट बेड़ा नींव
রাকার,तिरछी टेक
রেকিং,रेकिंग
রেকিং বন্ড,तिरछी चाल
ঝলকানি raking,नति जलरोधी झिल्ली
দ্রুত পরিবর্তনশীল প্রবাহ,द्रुत परिवर्ती प्रवाह
পুনরুদ্ধারযোগ্য পেমেন্ট,वसूलीयोग्य भुगतान
লাল পৃথিবী,लाल मिट्टी
লাল দোআঁশ,लाल दुमट
রেগুলেটর,नियंत्रक/रेगुलेटर
রেগুর বা কালো তুলা মাটি,रेगर या काली कपासी मृदा
পরিশোধের চুক্তি,वापस भुगतान ठेका
অবশিষ্ট সংকোচন,अवशिष्ट संकुचन
অবশিষ্ট মাটি,अवशिष्ट मृदा
প্রকাশ করা,बाह्य पक्ष
পিন প্রকাশ করুন,बाह्य पक्ष पिन
টাই প্রকাশ,बाह्य पक्ष बंधक
রিজ,कूट
রিজ ক্যাপিং,कूट मुंडेरी
নদী,नदी
রোড স্টেড,पोताश्रेय द्रोणों
রুক্ষ প্লাস্টার,दानेदार प्लास्टर
ধ্বংসস্তুপ,ढोंका
ধ্বংসস্তূপ রাজমিস্ত্রি,ढोका चिनाई
ধ্বংসস্তূপ দেয়াল,ढोंका भित्ति
চলমান পরিমাপ,चालू मापन या मध्यवर्ती मापन
নিরাপদ ভারবহন ক্ষমতা,सुरक्षी धारण क्षमता/अनुमेय धारण क्षमता
লবণ গ্লেজ,लवण परिष्कृति
সাধারন মাপ,प्रतिदर्श आमाप
নমুনা বিতরণ,प्रतिचयन वितरण
নমুনা ত্রুটি,प्रतिचयन त्रुटि
বালি,बाल
বালি ফিনিস,बलुई परिष्कृति
বালি হাত ছাঁচনির্মাণ,रेत हस्त पथाई
স্যান্ডিং,बालू घर्षण
স্যাচুরেটেড মাটি,संतृप्त मृदा
স্যাচুরেটেড মাটির পেস্ট,संतृप्त मृदा लेई
স্যাচুরেশন নির্যাস,संतृप्ति निष्कर्षण
স্যাচুরেশন শতাংশ,संतृप्ति प्रतिशतता
সসার গম্বুজ,शराविका गुम्मद
ভারা,पाड़
শিস্ট,शिस्ट
সমুদ্র বন্দর,समुद्री अथवा महासागरीय पत्तन
গোপন নর্দমা,गुप्त वाहिका
দ্বিতীয়,सेकन्ड
অবক্ষেপণ বিশ্লেষণ,सादन विश्लेषण
আধা-কৃত্রিম বন্দর,सामि कृत्रिम पोताश्रय
আধা জোয়ার ডক,अर्द्ध-ज्वारीय गोदी
বার্ধক্য,जरावस्था
শেল,शेल
চাদরের স্তূপ,चादरी पाइल
সংকোচন সীমা,संकुचन सीमा
শাটারিং,तख्ताबन्दी
সিয়ালিটিক মাটি,सियालिटिक मृदा
সিয়েরোজেম,सीरोजेम
সিল,देहली या सिल
পলি,साद
একক ফ্লেমিশ রক্ত,इकहरी फ्लेमिश चाल
একক দানাদার কাঠামো,एकल कणीय संरचना
কঙ্কালের মাটি,अधकचरी मृदा
স্কার্টিং,अंचल
ঘুমের প্রাচীর,आधार भित्तियाँ
পাশের নর্দমা,सर्पी वाहिका
পিছলানো পদ্দতি,परिकलन पट्टिका
স্লিপ ডক,सर्पण गोदी
স্মোনিজা,स्मोनिटजा
ভিজানো,समतापकरण
মৃত্তিকা সমিতি,मृदा समवाय
মাটির শ্রেণী,मृदा वर्ग
মাটি জটিল,मृदा सम्मिश्र
মাটির সামঞ্জস্য,मृदा संसक्ति
মাটির পরিবার,मृदा परिवार
মাটির ফ্রেমের কাজ,मृदा सार
মাটির আদ্রতা,मृदा नमी
মাটির আর্দ্রতা বৃদ্ধি,मृदा नमी अभिवृद्धि
মাটির আর্দ্রতার ঘাটতি,मृदा नयी न्यूनता
মাটির রূপবিদ্যা,मृदाकारिकी
মাটির কণা,मृदा कण
মাটির পর্যায়,मृदा प्रावस्था
মাটি প্রোফাইল,मृदा परिच्छेदिका
মাটির প্রতিক্রিয়া,मृदा अभिक्रिया
মাটি আলাদা করে,मृदा कणवर्ग
মাটি সিরিজ,मृदा श्रेणी
মাটির সমাধান,मृदा घोल
মাটির গঠন,मृदा संरचना
মাটির গঠন,मृदा गठन
মাটির ধরন,मृदा प्रकार
সোলুম,सोलम
সর্পশন,शोषण
স্পালস,कत्तर
নির্দিষ্ট আয়ন প্রভাব,विशिष्ट आयन प्रभाव
বর্গাকার কোর্সকৃত ধ্বংসস্তূপের গাঁথনি,चौकोर रद्देदार ढोका चिनाई
বর্গাকার নিয়মিত কোর্সকৃত ধ্বংসস্তুপ গাঁথনি,नियमित चौकोर रद्देदार ढोका चिनाई
অটল প্রবাহ,अपरिवर्ती प्रवाह
ধাপে ধাপে ঝলকানি,सोपानी जलरोधी झिल्ली
আঠালোতা,चिपचिपापन
স্টিকিং পয়েন্ট,चिपकन बिंदु
পাথর,पत्थर
স্লপ হাত ছাঁচনির্মাণ,गीली हस्थ पथाई
চাবুক কবজা,पट्टक कब्जा
খড় বোর্ড,गत्ता
প্রবাহ,सरिता
মানসিক চাপ,प्रतिबल
স্ট্রেচার,पट्टी/स्ट्रैचर
স্ট্রেচার বন্ড,पट्टी/स्ट्रैचर चाल
স্ট্রেচার কোর্স,पट्टी रद्दा
স্ট্রিং,स्ट्रिंग
স্ট্রিং কোর্স,किंगरी रद्दा
স্ট্রাকচার ফ্যাক্টর,संरचना गुणांक
গঠন সূচক,संरचना सूचक अंक
স্টুকো,स्टुको
স্টুড,स्टड
স্টাইলোবেট,आधार पीठ
সাব মাটি,अवमृदा
উপ-কাঠামো,अधः रचना
সমষ্টি বক্ররেখা,संकलन वक्र
সূর্য মাইকা,सनमाइका
সুপার স্ট্রাকচার,अधिरचना/ऊपरी ढाँचा
সার্ভেয়ার,सर्वेक्षक
এস-মান,S-मान
চোরাই মাল,प्रठप्पा
রাজহাঁসের ঘাড়,हंस ग्रीवा
তাবারন্যাকল,मंडप
টেবিল হাত ছাঁচনির্মাণ,मेज हस्त पथाई
ট্যাঙ্কিং,टैंकन
টেম্পিয়েত্তো,टैम्पीटो
টেম্পারিং,मृदुकरण
টেমপ্লেট,टैमप्लेट
টেমপ্লেট,आकार पट्ट
টেপিডারিয়াম,टेपीडेरियम
পোড়ামাটির,टैराकोटा
টেরা রোজা,टैरारोसा
টেরাজো,टैराजो
টেট্রা শৈলী,चतुरभिकल्पना
থ্রেশহোল্ড সীমা মান,प्रभाव सीमा मान
গলা,कंठ
পাথরের মাধ্যমে,धुर पत्थर
জোয়ার বেসিন,ज्वारीय बेसिन
টাই বার,तान छड़
টাই মরীচি,बंधन धरन
টাই রড,तान दंड
তিরস,टिर्स
সহনশীলতা,उपेक्ष्य त्रुटि
দাঁত তোলা,दाढ़ा
উপরের মাটি বা পৃষ্ঠের মাটি,पृष्ठ मृदा या ऊपरी मृदा
মোট ছিদ্র,कुल सरंध्रता
ট্রেসরি,अलंकरण
ট্রেন প্রতিরোধ,ट्रेन प्रतिरोध
ট্রান্সেপ্ট,ट्रानसैप्ट
ক্রান্তিকালীন মাটি,संक्रमणीय मृदा
ট্রান্সম,अनुप्रस्थिका
পরিবহন মাটি,परिवाहित मृदा
উপনদী,उप नदी
ট্রাইফোরিয়াম,गलियारा
ট্রাইগ্লিফ,ट्रिगलिफ
কাটা মাটি,रुंड मृदा
উত্তাল প্রবাহ,विक्षुब्ध प्रवाह
বুরুজ,टर्रेट
টাইম্পার সংখ্যা,डाट की भराई
চূড়ান্ত ভারবহন ক্ষমতা,अंतिम धारण क्षमता
চূড়ান্ত পিএইচ,अंतिम ph
এলোমেলো ধ্বংসস্তূপের গাঁথনি,बेतरतीब बेरद्दा ढोंका चिनाई
আনকোর্সড বর্গাকার ধ্বংসস্তূপ রাজমিস্ত্রি,बेतरतीब चौकोर रद्देदार ढोका चिनाई
আন্ডারক্রফট,तहखाना
অপূর্ণ ছিদ্র,अपूरित संरंध्रता
অভিন্ন প্রবাহ,सम्प्रवाह
ইউনিট ফ্রেম টাইপ ভারা,एकल ढाँचे की तरह का पाड़
অনুৎপাদনশীল কাজ,अनउत्पादक कार्य
অসম্পৃক্ত মাটি,असंतृप्त मृदा
অস্থির প্রবাহ,अधीर प्रवाह
প্লাস্টিকের উপরের সীমা,ऊपरी सुघट्यता सीमा
উপত্যকা গটার,द्रोणी वाहिका
ভল্ট,चापछद
ভেটেরিয়াম,सायबान
অবাধে বায়ু - চলাচলের ব্যবস্থা,संवाहन
ভেন্টিলেটর,रोशनदान
ভেরামদাহ,बरामदा
ভেস্টিবুল,ड्योढ़ी
ভিলা,विला
