Bengali,English
বহুপদ ডিগ্রী,degree of polynomial
মুছে ফেলা পাড়া,deleted neighbourhood
ডেল্টা ফাংশন,delta function
চাহিদা এবং ইউটিলিটি বক্ররেখা,demand and utility curve
চাহিদা সমীকরণ,demand equation
চাহিদা ফাংশন,demand function
ডেমোগ্রাফিক অধ্যয়ন,demographic study
জনসংখ্যা,demography
De Moivre এর উপপাদ্য,De Moivre’s theorem
প্রদর্শন,demonstrate
প্রদর্শন,demonstration
প্রদর্শনমূলক জ্যামিতি,demonstrative geometry
হর,denominator
ঘন সেট,dense set
ঘনত্ব,density
গণনাযোগ্য সেট,denumerable set
প্রস্থান ভেরিয়েবল,departing variables
নির্ভরশীল ঘটনা,dependent event
নির্ভরশীল র্যান্ডম পরিবর্তনশীল,dependent random variable
নির্ভরশীল পরিবর্তনশীল,dependent variable
নির্ভরশীল বৈচিত্র,dependent variate
বিষণ্নতা কোণ,depression angle
ডেরিভেশন,derivation
অমৌলিক,derivative
প্রাপ্ত সিরিজ,derived series
প্রাপ্ত সেট,derived set
অবরোহী,descending
অবরোহী ক্রম,descending order
অবরোহী সিরিজ,descending series
বর্ণনামূলক জ্যামিতি,descriptive geometry
বর্ণনামূলক মডেল,descriptive model
বর্ণনামূলক পরিসংখ্যান,descriptive statistics
নকশা,design
পরীক্ষার নকশা,design of experiment
ডেস্ক ক্যালকুলেটর,desk calculator
সনাক্তকরণ,detection
নির্ধারক,determinant
নির্ধারক পদমর্যাদা,determinant rank
নির্ধারণ,determine
নির্ধারক মডেল,deterministic model
নির্ধারক সমস্যা,deterministic problem
বিচ্যুতি,deviation
বিচ্যুতি সহগ,deviation coefficient
ডায়াডিক সিস্টেম,diadic system
তির্যক,diagonal
একটি ম্যাট্রিক্সের তির্যককরণ,diagonalization of a matrix
তির্যক ম্যাট্রিক্স,diagonal matrix
তির্যক সাদৃশ্য,diagonal similarity
চিত্র,diagram
ডায়াগ্রামেটিক পদ্ধতি,diagrammatic method
ডায়াগ্রামেটিক উপস্থাপনা,diagrammatic presentation
ব্যাস,diameter
একটি সেটের ব্যাস,diameter of a set
diametrically বিপরীত,diametrically opposite
পাশা নিক্ষেপ,dice throw
দ্বিমুখী শ্রেণীবিভাগ,dichotomous classification
দ্বিধাবিভক্তি,dichotomy
অভিধান আদেশ,dictionary order
পার্থক্য ক্যালকুলাস,difference calculus
পার্থক্য সমীকরণ,difference equation
পার্থক্য সূত্র,difference formula
পার্থক্য পদ্ধতি,difference method
সেটের পার্থক্য,difference of sets
পার্থক্যযোগ্য,differentiable
পার্থক্যযোগ্য বক্ররেখা,differentiable curve
পার্থক্যযোগ্য ফাংশন,differentiable function
ডিফারেনশিয়াল,differential
অন্তরীকরণ ক্যালকুলাস,differential calculus
ডিফারেনশিয়াল সহগ,differential coefficient
আঙ্গক,differential equation
ডিফারেনশিয়াল ফর্ম,differential form
ডিফারেনশিয়াল সূত্র,differential formula
ডিফারেনশিয়াল ফাংশন,differential function
ডিফারেনশিয়াল জ্যামিতি,differential geometry
উচ্চ ক্রম ডিফারেনশিয়াল,differential of higher order
ডিফারেনশিয়াল ভাগফল,differential quotient
পার্থক্য করা,differentiate
পৃথকীকরণ,differentiation
পার্থক্য সূত্র,differentiation formula
ভেক্টরের পার্থক্য,differentiation of vector
বিস্তার,diffusion
অঙ্ক,digit
ডিজিটাল কম্পিউটার,digital computer
ডিজিটাল তথ্য,digital data
মাত্রা,dimension
মাত্রিকতা,dimensionality
মাত্রাহীন,dimensionless
একটি সমীকরণের মাত্রা,dimension of an equation
ডায়োফ্যান্টাইন সমীকরণ,diophantine equation
ডুব কোণ,dip angle
দ্বিপোলার স্থানাঙ্ক,dipolar coordinates
ডাইপোল,dipole
ডিপিরামিড (বাইপিরামিড),dipyramid (bipyramid)
ডিরাক ডেল্টা ফাংশন,Dirac delta function
সরাসরি সাধারণ স্পর্শক,direct common tangent
নির্দেশিত কোণ,directed angle
নির্দেশিত লাইন,directed line
নির্দেশমূলক ডেরিভেটিভ,directional derivative
দিক কোসাইন,direction cosine
ম্যাক্সিমা এর দিক,direction of maxima
অভিক্ষেপের দিক,direction of projection
দিক অনুপাত,direction ratio
পরিচালক চক্র,director circle
পরিচালক ক্ষেত্র,director sphere
সরাসরি পণ্য,direct product
সরাসরি প্রমাণ,direct proof
সরাসরি সমানুপাত,direct proportion
directrix,directrix
সরাসরি যোগফল,direct sum
সংযোগ বিচ্ছিন্ন সেট,disconncted sets
বিরতি,discontinuity
ডেরিভেটিভের বিচ্ছিন্নতা,discontinuity of derivative
প্রথম ধরনের বিচ্ছিন্নতা,discontinuity of the first kind
দ্বিতীয় ধরনের বিচ্ছিন্নতা,discontinuity of the second kind
অবিচ্ছিন্ন বিতরণ,discontinuous distribution
অবিচ্ছিন্ন ফাংশন,discontinuous function
অবিচ্ছিন্ন বৈচিত্র্য,discontinuous variate
বিযুক্ত,discrete
বিচ্ছিন্ন বন্টন,discrete distribution
বিচ্ছিন্ন সম্ভাব্যতা বন্টন,discrete probability distribution
বিচ্ছিন্ন এলোমেলো পরিবর্তনশীল,discrete random variable
বিচ্ছিন্ন নমুনা স্থান,discrete sample space
বিযুক্ত সেট,discrete set
পৃথক স্থান,discrete space
বিচ্ছিন্ন টপোলজি,discrete topology
বিযুক্ত বৈচিত্র,discrete variate
বৈষম্যমূলক,discriminant
বৈষম্যমূলক বিশ্লেষণ (=বৈষম্যমূলক বিশ্লেষণ),discriminatory analysis (=discriminant analysis)
বিচ্ছিন্ন করা,disjoint
বিচ্ছিন্ন ঘটনা,disjoint events
বিচ্ছিন্ন সেট,disjoint sets
বিচ্ছিন্ন ইউনিয়ন,disjoint union
বিচ্ছিন্নতা,disjunction
বিচ্ছুরণ,dispersion
বিচ্ছুরণ চার্ট,dispersion chart
বিচ্ছুরণ ধ্রুবক,dispersion constant
বিচ্ছুরণ চিত্র,dispersion diagram
বিচ্ছুরণ ম্যাট্রিক্স (=কোভারিয়েন্স ম্যাট্রিক্স),dispersion matrix (=covariance matrix)
উত্পাটন,displacement
প্রদর্শন,display
প্রদর্শন ইউনিট (= কনসোল),display unit (=consol)
ভিন্ন,dissimilar
অপব্যয়কারী শক্তি,dissipative forces
দূরত্ব ফাংশন,distance function
দূরত্ব মডুলাস,distance modulus
বিতরণ-মুক্ত পদ্ধতি,distribution-free method
বন্টনমূলক আইন,distributive law
বিচ্যুত,diverge
বিচ্যুতি,divergence
ভিন্নতা উপপাদ্য,divergence theorem
divergent,divergent
ভিন্ন সিরিজ,divergent series
বিভক্ত পার্থক্য,divided difference
বিভাজ্যতা,divisibility
বিভাজ্য,divisible
বিভাগ,division
বিভাগ অ্যালগরিদম,division algorithm
বিভাগ রিং,division ring
ডোডেকাগন,dodecagon
dodecahedron,dodecahedron
ডোমেইন,domain
একটি ফাংশনের ডোমেইন,domain of a function
সংজ্ঞার ডোমেইন,domain of definition
অস্তিত্বের ডোমেইন,domain of existence
প্রভাবশালী কৌশল,dominant strategy
ডপলার এফেক্ট,doppler effect
বিন্দু পণ্য,dot product
বিন্দুযুক্ত বক্ররেখা,dotted curve
ডবল পার্থক্য,double differentiation
ডবল সূচকীয় বন্টন,double exponential distribution
ডবল হেলিক্স,double helix
ডবল অবিচ্ছেদ্য,double integral
ডবল ইন্টিগ্রেশন,double integration
দ্বিগুণ সীমা,double limit
ডবল নমুনা পরিকল্পনা,double sampling plan
ডবল ক্রম,double sequence
ডবল সিরিজ,double series
ডবল প্রত্যয় স্বরলিপি,double suffix notation
ডবল সমষ্টি,double summation
নিম্নগামী ত্বরণ,downward acceleration
নিম্নগামী স্থানচ্যুতি,downward displacement
নিম্নগামী গতি,downward motion
নিম্নগামী বেগ,downward velocity
টানুন,drag
ড্র্যাগ বল,drag force
দ্বৈত,dual
দ্বৈত ভিত্তি,dual basis
দ্বৈত অভ্যন্তরীণ পণ্য,dual inner product
ডুয়েল লিনিয়ার প্রোগ্রামিং সমস্যা,dual linear programming problem
দ্বৈত অপারেশন,dual operation
দ্বৈত সমস্যা,dual problem
ডুয়াল সিমপ্লেক্স অ্যালগরিদম,dual simplex algorithm
ডুয়াল সিমপ্লেক্স কৌশল,dual simplex technique
দ্বৈত স্থান,dual space
দ্বৈত পরিবর্তনশীল,dual variable
দ্বৈত ভেক্টর স্থান,dual vector space
ডামি সূচক,dummy index
ডামি সাবস্ক্রিপ্ট,dummy subscript
ডামি প্রত্যয়,dummy suffix
ডামি পরিবর্তনশীল,dummy variable
সদৃশ প্রক্রিয়া,duplicator process
গতিশীল,dynamical
গতিশীল সিস্টেম,dynamical system
গতিশীল চাহিদা ফাংশন,dynamic demand function
গতিশীল মডেল,dynamic model
গতিশীল প্রোগ্রামিং,dynamic programming
গতিশীল প্রোগ্রামিং পদ্ধতি,dynamic programming approach
গতিশীল প্রোগ্রামিং কৌশল,dynamic programming technique
গতিবিদ্যা,dynamics
একটি কণার গতিবিদ্যা,dynamics of a particle
অনমনীয় শরীরের গতিশীলতা,dynamics of rigid bodies
পৃথিবী,earth
ভূমিকম্পের তীব্রতা,earthquake intensity
উদ্ভটতা,eccentricity
গ্রহন,eclipse
অর্থনৈতিক পূর্বাভাস,econometric forecast
অর্থনীতিবিদ,econometrician
অর্থনীতি,econometrics
অর্থনীতি,economics
প্রান্ত,edge
একটি উত্তল সেটের প্রান্ত,edge of a convex set
দক্ষতা ফ্যাক্টর,efficiency factor
eigen উপাদান,eigen element
eigen ফাংশন,eigen function
eigen মান,eigen value
eigen মান সমীকরণ,eigen value equation
eigen ভেক্টর,eigen vector
ইলাস্টিক,elastic
ইলাস্টিক ধ্রুবক,elastic constant
ইলাস্টিক ভারসাম্য,elastic equilibrium
স্থিতিস্থাপকতা,elasticity
স্থিতিস্থাপকতা পৃষ্ঠ,elasticity surface
ইলেকট্রনিক কম্পিউটার,electronic computer
উপাদান,element
প্রাথমিক কলাম অপারেশন,elementary column operation
প্রাথমিক ঘটনা,elementary event
প্রাথমিক ফাংশন,elementary function
প্রাথমিক অপারেশন,elementary operation
প্রাথমিক ফলাফল,elementary outcome
প্রাথমিক সম্ভাব্যতা আইন,elementary probability law
প্রাথমিক সারি অপারেশন,elementary row operation
নিষ্কাশন করা,eliminate
নির্মূল পদ্ধতি,elemination procedure
উপবৃত্ত,ellipse
উপবৃত্তাকার,ellipsoid
উপবৃত্তাকার,ellipsoidal
উপবৃত্তাকার পৃষ্ঠ,ellipsoidal surface
উপবৃত্তাকার শরীর,elliptical body
এমবেডিং,embedding
নিঃসরণ,emission
গবেষণামূলক তথ্য,empirical data
গবেষণামূলক সূত্র,empirical formula
অভিজ্ঞতামূলক সম্ভাবনা,empirical probability
অভিজ্ঞতামূলক সম্পর্ক,empirical relation
ফাঁকা সেট,empty set
ঘিরা,enclosed
এনকোডিং,encoding
এন্ডোমরফিজম,endomorphism
শেষপ্রান্ত,end point
ক্লাস ব্যবধানের শেষ বিন্দু,end point of class interval
শক্তি,energy
শক্তি ভরবেগ উপাদান,energy momentum component
পরিবর্তনশীল প্রবেশ করান,entering variable
গণনাযোগ্য সেট,enumerable set
গণনা,enumeration
সমান,equal
সমতা,equality
সমান সম্ভাবনা,equally likely
সমান সম্ভাব্যতা নির্বাচন পদ্ধতি (=epsem),equal probability selection method (=epsem)
সমান করা,equate
সমীকরণ,equation
প্রথম ডিগ্রির সমীকরণ,equation of first degree
দ্বিতীয় ডিগ্রির সমীকরণ,equation of second degree
তৃতীয় ডিগ্রির সমীকরণ,equation of third degree
বিষুবরেখা,equator
সমপরিমাণ,equicontinuous
সমবাহু,equilateral
ভারসাম্য,equilibrium
বাহিনীর ভারসাম্য,equilibrium of forces
ভারসাম্য বিন্দু,equilibrium point
সমতা,equivalence
সমতা শ্রেণী,equivalence class
সমতা সম্পর্ক,equivalence relation
সমতুল্য,equivalent
সমতুল্য ম্যাট্রিক্স,equivalent matrix
সমতুল্য সেট,equivalent set
ergodicity,ergodicity
ত্রুটি,error
ত্রুটি বিশ্লেষণ,error analysis
ভুল সংকেত,error code
ত্রুটি সহগ,error coefficient
গড় বর্গক্ষেত্রের ত্রুটি,error of mean square
প্রথম ধরনের ত্রুটি,error of the first kind
দ্বিতীয় ধরনের ত্রুটি,error of the second kind
পালানোর সম্ভাবনা,escape probability
মুক্তিবেগ,escape velocity
ই. শ্মিড্টের অর্থগোনালাইজেশন প্রক্রিয়া,E. Schmidt's orthogonalization process
লিখিত বৃত্ত,escribed circle
অপরিহার্য,essential
মূলত অনন্য,essentially unique
অনুমান,estimate
অনুমান পদ্ধতি,estimation method
ইউক্লিডীয় স্থানাঙ্ক,Euclidean coordinate
ইউক্লিডীয় ডোমেইন,Euclidean domain
ইউক্লিডীয় জ্যামিতি,Euclidean geometry
ইউক্লিডীয় এন-স্পেস,Euclidean n-space
ইউক্লিডীয় সমতল,Euclidean plane
অয়লারের উপপাদ্য,Euler's theorem
মূল্যায়ন,evaluate
এমন কি,even
এমনকি বক্ররেখা,even curve
এমনকি ফাংশন,even function
এমনকি একাধিক,even multiple
জোড় সংখ্যা,even number
জোড় বিজোড় প্রতিসাম্য,even odd symmetry
এমনকি স্থানান্তর,even permutation
ঘটনা,event
এমনকি মেয়াদ,even term
সঠিক,exact
সঠিক চি-স্কয়ার পরীক্ষা,exact chi-square test
সঠিক পার্থক্য,exact differential
সঠিক সমীকরণ,exact equation
উদাহরণ,example
বিনিময়,exchange
সম্পূর্ণ ঘটনা,exhaustive event
অস্তিত্ব স্বতঃসিদ্ধ,existence axiom
অস্তিত্ব সম্ভাবনা (= একটি অগ্রাধিকার সম্ভাবনা),existence probability(= a priori probability)
অস্তিত্বের উপপাদ্য,existence theorem
বহিরাগত পরিবর্তনশীল,exogenous variable
সম্প্রসারণ,expansion
প্রত্যাশা ফাংশন,expectation function
প্রত্যাশিত ফ্রিকোয়েন্সি,expected frequency
প্রত্যাশিত মান,expected value
পরীক্ষা,experiment
পরীক্ষামূলক ত্রুটি,experimental error
ব্যাখ্যা,explanation
সুস্পষ্ট সমীকরণ,explicit equation
স্পষ্ট ফর্ম,explicit form
সুস্পষ্ট ফাংশন,explicit function
সুস্পষ্ট সমাধান,explicit solution
সূচক,exponent
সূচকীয় বক্ররেখা,exponential curve
সূচকীয় ঘনত্ব ফাংশন,exponential density function
সূচকীয় বিতরণ,exponential distribution
সূচকীয় সমীকরণ,exponential equation
ব্যাখ্যামূলক কাজ,exponential function
সূচক বৃদ্ধির,exponential growth
সূচকীয় আইন,exponential law
সূচকীয় মানচিত্র,exponential map
সূচকীয় সিরিজ,exponential series
অভিব্যক্তি,expression
বর্ধিত ব্যবধান,extended interval
বর্ধিত বাস্তব লাইন,extended real line
বর্ধিত বাস্তব সংখ্যা সিস্টেম,extended real number system
একটি ম্যাপিংয়ের এক্সটেনশন,extension of a mapping
বাহ্যিক কোণ,exterior angle
বাহ্যিক এলাকা,exterior area
বাহ্যিক বিন্দু,exterior point
বহিরাগত,external
প্রবণতা মান এক্সট্রাপোলেশন,extrapolation of trend value
এক্সট্রাপোলেশন কৌশল,extrapolation technique
চরম মান,extremal value
চরম,extreme
চরম বিন্দু,extreme point
উত্তল সেটের চরম বিন্দু,extreme point of convex set
একটি ফাংশন এর extremum,extremum of a function
চরম সম্পত্তি,extremum property
মুখ,face
পরিচিতি,face value
ফ্যাক্টর,factor
ফ্যাক্টর বিশ্লেষণ,factor analysis
ফ্যাক্টরড,factored
ফ্যাক্টরিয়াল,factorial
ফ্যাক্টরিয়াল ডিজাইন,factorial design
ফ্যাক্টরাইজেশন,factorization
ফ্যাক্টরিজ,factorise
নিরপেক্ষ খেলা,fair game
মিথ্যা,FALSE
পরিবার,family
বৃত্তের পরিবার,family of circles
পারিবারিক বক্ররেখা,family curves
ফাংশন পরিবার,family of functions
লাইনের পরিবার,family of lines
প্রতিকৃতি,facsimile
F-বন্টন,F-distribution
সম্ভাব্য মৌলিক সমাধান,feasible basic solution
সম্ভাব্য সমাধান,feasible solution
ফিড ব্যাক,feed back
ফার্মেট নীতি,Fermat principle
Fermat এর উপপাদ্য,Fermat's theorem
ফার্মি-ডিরাক পরিসংখ্যান,Fermi-Dirac statistics
ফিবোনাচি সংখ্যা,Fibonacci number
ফিবোনাচি সিরিজ,Fibonacci series
ক্ষেত্র,field
চূড়ান্ত বেগ,final velocity
সসীম,finite
সীমিত ভিত্তি,finite basis
সসীম দশমিক,finite decimal
সীমিত পার্থক্য,finite difference
সীমিত পার্থক্য পদ্ধতি,finite difference method
সসীম মাত্রিক,finite dimensional
সসীম মাত্রিক ভেক্টর স্থান,finite dimensional vector space
সীমিত খেলা,finite game
সসীম জ্যামিতি,finite geometry
সসীম ছেদ,finite intersection
সীমিত অনেক,finite many
সীমাবদ্ধ মার্কভ চেইন,finite Markov chain
সসীমতা প্রমাণ,finiteness proof
সসীম সংখ্যা,finite number
সীমিত জনসংখ্যা,finite population
সীমিত সম্ভাবনা,finite probability
সসীম সিরিজ,finite series
সসীম সেট,finite set
সীমিত বেগ,finite velocity
সীমিত আয়তন,finite volume
মানানসই,fitting
বক্ররেখা ফিটিং,fitting of curve
সরলরেখার ফিটিং,fitting of straight line
স্থির বিন্দু উপপাদ্য,fixed point theorem
স্থির নমুনা,fixed sample
ফ্লাইটের বেগ,flight velocity
ফ্লোটিং পয়েন্ট পাটিগণিত,floating point arithmetic
ভাসমান পয়েন্ট সিস্টেম,floating point system
ফ্লো চার্ট,flow chart
গতির প্রবাহ,flow velocity
তরল গতিবিদ্যা,fluid dynamics
ফোকাল,focal
ফোকাল জ্যা,focal chord
ফোকাল দূরত্ব,focal distance
ফোকাস দৈর্ঘ্য,focal length
ফোকাস,focus
পা,foot
লম্বের পাদদেশ,foot of perpendicular
মাধ্যাকর্ষণ বল,force of gravity
পূর্বাভাস,forecasting
সূত্র,formula
প্রণয়ন,formulate
গঠন,formulation
এগিয়ে পার্থক্য,forward difference
ফরোয়ার্ড ইন্টারপোলেশন,forward interpolation
গণিতের ভিত্তি,foundation of mathematics
ফুরিয়ারের বিশ্লেষণ,Fourier's analysis
ফুরিয়ার সিরিজ,Fourier's series
ফুরিয়ারের রূপান্তর,Fourier's transform
ভগ্নাংশ,fraction
ভগ্নাংশ সমন্বয়,fractional coordinate
ভগ্নাংশ সংখ্যা,fractional number
ভগ্নাংশ প্রোগ্রামিং,fractional programming
মুক্ত পথ,free path
বিনামূল্যে ভেক্টর,free vector
ফ্রিকোয়েন্সি,frequency
ফ্রিকোয়েন্সি কলাম,frequency column
ফ্রিকোয়েন্সি বক্ররেখা,frequency curve
কম্পাংক বন্টন,frequency distribution
ফ্রিকোয়েন্সি হিস্টোগ্রাম,frequency histogram
সংঘটনের ফ্রিকোয়েন্সি,frequency of occurrence
ফ্রিকোয়েন্সি বহুভুজ,frequency polygon
ফ্রিকোয়েন্সি টেবিল,frequency table
frustum,frustum
একটি পিরামিড এর frustum,frustum of a pyramid
একটি গোলকের frustum,frustum of a sphere
সম্পূর্ণ সম্প্রসারণ,full expansion
ফাংশন,function
কার্যকরী বিশ্লেষণ,functional analysis
মৌলিক,fundamental
মৌলিক উপপাদ্য,fundamental theorem
বীজগণিতের মৌলিক উপপাদ্য,fundamental theorem of algebra
ছায়াপথ,galaxy
গ্যালোইস ক্ষেত্র,Galois field
গ্যালোস গ্রুপ,Galois group
জুয়াড়ির ধ্বংস,gambler's ruin
খেলা এবং সরানো,game and move
সুযোগের খেলা,game of chance
পাশা খেলা,game of dice
গেম তত্ত্ব,games theory
নিখুঁত প্রত্যাহার সঙ্গে গেম,games with perfect recall
খেলার মান,game value
গামা ফাংশন,gamma function
গাউস-আর্গ্যান্ড প্লেন,Gauss-Argand plane
গাউসিয়ান বক্ররেখা,Gaussian curve
গাউসিয়ান নির্মূল,Gaussian elimination
গাউসিয়ান প্লেন,Gaussian plane
গাউস-জর্ডান হ্রাস,Gauss-Jordan reduction
সাধারণ ক্ষেত্রে,general case
সাধারণ অভিসারী উপপাদ্য,general convergence theorem
সাধারণ সমীকরণ,general equation
সাধারণ ফ্যাক্টর,general factor
সাধারণ ফর্ম,general form
সাধারণ সূত্র,general formula
সাধারণ খেলা,general game
সাধারণ অনুমান,general inference
সাধারণ অবিচ্ছেদ্য,general integral
সাধারণীকরণ,generalization
সাধারণীকৃত সহযোগী আইন,generalised associative law
সাধারণীকৃত ধারাবাহিক অনুমান,generalised continuum hypothesis
সাধারণীকৃত উত্তল ফাংশন,generalised convex function
সাধারণীকৃত স্থানাঙ্ক,generalised coordinates
সাধারণীকৃত eigen মান সমস্যা,generalised eigen value problem
সাধারণ অভিসারী উপপাদ্য,general convergence theorem
সাধারণ সমীকরণ,general equation
সাধারণ ফ্যাক্টর,general factor
সাধারণ ফর্ম,general form
সাধারণ সূত্র,general formula
সাধারণ খেলা,general game
সাধারণ অনুমান,general inference
সাধারণ অবিচ্ছেদ্য,general integral
সাধারণীকরণ,generalization
সাধারণীকৃত সহযোগী আইন,generalised associative law
সাধারণীকৃত ধারাবাহিক অনুমান,generalised continuum hypothesis
সাধারণীকৃত উত্তল ফাংশন,generalised convex function
সাধারণীকৃত স্থানাঙ্ক,generalised coordinates
সাধারণীকৃত eigen মান সমস্যা,generalised eigen value problem
জেনেরিক নাম,generic name
পৃষ্ঠের বংশ,genus of surface
জিওডেসিক,geodesic
জ্যামিতিক,geometrical
জ্যামিতিক নির্মাণ,geometrical construction
জ্যামিতিক গড়,geometrical mean
জ্যামিতিক বহুগুণ,geometrical multiplicity
জ্যামিতিক সম্ভাবনা,geometrical probability
জ্যামিতিক অগ্রগতি,geometrical progression
জ্যামিতিক সিরিজ,geometrical series
জ্যামিতিক আকৃতি,geometrical shape
জ্যামিতিক পাটিগণিত সিরিজ,geometrico arithmetic series
জ্যামিতি,geometry
বিশ্বব্যাপী সর্বোচ্চ,global maximum
বৈশ্বিক সম্পত্তি,global property
বিশ্বব্যাপী সর্বনিম্ন,global minimum
বিশ্বব্যাপী সর্বোত্তম,global optimum
বৈশ্বিক সম্পত্তি,global property
গ্লোবাল স্যাডল পয়েন্ট,global saddle point
ফিট ভালো,goodness of fit
গ্রেড পারস্পরিক সম্পর্ক,grade correlation
গ্রেডেড ডেটা,graded data
গ্রেডিয়েন্ট,gradient
গ্রেডিয়েন্ট ঘনত্ব,gradient density
লাইনের গ্রেডিয়েন্ট,gradient of line
বেগের গ্রেডিয়েন্ট,gradient of velocity
গ্রেডিয়েন্ট ভেক্টর,gradient vector
গ্রেডিয়েন্ট বেগ,gradient velocity
গ্রেডিং,grading
গ্রেডিং বিশ্লেষণ,grading analysis
গ্রাম,gram
গ্রাম নির্ধারক,Gram determinant
গ্রাম - শ্মিট অর্থোগোনালাইজেশন প্রক্রিয়া,Gram - Schmidt orthogonalization process
গ্র্যান্ড মানে,grand mean
সর্বমোট,grand total
চিত্রলেখ,graph
গ্রাফিক,graphic
গ্রাফিক্যাল,graphical
গ্রাফিকাল গণনা,graphical computation
গ্রাফিকাল নির্মাণ,graphical construction
গ্রাফিকাল ইন্টিগ্রেশন,graphical integration
গ্রাফিকাল ইন্টারপোলেশন,graphical interpolation
গ্রাফিকাল পদ্ধতি,graphical method
গ্রাফিকাল উপস্থাপনা,graphical representation
গ্রাফিক অভিব্যক্তি,graphic expression
গ্রাফ পেপার,graph paper
মহাকর্ষ,gravitation
মহাকর্ষীয় ত্বরণ,gravitational accelaration
মহাকর্ষীয় আকর্ষণ,gravitational attraction
মহাকর্ষীয় ধ্রুবক,gravitational constant
মহাকর্ষীয় বক্রতা,gravitational curvature
মহাকর্ষীয় বল,gravitational force
মহাকর্ষীয় টান,gravitational pull
মাধ্যাকর্ষণ,gravity
মহান ভালুক,great bear
মহান বৃত্ত,great circle
মহান - বৃত্ত সমতল,great - circle plane
মহান বৃত্ত রুট,great circle route
সর্বশ্রেষ্ঠ সাধারণ পরিমাপ,greatest common measure
সর্বশ্রেষ্ঠ উপাদান,greatest element
সর্বশ্রেষ্ঠ নিম্ন সীমা,greatest lower bound
মহান সংখ্যা,great number
মহান ত্রিভুজ,great triangle
গ্রেগরিয়ান ক্যালেন্ডার,Gregorian calendar
গ্রেগরিয়ান সংশোধন,Gregorian correction
গ্রেগরি সূত্র,Gregory formula
গ্রেগরি - নিউটন সূত্র,Gregory - Newton formula
গ্রেগরি সিরিজ,Gregory series
স্থূল,gross
স্থূল পারস্পরিক সম্পর্ক,gross correlation
স্থূল ত্রুটি,gross error
স্থূল আয়,gross income
দল,group
গ্রুপ অটোমরফিজম,group automorphism
গ্রুপ স্বতঃসিদ্ধ,group axiom
গ্রুপ নিয়ন্ত্রণ,group control
দলবদ্ধ সিরিজ,grouped series
প্রতিসাম্যের গ্রুপ,group of symmetries
রূপান্তর গ্রুপ,group of transformation
গ্রুপয়েড,groupoid
গ্রুপ তাত্ত্বিক অনুমান,group theoretical assumption
গ্রুপ তত্ত্ব,group theory
বৃদ্ধি,growth
বৃদ্ধির সূত্র,growth formula
বৃদ্ধির হার,growth rate
g- পরিসংখ্যান,g-statistic
অনুমান করা গড়,guessed average
অর্ধেক যোগকারী,half adder
অর্ধেক খোলা ব্যবধান,half open interval
অর্ধেক স্থান,half space
হ্যামিল্টন কেলি উপপাদ্য,Hamilton Cayley Theorem
হ্যামিলটোনিয়ান অপারেটর,Hamiltonian operator
হ্যামিল্টনের কোয়াটারনিয়ন বীজগণিত,Hamilton's quaternion algebra
সুরেলা,harmonic
সুরেলা খাম,harmonic envelope
সুরেলা গড়,harmonic mean
সুরেলা অগ্রগতি,harmonic progression
হারমোনিক্স,harmonics
সুরেলা সিরিজ,harmonic series
উচ্চতা,height
গোলার্ধ,hemisphere
অর্ধগোলাকার,hemispherical
গোলার্ধীয় অভিক্ষেপ,hemispherical projection
হেপ্টাগন,heptagon
হারমিটিয়ান কনজুগেট অপারেটর,Hermitian conjugate operator
হারমিটিয়ান ফর্ম,Hermitian form
হারমিটিয়ান ম্যাট্রিক্স,Hermitian matrix
হারমিটিয়ান অপারেটর,Hermitian operator
হারমিটিয়ান পণ্য,Hermitian product
হার্মিটিয়ান সেমিগ্রুপ,Hermitian semigroup
হারমিটিয়ান স্পেস,Hermitian space
হারমিটিয়ান রূপান্তর,Hermitian transformation
হেস ডায়াগ্রাম,Hess diagram
হেসিয়ান ম্যাট্রিক্স,Hessian matrix
ফাংশনের হেসিয়ান,Hessian of function
ভিন্নতা পরীক্ষা,heterogeneity test
ভিন্নধর্মী,heterogeneous
ভিন্ন ভিন্ন তথ্য,heterogeneous data
ভিন্নধর্মী জনসংখ্যা,heterogeneous population
হিউরিস্টিক,heuristic
হিউরিস্টিকভাবে,heuristically
ষড়ভুজ,hexagon
হেক্সহেড্রন,hexahedron
অনুক্রমিক উপবিভাগ,hierarchial subdivision
অনুক্রম,hierarchy
উচ্চ জন্ম হার,high birth rate
উচ্চ মৃত্যুর হার,high death rate
উচ্চ-বয়স-গোষ্ঠী,higher - age – group
উচ্চতর ক্রম,higher order
সর্বোচ্চ আদেশ,highest order
হিলবার্ট কিউব,Hilbert cube
হিলবার্ট স্পেস,Hilbert space
H – অপরিবর্তনীয়,H–invariant
হিস্টোরিগ্রাম,historigram
ফাঁপা শঙ্কু,hollow cone
হোমোমরফিজম,homeomorphism
একজাতীয়তা,homogeneity
সমজাতীয়,homogeneous
সমজাতীয় তথ্য,homogeneous data
সমজাতীয় পার্থক্য সমীকরণ,homogeneous difference equation
হোমোমর্ফিজম,homomorphism
অনুভূমিক,horizontal
অনুভূমিক সমতল,horizontal plane
ঘন্টা,hour
হাইড্রোডাইনামিক,hydrodynamic
হাইড্রোডাইনামিকস,hydrodynamics
হাইড্রোমেকানিক্স,hydromechanics
হাইড্রোস্ট্যাটিক,hydrostatic
হাইড্রোস্ট্যাটিক ভারসাম্য,hydrostatic balance
